,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
hose,0.78625965,1.1161468,1.2873574,0.87982535,1.0611289,1.0065693,1.1517336,0.9647565,0.71171594,1.0199995,0.67679787,1.3198309,0.80645406,0.8983899,1.1869402,0.8632295,0.9615,1.1549519,1.3680744,1.1978604,0.7867809,1.211063,0.95094246,1.1016802,1.4052906,0.89112324,1.1428144,0.9697457,1.0349452,1.1102089,0.8816953,0.89147973,0.7403244,0.69753784,0.93417364,0.6855396,0.8167884,1.1399575,1.2706568,0.6204067,1.30814,1.1713659,1.0121663,1.0673918,0.9141832,1.0505677,0.8985796,1.0881455,1.117904,1.2803087,0.9660262,1.2120212,0.95239615,1.2015744,0.791791,1.3418591,0.9831235,0.961114,1.223552,1.0839019,0.67117286,1.2587665,1.2614031,0.8592856,1.0791199,0.9471584,1.17539,0.9687584,1.3869183,1.1886586,0.0,0.8147936,0.89266753,0.8869397,0.9871067,0.9244392,1.2724462,0.9880586,0.9337831,0.85047704,1.0386643,0.9985724,1.3078903,1.3029315,1.3399168,1.0957485,1.2828965,0.98977786,1.0398706,0.90794164,0.97181827,0.87686634,1.252513,1.1915462,1.1853006,1.2888702,0.9509296,1.0003673,1.0717541,1.3379474,1.2894526,0.9284297,1.1845458,1.0347219,0.74820685,1.22305,0.9804858,0.54190123,0.8735728,1.1721942,0.8965377,1.209374,0.9121608,1.0375942,0.57559294,1.3308899,0.6183537,1.2736986,1.1067642,0.7385956,1.1970725,0.7191206,1.0590762,1.192962,0.88548,0.82642275,0.5846592,1.2648133,1.3238091,0.95014113,0.7745677,1.1475027,0.9423598,0.805068,0.84202325,0.90062135,1.0849917,1.3542016,0.8316003
jacket,0.6387888,1.129438,1.3501532,0.6080332,1.0622813,1.0251106,1.3047898,1.1417742,0.69177604,0.82274747,0.4142909,1.4080242,0.9399756,0.4964248,1.3944738,0.59426236,1.1138053,1.3283457,1.397778,1.4554796,0.85833985,1.3943002,1.2450362,1.1813307,1.4216162,0.9072295,1.1418142,0.9397686,1.0567529,1.3380394,0.82899725,0.577377,0.85918784,0.9708959,0.9858222,0.95084655,0.52563924,1.185102,1.4474714,0.676597,1.4082783,1.1097211,0.94534326,1.0598763,0.889948,1.1667045,0.43304944,1.2279572,1.2632875,1.3158984,0.69897795,1.2188034,0.7261392,1.2224094,0.8098146,1.5737922,1.0915365,1.126665,1.4731447,1.3172638,0.5802132,1.1589093,1.1426316,0.8205584,1.3345731,0.6389975,1.1917962,0.779479,1.403259,1.2106084,0.8147936,0.0,0.938431,0.35350943,1.2274802,1.0340483,1.5322592,1.0358896,0.9646862,0.78428364,1.126877,0.96550584,1.2910969,1.440657,1.3255572,1.2556729,1.3235291,0.8414167,1.0418484,0.35861027,0.44432318,0.95905006,1.4309077,1.3842955,1.3294319,1.3409595,1.0764767,1.079281,1.2864853,1.3222005,1.2863889,1.1602526,1.4247124,0.8039548,0.94907755,1.2888296,0.57392925,1.0223026,0.21646821,1.3120189,0.46996683,1.3162012,0.707892,1.2621676,0.5328115,1.4307723,0.6771637,1.2430595,1.1680541,0.86763704,1.419075,1.1552869,1.1554427,1.079794,0.8933788,0.18277901,0.48257887,1.4112905,1.3215749,1.1359653,0.95922375,1.2563863,1.260677,1.0559558,0.77651155,0.83888966,1.3803401,1.3786445,0.78873265
jar,0.6424556,1.1487465,1.3214632,0.9898994,1.0345685,0.94528663,1.1980522,1.030969,0.8423685,1.016411,0.7950744,1.3543643,0.6533264,0.7937305,1.0544828,0.95198894,1.0919816,1.3054667,1.3387107,1.3027017,0.9344908,1.1827494,1.044422,1.0282879,1.1830668,1.0376061,1.0015471,0.7077098,0.9089781,1.2345272,0.84695226,1.0911144,0.63188803,0.99009275,1.0222945,0.65200967,0.73983294,0.8900657,1.4510951,0.71164733,1.2867126,0.9754185,0.6975274,1.1259027,0.70433056,0.9773382,0.8020623,0.744774,1.0298954,1.2286295,1.2177749,1.0850235,0.9113221,1.2544907,0.82242477,1.1537585,1.0334568,1.0544004,1.3039398,1.2025532,0.68331385,1.2039007,1.0229591,0.91391635,1.2201409,0.83638954,1.1380264,1.0213901,1.3726845,1.1085029,0.89266753,0.938431,0.0,0.77574307,1.1620189,0.598994,1.2988791,0.78384894,0.95326626,0.78490055,1.0550365,0.98852456,1.286453,1.2257786,1.3221567,1.0495654,1.2995968,0.82453763,0.6358335,0.8342309,0.7549556,1.0598512,1.4306824,1.4323766,1.2659844,1.2202822,0.8961161,0.99752665,1.1488274,0.99864084,1.2946913,0.96628773,1.2590489,0.82192206,0.7430947,0.92007977,0.96186495,1.202011,0.8730849,1.2917407,0.7954294,1.1649616,0.7913292,1.0898997,0.9299758,1.365492,0.80567086,1.2099282,1.0575978,0.6979969,1.3023697,0.8856556,1.3234732,1.0345485,0.9674201,0.79681134,0.71947986,1.3683438,1.2244121,1.1603124,1.1927536,1.0938174,1.2301503,0.9902468,0.9540941,1.067365,1.173277,1.3743323,0.845499
jeans,0.5448705,1.1029595,1.4306695,0.5126342,1.0608637,0.9863832,1.2970802,1.2513249,0.5738777,0.7385156,0.45099902,1.3080728,0.78420776,0.4454888,1.4836962,0.5983857,0.9867359,1.4956443,1.519669,1.5785444,0.951432,1.5672847,1.319206,1.2652445,1.3312433,0.92900574,0.9109381,0.8897769,0.9370877,1.4412628,0.84880745,0.7928706,0.8685323,0.85459447,1.0487301,0.934393,0.48897433,1.0922936,1.501772,0.7257292,1.5595098,0.90919924,0.8795683,1.148262,0.7320664,0.9808903,0.3648219,1.2847124,1.056953,1.3625284,0.7259039,1.1388434,0.77699304,1.175774,0.89163774,1.550358,1.2169573,1.0864152,1.4760759,1.4197748,0.67185605,1.1252366,0.89376265,0.75455976,1.4074233,0.6703127,1.2625365,0.70596874,1.4371817,1.355577,0.8869397,0.35350943,0.77574307,0.0,1.0794877,0.9042447,1.6001955,0.9848919,0.9675265,0.6849084,1.1370244,1.0047901,1.3536059,1.3827199,1.2234069,1.3212212,1.4312148,0.69739115,0.9908291,0.2884034,0.08635056,1.0538538,1.4539981,1.4386388,1.461516,1.3916837,1.1976289,1.1668276,1.4238257,1.1444982,1.4126576,1.2154064,1.5078468,0.70948863,0.9573359,1.2885858,0.43352562,1.068849,0.21317875,1.134625,0.30542064,1.2220544,0.59085834,1.1402962,0.65436995,1.463409,0.7242209,1.2098727,0.9820743,0.9053147,1.4079237,1.1159582,1.1483546,0.9841129,0.89880747,0.30919313,0.6001252,1.5430679,1.2285987,1.0368007,0.94173247,1.1566827,1.4593287,1.2019444,0.95303977,0.8847032,1.318856,1.4364616,0.88229024
knife,1.2306206,1.0169704,0.9446999,1.012939,1.2824166,1.253832,0.70753676,1.2528937,0.8809335,1.1286602,1.2990593,0.7649976,0.9566936,1.2617636,0.8971776,1.2472602,0.823063,0.8777222,0.9772859,0.86499214,1.1194296,0.9372751,1.1880736,1.015724,0.86786115,1.008521,0.76575506,1.2239588,0.9219303,0.8413795,1.1440023,1.1491461,1.1193911,0.767501,1.0238043,1.1585138,1.2805748,0.72793734,0.6945984,1.2447008,0.9786953,0.99175733,1.2639,1.2579126,0.9763701,0.73307824,1.1826385,1.0438032,0.83809644,1.0250201,1.0437711,0.9015588,1.1505975,0.80555975,1.2132964,0.8700223,1.2069898,0.9928592,0.3166449,0.9635166,1.0987817,0.8552148,0.8280437,0.91944075,1.0060859,1.164605,0.97505116,0.93990713,0.95620406,1.0854665,0.9871067,1.2274802,1.1620189,1.0794877,0.0,0.8987205,0.7556549,0.9827938,0.96590054,1.2181344,1.0574974,1.2614625,0.96332026,0.72065544,0.79562163,1.1122046,1.0532734,0.7817662,1.1226404,1.2002723,1.0350326,0.9012329,0.57917154,0.57160467,0.88316107,0.96161324,0.9289053,1.17763,0.662762,1.0297992,1.0479114,1.057394,0.8652653,0.8224525,1.1461374,1.1392177,0.9792756,0.7869918,1.1293533,0.9258094,1.0299592,0.5407182,1.153036,0.3895074,1.159907,0.7932267,1.1119429,0.7806243,0.98042756,1.0953317,0.33637416,0.7201334,0.76512736,0.9474931,1.2115483,1.2533813,1.1848214,0.892756,0.9617013,0.8419788,0.66587543,0.90422374,1.2312869,0.96253765,1.234846,0.96172535,0.72839063,0.8616465,1.0724543
ladder,0.8731481,0.99365735,1.3434283,0.93423647,1.179702,1.0899177,1.143555,0.9505475,0.781377,1.2418554,0.87885743,1.1692204,0.43912172,1.0082735,0.961197,1.091703,1.0822167,1.0577446,1.1290617,1.205273,0.7280771,1.1810924,1.0268124,0.9897387,0.8778795,1.0978167,1.0990702,0.8834504,0.4631207,1.1381671,0.5887824,1.0354091,0.7343969,1.0278087,1.0210762,0.8196956,0.82296306,0.999158,1.2704871,0.6473318,0.9898157,0.9363855,0.93239045,1.0490614,0.48693448,0.7419044,0.909734,0.82453024,1.0731258,1.2822659,1.2628961,1.2137469,1.1163859,1.1899744,0.9478177,1.2565262,0.91726536,1.113024,1.0652989,1.1762626,0.8956611,1.2723068,1.1214676,1.0846466,1.2293701,1.0150163,1.0714531,1.1131861,1.2015669,1.0190226,0.9244392,1.0340483,0.598994,0.9042447,0.8987205,0.0,0.9513061,0.8932649,1.1878558,1.0354884,1.0453591,1.2069271,1.3383008,1.0088636,1.2077348,1.0191835,1.3078997,0.6674826,0.91926426,1.0449388,0.86120445,0.9753708,1.2251756,1.2111843,1.228026,1.157751,1.016482,0.8956552,1.08505,0.89482903,1.2013454,0.6802002,0.943946,0.5903423,1.0187176,0.8437208,1.0413024,0.94594604,0.984088,1.1250385,0.95768106,0.8803428,0.8000676,0.88766736,0.9126289,1.287436,0.9562717,1.1293298,1.0297092,0.959235,1.1057513,0.9142627,1.1238501,1.1011838,0.94281036,0.90898234,0.74003476,1.1905394,1.2395167,1.1455197,1.0254908,1.0299121,1.077512,0.7443431,0.9816076,1.1501862,0.60161257,1.2835771,0.80596054
lamp,1.4935741,0.8001738,0.63976955,1.3577623,0.92916673,0.979297,0.82908607,0.89330554,1.2724872,1.2997615,1.5128365,0.44153386,1.2361003,1.5767686,0.4288956,1.3689349,1.1587297,0.6210202,0.33114874,0.39285356,1.2533379,0.54516935,0.8597178,0.7345905,0.4290867,1.2213702,1.1112274,1.116887,0.8912084,0.36942,1.1601262,1.2141913,1.228958,1.2016561,1.0287089,1.2177429,1.4536946,1.0981188,0.39336973,1.4749224,0.33625716,1.0081706,1.1620591,0.99630934,1.0854764,0.9051481,1.4205425,0.7861657,0.9704791,0.56123704,1.2350899,0.83846223,1.3129764,0.8198174,1.3030417,0.48951185,0.9116706,0.96699524,0.49972177,0.77453125,1.4764466,0.87237453,1.0121405,1.260524,0.89280605,1.3497789,0.8751626,1.3654368,0.40329707,0.5530015,1.2724462,1.5322592,1.2988791,1.6001955,0.7556549,0.9513061,0.0,1.0704554,1.3079921,1.4460547,1.0461744,1.1792098,0.52718055,0.4785391,0.60818744,0.8061429,0.53644,1.1433709,1.0917984,1.6379459,1.4915789,0.9765946,0.3706808,0.40209728,0.5924464,0.572909,1.018713,0.95523983,0.7034867,0.69722974,0.47496092,0.83449495,0.41611564,1.0936562,1.2167441,0.6978915,1.3720965,0.9847737,1.5506959,0.7297118,1.4649076,0.58867276,1.2930992,0.5977926,1.3417642,0.38775653,1.3217871,0.7615899,0.9048214,1.2652665,0.53915036,0.81015193,0.91963834,1.0352511,1.2091457,1.5243871,1.5081892,0.4627577,0.6645659,1.1265069,1.1418796,0.7887296,0.7914735,0.97876567,1.2061386,1.2591609,0.31660914,0.448182,1.1243058
meat,0.9326507,1.0776777,1.013736,0.9990896,0.9082583,0.85517454,1.0450922,1.0980724,0.8997799,1.0711719,1.0603395,1.1773814,0.9016341,0.9276587,1.1002212,1.0659373,1.0141554,1.0769337,1.1008236,1.0487962,1.0158067,1.0353762,1.0512166,1.1184639,1.177734,0.99039847,0.8160666,0.99285865,1.0536159,1.1152006,1.069555,1.0206205,0.8851998,0.88777554,1.0474079,0.7852977,1.0738084,0.820937,1.0700576,1.0147929,1.137332,0.9738846,1.0674013,1.1440431,0.96654737,1.0540653,1.0128671,0.9145534,0.96144533,1.0802583,1.0415003,1.0510328,1.0458856,1.0718927,0.9621567,0.9501973,0.9515862,1.1643112,1.0102115,1.0810499,0.9083478,1.1520553,1.0223105,1.0270599,0.84949327,0.9896941,1.0183504,0.965308,1.1822042,1.1226531,0.9880586,1.0358896,0.78384894,0.9848919,0.9827938,0.8932649,1.0704554,0.0,0.81782305,0.8752042,0.95576006,1.0172877,1.0795947,1.0605245,1.1742923,1.025803,1.022591,1.0142485,0.9879875,0.9846271,0.9803044,0.904608,1.0927442,1.0746732,1.0865047,1.1309366,0.86684275,1.0483428,0.95436084,1.0192043,1.1671154,1.0139123,1.159281,1.0286341,0.85003185,1.0278019,1.0640479,1.0578583,0.99553317,1.1956546,0.97550786,1.0294505,0.9505976,0.97036135,1.0235802,1.1551864,0.9627915,1.0771815,1.0179788,0.91829246,1.1004782,1.0005556,1.0498402,0.9162838,1.0755715,0.9890723,0.9283154,1.1673657,1.0894052,0.8474149,0.9338225,1.0163895,1.1309555,0.98848176,1.0712706,1.077278,1.125398,1.1637317,0.961825
melon,0.7745892,1.1633765,0.7871458,0.9743315,0.8163669,0.8046925,0.5488294,1.0691992,0.9771972,0.89846396,0.9067566,1.3043448,1.0220459,0.8673988,1.2083932,0.8929812,0.935827,1.127151,1.3017418,1.1671242,0.92595935,1.1128912,1.0774505,1.0179993,1.3369155,0.8763043,0.7841045,1.0408645,1.1383792,1.2378155,1.1154962,1.0899327,0.9886935,0.81195366,1.0099485,0.9350961,0.9432999,0.8966385,1.1742504,0.9000905,1.326144,1.0044239,1.0426342,1.1010991,1.1737826,1.1007075,1.0051069,1.0209426,0.99320745,1.1012712,0.89513594,1.1268436,0.8927029,1.1249118,0.9560967,0.92827874,1.0521106,0.9709671,1.0522399,0.75371265,0.84589446,1.1258748,0.99075425,0.9872704,0.8401312,0.93992394,0.9658159,0.9031658,1.181682,1.249836,0.9337831,0.9646862,0.95326626,0.9675265,0.96590054,1.1878558,1.3079921,0.81782305,0.0,0.6447233,0.9057758,0.8005116,1.2189085,1.1364988,1.2775533,1.0296892,1.0050606,1.0678021,0.88583475,0.8157294,1.0143608,0.9628515,1.2482955,1.2215538,1.030749,1.0606859,0.7767031,1.0920295,0.88035035,1.2581682,1.1029396,1.1378057,1.2189832,1.1201329,0.82072186,1.2423009,1.0085301,0.92643535,0.95375866,1.1159647,0.9439433,1.0991602,1.0504947,1.0952897,0.90715003,1.2388911,1.0358061,0.918355,1.0410249,0.8787341,0.9827315,1.059413,0.97506064,0.9931504,0.9570665,0.97572654,0.8641691,0.9913916,1.1972505,0.79098046,0.83846045,1.0027231,0.94746685,0.9259815,1.0117154,0.8881895,1.2641503,1.2960513,1.0875258
mitten,0.34765714,0.8703083,1.19574,0.57008594,0.94514835,0.92448616,0.91468096,1.0785952,0.9543066,0.8182414,0.74683684,1.4799078,1.0080726,0.4965948,1.2966158,0.6273469,1.0997943,1.4195886,1.494477,1.4968327,0.96339774,1.154508,1.1443143,1.1027988,1.5007571,1.1789844,0.87379795,0.83200395,1.1518514,1.3588336,1.1130804,1.0218493,0.93979454,0.80950105,1.0304177,0.8025321,0.7913798,0.84696376,1.4730941,0.8659277,1.4401238,0.84243625,0.8348684,0.8429449,1.0657938,1.3096433,0.8152422,1.0604714,0.87493825,1.1108751,0.8740072,1.1435537,0.8937665,0.88078177,1.0511307,1.2245384,1.0373168,0.79883134,1.3201725,0.90375406,0.75790316,1.2090672,0.5775127,1.1535411,0.98009306,0.8577146,1.1565998,0.4818945,1.2966712,1.188314,0.85047704,0.78428364,0.78490055,0.6849084,1.2181344,1.0354884,1.4460547,0.8752042,0.6447233,0.0,1.1574471,0.64250284,1.3255138,1.1156039,1.294035,0.9531579,1.2712522,1.0708426,0.7221807,0.52694285,0.7789302,1.0022684,1.5195351,1.4900191,1.3945765,1.1286798,0.83214235,1.084006,1.1375986,1.1987455,1.3690882,1.1524578,1.351763,1.1005582,0.69008386,1.0460211,0.9331968,0.91481775,0.7490557,1.0096418,0.6786799,1.2562077,0.8478505,1.3381356,0.81268,1.4724547,0.98440933,1.3690915,0.62774223,0.73574865,1.2059915,1.1173455,0.9978242,1.1391913,1.0639558,0.778789,0.80181825,1.3555552,0.9754169,0.7512984,0.78822684,0.844731,1.0637953,0.99159914,1.0068897,1.1176265,1.323722,1.3953471,1.0320393
motorcycle,1.1730328,1.1647997,0.9516417,1.1798886,0.9183009,0.9199569,0.85876006,1.0640676,1.2133665,1.11972,1.2000637,1.0250117,0.9935095,1.0972278,0.91597676,1.2154552,0.72150844,0.8870483,0.90467465,0.9316457,0.9732861,1.0375805,0.7782614,0.89555365,0.99645305,0.45246518,1.0621036,1.1349578,1.0214846,1.0278888,1.0801167,0.8966823,0.9291448,1.0958958,0.97355086,1.1846541,1.163451,0.9916228,0.9824037,0.9102737,0.91059947,0.9864098,1.0325382,0.6939162,1.1114397,1.1028306,1.0894582,0.8877176,1.0914583,1.0853819,1.0915852,1.1161169,0.80127156,1.1466634,0.76611304,0.82434684,1.013868,1.0502466,0.9838888,0.6869323,0.94176036,1.0021869,0.9841561,0.9477795,0.7299232,0.89383185,0.90329736,1.0696784,0.9108744,0.8743207,1.0386643,1.126877,1.0550365,1.1370244,1.0574974,1.0453591,1.0461744,0.95576006,0.9057758,1.1574471,0.0,1.0288143,1.0758502,1.106518,1.1249936,0.8581236,1.0188664,1.1105567,1.1391196,1.0717918,1.1387275,1.1191663,1.0463849,1.0491595,0.8672468,1.0205073,1.0706284,1.0199807,0.9881522,0.9744063,1.0623817,0.8445604,0.9119269,1.0808427,1.1618563,0.8109744,1.049906,0.9462275,1.0216247,0.94862556,1.2160344,0.844082,1.197273,1.1311555,1.0696565,1.0155104,0.9799066,0.9860407,1.2125394,1.1876521,1.0375402,1.146364,0.9869837,1.0586098,0.48988008,1.0423818,1.0614971,0.87199235,1.1914942,1.0767394,0.96116626,1.1606797,0.58510894,0.8741994,1.1184208,0.5733718,0.97735417,1.0023315,1.1244358
muffin,0.73263526,1.069832,0.94456047,0.96967226,0.82101786,0.8477119,0.93967867,0.79734975,1.0586149,0.7053421,0.9950259,1.2359254,1.2175941,0.89366114,1.1024439,0.8483287,1.0281832,1.2119002,1.270047,1.1527191,1.0201671,0.7191398,1.0521911,0.9633305,1.2698135,1.0977682,0.9480571,0.9842685,1.1669863,1.0641592,1.1047157,1.0946552,1.0708293,0.9495674,0.88527304,0.945951,1.02986,0.83747137,1.273965,1.0273906,1.2547735,0.9804681,0.91733736,0.74782944,1.1787964,1.1404661,1.0487553,1.0430735,0.8415967,0.8858167,0.84823334,1.0435699,0.920553,1.0138205,1.0835273,1.0354872,1.0647976,1.0065027,1.2007606,0.84192324,0.95316845,1.087623,0.9489771,0.97246546,1.020173,0.9189614,0.98534375,0.90920424,1.0349699,1.1017638,0.9985724,0.96550584,0.98852456,1.0047901,1.2614625,1.2069271,1.1792098,1.0172877,0.8005116,0.64250284,1.0288143,0.0,1.1076841,1.1409453,1.0918095,0.80405205,0.87847114,1.1098185,0.749782,0.9103876,1.01471,1.115319,1.3151299,1.3150611,1.1184224,1.0393033,0.7999193,1.1216002,0.9625931,1.0876486,0.99517226,1.0456952,1.1467547,1.1582141,0.70581645,1.0198535,0.94595265,1.0720626,0.95156986,1.072,0.9858884,1.1621825,0.9998355,1.220053,0.95574987,1.2295563,0.97934824,1.1617151,1.0009747,0.8085152,1.0925621,1.1300532,1.0365403,0.89421606,1.0535346,0.9416999,0.99965703,1.1022851,1.0172775,0.89741224,1.0818657,1.0465319,0.9949685,1.0467281,1.0238166,0.9851573,1.2483461,1.2043264,1.1748897
nail,1.493019,0.8368402,0.32351804,1.2678373,0.74101245,0.8958583,0.8618233,1.1532204,1.3700163,1.116971,1.4228085,0.6209423,1.4606638,1.3550547,0.82808423,1.360004,1.0672724,0.77499104,0.31465274,0.50241977,1.3889022,0.64950395,0.95190376,0.9942938,0.685911,1.1594925,0.8226283,1.2291279,1.2983315,0.52722,1.3342147,1.1440828,1.3502895,1.2020005,0.9899689,1.2531465,1.3636587,0.99740684,0.29895747,1.5811346,0.5171716,1.1151338,1.2669263,1.0491606,1.2990706,1.1462039,1.2038126,1.0977638,0.78287446,0.2557755,1.097858,0.5421671,0.9700275,0.5244768,1.2168691,0.66918963,1.1218442,1.1219684,0.7965237,0.91729146,1.3342562,0.4196385,0.9229721,1.1611348,0.7241795,1.0761375,0.8814291,1.0113525,0.39755374,0.8641797,1.3078903,1.2910969,1.286453,1.3536059,0.96332026,1.3383008,0.52718055,1.0795947,1.2189085,1.3255138,1.0758502,1.1076841,0.0,0.82638574,0.37728208,0.9282175,0.29771852,1.3676436,1.1509714,1.3988839,1.2794718,1.1360387,0.35395122,0.3850695,0.4093948,0.9074497,1.2366788,1.1261957,0.93107903,0.8925239,0.36018622,1.2688814,0.74833477,1.3536289,1.2413411,1.0215657,1.1674774,1.169842,1.2907428,0.9450435,1.2565916,0.86992973,1.1993314,0.95238936,1.3130004,0.21021569,1.2554822,0.7550417,0.99082446,1.3096104,0.74387264,0.78416514,0.80376107,0.87414,1.2624453,1.329783,1.4931679,0.5450163,0.3271374,0.89072263,1.1625224,1.0486997,0.8645767,1.3741201,1.1741449,1.1868527,0.93748075,0.18753302,1.2214444
napkin,1.2762773,0.5724897,0.8570681,1.1579813,1.168237,1.1866636,0.7339544,0.68691933,1.2937493,1.238368,1.4502337,0.51633215,1.0741365,1.2840399,0.6963134,1.0910007,0.936187,0.57464445,0.6215408,0.6130276,1.073154,0.57637,0.8878925,0.9353627,0.4603064,1.2067602,0.95411813,1.1926959,0.7568973,0.73805964,1.1823975,1.2175405,1.2055299,1.0382059,1.1576307,1.098397,1.3676755,0.90953636,0.6005319,1.3477834,0.51496404,0.9421745,1.1115159,0.9313797,1.161367,0.77516335,1.344694,0.817335,0.84182066,0.74366105,1.2155473,0.96639633,1.4358133,0.66779447,1.4570394,0.54970837,1.0724628,0.84072185,0.3556882,0.8199315,1.5462779,0.9194416,0.50863254,1.2279139,0.84585905,1.4500532,0.82606006,1.0475521,0.60327435,0.76691675,1.3029315,1.440657,1.2257786,1.3827199,0.72065544,1.0088636,0.4785391,1.0605245,1.1364988,1.1156039,1.106518,1.1409453,0.82638574,0.0,0.63846934,0.9067069,0.8430685,1.132234,1.0233428,1.3265675,1.3259606,0.7409759,0.56978756,0.5879865,0.81878364,0.32134926,0.9742917,1.0851501,0.72453636,0.7308249,0.79856086,0.6876148,0.62739676,1.1367522,1.0881876,0.71949637,1.232602,1.0803632,1.4320362,0.6135331,1.2538753,0.6246885,1.3294137,0.6982473,1.4303489,0.6138545,1.4247279,0.7229397,0.49540925,1.3039956,0.43358368,0.9568546,0.8232522,0.9367373,1.2147008,1.477421,1.4738548,0.5840051,0.56368554,0.8454421,0.9896032,0.23538667,0.93556017,0.8420926,1.3570683,1.2202947,0.64923584,0.6609172,1.3170029
necklace,1.4469247,0.8711959,0.49317825,1.1086744,1.0572329,1.1433523,0.7782654,1.0767097,1.4070876,1.11196,1.5469297,0.40093732,1.3147093,1.2113801,0.91927826,1.373815,0.97481024,0.84425205,0.4823177,0.6818423,1.3772107,0.6613969,0.97691166,1.0944047,0.4792248,1.178699,0.65089905,1.274074,0.97550863,0.74723655,1.2237306,1.2629232,1.3616233,1.1762764,1.0748333,1.2238522,1.4237359,0.76285017,0.38674498,1.5495515,0.6617922,0.8286083,1.2661011,0.9903872,1.1618799,0.8185802,1.1580349,1.2183347,0.61851674,0.47036374,1.1739043,0.514093,1.1099168,0.482108,1.3364651,0.6696062,1.1940787,1.0400596,0.65224504,0.9893541,1.4741614,0.2835691,0.76218957,1.1328757,0.90902036,1.0643828,0.9768451,0.86322224,0.3699252,0.93083,1.3399168,1.3255572,1.3221567,1.2234069,0.79562163,1.2077348,0.60818744,1.1742923,1.2775533,1.294035,1.1249936,1.0918095,0.37728208,0.63846934,0.0,1.0406728,0.5745591,1.2715001,1.1818252,1.2869637,1.0989538,1.2285478,0.361843,0.44137847,0.6190653,0.87374973,1.2242298,1.1323315,1.0457039,0.5973902,0.5180031,1.0475904,0.7137122,1.2682613,1.3477627,0.94875807,0.8906365,1.0892745,1.2350886,0.7311678,1.1766344,0.55292785,1.2821722,0.9158213,1.4803576,0.3303728,1.4210635,0.6250479,0.89772797,1.3472831,0.6085222,0.8363423,0.68100095,0.59046924,1.2631954,1.3356686,1.5989002,0.7079537,0.32250583,0.7279706,1.0317544,0.87315315,1.0385054,1.3641328,1.310986,1.1695058,0.7562528,0.2527132,1.2963474
nose,1.1232446,1.0382081,0.8076712,1.2684993,0.7972969,0.88612586,0.84838533,1.0255722,1.2964674,0.98990977,1.242399,0.9557216,1.2016869,1.2611533,0.7241618,1.1281976,1.137869,0.9749759,0.9102733,0.91626,1.0827706,0.7557328,0.9587985,0.8186953,0.9666784,1.0177143,1.0562284,0.8522811,1.1959211,0.751057,1.1466459,1.1070344,1.0839309,1.0076133,0.7873806,1.1003238,1.2171619,0.93862295,0.9281832,1.1736344,0.86727285,0.8846179,0.8393253,0.8827959,1.1802696,1.231143,1.2683833,0.7310616,0.8534325,0.862854,1.007235,0.84141684,0.9935635,0.9619324,1.0763274,0.73750275,0.9531672,0.8951698,0.8897731,0.66363627,1.1714826,0.997629,0.9796973,1.2212359,0.8021184,1.0805786,0.9136512,1.128871,0.80131054,0.8462321,1.0957485,1.2556729,1.0495654,1.3212212,1.1122046,1.0191835,0.8061429,1.025803,1.0296892,0.9531579,0.8581236,0.80405205,0.9282175,0.9067069,1.0406728,0.0,0.86063653,1.1795926,0.8223163,1.3293703,1.3323812,1.0812105,0.95641476,0.9700663,0.82461935,0.9154745,1.005943,0.9908432,0.9313785,0.90634966,0.8932518,0.99719447,0.7739527,1.2030632,0.8419245,0.76335025,1.1994572,1.0233587,1.2891365,0.92415106,1.3403987,1.0873984,1.2430085,1.1214974,1.1960008,0.9197827,1.1711891,1.0531433,1.035763,0.98752224,0.9628644,0.9705237,1.0721898,1.1797042,1.0347004,1.2110897,1.2507217,0.84763235,0.92290026,0.9680226,1.0587658,0.9473689,0.79906666,1.0327804,1.0855184,0.9988058,0.86638004,0.90596306,1.1070799
