,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
cat,0.5879559,1.2888637,0.932348,0.64718443,1.2388432,1.2538242,1.0354215,0.9251585,1.0321568,0.8572343,1.2775214,0.8581744,1.0186013,0.5666464,0.81346744,0.910338,1.05445,1.2072077,1.0969155,0.9937823,1.1546665,0.8647887,1.2043107,0.9430285,1.2424672,0.9895275,1.0715622,0.0,1.0493171,1.2165439,0.90652335,0.85229224,1.1277599,1.0400037,0.9867332,0.8569656,1.1010239,1.3793726,0.6047035,1.1890905,0.92552006,0.16002572,0.81144416,0.8709208,1.0700263,1.1757824,0.9647317,1.2421534,0.938146,0.90617347,1.3200607,0.905504,0.9573756,0.9967327,1.2962675,0.8691213,0.9972106,1.2005246,0.963361,1.2216965,0.931924,1.1406139,1.2241341,0.8358842,0.5852246,1.010362,0.84464335,1.3639493,0.9031464,1.0456458,1.043945,1.1210837,1.0025703,0.9555353,0.9749915,1.3005567,0.9466119,1.3185068,1.0042675,1.2584233,1.1055076,0.51627254,1.0104841,1.0442756,1.2749712,1.3111124,1.3253739,1.0212704,0.9168677,0.97093457,0.95244515,1.2086154,0.713245,0.9241492,1.0059551,1.2587304,0.8654183,0.8222013,0.6935867,1.186153,1.0420518,1.2678761,1.0485759,1.087327,0.81678486,1.1695273,0.9143719,1.3149016,1.2245477,1.1084323,1.0608698,1.2086443,1.098114,1.2478138,0.51472723,0.9776531,0.8659013,1.2185755,1.3023163,1.2526062,1.1848633,0.9218615,1.1822733,1.0697544,0.91204965,0.92982024,0.86587167,1.2318985,0.9124963
chair,1.204825,0.80050534,1.1104484,0.9522399,0.6608482,0.7784831,0.9157076,0.988254,1.1472359,1.0037875,0.8571372,0.8014977,1.2417,0.98144543,1.0823319,1.1330278,1.0990266,0.85858524,0.83989155,1.0596879,0.9903738,0.924745,0.7467654,0.99567044,0.7015526,0.81756866,1.0902948,1.0493171,0.0,0.9428206,0.9345024,0.6990756,1.1938852,0.9226663,1.2005968,0.95863116,1.1075534,0.8538299,0.8333958,0.8563699,1.196432,0.9841817,1.1406173,0.9681809,0.96945614,0.71875274,1.0792956,0.84547216,1.0758312,1.1048706,1.1459982,1.0441396,1.0626475,0.95801735,1.0460496,1.0878949,1.2085245,1.1287422,1.1418127,1.0024484,1.2524616,1.2661765,0.86506355,0.9241137,1.0789381,1.1447494,1.1799536,0.98747545,0.6939961,0.88111717,1.193363,1.0620477,0.8575042,1.2060211,1.1700072,1.0256181,0.8240018,0.9462154,0.9904032,0.8001939,0.833219,1.172468,1.188956,1.1155937,0.90818805,0.8399314,0.79161894,1.1086073,0.7892241,1.1934826,1.0352498,0.87285376,1.0198802,0.8090277,0.74028385,1.0278274,0.9626191,1.13524,1.1542895,1.0968583,1.264011,0.79449725,1.1189433,0.8871858,1.0235415,0.711395,0.8379871,0.8303247,0.80332226,1.2050445,1.0010138,0.8161075,1.1291095,0.9844026,0.8061248,1.210246,0.852892,0.770357,1.0750341,1.1577942,1.1346049,0.81500566,0.8443888,0.75399876,1.0249904,1.183633,0.67297256,0.99754274,0.9567671
clock,1.4656914,0.6809225,1.4072547,0.82630473,0.6569292,0.8852292,0.99995655,1.341403,1.0694603,1.3536103,0.68428135,1.4040626,1.2995443,0.9773163,1.360051,1.0843902,1.055984,0.558455,0.7503525,1.0900458,0.80844665,0.9699332,0.73386633,0.54777443,0.56032044,0.74565166,1.2558119,1.2165439,0.9428206,0.0,1.081319,1.1184467,1.0924597,0.8137351,1.2414904,1.3268651,0.761634,0.57253826,1.1490233,0.56528306,1.1331053,0.9637079,1.2314211,1.1549125,0.8422249,0.87146926,1.1174252,0.6062635,1.3135839,0.93127006,0.99802315,0.8998419,0.7669512,1.1471292,0.9547017,0.9264604,1.3001089,0.807461,1.4406679,0.81291294,1.1545851,1.2482638,0.6302843,0.58133,1.3435959,1.2775626,1.462805,0.88480043,0.99835205,0.53425336,1.3317344,0.9389715,0.98458236,1.2886453,1.2170978,0.74744457,0.9367097,0.6858696,1.0048696,0.6700072,0.652067,1.1530658,1.3892866,1.3700037,0.7225162,0.61473,0.63210565,1.1335274,0.8135629,0.9461557,0.7561044,0.9150324,0.76844233,0.8857082,0.6067367,0.7289982,1.1394501,1.2120128,1.0314814,0.980662,1.3896894,0.80075145,1.3253535,0.72624016,1.1617911,1.07847,1.2672737,0.64741665,0.8920734,1.2622881,1.0018096,0.7431278,1.1499858,0.7544924,1.1424916,1.3184924,1.3291569,0.6465323,0.9094765,0.93841285,1.1899662,0.94875723,0.83459485,0.9530003,1.0751836,1.0849972,0.8822261,0.7164711,1.0586803
closet,0.9825181,1.2771502,0.77912486,1.1163237,1.3104231,1.0590388,0.79019314,1.0186425,1.0967094,0.8749258,1.1636438,0.76973814,0.8187909,1.0057188,0.80472404,1.1415536,0.7826042,1.1427026,1.1257493,0.77820325,1.185751,0.73970854,1.0632076,1.1659669,1.0572717,0.9515202,0.9910082,0.90652335,0.9345024,1.081319,0.0,0.8404968,0.9926402,1.1598097,0.95542914,0.77847856,0.892949,1.2217736,0.8911389,1.1415195,0.9923686,0.96631175,0.8324447,0.6963059,0.8018898,1.0448288,1.2033628,1.259197,0.98574686,1.0913038,1.119659,1.2589109,0.84327924,0.96492213,1.1034114,1.0547886,0.99955344,1.1366186,1.047145,1.1163131,0.9924539,0.9620001,1.2361715,1.0794436,1.0200425,0.9729711,0.89002967,1.1070235,0.54810417,0.96688426,0.9299372,1.1767521,0.96677643,0.9280451,1.079588,1.2557259,0.8556611,1.0725086,1.2515831,1.2239509,0.7588152,1.064603,0.8064734,0.84467864,1.0496098,1.1438397,1.1679227,1.0655998,0.78178984,0.98693544,0.83230907,1.0955195,1.0598041,0.8362571,1.0903193,1.2375158,0.682006,1.0516787,0.9905434,1.0649183,0.89276785,1.1237797,0.8072998,1.0001816,0.73754406,0.9743943,0.9320902,1.2260497,1.1844225,0.98360896,1.1503842,1.1416421,1.2498994,1.2348456,0.75805914,0.9009387,0.89545906,1.2385926,1.1075081,1.2043321,1.0295588,0.8422047,1.1222774,0.9222704,0.8582436,0.9941848,0.6633256,1.2247182,0.7991384
coffee,0.8369454,1.3830369,0.84283805,1.1081996,1.1643581,1.1700884,0.83495283,0.7259202,1.0492326,0.6327934,1.2438321,0.5692734,0.93080646,0.92834854,0.7575153,0.89729106,0.8823479,1.2696843,0.96429867,0.7973764,1.2130775,0.8240391,0.96232027,1.2478557,1.229003,1.0570035,1.0385184,0.85229224,0.6990756,1.1184467,0.8404968,0.0,1.0880677,1.2131264,0.89783466,0.6651163,1.1643764,1.3265855,0.6827096,1.1800847,0.89887923,0.94396335,0.8498506,0.85609823,0.8524777,1.2020309,1.062147,1.3600848,0.7840344,0.995566,1.288768,1.308299,1.0188853,0.95493156,1.0169973,1.1267697,0.8927431,1.2135481,1.0661145,1.1188872,1.0765448,1.057085,1.352013,1.1353523,0.8919847,0.936184,0.8635918,1.1429565,0.6184543,0.7848391,0.9771137,1.2183523,0.83205855,1.0751822,0.9949899,1.3097005,0.95921934,1.2859613,1.2366235,1.3110259,1.0826406,1.0990233,0.84369075,1.0014244,0.90613246,1.1651523,1.1537118,1.1466835,0.98825693,1.091269,1.0429047,0.9512828,1.0603983,0.9839945,1.1718262,1.3577821,0.8549033,0.858609,1.1128561,0.96744597,0.9598335,1.2798885,0.99368674,1.2897167,0.8424739,0.8738355,0.7685394,1.3585155,1.2730169,1.0044613,1.1310117,1.1078725,0.911662,1.1913018,0.84341353,0.9243848,0.46684158,1.0876877,1.3267287,1.2559608,0.91619056,0.97501093,1.0404825,0.7309072,0.9172325,0.96821284,0.8239146,1.3625444,0.8963652
comb,0.79090273,1.3047539,0.7191316,1.2217867,1.3167341,1.0871031,0.6793954,0.7654363,0.7096313,0.79562724,1.079477,0.75190854,0.74508023,0.9966194,0.7243322,0.88062394,0.86583304,1.2911413,1.3204194,0.9045011,1.2302487,1.1071969,1.156784,1.2723972,1.1835017,1.1718388,0.96062833,1.1277599,1.1938852,1.0924597,0.9926402,1.0880677,0.0,1.3419333,0.6837885,0.8451992,0.7944533,1.147794,0.8906296,1.3281386,1.070809,1.3394328,1.0330257,0.87703,0.92050785,0.9426376,0.90275526,1.2720805,0.7386466,1.1132556,1.0250859,1.0124018,0.9990303,1.029396,0.965109,1.1012892,0.7803861,1.1046474,0.84299207,1.0524356,0.9093226,0.9198361,1.2544233,1.4268737,0.8036444,0.8756316,0.7232819,1.0470247,1.0555116,1.2165331,0.956331,0.9426589,1.111806,0.7379065,0.9933057,1.1857251,1.1164081,1.1905363,0.8750024,1.2924961,1.0616145,0.8592419,0.6699193,0.73637325,0.98225653,1.1436018,1.0969114,1.0007819,1.0114152,1.0621767,1.0384008,1.1251463,1.3661959,1.1805749,1.3645806,1.1304737,0.9760468,0.81452537,0.9108503,1.0456662,0.7635389,1.00766,0.80153257,1.120411,0.9507488,0.92338455,0.94677466,1.1521215,0.9972904,0.7250109,1.1415412,1.310735,0.9546382,1.2712148,1.0580214,0.8885016,0.92990005,1.2635523,1.0534095,0.86441326,0.9611177,1.0816396,1.1893455,1.0764589,1.0070181,0.88354367,1.2475631,1.1411417,0.91370714
cookie,1.2747884,0.5930666,1.2872941,0.7628565,0.55610913,0.5801929,1.132515,1.4138242,1.1816801,1.476874,0.96929306,1.4856081,1.2873343,0.96881485,1.3681085,1.203517,1.1312809,0.81154144,0.7353747,1.1919203,0.33534324,1.1408459,0.8640452,0.64696497,0.82763684,0.9111976,0.97906,1.0400037,0.9226663,0.8137351,1.1598097,1.2131264,1.3419333,0.0,1.2053035,1.4685293,0.6817936,0.77380645,1.3250815,0.7065692,0.86933184,0.8738785,0.9787797,1.3522589,1.1422964,0.830062,1.0122277,0.6880692,1.3514365,0.9906346,0.7355152,0.8349094,0.9879759,0.9007848,0.9331987,0.86530864,1.2775509,0.8881444,0.9760437,0.7524705,1.1870465,0.95413494,0.74221253,0.6044394,1.4329087,1.2150047,1.4223136,0.8107988,1.1451076,1.0187042,1.0169445,0.9602533,0.966781,1.029996,0.96935374,0.8095449,0.8492518,0.65328646,0.9024451,0.63246715,0.9120637,0.95998204,1.4191532,1.3656805,0.9624245,0.7167838,0.7544717,0.86132014,1.0191926,0.68935573,0.94135046,0.8636356,0.78717154,0.89489996,0.74852115,0.77227247,1.2757941,1.2067696,0.99219865,1.0096653,1.3484554,0.82194465,1.2815322,0.7965504,1.2461926,1.1039672,1.316468,0.7128614,0.7909585,1.1137819,0.6236824,0.56144446,1.1555552,0.6816533,1.103335,1.3515236,1.3535376,0.751656,0.6733157,0.9764106,1.0848143,0.8565048,0.7872664,0.9191427,1.0197122,1.2275552,1.0680263,0.8451599,1.2169048
corn,0.60111034,1.3591187,0.6665648,1.1942062,1.3148544,1.1403465,0.67150843,0.6969552,0.7271365,0.6004772,1.255609,0.66466874,0.7002219,0.95530874,0.5099666,1.0187525,0.76611936,1.3465338,1.1054393,0.7415378,1.1417873,1.020566,1.1397896,1.2635151,1.3564669,1.298154,1.0371335,0.9867332,1.2005968,1.2414904,0.95542914,0.89783466,0.6837885,1.2053035,0.0,0.7140583,1.1153139,1.2681527,0.86016214,1.285983,0.82251555,1.2077227,0.95086676,0.98381865,0.9353763,1.1804565,0.9763206,1.3314619,0.7507825,1.0775846,1.1791582,1.0552969,0.92519104,1.1238936,1.0994395,1.1219687,0.76068085,1.2063261,0.8604145,1.1199143,1.0306827,0.9599503,1.3703991,1.2571434,0.87367356,0.8183263,0.7022607,1.0374367,0.93704724,1.1851685,0.86025006,1.0178622,1.0289437,0.7677303,0.8236324,1.2581564,1.147782,1.319916,1.1228479,1.3241724,1.2002143,0.8041539,0.7087027,0.86877215,0.9398946,1.2045321,1.1504401,0.93802094,1.0846605,0.90118045,0.9464874,1.0004241,1.197417,1.1454794,1.3093174,1.2430825,0.9991974,0.6088354,0.995194,0.951329,0.84339625,1.2555435,0.9530381,1.2720065,0.98565143,1.0191617,0.9700436,1.3630965,1.1165053,0.82654554,1.1454487,1.2037498,0.93471324,1.2715616,1.1162101,0.9030646,0.74507856,1.1962156,1.2619591,1.070581,0.88151586,1.1059647,1.1609193,0.8942474,1.0039488,1.045896,1.2150642,1.3083365,1.0540576
couch,0.5356178,1.5439321,0.489089,1.1523356,1.4495456,1.3327875,0.87731034,0.37443948,0.8532978,0.09295356,1.2529614,0.13590747,0.53501004,1.0147669,0.4360907,0.80660987,0.64815474,1.4585637,1.2888077,0.7220125,1.4951828,0.87905645,1.307146,1.4660532,1.4492575,1.197334,1.0642608,0.8569656,0.95863116,1.3268651,0.77847856,0.6651163,0.8451992,1.4685293,0.7140583,0.0,1.2179984,1.5357507,0.6108987,1.4446348,0.9509008,1.0790044,0.88715774,0.6107107,0.92224306,1.3270853,1.081966,1.4444981,0.49967456,1.0480272,1.3062935,1.2902964,1.1641653,1.1059917,1.2401757,1.1226764,0.63113505,1.3243976,0.947456,1.3575,0.8737776,0.98594856,1.4948364,1.3981848,0.61516964,0.64162713,0.50788975,1.3541259,0.84514,1.0998374,0.89278495,1.1040529,1.0918658,0.9152533,0.8480293,1.362146,1.1170152,1.4900973,1.1250228,1.467084,1.2356944,0.8981172,0.4424894,0.6841364,1.039876,1.4892931,1.4411137,1.1500823,0.8812109,1.218108,1.2233149,1.0296564,1.2848194,1.141602,1.3739443,1.3981806,0.6524254,0.572687,1.005665,1.1114987,0.5819001,1.4086957,0.7799558,1.3936746,0.66130465,0.85574013,0.6511626,1.5248654,1.2829955,0.96788055,1.3154013,1.4831157,0.8634978,1.4182504,0.9133525,0.54506636,0.34422636,1.3717015,1.4074131,1.2473588,1.0016605,1.1239265,1.2944876,0.9079571,0.8849236,0.95108414,1.013032,1.388644,0.6921282
cracker,1.1085181,0.9553071,1.1773758,0.9671691,0.90031683,0.7553953,0.96374947,1.2489519,1.161598,1.2333393,1.0360136,1.2313317,1.0977328,1.0990889,1.2477831,1.0987113,0.77568173,0.9958052,0.92441344,0.8481926,0.7301469,1.0439217,0.8589891,0.83498573,0.9527473,0.9493778,0.90839684,1.1010239,1.1075534,0.761634,0.892949,1.1643764,0.7944533,0.6817936,1.1153139,1.2179984,0.0,0.8918282,1.1408597,0.89247143,0.882315,1.0584289,0.9763067,1.161038,0.78769064,0.7851132,0.99989635,0.9955884,1.2701476,1.0827976,0.93327236,0.99963,0.81162715,0.9506607,1.0110551,0.8785223,1.1044474,1.0377057,0.96953773,0.71768045,1.1090184,0.99623704,1.0510031,0.93304455,1.2323768,1.179151,1.2384427,0.9598097,1.0524042,0.99099946,1.017734,1.0609708,0.9690947,0.8463097,1.0576116,1.0816404,0.86793727,0.9146993,0.97427374,0.97853535,0.8025386,1.0881726,1.2281988,1.1703932,0.83218896,0.8823655,0.9317368,0.8382132,0.88601315,0.675336,0.80971384,0.9330692,1.0185642,0.9300455,1.0057126,0.9395905,1.0954952,1.1672454,0.9479176,1.0471482,1.2051699,0.87202823,1.1548865,1.0061529,1.1262859,1.0357394,1.1386107,0.93877506,0.8459022,1.0171566,0.8929558,0.9742104,1.0935566,0.9108021,0.9967364,1.1998858,1.2156231,0.91660714,0.86519134,0.8360698,1.0632604,0.8906835,0.8150287,0.9889332,0.9811009,1.0564513,1.0392481,1.0314327,1.0789427
crayon,1.5830264,0.29226983,1.478234,0.9924358,0.5185021,0.57632244,1.0815781,1.5241966,1.1292081,1.5608915,0.34401762,1.5768981,1.499354,1.167175,1.5144728,1.2093035,1.0762151,0.2794255,0.7609853,1.2043512,0.6971209,1.0873362,0.7636304,0.5326464,0.3312381,0.75610495,0.9130246,1.3793726,0.8538299,0.57253826,1.2217736,1.3265855,1.147794,0.77380645,1.2681527,1.5357507,0.8918282,0.0,1.4033083,0.46205443,1.3847406,1.0962244,1.2277701,1.4057176,1.0902314,0.7469355,0.9470539,0.29706264,1.4145536,1.0122489,0.7176747,0.6247039,0.9684112,1.0570267,0.7722768,0.974348,1.4686929,0.6457628,1.2923598,0.5411311,1.2000729,1.2120483,0.2773142,0.69420624,1.3794303,1.3196265,1.5532539,0.56661797,1.1233987,0.91801786,1.3124033,0.8263278,1.0712365,1.296036,1.336533,0.40245628,0.9942998,0.51731384,0.8639407,0.3532033,0.70669895,1.2733898,1.5342857,1.3351774,0.64847416,0.18434072,0.19915485,0.8868425,1.0291643,0.97387505,0.9142739,0.98762584,0.8474983,0.9539495,0.6043297,0.42930627,1.3450644,1.3612947,1.0811658,0.8698835,1.4603995,0.48643595,1.2978675,0.53595096,1.373492,1.1663872,1.3821878,0.2231673,0.506901,1.1587827,1.0474575,0.59866446,1.1937878,0.61763567,1.3067409,1.4310396,1.5373166,0.5134289,0.6491077,0.637311,1.1283829,0.96216536,0.5778589,0.96113545,1.2590371,1.1636064,0.9694026,0.299569,1.2864648
crib,0.5614971,1.3587171,0.90995365,0.5715795,1.2634068,1.3048637,0.7905597,0.7586404,0.9682724,0.53768575,1.2384824,0.66072774,0.91832674,0.8031798,0.6575527,0.83095527,0.8231889,1.3268253,1.0682945,0.76527184,1.345052,0.82515126,1.0750457,1.23829,1.329809,1.2176813,1.1110647,0.6047035,0.8333958,1.1490233,0.8911389,0.6827096,0.8906296,1.3250815,0.86016214,0.6108987,1.1408597,1.4033083,0.0,1.2170923,0.94629747,0.77665865,0.8638903,0.8603731,0.94850105,1.24688,1.0219681,1.3257499,0.77382135,0.92595595,1.3621187,1.0904238,1.0340216,1.1012104,1.2621605,0.84807485,0.9071965,1.2394369,0.96277857,1.223621,0.9355032,1.1949948,1.3242161,1.1936995,0.5823873,0.981432,0.8860201,1.4284426,0.77872634,0.90887594,1.1367952,1.0931448,0.98268586,0.946729,0.947268,1.3075706,1.0421228,1.4320886,1.0756445,1.2944839,1.1870525,0.5492762,0.8865974,1.0188142,1.1061343,1.3627858,1.3067178,1.1478873,0.97675675,1.1439788,1.0609119,1.0926316,1.0615772,1.0075537,1.2447017,1.2520907,0.8697343,0.79392964,0.72144336,1.046484,0.9498723,1.2994714,1.042062,1.2790102,0.7663116,1.0911443,0.7355721,1.4132795,1.2639952,1.0668488,1.1224548,1.2837551,0.8581919,1.2156557,0.6091615,0.88532794,0.6418854,1.1472099,1.4014388,1.283453,1.0761371,1.056424,1.0652404,0.8733105,1.0324476,0.96714324,0.9069011,1.3609449,0.8568405
cup,1.5291343,0.5116942,1.4895513,0.7567647,0.50962317,0.7668972,1.0326769,1.4598352,1.2604964,1.4933912,0.7051424,1.5186614,1.4571515,1.0670891,1.4290192,1.1901021,1.0254028,0.2807241,0.3799194,0.90764815,0.6713173,1.1233842,0.35555416,0.53916144,0.35642672,0.7485982,1.102743,1.1890905,0.8563699,0.56528306,1.1415195,1.1800847,1.3281386,0.7065692,1.285983,1.4446348,0.89247143,0.46205443,1.2170923,0.0,1.0494455,0.8489814,1.1854677,1.3180063,1.0496826,0.8504307,1.2232997,0.48016304,1.4096245,0.8828471,1.0209905,0.9318663,0.93618184,1.1589648,0.9433836,0.9659017,1.3531176,0.85574627,1.345328,0.60990417,1.2798097,1.294891,0.5229703,0.5579327,1.3848016,1.3388417,1.6072564,0.8524966,1.0503722,0.7734721,1.3447523,1.124668,0.70000625,1.4100811,1.2240244,0.5887474,0.76956034,0.6849135,1.1288347,0.45238936,0.575944,1.1893326,1.5783792,1.4946834,0.73136985,0.55360544,0.5681731,1.1162083,0.95571023,0.924,0.8816336,0.757588,0.70027155,0.69967496,0.47857296,0.6796604,1.1393886,1.2983015,1.1985302,1.0097551,1.5043663,0.64008653,1.4268028,0.6606551,1.2135725,1.1294512,1.2650051,0.51209515,0.8891339,1.3019578,0.9148057,0.5046569,1.0388976,0.61232543,1.0698057,1.391319,1.3143139,0.436944,0.8876818,0.9471411,1.1002793,0.80342686,0.55774546,0.68094635,1.1891218,1.1566986,0.8391488,0.5646668,1.2359729
dish,0.79426855,1.2577094,0.87649167,1.101486,1.0303293,1.0849837,0.95212775,0.92140335,1.0989283,0.9311402,1.3446392,0.9412615,0.9016528,1.1277245,0.84222364,1.0152631,0.8829739,1.3069525,0.67217743,0.8196807,0.7695959,1.0829933,0.8589208,1.1520072,1.3859308,1.2490203,0.9167888,0.92552006,1.196432,1.1331053,0.9923686,0.89887923,1.070809,0.86933184,0.82251555,0.9509008,0.882315,1.3847406,0.94629747,1.0494455,0.0,1.0722778,0.87811184,0.95807874,0.9110939,1.2236593,0.9359085,1.2383775,0.958672,1.0501757,1.1550499,1.1601065,0.97408664,1.0616257,1.0069757,0.9796121,0.7387779,1.2597324,0.8611505,0.9811355,1.0321839,0.87586504,1.4164063,1.1394846,0.97893816,1.0082119,1.019875,1.0501598,1.0550076,0.9547609,0.8154432,1.051363,0.85051703,0.8261821,0.7492784,1.2569962,1.0191238,1.3138839,1.1444106,1.162594,1.15366,1.0093821,0.9620495,1.111162,1.0224102,1.3514539,1.314126,0.92331564,1.120933,0.522794,1.0117702,0.43300098,1.0911212,1.1844095,1.2084851,1.1953882,0.8709245,0.9955788,1.0906883,1.0367128,0.97466934,1.3579364,1.110009,1.3655667,0.9198052,0.84187895,0.9297901,1.4555697,1.0637045,0.999973,0.60760385,0.9336385,0.7350839,1.1074302,0.9205525,0.95604664,0.7031077,1.0007409,1.2486057,1.212777,0.6997394,1.0674978,0.99799,0.859911,0.92352587,1.0244398,1.1303059,1.3689917,0.9886194
dog,0.9292328,1.0211791,1.2070315,0.5138178,0.9812516,1.1008393,1.162331,1.1803024,1.1622214,1.103173,1.099537,1.1566864,1.2507863,0.5536286,1.107284,0.9751775,1.0497777,0.86279005,0.9389551,1.0333936,0.9989514,0.8967118,1.0507842,0.6211404,0.9233359,0.8183947,1.1594874,0.16002572,0.9841817,0.9637079,0.96631175,0.94396335,1.3394328,0.8738785,1.2077227,1.0790044,1.0584289,1.0962244,0.77665865,0.8489814,1.0722778,0.0,0.8746608,1.0420226,1.1172072,1.0695603,1.086747,1.0091959,1.1393899,0.7912598,1.2530447,0.8967891,0.92547953,1.0197768,1.2831899,0.777499,1.1825404,1.0324427,1.1524551,1.0560771,1.0329744,1.2627037,0.9083439,0.5010155,0.77359617,1.1444303,1.1501646,1.306247,0.92914295,0.9159794,1.2228522,1.150179,0.9685403,1.2011399,1.1142673,1.0925121,0.87851125,1.0687805,1.0624008,1.0021379,0.89712226,0.6563251,1.278105,1.2157757,1.1365439,1.0522819,1.0950416,1.0896373,0.9255985,0.9953228,0.89441633,1.199506,0.43149388,0.7281435,0.69172823,1.0479486,0.9714306,1.0157517,0.71809447,1.1158274,1.2327592,1.0351635,1.1691716,0.8332276,0.9319304,1.3032155,1.0466689,1.0070943,1.1722828,1.2709413,1.0712124,1.0258942,1.1809648,0.99006885,0.58447826,1.1271449,1.1025618,0.9747352,1.1672852,1.2032627,1.3337334,0.8832088,0.98826534,0.975106,0.9851086,0.9916541,0.7551351,0.97589815,1.0247442
doll,0.61755025,1.1224427,0.8364636,0.9280405,1.2280197,1.1422985,0.8576201,1.1187516,1.1179904,0.92346936,1.2182585,0.894328,0.84627044,1.0397648,0.87850475,1.0302117,0.78228086,1.1643648,1.1698762,0.81740177,1.066195,1.0256877,1.1580958,1.0566764,1.2571298,1.0450606,0.8303017,0.81144416,1.1406173,1.2314211,0.8324447,0.8498506,1.0330257,0.9787797,0.95086676,0.88715774,0.9763067,1.2277701,0.8638903,1.1854677,0.87811184,0.8746608,0.0,1.0793668,1.0239975,1.1682148,0.98791116,1.2839112,1.025171,0.9039742,1.0534859,1.07523,1.089357,1.0140295,1.2237164,0.635733,0.92421496,1.0997568,0.6589018,1.004317,0.87457675,0.90498763,1.146722,1.0379248,0.9334493,0.9823815,0.8603845,1.251375,1.0001905,1.201894,0.7918404,1.0716419,1.1596092,0.5931519,0.7983866,1.1487268,1.0119356,1.1839786,1.0230806,1.2279572,1.1513577,0.89340854,0.8495451,0.9132799,1.0994656,1.1862508,1.169728,0.9603496,1.0778985,1.0044245,1.1035732,1.1691698,0.9268548,0.94685006,1.1657258,1.1030829,1.034095,0.9842497,0.84502864,1.0411748,0.8815842,1.1491061,0.88882625,1.1250843,0.9723081,1.2343447,1.0163989,1.2152743,1.1935356,1.020837,0.98596275,1.2049795,0.9820353,1.0676256,0.86181176,0.9330234,0.8878304,1.1469479,1.0659975,1.1764772,1.1049755,1.011907,0.82080007,0.9140684,0.96162826,0.88401365,1.0698422,1.1474377,1.0339757
door,0.9191576,1.4131038,0.6774968,1.1939102,1.415385,1.2758694,0.99504167,0.46676493,1.0532091,0.6738833,1.1084204,0.48085922,0.7746277,0.98860836,0.8099474,0.86618066,1.0700865,1.2782297,1.2772294,0.9410476,1.4264271,0.61526674,1.1607783,1.3483927,1.1239824,0.9538998,1.0790747,0.8709208,0.9681809,1.1549125,0.6963059,0.85609823,0.87703,1.3522589,0.98381865,0.6107107,1.161038,1.4057176,0.8603731,1.3180063,0.95807874,1.0420226,1.0793668,0.0,0.58588564,1.1195068,1.1712391,1.2991164,0.6588009,1.0238276,1.2296308,1.2673005,1.1063656,1.2347889,1.1022897,1.1797656,0.8264191,1.1876314,1.1252719,1.426598,0.88378406,0.95405436,1.3494529,1.2850763,0.63461936,0.70479465,0.6592023,1.212988,0.5668674,0.8872638,0.9287246,1.0461267,0.97462803,1.0670878,0.9618365,1.3124485,1.1606908,1.2558942,1.1495138,1.3281655,0.7991143,1.0304934,0.6742486,0.67037076,1.2259407,1.3406065,1.3296324,1.1213212,0.9905336,1.1141125,1.1314389,1.0423731,1.2645187,1.1405516,1.1838505,1.3147537,0.2141819,0.93749887,1.1535931,1.1588261,0.7529124,1.343945,0.76532936,1.1767876,0.4165033,0.6704424,0.7226613,1.3566436,1.2023851,1.0704317,1.192683,1.2834636,0.98721457,1.3873873,0.9427383,0.69026923,0.62379,1.3652253,1.2853498,1.2181741,1.0052031,1.1662629,1.3363137,1.0859303,0.74569094,0.9042088,0.63828695,1.2661637,0.41993022
