,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
raisin,1.388038,0.24626291,1.38135,0.89642936,0.57874227,0.8737719,1.2710191,1.3645365,1.1552742,1.412009,0.54663694,1.4575596,1.3029535,1.1299976,1.46491,1.1464645,1.2572676,0.46045196,0.90319914,1.3112044,0.61514354,1.0940076,1.0422186,0.54271346,0.5839297,0.97179204,1.1429768,1.2587304,1.0278274,0.7289982,1.2375158,1.3577821,1.1304737,0.77227247,1.2430825,1.3981806,0.9395905,0.42930627,1.2520907,0.6796604,1.1953882,1.0479486,1.1030829,1.3147537,1.1321617,0.8107071,1.0003082,0.43553805,1.2171028,0.9199765,0.66472185,0.7260134,1.0804434,1.1839435,1.0100359,0.9505413,1.3249645,0.5391679,1.2696841,0.79967594,0.9330775,1.1336025,0.331208,0.7836004,1.2176687,1.2545788,1.3897536,0.9159638,1.28732,1.0513318,1.1473207,0.95098364,1.2058951,1.219902,1.1256264,0.27353585,1.1686449,0.5009204,0.7957926,0.39289188,0.9909861,1.1082575,1.3387476,1.2351432,0.92623496,0.62708575,0.4937582,1.1417229,1.2346257,0.90293837,1.0599685,1.0456169,0.8894746,1.0929599,0.8077223,0.0,1.3191205,1.2572292,0.9817279,1.1470981,1.1765184,0.65810686,1.1871934,0.5120785,1.2259545,1.2673662,1.3330835,0.31911743,0.7122071,1.2158785,0.8414955,0.89252514,1.1030362,0.38726503,1.2895465,1.0908496,1.3699899,0.75443536,0.49174398,0.5864671,1.2541848,1.1657943,0.8529923,1.2485948,1.2069119,1.1004778,1.1766583,0.32752448,1.1748787
refrigerator,0.95790595,1.4162301,0.7607087,1.1472397,1.3529932,1.1792021,1.0044127,0.58151513,1.1135318,0.7410979,1.1427392,0.58022356,0.88523525,1.012791,0.8561917,0.96400404,0.99994,1.1656948,1.1334159,0.82995105,1.3169312,0.7115153,1.0396395,1.2946535,1.0556809,0.94604933,1.0255214,0.8654183,0.9626191,1.1394501,0.682006,0.8549033,0.9760468,1.2757941,0.9991974,0.6524254,1.0954952,1.3450644,0.8697343,1.1393886,0.8709245,0.9714306,1.034095,0.2141819,0.69533396,1.0552783,1.2244858,1.291333,0.7297659,0.99041426,1.277498,1.311427,1.033569,1.2549652,1.1230882,1.1769066,0.86912084,1.2235532,1.1760957,1.3361937,0.97793657,1.0550629,1.3537236,1.1932915,0.6773069,0.7959373,0.755905,1.1832899,0.58722365,0.8952948,1.018031,1.1229115,0.88170415,1.1355108,0.9182778,1.3156551,1.0745065,1.2924277,1.2356808,1.2702708,0.59683174,1.0811762,0.81519824,0.75555503,1.1528174,1.2827646,1.3166999,1.0704165,0.9940492,1.0360389,1.047461,0.96954834,1.1359758,1.0604784,1.1163856,1.3191205,0.0,0.9536077,1.1763875,1.1667032,0.8669332,1.2858379,0.8431927,1.1875137,0.47638762,0.75804746,0.67286164,1.363246,1.1897365,1.1181681,1.1856493,1.1906152,0.9786295,1.3442012,0.8774819,0.77241474,0.62099606,1.2763283,1.324064,1.2592621,0.9879793,1.0851682,1.2651973,0.94561815,0.77582765,0.96121114,0.6163198,1.2679819,0.52029335
rock,0.5351336,1.3923364,0.74243337,1.0637546,1.2662416,1.2600089,0.8602146,0.4975859,0.6827935,0.46452594,1.2425749,0.6152294,0.71757734,0.89429986,0.41843176,0.88899994,0.9533654,1.3276904,1.1297917,0.90044767,1.1978712,1.0090736,1.2622145,1.2798082,1.3806686,1.2485839,1.2078416,0.8222013,1.13524,1.2120128,1.0516787,0.858609,0.81452537,1.2067696,0.6088354,0.572687,1.1672454,1.3612947,0.79392964,1.2983015,0.9955788,1.0157517,0.9842497,0.93749887,1.0255122,1.23102,1.111148,1.2995541,0.48745275,1.0296059,1.1940176,1.0681583,1.0534177,0.9941416,1.2003319,1.0982617,0.85195434,1.2318426,0.90384686,1.2399559,1.0393938,1.0118754,1.3470323,1.2238268,0.7240978,0.88754,0.5160054,1.184686,1.0412512,1.1153948,1.0127301,1.0204679,1.1016927,0.8546017,0.8107333,1.2517258,1.0022053,1.3380454,1.1291168,1.3671219,1.2092394,0.7494192,0.7275316,0.9202762,1.0365036,1.2926359,1.2626951,1.1044681,0.9622261,1.0816903,1.0823321,1.0188905,1.0797664,1.1775249,1.2413677,1.2572292,0.9536077,0.0,0.9308464,1.1182611,0.85616755,1.313792,0.98797286,1.2894552,0.7546756,0.9810862,0.80662197,1.3767213,1.1990701,0.7856335,1.2571824,1.2818273,0.96744645,1.2909085,0.95943844,0.84772813,0.71187204,1.1852684,1.2852788,1.1240712,0.9637157,0.9629706,1.238186,0.99026364,0.9231313,1.0438358,1.1755252,1.2844479,0.9964934
rooster,0.7407424,1.0635933,1.1225957,0.66175836,1.2133338,1.140167,0.9349904,1.1622467,0.9513562,0.99530566,0.98942715,1.1087191,0.9378675,0.6630211,0.98486096,1.0794392,0.7830796,1.1592673,1.1938187,1.0218425,1.0943377,1.1296477,1.2306883,0.8811925,1.136698,1.0702121,1.0547549,0.6935867,1.1542895,1.0314814,0.9905434,1.1128561,0.9108503,0.99219865,0.995194,1.005665,0.9479176,1.0811658,0.72144336,1.1985302,1.0906883,0.71809447,0.84502864,1.1535931,1.0805479,0.99419177,0.81537914,1.0750856,1.1185939,0.9403525,0.9977625,0.69431305,0.91421443,0.9737564,1.0704987,0.72051847,1.0877708,0.8929438,0.8421415,1.091837,0.9120226,1.0523971,0.9482969,0.9001983,0.9183373,0.95035905,0.9541606,1.1986625,1.1387737,1.1427221,1.0574784,0.83241665,1.1935794,0.86065006,0.9796374,1.0953658,1.0762603,1.0284555,0.83954865,1.0822914,1.1444596,0.5126739,0.91328895,0.89293855,1.082134,1.136152,1.0771389,0.94036305,0.926705,0.9669353,0.9301872,1.2464204,0.7884254,1.048042,1.1408546,0.9817279,1.1763875,0.9308464,0.0,1.0388417,0.93379337,1.0296465,0.8882919,0.9968451,1.0368197,1.2343944,1.204135,1.0214592,1.0944574,1.044202,1.1078521,1.175901,1.1632715,1.0678856,0.89716303,1.0194323,1.1669389,1.2019254,0.9811635,0.88846517,1.2397671,1.0413206,1.0918746,1.1967733,1.0543185,0.9106158,1.2224175,1.0193526,1.0571479
scissors,1.043419,1.0712959,1.0239347,1.1007437,1.0787921,0.9247709,1.0645134,1.052118,0.95874906,1.0170709,1.1228064,1.1534524,1.04449,0.9320861,1.0662264,0.82327855,0.879722,1.0651124,1.0367634,1.0107168,1.1176759,0.95878816,0.9835785,1.0235435,1.1344976,1.0822341,0.7726531,1.186153,1.0968583,0.980662,1.0649183,0.96744597,1.0456662,1.0096653,0.951329,1.1114987,1.0471482,0.8698835,1.046484,1.0097551,1.0367128,1.1158274,1.0411748,1.1588261,1.1259972,1.1108669,0.87226015,1.1135448,1.0942751,1.0078816,0.8810788,1.0440842,0.9618758,0.8943936,0.76096785,0.922937,0.8825034,0.82111657,0.94567883,0.8347674,0.9577982,0.83581823,1.0209864,0.978917,0.9995907,0.91673595,1.1060197,0.72097605,0.90746284,0.94758207,1.0314374,0.89081067,1.031097,1.061937,1.0492327,1.0727508,1.1678084,0.91972494,1.1572499,1.020016,1.0992185,1.0479988,1.0271249,1.0944455,0.9395809,0.81549996,0.9861596,0.7828458,1.2595667,0.986146,0.95888364,0.9274601,1.0070364,1.0043383,1.0451148,1.1470981,1.1667032,1.1182611,1.0388417,0.0,1.0231493,0.95955086,1.1020114,1.0920684,1.1925939,1.0308235,0.92995024,0.9984962,0.9896485,0.90778714,1.0415889,0.7205106,0.81546414,0.9604638,1.1302707,1.0822203,1.0528884,0.8266529,1.0143851,0.9172297,0.6877142,1.191706,0.7722674,0.85922515,1.137404,1.0437008,0.9542728,1.0286832,1.1762325
shirt,0.69598013,1.3492887,0.53555,1.2730877,1.4262607,1.2348362,1.0914176,0.6413647,0.89367664,0.5864951,1.1882856,0.5808344,0.29613972,1.1729529,0.7542658,0.8999928,0.9561279,1.4746356,1.4395276,1.0074067,1.3490255,1.0634649,1.4115425,1.4610872,1.4450454,1.2640965,0.96853036,1.0420518,1.264011,1.3896894,0.89276785,0.9598335,0.7635389,1.3484554,0.84339625,0.5819001,1.2051699,1.4603995,0.9498723,1.5043663,0.97466934,1.2327592,0.8815842,0.7529124,1.0921972,1.20694,1.0175041,1.3712186,0.6612853,0.9493984,0.86922723,1.2107544,1.2859659,0.9805769,0.9858454,1.1503102,0.59213674,1.0114346,0.75724226,1.3451438,0.60739213,0.6355824,1.30069,1.4685147,0.6905688,0.44954103,0.33126748,1.1477883,1.1234727,1.2875555,0.6750826,1.0299587,1.2631345,0.7962166,0.7859868,1.1397214,1.2889159,1.1003802,0.9253049,1.3118633,1.3312914,0.9804082,0.26615894,0.2692151,1.2599875,1.4389882,1.3936814,1.0922861,1.1826744,1.1889999,1.3395216,1.1328614,1.3179936,1.2341375,1.4744703,1.1765184,0.8669332,0.85616755,0.93379337,1.0231493,0.0,1.2096354,0.29039425,1.2090473,0.8606436,0.9324639,0.8582857,1.3348757,1.2369246,0.73531103,1.1180246,1.3706337,0.84627545,1.1889513,1.1396966,0.1760552,0.6418938,1.4389958,0.9702961,0.9269632,0.87755173,1.313187,1.3758504,1.2528865,0.9587207,0.8789426,1.2812722,1.1994044,0.85140586
shoe,1.3756686,0.54339224,1.3336843,0.9570902,0.6495879,0.76848364,0.94586563,1.4284873,1.0756865,1.4848902,0.6133923,1.4073602,1.302237,1.0354944,1.4215026,1.1589181,1.1013869,0.6059571,0.86275214,1.1356708,0.84505486,1.2053457,0.66332734,0.7500736,0.40161252,0.7865046,1.0520201,1.2678761,0.79449725,0.80075145,1.1237797,1.2798885,1.00766,0.82194465,1.2555435,1.4086957,0.87202823,0.48643595,1.2994714,0.64008653,1.3579364,1.0351635,1.1491061,1.343945,1.0985051,0.66899544,0.9166287,0.6963308,1.3418711,1.0651827,0.79028606,0.87008786,1.0130466,0.7312118,0.9857601,1.0004333,1.3182032,0.76782334,0.9546598,0.65692914,1.1025597,1.1342417,0.46435678,0.75737226,1.2906855,1.1527394,1.2343448,0.87457657,1.1718811,1.1458037,1.1824104,0.9653427,1.0334618,1.0633891,1.2490883,0.730268,0.83071226,0.57270926,0.8217859,0.67136925,0.75494456,1.2377114,1.2776012,1.0526973,0.9584884,0.6070449,0.6744451,0.99514395,0.9708719,1.1131512,0.9655795,1.0906775,0.91020894,0.6172278,0.6555556,0.65810686,1.2858379,1.313792,1.0296465,0.95955086,1.2096354,0.0,0.9718247,0.608258,1.2673736,1.2156973,1.2135009,0.3010733,0.7554393,0.9123075,1.0528312,0.78290683,1.2113543,0.6834567,0.9985414,1.2580163,1.450002,0.6305133,0.59258986,0.7860975,1.2423055,0.8215817,0.6566832,0.9003973,1.1653638,1.1317841,0.9288763,0.58979195,1.2464396
shorts,0.82952046,1.2939637,0.67287403,1.3014657,1.4024119,1.2222064,0.99786425,0.82692367,0.86928385,0.84730494,1.0591657,0.7121261,0.5078374,1.1326563,0.8563771,1.0070714,1.0453353,1.336347,1.3647449,1.0903987,1.3079195,1.048162,1.2778425,1.3360829,1.1714779,1.1202723,0.9240358,1.0485759,1.1189433,1.3253535,0.8072998,0.99368674,0.80153257,1.2815322,0.9530381,0.7799558,1.1548865,1.2978675,1.042062,1.4268028,1.110009,1.1691716,0.88882625,0.76532936,1.017442,0.9492025,1.0382324,1.2897663,0.8142478,1.1284883,0.9313229,1.1579807,1.1303871,0.81281304,0.96783304,1.1653106,0.8011972,0.9992201,0.736669,1.3230724,0.7679348,0.81185293,1.156691,1.3093243,0.8601799,0.4437788,0.3343042,1.0563784,1.0566415,1.2492127,0.7555108,0.9904199,1.24323,0.80697393,0.90499914,1.1933722,1.0966425,1.0292169,0.9210795,1.2262466,1.1264967,1.0835123,0.40808564,0.07070577,1.25558,1.2847309,1.2616808,1.0391133,1.0315773,1.2029432,1.1542063,1.2296617,1.1751107,1.0566369,1.3240385,1.1871934,0.8431927,0.98797286,0.8882919,1.1020114,0.29039425,0.9718247,0.0,1.0303284,0.9028895,0.9201494,0.9339889,1.1683158,1.1520753,0.67665994,1.1381311,1.2871389,0.9993292,1.2197386,1.0277591,0.4992044,0.90103984,1.3688974,0.9357904,0.96488327,0.97213656,1.0686444,1.3185995,1.2734256,0.98032707,0.9199995,1.1195433,1.1574352,0.89435005
shovel,1.4016724,0.5166821,1.234962,0.97737485,0.81183314,0.9027954,1.1889023,1.3675696,1.1959664,1.4348438,0.63936144,1.4172091,1.2823784,0.9585777,1.4116089,1.1112349,1.2810676,0.43403137,0.96260357,1.2928288,0.7922394,0.906513,0.9760767,0.5047587,0.42526388,0.875951,1.1026037,1.087327,0.8871858,0.72624016,1.0001816,1.2897167,1.120411,0.7965504,1.2720065,1.3936746,1.0061529,0.53595096,1.2790102,0.6606551,1.3655667,0.8332276,1.1250843,1.1767876,1.1384401,0.64039475,1.1862335,0.58522797,1.2429215,1.0671749,0.7579955,0.87220836,0.8541218,0.96800375,0.92997473,0.9902662,1.4543746,0.74334884,1.2423602,1.0274838,1.0520585,1.0852935,0.4431795,0.5987216,1.1819412,1.1935744,1.3025968,0.81730765,0.9956359,0.905132,1.1615509,1.1377529,1.0753461,1.2494253,1.2612213,0.5822921,0.9667498,0.46975422,0.9457543,0.62561005,0.77117425,1.1777861,1.2916332,1.1179835,0.95290095,0.5839963,0.5316379,1.1604868,0.9607935,1.0455558,0.80161685,1.2024724,0.73986435,0.8086364,0.70949733,0.5120785,1.1875137,1.2894552,0.9968451,1.0920684,1.2090473,0.608258,1.0303284,0.0,1.1290859,1.172773,1.2687082,0.36523497,0.9161557,1.0316138,1.0544827,0.76377165,1.2648839,0.7223795,1.0761356,1.2374191,1.4346321,0.9685179,0.47448438,0.7994933,1.2389266,0.9478597,1.0139722,1.2228752,1.155757,1.0958818,0.76474506,0.47102702,1.1311698
shower,0.80809766,1.3351326,0.84684116,1.0643239,1.272527,1.2841078,0.93877286,0.58538336,1.0303152,0.6651175,1.2094935,0.6551213,0.8435353,1.0102488,0.8150822,0.9444223,1.0308187,1.2310435,1.1078159,0.8900003,1.3355162,0.70516527,1.165156,1.265906,1.2452636,1.1064148,1.0825628,0.81678486,1.0235415,1.1617911,0.73754406,0.8424739,0.9507488,1.2461926,0.98565143,0.66130465,1.1262859,1.373492,0.7663116,1.2135725,0.9198052,0.9319304,0.9723081,0.4165033,0.83149076,1.1947488,1.1361516,1.2944462,0.6731012,0.9930542,1.2358496,1.2372766,1.0572176,1.0616056,1.2219801,1.0543941,0.92743474,1.2072924,1.1088715,1.2406185,0.92830956,1.0304459,1.3512398,1.19072,0.68996227,0.9642529,0.7183516,1.3114173,0.6986726,0.9623825,1.0191007,1.1589043,0.97650915,1.0176541,0.9980094,1.2511051,1.0164125,1.27854,1.1368029,1.3283544,0.9642219,0.9703309,0.7454158,0.8892717,1.131714,1.346998,1.3259039,1.1569474,1.0214548,1.0948951,1.0750685,1.0449569,1.1217334,1.0990841,1.2020239,1.2259545,0.47638762,0.7546756,1.0368197,1.1925939,0.8606436,1.2673736,0.9028895,1.1290859,0.0,0.9223242,0.7940876,1.3523824,1.2143673,1.0386562,1.1827395,1.2735605,1.0135022,1.2500235,0.8237015,0.76720643,0.668135,1.1884148,1.2429122,1.2157204,0.9896548,1.048779,1.1852229,1.0267975,0.8174622,0.96076125,0.80090016,1.268124,0.6062832
sink,1.0961801,1.1798767,0.71517825,1.2804304,1.0810736,0.94637746,0.98919845,0.524059,0.9248639,0.8285971,0.9507959,0.6561402,0.85152316,1.1455089,0.8821196,0.96129715,1.0571046,1.2140392,0.81124854,0.9949167,1.0807085,1.0252032,0.8179562,1.2899063,1.030267,1.0014824,0.9970785,1.1695273,0.711395,1.07847,0.9743943,0.8738355,0.92338455,1.1039672,1.0191617,0.85574013,1.0357394,1.1663872,1.0911443,1.1294512,0.84187895,1.3032155,1.2343447,0.6704424,0.73936695,0.8347276,1.0881448,0.9851084,0.8926414,1.2176733,1.0368024,1.1481303,1.1685864,1.0309736,0.7246496,1.320981,0.7206931,1.1987944,1.0424157,1.2286544,1.1701722,0.8307514,1.2255175,1.2934413,1.0473738,0.8680556,0.8890091,0.7089196,0.94721586,0.94985706,0.8969684,0.9951453,0.8221638,1.1301254,0.90382487,1.1899819,0.94957376,1.1343687,1.013905,1.0713605,0.9823361,1.1693296,0.8126686,0.8615094,0.84505856,1.0540069,1.01791,1.0459142,0.86900854,0.9327302,1.1929418,0.40696728,1.3299658,1.1783068,1.0757964,1.2673662,0.75804746,0.9810862,1.2343944,1.0308235,0.9324639,1.2156973,0.9201494,1.172773,0.9223242,0.0,0.8744447,1.128683,0.9239733,1.0305073,0.9046282,0.86311877,0.967941,1.2746558,1.1180835,1.009632,0.6968208,1.066223,1.1497562,1.1350691,0.6533228,0.9668848,1.2437142,0.95259374,0.9614917,1.0486045,1.0150199,1.184588,0.83812094
slide,0.7755501,1.4395921,0.79004526,1.1675887,1.2525476,1.1578611,1.1263382,0.6280782,1.0232006,0.61766917,1.2725788,0.6046282,0.8470503,0.98777795,0.76926845,0.83376825,0.9804324,1.2714212,1.22107,0.8766643,1.2847842,0.7943187,1.0806134,1.3370731,1.2760555,1.121431,0.9677908,0.9143719,0.8379871,1.2672737,0.9320902,0.7685394,0.94677466,1.316468,0.9700436,0.6511626,1.1386107,1.3821878,0.7355721,1.2650051,0.9297901,1.0466689,1.0163989,0.7226613,1.0043176,1.047766,1.0651835,1.3846405,0.61760485,1.031998,1.2191683,1.3123981,0.9993419,0.8917495,1.0712919,1.0995655,0.79733807,1.2363204,0.8925407,1.2519431,0.94161075,0.98052067,1.4080529,1.2385026,0.57784784,0.90832245,0.6576743,1.1214489,0.7714469,0.95275897,0.9358494,1.1738949,0.8526223,1.0399129,0.86499405,1.3244269,0.99301285,1.3588238,1.2015941,1.3671666,1.0646242,1.0643646,0.8522298,0.86920315,1.1125166,1.3076689,1.3516068,1.0489331,1.0790151,1.2070563,1.0269462,1.0153391,1.0820644,0.9845575,1.1971803,1.3330835,0.67286164,0.80662197,1.204135,0.92995024,0.8582857,1.2135009,0.9339889,1.2687082,0.7940876,0.8744447,0.0,1.3984927,1.1957867,0.7969008,1.1374884,1.1948606,0.83860755,1.2515923,0.84093577,0.78226596,0.6314993,1.2191124,1.2692662,1.1710682,0.7927865,1.0438854,1.0962502,0.95400685,0.86663437,0.9812204,0.6367891,1.3821306,0.81318593
slipper,1.5868897,0.23032308,1.4331162,0.91327304,0.5664822,0.7141298,1.131875,1.4848379,1.1381857,1.5845414,0.31695294,1.5436574,1.4331942,1.0628648,1.5636446,1.14471,1.2221242,0.3218438,0.7986785,1.3162916,0.6697637,1.192368,0.7961679,0.51847565,0.2396282,0.72350335,1.0919935,1.3149016,0.8303247,0.64741665,1.2260497,1.3585155,1.1521215,0.7128614,1.3630965,1.5248654,0.93877506,0.2231673,1.4132795,0.51209515,1.4555697,1.0070943,1.2152743,1.3566436,1.1010817,0.6904936,1.026041,0.3132782,1.3820848,0.98671216,0.63069105,0.6867422,1.0942125,0.9740501,0.8756,1.0381516,1.4597046,0.48468083,1.2147324,0.74874437,1.0844133,1.1194723,0.15283537,0.66577196,1.3842233,1.2575967,1.4502554,0.7007831,1.247477,1.0375159,1.2149767,0.94805443,1.1406696,1.3051865,1.2906007,0.32053185,0.95126706,0.32862335,0.77581364,0.3709885,0.7797708,1.2305603,1.4401844,1.2196935,0.8688009,0.35240746,0.33003378,1.0780233,0.9929119,1.0296158,1.0423682,1.0342362,0.8960757,0.8053483,0.5439956,0.31911743,1.363246,1.3767213,1.0214592,0.9984962,1.3348757,0.3010733,1.1683158,0.36523497,1.3523824,1.128683,1.3984927,0.0,0.6769392,1.1870154,0.9856405,0.66772485,1.3121884,0.5272168,1.1968822,1.3339832,1.5602009,0.6622276,0.4056729,0.6016531,1.300166,0.94039524,0.7736806,1.0891881,1.2350296,1.1421814,0.9877586,0.17983544,1.2393988
soap,1.2022618,0.5503162,1.244937,1.0758693,0.658702,0.6447513,1.0421276,1.1640663,1.0526342,1.2940936,0.6201987,1.2106407,1.2947176,1.1356568,1.2932909,1.075128,1.0899146,0.7852396,0.87113965,1.0918119,0.74249566,1.1001377,0.8918271,0.8285094,0.76536036,0.94689894,0.9070722,1.2245477,0.80332226,0.8920734,1.1844225,1.2730169,0.9972904,0.7909585,1.1165053,1.2829955,0.8459022,0.506901,1.2639952,0.8891339,1.0637045,1.1722828,1.1935356,1.2023851,1.0492237,0.7225679,0.8408363,0.57508695,1.193643,1.1344305,0.8883908,0.70059043,1.0517993,1.0239767,0.95927954,0.9373791,1.1579425,0.97014517,1.0557069,0.6681806,1.1401774,1.1768048,0.7160223,0.9793082,1.1767352,1.2076118,1.2747115,0.8601106,1.1933827,1.1294773,1.1200802,0.652756,1.041829,0.9255203,1.0624566,0.8172721,1.0249268,0.9136604,0.71943974,0.70722526,0.9719974,1.17729,1.2875795,1.1611447,0.83422446,0.74142027,0.65924966,0.7375691,0.9909177,0.8749294,1.0425137,0.91328526,1.077884,1.1285263,0.8584361,0.7122071,1.1897365,1.1990701,1.0944574,0.9896485,1.2369246,0.7554393,1.1520753,0.9161557,1.2143673,0.9239733,1.1957867,0.6769392,0.0,1.0859593,0.8239582,0.929053,1.0527842,0.8602116,1.2275707,1.2169435,1.2295477,0.650402,0.87943506,0.8340372,1.0812446,1.0035076,0.7460954,1.0699984,1.1455919,1.12732,1.1536332,0.75113213,1.1531593
sock,0.8126848,1.2878574,0.62023693,1.3330884,1.245389,1.0708675,0.95901185,0.9212495,0.7958977,0.91734964,1.239005,0.88425195,0.7086669,1.0728049,0.71761185,1.151397,1.0476665,1.3244067,1.230825,1.0588331,1.0850394,0.96055543,1.0986974,1.344639,1.2881117,1.382992,0.81375265,1.1084323,1.2050445,1.2622881,0.98360896,1.0044613,0.7250109,1.1137819,0.82654554,0.96788055,1.0171566,1.1587827,1.0668488,1.3019578,0.999973,1.2709413,1.020837,1.0704317,1.1090908,1.0483216,0.94828147,1.3242152,0.7506827,1.258904,0.7376516,1.1348672,0.9444111,0.42084336,0.80711997,1.2111661,0.88030404,1.0686531,0.568541,1.0092055,0.95612514,0.5918318,1.2871673,1.3322738,0.8913871,0.90964836,0.6238971,0.7730422,1.0145088,1.225853,0.6850011,1.0664995,1.0390224,0.73016006,0.8969986,1.1585085,0.9694843,1.0113968,1.069644,1.3085765,1.2730875,1.0832412,0.7248287,0.70131934,1.060952,1.0823728,1.1387433,0.90653396,0.9979778,1.2068805,0.95933217,1.1617006,1.1804695,1.1131982,1.3683307,1.2158785,1.1181681,0.7856335,1.044202,0.90778714,0.73531103,0.9123075,0.67665994,1.0316138,1.0386562,1.0305073,0.7969008,1.1870154,1.0859593,0.0,1.0363779,1.0484734,0.9320917,1.1056798,1.0515134,0.89778626,0.99502003,1.1705675,0.77990437,0.86779857,0.60964787,0.9352365,1.1391628,1.1534925,0.9590665,1.0913563,1.0510544,1.2838349,1.1281507
soup,1.1400107,0.73947024,1.1680387,0.8836159,0.6328476,0.8622198,1.1571141,1.2370679,1.0852512,1.3196244,1.1314582,1.263129,1.1601529,1.1537439,1.1810845,1.095026,1.2063158,1.0322071,0.8120804,1.1616746,0.3995874,1.1335499,0.83459806,0.93536127,1.0516135,1.0911412,0.90676856,1.0608698,1.0010138,1.0018096,1.1503842,1.1310117,1.1415412,0.6236824,1.1454487,1.3154013,0.8929558,1.0474575,1.1224548,0.9148057,0.60760385,1.0712124,0.98596275,1.192683,0.98495835,0.8412021,0.9181409,0.7760119,1.2387712,1.0354786,0.7956026,1.040313,1.0459986,0.9217427,0.9021786,1.0212057,0.9891468,0.87583387,0.9368402,0.85889435,0.9349122,0.9009401,0.9404484,1.0092355,1.216058,1.2072759,1.2561266,0.8928141,1.1482975,0.9361096,0.9001539,0.9727396,0.8358264,0.9061208,0.97024107,0.8252479,0.96860963,0.8231836,0.8642643,0.74764407,1.1052008,1.0117676,1.2263384,1.1902378,0.9945513,1.0561365,1.0120217,0.96405286,1.0751934,0.8433856,1.036739,0.8110427,1.0547076,1.1642262,1.0080832,0.8414955,1.1856493,1.2571824,1.1078521,1.0415889,1.1180246,1.0528312,1.1381311,1.0544827,1.1827395,0.9046282,1.1374884,0.9856405,0.8239582,1.0363779,0.0,0.7519213,0.8777535,0.74068445,0.99656343,1.1391672,1.1395752,0.8375782,0.792994,0.96083677,0.8350786,0.98281705,0.9465356,1.1459533,1.0223862,1.066272,1.2198024,1.0174553,1.1168672
spoon,1.417036,0.7120244,1.242442,0.90176547,0.5968145,0.6412803,1.1236656,1.3450849,1.1645491,1.4702034,0.95865476,1.4529333,1.3207155,1.051114,1.293926,1.2552327,1.1618183,0.68933403,0.55892193,1.1913532,0.665547,1.0230062,0.67256474,0.7840898,0.71639395,0.9255259,0.8868314,1.2086443,0.8161075,0.7431278,1.1416421,1.1078725,1.310735,0.56144446,1.2037498,1.4831157,0.9742104,0.59866446,1.2837551,0.5046569,0.9336385,1.0258942,1.2049795,1.2834636,1.0826417,0.80013967,1.0489599,0.7168692,1.3658271,0.9889452,0.76496005,0.97113514,0.9134999,0.9648296,0.4064101,1.0007684,1.2273709,0.75226164,1.1474652,0.7858279,1.2556729,0.93181443,0.7761879,0.74829954,1.3916647,1.2360414,1.4542965,0.35144287,0.986269,0.75396854,1.1100018,1.0489192,0.91688496,1.3028922,1.2078393,0.77849925,0.8540032,0.5748356,1.0916214,0.6354619,0.80876976,1.1498923,1.371528,1.3525705,0.79980636,0.43539274,0.5871767,0.95960045,1.0420592,0.8248,0.872403,0.66518664,0.8897474,0.9327031,0.7501446,0.89252514,1.1906152,1.2818273,1.175901,0.7205106,1.3706337,0.78290683,1.2871389,0.76377165,1.2735605,0.86311877,1.1948606,0.66772485,0.929053,1.0484734,0.7519213,0.0,0.9236355,0.83596134,1.0764496,1.3875438,1.2793295,0.7058587,0.764802,0.8683617,0.57740235,0.88080144,0.820702,0.8032344,1.2167282,1.2564442,0.8865585,0.747743,1.2647791
