,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
drawer,0.9236699,1.0545917,1.3225428,0.9244336,1.3060375,1.1550069,1.070285,0.9679835,0.7840826,0.8351766,1.0064498,0.48063517,0.9879125,0.95640635,0.93078476,0.98887813,0.8886441,1.2894175,1.0636307,0.7831395,1.2334737,1.0557842,1.0600852,1.1439908,1.0803365,0.98433995,0.7574757,0.9420042,0.69022226,0.8287795,0.8423331,1.0787143,1.2536454,0.81723565,1.2647076,0.9695574,1.029355,0.57748395,0.0,1.2769399,1.0841736,1.1196901,1.001762,1.1492176,1.0121384,1.129671,0.96451473,1.1702563,0.9243634,1.1833811,1.0667197,1.0153757,1.0009828,0.93807495,1.2535932,1.1561003,0.80756503,1.0391594,0.8825718,1.0904443,0.7623831,1.0803188,0.9095184,1.0499004,0.8684721,1.1664424,1.2655332,1.1412585,1.1675087,1.2521205,0.6764492,1.1125534,0.9115082,0.9300033,0.83154017,1.0752146,1.1719092,1.0548669,0.89627415,1.2714798,1.0053576,0.96943516,0.8763936,0.9731052,1.236264,0.8358388,1.004715,0.93333846,1.0911746,0.99980897,0.97570324,1.0444984,0.9189547,0.7832444,0.82193255,1.1404532,1.0540564,1.1544287,0.9982667,1.0210122,1.0758986,1.234911,0.8190955,1.1969297,0.49240637,1.1478937,1.1543785,1.2521186,0.9652741,1.1653881,1.1636372,0.64533544,0.7002002,1.2293079,0.88852435
egg,1.403306,0.9208032,0.20878047,1.2874472,0.4381801,0.6550916,0.91569537,1.086248,1.3027326,1.3960197,0.65466464,1.3811077,1.3521379,1.1834726,1.2672814,1.2187108,0.91825664,0.28329325,0.78550595,1.1537355,0.3462124,0.9577161,0.7429741,0.8850423,0.92622566,1.1473447,1.3902471,0.96395123,1.276459,1.2342311,1.3858411,0.8234887,0.312248,1.3749052,0.48316544,1.2237216,1.1871253,1.2925824,1.2769399,0.0,1.1401528,1.0730013,1.0290256,0.59914696,0.97227645,0.947441,0.9250467,1.0531794,1.2294338,0.41137624,1.0746506,0.9119046,1.0625958,1.2176739,0.51791257,1.1388226,1.2816517,1.2527215,1.3902135,0.63785607,1.3159883,0.555186,1.1781317,1.3242917,1.232612,0.5690249,0.29610717,0.9313152,0.5089978,0.21035618,1.1823814,1.0213985,1.3720394,1.3176543,1.3182214,0.63765895,0.35398465,1.0755291,1.1903341,0.5686669,0.77557886,1.1908963,1.2743428,0.8604259,0.1650101,1.2315223,1.129827,1.1006511,0.89813244,1.3445959,1.2398995,1.1959746,0.97743565,1.246766,1.1070892,0.5353724,1.0827332,0.73000765,1.1080011,0.78214484,0.9145519,0.74425054,1.2688705,1.17781,1.4508302,0.7452072,0.9674532,0.5832385,1.1506685,0.9425158,0.93057007,1.2658579,1.3713343,0.37238336,1.1680928
elephant,0.8334344,1.1594722,1.1965153,0.7331045,1.2086191,1.2236327,1.256536,1.2394174,0.86944854,0.7602153,1.1762697,0.913507,0.9112573,0.830874,0.9164895,0.83542717,1.3234675,1.1289355,1.2783041,1.0727938,1.2403138,1.2821523,1.249063,1.1066477,1.0652622,0.936184,0.84698534,1.1345488,0.8443515,0.8680143,0.7918345,1.1187408,1.2494006,0.8802736,1.2967664,0.89467424,0.98674625,0.8911135,1.0841736,1.1401528,0.0,0.94908243,1.11557,1.1999532,1.2892008,1.1017741,1.3523356,1.1952398,0.99739033,1.1806451,1.1145545,1.3079243,0.91959465,1.0331421,1.2831192,0.8394757,0.75239676,0.8393142,0.5804024,1.3164866,0.8469233,1.2768677,0.91918963,0.81737477,0.71788585,1.1497735,1.2043191,1.2685453,1.1790667,1.226114,0.9693962,1.1125262,0.5560516,0.5743395,1.0100584,1.2738466,1.2011744,1.2447648,1.0149947,1.2680067,1.274822,0.82373935,1.1911988,1.180073,1.1118432,0.88798743,1.0092224,1.0059686,1.1434796,0.837096,0.68049204,0.9007467,1.2493417,0.85095704,1.0918587,1.263413,0.7887341,1.2124928,0.94654244,1.2900717,1.0494508,0.9889811,0.793822,0.92458344,1.054537,1.2575133,1.0434729,1.2344109,1.0573255,1.2125309,1.1793349,1.1078992,0.92302823,1.1623932,0.9124453
face,1.0009081,1.1581156,1.1245432,0.9418202,1.0291791,1.1326488,1.1925558,1.1740172,1.0488092,0.89072174,1.265822,1.1399523,0.76661134,0.962284,1.0244367,1.0547118,0.9759208,1.0944766,1.0708052,0.9464352,1.1067752,1.2039568,1.2371664,1.1795999,1.0356532,0.896382,1.0832828,0.8458415,0.92968935,1.0685077,0.9329411,1.0621449,1.1500964,0.9407274,1.0916437,0.762992,0.9014317,1.059301,1.1196901,1.0730013,0.94908243,0.0,1.0745571,1.0465356,0.9739207,1.1471252,1.2541473,0.5978255,0.9125881,1.0712761,1.2123466,0.9781333,0.54988474,0.9765128,0.97142166,1.0034876,0.9480944,0.7515423,0.98962575,1.2167561,1.0364432,1.1589139,1.0042069,0.90338707,0.9361278,0.95745164,1.1550987,1.2083826,1.1231236,1.0888697,1.2365552,0.43037498,0.89415693,0.9983036,0.88387656,1.1625537,1.1522616,1.1837717,1.0745745,1.1550524,1.1253159,0.9678853,1.0421189,1.0919025,1.0568986,1.0358597,1.0705502,0.95857567,1.0819817,0.78808725,0.9397141,1.1137494,1.111725,0.9547832,1.1671078,1.2287613,0.9266886,0.93987554,1.2317367,1.1795247,0.91077644,1.0725174,0.9448844,1.0825107,1.03253,1.0372567,0.9966771,1.033995,1.0131193,1.1845591,0.7592846,0.98539644,1.0064026,1.1626574,0.95992124
finger,1.0872297,0.32367718,0.8773672,0.83123463,0.9152426,0.8917597,0.90562737,1.230525,1.1925766,1.274178,0.68779755,1.1680175,0.9931002,0.98485017,1.2000139,1.2266983,1.0376089,1.1528296,1.2001784,1.2317371,1.001992,1.0111821,0.93271625,1.0924875,0.7064471,1.2332461,1.1628615,1.1430587,1.2272295,1.1344151,1.0516412,0.61873955,0.83757114,1.3342359,1.0449772,1.064267,1.1183548,1.2691914,1.001762,1.0290256,1.11557,1.0745571,0.0,1.0088892,1.2811666,0.23192298,0.90356535,1.0501599,1.1999512,0.59693116,0.7093427,0.7180145,0.84775114,0.27956748,0.8677882,1.1793637,1.1605824,1.0516773,0.91231006,1.0118008,1.3540219,1.09827,1.1393703,0.89515185,1.0554936,1.0689379,0.64035803,1.1148648,0.5792223,0.8101237,1.1148326,1.1357919,1.008746,0.9040718,1.1426349,0.88953656,1.0199101,1.1122625,1.200268,1.051112,1.1164086,0.97200274,1.249965,1.2139962,1.0666134,1.2610763,0.9465744,0.8554759,1.0410546,0.95318645,1.0100337,0.6837537,1.0901904,1.1305854,1.1459329,0.69038206,1.1574353,0.99277997,0.94694656,0.9514225,0.61157954,1.3069289,1.1653975,1.0037539,1.239521,1.0754118,0.31932437,0.614868,0.90690273,1.1201652,1.1689746,1.1450311,1.3300331,0.6312111,1.1725433
fish,1.327578,0.7851958,0.5074921,1.3203161,0.5158074,0.6986277,0.7946187,0.9495083,1.2173822,1.4320785,0.46721786,1.3413022,1.4389052,1.2961949,1.235722,1.1332203,0.55466646,0.50501806,0.71793187,1.0840586,0.5605114,0.7654722,0.5834415,0.799517,0.89327437,1.079893,1.398564,0.9486973,1.2403221,1.1192955,1.4477086,0.93367225,0.38868392,1.3465092,0.57024974,1.2082707,1.3249339,1.3196915,1.1492176,0.59914696,1.1999532,1.0465356,1.0088892,0.0,0.83213496,0.8896729,0.5960408,0.7738391,1.2702472,0.58902156,0.92101955,0.84192884,1.2088045,1.282114,0.5978335,1.1464071,1.3540548,1.2668632,1.391927,0.538695,1.3693056,0.51303697,1.257582,1.3854265,1.3687112,0.85695434,0.5777805,0.75959766,0.572379,0.51398736,1.0820237,0.9265866,1.4263059,1.3203888,1.1900405,0.42839217,0.49682748,0.9907217,1.1177164,0.5308424,0.602748,1.320872,1.2645721,0.8827698,0.6752759,1.277313,1.0695205,1.2659534,0.6196283,1.4295298,1.1482329,1.2179507,0.8107571,1.1706164,0.91724205,0.4654994,0.9861185,0.61915827,0.9973847,0.44678485,0.88354707,0.8901951,1.4006836,1.0327193,1.3641292,0.757965,0.99410504,0.658974,0.9917659,0.76565814,0.8086303,1.1605703,1.3372226,0.5887043,1.1194261
flower,1.1608945,1.2184317,0.8968587,1.343884,0.8692347,0.87096405,0.6416607,0.7271669,1.0784119,1.1822257,1.0435116,1.1267705,1.2228329,0.9947258,1.2110634,1.0184741,0.6949824,0.8017044,0.762051,0.886204,0.7698203,0.7186,0.8265852,0.8715423,0.97941715,1.0787331,1.1829811,0.9615988,1.1118457,1.1642491,1.3031148,0.89669406,0.80828094,1.0056041,0.6694963,1.1111822,0.971472,1.0452024,1.0121384,0.97227645,1.2892008,0.9739207,1.2811666,0.83213496,0.0,1.1487508,0.8089638,0.60074407,0.91675806,1.1325452,0.85632026,0.82008076,1.180273,1.2675962,0.83290607,1.2102818,1.1955218,1.1676415,1.3401647,0.7619337,1.0354111,0.77582985,1.1154435,1.0998439,1.1480986,0.75671977,1.0954635,0.6970334,1.1077724,0.9063799,1.0466988,0.8207916,1.3237832,1.32591,0.9135835,0.86443806,0.8030865,0.8754697,0.899158,0.61389846,0.7442237,1.2078081,0.8561021,0.73617107,0.98069453,0.99738806,1.0948159,0.932501,0.64173156,1.2559948,1.0171888,1.2074597,0.5826645,1.2023556,0.94933784,0.96843225,1.1110411,0.6552588,0.9494915,0.7689198,1.1015136,0.8312278,1.137634,1.1675184,1.0200503,0.73310435,1.1851077,0.9438783,0.8557346,0.7500571,0.62353265,1.0542674,0.9371786,1.0693161,1.0875963
foot,1.109165,0.3123536,0.7811221,0.8979742,0.8056357,0.8668173,0.70592487,1.0861163,1.3194206,1.3734336,0.59542924,1.1911708,1.1216432,1.0661415,1.1959023,1.231371,0.97175264,1.0298821,1.1386739,1.2727827,0.8545824,0.9067932,0.77937144,0.9986081,0.70948607,1.1934203,1.1874597,1.1241212,1.329624,1.1889852,1.1134042,0.6606828,0.70819783,1.444777,0.9313203,1.0470296,1.1104718,1.3846827,1.129671,0.947441,1.1017741,1.1471252,0.23192298,0.8896729,1.1487508,0.0,0.7966449,0.9690333,1.3752851,0.60599,0.58346295,0.822465,0.9694284,0.5212256,0.7273916,1.165874,1.2999222,1.1593364,0.9827106,0.84691674,1.4392744,0.9799735,1.2505467,0.94977796,1.117698,1.0500779,0.5654584,0.9442059,0.53045726,0.69147336,1.1160254,1.1328039,1.1065525,0.92708576,1.266701,0.7326551,0.9187747,0.9006645,1.279167,0.85239184,1.0740718,1.1285964,1.1670635,1.0735725,0.98329645,1.3295821,0.9794612,0.94717884,0.9441089,1.075589,0.92401916,0.66889083,0.95576626,1.2370219,1.203911,0.5023998,1.2521448,0.89867634,0.8009254,0.80059934,0.68282306,1.2631612,1.2286475,0.95227516,1.3637757,0.93669504,0.20995581,0.59904593,0.9319031,0.91399467,1.1108587,1.2617975,1.3724146,0.6070069,1.2446489
fork,1.3241942,0.8250488,0.7956234,1.4042351,0.7583431,0.6971563,0.7906878,0.61815923,1.113194,1.4878356,0.5474282,1.1214569,1.3795483,1.3536696,1.1606904,1.1237063,0.6260613,0.82852423,0.47213686,0.99578035,0.7367709,0.55064213,0.55568933,0.65146685,1.0244626,1.1135495,1.212489,0.886615,1.2835963,0.9208801,1.4409736,0.9328814,0.60277116,1.3145896,0.61162746,1.2571193,1.2384056,1.2231491,0.96451473,0.9250467,1.3523356,1.2541473,0.90356535,0.5960408,0.8089638,0.7966449,0.0,0.86515534,1.2020919,0.84417444,0.72973716,0.7819531,1.3447428,1.1840334,0.79471004,1.1830328,1.3691258,1.3111752,1.4399388,0.2900418,1.1341063,0.5448515,1.1551117,1.3358908,1.3856618,1.0059583,0.7557473,0.68882406,0.71702874,0.7682199,0.83025056,1.003301,1.4804473,1.3816082,1.1441444,0.36521077,0.6534958,0.7415973,1.0504807,0.6096004,0.596056,1.2840412,0.98571783,0.6647575,0.9983371,1.1245309,1.074074,1.2337983,0.57626235,1.4533951,1.0367564,1.0880533,0.5814316,1.2823849,0.80197954,0.46014595,1.1126603,0.84271735,0.78973836,0.15855491,0.95013005,1.0274287,1.3490608,1.0156775,1.131455,0.5340518,0.930987,0.8622488,0.9440848,0.78182185,0.88449955,0.9265512,1.0837591,0.77958715,1.0578883
frog,1.0357367,1.1040145,1.0169846,1.2896111,0.838374,0.8499279,0.88460696,0.8914854,1.1528915,1.1684916,1.1085926,1.366828,1.0774437,0.94353026,1.122988,1.035421,0.63885874,1.0252748,0.83716166,0.9813908,0.9472692,0.8713691,1.0791528,0.96569854,0.9559913,0.96492743,1.3034574,0.733633,1.2220869,1.033381,1.3010833,0.83522767,0.9243912,1.051531,0.8324696,0.9350603,0.84942925,1.3010156,1.1702563,1.0531794,1.1952398,0.5978255,1.0501599,0.7738391,0.60074407,0.9690333,0.86515534,0.0,1.0144094,1.1275638,0.7802291,0.68077826,1.0547423,1.068472,0.72208774,1.0234929,1.2296107,1.201938,1.3271062,0.9284343,1.2352089,1.016449,1.1173613,0.87383175,1.1243962,0.8756119,1.0823162,0.79351556,1.1072569,1.0135429,1.3036938,0.39401078,1.3052802,1.3257189,0.95043695,0.93382955,1.0352172,0.89610803,0.889756,0.84698826,0.96117246,1.1419863,0.90877783,0.91706336,1.0837129,1.198987,1.1600432,0.8790011,0.67132217,1.22148,0.838979,1.2051702,0.7886632,1.120257,1.1645114,1.0087919,1.0102947,0.7607262,0.89740956,0.8765865,0.92565006,0.9672559,1.216594,1.0834861,1.1728905,0.7108668,0.91066444,0.91222066,0.8189591,0.8166783,0.3327427,1.0561656,1.0737352,1.0888951,1.188144
glass,0.83518744,1.2961355,1.2931459,0.91158825,1.2962043,1.2371829,1.1299946,0.91966206,0.7159708,0.6688895,1.3126289,0.912937,0.86920065,0.9786589,0.9796768,0.70054376,1.0875461,1.1590118,0.98626745,0.82623523,1.2500782,1.1003932,1.2514238,1.0348135,1.0907722,0.86812055,0.92953783,1.0225956,0.8019279,0.8995807,0.94096375,1.1260397,1.3318288,0.51772904,1.1227005,0.89622045,0.86042154,0.76197493,0.9243634,1.2294338,0.99739033,0.9125881,1.1999512,1.2702472,0.91675806,1.3752851,1.2020919,1.0144094,0.0,1.2915515,1.201689,0.9246124,0.87855566,0.94084734,1.3840894,0.91900754,0.8008585,0.891595,1.0126697,1.2919323,0.72910374,1.2017255,0.67167306,0.9646523,0.98974395,1.0604424,1.3526624,1.207186,1.3866543,1.3408623,0.95615613,0.93096024,0.9689517,1.075998,0.73517823,1.340403,1.2089112,1.2014536,0.74541533,1.234216,0.97763574,0.7996477,0.8731275,1.0064566,1.193435,0.6265551,1.006274,0.9979482,1.1885343,0.8734209,1.0413969,1.0066508,1.1565545,0.9024325,0.8254286,1.3889427,0.86732817,1.1282331,1.1712878,1.2520493,1.162491,1.0044333,0.94391626,1.0673727,0.68596685,1.133185,1.2840636,1.2584726,0.9378581,1.249879,0.9314668,0.8208498,0.7584871,1.3611468,0.81612104
glasses,1.3444543,0.3860805,0.33232832,1.1430401,0.6383015,0.856645,0.9833154,1.1464194,1.262117,1.4126133,0.42025256,1.302717,1.2916151,1.307009,1.2635539,1.2203355,0.9522162,0.54409045,1.0326037,1.3028569,0.65824366,1.008946,0.68647546,0.8991087,0.8453562,1.1696303,1.3645458,1.092757,1.2926121,1.2242365,1.2786845,0.79332745,0.35130626,1.421052,0.69038004,1.1624334,1.3396792,1.3448217,1.1833811,0.41137624,1.1806451,1.0712761,0.59693116,0.58902156,1.1325452,0.60599,0.84417444,1.1275638,1.2915515,0.0,1.0492817,0.9227011,0.87348366,0.9491019,0.50322604,1.1211021,1.24583,1.1978104,1.2234191,0.6994026,1.4150211,0.6405039,1.2548461,1.334836,1.2559819,0.96148384,0.24440998,1.0564212,0.20649093,0.3764422,1.1520302,1.0569261,1.2733082,1.1536614,1.3603886,0.5915294,0.52312917,1.0943829,1.2341913,0.69050574,0.8152883,1.2349844,1.3699498,1.0156447,0.4506626,1.3461236,1.0003837,1.1663394,0.92890173,1.2130436,1.232999,1.0359844,1.0874861,1.1939491,1.0692878,0.30682242,1.043776,0.773787,1.1270574,0.7716899,0.52036536,0.9534506,1.3058857,1.017347,1.4563086,0.93323123,0.7415108,0.33150774,1.1461543,1.0697289,1.2015823,1.300176,1.4686518,0.20249689,1.1047108
glove,1.0698533,0.8724791,0.9734051,1.0550766,0.89334047,0.6591289,0.64321864,0.8375571,1.1827621,1.4192231,0.8647559,1.1819751,1.1425747,0.8601884,1.2294385,1.3200586,0.91746205,1.0540661,0.86340445,1.0655217,0.8789654,0.5943459,0.8641024,0.8464924,0.920539,1.1373718,1.1997452,1.0416288,1.3523848,1.1537381,1.2744753,0.8171426,0.85133094,1.3820752,0.81479967,1.0569521,1.0053983,1.2251,1.0667197,1.0746506,1.1145545,1.2123466,0.7093427,0.92101955,0.85632026,0.58346295,0.72973716,0.7802291,1.201689,1.0492817,0.0,0.7878448,1.1184249,0.73754835,0.802275,1.2323091,1.327602,1.0805355,1.1549387,0.8645677,1.245081,0.951332,1.146193,0.8079765,1.0792491,0.94003195,0.8322274,0.5479334,0.95350456,0.9552706,1.0533636,1.123787,1.2124524,1.1510354,1.1253791,0.86005425,0.92504233,0.7853934,1.0671767,0.77883863,0.9566135,1.0486552,0.8482219,0.86585736,1.0932066,1.1086545,1.1291798,0.73169047,0.7514563,1.152261,0.77621436,0.838337,0.6572494,1.2811356,1.022644,0.8163433,1.300765,0.92875695,0.1614098,0.8554092,0.96819276,1.0369858,1.1794841,1.0998904,1.2691873,0.70450526,0.57176757,0.82760143,0.7920903,0.55385727,0.83879614,1.2075814,1.0762554,0.87269104,1.2360891
gum,1.1976876,0.91744727,0.75330865,1.1780856,0.80776423,0.6486534,0.88041234,0.97553253,1.181201,1.3330998,0.7898834,1.3165882,1.0721742,0.9657987,1.1930026,1.2422386,0.552385,0.8700602,0.7909672,0.85765713,0.79472184,0.7180996,0.90404016,0.99480754,0.78218657,1.2045549,1.3812785,0.87700295,1.2204435,1.1168021,1.3781124,0.62023425,0.7445588,1.1894237,0.5805076,1.1719818,1.0488155,1.2600565,1.0153757,0.9119046,1.3079243,0.9781333,0.7180145,0.84192884,0.82008076,0.822465,0.7819531,0.68077826,0.9246124,0.9227011,0.7878448,0.0,1.0873113,0.799832,0.77554786,1.2550364,1.2867072,1.2608273,1.3197144,0.88240343,1.3131633,0.96684545,1.2408637,1.0316767,1.1424588,0.8535297,0.75637895,0.90098536,0.88487715,0.75451577,1.1651458,0.9120895,1.3250718,1.3039669,0.8327645,0.84411204,0.86730576,0.9768708,0.9092104,0.89214504,0.89810884,1.0793611,0.93956757,0.80158675,0.9559792,1.1796596,1.1044954,0.8792937,0.8542731,1.2107861,0.92817014,1.1356183,0.8083876,1.2170384,1.0689644,0.83208025,1.1844317,0.6967739,0.9363876,0.8348703,0.9073254,0.9439741,1.264776,1.2078897,1.1023587,0.6649358,0.8027025,0.7494118,0.82106423,0.998218,0.68466693,0.97010875,1.2201816,0.8216474,1.2393278
hair,0.9208882,0.9174981,1.1509922,0.7438774,1.2031069,1.2149546,1.1850665,1.2460163,1.007973,0.891296,1.2263765,0.9873149,0.71660316,0.8817081,0.9528956,1.1091024,1.2684171,1.2131743,1.3464453,1.0809093,1.2100898,1.2645037,1.259721,1.1038096,1.0428907,0.8500905,0.954553,1.0564445,0.88963366,1.1109613,0.7797632,1.0266535,1.2764612,1.0362667,1.2641177,0.6259336,1.0104175,0.87896353,1.0009828,1.0625958,0.91959465,0.54988474,0.84775114,1.2088045,1.180273,0.9694284,1.3447428,1.0547423,0.87855566,0.87348366,1.1184249,1.0873113,0.0,0.66522217,0.97794944,0.96220106,0.846791,0.68259186,0.7733699,1.3859446,0.9517085,1.2365496,0.9120816,0.8898589,0.8404839,1.0364267,1.0511817,1.334322,1.0232744,1.1364413,1.1838291,0.9143644,0.7392259,0.7912539,1.0332983,1.3204753,1.2739342,1.2044045,1.0232551,1.2090719,1.2277474,0.84281576,1.0554409,1.2214521,1.0347391,0.9857457,0.95934236,0.7470838,1.3098068,0.621699,0.9640225,0.8498087,1.3291824,0.9127753,1.1007004,1.2469659,0.99140584,1.2590739,1.1594437,1.3442442,0.83545053,1.1344076,0.826876,1.0695693,1.0027275,1.3359104,0.91854155,0.98646224,1.0943141,1.2877102,1.1861308,1.0876834,1.0443941,1.0795354,0.87624013
hand,0.85880667,0.68206847,1.1784822,0.6039379,1.2309836,1.1037184,1.0250704,1.2748013,0.993209,0.9946961,1.0821217,1.0200548,0.7255148,0.7332289,1.112058,1.169207,1.2134125,1.3304969,1.2705045,1.1035323,1.2294091,1.1747258,1.2592826,1.2239392,0.81107867,1.054457,1.0221107,1.1672702,1.0851047,1.0577354,0.8461347,0.7650686,1.2068472,1.0693662,1.2458421,0.87547255,0.8839652,1.0224172,0.93807495,1.2176739,1.0331421,0.9765128,0.27956748,1.282114,1.2675962,0.5212256,1.1840334,1.068472,0.94084734,0.9491019,0.73754835,0.799832,0.66522217,0.0,1.178992,1.1908432,0.94873905,0.8310025,0.81006444,1.3226309,1.0848483,1.3137627,0.93835783,0.6057562,0.9105342,1.0896097,0.9815178,1.2275431,0.965708,1.1622303,1.1596339,1.1041846,0.8320789,0.8925766,0.9623952,1.2256114,1.2434257,1.2373657,1.0841805,1.2780218,1.2106315,0.7527627,1.0360323,1.2867057,1.2252437,1.0690597,0.9849946,0.632811,1.2188473,0.69070464,0.884241,0.6779393,1.2305578,0.99811393,1.062009,1.1043016,1.1118262,1.1877575,0.96488,1.2585368,0.8281387,1.232201,0.9856211,1.0943527,0.9839543,1.268567,0.38043642,0.8918279,0.845531,1.2224813,1.1717478,0.9805798,1.0784911,1.0024735,1.049803
hat,1.329319,0.6795274,0.42855084,1.4337351,0.46146113,0.61435366,0.8057438,0.86473346,1.5252026,1.5661684,0.6899584,1.4117725,1.3274223,1.1502458,1.1483376,1.3441749,0.69900507,0.48329407,0.87060446,1.1086901,0.55898905,0.67929494,0.54242253,0.70211357,0.91236067,1.2655855,1.3417459,0.8767067,1.2843785,1.3257891,1.4176383,0.82351774,0.40586865,1.5269748,0.457748,1.2345122,1.1997213,1.3808234,1.2535932,0.51791257,1.2831192,0.97142166,0.8677882,0.5978335,0.83290607,0.7273916,0.79471004,0.72208774,1.3840894,0.50322604,0.802275,0.77554786,0.97794944,1.178992,0.0,1.050951,1.4139823,1.2521752,1.3260239,0.55900735,1.3995402,0.6146757,1.3691574,1.2096615,1.2216219,0.7812097,0.43822992,0.6288349,0.4974122,0.42286777,1.1555029,0.878942,1.373649,1.2262613,1.3312904,0.59032047,0.5567217,0.6862978,1.2004013,0.38899356,0.94105816,1.3955452,0.9642607,0.660542,0.5353441,1.3356247,1.2226337,1.0302521,0.69024396,1.3462225,0.9945593,1.0557296,0.8431262,1.426278,1.3048308,0.47555882,1.2429991,0.74669623,0.98641104,0.71131635,0.7346325,0.92827606,1.1604474,1.098253,1.5226346,0.6818116,0.8249527,0.4546244,1.165236,0.5926086,0.77020645,1.3816586,1.3324142,0.42089045,1.266438
horse,0.7266331,1.1527071,1.1709836,0.8207396,1.1532512,1.2067372,1.2759516,1.00197,0.9171127,0.6401038,1.191531,0.90172046,0.8704632,1.0423564,0.41097438,0.6833197,1.2143463,1.1645157,1.1677762,1.0831444,1.1947966,1.1831384,1.1917357,0.9618521,1.2003796,0.91095006,0.85844904,1.0022917,0.9891206,0.898553,0.74606574,1.1425183,1.2343271,0.8289825,1.2149734,0.8897114,0.9034499,1.0483704,1.1561003,1.1388226,0.8394757,1.0034876,1.1793637,1.1464071,1.2102818,1.165874,1.1830328,1.0234929,0.91900754,1.1211021,1.2323091,1.2550364,0.96220106,1.1908432,1.050951,0.0,0.9258372,0.8931969,0.8507371,1.2100319,0.918781,1.1747626,0.97670186,0.97432756,0.99720275,1.1614277,1.2100333,0.97252446,1.1127653,1.2355285,1.1008672,0.94428825,0.828618,0.8558842,1.0365235,1.2079948,1.2367452,0.68419737,0.8623297,1.1670333,1.170404,1.049394,0.9520258,1.0765377,1.0840405,1.073814,1.010927,1.1542516,1.19489,0.87521344,1.0582528,0.8902038,1.1729791,0.89812666,1.0996943,1.2007568,0.66144425,1.1614362,1.1434731,1.2225856,1.0588982,0.95163715,0.98001194,0.68388927,0.9940892,1.1354494,1.1982589,1.1886678,1.1571602,0.8818331,1.0488291,1.0910518,1.0439907,1.1406827,0.94876313
hose,0.7570616,1.2039444,1.3982954,0.67886347,1.3909903,1.4513515,1.2580547,1.1625897,0.6896596,0.47005427,1.2925915,0.5735343,0.7934622,0.8228998,0.88172656,0.78537816,1.264151,1.3284302,1.3372619,1.0252614,1.4522879,1.3834774,1.4395261,1.1011059,1.2155035,0.68466085,0.5255425,1.1270558,0.66644263,0.87399006,0.53885937,1.2189481,1.4962207,0.5391881,1.5053802,0.670298,0.99735886,0.6336611,0.80756503,1.2816517,0.75239676,0.9480944,1.1605824,1.3540548,1.1955218,1.2999222,1.3691258,1.2296107,0.8008585,1.24583,1.327602,1.2867072,0.846791,0.94873905,1.4139823,0.9258372,0.0,0.85969865,0.58856606,1.4989965,0.47410047,1.437845,0.70537806,0.93601847,0.54569936,1.2744379,1.4017193,1.3893336,1.4002092,1.4253802,0.929865,1.0608605,0.5903093,0.65614367,0.91347504,1.4654088,1.3966327,1.2545195,0.8942069,1.4112887,1.3105696,0.68292063,1.009765,1.2670606,1.2158889,0.6688933,0.693467,0.8708608,1.3488529,0.7162063,1.0499766,0.986924,1.2746958,0.692735,0.9543145,1.446906,0.8735664,1.3235903,1.215472,1.3806702,1.1656525,1.1267551,0.5474687,0.9722549,0.62755066,1.4618275,1.3046464,1.3716509,1.0520171,1.3483624,1.2870135,0.88054425,0.5690182,1.4049003,0.8306331
jacket,0.7068501,1.1076267,1.3118017,0.69157565,1.2914666,1.281698,1.1564956,1.15676,0.927707,0.77031577,1.3211088,0.866726,0.49609303,0.9185554,0.8328568,0.97826624,1.2663695,1.2627804,1.2397895,0.94001025,1.290793,1.2486444,1.2689965,1.1432484,1.0391276,0.9253566,0.8549712,1.0706484,0.8029047,1.0720625,0.65580845,1.1586394,1.3917956,0.9002701,1.3346171,0.8664905,0.7999132,0.769174,1.0391594,1.2527215,0.8393142,0.7515423,1.0516773,1.2668632,1.1676415,1.1593364,1.3111752,1.201938,0.891595,1.1978104,1.0805355,1.2608273,0.68259186,0.8310025,1.2521752,0.8931969,0.85969865,0.0,0.6671322,1.3725427,0.8671243,1.2475966,0.8984199,0.6858339,0.9375765,1.122284,1.287243,1.1470506,1.1437994,1.32444,1.0692058,1.1098156,0.5975685,0.71763784,0.9373499,1.3305417,1.2917697,1.0825864,0.9852284,1.2498869,1.1940477,0.68445927,0.9550622,1.2567723,1.1735408,0.8605816,1.012337,0.959401,1.2583163,0.4558822,0.96975553,0.814305,1.2774993,0.8902494,1.0168566,1.3486001,1.0391611,1.2262034,1.0881248,1.3334224,0.9657213,1.0463096,0.82249326,0.9501776,0.881645,1.3059788,1.0704939,1.2318509,1.0121092,1.0459311,1.1652741,1.003199,0.9376241,1.2475079,0.82938457
