,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
knife,1.0627319,1.0004115,1.3134713,1.0937005,0.84893125,1.3028635,1.200012,0.8864397,1.0861584,0.82896006,0.9412147,0.99715763,0.9612659,1.028333,1.2653673,0.998278,0.9603865,0.96119875,1.1612806,1.1343337,0.9289054,1.0698924,0.77979183,1.0811735,1.228344,0.9650458,1.1311722,0.66958606,0.8941114,0.9278955,1.0618999,0.81095755,1.0326555,0.8455591,1.0262754,1.0311933,0.7917616,0.9351274,0.9874741,0.9556661,1.1094472,0.98498714,1.0704057,1.1426526,0.85247266,0.90696806,0.9667607,1.1785917,1.0452081,1.1448678,0.9065077,1.0413753,1.0209185,1.0700834,1.3427266,1.0758966,0.8698119,1.1429061,1.077157,1.1165577,1.1149197,1.0598129,1.1734731,1.0569571,0.97527707,1.2698665,0.948662,0.6635707,0.83261234,0.99515545,0.8866546,0.0,0.9950074,1.0016906,0.87432534,1.0543728,0.9310635,0.9619028,0.89267635,0.8297,0.91546714,1.1829296,1.1327041,1.0431975,1.1412568,1.2444806,0.8565016,1.0906082,0.94333446,0.91075945,0.867718,0.9040956,0.9369212,0.90122867,1.2112777,0.92721635,1.0048659,1.1987253,1.1520509,1.0801836,1.3621832,0.9212614,0.840773,0.8175034,1.1407565,1.0119592,0.56798595,0.96596324,0.9074868,1.0172716,0.68326473,0.8898319,0.79436105,0.904366,1.1075964,0.96703786,1.1514437,0.7951177,0.8686037,0.93608636,0.75937366,1.0415862,0.96105117,1.1834741,0.9325495,1.1434896,1.1647301,1.0109867,0.3776425,1.1409433,1.2206087,0.7959026,1.1333426,1.1514633,1.1431224,0.81600654,1.0653083,0.9976286
ladder,1.050048,1.275674,1.1249061,0.993974,1.1803017,1.0566233,1.0610766,1.2618649,0.77411294,0.9266546,0.96789247,0.9916977,0.7178533,1.1756381,0.7922543,1.0335791,0.89929706,0.86820954,1.0246365,1.0713031,0.79581535,1.1160133,0.41908407,0.8725717,0.92877424,0.6391907,0.8976572,1.1827455,1.0663836,0.33772194,0.83717537,0.9067821,0.9591752,0.91429937,1.0269068,1.0568148,1.0139188,1.1741048,1.0304599,0.6164493,1.036819,1.0048541,1.1028699,1.0870814,0.7986784,0.9780338,1.1817892,0.87135994,1.1424044,1.0101945,1.0278826,1.1622429,1.2165825,1.0736688,0.84223926,1.0827907,1.0239516,1.1124126,1.1242403,1.0477661,1.2633657,1.0905503,1.0910419,1.177514,1.2226245,1.1017473,1.0777289,0.8355382,1.1319247,1.0107251,1.2478764,0.9950074,0.0,0.7057886,1.003031,1.1251229,1.33907,1.0262674,1.2488159,0.35423696,1.0151755,1.1560103,0.8209603,1.1601932,1.2352576,1.1071676,0.8710276,1.1590714,1.2610984,1.2442048,1.0611938,0.92455804,0.88487875,1.1254382,1.0326716,0.9669526,1.0992874,0.86707354,0.95094055,0.87513065,1.0540777,0.9807826,0.92777956,0.8830802,0.99924636,1.2310299,0.92135054,1.2393091,0.9650848,1.0659578,0.6668707,0.9625802,0.7763618,0.97780395,1.0324123,0.9656554,1.0859427,1.0486373,1.0854889,0.8932955,1.0606624,0.9816841,1.1533091,0.8354291,0.82352924,0.9787196,1.2403092,1.2479254,1.0491477,0.83872795,0.99375,1.1039985,0.9337853,0.64777225,0.95698094,0.43659526,1.1803312,0.7056468
lamp,1.3020569,1.1890739,0.46299434,0.9686541,1.4876914,0.6959704,0.48821545,1.2111127,0.60322297,1.3643739,1.4543025,0.49851704,1.1047248,1.4854337,0.5586245,1.4188542,1.0988264,0.3905512,0.38514763,0.43690574,1.010047,1.1974452,0.4530115,0.47278,0.5906062,0.43750405,0.9156946,1.296567,0.90699327,0.75552046,0.41740942,0.93211013,0.93089336,0.93838954,1.2176814,1.1298074,1.3190525,1.2520595,0.33817536,1.2880834,0.4091822,0.86927503,1.0708817,1.2970281,0.9138111,1.318841,1.449322,0.55340177,1.2061366,0.7517282,1.2961996,1.3558303,1.0706632,0.52710783,0.6686442,0.98856395,0.90159243,0.9665824,0.92599946,0.4480136,1.1351647,1.221081,0.6398864,1.3482296,1.3863003,0.6772174,1.165139,1.1879191,1.2771387,1.0960248,1.5161008,1.0016906,0.7057886,0.0,1.1701548,1.2305077,1.191684,1.179219,1.566848,0.8405077,1.3106635,0.5086167,0.74485326,0.8279536,1.0670495,0.6741569,0.81629455,1.2861228,1.5324388,1.4141812,1.3359194,0.32510364,0.3811642,1.3528937,0.9243662,0.83527553,1.0858375,0.8464347,0.3301922,1.235559,0.5426992,1.2947557,0.539224,1.0731415,1.1885043,1.1729923,0.8364889,1.4871954,1.1603179,1.2072216,0.66876835,1.260367,0.5756977,1.3986607,0.4222011,1.1782713,0.5893879,1.2381718,1.1541374,1.1080602,1.2128859,1.2915416,1.3416829,0.8290146,1.3726555,0.41824365,0.8636859,0.9898783,1.3215913,0.8162391,0.50931394,0.98229945,1.1556427,0.7742654,1.0891439,0.4498806,0.5806128,1.0759208
leg,0.97872436,0.7432673,1.1538862,1.2089554,0.74078965,1.2507637,1.1976388,0.91886544,1.1347106,1.0318012,1.0359945,1.0425203,0.9400251,0.9578823,1.161326,1.0711954,1.2761065,1.257227,1.2265339,1.3078791,1.2324674,1.0302432,1.0045944,1.2484326,1.136415,1.1776643,1.2322594,0.91035974,0.86662173,0.98061675,1.2340902,1.0185004,0.98752177,0.8553341,1.0252202,1.0622255,1.0038891,0.8496399,1.0892968,0.92037326,1.2795321,0.8355719,0.89994997,1.0574424,0.97048366,1.1201293,0.9488702,1.1782866,0.90960395,1.1126013,0.70977914,0.9582877,0.6982478,1.1121569,1.2347944,0.82384026,0.8928529,1.2077693,0.89117646,1.0972008,0.9979775,0.96141124,1.290031,0.9523996,0.83050793,1.1819313,0.8585589,0.9707668,0.9852218,1.0733635,0.9408851,0.87432534,1.003031,1.1701548,0.0,1.0620357,0.8513406,1.1105475,0.94476074,0.9499886,1.0266931,0.9622035,1.1216139,0.8648633,0.9500569,1.1266747,1.1457486,0.9827993,0.9263855,0.72895706,1.041175,1.022559,1.0445844,0.7149714,1.1220324,1.0652688,0.8438113,1.2172209,1.2432029,0.54963976,1.1197803,1.2119675,1.146097,1.0160027,1.059885,0.8117799,1.2309848,0.88267154,1.0749283,0.7642157,1.0765083,0.9211424,1.1315832,1.1122615,1.1306185,0.923263,1.0842406,0.9140557,1.0881805,1.0180633,1.0238405,1.0119599,0.82768345,1.0473161,1.0594966,1.2891905,0.81050354,0.8200277,1.0537037,1.1384013,1.4054615,0.86696047,1.0799619,0.9330044,1.0794479,0.98626345,0.97272754,0.94295174
meat,0.9379434,0.9906891,1.1877222,1.1146733,0.8337466,1.1213388,1.1895329,1.0081382,0.98359734,0.91269743,0.82437783,1.2068875,1.0231376,0.7697355,1.1273193,0.7627874,1.0307676,1.0943907,1.1789438,1.1688349,0.8279743,0.94722116,1.2248064,1.1022652,1.1844447,1.0900295,1.1125871,0.8389294,1.1776564,1.0797464,1.0997648,0.9026323,1.0212511,1.079623,0.8792365,1.0286869,0.8257215,0.77338886,1.2494608,0.93554235,1.1130477,1.1722091,1.084659,0.7599865,0.87638104,0.7623335,0.80515057,1.2096982,1.0284307,1.0241584,1.0918695,0.873639,1.0382156,1.218606,1.0961494,1.0974166,1.108006,0.9884212,1.1229054,1.3180381,0.9398814,1.0244709,1.0151986,0.91135836,0.9107663,1.1689888,1.0786839,1.0669807,0.8832169,0.8219265,0.89500886,1.0543728,1.1251229,1.2305077,1.0620357,0.0,0.85721743,0.8944003,0.7519294,1.1788123,1.0090708,1.2038655,0.969479,1.1712404,0.953019,1.1223618,0.94521564,0.8082633,0.76978105,0.92668223,0.7780713,1.2486445,1.2419782,0.8884827,1.1274908,0.96317893,1.0195495,1.1119097,1.224093,1.0691121,1.1707692,0.8478543,1.1104982,0.90211916,0.7684119,0.8754016,1.1293703,0.8036101,0.92916167,0.98786354,1.1629398,0.88357115,1.1036066,0.9636239,1.2134292,0.9963113,1.1734221,0.7983985,1.0075951,1.0223786,0.88366777,0.9550025,0.93538165,1.084137,0.8115312,1.2109168,1.1240857,1.0557891,1.0076699,0.9569673,1.1136866,1.0505694,1.0480899,1.1474082,1.0629777,1.2027434,1.2458618,0.92062175
melon,0.9448534,0.716715,0.9269062,0.9460843,1.0038707,0.8572005,0.86621606,0.56934536,1.0233951,1.191777,1.1954721,0.9548041,1.1850356,0.98101246,1.1715435,1.061301,1.0838634,1.0523492,1.1974291,1.0154735,1.1325176,0.81495833,1.2000484,1.0754123,0.9376525,1.1964475,1.1910967,0.88970137,0.96145904,1.2860808,1.0508286,0.9595529,0.9437352,1.0049876,0.9084632,0.80543214,1.0377895,0.706231,1.0535191,1.2302605,0.94668835,0.875166,0.9803446,0.81146616,1.0584601,1.0581616,1.0158814,1.127338,0.90618503,0.86426324,1.0894225,0.9966522,0.7007918,0.9595631,1.1723135,0.9010972,0.95944124,0.7818422,0.8718767,1.0274024,0.6315283,1.1503955,0.79722166,0.9626909,0.72635674,0.96818185,1.0510076,1.1868317,0.9820291,0.8363044,1.0113747,0.9310635,1.33907,1.191684,0.8513406,0.85721743,0.0,1.1163063,0.79366934,1.2526722,1.0838742,1.0100334,1.027759,0.82769084,0.84266174,0.93524694,1.0544966,0.9879891,0.9819037,0.8925291,1.0051054,1.0516429,1.0834016,0.9780255,0.7771844,0.90361494,1.0142144,1.1301498,1.0434908,1.0437262,1.020642,1.0779355,0.9013397,1.1049238,0.94444156,0.8968159,1.1209615,0.9483559,0.96340525,0.9367583,1.2112784,1.1068132,1.1050587,1.1568471,1.0519217,1.1052995,1.1052917,0.9241494,0.8677082,1.246475,1.1218089,1.1837363,1.0942858,1.1869544,1.2407329,1.0542754,0.836161,0.82292116,0.9908215,1.0507854,1.0468938,0.6981895,1.1495174,1.2207831,1.1454234,1.2720915,0.94895476,1.2856406
milk,0.99945027,1.145286,1.1858846,1.0331402,0.90132797,1.0843058,1.1576259,1.0919878,1.1061909,0.8593279,0.82177496,1.2377894,1.0643538,0.8272581,1.146033,0.8649944,1.0185987,1.0810087,1.0952728,1.1099911,0.8370582,0.9918566,1.1017286,1.0700756,1.1892494,1.1144226,1.0486166,0.9184445,1.130078,1.0693476,0.99643207,0.97200274,1.0404261,1.0232675,0.9017186,0.9546266,0.9399866,0.93327075,1.2223911,0.8945663,1.1037496,1.1728423,1.184303,1.0581284,0.93712276,0.79699767,0.8325877,1.1541966,0.9635864,1.0871967,0.95353204,0.8824377,1.1693971,1.2080927,1.1054878,1.124792,0.9755794,1.0998008,1.0661858,1.1885937,1.1817786,0.9431398,1.1143484,0.940085,0.9895143,1.1893117,1.0319518,0.9063703,0.9783946,0.72643423,0.894034,0.9619028,1.0262674,1.179219,1.1105475,0.8944003,1.1163063,0.0,0.9321954,1.0288173,0.9591338,1.2107491,1.1329798,1.1814162,1.0009885,1.1038054,0.96358585,0.9115956,0.8408574,0.9897722,0.86496437,1.209118,1.1942172,0.94398946,1.0685616,1.116325,1.0747868,1.0703663,1.1288273,0.9594498,1.2083384,0.93614113,1.0943261,0.91228426,1.010591,1.1172454,0.9749964,0.89290595,0.99115604,1.0574327,1.0463548,0.8272146,1.0584004,0.90026885,1.2689589,0.94733745,1.084564,1.0028394,0.9398631,0.93367696,0.87753224,0.9125547,0.99720126,1.0078709,0.8297733,1.0735718,1.1969495,1.1141447,0.8161576,1.0991455,1.1253127,1.1171285,0.9749053,1.1147302,0.98161894,1.0912254,1.2161733,0.91679627
mitten,0.57960075,0.9325347,1.4122981,0.86566114,0.641658,1.2049271,1.3000841,0.77538776,1.2279899,0.84385324,0.77027047,1.3260622,1.0243086,0.6231565,1.2421267,0.68037724,0.897203,1.3491703,1.3912226,1.4320462,0.9764998,0.85795003,1.2898241,1.2690799,1.1766104,1.3861089,1.1219457,0.79402447,1.2214799,1.1759866,1.3584843,1.0708333,1.0614402,1.0040847,0.85374475,0.8689283,0.7691778,0.801555,1.440294,0.8936443,1.3251538,1.110548,0.94673777,0.563339,1.1257541,0.8121604,0.7227079,1.2876285,0.93963677,1.231081,0.9536764,0.8923199,1.0168034,1.2686116,1.2438846,1.0561016,1.1361958,0.70228934,1.1876496,1.4338675,0.4680438,0.9863767,1.1306279,0.9128035,0.70119286,1.2468835,1.0274254,0.8713478,0.65165865,0.9483324,0.6899544,0.89267635,1.2488159,1.566848,0.94476074,0.7519294,0.79366934,0.9321954,0.0,1.0725125,0.7743939,1.4299834,1.028551,1.2282264,1.0246745,1.2797365,1.1753608,0.8149774,0.6162141,0.77412254,0.7645749,1.4931332,1.4816372,0.68395734,1.0636876,1.0554148,1.0335724,1.1769515,1.5093948,0.9207754,1.3498106,0.6161587,1.299263,1.0421695,0.89670867,0.8456786,0.8690597,0.70130455,0.6012263,0.8233369,1.0878198,0.9405549,1.3573444,0.64371103,1.2522024,1.0584435,1.3435721,0.5047778,0.7320148,0.8119404,0.7992611,0.83293927,0.815725,1.10039,0.78364533,1.4048853,1.2040583,1.1637561,0.63542515,0.98150206,1.142501,1.0649109,1.0234311,1.1673822,1.0973502,1.2906393,1.3244467,1.0805305
mop,1.014861,1.2222843,1.2363774,0.96530277,1.0884703,1.1352322,1.1492875,1.176277,1.0193461,0.8378786,1.0076301,1.1429057,0.7670136,1.1391243,0.910828,1.092895,0.80442953,1.0233632,1.1523467,1.2058442,0.90140337,1.1879271,0.30332226,1.0215353,0.9968335,0.8295127,0.8863101,1.0601956,1.1329751,0.6076896,0.96255636,1.0571008,1.012272,0.97649336,1.0915796,1.0294777,0.998518,1.188646,1.0603043,0.7974398,1.1796904,1.0330753,1.0772579,1.0813795,0.8654951,0.9975856,1.1436542,0.97030175,1.1480207,1.127116,1.0463796,1.1779745,1.2194508,1.1397988,0.88878906,1.13358,0.88684636,1.1112607,1.1960773,1.036812,1.1934016,0.8745022,1.1485977,1.1663029,1.1553433,1.158841,1.0852501,0.44669497,1.1124218,1.0985153,1.1830845,0.8297,0.35423696,0.8405077,0.9499886,1.1788123,1.2526722,1.0288173,1.0725125,0.0,0.83960974,1.2320209,1.0267687,1.1511387,1.2288978,1.1927217,1.0332894,1.206276,1.2265439,1.1748264,1.0172296,0.92504096,0.90094733,0.9473749,1.119982,1.1149377,1.0895829,0.79981613,1.0544521,0.92762977,1.1586831,0.9497671,1.1062238,0.89525366,0.9236715,1.2499244,0.6941688,1.173546,0.96757007,1.060107,0.3984995,0.86156845,0.86873084,0.80564445,1.1639373,0.8793086,1.1529561,1.0146714,0.9006453,0.7166465,0.8458017,0.8891914,1.0757605,0.7282283,0.8699003,1.0929974,1.2852417,1.2193911,0.84555227,1.0272375,1.0843441,1.1012615,0.8856534,0.696903,0.89148366,0.3072288,1.2630314,0.7807276
motorcycle,0.96250623,1.1135151,1.2559752,1.0662078,0.80992585,1.094139,1.2549235,0.89215636,1.232461,0.7375223,0.80123514,1.2335771,0.980437,0.8337678,1.1829653,0.9466757,0.566907,1.2347585,1.2093732,1.2806908,1.0342739,1.0849577,1.0287629,1.2468584,1.1898896,1.2986027,0.4402628,0.8970165,1.2151861,1.0443112,1.1865958,1.2245631,1.1580764,0.94915324,1.0320319,1.0758625,0.9470088,1.0059338,1.3272467,0.870764,1.3089244,1.27127,1.104969,1.009541,1.0317438,0.91659135,0.8485596,1.180194,1.0090731,1.1829344,0.9086895,0.8721222,1.1038289,1.3457005,1.1747576,1.1774948,1.1093119,1.0487584,1.1652355,1.2703,1.1389068,0.7176091,1.1675758,0.89016443,0.89819276,1.2169647,1.0439284,0.591818,0.9526659,0.9457619,0.860335,0.91546714,1.0151755,1.3106635,1.0266931,1.0090708,1.0838742,0.9591338,0.7743939,0.83960974,0.0,1.3008235,1.3465378,1.269436,1.1454716,1.1180542,1.207676,0.96093524,0.8570001,0.8918929,0.7746661,1.2899547,1.2509495,0.7796353,1.1590251,1.3323357,0.97970736,0.98585546,1.2486095,0.93236005,1.2187799,0.30556983,1.3013709,1.0007523,0.8221426,1.1580577,0.748854,0.87808985,0.76122075,1.0468352,0.8647046,0.85298926,1.1158392,0.65829647,1.2393348,0.89475924,1.1826826,0.8619788,0.9395135,0.7554754,0.78765154,0.6611226,0.89908475,0.9583856,0.75129926,1.207644,1.2704182,1.1688404,0.66714334,1.3117515,1.0625186,1.1960226,0.83402264,1.0450375,0.5935973,1.0442015,1.2516935,0.8689396
nail,1.3456733,0.7591241,0.2082659,1.0701059,1.412621,0.68065727,0.43692708,0.97318566,0.9217778,1.4267724,1.4813168,0.5128679,1.2700315,1.4092765,0.7121131,1.4236097,1.2104757,0.58227015,0.29478985,0.43927288,1.2915226,1.0332623,1.0172033,0.7088703,0.7650448,0.876977,1.0042672,1.2370718,0.83265054,1.2586539,0.73638237,1.0434953,0.8722209,1.0137943,1.2218504,1.0240451,1.3955564,1.0990431,0.21697742,1.4350165,0.49178994,0.79094076,1.0741102,1.3079205,1.1833433,1.3657074,1.348211,0.7711653,0.95736265,0.78578764,1.2103255,1.0887804,0.7253723,0.41137004,0.8371047,0.8518391,0.77771914,1.078438,0.58353364,0.30799925,1.0601966,1.2068746,0.68962604,1.0971693,1.1367645,0.49008346,1.0529054,1.3969715,1.3234122,1.2010492,1.4342787,1.1829296,1.1560103,0.5086167,0.9622035,1.2038655,1.0100334,1.2107491,1.4299834,1.2320209,1.3008235,0.0,0.962139,0.5763774,0.6572793,0.47046107,1.1174003,1.2130848,1.4080019,1.2894108,1.3210087,0.30430275,0.43877292,1.2584016,0.843255,0.9770824,0.9860201,1.0548126,0.36171138,1.194067,0.37551773,1.4067502,0.8352695,1.2964092,1.1966639,0.9393369,1.1457678,1.3539965,1.3192964,1.175178,1.1308434,1.3072908,0.9184689,1.4088856,0.3845731,1.1496778,0.3284408,1.2921628,1.2475212,1.2693794,1.3233625,1.3353623,1.2257594,1.0093926,1.5310938,0.5138925,0.36455423,0.5126968,1.3413858,0.9898813,0.5527419,0.93777263,1.2018194,0.9386884,1.1446754,1.045138,0.31472075,1.3180647
napkin,0.9491378,1.1030455,0.9488053,0.89593905,1.2435151,0.91044956,0.8067523,1.1644646,0.7001766,1.1865889,1.0603218,0.7929566,0.9436084,1.1390287,0.7464155,0.7026487,0.9525086,0.7131051,0.9361607,0.8007519,0.87823784,0.8230991,0.8880269,0.7012263,0.8892914,0.66099274,1.0248208,1.1786724,0.95207506,0.7665528,0.8371244,0.8451256,0.9246828,1.051189,0.81878626,1.080205,1.0085136,0.9459704,0.8612318,1.1226196,0.7826228,0.94235104,0.7497979,0.91104347,0.98198456,1.1005732,1.2649937,0.81258094,1.1211084,0.72629696,1.2783777,1.338211,1.0929406,0.805684,0.83987576,0.94343644,0.95739466,0.90087295,1.1123381,0.92007816,0.68351984,1.2504169,0.8407518,1.3342487,1.2245724,0.87776834,1.1641653,1.2756858,0.74527836,1.0917075,1.1684287,1.1327041,0.8209603,0.74485326,1.1216139,0.969479,1.027759,1.1329798,1.028551,1.0267687,1.3465378,0.962139,0.0,0.9266913,1.1125652,0.9755086,0.82495487,1.0376785,1.1915154,1.1175456,1.097896,0.8637372,0.8109274,1.2839907,0.81529415,0.43419898,1.1409751,0.9269985,0.8075564,1.1191683,0.90685874,1.0467438,0.7784372,1.0915084,0.9828496,0.84066457,1.0896152,1.2421916,0.78740335,0.88273853,0.99522585,1.2316127,0.75780547,1.1336889,0.6621878,1.1852002,1.0017579,0.918138,0.97867644,1.2732487,1.1847018,1.1708022,1.126415,0.9563219,1.1269102,0.78524137,1.0047897,1.1699288,1.2998004,0.034115314,0.8489115,0.91183007,1.2151871,0.8891952,1.1226563,0.89104694,0.9521836,1.0118146
necklace,1.1575477,0.5814628,0.7932247,0.95842206,1.119659,0.96786654,0.7642202,1.0277716,0.9116516,1.414983,1.5041349,0.5058569,1.1693552,1.011464,0.9818994,1.3705026,1.2679024,0.91141826,0.8940556,0.85660976,1.2758286,0.9731166,1.0191997,0.91208553,0.9251379,0.88123995,1.1531624,1.1597743,0.7952907,1.1175287,0.94454694,0.9484905,0.94725615,0.9642989,1.1202893,0.96284425,1.2977931,1.0462542,0.6497646,1.4319929,0.8635044,0.59154344,0.9493691,1.107655,1.0947123,1.3393149,1.0478722,0.72347236,0.7106627,0.956816,1.2188414,1.0845703,0.58339036,0.71876323,0.99718255,0.628937,0.73773164,1.1149378,0.6136271,0.41542315,0.803678,1.2996204,0.93764323,0.99450755,0.83060586,0.5408795,0.89984024,1.3536536,1.1226822,1.1864702,1.1017659,1.0431975,1.1601932,0.8279536,0.8648633,1.1712404,0.82769084,1.1814162,1.2282264,1.1511387,1.269436,0.5763774,0.9266913,0.0,0.57199264,0.8545327,0.958328,1.2809905,1.1146548,0.944458,1.3192807,0.61913925,0.74029744,1.1671644,0.8584364,0.8950784,1.0294471,1.1326905,0.8322787,1.1425292,0.76138794,1.283988,0.7747059,1.195015,1.2352433,0.5295566,1.1246727,1.0211968,1.0782185,0.7663598,1.1385394,1.3048638,1.0559356,1.4508612,0.6734881,1.1907752,0.93488336,1.1192292,1.063195,1.3190668,1.3045329,1.4012585,0.95571476,1.1128457,1.4707856,0.8987539,0.40138686,0.4990006,1.221583,0.9873456,0.9900729,0.718095,1.2767766,0.9935831,1.1909821,1.0055413,0.33333182,1.3571184
nose,1.0867677,0.47666883,0.8559511,0.9947995,0.983121,1.0589114,0.9220425,0.9318036,1.1927111,1.2777146,1.178508,0.8848503,1.2039278,0.99703604,1.1822973,1.1753138,1.3352236,1.1404237,0.97472316,1.0197475,1.1961824,1.0410824,1.1880738,1.1263143,1.1150178,1.1538994,1.142922,0.9137046,0.9047374,1.2332883,1.147895,0.94055736,1.026219,1.0998843,1.1702276,1.0287422,1.1341473,0.8844596,0.9418748,1.1627775,0.98826194,0.795851,1.0105025,0.8875449,0.97002095,1.0709023,1.0314689,1.0049165,0.690596,1.0022343,1.0997202,0.61073375,0.5044939,0.9977235,1.0406255,0.7146132,0.7714575,1.1064216,0.458951,0.6919074,0.86760175,1.107645,1.0818266,0.70068073,0.644632,0.695166,0.9879753,1.2041847,1.177017,1.0595858,1.0778315,1.1412568,1.2352576,1.0670495,0.9500569,0.953019,0.84266174,1.0009885,1.0246745,1.2288978,1.1454716,0.6572793,1.1125652,0.57199264,0.0,0.924297,1.0454898,0.97101676,1.0346918,1.0407275,1.1387504,0.9017337,1.049009,1.0052196,0.9524472,1.0737723,1.0799752,1.1271057,1.0438428,1.1842251,0.86407,1.2002718,1.0840588,1.0649042,1.1330954,0.8308431,1.2670612,0.9642644,1.1704973,1.0271732,1.2358117,1.156967,1.0859511,1.3442789,0.9464245,1.2100738,0.97999954,1.107449,1.0321211,1.217187,1.0882043,1.1309661,1.0738014,1.0390108,1.2111559,1.0490185,0.39542818,0.5222573,1.0901086,1.148412,1.0868748,0.8474077,1.1486497,1.0923506,1.0909954,1.184184,0.59290546,1.1818767
orange,1.206579,1.0048977,0.19639349,0.7972932,1.3762136,0.4493211,0.43123257,0.8830557,0.91404504,1.3215349,1.3787781,0.74533594,1.2080675,1.3476086,0.6960882,1.3098607,0.9156251,0.73478186,0.5346404,0.53570825,1.1898341,0.96773434,0.9748636,0.65773094,0.71698517,0.86796314,0.84084845,1.2455461,1.0720142,1.1797698,0.78173983,1.1501675,0.90876174,1.0059098,1.1371154,0.93075347,1.2651845,1.1720304,0.5042775,1.3388367,0.52916515,0.99630624,1.1994272,1.2255071,1.1851107,1.3077497,1.2615203,0.8377477,1.0524604,0.5547867,1.265364,1.1267164,0.89517546,0.5673739,0.7486787,0.97510815,1.0472081,0.9054277,0.8205407,0.63439846,0.9798707,1.2088478,0.5285628,1.1416717,1.2103016,0.60504603,1.1934048,1.2692329,1.2327931,1.0486876,1.3670044,1.2444806,1.1071676,0.6741569,1.1266747,1.1223618,0.93524694,1.1038054,1.2797365,1.1927217,1.1180542,0.47046107,0.9755086,0.8545327,0.924297,0.0,1.1342324,1.218198,1.3515676,1.2394001,1.2703019,0.646173,0.6842127,1.2207692,0.7991295,1.0344259,1.1199528,0.96448284,0.5444449,1.0986134,0.2861886,1.1091956,0.88042074,1.2598045,1.060596,1.0009406,1.0277292,1.3121572,1.2001522,1.1492736,1.0374315,1.3153152,1.0734535,1.202534,0.6211294,1.1755296,0.6131821,1.2320321,1.1205277,1.2149513,1.2506778,1.2460227,1.2384672,0.9488056,1.3954916,0.4406966,0.69876015,0.8489432,1.319422,1.0114962,0.43452716,1.1310197,1.0730926,0.9644327,1.0795248,1.0037011,0.64433724,1.3029053
oven,1.119394,1.092659,1.091545,0.99276555,1.0227998,1.1771896,1.0426947,1.23731,0.63840556,0.96157944,0.90615034,0.8188826,0.75357157,1.0819734,1.1313674,0.97941434,1.1979082,0.818266,0.97619015,0.9055964,0.6557803,1.0312907,1.0202106,0.9007458,1.1010543,0.5440211,1.0893368,1.1583457,0.83735204,0.6290201,0.8553426,0.36130345,1.00056,0.89135695,0.9534318,1.1195065,0.74007595,1.001671,1.0802495,0.84099305,0.8754788,0.8879109,0.96364605,0.8581079,0.600232,0.7983788,1.0458044,0.94994056,1.0708115,1.0612993,0.9612653,1.1100295,1.1651943,1.0927048,0.94254553,0.9756623,1.1555207,1.1426624,1.0986128,1.0087677,1.025298,1.133167,1.1221571,1.0830152,1.1329327,0.98131216,0.8731352,1.2117538,0.8771917,0.9259751,0.9975673,0.8565016,0.8710276,0.81629455,1.1457486,0.94521564,1.0544966,0.96358585,1.1753608,1.0332894,1.207676,1.1174003,0.82495487,0.958328,1.0454898,1.1342324,0.0,1.0620228,1.031583,0.9875645,1.0251615,1.0986402,1.0824956,1.1589539,1.0874633,0.7292095,1.0623899,1.0209657,0.9729122,1.1065341,1.0897233,1.1325827,0.42866457,0.28877896,1.1612415,0.9915714,1.1437701,0.962871,1.0890825,0.9031052,1.2197895,1.0444349,0.61465406,1.2043667,1.0194149,1.1747465,1.1089736,1.0784413,1.0376847,1.1542646,1.174,1.1294535,1.0566502,0.9884182,0.8099438,0.9954044,1.1443659,1.1283439,1.0934466,0.8548786,1.130761,0.6428906,1.0777614,1.0768872,0.9654466,0.85015196,0.9931446,0.74114096
