,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
sprinkler,0.53463703,1.3007329,1.2974032,0.9735652,1.0395663,1.1952022,1.1793303,1.1566542,0.7425463,0.79331815,1.3635671,0.87686175,0.93780464,0.63289607,0.9812732,0.80112433,1.3323827,1.2093725,1.1850454,0.9635293,1.3436594,0.89569706,0.93043184,1.094285,1.1694489,1.1418433,1.2601706,1.1878766,0.91579235,1.0820963,1.2425745,0.8182516,0.9931684,1.0728791,0.8704871,1.184389,1.1812757,0.9275138,1.1147051,1.2661777,0.7594137,1.2683148,1.1092682,1.0353365,0.9987655,1.165383,1.0506994,0.7622189,1.0446184,1.2022806,0.8918295,0.8857461,1.3207929,1.2572681,0.9881075,1.1365834,1.0119702,0.32292974,1.1295475,1.3105341,1.1882393,0.7816311,1.3901079,1.0001143,1.158771,1.1158235,1.2844086,0.7677703,0.71017873,0.93156505,1.1605153,0.8795507,1.2767,0.8353842,1.1358737,1.0785176,1.1299552,1.0174652,0.9158843,0.88960886,0.7258541,1.1331832,1.2782207,1.1937101,1.3318453,1.1379778,1.2818173,1.0795435,1.0543171,0.95324934,0.9762145,0.98278254,0.9106114,1.277535,1.269345,0.9541863,1.3416233,1.13077,0.8347982,1.2699019,1.0826236,1.1557854,1.0394268,1.0020895,1.01696,0.8574058,0.7059395,1.1785548,1.1030531,0.5735624,0.9197212,0.9723275,1.0620208,0.5678726,0.715505,1.0950572,0.69426495,1.292016,0.65476555,1.0155729,1.0885217,0.8875686,1.0093043,0.0,0.7170928,1.1956336,0.76026523,0.87917596,0.73971605,0.76649,1.2183126,1.3273859,1.2517034,0.7977176,1.2750752,1.0177094,1.0261676,0.7963756,0.82912,0.8267906,0.7112679,1.3006749,0.9413144,0.77285254
stick,0.93846583,1.1883332,1.1926986,0.9884907,0.9933193,1.0485734,1.0981361,1.051712,0.9516854,1.0816156,1.1951529,0.8793191,1.1189897,0.80025035,1.1516142,0.9748276,1.1516726,1.1808206,1.2160197,0.9837514,1.1305519,0.7182415,0.93262476,1.1624494,1.0430157,1.0826038,0.9648318,1.1214184,0.9233923,1.0039185,1.1656141,1.0282178,0.9993218,1.0813925,0.996771,1.1426345,0.98467,1.1625044,0.99477696,1.1006399,1.0203061,1.1969862,1.0406425,1.0122406,0.9329084,1.1243122,1.1459881,1.0006996,1.025487,1.063954,0.9278935,1.0555301,0.9867236,1.0892608,0.9282969,0.94504505,0.8118377,0.9149313,1.0087992,1.1526301,1.0650835,0.9635736,1.1521273,1.1118487,1.0341898,0.8280777,1.1615465,0.9502634,0.8025,1.0004802,1.1709795,1.0242475,1.1017364,0.78464556,1.0643921,1.1879067,1.0219512,1.0685228,0.92187065,0.6202048,0.9671019,1.0672735,1.1896415,1.1516545,1.027494,1.0068038,1.1678116,1.1587778,0.98352957,1.1052872,1.1411805,1.0571468,0.99562246,1.0662687,1.0645623,1.0085284,1.2948962,0.9858659,0.86006653,1.2184236,0.8397068,1.0229287,1.0051196,1.028066,1.1291711,0.76702213,0.7052845,1.1653805,0.9559704,0.7924839,1.1357768,0.91361785,1.0707726,0.48456132,0.9477861,1.1450266,0.9161023,1.1574059,0.7152602,1.2099886,1.0624647,0.9349421,0.83915883,0.7170928,0.0,1.1359093,0.8416327,1.0564743,0.8414085,1.0210963,1.1148362,1.024291,1.1377368,0.7545316,1.1684256,1.0151176,0.98339117,0.9767065,0.88364625,0.94440085,0.6409856,1.1358757,0.8953241,1.0436012
strawberry,1.38767,0.7787075,0.27360147,1.3168397,0.7108054,0.6268242,0.9191533,0.9240536,1.3375471,1.3708032,0.6670235,1.2283419,1.3467805,1.0829523,1.3268474,1.2665931,0.7198417,0.48798728,0.60799265,1.220124,0.46516562,0.9318716,0.8560037,0.56129897,0.91962755,0.64484537,0.9997249,1.0185872,1.2211388,1.054952,0.60080683,1.3404319,1.0728558,1.1418682,1.2488477,0.9369993,0.85349065,1.4009979,1.18166,0.3852508,1.3995901,0.4571978,1.0222157,1.102723,1.2248293,1.2128057,1.2653751,1.0099673,1.0120106,0.846594,1.2546694,1.2283307,0.86688703,0.3716262,0.6758775,1.0646274,0.9928078,1.0337073,1.1145556,0.5166186,0.8559617,1.1643056,0.5164554,1.1991595,1.0201774,1.1935327,0.60446954,1.2554094,1.237571,1.2100065,0.8074239,1.35952,0.63614297,1.1874347,0.5568439,1.1832256,0.94735,1.0773301,1.285098,1.1038384,0.88121843,0.963905,0.35576534,1.0640005,0.78676975,1.080202,0.48475534,1.269567,0.8903024,1.3340003,1.2888386,1.291227,1.2027713,0.4734698,0.5529251,1.2947743,1.0542856,0.7457439,0.9238914,0.6558349,1.055963,0.49817437,1.1027266,1.0250233,1.2704425,1.1560383,1.1878898,0.69288087,1.1443225,1.0509845,1.3508127,1.1180657,1.2548386,1.0900505,1.265182,1.0501158,1.3235397,0.37889862,1.1469858,0.8821586,0.99162,1.1543963,0.9915036,1.1956336,1.1359093,0.0,1.1765077,1.3257774,1.1805533,1.3509908,0.5853311,0.6150359,0.6655457,1.3413565,0.9112844,0.57225287,1.2648492,0.99313885,1.0579292,0.9783736,1.0720077,0.46740305,1.2182169,1.2394962
stroller,0.9392724,1.1306715,1.2869624,1.021305,1.0873785,1.192735,1.125278,1.0194416,0.9865001,0.9473758,1.1357703,0.78818935,0.9604138,0.9579929,1.048694,0.9142078,1.1279889,1.1434647,1.3194721,0.800673,1.2926525,0.82698625,1.0160517,1.1106896,0.91585284,0.9560773,1.251507,1.128659,0.6106248,1.0627182,1.1904795,0.7654703,1.0431015,1.109275,0.9092298,1.2305101,1.1084316,0.85394657,1.129547,1.2593095,0.83114755,1.2283455,0.8985454,0.7474011,0.9657683,0.93652356,0.93017507,0.93540335,1.0329251,1.2349296,1.1176459,0.9840585,1.203047,1.2932858,0.884739,1.0990062,0.8727945,0.91795814,1.0877067,1.2051693,0.8994111,0.95561415,1.2180442,0.9690358,1.1662769,1.0050327,1.0448258,0.9050265,0.67036206,0.93866193,1.0827526,0.9606994,1.2249253,0.66274536,1.0865713,0.89628065,1.1646807,0.96328425,0.837467,0.7704894,0.5806247,1.1158633,1.3214298,1.1312077,1.1627648,1.0413023,1.2823529,0.8522304,0.90826994,0.88290626,0.9131515,1.0393628,0.9668511,1.2766938,1.2603867,0.8946146,1.1757451,1.1769722,0.95527846,1.2701812,0.8425431,1.1129125,0.6773212,0.80438507,0.8384564,1.0086336,0.7844783,1.0890236,0.95314467,0.80319047,0.9386014,0.7665269,0.8942989,0.6560534,1.0828584,1.153805,0.9015265,1.1845161,1.2277789,0.9928977,0.98141503,1.1256418,0.9239403,0.76026523,0.8416327,1.1765077,0.0,0.9566281,0.7486756,0.923228,1.2745063,1.2588023,1.2983556,0.80186856,1.1191124,0.9163497,0.89927745,0.98237306,0.673527,0.84393287,0.57379806,1.171331,0.9745502,1.0239558
sweater,0.6863446,1.2451193,1.4008694,0.64458126,1.2735577,1.3982103,1.2773769,1.2639937,0.79506785,0.5406657,1.3077468,1.0228604,0.36186498,1.0186961,0.64398754,0.90450865,1.4586715,1.4138664,1.3597585,1.0344282,1.4388647,1.3154986,1.3005711,1.3349018,1.2701182,1.3176496,1.1619122,0.99657476,1.0669402,1.1736015,1.36673,0.7437546,1.0404799,0.99613076,0.8214737,1.1438416,1.1482642,0.661299,0.9530215,1.4480714,0.59697837,1.4295427,0.94850564,0.9159233,0.88078225,1.0012722,0.5389055,1.0771513,1.0323162,1.202581,0.67614627,0.60976493,1.1375077,1.5057952,1.1851654,0.9617617,1.2641635,1.0041578,0.94446874,1.2757993,1.1039588,0.70282966,1.4327801,0.6566533,1.128692,0.84521747,1.2208428,0.6366113,1.0145679,0.5332143,1.2681231,0.48815703,1.3611522,1.079299,1.4325967,0.8229531,1.1802082,1.022427,0.7267471,1.1825757,1.122182,1.1360859,1.3127141,1.16759,1.1630442,0.90536773,1.3613039,0.8554999,1.1734651,0.2618662,0.38986826,0.8037326,0.8880187,1.4179952,1.3419769,0.9109026,1.1154337,1.2091274,1.0240147,1.4299902,1.0744514,1.3403001,1.0278518,1.1545393,0.778691,0.97510964,0.8747785,1.2428623,0.7585299,1.02067,0.3243605,0.9952952,0.56848615,1.1961817,0.6682259,1.1572415,0.729161,1.4046648,0.81774116,1.0563444,1.1371709,1.0148156,1.2841268,0.87917596,1.0564743,1.3257774,0.9566281,0.0,0.69147575,0.60987896,1.4141386,1.253749,1.190234,0.866068,1.2252251,1.4083083,1.0908797,0.8537011,1.0227375,1.0222218,1.1819705,1.3388885,0.9094486,0.32598203
swing,0.69829935,1.2185955,1.2133789,0.8684069,1.0087676,1.1661873,1.1323259,1.2510424,0.85333574,0.8051146,1.4447057,0.9504464,0.6758279,0.95075136,0.91267675,0.66660106,1.4043472,1.2574322,1.2970597,1.0444419,1.304436,1.029949,1.0766325,1.3010755,1.3310922,1.2074022,1.1404042,1.1869159,0.998319,1.0990891,1.3258603,0.9114773,1.0079757,1.1173477,1.1178569,1.1234207,1.1200274,0.962491,1.05659,1.3065786,0.8319753,1.3398262,0.9764662,0.94128096,1.0069817,1.2578031,0.8316416,1.06779,1.0538846,1.059337,0.72926736,0.7103131,1.147813,1.3099468,1.0325432,1.0274369,1.2138045,0.9291448,1.076128,1.2865226,1.3123527,0.501919,1.3687383,0.8437084,1.0852989,0.898705,1.1863662,0.50514245,0.64629173,0.7123518,1.1918893,0.75142217,1.3776159,0.9717642,1.3396658,1.0029835,1.0219485,1.016106,0.8301303,0.95970327,0.90926516,1.0654151,1.2395407,1.3813664,1.20841,0.96288645,1.1649845,1.1576191,1.1602707,0.71070594,0.8507353,0.97731334,0.89661777,1.3520601,1.313262,0.9891688,1.4566752,1.1209865,0.9203676,1.3442675,0.9282512,1.1226348,1.0852307,1.1469532,1.0367862,0.9284849,0.82653,1.2424667,1.1070279,0.8546414,0.7264383,0.91328514,0.84119254,0.78484344,0.9176096,1.3071814,0.49618137,1.3183949,0.904456,1.1582693,1.1054428,0.9434397,1.2296748,0.73971605,0.8414085,1.1805533,0.7486756,0.69147575,0.0,0.6368841,1.2543961,1.1878648,1.2507766,0.8498923,1.372023,1.0188295,1.03023,0.7537827,0.8209194,1.0060502,0.7873477,1.2773023,0.9562934,0.7224724
table,0.5920813,1.3790847,1.4615296,0.66174483,1.3265281,1.4408128,1.2546525,1.2753855,0.51952314,0.428531,1.4548059,0.4885863,0.590564,0.99272877,0.6600112,0.7133172,1.2880771,1.4271158,1.211028,0.8032013,1.4401404,1.3027639,1.1593906,1.4061978,1.2264138,1.3634782,1.1485605,1.1270188,0.7111159,1.0377808,1.4555318,0.70034355,1.0410116,1.0001683,0.91672534,0.99665517,1.2422507,0.49570453,0.845458,1.5068781,0.5005052,1.4725891,1.0195543,1.1099222,0.82124084,0.83959234,0.74299705,1.0535185,1.0897539,1.1904984,0.6510245,0.68048495,1.2819005,1.5321975,1.1664904,1.0332236,1.1078885,0.9636589,0.98975205,1.4306142,1.3710213,0.61807424,1.4935384,0.74571574,1.0620031,0.92932284,1.4152846,0.5228941,0.8143233,0.7297487,1.1957564,0.5685861,1.3806994,0.91012967,1.5182846,0.964205,1.1325959,0.9410956,0.86931723,1.1239722,1.0250138,1.1876838,1.4157588,1.093416,1.3777704,1.0685585,1.3527837,0.77381796,1.2669027,0.6086936,0.6529975,0.6515361,0.7243274,1.4853444,1.4217014,0.72027946,1.1717004,1.1689417,0.96628684,1.2378418,1.0699705,1.3904446,1.1337358,1.1464548,0.66237104,0.9055019,0.92387867,1.2630265,1.0445719,0.9176568,0.5448394,1.1216583,0.75827557,1.0554258,0.6181228,0.97939974,0.5182762,1.5622057,0.7638569,1.1871445,1.2062525,0.89467204,1.1747607,0.76649,1.0210963,1.3509908,0.923228,0.60987896,0.6368841,0.0,1.4357316,1.4108691,1.2813249,0.79564416,1.2840338,1.3661842,0.66013205,0.7891667,0.9702457,0.981828,1.0952004,1.5088185,0.7722058,0.6636202
tape,1.4852377,0.6289162,0.3418252,1.508922,0.41834104,0.30301344,0.7418077,0.6722576,1.3658309,1.4349687,0.67839044,1.2557895,1.4663837,1.0379452,1.3746367,1.2325028,0.5813257,0.44946432,0.42724836,1.1729373,0.41163874,0.8319672,0.6068973,0.6290102,0.8837149,0.5604008,0.96887696,0.9234476,1.1478318,0.92804295,0.42202783,1.3659848,1.0358568,0.9474713,1.2491717,0.7461854,1.0083988,1.4207236,1.147076,0.46485114,1.4409156,0.41930288,1.0195531,0.99592245,1.2696161,1.1905966,1.4478372,0.93194497,1.0773917,0.5374857,1.369077,1.2734338,0.92617923,0.4325304,0.93010795,1.2262828,0.91008973,1.0017872,1.0787144,0.6082467,0.89317685,1.2447963,0.5137153,1.340842,0.8905424,1.3059506,0.6150609,1.4703474,1.0503827,1.3880086,0.68380743,1.5463828,0.6650677,1.1876118,0.37329626,1.2832935,0.69936097,0.96332043,1.3520825,1.083336,0.9699302,0.8694432,0.47104543,0.921994,0.8754647,1.0661393,0.45152885,1.2037015,0.7166586,1.5216551,1.5392144,1.2800468,1.1665381,0.5517272,0.62753594,1.3142042,0.9340352,0.7397113,1.054713,0.44958967,1.0174891,0.4272517,0.9762794,0.7102759,1.2963462,1.138849,1.2376037,0.7805908,1.2325773,1.1205792,1.5569944,1.1471597,1.4188344,1.0288345,1.3259726,0.8751669,1.3804833,0.45142365,1.2036915,0.6511425,0.8951783,1.0179095,0.78632224,1.2183126,1.1148362,0.5853311,1.2745063,1.4141386,1.2543961,1.4357316,0.0,0.723666,0.7791116,1.333735,0.83165795,0.42574954,1.0590445,1.2673244,1.0844597,0.9536325,1.0341635,0.51720613,1.1875573,1.3558391
toe,1.4743643,0.658411,0.5382595,0.9153304,0.89592475,0.8100193,0.9531186,1.0438488,1.4646972,1.454738,0.5201334,1.2901001,1.2980577,1.2588755,1.3537514,1.4565723,0.834547,0.73894775,0.85088325,1.3380237,0.5037019,1.0216055,1.1406605,0.72475284,1.0164579,0.8974678,0.53741634,1.0461897,1.2625266,1.2108951,0.63655704,1.3645532,1.1699842,1.1459417,1.2018957,0.77362734,0.42798853,1.3616914,1.089081,0.49287468,1.4586086,0.6060113,0.9376906,1.0541161,1.2430747,0.989929,1.1959814,1.222835,0.6918855,0.74123263,1.2002169,1.1049376,0.18193388,0.5958907,1.0521052,0.3922267,0.95216167,1.225637,0.8086875,0.36276305,0.6107188,1.3160323,0.46332484,0.938967,1.0503767,0.5366373,0.5486866,1.1559544,1.3050885,1.2111287,0.964813,1.1659415,0.5462477,1.270086,0.73998123,0.86582947,1.0177656,1.1856179,1.1271881,1.1367762,1.2083182,1.0275317,0.42818147,1.0952128,0.3447098,0.6088992,0.57218057,1.273356,1.0305618,1.2911052,1.1782255,1.2721088,1.2845557,0.5169596,0.5171552,1.1848816,0.88852847,0.91188294,1.194674,0.8177712,1.0214517,0.7278788,1.1858113,1.0210162,1.3575693,1.2567873,1.2686616,0.8320124,0.8458637,1.117205,1.2862262,0.95495,1.0446957,1.2338098,1.313634,1.1537364,1.4804257,0.3563236,1.2314945,0.9114534,0.9718611,1.1878942,0.9442429,1.3273859,1.024291,0.6150359,1.2588023,1.253749,1.1878648,1.4108691,0.723666,0.0,0.4043976,1.0708172,0.96273696,0.9273399,1.3389947,1.3170764,1.2072634,1.139874,1.2098745,0.305135,1.3262922,1.201665
tooth,1.3651887,0.7941486,0.613787,1.0178186,0.98143333,0.85774666,0.92310125,1.057026,1.3116763,1.2842138,0.5218868,1.2485948,1.187716,1.3377066,1.2239772,1.3148599,0.80482775,0.8141079,0.7173792,1.248527,0.6615262,1.0667543,1.1272004,0.7065504,1.1055572,0.9490933,0.58478534,1.0698773,1.2991915,1.1529459,0.6443291,1.2647287,1.0794797,0.99966717,1.044972,0.77150697,0.4822626,1.2709788,0.9943314,0.45992184,1.3326721,0.6661313,1.1730928,1.0939717,1.182119,0.9528989,1.0627402,1.27319,0.69748247,0.7456996,1.1078709,1.0686371,0.46228945,0.61957514,1.1002746,0.7476176,0.95354843,1.1874101,0.84413713,0.36331636,0.90910673,1.2253752,0.41269648,0.96438575,1.0107627,0.8628762,0.7450354,1.1754477,1.2725708,1.2096716,1.0028584,1.1707249,0.46347326,1.3061277,0.81513184,1.0232515,1.0103066,1.1163989,1.1366931,1.205426,1.2459292,1.0705552,0.35332632,1.0606376,0.45655215,0.6119638,0.67661345,1.1931967,1.2014151,1.1895579,1.1277812,1.1613336,1.1679654,0.5180088,0.44789165,0.9838884,0.8695475,0.9154526,1.1915739,0.7472723,1.2232931,0.9170681,1.3211651,1.103246,1.2607331,1.2897912,1.3213413,0.8835822,0.922523,1.0417521,1.1837655,1.1272811,1.0965611,1.2370112,1.1690476,1.0079405,1.328532,0.5094481,1.0810648,1.0374571,1.1065134,1.1020538,0.8940348,1.2517034,1.1377368,0.6655457,1.2983556,1.190234,1.2507766,1.2813249,0.7791116,0.4043976,0.0,0.9781129,1.0307444,0.9239776,1.2079401,1.1788878,1.2012825,1.1907952,1.2223073,0.40351915,1.2632335,1.1802917
toothbrush,0.7685817,1.1587363,1.4057535,0.6678901,1.1963785,1.2027105,1.0843127,1.2965237,0.8541158,0.84461915,1.2941246,1.0529485,0.77394605,0.95449317,0.8884176,0.8174062,1.096036,1.3040938,1.2460757,0.96689934,1.3303244,1.0665722,1.0145993,1.1318862,1.2653451,1.3308024,0.7664555,1.3351955,1.0475268,1.0171335,1.4020872,0.99134195,1.0572274,0.86532587,0.7144636,1.1103078,0.97601545,0.9412236,0.8071154,1.2677193,0.8974703,1.3446026,1.1997778,0.9886699,1.0523361,0.9711477,0.77249324,1.1338043,0.9019222,1.0251386,0.99024075,0.92784786,0.80116045,1.3143895,1.2402182,0.84890556,0.6480504,0.8365377,0.8068771,1.2776704,0.9265745,1.0244317,0.94758403,0.93736774,0.9143166,0.47911394,1.3116882,0.7635773,0.69392884,0.97932464,1.2138394,0.826519,1.0584787,1.0744057,1.4078349,1.0018505,0.9731929,0.92951524,0.5502635,0.98664737,1.1117568,1.0415535,1.3136898,0.9518115,1.0575101,0.7229289,1.3580326,0.9737714,1.2352561,0.7373147,0.8784718,0.7058645,0.777153,1.2441535,1.1635048,0.5067433,1.1521094,1.1380769,1.105317,1.2727214,1.1271484,1.336315,1.072145,1.0101027,0.99216884,1.1233724,0.9313397,1.3794882,1.035835,0.60139567,0.8096464,0.8875584,0.95414007,0.85596335,1.0238234,1.0724405,0.7828628,1.3584325,1.0168895,1.064826,1.0084991,0.84261125,0.621786,0.7977176,0.7545316,1.3413565,0.80186856,0.866068,0.8498923,0.79564416,1.333735,1.0708172,0.9781129,0.0,1.1693499,1.1520921,0.7706303,1.1415617,1.0408261,1.1589525,0.9861222,1.2809968,1.1133442,0.93396246
towel,1.2849019,0.7942288,0.9392234,1.2071307,0.9348153,0.80631995,0.89352727,0.55449975,1.1175143,1.0678947,0.7264071,0.94331014,1.2673982,1.1603706,0.73637086,1.0526035,0.50219953,0.73183835,0.77394325,0.9011686,0.8932188,0.77909446,0.8446155,0.7209394,0.5969362,0.712554,1.0541514,0.9761014,0.80526984,0.8276758,0.74566305,1.0172514,0.88796616,1.1263703,1.0016015,1.0710104,1.061607,1.0249273,1.1320974,0.76752687,1.1171024,0.6708801,1.0478752,0.91671187,1.0324688,0.9443624,1.0720956,1.077315,1.1057256,0.99240154,1.0771617,1.3348453,1.0279456,0.7445824,0.9301647,1.0588067,0.8247629,1.2184212,1.1158041,0.9752049,0.7505575,1.2826314,0.7487358,1.3423799,1.0950893,1.2221334,0.91576284,1.4178197,1.2107675,1.027064,0.82428277,1.193901,0.7920233,0.82892454,0.69833374,0.9971142,0.99217254,1.0515141,1.099798,0.8209723,1.1202188,1.0063818,0.9322227,0.25343513,0.9901174,1.2505338,1.0072618,0.93173707,0.86306417,1.1694009,1.1131141,0.7257409,1.0543238,0.7408036,0.80569667,1.1777325,0.40421975,0.98564047,1.0921882,0.7112014,0.90301454,0.9386297,0.7158803,0.9204772,1.0688025,1.0659117,1.1582136,0.7461492,0.9836441,1.1149551,1.2572498,0.88051546,1.0317976,1.0206481,1.2217644,0.7496437,1.2318207,0.77187896,1.1904708,0.8075112,0.64288235,1.1500837,0.84961534,1.2750752,1.1684256,0.9112844,1.1191124,1.2252251,1.372023,1.2840338,0.83165795,0.96273696,1.0307444,1.1693499,0.0,0.90782756,0.9733249,1.2534984,1.0037342,0.9720077,0.9705301,0.95026886,0.87402713,1.176978
toy,1.2379419,0.7635664,0.4617362,1.5192928,0.4234931,0.4749545,0.7496832,0.6735973,1.1953162,1.3149248,0.85598016,1.0329809,1.3587921,0.9657051,1.3061392,0.8490137,0.5653416,0.47059578,0.6310426,0.9278143,0.6171813,0.74430776,0.46944326,0.5700866,0.84961754,0.5334002,1.1914502,1.1804396,0.998359,0.93671215,0.6745081,1.3023396,1.1538339,1.1708826,1.2232139,0.9947103,1.0957327,1.3109748,1.2881694,0.5254551,1.3132551,0.5470424,1.1149079,0.8193511,1.3254595,1.2645876,1.3639176,0.881235,1.1205263,0.8674936,1.3721642,1.280061,1.141638,0.5088023,0.8412024,1.3190436,1.0064161,0.8070675,1.1433202,0.8156463,0.87741894,1.1211762,0.59691626,1.3650295,1.0030447,1.3378677,0.6377468,1.4044623,0.84707284,1.2474947,0.77493906,1.4480448,0.810715,1.0509133,0.5747094,1.4074813,0.801807,0.95395774,1.1291903,0.9034977,0.70446694,0.8649123,0.6179751,1.0641595,1.0832183,1.2165492,0.58917797,1.3055673,0.8185656,1.4071581,1.4562675,1.3159847,1.236414,0.67772484,0.77963555,1.2266887,1.133777,0.81300795,0.9861618,0.6832154,1.0511441,0.5030945,0.7540738,0.7142912,1.32178,1.1547114,1.055436,0.8926101,1.2219431,0.7508675,1.4727035,0.9473874,1.4362649,0.80128634,1.4103541,1.0004952,0.9818929,0.51944345,1.275997,0.7524009,0.7748121,1.063175,0.90590566,1.0177094,1.0151176,0.57225287,0.9163497,1.4083083,1.0188295,1.3661842,0.42574954,0.9273399,0.9239776,1.1520921,0.90782756,0.0,0.9652292,1.1314616,0.75254947,0.9539839,0.76755214,0.6841416,1.2700104,1.2734518
tray,0.899042,1.1861526,1.2741407,1.0185934,1.1035324,1.1248522,0.9231582,0.8774253,0.67122287,0.7107029,1.2380793,0.67330354,0.95472497,1.0178435,0.81081074,0.7472947,0.61162424,1.1695147,0.97751456,0.4742447,1.1749825,1.1295614,0.8028028,1.1877582,0.89166147,1.144072,1.0768019,1.2670634,0.7399307,0.7902924,1.216099,0.90135896,1.064643,0.8859839,0.9730051,0.82568526,1.2312794,0.6497586,0.8835274,1.3065646,0.77996904,1.2482693,1.2024853,0.96387404,0.94734067,0.66460335,0.9471623,0.9839565,1.0358152,1.0406566,1.0943348,0.95693445,1.2399155,1.2723124,1.0949616,1.107748,0.8643116,1.0094789,1.0723218,1.3461361,1.1753416,1.0955704,1.1191912,1.0643635,0.89213467,1.0173333,1.2628236,1.0504355,0.7213191,1.0834436,0.96220857,1.0093206,1.1155413,0.88403857,1.2364376,1.218596,0.9310385,0.86956406,0.9412147,1.0112722,0.9795032,0.96868575,1.3468635,0.7512363,1.2742664,1.0880736,1.1646074,0.678764,1.0181884,0.9392196,1.0401609,0.659882,0.73865324,1.3206265,1.2922387,0.784344,0.9461849,0.9503737,1.0535928,0.8710959,1.0203626,1.1511403,0.8630579,0.80182207,0.77431625,0.9311521,0.9773536,1.2652056,1.1446561,0.90118635,0.9940873,1.0523934,1.0929875,1.0116913,1.0720826,0.72800446,0.76666874,1.3675661,1.0808713,1.1169907,1.0273173,0.7811417,0.8353262,1.0261676,0.98339117,1.2648492,0.89927745,1.0908797,1.03023,0.66013205,1.0590445,1.3389947,1.2079401,0.7706303,0.9733249,0.9652292,0.0,1.0885837,1.0127562,1.0196581,1.0526739,1.3498468,0.89762104,1.058232
tree,0.7393846,1.2570639,1.0827885,0.9481088,1.0656576,1.1746299,1.0202591,1.0985228,0.79146963,0.7937908,1.3549696,0.99611354,0.8870801,0.9080672,0.9139088,0.81736815,1.3630332,1.2075871,1.2166605,0.98884976,1.2301066,1.1109068,1.1192256,1.2202415,1.1449084,1.0995054,1.2075039,0.9322186,1.0734621,0.9872676,1.252488,0.8634718,0.8217225,1.0765847,1.0877057,1.1709538,1.219717,0.9611768,1.0898417,1.2708564,0.7921468,1.272261,1.0360569,1.1317154,0.8527709,1.1994075,0.98242533,0.93180317,1.0431052,1.1030047,0.7321105,0.8173901,1.2903746,1.1752398,0.48209703,1.1265885,1.3184611,0.8495113,1.1075025,1.2676734,1.3601599,0.48220527,1.3197534,0.89131427,0.9912517,1.089712,1.2091769,0.6451187,1.0035297,0.7334349,1.1317452,0.87582767,1.3563904,0.9551685,1.2218577,1.0956777,0.9394959,0.99751526,1.0084832,1.0488478,0.96800095,1.0660417,1.2004073,1.2296197,1.2878523,1.1302708,1.1063405,1.0527773,1.0125964,0.9141848,0.9679744,1.0320045,0.98079866,1.2714977,1.2773635,1.0965276,1.323744,1.0551378,0.5361457,1.2658646,1.0947679,1.0356668,1.0979761,1.127811,0.91933906,0.81920147,0.8870392,0.9928486,1.0832385,0.96677274,0.8319336,1.073219,0.9975449,0.97081244,0.68184435,1.1667651,0.68144286,1.3067665,0.65640515,1.2547795,1.1491493,0.96681887,1.344243,0.7963756,0.9767065,0.99313885,0.98237306,0.8537011,0.7537827,0.7891667,1.2673244,1.3170764,1.1788878,1.1415617,1.2534984,1.1314616,1.0885837,0.0,0.952418,0.77367824,0.96553177,1.2983896,0.6789554,0.8167293
