,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
cloud,0.9585885,1.0529792,1.1033908,1.1090951,1.0498091,0.9410005,1.0680861,1.0295603,1.0129613,1.0088431,1.0390357,0.9975652,1.0342889,0.92079085,0.9323839,0.9596078,1.021517,1.0814552,0.9819288,1.0727222,1.0794761,0.91433704,1.1148157,0.9990911,1.0069859,0.9382012,1.0712986,0.89430964,1.0022422,0.92747235,0.95772314,1.0100584,0.0,1.0253508,0.9043672,0.98831105,1.0659144,1.0747514,1.0307742,1.0233891,0.95853966,1.0428796,1.0116259,1.0064123,1.0099716,1.0738982,0.9662987,0.8605138,1.0262933,1.0067108,0.9268388,1.0117027,1.1190399,0.8858852,0.9423472,1.1508456,0.950167,1.033556,1.027243,1.0766906,1.2268629,0.87266755,1.0130492,0.99371636,1.038466,1.1363995,1.0792776,0.9962099,1.0361274,1.0167661,1.0743113,1.0502735,1.0044026,0.86234117,0.95707715,1.0605483,1.037949,1.0296063,1.1381178,0.9474532,1.0770915,0.92623794,1.0643579,0.88513744,1.0664374,1.0045282,1.0751767,1.0298164,0.95112514,1.0397143,1.0464165,0.93087053,1.0062066,0.94262433,0.9581221,1.0575358,0.99540985,1.000085,0.9629551,0.9324116,1.0241871,1.0814068,1.0833269,1.0489302,1.045569,0.8803121,0.888499,0.95249003,1.0448799,1.1293061,1.0414848,1.0745177,1.0106989,0.955791,0.99905884,0.9369813,0.9978571,1.1235517,0.88559186,1.048827,1.1180829,1.0694586,0.93206257,0.9931684,0.9993218,1.0728558,1.0431015,1.0404799,1.0079757,1.0410116,1.0358568,1.1699842,1.0794797,1.0572274,0.88796616,1.1538339,1.064643,0.8217225,1.1084828,0.8825466,0.9203886,1.1327634,0.7956577,1.0365844
coffee,0.95511186,0.99265015,1.1102219,0.94202936,1.1952724,0.9458333,0.8846017,1.1395562,0.8650556,1.040638,1.0288826,1.0890095,0.891798,1.0273904,0.9367071,0.9236498,1.0608602,1.1572177,0.94607055,0.93407035,1.0694623,1.1948161,0.8448603,1.1926496,1.0088872,1.213701,0.7848965,0.9287045,1.111157,0.761004,1.131051,1.0425549,1.0253508,0.0,0.90238816,0.8167621,1.0260972,0.98383623,0.7669058,1.2157681,1.0636988,1.1423736,1.1652913,1.0863953,0.9565989,0.8530972,0.88451695,1.0635802,1.0244043,0.995942,1.1085526,0.923367,1.0066737,1.0875854,1.1501466,1.0187341,0.96113,1.0368166,0.9388356,1.1143796,1.0546733,1.1114186,1.0305431,0.9258574,0.76956993,0.9279527,1.1908274,1.0289173,0.97897625,1.1327531,0.99560827,1.0113388,1.0767186,1.1899295,1.2029992,0.9229939,0.9370167,0.9391044,0.8616839,1.1626811,1.0992123,0.8072176,1.1696461,0.9662421,1.0235903,0.89582,1.0656743,0.8496031,1.1030366,0.92757636,0.9537562,0.86009735,0.7645346,1.1302056,1.1446115,0.85967183,0.88889366,1.0508525,1.0664593,0.98650795,1.0175158,1.1234516,1.0772012,1.064355,0.91795313,1.0167342,1.0967388,1.000695,1.1208981,1.1492807,0.9386827,1.0637857,1.0213617,1.1652455,1.0204853,0.790893,0.98795956,1.2388809,1.0837569,1.0449368,1.0163519,0.3999446,0.9141823,1.0728791,1.0813925,1.1418682,1.109275,0.99613076,1.1173477,1.0001683,0.9474713,1.1459417,0.99966717,0.86532587,1.1263703,1.1708826,0.8859839,1.0765847,1.1172886,1.1953654,1.2082201,1.1587076,1.072423,1.104088
comb,0.78631294,1.0506037,1.3478087,0.7941459,1.2277441,1.2023532,1.171137,0.95176804,0.86805487,0.81060463,1.0459825,0.9495092,0.8607978,0.97498155,0.9005754,1.0042266,1.0780549,1.2032498,1.1774707,0.94834095,1.2851912,1.0628796,1.0839326,1.1325489,1.0060077,1.2371536,1.0074948,0.95498973,0.88100994,0.9948819,1.0638613,0.755045,0.9043672,0.90238816,0.0,1.0728803,1.035281,0.87868226,0.8725415,1.1611046,0.68552756,1.1889681,1.039347,0.9779671,0.9293383,0.84908855,0.86748743,0.9964588,1.0147495,1.1843429,0.88763493,0.985411,1.0903394,1.2841995,1.1510962,1.0101527,0.90466213,0.97402054,1.0068672,1.1454434,1.0525035,1.0289252,1.152841,0.90702724,1.0939636,0.9720286,1.1848291,0.97954184,0.990922,1.0860614,1.1272703,0.9224208,0.99369144,0.8406456,1.1170946,0.92305064,1.1907454,0.93153745,0.7776978,0.97894704,1.0092708,1.0733347,1.2161349,0.9808007,1.0969385,0.95112944,1.3143507,0.80644387,1.0828325,0.84738624,0.85747945,0.8678705,0.849615,1.1256295,1.1050522,0.7539419,0.94163305,1.1106689,1.0816545,1.1849363,1.0400811,1.2293725,1.0917282,0.92969567,0.87900186,1.0743635,0.8654371,1.0964534,0.97096467,0.8999924,0.86018205,0.9484258,1.0107212,1.0115397,0.871781,0.9384066,0.9488168,1.2173882,0.9653341,1.0594611,0.88853115,0.990211,0.9438635,0.8704871,0.996771,1.2488477,0.9092298,0.8214737,1.1178569,0.91672534,1.2491717,1.2018957,1.044972,0.7144636,1.0016015,1.2232139,0.9730051,1.0877057,1.0119935,0.95167226,0.9774674,1.184757,0.9601791,0.9158142
cookie,1.0786433,0.84157854,0.7873778,0.9520657,1.0650318,0.8896651,0.7990978,1.1953521,1.1075279,1.0373888,0.79258776,1.109059,1.0457567,1.1555896,1.0162123,1.1042881,0.7712226,1.1029761,0.864762,1.0817177,0.75837517,1.2244806,1.1343709,0.8507164,1.1035484,1.0961373,0.7291385,1.148484,1.2326887,1.0399958,0.83520967,1.090685,0.98831105,0.8167621,1.0728803,0.0,0.7822433,0.9319759,0.8226857,0.88629365,1.150198,0.9854436,1.2375363,1.0503486,1.110294,0.71249354,0.9433774,1.0208551,0.80908716,0.70057976,1.1694189,0.94561714,0.74386036,0.8249302,1.2510812,0.756825,1.0855223,1.0125667,0.704507,0.79851866,1.0569532,1.1390384,0.7606283,0.93239784,0.8510729,1.0038668,0.97993743,1.2011193,1.1099089,1.1883223,1.0568976,1.0412428,0.76088864,1.2818325,1.0865703,1.0308677,0.9160012,1.0973283,1.1547543,1.2187494,1.1190012,0.897136,0.8395725,0.96260095,0.8410785,0.80715847,0.61343503,1.0160071,1.1073066,1.094783,0.9842269,0.95493895,1.0711436,0.8780967,0.8475539,0.96334547,0.8992949,0.9675678,1.234819,0.73641086,1.19375,0.97721756,1.1737133,1.1618803,1.0819955,1.1310914,1.1428989,1.0267411,1.0638325,1.1130219,1.1040573,1.2098069,0.9895289,1.3357955,1.0826348,0.96183723,1.1362416,0.9325788,1.0962911,1.0808756,1.2952178,0.91340965,1.03133,1.184389,1.1426345,0.9369993,1.2305101,1.1438416,1.1234207,0.99665517,0.7461854,0.77362734,0.77150697,1.1103078,1.0710104,0.9947103,0.82568526,1.1709538,1.276808,1.215134,1.2799495,0.8222735,1.2313302,1.0474968
corn,1.2276456,0.6758222,0.80922186,0.90233433,1.0932758,1.0004324,0.96001905,1.2384177,1.2943575,1.325707,0.67590487,1.1588674,1.1125003,1.2124165,1.201924,1.2286569,1.0012586,0.9686882,1.1028742,1.2767605,0.7695192,1.0385371,1.2284558,0.79956096,1.1253744,1.0098156,0.6223263,1.0558246,1.2163042,1.2185457,0.8310822,1.2036692,1.0659144,1.0260972,1.035281,0.7822433,0.0,1.2474968,1.005417,0.7240201,1.3442019,0.87764394,1.0025127,1.0212306,1.180097,0.9411912,0.9318009,1.2262328,0.6972772,0.88832384,1.014496,1.1073853,0.46855903,0.75628734,1.1399813,0.56088895,0.991479,1.1478506,0.8163898,0.57719004,0.7964818,1.1718646,0.6534634,0.90848476,1.0024338,0.7658266,0.7897004,1.0874679,1.2090528,1.0794661,1.0172408,0.9873629,0.69264174,1.2196512,0.9889713,0.8104796,1.0461328,1.0927216,1.0073674,1.0540266,1.1446173,1.016866,0.67578113,1.0637133,0.46272862,0.6325166,0.82075536,1.2674934,1.1003563,1.098556,0.94484663,1.194146,1.2086744,0.7793348,0.71875113,1.0145503,0.98864627,1.0769285,1.2084875,1.0094928,1.027684,1.0398737,1.1504173,1.2085023,1.2881627,1.2910169,1.1396174,0.9658216,0.7307018,1.0707178,1.1136614,0.9297491,0.8305763,1.1655737,1.2057467,1.1820723,1.2694973,0.66253877,1.1461747,1.0497322,1.0472877,1.0826528,1.0095023,1.1812757,0.98467,0.85349065,1.1084316,1.1482642,1.1200274,1.2422507,1.0083988,0.42798853,0.4822626,0.97601545,1.061607,1.0957327,1.2312794,1.219717,1.0574929,1.1129467,1.1386414,0.5693362,1.3147455,1.1197264
couch,0.7476973,1.2281549,1.4625845,0.66336226,1.3427608,1.4149258,1.2207055,1.0414007,0.5505465,0.2512607,1.176794,0.6155016,0.6641481,1.1678244,0.417575,0.83253354,1.0965604,1.4517266,1.2483692,0.57925713,1.5355545,1.2759874,1.168691,1.3092661,0.90665525,1.2887979,1.2416465,0.9877199,0.65147185,1.1550243,1.3487105,0.4848429,1.0747514,0.98383623,0.87868226,0.9319759,1.2474968,0.0,1.0211357,1.4559917,0.37351716,1.4229624,1.0513492,0.85544676,0.57604235,0.50365806,0.72656244,1.076607,1.0446367,1.2299275,0.81173277,0.73259836,1.225859,1.5149459,1.2199107,0.9663513,1.2496282,1.0592332,1.0291463,1.3596474,1.0817461,0.8407903,1.4268715,0.787917,1.1931611,0.9842754,1.3275373,0.8052161,0.9069497,0.81933206,1.279573,0.5635451,1.2558675,0.87488693,1.3980333,0.8155093,1.260097,1.0358218,0.8096329,1.0704336,1.0512472,1.1805912,1.4047478,0.8584422,1.3081585,1.0011964,1.3489974,0.44393402,1.2264504,0.5614296,0.5510695,0.59096843,0.98023343,1.4360397,1.3705268,0.7850933,0.60508025,1.2828015,1.1004765,1.2824711,1.0575664,1.4202075,0.8873287,1.031269,0.412228,0.91791934,1.0141493,1.1438899,0.9779783,0.93430513,0.5587405,1.0116509,0.7208916,1.2066814,0.5803026,0.75944674,0.71175915,1.4620514,0.9129642,1.1409312,1.0528748,1.0290397,1.2712822,0.9275138,1.1625044,1.4009979,0.85394657,0.661299,0.962491,0.49570453,1.4207236,1.3616914,1.2709788,0.9412236,1.0249273,1.3109748,0.6497586,0.9611768,1.0590388,0.99220204,1.1050767,1.4206672,0.715297,0.71058774
cracker,0.85784876,1.2259794,1.1475104,0.7984467,1.2505286,1.2416679,0.827783,1.1428475,1.0985191,1.0069215,1.2022129,1.0229424,0.8641342,0.93720526,0.94323045,1.0912678,1.0909256,1.1361057,1.1644834,1.1272633,0.8198749,1.165437,1.2605298,1.1498395,1.2786696,1.3100684,0.5292276,0.951066,1.1205643,0.6604942,1.2483637,1.0683593,1.0307742,0.7669058,0.8725415,0.8226857,1.005417,1.0211357,0.0,1.1894109,1.0319315,1.206828,0.9577036,1.0672736,0.97281617,0.89202416,0.8111125,1.0649735,1.0391152,0.9068489,1.0438691,0.9690123,0.92615384,1.1571987,1.152725,0.9121703,0.8910451,1.0340023,0.81800866,1.1858513,1.0227332,1.0544488,0.99506503,0.98774534,0.5414301,0.77977514,1.2961861,0.94343454,0.9536374,1.1018287,0.8809116,0.96673995,1.0204237,1.1120178,1.3400955,0.88008547,0.7266665,0.93705654,0.8139421,1.1294771,1.1218868,0.87601215,1.202167,1.0024027,1.0664876,0.9246094,1.1109087,0.93354464,1.0070384,0.8510922,0.8944514,0.8736345,0.7119005,1.1878874,1.1360894,0.6700185,1.0626004,0.54786515,1.054575,0.9720931,1.0497303,1.1854489,1.2017193,1.1553856,0.9183861,0.81412995,1.0402224,1.0857121,1.0576699,1.1860425,0.9119204,0.9899785,1.0303881,1.1038209,0.89203143,1.201677,1.0945933,1.2253513,0.9938823,1.1720538,1.0250899,0.8986882,0.9424725,1.1147051,0.99477696,1.18166,1.129547,0.9530215,1.05659,0.845458,1.147076,1.089081,0.9943314,0.8071154,1.1320974,1.2881694,0.8835274,1.0898417,1.0850537,1.1554266,1.1597216,1.2386026,1.133894,1.084122
crayon,1.5184461,0.6257471,0.3233677,1.3144672,0.76387644,0.63111115,0.8851436,0.7793185,1.4466999,1.4789046,0.32598066,1.1857885,1.5224862,1.2207155,1.3858926,1.3386363,0.48166,0.3557911,0.3497547,1.2617137,0.38327992,0.6767658,0.881011,0.36865318,0.809623,0.53372127,0.85852516,0.98751247,1.1615521,1.1893213,0.31933886,1.3456159,1.0233891,1.2157681,1.1611046,0.88629365,0.7240201,1.4559917,1.1894109,0.0,1.4683237,0.22958618,1.0897644,1.123101,1.2087314,1.0614653,1.3687644,1.078415,0.9858342,0.87097365,1.2717004,1.3847954,0.703893,0.19032502,0.94628716,1.0611292,0.7295648,1.1296308,1.019435,0.24091303,0.8177489,1.314766,0.4062537,1.3114579,1.1258003,1.2336637,0.5650703,1.4300859,1.1979456,1.3570421,0.7848112,1.4565597,0.15906525,1.1300666,0.30379093,1.1899917,1.0726254,1.0931348,1.4063644,0.9375669,1.0346786,1.0085233,0.12156069,0.99390876,0.5917633,1.0726542,0.4306643,1.28455,1.0207055,1.5117552,1.438667,1.3390641,1.2907073,0.08289552,0.094839394,1.25811,0.84145695,0.7446419,1.1005001,0.38195527,1.0652484,0.5873324,1.1693814,1.0020543,1.3445767,1.2951276,1.2395716,0.6292552,1.1130432,0.97579044,1.5359818,1.222424,1.3437159,0.9488256,1.3656366,0.80860054,1.4637043,0.13358963,1.2408202,0.86387134,0.98426753,1.2663674,0.671685,1.2661777,1.1006399,0.3852508,1.2593095,1.4480714,1.3065786,1.5068781,0.46485114,0.49287468,0.45992184,1.2677193,0.76752687,0.5254551,1.3065646,1.2708564,1.0740054,1.0973363,0.901148,0.21552819,1.2578886,1.3133318
crib,0.6570642,1.4242477,1.4870319,0.7779664,1.3135867,1.4466237,1.2326608,1.0248733,0.49676186,0.1864205,1.3838385,0.6452353,0.69369006,1.0347497,0.62414193,0.78585035,1.264844,1.4098632,1.2563801,0.67389554,1.5313729,1.1439383,1.1186229,1.3481867,1.0125333,1.2783284,1.3244569,1.0030347,0.5724889,1.0376871,1.3762348,0.24725902,0.95853966,1.0636988,0.68552756,1.150198,1.3442019,0.37351716,1.0319315,1.4683237,0.0,1.4398489,1.046127,0.99298835,0.56713796,0.83288634,0.83747375,0.97618276,1.1054565,1.3465564,0.7326457,0.6778124,1.3448892,1.5397469,1.1564709,1.1177522,1.1726964,0.9447018,1.1222621,1.4235687,1.3608341,0.71794856,1.5170789,0.799687,1.1844331,1.0318142,1.3811338,0.7275662,0.92990625,0.7957816,1.1980591,0.73717344,1.368257,0.49814314,1.3456875,0.9641317,1.2228668,0.9869608,0.9359394,0.98262763,1.0098715,1.1466502,1.4168193,1.0572594,1.444306,1.0587142,1.3851435,0.6054137,1.1655992,0.60858995,0.74276197,0.7273204,0.8483732,1.4394528,1.3900795,0.8503912,0.9891842,1.2509902,0.99223596,1.2967327,1.1061484,1.38257,1.0296495,1.0157232,0.5230405,0.97582597,0.83474565,1.2345679,1.0792029,0.88426614,0.62422574,1.0844315,0.92713606,1.0236555,0.48822296,0.93864954,0.6062339,1.5293362,0.75226736,1.169584,1.139693,0.97066146,1.2185642,0.7594137,1.0203061,1.3995901,0.83114755,0.59697837,0.8319753,0.5005052,1.4409156,1.4586086,1.3326721,0.8974703,1.1171024,1.3132551,0.77996904,0.7921468,1.0285525,0.77330184,0.96391964,1.4966308,0.54931885,0.6181071
cup,1.5638247,0.595247,0.34809095,1.416717,0.71365607,0.51382667,0.87678945,0.66335356,1.4017795,1.5372372,0.44524848,1.1863457,1.4786563,1.2159233,1.4880719,1.3201979,0.50531256,0.11317992,0.3681143,1.1294571,0.34844863,0.67340183,0.63374853,0.42847955,0.5826081,0.49193358,0.9367649,1.0227554,1.0234398,1.057421,0.32199466,1.3365464,1.0428796,1.1423736,1.1889681,0.9854436,0.87764394,1.4229624,1.206828,0.22958618,1.4398489,0.0,1.0447971,1.1249347,1.1030687,1.0568175,1.3881586,1.0345663,1.0956845,0.85511124,1.3822134,1.3836501,0.8686218,0.30774736,0.8520866,1.162714,0.7878983,1.1918554,1.0552619,0.42093343,0.84945774,1.3522449,0.4436568,1.3378005,1.055119,1.3186259,0.54165566,1.4303616,1.22766,1.3520858,0.44312042,1.5053551,0.42471325,1.0492511,0.23982239,1.1089028,1.0160711,0.956578,1.4909354,0.91947,1.0354282,0.9413973,0.3322047,0.9594193,0.705932,1.167429,0.4616995,1.1051853,0.9448944,1.5205443,1.4377143,1.3394451,1.2538466,0.3098867,0.37255108,1.3403304,0.8313609,0.7334428,1.0809242,0.3725245,0.934286,0.55370635,1.1072401,0.86597526,1.1673962,1.2777321,1.3131123,0.60263133,1.1019279,1.1539658,1.5270272,1.2282653,1.3070576,0.9888353,1.3187038,0.8080019,1.4863377,0.29569554,1.313037,0.61287767,0.9240216,1.1750757,0.76614594,1.2683148,1.1969862,0.4571978,1.2283455,1.4295427,1.3398262,1.4725891,0.41930288,0.6060113,0.6661313,1.3446026,0.6708801,0.5470424,1.2482693,1.272261,1.1011314,1.034123,0.92387843,0.37174392,1.1544033,1.3642559
dog,0.8970516,1.0197872,1.0209566,1.0440962,0.9813943,1.0701983,1.0903674,1.0037099,1.1945074,1.1001695,0.9885831,0.95347023,1.0143104,0.810811,1.08867,1.1764627,1.2032493,0.9681355,1.1670195,1.179752,0.8879239,1.0362333,1.2297821,1.0672659,1.0613377,0.9471762,1.0763708,0.4099489,0.9551069,0.99920255,1.0401905,1.1057473,1.0116259,1.1652913,1.039347,1.2375363,1.0025127,1.0513492,0.9577036,1.0897644,1.046127,1.0447971,0.0,0.76139456,1.076511,1.1297147,0.992052,0.7899326,1.0618603,1.1086053,0.91349834,1.0838447,1.0121374,1.0343637,0.85979545,1.0082003,0.9877275,0.993478,0.99934524,0.94155854,0.7552141,0.9098237,1.1196833,0.8912897,1.0559599,0.9573031,0.7973194,0.8787606,1.0371683,0.9554273,0.9080298,0.95924413,1.177116,0.9681923,0.9439155,0.8373363,1.0591326,1.0624526,1.0380985,1.0364593,0.77685905,0.8926392,1.070554,1.0916957,0.9386746,1.0207458,1.0620099,1.1164052,0.49545616,1.0073119,1.0082576,1.2057397,1.1235956,1.0600646,1.0956374,1.0587237,1.0816264,0.97141993,0.9236976,1.1186825,0.5668639,0.89393705,0.7802448,1.0137051,1.0469711,0.8140359,0.67899,0.8550865,0.9085606,1.2664429,0.999565,0.89978033,0.9008695,0.9982533,1.0916221,1.1967483,1.1309688,0.90063566,1.1553289,0.96419644,0.91742635,1.2206106,1.0646006,1.1092682,1.0406425,1.0222157,0.8985454,0.94850564,0.9764662,1.0195543,1.0195531,0.9376906,1.1730928,1.1997778,1.0478752,1.1149079,1.2024853,1.0360569,0.9918457,0.86020595,1.0446938,0.9390988,1.0458314,1.0284328
doll,0.9601449,1.0678574,1.1176587,1.0908136,0.8633977,1.0304259,1.0014709,0.85759246,1.2147616,0.9752923,1.0515305,0.9757267,0.907715,0.91360223,0.97782665,1.0616661,0.9967481,1.0763965,1.1786964,1.0072641,1.1279323,1.0074786,1.0264328,1.0195633,1.059484,1.034285,1.1288254,0.9441117,0.8862397,0.9548362,1.0830954,1.0193682,1.0064123,1.0863953,0.9779671,1.0503486,1.0212306,0.85544676,1.0672736,1.123101,0.99298835,1.1249347,0.76139456,0.0,1.0820243,1.0338695,0.84873724,0.8384651,1.0057303,0.9843014,1.1170899,1.042568,1.0329065,1.1230903,0.9693779,1.0210801,1.125282,0.92411697,1.0865465,1.1248068,0.7473576,1.0348979,1.0507876,0.9780866,1.0687195,1.0042222,0.95180905,1.1216927,0.9352618,1.0162367,1.0653591,1.0628899,1.1316692,0.9414078,1.0644927,0.86759704,1.0243459,1.0126278,0.8479209,0.9707941,0.9788442,0.95330036,1.1461608,0.9282262,1.0962923,0.9381473,1.0873306,0.95411,0.7229408,0.83656615,0.91290516,1.0038497,1.031511,1.1823719,1.1595356,1.1072675,0.9342686,1.1065258,0.9667867,1.1777811,0.8854099,1.0094203,0.71651745,0.8337765,0.99644095,0.94984215,0.81040764,1.10268,1.0145253,1.0627304,0.976762,0.7069733,0.9576303,1.02927,1.1506642,1.2130423,1.048902,1.0111839,1.2028055,0.8683361,0.73497707,1.0959461,1.0971785,1.0353365,1.0122406,1.102723,0.7474011,0.9159233,0.94128096,1.1099222,0.99592245,1.0541161,1.0939717,0.9886699,0.91671187,0.8193511,0.96387404,1.1317154,0.9009166,1.0153123,0.9295704,1.0616399,1.0081549,0.9610712
door,1.0029131,1.200099,1.3020499,0.83894575,1.2909608,1.2111509,1.2183061,0.9706864,0.7247019,0.6670944,1.0597003,0.77860266,0.94240886,1.183391,0.8724829,1.033844,1.1506352,1.1549686,1.1812615,0.7739137,1.3614455,0.9058161,1.1600175,1.1949708,0.7590664,1.1614988,1.1002362,0.8061234,0.6562263,1.1436385,1.1005809,0.4756801,1.0099716,0.9565989,0.9293383,1.110294,1.180097,0.57604235,0.97281617,1.2087314,0.56713796,1.1030687,1.076511,1.0820243,0.0,0.6144022,0.9910703,1.0770242,1.0989379,1.2432854,0.8618932,0.92075235,1.1824471,1.324006,1.0514166,1.0917807,1.1146452,1.252296,1.0757653,1.1816758,1.2250662,0.8987049,1.377037,0.9668083,1.2386622,1.0794846,1.273656,0.8375971,1.0255157,0.88340086,1.0066663,0.8360963,1.0883335,0.6493368,1.0418377,0.7439992,1.2823757,1.0226444,1.0418988,0.8372133,1.1579193,1.1578923,1.2260054,1.0289139,1.107684,1.0774249,1.2700641,0.43050933,1.1808145,0.8574111,0.7979368,0.87381715,1.0432532,1.1908213,1.1344281,0.89321476,0.7937374,1.2271782,0.99096125,1.2199636,1.010146,1.2479426,1.1147829,1.0415081,0.32829702,0.9870883,1.0287036,0.9701814,1.0661216,1.0513768,0.82292825,1.1294684,0.8826642,0.9604565,0.41919148,0.7612786,0.97062016,1.3154503,0.75926983,1.1084406,1.0439441,1.0918227,1.167,0.9987655,0.9329084,1.2248293,0.9657683,0.88078225,1.0069817,0.82124084,1.2696161,1.2430747,1.182119,1.0523361,1.0324688,1.3254595,0.94734067,0.8527709,0.93496644,0.85013473,0.80933344,1.2245579,0.41472673,0.9600948
drawer,1.0976506,0.9410104,1.2329261,0.6993624,1.3881512,1.251946,1.1116196,0.94731706,0.8651422,0.82993805,0.6981735,0.66737586,0.989541,1.3263056,0.8622593,1.140908,0.7402948,1.1943547,1.0293643,0.585914,1.1662064,1.132961,1.1356095,1.0247889,0.66400856,1.1763576,0.88462955,1.0643346,0.68992823,1.2103838,0.9991884,0.77403295,1.0738982,0.8530972,0.84908855,0.71249354,0.9411912,0.50365806,0.89202416,1.0614653,0.83288634,1.0568175,1.1297147,1.0338695,0.6144022,0.0,0.9035594,1.1889055,0.9262466,1.1232696,1.1025662,0.99092054,0.84575045,1.2220418,1.2231069,0.84480476,0.892743,1.2383702,0.8731158,0.95266837,0.91122025,1.2245165,1.0184616,0.9239032,1.1609329,0.9531281,1.1288314,1.04718,0.9892688,1.1080825,1.1000834,0.8871033,0.7381659,0.9561136,1.0737033,0.7707295,1.2668823,1.0338932,0.9712109,1.0732422,1.1337932,1.1081741,1.1142565,0.86281675,0.83726716,0.863765,1.117885,0.3566389,1.2328272,0.9156822,0.82294804,0.7782716,1.0974786,1.0096012,0.9160037,0.7431613,0.50718707,1.1448727,1.2066733,0.9563655,1.0134933,1.2649908,1.0680808,0.93197536,0.46379077,1.119387,1.1919143,0.9349125,0.96922785,1.0910292,0.90822154,1.162004,0.8734346,1.1973414,0.8844708,0.5980519,1.1419662,1.1366824,1.1605046,1.0619528,1.1249223,1.078056,0.96177447,1.165383,1.1243122,1.2128057,0.93652356,1.0012722,1.2578031,0.83959234,1.1905966,0.989929,0.9528989,0.9711477,0.9443624,1.2645876,0.66460335,1.1994075,1.1569396,1.101593,1.1162126,0.9946463,0.89736265,1.0312961
dress,0.7046787,1.1739693,1.3294356,0.65831995,1.308404,1.3236923,1.1545819,1.3507981,0.85986364,0.68258613,1.2036918,1.0395699,0.39421296,1.0715082,0.5608654,0.858688,1.2540543,1.3866031,1.4029412,1.006453,1.2929612,1.303364,1.2963308,1.2291586,1.2461519,1.3739122,0.9432385,1.101346,1.1370928,1.0673342,1.4009781,0.91966236,0.9662987,0.88451695,0.86748743,0.9433774,0.9318009,0.72656244,0.8111125,1.3687644,0.83747375,1.3881586,0.992052,0.84873724,0.9910703,0.9035594,0.0,1.114911,0.925405,1.0623484,0.74037224,0.7551845,1.0534364,1.3648105,1.2246567,0.89938897,1.2186606,1.1213847,0.8446266,1.2198303,0.9912036,0.9153082,1.2359834,0.66818583,0.9533128,0.8549619,1.1877105,0.7890532,0.9797343,0.62729985,1.2060883,0.6031115,1.2190745,1.1715627,1.5478083,0.76059055,1.1158849,1.0792568,0.6486791,1.169782,1.0789146,1.048071,1.2857251,0.9831697,1.015342,0.83281547,1.2275263,0.9236054,1.160699,0.3116138,0.40797806,0.72821474,0.8835183,1.374517,1.3055438,0.85090256,0.9917278,1.1366546,1.117675,1.341399,1.1407522,1.3604386,1.0105784,1.2838073,0.90575874,0.94468606,0.9491465,1.286406,0.7775465,1.0667168,0.43695402,0.9012572,0.56997603,1.1934595,0.9002645,1.2464051,0.75492334,1.3559538,1.0152192,1.1654576,1.071413,0.82582545,1.2482551,1.0506994,1.1459881,1.2653751,0.93017507,0.5389055,0.8316416,0.74299705,1.4478372,1.1959814,1.0627402,0.77249324,1.0720956,1.3639176,0.9471623,0.98242533,1.0376269,1.1852348,1.2202498,1.2945186,1.0582865,0.72453505
