,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
lamp,1.5043842,0.82872045,0.45971102,1.4808341,0.47432774,0.420251,0.73277986,0.66910076,1.4249438,1.4511198,0.777362,0.99008715,1.5047889,1.0766863,1.3816315,1.1963559,0.65532076,0.24740559,0.29584587,1.0207945,0.41234815,0.52250946,0.781324,0.69057083,0.38592196,0.67530763,0.4640507,1.2497163,0.69370914,0.3124177,1.236113,0.67568,1.3386837,1.3536087,0.2970624,1.3613024,0.17595303,0.73547435,1.0437305,0.97724843,0.6771499,1.3586966,1.1261325,0.628067,1.2993648,1.305112,1.1118459,0.77189195,0.85092986,0.77441573,0.9632429,0.6304679,1.238822,1.1625378,0.5358278,0.653749,1.3295043,0.7199301,1.4110752,1.387178,0.80778,1.433519,1.1148759,1.3972883,0.98643464,1.4895928,0.90132624,0.59309596,0.0,1.3871646,0.7435957,1.0222716,1.5540841,1.1310265,1.0992432,1.2045764,0.40573573,0.4549145,0.73163533,0.63496536,0.8741957,0.6949795,1.5578264,1.4228151,1.342041,0.78149545,0.37621737,0.7783446,1.3023903,1.3431311,0.6939763,1.1819882,0.8781946,0.36795628,1.3033869,0.66763866,0.9482573,1.1190132,0.7754246,1.0982736,0.8694931,1.1525543,1.0632033,1.5004989,1.2674727,1.3096058,1.0925015,1.2636602,0.9541507,1.5131024,0.36875635,1.172961,0.65119684,0.74989367,1.2467219,0.4133129,1.2200323,0.70884395,1.3259871,1.358959,1.3680863,1.4020146,0.36529338,0.77424306,1.1574751,1.1536862,0.6769122,0.5583323,0.9375565,1.2074593,1.2712867,0.791536,0.4458723,0.43960667,1.1812749
leg,0.9661038,1.1143417,1.2029555,0.4795131,1.3279576,1.3270636,1.2467796,1.327702,0.88581985,0.78563505,1.0652275,1.0964369,0.70255595,1.1566117,0.91593426,1.1826053,1.2884113,1.3865231,1.3635403,1.1459088,1.113231,1.2828444,1.3268795,1.0921475,1.3258611,1.2653329,1.1806889,0.82255805,1.2243726,1.3225751,0.9791828,1.3211818,0.7167016,0.79232323,1.3532113,0.8729796,1.3786618,0.9665842,1.0477738,0.92231363,1.0528592,0.84829813,1.088763,1.0270244,0.7441074,0.77353483,0.7398224,1.1744372,1.3609692,1.262723,0.90127033,1.140093,1.1927462,0.97144663,1.1013426,1.2275418,0.90551335,1.1968918,0.72637737,0.67576265,1.1045053,0.71657944,1.0532423,0.8920102,1.1343927,0.6696425,1.042078,1.3107665,1.3871646,0.0,1.233657,1.0948565,0.8352641,0.7763443,1.1575278,0.7439257,1.0890715,1.3690732,0.9370671,1.0945495,0.97731054,1.2623343,0.6571685,0.7275439,0.8501054,1.0567031,1.1410904,1.2519552,0.7606009,0.6173013,1.0586901,1.0544832,1.1898668,1.4128821,0.6000427,1.1391714,1.3419824,0.9878667,1.0395929,0.959252,1.0754892,1.0202236,1.170544,0.67403114,1.0167748,0.7758348,1.0936654,0.8357898,1.0445855,0.9482852,1.2302774,0.90689224,1.2435044,1.1511906,0.9357515,1.4044447,0.9797229,1.2320589,0.81218827,0.7931743,0.80987185,0.89612687,1.3287563,0.94142264,0.7231058,0.95407754,1.3616782,1.4914373,1.2280179,0.9871361,0.8096217,1.1720653,1.2892545,1.1247879,0.82600635
melon,1.077271,0.72361237,0.37122297,1.3079994,0.52133876,0.45058322,0.40772712,0.9260207,1.2809181,1.3386661,0.8528305,1.1681808,1.287148,1.0692867,1.229839,0.8866511,0.80223334,0.62459946,0.6062003,1.0419685,0.6200405,0.9665802,0.79067427,0.78987473,0.8413578,0.9552489,0.8446394,1.152199,1.1053367,0.7372276,1.2068388,0.9686234,1.258868,1.0347139,0.61335987,1.3196962,0.6412863,1.0591841,0.9407179,1.1908305,0.935373,1.1373533,1.0690011,0.76276135,1.3193531,1.1797745,0.90544885,1.0299432,0.5114563,0.950567,0.8276104,0.709724,0.8235839,1.1027611,0.81577086,0.7789532,1.2711753,0.661299,1.2240347,1.110431,0.8626142,1.3339249,1.1201793,1.2496741,0.82680273,1.3926438,0.9207572,1.0010841,0.7435957,1.233657,0.0,0.98063517,1.0479374,1.224268,1.1689649,0.86437374,0.75211525,0.68414927,0.82572675,0.5132605,1.1205795,0.71916515,1.3763559,1.3352864,1.1890695,0.8740258,0.72385794,0.92314965,1.01475,1.1563426,0.8135948,1.0175171,0.992399,0.6231531,1.1716439,0.6709234,0.8775713,1.0902456,0.80688065,1.2794335,0.9009875,0.93734336,1.0670282,1.3485825,1.0920427,1.2775421,1.1687276,1.2422746,1.0610895,1.1427901,0.7020672,1.1873331,0.8797147,0.8471412,0.91102594,0.7367291,1.2886842,0.91504145,1.3720548,1.2024475,1.376003,1.3546586,0.44895375,0.8578563,0.9644765,1.0493449,0.75148195,0.46983743,0.89733213,1.1353184,1.3540797,1.157891,1.0539993,0.7628449,1.3343476
milk,1.0295193,1.1486785,1.0255028,1.0783347,0.90649027,1.0095227,0.9673303,0.94471824,1.0180386,1.0336103,1.1141871,1.0376422,1.0278381,1.0225402,1.0462135,1.0000867,0.97565925,0.85964257,1.0086739,0.9246067,1.1299524,0.97898203,0.88998765,1.09772,1.0267085,0.9906646,1.0243357,1.0908351,0.9914744,0.9324045,1.0030707,0.95647126,1.0736642,1.1196678,1.0454606,1.0317419,0.9730262,1.114674,0.9566933,0.9806397,1.0424578,1.0185794,1.0431058,1.1536723,0.9828699,1.0689334,1.1125176,0.9995693,0.9763914,0.9331036,1.140749,1.1450727,0.9720073,1.0168254,1.1257552,1.0960767,1.0197383,0.9522884,1.01673,1.0681013,1.0676669,1.0450183,0.9917752,1.1135024,0.6385527,1.1020167,1.0239751,0.9542439,1.0222716,1.0948565,0.98063517,0.0,1.0794854,1.0471294,0.88772964,1.0905191,1.0981046,1.0441883,1.1400371,1.0480999,1.0342414,0.93441397,1.0727695,1.1039639,1.0659039,1.094088,1.1072062,1.0065393,1.0732989,1.0514518,1.0716597,0.8635325,0.9240314,0.9834054,1.1286283,0.98262036,1.0193477,0.9239804,1.1205561,0.96160245,1.0021669,0.96353865,0.9999964,1.0114858,0.93061244,1.093133,0.99694675,0.94688183,1.0462519,1.022447,1.1166513,0.96639335,0.61393654,0.9694282,0.96167177,1.0071851,1.0173204,1.047845,1.017965,1.070429,1.025521,0.9642059,1.0177603,1.0822068,1.067576,0.90091205,1.0367622,0.93535596,0.8802736,0.99446785,0.9658317,0.99875987,1.0158693,1.1080574,1.0144594
mitten,0.73503464,1.0152801,1.318386,0.66047525,1.3318073,1.3122178,1.118233,1.1673281,0.8413188,0.8162886,0.9079973,1.1527828,0.6123101,0.95876336,0.6452167,0.9229123,1.1140751,1.3759508,1.4527282,0.97191346,1.3576844,1.3550476,1.0764678,1.0834557,1.3773427,1.2636203,1.3627005,0.85837555,1.2982006,1.4049424,0.924518,1.2081203,0.82262164,0.6847418,1.3457844,0.9294374,1.4425367,1.1923968,0.87047863,1.1172202,1.2034813,0.66739374,0.93063205,1.2271532,0.9152129,0.9120072,0.7757213,1.1717097,0.87536776,1.2297564,0.8254911,1.2120703,0.8284138,0.96286047,1.3094788,0.82689947,1.021746,0.8624366,0.8371855,0.503956,1.0161002,0.89670825,0.9739518,0.60198617,1.0768268,0.68929017,1.0245688,1.3570923,1.5540841,0.8352641,1.0479374,1.0794854,0.0,0.9876421,1.0191762,0.8710488,1.4003128,1.1162103,1.0849549,1.2215195,1.1168554,1.2683287,0.56835556,0.64568174,0.8062458,0.98135763,1.323096,0.99848294,0.7068382,0.82490337,1.1330117,0.7873733,1.1917825,1.4096782,0.91416556,1.14635,0.7824216,0.96088386,1.1212195,1.0746742,1.2010415,0.99353004,0.8467329,0.6488093,0.68462163,0.7405985,1.0053911,1.0689938,1.1202469,0.77870244,1.251085,1.122726,1.2221291,0.91167635,0.9130271,1.329393,0.99797577,1.1923968,0.8142588,0.7231196,0.9295974,0.92844534,1.3682426,1.0584663,0.76841414,0.7000982,0.91013634,1.1131597,1.0324762,1.0144502,0.9347786,1.2757705,1.3680277,1.2599125,1.0604918
mop,0.98012763,1.2702272,1.2274274,0.81424564,1.2035164,1.2092254,1.2150724,1.0894686,0.7832051,0.7787366,1.246423,0.8308892,0.9548853,0.96728325,0.9705621,1.1400453,1.0317302,1.2713777,1.2409279,0.77025414,1.1560006,0.85975707,1.1163194,1.0975057,1.1689736,1.1194171,1.1621388,1.025339,0.9330439,1.2610734,1.0327109,1.1987835,0.6724862,0.8487875,1.2276758,0.7535951,1.2370577,1.1785393,1.0321023,0.78309184,0.75780547,0.94656134,1.0290396,1.1707697,0.9959433,0.8890183,1.1488581,1.0320201,1.2576051,1.1363355,1.2469597,1.1204488,1.0913543,1.0387226,1.238291,1.313881,0.84074354,1.2271769,0.9096385,1.0533488,1.1962733,0.9381399,0.83941233,1.0789022,1.045136,0.8839749,0.84211457,1.0883019,1.1310265,0.7763443,1.224268,1.0471294,0.9876421,0.0,0.87952113,0.8337339,1.1740148,1.2826061,1.2546054,1.1791039,0.82526135,1.1680018,0.9164678,0.9876371,0.77576995,0.94171196,1.1678424,1.1753463,0.7163662,1.0482163,1.0117935,0.9992826,1.0936538,1.2230409,1.058928,1.203785,1.1489546,0.8989624,1.2465755,0.78691244,1.001353,0.97159636,0.9507831,0.8884875,1.017357,0.99651587,0.69009435,0.8981782,0.9220935,0.95212,1.3211677,1.0067793,1.1206434,1.1776735,0.99154186,1.1157283,0.817296,1.1387168,0.7301784,0.9134504,0.66340053,0.70016634,1.2059803,1.2428734,0.93520945,0.8895251,1.2180635,1.2220048,0.9066366,1.011647,0.7060585,1.0755414,0.7305207,1.2894429,0.8547604
motorcycle,0.90247005,1.1989009,1.1895832,1.0867603,1.0294107,1.1364124,1.1292492,0.9185227,0.9320105,0.9508004,1.049142,0.78385353,1.05578,0.744647,0.9900218,0.933982,1.0644977,1.0772946,1.2149599,0.89463353,1.3289478,0.9571276,1.0113597,1.2168138,1.1313893,0.76573753,1.2157537,1.0753751,0.73136336,1.0538173,0.93719786,0.7820001,0.956392,1.1413907,1.1579844,0.7925736,1.1818874,1.1497765,0.85347664,0.9793087,1.0352982,1.0553843,0.81846774,1.2841401,0.96117985,0.97608346,1.223561,0.83717376,1.0244347,0.9173447,1.2516246,1.3128797,0.7768829,1.1007994,1.2592176,1.0633521,0.9308072,1.0844572,1.0442017,1.1351311,1.1071138,1.0059531,0.8055222,1.0496608,0.9762145,1.0248036,0.99477077,0.81661236,1.0992432,1.1575278,1.1689649,0.88772964,1.0191762,0.87952113,0.0,1.1508932,1.2548082,1.1856111,1.2678459,1.2661773,1.0244424,0.92570895,0.99315256,1.0673505,1.0060138,1.0767989,1.2217861,0.89111066,1.1239418,1.1214865,1.2567884,0.87641275,0.8523153,1.1610415,1.1376098,1.0855268,0.69229,0.8538805,1.3024391,0.93324995,1.0654888,0.9254519,0.62577367,1.0516149,0.766099,1.0666212,0.76930875,1.0970129,1.1100827,0.90672934,1.1917567,1.1099945,0.9086441,1.0782727,0.97440463,1.0031166,0.7965553,1.0625411,0.35083985,0.97361225,0.88586503,0.70038,1.13114,1.2165083,1.2416697,0.9343314,1.0567764,0.86783534,0.8788639,1.000073,0.5513568,0.79544044,0.7357569,1.1671011,0.9707696
muffin,1.065492,0.7959753,1.0008943,0.8363566,1.1695772,1.0744413,1.1605276,1.1448586,0.93642414,1.0050626,1.0369117,1.0438365,0.9868593,1.126306,1.0420809,1.1586136,0.86826754,1.1941,1.1056304,0.9179858,1.0224179,1.2213191,1.1195769,0.8895714,1.1670909,1.169116,1.2405447,0.8750287,1.116212,1.165278,1.0941314,1.1680784,0.88801837,0.840716,1.2242817,0.938856,1.1898949,1.0102457,0.7307105,0.8707188,1.0142158,0.9778689,1.0559667,1.0779055,0.968919,0.9198275,0.80571747,1.0625364,0.97480285,1.1539317,0.84785336,1.0070179,1.0633327,1.0199859,1.1330861,0.9885071,1.1036253,0.9078978,0.9938542,0.78242534,1.1581862,0.93067646,1.1124896,1.1096046,0.9303182,0.9978906,0.8252775,1.167903,1.2045764,0.7439257,0.86437374,1.0905191,0.8710488,0.8337339,1.1508932,0.0,1.1151402,1.0794917,1.029751,0.9868588,0.77190435,1.1551791,1.0228752,1.0986577,0.7862058,0.9746278,1.1925402,1.0742126,0.69071174,0.8287974,0.94692606,0.8849741,1.1284962,1.0743165,0.9863855,0.92111313,1.0649313,0.8259579,1.0990322,0.8256539,0.9391335,1.109606,1.1565531,1.0290997,1.0267235,1.0991052,1.1439635,0.99509096,0.88717985,1.091929,1.137996,1.0660691,1.1166592,1.0707132,0.5892889,1.1420187,1.1254978,1.1703923,1.0335238,1.0379206,1.0513788,1.0070984,1.0866842,0.97382146,0.64821875,0.9346848,1.0652469,1.2151376,0.7432479,1.1432735,1.0549269,1.2058897,1.14765,1.2071388,0.9420986
nail,1.3876865,0.70869386,0.26980305,1.3076103,0.48657644,0.43785107,0.70355326,0.9730359,1.470837,1.4104593,0.854783,1.1931978,1.306252,1.1942489,1.3742951,1.1806957,0.93712366,0.39501107,0.35712248,1.3253357,0.35689032,0.9125055,0.927053,0.70519495,0.71394986,0.8179181,0.23725545,1.1237279,1.1391876,0.62496525,1.2589818,0.9401251,1.3596511,1.0961868,0.3375988,1.4452226,0.28621113,0.6943604,1.0989203,1.2143013,0.882308,1.2219262,1.1878824,0.21949309,1.221485,1.0410796,0.74430764,1.0131414,0.9133085,0.96718895,0.78353417,0.62483126,1.2893603,1.1688455,0.17971838,0.7304874,1.251678,0.72523445,1.118385,1.1019332,0.54547143,1.2309122,1.2720416,1.2952795,1.0907774,1.3722031,1.1033355,0.9877507,0.40573573,1.0890715,0.75211525,1.0981046,1.4003128,1.1740148,1.2548082,1.1151402,0.0,0.7002976,0.48049724,0.3833809,1.1502912,0.796499,1.4187775,1.3248713,1.2825654,0.91997993,0.30540735,0.9480666,1.2328249,1.1082007,0.9370968,1.2946311,1.0727924,0.5536727,1.0458499,0.5344267,1.2014229,1.2075887,0.4061303,1.2995324,0.84227276,1.154293,1.127773,1.3557624,1.3024209,1.2247343,1.2752976,1.2975013,1.0851195,1.3691862,0.18941951,1.1583058,0.87542504,0.88347805,1.3106896,0.712223,1.2824365,0.82062775,1.3572342,1.2616265,1.3371387,1.4459493,0.4371878,0.4493072,0.9418712,1.2179555,0.89335215,0.6613275,1.2425724,1.24387,1.2820549,1.0243033,0.94138753,0.22573477,1.3442836
napkin,1.3742851,0.66389275,0.67890966,1.4218936,0.74276567,0.65722656,0.82968926,0.6750498,1.3186772,1.3000311,0.6456356,0.94680107,1.2909887,1.1805053,0.9491619,1.1056293,0.6855696,0.55127317,0.54875624,0.91142124,0.6064354,0.7446321,0.78192174,0.66337407,0.45048422,0.8611266,0.6826382,1.0462761,0.7278278,0.6447704,1.0869339,0.73981136,1.1787728,1.2983354,0.50206614,1.2938361,0.5040166,0.7883091,0.8637358,1.0228349,0.915031,1.1321652,1.1817678,0.7519867,1.4116783,1.3499197,1.0063642,0.8360963,0.6548287,0.87400985,0.70043457,0.6178336,1.2403463,1.1845354,0.7000357,0.38768995,1.4325132,0.7126679,1.3983917,1.2352103,0.8162767,1.4793559,1.1749496,1.0157279,1.0427662,1.3723105,0.915688,0.69644105,0.4549145,1.3690732,0.68414927,1.0441883,1.1162103,1.2826061,1.1856111,1.0794917,0.7002976,0.0,0.6249868,0.77787554,0.9375936,0.8951579,1.3324414,1.1371362,1.3295164,0.81084037,0.7080018,0.66029453,1.2100861,1.2105958,0.40077388,0.9913423,0.9387272,0.5609331,1.2048123,0.8171084,0.6483396,1.1365676,0.8170608,1.1995307,0.91280514,1.149733,1.1866175,1.3107576,1.200897,0.99478805,1.229256,1.2803518,1.0870726,1.4177672,0.49364424,1.2167693,0.7735554,0.63449764,1.1163659,0.56554115,1.4123435,0.6755657,1.3705921,1.1675135,1.5074705,1.3617092,0.578655,0.74390566,1.0178297,1.092135,0.13819551,0.6667683,0.9093779,1.3021109,1.344268,0.8889935,0.7407068,0.631753,1.2466469
necklace,1.3964818,0.4378925,0.61649895,1.0802357,0.9318054,0.76741505,0.95258856,1.0338087,1.4614551,1.4288087,0.53208315,1.1561897,1.0376346,1.2469848,1.3238958,1.2671645,1.1188298,0.83592117,0.81864524,1.2830027,0.62941915,0.9018771,1.0500423,0.6923705,0.7889293,1.0784688,0.5466281,0.9919457,1.0753595,0.8976926,1.2352716,1.0653613,1.300229,1.0578669,0.6383345,1.4380523,0.72739446,0.77634203,0.93810076,1.0626062,1.0239946,1.005663,1.25892,0.3613454,1.2174827,0.93234384,0.43488097,1.0261016,0.9432379,1.0615466,0.37764537,0.5509969,1.3100269,1.239818,0.27812433,0.59544915,1.3518504,0.8265765,0.9417023,0.7584371,0.52644295,1.1554427,1.0944482,1.1685958,1.0413644,1.162605,0.9724693,1.0317605,0.73163533,0.9370671,0.82572675,1.1400371,1.0849549,1.2546054,1.2678459,1.029751,0.48049724,0.6249868,0.0,0.67862,1.0671083,0.9471974,1.1732492,1.0002661,1.331309,0.6735227,0.7131272,0.79360086,1.1097834,0.9254135,0.80042315,1.2760016,1.1324424,0.9118676,0.7939332,0.8161199,1.107574,1.2770293,0.4355873,1.2916193,1.082452,1.148459,1.1939998,1.050715,1.24026,0.8654812,1.2477252,1.2978384,1.309957,1.3687059,0.4524095,1.2116364,1.0041844,0.79745084,1.2398401,0.7315205,1.3426815,0.77640414,1.3019431,1.1272726,1.3672416,1.4060712,0.74819994,0.3797819,0.781715,0.9061255,0.89144087,0.97046834,1.2257121,1.2931304,1.3398186,1.0918725,0.9453765,0.32031268,1.3667585
orange,1.2277392,0.7147083,0.33175635,1.257008,0.54236203,0.444763,0.6554391,0.98634946,1.360085,1.3202324,0.966387,1.2004839,1.2566216,1.1616776,1.309756,1.0677757,0.9165885,0.56377804,0.49157155,1.2009203,0.46512634,0.93263316,0.86867094,0.78983474,0.75060225,0.9592949,0.48955768,1.1538899,1.1804434,0.7527247,1.1353433,1.0338974,1.272826,1.0095018,0.4421065,1.3829273,0.4971794,0.93797433,1.09727,1.1681384,0.92427087,1.1331437,1.1521138,0.40492022,1.1810784,1.1200995,0.8311274,1.0606921,0.67620414,1.0077016,0.843529,0.5527049,1.1509862,1.0511572,0.5183008,0.84522253,1.2059124,0.8219698,1.2046458,1.1024356,0.7666515,1.2565594,1.236596,1.2254243,0.97531176,1.2655053,1.0902072,1.0359051,0.63496536,1.0945495,0.5132605,1.0480999,1.2215195,1.1791039,1.2661773,0.9868588,0.3833809,0.77787554,0.67862,0.0,1.1085234,0.8778134,1.3547611,1.2601895,1.2295668,0.9171382,0.46152002,1.1153334,1.1254934,1.1079218,0.8723546,1.1569113,1.1474335,0.6232877,1.0366133,0.5691,1.1905079,1.1622285,0.51569843,1.2585633,0.9763086,1.1056759,1.0806521,1.2853142,1.203312,1.1923233,1.2141646,1.2475957,1.0370498,1.2308967,0.49652797,1.1190885,0.9064685,0.9417336,1.2066901,0.84598607,1.2681642,0.8710425,1.3521011,1.2622665,1.2551775,1.3901278,0.49385476,0.67977905,0.9057975,1.1719557,0.9303794,0.61012834,1.1752152,1.1546152,1.2407261,1.0722501,1.0238692,0.5617503,1.2710556
oven,1.2766521,0.8990692,1.1289179,1.0072223,1.2339005,1.1492449,1.2831929,0.6482748,0.9094371,0.9079675,0.89518225,0.7836691,1.0961752,1.1638155,1.1054232,1.2830398,0.74561965,1.0379369,0.96544874,0.5814579,0.9789482,1.0343797,1.0448864,0.8825716,0.60247886,1.084722,1.023995,0.97275025,0.7334125,1.0279223,1.0537399,1.0450673,0.6175105,0.9829649,1.2008343,0.8338872,0.95048183,1.1439469,0.9690734,0.53589106,0.8322528,1.0494097,1.119393,1.0952629,1.0843939,1.028767,1.0429752,0.84370446,1.200436,1.008376,0.9722004,0.9033722,1.2751156,0.9623427,1.0544362,1.0257099,1.1921977,1.1645921,1.1130304,1.079992,1.0825975,1.1449099,1.228592,1.1629026,0.99650216,0.98189867,0.98067576,0.8688129,0.8741957,0.97731054,1.1205795,1.0342414,1.1168554,0.82526135,1.0244424,0.77190435,1.1502912,0.9375936,1.0671083,1.1085234,0.0,1.0983988,1.0596626,1.0683349,1.0014198,0.99074024,1.0266428,0.9417049,0.76243114,1.1727223,0.5331075,0.9256698,1.0342519,1.030075,1.1048553,1.2398971,1.0169863,0.6666443,0.9606357,0.27543795,1.1174643,1.0497538,1.2979114,1.0669725,1.0980811,0.9583415,1.2536287,0.98859626,0.71000636,1.2647176,1.1524441,1.1142231,0.9612345,1.0054486,0.8508468,1.0981894,1.1612546,1.0516053,0.90526605,1.0645084,1.1518682,0.9223198,1.1307006,1.1758229,0.88794065,1.1214154,0.99731886,1.3065139,0.690259,1.0884485,0.93288666,0.8382939,0.77806556,1.0575776,0.7270515
owl,1.054525,0.8962797,0.5808538,1.3493589,0.57182467,0.6048782,0.7196393,0.7560136,1.3711178,1.3357186,1.0907103,1.1845081,1.0961739,0.89634365,1.2904528,0.9719476,0.9532465,0.61946154,0.81743014,1.164113,0.8392975,0.9095954,0.9740178,0.87325674,0.9494267,0.855363,0.8138751,1.1847365,0.98017126,0.6457579,1.0822487,0.70877755,1.3341423,1.0715463,0.7465366,1.2714977,0.7047458,0.9508362,0.846262,1.1325145,0.9521239,1.0511638,0.89625835,0.87735367,1.1165216,1.0984582,1.1534395,0.9302132,0.8848759,0.66679925,1.0967759,0.9896053,0.7240727,1.0848897,0.86213076,0.8493041,1.1832964,0.81624943,1.1745727,1.2546066,0.8750787,1.2320435,1.1420792,1.3430799,0.9134754,1.3404877,1.2106705,0.8151751,0.6949795,1.2623343,0.71916515,0.93441397,1.2683287,1.1680018,0.92570895,1.1551791,0.796499,0.8951579,0.9471974,0.8778134,1.0983988,0.0,1.2780685,1.2993069,1.1266966,1.1188614,0.8378585,0.7531167,1.2738976,1.2067871,1.1574913,1.0158283,0.6646545,0.79842794,1.1532725,0.68837166,0.98542756,1.0734289,0.9323768,1.1504965,0.9439249,0.39218974,1.0380408,1.2155147,0.99500215,1.1981869,1.1211349,1.2059637,1.2361742,1.1820796,0.80348885,1.1576703,0.8015733,0.9713397,1.0480161,0.80774665,1.1064378,0.78773904,1.2203664,1.2594547,1.235125,1.2744172,0.5540338,0.89440846,1.1625944,1.1727612,1.0115372,0.6128505,1.024886,1.0500973,1.230397,0.9326167,0.9551406,0.8030511,1.2130289
pajamas,0.7189605,1.2793814,1.4764827,0.44111192,1.4285245,1.5254861,1.337535,1.3117659,0.7849308,0.49044716,1.1154041,1.1615328,0.27944708,1.0721915,0.52329725,1.0292044,1.3278196,1.5372772,1.5742096,1.1219593,1.4370195,1.335731,1.3816094,1.3106163,1.4583544,1.2425883,1.4012911,0.8688041,1.250781,1.4595526,0.8443563,1.2793366,0.62592703,0.7145582,1.5716019,0.76698554,1.5651828,1.1182436,0.96612877,0.91129285,1.1896864,0.59330326,1.0175784,1.3115381,0.6223368,0.75984377,1.0238141,1.0739338,1.375176,1.2484808,1.0510418,1.3731892,1.0137548,0.8672948,1.3633308,1.2583784,0.8040808,1.249867,0.60575616,0.75833756,1.1671904,0.58260584,1.0058777,0.530737,1.1228187,0.3220582,1.2113432,1.3282601,1.5578264,0.6571685,1.3763559,1.0727695,0.56835556,0.9164678,0.99315256,1.0228752,1.4187775,1.3324414,1.1732492,1.3547611,1.0596626,1.2780685,0.0,0.26313788,0.6600872,1.2023598,1.4007914,1.1904265,0.78076607,0.7879964,1.1438361,0.9183725,1.2161409,1.5392032,0.72929156,1.3168457,1.1018579,0.9687194,1.2307327,0.8555695,1.2128252,0.8918042,1.065938,0.26573527,0.8161643,0.46183467,1.0196285,0.8165881,1.0961448,0.7086891,1.488102,0.89001966,1.304623,1.2276864,0.98354286,1.4763949,0.8759521,1.2479548,0.6467773,0.5435254,0.6206659,0.7807472,1.5316504,1.2619597,0.876273,0.9302443,1.2236583,1.4999276,1.2089758,0.84216833,0.66903853,1.1138043,1.371269,1.3835294,0.78080344
pants,0.8360179,1.1978666,1.4102755,0.6634791,1.4096344,1.4363925,1.2732397,1.3023585,0.7705083,0.68617,0.98775977,1.0653042,0.45072424,1.1268854,0.6135657,1.0842787,1.3747156,1.4732932,1.4920311,1.0626463,1.3019584,1.166854,1.2479497,1.2144309,1.2265134,1.2147012,1.2574031,0.77282506,1.1601303,1.3984655,0.77115446,1.2834105,0.7351411,0.82882315,1.4365532,0.8358744,1.4598422,0.94059604,1.1016701,0.9083573,1.1995875,0.63351107,1.0958047,1.1987762,0.7474756,0.8658781,1.0406107,1.139572,1.3296878,1.2394347,0.9065278,1.1940002,1.1389235,0.9211457,1.2057673,1.0786546,0.8597438,1.3665895,0.70270264,0.86463416,1.0149978,0.6382153,0.92013484,0.4379819,1.1835527,0.23650503,1.1745787,1.2375647,1.4228151,0.7275439,1.3352864,1.1039639,0.64568174,0.9876371,1.0673505,1.0986577,1.3248713,1.1371362,1.0002661,1.2601895,1.0683349,1.2993069,0.26313788,0.0,0.9397652,1.0582261,1.3422959,1.0664084,0.8550053,0.78258413,1.0246929,1.0205295,1.2572403,1.4998069,0.69239044,1.3400323,1.0278702,1.0541916,1.1252954,0.9085145,1.2201862,0.9581807,1.1524532,0.31906503,0.9039482,0.14064604,0.9912183,0.8594903,1.0845418,0.8294168,1.3507364,0.9316823,1.3224481,1.106309,1.0953231,1.3672795,0.9219991,1.0373915,0.73050034,0.56003875,0.746639,0.8460193,1.4519109,1.1535057,0.9885221,1.0317938,1.0888181,1.486673,1.2651482,0.86713505,0.8010445,1.0597792,1.2305198,1.2334428,0.8413465
