,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
jacket,0.7315661,1.0571718,1.2995446,0.9460732,0.57984686,1.3142985,1.2697768,1.2843704,1.2087321,0.75970805,0.6360137,1.2454184,0.75095546,0.58532226,1.1114285,0.75938296,1.0048493,1.1660972,1.3466392,1.4479929,1.0343026,1.3287585,1.2103252,1.4009274,1.108092,1.2297567,0.97259086,1.1423198,0.7838086,0.8291344,1.0906473,1.3703967,0.641927,1.2302763,0.9287313,1.244483,0.6319734,1.2446839,1.348382,0.6578486,1.4180607,1.1286062,0.6714422,1.0189149,0.8524209,1.1688291,0.56329125,1.2627974,0.7098829,0.6847639,1.1559374,0.9280046,1.2823149,1.0613236,1.1036701,1.3464947,1.1436908,0.9523493,0.8482908,1.0565263,1.0498883,0.77284414,1.3491753,0.7004777,0.92029786,0.96715933,1.0332354,0.68158937,0.64653707,0.8491361,0.0,1.2108786,0.47761232,1.2483163,0.76410425,1.3387628,0.9516006,1.0728991,1.3052654,0.9775277,0.85546553,1.0522981,1.1789737,1.2612957,1.2199656,1.2690812,0.8660778,1.2466235,0.8686722,1.224199,0.428784,0.41507465,1.2272795,1.3122904,1.3075752,1.1011695,1.1167593,1.2379842,0.756677,1.02919,1.3333751,0.8413258,1.2261848,0.9402107,1.2698873,0.7802663,0.7613916,1.19942,1.0688989,0.6861726,1.1898608,0.28800058,1.1512955,0.8097482,1.3420367,0.74867046,1.1858128,0.81910646,1.2901363,0.83744806,1.1940368,0.9418538,1.1966653,1.2711549,1.3068874,1.3199104,0.7413848,0.12375295,0.62496525,1.3974684,1.1992221,1.2588469,1.3298067,1.1797185,1.2576385,0.98456615,1.0584486,0.77174914,1.1108038,1.0932487,1.2464335,0.9082222
jar,1.178842,1.2065406,0.8963516,0.65569633,1.2405314,0.85304946,0.7538624,0.7666867,0.5683259,1.1646484,1.2100625,1.1620847,1.2936726,1.0874203,0.94147384,1.2004478,1.1596,0.84360814,0.7089538,0.6622577,0.69414055,0.85994136,1.0014598,0.44656545,1.3106191,0.9975437,1.0751274,1.1018717,1.3241466,1.0954045,0.7225744,0.820517,1.1035858,0.5134301,1.2024015,0.825805,1.17076,1.0300378,1.0041214,1.0231872,0.49662054,0.8057395,1.3531389,0.8240857,1.1441324,1.1687067,1.1404616,0.84764147,1.1942666,1.1915672,1.1819532,1.0171795,1.0606295,1.0309702,1.2960799,0.8585353,0.8543661,1.1144551,0.7842263,1.2225809,1.0262872,1.2400346,0.67296076,1.2703927,0.8236834,1.1691806,1.1478509,1.17991,1.2165749,1.1038055,1.2108786,0.0,1.2790419,0.8747922,1.0851703,0.9220587,1.2442176,0.86669797,0.6239531,0.98055965,1.0055671,1.2140839,0.7833685,1.1267006,0.97123265,0.9090785,1.2674546,0.95981055,1.1208283,0.915677,1.2198896,1.316916,1.0215354,1.1102443,1.1209435,1.1837991,0.7534898,1.014791,1.1616936,0.9614744,0.69596666,1.0321996,1.0148265,0.7426659,0.76377654,1.0095351,1.172185,0.796993,0.9282981,1.0217175,0.930138,1.267767,1.0611701,1.1277069,0.8134552,1.0925925,0.8853639,1.1202703,1.1363829,1.2474598,0.7613324,1.1652306,0.69677573,0.7129339,0.83760405,1.0010811,0.9606188,1.2797896,1.0907345,0.56716144,1.1951334,1.1982552,0.9375769,0.94476485,0.648716,0.8150238,1.034724,1.0522496,0.9452388,0.9185281,1.0983588,1.0982791
jeans,0.69653785,1.0602307,1.4204792,0.9508896,0.49398744,1.4009129,1.3571348,1.2675885,1.2236482,0.73829705,0.5567165,1.3420299,0.5849842,0.51271,1.1422558,0.5822977,0.8719316,1.0736531,1.5056965,1.5750048,0.99479145,1.3157665,1.1529218,1.4938643,1.0129067,1.3318063,0.95790803,0.9989573,0.85367936,0.8229961,1.1186874,1.4568843,0.7152132,1.4029285,0.83979607,1.2153153,0.56914526,1.0635698,1.4499507,0.65332156,1.5469544,1.2022952,0.6393456,0.9028789,0.91809875,1.076799,0.47381407,1.4001018,0.60297054,0.77752304,1.1284537,0.9100222,1.2628535,0.9759039,0.9207509,1.309662,1.1908108,0.86064863,0.91085196,1.1234082,1.050322,0.6797466,1.3057094,0.790283,0.89419967,0.77948207,1.1984106,0.78675157,0.6522465,0.8081536,0.47761232,1.2790419,0.0,1.2604718,0.7163793,1.4999498,0.71324384,1.0933735,1.3572586,0.8592781,0.860424,1.0312222,1.1802328,1.3792996,1.2674742,1.3265867,0.84213537,1.2970456,0.7956401,1.1910069,0.2867303,0.20866656,1.1691829,1.3947073,1.4015365,1.0139375,0.94672865,1.2805986,0.6932049,1.0704083,1.4036458,0.7288639,1.1517664,0.9606945,1.3741665,0.8197541,0.8684424,1.2512214,0.95264494,0.87371033,1.1926882,0.35741115,1.0829849,0.62450874,1.3648227,0.7451037,1.1894735,0.7748072,1.3743666,0.86510885,1.4186229,0.8150511,1.2172428,1.3937944,1.314873,1.321007,0.79182684,0.42885685,0.64017385,1.5024009,1.1659272,1.2458694,1.3883067,1.2039591,1.2450831,0.8882694,1.0680139,0.7132478,1.039853,1.1327932,1.3221743,0.9868099
knife,1.1113943,1.0209739,0.91428334,1.0680424,1.2377334,0.90588,0.970258,0.8432041,0.9550458,1.0232742,1.3629429,0.7659764,1.2769756,1.3132714,0.8705922,1.3053057,1.1215117,0.9515639,0.6850718,0.6885042,1.1191114,0.8886566,0.54668224,0.85943127,1.045638,0.83545315,1.073055,1.0348941,1.004065,1.2165843,0.99339885,0.62144816,1.3406215,0.77103925,0.9351039,0.7296503,1.3716061,1.048111,0.57318896,1.32923,0.7283008,0.9559657,1.2557781,1.1103532,1.1068541,0.9483814,1.2515398,0.8535786,1.2608993,1.2953585,0.9747965,1.0501266,0.8022758,1.1532402,0.9974261,0.2648363,0.9584867,1.1566347,1.258728,1.0031677,0.98695767,1.3307126,0.99870163,1.2414644,1.273867,1.1323588,0.93070287,1.2226517,1.120747,0.8821036,1.2483163,0.8747922,1.2604718,0.0,1.1972749,0.5540045,0.9553838,1.2108499,0.7911185,1.1535556,1.0706185,1.0506989,0.96048677,0.88115585,0.7660795,0.76805407,1.1096973,0.97804374,1.0545384,0.8436464,1.3390099,1.2959447,0.93617105,0.68245935,0.6145568,1.1186068,1.1993816,0.92519957,1.1694491,1.0126532,0.6703162,1.1509225,1.13868,0.89968824,0.70496285,1.0491495,1.0726461,0.7946711,0.97800195,1.2161996,0.42072523,1.3141998,0.72134227,1.1723629,0.3649323,1.2299645,0.7268128,1.0272653,0.7898187,0.98670363,0.73534197,0.916526,0.8784882,0.17676318,0.5700594,0.9604162,1.1811838,1.308351,1.3128822,0.7020302,0.9239807,0.96089244,0.4951762,0.79319793,1.0453031,1.110545,1.0717037,1.2002543,1.1173956,0.65527934,0.8606771,1.1207979
ladder,0.77414465,1.1977779,1.4535782,1.0102895,0.6871506,1.4522998,1.3018588,1.3611779,0.8485893,0.73808646,0.5647191,1.3660917,0.3254823,0.77223355,1.1250509,0.6887049,0.9908699,0.9783138,1.3340086,1.4644088,0.7013645,1.3778088,0.7073878,1.1921518,1.0730988,1.1013799,0.93872124,1.1383295,1.0358139,0.26325893,1.1846552,1.3370205,0.33852875,1.1669748,0.82751703,1.3331761,0.59948474,1.2030265,1.418134,0.37957013,1.3004926,1.1859069,0.8474808,0.79969513,0.45748115,0.7920778,0.6887674,1.3593161,0.94184077,0.91967076,1.3459837,0.7727021,1.3691535,0.92439,1.2151214,1.195829,1.2119222,0.91313493,0.8380464,1.2640221,1.216448,0.7254565,1.3888427,0.94079196,0.97289246,1.0911142,1.3088057,0.4981898,0.7643434,0.6497014,0.76410425,1.0851703,0.7163793,1.1972749,0.0,1.0952779,0.89089155,1.1767049,1.1208807,1.0891477,0.7261574,1.2168337,1.2667546,1.3862561,1.1463104,1.3318815,1.0230215,1.4542761,0.5560232,1.2101494,0.72807837,0.7148757,1.034565,1.3545268,1.3603303,1.1348208,0.8906301,1.1486764,0.8795449,0.8711703,1.3680693,0.832405,1.3127313,0.96258295,1.2092395,0.48828435,1.093354,1.1541877,0.9791669,0.8549213,1.0702631,0.69363946,1.2549671,0.9193811,1.183625,0.60065675,1.0633019,0.6255128,1.4178671,1.0023857,1.276351,1.0173993,1.1555074,1.2547066,1.2847197,1.3275139,0.4600209,0.7052758,0.3852725,1.3759496,1.3808047,1.3371999,1.2579446,1.1340017,1.1506441,0.9030782,0.9428244,0.6937418,0.78774333,0.57406735,1.3901349,0.66172785
lamp,1.3770561,0.9557376,0.75720596,1.286192,1.4794703,0.81628215,0.87511027,0.94189876,0.9545209,1.0104718,1.3777374,0.44381112,1.234079,1.5123978,0.9140426,1.4021571,1.2749078,0.9711472,0.36249393,0.51621556,1.195068,0.89494324,0.5478225,0.62851286,0.90912044,0.34653115,1.07196,1.1424432,0.97034246,0.9464336,1.0723907,0.28906244,1.1684917,0.79183054,1.204732,0.87945473,1.3805647,1.1008576,0.40576982,1.4097176,0.46260524,0.98688596,1.3064203,1.131703,0.7065209,0.7027763,1.4375882,0.79430497,1.3402584,1.3206654,0.89111894,1.0417368,0.76037574,1.2076311,1.0033404,0.51353997,1.0103937,1.271677,1.3761221,0.88079,0.94641817,1.4276056,1.0610067,1.2967894,1.3532348,1.3486557,0.7786094,1.2398661,1.2825025,1.0452322,1.3387628,0.9220587,1.4999498,0.5540045,1.0952779,0.0,1.0155737,1.22025,0.5898235,1.4762906,1.1514547,1.0275931,1.0728959,0.58706415,0.50316596,0.57569206,1.2967634,0.8793343,0.89935434,0.8797169,1.5297744,1.4367887,0.7587748,0.35745496,0.37337208,1.0405298,1.2899034,0.56419986,1.2774901,1.0189825,0.71058416,1.1207508,1.1415361,1.0246959,0.4892627,0.9232063,1.1045139,0.7686022,1.2213725,1.1821021,0.740604,1.4523429,0.8030757,1.2173055,0.61905456,1.2131087,0.60254157,1.3139204,0.49858326,0.9748909,0.43146205,1.016042,1.0284615,0.5526123,0.5805733,0.7765504,1.1673161,1.4242377,1.355533,0.5959795,0.78698814,0.7905956,0.40243506,0.55621856,1.0754981,1.4043465,0.88222355,1.3011844,0.90667164,0.5227804,0.6229052,0.76404417
leg,0.9320982,0.69802564,1.1986586,1.1954387,0.58455133,1.2219198,1.2699729,1.0791377,1.222528,0.9846179,0.85376436,1.0447383,0.74901944,0.8719522,1.1264035,0.836307,1.0621783,1.1770618,1.2046138,1.312625,1.1665077,1.0027267,0.8507279,1.2733479,0.81397164,0.97158283,1.0710405,0.9161047,0.96828556,0.8511131,1.1160878,1.124494,1.00849,1.2254803,1.0022935,1.0943191,0.90343904,0.8812228,1.1295155,1.0948864,1.2476711,1.1620339,0.8237637,0.7953254,0.88054836,0.7939664,0.8383292,1.1433555,0.84989256,1.0318699,0.75234056,1.0619467,1.118539,1.1089729,0.5486964,0.9661036,1.223581,0.9580413,1.160689,0.9286515,0.68083155,1.0837401,1.3038851,0.962722,1.0572027,0.62319016,1.0461289,1.0239707,0.90734774,0.836892,0.9516006,1.2442176,0.71324384,0.9553838,0.89089155,1.0155737,0.0,1.1703178,1.0985225,0.8383055,1.0478995,0.95245314,1.0765342,1.1247752,0.93152344,0.92166364,0.85849136,1.1626137,0.9348316,1.097867,0.7974919,0.68029475,1.0652826,1.0291489,0.9914186,0.98879516,1.0117748,0.88279116,0.8614506,1.0661725,1.2378197,0.85237175,1.054909,1.080714,1.1591063,0.97779495,0.9832465,1.1768087,1.0620556,1.1626272,1.0737563,0.76317203,0.87654287,0.7389008,1.0197822,1.0935311,1.0518222,0.94364417,0.9958079,1.0183651,1.1328837,0.5219903,1.1403637,1.0698177,1.0126739,1.0923709,0.9875555,0.89935493,1.028945,1.3208929,0.7791924,0.98828983,1.0370129,0.91440535,1.3511664,1.2297347,1.0642295,1.0789648,1.0099288,0.8644675,1.0627173,0.98304296
melon,0.94562113,1.0928499,0.7054971,0.75306153,1.0742228,0.65116704,0.5657608,0.6284108,1.1314707,1.1582501,0.97364414,1.0909783,1.1704717,1.0208088,0.96301425,0.99217194,0.63901395,1.0414332,1.0785159,0.8956496,1.0271529,0.7394006,1.1662117,0.9039792,0.98675376,1.1662703,1.0251338,0.876825,1.1977531,1.1629702,0.9006543,1.0448409,1.1913165,0.87172997,1.1967663,0.9472602,0.96759564,0.89850837,1.062568,1.0363346,0.98685503,0.8825489,1.100239,0.99496794,1.2228371,1.1172962,1.1584443,0.8030777,1.0445805,0.91599846,1.0098606,1.2074842,0.93273807,0.8273249,1.1186528,1.240781,0.66541135,0.97283816,0.7910971,1.0297185,1.026078,0.9370655,0.6561156,1.0064179,0.7637076,0.99102646,0.9859417,1.1139263,1.2214836,1.1827204,1.0728991,0.86669797,1.0933735,1.2108499,1.1767049,1.22025,1.1703178,0.0,1.1712009,0.6840811,1.1541874,1.0327479,0.7956468,1.041848,1.1869037,1.0783693,1.0543904,0.70681924,1.1918033,0.9497177,1.0637877,1.0959888,1.0793672,1.1052827,1.0793445,0.9409015,0.8079492,1.0024374,1.0057573,0.8197042,0.81184196,1.1594691,0.55781597,1.0507792,1.1555533,1.2376161,0.936097,0.9684093,0.83229136,1.0275451,1.1424181,1.141569,1.1585304,1.1734767,0.9368186,1.038146,1.1114767,0.98359716,1.0896826,1.1853449,1.0442473,1.1822774,0.72383976,1.0561348,1.0961365,0.9893532,1.1250861,1.1246551,1.0798341,0.8616543,1.0701916,1.0426359,1.16491,1.1974187,0.7032324,0.9602374,1.111741,1.0574855,1.1382407,1.3194749,1.072662,1.2163167
milk,1.3159516,1.1558203,1.0152714,1.0159994,1.2931263,0.8771113,0.91229385,0.9662278,0.625506,1.0640601,1.2687769,0.8985074,1.2087805,1.1484265,0.9181933,1.2616887,1.1579479,0.8463964,0.59759355,0.64793295,0.85284114,0.9765488,0.8467419,0.43037194,1.2115211,0.69606465,1.1641349,1.0209146,1.1950629,0.9911307,0.8618655,0.63682824,1.1299363,0.6092516,1.1741158,0.7746668,1.2655578,1.0383877,0.8577054,1.2043678,0.4563526,0.8474032,1.3760715,0.9114004,0.94047475,0.967775,1.2205104,0.73710346,1.1944346,1.232489,1.0929174,1.0288203,1.0410756,1.1430302,1.1391584,0.7451951,0.968662,1.08643,1.1028088,1.1511921,1.0495845,1.3595817,0.9085892,1.234068,0.98833865,1.2079687,1.0303874,1.1450317,1.2436318,1.0362505,1.3052654,0.6239531,1.3572586,0.7911185,1.1208807,0.5898235,1.0985225,1.1712009,0.0,1.2135296,1.1412694,1.1506562,0.9311082,1.0039111,0.5952489,0.8192724,1.2550273,0.9760672,0.97218966,0.9091035,1.323582,1.3930285,0.7087163,0.87613434,0.91416925,1.1076043,1.0398813,0.7699872,1.2879633,1.1522522,0.69926083,1.0240242,0.9750735,0.8844187,0.67890215,0.8685554,1.0894005,0.8932076,1.0875299,1.0699997,0.83095217,1.2973502,0.9636879,1.1734755,0.68517053,1.1903741,0.64698845,1.2221575,0.97006774,1.1218523,0.6264305,1.0057868,0.7989299,0.66014004,0.6759337,0.8803433,1.0875129,1.339526,1.1868038,0.5972444,1.0477917,1.0753335,0.72367954,0.5936094,0.91235995,1.0900148,0.97032905,1.2226499,0.99114466,0.7387543,1.0163444,0.9491444
mitten,0.779074,0.96484905,0.98537606,0.84094673,0.8032969,0.92279917,0.8452561,0.8283562,1.0690917,1.2318125,1.0299134,1.3082018,1.0096239,0.7787088,1.1029401,0.9353979,0.84987503,1.1135286,1.3346746,1.1748855,0.9596841,0.81929255,1.2022839,1.0316243,1.0430293,1.2853477,1.0152662,0.6038152,1.0510134,1.0903457,0.8225324,1.3931803,1.1420181,1.0679024,0.90946245,0.9678091,1.0295074,0.67295,1.2966206,1.0170325,1.1615407,0.9555493,0.8555391,0.69870734,1.2958903,1.1786234,0.8733597,0.988018,0.9777335,0.9985291,0.8640847,1.1778233,0.9957521,0.6449676,0.86579084,1.150242,0.9236014,0.9173366,0.78326964,1.0448513,0.586565,0.99015635,0.738732,0.97345036,0.6675096,0.48732543,1.0120404,1.1153865,1.0189697,0.9927375,0.9775277,0.98055965,0.8592781,1.1535556,1.0891477,1.4762906,0.8383055,0.6840811,1.2135296,0.0,1.0766307,1.0108329,0.78396165,1.2244916,1.1324918,1.0820771,0.73920643,0.84989953,1.2040353,0.9891116,0.9088089,0.84061855,1.1626856,1.3467853,1.3124673,0.84784454,0.77848834,1.1111482,0.9811454,0.8134104,1.1490159,1.0267086,0.5532045,0.91159,1.3403802,1.2411103,1.0155096,1.1310346,0.8860622,1.0748954,1.053776,0.8798439,0.9992969,0.7921664,1.0106964,1.1653092,1.2763085,0.8187022,1.2159997,1.1794006,1.2604622,0.71028936,0.8654285,1.1840279,1.1773689,1.0322986,1.0351032,0.91757524,1.0800014,1.1618462,1.0129101,1.0079268,1.1973563,1.1454455,0.8536468,0.84863377,1.2178568,1.0267144,1.1021086,1.2986667,1.1291237,1.223898
motorcycle,0.8122178,1.1820431,1.2993013,0.9978736,0.9230746,1.1992397,1.2000355,1.259816,1.0492465,0.8731364,0.8791762,1.163909,0.740496,0.9909006,1.071098,0.9642025,0.93796897,1.078793,1.2199928,1.2826774,0.991353,1.3091242,1.0997494,1.2342274,1.029015,1.0806628,0.4044633,1.1830422,0.8719398,0.76029074,1.1029518,1.0551564,0.6384413,1.09564,0.88950324,1.2446067,0.8780141,1.3102546,1.3119773,0.55215657,1.2931948,1.0812157,0.79527605,1.0103742,0.817938,1.0665885,0.90323454,1.1883657,0.8665597,0.84776,1.3007631,0.787462,1.2267647,1.0397751,1.1707431,1.075047,1.0880758,1.0280557,0.89314204,1.197963,1.2077321,0.7753141,1.3097494,0.9058852,0.99760175,1.1724489,1.1675311,0.5102197,0.50339663,0.597713,0.85546553,1.0055671,0.860424,1.0706185,0.7261574,1.1514547,1.0478995,1.1541874,1.1412694,1.0766307,0.0,1.129769,1.2001525,1.2481388,1.2385774,1.3354087,1.0365585,1.2687504,0.74586654,1.0889598,0.95205736,0.8161946,1.11143,1.235563,1.2844813,1.0935471,1.0842085,1.152521,0.9895374,0.8970127,1.2747822,0.87107503,1.2387284,0.96392506,1.0468451,0.76685566,1.024196,1.0712165,1.0232835,0.8927499,1.0715393,0.8921871,0.90927994,1.0236506,1.270497,0.7265197,1.0302501,0.74455273,1.2012403,0.88997394,1.2096037,1.131796,1.046887,1.1520987,0.98334664,1.3296242,0.3324331,0.8356128,0.7967224,1.2396379,1.2861879,1.2750047,1.2433524,1.2567446,1.0482812,0.9735254,0.94273823,0.37348938,0.6679264,0.6552693,1.2496573,0.9036099
mouth,1.2516445,0.5228595,0.75268316,1.0867672,1.0813195,0.95572,1.0924097,0.8911934,1.2472377,1.1354825,1.1786256,0.8957003,1.1785371,1.1178687,1.0998886,1.1914206,1.0222087,1.1558981,0.9863123,1.0169326,1.2500691,0.90363866,1.0316364,1.0644428,0.75902224,0.95188534,1.0481527,0.91223,0.9953901,1.2285043,1.084693,1.0237263,1.1070052,1.1894202,0.89378333,1.0329751,1.1664368,0.746423,0.8525537,1.2913911,1.0275495,1.1484686,0.98771876,1.189422,1.1060848,1.0052611,1.0850948,1.0334699,1.0311471,0.6826561,0.48502457,1.0436516,1.0392469,1.0499053,0.6421644,1.001373,1.1366334,1.069226,1.1095896,0.3678217,0.8980989,1.1861503,0.9886975,0.6980717,1.1109525,0.66308165,0.6940556,1.1310242,0.864364,1.1056597,1.0522981,1.2140839,1.0312222,1.0506989,1.2168337,1.0275931,0.95245314,1.0327479,1.1506562,1.0108329,1.129769,0.0,1.026736,0.6827817,1.1369554,0.8009801,0.5318662,0.8956075,1.1443413,1.1752203,1.1298312,0.97363204,1.2003176,0.8713929,0.8372494,0.76602435,0.9886055,1.1675782,1.0443511,1.1038145,1.087204,1.101665,0.98902017,1.1531781,1.0907497,1.2066866,1.0764432,1.1165471,1.0542705,0.9391709,1.0900365,0.9993183,0.95068043,0.96997285,1.0755837,1.1955271,1.1362014,1.1818132,0.72221154,1.069733,1.0665246,0.9287746,1.1066853,1.0988194,1.0835217,0.78282505,1.2436348,0.9261912,1.2347149,1.0803624,0.4761628,0.4624532,0.9325901,1.1571414,1.0938748,1.1495312,1.0639349,1.129313,1.0408001,1.1717006,0.6637118,1.0670537
muffin,1.0403404,1.0284599,0.604428,0.92002594,1.0985538,0.6603312,0.722112,0.61710215,1.1131327,1.2107844,1.2516356,1.1569705,1.2693515,1.1754023,0.87269074,1.2003851,1.0889419,1.0756607,0.93131846,0.772213,1.1288248,0.348432,1.1239057,0.8892522,1.2156034,1.2185694,1.3230164,0.7574074,1.2244868,1.3181908,0.5247973,0.94097924,1.3127711,0.8924057,1.1815733,0.75010425,1.2447292,0.598468,0.9913064,1.3004442,0.84921825,0.8998371,1.1763495,1.0498914,1.2864208,1.1893884,1.1662172,0.6851394,1.0288132,1.0772501,0.9424934,1.183479,0.9616009,0.97810614,0.98993194,1.0263412,0.8229388,0.95406365,1.0338947,1.0477347,1.0440716,1.2424082,0.7948437,1.1296132,0.5619103,0.94047326,1.0456002,1.1953213,1.2262088,1.2403857,1.1789737,0.7833685,1.1802328,0.96048677,1.2667546,1.0728959,1.0765342,0.7956468,0.9311082,0.78396165,1.2001525,1.026736,0.0,0.9112836,1.1454445,0.91188633,1.0366167,0.49675202,1.2370598,0.7724347,1.2368705,1.219728,1.1384627,1.1025892,1.0735372,1.053268,0.7000973,1.1633998,1.0515136,1.1029539,0.6989003,1.1264468,0.60074025,1.0188231,1.0132674,1.1975471,1.0208323,0.870238,0.8218076,1.106441,0.99415004,1.2216375,1.0896888,1.2280447,0.99564207,1.1830193,1.1436673,1.2639116,1.0421402,1.1024337,0.92715335,1.1047026,0.6168312,0.82360595,0.94015265,0.75941205,1.2564968,1.2102513,1.1510541,0.7906145,0.9276041,1.0147986,1.1036997,1.1395907,0.84283024,1.0338855,1.0766089,1.0721806,1.1680322,1.2449534,1.0236589,1.2130057
nail,1.4469999,0.6645223,0.323668,1.2561624,1.3532672,0.5405709,0.7729329,0.871532,1.2099825,1.3033692,1.3966516,0.37005615,1.4217743,1.4066534,1.0786091,1.3624885,1.1971717,1.0836508,0.3016122,0.46007764,1.3173623,0.7800014,0.90460306,0.8057662,0.81367373,0.56956184,1.0673261,0.9794829,0.9726072,1.2740418,1.1966336,0.5727501,1.3126619,1.0132155,1.2170475,0.9596606,1.3863572,0.8400701,0.22890198,1.4970301,0.5739282,1.0424924,1.1115031,1.2592874,1.2030756,0.9176346,1.3617197,0.6774473,1.1806282,1.102346,0.5098755,1.1579581,0.5508591,1.1104852,0.74927557,0.8508357,1.1151055,1.2034484,1.3379798,0.47724712,0.7579246,1.2952375,0.7812457,1.0729036,1.249354,1.0856798,0.5354793,1.3346806,1.297164,1.4029404,1.2612957,1.1267006,1.3792996,0.88115585,1.3862561,0.58706415,1.1247752,1.041848,1.0039111,1.2244916,1.2481388,0.6827817,0.9112836,0.0,0.8482524,0.5465,0.9579372,0.46968836,1.2851622,0.9931717,1.4091705,1.2758588,1.0186865,0.25068736,0.25588197,0.8403344,1.2225535,0.83465177,1.1584471,1.1855688,0.81880623,1.1351619,0.9022533,1.1830858,0.7592776,1.3459297,1.0381793,0.92490697,1.2165763,1.1276361,0.9243329,1.3616407,0.87787175,1.040293,0.84462225,1.2931788,1.0347997,1.4390411,0.21250355,1.0690866,0.47196293,1.0043716,1.1664219,0.9129719,0.81884205,0.53096414,1.3748503,1.2967914,1.4259269,0.69164705,0.36342484,0.37653154,0.4280554,0.8570465,0.93104553,1.2831798,1.0602238,1.2773596,1.102528,1.1238253,0.13384092,1.1890872
napkin,1.1181443,0.9543698,0.932109,1.3242342,1.3830228,0.8973679,0.9456903,1.045375,0.778112,1.12513,1.1746128,0.61574167,1.0872326,1.1433315,0.9639078,1.0118973,1.1737502,0.8658096,0.6199035,0.63919646,0.9679814,0.9447554,0.8289376,0.65829754,0.928585,0.47766018,1.0492201,1.0215414,1.0178547,0.8065431,0.97850055,0.6385086,1.1617482,0.7588206,1.232695,0.87542367,1.2431256,0.9862926,0.6969508,1.2571746,0.5746545,0.8280039,1.1577231,0.8389996,0.95849407,0.6817439,1.2702558,0.7567618,1.2242978,1.373943,0.91787046,1.1683869,0.8055842,1.1691749,0.9387266,0.65323627,1.0255883,1.2142775,1.3573234,0.9971047,0.7277733,1.355202,0.9729289,1.3337944,1.2359525,1.202121,0.81419766,1.3152112,1.3523731,1.1297667,1.2199656,0.97123265,1.2674742,0.7660795,1.1463104,0.50316596,0.93152344,1.1869037,0.5952489,1.1324918,1.2385774,1.1369554,1.1454445,0.8482524,0.0,0.7033251,1.233515,1.0247209,0.9517775,0.8098365,1.2684975,1.2061429,0.5147332,0.6427982,0.6660365,0.9631565,1.170141,0.32119828,1.2217143,1.1266794,0.7960318,0.9879103,1.0691521,0.8604537,0.5938008,1.0069199,1.0788023,0.9066744,1.2494845,1.2299972,0.8736863,1.2846649,0.7021325,0.9203576,0.7379199,1.2641804,0.7151279,1.0393878,0.6564738,1.0655273,0.59363854,0.7363534,1.1147785,0.7610416,0.70554644,0.82842016,1.0837022,1.3109183,1.3327978,0.71516144,0.8592137,0.830145,0.65554565,0.041582048,1.0987,1.2967188,1.0563685,1.3149366,1.0289373,0.7516799,0.8492506,1.014184
necklace,1.3933744,0.5944441,0.5224067,1.3160558,1.3924704,0.72742337,0.79813325,0.76181734,1.0699779,1.4433379,1.4694126,0.48992229,1.4578235,1.1988621,0.9799116,1.3395735,1.3058438,0.95364165,0.48211873,0.68219006,1.2382818,0.66180927,0.7017616,0.7391045,0.752849,0.5369885,1.1529837,0.9624655,1.0567465,1.1389089,1.1309782,0.64612895,1.4214313,0.8888994,1.2680523,0.9488596,1.4641293,0.7924632,0.4205668,1.5603641,0.5946301,0.9855465,1.096807,1.0023623,1.1802282,0.7642908,1.2497016,0.80167127,1.2580916,1.2843988,0.52568924,1.1541833,0.71271926,1.0483707,0.64355725,0.6231916,0.9527991,1.208775,1.3599641,0.5200643,0.5323583,1.4198956,0.79557645,1.1477323,1.3307338,0.93547875,0.5799925,1.4085419,1.3169408,1.2877412,1.2690812,0.9090785,1.3265867,0.76805407,1.3318815,0.57569206,0.92166364,1.0783693,0.8192724,1.0820771,1.3354087,0.8009801,0.91188633,0.5465,0.7033251,0.0,0.9744944,0.8156165,1.3380756,0.8011328,1.3405911,1.2423326,0.9741825,0.42567074,0.39313895,0.764516,1.1267158,0.68781,1.2430457,1.0618418,0.8600699,0.9739632,0.9442343,0.9588171,0.7584728,1.3881171,1.0856845,0.78386617,1.1626362,1.2019787,0.80810565,1.2895826,0.6557314,0.82303923,0.67748713,1.5014478,1.1225284,1.4181871,0.3515678,1.1683295,0.49858618,0.7917722,1.1928536,0.7983384,0.7760706,0.4646322,1.2884605,1.2903192,1.5415739,0.6625191,0.45178258,0.4441867,0.54423094,0.67966455,0.92485,1.3499885,1.1630123,1.4070976,1.1263949,0.91553676,0.42563045,1.2797122
