,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
leg,0.822278,0.5426336,1.162466,1.1627774,0.49402952,1.1840743,1.2323624,1.2356628,1.4077928,0.8157543,0.9037084,0.8429388,1.0235311,0.69542795,0.90047854,0.8846285,0.78276145,1.2184129,1.2735213,1.1600715,1.3766599,1.2308404,1.1360509,0.9268453,1.2781736,1.1785982,0.9314855,1.0349725,0.7787201,0.7550401,0.67794335,1.2235322,1.2529924,0.9500282,0.844792,1.1880835,0.92609787,1.1365204,1.2006679,0.8985649,0.97736543,1.1191723,0.9075753,1.18926,1.0999354,1.115198,0.6564714,0.87113136,0.72453916,0.79286826,0.6028636,0.9935329,1.0479678,1.2523199,1.0601366,0.88091135,0.7130507,1.147494,1.1461027,0.5522466,0.88223255,1.3778728,1.0142436,1.0110394,0.8900275,0.74555194,1.0997422,1.2552428,0.7953136,1.3517575,0.6899146,0.985454,1.170455,0.9838217,0.7757698,1.2160451,0.53542686,1.1831532,0.67683995,1.0499209,0.0,0.7343225,1.2881007,1.2161192,0.6734729,0.8647513,0.92752075,1.0611149,1.0093538,1.1390475,0.8430013,0.9195788,1.1103231,0.83337635,1.1431273,0.71601874,0.48089647,1.0775473,1.0992159,1.0966282,0.9969761,0.85112965,1.1194655,1.1290509,1.3884344,1.1747781,0.94257945,1.0874463,1.0684793,1.2086093,0.98043317,0.8759172,1.0142728,1.0394799,1.2380131,1.2424251,0.7372161,1.2103596,0.7014487,1.0114465,0.39216328,0.9029305,0.9527385,1.1589967,0.99286765,0.9391928,1.0480667,0.9920239,0.68045634,1.0814667,1.1829153,1.0849109,1.184268,0.86335695,0.7176827,1.2300849,1.0603608,1.3998889,0.73141617,0.877332,1.1280568,0.85367453,1.4488682,1.3554733,1.1108918,0.95687866,1.0144287,0.764068,0.9472897,0.94928414
meat,0.65361965,0.93359727,1.0825652,0.8939034,0.668985,1.1353145,1.254812,1.0233839,1.2288064,0.8086169,0.8731135,0.71400166,1.1497171,0.7662432,0.76692367,1.0755565,0.58993316,0.9276354,1.249536,1.3944525,1.2277856,1.1104854,1.1009805,1.1193384,1.3766402,1.1685004,1.2735832,1.2574946,0.9350252,0.90928555,0.96833766,1.0192846,1.3603067,0.94669604,1.0408983,1.3248355,0.9360266,1.0042945,0.91008985,0.8040788,1.0090274,1.2329776,0.8669936,1.3647017,1.0857425,1.1329716,0.6276709,1.1311033,1.002915,0.8661805,0.8573153,1.0321863,1.1932678,1.0667862,0.82236016,0.8730968,0.8578085,1.2758008,1.1792727,0.7174752,1.0116115,1.1886512,1.012412,0.96370864,0.98520005,0.91928947,0.8286853,1.1420314,0.8646774,1.1112019,0.74050176,1.1367365,1.179843,0.8533065,0.6838587,1.1336198,0.528055,1.2517347,0.85788065,1.4152477,0.7343225,0.0,1.0938025,1.1676903,0.6611398,1.0136857,0.99950475,0.9274777,1.1397889,1.2361356,1.0063605,0.923808,1.0661868,1.0261886,0.8654905,0.73225975,0.6022338,1.1213202,1.2646395,1.2479753,1.0766027,0.9087686,1.1215254,1.2846407,1.1584556,1.1602259,0.93625265,0.97084475,1.0779148,1.3149785,1.0610929,1.0109887,0.66993475,1.1968229,1.0035357,1.0048252,0.789376,1.1884288,0.7582879,1.085533,0.660716,0.9472951,0.88645583,1.0855284,0.7698506,1.0850205,0.8205359,1.2182957,0.9500209,0.995427,1.3130887,0.91798425,1.2041327,0.9986881,0.7324219,1.0816162,0.9150907,1.2639904,0.98427063,1.0830481,1.2907346,1.1079595,1.2547783,1.0638461,1.0364038,1.0686408,1.1150018,1.1343476,1.119491,1.0598961
melon,1.161756,1.0708784,0.6242688,0.56686306,1.2753404,0.67774105,0.6750886,0.2662614,0.79225737,1.2602502,1.2107601,1.2921584,1.1469202,1.2849762,1.026824,1.2422097,1.2484063,0.884617,0.9668609,0.9348002,0.3881091,0.78890187,0.79496497,1.1216142,0.6017942,0.9031347,1.003735,1.2107251,1.0714281,1.3975891,1.2000989,0.59518737,0.8332012,1.1587547,1.0600832,0.974251,1.0308623,0.80754435,0.6776945,1.2468766,1.0123962,1.045095,1.217343,0.80307347,1.0893534,0.64604163,1.293682,1.0420353,1.2800477,1.1233709,1.2472123,0.9933709,1.0277804,0.37369543,1.1653063,1.2131679,1.0970219,1.005821,1.0468982,1.1316173,1.0637337,0.63273406,1.1262026,1.1768675,1.2224609,1.0035527,1.1188886,0.7014878,1.2838511,0.7279371,1.1161163,1.034017,1.0589395,1.1119384,1.3192145,0.8161601,1.3247408,0.87101924,1.3213792,1.0633978,1.2881007,1.0938025,0.0,0.6627116,0.99282503,1.2140408,1.0524778,0.7314091,1.1386106,0.80455136,1.1880338,1.1524274,0.62098765,1.1714623,1.1241016,1.3238685,1.330034,0.9461882,1.1279881,1.1187624,0.72380245,1.1856027,0.8826064,1.0356951,0.3011375,1.0549716,0.9300992,0.7336451,0.968932,0.97901016,1.0350481,1.2242166,1.1876692,0.8824619,0.71847296,0.55255353,1.1165677,0.9139994,1.3437625,0.9500599,1.3059095,0.9101264,1.2045707,0.789426,1.0258807,1.1043985,1.3029989,0.89933413,0.94693977,0.49526823,0.7902827,0.9981454,0.9606788,1.1949918,1.31801,0.9782706,1.036427,0.5306568,1.1536849,1.1242932,1.0406256,1.0135832,0.54889625,0.60536075,1.1478114,1.216842,1.3243842,1.2622668,1.1534187,1.2603762
milk,1.1199489,1.21171,1.0488696,0.920401,1.1308292,0.9780495,0.93071425,0.7851628,0.70446014,1.0261687,1.0757573,1.0630836,1.2051528,1.069131,1.000322,1.1358484,1.1208963,0.9539789,0.811094,0.6492423,0.7021559,0.6490109,1.0797971,1.0275229,0.44260687,0.9648451,0.95580363,1.0021625,1.2204727,1.26921,1.0642837,0.8720856,0.8401212,0.8722141,1.0493442,0.6951016,1.030012,1.084213,1.0059214,0.99852514,1.1025223,1.169189,0.95027757,0.7413495,1.0748414,0.6340518,1.1993785,1.0539093,0.9818852,1.1043274,1.0937003,1.1602075,1.0224737,0.8502077,1.1381621,1.1148518,1.2794583,1.11026,0.8550953,1.1591045,1.15076,0.9717124,1.0848019,0.9008917,1.3087535,1.1611055,1.0841948,1.1412773,1.1225878,0.88315797,1.2035627,1.2014046,0.91019,1.0191315,1.118624,0.42420268,1.2341149,0.8481698,1.0201055,0.981806,1.2161192,1.1676903,0.6627116,0.0,1.1826272,0.93291724,1.1493587,0.95276636,1.2431321,0.76892847,1.3637176,1.2538744,1.0728887,0.92236817,1.0851403,1.136586,1.2368933,0.70869756,1.1527395,1.1605211,1.1162978,1.22225,1.080856,1.038217,0.72771835,0.89805585,1.2534161,1.1445786,0.8008878,0.88111436,1.2498139,0.726755,1.13598,0.9372467,0.89078367,0.8055717,1.0781054,0.97317034,1.1607149,0.98514724,1.2996578,0.9842277,0.91326433,0.69532293,1.032067,1.3190062,1.1393855,0.73482454,1.0704924,0.85515606,0.8329623,1.0025023,1.1530017,0.87038124,1.1049159,0.8655547,0.8460738,0.90131986,1.3038074,1.281419,0.9714786,0.8922384,0.8435247,0.6706134,0.9543277,0.9524251,1.0049992,0.9857767,1.2837477,0.9960009
mitten,0.42048126,0.7600942,1.3229783,1.0243322,0.45214856,0.99101114,1.1134719,0.967535,1.1616449,0.93425894,0.901512,0.756848,1.3990995,0.7509537,0.48819745,1.1065824,0.60315216,0.9034482,1.2727025,1.4581279,1.309244,0.9348733,1.3407607,1.1226257,1.2458487,1.0653111,1.2857032,1.1900659,0.586539,1.0517025,0.91178524,1.0444871,1.4107846,1.0343739,1.0564922,1.3356409,0.8477671,1.1967973,0.8966657,0.8261244,1.0409569,1.4489355,0.78638446,1.4560981,0.9116316,1.0691158,0.4989879,0.7623526,1.094363,0.891749,0.60847306,0.95930076,1.4314547,1.2059299,1.0961915,0.8400096,0.8200014,1.0712541,0.9631079,0.5887646,1.085593,1.0530866,1.0077872,0.7070115,1.077964,0.54379284,0.81625223,0.9753335,0.7851951,1.269203,0.38814747,1.0192016,1.2151462,0.84987265,0.6558116,1.1421072,0.45700347,1.154004,0.7650705,1.5835413,0.6734729,0.6611398,0.99282503,1.1826272,0.0,0.9238027,0.934115,0.73880076,1.3906691,1.2023084,1.1239572,1.0253493,1.3426458,1.0929742,1.0518918,0.5294037,0.55733454,0.9860643,1.4386337,1.4364542,1.0387546,1.0341235,1.1824661,0.9840045,1.1929669,1.224177,1.2179784,0.7215651,0.9982362,1.4596293,1.1201459,1.0682302,0.9925878,0.8018761,1.1259456,0.9942262,0.31078136,1.0600928,0.59257454,0.9172406,0.45492578,0.76312,1.0779085,1.1540701,0.6783839,1.2221463,1.1005632,1.254818,0.6634876,0.8910649,1.2748196,0.82830566,1.2057668,0.93045396,0.6056244,1.0781149,0.8767983,1.2918506,0.9963118,1.1285292,1.2399441,1.0832992,1.1431375,1.0856543,1.0939558,1.1163845,1.1707116,1.0203226,1.2737371,1.0698051
motorcycle,0.7700821,1.1604252,1.3515016,1.1400461,0.8771204,1.1471689,1.1575191,1.1730707,0.95153695,0.8008536,1.0174313,0.7214828,1.2947935,0.7080147,0.8886312,0.9975991,0.82764316,0.849632,1.143298,1.2090096,1.2847015,0.8856689,1.3886297,0.9985375,1.1296729,1.0197458,1.1510477,0.7025041,1.1327264,0.99290615,0.68435746,1.0987822,1.1525013,0.7052257,1.1909988,0.9541173,0.9497349,1.2744038,1.1233615,0.74751055,1.3011383,1.3817884,0.43398672,1.3114603,0.79972196,0.9289127,0.68239397,0.9479021,0.75446683,0.9224659,0.7593087,1.1806387,1.2725123,1.325544,1.1264457,0.8940848,1.2966306,1.1175497,0.8630099,1.0276287,1.2582166,1.1260306,0.9045643,0.7818992,1.2536451,1.1233428,0.80005795,1.4140346,0.806499,1.130698,1.0834639,1.2401032,1.0233876,0.6560725,0.7187147,0.95446396,0.7374022,0.9783204,0.5021951,1.2326162,0.8647513,1.0136857,1.2140408,0.93291724,0.9238027,0.0,1.1398785,1.1258283,1.3239847,1.2031349,1.3816725,1.2172482,1.4081287,0.776099,1.0914565,0.6983336,0.7308923,1.0399895,1.3369663,1.3317009,1.3286362,1.134995,1.2575669,0.9142877,1.2207795,0.98914355,1.3660717,1.1333686,0.81905687,1.1004883,1.318252,0.6709447,1.0639819,0.87773764,1.0468937,1.0601671,0.7964438,0.9663428,0.75794196,1.0383024,0.90123916,0.810508,0.77654266,0.9079037,0.83998036,1.3227385,0.8979022,1.203669,1.0247971,1.0656003,1.1311275,0.79050684,1.2719736,0.25992185,0.68576556,0.68703157,0.7547076,1.3201382,1.3322046,1.3587506,1.2374498,1.198537,1.1163213,1.0301889,0.9146683,0.23928523,0.7830533,0.5554044,1.3511045,0.8650808
mouth,1.10486,0.8867787,0.9441356,0.9001278,0.9755351,0.9988822,1.0504693,0.97775567,1.1649041,1.1369679,0.99138534,1.1583986,0.9719713,1.1443801,0.98451847,1.0763818,1.1432866,1.08115,1.1349025,1.1380532,1.0777683,1.1433283,1.0281373,1.0478987,1.1249114,1.0426424,1.0874119,1.1102332,0.7272767,0.9896723,1.1255848,0.93719584,1.0733794,1.1586694,0.9289317,1.2058959,0.93635243,0.97605276,0.9364883,1.1680459,0.92154133,0.97461647,1.1892012,1.0820457,1.1104206,1.1273116,1.0924187,1.0746764,1.103202,1.0439223,1.0230166,0.9742791,1.042938,0.9831669,1.07215,0.750787,0.6169011,1.1075356,1.0756744,0.7776047,0.78961647,1.1351624,1.0185246,1.0607634,0.65653574,1.0437982,1.1285585,0.77997386,0.8159367,1.1076131,0.71476513,0.93607974,1.1079106,1.0745286,1.0318135,1.0903723,0.9851235,0.99782985,1.1287644,1.0989836,0.92752075,0.99950475,1.0524778,1.1493587,0.934115,1.1398785,0.0,0.94341666,0.9289847,1.1646212,0.6469143,0.7827176,1.0146801,1.1089911,1.0923504,0.99473536,0.98604953,1.1222554,0.9770188,0.980576,0.89324826,1.1530801,0.85206825,1.0893368,1.0541711,1.117306,0.94989705,1.0078261,1.1646897,1.068944,0.65755653,1.1718692,1.081252,1.1051263,1.0235264,0.9925444,0.9667005,1.0119375,0.903886,0.9658197,0.84650624,1.1374164,1.0927563,1.128983,1.0807886,0.8573009,1.1124952,1.0462383,1.0476942,0.9845716,1.0154823,0.97023016,0.9510525,1.1727029,0.99301356,1.1173549,1.1529429,1.0713165,0.6545158,0.36306846,0.983389,1.1180804,1.1125766,1.1659503,1.0347482,1.065473,1.0381228,1.169985,0.79197645,1.0586663
muffin,0.8754149,0.8568128,0.939118,0.5511127,0.9750428,0.85870165,0.9525591,0.79074764,0.9834373,1.22345,1.1631477,1.1214882,1.2250106,1.1618891,0.9460417,1.2331355,1.0231118,1.0104834,0.9108324,1.1019776,0.8799,0.87207246,0.70209527,1.1899976,0.9340795,0.8482375,1.1599517,1.2687901,0.9714736,1.303586,1.1060922,0.98161304,0.9355575,1.1825196,1.0225846,1.0161681,1.05197,0.5177847,1.0262767,1.0937133,0.81522214,1.1579679,1.1439483,1.0192755,1.0327129,0.7611445,0.93993014,0.7494108,1.2486823,0.9456849,1.0444889,1.006537,1.1003889,0.7430902,1.1963315,1.0337588,0.8873767,0.91843224,1.0000153,0.89402294,0.9576587,0.79525495,1.1780062,1.0814397,1.0237012,0.87015855,1.0837767,0.84497124,1.063799,0.71622866,0.79111564,0.9515064,0.921138,1.0473089,1.1466504,0.93935096,1.0995829,0.98342246,1.184162,1.194791,1.0611149,0.9274777,0.7314091,0.95276636,0.73880076,1.1258283,0.94341666,0.0,1.1630249,0.8569301,1.0480114,0.9883699,0.9102779,1.1464889,1.0802207,1.0762615,1.1622169,0.87512255,1.155187,1.1433257,0.9749629,1.0569739,0.7759757,1.03038,0.82409364,0.92351645,0.9134846,0.6474156,0.8071954,1.0126961,0.99411404,1.1953363,1.1507325,0.78295183,1.0233158,0.9023752,0.9754107,0.94453233,1.1427186,0.78600186,1.0787747,1.0021392,1.2222593,1.0888377,1.1226393,1.0619266,1.2918112,1.1003015,0.8794302,0.96412694,0.8897196,0.9979087,1.038041,1.1029929,1.1186839,1.0962101,1.0570825,0.84642047,0.9506664,1.0140743,1.1564156,0.9715441,0.82791364,0.8528484,1.1590079,1.1809475,1.3214335,1.2190665,1.1019944,1.2404006
nail,1.5001923,0.83087873,0.47816747,1.0967065,1.3180254,0.8153308,0.85108685,1.1660521,1.1675406,1.3289998,1.1163145,1.3505886,0.3017553,1.3950315,1.4426923,0.871477,1.3882031,1.2957058,0.831096,0.41877544,0.96587175,1.3744996,0.4448285,1.0469245,0.952889,1.0162852,0.64532775,1.0601475,1.0689279,0.92533296,1.161627,1.2105378,0.775606,1.318768,0.81257504,0.8651516,1.2147343,0.7880336,1.1884937,1.3258988,0.91987073,0.17655474,1.4682224,0.496271,1.2730212,1.3184863,1.3047156,0.9985045,1.1927153,1.1966186,1.3316996,0.6793699,0.30328476,0.8071623,1.046414,1.0680251,0.5891959,0.7555624,1.2046576,1.0467427,0.8135112,0.9611508,1.1954877,1.3983948,0.4396801,0.90348685,1.3137445,0.60098565,1.1071371,0.9976127,1.1379118,0.5199822,0.9694883,1.3266804,1.3054125,1.2096703,1.3330159,1.03597,1.3868531,0.49816072,1.0093538,1.1397889,1.1386106,1.2431321,1.3906691,1.3239847,0.9289847,1.1630249,0.0,0.8217573,0.3684587,0.56424975,0.42079353,1.2101821,1.06671,1.4078864,1.2616253,1.1723609,0.24110949,0.2546754,0.9052512,0.8040531,0.6046678,1.134841,1.1297841,0.97044796,0.40543407,1.0547433,1.1202368,0.64787996,0.49393642,1.3383585,1.1058519,1.1901985,1.1949685,1.3239874,1.3895409,0.96838737,1.3137816,0.9227166,1.185269,1.3776295,1.1854131,1.1339287,1.4481558,0.22962534,1.0782342,0.6318612,0.99850035,1.340849,0.8688483,1.3371704,0.5606203,1.3093884,1.3541238,1.1947695,1.3865606,0.7129067,0.37164187,0.38700378,0.45260108,0.8426396,0.88739073,1.2510986,1.1308355,1.1713809,1.055193,1.1496307,0.10438156,1.2327927
napkin,1.2481194,0.8545427,0.9095679,1.0222223,1.298227,0.8613334,0.8294835,0.95452785,0.7974533,1.2455186,1.1379929,1.2008059,0.8443823,1.1610783,1.2713649,0.9034602,1.1506934,1.1916536,0.59704053,0.55950856,0.6558507,0.9133849,0.7266452,0.9641478,0.6752827,0.71138996,0.6937448,1.0296063,1.2686865,1.1469525,0.9958606,1.0942124,0.6387279,1.2446,0.83602035,0.70031744,1.002679,0.8648598,1.1721328,1.1166935,0.9397305,0.7551174,1.2180126,0.50004995,1.203443,0.89482194,1.32282,0.92620116,1.1356221,0.99047244,1.1679327,0.97675836,0.78715277,0.80353606,1.1692688,1.3339746,1.0455804,0.7364727,0.9653841,1.0783035,0.8280345,0.86529875,1.1713094,1.181097,1.1096952,0.7941227,1.364187,0.8063626,1.3580279,0.84705484,1.228567,0.7774711,0.80495113,1.2355636,1.3010056,1.0373424,1.3567353,0.68831664,1.3270905,0.5756377,1.1390475,1.2361356,0.80455136,0.76892847,1.2023084,1.2031349,1.1646212,0.8569301,0.8217573,0.0,0.99788916,1.110669,0.84124166,0.8962609,1.0418556,1.3716645,1.3249902,0.5629934,0.6742513,0.6988013,0.99937767,0.6901176,0.9438226,1.0409855,0.7590213,0.833528,0.9202876,1.1575143,0.68839484,0.6139152,0.938885,1.0604572,1.1506369,0.75531614,1.0960475,1.1020803,1.2996602,0.7839362,1.3815,0.6304128,1.2218108,1.0184065,1.0508978,0.8877022,1.3427422,0.78372574,1.1378573,0.71886975,0.68160385,1.074929,0.5308554,1.2761846,0.8533097,1.0755686,1.3838251,1.2274421,1.2198689,0.69950825,0.9605563,1.0213842,0.85316837,0.22343266,0.86742544,0.95075464,1.0504011,1.1756468,1.121342,1.0549555,0.9097651,1.1310687
necklace,1.446307,0.5197388,0.56863654,1.0380085,1.2041361,0.95279574,0.9071237,1.1144775,1.2555076,1.3846378,1.085668,1.4063629,0.3468343,1.2879062,1.280009,0.95091987,1.3408225,1.3183094,0.93124497,0.72743964,1.1507763,1.35914,0.6491531,0.92709863,1.0330305,1.0898247,0.58138806,1.1399033,0.75410616,0.85043234,1.033421,1.2329438,0.90544987,1.3954866,0.7190372,1.0413237,1.0808004,0.75928783,1.0371982,1.3956728,0.77399075,0.3291663,1.5183061,0.73561203,1.2465615,1.4627135,1.2115306,0.8537996,1.2101676,0.95621926,1.2131025,0.6997324,0.72732925,0.97302467,1.0287958,0.94849724,0.33087158,0.8667713,1.2336305,0.79591656,0.5476377,0.96840197,1.2344499,1.4507613,0.21345985,0.70071065,1.3737824,0.5594549,0.9567738,1.163557,0.8071136,0.4318787,1.0365398,1.2512313,1.1699477,1.299211,1.092106,1.0253899,1.3944697,0.6740223,0.8430013,1.0063605,1.1880338,1.3637176,1.1239572,1.3816725,0.6469143,1.0480114,0.3684587,0.99788916,0.0,0.45241302,0.5493426,1.2397385,1.1049972,1.3274873,1.0135174,1.2357516,0.37013298,0.42166793,0.6936088,0.7606137,0.70986646,1.0980642,1.2617986,1.0770845,0.38471258,0.93962324,1.095826,0.7745253,0.4243605,1.424231,1.096444,1.2051847,1.2954541,1.3814366,1.1932347,0.9026405,1.1624256,0.8219962,0.8280318,1.2084376,1.2274002,1.324674,1.4251846,0.18767667,1.1183205,0.70163465,0.83334875,1.3755035,0.8869942,1.2850592,0.57919896,1.3048819,1.2433187,1.3275018,1.5357063,0.79014,0.19114733,0.23361033,0.6853502,0.85233665,0.96548057,1.3200498,1.2142794,1.2629498,1.182048,1.0973148,0.2060107,1.2983596
nose,1.2222774,0.795117,0.6800476,0.98774976,1.136632,0.8888455,1.0216471,1.1224236,1.2919892,1.2640239,0.9495144,1.1978061,0.6238389,1.2793127,1.1255804,1.0372635,1.1976254,1.182065,1.1034585,0.94936746,1.1824954,1.3106258,0.8129878,1.072577,1.1602867,1.0163287,0.9441641,1.0315255,0.84841657,0.79710615,1.1708546,1.1351211,0.98168534,1.2306404,0.9173496,1.1091268,1.1404067,0.8182997,1.1421951,1.2056772,0.8462634,0.6689872,1.309463,0.94556993,1.0398979,1.2528142,0.9007504,0.9356903,1.1184112,1.1224731,1.1982219,0.8689569,0.694492,1.0131584,0.9917426,0.67980707,0.5476791,0.88473856,1.1504555,0.8409102,0.7910572,0.958548,1.1077641,1.2521975,0.38509893,0.9205802,1.1489011,0.75444174,0.7541272,1.1123301,0.7658886,0.6834239,0.95456547,1.2094382,1.1157634,1.1723658,1.068514,1.1227882,1.2756141,0.9226303,0.9195788,0.923808,1.1524274,1.2538744,1.0253493,1.2172482,0.7827176,0.9883699,0.56424975,1.110669,0.45241302,0.0,0.7123348,1.2575793,0.83209765,1.1411844,1.1001762,1.2070282,0.70531034,0.70526785,0.8456941,0.92929465,0.81255305,1.0443211,1.2296605,0.9587203,0.64281666,0.8087075,1.2021031,0.93836945,0.6907128,1.3526783,1.0593816,1.1014454,1.2234304,1.2624488,1.1445807,1.1053216,1.0336202,0.8602133,0.9577788,1.290249,1.1680729,1.2471621,1.297185,0.5321686,1.0582796,0.95686173,1.0311933,1.3015152,1.0744829,1.116173,0.87518996,1.2423179,1.128611,1.174447,1.3257284,0.93973756,0.4553213,0.522934,0.8504145,1.0473405,1.0106577,1.2771478,1.118287,1.0858636,0.9979823,1.2520636,0.4882908,1.1649991
orange,1.5149873,0.7724515,0.074120045,0.71991795,1.4020855,0.5638187,0.5615692,0.6373468,1.1166438,1.4949299,1.1558974,1.4958801,0.5306928,1.5131783,1.443932,1.02973,1.4807384,1.253129,0.87977576,0.5755696,0.7149913,1.2692796,0.3140669,1.0817556,0.84345263,0.961829,0.6973144,1.1607107,1.066534,1.0966848,1.2596215,0.9560657,0.70462215,1.4148548,0.93935204,0.9179028,1.2202761,0.50285435,0.85117364,1.4371307,0.7996336,0.36985338,1.6267818,0.58404684,1.2440665,1.0508872,1.3477356,0.97169054,1.3324348,1.1830506,1.399655,0.7158162,0.59752357,0.36642247,1.0876397,1.145915,0.65122443,0.74803805,1.1694642,1.1204196,0.8783798,0.6369085,1.3188734,1.5136483,0.69011843,0.8793271,1.3640463,0.51359665,1.2262336,0.7874139,1.1810659,0.6227903,0.9286547,1.391336,1.3927429,1.0761069,1.4007978,1.051443,1.5694245,0.6296377,1.1103231,1.0661868,0.62098765,1.0728887,1.3426458,1.4081287,1.0146801,0.9102779,0.42079353,0.84124166,0.5493426,0.7123348,0.0,1.3269362,1.128647,1.5453767,1.3288985,1.236375,0.49576753,0.5169155,0.52902365,0.8657681,0.5536481,1.0638884,0.80545586,0.9397998,0.26326084,0.68127257,1.1487454,0.7216902,0.5873647,1.4570386,1.1502553,1.1313264,1.0607094,1.0804695,1.446461,0.9825338,1.4519123,0.9748341,1.255249,1.2905644,1.32357,1.1888517,1.494891,0.44458604,1.2077181,0.6246095,0.9545825,1.0792755,0.81904644,1.3286587,0.5553824,1.3797433,1.461967,1.2569041,1.4513621,0.46095407,0.56889576,0.6197726,0.7608029,0.9552239,0.65951324,0.975564,1.1978277,1.266445,1.2174768,1.317338,0.44622815,1.370496
oven,0.9915782,1.0841684,1.3406875,1.2258098,0.8038595,1.3002788,1.2402227,1.1676294,0.9229949,0.55705214,1.0366839,0.86119854,1.0370742,0.49736917,1.1162817,0.9685106,0.9055094,0.99225855,0.90227866,1.0551418,1.1002845,0.8346913,1.2784462,0.66051185,0.96745455,1.0979764,0.74339247,0.8168804,1.1659647,0.8863332,0.5099776,1.169779,0.995676,0.70823175,0.9086536,0.7826821,0.8189848,1.1919311,1.1219985,0.85634273,1.1242492,1.190847,0.5977538,0.98402345,1.038569,0.8429539,1.00667,1.2090435,0.42982483,0.45514166,0.9304544,1.2338868,1.08485,1.3387157,1.0471215,1.0855587,1.2639863,1.181675,0.99842554,1.1130906,1.0151957,1.3114165,0.8919413,0.9507187,1.2212099,1.1575077,1.0799145,1.4025526,1.0625403,1.1872802,1.1096381,1.1858957,1.1375365,0.74551785,0.9245364,1.0160285,0.8700594,0.7782185,0.569725,0.78185487,0.83337635,1.0261886,1.1714623,0.92236817,1.0929742,0.776099,1.1089911,1.1464889,1.2101821,0.8962609,1.2397385,1.2575793,1.3269362,0.0,1.125834,0.9668242,0.83268,0.82697046,1.0943216,1.0618652,1.2401644,0.95025533,1.27863,1.0770667,1.1153214,1.1300172,1.3508545,1.2337313,0.85217226,0.7041309,1.1455319,0.26714408,1.0643886,0.9625263,1.1092268,1.1166484,1.0631073,1.0124476,0.9634234,1.0475988,0.951521,0.7720376,0.52847147,0.5578108,0.95005643,1.2021728,0.93708414,1.0619063,1.0011145,0.99681234,0.88390785,0.9542098,1.1680704,0.6217757,0.895871,1.101698,0.8487247,1.2081733,1.2770704,1.2592351,1.1004326,0.78513765,1.2860634,0.9527739,0.92078626,0.92119,0.7939406,0.46296346,1.2723129,0.70239073
owl,0.8636526,1.1790308,1.07402,1.0242943,1.0940429,1.1257575,1.1200548,1.1513417,1.083988,0.80666566,0.6908494,0.8906545,1.0937952,1.0531799,0.8772008,1.0169283,0.83546567,1.0003849,1.1783127,1.1811382,1.0794003,1.1967382,1.1627194,1.1219379,1.2058287,0.9401468,1.2361982,0.9331393,1.0301912,0.571027,1.2856259,0.87844133,1.0619378,0.97921777,0.87334204,1.1958675,1.0775554,1.1094207,1.0036724,0.942303,0.82601345,1.1667646,0.9723032,1.1910799,0.8896349,1.1351682,0.7865218,1.061904,0.9190723,1.2666707,0.9826722,1.1499606,1.0490217,1.056605,0.38085902,1.0476762,1.1178219,0.97618043,1.0589064,0.96951926,1.0476156,0.9173349,0.67446136,0.8701861,1.1111567,1.1680776,0.863059,1.0777125,1.0702071,1.042732,1.0712496,1.1291455,0.7965381,1.057698,0.9553498,1.1482484,0.99380296,1.1318703,1.139776,1.0893556,1.1431273,0.8654905,1.1241016,1.0851403,1.0518918,1.0914565,1.0923504,1.0802207,1.06671,1.0418556,1.1049972,0.83209765,1.128647,1.125834,0.0,0.8920174,1.0027754,1.1048322,1.1356828,1.1931624,1.016547,0.9550285,1.1163505,1.0385467,1.0401068,0.81771237,1.0446677,1.0355667,1.1753136,1.1984118,1.1462132,1.0641034,0.3950795,1.0602285,0.87000716,0.9354567,1.1206042,1.1355615,0.949866,0.9322202,1.0568814,1.1143901,0.9085383,1.102299,0.8461885,1.0992583,0.435211,1.221113,1.0811677,0.97122806,1.1435522,0.9471922,0.9545295,1.1610138,1.0561845,1.0025802,1.0183412,1.0859072,1.1201462,1.0934854,1.14964,0.99047005,1.1187553,1.2389305,0.91596603,1.0018618,0.8376367,1.2757456,1.1388915,0.8770181
