,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
strawberry,1.4233094,0.8495049,0.59178764,0.92729884,1.3818451,0.7264801,0.6760777,1.0063199,0.8457222,1.3892704,1.1092117,1.3706579,0.54792976,1.2332405,1.3869352,1.0562493,1.3079101,1.1257038,0.7435902,0.6554382,0.93371296,1.0000921,0.72245306,0.97025317,0.7764852,0.89811414,0.60216975,0.92109674,0.98037016,1.0209936,1.0321383,1.0962332,0.76546097,1.284864,0.8845669,0.84201074,1.0299728,0.8267293,0.89749366,1.301385,0.8522105,0.45273256,1.3642852,0.6747005,1.1493123,1.2340728,1.3304795,0.86599076,1.2384785,1.0112525,1.2558613,0.6731427,0.81576085,0.85310596,1.0771651,1.2273879,0.7776884,0.7407206,1.0112268,1.1219773,0.8827683,0.74876654,1.1518927,1.3858898,0.8128883,0.8639925,1.2687788,0.45489645,1.2571172,1.0011827,1.1327399,0.64106494,0.8912985,1.2760019,1.288162,1.1157544,1.312288,1.0016861,1.363835,0.6706972,1.184268,1.2041327,0.9606788,1.1530017,1.2057668,1.2719736,0.9510525,1.038041,0.5606203,0.8533097,0.57919896,0.87518996,0.5553824,1.1680704,0.9545295,1.390486,1.2374681,1.0818028,0.544837,0.58859736,0.65893686,0.7757557,0.82937485,0.9101074,1.0210663,0.9071226,0.63442695,0.8144468,0.9862033,0.684646,0.6723862,1.3171506,1.1271466,0.97562456,1.1587688,1.2296294,1.2950472,0.8832199,1.3543228,0.9292516,1.1437759,1.2120515,1.2432159,1.1720089,1.3294249,0.50129294,1.1227446,0.7600726,0.91700447,1.2152135,0.93622303,1.3203003,0.0,1.219479,1.3634329,1.1722099,1.4066596,0.57040143,0.70071447,0.62796867,0.8052252,0.833609,0.61241966,1.0015033,1.0530546,1.1862468,1.1263448,1.0552255,0.62865937,1.1773298
stroller,0.8500979,1.057178,1.3344765,1.1557596,0.9467626,1.1961699,1.174674,1.189953,0.84691256,0.876302,1.0404474,0.74078226,1.226158,0.6546951,0.9755055,1.0166245,0.83338267,0.92815876,1.0345552,1.0933863,1.3009776,0.7968205,1.3232824,0.88487434,1.031844,0.97140014,0.9418858,0.77750254,1.2081445,1.0718943,0.41825283,1.2210381,1.1434668,0.6424799,1.1670324,0.83189607,0.9331891,1.2543228,1.1755046,0.7263917,1.2325821,1.3227108,0.3745168,1.2015963,0.8023983,0.8840784,0.7173299,0.81821954,0.69047713,0.70420194,0.7566033,1.178509,1.2330225,1.4008822,1.2274365,0.9671204,1.2813199,1.0804889,0.87908185,1.0621657,1.1778054,1.0954533,0.95762706,0.9699607,1.2211118,0.96054995,0.9627918,1.4266846,0.88005936,1.1918801,1.1109736,1.117502,0.99078804,0.72429466,0.75170475,0.9474175,0.7677757,0.9179675,0.43149042,1.091294,0.86335695,0.9986881,1.1949918,0.87038124,0.93045396,0.25992185,1.1727029,1.1029929,1.3093884,1.0755686,1.3048819,1.2423179,1.3797433,0.6217757,1.1610138,0.7980922,0.75065434,0.98381275,1.2729552,1.2918491,1.3021431,0.9753203,1.2566597,0.87239635,1.2561393,0.98414093,1.296508,1.1393418,0.6172604,0.93090516,1.2688795,0.59355104,1.1950524,0.82155,1.1697406,1.1995575,0.8468784,0.9717849,0.83469784,0.91119516,0.898593,0.77584183,0.7364441,0.9145771,0.9698883,1.2280626,1.0741284,1.0992771,0.94165117,1.146857,1.0572714,0.92605996,1.219479,0.0,0.74823236,0.7788681,0.8652598,1.3097625,1.2733488,1.3231921,1.234407,0.9854678,1.0918386,0.9911731,0.96309114,0.5308813,0.8533093,0.38275903,1.3215301,0.8788846
sweater,0.5560128,1.1004102,1.418975,1.2367787,0.45106936,1.2519847,1.3061199,1.2659546,1.2416023,0.63824254,0.86113185,0.50359106,1.3487301,0.68865883,0.39248312,1.0203695,0.5405937,0.84112597,1.3251077,1.4462647,1.4188913,1.0237678,1.456897,1.1550196,1.3516319,1.2365736,1.3543915,1.0704318,0.9094329,0.90616894,0.8138579,1.1171781,1.3757961,0.7383894,1.140511,1.2364469,1.0143844,1.3078644,1.1478176,0.58062047,1.2635373,1.5159628,0.540134,1.4892566,0.8171022,1.0812916,0.5728639,0.95142967,0.72770995,0.95794624,0.4667127,1.1315035,1.3710666,1.414798,1.0081276,0.52446926,1.1307249,1.3232888,1.0153332,0.9521577,1.3036153,1.3495154,0.9295867,0.6469977,1.064357,0.96855253,0.67246425,1.4692488,0.43917066,1.2252526,0.75601465,1.1277105,1.1992863,0.82944506,0.1318624,0.99093336,0.2613957,1.249328,0.47294152,1.4604683,0.7176827,0.7324219,1.31801,1.1049159,0.6056244,0.68576556,0.99301356,1.1186839,1.3541238,1.3838251,1.2433187,1.128611,1.461967,0.895871,1.0561845,0.1453942,0.33337045,1.076479,1.4918644,1.4451185,1.3542559,1.143934,1.3010178,1.1073949,1.3328581,1.1537837,1.3166806,1.043965,1.0195403,1.4217165,1.2831334,0.72378844,0.89059544,1.1083853,1.0032421,1.0110275,0.46715277,1.2592981,0.09588164,1.2273123,0.53404176,0.93499947,0.7426822,1.0121906,0.6050076,1.4068075,0.9395566,1.290879,1.056581,1.0241565,1.4168619,0.84816265,1.3634329,0.74823236,0.0,0.89958334,0.58941793,1.5025476,1.2136552,1.2705908,1.3493071,1.2624239,1.4020231,1.1100975,0.8939806,0.81816524,0.8170341,0.89565325,1.3346252,0.78475314
swing,0.8624873,1.2924514,1.2351239,1.0691295,0.9949283,0.9770683,0.9899685,1.0752927,0.7327412,0.879907,0.9925701,0.7531601,1.2353749,0.93434155,0.74100006,1.1695832,0.9018938,0.5002148,1.089967,1.1772707,0.9823751,0.75063145,1.2812537,1.0576434,0.94084615,1.0182475,1.2674029,0.90636015,0.99931425,1.1696825,1.0196103,0.9282617,1.1485617,0.61527705,1.2421837,0.9681837,1.032055,1.2021008,1.0011853,0.79038423,1.266432,1.2347369,0.6319943,1.1723893,0.77969533,0.92789346,0.93944263,1.1785035,1.0958136,1.100757,1.0707517,1.1267378,1.0798758,1.0863433,0.9725758,1.0061274,1.2812362,1.2444333,0.92451674,1.2052897,1.2442713,1.0507698,0.87171394,0.75834274,1.2511237,1.3014002,0.42917067,1.1587723,0.96392405,0.99502414,1.1456162,1.2991105,1.1710265,0.7601099,0.96419656,0.80429816,1.0820196,1.0169548,0.7466145,1.2652631,1.2300849,1.0816162,0.9782706,0.8655547,1.0781149,0.68703157,1.1173549,1.0962101,1.1947695,1.2274421,1.3275018,1.174447,1.2569041,1.101698,1.0025802,0.80424047,1.0948536,0.98471665,1.274077,1.2289037,1.2760162,1.3259621,1.1508895,0.941501,0.92714614,1.1140006,1.2997284,1.0138623,0.98472524,1.1456435,1.260157,0.91389656,0.98007405,1.0730681,0.80101776,0.8495156,0.89730245,0.99143416,0.9499716,1.1687078,1.2314451,0.9289913,1.0169945,0.9570101,0.56139493,1.3152232,0.9554244,1.1995753,1.1902857,0.9454711,1.1586125,0.79182214,1.1722099,0.7788681,0.89958334,0.0,0.520072,1.0954901,1.3117265,1.2452512,1.0633681,1.3275597,0.7475517,0.75360215,0.95590776,0.6093739,0.98501986,0.8676404,1.2542399,0.9108005
table,0.5801354,1.4031758,1.4453498,1.1242498,0.6689538,1.2359213,1.2682824,1.0163229,0.93947154,0.4954158,0.9169943,0.4703651,1.4303985,0.5897164,0.5715018,1.1581881,0.61245054,0.6701924,1.203062,1.4118174,0.9031512,0.78735304,1.3772337,1.1399777,1.145385,1.1670786,1.468745,1.03054,1.0453297,1.071999,0.8876145,0.8490989,1.2919116,0.507314,1.3122631,1.1521854,1.0308878,1.2267594,1.0540897,0.56501687,1.2462457,1.5451082,0.46986502,1.3210626,0.84418064,0.7548976,0.77315736,1.3317783,0.81484693,0.94588834,0.80618644,1.2622902,1.2582383,1.1217883,0.9297483,0.89282185,1.3913679,1.3547646,0.91632754,1.1912527,1.3365228,1.3030741,0.83048224,0.47725338,1.3933802,1.3501968,0.42887175,1.4013281,0.8458375,0.9542219,1.0399894,1.50471,1.2288904,0.7619,0.69071555,0.7624768,0.751159,1.1319896,0.48143107,1.4363234,1.0603608,0.9150907,1.036427,0.8460738,0.8767983,0.7547076,1.1529429,1.0570825,1.3865606,1.2198689,1.5357063,1.3257284,1.4513621,0.8487247,1.0183412,0.5373144,0.81831235,0.85163057,1.5513985,1.489224,1.4428769,1.301049,1.2067455,1.0943363,0.81182843,1.1778995,1.433157,1.1904318,1.1280922,1.4312382,1.4160204,0.59347194,0.84237576,1.0606875,0.68149644,0.599755,0.70866275,1.1968336,0.6485181,1.3773158,1.0228446,0.88037205,0.7725287,0.6581181,0.5084111,1.5862813,0.80135417,1.3413023,1.289692,0.658518,1.2804639,0.6820332,1.4066596,0.8652598,0.58941793,0.520072,0.0,1.3052056,1.4885781,1.4097052,1.2609951,1.3325605,1.2295078,0.68012697,0.84876776,0.8001913,0.8766555,0.98769915,1.4945282,0.73797345
tape,1.4994419,0.9036972,0.4800539,0.6558255,1.5207719,0.5413009,0.5108235,0.7272763,0.7451973,1.4296339,1.2625947,1.4683418,0.7063111,1.3631444,1.4167354,1.1736939,1.4722655,1.117903,0.6582576,0.5287689,0.50786483,0.8665256,0.587618,0.9683427,0.4806167,0.85165566,0.5931947,1.0908573,1.1643189,1.3175173,1.13908,0.9985038,0.42800152,1.3251526,1.014628,0.7377707,1.0718347,0.60751826,0.80483127,1.3664112,0.94372344,0.5558312,1.4885261,0.41404372,1.2050505,0.98946184,1.4582714,0.91105026,1.3315364,1.0665102,1.4590076,0.7727056,0.8161243,0.5335991,1.1608218,1.249155,0.8980061,0.7575601,0.9990386,1.2354141,0.9445878,0.5042718,1.2338352,1.3921318,0.9040901,0.92174727,1.2469473,0.3786955,1.3450904,0.7637935,1.2232285,0.6848377,0.86502707,1.2079794,1.4634836,0.9309247,1.5216252,0.9079625,1.5109688,0.6710421,1.3998889,1.2639904,0.5306568,0.90131986,1.2918506,1.3201382,1.0713165,0.84642047,0.7129067,0.69950825,0.79014,0.93973756,0.46095407,1.2081733,1.0859072,1.5705653,1.477833,0.97227854,0.6315819,0.66321313,0.70011926,0.87318516,0.8275777,0.947322,0.5948217,0.8800148,0.6656805,0.7671057,0.93776613,0.53902954,0.7891205,1.3696799,1.2282052,0.91685075,1.0227125,1.0343908,1.4382955,0.7996119,1.5213871,0.7810882,1.3949902,1.117478,1.3289715,0.93159676,1.3831574,0.6062504,1.2497568,0.5664971,0.9335055,1.0286672,0.6706116,1.1531538,0.57040143,1.3097625,1.5025476,1.0954901,1.3052056,0.0,0.8351087,0.8322693,0.7713408,0.90960586,0.40182173,0.73443747,1.2078916,1.2323344,1.2385991,1.1505846,0.72272575,1.3964041
toe,1.4072886,0.387892,0.5704381,1.0061365,1.0794433,0.8700973,0.9026762,1.1404771,1.301187,1.4043486,1.1410966,1.3568838,0.530962,1.3525329,1.2736881,1.0542923,1.3350825,1.3383222,0.97079736,0.7200787,1.1453303,1.3619548,0.5912014,1.0748379,1.0479692,1.154836,0.6847064,1.189774,0.72932476,0.97539014,1.0565428,1.2945809,0.9299835,1.3539948,0.8417378,1.0621929,1.1816248,0.7044022,1.1805236,1.3348377,0.83876103,0.44343626,1.5038408,0.73756856,1.3088567,1.2945379,1.1261829,0.6890549,1.2135994,1.0503343,1.1767398,0.7139202,0.68494266,0.90572053,1.1135463,0.85975045,0.12231976,0.92833817,1.2016402,0.54046804,0.6884744,0.9946396,1.2548804,1.4389966,0.26682317,0.643509,1.3709307,0.6030848,0.8821351,1.1341983,0.56614995,0.43535888,1.0583692,1.339792,1.1949512,1.2644988,1.1055535,1.0428268,1.3649333,0.7539012,0.73141617,0.98427063,1.1536849,1.3038074,0.9963118,1.3322046,0.6545158,0.9506664,0.37164187,0.9605563,0.19114733,0.4553213,0.56889576,1.2770704,1.1201462,1.2776643,1.0239812,1.20098,0.46088445,0.5041914,0.80794203,0.78290504,0.65206707,1.182023,1.2584848,1.0831184,0.33571666,0.9150678,1.1354296,0.7849271,0.40632766,1.4253411,1.1565013,1.1800253,1.3101236,1.3967812,1.2007427,0.9809605,1.1420786,0.7211475,0.78563905,1.2995274,1.2142912,1.3020527,1.4554193,0.22053146,1.229872,0.69692653,0.68510264,1.4126296,0.9096398,1.3475412,0.70071447,1.2733488,1.2136552,1.3117265,1.4885781,0.8351087,0.0,0.2530589,0.7284788,0.86737067,0.97833925,1.3204368,1.207718,1.2301168,1.1853453,1.1713719,0.23728883,1.297482
tooth,1.4198759,0.6553391,0.6390166,0.9610991,1.1919746,0.91238475,0.9529441,1.0552974,1.2110072,1.3313556,1.0925673,1.3739365,0.47009712,1.2890961,1.2883506,1.0723433,1.3594782,1.2691882,0.98694015,0.77291554,1.040645,1.3056228,0.70215213,1.0380507,1.0572795,1.0958977,0.75666606,1.1163298,0.6908771,0.9197313,1.1162481,1.0916941,0.95012075,1.3271937,0.8245956,1.1119088,1.0548428,0.8155899,0.9889977,1.3624017,0.785286,0.42800224,1.4720876,0.7771801,1.2825447,1.2827235,1.2175208,0.9574448,1.194667,1.0334594,1.2062994,0.7732327,0.64800084,0.85662013,1.0632627,0.9603443,0.34516954,0.9064733,1.2194823,0.7975131,0.6571693,1.0168955,1.1617986,1.3543998,0.3826338,0.87755024,1.3031454,0.49296397,0.9887688,1.1325417,0.78303576,0.65453124,1.0726714,1.2979809,1.2621505,1.2181045,1.1915491,1.0158641,1.3530372,0.73060745,0.877332,1.0830481,1.1242932,1.281419,1.1285292,1.3587506,0.36306846,1.0140743,0.38700378,1.0213842,0.23361033,0.522934,0.6197726,1.2592351,1.0934854,1.297537,1.1237957,1.1961169,0.49418354,0.51051056,0.71881545,0.8451532,0.69746476,1.1720725,1.1090631,1.0955392,0.49966902,0.9607304,1.2118356,0.8549944,0.4441594,1.3886685,1.1313572,1.1500263,1.1532438,1.2314265,1.2284455,0.95038795,1.1937673,0.91114455,0.9131964,1.2989779,1.2306199,1.2514741,1.3974866,0.32825536,1.1371443,0.7349801,0.93713367,1.2072182,0.93448126,1.2201549,0.62796867,1.3231921,1.2705908,1.2452512,1.4097052,0.8322693,0.2530589,0.0,0.6445865,0.93639624,0.9817974,1.2675555,1.1484337,1.2226624,1.1495466,1.2059532,0.32201362,1.2464652
toothbrush,1.3554518,0.99493885,0.800746,1.181433,1.2008327,0.91874164,0.8602803,0.981886,0.9764755,1.250207,1.1780888,1.3944104,0.5035211,1.3113725,1.3493745,0.8020046,1.4240518,1.194984,0.73185664,0.45114672,0.8779744,1.1659529,0.73366475,0.69058186,0.82001454,0.946264,0.75120705,1.069349,0.9577393,1.1089374,1.1784399,1.047206,0.75125074,1.2546498,0.85923153,0.8035109,0.91537035,1.0722351,0.9318335,1.3567572,0.90340847,0.31414354,1.3938323,0.56876624,1.1816624,1.0965756,1.4227775,1.0105513,1.1063082,1.1824319,1.3631036,0.9419808,0.48393196,0.897539,1.0696403,1.190719,0.815479,0.7347134,1.0373846,1.0619224,0.6701315,0.84525615,1.103328,1.1699591,0.769369,0.9591549,1.2713101,0.6695974,1.2266643,1.0677794,1.0325127,0.83328605,0.93084145,0.9799643,1.360992,1.0785271,1.3475584,0.61808914,1.2780265,0.5403301,1.1280568,1.2907346,1.0406256,0.9714786,1.2399441,1.2374498,0.983389,1.1564156,0.45260108,0.85316837,0.6853502,0.8504145,0.7608029,1.1004326,1.14964,1.3888569,1.3465185,0.95119154,0.29342735,0.27064943,0.91327155,1.011455,0.73641944,0.9121942,0.9703505,0.968212,0.82378465,1.0826672,1.0938336,0.7827458,0.74902016,1.1571138,1.1493956,1.0548189,1.0963062,1.1431637,1.2235998,0.522531,1.3438182,0.96109,1.2395244,0.98378927,1.1812916,0.95310885,1.3211727,0.60987353,1.1190437,0.6888174,1.097764,1.1494395,0.5233612,1.0737026,0.8052252,1.234407,1.3493071,1.0633681,1.2609951,0.7713408,0.7284788,0.6445865,0.0,0.8581867,0.8424655,1.1130409,1.1380725,1.1239872,1.0431626,0.8741009,0.474922,1.2229764
towel,1.1922157,0.7010599,1.0166019,1.1376255,1.1468693,1.071859,0.9820738,1.1040127,0.9071336,1.1732855,0.9787862,1.050687,0.7604307,0.9475989,1.1830648,0.80999935,0.9389524,1.2246614,0.6464355,0.6243576,0.9253199,0.9616082,0.85907036,0.8040781,0.7537689,0.88107,0.54819345,0.9742592,1.1492386,0.99658716,0.7561859,1.2098444,0.8043706,1.1679145,0.75162756,0.7748227,0.944275,1.0018774,1.2281414,0.9749845,0.8661225,0.73986995,1.1158369,0.6071524,1.21732,1.0258784,1.1498048,0.8375984,0.94569385,0.8012566,0.8983443,0.9641657,0.8246181,1.0725566,1.1496432,1.3097141,0.9759326,0.80968714,0.96175337,0.9157869,0.77332735,1.009737,1.1780665,1.2731421,1.037501,0.66387683,1.3988733,0.95428014,1.3227909,1.0997713,1.1402253,0.7555833,0.88870203,1.2139847,1.1577373,1.1807954,1.1314968,0.8156923,1.1378758,0.54127204,0.85367453,1.1079595,1.0135832,0.8922384,1.0832992,1.198537,1.1180804,0.9715441,0.8426396,0.22343266,0.85233665,1.0473405,0.9552239,0.78513765,0.99047005,1.1918591,1.076222,0.52913535,0.6649375,0.7041601,0.9601839,0.4452287,1.0545034,1.0333792,1.019594,0.9301244,0.9110551,1.2055382,0.70134664,0.6596137,0.9863697,0.97682416,1.1566427,0.8623734,1.2626532,1.2820371,1.180063,0.872146,1.2404916,0.6230761,0.94433045,0.98503095,0.995694,0.9950979,1.296059,0.72072965,1.1389387,0.68704224,0.55739594,1.1805184,0.7105428,1.3515925,0.833609,0.9854678,1.2624239,1.3275597,1.3325605,0.90960586,0.86737067,0.93639624,0.8581867,0.0,1.0152271,1.1315267,1.1273278,1.1636438,1.1037667,0.8473786,0.893481,1.0749507
toy,1.3551868,1.0545564,0.6418047,0.68436825,1.5282269,0.5161052,0.4641096,0.7594689,0.48565865,1.5120705,1.2683074,1.3396899,0.89322555,1.3038429,1.2418592,1.2084513,1.3609076,0.6589379,0.58833444,0.683766,0.74254096,0.534321,0.7674206,1.0694356,0.50298154,0.8028438,0.76187515,0.9214591,1.0825778,1.4509901,1.0860822,0.98995274,0.73405915,1.1582142,1.1210117,0.7326073,1.0287253,0.8116762,0.8548373,1.247246,1.0549259,0.6883901,1.232848,0.69830984,0.99491817,0.9590507,1.297673,0.7182424,1.4246223,1.0724744,1.3426608,0.66780305,0.8748504,0.72248256,1.2495286,1.278151,1.0230194,0.8137896,0.8878818,1.2087363,1.138819,0.38308895,1.2437263,1.366462,1.0482612,0.92500496,0.9113669,0.42105335,1.3183405,0.8511394,1.1986929,0.8245126,0.8723423,1.1319283,1.3909593,0.87442464,1.4573641,0.9023067,1.3027825,0.9485431,1.4488682,1.2547783,0.54889625,0.8435247,1.1431375,1.1163213,1.1125766,0.82791364,0.88739073,0.86742544,0.96548057,1.0106577,0.65951324,1.2860634,1.1187553,1.395371,1.4506797,0.96981287,0.80803394,0.8275039,0.8378063,1.0750487,0.86393034,0.83493173,0.7444748,0.8451976,0.8373829,0.6206403,0.8049191,0.6584934,0.853232,1.3845053,1.3467381,0.8370128,1.0564466,1.0607488,1.1917139,0.7938805,1.4732693,0.85647774,1.4180068,1.1274607,1.3439186,1.091344,1.0252482,0.80526286,1.3778113,0.785596,0.96679574,1.0740954,0.9019348,1.1839172,0.61241966,1.0918386,1.4020231,0.7475517,1.2295078,0.40182173,0.97833925,0.9817974,0.8424655,1.0152271,0.0,0.5537064,1.2190378,1.0541047,1.2328013,1.0651096,0.89295924,1.3724132
tray,1.0597306,1.2205067,0.9763321,0.7316122,1.1788256,0.88714683,0.88630974,0.6567568,0.41500968,1.078444,1.2647218,1.0179279,1.1869996,0.91051435,0.99340904,1.2725184,1.0402551,0.6401184,0.61090803,1.0655022,0.5608364,0.27480638,1.0004082,1.1070122,0.6724995,1.0694141,1.0537089,0.98733133,1.0761855,1.3870354,0.93864155,0.83828473,0.94216675,0.84677684,1.2530141,0.86674154,0.98083735,0.8935515,0.8442211,0.9859782,1.0876083,1.1520394,0.86935407,0.94805235,1.0216742,0.6111715,1.2111624,1.0882413,1.1909858,0.76346314,1.1523732,0.994305,1.152981,0.7885897,1.1935894,1.1617932,1.2659354,1.1662586,0.8285803,1.221467,1.1857524,0.896405,1.1125159,1.0497916,1.2978435,1.2263957,0.76226044,0.9016826,1.1960517,0.7052024,1.1406176,1.2493949,1.0737828,1.0087372,1.1619262,0.5574203,1.189325,0.89161503,0.97428405,1.1810431,1.3554733,1.0638461,0.60536075,0.6706134,1.0856543,1.0301889,1.1659503,0.8528484,1.2510986,0.95075464,1.3200498,1.2771478,0.975564,0.9527739,1.2389305,1.1406071,1.2270315,0.73236966,1.2082796,1.1686906,1.0253577,1.1659498,1.049999,1.0292628,0.5452677,1.0236185,1.1735694,0.891941,0.8524556,0.8817495,1.1803575,0.92276627,1.1877403,0.9934255,0.7916246,0.7054356,1.0573608,0.99727005,1.2032491,1.085321,1.2603364,1.0252676,1.0677701,0.73324895,0.8485402,1.2446024,1.2231624,1.077094,1.1572143,0.77777994,1.006438,0.9991985,1.0015033,0.9911731,1.1100975,0.75360215,0.68012697,0.73443747,1.3204368,1.2675555,1.1130409,1.1315267,0.5537064,0.0,1.0209104,0.9922331,1.1040716,1.080993,1.3135017,1.1278281
tree,0.86014396,1.2190253,1.1964104,1.1287572,0.9383898,1.1186097,1.1336532,1.1217802,1.0097494,0.7672766,0.8410815,0.8722402,1.1074516,0.8482666,0.98111916,0.9910963,0.9205302,0.96266466,1.0414618,1.1056395,1.1097924,1.0006099,1.1810555,1.0112734,1.119218,1.0393835,1.1840205,0.8461471,1.1199304,0.90177083,1.0719482,0.9776473,1.0260242,0.9157445,1.1298565,1.0260667,0.93500125,1.176944,1.0206248,0.8833586,1.1131284,1.1533381,0.8884652,1.1404583,0.97061497,0.9312736,1.0444541,1.2088518,0.8374642,1.0969542,0.94964665,1.115947,1.0422597,1.1615169,0.8062421,0.90953636,1.1720831,1.0297456,0.85924697,1.1190978,1.1950412,1.1497638,0.7635674,0.7904973,1.1788989,1.2360356,0.8478649,1.1656077,0.9009363,1.0215185,1.0861912,1.2180088,1.0774505,1.0002308,0.89472646,0.8804011,0.9699504,1.0794971,0.90624785,1.0317789,1.1108918,1.0364038,1.1478114,0.9543277,1.0939558,0.9146683,1.0347482,1.1590079,1.1308355,1.0504011,1.2142794,1.118287,1.1978277,0.92078626,0.91596603,0.8769026,1.0102102,0.954942,1.1451554,1.123239,1.1322832,1.0952319,1.125018,0.89048266,1.086014,1.0423671,1.2092257,1.151253,1.1075705,1.0740117,1.195879,0.79789245,0.8565011,1.0491743,0.89466023,1.0046881,1.0096437,1.1210971,0.89703727,1.256136,1.1149348,1.0313424,0.78358126,0.94706476,0.8956913,1.2612785,0.7628055,1.0794046,1.1839663,1.0379727,1.16716,0.90039265,1.0530546,0.96309114,0.8939806,0.95590776,0.84876776,1.2078916,1.207718,1.1484337,1.1380725,1.1273278,1.2190378,1.0209104,0.0,0.8961484,0.8615281,1.062794,1.1986401,0.3023231
tricycle,0.9406921,1.1562946,1.2151498,1.1220187,0.95549554,1.0904996,1.1048551,1.2083335,0.9514777,0.8710577,0.97351617,0.8230437,1.1527176,0.8218248,0.90772843,0.93973696,0.941529,0.8080506,1.0939815,1.1271346,1.1867887,0.9383211,1.3081714,0.99522007,1.1088678,1.0188994,1.1610504,0.71165097,1.0773557,0.88349056,0.8367735,1.1132519,1.0763841,0.7511744,1.125927,0.959757,1.0130873,1.2097735,1.146103,0.86183983,1.1625748,1.2287945,0.6098877,1.1797948,0.90337706,0.9847191,0.8539399,1.0650222,0.8662488,1.0139942,0.8788281,1.0925531,1.1315923,1.254435,1.0214814,0.8740665,1.2362175,1.1601264,0.9428542,1.0549976,1.1810533,1.1528543,0.9308096,0.8263917,1.1974275,1.2378367,0.75257576,1.3146075,0.86290836,1.1063958,1.1201311,1.2590129,1.0251564,0.7568557,0.8486696,0.9239906,0.91704684,1.0361373,0.6660914,1.1257433,0.95687866,1.0686408,1.216842,0.9524251,1.1163845,0.23928523,1.065473,1.1809475,1.1713809,1.1756468,1.2629498,1.0858636,1.266445,0.92119,1.0018618,0.76067805,0.9079845,1.0108035,1.1951872,1.189391,1.2554754,1.1603789,1.2170352,0.9733715,1.1875927,0.97213143,1.2373325,1.1906977,0.9673364,1.053598,1.2410438,0.82662165,1.019532,1.0402074,1.0430378,1.073422,0.9520441,0.99579674,0.8229786,1.0494025,1.0136915,0.9873468,0.8561697,0.97697866,0.8668416,1.2111516,0.8586844,1.126473,1.1161647,1.0867035,1.14163,0.8836276,1.1862468,0.5308813,0.81816524,0.6093739,0.8001913,1.2323344,1.2301168,1.2226624,1.1239872,1.1636438,1.0541047,0.9922331,0.8961484,0.0,0.64377797,0.75009865,1.2223811,0.8827859
truck,1.0115868,1.2511361,1.1909864,1.3054564,0.93833053,1.2190671,1.1551822,1.2624991,0.98427844,0.7705132,0.8500842,0.881557,1.0205827,0.8647921,0.98811793,0.7518973,0.9951329,1.0179007,0.99141455,1.0250959,1.2200623,1.0118494,1.2224941,0.94743943,1.1307808,0.96013236,1.0419297,0.6117163,1.0616845,0.5843123,0.9460205,1.1404114,1.0246577,0.78643984,0.97207797,0.94447523,0.98192585,1.2066168,1.1234493,0.91755486,1.0306082,1.1086876,0.76274586,1.0698788,0.882648,1.0834031,0.94319654,1.1700455,0.7008993,1.0730145,0.86669016,1.109857,1.0136298,1.3118069,0.8417693,0.79450995,1.2194868,1.124594,0.96512234,1.1100032,1.1088556,1.1717335,0.90386516,0.7275077,1.0783982,1.2534745,0.8822167,1.3274934,0.8070067,1.1052768,1.1299608,1.1407821,1.0540582,0.9242249,0.7936137,0.968335,0.9348233,1.0316625,0.7625973,0.92338556,1.0144287,1.1150018,1.3243842,1.0049992,1.1707116,0.7830533,1.0381228,1.3214335,1.055193,1.121342,1.182048,0.9979823,1.2174768,0.7939406,0.8376367,0.829988,0.91184914,1.03609,1.0485327,1.0482463,1.0911704,1.1058881,1.2070562,0.9328864,1.2457647,1.0463312,1.1846421,1.2336509,1.0176314,0.9770729,1.1496022,0.70280164,0.88302696,1.0508258,1.1034762,1.1380576,0.9667901,1.1224055,0.7452622,1.1452993,0.98689747,1.145831,0.7088978,0.9400896,0.94444484,1.163696,0.7014585,1.0558224,1.2047902,1.1202629,1.1272668,0.96121854,1.1263448,0.8533093,0.8170341,0.98501986,0.8766555,1.2385991,1.1853453,1.1495466,1.0431626,1.1037667,1.2328013,1.1040716,0.8615281,0.64377797,0.0,0.8816614,1.1176473,0.75445455
