,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pajamas,0.7192856,1.1587664,1.3236926,0.4257666,1.1435602,1.2580805,1.2777503,1.0899019,0.70289445,0.50373876,1.2426819,0.81964266,0.19265038,1.2149246,0.43361306,0.84222513,1.1878189,1.387797,1.2767515,1.0163767,1.2289562,1.1337924,1.3210837,1.380799,1.3229558,1.0731596,1.1726207,0.7480123,0.9493648,1.078461,1.3447372,0.8927758,1.064196,0.96927184,0.63418275,1.2185278,1.4408972,0.80448157,1.4086928,1.1487844,0.67448974,0.8532443,0.87603676,1.1487166,0.0944038,1.1306441,1.3975015,0.77360475,0.90076655,1.1706725,1.1288943,1.2452393,1.2055883,1.3985522,1.197239,0.7342073,1.2526716,1.0350311,1.3932302,0.78443015,1.3823093,0.855913,1.2994263,0.86594164,0.90075946,0.62326145,1.1351706,0.6321008,1.2575212,0.9304371,1.3557706,1.1023426,1.2460891,1.0969048,0.64055985,0.8810643,1.2327838,1.3374767,1.151354,0.9113869,1.0478157,1.336281,0.90278023,0.89749324,0.0,0.5672826,1.078563,1.4476798,1.4231524,1.2156012,0.82410204,0.90339255,1.1401706,1.1244099,1.2127062,0.8955911,1.2504745,0.87856364,1.2366447,0.88261783,1.0434921,1.197045,1.1535168,0.48087573,1.2046949,0.46788228,0.9912361,0.6517929,1.3414501,0.76430434,0.9306661,0.7788948,1.3579508,0.7031074,1.2624277,1.0272876,1.176714,1.3771532,0.82906556,1.3689351,0.84069234,0.62801355,0.7215969,1.4067538,1.2504637,1.3549026,0.93435776,1.1046219,1.2284185,0.858826,0.75644284,1.066168,1.1925011,1.3298541,0.80318177
pants,0.6800897,1.2383385,1.3936534,0.5639033,1.2559236,1.3439641,1.4135976,1.1830975,0.6674964,0.4375475,1.1036166,0.5846139,0.5535791,1.1044867,0.3370906,0.94079256,1.3835561,1.4994438,1.4480687,0.9487654,1.3386891,1.1081437,1.3385799,1.1950748,1.180936,1.2538062,1.0162238,0.6220632,0.6923032,1.129626,1.4768013,0.6515144,1.1890562,0.9442974,0.48100382,0.939959,1.4428314,0.70424885,1.5235559,1.2438126,0.52739656,1.0137293,0.69304925,0.9809804,0.64661974,0.92835265,1.4383771,0.8818404,0.7687844,1.014577,1.0134475,1.4708035,1.0151066,1.4048755,1.3022075,0.7649393,1.0918516,0.9672751,1.2629945,0.6474985,1.2879648,0.79234433,1.3482023,0.5765377,0.8705186,0.2838192,1.2161926,0.3046341,1.1510586,0.784243,1.4790242,0.99227744,1.3057669,1.004107,0.53602535,0.96879196,1.0711898,1.2894516,1.1904399,1.1117933,0.8434619,1.3546956,0.8030191,0.93528,0.5672826,0.0,1.0809209,1.4258552,1.4254324,0.98758596,0.94424427,0.88670367,1.273687,1.3393434,1.4763603,0.60638976,1.3911531,0.82356346,1.4040642,0.69611096,1.1511081,1.344956,1.3195722,0.83143556,1.3105115,0.2778964,0.95535296,0.17840075,1.4150114,0.681027,0.94836116,0.8042229,1.4305722,0.9044271,1.3014917,0.9999728,1.3126009,1.42507,0.84054476,1.4283233,1.0142561,0.3260883,0.65079796,1.5250522,1.1663183,1.1801388,0.8430482,1.1361744,1.461271,0.94336176,0.9001855,1.2649617,1.0555123,1.2190658,0.7065927
paper,1.1173773,0.9850165,1.1786419,1.1662233,0.96913207,1.0037072,1.0910952,0.99796844,0.9316353,0.9605189,0.99842966,0.9198198,1.0244131,1.0721122,0.9622458,1.0007356,0.4828714,1.0167681,0.73668486,0.6251291,1.0214275,0.95274025,0.8105713,0.9853372,0.9499933,1.0577991,0.8526087,1.2270314,1.0780121,0.99080455,0.9698883,0.99633616,0.998366,0.9787722,0.9523739,0.77525294,0.99219376,0.94637483,0.9132097,0.62829065,1.2549168,1.1148131,1.0240241,0.8724314,1.1356962,1.2178061,0.94895273,1.0959582,1.089785,1.1412307,1.0747379,1.0982064,1.0849509,1.1241812,1.0426795,0.8711264,1.1936882,1.0612638,0.89681005,1.2100902,1.107311,1.1288276,1.0093273,1.1558932,1.0163339,1.0774593,0.98531616,1.1021256,0.81763726,1.0013148,0.9536849,0.994821,1.0690522,0.87335986,1.1431321,1.062237,1.0682855,1.054416,0.77903485,1.2239332,1.1502446,1.1151787,0.88537943,1.119309,1.078563,1.0809209,0.0,0.93709725,0.9423437,0.88448924,1.036414,0.83079886,1.0302452,1.1242816,0.7427972,1.1193817,1.1550295,0.9332712,0.96651936,1.0254825,0.9548361,1.03475,0.9486528,1.0958952,1.0151576,1.1485411,0.9768958,1.0417447,1.1124309,0.88607657,0.9109065,0.99494356,1.0465187,0.92293006,0.85570174,0.6760974,0.91901666,0.97014755,1.0145751,1.0405387,1.015583,1.0633701,0.8585391,0.83220637,1.1782345,0.8169849,0.86652017,0.881267,0.99904966,0.84830564,1.1077222,1.0373282,1.0865402,1.0972211,1.0539263
pen,1.4310336,0.58616626,0.49465787,1.3113499,0.9692196,0.82161045,0.69810694,0.8729299,1.3622992,1.54551,0.44312966,1.4281757,1.4260929,0.8075292,1.5245614,1.0876721,0.6675908,0.38637257,0.83377045,1.2341285,0.9606709,0.9015061,0.8388094,0.7090076,0.54085696,0.91831475,0.982715,1.2321205,1.1900816,1.0420038,0.40474975,1.366327,1.0689061,0.99448776,1.490639,0.8747353,0.08357942,1.2867836,0.4036113,0.9763516,1.4686185,1.170293,1.2787365,0.99374944,1.3878796,0.83895934,0.43183446,1.2503195,1.2614541,0.7416908,0.5708196,0.4950521,0.71594036,0.26482475,0.6365289,1.4097228,0.5920796,0.9325757,0.66812307,1.3221054,0.582322,1.2693822,0.61111647,1.2435162,1.2154454,1.4306777,0.9834532,1.3044701,0.57144535,1.1421888,0.3787521,1.1411196,0.9700316,1.1668656,1.47587,1.1899024,1.0166688,0.37729174,0.61890686,0.74265057,1.188442,0.4183097,1.3152926,1.15306,1.4476798,1.4258552,0.93709725,0.0,0.035651922,1.1110525,1.1094908,1.0598446,1.0574507,0.83486754,0.9055599,1.1910181,0.67489064,1.3075148,0.66878223,1.3788373,1.1093203,0.6445933,1.0242467,1.2581606,0.77016,1.4630882,1.0992649,1.3117502,0.5379433,1.3884351,1.3187857,1.274785,0.2513588,1.2147352,0.6391542,0.75934976,0.92755526,0.51072156,1.2353868,0.41367352,1.2374201,1.436609,1.5334601,0.4697643,0.52947855,0.5271226,1.2089486,0.5836231,0.7019602,1.3606182,1.3013849,0.9456784,0.66716444,0.3202873,1.3013726
pencil,1.4079845,0.6219155,0.527109,1.271289,0.95057386,0.8302839,0.7216287,0.8991196,1.3482611,1.5129868,0.531729,1.4013803,1.3994579,0.85592055,1.5234138,1.101571,0.6508348,0.43602288,0.8198421,1.1944382,0.95882607,0.8742523,0.8666914,0.77465844,0.63480407,0.92411494,0.9450689,1.263075,1.2342259,1.0627381,0.4514917,1.3604772,1.0766205,0.93108785,1.4834685,0.91342455,0.116855145,1.2766552,0.4480493,0.96887374,1.4582133,1.1096166,1.288919,0.99893856,1.3643248,0.8755801,0.46155345,1.246291,1.259635,0.7232555,0.6674404,0.5317775,0.75784767,0.27065438,0.6631912,1.3740704,0.6509708,0.9369607,0.6799323,1.3376067,0.6313837,1.15942,0.6746383,1.2455482,1.1687242,1.4473412,0.9802548,1.336369,0.50107944,1.146042,0.4338956,1.1257108,0.9868807,1.1197611,1.431899,1.191649,1.0534686,0.4012934,0.66488117,0.77504647,1.1709651,0.42960477,1.3041451,1.1758105,1.4231524,1.4254324,0.9423437,0.035651922,0.0,1.0876396,1.0527151,1.1037424,1.0427792,0.8506706,0.8920785,1.1828402,0.6779969,1.3051877,0.6766302,1.3781226,1.1114322,0.6711048,0.97973603,1.2161314,0.77341586,1.4579602,1.0967401,1.3111042,0.55994606,1.3779793,1.292283,1.2233055,0.3069784,1.2096604,0.65526223,0.8013871,0.92130035,0.46590847,1.1787443,0.44521618,1.2140309,1.454484,1.4783312,0.5018308,0.5626491,0.49698544,1.0747297,0.6421366,0.6847669,1.2977655,1.3235277,0.94394904,0.6761123,0.38665688,1.3110816
pickle,0.9622471,1.1659604,1.1583629,1.0807576,1.0531086,0.9919548,0.9365353,1.2006292,1.1072699,0.9985897,1.0680573,0.8903248,1.0769436,1.0282679,0.9669477,1.0393535,1.0179162,1.2355385,1.0515695,0.9228829,0.9397336,1.0058857,1.1375259,0.9097744,1.1484108,1.2706177,0.47112727,1.1063722,0.9553188,0.85646147,1.2938414,0.98894656,0.97787654,0.85097116,0.9600444,0.5770308,1.1184745,0.9856789,1.2639369,0.7798593,0.9875527,1.1029758,1.1008908,0.98882365,1.2176995,0.9231486,1.1156259,1.0607413,0.9934628,0.7995971,1.1082987,1.1935245,0.84974235,1.1024605,0.9976861,1.0018495,1.1284364,0.97814226,0.51014674,0.9332746,1.03924,0.67695534,1.2499765,0.9212975,1.024537,1.015727,1.0914375,0.8555329,0.8273417,0.9673015,1.3515856,0.7497016,0.7039602,0.85479105,0.8034281,1.1084858,0.7560339,1.1109161,1.1478472,1.1585932,0.8616013,1.1591805,1.0678153,0.9719861,1.2156012,0.98758596,0.88448924,1.1110525,1.0876396,0.0,0.89599526,0.8979612,0.97775793,1.2016935,1.0765835,0.7683407,1.0334245,1.041246,1.1702533,1.032534,1.0235097,1.1595279,1.1088552,1.1360347,1.1384064,1.0187467,1.078249,0.9818859,1.2393613,1.0174693,1.0098577,0.9232104,1.2880769,0.9565962,0.9465364,1.0363345,1.074075,1.0180144,1.0051022,1.0144998,1.1458938,0.9560787,0.898341,1.1045208,1.0352005,0.6899766,0.6190861,1.2267764,1.2095137,0.8156915,1.0499371,1.2546823,1.1729133,1.112151,1.0740494
pig,0.87183243,1.0748669,1.1949086,0.64612406,1.1128714,1.1154956,1.1884422,1.1267312,1.0565773,0.984788,1.0794868,1.021838,0.72941667,1.0647668,0.94827306,1.0504577,1.1200004,1.2238052,1.2183483,1.0206193,1.0788519,1.0408198,1.1987509,1.0821853,1.1776955,1.0717247,0.816993,1.0457629,1.0471698,1.1524551,1.2356141,1.111029,0.9951666,0.93994766,0.9998469,0.96418124,1.1582707,1.0186363,1.2476591,1.1264746,0.90238655,1.0499034,1.1719356,0.944676,0.7785171,1.0045031,1.1952479,0.7740315,1.0174788,0.8562701,1.0921032,1.1652954,0.9348828,1.0559161,1.1032002,1.0052669,1.0864514,0.857665,0.9342594,0.91369575,1.1308329,0.6970637,1.1963134,0.9899179,1.0581099,1.0754578,1.1298445,0.89765596,0.9438128,0.9838449,1.1867325,1.0015033,1.1019267,0.8847694,0.7386221,0.96045804,1.0157945,1.1189244,1.1951404,0.8035772,0.8996738,1.1439393,1.1029294,0.70948404,0.82410204,0.94424427,1.036414,1.1094908,1.0527151,0.89599526,0.0,1.0045873,1.0822093,1.129406,1.1760339,0.58491087,1.0865421,1.0597914,1.066901,1.1518134,0.9691848,1.065348,1.0229542,0.80740535,1.1676416,0.91431785,0.9603562,0.86515355,1.1051613,1.0430974,0.9732141,0.9911218,1.1854051,0.8523262,1.1397281,1.079777,1.1211565,1.0391024,1.0291454,1.0877184,1.0701654,1.0085828,1.0271206,1.2854975,0.9494598,0.90496016,0.7704398,1.191117,1.1722322,0.97511905,1.0477846,1.0983686,1.1496494,1.0456768,1.0868118
pillow,1.0819871,1.0497141,1.153113,1.0529401,1.017409,1.0937195,0.9346741,0.8232547,1.0761408,0.65790546,0.8036277,0.7054814,0.869503,0.94596404,0.60247666,1.1133789,0.8390749,1.1217539,0.9675115,0.7968786,1.106056,0.9137976,0.9718956,0.9988945,0.8254808,1.0732707,0.9947161,1.1709934,0.5767928,0.9322506,1.1277893,0.9572222,0.9491038,0.9722232,0.530013,0.9683728,1.1116637,0.62491435,1.1082386,0.8593001,1.0955222,1.000779,0.9330798,0.8441769,1.0080386,1.1694762,1.1574256,1.180872,1.11897,1.2034954,0.9895118,1.1122358,1.1432892,1.1818429,0.878325,1.0389841,1.1147985,0.7355873,1.1372379,1.165229,1.1320026,1.1483996,0.88550144,1.1158158,1.0362415,0.9115881,1.0616193,0.74536794,1.1800615,0.63426447,1.0622643,1.0376648,0.9113506,1.0600898,0.84396297,1.0465207,1.0156546,1.2694724,0.739049,1.066235,1.1664454,1.2565433,0.8950995,1.1486914,0.90339255,0.88670367,0.83079886,1.0598446,1.1037424,0.8979612,1.0045873,0.0,1.1021528,0.9899789,0.95690966,1.0125562,1.149449,0.6757967,0.9947492,1.0408608,0.9429327,1.1040007,1.1405826,1.08506,0.9540455,0.9745362,0.8696769,0.7886497,1.0047361,0.9626824,1.0104142,0.7322065,1.090901,1.0175978,1.0544727,0.7685649,1.135599,1.1528001,1.0860922,1.1428574,0.95045197,0.96407026,1.0018841,1.0146627,1.2202079,1.2031388,1.1555897,0.80673444,0.95910555,1.095104,1.0846577,1.0795826,0.97475684,1.1721995,1.0092666
pizza,1.0525196,1.1440605,0.90771526,1.2574596,0.9766891,1.0613178,0.7322155,0.92600083,1.2379568,1.2171743,1.1875496,1.2193413,1.2040797,1.09924,1.2693679,1.0963991,0.8470392,0.9030238,0.69578445,1.0510491,0.07262802,1.0089946,0.95827734,1.0013654,1.132318,0.839824,1.1382166,1.216516,1.2269155,0.59040695,0.9614206,1.1505901,0.8853354,1.1413856,1.241664,1.192884,1.0436676,1.1655511,0.9152258,0.87572396,1.1771822,0.9189962,1.2167639,1.072864,1.1383635,1.2246687,0.9276666,1.0028726,1.1206901,1.217554,1.2258544,0.8565124,1.2073174,0.8751769,1.0079415,1.1129439,1.1960421,1.0809578,1.0841916,1.2010202,0.8819718,1.1422858,0.9911413,1.2225945,1.0805305,1.2571647,0.85779613,1.3196914,1.1514511,1.1470915,0.9674111,0.4840055,0.85034055,0.98155934,1.1734542,1.0416526,0.66585946,1.1106328,0.98601717,1.0664088,1.1226017,0.97417223,0.96311474,1.0207669,1.1401706,1.273687,1.0302452,1.0574507,1.0427792,0.97775793,1.0822093,1.1021528,0.0,0.8462745,0.44136173,1.11646,0.8670501,1.0526456,0.8272368,1.024592,0.9230945,0.99859387,0.69985574,1.0462141,0.7353438,1.2573409,0.9554427,1.2719669,0.8672418,1.1831994,0.91841793,1.0579566,0.9918863,1.1626179,0.9513164,1.241918,0.5895092,0.8202982,1.0720805,1.0345088,0.95734143,1.0993136,0.98125666,0.872609,1.1699414,1.1566962,1.1412262,1.0409838,0.908161,0.83912194,1.0311208,0.77440906,1.098096,1.1757956,1.1812605
plant,1.2109598,0.9416905,0.7350483,1.2328651,0.8631905,0.92632526,0.6410054,0.7369089,1.1734638,1.2987783,0.95508224,1.1669068,1.2108535,0.98806727,1.3396432,1.0866722,0.8050182,0.62047505,0.7817279,1.0351351,0.8436693,0.9394139,0.7013866,1.0423194,0.7637247,0.6526075,1.2913833,1.1816908,1.0223305,0.9531841,0.81480265,1.0852916,0.8723677,1.0738096,1.2242613,1.2703601,0.8272891,1.0692593,0.6290424,1.0367587,1.2361634,0.84906226,1.062732,1.0909948,1.1273984,1.1927276,0.9174803,1.1786124,1.2018161,1.1449249,1.0548707,0.41965616,1.2202983,0.7874377,0.8431822,1.1203449,1.0366181,0.9820615,1.2022084,1.2364767,1.0276372,1.2417693,0.822491,1.2231159,1.0623626,1.3128966,0.6810753,1.3604943,1.0547583,1.033481,0.63924927,1.1496328,0.7078336,0.9453174,1.277767,1.0094231,1.145206,1.0218718,0.79070747,0.9949488,1.1910591,0.95178723,1.0066785,1.1308261,1.1244099,1.3393434,1.1242816,0.83486754,0.8506706,1.2016935,1.129406,0.9899789,0.8462745,0.0,0.8095038,1.2097092,0.7678174,0.9937765,0.70081824,1.1250439,0.8282013,0.73227537,0.7800632,1.0848348,0.77542263,1.327884,0.9855651,1.2881079,0.5645883,1.118118,1.0491848,1.0423826,0.81636214,1.0639402,0.9588539,1.0366106,0.8220738,0.7290663,1.0825522,0.9196279,0.8614089,1.330709,1.2006934,0.8574821,1.0118625,1.2224659,1.267142,0.7565484,0.72078973,1.155226,0.8186976,0.6358917,0.736508,0.9995867,0.9740546
plate,1.3079321,0.89886445,0.8156951,1.4217795,0.7067751,0.73586047,0.60575306,0.8586903,1.2520967,1.2930489,1.0858371,1.3179892,1.2606033,1.0500863,1.4335592,1.110296,0.5593609,0.73999107,0.22860038,0.9739632,0.44865543,0.9293007,0.6442468,0.9633831,0.9958877,0.7829391,1.1057949,1.4037591,1.2947588,0.7033601,0.5537898,1.2803851,0.88841504,1.1992112,1.322654,1.159324,0.87157774,1.212657,0.62892294,0.4711535,1.4669456,0.9642799,1.2734065,1.0839475,1.2123568,1.3565273,0.6608885,1.1109943,1.2588539,1.3156338,1.2293749,0.80512244,1.2772206,0.78512853,0.95749664,1.0441028,1.1862769,1.1440814,1.0104963,1.4428102,0.90989983,1.2881967,0.78628623,1.3792527,1.0087943,1.4896826,0.8235748,1.5468527,0.99419266,1.2120476,0.6773499,0.85536927,0.7408844,0.97509396,1.3535606,1.0532795,0.93637383,1.0249825,0.8123145,1.0895438,1.2589273,0.898303,1.0212715,1.2124538,1.2127062,1.4763603,0.7427972,0.9055599,0.8920785,1.0765835,1.1760339,0.95690966,0.44136173,0.8095038,0.0,1.3239853,0.7982412,1.0953575,0.71190876,1.1538819,0.8407506,0.9027307,0.51576394,1.0991571,0.73042166,1.467067,1.0307252,1.432644,0.67637324,1.2340555,0.7832266,1.0917869,0.83535206,1.108265,0.73283976,0.9535592,0.5025736,0.60280883,1.052245,0.88486,0.9726977,1.365428,1.0368685,0.4269886,1.1831346,1.0688903,1.1543263,0.9230689,0.67686594,0.7859838,1.1591266,0.7667086,1.1094046,1.1076084,1.2456632
potato,0.76378226,1.1446267,1.1733441,0.59196126,1.171735,1.175238,1.2042284,1.1982021,0.999992,0.8453872,1.1096661,0.94788414,0.7591038,1.1457505,0.78269064,1.0559901,1.2623199,1.3395586,1.3784174,1.1202037,1.084756,1.0948966,1.3306746,1.0675375,1.233844,1.1952914,0.8149735,0.82104063,0.9925452,1.1242036,1.2925715,0.92732143,1.0700027,1.0671192,0.8680262,0.7860311,1.2215967,1.0296607,1.381234,1.2414081,0.6335112,1.0415084,1.0444587,1.0070041,0.8721932,0.77996224,1.1938622,0.8276504,0.90908694,0.6708716,0.9813972,1.2500057,0.7791875,1.1721967,1.1734841,0.9719073,1.0278933,0.94988763,0.9399933,0.630954,1.0351838,0.6942967,1.243705,0.66429186,1.0554738,0.83635134,1.2124774,0.60118896,1.0633345,1.0220438,1.3829613,1.0142353,1.1456448,0.98569703,0.67875975,1.062619,0.9340607,1.035154,1.2056601,0.8775201,0.75964093,1.090187,1.0544223,0.70352656,0.8955911,0.60638976,1.1193817,1.1910181,1.1828402,0.7683407,0.58491087,1.0125562,1.11646,1.2097092,1.3239853,0.0,1.0813608,1.1115329,1.2658852,1.0493563,1.010161,1.121449,1.1008031,0.88328487,1.2927675,0.78648806,1.034786,0.6676451,1.3261492,0.93643546,1.0863223,1.0314385,1.2387449,0.97860575,1.1944017,1.1202013,1.1708333,1.2595552,1.0156919,1.1153139,1.1392926,0.80120754,0.9795203,1.3532175,0.8240425,0.906274,0.86053866,1.1936752,1.3537536,1.0758122,1.011958,1.245048,1.2187107,1.0203005,1.0210452
pumpkin,1.2836986,0.73824185,0.30627537,1.3637671,0.6548581,0.51472074,0.486786,0.99608314,1.5011289,1.4833052,0.86283803,1.4805433,1.3160379,1.1244384,1.5235387,1.206105,0.8482312,0.5085336,0.82596844,1.3236381,0.77881086,1.0914574,0.82525516,0.83174413,0.76625246,0.80629563,0.976593,1.2795563,1.3214676,1.003311,0.5819607,1.3581417,0.9693325,1.3271136,1.4655695,1.1231239,0.53312325,1.3658168,0.5687845,0.9187908,1.3184495,1.0291872,1.3842286,1.2035011,1.2276262,0.8327731,0.42223662,1.0877978,1.1319695,0.7153253,0.98775077,0.48127007,0.7909485,0.6491914,0.8448378,1.3223431,0.7546086,1.0594414,0.72151506,1.2485609,0.5090579,1.1509914,0.63718355,1.2716942,1.3943745,1.4182996,0.87585783,1.3911645,1.0700266,1.2660165,0.7060856,1.1071209,0.3849845,1.154401,1.2452387,1.140232,0.94710565,0.49997002,0.8684901,0.83116084,0.90693605,0.3377353,1.3153815,1.1129013,1.2504745,1.3911531,1.1550295,0.67489064,0.6779969,1.0334245,1.0865421,1.149449,0.8670501,0.7678174,0.7982412,1.0813608,0.0,1.2496784,0.7263694,1.3503022,0.94125617,0.7479527,0.8449469,1.1772196,0.7498027,1.3777368,1.0822421,1.3226273,0.7301965,1.391736,1.3012706,1.2554456,0.44849122,1.2753766,0.6635348,0.9928085,0.8029452,0.8322926,1.3188365,0.41155577,1.166508,1.3332844,1.4966476,0.52656937,0.52826494,0.86454976,1.3111413,0.8334946,0.668453,1.2684999,1.1089991,0.7923005,1.0418725,0.5983074,1.3845088
purse,1.0973414,1.2133821,1.2882025,1.1529949,0.937652,1.1460195,1.1517434,0.6415567,1.0187392,0.7839352,1.0108541,0.60971034,0.8219334,0.9010702,0.68684286,1.1108129,0.9166458,1.2060387,1.0021985,0.48156255,1.1225783,1.0289819,0.76427865,1.0414634,0.8396752,1.0230869,1.1214552,1.1354713,0.59718925,0.9785615,1.3174886,0.8015642,0.76660085,0.7784977,0.68866324,1.1446582,1.3496855,0.6212214,1.1838756,0.96917546,0.9878038,0.8473203,0.9044626,0.76759726,0.94101566,1.2245834,1.4090757,1.0700042,1.0028661,1.3205074,1.2370558,1.2903265,1.2645895,1.2708845,1.0411904,0.84168285,1.1684802,0.80723816,1.2865424,1.0961844,1.282655,1.1034327,0.8677064,0.9453819,0.82428825,0.6863034,0.79701465,0.87008053,1.2275738,0.7382468,1.2448578,0.9755489,1.0581356,0.9686124,0.84380704,0.8163583,1.121507,1.4219962,0.920754,1.1051452,1.1711953,1.4062344,0.7323238,1.16081,0.87856364,0.82356346,0.9332712,1.3075148,1.3051877,1.041246,1.0597914,0.6757967,1.0526456,0.9937765,1.0953575,1.1115329,1.2496784,0.0,0.9804667,0.8990769,0.9716691,1.1601808,1.0346115,0.937034,0.9422872,0.85895854,0.55527127,0.72462857,1.0175424,0.9689863,0.9254264,0.76776236,1.2041316,0.92098504,1.1229893,0.9815673,1.0781465,1.2388276,0.9173151,1.4034748,0.55231446,0.80204463,0.8191016,1.2121983,1.3934422,1.3391714,1.0540073,0.942024,0.8641306,0.9174323,1.0315578,1.0447247,0.83547956,1.2925787,1.0100541
radio,1.372055,0.77246094,0.645651,1.3639214,0.7145236,0.75371826,0.7255044,0.68265766,1.300096,1.3704319,0.76099247,1.1575594,1.3033482,1.0855979,1.4083767,1.1440179,0.5097559,0.4725663,0.6573795,0.86856604,0.76950467,0.984423,0.6336334,1.0015715,0.5774859,0.7146279,1.1863011,1.2864048,0.9310293,1.0338744,0.599192,1.1961994,0.6815291,0.995742,1.3132508,1.2164642,0.64478076,1.1189401,0.51799303,0.81265354,1.4187535,0.9763255,1.1582701,0.77899504,1.2360854,1.1949067,0.7478334,1.2112374,1.2986987,1.129533,1.1533985,0.59206885,1.1701078,0.7350742,0.8460755,1.2783211,0.940623,0.8798546,1.0305773,1.3964425,0.90731776,1.2997394,0.5503313,1.2240431,1.1570942,1.3575374,0.73322916,1.368392,1.0067812,1.0211406,0.48611867,1.1931498,0.9053439,1.1060923,1.3770883,1.0895678,1.1994686,0.90415066,0.7608028,0.8697406,1.2873607,0.8005336,1.0054176,1.247622,1.2366447,1.4040642,0.96651936,0.66878223,0.6766302,1.1702533,1.066901,0.9947492,0.8272368,0.70081824,0.71190876,1.2658852,0.7263694,0.9804667,0.0,1.1987731,0.98550874,0.7269449,0.74380714,1.0904889,0.754082,1.3851349,0.96579474,1.2799379,0.47742367,1.2696774,1.1932437,1.103671,0.5808072,1.157993,0.7102849,0.91519314,0.8810953,0.7583293,1.2214533,0.66209185,0.9782939,1.3949287,1.3347626,0.5530529,0.9121626,1.030127,1.3232565,0.72977453,0.48278105,1.2117147,1.2171948,0.6345335,0.64627624,0.8547571,1.1830837
refrigerator,0.76021063,1.3510599,1.379183,0.82431626,1.2727512,1.3517141,1.3151641,1.0648099,0.5336525,0.61938274,1.2412381,0.48999226,0.9495003,0.98254174,0.6987369,0.8948287,1.2448303,1.2769344,1.0826406,0.6483964,1.1441816,0.9373516,1.0556433,1.2124742,1.1079509,1.1313927,1.1122077,0.72623754,0.64669085,1.0002582,1.3541241,0.39150178,1.0058675,0.8998083,0.5678317,0.9905946,1.408232,0.6815122,1.2817124,1.1456814,0.73754656,1.0318632,0.26734805,0.67897606,0.94724846,1.1476121,1.4037857,1.0229589,0.89134204,1.3108314,1.2254374,1.297945,1.2581587,1.2857258,1.2892679,0.78673553,1.243364,1.2533883,1.3750625,0.81409705,1.2990763,0.9647119,1.4137754,0.783926,0.8363193,0.5930252,0.89705324,0.78300637,0.9572801,0.75542134,1.2638185,0.87875605,1.1433156,0.8951292,0.93614405,0.9348612,1.0315888,1.3718635,1.2593732,1.2977264,1.0140971,1.373718,0.22286403,1.0212749,0.88261783,0.69611096,1.0254825,1.3788373,1.3781226,1.032534,1.1518134,1.0408608,1.024592,1.1250439,1.1538819,1.0493563,1.3503022,0.8990769,1.1987731,0.0,1.0578978,1.3449087,1.0973905,1.0444967,1.269679,0.66136694,1.194254,0.8348916,1.2474837,0.37532908,0.52415305,0.8557496,1.492857,1.0371084,1.378155,1.1386032,1.142668,1.158657,0.8503989,1.3726685,0.8992144,0.60874844,0.49723554,1.4001293,1.4471773,1.2808849,0.75973356,1.2267208,1.3167032,0.6855869,0.78698325,1.0777961,0.8239604,1.4115288,0.41835564
