,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
knife,1.1729988,0.90123886,1.1004264,0.9447435,1.1910045,1.1252743,1.0119673,1.1265178,0.91606,1.2091666,0.82943493,1.0796528,1.1662155,0.8277325,1.2467058,1.0500051,0.9661025,0.93093604,0.8387269,0.9746432,1.1533396,0.8337657,0.9179462,0.8812115,0.91994685,1.1240255,0.65567493,1.1348364,1.1060525,1.0642185,0.92494476,1.0689052,1.0153284,0.64177006,1.2097532,0.7784118,0.6646336,1.1780876,0.840894,0.9200382,1.2395031,1.1444778,0.9455728,0.93666685,1.2302207,0.9536912,0.8810132,1.1861521,1.1894858,0.7836388,0.8355538,1.0100057,0.83391154,0.56407404,0.95164996,1.0328869,0.90786636,0.87673414,0.80604863,1.109519,1.0068579,0.7290432,1.0907757,1.0870086,0.95679796,1.1954534,1.1321224,1.0531873,0.0,1.1356049,0.86282915,1.0658736,1.0933279,0.7827387,1.0590491,1.0834038,1.0949726,0.90227664,0.91437453,0.99710506,1.0317068,0.9902323,0.97852886,1.1811666,1.2575212,1.1510586,0.81763726,0.57144535,0.50107944,0.8273417,0.9438128,1.1800615,1.1514511,1.0547583,0.99419266,1.0633345,1.0700266,1.2275738,1.0067812,0.9572801,1.0713211,0.98809993,1.094055,1.1647123,0.9602373,1.178627,1.060814,1.1057545,0.765575,1.0294787,0.8556349,1.0586097,0.8793207,1.0735219,0.9020703,0.9012138,1.0591412,0.28669745,0.9793458,0.89670765,1.1698395,1.2160499,1.0623903,0.92634374,0.8974448,0.4587947,0.32409602,0.947389,1.0766106,0.8757341,1.1683136,1.1230984,0.72310615,0.7681066,1.0360112
ladder,0.9900103,1.1831837,1.274928,0.9689267,1.1670147,1.24685,1.1823967,0.64021176,0.92964613,0.67825496,0.92809635,0.5076066,0.95931125,1.0076797,0.69923043,0.9738259,0.9628833,1.1923409,1.2144324,0.6108685,1.2277052,0.85767144,1.089472,1.072159,0.90367985,1.1776893,1.0539777,0.98765457,0.3676976,1.0554154,1.3013695,0.73774135,0.98431927,0.71257347,0.5578316,0.9402742,1.1715717,0.05692613,1.2513344,1.0826449,0.99408334,0.9754336,0.7517454,0.7015748,0.99018526,1.0789479,1.297061,1.1515956,0.9454387,1.1618109,1.1609963,1.2069753,1.115389,1.2172871,1.0574831,1.0125709,1.1198946,1.0366304,1.2015916,0.97640723,1.1537845,1.0630965,1.1055192,0.8986885,0.9224709,0.77479935,0.88746667,0.742805,1.1356049,0.0,1.1687629,1.0043052,1.0611507,1.0793039,0.9565895,0.8823159,1.1026907,1.3101388,1.0899931,1.1006433,1.0753016,1.2922246,0.7410415,1.0614899,0.9304371,0.784243,1.0013148,1.1421888,1.146042,0.9673015,0.9838449,0.63426447,1.1470915,1.033481,1.2120476,1.0220438,1.2660165,0.7382468,1.0211406,0.75542134,1.1496254,1.1401942,1.3053231,1.0355556,1.0334836,0.8312134,0.9473711,0.79511297,1.0849419,0.8060281,1.0452552,0.6951082,1.2689396,1.0627351,1.1940799,1.0405971,1.2717383,1.2663801,0.9210634,1.2764872,0.7718025,0.813286,0.7515114,1.2535384,1.2596498,1.1868391,1.0121545,1.0460241,0.98354113,0.97538877,0.9866671,1.1156819,0.7148557,1.2132576,0.72285044
lamp,1.4264338,0.52006435,0.50207025,1.3879641,0.7410141,0.6912335,0.68708664,0.8110411,1.3137178,1.5472388,0.5589422,1.4227017,1.4315414,0.8144462,1.5870068,1.1298568,0.6933671,0.29157102,0.63637865,1.1767112,0.8812169,0.93179226,0.57648176,0.90285444,0.47244996,0.7201856,1.1791492,1.2000722,1.0990119,0.98684484,0.25935173,1.198078,0.93116665,1.2022754,1.4889932,1.1188989,0.37518477,1.2852716,0.25056744,0.9228569,1.506769,1.0731412,1.1081091,0.9680785,1.3187743,0.9817083,0.47389305,1.2577887,1.26203,0.97411066,0.7722305,0.41582918,0.97847825,0.4555385,0.7459971,1.1993811,0.6797968,0.95823634,0.9517372,1.4127108,0.7771501,1.3878899,0.46344602,1.2683916,1.2042141,1.4479883,0.8774027,1.454896,0.86282915,1.1687629,0.0,1.2409946,0.9265137,1.0971756,1.5252597,1.1356508,1.1458029,0.58963346,0.55500996,0.7780255,1.2197609,0.56937957,1.2110785,1.2027522,1.3557706,1.4790242,0.9536849,0.3787521,0.4338956,1.3515856,1.1867325,1.0622643,0.9674111,0.63924927,0.6773499,1.3829613,0.7060856,1.2448578,0.48611867,1.2638185,1.0242829,0.57784617,0.7584513,1.235709,0.7806821,1.4777901,1.0992385,1.3645461,0.39413434,1.2504389,1.2107878,1.311796,0.39049447,1.1964048,0.6437075,0.7968279,0.8167241,0.5530589,1.2897869,0.5285527,1.076657,1.505094,1.5282335,0.43482566,0.6862857,0.8916031,1.4058442,0.5269232,0.6254244,1.3995708,1.195449,0.6843418,0.6339607,0.57650936,1.1610045
meat,0.876768,1.2386318,1.1541152,1.1089835,1.1472456,1.1647193,1.0778898,1.0887991,1.0547872,0.9927571,1.2187045,0.885837,1.0709821,0.92767096,1.0071197,1.0631274,1.1010861,1.2006128,1.0085298,0.93649423,0.5346052,1.0920687,1.1785765,0.92603326,1.2573524,1.0891209,0.8893499,1.0283066,1.0431823,0.75355333,1.1797179,0.89334023,1.0635295,0.97611296,0.97466916,0.9265715,1.2131763,0.9945198,1.2163798,0.9579166,0.8930985,0.9201479,1.0042535,1.0176955,1.0761191,1.0546119,1.1274056,0.8791734,0.85457456,1.1891991,1.1277893,1.1552455,1.1493921,1.0833378,1.0184247,0.9965309,1.1755112,1.1115097,0.97009116,0.98338705,1.0094866,0.99008894,1.3288759,1.0153596,0.93863004,1.0087823,1.0235738,1.0554575,1.0658736,1.0043052,1.2409946,0.0,0.9550134,0.9231519,0.89151454,0.98304546,0.5352952,1.1691637,1.1847054,1.1897746,0.9705468,1.1270406,0.88924986,0.90302366,1.1023426,0.99227744,0.994821,1.1411196,1.1257108,0.7497016,1.0015033,1.0376648,0.4840055,1.1496328,0.85536927,1.0142353,1.1071209,0.9755489,1.1931498,0.87875605,0.9513433,1.2337317,0.98188484,1.0418962,1.030475,0.9962481,1.0268041,1.0160296,1.28254,1.0241718,0.8939944,0.9491454,1.2463603,1.1016539,1.1863425,1.1306736,0.9023092,1.0813487,0.95150405,1.2002411,1.0196459,0.8561428,0.8266802,1.122903,1.2645257,1.0188242,0.8927431,1.235107,1.1770632,0.82111686,0.9916435,1.0730302,1.125478,1.2430736,0.98784614
melon,1.1451072,0.9868663,0.6777549,1.3329756,0.6389958,0.5848204,0.4523614,1.0280029,1.2692128,1.2457951,1.0202743,1.1857216,1.2547207,0.9861005,1.3005197,1.0729402,0.8956956,0.81385493,0.7669632,1.137846,0.82186764,0.9412486,0.90177894,0.8746474,0.9648837,0.85830057,1.0244751,1.2514657,1.1085974,0.94271386,0.8649858,1.1693603,0.8456068,1.1612388,1.1998687,1.1035303,0.90028274,1.0982069,0.87566745,0.69744086,1.2282,0.9909878,1.2060232,1.073051,1.2205873,1.1408069,0.8108295,1.1034379,1.0520428,1.0655825,1.1251268,0.750556,1.1041636,0.90155977,0.8398353,1.1295257,1.0670451,1.1043551,0.83097184,1.165352,0.82370794,1.1502526,0.8547691,1.2749344,1.1919866,1.2504802,0.8334834,1.3382211,1.0933279,1.0611507,0.9265137,0.9550134,0.0,1.0647728,1.1460067,1.0057596,0.9199907,0.9948778,1.0672367,1.0966002,1.0038218,0.8902594,1.1408117,1.0327753,1.2460891,1.3057669,1.0690522,0.9700316,0.9868807,0.7039602,1.1019267,0.9113506,0.85034055,0.7078336,0.7408844,1.1456448,0.3849845,1.0581356,0.9053439,1.1433156,0.9032069,0.94023556,0.9335218,1.1698291,0.7774151,1.2591275,1.0312531,1.3344955,0.7918491,1.2360466,1.0403868,0.96417576,0.88546556,1.1462779,0.8123977,1.0404167,0.8563681,0.89040035,1.1130348,0.8296348,1.0483453,1.1807456,1.1856102,0.69002813,1.035444,1.1005293,1.1434121,1.0807793,0.77541053,1.0310707,0.8898384,0.8460351,1.0917351,1.0140705,1.195465
milk,1.0399426,1.1867402,1.1834663,1.0342538,1.0911753,1.0816982,1.1734867,1.0543172,0.9701329,1.0398235,1.1113546,0.979483,1.0111386,1.0520135,1.0746242,1.0936356,1.0765022,1.0038601,0.8784504,0.7957777,1.0387095,1.0883127,0.6938975,0.9398999,0.9910061,1.0498164,0.8945823,1.1609607,1.0428305,0.98907983,1.140607,0.9473551,0.9235578,0.9269608,0.99574584,0.9654326,1.1899791,1.0689249,0.89717644,0.9967891,1.0999554,0.984034,0.9713671,0.94690627,1.0905313,1.0529532,1.1366067,1.1272892,0.99382234,0.9488821,1.2300506,1.1114309,1.0119783,1.0533065,1.129704,0.8249547,1.1106491,0.9109284,0.9116452,1.0503073,1.1091027,0.7045956,1.184176,1.0410559,0.95861423,1.0626689,0.8742594,1.0266372,0.7827387,1.0793039,1.0971756,0.9231519,1.0647728,0.0,0.90792775,1.0260767,0.9409936,1.140704,1.0527886,1.0942408,0.88313556,1.2006224,0.8784332,1.1113563,1.0969048,1.004107,0.87335986,1.1668656,1.1197611,0.85479105,0.8847694,1.0600898,0.98155934,0.9453174,0.97509396,0.98569703,1.154401,0.9686124,1.1060923,0.8951292,0.9310764,1.0808291,0.8564772,1.0601739,1.1644133,0.9992805,1.0098133,0.9554899,1.0467838,1.0000633,0.7773347,1.0615628,1.2342752,0.8642212,1.0773494,1.1090709,0.9329423,0.8301034,0.9749545,1.1274767,0.9522049,1.0029782,0.89241314,1.1037415,1.0961475,0.94546425,0.64731324,1.1100731,1.0796921,0.8886283,1.105235,1.0565718,1.0833791,1.1318537,1.0012141
mitten,0.76898366,1.1624446,1.3798414,0.5725279,1.1328883,1.1580815,1.249228,1.2201691,0.8945128,0.6238513,1.1880757,0.7109245,0.55086786,0.98715425,0.50105906,0.9903615,1.3742421,1.5359106,1.3831941,1.0653768,1.1847708,1.1659524,1.3146929,1.010529,1.2892368,1.2448196,0.6822573,0.8604303,0.87458825,0.9832006,1.514056,0.8661692,1.1112986,0.81458336,0.67547756,0.9311796,1.4981916,0.9109643,1.542173,1.2161028,0.55006856,0.79981124,0.9361729,1.0971458,0.6886209,0.91208005,1.3879131,0.8923441,0.854794,0.8592479,0.95949095,1.3904569,0.9976233,1.3694621,1.0876915,0.818087,1.1467216,0.5098572,1.067088,0.7479702,1.3040509,0.4797876,1.2531585,0.78929996,0.95979786,0.5871146,1.2347047,0.45666194,1.0590491,0.9565895,1.5252597,0.89151454,1.1460067,0.90792775,0.0,0.9790053,0.84630394,1.3307017,1.1115156,0.99393487,0.79498637,1.3625728,1.0049373,0.87077093,0.64055985,0.53602535,1.1431321,1.47587,1.431899,0.8034281,0.7386221,0.84396297,1.1734542,1.277767,1.3535606,0.67875975,1.2452387,0.84380704,1.3770883,0.93614405,0.9754255,1.256535,1.2315344,0.8091701,1.2496231,0.56256396,0.8314685,0.48648936,1.3765358,0.93961626,0.9384154,0.81277436,1.3972042,0.920831,1.296734,1.009942,1.2579881,1.2633665,0.9414466,1.2739117,0.97678864,0.58842385,0.8196524,1.5261097,1.0827553,1.0804231,0.6311583,1.1628027,1.3448532,0.93420434,0.964608,1.254869,1.2626991,1.3010553,0.94425344
motorcycle,1.0491701,1.0300837,1.2061318,0.959322,1.0812334,1.1238986,1.1715707,0.9484954,0.9181882,0.91964465,1.1024066,0.8887628,0.92493343,1.0035411,0.9408838,0.79380244,1.0059441,1.1887572,1.1238443,0.8946372,1.1593751,0.9283382,1.150419,1.0922707,1.1544712,0.7419818,1.1653061,0.99292547,0.8219954,1.0284083,1.1538167,0.91875947,0.83826876,0.90320224,0.9029706,1.1272787,1.2017322,0.83917475,1.221298,1.0384371,0.9549663,0.78248346,0.9541954,1.0112803,0.8710916,1.1522579,1.2994697,1.0404078,0.8870121,1.1939082,1.1167878,1.1039145,1.1632309,1.1989069,0.98122525,1.0061189,1.1286662,1.1027527,1.187506,0.9510024,1.0957686,1.0550777,1.1058921,0.9768939,0.806157,0.9612038,0.9470271,1.0138551,1.0834038,0.8823159,1.1356508,0.98304546,1.0057596,1.0260767,0.9790053,0.0,1.1451219,1.2085378,1.18713,1.1379657,0.96084166,1.2136714,0.92845905,1.0144848,0.8810643,0.96879196,1.062237,1.1899024,1.191649,1.1084858,0.96045804,1.0465207,1.0416526,1.0094231,1.0532795,1.062619,1.140232,0.8163583,1.0895678,0.9348612,0.8715055,0.96939725,1.1530349,0.89995813,0.98735124,0.9660486,0.8841246,1.0378871,1.1078246,0.934432,0.95262015,0.7968224,1.1306536,0.97196615,1.1593809,1.0929053,1.1293075,1.1739315,0.7671542,1.2388414,0.49194974,0.9692235,0.87806904,1.1852317,1.231218,1.2312821,0.98429674,1.1654058,0.7588358,0.9488875,0.8054427,0.83348125,0.90606356,1.1541321,0.91296554
muffin,0.9297956,1.0382576,0.94018656,1.1886941,1.1386913,1.0078745,0.892472,1.0364004,1.2271434,1.1791734,1.0704066,1.1064484,1.1753055,0.825927,1.1237547,1.1719422,1.1385001,1.0863587,1.0540192,1.1165249,0.5311127,1.0943773,1.0706047,0.695934,1.0979862,1.1754577,0.7518147,1.0647646,1.1430818,0.6763638,1.0677142,1.091875,1.2280056,1.1606159,1.1387846,0.78482354,1.0537571,1.1565832,1.1019436,0.98168474,0.91183686,0.9952538,1.1604874,1.0323746,1.2278965,0.85716796,0.80858386,1.0221312,0.9113997,0.8457084,0.89379567,1.0538075,0.76852006,0.9102718,0.85117406,1.177137,0.9615877,0.87334645,0.6881783,1.0003666,0.7169606,0.93948746,1.0877768,1.0833664,1.0773258,1.1017864,1.0448109,1.0188559,1.0949726,1.1026907,1.1458029,0.5352952,0.9199907,0.9409936,0.84630394,1.1451219,0.0,0.9619394,0.9984549,1.0167505,0.8098729,0.91544855,1.0493429,0.92364717,1.2327838,1.0711898,1.0682855,1.0166688,1.0534686,0.7560339,1.0157945,1.0156546,0.66585946,1.145206,0.93637383,0.9340607,0.94710565,1.121507,1.1994686,1.0315888,1.037964,1.0217116,1.0694959,1.231118,0.90654564,1.1322646,0.99122083,1.0320463,1.129273,1.1633818,1.0483552,1.146536,1.0406079,1.1180478,1.0184426,1.0031354,0.8612079,1.0145278,1.1208012,0.9186235,1.0881878,0.9474528,1.0553733,0.96102387,0.8763565,0.9042122,1.024471,1.0724968,1.0775627,1.0120276,1.1780235,1.1798856,1.252805,0.9716853,1.1394694
nail,1.2386496,0.6649458,0.33539295,1.2183323,0.94009125,0.69027257,0.8263394,1.0918875,1.31181,1.4081435,0.69117284,1.462022,1.3279003,1.0023915,1.4028134,1.0849395,0.94546217,0.4744786,1.0086664,1.4048152,1.0113821,1.0972527,0.93988353,0.7373915,0.71385825,0.95569974,0.9784396,1.0481327,1.3554993,1.1511534,0.41878366,1.3143902,1.1887151,1.301013,1.4237717,0.94506717,0.25222635,1.4023045,0.4933712,1.0571865,1.2290037,1.211751,1.2867901,1.190764,1.2721648,0.5376325,0.33906162,1.048177,1.0584594,0.5114696,0.6691715,0.59310246,0.5034036,0.5824895,0.8864995,1.3022487,0.47224092,1.0676482,0.50319374,1.0886985,0.45461398,1.1491984,0.635034,1.1457907,1.3387877,1.2783785,1.1187747,1.2185344,0.90227664,1.3101388,0.58963346,1.1691637,0.9948778,1.140704,1.3307017,1.2085378,0.9619394,0.0,0.8111923,0.782508,0.84799683,0.10084689,1.3812405,1.0156451,1.3374767,1.2894516,1.054416,0.37729174,0.4012934,1.1109161,1.1189244,1.2694724,1.1106328,1.0218718,1.0249825,1.035154,0.49997002,1.4219962,0.90415066,1.3718635,1.0890979,0.80272895,1.0026219,1.1929569,0.9135897,1.2873795,1.2009412,1.2451332,0.87889403,1.277455,1.365866,1.3639294,0.2970761,1.1490109,0.63780665,0.95402247,0.92807734,0.8718379,1.2818898,0.35363686,1.3145721,1.2960496,1.4802753,0.49988824,0.2855382,0.5027522,1.2706375,0.75170004,0.87520045,1.3773147,1.2290881,0.98794353,1.0289081,0.25248122,1.2761523
napkin,1.4748836,0.71966696,0.737885,1.3415518,0.90717614,0.90074205,0.78196883,0.7017828,1.3575013,1.3649857,0.67941236,1.2147591,1.1576474,0.9721004,1.2341329,1.3576221,0.75836796,0.5862653,0.770349,1.0372545,0.8691212,1.0058883,0.54461586,0.85002327,0.46184313,0.903728,0.927472,1.3251646,1.0245751,0.6358451,0.69592273,1.0667294,0.97790956,1.1395774,1.3285531,0.97965807,0.6015362,1.1498026,0.51371264,0.8889459,1.4508752,0.94029534,1.1380826,0.98968554,1.1761835,0.95563745,0.62273955,1.3200568,1.3680615,0.9435496,0.7296071,0.6797277,0.9473634,0.6254389,0.8489327,1.1789459,0.9073188,0.5734204,0.95386827,1.467675,0.8841158,1.3107028,0.5281542,1.2722797,1.2825354,1.1831107,1.0096588,1.1801946,0.91437453,1.0899931,0.55500996,1.1847054,1.0672367,1.0527886,1.1115156,1.18713,0.9984549,0.8111923,0.0,0.8078474,1.223582,0.77786994,1.0499449,1.334807,1.151354,1.1904399,0.77903485,0.61890686,0.66488117,1.1478472,1.1951404,0.739049,0.98601717,0.79070747,0.8123145,1.2056601,0.8684901,0.920754,0.7608028,1.2593732,0.99543226,0.732365,0.9173048,1.1519512,0.8166982,1.3330098,0.8047146,0.91401774,0.55944186,1.2271746,1.2796104,1.2104224,0.60089934,1.0503833,0.6176273,0.7145053,0.88955677,0.69218445,1.3282688,0.6576334,1.0015786,1.2801344,1.5005192,0.6639583,0.7464075,0.86513966,1.2670605,0.057035804,0.751191,1.3817543,1.3059815,0.89994794,0.7554059,0.7143433,1.2798593
necklace,1.149031,0.7783313,0.84071994,1.0043994,1.0582045,0.97846055,0.9427996,0.97284067,1.3452663,1.3861458,0.7363036,1.3968956,0.76392865,1.0101509,1.223453,1.2082708,1.033991,0.8569498,1.1660671,1.3075956,1.010326,1.1662207,1.061366,0.95623857,0.8496793,1.0174888,0.9822908,1.0453644,1.1972185,1.0718024,0.8360808,1.3040216,1.1232667,0.9971801,1.3716998,1.0321203,0.7512051,1.2142498,0.90568674,1.1962819,1.1266813,1.0208286,1.2565787,0.91090596,0.75115705,0.5671479,0.8644457,0.95122254,1.1061858,0.62782395,0.86614513,0.8405769,0.4809656,0.66083896,0.84330034,1.2311577,0.52289224,0.76315564,0.8137145,0.9619373,0.76588875,0.89694667,0.75322783,1.014105,1.1666968,1.1761391,1.1127981,1.017372,0.99710506,1.1006433,0.7780255,1.1897746,1.0966002,1.0942408,0.99393487,1.1379657,1.0167505,0.782508,0.8078474,0.0,0.838864,0.7899964,1.2879572,0.76602846,0.9113869,1.1117933,1.2239332,0.74265057,0.77504647,1.1585932,0.8035772,1.066235,1.0664088,0.9949488,1.0895438,0.8775201,0.83116084,1.1051452,0.8697406,1.2977264,1.0388073,0.8426295,0.9715605,0.76175237,0.9673773,1.0748255,0.87829894,0.9233259,0.7944789,1.363533,1.3232231,1.3085178,0.7481895,0.9868007,0.9489777,1.1128078,1.0522325,0.864445,1.1621213,0.7934252,1.1884162,1.120341,1.4965246,0.92282826,0.51335186,0.87844837,1.1810211,0.71992505,1.016332,1.3618281,1.223998,1.0326569,1.0381459,0.51563936,1.2608234
nose,0.7058048,1.0668494,1.1076344,0.9621783,1.1814144,1.0745791,1.1540859,1.246172,1.0600561,1.0325464,1.1518421,1.0942817,0.9972251,1.0339388,1.007283,1.1295041,1.2692759,1.2637126,1.3006952,1.1381345,1.1145965,1.1042856,1.2673044,0.93065274,1.2730517,1.153709,0.73675954,0.8838554,1.1508766,1.0736338,1.1820173,0.9610876,1.167111,1.1000634,1.0395476,0.8090371,1.1687342,1.0909429,1.27019,1.1864752,0.7407565,1.0360148,1.0472796,1.0044917,1.0231061,0.55203897,1.0636771,0.89943576,0.7266466,0.5195597,1.0940907,1.1685079,0.47666484,1.0741291,1.1012675,0.9500644,0.7152767,1.0669668,0.6638185,0.6749594,0.6629426,0.58798885,1.1909759,0.8219253,1.0615839,0.9642471,1.1531646,0.9217482,1.0317068,1.0753016,1.2197609,0.9705468,1.0038218,0.88313556,0.79498637,0.96084166,0.8098729,0.84799683,1.223582,0.838864,0.0,0.92851806,1.0786282,0.88409865,1.0478157,0.8434619,1.1502446,1.188442,1.1709651,0.8616013,0.8996738,1.1664454,1.1226017,1.1910591,1.2589273,0.75964093,0.90693605,1.1711953,1.2873607,1.0140971,0.9864944,1.0522201,1.1019894,1.0715486,1.1270481,0.8796807,0.98203677,0.90036917,1.2883064,1.0136917,1.0340424,1.1039453,1.172002,1.0009525,1.237045,1.2536395,1.1724204,1.1205226,1.0084505,0.98767346,1.1413109,0.9230177,1.0641418,1.1787754,0.6838969,0.81482565,0.80966353,1.2207544,1.2716575,1.0615469,0.9635568,1.198755,1.3090351,0.86790353,0.99512905
orange,1.2817111,0.66536456,0.22631538,1.287473,0.8416452,0.6176127,0.6574995,1.0123339,1.4161371,1.4749291,0.7220974,1.5063137,1.3498278,1.0792004,1.4858677,1.1427382,0.8779305,0.4077103,0.9251554,1.4084485,0.86764795,1.09251,0.8895265,0.7513041,0.70137817,0.88580793,0.9979274,1.1311901,1.3575885,1.0806668,0.38800228,1.3632517,1.1491067,1.3489883,1.470262,1.023953,0.25020802,1.4052567,0.44101286,1.0189041,1.3121977,1.1676195,1.3399374,1.2273449,1.2696958,0.6327584,0.2515074,1.0534432,1.1157559,0.62536424,0.7502926,0.4902842,0.6233419,0.55060315,0.8752683,1.3508918,0.5748712,1.1074908,0.5935241,1.210153,0.3842615,1.2238194,0.6092573,1.2329087,1.3563973,1.368225,0.99765986,1.3242468,0.9902323,1.2922246,0.56937957,1.1270406,0.8902594,1.2006224,1.3625728,1.2136714,0.91544855,0.10084689,0.77786994,0.7899964,0.92851806,0.0,1.3927317,1.066965,1.336281,1.3546956,1.1151787,0.4183097,0.42960477,1.1591805,1.1439393,1.2565433,0.97417223,0.95178723,0.898303,1.090187,0.3377353,1.4062344,0.8005336,1.373718,1.067522,0.7641898,0.90988445,1.1720144,0.7924005,1.3619452,1.1992457,1.2891657,0.7661815,1.3368803,1.405983,1.3755243,0.27488232,1.192376,0.6134344,0.9829522,0.8671812,0.85342175,1.3149354,0.25858945,1.2932327,1.3463299,1.5026596,0.43046314,0.35565454,0.6057911,1.3749056,0.72430253,0.73915917,1.3623548,1.2242486,0.9019412,1.0156845,0.35222602,1.332691
oven,0.95380265,1.3197808,1.3654312,0.9562539,1.2278099,1.3532467,1.295526,0.8309244,0.66590416,0.700822,1.1958086,0.498111,0.9482219,1.0115714,0.76262355,1.0124745,1.0327363,1.237586,0.9411623,0.45497876,1.0723604,0.96812403,0.90002584,1.1537038,0.9762869,1.0817068,1.1287292,0.9736546,0.6430884,0.92792153,1.3072183,0.48674858,0.8829565,0.89209044,0.60409313,1.0757096,1.3793031,0.6431254,1.2013221,1.0554773,0.9379383,0.97976583,0.4820975,0.5492897,0.98421407,1.2429026,1.3876095,1.084924,1.0034869,1.3589096,1.3191668,1.272267,1.3077939,1.2506037,1.2813872,0.81499666,1.2730575,1.1524861,1.3955057,1.0246247,1.2940071,1.0778196,1.2712126,0.9406655,0.9072995,0.75152874,0.85604393,0.9066074,0.97852886,0.7410415,1.2110785,0.88924986,1.1408117,0.8784332,1.0049373,0.92845905,1.0493429,1.3812405,1.0499449,1.2879572,1.0786282,1.3927317,0.0,1.1534851,0.90278023,0.8030191,0.88537943,1.3152926,1.3041451,1.0678153,1.1029294,0.8950995,0.96311474,1.0066785,1.0212715,1.0544223,1.3153815,0.7323238,1.0054176,0.22286403,0.9430384,1.2672081,1.0360092,1.0370897,1.1776472,0.84398687,1.0846015,0.8704723,1.1379855,0.55784166,0.5084764,0.8624028,1.4215984,0.99201673,1.3262861,1.125288,1.1009316,1.1040946,0.9330785,1.373455,0.78496075,0.7452465,0.56839395,1.2795045,1.4465961,1.2727934,0.817492,1.0566591,1.1510425,0.70681226,0.88114095,1.0396818,0.80222213,1.3909069,0.5732131
owl,0.48061126,1.0989243,1.1887503,0.68277323,1.133805,1.1048657,1.1348007,1.2080234,0.8575078,0.92916286,1.1156005,1.1322302,0.7561076,1.0023823,0.86760986,0.81284714,1.2134858,1.2836732,1.3431954,1.2115469,1.0420239,1.0530902,1.4257342,1.0605626,1.3629808,1.1014128,0.9914219,0.526786,1.244165,1.1632596,1.1886494,1.1612773,1.1715086,0.9676974,1.0052203,0.9374341,1.1715103,1.0566996,1.3290262,1.2351233,0.5828271,1.1472694,1.0991786,1.0603721,0.8048651,0.8649144,1.2076102,0.52400637,0.82976335,0.96076524,0.845263,1.131936,0.865293,1.1570858,1.0309185,0.84664094,0.9754411,1.1130857,0.9525888,0.42171133,1.0413885,0.8551433,1.2212415,0.8911678,0.97804826,0.92082393,1.2198551,0.8976481,1.1811666,1.0614899,1.2027522,0.90302366,1.0327753,1.1113563,0.87077093,1.0144848,0.92364717,1.0156451,1.334807,0.76602846,0.88409865,1.066965,1.1534851,0.0,0.89749324,0.93528,1.119309,1.15306,1.1758105,0.9719861,0.70948404,1.1486914,1.0207669,1.1308261,1.2124538,0.70352656,1.1129013,1.16081,1.247622,1.0212749,1.011491,1.125686,1.1308684,0.7815095,1.1254841,0.8284496,1.0279471,1.0850875,1.3131504,1.0096234,1.0199378,1.0647906,1.1997906,0.7665172,1.2761703,1.2033055,1.0847074,1.2628152,0.92114794,1.1313524,1.1280406,0.82691723,0.9352564,1.2893431,1.0252185,0.96668446,1.0019217,1.3131976,1.3085375,0.9518944,0.7884323,1.1353968,1.3297617,0.9891964,0.92241573
