,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ladder,0.90519905,1.1585972,1.2586757,1.1444623,1.0419286,1.2989702,1.239831,0.8800237,0.5408779,0.81553596,1.0727316,0.76749676,1.0390785,0.5704976,1.0107232,0.9222719,0.86834365,0.91461587,0.79151875,1.1278799,1.1557512,0.59233224,1.2399596,0.6000227,0.9725657,1.0905845,0.74656403,0.9221454,0.9872628,1.0442619,0.33354187,1.2797915,0.66925097,0.8697778,1.1232824,0.9961022,1.2687223,0.7500263,1.0246748,1.1105493,0.1736337,1.1479533,1.0276473,1.0150377,0.92193216,0.7468195,0.7229043,0.83375084,1.0241951,1.1975459,1.018905,1.1413316,1.1582901,0.7381347,1.1679093,0.9513473,1.0938684,1.112048,1.0711377,0.9273894,1.0816828,1.0998802,1.0870632,1.0682517,1.1693094,1.0672473,1.179333,1.086101,1.1631919,1.0118321,1.0904063,1.0351774,0.9033534,1.0234741,1.0049151,1.0355502,0.0,0.9205634,1.0164844,1.1902113,0.9778699,1.0301423,1.0015994,1.0964838,1.1987448,1.2644261,1.0963519,0.9568499,1.1371735,1.2418642,0.68654305,1.0875195,0.9183769,0.9479471,0.925259,1.0981236,1.1097381,1.1042255,1.0702379,1.17404,0.812045,1.0501282,0.9713161,1.1786277,1.0121276,1.2220598,0.7622564,0.90826,1.2304,0.70480776,1.3315995,1.0647912,0.90717703,0.9222961,1.0319396,1.1067156,0.96559465,0.9690526,0.92921555,1.0498111,0.7791443,1.1968759,0.9745312,1.0797248,1.0973154,1.1764483,0.95692945,1.1646512,1.1031387,0.5574699,1.020283,0.98741794,0.7279911,1.1565464,1.2100234,1.1324005,1.1632578,1.075747,1.0224404,0.85160923,1.0047041,0.6500992,0.43111104,1.1962348,0.79299057
lamp,1.5207524,0.81671953,0.586874,1.0174619,1.4844863,0.65301085,0.6731055,1.2824636,0.7851865,1.2598087,1.2785844,1.5279503,0.4589473,1.1404963,1.5530922,1.086999,1.5173723,1.1817029,0.98903406,0.30790126,0.51293266,1.1593801,0.5358946,0.7961241,0.43509614,0.71202904,0.55805886,0.7155592,1.0416602,1.2614146,0.7491052,0.48252892,1.181282,1.0770142,1.0022527,0.93882203,1.224455,1.4856184,1.180479,0.43601888,1.2183224,0.31255746,0.98808324,1.400653,1.0800341,1.0973469,0.81742656,1.3498478,1.1573943,0.6481216,1.2902133,1.2842503,0.9539217,1.2391655,0.46441466,0.7563398,1.0191758,0.34286463,0.91645133,1.2614108,1.2548882,0.83630097,0.9940288,1.3087323,0.81508064,1.3668633,0.78671837,1.3601038,0.6099385,1.0968547,1.4673854,1.1360785,1.4441063,1.024635,1.550218,0.6393548,0.9205634,0.0,1.3368282,1.1242974,0.89450246,1.5869677,0.79808295,1.1772524,0.55754536,0.6143452,0.6741611,0.56194603,0.9412824,0.6237234,0.89677393,1.406277,1.50473,1.523952,1.1831523,0.4424709,0.46436733,0.98747325,0.777362,1.4100024,1.0339259,0.8752262,0.9192432,0.6184296,1.423267,0.6033778,0.8626734,0.59780043,1.0468075,0.96489745,0.90514237,0.49077642,1.1661249,1.1831319,1.4479795,1.0379633,1.4593081,0.88517463,1.2115564,0.9399604,1.138396,0.43831253,1.4250665,0.5060091,0.8841767,0.38021952,1.1510878,0.7299923,0.7987027,0.9925398,1.4312091,1.214833,1.4322326,0.5303165,0.8213482,0.7866515,0.56360525,0.6266143,0.82033277,1.3471193,1.169258,0.9168949,0.5750456,0.47752625,1.2189486
meat,0.560253,1.2268511,1.2934434,1.0942662,0.7859529,1.2610135,1.3032708,0.79511464,1.0813993,0.9270452,0.7743921,0.74025744,1.382307,0.9574668,0.7881679,0.783566,0.73934054,0.9496428,0.92546904,1.3682075,1.2883637,0.8498592,1.0333083,1.0708221,1.3414865,1.0559951,1.2874234,1.2245828,1.1209432,0.9450126,1.1029269,1.3245511,0.8478756,1.057999,1.0030806,1.0429128,0.8441455,0.777474,0.70985585,1.38776,0.82026005,1.3689067,0.8858783,0.57491577,0.8459033,0.9804672,1.1740599,0.8170502,0.91233146,1.2901518,0.8832709,0.86429244,1.2530681,0.81663847,1.2831532,1.0316855,1.0911655,1.3032914,0.911334,0.8677541,0.80045724,1.1917728,1.164718,0.85399896,1.2475251,0.8625307,1.2013462,0.9086859,1.3246264,0.92994845,0.8271004,0.86222327,0.83131343,0.8475939,0.8428726,1.0850903,1.0164844,1.3368282,0.0,0.9273168,0.9620647,0.65928525,1.1419706,1.028509,0.9934897,1.3719077,1.1820314,1.3145972,1.2137523,1.2520607,1.0409181,0.7402488,0.78060853,0.8018862,0.7328391,1.3732063,1.336719,1.1209508,1.2606989,0.68508303,1.0577841,0.7590421,1.0096545,1.0380862,0.9677323,1.2750862,0.93770874,1.2166548,1.0947338,0.9418268,1.0027012,1.3713661,1.0708249,0.8218215,0.8643864,0.95838094,0.830616,1.0131367,0.8544296,1.0685571,0.93988425,1.3533552,0.74592745,1.2138311,1.2394445,1.2825693,0.9073669,1.0908421,1.1338251,0.9769717,0.8461312,0.852589,0.7241961,1.2509212,1.2886238,1.2606918,1.2939048,1.2331312,1.0944341,0.7454199,0.90622675,1.0997137,1.1208715,1.411922,0.93189794
melon,0.90010035,1.0913222,0.69364905,0.9763485,0.9866725,0.48333,0.4519834,0.70436144,1.1850758,1.105379,1.007605,0.9754884,1.0589904,1.3171504,0.93361056,0.9824655,0.9567324,1.0981737,1.136739,0.98680955,0.95813733,1.1785743,0.87313557,1.2146608,1.179069,1.0137208,1.2949789,1.2089239,0.96097153,0.9988295,1.3615896,0.7359979,1.0532091,1.0643673,0.85761416,1.0234904,0.57144916,0.9755894,0.95301896,0.99124026,1.1252925,0.9953393,1.0815911,0.9554208,1.0614896,1.1162568,1.2270175,1.1268306,0.91602826,0.6504317,1.0650777,0.925766,0.96789515,1.0947651,1.0757138,1.1418991,1.103129,1.1463923,0.8504062,1.0447403,0.91520333,1.0745696,1.020045,1.0438854,0.77626014,0.9810265,0.84251475,1.0285212,0.9595058,1.0918941,1.0373791,1.0606866,1.0297536,0.99177253,0.99083966,1.2084699,1.1902113,1.1242974,0.9273168,0.0,1.0160761,0.7717454,1.1942061,0.9375601,0.8796336,0.7872539,1.0159054,1.1927509,0.71038854,0.5776304,1.2696041,1.0103183,1.0783129,1.0235323,1.0611676,1.0745583,1.0065957,1.040058,0.8798127,0.8932693,0.9366204,1.0208671,1.1814604,0.88831395,1.0366237,0.69979906,1.1855402,1.2376429,0.7979183,1.2151674,0.88818634,1.0167806,1.1272202,0.9429828,1.033511,1.1282748,1.002265,1.2043322,1.0296764,1.082139,1.1486516,1.0762898,1.0361823,1.0518632,1.0331377,1.0891097,1.0969735,1.1504583,0.9354114,1.2711076,1.0093659,1.0300094,1.0867107,0.8048909,0.9682518,0.9029993,0.95753753,1.0394996,0.7725165,1.0916224,1.1081685,1.2351861,1.2920187,1.0077444,1.0974262
milk,1.0527298,1.0138538,1.0819551,0.90365654,1.0677003,0.9447709,0.9491876,1.0103754,0.9055351,0.885833,1.0978843,1.0906447,1.1625425,1.0480168,1.1546835,0.9538,1.095926,1.0055838,0.8173771,0.84951055,0.9616231,0.7774517,1.0295173,1.0230542,0.8866495,1.0129261,0.8882687,1.0514772,1.2535093,1.1720042,0.96571094,1.0315927,1.0072055,1.0663658,0.9251939,0.74893534,0.9525873,1.116859,1.0015681,1.1052674,0.9643437,0.8897977,0.815728,0.9785424,0.82086205,0.9943232,0.9856154,1.0590286,1.1540148,0.95127404,1.1870557,1.0182796,1.2120302,0.897904,1.1235291,0.9008367,1.0306374,1.0356253,1.0742228,0.9458638,0.9191478,1.151442,1.1067376,1.0875533,0.95990884,1.0238568,1.135014,1.1118416,1.073962,1.0734608,1.1624947,0.9794932,1.1947569,0.7550447,1.2458122,1.0378464,0.9778699,0.89450246,0.9620647,1.0160761,0.0,1.1018083,1.1512716,1.0796516,1.0779986,1.172526,0.93133545,1.0454543,1.1864,1.035255,0.95231247,1.0646719,1.109647,1.2642907,0.7955458,1.1027567,1.090296,1.209453,1.1327493,0.9890629,1.0317485,0.90084445,0.8639818,0.9231626,1.1859138,0.9881756,0.9497175,0.94013214,1.1964264,0.89487404,0.9955557,1.084722,1.1113231,1.001926,1.1184263,0.89774966,1.1582551,0.8968125,0.82148343,0.7550553,1.0035737,1.0777898,1.0787805,0.44010532,1.0222063,1.0094173,0.96206015,1.004429,0.95637417,0.89671624,1.1446146,1.0442421,1.0645871,0.9485941,1.1393378,1.2380632,1.0197787,0.9895305,0.90573585,0.945753,1.0082127,0.99780923,0.967439,1.1357642,1.0468396
mitten,0.43519807,1.000719,1.422579,1.0828855,0.54855067,1.2217345,1.218331,0.5897073,1.1634903,0.93915445,0.8384718,0.669362,1.4867578,1.0079031,0.47083718,0.8100419,0.5724231,0.96572155,1.0665315,1.5568037,1.4847822,0.8808811,1.3369819,1.0922133,1.4702196,1.1384943,1.4066925,1.3319334,0.8722825,0.85100853,1.163911,1.4668372,0.91424423,0.98980653,0.94222367,1.0122308,0.7002777,0.71760356,0.77279913,1.496105,0.788472,1.5909641,0.9148843,0.5396485,0.7730872,1.0067021,1.1638547,0.7586081,0.7569978,1.3137218,0.793356,0.88667405,1.0027102,0.90448654,1.3625486,1.1390018,0.78132606,1.474355,0.8289934,0.8673177,0.66893643,1.1531453,0.60544944,0.94782376,1.0145729,0.8529271,1.2480215,0.5021557,1.265933,1.1109997,0.7261249,0.94640756,0.6918431,0.9484924,0.5184914,1.2694824,1.0301423,1.5869677,0.65928525,0.7717454,1.1018083,0.0,1.2027466,0.8427421,1.2923039,1.4132977,1.1036005,1.3234247,1.0056769,1.364377,1.1418488,0.6577988,0.6196946,0.5585415,0.87154865,1.4967699,1.4936965,1.0218058,1.1593128,0.5976142,0.83847237,1.2114959,1.1339357,1.3574606,0.7235676,1.2767211,0.8870752,1.3701817,0.90738815,1.0955956,1.1051412,1.3650768,0.6832386,0.6979491,0.7134234,0.8348174,0.55016994,1.0478839,0.9624809,1.1526749,0.9244009,1.4254724,0.8520094,1.3662357,0.85668284,1.4349859,0.9442016,1.3130063,1.0887506,0.90282977,0.70285565,0.8937285,0.80551946,1.4230692,1.0850157,1.0926155,1.2823008,1.1809592,1.0320152,0.76516795,1.0686537,1.108475,1.2180176,1.4512875,1.0019332
motorcycle,1.2764332,0.9598656,0.9150996,0.9493724,1.3201933,0.9236269,0.97740847,1.1365552,0.8589568,1.1423471,1.1193999,1.2888365,0.6984857,0.87280095,1.2837238,1.1564792,1.2342991,0.8774468,0.9498946,0.71097916,0.758535,1.0752003,0.8313115,0.73763347,0.6357209,1.0333195,0.65901196,0.324852,0.99975556,1.1093884,0.7099342,0.8450045,1.0901688,1.0018809,1.093075,1.0930344,1.3075333,1.1659064,1.0740439,0.8043748,1.1474986,0.7526347,1.0664212,1.1284504,0.9147495,1.0614616,0.84577626,1.1417036,1.0736233,0.9814021,1.1538006,1.2528586,1.0993693,1.0073822,0.6341089,0.7982934,1.1031854,0.6378866,0.8557902,1.1316317,1.0936018,0.94486815,0.7978728,1.1596085,0.922593,1.21349,0.9710894,1.1848665,0.74060345,0.96008426,1.2503725,1.0613327,1.2346597,1.1013283,1.2187382,0.7250583,1.0015994,0.79808295,1.1419706,1.1942061,1.1512716,1.2027466,0.0,1.1444813,0.8629285,0.9740944,0.7982608,0.7877736,1.1574705,0.9659337,0.83481586,1.2308323,1.2388473,1.2279071,1.1718248,0.730435,0.82915735,0.8144982,0.9128826,1.245868,0.8832328,0.9577432,0.88283134,0.77806747,1.2495811,0.8625251,0.82984376,0.66054523,0.9120659,0.88390434,0.93299353,0.8372955,0.9647901,1.0782553,1.249594,0.9651433,1.2323115,0.9241991,1.2152402,1.0322644,0.9043659,0.6532411,1.1457021,0.921105,0.9540762,0.6574646,1.0532455,0.8455579,0.9873774,0.7508752,1.2409948,1.0645463,1.1619761,0.8307289,1.0687163,0.98531675,0.9934195,0.7534241,0.8784709,1.1624117,1.0712587,0.7897289,0.6379586,0.72403914,0.9875879
mouth,1.0534065,0.98411334,0.9200481,0.94542027,0.9547769,0.933287,0.9489187,0.8760592,1.146951,1.1493586,1.0750421,1.1588879,1.0117974,1.2682883,0.8680637,0.9528698,1.1379911,1.0869443,1.055941,1.1188922,1.0759578,1.0593793,1.1038566,1.1232438,1.1528803,0.97110885,1.1839904,1.1256658,0.7744134,1.0269033,1.2142565,1.0486305,1.1290575,0.94265276,0.8918922,1.0011486,0.9971515,1.0885745,0.9917078,0.99171776,1.1292142,1.10007,0.9812625,1.058404,1.1405747,1.1729194,1.0157616,0.9827161,0.7564122,1.0363926,1.0202456,0.6859064,0.68044484,0.9950828,1.0748274,1.0036882,0.81941676,1.1255828,0.98150396,1.0069126,0.88360935,0.69028765,0.96558124,1.1489898,0.76196265,0.82408047,0.8091985,0.76232374,0.9820705,1.2127382,0.9105116,1.0642228,1.0173091,0.99985933,1.003753,1.1492864,1.0964838,1.1772524,1.028509,0.9375601,1.0796516,0.8427421,1.1444813,0.0,1.0463336,0.8703898,1.118281,0.8929692,0.66425943,0.96522474,1.1175535,0.99351895,1.0029509,1.0058863,1.0471685,1.0289373,1.012553,0.96103895,0.74525636,0.99328125,1.0495884,1.0700278,1.1047882,1.1196842,0.8215902,0.9984209,1.1720042,1.1457493,0.8389076,1.1436327,1.2573516,0.9244119,0.93387747,0.9737153,0.9007469,1.0304997,0.939673,1.1315432,1.1444255,1.182585,1.0259162,1.0712523,1.16309,1.213008,0.94025713,1.1150296,1.0704429,1.0887278,0.8387293,1.1991464,1.0176648,1.0783207,1.1920798,1.0678952,0.74550766,0.6113031,1.0404661,1.1168222,0.9203156,1.0740583,1.1275728,1.0066903,1.1582619,0.99363065,1.1787008
muffin,1.4592432,0.7160655,0.4214642,1.0537199,1.3861359,0.5282568,0.64737535,1.1689303,0.8651078,1.4322551,1.070869,1.5221798,0.56041837,1.3190398,1.4346688,1.0624138,1.4749029,1.2480793,1.0614707,0.42724955,0.50848144,1.2785493,0.08104169,1.0838894,0.641728,0.77553463,0.8144566,0.8174449,0.85436535,1.2314341,1.0892403,0.45150667,1.3567178,1.0970321,1.0875,1.062157,0.9695322,1.45177,1.0159504,0.4726817,1.4323487,0.42127758,0.9499834,1.1287209,0.98443073,1.3053339,1.0129094,1.3392715,0.9370924,0.5090146,1.2408798,1.2143703,0.77333426,1.3158762,0.49615455,0.8277079,0.92746794,0.536478,0.7937476,1.285402,1.2624235,0.8430804,0.878503,1.3159178,0.7198143,1.2604886,0.5234313,1.2404035,0.587442,1.2813542,1.3969758,1.3070645,1.4219584,1.077735,1.4605432,0.71704113,1.1987448,0.55754536,0.9934897,0.8796336,1.0779986,1.2923039,0.8629285,1.0463336,0.0,0.46187782,0.6897072,0.69454694,0.8390937,0.43513304,1.0239942,1.2623098,1.4650303,1.4644086,1.2901495,0.6533162,0.62868214,0.837934,0.7568679,1.2567852,0.94508463,0.6797216,1.0546045,0.46812797,1.3265516,0.4845597,0.933692,0.7739453,0.74819124,1.1228429,0.90134466,0.5346633,1.2208011,1.3152769,1.4218433,1.133579,1.4115278,1.1838028,1.3688022,1.2204106,1.269599,0.42293942,1.3708398,0.6880282,0.8429741,0.5152138,1.388473,0.7762691,0.7484691,1.2609104,1.398748,1.3352736,1.4641428,0.432253,0.638873,0.70632184,0.6233814,0.65177864,0.7508433,1.3691384,1.2631104,1.0660121,0.98993415,0.4315545,1.3414803
nail,1.5766447,0.71266395,0.18755794,1.0226821,1.3098199,0.48825836,0.5347811,1.3225417,1.078631,1.4004225,1.1891944,1.4697456,0.34621465,1.4547583,1.3058611,1.1557351,1.4770062,1.2841349,1.1839831,0.4045604,0.5269459,1.4160609,0.48408437,1.2263038,0.7690625,0.8420913,0.9453923,0.9050329,0.5734783,1.1201789,1.2839755,0.30713308,1.3332125,1.0267276,1.0549856,1.1008554,1.0117424,1.4021583,1.1933006,0.22999209,1.5310009,0.38633442,1.223943,1.3945775,1.2695872,1.2819233,0.98360026,1.3761729,0.9492134,0.34346414,1.138917,1.0445974,0.40698522,1.3334651,0.54075015,1.0688152,0.894545,0.64972186,1.0357542,1.2706575,1.3302022,0.5177263,0.9010722,1.2352167,0.589087,1.1296875,0.54214257,1.0994687,0.4444645,1.2260284,1.2120159,1.3158824,1.2819374,1.2031863,1.3311958,0.8831562,1.2644261,0.6143452,1.3719077,0.7872539,1.172526,1.4132977,0.9740944,0.8703898,0.46187782,0.0,0.84887266,0.67060554,0.47120452,0.28926718,1.122344,1.3350356,1.4245611,1.3578362,1.4135716,0.43776393,0.36306906,0.8045816,0.58674663,1.2580074,1.0729699,1.0161678,1.212865,0.73314935,1.0812025,0.54394525,1.2503917,0.8686939,0.6785419,1.2810328,0.9963942,0.4404391,1.1628616,1.2990823,1.2629519,1.2177429,1.2943336,1.220291,1.319653,1.1434021,1.3002236,0.3775223,1.3805538,0.8323028,0.7307769,0.63262373,1.3569192,0.85507977,0.8626605,1.4589179,1.2950695,1.3076854,1.5339625,0.46432155,0.3351717,0.33844906,0.33089077,0.7455463,0.82468235,1.4376535,1.2637329,1.0898885,1.1068383,0.17222548,1.3434216
napkin,1.2961137,0.6391313,0.8060504,0.9579195,1.4244726,0.768052,0.7560185,0.95041144,0.6841321,1.2142935,1.2282037,1.2275226,0.56505466,1.1382332,1.2028418,1.1057153,0.97166306,0.9750539,0.89706695,0.5860328,0.5347796,0.9891318,0.5946953,1.0169286,0.50282454,0.8510295,0.5741784,0.68846005,1.0440056,1.2450218,0.86631876,0.73244166,1.1332167,0.9687454,0.9594848,1.0503787,1.072291,1.2546574,1.0984362,0.6775061,1.1547339,0.5843005,0.96516293,1.1494266,0.82567215,1.2356786,0.8186846,1.1843256,1.0871022,0.826366,1.1767824,1.3841815,0.9829893,1.2812804,0.5861443,0.8599473,0.8611939,0.58225644,0.8963056,1.2250102,1.3173885,1.0231527,0.46200836,1.3634932,0.7412566,1.4431543,0.9076931,1.2734646,0.58092964,1.3478763,1.4677563,1.2172297,1.2201502,1.1314003,1.2237455,0.6917944,1.0963519,0.6741611,1.1820314,1.0159054,0.93133545,1.1036005,0.7982608,1.118281,0.6897072,0.84887266,0.0,0.67672217,1.1515561,0.8550334,0.9283083,1.3864381,1.241125,1.2945205,1.0815011,0.6775398,0.73632395,0.84750843,0.9366678,1.3176163,0.41964537,0.8269938,0.9517324,0.52530193,1.4512917,0.8194339,0.6378206,0.6535855,1.0152103,1.0430148,0.77601653,0.8196756,0.858579,1.2202951,1.3316455,0.9145874,1.1964198,1.0513697,1.2912612,0.99918246,1.0232756,0.4858117,1.2544315,0.677171,0.5180822,0.556811,1.3253682,0.8919006,0.791144,0.9477604,1.3256395,1.3682917,1.3570107,0.6708863,0.8869407,0.85392356,0.8893159,0.036480546,0.8107538,1.31125,1.2828603,0.9383132,0.8522159,0.6937202,1.2874281
necklace,1.480129,0.64213824,0.63649344,0.92936856,1.4182249,0.7317761,0.819378,1.1221935,0.7610544,1.3547266,1.217322,1.495621,0.47948277,1.1491225,1.2547631,1.1676877,1.391204,1.1439232,0.9461601,0.50624174,0.6751331,1.1716557,0.6767994,0.96275824,0.54566467,0.9028554,0.6839001,0.8060018,0.8495913,1.1898125,0.88992345,0.72841084,1.1669496,1.0677174,1.0635445,1.004441,1.272957,1.4175911,1.0746928,0.49783605,1.244314,0.56959313,1.0448923,1.3169502,0.94124794,1.2658287,0.9234379,1.103563,0.96229815,0.7906287,1.1824808,1.3145125,0.7633803,1.2239527,0.52966535,0.80185485,0.9156977,0.51599574,0.9040263,1.1689337,1.2832347,0.6746217,0.667137,1.3805711,0.69488996,1.2640636,0.61497,1.1528213,0.54549277,1.2680403,1.3966181,1.169448,1.3123748,1.1374571,1.337301,0.7350193,0.9568499,0.56194603,1.3145972,1.1927509,1.0454543,1.3234247,0.7877736,0.8929692,0.69454694,0.67060554,0.67672217,0.0,0.85121834,0.68723214,1.0312629,1.3212864,1.2803855,1.404135,1.2236911,0.5738222,0.6309764,0.8671514,0.71859473,1.3664031,0.84480214,0.8212155,0.98825246,0.7354487,1.1602907,0.63991237,0.8023534,0.7991413,0.9804936,1.12261,1.0019442,0.54604375,0.7903676,1.1346142,1.3312198,1.0405439,1.3056574,1.020017,1.3510051,1.1528659,0.98359454,0.44844675,1.4186964,0.7469574,0.73701817,0.56326437,1.3031565,0.82412374,0.6694415,1.0809287,1.3542261,1.3756422,1.4646698,0.71738243,0.7177446,0.6937705,0.70045304,0.61796117,0.7941844,1.3504839,1.2633202,0.7920941,0.74016464,0.47224766,1.3546377
nose,1.2624955,0.8719659,0.5920955,1.150618,0.91438127,0.69451153,0.70166534,1.1641613,1.16925,1.1899301,1.1585338,1.1511962,0.7265453,1.3976156,0.91972953,1.0083961,1.2098333,1.2877402,1.2776458,0.8765337,0.97691274,1.2463216,0.88562894,1.1614308,1.0943967,0.8788842,1.1195636,1.1209576,0.5333128,0.9577406,1.2652265,0.74472517,1.1116278,0.8428544,1.0836539,1.0753053,0.9435501,1.0664946,1.1727667,0.7203647,1.2398014,0.8751474,1.155946,1.1463658,1.2473662,1.0609604,0.9325591,1.0848424,0.7189071,0.7111067,1.0404116,0.8122468,0.45821393,1.1827459,0.96145123,1.149994,0.83874923,0.96853185,1.1025846,1.1875447,1.0103443,0.6113456,0.9543942,1.207459,0.85407245,0.8092158,0.75736964,0.7921935,0.6990254,1.1397389,0.9671086,1.2563131,0.93495494,1.1117508,0.97094214,1.148805,1.1371735,0.9412824,1.2137523,0.71038854,1.1864,1.0056769,1.1574705,0.66425943,0.8390937,0.47120452,1.1515561,0.85121834,0.0,0.61259174,1.0827295,1.1596061,1.0668317,0.9881111,1.306636,0.8293983,0.7797822,0.9533878,0.7358267,1.0761358,1.0624672,1.1519393,1.2851061,1.1075166,0.80617654,0.72515315,1.2135773,1.0717413,0.7714684,1.2160192,1.2302803,0.6171029,0.9934018,1.1381402,0.90281475,1.2523143,0.91300577,1.2944512,1.1095698,1.1303768,1.2545797,0.86838466,1.2881618,1.0795624,0.86384547,0.99128735,1.2446657,1.1558441,0.9135312,1.2727071,0.9098592,1.1787562,1.3243401,0.9098508,0.50739074,0.49811983,0.68817383,1.0856832,1.0165291,1.2450666,1.2259552,1.0977217,1.0908155,0.63331735,1.1811504
orange,1.4961475,0.81602544,0.103105664,0.9169406,1.3414857,0.21767843,0.3605057,1.1692685,1.0621881,1.4562447,1.2284148,1.4578209,0.5431104,1.402991,1.4098687,1.1919347,1.4664061,1.1997571,1.1264373,0.39254725,0.53891194,1.3701969,0.43924028,1.148113,0.69144475,0.90866494,0.91022253,0.9449667,0.8474748,1.2571884,1.2337403,0.34373188,1.3115851,1.167264,0.98447907,1.0669044,0.9527459,1.3891995,1.1345228,0.3776461,1.460916,0.3956102,1.0986973,1.3186648,1.136548,1.3341069,1.1457326,1.2957599,1.098412,0.36148524,1.2373848,1.0935618,0.77183837,1.2568135,0.59079826,0.93165916,1.0656012,0.69593436,0.97985846,1.1960448,1.2865287,0.82320046,1.0144345,1.1530089,0.63448244,1.2166986,0.4570179,1.2735233,0.60410756,1.1633062,1.2581099,1.2676698,1.3619976,1.1321712,1.4240582,0.95970964,1.2418642,0.6237234,1.2520607,0.5776304,1.035255,1.364377,0.9659337,0.96522474,0.43513304,0.28926718,0.8550334,0.68723214,0.61259174,0.0,1.2187278,1.3472276,1.4053671,1.4391689,1.3179348,0.56399846,0.5228778,0.9478256,0.70418555,1.1918132,1.0951903,0.8923035,1.0842793,0.64246553,1.2533276,0.20504391,1.1804136,0.98093784,0.7514597,1.2441977,0.9059569,0.63493776,1.247185,1.2048098,1.3213022,1.1551639,1.3575406,1.1278993,1.2957153,1.2122381,1.1545863,0.49254835,1.3914616,0.7676499,0.87879586,0.67063814,1.2231134,0.89995956,0.6635296,1.3780255,1.3201833,1.165073,1.4438221,0.43115067,0.65350425,0.73072034,0.60106915,0.7978424,0.6425674,1.3677197,1.1832328,1.1193731,1.1074307,0.41410625,1.3104755
oven,1.1885622,1.051239,1.2215307,1.0548087,1.0530319,1.2977638,1.1595834,1.097623,0.6504204,0.71541333,1.1316732,1.0105448,0.91473883,0.87308073,1.1170572,1.1748109,1.0486274,1.1042846,0.87325287,0.9398153,0.81630945,0.58402056,1.0464685,0.8958158,0.71517396,1.0582497,0.50731987,0.77608424,0.8998105,1.0737212,0.66637385,1.1169845,0.7874881,0.8641073,0.8516156,1.0165035,1.1497422,0.8833612,0.9404652,1.0535212,0.73868775,0.82481325,0.8916036,1.1055747,1.0881143,0.65096724,0.37246227,0.9509113,0.9735769,1.0534767,1.0650046,1.1692191,1.0388482,0.88566786,1.0902488,0.9901824,1.038879,0.86862856,1.2752928,1.0635124,0.9201851,1.0183719,1.0567616,1.3045505,1.1509795,1.168734,1.1177542,1.0863595,1.0243603,1.0628359,1.1934595,1.1777978,0.9963792,0.84948957,1.0869763,0.77708316,0.68654305,0.89677393,1.0409181,1.2696041,0.95231247,1.1418488,0.83481586,1.1175535,1.0239942,1.122344,0.9283083,1.0312629,1.0827295,1.2187278,0.0,1.2098074,1.0617386,1.0308149,1.0412121,0.9903607,1.0098546,1.0358771,1.0493144,1.1803821,0.8485084,0.910218,1.0331833,0.91782314,1.094867,1.2454573,0.7478981,0.5299952,1.0785218,0.28258717,1.2202272,1.03285,1.029981,1.1529583,1.1185999,1.1435316,1.0035741,1.0939517,0.8997881,0.69780636,1.1049901,1.0416657,1.1620829,0.82010037,1.0131145,0.895285,1.1382284,1.1280257,1.1085145,0.7501246,1.1014986,1.1532762,0.9863314,0.97787845,1.0808903,1.0378431,1.0344998,0.9350302,1.2035365,0.92209756,1.1834852,0.85153294,0.6162496,1.0384007,0.8520427
