,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,hose,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
helicopter,0.9716973,1.2412125,1.3740222,0.88509893,1.3402125,1.2531925,1.2077049,1.0740602,0.69562715,0.72703505,1.1192219,0.93635267,0.9061518,0.8668032,0.7011452,1.2506443,1.1464393,1.1277504,1.1028283,1.3745129,0.7442347,1.0603487,1.182914,1.0349084,1.0852964,1.3728397,0.92365944,0.99298465,1.182052,1.0542521,1.0928077,0.8246076,1.2952865,0.92005455,1.2148043,0.9810423,0.94600785,1.1528587,1.0114629,1.0661273,0.94148195,1.2271283,0.9154752,1.3129876,0.81251675,1.3408328,1.2110767,1.2782779,1.355818,0.9093614,1.2186,1.3637056,0.8913079,1.3855593,0.8416776,1.2573326,1.2084972,0.0,0.7392807,1.0502493,0.7513188,1.1800549,0.93795353,1.1814774,1.256536,1.1809354,1.0254185,0.1878227,1.1175139,1.2475442,1.3118513,1.2938961,1.217384,0.78817296,0.9857784,0.7768329,1.1332569,1.1983571,1.2254437,1.1791003,1.300219,1.0138866,1.2677104,1.2597966,1.1066202,0.9010607,1.1742336,1.0137488,0.8954406,0.9270451,1.0665832,0.82441473,1.088162,0.8687924,1.0993612,1.1240132,0.67006934,0.93099046,0.68068993,1.2619543,1.31263,1.2299984,1.0931458,1.2539971,0.98217833,0.7595827,0.62721467,0.7578036,1.1537347,1.3664625,1.3873682,1.1637065,1.1745955,1.1383208,0.80656517,0.6275075,0.3650143,0.91778004,1.2969686,0.6753082
hose,0.9124405,1.1209315,1.3917174,0.9987471,1.2880147,1.2124708,1.092051,0.9226601,0.83733934,0.81155765,1.2152299,0.81747055,0.88107675,0.7488349,0.71622026,1.2302588,1.2431178,1.1016887,1.0751169,1.2571725,0.5780188,1.1052282,1.1350375,1.0045154,1.1658607,1.1655898,1.0867591,0.96321976,1.12937,0.9741244,1.0002003,0.88394064,1.2869089,0.8587799,1.2856822,0.874394,0.92911017,1.0079628,1.0739661,1.0799253,0.9446592,1.282086,0.9752018,1.2643753,0.97755116,1.2743397,1.3065007,1.0649664,1.2510393,1.0140923,1.2921908,0.9845756,0.7507115,1.1107225,0.94361764,1.1177697,1.261408,0.7392807,0.0,0.90910333,0.7381531,1.1697056,0.97606575,1.2547848,1.0289111,0.79844344,0.8009131,0.5530161,1.1254525,1.3763312,1.209232,1.3286922,1.2503036,1.0821636,1.0463715,0.7763097,1.0677421,1.2411393,1.20782,1.2017702,1.1789002,0.809984,1.1839361,1.3595014,1.1784434,1.2071983,1.2731783,1.1131635,1.0063128,1.1666327,1.0918924,0.8892012,0.83014673,0.91655827,0.93207645,1.0998615,0.55578357,0.9721062,0.5569984,1.2476703,1.1883094,1.235981,1.1181114,1.0421609,0.6285491,0.83385766,0.6430029,0.79366255,0.9868721,1.2906284,1.2994522,0.95428777,1.0655981,0.82519734,0.8543001,0.81713593,0.8555519,0.9962185,1.3466879,0.9599612
jar,0.99008006,1.1123878,0.86929274,1.0204483,1.0814896,1.0427822,0.9017006,1.0076449,0.949078,1.0470796,1.1842303,1.0321691,0.9712225,1.0141327,0.9842094,1.2294214,1.1253748,0.32936633,0.9560645,0.93602294,1.0596297,0.9857159,1.1503643,1.1618853,0.9365715,1.0152699,1.0993869,1.1404543,0.96054983,0.8840223,0.95897967,1.0604079,1.2878444,1.0376499,0.80868137,0.6093159,1.101935,1.1012493,0.9192013,0.95262486,1.1335354,0.89124566,0.97405684,1.233001,0.88134634,1.2484618,1.2318027,0.9996339,1.1918975,0.4090067,1.2557449,1.0642526,1.0761173,0.9210118,1.121516,0.89442146,1.3018807,1.0502493,0.90910333,0.0,1.0943843,1.1311516,1.0704565,1.1611859,0.6718507,0.9335393,1.0794188,0.9380018,0.59886587,1.203443,1.0604784,1.257032,1.0984085,0.78053164,1.0212917,1.0630735,1.1610587,1.2676978,1.2381263,1.1157963,1.2430038,1.0220468,1.0306633,1.1699234,1.2177249,1.0692478,1.2585661,1.0858161,1.0947652,0.76900834,0.85366666,1.0442308,1.1173306,1.053188,0.98615587,1.1424322,1.005294,0.617911,1.0000607,1.2877733,0.87197363,1.1450704,0.74001294,0.5758905,1.0196002,0.96151334,1.0611303,0.84174454,0.81917125,1.1801263,1.0036967,0.75014704,1.110866,0.92496294,0.6282227,1.1171252,1.117345,1.2159142,1.2215363,1.0021247
jeans,0.640774,0.89969003,1.3859671,0.5882432,1.2730057,1.337459,1.0531886,1.0338637,0.7626481,0.43756628,1.2049937,1.1750138,0.6602362,0.529178,0.9556187,1.3405784,1.359137,1.2923095,1.1593502,1.1614338,0.89536464,1.4500556,1.170799,1.3233405,1.2834606,1.0418308,0.65045106,1.130325,1.3456526,0.82628715,1.1681294,0.43930888,1.3636858,0.84273195,1.4847395,1.0606257,0.5277593,1.1325083,1.1038907,1.0488423,0.81481725,1.2738409,0.7318561,1.076943,0.93254995,1.1874065,1.423098,1.2750571,1.3211566,1.0094155,1.1304371,0.9857431,0.848392,1.2266239,0.72530174,0.74488544,1.1000223,0.7513188,0.7381531,1.0943843,0.0,1.2584307,1.0651637,1.4202225,1.0862267,0.67999136,0.93168724,0.7517371,1.0413862,1.273741,1.1308199,1.3305078,1.0212975,0.9579413,0.7241057,0.22400963,1.166477,1.2900937,1.2939862,1.1656941,1.0194864,1.2499512,1.38379,1.2880119,1.1642296,1.230801,1.2998369,1.1876473,0.84657884,1.0803041,1.1761855,0.6591895,1.1346798,0.4573604,1.0959818,0.9538321,0.9252111,0.9570551,0.91830945,1.2657743,1.2803043,1.2648789,1.1783335,1.1890874,1.0527401,1.1809697,0.7832488,0.7793144,1.376823,1.037986,1.3444352,0.9931485,0.9646362,1.2410656,0.9066926,0.89466345,0.6970258,1.2752042,1.2111632,0.70411366
knife,1.1107807,0.9623246,1.0305452,1.1742959,0.98836917,0.8403057,1.1629127,1.0651962,1.3435062,1.2000098,0.7736088,0.7847884,1.1958265,1.1927547,1.1523973,0.76134145,0.701092,1.0880798,0.73891234,0.98858947,1.1353909,0.7085091,0.94493586,0.639722,0.67635506,0.97642046,0.91430354,0.77892226,0.8791828,1.0166296,0.9726215,1.1133705,0.6072569,0.98368466,0.73033786,1.1479907,1.2031027,1.0198119,0.7709039,0.96678096,1.2047266,1.1343226,1.2436588,0.7354982,1.2639115,0.73514706,0.82098913,0.83240265,0.94816476,1.2261754,0.88300467,1.0078444,1.0556201,1.0770035,1.1911434,1.0372931,0.85948765,1.1800549,1.1697056,1.1311516,1.2584307,0.0,0.7649117,0.6281258,1.1463817,1.2149136,0.9964472,1.1814809,1.1052129,0.93403643,0.72665495,0.7725512,0.9639152,1.0010782,1.15183,1.2215105,0.8409347,0.42521352,0.57066417,0.9388045,0.73132914,0.81990016,0.79032767,0.96908295,0.7214676,0.8474411,0.6810106,0.5551373,1.2306573,1.305194,0.8997265,1.2260461,0.9817567,1.1761402,0.9566541,0.813532,1.1576412,1.1898484,1.1824058,0.76607287,0.988185,0.77784395,1.1371028,0.88491994,1.000486,0.8466703,1.1247137,1.1510626,0.9546377,0.9066356,0.795692,1.0181664,0.7575014,1.1056277,1.289783,1.0837275,1.2713263,0.6870792,0.8842048,1.0641769
ladder,0.8648869,1.1611023,1.3559955,1.06604,1.2815799,1.2823104,1.117999,0.72732306,0.96486646,0.7296331,1.1800375,0.5149627,1.0335892,0.9010262,0.98025495,0.8782449,1.075288,1.2214987,0.5313715,1.2265675,0.93370336,0.9313921,1.1229565,0.706143,1.0103033,1.0868359,1.0831119,0.29446304,1.0538346,1.1785455,0.9506783,0.7414211,1.1852893,0.42460418,1.1136934,1.0667118,1.0224049,0.95209634,0.37741542,0.79558206,1.1332283,1.2877116,1.1301942,1.1711498,0.8858956,1.2033014,1.122284,1.0422276,1.2223165,1.0898682,1.2439682,1.0041053,0.9874628,1.1855036,1.1352288,1.0949358,1.182817,0.93795353,0.97606575,1.0704565,1.0651637,0.7649117,0.0,0.91765803,1.1220347,1.0478333,0.99608225,0.8850705,1.1644465,1.3009064,0.8811118,1.2187228,1.2830973,0.5903657,1.0871425,1.0503086,1.0005643,1.0230858,1.0919636,1.2977369,1.022148,0.8646146,1.1280146,1.2918863,0.85070795,0.7949258,1.1528218,0.5667667,1.1009625,1.2560885,1.1468298,0.9543309,1.0757494,1.0278263,0.7902589,0.9852197,0.93485737,0.8512568,0.9170496,1.1424437,1.1653677,1.0797287,1.1419361,1.0428218,0.96248347,0.6161862,0.8935523,0.6212108,1.0283066,1.21934,0.9517902,1.0487113,0.92007655,0.9247576,1.0168196,0.92971647,0.94962895,0.73671657,1.1640297,0.8163873
lamp,1.4867264,1.0525783,0.70613885,1.4318695,0.49518687,0.61193043,1.36227,1.0693593,1.4354935,1.495961,0.6397531,0.8191988,1.5203032,1.4286952,1.3160886,0.57353294,0.29823875,1.0450093,0.9898021,1.1834548,1.0767924,0.4493711,0.8018229,0.5864332,0.8810133,1.1384627,1.0425948,0.84297246,0.6914811,1.1770937,1.1123387,1.4473872,0.36810106,1.3063014,0.45560122,1.1181672,1.344444,0.7099581,0.85260135,0.87001634,1.2219005,0.8873636,1.2589605,0.8087616,1.3387243,0.6423319,0.4530558,0.90665257,0.62333274,1.3768656,0.60223234,1.0682981,1.0615033,1.1339043,1.3022668,1.3869498,0.54386777,1.1814774,1.2547848,1.1611859,1.4202225,0.6281258,0.91765803,0.0,1.331424,1.5428468,1.058221,1.2289263,1.1198211,0.53414845,0.9602624,0.46245956,0.79417276,1.1132363,1.4196043,1.4553726,0.7083347,0.30024654,0.30859447,0.92985004,0.81060237,0.68662816,0.7457236,0.5155821,0.49778813,0.5261891,0.38554204,0.7235682,1.0430584,1.0660135,1.0109252,1.3698885,0.71112525,1.4877422,0.9278159,0.84069276,1.1267365,1.4343735,1.2865546,0.39063573,0.99919075,0.651647,1.1696908,1.1522862,0.7326423,0.8364794,1.2219105,1.3519057,0.7569673,0.8078119,0.81467664,1.2037613,0.93262607,0.88406855,1.4816327,1.0756459,1.2379661,0.46252626,0.69865394,1.2457008
melon,0.9270303,1.1074374,0.7601826,0.9756828,1.0389552,0.7916156,0.638798,1.0257893,0.7821049,0.9202171,1.1587675,1.125841,0.910812,0.8955364,0.7962326,1.0603789,1.3032174,0.50082767,1.0328512,0.75596523,1.1028961,1.2055626,1.0578887,1.3302839,1.1193045,0.82666117,1.2279875,1.1959946,0.89557636,0.90914595,0.878836,0.9988174,1.2177757,1.0619018,1.009838,0.65507543,1.0627468,1.0454359,1.013664,0.99016947,1.1250883,0.70620334,1.0470779,1.2693907,0.9303731,1.19653,1.0824548,0.93400824,0.9338898,0.65728307,1.3313553,0.9189924,1.1192912,0.5236885,1.1245328,0.8750871,1.2921611,1.256536,1.0289111,0.6718507,1.0862267,1.1463817,1.1220347,1.331424,0.0,0.7157168,1.1519887,1.2043885,0.7364888,1.2215998,1.0215836,1.2923307,1.0702701,1.0887394,0.9989367,1.1056557,1.0201256,1.3044585,1.2661265,0.9175855,0.935454,1.129298,0.67452574,1.1366574,1.278518,1.1987097,1.2491593,1.1746383,0.91831166,0.8727274,0.7407143,1.1285125,0.9654066,1.0705963,0.97893214,1.2914864,1.051431,0.62145114,0.92805517,1.3232322,0.6737135,1.0419214,0.5828942,0.6162816,1.0406103,1.2322377,1.1466165,0.9010373,0.71004564,1.2230822,0.9764825,0.830207,1.1448053,0.68878365,0.5752592,1.1592577,1.1424563,1.4012036,1.1619093,1.1086668
mitten,0.52598375,0.8136717,1.1855435,0.6060411,1.248353,1.2728956,0.6505061,0.8428169,0.79372805,0.6683768,1.3017735,1.197303,0.6011455,0.6171227,0.9699816,1.20409,1.4259356,1.076493,0.9637601,0.7482646,1.0587475,1.38595,1.0202476,1.3065764,1.0932888,0.6140745,1.0563538,1.1349505,1.1765014,0.9187652,0.8774861,0.7276056,1.3183552,0.85793734,1.328237,1.0257974,0.630256,0.9658723,1.0438509,1.2151251,0.8900153,1.0921816,0.88798887,1.0163183,0.9224105,1.0868359,1.3569019,0.95204043,1.0473026,0.8380879,1.2430638,0.51669896,1.0539217,0.66734374,0.9311325,0.4979822,1.151236,1.1809354,0.79844344,0.9335393,0.67999136,1.2149136,1.0478333,1.5428468,0.7157168,0.0,0.99935365,1.1154706,0.9195311,1.3022909,0.74691737,1.2912467,1.1108367,1.0352429,0.64965343,0.6951352,1.1336195,1.4213285,1.3708199,1.1220349,0.95353293,1.2622038,1.1139925,1.3197098,1.1887722,1.3609152,1.3655505,1.2604426,0.9716256,1.0413849,1.0322137,0.73251104,1.0105132,0.6786227,0.9611823,1.0992379,1.0467284,0.7728543,0.9756384,1.2659467,0.90480196,1.248371,0.93601984,0.7613104,1.1697215,1.1734939,1.0232251,0.8849814,1.1795366,0.9605143,1.0473078,0.70928395,0.8889741,0.92564636,0.7887597,1.1715212,1.0521351,1.4088385,1.0898709,1.0256166
mop,0.9523973,1.0052974,1.2233349,1.1174405,1.1545029,1.1272577,1.0492477,0.856375,1.0513533,0.9877286,1.0517956,0.90978014,0.92495716,0.9265338,0.96368784,1.1128556,1.0933197,1.1952306,0.94225365,1.119437,0.67344916,1.0260911,1.0216827,0.87222624,1.1489099,1.0139589,1.025122,0.8546274,1.1518614,1.0810734,0.9978706,0.88345206,1.101,0.8905431,1.2047307,1.0936884,0.96746755,1.0057138,1.0272391,1.0910902,0.915327,1.1901104,1.0322214,0.94175166,1.0936472,1.0401525,1.0766445,1.0260012,1.0928917,1.1653291,0.9998429,0.99368036,0.96374196,1.1765206,0.8825937,0.9718298,1.0214839,1.0254185,0.8009131,1.0794188,0.93168724,0.9964472,0.99608225,1.058221,1.1519887,0.99935365,0.0,0.9408817,1.0999517,1.1456494,0.879233,1.0897064,1.1709678,1.0786842,0.9466857,0.7882018,1.0823649,1.0648847,1.0293621,1.1058475,1.0355017,0.9672648,1.195174,1.128531,0.8750905,1.094046,1.0777364,1.0052223,1.1488587,1.1282039,1.0912385,0.90802443,0.9899622,0.96432,0.91018313,0.72681195,0.75721693,1.1147228,0.91866696,0.9685523,1.1242826,1.1318066,1.107772,1.1138786,1.0554076,0.83485717,0.6525194,0.98269236,1.146281,1.0000405,1.1057931,1.0169625,0.7387707,1.0423231,1.1186737,0.9544902,0.95788753,0.7841016,1.1060427,0.9583806
motorcycle,0.9087258,1.2686657,1.4286528,0.9436846,1.3993766,1.3110216,1.2310328,1.0316461,0.72787786,0.6617981,1.1910759,0.8926965,0.89981854,0.7973737,0.70559174,1.3341976,1.2410425,1.1143539,1.067327,1.3801311,0.66853803,1.1267581,1.2182001,1.0563145,1.092407,1.343727,0.98212343,0.96065336,1.2203672,1.0384521,1.1202581,0.75003046,1.3824956,0.8292237,1.3443204,0.9403433,0.93124074,1.1692353,0.9504879,1.0490278,0.98676616,1.2966874,0.9473936,1.354464,0.81934077,1.3494941,1.2831135,1.2860537,1.4469969,0.8796681,1.2692769,1.3114983,0.8644778,1.365907,0.8458663,1.1955783,1.2809453,0.1878227,0.5530161,0.9380018,0.7517371,1.1814809,0.8850705,1.2289263,1.2043885,1.1154706,0.9408817,0.0,1.0291815,1.3444897,1.3182852,1.348861,1.3339059,0.7696634,0.9681237,0.7453954,1.2337974,1.2657793,1.292039,1.1989688,1.3234248,0.94762456,1.2946372,1.3411062,1.143176,0.9494473,1.2174969,0.9768671,0.9386179,0.9849817,1.0839092,0.80557764,1.064942,0.856526,1.031497,1.1491205,0.57881033,0.8083859,0.6499443,1.3055825,1.3474708,1.3181624,1.102959,1.1708755,0.9198731,0.65375257,0.5254243,0.69407874,1.1978359,1.4190904,1.4056143,1.0867172,1.1232067,1.1230363,0.7531966,0.6136855,0.48162055,0.8557914,1.3430502,0.61658067
muffin,0.8635175,0.9964633,0.7589338,1.0095013,0.9650356,1.0088153,0.8123193,1.081078,1.078311,0.9932712,1.2185497,1.3164212,0.9565434,1.0646217,1.1794637,1.2299685,1.210958,0.6620624,1.0931338,0.6519605,1.1871507,1.2732393,0.9428755,1.3112735,0.9899007,0.8715398,0.9031807,1.2707218,1.0858874,0.90517837,0.9990503,1.0324161,1.2104993,1.1090188,1.0316519,0.82253945,0.89121634,1.1474341,1.0005997,0.97452796,1.0552573,0.7385893,0.97606975,0.99123555,1.0282135,0.9186054,1.007374,0.9778175,1.0720409,0.52991986,0.9912242,1.1022509,1.1050309,0.8993062,0.8551672,0.7580637,1.1479832,1.1175139,1.1254525,0.59886587,1.0413862,1.1052129,1.1644465,1.1198211,0.7364888,0.9195311,1.0999517,1.0291815,0.0,1.042806,0.8882191,1.1387151,0.9025391,0.9816036,0.8726642,1.0468886,1.1990145,1.2319772,1.1954882,0.9303737,1.0835255,1.170125,1.0816855,1.0349152,1.1860093,1.2102562,1.1099135,1.1105186,0.9207042,0.67710006,0.7912086,1.0149056,1.1766938,1.0157402,1.1456554,1.1533475,1.1935786,0.7882063,1.2137046,1.1818036,0.8378225,1.0819602,0.7532105,0.79031456,1.1877221,1.172886,1.1033647,1.0120537,1.0958062,0.9834327,0.8439867,0.9044297,1.0465108,1.2135823,0.8945738,1.061785,1.0275148,1.2609667,0.96480066,0.8490843
nail,1.3568236,0.7487456,0.33579504,1.2392246,0.30351323,0.44722068,1.1675768,1.266595,1.3967758,1.5108683,0.40474212,1.239381,1.3784156,1.436278,1.3639915,0.75045025,0.4006905,1.1014016,1.1972877,0.7638573,1.2467972,0.78585684,0.734583,0.8926238,0.8054254,0.8955989,0.9849392,1.2154449,0.77528083,0.9428878,1.1950265,1.3609858,0.21634519,1.3685466,0.5059438,1.2134296,1.1459527,0.95049214,1.3040819,1.0449711,1.0244652,0.7322428,1.0883821,0.5480475,1.2677193,0.4023825,0.45579302,0.95970386,0.5525657,1.3627667,0.27110642,1.0009159,1.1460949,0.81376207,1.0657815,1.1060147,0.29608977,1.2475442,1.3763312,1.203443,1.273741,0.93403643,1.3009064,0.53414845,1.2215998,1.3022909,1.1456494,1.3444897,1.042806,0.0,0.9927806,0.21528786,0.53792286,1.316694,1.1895008,1.2751424,0.92587763,0.3744582,0.433747,0.5292878,0.6743288,1.0626112,0.746935,0.22887123,0.82748216,0.9763837,0.4655401,1.1189042,1.0450296,0.8253509,1.129302,1.3056705,0.9582232,1.3046792,1.1342067,0.8729585,1.3721892,1.4996424,1.4057233,0.3197415,0.8195411,0.6203033,1.1395282,1.2156197,1.0573199,1.3044037,1.3268945,1.5342402,0.983506,0.37687075,0.6587885,1.1927435,0.9721735,1.1052834,1.4958975,1.1275203,1.2639174,0.919937,0.36057,1.3066963
napkin,0.76169515,0.74806416,1.0419685,1.0002347,1.0194801,1.0655038,0.88733894,0.8319811,1.2439544,1.0107151,0.9067976,1.070445,0.9955652,0.86251104,1.2530422,0.74948454,1.0464003,1.129327,0.72640204,0.64474237,1.1959734,1.0206243,0.85124207,0.92191625,0.9083351,0.56936157,1.091021,0.9218263,0.97268933,1.0211085,0.92520094,0.99122334,0.8940121,0.85766304,0.9969726,1.1226325,0.9418086,0.9873624,0.7495276,1.0414311,0.95608354,1.0404402,1.1723847,0.6762727,1.1830761,0.78129387,0.91906005,0.79249334,0.8721654,1.1151314,0.99162316,0.7287207,1.1443994,0.89852643,1.1290632,0.840272,0.9456937,1.3118513,1.209232,1.0604784,1.1308199,0.72665495,0.8811118,0.9602624,1.0215836,0.74691737,0.879233,1.3182852,0.8882191,0.9927806,0.0,0.89672387,1.024382,1.1199782,0.9533918,1.0402658,0.8860317,0.91983956,0.9057282,0.94785917,0.678035,1.0487508,1.0131667,1.0280725,0.8294976,1.134948,0.9648309,1.011539,1.2247639,1.1314142,1.0330215,0.94233596,1.0958248,1.058278,0.9180059,0.8592442,1.2695788,1.0666095,1.3123943,0.916462,0.9404709,0.9437213,1.046622,0.9451227,1.1941661,0.9531288,1.2009068,1.1081427,1.0620267,0.785671,0.6650557,1.0207286,0.28652418,1.1372507,1.2830516,1.1752164,1.192449,1.0022337,0.7843032,1.089936
necklace,1.3435487,0.67803544,0.51760274,1.2395073,0.45406222,0.596993,1.206894,1.1993374,1.5257473,1.5378474,0.41148818,1.1056919,1.3324249,1.4857391,1.3696349,0.6882232,0.4188943,1.178383,1.1753796,0.833894,1.2385731,0.71144676,0.70553064,0.7782826,0.7338153,0.93584335,0.95905125,1.0714684,0.810479,0.8815781,1.1641736,1.3597347,0.23083079,1.2571005,0.6394525,1.2849243,1.1483436,0.8610395,1.2457991,1.0763029,0.9796632,0.9404894,1.1549056,0.4465239,1.3315568,0.35559183,0.49308747,0.89635485,0.4953972,1.4188256,0.2815547,0.91005194,1.1850488,0.88001305,1.146807,1.0944158,0.32393384,1.2938961,1.3286922,1.257032,1.3305078,0.7725512,1.2187228,0.46245956,1.2923307,1.2912467,1.0897064,1.348861,1.1387151,0.21528786,0.89672387,0.0,0.69815356,1.2785017,1.1959412,1.3375297,0.8996772,0.3867826,0.428003,0.5143775,0.6697492,0.9156383,0.7716028,0.30396205,0.71000826,0.8557317,0.35910237,1.0286499,1.1205857,0.97116226,1.18467,1.2347591,0.84122425,1.2303535,0.9762019,0.7224209,1.3450005,1.5422891,1.395154,0.29190528,0.9603921,0.5913539,1.2613547,1.1452111,0.9534512,1.1216996,1.3435581,1.5478816,1.011495,0.39979076,0.6599066,1.1253806,0.89401555,1.1065704,1.5741003,1.1589241,1.2972322,0.76854503,0.44414163,1.3533989
orange,1.1904274,0.66872776,0.51947415,1.0421101,0.39501828,0.6875159,0.9645378,1.2162496,1.2791501,1.3410454,0.7995992,1.262249,1.1479701,1.2627159,1.3190958,1.0264565,0.86231565,0.9635303,1.1415133,0.6872201,1.3029675,0.9418963,0.847085,1.0424353,1.0263666,0.72925955,0.66306055,1.2829423,0.95398325,0.6914316,1.1341056,1.2688861,0.690599,1.3088899,0.74255884,1.0360925,1.1019046,0.9156189,1.296264,1.0025668,0.9452248,0.58989495,0.97268647,0.6367767,1.1554896,0.71286726,0.7562923,0.9934193,0.7491208,1.1975983,0.6081936,0.8709275,1.0350052,0.91126204,1.0367833,0.8801923,0.71528053,1.217384,1.2503036,1.0984085,1.0212975,0.9639152,1.2830973,0.79417276,1.0702701,1.1108367,1.1709678,1.3339059,0.9025391,0.53792286,1.024382,0.69815356,0.0,1.2928859,1.0970318,1.0824927,0.9768495,0.7859659,0.8439598,0.757447,0.81159353,1.1179978,0.9710027,0.648703,1.0793023,0.99675995,0.81032795,1.0525837,0.9410326,1.0055674,0.8123683,1.2329398,1.0790904,1.1074915,1.1330527,0.73530626,1.3768585,1.3209846,1.3593407,0.7457041,0.666278,0.7534883,0.93714464,1.084244,0.99571544,1.2900606,1.3341748,1.3882143,0.9478107,0.48888958,0.7555111,1.1053725,1.0535345,1.1540086,1.3181816,1.1702075,1.2854903,1.2132101,0.672732,1.2353
oven,0.8387862,1.2406948,1.2745066,0.9203111,1.3048027,1.3533621,1.1753626,0.8871725,0.76797587,0.6898942,1.2667305,0.8136452,0.89124835,0.87548226,0.99692374,1.1029785,1.0959383,0.9124665,0.7209294,1.2022537,1.0943707,0.93157715,1.2034215,0.82636297,0.90458876,1.2172666,0.8877766,0.68586856,1.0845318,1.0033281,0.99829835,0.7090688,1.3453984,0.71149296,1.0676715,1.0218205,1.00413,1.1498972,0.54564416,0.88866353,1.1177201,1.2428768,1.0113456,1.305932,0.643532,1.299025,1.2590573,1.1382662,1.3071702,0.7237342,1.3035301,1.1997346,1.0648332,1.2015052,1.0270481,1.051325,1.2991712,0.78817296,1.0821636,0.78053164,0.9579413,1.0010782,0.5903657,1.1132363,1.0887394,1.0352429,1.0786842,0.7696634,0.9816036,1.316694,1.1199782,1.2785017,1.2928859,0.0,0.98350155,0.9289205,1.1832904,1.2149605,1.2818601,1.2761714,1.2292494,0.96246886,1.1836919,1.2170494,0.9009526,0.713943,1.2079104,0.546178,1.0254881,0.91522974,1.1174636,0.7826183,1.2151204,0.8793934,0.98982537,1.0318083,1.0499656,0.67858714,0.9813649,1.296136,1.2061338,1.1549023,1.0449628,0.97797483,0.9784925,0.82784903,0.9577698,0.6608591,1.0595137,1.3348625,1.1214374,1.0488471,1.1075692,1.1807567,0.76023555,0.9545205,0.802331,0.8951372,1.2637415,0.5592947
pajamas,0.69467455,0.8205004,1.1851348,0.5883002,1.243662,1.2122886,0.77690494,0.984374,0.84665287,0.79647946,1.2275373,1.2653596,0.6211081,0.8804678,1.0023215,1.3073721,1.3703969,1.1987907,1.0496721,0.8723568,1.0843416,1.4285041,1.0697389,1.3150041,0.9962145,0.8688973,0.95239615,1.0967185,1.231038,1.0168236,0.9641417,0.7414429,1.2954391,0.92541885,1.3676319,0.9758505,0.57880294,1.1132965,1.0517893,1.0547321,0.71158487,1.107402,0.7616768,0.8513931,0.95801914,1.1294296,1.254681,1.0554852,1.1479086,0.8232067,1.0540408,0.8885251,1.0902699,0.9257668,0.759787,0.49588513,1.0901182,0.9857784,1.0463715,1.0212917,0.7241057,1.15183,1.0871425,1.4196043,0.9989367,0.64965343,0.9466857,0.9681237,0.8726642,1.1895008,0.9533918,1.1959412,1.0970318,0.98350155,0.0,0.6484686,1.2665304,1.3088734,1.2579994,1.0928793,1.1889709,1.3464177,1.2356858,1.1768442,1.2087182,1.2656205,1.2667779,1.2401098,0.9891762,0.921864,1.0353453,0.68744224,1.120797,0.49245661,1.1270647,0.99548596,1.0847509,0.7818792,1.0271926,1.3062829,0.9863766,1.2456241,1.0244036,0.92346185,1.3364952,1.050681,0.97950596,0.94569504,1.2988476,0.8940645,1.048917,0.69624364,0.9888858,1.1494067,0.8199502,1.0814111,0.8982719,1.2871833,1.015513,0.85473835
pants,0.56320834,0.86226666,1.3777463,0.6301986,1.2782915,1.3274256,1.0010417,1.0304967,0.7714895,0.47678584,1.2091554,1.1441293,0.6325814,0.5699219,0.97264993,1.375302,1.3628988,1.304241,1.1246452,1.1479545,0.90654516,1.4211862,1.2049507,1.2956908,1.2228997,1.0097057,0.7332145,1.1161218,1.3083463,0.8618876,1.1817622,0.46446252,1.3822138,0.8194872,1.4700577,1.058652,0.54905134,1.1486641,1.0584317,1.0841787,0.7940345,1.2996252,0.69637936,1.0771931,0.9487631,1.2121767,1.4177368,1.2856458,1.3928131,1.0116493,1.1480905,0.9937412,0.9662759,1.2184731,0.6837912,0.7149563,1.1284349,0.7768329,0.7763097,1.0630735,0.22400963,1.2215105,1.0503086,1.4553726,1.1056557,0.6951352,0.7882018,0.7453954,1.0468886,1.2751424,1.0402658,1.3375297,1.0824927,0.9289205,0.6484686,0.0,1.1942662,1.3120096,1.2935625,1.1647077,1.0798546,1.3192098,1.408557,1.2791293,1.1090667,1.291096,1.3660364,1.140048,0.8824961,1.0823371,1.183549,0.61938643,1.2101625,0.42017353,1.0706334,0.8151885,0.947094,0.9360775,0.9368139,1.2835959,1.2554258,1.2869564,1.1970403,1.1828017,1.1600419,1.1591606,0.74877614,0.76153374,1.3544493,1.0113957,1.3505827,0.9687125,0.8635841,1.2852215,0.9096101,0.8532237,0.71225345,1.2303076,1.2219629,0.64182043
