,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,hose,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bread,0.79753643,0.69282055,0.6487559,0.9451127,0.7975249,0.877793,0.5884203,1.0674822,1.2030671,1.1895674,0.8825046,1.4301214,1.0128082,1.1417853,1.3102535,1.0641379,1.1540997,0.85629463,0.92603034,0.0,1.2952695,1.2601041,0.7148659,1.2006799,0.9203515,0.5272753,1.0168238,1.2305732,1.0066702,0.72480994,0.80454314,1.0869075,0.9031526,1.0276147,0.89578676,0.9722713,0.99124014,1.1676704,1.1908729,1.1029993,0.8881208,0.6296617,1.0756837,0.63692087,1.0465895,0.6041471,0.890281,0.7444234,0.83671486,0.84924793,0.8568945,0.8529359,1.1204057,0.6992158,1.0825658,0.73833615,0.9656879,1.3745129,1.2571725,0.93602294,1.1614338,0.98858947,1.2265675,1.1834548,0.75596523,0.7482646,1.119437,1.3801311,0.6519605,0.7638573,0.64474237,0.833894,0.6872201,1.2022537,0.8723568,1.1479545,1.1146035,1.0984958,1.0644351,0.57612365,0.66036475,1.2555695,0.88306236,0.87768745,1.1819289,1.3899708,1.0587187,1.3064222,1.115605,0.8868057,0.9165764,1.039335,1.1545765,1.0932741,1.1545421,1.0645269,1.3510582,0.9570637,1.3732128,1.0448862,0.582604,0.84853154,0.74049366,0.8221763,1.3218904,1.281895,1.3070841,1.2281289,1.1064376,0.65297717,0.46326017,1.0137675,0.831983,1.1766952,1.1297847,1.2093858,1.2262759,1.3622437,0.5744588,1.1362373
broom,1.0415365,1.1794415,1.3017037,1.1145775,1.2495834,1.1544242,1.098208,0.9906585,0.7928566,0.8639155,1.1112573,0.74507594,1.0866663,0.8060701,0.7362945,1.1550221,1.1461046,1.1326582,1.0782223,1.2952695,0.0,1.0433335,1.14734,0.9439223,1.1890483,1.1830661,1.0843669,0.86462104,1.0846292,1.0508705,0.99217445,0.95122707,1.1970632,0.9361477,1.2461693,1.0256995,0.9808357,1.0785562,1.0238202,1.0024319,1.0891912,1.2108432,1.0157163,1.2495484,1.0200223,1.1628829,1.2315762,1.0431899,1.207973,1.0955673,1.225707,1.1640658,0.6025343,1.1764396,0.90487915,1.1795244,1.1885018,0.7442347,0.5780188,1.0596297,0.89536464,1.1353909,0.93370336,1.0767924,1.1028961,1.0587475,0.67344916,0.66853803,1.1871507,1.2467972,1.1959734,1.2385731,1.3029675,1.0943707,1.0843416,0.90654516,1.0132067,1.1212263,1.026393,1.0897753,1.2023705,0.86574155,1.1822319,1.2875885,1.123774,1.1380911,1.173801,1.1053495,0.9589965,1.0678519,1.0879403,1.0188245,0.8399595,1.055669,0.934402,1.0785234,0.1384114,0.98500425,0.59224606,1.1505549,1.2169604,1.2432034,1.0653983,1.0738578,0.9293207,0.813012,0.4329707,0.83777535,1.0016992,1.2880391,1.327604,0.91523385,1.066004,0.8487532,0.93274885,0.7679491,0.7802598,0.6901811,1.2992165,0.9073756
bucket,1.4794817,1.1336005,0.864126,1.417059,0.67317975,0.67537045,1.3248008,0.90636975,1.2001196,1.4466227,0.75121784,0.6023845,1.3858812,1.2592915,0.9328274,0.64804965,0.44100267,0.77602077,0.8562888,1.2601041,1.0433335,0.0,1.0041032,0.23546618,0.61990064,1.2118212,1.2077911,0.812487,0.7708374,1.061287,1.0912535,1.3948581,0.62449443,1.1529611,0.37902194,1.0448732,1.3968387,0.7913886,0.9173767,0.92346066,1.2773967,0.996811,1.2727798,1.0605768,1.1919059,0.94781655,0.73863983,1.0180066,0.82205766,1.283736,0.89767003,0.9298588,1.076339,1.0289372,1.3276224,1.4660709,0.6935626,1.0603487,1.1052282,0.9857159,1.4500556,0.7085091,0.9313921,0.4493711,1.2055626,1.38595,1.0260911,1.1267581,1.2732393,0.78585684,1.0206243,0.71144676,0.9418963,0.93157715,1.4285041,1.4211862,0.7875018,0.6372641,0.7192586,1.0008014,0.8574687,0.6073916,0.65075,0.6447384,0.5855678,0.48447698,0.63348067,0.68062896,1.1396021,1.1556749,0.9143399,1.306967,0.8359824,1.4129267,0.74804866,0.7548439,1.0422739,1.2342591,0.9216395,0.5568142,0.99865174,0.66299,1.1222858,1.1460577,0.6909552,0.7504186,1.1327344,1.2857802,0.5853227,1.0051082,0.94186103,1.2979792,0.9721019,0.7219795,1.2703846,1.1354268,1.2017264,0.5276642,0.87093353,1.3408034
butterfly,1.0797478,0.7548897,0.8493089,1.0096979,0.8171053,0.82513034,1.089506,1.1101862,1.2584294,1.2733836,0.7472068,1.1995541,1.199161,1.252272,1.2727804,0.85807234,0.9126718,1.073148,1.0736041,0.7148659,1.14734,1.0041032,0.0,0.9911184,0.9217257,0.8693932,0.99513125,1.0709528,0.95115227,0.9195541,0.9260754,1.2283666,0.74156404,1.0957549,0.9185725,1.1075768,1.0557977,0.7576083,1.1245977,1.0427524,0.9721013,0.8985976,1.2009034,0.67378837,1.0998256,0.5787857,0.7794001,0.70487636,0.3754977,1.2062919,0.7283704,0.9238817,1.0908936,0.8918971,1.0564572,0.9388927,0.85778093,1.182914,1.1350375,1.1503643,1.170799,0.94493586,1.1229565,0.8018229,1.0578887,1.0202476,1.0216827,1.2182001,0.9428755,0.734583,0.85124207,0.70553064,0.847085,1.2034215,1.0697389,1.2049507,0.9060678,0.83713305,0.7931025,0.6823735,0.6310749,0.98989666,0.98312837,0.82457477,0.9092992,1.047054,0.7669328,1.0790042,1.0889242,0.9226028,1.0923922,1.1951836,0.8927219,1.1868691,1.0597439,1.074044,1.1972836,1.2544773,1.2451988,0.7399232,1.0044475,0.8710966,1.0375398,1.035881,1.1212915,1.176812,1.2220222,1.2669765,1.0433667,0.6664836,0.7362762,1.1322263,0.8659224,1.0383067,1.3109424,1.1228031,1.0980732,1.0382987,0.7442549,1.1989853
can,1.2923126,1.0747577,1.1001178,1.3138323,0.8558053,0.92694336,1.3451495,0.82094693,1.2201682,1.2638391,0.81965494,0.53795034,1.295332,1.1768183,0.97633696,0.6940105,0.62028867,1.1287334,0.63999707,1.2006799,0.9439223,0.23546618,0.9911184,0.0,0.6654377,1.1399817,1.1041273,0.54920876,0.95464396,1.1119198,1.0524006,1.1691307,0.731081,0.87098217,0.6498244,1.2005368,1.2967544,0.88750404,0.7532634,0.9387491,1.2253183,1.2099732,1.2807735,0.954105,1.1625601,0.9376369,0.8175765,1.0646673,0.9145688,1.3674588,0.9224924,0.9331591,1.0114623,1.1739414,1.2333286,1.347605,0.75109255,1.0349084,1.0045154,1.1618853,1.3233405,0.639722,0.706143,0.5864332,1.3302839,1.3065764,0.87222624,1.0563145,1.3112735,0.8926238,0.92191625,0.7782826,1.0424353,0.82636297,1.3150041,1.2956908,0.92908514,0.68331313,0.7787094,1.0193263,0.83364356,0.61401236,0.87907875,0.7497548,0.54742825,0.58216715,0.69684905,0.5886365,1.2632841,1.2732323,1.1135535,1.1896616,1.0048376,1.2937602,0.77581155,0.6668875,0.9920595,1.2420479,0.85437727,0.69846284,1.0697771,0.7735717,1.2671055,1.2721152,0.76631594,0.681509,0.9791968,1.123953,0.85650516,0.97973037,0.91353655,1.3176051,0.8478694,0.9106766,1.3759353,0.9891215,1.0716159,0.42488927,0.8928703,1.1491811
car,1.1796367,1.0184319,0.880528,1.1148056,0.93620545,0.81657887,1.1078995,1.0326681,1.213647,1.2125999,0.68489015,0.82799417,1.170044,1.1868143,1.0007098,0.7273405,0.752355,0.86578614,0.94282633,0.9203515,1.1890483,0.61990064,0.9217257,0.6654377,0.0,1.0056517,1.0585151,0.86177564,0.94212025,0.8567985,1.0735768,1.1437352,0.7229933,0.9950529,0.73761344,1.1782676,1.1162198,1.0045294,1.0336481,1.1002243,1.1643955,1.0846812,1.1670296,0.8971054,1.094883,0.8193208,0.87624764,0.9820078,0.8512701,1.0083996,0.8769992,0.9635129,1.2055755,0.85350835,1.1393015,1.0442268,0.7966304,1.0852964,1.1658607,0.9365715,1.2834606,0.67635506,1.0103033,0.8810133,1.1193045,1.0932888,1.1489099,1.092407,0.9899007,0.8054254,0.9083351,0.7338153,1.0263666,0.90458876,0.9962145,1.2228997,0.9307369,0.8104759,0.92149675,0.7981577,0.81084526,0.9437795,0.7693607,0.82119536,0.8719737,0.81394315,0.8310911,0.88470095,1.1202685,1.0797398,1.041309,1.1918268,1.0278977,1.1139957,0.91695875,0.95697016,1.1996553,1.0985711,1.0601985,0.6896255,0.9008326,0.7852641,1.102173,0.9380668,1.0366946,0.8890092,1.1210151,1.198752,0.9494987,0.9345524,0.8697915,1.0797173,0.95839876,1.0173488,1.1561909,1.1160953,1.1325792,0.8348677,0.80572,1.0809956
carrot,0.86614764,0.6351391,0.8712167,0.8589327,0.8941843,0.99663204,0.63840914,1.0446143,1.1030083,1.0758617,0.990137,1.1234788,1.008143,0.9981395,1.1260647,0.95498216,1.1923567,1.0684589,0.8446526,0.5272753,1.1830661,1.2118212,0.8693932,1.1399817,1.0056517,0.0,1.0360845,1.0784833,1.0429852,0.8671645,0.91365445,1.0403997,0.9535021,1.0094,1.0615351,1.0479138,0.9798114,1.1144984,1.018387,1.0637965,0.86474025,0.9184053,0.99472076,0.6759625,1.1458263,0.8211212,1.1037215,0.76983666,0.85318273,1.0703231,0.9604629,0.69636935,1.065126,0.74721754,0.9929957,0.5515209,1.0096297,1.3728397,1.1655898,1.0152699,1.0418308,0.97642046,1.0868359,1.1384627,0.82666117,0.6140745,1.0139589,1.343727,0.8715398,0.8955989,0.56936157,0.93584335,0.72925955,1.2172666,0.8688973,1.0097057,0.92591435,1.0665516,0.9935298,0.8990014,0.78750247,1.16385,1.0614289,1.0201315,1.1864809,1.2855575,1.0769125,1.1267797,1.2061198,1.0072364,0.9199303,1.1117563,1.0665637,1.0056359,1.0314747,0.89697254,1.197948,0.9818245,1.1930496,0.9950354,0.81547874,1.0064518,0.98936296,0.8109452,1.2024102,1.150343,1.1655988,1.1011652,1.0679085,0.67847925,0.8131658,0.87570417,0.7806842,1.082879,1.1526676,1.1450528,1.2041621,1.2870238,0.7790234,1.1384633
cat,0.88704765,0.9631716,1.0663375,0.83499295,1.0168012,1.2060552,1.1032461,1.0496061,1.0913894,0.8318149,1.0075861,1.1602709,0.79075444,0.88592196,1.155364,1.1518893,1.07922,1.1911256,1.1516988,1.0168238,1.0843669,1.2077911,0.99513125,1.1041273,1.0585151,1.0360845,0.0,1.081317,1.1509836,0.7631264,1.2294394,0.7894398,1.0636098,1.0225343,1.1676584,1.173138,0.7564248,1.1470736,1.0484486,1.0768678,0.9556631,1.1311077,0.91692585,0.77115315,1.0076061,0.8131741,1.0067929,1.2105744,1.1505882,0.99458265,0.8982943,1.1657324,0.76151854,1.2875336,0.8274551,0.7843463,0.9686233,0.92365944,1.0867591,1.0993869,0.65045106,0.91430354,1.0831119,1.0425948,1.2279875,1.0563538,1.025122,0.98212343,0.9031807,0.9849392,1.091021,0.95905125,0.66306055,0.8877766,0.95239615,0.7332145,1.0959076,0.9175499,0.99861574,1.0472474,1.0455276,1.0628242,1.2881104,1.0309471,0.992665,1.0646144,0.9492818,0.92471063,0.87197936,1.1397029,1.1368607,0.810928,1.2656279,0.67810977,1.1956828,0.75105536,1.1180896,1.1028624,1.1228493,1.0909237,1.2142391,1.0404885,1.1614822,1.2018598,1.1335565,1.20239,0.9799212,0.9920113,1.3045721,0.90068644,1.0704756,1.0711149,1.0116771,1.4101293,1.1545122,0.8219236,0.94993114,1.0937307,1.0781264,0.6588222
chair,1.0239339,1.1472592,1.3559682,1.1510186,1.2158755,1.19232,1.185992,0.6656536,1.1050904,0.8327575,1.0548229,0.2869761,1.0852889,0.97073984,0.88513094,0.782493,1.0253153,1.2563058,0.5950164,1.2305732,0.86462104,0.812487,1.0709528,0.54920876,0.86177564,1.0784833,1.081317,0.0,1.0600343,1.1452312,0.97550327,0.7611164,1.0855849,0.50396335,1.0973704,1.1961904,1.0276648,0.9194385,0.61730194,0.9213552,1.1097732,1.3451052,1.1859703,1.0646837,1.0291429,1.1148713,1.0592427,1.0904655,1.0817122,1.1915478,1.1476579,1.0298611,1.0197951,1.2411838,1.0980064,1.1659154,1.05774,0.99298465,0.96321976,1.1404543,1.130325,0.77892226,0.29446304,0.84297246,1.1959946,1.1349505,0.8546274,0.96065336,1.2707218,1.2154449,0.9218263,1.0714684,1.2829423,0.68586856,1.0967185,1.1161218,0.9749642,0.9851972,1.0287517,1.202336,0.9542491,0.7808378,1.029267,1.1414839,0.7600934,0.8033366,0.9877448,0.63853073,1.1462202,1.2582788,1.1713436,0.98986334,1.0066632,1.0509686,0.817231,0.81050503,0.8858577,1.0387819,0.80533075,1.0243453,1.1700824,1.0216863,1.2383868,1.210715,0.8868659,0.47221333,0.8131495,0.6270721,1.0494928,1.1700174,1.0076238,1.2221254,0.85691464,0.87261975,1.1309392,0.9224696,0.9449985,0.6285807,1.145376,0.8448441
clock,1.3586556,1.1639724,0.7259355,1.1203289,0.71941465,0.64675325,1.0787649,1.0358695,1.0496835,1.2752212,0.87593406,0.9860524,1.3249828,1.1825756,1.1070296,0.7524421,0.67350876,0.79159975,1.0536064,1.0066702,1.0846292,0.7708374,0.95115227,0.95464396,0.94212025,1.0429852,1.1509836,1.0600343,0.0,0.9950317,0.95624477,1.3166786,0.7227732,1.2802308,0.61135095,0.78484416,1.275464,0.87123084,0.9101348,0.8822152,1.2639651,0.79697907,1.1928849,1.0537782,0.9771105,0.8762675,0.7439221,0.83653593,0.8276863,1.0740218,0.93539685,0.97462916,1.1562976,0.803686,1.2403951,1.282342,0.8763171,1.182052,1.12937,0.96054983,1.3456526,0.8791828,1.0538346,0.6914811,0.89557636,1.1765014,1.1518614,1.2203672,1.0858874,0.77528083,0.97268933,0.810479,0.95398325,1.0845318,1.231038,1.3083463,0.8269431,0.7193951,0.7180183,0.94400865,0.9906538,0.97664094,0.74414593,0.7709224,0.9267505,0.8565145,0.73132265,0.9939618,0.94757855,1.0088344,0.98284036,1.3070498,0.8362206,1.4103155,0.86996484,1.1581002,1.0789226,1.044673,1.0673379,0.82798886,0.88854873,0.7417226,0.8931142,0.90203655,0.9578853,1.0445654,1.2383597,1.099402,0.32831442,1.0235379,0.820734,1.0059763,1.1418419,0.6768557,0.9568338,1.1460522,1.2624757,0.9381101,0.93453044,1.1760538
coffee,0.96811426,0.8497746,0.8720355,0.97711927,0.8529289,0.9430497,1.0461535,1.155597,1.1215473,0.94437927,0.88089883,1.1809148,1.015479,0.95870894,1.1490602,1.2022492,1.1180122,0.81966513,1.1771594,0.72480994,1.0508705,1.061287,0.9195541,1.1119198,0.8567985,0.8671645,0.7631264,1.1452312,0.9950317,0.0,1.0606307,0.85886204,1.0738261,0.9261967,1.0352054,1.0549666,0.9710404,1.1627778,1.1890848,1.0110298,0.9836871,0.9390422,0.96090794,0.96519727,1.0179777,0.8978929,1.1237365,1.0547514,1.0743965,0.99643624,0.9256009,1.112442,1.0711209,1.0516708,0.97812164,0.8930017,0.9388545,1.0542521,0.9741244,0.8840223,0.82628715,1.0166296,1.1785455,1.1770937,0.90914595,0.9187652,1.0810734,1.0384521,0.90517837,0.9428878,1.0211085,0.8815781,0.6914316,1.0033281,1.0168236,0.8618876,1.0863488,1.1000428,1.1408104,0.7283958,0.8506969,1.1103219,1.095479,0.9976689,1.1900592,1.1854492,1.0082221,1.0986773,0.9186391,1.0670971,0.94960785,0.9765121,1.1527138,0.8658601,1.1467912,0.91463166,1.1287935,1.0303364,1.1873907,1.1106027,1.015207,0.9759972,0.94307387,0.9459478,1.0748258,1.175664,1.1213479,1.0925128,1.0923996,0.8974406,1.0030533,1.0814577,0.9349851,1.2856808,1.1039169,1.1354994,1.0399207,1.2575735,0.9674584,1.0061425
comb,0.8275131,0.97970986,1.1037582,0.8714883,1.1845134,1.1670876,0.7078546,0.8375181,0.82347333,1.0674036,1.1547306,1.0715537,0.9433114,0.9820057,1.0106437,1.040253,1.1562195,0.8516412,0.84455884,0.80454314,0.99217445,1.0912535,0.9260754,1.0524006,1.0735768,0.91365445,1.2294394,0.97550327,0.95624477,1.0606307,0.0,1.0780004,1.1948371,0.87184507,1.0019577,0.9938198,1.1134768,1.0391895,0.93860453,1.0919968,0.950231,0.7819233,1.0582051,1.0643774,0.8731488,1.085108,1.0214506,0.3264525,1.0209534,0.6704978,1.204971,1.0081565,1.0942241,1.0378982,1.1366853,0.9195996,1.2134228,1.0928077,1.0002003,0.95897967,1.1681294,0.9726215,0.9506783,1.1123387,0.878836,0.8774861,0.9978706,1.1202581,0.9990503,1.1950265,0.92520094,1.1641736,1.1341056,0.99829835,0.9641417,1.1817622,0.9464605,1.1641093,1.0971928,1.1265152,1.0925137,1.0551115,1.0604668,1.217692,1.1012257,1.0806398,1.1367496,1.0295802,1.209091,0.99037796,0.9089997,0.964764,1.0494088,1.0366545,1.0134643,1.1592884,0.91473967,0.7372209,1.0072314,1.1988696,0.90027976,1.1276997,0.6324075,0.55383086,1.130983,0.89601886,1.1450934,0.95065403,0.97818696,1.0745957,0.7077174,0.7386632,1.0277953,0.9560169,0.7764536,1.2385397,1.0960593,1.079154,1.0597986,1.1327724
couch,0.5234387,1.0376837,1.4318578,0.7337141,1.3959628,1.381665,0.981913,0.7982213,0.7087858,0.17558813,1.2846882,0.99912596,0.67238,0.514234,0.9344648,1.2592616,1.4118993,1.2578449,0.8664933,1.0869075,0.95122707,1.3948581,1.2283666,1.1691307,1.1437352,1.0403997,0.7894398,0.7611164,1.3166786,0.85886204,1.0780004,0.0,1.4607595,0.48252362,1.4634771,1.1224074,0.5637802,1.2088501,0.79286426,1.0043269,1.0012615,1.3679234,0.87557256,1.2116396,0.85170484,1.1872127,1.4064534,1.2887408,1.4068953,0.9401419,1.2448921,1.1199106,0.92829746,1.2820814,0.7701189,0.81843996,1.173095,0.8246076,0.88394064,1.0604079,0.43930888,1.1133705,0.7414211,1.4473872,0.9988174,0.7276056,0.88345206,0.75003046,1.0324161,1.3609858,0.99122334,1.3597347,1.2688861,0.7090688,0.7414429,0.46446252,1.2433269,1.3410432,1.3932388,1.1813861,0.91326916,1.1826413,1.2576318,1.3102398,1.0871909,1.2043232,1.319983,0.93679446,0.8916016,1.0817579,1.2351257,0.5848727,1.2650607,0.5244033,1.168006,1.0306127,0.97791797,0.7234611,0.9242467,1.4137781,1.2847946,1.3106426,1.1610594,1.1529039,1.1884363,0.9515401,0.79321814,0.5010541,1.4179718,1.203814,1.2284038,1.0320303,0.90887696,1.2457917,0.84206784,0.88112515,0.7277452,1.1356119,1.2792809,0.5306359
crayon,1.4431821,0.8653004,0.4992929,1.32478,0.45083326,0.4220342,1.2003251,1.2266433,1.4922999,1.5948932,0.3482256,1.0234321,1.4340925,1.4789419,1.2888727,0.5744568,0.23496318,1.1624677,1.0694187,0.9031526,1.1970632,0.62449443,0.74156404,0.731081,0.7229933,0.9535021,1.0636098,1.0855849,0.7227732,1.0738261,1.1948371,1.4607595,0.0,1.3075303,0.41745842,1.1807865,1.2998369,0.8574454,1.1881763,1.0399876,1.1341194,0.8622447,1.2229586,0.59283483,1.3744137,0.43590343,0.42622477,0.8509113,0.4993375,1.4828384,0.44661665,0.8465409,1.1146306,0.7461721,1.2710603,1.2573339,0.40140092,1.2952865,1.2869089,1.2878444,1.3636858,0.6072569,1.1852893,0.36810106,1.2177757,1.3183552,1.101,1.3824956,1.2104993,0.21634519,0.8940121,0.23083079,0.690599,1.3453984,1.2954391,1.3822138,0.8097129,0.17203271,0.21277022,0.5708438,0.55496323,0.90329933,0.55191416,0.34860742,0.6548959,0.8525767,0.39311302,0.9816285,1.0989376,1.0463768,1.0420351,1.3790405,0.706374,1.4186821,0.9850494,0.88282293,1.3011994,1.5847887,1.3404965,0.2668103,0.7713357,0.46777678,1.2107326,1.1397841,0.8838509,1.1609913,1.350557,1.5718133,0.82122916,0.5651151,0.69800735,1.1383755,0.8831684,0.87588394,1.540905,1.1572506,1.3475285,0.72867364,0.42544305,1.4084557
crib,0.6278041,1.0651938,1.4987895,0.8842536,1.4241639,1.4007819,1.0296915,0.59414786,0.8490607,0.5194954,1.1782321,0.7338805,0.7432214,0.6327726,0.9108778,1.0110452,1.3662546,1.2172365,0.5154807,1.0276147,0.9361477,1.1529611,1.0957549,0.87098217,0.9950529,1.0094,1.0225343,0.50396335,1.2802308,0.9261967,0.87184507,0.48252362,1.3075303,0.0,1.3660429,1.0833582,0.8816261,1.1587169,0.75518835,0.95586586,0.9505559,1.3831786,1.0325786,1.1606357,0.807738,1.1821228,1.3072782,0.95016146,1.321606,1.0203629,1.2657651,1.0328656,0.9188303,1.2139586,0.995835,0.96211314,1.2711859,0.92005455,0.8587799,1.0376499,0.84273195,0.98368466,0.42460418,1.3063014,1.0619018,0.85793734,0.8905431,0.8292237,1.1090188,1.3685466,0.85766304,1.2571005,1.3088899,0.71149296,0.92541885,0.8194872,1.0651366,1.2427917,1.2434046,1.1411866,0.8653545,1.0258197,1.188482,1.3501451,1.0192033,1.1064904,1.3554536,0.8772914,1.1320578,1.2609122,1.2675525,0.69250834,1.1488489,0.7911296,0.92198896,1.0164791,0.9690191,0.7498627,0.87781775,1.3169696,1.2263762,1.1662297,1.1931171,0.97446835,1.0916448,0.7376421,0.9003713,0.5393,1.1958636,1.2144204,1.0356648,1.0028546,0.8313573,1.0816342,0.94348663,1.0172988,0.88881594,1.0166714,1.1486108,0.79132843
cup,1.4603801,1.0973122,0.4768831,1.3505883,0.5077794,0.5623825,1.0400568,1.0820503,1.2487454,1.5596061,0.6849904,1.0018792,1.466988,1.4082496,1.2223951,0.70596385,0.28057164,0.5828418,0.88926196,0.89578676,1.2461693,0.37902194,0.9185725,0.6498244,0.73761344,1.0615351,1.1676584,1.0973704,0.61135095,1.0352054,1.0019577,1.4634771,0.41745842,1.3660429,0.0,0.92723674,1.4128991,0.8867575,0.9752196,0.97090155,1.3354253,0.6588045,1.2038479,0.99902195,1.2057794,0.7845723,0.54199725,0.8888197,0.7154124,1.0035368,0.76684463,0.9526205,1.1644965,0.8543811,1.384967,1.3139234,0.66881716,1.2148043,1.2856822,0.80868137,1.4847395,0.73033786,1.1136934,0.45560122,1.009838,1.328237,1.2047307,1.3443204,1.0316519,0.5059438,0.9969726,0.6394525,0.74255884,1.0676715,1.3676319,1.4700577,0.8524794,0.4697392,0.5257572,0.8774936,0.8129437,0.83418393,0.53449094,0.55309653,0.75949305,0.76298654,0.62565416,0.86581826,1.1444168,0.9402215,0.807641,1.4420974,0.92018604,1.5112969,0.9946866,0.9901461,1.2626983,1.1807787,1.2616272,0.5991074,0.62030476,0.5762745,0.8228919,0.9358061,0.88413334,1.0791498,1.3421649,1.3555038,0.5482255,0.8653335,0.6433137,1.1193771,1.0758846,0.7986935,1.194361,1.1995065,1.3483407,0.81089926,0.68101496,1.3409007
dish,1.0771338,1.139861,0.9732187,1.0835606,1.0567282,0.93795305,0.91104424,1.0480782,0.88916063,1.0893868,1.1915842,1.0531709,1.0308368,1.0266975,0.8472552,1.1564381,1.1318631,0.59304094,1.0322008,0.9722713,1.0256995,1.0448732,1.1075768,1.2005368,1.1782676,1.0479138,1.173138,1.1961904,0.78484416,1.0549666,0.9938198,1.1224074,1.1807865,1.0833582,0.92723674,0.0,1.1287191,1.032167,0.97726995,0.82410365,1.036715,0.8621326,1.020233,1.2527823,0.9167433,1.304606,1.1490889,0.96547955,1.1372697,0.7718216,1.2723058,1.0454545,0.99750936,0.82490826,1.1279359,1.0655144,1.286686,0.9810423,0.874394,0.6093159,1.0606257,1.1479907,1.0667118,1.1181672,0.65507543,1.0257974,1.0936884,0.9403433,0.82253945,1.2134296,1.1226325,1.2849243,1.0360925,1.0218205,0.9758505,1.058652,1.0686735,1.227661,1.218594,1.0894573,1.1652465,1.0973551,0.83728445,1.1513789,1.2067631,1.0068417,1.2605336,1.1014932,0.9827403,0.99921215,0.86289364,1.1297545,0.827247,1.1287674,0.8895804,1.2684311,0.96280736,0.7246859,0.84270155,1.2047329,0.7981297,1.0438387,0.8115261,0.7632492,0.95127815,1.0287457,1.0545311,0.9467559,0.557266,1.2259554,1.0305302,0.9094608,1.2057884,0.6641468,0.6955995,1.0532407,1.0580827,1.2458522,1.1245314,1.0418167
dog,0.666824,0.89760727,1.1887074,0.7878844,1.1642762,1.1978637,0.94405025,0.87631476,0.92400646,0.59288126,1.2078955,1.2017639,0.72766024,0.71203387,1.1237711,1.252583,1.3579662,1.2756189,1.1569929,0.99124014,0.9808357,1.3968387,1.0557977,1.2967544,1.1162198,0.9798114,0.7564248,1.0276648,1.275464,0.9710404,1.1134768,0.5637802,1.2998369,0.8816261,1.4128991,1.1287191,0.0,0.95989954,1.0701237,1.1029226,0.8978025,1.127978,0.7889516,0.85962284,1.0925665,0.8860353,1.1780114,1.1553855,1.1079335,0.97554535,0.9821634,0.9034019,0.91575193,1.0819367,0.5939904,0.6307044,0.9098532,0.94600785,0.92911017,1.101935,0.5277593,1.2031027,1.0224049,1.344444,1.0627468,0.630256,0.96746755,0.93124074,0.89121634,1.1459527,0.9418086,1.1483436,1.1019046,1.00413,0.57880294,0.54905134,1.2063397,1.2969413,1.2947263,1.067689,0.984483,1.1714721,1.2877243,1.1126008,1.1229451,1.2602177,1.1447436,1.165807,0.8582088,0.976089,1.1726371,0.61226636,1.1465158,0.5312582,1.13409,0.95516235,1.0609533,1.0074286,1.1188602,1.1752175,1.1448989,1.2389921,1.0676681,1.1555375,1.2240627,1.0852327,0.9663515,0.8838228,1.3604627,0.8911375,1.0737848,0.93754077,0.92851603,1.2581676,1.0806708,0.9418273,0.901656,1.2214558,1.0757605,0.76153123
doll,1.2037795,1.0654044,0.92943466,1.1977594,0.7631712,0.8682934,1.1271764,0.8927712,1.1995056,1.2127906,0.97212076,0.95633835,1.1661519,1.1772373,1.1031106,0.80906844,0.7673753,1.0558053,1.0873005,1.1676704,1.0785562,0.7913886,0.7576083,0.88750404,1.0045294,1.1144984,1.1470736,0.9194385,0.87123084,1.1627778,1.0391895,1.2088501,0.8574454,1.1587169,0.8867575,1.032167,0.95989954,0.0,0.9931727,1.0064428,1.1554171,0.91904724,1.1442753,0.97659636,1.079003,0.99045384,0.6850497,0.9913719,0.54541606,1.1925243,0.87937486,0.6466575,1.1073157,0.88689286,1.1090775,1.106673,0.7641678,1.1528587,1.0079628,1.1012493,1.1325083,1.0198119,0.95209634,0.7099581,1.0454359,0.9658723,1.0057138,1.1692353,1.1474341,0.95049214,0.9873624,0.8610395,0.9156189,1.1498972,1.1132965,1.1486641,0.9484058,0.92574847,0.9348844,1.1149178,0.953175,0.8304436,0.8289666,0.81626123,0.7275436,0.6227826,0.8169511,0.93318427,0.82293344,1.0498664,1.076047,1.1695602,0.6694585,1.1875527,0.731043,0.95054966,1.0879587,1.2397132,1.0792892,0.6824457,0.8952095,0.9663991,1.0521389,1.0316459,0.75200653,0.93846434,1.1363378,1.1693165,0.84992045,0.9277226,1.0278085,1.010292,0.99089,0.6110928,1.1623555,1.1128721,1.1816022,0.76842004,0.94913924,1.2379191
