,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stick,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
mitten,0.49825925,1.37959,0.65875447,1.1341641,1.1737667,1.0082123,1.0451775,0.785203,0.64513063,1.3256456,0.70673925,0.6453707,0.6011578,1.0217264,1.0675712,1.4693058,1.4335362,0.8244868,1.1466302,1.0033284,1.4065433,1.369529,1.3459891,1.4328387,0.9496258,0.8730866,0.9385703,1.3800128,0.9066765,0.6684741,0.5124197,1.5528982,0.8380114,1.5433383,0.9552013,0.9219371,0.88737524,1.1620127,0.8843503,1.0952288,0.97466487,0.84384686,0.8655585,1.0795735,1.0788116,1.0616117,1.5117667,0.84529054,1.0457333,1.0486089,0.5041272,1.4189528,1.2741005,0.819079,0.4539796,0.6272487,0.49379563,0.84468627,0.89310163,0.84471506,1.231169,0.66882265,1.3287292,0.8597647,1.2311223,0.76821506,1.0819318,0.0,0.841179,0.9990274,1.4135363,1.3189174,1.3241134,1.1498204,1.2884393,1.0964485,0.7485911,0.730719,0.83649343,1.4552099,1.4623269,0.62202173,0.9387305,1.1806012,1.4222267,1.3076727,1.1086472,1.2789614,1.0538385,1.1498938,1.115046,0.7565185,1.0538738,0.72510296,1.3814158,0.8869827,1.0272379,1.3333869,1.034546,0.5279711,0.964661,1.4756377,0.8153398,1.4126692,1.464752,1.0047789,0.6591377,1.2077327,1.114112,1.253364,1.0155119,1.4271288,1.0840901,0.81188726,1.1027423,0.6726077,1.1550074,0.9514445
motorcycle,0.81702393,1.2190528,0.8923416,1.1869776,1.2381396,1.1156495,1.0076504,0.70594823,0.7291255,1.2427912,0.64151764,0.9294259,0.84734476,0.6352825,1.1689115,1.3041556,1.2223471,0.8498642,1.3298213,0.8143929,1.2188883,1.3117425,1.2705463,1.2253693,1.0726696,0.9400929,0.8839866,1.2154937,0.90748304,0.79470795,0.9084637,1.3708684,0.79733074,1.3464932,1.0480212,1.0854088,0.7978479,1.1968137,1.043596,1.122418,0.8895228,0.8843764,1.2536336,1.2322739,0.9609185,1.159188,1.281796,0.98321074,0.9789818,1.1376202,1.0220295,0.9827313,1.28751,0.8832046,0.96597844,1.0905724,1.161058,0.77250326,0.8222897,0.99416983,1.1244875,0.7573659,1.2137247,0.80745566,1.1547492,1.1028514,1.1237422,0.841179,0.0,1.0091028,1.2313682,1.4490087,1.3845294,1.2226005,1.1495488,1.04167,0.95626044,0.8349024,0.97114694,1.2744652,1.2852938,0.8313166,1.218486,0.7808145,1.2693534,1.2952166,1.0742468,1.167645,0.978476,1.1734759,1.1782713,0.9102745,1.2442079,0.86837167,1.1103281,0.7887069,0.6695225,1.3553908,0.7735389,0.97419745,0.9745387,1.295788,0.554929,1.3201046,1.3515381,0.6315519,0.58300674,1.2649148,1.2892666,1.2978442,1.1917801,1.4662414,1.0709398,0.79570925,0.5848911,0.67580503,1.3576231,0.6573831
mouth,0.9324995,1.1652548,0.9261241,1.1509453,1.147763,1.0241477,1.1419914,0.953284,1.024285,1.0497314,1.0431805,0.7956197,0.9655513,0.9965326,1.1318953,1.1900961,1.2414937,1.0479865,0.94621205,1.0877479,1.2496443,1.0230349,1.2298385,1.1627405,0.8199376,0.8427623,1.1588433,1.2194378,1.0178729,1.0780045,0.99496716,1.1745791,1.0129142,1.1974549,0.86430514,1.0664222,1.0926464,1.0906636,0.7338853,1.0713223,0.8084465,0.7041203,0.8427314,1.0384392,1.0989784,0.82520133,1.1880771,1.1172643,0.9343451,0.6293178,1.0802461,1.1432842,1.1413345,0.7356023,0.90161496,0.78231,0.9234846,0.7692428,0.9639845,1.0341661,1.1814028,0.83317643,1.1524955,1.0602453,1.1520585,1.0257262,1.0642648,0.9990274,1.0091028,0.0,1.0829312,1.1850904,1.042098,0.78980654,1.0776694,1.1173644,0.8522557,0.895885,1.0114833,1.123117,1.1405927,0.9304408,1.231047,1.1281147,1.2318685,1.1139398,1.2103151,1.0937157,1.0826559,0.9863579,1.1581516,0.8084563,1.031851,0.9620073,1.2522082,1.0022942,1.0732957,1.0914652,0.9590881,1.116127,1.0386697,1.2413465,0.9865088,1.151572,0.96783334,1.0658495,0.9953488,1.1737733,0.7762413,1.036193,1.0416579,1.1801652,1.1603495,0.98739743,0.972364,1.0711224,1.0587965,1.0052748
nail,1.2825912,0.38891178,1.2158754,0.7108234,0.628129,0.9559036,1.166643,1.332202,1.3884147,0.7626788,1.3911278,1.3145089,1.3649063,1.1530921,1.0209641,0.61087954,0.5110308,1.2993258,0.8407436,1.2284926,0.6493247,0.49282634,0.8490968,0.7084187,0.99572325,1.0866157,1.2258801,0.648638,1.2941656,1.3390367,1.2831116,0.35292912,1.3282734,0.37063843,1.0784595,1.0336837,1.2827022,1.0193988,0.9633158,0.6648655,1.0484045,1.1378407,1.0232612,0.9582041,1.1399112,0.8495115,0.52116454,1.1269472,1.0814534,0.9295383,1.149091,0.810331,0.65485764,1.1141307,1.2460002,1.2613832,1.0075315,1.1537635,1.2167022,1.2108663,0.87601304,1.3086677,0.8009068,1.335572,0.8643552,1.1367893,0.97997695,1.4135363,1.2313682,1.0829312,0.0,0.5405086,0.7758112,0.7833278,0.5516877,1.08608,1.2133579,1.2812822,1.1645949,0.48466837,0.38830942,1.2898328,1.1368016,1.0939776,0.52678907,0.40259457,1.066171,0.7933494,1.1764433,0.7999431,0.91482496,1.253057,0.92651653,1.2307247,0.8636622,1.1820977,1.1250026,0.5846828,1.0857784,1.1359981,1.1020967,0.47103512,1.2517188,0.7419652,0.39397037,1.2497735,1.3884329,0.689353,0.7542815,0.80661654,1.0189382,0.43629682,0.91431916,1.2613242,1.0980881,1.2643018,0.6201831,1.2130809
napkin,1.3456548,0.62677246,1.2296149,0.8169324,0.7147727,0.7666736,0.95511085,1.3885028,1.4678671,0.63179487,1.3849536,1.313309,1.352564,1.2831444,0.8173083,0.59632784,0.5422894,1.3393805,0.5593654,1.1640177,0.56922793,0.54253817,0.5478352,0.67620087,0.9459951,1.2788398,1.0695951,0.6474709,1.2519552,1.3384274,1.106795,0.42294955,1.3648496,0.42674726,1.0786948,0.83741117,1.3306644,0.8126196,0.9996448,0.8488797,1.2999895,1.3891906,0.9787028,0.75246906,1.0160522,0.8465066,0.4905821,1.0630919,1.1334558,1.0818932,1.0046089,0.7995134,0.5936196,1.3410628,1.1489199,1.2158797,0.8764406,1.4258473,1.1318818,1.0960308,0.8377229,1.3715086,0.6258294,1.3416018,0.83313805,1.1093154,0.7825448,1.3189174,1.4490087,1.1850904,0.5405086,0.0,0.69863117,0.8092339,0.7173833,0.85119545,1.3445381,1.2965881,1.1417544,0.57767034,0.51982385,1.4007037,0.7274891,1.0831252,0.41555083,0.4772203,0.8509858,0.75489736,1.0978143,0.80210316,0.83758795,1.4358249,0.74241894,1.3257934,0.57997084,1.2140104,1.1128486,0.37493932,1.2654953,0.9047853,1.0502055,0.4088608,1.395255,0.48493505,0.50804937,1.2365875,1.5569897,0.58419967,0.63356584,0.5881691,0.8606266,0.043746293,0.8896812,1.3851473,1.313281,1.3990604,0.57452965,1.3958752
necklace,1.3097068,0.80893946,1.1983107,0.87292194,0.8891582,0.95682967,0.98219365,1.3179091,1.2413085,0.6123716,1.2466508,1.085342,1.1766038,1.2056371,1.004536,0.8652504,0.9150072,1.0352272,0.7272521,1.0910031,0.92951965,0.738095,0.7935643,0.8402188,0.8661657,0.9995455,1.134371,0.84272397,1.1529112,1.1932137,1.1975609,0.5876634,1.0974422,0.8020008,0.9778609,1.0210657,1.2403748,0.857682,0.8977308,1.0126346,1.0108776,1.1577681,0.95143,0.9177321,0.9281821,0.7850152,0.73713124,1.1574824,1.1233535,0.8223357,1.117249,0.8352665,0.7769364,1.1219227,1.1563358,1.0483907,1.1094308,1.2138512,0.9577143,0.9165299,1.0251533,1.2189834,0.8123852,1.0736707,0.88675463,1.0435886,1.0763754,1.3241134,1.3845294,1.042098,0.7758112,0.69863117,0.0,0.69467354,0.9204484,1.0953097,1.1209481,1.1957412,1.0456342,0.6280457,0.6347943,1.1994492,0.82359046,1.0552856,0.8544886,0.83663607,1.0127836,0.9313676,1.1531415,0.90431464,0.84598005,1.1047407,0.82516474,1.1973994,0.88440084,1.308703,1.1768271,0.75607944,1.1606084,1.0900743,1.0396901,0.68986887,1.2664241,0.62886786,0.6981354,1.1856463,1.3318334,0.88342166,0.80840766,0.7291352,0.743782,0.6511152,0.8637084,0.9856175,1.1782691,1.2686265,0.66038144,1.2921286
nose,1.0894533,0.94637096,1.115436,1.0077475,0.94657314,1.0801133,1.240933,1.1021453,1.1488287,0.660808,1.2136959,0.78406954,1.0415698,1.1497555,1.2276323,1.1493189,1.1323209,1.2217641,0.68618375,1.208899,1.2048225,0.83898854,1.0668087,1.0900971,0.80594015,0.6968211,1.206878,1.0847533,1.0298502,1.1125878,1.141828,0.9257518,1.1026435,1.0111542,0.73170376,1.2038722,1.1197699,0.84927034,0.5393404,0.98050356,0.9268042,0.74272096,0.7297774,1.1224369,1.256085,0.24169588,0.97555876,1.2853492,0.9903232,0.3915732,1.1927557,1.0954597,0.8879822,0.7020025,1.132312,0.91761065,0.8217547,0.92108846,1.1025655,1.0588435,1.3787225,0.9611375,1.0864681,1.1272478,1.217247,1.0001723,1.1555598,1.1498204,1.2226005,0.78980654,0.7833278,0.8092339,0.69467354,0.0,0.8915635,1.0669464,0.9871398,0.99464625,1.0758531,0.9936872,0.9856649,0.9329305,1.2168151,1.2941337,1.089316,0.9271748,1.3549725,0.68967074,1.1577251,0.80671144,1.2065277,0.93506515,0.83318186,0.97029597,1.2105477,1.1629555,1.30543,0.85840654,1.1144778,1.1762254,1.1472553,0.97115564,1.1438661,0.9584284,0.72401595,1.3844984,1.2186577,1.0758063,0.61515284,0.7097605,0.94306964,0.78997016,1.1994163,1.1313934,1.1221753,1.2388864,0.9042364,1.1221881
orange,1.3372271,0.24505019,1.3372598,0.39286,0.4858346,0.6163375,1.1284624,1.4125402,1.4159992,0.8203374,1.3539971,1.349158,1.3574951,1.2213235,1.0297718,0.72527313,0.56348,1.1080725,0.7111452,1.1473576,0.69035923,0.6051091,0.92548203,0.8042631,1.1293725,1.2118883,1.3002591,0.57239825,1.2890141,1.4329749,1.3446102,0.6341744,1.3009741,0.51068556,1.043341,0.8936878,1.3538213,0.95469236,0.96826524,0.43144625,1.1417193,1.1216627,1.016258,0.8649666,1.015791,0.9245529,0.528079,0.9143053,0.9566983,1.069244,1.0794257,0.84853554,0.5606459,1.2208374,1.2004905,1.2015463,0.994379,1.2759683,1.1079426,1.2293212,0.8483049,1.3617887,0.83120286,1.3268125,0.89933735,0.9614422,0.982034,1.2884393,1.1495488,1.0776694,0.5516877,0.7173833,0.9204484,0.8915635,0.0,1.120877,1.2877476,1.2767849,1.2021359,0.81488013,0.7820921,1.1706845,1.1288267,1.0166435,0.5589121,0.32183468,0.8661683,0.7514137,1.2005854,0.78508097,0.959509,1.3283195,0.8148844,1.2861502,0.932826,1.2716324,1.1527808,0.643981,1.1208955,1.1271852,0.9068107,0.60107166,1.313869,0.8822806,0.38214582,1.3120096,1.4296561,0.46401834,0.83151895,0.91357756,1.0964522,0.6737744,0.57575274,1.0431944,1.0885766,1.3219228,0.8792697,1.2898356
oven,1.1403857,1.2339613,1.1495239,1.2275854,1.1250446,1.0390188,0.723041,0.7083604,0.9711323,0.96864617,0.8593518,1.0396448,1.0315531,1.0415386,0.87707025,0.8461765,0.79943585,0.94247746,0.9489699,0.9893414,0.7107559,1.1074615,0.58294374,0.9526465,0.9835802,1.1423892,0.6970434,0.9903697,0.6357502,0.8896403,1.0000111,1.0448827,0.93895674,0.8543018,1.1014969,1.0145477,0.6146301,0.6211055,1.0640377,1.1973517,1.2657676,1.1920154,1.1572852,1.1043917,0.98771346,1.083623,0.9449932,1.1308037,0.88383293,1.1064752,1.0264757,1.1049268,1.1245924,1.1321906,1.0985849,1.1430111,1.0788786,1.2048688,1.0748351,0.9592174,0.81526756,1.2166153,0.77878463,0.89916074,0.8469968,1.1575334,0.7673586,1.0964485,1.04167,1.1173644,1.08608,0.85119545,1.0953097,1.0669464,1.120877,0.0,1.1326247,1.1134923,1.0206196,0.97326255,0.99047834,1.2492954,0.92685556,0.9915442,0.8402133,1.0896565,0.8762853,0.73707247,0.310524,1.143145,1.0612111,1.1247923,1.0123878,1.0789487,0.8441361,0.48881721,1.027425,0.9977589,1.0636104,0.99069357,0.8708629,0.90189075,1.0957859,0.9220207,1.114285,0.9189522,1.0091733,1.0186675,1.1545577,0.9231604,1.097135,0.865181,1.1177927,1.1389551,1.111707,0.89981747,0.9724613,0.86109495
pajamas,0.6927724,1.3024707,0.62212074,1.2278519,1.2693601,1.2333603,1.2363933,0.88271356,0.65741974,1.1977046,0.9024804,0.3917647,0.50011253,0.80749965,1.2502184,1.3384243,1.4494606,0.9922832,1.1975775,1.0650412,1.4146947,1.2283005,1.2531145,1.3035696,0.7750001,0.68418324,0.9987869,1.3388319,0.87588555,0.69215894,0.80671036,1.392985,0.8377553,1.4045242,0.8311147,1.1502036,0.89654905,1.2019005,0.9143505,1.2394595,0.7585104,0.662472,0.90461564,1.2217629,1.1930068,0.908422,1.4808247,1.1327497,1.0319408,0.8521751,1.109216,1.1877748,1.3254038,0.5727491,0.95601046,0.8153708,0.97794694,0.572621,1.0984857,0.66846824,1.2619132,0.43069136,1.3108555,0.8435015,1.3008144,0.9927339,1.1368775,0.7485911,0.95626044,0.8522557,1.2133579,1.3445381,1.1209481,0.9871398,1.2877476,1.1326247,0.0,0.44799423,0.9705378,1.3655032,1.3537235,0.843017,1.1176848,1.2380463,1.4847964,1.2846987,1.2319636,1.307578,1.0112735,1.0032302,1.2825708,0.17598045,1.1934948,0.3969556,1.3865296,0.9995662,1.0155702,1.4103621,0.97467583,0.95556945,1.1035352,1.4787823,0.94938093,1.2909083,1.2432957,1.0037524,0.77635646,1.4667327,1.0404121,1.1879832,1.1548281,1.3224001,1.3617169,0.930598,0.8967211,0.9243099,1.0922337,0.8090538
pants,0.7038727,1.2780708,0.65726376,1.1913422,1.263696,1.1803691,1.1752584,0.77870846,0.60927343,1.1378714,0.80755496,0.64840776,0.58033496,0.70367634,1.2287343,1.4064724,1.403843,0.922123,1.2345371,1.1170988,1.3904502,1.2780068,1.252287,1.3341681,0.9358917,0.651747,1.0189961,1.3225486,0.9375541,0.70222145,0.8689751,1.3897986,0.75414383,1.436651,1.0109524,1.1641798,0.9557805,1.1202661,0.99678457,1.2695535,0.8101871,0.76001215,1.004438,1.2947657,1.246663,0.95509845,1.459656,1.1631393,1.0059904,0.96086967,1.0679685,1.1141853,1.2865095,0.79689944,0.9433523,0.8871603,1.0419723,0.55837274,0.9866699,0.8251285,1.29108,0.2451545,1.2976958,0.78869337,1.3310223,0.9600996,1.2119368,0.730719,0.8349024,0.895885,1.2812822,1.2965881,1.1957412,0.99464625,1.2767849,1.1134923,0.44799423,0.0,1.0122498,1.3513205,1.3550014,0.7767217,1.058202,1.1873726,1.4183463,1.3089244,1.1952772,1.2021414,1.0712855,1.0965018,1.2535182,0.4556988,1.1358826,0.42657167,1.3587685,0.92069435,0.8669199,1.275846,0.852228,1.0042652,1.0819954,1.4429647,0.87582916,1.2559154,1.2638173,0.9643979,0.7622239,1.3623435,1.0273751,1.2082039,1.1589566,1.3206344,1.2981458,0.8683101,0.82583266,0.95934254,1.1856501,0.8440459
paper,0.8760771,1.2306484,0.79645777,1.1439947,1.1751387,1.1553018,0.99119145,0.85216844,0.8526856,1.1447139,0.9556879,1.008375,0.8905008,0.9572729,0.3414805,1.2250679,1.2166394,0.71174747,1.2347169,0.9722548,1.1837654,1.0848771,1.2038021,1.1083437,0.9883107,1.0398133,1.0756752,1.1037325,0.9939126,0.9053758,0.9304509,1.1207454,0.899404,1.2513903,1.1904652,0.97648144,0.89851606,1.0346985,1.0304213,1.1147866,0.9834378,0.9601321,0.89502186,1.1172295,0.94241524,1.1347777,1.188417,1.0249244,1.0206295,1.0907995,1.0506852,1.1252396,1.1598101,0.9943986,0.8423786,0.6953007,1.054777,1.004238,0.89669704,1.0957968,1.0028236,0.9169145,1.1436318,0.96636707,0.98499674,1.0213215,0.9632074,0.83649343,0.97114694,1.0114833,1.1645949,1.1417544,1.0456342,1.0758531,1.2021359,1.0206196,0.9705378,1.0122498,0.0,1.0206022,1.0230364,0.99029,1.0712217,1.0073676,1.1528312,1.216843,1.0812292,1.1070952,0.98709303,1.1505275,0.9672479,0.93315303,1.2419269,0.9623879,1.2419952,0.88329166,0.91155916,1.2417167,0.81672066,1.0018994,0.86723685,1.2761468,0.97580475,1.0874007,1.2377023,1.0441583,0.53906834,1.1603358,1.0928702,1.1828275,0.82548577,1.172967,1.0162287,0.7079054,1.0606538,0.8577027,1.247501,0.9361117
pen,1.3788173,0.64176106,1.1945043,0.86599827,0.8280807,0.8839252,0.9962214,1.2550428,1.4170351,0.57160175,1.3541987,1.3524011,1.3791355,1.1149572,0.781744,0.64161116,0.57536066,1.1801718,0.85494804,1.0727127,0.62175965,0.5746888,0.69189155,0.5954299,1.0359209,1.2218235,1.1332608,0.73536056,1.242044,1.3730444,1.184631,0.11313748,1.2546593,0.50484335,1.2426387,1.01476,1.3049847,0.90132105,1.1333952,0.8636706,1.1064129,1.2998784,1.0443301,0.80889153,0.9101903,1.0592513,0.41024327,1.128998,1.1008985,1.0537915,1.1296489,0.73141134,0.6706135,1.3231149,1.2460583,1.2349119,1.1798404,1.2662835,1.0686342,1.1538856,0.8208691,1.3760635,0.5563135,1.2103833,0.7212045,1.1652366,0.94595414,1.4552099,1.2744652,1.123117,0.48466837,0.57767034,0.6280457,0.9936872,0.81488013,0.97326255,1.3655032,1.3513205,1.0206022,0.0,0.036579847,1.3805698,0.9541703,0.95385057,0.5851897,0.61963177,0.9985593,0.75053895,1.1543562,0.9746345,0.5766768,1.376729,0.96368927,1.3902328,0.5035634,1.1335708,1.0122613,0.54958147,1.0695281,1.1349345,1.1283255,0.4018998,1.2355802,0.6688731,0.6355916,1.1514434,1.3281105,0.7024976,0.9337932,0.53901637,0.56289995,0.47016376,0.80177003,1.1946276,1.2126544,1.2038423,0.6900887,1.2797127
pencil,1.36907,0.58964133,1.1786324,0.8258823,0.7823504,0.9075904,1.0367106,1.2870139,1.4314612,0.5997886,1.3939264,1.3795763,1.4149361,1.1193049,0.8026512,0.61566556,0.5366884,1.2229211,0.86566097,1.067952,0.6168021,0.51907265,0.71982265,0.64419997,1.0363574,1.2401532,1.1686769,0.6903439,1.273521,1.3936983,1.1925092,0.104305744,1.2822037,0.457228,1.2803532,1.0381688,1.3184149,0.9097464,1.1460558,0.8234894,1.0828581,1.3104496,1.0347728,0.853994,0.93805134,1.0764118,0.38334554,1.1320869,1.1121882,1.0792536,1.1612878,0.709591,0.6754801,1.3270575,1.2366574,1.2466357,1.1745969,1.274292,1.1069043,1.199446,0.7979542,1.3809006,0.5207677,1.2497292,0.7038811,1.1627539,0.9133167,1.4623269,1.2852938,1.1405927,0.38830942,0.51982385,0.6347943,0.9856649,0.7820921,0.99047834,1.3537235,1.3550014,1.0230364,0.036579847,0.0,1.3914359,0.97290707,0.9476819,0.53385514,0.58968514,1.0006456,0.7770584,1.1651133,0.961083,0.62517387,1.3793225,0.9656566,1.367022,0.49511534,1.1484966,1.0156331,0.54020774,1.0704327,1.1142743,1.1087484,0.35552907,1.2497215,0.6377038,0.5951794,1.1876487,1.3648107,0.70168877,0.88439673,0.5589851,0.6094997,0.41861302,0.8163489,1.2315234,1.1876999,1.2271852,0.6642997,1.3026075
pickle,0.6280281,1.2312899,0.86283183,1.0743462,1.0855405,1.0952642,1.120282,0.8322525,0.8149646,1.0872133,0.79898465,0.60035706,0.6982444,0.9298127,1.1614492,1.3626257,1.3719897,0.92866534,1.103906,1.0255384,1.4045357,1.2560532,1.2988491,1.314426,1.1081132,0.7269938,1.0472769,1.3243852,0.9291187,0.8530266,0.8457508,1.3850697,0.8913866,1.4140863,0.7956711,1.0517871,0.8969985,1.0497841,0.8659119,0.9955664,0.8617314,0.7745199,0.8747672,1.0274776,1.0518008,0.8439729,1.3783493,0.909511,0.9924165,0.93600535,0.8574964,1.1393933,1.0223312,0.7262944,0.8647202,0.81013495,0.7992355,0.7245641,1.0007263,0.9095056,1.3274401,0.65902543,1.2623708,0.9057817,1.3608553,0.57692224,1.2084924,0.62202173,0.8313166,0.9304408,1.2898328,1.4007037,1.1994492,0.9329305,1.1706845,1.2492954,0.843017,0.7767217,0.99029,1.3805698,1.3914359,0.0,1.0728663,1.1702884,1.3608,1.2440721,1.1577227,1.0655245,1.1307044,0.94736874,1.2386742,0.82237005,1.1076691,0.8486999,1.2774011,1.0039665,1.0189168,1.3084927,0.9368263,1.0372202,0.9819272,1.3534081,0.78306556,1.3185639,1.3115268,0.92244107,0.75701725,1.2833714,1.1129909,1.1306024,1.1380901,1.4272455,1.1298076,0.88814634,0.8997365,0.8756727,1.2316322,0.97290254
pillow,1.1038773,0.99708015,1.125265,0.97749966,0.99025106,0.8842888,0.6846864,1.1425422,0.81399864,0.8534415,0.98473597,1.1241183,0.83350074,1.0398638,0.79408735,0.88249826,0.8711399,0.9760272,0.85247236,1.0078865,0.8161093,1.0986919,0.7051592,0.79068434,1.0550745,1.2265146,0.6899119,0.8735768,1.0400304,0.71880114,1.0357062,0.8949587,0.8583746,0.9252141,1.0763324,0.82215893,1.1013914,0.9448776,1.1856381,1.1622136,1.320964,1.2994804,1.194201,0.84101796,0.9481652,1.1792085,0.9257371,0.8505857,1.1372079,1.2342681,0.6745601,0.879902,0.8352485,1.2874188,0.99840236,1.1903299,1.1155149,1.2516747,0.9661654,0.8675382,0.8912613,1.1290168,0.8924383,0.80342966,0.95678025,0.86302316,0.95478076,0.9387305,1.218486,1.231047,1.1368016,0.7274891,0.82359046,1.2168151,1.1288267,0.92685556,1.1176848,1.058202,1.0712217,0.9541703,0.97290707,1.0728663,0.0,0.95096415,0.8380808,0.9825487,0.6925069,0.9881752,1.0056595,1.1468667,0.7108202,1.1531535,0.8130655,1.0988235,0.80101246,1.1128501,0.9613599,0.8034322,1.1309149,0.68291986,0.97468007,0.8866862,1.1642439,0.82179296,1.0883466,0.83306897,1.1837199,0.79655373,1.1151713,0.9867567,0.9834224,0.76706487,0.805345,1.089497,1.2012515,1.0933421,0.85741615,1.1739007
plant,1.1609955,0.953576,1.0984327,0.9945919,1.0649265,0.8974652,0.7351258,1.0029038,1.0798525,1.201775,1.004932,1.363481,1.2427628,1.0309322,0.89767706,0.7880262,0.7228868,0.9536499,1.1481994,0.54950684,0.6613878,1.0302109,0.9108142,0.87031925,1.1797554,1.2421609,1.0182382,0.9130132,1.0869629,1.1587386,1.1031139,0.9648047,0.98939806,0.8579708,1.1244074,0.8776069,1.0711168,1.1435858,1.2111725,1.055394,1.0036736,1.2196963,1.1420674,0.9394848,0.54297936,1.36345,0.85618484,0.7779424,0.9556488,1.2637755,0.9721776,0.752875,1.1037692,1.2168366,1.0658818,1.1497357,1.2604806,1.1261847,0.87470686,1.0922217,0.6178759,1.256952,0.87176776,0.98692346,0.7615099,0.9998766,0.96039224,1.1806012,0.7808145,1.1281147,1.0939776,1.0831252,1.0552856,1.2941337,1.0166435,0.9915442,1.2380463,1.1873726,1.0073676,0.95385057,0.9476819,1.1702884,0.95096415,0.0,0.88566124,1.0687892,0.7015731,1.0875301,1.0444524,1.2077862,0.7950343,1.2393574,0.94700277,1.2291138,0.7303321,0.89662886,0.7861924,1.0140054,1.0428822,1.0506332,0.8913473,0.898088,0.9320226,0.99691045,1.1174765,0.7789835,1.0007449,0.9364953,1.1154966,1.1796453,0.920611,1.1062412,0.8761291,0.98295176,0.71943307,0.9111941,1.1131693,0.8891405
plate,1.4346622,0.48068678,1.3521743,0.63284147,0.5603976,0.7481209,0.9691513,1.2864878,1.5184357,0.78429604,1.3420329,1.5264993,1.5121135,1.2703265,0.7323349,0.47039223,0.19772983,1.1700146,0.7930326,1.1391647,0.40821743,0.6668556,0.7133453,0.5698849,1.2113854,1.4026234,1.1342609,0.30567765,1.3288832,1.4423927,1.2547239,0.43860042,1.4199319,0.31309712,1.2405174,0.9454139,1.312659,0.81802076,1.1386964,0.6158117,1.2309548,1.3997545,1.123946,0.67430675,0.95282525,1.1306906,0.26195967,0.878976,0.9110177,1.1887488,1.0602126,0.7419412,0.58413124,1.4692595,1.18779,1.3300186,1.0962347,1.4251702,1.0775691,1.3199441,0.6008379,1.5386864,0.5129701,1.4120169,0.696181,1.0457333,0.8423413,1.4222267,1.2693534,1.2318685,0.52678907,0.41555083,0.8544886,1.089316,0.5589121,0.8402133,1.4847964,1.4183463,1.1528312,0.5851897,0.53385514,1.3608,0.8380808,0.88566124,0.0,0.49903607,0.7660172,0.729763,1.064137,0.93137115,0.7344634,1.5038459,0.68797946,1.4647071,0.5092139,0.958138,1.0786456,0.40998268,1.1754677,1.0230409,0.78272384,0.25210834,1.2436463,0.55109334,0.56581724,1.1427097,1.4203509,0.3302533,0.9454593,0.730049,0.9575377,0.4169259,0.7156458,1.2095009,1.2348474,1.3256729,0.68386996,1.3336829
pumpkin,1.3840142,0.31003088,1.3721106,0.5725272,0.56435275,0.738224,1.0920643,1.4679203,1.449625,0.7392239,1.3919299,1.3785874,1.3608716,1.2245522,0.95869863,0.53293973,0.47833872,1.3187613,0.723586,1.2752035,0.46526968,0.38571465,0.7087815,0.6172805,1.025956,1.2800663,1.158308,0.59030974,1.2852048,1.3853589,1.2600832,0.4454459,1.3582592,0.31972194,1.093168,0.72188854,1.3696132,1.0326912,1.0068767,0.6276052,1.1976526,1.2234426,1.0235159,0.80956054,1.0552812,0.9427325,0.44782054,0.9590376,1.0306715,1.0506088,0.95892787,0.80553657,0.48387027,1.2958751,1.1920958,1.2496998,0.8346801,1.359241,1.1207474,1.142269,0.6893337,1.3970644,0.7635852,1.360589,0.81294954,1.1207595,0.9485976,1.3076727,1.2952166,1.1139398,0.40259457,0.4772203,0.83663607,0.9271748,0.32183468,1.0896565,1.2846987,1.3089244,1.216843,0.61963177,0.58968514,1.2440721,0.9825487,1.0687892,0.49903607,0.0,0.83710814,0.7764143,1.1592606,0.73451966,0.8404599,1.3433203,0.81778574,1.3257186,0.7668725,1.3307729,1.0599502,0.45451862,1.2411503,1.0441297,1.0521328,0.45257938,1.3768768,0.8167964,0.33842492,1.1724281,1.5196285,0.46306878,0.7854784,0.8843999,1.060313,0.40897393,0.6502917,1.2925953,1.254066,1.3126857,0.666006,1.3290474
