,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
swing,0.89980596,1.3651534,1.1107377,0.8097572,0.81693274,1.0066271,1.0266501,1.089333,1.2390869,0.8463044,1.075472,0.776339,1.41362,0.75728476,0.79500633,1.0497174,0.8714786,0.60103333,1.0826676,1.2894416,1.1189462,0.99014306,1.0246607,0.9413169,1.1137384,1.1625667,1.3631492,1.1359054,1.2326449,0.9373278,1.0736418,1.3211621,1.2200943,0.9038213,1.2281122,0.9851794,0.8200538,0.991759,1.0058669,0.8985239,1.005994,1.3164877,0.82166016,1.2610815,1.0265837,0.88886505,1.0100536,1.2315983,0.7939998,1.0706422,1.2063361,1.2058392,0.90382195,1.2251384,0.84686816,1.2572699,0.72102606,1.2756598,1.0071383,1.1357739,1.1513911,1.1413901,0.68368816,1.2400463,1.276283,0.89820224,1.1756227,0.9339959,1.1776638,0.9144169,1.2421824,0.6331462,0.9255561,0.7932962,0.9726203,0.93165004,0.84253454,1.1649106,0.9307135,1.3486378,1.1447121,1.0200227,0.9777342,1.1193013,0.9371718,0.7911669,0.9818329,1.274704,1.3924655,1.3047838,1.1968911,1.2080764,1.1985068,1.0906266,0.7538137,0.8940959,0.8013193,0.97148025,1.3241203,1.2871974,1.1639216,0.92250866,1.0898889,1.1864161,0.9753423,0.9337346,0.9470317,1.0998863,1.2607505,1.1140345,1.3331823,1.0140144,0.82108706,1.107009,0.91630054,1.013303,0.9711224,0.9179968,0.82730556,1.0377877,1.0543126,0.8954325,0.8369807,1.0653145,0.7291398,1.3810186,0.8013846,1.3240993,1.2615821,1.1448727,0.61714286,0.9833174,1.2004067,0.87153524,0.9019155,0.0,0.56381583,1.1696572,1.3361381,1.2210444,0.78181016,1.41784,1.0367715,0.7646673,0.63306546,0.85422003,0.76998645,1.0063605,1.3872449,0.769792,0.8404506
table,0.9282418,1.5112998,1.4446672,0.81213254,0.6197866,1.3318704,1.3104498,1.3786021,1.2769301,0.49594295,0.9529739,0.30364466,1.6024926,0.340811,0.6583134,0.91737175,0.49171042,0.4949466,0.9686514,1.5040689,1.2911882,0.7213952,0.9562111,0.8381219,1.2800548,1.3558567,1.4705126,1.404388,1.2279012,0.86291,0.7410078,1.3592978,1.4257718,0.5859947,1.3306806,0.76068383,0.7744391,0.96440536,1.202217,0.39739525,0.9154545,1.5757698,0.40666085,1.4847358,0.98628247,0.961168,0.7270359,1.0192839,0.7300459,1.3456595,1.3612516,1.441561,0.69087565,1.4022536,0.76323223,1.4147856,0.6357254,1.6143816,1.2768492,1.0474137,1.3226116,1.2522782,0.56419617,1.4130187,1.4770651,0.75824666,1.4088717,0.8286983,1.3665258,0.86040854,1.539176,0.63915217,0.69662714,0.9299613,0.6722459,0.96870846,0.5375341,1.1619594,0.73231804,1.5083464,0.9316592,0.9285213,1.2786592,1.0802188,0.87401354,0.7663488,0.8710278,1.4751409,1.5519029,1.5065753,1.3419924,1.4468019,1.0987074,1.1119062,0.5957328,0.6260654,0.52186847,0.90795666,1.5324228,1.4836481,1.3734941,1.0866046,1.1140223,1.1432691,0.88218236,1.17836,0.93450963,1.1189554,1.494775,0.9355887,1.4342763,0.80678654,0.74062234,1.1572602,0.77135044,1.0399357,0.9902845,0.8982445,0.59711844,1.1111757,1.0199683,1.0229607,0.5629883,0.8873325,0.762668,1.6612583,0.5045394,1.5672596,1.2944813,1.3522477,0.5318603,0.84163773,1.4668894,0.67483366,0.6494378,0.56381583,0.0,1.3776361,1.5134556,1.359266,0.76187384,1.6131222,1.231704,0.45168746,0.72801197,0.9239533,0.893012,0.7740712,1.6295626,0.5899257,0.7704904
tape,1.1275235,0.81678414,0.35943508,0.86824256,1.5230336,0.38565928,0.5001853,0.49293584,0.6842368,1.2952685,1.1615372,1.5033284,0.7285435,1.3161014,1.4390914,1.2424067,1.5486765,1.1502323,0.7417706,0.4085542,0.21410179,0.9082854,1.0577258,1.1120154,0.48755908,0.6796775,0.6547688,0.6747267,0.9369234,1.2959858,1.2170691,0.50665504,0.43263233,1.32637,1.0013924,0.940336,1.1443725,1.1375475,0.82789224,1.4680266,1.232401,0.50784224,1.4225782,0.2723769,1.1998582,1.0765187,1.3305495,0.8658984,1.4012442,0.68806165,0.90280294,0.42778444,1.3379297,0.73131967,1.3227576,0.9404214,1.308161,0.5126127,0.7260659,1.2406638,0.7583921,0.8710221,1.1665099,0.9121282,0.82557404,1.2094698,0.49753433,1.4603535,0.5986429,1.347811,0.5981327,1.1899936,1.3756529,0.959519,1.5019197,0.72855353,1.5340812,0.97494453,1.2047708,0.48621958,1.3960207,1.2764268,0.4217736,0.81892574,1.4220951,1.1876919,1.1570921,0.57100344,0.5938171,0.9141689,0.84849054,0.49242932,0.86860603,0.9855921,1.5121019,1.5093813,1.2466279,1.1870804,0.58392876,0.58219886,0.7641545,0.90498394,1.2943704,1.0368842,1.2174088,0.8276819,0.46398497,0.94845146,0.60465306,1.1382295,0.49326468,1.156867,1.4161603,0.9047264,1.3130244,0.7045795,1.325868,0.87084216,1.5195413,0.8873056,1.3504215,0.7974076,1.2837417,0.8999594,0.95072013,0.50171316,1.2720754,0.46609473,0.886756,0.5898139,1.2726517,1.2326516,0.6577888,1.3948488,1.4620963,1.1696572,1.3776361,0.0,0.86487174,1.0019749,1.1505978,0.60543716,0.33672512,0.98955816,1.2650993,1.0715127,0.9491844,1.2298853,0.6447727,1.3885732,1.2742904
toe,1.3309122,0.28426415,0.5743131,1.1809388,1.0190847,0.7743655,0.81046635,0.6754303,1.0006088,1.4894575,1.0009751,1.4204197,0.5246399,1.3990686,1.1999875,1.1271359,1.3735974,1.3772862,1.1090363,0.6637006,0.9801135,1.373285,1.1534374,1.2770576,1.1150072,0.9070316,0.7863563,0.8869377,0.5651329,1.1607634,1.2650882,0.76194197,0.5914473,1.3565838,0.6842203,1.2310919,1.2244481,1.1927682,0.9280715,1.3557419,1.2144839,0.46598572,1.5419924,0.70137835,1.1412207,1.1097497,1.2718251,0.98732144,1.2457675,1.0036783,0.36512673,0.463441,1.272636,0.43189514,1.0434446,0.107462525,1.2839404,0.52517503,1.0069507,0.62469536,0.6599754,1.0369325,1.3890555,0.35985142,0.577206,1.1497585,0.45175803,0.8178476,0.6293886,0.6534717,0.50457555,1.3901203,0.9800321,1.3320515,1.221506,1.2231102,1.1644278,0.89397264,1.2984347,0.7345611,0.7163905,1.1447917,0.8773332,1.1544585,1.0502213,1.336771,1.2443384,0.30506384,0.6098851,0.41044366,0.29594874,0.44018722,1.1207242,1.0641772,1.2330682,1.1664026,1.3428376,1.2318059,0.4938938,0.513286,0.891652,0.85155696,0.753003,1.0679418,1.2068038,1.1051222,1.0571892,0.9335487,0.38609493,1.2802906,0.8835509,1.2049403,1.1230857,1.0911131,1.1788579,1.19229,1.047935,1.1535618,1.2003436,1.1481681,0.95169044,1.2624676,1.3554747,1.1257397,1.3294394,0.29777133,1.2888134,0.43451655,0.6058693,0.7591523,1.442339,1.1286775,0.45941478,1.404295,1.1631169,1.3361381,1.5134556,0.86487174,0.0,0.2734365,0.97390974,0.5101066,0.9519128,1.4070618,1.3168981,1.2691694,1.339717,1.2873847,0.3423559,1.2967044,1.2391142
tooth,1.2193441,0.5176605,0.7187,1.0408878,0.98065543,0.89094853,0.85107195,0.657964,1.1150719,1.3882523,1.0720463,1.3499804,0.6120845,1.3411953,1.0655997,1.1167239,1.2577056,1.2561331,1.029167,0.76735854,1.0252492,1.2623856,1.0587753,1.2471817,1.2038976,1.0605745,0.9042718,1.0340744,0.4987951,1.1308223,1.2527814,0.88142014,0.7067357,1.3247079,0.606308,1.1976969,1.1281624,1.1360627,0.8423386,1.2652314,1.1087627,0.51027286,1.4122792,0.8285253,1.1508832,1.0490774,1.2167354,1.0574008,1.2507244,1.1705295,0.49298126,0.6023054,1.2467977,0.5990305,1.0142435,0.3264404,1.2848467,0.5394648,1.0603219,0.76682055,0.60084444,0.96642494,1.1665787,0.45761007,0.6864219,1.1631367,0.4147914,0.80598915,0.69582134,0.6486224,0.76883936,1.3593843,1.0649922,1.2631854,1.1822695,1.2019255,1.1044493,0.8067308,1.2439378,0.9041734,0.7527244,1.0354084,0.9698044,1.0997736,0.9103928,1.3194177,1.1451833,0.45303476,0.72715414,0.4647708,0.40342224,0.56478465,1.2070019,1.1232079,1.1832222,1.0952069,1.2164024,1.1246549,0.57886153,0.5722369,1.0622532,0.71304125,0.76432204,1.0443032,1.0849603,1.2135808,1.0104687,1.0231576,0.6011075,1.2166378,1.0484303,1.1840223,1.0939149,1.1158342,1.049599,1.159725,0.9732706,1.0578241,1.0959007,1.1962731,0.95442796,1.1653559,1.2754723,1.0261363,1.2164042,0.51887,1.2394997,0.63409257,0.7097152,0.7257632,1.2507987,0.97447336,0.65142,1.2988656,1.151673,1.2210444,1.359266,1.0019749,0.2734365,0.0,0.7372196,0.6453748,0.94938684,1.2034899,1.3134334,1.2266539,1.356214,1.2151233,0.4704628,1.2465405,1.2317933
toothbrush,0.91924274,1.1067954,1.1705709,0.8396673,0.63711715,1.0880452,0.9759611,0.8469417,1.2384195,0.9539099,1.1455464,0.9450774,1.2615588,0.9902535,0.8453809,1.1049272,0.97078586,0.75163674,0.9575378,1.2846544,1.1739316,0.8661139,0.9096328,0.80033827,1.2531986,1.2250166,1.3099151,1.3613844,0.6343944,1.0763125,1.1073983,1.2515498,1.290909,0.96544915,0.9899046,0.91811085,0.6886539,0.9429682,0.7649016,1.0202451,0.87650836,1.073229,0.9387433,1.2475505,1.058536,0.75602823,1.0083748,1.0693792,1.0003599,1.2839715,0.97913903,1.176581,1.037056,1.2673354,0.9841729,0.7780594,1.1656116,1.0787762,1.2199558,0.7303242,0.7157676,0.9745623,0.5760051,1.0942924,0.94228417,1.0945956,0.82699955,0.87040114,1.1192156,0.41671556,1.3136766,1.1316115,1.010401,0.83303595,1.0924952,0.9742329,0.8410193,0.76904756,0.952972,1.2966862,0.91324127,0.92826307,0.93426734,1.0296278,0.6398561,1.1397665,0.91533303,1.2299201,1.2727104,1.0065745,1.1150265,1.2105947,1.2415488,1.2708457,0.9032133,0.9279903,0.8304682,0.9446374,1.1983927,1.0486262,1.3144499,0.592172,0.9410365,1.1568772,0.92185235,1.2367129,1.0039314,1.0512136,1.1836137,0.99747944,1.3206526,1.0677546,0.9697763,1.071189,0.82218945,1.0197884,0.89304435,0.60363925,0.9335306,0.9226915,0.97938156,0.6781296,0.9493862,0.9937966,0.73042536,1.2691284,1.0608436,1.3268409,0.83494407,0.71292317,0.6593747,0.59368473,1.2192867,0.9827682,1.0261439,0.78181016,0.76187384,1.1505978,0.97390974,0.7372196,0.0,1.2724808,0.7964453,0.71734,1.1312865,1.1514182,1.1868572,0.8660983,1.1966938,1.0725831,1.0726686
towel,1.2612022,0.5503013,0.57891655,1.1949912,1.4199656,0.7634444,0.8289694,0.66956776,0.55301833,1.4559727,1.1397828,1.4954071,0.32087195,1.3691361,1.2969046,1.2171288,1.4035444,1.4102807,0.8545517,0.32034647,0.66861063,1.1562293,1.1786518,1.1061394,0.72797126,0.68569994,0.36161458,0.6073259,0.8197369,1.2799456,1.0417881,0.5508044,0.5000187,1.3041118,0.625164,1.1481788,1.212501,1.243991,0.83079004,1.4123849,1.2552087,0.25941086,1.3640366,0.3916422,1.2219111,1.1443809,1.1907896,0.9383967,1.2290934,0.72652555,0.7002697,0.49240553,1.288612,0.646083,1.3741772,0.6674505,1.3006006,0.38653398,0.7386315,0.9665419,0.63275594,0.9467996,1.480546,0.65476143,0.5148878,1.2999419,0.5720591,1.3083875,0.71220684,1.2852327,0.4934159,1.4165132,1.2921788,1.1977574,1.2363578,1.0901145,1.4479628,0.8076389,1.0854663,0.34825468,1.1072723,1.220873,0.7806872,0.882311,1.2477343,1.2974668,1.2522594,0.38836563,0.04096651,0.5741899,0.5983949,0.5024367,0.69910705,0.99721146,1.3640466,1.360415,1.3913956,1.2705716,0.297818,0.31780362,0.77731067,1.0569978,1.1337492,0.7881695,1.2753153,0.8832775,0.85615945,0.98384255,0.56958896,1.0733058,0.50449073,1.0098468,1.3901068,1.0467793,1.2983915,1.0677937,1.0922716,1.0540072,1.4148654,1.0405686,1.0670295,1.0551084,1.3122375,0.97264993,1.1865929,0.26056862,1.397563,0.37192655,0.58052754,0.5701155,1.5615932,1.1213607,0.48422402,1.2900926,1.344839,1.41784,1.6131222,0.60543716,0.5101066,0.6453748,1.2724808,0.0,0.7796341,1.3084111,1.3279458,1.1663924,1.1989019,1.1429751,0.35422754,1.3388486,1.1181557
toy,0.9978366,0.9767553,0.46064413,0.9244383,1.4379436,0.40259624,0.35873508,0.59822994,0.7191992,1.322531,1.2410554,1.3971877,0.8910257,1.2131844,1.275389,1.1872323,1.4363008,0.91786647,0.6225894,0.56452817,0.5185306,0.72684205,1.0481722,1.1085639,0.70332503,0.707551,0.8018773,0.73448503,0.9017958,1.2579391,1.1247497,0.69963026,0.69668573,1.2766794,0.9473558,0.9399699,1.0547355,1.0543703,0.85601664,1.3732768,1.1511067,0.6192338,1.2236024,0.5472734,1.0993705,0.6880642,1.2923476,0.9305814,1.3234377,0.83012307,1.0098902,0.63897884,1.3394954,0.9484164,1.2790763,0.9837628,1.2790797,0.5502335,0.71317446,1.1624963,0.819668,0.6910752,1.1100434,1.0503192,0.78096086,1.2733496,0.44950747,1.4157106,0.7161549,1.1991928,0.723488,1.175505,1.4191196,0.86775017,1.4339309,0.8188362,1.4527633,1.0416656,0.99241096,0.7007897,1.4620099,1.1836512,0.45624495,0.85637474,1.1866397,1.1095062,1.0940177,0.7373893,0.7640455,1.0605731,0.9526065,0.64523643,1.0175762,1.0120993,1.4155126,1.5060844,1.0923158,1.1215779,0.7704648,0.726212,0.89201367,0.8285858,1.2161789,1.0110434,1.1413755,0.8870351,0.681862,0.84179294,0.6517072,0.97533697,0.6861535,1.1900356,1.4026649,0.7851011,1.157939,0.82900155,1.1951059,0.75525594,1.4665643,0.77849495,1.2990904,0.7930186,1.2847403,1.1165252,0.7152817,0.7015346,1.221398,0.74381447,0.9053351,0.7030641,1.1057597,1.1510838,0.7683189,1.1424284,1.3860403,1.0367715,1.231704,0.33672512,0.9519128,0.94938684,0.7964453,0.7796341,0.0,0.7830791,1.2753515,1.0902534,0.97731584,1.1243484,0.81355727,1.345814,1.2953641
tray,0.90532845,1.3306754,1.1856272,0.6699898,0.999858,1.0282779,0.987734,1.110521,0.91454387,0.71508515,1.2336152,0.8338861,1.4203234,0.6762277,0.94395345,1.104675,0.9191501,0.6055079,0.54301596,1.2379096,0.84605956,0.39039564,0.7905277,0.94047433,0.8871297,1.1793494,1.1373973,1.2294904,1.1302874,1.0028173,0.86608696,1.2066364,1.2661471,0.8413336,1.2042055,0.6484121,0.7750158,0.91087675,1.0394839,0.8424866,0.88335913,1.3162644,0.6140913,1.150396,0.9916652,0.8015065,0.8704921,0.73321676,1.0370914,1.1319014,1.2372073,1.2394927,1.04158,1.3423934,1.0138407,1.3073484,1.0413632,1.2465262,0.9890606,1.12544,0.9591209,0.96672446,0.5561882,1.3264005,1.2490281,1.0308352,1.101197,1.1471195,1.1381369,0.9132283,1.3338827,0.9418397,1.2318847,0.9182687,1.0278442,0.7218603,1.0182724,0.9888433,0.73675513,1.2307435,1.2255117,0.92295164,0.98880905,0.90555644,0.9530702,1.0498605,0.8106979,1.3734932,1.2157785,1.3054792,1.303876,1.3015192,0.85642934,1.2326918,1.0282469,1.0668089,0.574399,0.8653055,1.3580357,1.2728083,1.2230182,0.88738066,1.1979445,1.0408118,0.81634694,0.98177016,0.61569774,1.100779,1.3329325,0.77706915,1.090442,0.80363524,1.112733,1.0281429,0.8913929,0.8176904,1.0506636,0.93707174,1.0782943,0.8679805,1.1093951,0.7850163,0.79779065,0.7470944,0.6892075,1.388206,0.9452022,1.3054876,1.2030579,0.949228,0.73967254,0.9056846,1.3096817,0.8149719,1.0646797,0.7646673,0.45168746,0.98955816,1.4070618,1.2034899,0.71734,1.3084111,0.7830791,0.0,1.0433471,0.9390258,0.99329644,0.8784973,1.4074864,0.9654841,1.0636097
tree,0.91931593,1.3061479,1.2302107,1.0181168,0.8714247,1.2165172,1.239171,1.2291076,1.142063,0.6881752,0.9262246,0.7639903,1.2857418,0.6514001,0.92171556,0.9058,0.8351878,0.70438224,1.2417212,1.2388296,1.1976451,1.0398648,1.1224854,0.93718374,1.0443273,1.0595647,1.2278621,0.9789275,1.28988,0.8996571,0.9287622,1.233023,1.2632585,0.81096625,1.1738683,1.0473676,0.94381374,1.0405692,1.076146,0.8531151,1.0607268,1.2782658,0.7876191,1.2741601,1.0348046,1.1328747,0.8780479,1.1315992,0.78485066,1.0255592,1.242278,1.3357834,0.82551104,1.2193744,0.86990744,1.2781408,0.59893495,1.2681909,0.77301246,1.1772251,1.3189237,1.1907139,0.9357404,1.2185498,1.3410383,0.72584665,1.3504432,0.8713218,1.2633173,1.0630314,1.2188094,0.595676,0.83644223,0.8270106,0.87747496,1.0029638,0.8362276,1.1880765,0.8396654,1.2017738,1.0509344,1.117508,1.1832778,1.086329,1.090362,0.73790604,1.0722846,1.256944,1.3295366,1.2483292,1.1896485,1.2797822,1.0813373,0.9291917,0.7684176,0.8865739,0.994066,1.0417004,1.2418791,1.2742895,1.0737689,1.0448525,1.0183493,1.1517875,1.0656999,0.608425,1.1388193,1.1107659,1.2409685,1.0950516,1.2153282,0.9746894,0.651227,1.037583,1.0807468,0.98957247,0.9256613,1.0452807,0.78352225,1.0511976,1.0420343,0.9920094,0.7882664,1.083317,0.7780453,1.3496976,0.6797862,1.3329979,1.3229499,1.304523,0.72628343,1.0337868,1.1453103,0.94862616,0.7938189,0.63306546,0.72801197,1.2650993,1.3168981,1.3134334,1.1312865,1.3279458,1.2753515,1.0433471,0.0,0.82471025,0.7487532,1.0233257,1.3517652,0.46190226,0.63433063
tricycle,0.9950805,1.1405803,1.160294,0.9664473,1.0547302,1.1022537,1.0798808,1.1597872,0.9854293,0.76540595,1.0336057,1.0020014,1.1824982,0.8862463,1.0331093,1.0631762,1.0110714,0.87557095,1.0706486,1.0798874,0.98807895,0.86723983,1.0601575,0.9981384,0.7028517,1.0476979,0.9725333,0.9825392,1.2336894,1.0344363,0.86336744,1.1320621,1.206218,0.9465781,1.0896907,0.8416316,1.0639774,1.0559012,1.0817376,0.9738875,1.0419949,1.2311913,0.8435488,1.0604919,1.1203188,1.0392638,0.93786526,1.0485405,0.9653934,1.003666,1.1938334,1.1608939,1.0593258,1.1964167,1.0104089,1.2843697,0.7734748,1.2087617,0.96172047,1.1355338,1.2322197,1.1602314,0.8731268,1.1937795,1.1545762,0.92027396,1.2675844,1.0992686,1.1554773,1.1662358,1.1004723,0.5241029,1.0395125,0.88301426,1.0326091,0.8577604,1.0715716,1.1803195,0.83550483,1.0064037,1.1040689,1.0177225,1.0578433,0.7600069,1.0085301,0.49880242,1.0275385,1.2210878,1.1416311,1.2169089,1.214469,1.1922303,0.9148674,1.0682374,0.98635536,1.0117543,1.0328376,1.0191104,1.2152448,1.2517495,1.0240507,1.1793909,1.0096244,1.0354595,1.0391144,0.8978821,1.0626097,1.0767593,1.1123514,0.99010175,0.96832734,0.9408824,0.93854845,1.0061346,1.0425864,0.8860644,0.9838496,1.0934429,1.009911,0.9727086,1.017977,0.92972636,0.9070522,0.948954,0.9189607,1.2142593,0.9057518,1.2063,1.1537502,1.1975565,0.66356945,1.1279012,1.1598501,0.7451741,1.0016748,0.85422003,0.9239533,1.0715127,1.2691694,1.2266539,1.1514182,1.1663924,1.0902534,0.9390258,0.82471025,0.0,0.49101532,0.87670356,1.2288111,0.8873116,0.94356155
truck,0.98277026,1.2485621,1.1184258,0.96984416,1.0778551,1.0058445,1.07403,1.2159663,1.0794535,0.75462306,1.0220249,0.9321095,1.2027923,0.8823131,1.0410264,1.1117108,1.0276445,0.70867157,1.0134257,0.982565,0.926837,0.9007298,1.1989388,0.94935346,0.66461134,0.89214677,1.0881964,0.7834744,1.417759,1.045971,0.98773915,1.1552627,1.1076694,0.939825,1.2788103,0.7955406,1.0484937,1.1193383,1.1765246,1.00284,1.1730635,1.2049106,0.8958109,0.97550404,1.1365422,1.0619209,1.0014734,1.1099589,0.9699242,0.88209444,1.2802143,1.1290985,1.0440211,1.1836953,0.9661132,1.3526912,0.68090975,1.1954502,0.8936434,1.211196,1.3178082,1.2158931,0.88468313,1.2557542,1.223145,0.9064517,1.254483,1.1327596,1.164501,1.2600057,1.0723587,0.27112514,1.0058578,0.7643266,1.0956311,0.80399746,1.0534501,1.1999803,0.89875,0.99394464,1.1317832,1.139452,1.0378559,0.7675327,1.1921508,0.31979662,1.1814575,1.1744076,1.1627733,1.2978792,1.2345029,1.2075313,0.97762674,1.0079615,0.98616105,1.0406702,0.9704429,1.0879871,1.1867142,1.2053652,0.91345,1.2459471,1.0787874,1.1776466,1.1331136,0.84257543,0.9951132,1.0099381,1.1693692,1.0536937,0.91077477,1.003843,0.891664,1.0687275,1.145532,0.8672389,1.0826813,0.9194754,0.98990166,0.87577,1.1481158,0.8064734,0.84610546,0.98339003,0.7420554,1.2039962,0.81479657,1.2536228,1.1959133,1.2216537,0.55192304,1.1079451,1.1101222,0.8658289,0.9749599,0.76998645,0.893012,0.9491844,1.339717,1.356214,1.1868572,1.1989019,0.97731584,0.99329644,0.7487532,0.49101532,0.0,0.9238276,1.2612491,0.8957557,0.96746725
vacuum,1.0294809,1.1833036,1.3364149,1.039249,0.8776244,1.2709799,1.2675712,1.2810084,0.93183553,0.7420276,1.0802824,0.747913,1.0171244,0.70770204,1.0619034,1.1514803,0.8550405,1.1022217,1.0665249,1.1043919,1.1549544,0.7219549,1.1525905,0.55623424,0.9688301,1.0480216,0.8295597,1.0783511,1.1292214,1.1156042,0.39093882,1.2414128,1.2691735,0.63994575,1.1045856,0.78223526,0.8219746,1.1560467,1.082001,0.6699803,1.1022842,1.1738954,0.54745054,1.1602365,1.1542718,0.955179,0.56996316,0.8139732,0.84746677,1.0993338,1.2762258,1.3523618,0.97812355,1.2217637,0.992904,1.2275535,0.9103358,1.3396804,1.0806911,0.91711164,1.0694056,1.2560718,0.8594835,1.1221027,1.05657,1.0945895,1.3990525,0.97278935,1.3020115,1.0547879,1.2029141,0.8372859,0.8649124,0.86070025,0.7366042,1.0121922,0.91918874,0.6688295,0.5551682,0.9567195,1.026348,1.0750579,1.2907952,0.82598907,0.8961644,0.7009059,1.0209043,1.3102658,1.162718,1.1015147,1.210967,1.3272214,0.64978707,1.2084241,0.94222176,0.86899024,1.0447391,1.144082,1.1696688,1.0587782,1.1618452,1.1495456,1.0725604,0.95545655,1.1358402,0.9939367,1.2461782,1.1241975,1.3316091,0.57221246,0.89374167,0.570472,1.1477675,1.0723578,0.89179826,1.0320867,0.9494216,0.5271938,0.9064778,0.84990907,0.89367473,0.6709923,0.7925555,0.8394392,0.98043877,1.2336146,1.0654626,1.250649,0.9803373,0.9757794,0.6945401,0.7833961,1.2587037,0.41204667,0.9498435,1.0063605,0.7740712,1.2298853,1.2873847,1.2151233,0.8660983,1.1429751,1.1243484,0.8784973,1.0233257,0.87670356,0.9238276,0.0,1.0703734,0.8509653,1.0851539
watch,1.3757274,0.48914373,0.49334913,1.1391696,1.3390379,0.7047042,0.796173,0.67164826,0.79066855,1.5396651,0.98887825,1.5803007,0.23285973,1.3987095,1.321514,1.1255757,1.5017821,1.4696162,0.9992145,0.29425502,0.67798305,1.2868307,1.3008585,1.202961,0.8408946,0.65981424,0.5107246,0.6071444,0.7382173,1.1967175,1.1090004,0.55868137,0.37098366,1.3526947,0.6990391,1.1737086,1.1770412,1.329161,1.0498137,1.4713142,1.3867362,0.27068746,1.5455039,0.3535292,1.2328433,1.1527544,1.2240484,0.84393096,1.349477,0.71423787,0.607903,0.45463812,1.3088957,0.36002105,1.2957567,0.43697286,1.3048804,0.38046354,0.8310844,0.96036834,0.56144136,0.9750738,1.3866348,0.36151004,0.50374305,1.2636368,0.45229077,1.0490618,0.6318062,1.0630426,0.39185488,1.4059811,1.2173268,1.3039024,1.3567891,1.115109,1.4111935,0.6355189,1.2395854,0.39610392,1.0702974,1.2937882,0.7849776,0.9941,1.2042028,1.1869595,1.3428407,0.26547134,0.44813877,0.3841321,0.39712745,0.41276455,0.8366073,0.9231165,1.4009988,1.3796496,1.4712019,1.3689162,0.2407558,0.26889694,0.6984298,0.9113791,1.0508986,1.0194825,1.3426669,0.96982384,0.93080735,0.9792129,0.5126809,1.1381946,0.5211787,1.0811493,1.3144853,0.97355217,1.3633729,1.1171217,1.1675932,0.91062427,1.3752483,1.0602721,1.1010249,1.0496153,1.37919,0.9107579,1.352983,0.149715,1.3494105,0.27949208,0.7166237,0.50809395,1.4275703,1.2201408,0.46409303,1.3251874,1.3040578,1.3872449,1.6295626,0.6447727,0.3423559,0.4704628,1.1966938,0.35422754,0.81355727,1.4074864,1.3517652,1.2288111,1.2612491,1.0703734,0.0,1.3542938,1.236897
window,1.0054036,1.2779753,1.3587427,1.0725551,0.78259766,1.3199048,1.2708038,1.3674202,1.1756104,0.55856943,0.95837927,0.6188977,1.3103086,0.59052426,0.89559674,0.97223073,0.7123306,0.7932738,1.210156,1.3003026,1.2593738,0.9149012,1.1249424,0.9145564,1.1658752,1.2061174,1.187755,1.0399204,1.2342423,0.8646841,0.7000946,1.2596285,1.2746321,0.5099902,1.0880259,0.99770683,0.93631166,1.0931112,1.1536258,0.62196255,1.0606127,1.3316963,0.6169399,1.339281,0.9978842,1.1074394,0.4959041,0.9804539,0.7600854,1.2647672,1.1933256,1.3263377,0.816974,1.164814,0.7992493,1.2668197,0.59396875,1.3606849,1.0626285,1.0037794,1.314263,1.2456361,0.86066765,1.1726289,1.3931011,0.7535106,1.385812,0.79432416,1.3017387,0.9934968,1.3148844,0.7528745,0.74418485,0.95839727,0.7255231,1.0762391,0.76256967,1.1298691,0.7557721,1.1966007,0.9290506,1.0463731,1.313725,1.0647432,1.0057197,0.8406069,1.045578,1.2521226,1.3398753,1.2741842,1.1808636,1.3080261,0.93704045,1.0308163,0.751086,0.78438866,0.9217511,1.0640817,1.2636778,1.2724435,1.1849184,1.1888924,1.0237617,1.0817302,1.0469663,0.9327196,1.1925999,1.1399596,1.3385861,1.0687505,1.2298864,0.6012708,0.77219486,1.0129564,0.95099473,1.104058,0.94250184,1.1104225,0.67928326,1.1860533,0.9615984,1.120137,0.59821314,0.9384708,0.942266,1.4361045,0.68462497,1.3432217,1.2327133,1.3555553,0.7762798,0.9688987,1.2319851,0.77684295,0.7258792,0.769792,0.5899257,1.3885732,1.2967044,1.2465405,1.0725831,1.3388486,1.345814,0.9654841,0.46190226,0.8873116,0.8957557,0.8509653,1.3542938,0.0,0.7200601
