,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,face,finger,fish,flower,foot,frog,glass,glasses,glove,grass,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
foot,1.0974087,0.79524094,0.89853233,1.0656157,0.9841935,1.0598454,0.9115371,0.9076117,1.2869542,1.2726171,0.7385037,1.2189326,1.0464599,1.2607358,1.0999511,0.84123343,0.9678791,0.910929,1.0427535,1.0166428,0.9182706,0.7660129,0.94025874,1.106172,1.0875825,0.88674057,0.9768678,0.91343856,1.1552694,1.0955627,0.77589214,1.194063,0.9281269,0.91539395,0.9041834,1.1281999,0.75086004,0.57013446,1.1218262,0.7468311,0.9845636,0.9681458,0.0,1.0061806,1.1346284,0.6094817,0.7943152,1.1675119,0.98637027,0.781988,0.9883497,0.665262,1.0867254,1.1742448,1.092051,1.3154125,0.82052076,1.1462051,1.0104699,0.76679504,0.7295865,0.6593638,1.1636624,1.1860123,0.8994099,1.1850548,1.1159682,1.268288,0.86136055,0.82148725,0.65516126,1.1423864,0.9887218,0.9314389,0.98181415,0.7165681,0.8894131,0.8727623,1.1942301,1.1819453,1.0561829,0.96601444,0.97078604,1.2300639,0.7221478,1.2277383,0.8499489,0.60428786,1.0901061,1.0829253,1.2131982,1.2124012,1.33042,0.98097503,0.5872938,1.2342631,0.8133162,0.9240704,0.9147289,1.2321409,0.915891,0.6118512,1.2639825
frog,1.2193246,0.9539721,0.743751,1.148419,0.9026014,0.94264996,0.65753746,0.9644739,1.3222238,1.3047003,0.8977754,1.2653091,1.1267443,1.2377545,1.2454355,0.79537404,0.8358251,0.87786704,0.9589133,0.5382107,0.95418096,0.8646045,0.8793848,1.0229939,1.3827744,0.5975882,0.9353056,1.2019348,1.2051877,1.0035727,0.8847256,1.3575978,0.91964084,0.79246354,0.72659826,1.1990333,1.0599635,1.0374068,1.1279011,0.9502685,0.87822413,0.7133742,1.0061806,0.0,1.2763815,0.89989734,0.8153087,1.1491754,0.8430158,1.0904757,1.0451862,0.87478334,1.0044127,1.2503147,0.93279094,1.3701036,0.87691337,0.9992786,0.889943,0.965026,0.8821339,0.9009796,1.0887871,1.1945667,0.7022849,1.2958272,1.2447114,1.0868918,0.90842974,0.90598434,0.9072675,0.707511,0.7688674,0.7682057,1.0045809,0.82825464,1.0945768,0.7737827,0.9928017,1.2506092,0.9778305,1.201756,1.1952711,1.3458471,0.7544903,1.0752141,0.51212764,0.89511263,0.8194293,1.0958349,1.068777,1.185237,1.2913523,0.8705982,0.90972,1.1852423,0.7727986,0.6739703,1.0199677,1.0439413,1.063878,0.98800313,1.2409362
glass,1.023275,1.1939886,1.1541638,1.0292865,1.0648293,1.0403134,1.0127695,0.98025244,0.7667383,0.8803746,1.1426411,0.79070824,0.88536537,0.85498554,0.76730585,1.2515272,1.1932975,1.064704,1.0713094,1.2151123,1.1061318,1.0540272,1.1145666,0.84331214,0.7395619,1.1550181,1.1208218,0.6098111,0.9707069,1.1881961,1.1942271,0.56722796,1.0730426,1.087054,1.2245163,0.93060964,1.1153195,1.1487585,0.9839641,1.171102,1.1044444,1.250871,1.1346284,1.2763815,0.0,1.0792547,1.1049956,0.8071742,1.2218809,1.0362884,1.1147188,1.0678756,1.0294873,0.83334416,1.0691222,0.6977564,1.1689973,1.0409852,1.0488616,1.1472802,1.0298538,1.1313751,0.87463784,0.9024247,1.2053452,0.8844896,0.81645244,0.9361648,1.1330905,1.1280034,1.0055871,1.2098694,1.137091,1.0911881,1.0431626,1.1198934,0.83626187,1.1749316,1.0098972,0.8621343,1.1090466,0.87097746,0.7948968,0.8580246,1.1975529,0.8824704,1.2118487,1.044445,1.0098743,0.98020476,1.0793271,0.707966,0.788061,1.0165329,1.208892,0.95729387,1.1641512,1.2537569,1.0460801,0.9094224,0.9891051,1.0998547,0.7557262
glasses,1.1669782,0.8131367,0.6701654,1.1246449,0.88074416,1.0031906,0.96417886,1.0583599,1.4059417,1.3552499,0.4708506,1.3230205,1.1089706,1.3747442,1.2353662,1.0055209,0.81476516,0.9413367,1.2704198,0.8614211,1.085512,1.0404831,0.88653374,0.96565515,1.3640056,0.78705156,1.0501469,1.2418042,1.2680357,1.0610819,0.62519443,1.3873429,0.7987296,1.0106188,0.98497087,1.0706961,1.0649985,0.48833776,0.9007808,0.6736227,0.83536875,0.9435215,0.6094817,0.89989734,1.0792547,0.0,0.79471976,1.2179346,0.96946734,0.5956119,0.96783435,0.46463627,1.1956729,1.1775621,1.0649095,1.3075168,0.7052371,1.1576535,1.000855,0.44522274,1.0959202,0.3872097,1.1269698,1.3457994,0.9173276,1.1986761,1.06498,1.4072672,0.63022494,0.56148183,1.0459567,1.1096387,0.9929628,0.8493022,1.1275744,0.8048179,0.9498076,0.95882577,1.0376097,1.056814,1.0468775,0.99046487,1.2007365,1.3830959,0.67627597,1.2621129,0.7944479,0.7749972,1.1249835,1.1092615,1.2323159,1.1337662,1.4473014,0.8982158,0.4135061,1.1847352,1.1523374,0.84896433,1.2053022,1.1586446,1.1246802,0.34871638,1.2336273
glove,1.3029177,0.8169757,0.94683874,1.0927924,0.91887414,0.95038253,0.9882473,0.8285908,1.4423916,1.2425792,0.6612175,1.2051922,1.1666573,1.1519704,1.207624,0.8378502,0.7579514,0.8047112,1.0751352,0.8412975,0.8489234,0.8001062,0.77816725,1.0063127,1.1682516,0.70905876,0.9276839,1.0496134,1.2286313,1.1746137,0.72863376,1.2485385,0.7242956,1.0733303,0.69001263,1.1647165,1.0345654,0.9356119,1.1944741,0.9390404,0.93399227,0.8400903,0.7943152,0.8153087,1.1049956,0.79471976,0.0,1.1793598,0.89404607,1.1820292,1.182802,0.58085877,0.94269663,1.0730274,1.130411,1.3015558,0.81622195,1.163493,0.91380155,0.93156916,0.7657888,0.7522655,1.0695164,1.445753,0.69432753,1.1229544,0.9995032,1.2361155,0.7778266,0.8691596,0.66829956,1.1134614,0.90299946,0.8649657,0.8470169,0.63730603,0.8723469,0.9395487,1.0865235,1.2037992,0.70427984,1.0523641,1.2437764,1.3120629,0.5097796,1.1196911,0.8641242,0.655878,1.0089729,1.1556025,1.1287011,1.2000676,1.3301991,0.7359597,0.8122673,1.2381514,0.61649865,0.7405574,1.1059264,1.1657398,0.8996062,0.6822098,1.3662603
grass,1.0238616,0.98682034,1.2410079,1.0893775,1.1022155,1.0531806,1.1380327,0.9977598,0.7134254,0.8083142,1.2323726,0.6811905,0.9682589,0.8141457,0.7788835,1.1081519,1.1380318,1.162922,1.0170053,1.100376,1.1881696,1.3121179,0.987052,0.94098383,0.87183434,1.152996,1.0074587,0.80736893,0.83955336,1.1091148,1.217618,0.6815221,1.1579785,1.1272261,1.200538,0.9319186,1.1974442,1.2531836,0.88039136,1.1721303,1.1422806,1.0187873,1.1675119,1.1491754,0.8071742,1.2179346,1.1793598,0.0,1.1209499,1.0149621,1.0365201,1.2833732,1.0415801,0.8889007,1.0562953,0.78481674,1.263447,1.0455213,0.8486763,1.2021194,1.229955,1.2340622,0.9183504,0.8602367,1.1688124,0.8285004,0.98317164,0.78286016,1.1533827,1.1533338,1.2466011,1.0425805,0.88731706,1.151525,1.1465154,1.2258223,1.1282494,0.93096846,0.96805274,0.91387284,1.0810226,1.0431192,1.0096545,0.722185,1.2667288,0.64878374,1.1707182,1.2469413,1.0863823,1.0744188,0.90648466,0.77247095,0.69513047,1.0650029,1.2560565,0.8061023,1.1768907,1.1032077,1.0414373,0.7601447,1.1551796,1.2928635,0.753376
gum,1.2430328,0.79893786,0.78243136,1.0949364,0.9048993,0.86924654,0.9153565,0.875901,1.3776572,1.3427135,0.96611637,1.204911,1.1306643,1.2910137,1.0429095,0.68377274,0.73198473,0.7984177,0.74305665,0.6707598,0.6306173,0.94241357,1.0117798,1.1362739,1.2690402,0.98618585,0.96132076,1.0922037,1.3389975,0.92044896,0.7823318,1.1907442,0.89394724,1.1648235,0.9371871,1.2199038,1.0783534,0.9157901,1.1018841,0.8104645,0.92355466,0.88762724,0.98637027,0.8430158,1.2218809,0.96946734,0.89404607,1.1209499,0.0,1.1034716,0.8462719,0.86988574,0.97737694,1.2753506,0.8900677,1.206956,0.9933101,0.49787927,1.1136016,0.98602897,1.0466676,0.8748899,0.96341884,1.2196939,0.928979,1.1748058,1.2917325,0.8576472,1.0403643,1.0649003,1.1537644,0.7608879,0.948694,0.9438266,0.887027,0.95480573,1.1702487,0.91693854,0.7442317,1.2100132,0.50928015,1.1949356,1.2459896,1.0374463,0.71128505,1.188328,0.8900287,1.0061349,1.022638,1.1957575,1.0312488,1.1604974,1.2748667,0.8562906,0.8240436,0.81747514,0.92399615,0.5829065,0.87382936,1.0181617,0.98036045,0.8498665,1.275282
hair,0.7652978,0.8297522,0.9696527,0.8233712,1.0905564,1.1382058,1.1010989,1.2717232,0.8964091,0.8765696,1.0763371,1.0314859,0.6809635,0.9380319,1.0320177,1.2545769,1.2651062,1.2730144,1.2483506,1.081135,1.2866197,1.3059918,1.1739798,0.9802653,1.0612276,1.1106958,1.2228645,1.1034535,0.8767122,0.89530176,1.1633788,1.1414672,1.3174052,0.8004595,1.1328943,0.96368295,1.1555717,0.73998654,0.5320549,0.72594464,1.1516151,1.202683,0.781988,1.0904757,1.0362884,0.5956119,1.1820292,1.0149621,1.1034716,0.0,0.72209376,0.9155069,1.1495425,0.7664986,1.0915622,1.0346832,1.190665,0.95650256,1.1252893,0.74983,1.0879284,0.94159645,1.0926608,0.9588528,1.2655511,0.8509238,0.8094171,1.0206169,1.1367118,1.0140243,1.1546178,1.0783244,1.0961869,1.1896912,1.2859719,1.1987936,1.0801541,1.1110152,1.1608672,0.66263217,1.0647823,0.7309046,0.9874099,0.98489094,1.2290714,1.0471474,1.0103804,0.9939727,1.0644369,0.92613536,0.9487065,0.9568899,0.9478322,1.2753735,0.63399875,1.028295,1.1923703,1.2947373,1.1150767,0.95671827,1.2217981,0.86738145,0.9211509
hand,1.0130429,0.5773071,0.8733382,0.5947307,1.1821158,1.1170197,1.0179993,1.2504939,1.0243268,0.932433,1.1561421,0.7899965,0.6757947,0.9484879,0.81526405,1.0832887,1.3538426,1.3131242,1.032176,0.8629075,1.2550619,1.1971244,1.265,1.1501081,0.996488,1.2812337,1.2732189,1.0702589,1.0323807,0.6157021,1.2823169,1.0646886,1.3932033,0.98620886,1.1472474,1.0179799,1.1520561,0.8499365,0.8040558,0.28050828,1.1379474,1.2166345,0.9883497,1.0451862,1.1147188,0.96783435,1.182802,1.0365201,0.8462719,0.72209376,0.0,1.2815057,1.086178,0.8169855,0.92236555,0.93585473,1.3575705,0.7005638,1.284271,1.0430812,1.1003141,1.0277321,1.0173876,0.9096024,0.996746,0.81296456,0.9292183,0.81859595,1.3434321,1.2952386,1.1713364,0.7550129,1.1557275,1.2559693,1.2082046,1.3679023,1.1740613,1.1341295,1.0095328,0.80104446,1.0276265,0.768977,1.0555546,0.96257746,1.3761016,1.0762554,1.1673148,1.0456966,1.0276695,0.907759,0.91519094,0.95571774,0.9010331,1.2672211,0.5735224,0.744421,1.1601179,1.2838737,0.8560158,0.98355967,1.1233292,1.0660069,0.9572843
hat,1.3325973,0.966442,0.6557548,1.2967336,0.6568887,0.74820244,0.96225286,0.9044616,1.4735243,1.4842362,0.3858025,1.5079303,1.2974969,1.4554363,1.2062807,0.89536554,0.61469454,0.5630562,1.1402454,0.84858024,0.748068,0.8267073,0.7301337,0.89729434,1.3582422,0.5462048,0.8639453,1.1167351,1.3771381,1.3062923,0.47398162,1.3796428,0.54271173,1.038438,0.8494772,1.2462256,1.0129979,0.64520526,1.1364031,0.9227426,0.75363374,0.8229579,0.665262,0.87478334,1.0678756,0.46463627,0.58085877,1.2833732,0.86988574,0.9155069,1.2815057,0.0,1.0805707,1.2909107,1.1603086,1.3865135,0.5848917,1.1487273,0.94040024,0.5425033,0.9088071,0.44991004,1.0605283,1.4663994,0.7715084,1.3747559,1.1777864,1.4964515,0.51760125,0.5595309,0.8008553,1.1987911,0.9265686,0.7019049,0.86577785,0.50768316,0.91977876,0.86874574,1.0367483,1.2546015,0.92546207,1.1089987,1.1832376,1.3450195,0.32638347,1.2670147,0.8050008,0.71654713,1.0435793,1.2590116,1.3059075,1.2607139,1.556385,0.71622413,0.63941693,1.317139,0.809924,0.533442,1.1903554,1.1931396,1.0356605,0.3397839,1.4382035
jacket,0.9139237,1.0782404,1.2252619,0.94633895,1.2141986,1.1707721,0.9033508,1.0895301,0.9773131,0.6753992,1.1509181,0.92141527,0.86236185,0.53740764,1.0346286,1.1427072,1.1437125,1.056393,1.0309347,1.1423014,1.0878042,0.9125837,1.1048361,1.0430346,0.77892435,1.1178707,1.1330733,1.0468308,0.7354144,1.0585855,1.1771065,0.9926231,1.2035537,0.8765659,0.8306197,1.0121449,1.1536562,1.2010167,1.086455,1.0892584,1.0808864,1.1672497,1.0867254,1.0044127,1.0294873,1.1956729,0.94269663,1.0415801,0.97737694,1.1495425,1.086178,1.0805707,0.0,0.7572944,1.0308713,0.931427,1.1827688,0.89588857,1.102387,1.1523025,0.56129,1.143192,1.0637925,1.0284303,1.0621815,0.8008996,0.76176655,0.9151956,1.1686168,1.1589646,0.7043103,1.0610428,1.0852134,1.1307001,0.75226116,1.1551816,0.80415726,1.0332618,1.1053729,0.9683464,0.7828227,0.89578396,0.9715272,0.9425088,1.0410293,0.90642273,1.0343637,0.97967523,1.0243894,0.9299395,0.74196553,0.9514552,0.7459786,1.160982,1.1652479,1.1090918,0.5059602,1.1604791,0.9247673,1.1216252,0.93324214,1.216315,1.085952
jeans,0.6243681,0.98145926,1.2223121,0.59763545,1.2307004,1.2165592,1.2006056,1.4197223,0.6263388,0.33865798,1.3487456,0.558382,0.40173358,0.31114912,0.80200505,1.4701796,1.5263747,1.4669821,1.2027173,1.2646351,1.4411058,1.3341578,1.3524976,1.0936978,0.65637827,1.3369405,1.2999468,1.059771,0.47329718,0.96857816,1.4526026,0.84453595,1.5071242,0.9724825,1.0804886,0.94630224,1.3442833,1.1985638,0.76439416,0.99299806,1.3498554,1.5406797,1.1742448,1.2503147,0.83334416,1.1775621,1.0730274,0.8889007,1.2753506,0.7664986,0.8169855,1.2909107,0.7572944,0.0,1.1183218,0.7366964,1.5154159,0.95994973,1.1505995,1.0857147,0.9632469,1.3289697,1.0085685,0.77981246,1.3900762,0.37498045,0.26755202,0.78991413,1.4088197,1.321995,0.9709839,1.1119493,1.4038097,1.4274676,1.2335541,1.4876318,0.98076135,1.3998488,1.2025217,0.3611638,1.0055587,0.39571214,0.89865,0.6463996,1.4963709,0.7240639,1.3061868,1.0390439,1.0346406,0.68386453,0.63620883,0.68767416,0.46811438,1.3729856,1.0720872,0.93624324,0.89260185,1.4959643,1.0034347,1.0373055,1.2096903,1.3095307,0.8767359
knife,1.1786929,1.0177102,0.9506657,1.0184805,0.9951093,0.9124975,0.8746885,0.91335523,1.0664359,1.150554,1.1298724,1.0252656,1.0687089,1.1130575,1.0550014,1.0142436,1.0663205,1.0056475,0.96498954,0.9451553,0.89606005,0.9957579,1.023447,1.016837,1.0507461,1.1488252,1.0659854,0.9792323,1.1393347,0.7931192,0.8866219,0.9745961,1.1710721,0.89578795,1.1021317,1.0463356,0.8232832,1.0609097,1.077446,0.97606474,0.9477596,0.87149763,1.092051,0.93279094,1.0691222,1.0649095,1.130411,1.0562953,0.8900677,1.0915622,0.92236555,1.1603086,1.0308713,1.1183218,0.0,1.0602005,1.0851595,0.9698234,0.9551945,1.1557586,0.9462215,0.97324836,0.8909487,0.8898703,1.014083,1.0934662,1.0763196,0.96655244,1.0310041,1.0444322,0.9650514,0.9069428,0.9613867,1.053442,0.82556033,1.1278839,0.975838,0.8935292,0.6626357,1.1540744,1.0198023,1.0507953,0.9740671,0.98575747,1.1087945,1.1107374,0.94020635,1.0125735,0.83770686,0.9736565,1.0719031,1.0574628,1.0931331,1.1462028,1.1160914,0.70129114,0.9722111,0.9694661,0.9216308,0.9933132,0.85986483,1.1132416,1.023017
ladder,0.71579045,1.1984484,1.3444004,0.891636,1.2465523,1.1792989,1.2297724,1.0732895,0.55446696,0.5340514,1.3398917,0.6261891,0.81529474,0.599634,0.75466436,1.1995279,1.3016782,1.202308,0.98311716,1.2653002,1.1856084,1.1253787,1.1719663,1.0745914,0.52564824,1.205338,1.1757588,0.8569367,0.64063054,0.937083,1.3963237,0.5326804,1.227634,1.0990219,1.1801615,0.7203637,1.117103,1.293206,0.8724408,1.1712006,1.2083126,1.2126815,1.3154125,1.3701036,0.6977564,1.3075168,1.3015558,0.78481674,1.206956,1.0346832,0.93585473,1.3865135,0.931427,0.7366964,1.0602005,0.0,1.2935414,0.943468,1.0492581,1.2416345,1.1864014,1.3928089,0.95636123,0.6332834,1.244059,0.65326744,0.8609213,0.70730376,1.2893494,1.2877514,1.2570045,1.0782821,1.1250633,1.2452269,1.0207844,1.3096135,1.0004213,1.292753,0.9351269,0.74829465,1.1147941,0.91721743,0.89415157,0.71395415,1.4413486,0.78589755,1.3760753,1.4127281,1.09276,0.8493073,0.80173993,0.71344966,0.54829526,1.1372496,1.322869,0.7734158,1.2522304,1.405724,1.1370125,0.8343453,0.87428415,1.3218867,0.5532726
lamp,1.2663176,1.1319966,0.8399569,1.2818522,0.7687197,0.9283439,0.8732693,0.8301594,1.355424,1.5632117,0.36140352,1.5210582,1.4540335,1.5857968,1.2520272,0.76730096,0.29550958,0.7232039,1.1649046,0.94329315,0.63605946,0.66106945,0.72258717,0.76144123,1.4005096,0.6665744,0.89804894,1.057773,1.4288497,1.1976187,0.3214048,1.3101348,0.32306373,1.0312955,0.9227861,0.99215955,0.67220396,0.56587344,1.3361831,1.0145944,0.47979438,0.5548982,0.82052076,0.87691337,1.1689973,0.7052371,0.81622195,1.263447,0.9933101,1.190665,1.3575705,0.5848917,1.1827688,1.5154159,1.0851595,1.2935414,0.0,1.30053,0.82965213,0.5696455,0.89927197,0.47849,1.0886701,1.3266729,0.6668471,1.4206598,1.3904504,1.4720703,0.2915913,0.38585848,0.8939474,1.1935167,0.7093852,0.69712895,1.0959613,0.39358532,0.7480779,0.7135589,0.96273106,1.4352019,1.145273,1.4313494,0.9635743,1.4760329,0.40198338,1.2967048,0.5785506,0.68130386,1.0644281,1.1600122,1.4370768,1.3002734,1.6015251,0.6516156,0.7584986,1.2070656,1.0657208,0.6460271,1.1669066,1.0832975,0.84377456,0.49273533,1.1313571
mitten,0.8632839,0.76993144,1.0195626,0.9085108,1.1147178,1.032428,1.0644866,1.1470299,1.0014913,0.95674694,1.3181942,0.91815805,0.8638189,0.9656762,0.89024466,1.0011785,1.1385889,0.95913386,0.8999765,1.0259509,0.97889847,1.069396,1.1575049,1.1807244,0.98751205,1.1265827,1.064919,1.1461868,1.0204053,0.8966246,1.2180105,1.0455632,1.2451535,1.0434494,1.0258054,1.1657736,1.1295415,1.1401654,0.9260109,0.8947329,1.1632317,1.1490394,1.1462051,0.9992786,1.0409852,1.1576535,1.163493,1.0455213,0.49787927,0.95650256,0.7005638,1.1487273,0.89588857,0.95994973,0.9698234,0.943468,1.30053,0.0,1.2092614,1.1870031,1.098344,1.2192826,0.94825935,0.9501333,1.0194285,0.97425485,0.96193314,0.79334927,1.31857,1.2714624,1.2232118,0.9267933,1.0992343,1.162907,0.8303869,1.2473171,1.1235238,1.1572673,0.8116108,0.9094624,0.39784986,0.91994834,1.0702324,0.7717928,1.0020088,0.96484435,1.0953414,1.2037886,0.853493,0.8684988,0.7753261,0.93371266,0.8786098,1.19647,0.95482737,0.8553228,0.92677957,0.9752413,0.9880939,0.96218765,1.0413967,1.1527764,1.0572723
motorcycle,1.1239555,1.0985925,1.1276513,1.222413,1.0406911,1.0346693,0.95078313,0.77569246,1.0510899,1.1321899,0.87571836,1.0295016,1.1336873,1.1261083,1.0722915,0.8626795,0.8310798,0.84343445,0.9952535,1.0329589,0.96724474,0.9132407,0.6884666,0.9378561,1.0404439,0.94685423,0.8987752,0.9286736,0.9880084,1.1965253,0.9247592,0.9171489,0.8149055,1.0152817,0.7539568,1.0177902,1.0010859,1.1021725,1.1083142,1.2524831,0.9654302,0.7400615,1.0104699,0.889943,1.0488616,1.000855,0.91380155,0.8486763,1.1136016,1.1252893,1.284271,0.94040024,1.102387,1.1505995,0.9551945,1.0492581,0.82965213,1.2092614,0.0,1.0247751,1.0366036,1.0069402,1.0400604,1.0818316,0.9336796,1.1834675,1.185303,1.1205326,0.8140524,0.8965036,1.0792797,1.0927179,0.7456669,0.9613414,0.8572754,0.8324367,1.0628375,0.9073419,0.9158952,1.1003013,1.0329984,1.1246257,1.082671,1.0894394,0.85260487,1.0197195,0.86697614,1.0468026,1.0868826,1.1057758,1.0786812,1.0486063,1.0801076,0.855497,1.1931603,1.1030296,1.0428784,0.90045995,1.0113659,0.8581493,0.84349626,0.9939891,0.87851363
nail,1.0721711,0.9866835,0.6683042,1.0089631,0.7329186,0.8990795,1.0490218,1.204726,1.2188922,1.2574732,0.38965178,1.3330469,1.0918427,1.3172979,1.1529679,1.0139582,0.63013446,0.9807474,1.2815452,0.8674202,1.0415057,1.1735322,0.9868556,0.901907,1.4157596,0.9066787,1.1098217,1.1794118,1.1774409,1.0787612,0.47163683,1.392201,0.67866814,1.0909468,1.0762761,1.138777,1.047672,0.450359,1.0657023,0.70286804,0.7057369,1.0058315,0.76679504,0.965026,1.1472802,0.44522274,0.93156916,1.2021194,0.98602897,0.74983,1.0430812,0.5425033,1.1523025,1.0857147,1.1557586,1.2416345,0.5696455,1.1870031,1.0247751,0.0,1.068075,0.5022637,1.0601178,1.2203237,1.0493222,1.1803794,1.1141785,1.3499019,0.42475396,0.37304902,1.0674725,1.1152384,1.1151354,0.9094576,1.3604314,0.73635185,1.0445447,1.0108274,1.0529612,1.0880408,1.1858352,1.019348,1.1164767,1.3339378,0.69038296,1.1356057,0.7368492,0.70028853,1.1490645,1.0888025,1.249585,1.2579105,1.3475137,0.9328429,0.43376374,1.1980295,1.1024393,0.8094753,1.14483,1.2249687,1.295366,0.35885215,1.2363458
napkin,1.0807832,1.0511318,1.1198647,0.9447049,1.212727,1.2028791,0.7188865,0.98636496,1.1484592,1.0552632,1.029178,1.1525285,0.8978815,0.8707168,1.2074928,1.0583313,1.0494598,1.0222251,1.1490324,1.0372488,0.85481066,0.6499026,1.0087924,0.92199516,0.9343666,1.0243279,1.102034,0.87888575,1.0237329,1.0729975,1.0084306,1.1594524,1.1327138,0.62460554,0.8027952,0.9732483,0.8222182,0.9017778,1.2655692,0.9595943,0.90705955,1.010047,0.7295865,0.8821339,1.0298538,1.0959202,0.7657888,1.229955,1.0466676,1.0879284,1.1003141,0.9088071,0.56129,0.9632469,0.9462215,1.1864014,0.89927197,1.098344,1.0366036,1.068075,0.0,0.9335936,1.1775004,1.2037668,0.9162905,0.9863157,0.8632647,1.0761586,1.0722551,1.0923117,0.3022926,1.0473282,1.0262902,0.94116014,0.8728025,0.90123594,0.5875627,0.8522228,1.2133622,1.0821372,1.0354617,0.88634944,0.6522242,1.1115366,0.94826216,1.0715282,0.8099661,0.5445756,0.95601964,0.9460903,1.05358,1.1046281,1.1112326,1.1472824,0.9796504,1.2148776,0.26911438,1.192698,0.94786096,1.2032714,0.8037344,1.084775,1.0968622
necklace,1.352495,0.84414816,0.69626933,1.1425278,0.8340508,0.9541441,0.86569476,0.9453743,1.4940405,1.5637242,0.31965983,1.4239104,1.2792879,1.5046892,1.2105031,0.92313176,0.62702656,0.9103816,1.255535,0.85679066,0.8916567,0.9339618,0.90616924,0.87221706,1.4328887,0.7778894,1.0144956,1.0976946,1.462706,1.0479437,0.36559254,1.4398813,0.67113864,1.0049781,1.0464045,1.2042118,0.86480635,0.44348288,1.2016425,0.6361417,0.61751294,0.7555873,0.6593638,0.9009796,1.1313751,0.3872097,0.7522655,1.2340622,0.8748899,0.94159645,1.0277321,0.44991004,1.143192,1.3289697,0.97324836,1.3928089,0.47849,1.2192826,1.0069402,0.5022637,0.9335936,0.0,1.127261,1.3662124,0.7507529,1.3355515,1.145043,1.5098736,0.4551226,0.46874434,0.8802963,1.1491289,0.89568776,0.8285882,1.0527828,0.66491574,0.8482021,0.7168169,1.03226,1.2319819,1.0694548,1.1316767,1.1272988,1.3769634,0.53458846,1.2605532,0.7100615,0.62380105,1.1021638,1.1289548,1.3781672,1.2312375,1.6186757,0.8664264,0.42870593,1.1093181,1.02861,0.74173886,1.18158,1.2316043,1.0702657,0.28491747,1.341578
orange,1.1198703,1.0577525,0.7218156,1.0799406,0.36342824,0.28104842,1.0629762,0.97742015,1.090046,1.0431516,1.124155,0.93409497,1.1011466,1.043745,1.0079254,1.1046826,1.1098167,1.1162429,0.91606206,0.9336627,0.8958438,1.2027094,1.0377393,0.9906224,0.87987494,1.1058215,0.98646855,0.80936503,1.0603144,1.050809,1.1027939,0.6951157,1.0656195,1.0873759,1.1229849,1.0589437,1.1671853,1.1049423,0.9942696,1.0611526,1.021884,1.1342602,1.1636624,1.0887871,0.87463784,1.1269698,1.0695164,0.9183504,0.96341884,1.0926608,1.0173876,1.0605283,1.0637925,1.0085685,0.8909487,0.95636123,1.0886701,0.94825935,1.0400604,1.0601178,1.1775004,1.127261,0.0,1.1281815,1.1710571,1.0730276,1.0431083,0.939017,1.1401684,1.1325759,1.2023531,0.9544085,1.1346827,1.1014224,1.0064051,1.1804488,1.0828619,1.1173706,0.9714046,1.0291696,0.9606952,0.9537281,1.1722909,0.8366542,1.1638244,0.9589819,1.1510332,1.0926002,0.96988314,1.0999603,1.0209448,1.0195141,1.0113238,1.0028958,1.097784,0.9540802,1.1368165,0.82768255,0.9943766,0.8766335,0.9448443,1.1131017,1.0075417
oven,0.7164589,1.2040567,1.2841935,0.7986964,1.2786983,1.2304503,1.0749557,1.1100371,0.42655683,0.5447175,1.3875875,0.7419817,0.73739696,0.6480585,0.7009315,1.0516607,1.3709826,1.1727557,0.8897363,1.1892858,1.2156594,1.1989772,1.2406657,1.0717043,0.8043475,1.2561228,1.1442834,1.0115362,0.6431837,0.7725812,1.3585113,0.6903975,1.3522911,0.9522611,1.1991638,0.89690596,0.9089109,1.2550364,0.87997055,1.1663728,1.2173924,1.2070101,1.1860123,1.1945667,0.9024247,1.3457994,1.445753,0.8602367,1.2196939,0.9588528,0.9096024,1.4663994,1.0284303,0.77981246,0.8898703,0.6332834,1.3266729,0.9501333,1.0818316,1.2203237,1.2037668,1.3662124,1.1281815,0.0,1.2149351,0.7744406,0.8600086,0.6976017,1.3321836,1.2624544,1.1563735,0.9569478,1.1160454,1.2083073,1.0932521,1.3046811,1.136004,1.1998473,1.0405096,0.8266428,1.1165544,0.95073456,0.68723744,0.6942576,1.4239647,0.7907393,1.2085733,1.3500674,0.8988279,0.7276659,0.8318033,0.86450744,0.5123556,1.2132647,1.3123145,0.84876364,1.201561,1.3831213,0.7697216,0.9494644,1.0935085,1.3860308,0.58909297
