,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
spoon,1.0277643,0.8237611,0.75184286,1.1740631,1.390727,0.8248004,0.6649631,0.6681949,1.1112002,1.3290492,1.1414393,1.520239,0.7223736,1.4157407,1.4780447,1.1239595,1.4593496,1.0273287,0.87037134,0.5228205,0.3534217,1.2434877,0.79579115,0.66668487,0.66408956,0.80278045,0.6426401,0.66821045,0.9216851,1.0718988,1.2561482,0.88006866,0.7893598,1.3493729,0.84836364,1.3249986,0.8321627,1.1786997,1.4737196,1.2071811,0.57386124,1.3609821,0.49103302,0.546105,0.9346368,1.0493355,1.2227452,0.8093891,1.4308302,0.83151984,1.1943609,1.3341849,1.0485865,0.7404412,0.8819314,0.9254059,0.28272974,0.75949305,1.1086665,0.96549004,0.9699704,1.3673601,0.749745,1.30287,0.960236,1.1982967,0.8208136,1.2226862,0.8913602,1.3335564,0.93173075,1.5161893,0.39730942,1.214215,0.56732434,0.79843354,1.0822306,1.1538436,0.9202256,1.1723282,0.600837,0.87964976,0.6175908,0.9198564,0.88815707,0.8246642,1.0822114,1.2160236,1.4989418,1.4802539,1.2105308,0.49983394,0.5475524,0.74654126,1.0066011,0.76337665,1.0796027,0.89620626,0.38344455,1.0840614,1.0636969,0.97735804,1.2036622,1.2668712,1.0722113,0.7424005,1.2577682,0.8628952,1.5094163,0.95970863,1.4754738,0.45702773,1.3859372,0.85457575,1.2186857,0.50810045,1.1636949,0.69439185,0.98927474,0.84155405,0.0,1.1714,0.75785184,0.78254837,1.387608,1.4096154,0.43776608,0.9120882,0.6395398,1.0255046,0.6852828,0.6860483,0.9043171,1.0798821,0.62911373,0.76626456,1.3047007
sprinkler,0.8773823,1.216103,1.4119916,0.8817582,0.7918993,1.0026711,1.1545675,1.348216,0.9475638,0.49118447,0.8735068,0.6925222,1.4536653,0.66247433,0.82851624,0.92061436,0.7939503,0.70691717,1.0345898,1.3468597,1.0306332,0.74718946,1.3803738,1.1787316,0.9436842,1.314015,1.3192742,1.1568991,1.0239112,1.020342,0.92631936,0.9647696,0.9700649,0.92174363,1.1907415,1.0374987,1.0116707,0.76388156,0.8238935,1.0335817,1.3613697,0.64035505,1.2632504,1.0343798,1.1187538,1.0507208,0.9861303,1.2097465,0.8690009,1.2828112,0.8321271,0.8539831,1.2495351,1.2788564,1.0097013,1.2471592,1.2237029,1.1250508,0.6496259,1.2814095,1.1410897,0.7162558,1.0067767,0.9754355,0.90274566,0.9463682,1.354055,0.6629791,0.72198355,0.9482532,0.88220614,0.8460554,1.4199868,0.86826295,1.310419,1.2137425,0.9189546,0.7671151,1.0779018,1.066287,1.1768206,1.3513876,1.3405207,1.287391,1.360105,1.2898369,0.99935347,0.9100431,0.7885134,0.88741225,0.8198259,1.4253759,1.3943343,1.2917724,1.0531458,1.3118838,0.8515958,1.0120468,1.1248337,0.93150103,1.2914891,1.1152973,0.8063432,0.72457886,1.0012034,1.034505,0.67139363,0.75577,0.75680447,0.91319746,0.93455565,0.96776396,0.6075134,0.65828,0.5839393,1.4249084,0.84565043,1.3179227,1.2176406,0.7769628,1.1714,0.0,1.3322413,1.3331201,0.8481163,0.5529543,1.2164364,1.4129975,1.4407189,0.7157636,1.3665949,1.1203625,0.5879524,0.8612855,1.0973779,1.406532,0.77810526
strawberry,1.3771342,0.8038944,0.40140343,1.0907934,1.3871617,0.6204386,0.53083324,0.5971489,1.1149323,1.425303,1.109121,1.3869991,0.54739493,1.3774573,1.3135942,1.2088728,1.3670757,1.090498,0.99885464,0.47343415,0.7764913,1.3249589,0.70696163,0.8258966,0.8459291,0.74458885,0.6070322,0.83605295,1.1448498,1.1816998,1.2375115,1.0455106,0.85486084,1.2659557,0.8370465,1.0634735,0.9366875,1.2340283,1.3271203,1.2786629,0.41738605,1.4285058,0.44040954,0.96878,1.060786,1.0082583,1.1694722,0.923946,1.2378238,0.5187516,1.1321161,1.1235071,0.86970997,0.62972736,0.9669068,1.0141706,0.84896195,0.8286283,1.322697,0.7539542,1.024358,1.231357,0.7906943,1.2070755,1.1578386,1.2533183,0.5152323,1.3160205,1.2628496,1.216149,1.111839,1.283762,0.6018985,1.3651093,0.46214283,0.75032514,1.1852975,1.2156198,0.9616703,1.05759,0.7638381,0.460734,0.654507,0.8808175,0.63147795,0.5174629,1.2410452,1.1889489,1.2841519,1.3052899,1.3071887,0.47387487,0.49154592,0.6894315,1.1680126,0.82848454,1.207416,1.0443456,0.72436225,1.1232903,0.92919195,1.090861,1.322012,1.1547798,1.0251955,0.97160983,1.2188917,1.206263,1.2848154,1.1603429,1.2377517,1.0490147,1.3367562,1.2851696,1.299427,0.52262175,1.1294804,0.5411415,0.96159625,1.201927,0.75785184,1.3322413,0.0,0.7679264,1.1859525,1.4269764,0.46377623,0.6368582,0.42679918,1.268486,0.6282184,0.52781546,1.3396363,1.1152058,1.0105793,0.56349766,1.3259325
stroller,1.006452,0.9117384,0.67302907,1.1253074,1.2643845,0.97732526,0.9042072,0.65864176,1.1051598,1.4075563,1.0780789,1.2284166,0.77576923,1.3183764,1.2015231,0.9145342,1.2157596,1.2355077,0.99402475,0.5924288,0.89030737,1.174424,0.8365377,1.0118525,0.85360026,0.8249055,0.7127098,0.7344375,1.0761962,0.9520215,1.0523605,0.78301674,1.122385,1.0552019,1.001676,1.113817,1.0126152,1.1497619,1.1230812,1.1435525,0.81969666,1.2909628,0.6766287,0.8894132,0.78959167,0.8800218,1.0765054,0.93592864,1.2158712,0.8750148,1.1915617,1.0226936,0.9645109,0.7949587,0.91328615,0.93060493,0.89043146,0.8400843,1.0891204,0.80109704,0.83669037,1.2353164,0.9577298,1.0125519,1.0665375,1.1312898,0.6690797,1.0721862,1.2931087,1.0162218,0.9131547,1.040317,0.7046932,1.0009013,0.7765044,1.026589,1.0336033,1.1304631,0.45791662,1.1507144,0.9007533,0.82925594,0.82361716,1.0430175,0.73438287,0.8758986,0.99962074,0.998486,1.2845815,1.0800749,1.0775899,0.7722439,0.837291,0.66508484,1.0614066,0.8227676,1.0453453,0.9167759,0.8428979,1.0749131,0.8046551,0.9134788,1.0923778,1.2885603,0.89749557,1.0664495,1.2321194,1.2397934,1.2070498,1.0070463,1.0908651,0.9960893,1.2504547,1.2126384,1.3559225,0.55946755,1.1275334,0.771021,0.8690158,1.1834092,0.78254837,1.3331201,0.7679264,0.0,1.1150283,1.2487909,0.69355816,0.79627705,0.60666823,1.3833771,0.822327,0.8334676,1.2427804,1.1294382,0.77181005,0.72514945,1.1709664
sweater,0.94446963,1.18088,1.2367288,1.0155079,0.6409291,1.1586288,1.3002449,1.2701125,1.176484,0.85028553,1.0510039,0.6222739,1.2816668,0.80857956,0.6078622,0.7962009,0.76642823,1.1639853,1.2108214,1.3660599,1.335408,0.97209984,1.1922791,1.2630079,1.2721248,1.173605,1.3297285,1.070489,1.0318575,0.9207794,0.90270555,1.0568582,1.2328742,0.6879982,1.1418241,0.6215478,1.2210708,0.9266778,0.6951753,0.8452004,1.3700993,0.9123314,1.3952699,1.2073225,1.0215158,1.0282611,0.865993,1.2904677,0.61833805,1.1940986,0.972972,0.42916667,1.045226,1.1922065,1.0677681,1.1161108,1.3998458,1.2477252,0.789992,1.0110356,1.070228,0.9373899,1.2882599,0.6737429,1.0547216,0.80762166,1.1305474,0.7996695,1.0714571,0.7856438,1.0843673,0.49895668,1.3354875,0.7937692,1.3709222,1.1124575,0.9754514,0.8385259,0.94695735,0.9060447,1.3467098,1.1636583,1.3589675,1.1504569,1.1897981,1.1973279,0.86350536,0.86460286,0.526966,0.54443896,0.9054221,1.3935151,1.3565192,1.2147374,0.9722463,1.2202095,0.90554297,1.02815,1.3021127,0.98163486,0.94843024,1.1187884,0.72224283,0.9469389,1.0105227,1.1030042,0.66522837,1.1350148,0.3036096,1.1054221,0.48900992,1.261597,0.81562746,1.0100573,0.9492912,1.4252641,0.8789455,1.1956716,1.1258167,1.0053115,1.387608,0.8481163,1.1859525,1.1150283,0.0,0.679701,1.4115832,1.1683197,1.3397427,0.9928887,1.345273,1.3509002,1.0713334,0.9620999,1.1788434,1.3056089,0.77225065
table,0.8179575,1.4608245,1.5055183,0.8140398,0.67046005,1.1826167,1.400635,1.4872999,0.8022352,0.23668814,0.90502316,0.23454326,1.5219837,0.34801537,0.6668258,0.9045282,0.36975956,0.71068287,0.8861658,1.4777101,1.2094674,0.5632976,1.5048908,1.3470387,1.0698909,1.4174232,1.366054,1.1543894,1.139039,0.86560464,0.5374358,1.115429,1.113449,0.6763065,1.2875128,0.8397346,1.0756664,0.8921343,0.34699708,0.94301564,1.5209513,0.36717463,1.473172,1.2823259,1.0024248,1.0123804,0.8736246,1.2020226,0.6841969,1.4054896,0.73668945,0.76890683,1.3483046,1.3916354,1.120597,1.2860165,1.4390545,1.2201843,0.64721,1.3982306,1.195443,0.46033812,1.1774457,0.8984746,0.9379223,0.9268774,1.4350607,0.7352637,0.7880633,0.7753234,0.96385366,0.5511459,1.5400331,0.60899234,1.4979465,1.1433492,0.9126759,0.7991136,1.0137247,1.1008866,1.4347316,1.466707,1.4041729,1.4556255,1.4466105,1.3959129,0.7623032,0.74607444,0.54992926,0.67446667,0.5929692,1.6061031,1.5310264,1.4464757,1.0569831,1.1674225,0.74393195,1.008941,1.2274166,1.0249286,1.2927184,0.95363057,0.61202645,0.69171983,0.9768679,1.1133578,0.6396702,0.7735723,0.5769056,1.054553,0.75391555,1.14062,0.46979213,0.6088054,0.5670929,1.5924354,0.605318,1.4564184,1.2071905,0.84332067,1.4096154,0.5529543,1.4269764,1.2487909,0.679701,0.0,1.4399002,1.5335572,1.539339,0.820897,1.4154075,1.2262357,0.55134064,1.0202954,1.1358504,1.5708257,0.6625232
tape,1.3380153,0.6788286,0.38815904,1.0816609,1.5340376,0.5849948,0.43680364,0.44154918,1.1029422,1.3849535,1.1544394,1.5239362,0.6483305,1.4774307,1.4517219,1.204022,1.4436927,1.0146703,0.78725934,0.33962405,0.38687718,1.2419271,0.69174784,0.772929,0.6047141,0.77805954,0.6363338,0.77522993,1.1089045,1.155413,1.3888193,0.89995265,0.7314435,1.4570296,0.8889438,1.2789907,0.79977626,1.2528188,1.5336025,1.3391198,0.35794842,1.402092,0.27227306,0.6930938,0.9826297,0.9495331,1.3530178,0.8581471,1.4637156,0.48663574,1.17033,1.2474675,0.9347075,0.750744,0.96722066,0.9867308,0.60929596,0.71293515,1.2534688,0.71220493,1.0398014,1.3125052,0.55009615,1.2731986,1.0567373,1.3314918,0.4824953,1.3690765,1.1338491,1.4369693,0.8552475,1.5294235,0.5184971,1.3988347,0.47094697,0.8357606,1.1226164,1.3780913,1.043514,1.0968516,0.6083144,0.51697934,0.6900459,0.8835851,0.60885286,0.48770726,1.3057193,1.208865,1.4873074,1.5256813,1.276057,0.4438076,0.4738686,0.62762684,1.134209,0.86040735,1.1561401,1.0222279,0.39120555,1.0731431,0.95077276,1.0947839,1.4407778,1.2508767,1.0910041,0.90329254,1.2320318,1.0341064,1.5171357,1.0379105,1.4842361,0.80259955,1.4284532,1.0951834,1.2604778,0.33337307,1.291672,0.47405696,1.041762,1.095053,0.43776608,1.2164364,0.46377623,0.69355816,1.4115832,1.4399002,0.0,0.6916467,0.41597378,1.201576,0.69730496,0.3432805,1.1298163,1.1840954,0.97088933,0.5027932,1.46738
toe,1.3427598,0.49245012,0.506473,0.9704555,1.004549,0.8823151,0.71935624,0.65393144,1.325731,1.535998,1.1169143,1.4630084,0.5047388,1.4227353,1.1791598,1.1230526,1.4634448,1.2825075,1.1489804,0.7018605,0.9777848,1.4649034,0.40822482,0.91190004,1.1270881,0.62729394,0.8683214,1.0314989,0.77268445,1.2633147,1.3098414,1.0395945,1.1159402,1.344459,0.9080506,1.0739524,1.0267525,1.1275384,1.4118633,0.9687303,0.5560542,1.5616438,0.7011126,0.8800005,1.1628718,0.95028126,1.2551254,0.95467275,1.2839576,0.6316441,1.2488804,1.0388584,0.1450454,0.6987393,1.1747189,0.35917056,0.87769896,1.0071005,1.3356446,0.37882483,0.68494797,1.3276637,0.8903882,0.8219873,1.1988251,0.6471176,0.45830703,1.2980759,1.3111227,1.2053609,1.245217,1.1525275,0.4950618,1.3769221,0.7299082,0.8666093,1.2067128,1.0780921,1.0539917,0.731987,0.81247675,0.29071552,0.7850359,0.38304806,0.39810622,0.66960263,1.3042866,1.3140383,1.3011675,1.1034263,1.22859,0.4922948,0.50894785,0.6359124,0.79152286,0.95909554,1.1885798,1.2189884,0.9296107,1.1817648,0.49039125,1.022877,1.4379816,1.1852084,1.1167691,1.1320508,1.2286496,1.2942753,1.2511643,0.9395187,0.9923702,1.1083457,1.4618624,1.3500401,1.3287772,0.42909145,1.3110687,0.7124023,0.64893377,1.2952828,0.9120882,1.4129975,0.6368582,0.79627705,1.1683197,1.5335572,0.6916467,0.0,0.50857425,1.1167258,0.78284407,0.86352426,1.4685436,1.2324741,1.1875999,0.25279474,1.4348736
tooth,1.3179847,0.7576812,0.36726362,1.1888893,1.41729,0.78703445,0.70510423,0.47473317,1.1585531,1.5407448,1.0787451,1.4706964,0.43695045,1.4036052,1.4465232,1.1050817,1.4350878,1.2137538,0.9711868,0.39936906,0.7620256,1.395906,0.50147814,0.72396225,0.93886316,0.55267,0.622218,0.8000579,1.0480776,1.1634248,1.292319,0.8753352,0.94690657,1.3322387,0.8026068,1.1912482,0.9939313,1.2712388,1.4141661,1.2269347,0.34927267,1.4758706,0.4153242,0.86614776,1.0009544,0.9563147,1.2088616,0.87247676,1.3923103,0.51016474,1.146411,1.2290275,0.7890131,0.61142683,0.9635132,0.91526186,0.69321114,0.8319752,1.3982213,0.63617647,0.96632975,1.3254815,0.87298906,1.2183013,1.0325284,1.2690787,0.52468723,1.3012717,1.2514846,1.2668841,1.1133069,1.3698392,0.36958885,1.3817501,0.43022668,0.81146705,1.1886017,1.3604958,0.92395955,1.0958989,0.6980626,0.39995205,0.6191931,0.73956585,0.5564657,0.50218105,1.2793856,1.2107651,1.432626,1.3228722,1.314598,0.34270298,0.3692221,0.5220727,1.0706924,0.7274587,1.1321573,1.0921141,0.59688604,1.1416175,0.800038,1.0812236,1.3998547,1.2273915,1.0465581,0.9777836,1.2926507,1.2345687,1.4047644,1.1537505,1.2560138,1.0076287,1.4453399,1.3424797,1.3754019,0.37977993,1.2110424,0.43815917,0.92683005,1.1943018,0.6395398,1.4407189,0.42679918,0.60666823,1.3397427,1.539339,0.41597378,0.50857425,0.0,1.3106778,0.5926467,0.5954276,1.3449507,1.1730677,0.92660934,0.42297316,1.3649247
toothbrush,0.9261087,1.0682014,1.2883329,0.74914354,0.69408417,1.0603848,1.006235,1.1643275,0.8869544,0.7318466,1.0856802,0.93478596,1.243206,0.7927697,0.8158159,1.1829574,0.9318858,0.82335365,0.8999114,1.2089189,1.1760287,0.84465367,1.2784107,0.8825416,0.9807756,1.1616429,1.2268333,1.2027248,0.6500969,1.1216812,0.8918262,1.186104,0.9865092,1.0408832,1.1711831,0.99982476,1.1146433,0.77372485,0.98003626,0.9256055,0.94516814,0.8040479,1.1863918,1.144216,1.1862614,1.015996,1.0389132,1.128977,0.87053585,1.3010975,0.99089897,1.0395346,0.8981583,1.2101297,1.103173,0.9341801,0.89340734,1.0414816,0.79063725,1.1722345,0.8568438,0.8535212,0.69815874,1.0268111,1.0953135,0.6214138,1.2430407,0.9518341,0.6448381,0.9069542,1.0613323,1.0246323,1.1701295,0.92529804,1.2177321,1.1546413,0.9859752,0.59158194,1.1845163,0.8831109,1.2317687,1.1780933,1.0253074,0.964757,1.1828564,1.3117492,1.0938554,1.152241,0.8429799,1.029879,0.80082583,0.94513065,0.80821836,1.2216808,0.8508847,1.18648,0.9784527,1.0770439,1.2191844,1.0398816,1.2741497,0.96594536,0.9896108,0.97095746,1.080765,1.1070356,0.61834,0.62142366,0.9294505,0.9284476,1.05699,0.74702954,0.94278103,0.8629399,0.6014027,1.2663532,1.1147689,1.2166153,0.9795933,0.99234474,1.0255046,0.7157636,1.268486,1.3833771,0.9928887,0.820897,1.201576,1.1167258,1.3106778,0.0,1.0297779,0.9553,0.83528316,0.9604809,0.9990002,1.1286347,1.044629
towel,1.1845102,0.6566162,0.7953225,1.1629391,1.2918829,0.8861281,0.7235486,0.789503,0.82235086,1.299274,1.1854539,1.2625341,0.4864754,1.1356115,1.2715898,1.2732694,1.1347661,1.0116075,0.8889358,0.57901454,0.81579864,1.1583407,0.85214233,0.70377934,0.7220141,0.8303853,0.390056,0.7269645,1.017191,1.2259403,0.8731632,0.9323383,0.9525926,1.1705426,0.8306426,1.1061294,0.9619311,0.91158485,1.1414266,1.2146972,0.54432875,1.1562629,0.58398354,0.8758974,1.1182872,1.0668232,1.0053098,0.62998855,1.1662241,0.89717054,1.0493964,1.4465897,0.94796807,0.7330779,1.052684,0.87340575,0.6327423,0.94863564,1.3959383,0.9766373,0.6466044,1.309873,0.87081707,1.3400404,1.1586906,1.236729,0.73980707,1.3376559,1.1184047,0.93709946,1.1787404,1.3087547,0.58929956,1.1604028,0.4854231,0.62129503,1.0641599,0.9697908,0.92308754,1.171513,0.8038442,0.80905867,0.02457422,0.83035505,0.862109,0.89653647,0.9445452,1.3148472,1.2648249,1.2083471,1.059807,0.4772327,0.5700966,0.61509186,1.176487,0.34004307,1.3191781,1.041836,0.85543215,1.1491835,0.9703114,0.7371084,1.1635956,1.1455684,1.2088091,0.9826103,1.3671772,1.1218687,1.3920414,0.93960595,1.1756268,0.89900374,1.3806612,1.1105131,1.1137195,0.51955783,1.0935781,0.7411864,0.5316121,1.2198954,0.6852828,1.3665949,0.6282184,0.822327,1.345273,1.4154075,0.69730496,0.78284407,0.5926467,1.0297779,0.0,0.7413095,1.2992594,1.1373596,0.6952219,0.71089804,1.2545481
toy,1.2854846,0.7984993,0.48176956,0.9647727,1.5342971,0.57708555,0.48746872,0.4558177,0.8422471,1.2017193,1.1431521,1.408385,0.7700313,1.3425915,1.2920183,1.2400981,1.2888672,0.7710402,0.57962054,0.41634673,0.69511443,0.94637895,0.9226596,0.773855,0.5157248,0.91706795,0.6838429,0.85545677,1.0154588,1.1720244,1.2265297,1.049877,0.59987617,1.4822764,0.8999796,1.2019026,0.9352109,1.1297427,1.398418,1.3760986,0.37698662,1.1378509,0.43130064,0.9509746,1.0217105,0.70298773,1.3281691,0.90793985,1.3857193,0.59883714,1.0727465,1.239934,1.057848,0.726768,0.94407076,1.0525441,0.71541244,0.45803577,1.1745712,0.9035203,1.0267961,1.0098678,0.28805095,1.361872,1.1521767,1.245863,0.5457932,1.3425891,1.1185207,1.288032,0.84119725,1.5010077,0.76241267,1.2806904,0.6228931,1.0086495,1.0673805,1.1753864,0.9865755,1.129736,0.75666845,0.67867744,0.7554351,1.006152,0.84537494,0.5790867,1.3678646,1.242659,1.3821113,1.5382719,1.1779962,0.56386703,0.5629525,0.77423304,1.2241955,1.0026286,1.058486,0.96234894,0.61696243,1.0670847,1.1239446,1.0763378,1.4409055,1.25441,1.0593607,1.0139476,1.0795242,0.9442442,1.4498309,0.9665692,1.5169477,0.8807034,1.3176583,1.1909289,0.89403427,0.49474436,1.3454385,0.53345895,1.1114783,1.1857109,0.6860483,1.1203625,0.52781546,0.8334676,1.3509002,1.2262357,0.3432805,0.86352426,0.5954276,0.9553,0.7413095,0.0,0.9911203,1.1165994,0.98165774,0.6634831,1.4125221
tray,0.7933881,1.304812,1.392746,0.94581854,0.978907,1.1045486,1.2237407,1.3019543,0.6254306,0.56378996,0.96365416,0.7432072,1.4699609,0.8056129,0.87698543,0.9600915,0.74997437,0.8615369,0.78495765,1.2504532,0.7055016,0.5185791,1.2601838,1.1429002,0.885303,1.2997084,1.2181357,1.2188352,1.0213856,0.92275965,0.98195094,0.84618545,0.8423725,0.99674934,1.2180886,1.1106393,0.8870084,0.9490374,0.8579393,0.93358755,1.3647026,0.54881823,1.1688327,0.97659266,0.96876884,0.8516267,1.1471943,1.0599877,0.9836959,1.2109753,0.95956635,1.007905,1.3763318,1.2615117,1.0032886,1.1779242,0.98392075,0.99939656,0.6557651,1.3672646,1.1092706,0.84661055,0.8663416,1.1221933,0.68771935,0.99244225,1.3779877,0.88086027,0.7146178,0.95296764,0.77768123,1.060561,1.3715515,0.7931067,1.3448901,1.1303152,0.8404025,0.80106807,1.0799041,1.0540801,1.0232759,1.4149845,1.2423329,1.3851173,1.3716722,1.1987245,0.8711149,0.9281486,0.9236451,1.0704896,0.73993677,1.4334137,1.3830214,1.3249041,1.0921698,1.1764891,0.67624545,0.9395688,0.777779,0.9682723,1.3138816,0.9746469,0.83685565,0.91386414,0.9773415,0.83574134,0.76583236,0.72217286,1.0058765,0.84958583,1.1405325,0.69590205,0.69146925,0.5028152,0.7548591,1.3314314,0.9675077,1.2391071,1.2694409,0.42499363,0.9043171,0.5879524,1.3396363,1.2427804,1.0713334,0.55134064,1.1298163,1.4685436,1.3449507,0.83528316,1.2992594,0.9911203,0.0,0.9529819,1.0564148,1.4422138,0.90434015
tree,0.9737788,1.1609781,1.1890943,1.0570351,1.0249375,1.010602,1.0998619,1.1117471,0.95519894,0.94189435,0.8987763,1.0138236,1.1575505,0.9049667,1.0580715,1.0149897,1.0063931,0.97037566,0.97887594,1.1394609,1.1687338,0.92623866,1.2506377,0.93840414,1.1151006,1.0830065,1.1040343,1.0466577,1.0990309,0.9666277,0.9776133,1.0625918,1.0168185,0.9664732,0.87446,1.011822,1.0843272,0.9777699,1.0373309,1.0823822,1.1347883,0.9241601,1.1533301,1.1771181,0.99237627,1.0879825,0.8492011,1.0908059,1.0036715,1.1486949,0.91752005,0.9655639,1.2153075,1.1297853,0.2950666,1.1555725,1.0114753,0.9690424,1.042542,1.1826174,1.1621296,0.85955095,1.1273723,0.968916,0.9531282,1.0594263,1.1728218,0.8094758,0.8930361,0.9792186,0.99219745,1.085649,1.194197,0.93597054,1.0417612,1.0853058,0.8740399,1.043688,1.0179993,0.9911731,1.1450573,1.2236646,1.1459113,1.1828203,1.1865146,1.1381685,1.0175539,0.9488388,0.99651057,1.0599103,1.0881205,1.1062841,1.095881,1.0980275,1.1679038,1.1265308,1.0366023,0.64183176,1.1083491,0.6722274,1.2456526,1.1410297,0.956464,0.798511,0.99639237,0.9255061,0.9111865,0.96751887,0.94798905,0.98822284,1.0745863,1.0710509,0.8957007,1.0888153,0.95601064,1.1998646,0.93031543,1.0458355,1.1178018,0.9385302,1.0798821,0.8612855,1.1152058,1.1294382,0.9620999,1.0202954,1.1840954,1.2324741,1.1730677,0.9604809,1.1373596,1.1165994,0.9529819,0.0,0.9674546,1.224567,0.69338995
vacuum,1.0710313,0.95799404,1.1373754,1.2745816,1.2167872,1.045534,0.9995955,1.0103542,0.73343885,1.074579,1.1005633,1.0951217,0.8890758,1.0195339,1.2702266,1.160758,1.133662,0.9745335,0.9857222,0.6556994,0.9788629,0.8543247,1.2404246,0.721476,0.70121,0.97246057,0.48299038,0.5977843,1.1513178,0.9232871,0.6628516,1.1260992,0.9415232,0.7321008,0.91281706,1.0257775,1.0141189,1.0211514,0.92208344,1.2468264,0.90596867,0.81268835,0.7368895,0.9263528,0.8642197,1.0734099,0.59263647,0.6579925,1.0223091,1.2231512,1.0038981,1.2290916,1.2886214,1.1105278,0.8351725,1.1212982,0.66509515,1.0967555,1.0397674,1.1265454,0.99273497,1.1249915,1.1033217,1.2042413,1.199383,1.2539402,1.0208797,0.9731997,0.8382987,0.92298377,0.9770259,1.1416028,0.73931104,0.5524068,0.62129074,0.99673307,0.938538,1.1338198,0.7202014,1.2244511,0.98500395,1.1515349,0.7125112,1.0939136,1.0535941,1.2010474,0.62239903,1.0816972,1.1708266,1.0842543,1.2124017,0.79420614,0.84119254,0.8777995,1.223043,0.7888398,1.1954056,0.72958386,1.0242836,1.049763,1.239287,0.7689478,0.6355523,1.2778336,1.0998514,1.0654871,1.1879628,0.8636632,1.2041595,0.9371869,1.1812551,0.7379931,0.9502055,0.9214175,1.0168039,0.8205248,1.0986667,0.8819206,0.9923176,1.1882191,0.62911373,1.0973779,1.0105793,0.77181005,1.1788434,1.1358504,0.97088933,1.1875999,0.92660934,0.9990002,0.6952219,0.98165774,1.0564148,0.9674546,0.0,1.0123254,0.78760713
watch,1.3514752,0.6153581,0.38737762,1.0633962,1.2108283,0.75988233,0.65897036,0.56144303,1.251358,1.5462275,1.0813282,1.5293328,0.31151867,1.4689493,1.2992394,1.216652,1.493375,1.1966311,1.056973,0.5008036,0.91085076,1.4275321,0.50638956,0.8181337,1.0627233,0.6698047,0.747823,0.83031464,0.90898967,1.2474608,1.3053248,1.1375879,0.96037143,1.343054,0.82295,1.20509,0.89323586,1.1520697,1.4757776,1.1753213,0.3062476,1.5136638,0.5243251,0.86021954,1.1305792,1.0442153,1.2456787,0.8402934,1.3417752,0.598251,1.180647,1.1534057,0.41040957,0.6691388,1.1042049,0.73351043,0.808931,0.9567809,1.429968,0.2943746,0.8861851,1.3104317,0.86622345,0.9105342,1.2122469,0.9970532,0.3512668,1.3192507,1.2539313,1.2352941,1.2253582,1.2610095,0.28672653,1.3717625,0.5283364,0.95606095,1.2291853,1.2954239,0.97282535,0.79066265,0.792145,0.196854,0.742408,0.39395785,0.29542702,0.6115224,1.2641715,1.249722,1.3810353,1.2341695,1.3592103,0.29222637,0.32650912,0.63195145,0.9168815,0.94991255,1.2523042,1.2075338,0.8413914,1.152426,0.68348217,0.9615016,1.4379821,1.2189207,1.0746955,1.1699059,1.2570105,1.1758534,1.3547258,1.0823863,1.1439954,1.1048713,1.4422987,1.4221101,1.3433887,0.3057915,1.3030863,0.53688425,0.7531451,1.3901899,0.76626456,1.406532,0.56349766,0.72514945,1.3056089,1.5708257,0.5027932,0.25279474,0.42297316,1.1286347,0.71089804,0.6634831,1.4422138,1.224567,1.0123254,0.0,1.4532969
