,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
cloud,1.1656868,0.9565879,0.723466,1.0926853,1.2365297,0.91740376,0.72095364,0.83005744,1.075362,1.1803966,0.9578535,1.2922052,0.6280653,1.2057964,1.2525223,1.0699232,1.2514544,0.9775194,1.0042422,0.8291397,0.93107855,1.1613982,0.8545554,0.8141384,0.9807677,0.8820176,0.7571212,0.6002288,1.0601507,1.124317,1.1016583,0.9816216,0.8736813,1.0474365,0.0,1.1577882,0.92191803,1.0840635,1.2435212,1.1893044,0.7165973,1.212331,0.8493396,0.9802737,1.1123766,1.1778506,0.92631364,0.8993369,1.2827126,0.740475,0.9905296,1.1672431,0.9935094,0.59979033,0.8456913,1.0976,0.9097338,0.8628641,1.1960909,0.8909139,1.154867,0.9770594,0.99254525,1.061755,1.1234816,1.173229,0.8523849,1.1322242,1.189904,1.2176507,1.0862482,1.253212,0.6962519,1.2180302,0.6684451,0.70968235,1.1118737,1.242742,1.0527573,1.0772668,0.8188853,0.7743896,0.8319729,0.9030911,0.8967747,0.7337729,1.0087842,1.0711217,1.2714108,1.2214531,1.1695164,0.7047529,0.8154295,0.774552,1.1085197,0.8196919,1.1790379,0.98030454,0.8482907,1.0158406,1.0245538,1.2153807,1.086,1.0542183,1.0741674,0.6542404,1.2071731,1.1919025,1.2089335,1.1731203,1.1796979,1.2195177,1.2367365,1.1026298,1.1777772,0.8502358,0.9193044,0.9149106,0.99798983,1.0280961,0.84836364,1.1907415,0.8370465,1.001676,1.1418241,1.2875128,0.8889438,0.9080506,0.8026068,1.1711831,0.8306426,0.8999796,1.2180886,0.87446,0.91281706,0.82295,1.0185668
coat,1.0994277,1.0083373,1.2171497,1.0092727,0.83056104,1.1626227,1.1725174,1.2033882,1.0576967,0.95100576,1.0076398,0.7534865,1.1689763,0.8522477,0.63516694,0.99243087,0.7553577,1.0902326,1.1274351,1.2033825,1.3044127,0.9837296,1.2073772,1.1515467,1.1792805,1.0732113,1.1161798,1.0895356,1.1258876,1.0245484,0.83127034,1.1324089,1.1368308,0.750958,1.1577882,0.0,1.0904878,1.0373152,0.73741823,0.9455967,1.2291093,0.9221269,1.2151543,1.1215993,1.0628322,0.9092403,0.8034372,1.1341132,0.41446865,1.172686,0.9528856,0.77634174,1.054349,1.202754,1.1047766,1.0109286,1.254865,1.1782686,0.956622,1.0768635,0.98015076,0.8981012,1.1914048,0.8625636,1.1830654,0.9243804,1.1052121,0.98855424,1.1054851,0.79289603,1.126564,0.6576734,1.2525095,0.755342,1.1936705,1.0896446,0.98382604,0.92862463,0.9998356,0.9482397,1.1903435,1.1320025,1.1407838,1.038246,1.0530068,1.1753974,0.8398986,0.9341233,0.40114522,0.64279425,1.0167307,1.2172604,1.2061958,1.0838469,1.0586694,1.0795327,1.0560198,1.0322783,1.3077116,1.0807717,0.9867338,1.0783685,0.77193314,0.95726705,1.0891662,1.1590018,0.8630713,1.1029868,0.546817,1.0270252,0.6889633,1.187562,0.8736284,1.0321472,0.9551079,1.2245768,0.9534688,1.1352892,1.0166364,1.1357043,1.3249986,1.0374987,1.0634735,1.113817,0.6215478,0.8397346,1.2789907,1.0739524,1.1912482,0.99982476,1.1061294,1.2019026,1.1106393,1.011822,1.0257775,1.20509,0.81434816
coffee,0.94068897,0.8822489,0.96746355,1.0831063,1.148031,0.8464179,0.7482407,0.9966492,0.9227508,1.0491464,0.97220165,1.1422099,0.8466294,1.1407998,1.0866312,1.0394385,1.1428294,1.0176574,0.99440295,0.88519645,0.62099147,0.9888605,1.0106553,1.0895547,0.7568618,1.0420488,0.8023389,0.9587779,1.0529915,0.99027383,1.0107464,1.0303308,0.81078565,1.1080043,0.92191803,1.0904878,0.0,0.9436212,1.1083585,1.1161866,0.96478295,1.0404627,0.7050633,0.8579416,0.97085315,0.98459953,1.0746962,0.81885445,1.1466812,0.91647375,1.0642174,1.1847703,1.001075,0.86818373,1.092559,0.9973923,0.9319635,0.9313954,1.0095925,1.016959,1.0354661,1.0725701,0.87515783,1.1171062,1.1096298,1.021825,0.9117436,1.1592997,1.0027343,1.0765948,0.8407141,1.1933234,0.95090866,1.0560871,0.8544018,0.8620887,0.9680257,1.0543295,1.124359,0.9884661,0.6860221,0.9812934,0.9359216,0.9976021,0.8447146,0.9237753,0.95114964,1.0525279,1.1473298,1.141718,1.0567597,0.93881917,1.0228852,1.0720775,1.0128955,0.9195186,1.1402175,1.0201112,0.85837114,1.0611247,0.9944023,0.86967635,1.0745356,1.0322487,0.95287836,0.9075803,1.2147918,0.98356086,1.2002891,1.0581608,1.1223321,0.91782767,1.140126,0.7668419,1.0825181,0.91118556,1.1270365,1.0522114,0.9523315,0.9390475,0.8321627,1.0116707,0.9366875,1.0126152,1.2210708,1.0756664,0.79977626,1.0267525,0.9939313,1.1146433,0.9619311,0.9352109,0.8870084,1.0843272,1.0141189,0.89323586,1.0928361
comb,0.89143515,1.0240895,1.273131,0.93494886,0.8694565,0.992994,1.1380683,1.1613109,0.66192085,0.88438743,1.025414,0.8970236,1.0641148,0.7759714,0.85257137,0.92635655,0.9087002,0.90607786,1.0505828,1.2395945,1.1479708,0.8848036,1.1776452,0.9843164,1.0216829,1.226198,1.0987196,1.0914835,0.85970795,1.1537191,0.7465104,1.0571915,0.92818534,0.9475333,1.0840635,1.0373152,0.9436212,0.0,0.8617829,0.9474282,1.1694243,0.7450872,1.1981381,1.0061886,1.2231476,1.1093345,1.0064653,0.92714226,0.8792476,1.157318,0.80353343,1.037078,0.96762717,1.1267712,1.1365387,0.9055488,0.9285538,1.1412935,0.9711503,1.1833173,0.8491416,0.9614385,1.0160453,0.94674647,1.0351715,0.857371,1.1923088,0.99757165,0.84903383,0.7850345,1.0011971,0.81015193,1.1483535,0.87096226,1.1392268,1.1334479,0.9639334,0.70433223,1.0216604,0.9704933,1.1554538,1.2475256,0.92752516,1.0418744,1.2008554,1.1628006,0.9363536,1.1094058,0.8987344,0.8284491,0.91932756,1.1132325,1.1606618,1.1289594,0.90802777,1.0767112,1.0572271,1.1084206,1.1919993,1.0923251,1.0374805,0.817813,0.9611773,0.91765136,1.1271598,1.0864878,0.9777091,0.8173762,0.92603046,0.8348642,0.8356254,0.9591616,0.9863633,0.95457965,0.7795626,1.1938462,1.0813183,1.1796329,0.77858174,0.9937741,1.1786997,0.76388156,1.2340283,1.1497619,0.9266778,0.8921343,1.2528188,1.1275384,1.2712388,0.77372485,0.91158485,1.1297427,0.9490374,0.9777699,1.0211514,1.1520697,0.9706487
couch,0.89389884,1.2582572,1.4851663,1.0018209,0.61762995,1.2858552,1.4739195,1.4890236,0.76685107,0.52209646,1.0045047,0.12857556,1.2733988,0.19591457,0.6241969,0.84903497,0.2882825,0.8724839,0.98974174,1.4396175,1.3575765,0.5914776,1.4560666,1.3384868,1.1020068,1.3765622,1.1623576,1.0784849,1.1989564,0.864439,0.23236573,1.1906822,1.2782501,0.56773305,1.2435212,0.73741823,1.1083585,0.8617829,0.0,0.85553837,1.486594,0.41951513,1.4703777,1.2835684,0.99374807,0.9924494,0.7168893,0.9829026,0.57534105,1.4078538,0.76701427,0.78562057,1.2616485,1.3072933,1.1335099,1.2006831,1.4364089,1.3121908,0.8698588,1.3148513,1.0084834,0.69554013,1.3528888,0.86521053,1.0271584,0.9882637,1.3581071,0.7956048,0.92360526,0.58955884,1.0969224,0.3233105,1.423541,0.55509436,1.3852804,1.1595457,0.8867596,0.8479512,0.90516746,1.1187822,1.448604,1.4266421,1.1458263,1.3247596,1.439749,1.3942723,0.6493423,0.831277,0.5323046,0.41651672,0.6749689,1.5099819,1.4772141,1.3604791,1.010377,0.7783115,0.9221712,1.0185744,1.4067839,1.0464019,1.1336744,0.6713307,0.56074864,0.87467206,1.1065261,1.2054495,0.7646028,0.9800912,0.5197311,1.0012596,0.49506694,1.2175645,0.6036667,0.77756566,0.693108,1.4607443,0.6884446,1.4380167,0.9034495,1.0622524,1.4737196,0.8238935,1.3271203,1.1230812,0.6951753,0.34699708,1.5336025,1.4118633,1.4141661,0.98003626,1.1414266,1.398418,0.8579393,1.0373309,0.92208344,1.4757776,0.62952363
cracker,0.65863657,0.98012733,1.1762093,0.9316325,0.5377799,1.3315725,1.29476,1.1600416,1.1545748,1.0332208,1.1398259,0.8313767,1.2409842,0.9563776,0.64410317,0.69653094,0.8209281,1.1882167,1.1760303,1.3587018,1.1915138,1.0438333,0.757583,1.2632412,1.2850413,0.9371923,1.4017849,1.3182744,0.69421846,0.91826344,1.0486889,0.8838032,1.2508713,0.8572327,1.1893044,0.9455967,1.1161866,0.9474282,0.85553837,0.0,1.3467984,1.0368685,1.388101,1.0518532,0.98059344,0.93157977,1.0378774,1.1248436,0.778546,1.0762258,1.183511,0.9273303,0.78309196,0.9941657,1.1396904,0.74423736,1.164865,1.0572833,0.8646926,1.0784409,0.76620924,1.0440341,1.1078341,0.8018706,0.6856923,0.6232666,1.2305249,0.864814,1.0498312,0.7826488,1.0640502,0.7678102,1.2227616,0.8646633,1.4131625,1.0917447,0.96011186,0.6945118,1.079175,0.81079245,1.0813788,1.1498729,1.1780926,0.92676854,1.1463122,1.0781043,0.98916745,1.0415804,0.80854326,0.7560834,0.72628057,1.3064661,1.2786124,1.1639836,0.46913642,1.0442426,0.7233086,1.0665781,1.1146905,1.0273256,0.66435593,0.88456625,0.9522668,1.0584142,0.8796261,1.0126194,0.97634274,1.1114862,0.84100604,0.9322181,0.7335601,0.9778547,0.9694683,0.94944304,1.002266,1.2559371,1.0974681,1.2386249,0.87220454,0.79919344,1.2071811,1.0335817,1.2786629,1.1435525,0.8452004,0.94301564,1.3391198,0.9687303,1.2269347,0.9256055,1.2146972,1.3760986,0.93358755,1.0823822,1.2468264,1.1753213,0.949035
crayon,1.4236605,0.8018526,0.29278302,1.0589998,1.3714945,0.647102,0.53457487,0.4239812,1.1391766,1.4501042,1.0984498,1.5411811,0.29715288,1.4071822,1.4997097,1.3003194,1.4812298,1.0007504,0.8551439,0.3390348,0.77856016,1.3534672,0.69409287,0.5860802,0.85103774,0.73621345,0.5989983,0.68079215,0.94162697,1.2764754,1.2865801,1.1418899,0.8162286,1.4051595,0.7165973,1.2291093,0.96478295,1.1694243,1.486594,1.3467984,0.0,1.4370583,0.37414438,0.9568923,1.1588963,1.1323669,1.2453718,0.8456727,1.4268167,0.5352859,1.1316212,1.2805718,0.72826195,0.5130482,0.96405435,0.9531945,0.6266244,0.78761286,1.4576912,0.62911683,1.0598856,1.2268903,0.663937,1.2386057,1.2003942,1.2473693,0.49415958,1.3488293,1.1730273,1.3087661,1.1135684,1.4309722,0.2611375,1.3914269,0.36510748,0.86552167,1.2172124,1.3342869,1.0129298,1.0462624,0.8080883,0.30620527,0.5914574,0.71535474,0.58547777,0.522049,1.2949624,1.2940334,1.4679631,1.4196634,1.3233469,0.09725809,0.1072579,0.64269805,1.0440899,0.86385363,1.2444662,1.1051487,0.62951124,1.1375704,0.97351116,1.1394192,1.4124138,1.2234417,1.1739631,1.0272925,1.1794899,1.0818032,1.4756186,1.1808288,1.379431,0.9835855,1.4581443,1.3372974,1.2305269,0.3843087,1.2358838,0.41573167,0.877341,1.2892318,0.57386124,1.3613697,0.41738605,0.81969666,1.3700993,1.5209513,0.35794842,0.5560542,0.34927267,0.94516814,0.54432875,0.37698662,1.3647026,1.1347883,0.90596867,0.3062476,1.4322561
crib,0.86806667,1.3280966,1.5493512,0.949268,0.85396355,1.1914597,1.4160738,1.4645045,0.29278195,0.2721938,0.9270366,0.4046805,1.3947237,0.36953783,0.77986217,0.9596167,0.48941773,0.66196024,0.8390471,1.3849642,1.222729,0.3426987,1.5166311,1.2080002,0.9485618,1.4032046,1.1145512,1.0517218,1.1404997,0.8740783,0.42298752,1.1949493,0.95716405,0.6065479,1.212331,0.9221269,1.0404627,0.7450872,0.41951513,1.0368685,1.4370583,0.0,1.3676621,1.2189664,0.99321663,1.0095942,0.7204527,0.76740557,0.7295724,1.455001,0.6417966,0.9625704,1.4050857,1.4644883,1.0700119,1.3143518,1.2225152,1.2421443,0.7812129,1.4173427,1.1634521,0.57451665,1.1481023,1.0540415,0.9949831,1.046299,1.434243,0.7847469,0.6896066,0.82155675,0.9329186,0.77721894,1.4682528,0.47367382,1.3182943,1.2211653,0.84958017,0.9095173,0.9957852,1.0823482,1.312613,1.5207937,1.1601543,1.3982682,1.4252422,1.4383733,0.622781,0.80718654,0.6897475,0.8056351,0.772264,1.4639006,1.4422464,1.4368477,1.1899694,1.0505347,0.952928,0.9762586,1.3080558,0.9281433,1.384212,0.8013801,0.5395499,0.84856784,1.0237756,1.162189,0.8314592,0.6547866,0.7820587,0.9576266,0.9023473,1.0061579,0.45040226,0.7072388,0.4999513,1.4823161,0.8132601,1.3584139,1.1729411,0.99713826,1.3609821,0.64035505,1.4285058,1.2909628,0.9123314,0.36717463,1.402092,1.5616438,1.4758706,0.8040479,1.1562629,1.1378509,0.54881823,0.9241601,0.81268835,1.5136638,0.5872189
cup,1.3947475,0.75675726,0.46174604,1.1988662,1.4939137,0.68911856,0.48055148,0.5437277,0.9725737,1.400675,1.185735,1.5876741,0.5718794,1.5083239,1.4720087,1.3371795,1.541422,1.1664221,0.8700226,0.08992803,0.41306317,1.1226058,0.7514435,0.70580566,0.4021771,0.75579727,0.2659834,0.70752823,1.164775,1.2117996,1.2374858,0.9824147,0.7144494,1.3195964,0.8493396,1.2151543,0.7050633,1.1981381,1.4703777,1.388101,0.37414438,1.3676621,0.0,0.7341935,1.0379335,1.0353261,1.145038,0.8108443,1.3680444,0.6510673,1.2364677,1.3169332,0.9491835,0.78773075,0.89895415,1.0305934,0.65025985,0.8884866,1.0928814,0.7831461,1.0174205,1.3389661,0.59175014,1.3229641,1.1922433,1.2900156,0.55168736,1.3559268,1.2217225,1.3251799,0.7328446,1.5244164,0.48793304,1.20968,0.26351637,0.7681,1.0012257,1.3388956,0.9420672,1.115988,0.6008616,0.5104592,0.6117575,0.86148894,0.67946404,0.6485557,1.0878533,1.2918789,1.4670153,1.4730709,1.2882211,0.4381879,0.46836042,0.6100544,1.2058489,0.8394057,1.1898131,0.89813983,0.5151608,1.1495006,0.9574326,1.0345309,1.2096539,1.3261826,1.1558883,0.92016065,1.3074176,1.1609118,1.4863199,1.0986243,1.4380796,0.8367475,1.3991845,0.98581535,1.3154483,0.41662443,1.3544832,0.3761074,0.956134,1.10456,0.49103302,1.2632504,0.44040954,0.6766287,1.3952699,1.473172,0.27227306,0.7011126,0.4153242,1.1863918,0.58398354,0.43130064,1.1688327,1.1533301,0.7368895,0.5243251,1.350378
dish,1.0118313,0.83966875,0.9062277,1.0858189,1.2172235,1.053495,0.83584946,0.84887624,1.04266,1.142295,1.0770521,1.3231034,0.84070843,1.2609595,1.1571939,1.0123463,1.2851905,0.966859,1.0936457,0.8170904,0.5037083,1.1834135,0.7680168,1.0202504,0.75660574,0.8363633,0.86317986,0.8344023,0.893541,1.1172996,1.1831185,0.89052236,0.79111564,1.2644777,0.9802737,1.1215993,0.8579416,1.0061886,1.2835684,1.0518532,0.9568923,1.2189664,0.7341935,0.0,1.0300686,1.0563662,1.1206471,0.71745735,1.1246407,0.9072786,1.1203341,1.2181445,0.92790943,0.87014323,1.107363,0.83235276,0.61864185,0.8971525,0.9576519,0.9089684,0.8930655,1.2627239,0.8569473,1.1276851,1.0101095,1.0459118,0.9089874,1.1419683,1.0809224,1.1771687,0.87674373,1.1253135,0.7498182,1.1054673,0.864743,0.9485917,1.0608886,1.0272126,0.95613974,1.0676106,0.65250057,1.0093278,0.8222134,0.7911265,0.93002456,0.914569,0.9759692,1.1201495,1.1767478,1.0912776,1.1975667,0.87649536,0.9445809,0.85086787,0.8500755,0.94541955,1.1102108,1.0827732,0.6571003,1.156133,0.92112815,0.900132,1.0905672,1.1512043,1.0795122,0.878881,1.2919502,0.99013907,1.1862515,0.88046336,1.1168416,0.6692058,1.1843954,0.7449654,1.125006,0.7057866,1.0342159,0.9230201,0.9490382,0.9069543,0.546105,1.0343798,0.96878,0.8894132,1.2073225,1.2823259,0.6930938,0.8800005,0.86614776,1.144216,0.8758974,0.9509746,0.97659266,1.1771181,0.9263528,0.86021954,1.1963621
dog,0.75131845,1.0922621,1.1220765,1.149308,1.1029557,0.99094135,1.0580028,1.1019051,1.0214982,1.0852227,1.0118008,1.004377,1.1911955,1.1066104,1.0525641,0.8376173,1.0113791,1.149453,0.99832,0.9849367,1.0424078,0.950632,1.0446717,1.0268296,0.99848235,1.0445479,1.0390621,1.0643438,1.1234573,0.050556898,1.0973175,0.9327722,1.0469087,0.8720609,1.1123766,1.0628322,0.97085315,1.2231476,0.99374807,0.98059344,1.1588963,0.99321663,1.0379335,1.0300686,0.0,0.7706387,0.97019124,1.0655572,1.0387418,1.1140338,1.0873674,0.93870115,1.246503,1.058127,0.9038186,1.0415472,1.0169808,0.885087,0.96469784,1.070282,1.0131558,1.0399773,1.0645565,1.0136803,0.8519015,1.1487501,0.9778911,1.0244104,1.0420237,1.0519978,0.91822714,1.105044,1.0975127,0.8702131,1.081199,1.0754333,0.88634586,1.0915587,0.9652921,1.0990058,1.0066087,1.1641209,1.1165726,1.1989816,0.97168165,1.1008105,1.0263816,0.58621824,1.0488696,1.1209714,1.0669465,1.1453006,1.1523019,0.97273326,1.1285062,0.9385648,0.97054684,0.76764905,1.0834614,0.4893012,1.0421954,0.97486156,1.0120682,1.1510309,0.5166576,1.089551,0.9984346,1.0967966,1.0701946,0.9664634,1.1099447,1.0500596,0.8234361,1.038815,1.2108104,0.9771943,1.0648992,1.0217737,1.1852746,1.0411358,0.9346368,1.1187538,1.060786,0.78959167,1.0215158,1.0024248,0.9826297,1.1628718,1.0009544,1.1862614,1.1182872,1.0217105,0.96876884,0.99237627,0.8642197,1.1305792,0.82926595
doll,0.90350956,0.6987,1.0445567,0.9471829,1.0616429,0.9688485,0.9543996,0.9641534,0.94737935,1.1730971,1.1020873,0.9644505,1.1461998,1.0957541,0.63704646,0.9268541,0.824849,1.0946848,0.74715286,1.0015184,1.085327,0.8949133,0.9879725,1.0976666,0.94994926,0.8487655,1.1238151,1.2239738,0.9325567,0.84077924,1.0690382,0.9418285,1.0544388,1.2249415,1.1778506,0.9092403,0.98459953,1.1093345,0.9924494,0.93157977,1.1323669,1.0095942,1.0353261,1.0563662,0.7706387,0.0,1.1952246,1.0804031,0.89256376,1.0057337,1.1067972,1.0076058,1.0182259,1.1216469,1.0275859,0.87584615,1.0348833,0.69598913,0.9480527,1.0336957,0.73145485,0.99247926,0.72868,1.0488625,0.9786101,0.84013385,0.81517804,1.1026121,1.0615057,0.8480377,0.9412198,1.0611006,1.2010479,1.0042169,1.1861789,1.1140529,1.006919,0.9072147,0.92926335,1.0674385,0.9571948,1.0897417,1.0650733,1.0097672,1.0666561,1.0031365,1.2496034,1.0409733,0.8638044,1.0266539,1.0072213,1.1305048,1.0934181,1.0193471,1.1181448,0.94308156,0.88006616,0.9459737,1.0872653,0.90802944,0.8226347,0.90789056,1.2849854,1.1580333,0.8618951,1.1340172,0.9617873,0.99087524,0.9973376,0.8542422,0.96730566,0.9438496,1.0908132,1.1630934,0.92617786,0.91865516,1.2692707,1.0113707,1.0415633,1.0579538,1.0493355,1.0507208,1.0082583,0.8800218,1.0282611,1.0123804,0.9495331,0.95028126,0.9563147,1.015996,1.0668232,0.70298773,0.8516267,1.0879825,1.0734099,1.0442153,1.1504891
door,0.99913496,1.2084186,1.2984339,1.0503067,0.9410926,1.2383521,1.2106682,1.3168572,0.9018655,0.7035301,0.92683846,0.80698824,1.0543768,0.8052725,1.0019665,1.0482762,0.8896691,1.014494,1.13407,1.1088873,1.2551289,0.87216663,1.2926017,0.9461328,1.0756531,0.9518509,0.742355,0.86600107,1.1934333,0.90189004,0.6296724,1.1683317,0.9477096,0.24164236,0.92631364,0.8034372,1.0746962,1.0064653,0.7168893,1.0378774,1.2453718,0.7204527,1.145038,1.1206471,0.97019124,1.1952246,0.0,0.7458544,0.7967657,1.3090887,0.91163605,0.995907,1.2332634,1.251122,0.94971436,1.2462438,1.108365,1.2861307,0.95662713,1.153209,1.2509776,0.91458595,1.3211219,1.0132524,1.1792084,1.0556284,1.2838607,0.8014213,0.8857713,0.88552016,1.0795815,0.9062411,1.1108099,0.49837208,0.8282942,0.92981374,0.96033454,1.1624068,0.88609123,1.1406287,1.102522,1.2317134,1.0332317,1.1071295,1.1668038,1.294729,0.416721,0.8320037,0.8871003,0.84858316,1.0316681,1.1858482,1.1770647,1.1759694,1.1033244,0.9118961,1.1781363,0.8796196,1.2896268,1.0650405,1.2278521,0.989164,0.28484833,0.97668153,0.97656083,1.0627328,1.0959084,1.0116452,0.85114396,1.1370125,0.90236133,1.1251545,0.5624096,0.81342614,0.9878637,1.2750293,0.8268863,1.1410568,1.086451,1.1309508,1.2227452,0.9861303,1.1694722,1.0765054,0.865993,0.8736246,1.3530178,1.2551254,1.2088616,1.0389132,1.0053098,1.3281691,1.1471943,0.8492011,0.59263647,1.2456787,0.36353546
drawer,1.1056134,0.8920574,0.9539645,1.2434154,1.188962,0.9558961,0.8804383,0.9568571,0.6146234,1.0281001,1.1414478,1.1450883,0.59142023,1.0006196,1.2423993,1.0051969,1.1788062,0.9508777,0.83641994,0.81405145,0.7923686,0.8495679,0.9940209,0.866882,0.8289113,0.84592986,0.6083055,0.7497195,1.0129588,1.0985401,0.77035743,1.1671233,0.7674824,0.92898446,0.8993369,1.1341132,0.81885445,0.92714226,0.9829026,1.1248436,0.8456727,0.76740557,0.8108443,0.71745735,1.0655572,1.0804031,0.7458544,0.0,1.141749,0.9508997,1.0736936,1.2201653,0.96155244,0.9264556,1.1039331,0.999867,0.66529274,0.99316573,1.1895468,0.9565307,1.0767611,1.1716019,0.91694766,1.176286,1.147193,1.1333867,0.94773865,1.1428077,0.97612935,1.1185458,1.0496513,1.1734987,0.6928573,0.8376068,0.6200028,0.8442887,1.0160958,1.2560428,0.87038475,1.1292166,0.7812178,1.0236315,0.601228,0.81737405,0.9880226,0.94514894,0.7050668,1.2234786,1.2839429,1.1017454,1.036553,0.74265194,0.8171239,0.9828752,1.0420772,0.67687047,1.2245032,1.0694034,0.85008335,1.1260966,0.976741,0.6205515,0.8816426,1.2201715,1.0822347,1.0783603,1.3362912,0.978374,1.2905847,0.9813319,1.1205953,0.8866743,1.1071639,0.8950095,1.1347135,0.7552395,1.1559265,0.9687528,0.8503946,1.2511656,0.8093891,1.2097465,0.923946,0.93592864,1.2904677,1.2020226,0.8581471,0.95467275,0.87247676,1.128977,0.62998855,0.90793985,1.0599877,1.0908059,0.6579925,0.8402934,0.9798603
dress,0.8657292,1.1241236,1.4145296,0.9314991,0.61171854,1.2900896,1.3392084,1.3860855,0.9190073,0.7861858,0.9283278,0.5662848,1.3218352,0.6912169,0.32664645,0.9452128,0.48961794,1.0066749,1.1165648,1.3586924,1.382104,0.8291923,1.3207514,1.3073018,1.1779423,1.1788529,1.2383345,1.2255408,1.0592593,0.9393264,0.71744096,1.1732358,1.225325,0.68100405,1.2827126,0.41446865,1.1466812,0.8792476,0.57534105,0.778546,1.4268167,0.7295724,1.3680444,1.1246407,1.0387418,0.89256376,0.7967657,1.141749,0.0,1.4065049,0.86854684,0.84496063,1.1299826,1.3699281,1.0924475,1.0985053,1.3368055,1.2934506,0.85464025,1.2576205,0.91477054,0.84402084,1.2670057,0.9093477,1.0088869,0.82215595,1.3198354,0.8035128,1.0429409,0.5227197,1.0634736,0.5177666,1.4187124,0.6289793,1.3980538,1.1856965,0.9498227,0.7974865,1.0720817,0.9940494,1.275274,1.3525497,1.2115492,1.0732266,1.2434138,1.4011183,0.80812037,0.85627365,0.14411414,0.48380822,0.90219,1.4089613,1.3784142,1.2539674,0.9588728,1.0969838,0.9375465,1.0154983,1.4316436,1.0001507,1.1026208,0.8770573,0.6914351,0.8816064,1.0026848,1.224628,0.8360469,1.0101875,0.3931312,1.0212039,0.5503443,1.0978076,0.73390615,0.9333854,0.8085476,1.424714,0.88951546,1.254596,0.98487663,1.0659341,1.4308302,0.8690009,1.2378238,1.2158712,0.61833805,0.6841969,1.4637156,1.2839576,1.3923103,0.87053585,1.1662241,1.3857193,0.9836959,1.0036715,1.0223091,1.3417752,0.75410527
egg,1.3093921,0.8394182,0.30623668,1.0576617,1.3099331,0.657337,0.56423485,0.4316132,1.234865,1.430112,1.1504961,1.3894634,0.6444346,1.3881884,1.3525908,0.94064254,1.4100599,1.0984768,1.0734938,0.70539796,0.65951276,1.3549838,0.41277122,0.85939986,0.99291515,0.76064175,0.9230389,0.9433206,0.894847,1.1984031,1.3726768,0.8418499,0.8530626,1.3594779,0.740475,1.172686,0.91647375,1.157318,1.4078538,1.0762258,0.5352859,1.455001,0.6510673,0.9072786,1.1140338,1.0057337,1.3090887,0.9508997,1.4065049,0.0,1.2328727,1.0985937,0.7906128,0.580219,1.0745823,0.94779277,0.8869163,0.76142454,1.3212831,0.6825191,1.1324162,1.2608783,0.8209101,1.0886664,0.9248695,1.2204641,0.58388996,1.3137825,1.265456,1.2892206,1.0214882,1.2482977,0.6800594,1.4410391,0.6795937,0.8176123,1.1723742,1.2636613,1.0768957,1.0086787,0.6633664,0.46755028,0.8872484,0.81950414,0.67725414,0.0064530373,1.3001897,1.2663231,1.4283384,1.2699053,1.2227817,0.61989987,0.6525628,0.73002267,1.028509,1.0034256,1.054002,1.1865231,0.57521933,1.0802932,0.64195764,1.2063224,1.3909359,1.155107,1.0512266,0.77328783,1.1691638,1.2341453,1.335564,1.1985615,1.1841233,1.012685,1.3768039,1.2710798,1.2489262,0.6503867,1.2591097,0.6036553,1.0741966,1.0177851,0.83151984,1.2828112,0.5187516,0.8750148,1.1940986,1.4054896,0.48663574,0.6316441,0.51016474,1.3010975,0.89717054,0.59883714,1.2109753,1.1486949,1.2231512,0.598251,1.3669639
