,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
soup,1.0397242,1.2011509,1.2452705,0.97379416,0.94532055,1.1022635,0.99318695,1.1400313,1.189184,0.87595105,1.0030111,1.3471394,1.0874687,0.8560914,0.96465504,0.9869014,0.9272992,1.0441264,1.338031,0.37149405,0.99548244,1.0432024,0.7572193,1.0049018,1.1293061,1.3162901,1.2146635,0.96851003,1.1174946,1.184589,0.51588166,1.1008053,1.0312144,0.9335073,1.0408927,0.5583997,1.078407,0.63399285,1.3367941,1.0028906,1.1220834,0.7537868,1.0156897,1.0258844,1.184042,1.0963019,1.0527351,1.075012,1.1311299,1.1304144,1.0589883,0.90674216,1.1715046,0.91257906,1.1359642,0.89685255,1.2376145,1.0331343,0.82394385,0.7969942,1.2570856,1.1794484,1.0875208,0.9363805,1.0351677,1.0291075,0.89774156,1.3055921,1.1136336,0.88351667,1.082782,0.99568313,1.0877154,1.1003506,1.0049402,1.1368009,0.6021542,1.1140311,0.9437677,0.7273561,0.8120155,1.1219721,0.4549731,1.265162,1.0409963,1.1693904,1.2770369,1.0864366,0.85884523,1.0115856,1.0202098,1.0435466,0.67964506,1.319685,1.2922798,1.0334126,1.0803207,1.1539392,0.9012453,0.945209,0.69413257,1.0983894,0.9455153,0.94361985,1.2171651,1.072892,0.92680776,1.0510961,0.8598498,0.71821046,0.42170572,1.0683047,0.88641125,1.0257032,1.1376998,0.93789756,1.1564561,1.0386314,0.5637138,0.8779405,1.3713772,0.9921127,1.2199333,1.1984459,0.0,0.84886384,0.83326423,1.1909435,1.3523407,1.0493369,1.0867193,0.98967886,0.7904878,1.1461447,1.2816818,1.0380954,0.9793701,1.1339207,1.1802266,0.4220662,1.0387545,1.1054573,1.2281963,1.3952824,1.0300628
spoon,1.0776812,0.9216528,0.7572335,0.7037802,1.2714763,0.92943007,1.1476759,0.7619078,0.8736938,1.2559257,1.5318078,0.7018778,1.4083304,1.4575589,0.9144725,1.469712,1.179177,1.0029538,0.6068727,0.5530557,1.1968403,0.64045215,1.1428468,0.8492068,0.8020187,0.7459235,0.9184271,0.8035532,1.3587024,1.147301,0.7471689,0.87176377,1.343584,0.8644806,1.1435947,0.99227756,1.542482,0.89232105,0.5643002,1.3681062,0.56284124,1.2004867,1.1669818,1.1099626,1.1587068,0.81388575,1.4471867,0.89063436,0.7037745,1.23559,0.94519615,1.3578057,0.84360236,1.2023822,0.7571726,0.9165606,0.8683802,0.10950732,0.90957546,1.1319339,0.87178123,0.87411857,1.3501054,0.85762775,1.3332508,0.78251797,1.1052798,0.91654414,0.5621416,1.0657886,1.4273779,0.80497766,1.4765884,0.1389426,0.93689734,0.53658605,1.0966656,0.8132652,1.007226,1.3093853,0.95546573,1.0470067,1.0563173,0.8344557,0.5990443,0.6812462,0.8007581,0.89997077,1.2499748,1.2780792,1.5503645,1.4327297,1.2839682,0.39437306,0.36865222,0.67567885,1.2693956,0.9470392,0.6357305,1.0846326,0.43488824,0.96084744,0.7401813,1.0816764,0.64417386,0.9176836,1.3054428,1.3389254,1.0117772,1.0047354,0.95662856,1.3578228,0.72266424,1.4957598,0.9144729,1.3715426,0.32161725,1.412852,0.7777522,1.0366436,0.60209924,1.1630234,0.584613,0.98706,0.84886384,0.0,0.96614224,0.8025749,0.78619206,1.262985,1.4774188,1.3100221,1.3277117,0.55839705,0.8488057,0.82122993,0.73712564,0.7363843,0.8172029,0.8506848,1.1769037,1.1100781,0.7428334,0.7211744,1.3163753
sprinkler,0.94664377,1.1101325,1.1895871,0.8627274,1.0648302,0.94502527,0.7831175,1.1319362,1.1638657,0.8820084,0.9854456,1.1394547,0.9963374,1.056952,0.79818803,1.0428299,0.8784788,1.0695952,1.1381642,0.92117137,0.96155447,1.2318459,0.744642,0.85441464,0.9637592,1.0825498,0.9688244,1.0510308,1.0678887,1.031033,1.0462549,0.84671104,0.82430243,0.9077587,0.85362846,0.9451721,1.0011042,0.96726096,1.1942534,0.9767314,1.0275556,0.98225546,0.9172572,0.89231324,0.87758136,0.8742434,1.0729325,1.1285305,1.0691198,1.1406174,0.9941822,0.9042055,1.1705037,0.92879844,1.0614355,0.91311795,1.2304523,1.0324169,0.8071171,0.8564706,1.1653905,0.91163176,1.0496514,0.9154606,1.0529314,1.1315057,1.0373915,1.125468,1.1338692,0.7157421,1.0122236,0.99087965,1.0191875,1.0852894,0.8234941,0.8928776,0.99161214,1.1964345,0.97253,0.79421633,0.6862215,1.1211879,1.0062853,1.2159526,1.0438201,1.1334528,1.2322652,1.1596088,0.88641727,1.0019773,1.0477113,0.99703157,1.0296595,1.1305938,1.1827079,1.0587685,1.1494367,1.0477066,1.2391202,0.9259358,1.1055323,0.9076293,1.0964669,0.82296824,0.9615209,1.0395672,0.8767097,1.0940462,0.7092741,1.1820115,0.99451584,1.1305138,0.8601748,1.0702854,0.9032196,1.0137231,1.0885187,0.8997931,0.84333205,0.92289376,1.122016,1.054124,1.1196088,0.992318,0.83326423,0.96614224,0.0,1.234289,1.2603718,0.78269005,1.0465457,0.9089389,0.9814601,0.9585543,1.2197014,1.0416477,0.7863854,1.0051782,0.9122454,0.9151778,0.9980345,0.9720932,0.8716086,1.2451969,0.9147542
stick,1.1297039,0.9115191,0.3924117,1.025689,1.318422,0.7206243,1.0024216,0.46477896,0.7052822,1.323791,1.3768753,0.6985251,1.3032119,1.385577,1.0607667,1.3717155,1.191133,1.0200245,0.3313926,0.903181,1.1335678,0.57050765,1.2713274,0.85646164,0.9039396,0.60546374,0.90440357,0.9404141,1.2446823,1.0640233,1.013052,0.80238134,1.2294468,0.9127378,1.2667193,1.1421458,1.3043904,1.1181648,0.41675675,1.2616079,0.5342212,1.2697115,1.1616793,1.0434452,1.0529782,1.0517734,1.2140009,0.7778195,0.57987267,1.1051543,0.93424076,1.2611008,0.92365247,1.1495595,0.6116011,1.0342878,0.8331731,0.81050855,1.1523192,1.3287004,0.80483735,1.1046398,1.1786584,0.91992927,1.2730672,0.6980178,1.2693262,0.79063666,0.75425506,1.2339153,1.3270942,0.78202343,1.3639823,0.7984912,0.98963964,0.61583495,1.1939414,0.44445312,0.91813105,1.3535064,1.2573789,0.9821227,1.1527755,0.56260574,0.8880314,0.83317715,0.7302869,0.51104856,1.2832296,1.2541635,1.3908241,1.3495877,1.3755393,0.59784836,0.5644592,0.5810011,1.2254918,1.0614289,0.7780291,1.0798628,0.7530682,0.9977661,0.62931955,1.2840273,0.7679038,1.0126337,1.2562985,1.1454495,1.1375499,0.99850535,1.0333439,1.2447523,1.0448359,1.3507786,1.062427,1.3046227,0.5531249,1.2596135,1.2060508,1.0293844,0.5766431,1.2288636,0.49404144,1.0740819,1.1909435,0.8025749,1.234289,0.0,0.3975836,1.2944205,1.3016971,1.1920254,1.3087192,0.6212845,0.7650795,1.0934205,1.1292597,0.87324107,0.609295,1.2032337,1.0469269,1.0999422,0.7960116,0.6137198,1.1794201
strawberry,1.154238,0.8548603,0.109968185,0.94228184,1.3907301,0.5722952,0.89235526,0.38035738,0.7851381,1.4726481,1.4671524,0.5726017,1.4271554,1.4651144,0.98622274,1.4532377,1.2639712,1.0391095,0.3135761,1.0366948,1.2392614,0.47994113,1.4113169,0.93911695,0.86484015,0.6037762,0.9243527,0.91409916,1.2496698,1.1928896,1.0777353,0.69315284,1.3460711,1.0370988,1.2992064,1.2177066,1.3951997,1.135574,0.30637735,1.4465412,0.5802274,1.3354658,1.1339655,1.0159663,1.2007798,1.0826232,1.2679024,0.65471345,0.4136604,1.0539919,0.8761892,1.2214458,0.7287689,1.2195923,0.52628374,1.0490177,0.80679244,0.74833477,1.0604703,1.4497306,0.5697396,0.90924287,1.2603346,0.8793503,1.1605451,0.6070424,1.2854197,0.41851252,0.8063189,1.3312311,1.3772668,0.96285766,1.4255056,0.7205713,1.1987834,0.66648376,1.242238,0.3680178,1.1009095,1.4020398,1.2908323,0.7194787,1.2265465,0.3199005,0.80291903,0.7117246,0.48420107,0.41044903,1.4395882,1.1498326,1.438221,1.3789597,1.4676816,0.4574687,0.4637425,0.5256271,1.1451507,1.0356708,0.7025156,1.1599954,0.7331575,0.8367222,0.60705334,1.2777679,0.6569199,0.8242425,1.4568937,1.2038915,1.1352301,1.0530957,1.1090987,1.2543715,1.0824099,1.3930595,0.9879922,1.3498884,0.5228482,1.4106479,1.3575538,1.2106853,0.33153445,1.2474691,0.38320792,1.0928777,1.3523407,0.78619206,1.2603718,0.3975836,0.0,1.2983422,1.3546174,1.2519727,1.4743319,0.44954312,0.5132679,0.91445,1.1898093,0.7770017,0.54772234,1.3251318,1.1026632,1.094904,0.9272252,0.36495078,1.3493903
stroller,0.9772274,1.195132,1.3616579,1.1349211,0.86630327,1.2289363,0.9201989,1.3378596,1.1483357,0.7847313,0.6246978,1.0993673,0.73569787,0.81361103,1.0104747,0.7316798,0.9695292,1.1205438,1.2453814,1.2383821,0.84674704,1.3476635,0.6393739,1.0299249,1.1656234,1.0258833,0.8860862,1.0813663,0.816609,0.6843437,1.23045,1.2307843,0.6134765,1.1781352,0.9078022,0.9986738,0.5447176,1.1011764,1.3418831,0.7705451,1.2776192,0.86998975,0.89915276,1.0473961,0.6797829,0.94742316,0.73237836,1.0783191,1.340308,1.0026778,1.0504954,0.79950845,1.1115438,0.82489777,1.2552502,1.0633551,1.0495999,1.272892,1.1665041,0.83853817,1.1045823,0.86710113,1.0950471,1.202698,0.674393,1.301025,0.92821443,1.1001589,1.2214377,0.7276277,0.7024692,1.0792516,0.61453336,1.2224072,0.665035,1.1458211,0.9515798,1.3186998,1.0301193,0.8104167,0.7410632,0.98215526,1.1356658,1.2764642,1.1639378,1.2159175,1.2275577,1.3769892,0.6432123,0.96278733,0.70108783,0.5019485,1.0008433,1.300297,1.3560504,1.2630507,0.990861,0.8948044,1.331966,0.91128683,1.3387595,0.9952927,1.3174026,0.8123824,1.1587456,1.0122088,0.58064395,1.1336802,0.93336165,1.1730248,1.0491507,0.95511484,1.0999558,0.67676866,0.9854135,0.6896143,1.1715865,0.65605766,0.9235529,1.0541435,1.2572075,1.0566874,1.3387507,0.9659752,1.0493369,1.262985,0.78269005,1.2944205,1.2983422,0.0,0.59003484,0.9393449,0.7657832,1.3771842,1.1713889,1.0801841,0.9534919,1.1557925,1.3056453,1.0297098,1.0038632,0.7639064,0.7466947,1.2426761,0.75403696
sweater,0.894398,1.1057358,1.4269105,1.2744931,0.58111924,1.2701155,0.95959544,1.4089017,1.2700404,0.622237,0.49807173,1.2834042,0.5188924,0.4555652,1.0896989,0.5713341,0.9671691,1.1726449,1.4785631,1.3023309,1.0045817,1.4338359,0.7937243,1.2235004,1.2029529,1.3524752,1.0894225,1.1851568,0.6374412,0.8035618,1.3349814,1.2621572,0.6617647,1.1814106,0.7841426,1.1213127,0.44487995,1.2142689,1.4991617,0.7205365,1.4563825,0.8052083,0.9862298,1.0181837,0.81999904,1.1897595,0.31165898,1.1519024,1.3743234,0.7252958,1.1452396,0.6976158,1.1004757,0.7644281,1.3934953,1.1889172,1.0977962,1.4559884,1.2163701,0.6662299,1.0824854,1.0230088,0.77662414,1.3285654,0.55661523,1.3087374,0.71657705,1.1919086,1.358551,0.7915858,0.36475635,1.1524887,0.28032827,1.4623574,1.0073802,1.410944,0.9713421,1.369597,1.1882946,0.7498919,0.93435264,1.0230016,1.0394126,1.254709,1.4015416,1.1832838,1.3491827,1.3322923,0.6872283,0.6813833,0.29639125,0.2958215,0.78422254,1.4341476,1.4139025,1.4167211,0.69001013,1.0871216,1.3770173,0.9655291,1.4923341,1.0309924,1.4116278,0.98750335,1.4163265,1.161022,0.5516651,0.74168074,1.1076322,1.0930682,1.1095753,0.6684016,1.1843094,0.20121574,1.1174959,0.44407797,1.4269475,0.5490341,0.94622,1.0613606,1.46492,0.75991386,1.4793186,1.0241202,1.0867193,1.4774188,1.0465457,1.3016971,1.3546174,0.59003484,0.0,0.7669451,0.5826619,1.5201662,1.1930804,1.1050835,0.99672437,1.3639708,1.4675386,1.0562221,0.91894335,0.8932272,1.1401186,1.3213961,0.7466678
swing,1.002226,0.94330126,1.260591,1.1606736,0.5920453,1.0150003,0.8536379,1.2577938,1.2071306,0.8288306,0.75946647,1.3101594,0.744843,0.62347513,1.1838098,0.7534412,0.68729234,1.0098996,1.299104,1.1038609,0.95852774,1.3536855,0.79033065,0.97414565,1.1385927,1.2939222,1.169395,1.1027905,1.052279,0.9628684,1.1417737,1.0387166,1.0042381,0.9756282,0.9406437,1.0184098,0.72910744,1.0935946,1.3203931,0.7988082,1.2546694,0.81822324,1.0112187,0.8489795,1.085978,1.1231441,0.71387154,1.1886723,1.2478179,0.9879985,1.2007353,0.8508203,1.1109006,0.96799105,1.1649806,1.1143268,1.1034567,1.3579383,1.0500896,0.86354345,1.2142181,1.0309228,0.632089,0.95331603,0.8512125,1.1375519,0.75950646,1.1593407,1.245498,0.772092,0.934975,1.003549,0.7159959,1.3364875,0.988462,1.3272357,0.9412196,1.2180706,0.98703134,0.6958622,0.85080695,1.1211913,0.9378112,1.209981,1.3031956,1.1082262,1.3073225,1.1587496,0.92442065,0.92409384,0.6010651,0.819251,0.7570165,1.364019,1.3128331,1.2955756,0.7784426,1.1632814,1.2507923,0.9751803,1.3281283,1.1385669,1.2412596,0.8714353,1.2580086,1.1478106,0.9126848,0.9373407,1.0937763,0.9929915,0.9700133,0.8397857,0.83511233,0.6674198,1.0054693,0.6520544,1.3673999,0.8706557,0.93851614,0.6974409,1.3535936,1.0358866,1.3460138,0.9536209,0.98967886,1.3100221,0.9089389,1.1920254,1.2519727,0.9393449,0.7669451,0.0,0.6826875,1.2894292,1.1588945,1.0857749,0.81487167,1.2632582,0.990574,0.92957276,1.0079203,1.1396956,1.073336,1.244015,0.93982667
table,0.9751225,1.2244972,1.4972517,1.2558568,0.60054624,1.2948325,1.0290424,1.4419744,1.2145953,0.33573484,0.36025083,1.4761715,0.47875732,0.48966652,1.1816722,0.48068386,0.8210363,0.9461413,1.5490215,0.94881535,0.7745737,1.4696574,0.6636496,1.1204418,1.2823373,1.4589239,1.145227,1.2187515,0.7985419,0.7293399,1.010205,1.2002124,0.6667247,0.9627743,0.8808399,0.9181885,0.45657974,1.096957,1.5742937,0.49880767,1.3522453,0.5375538,1.0292298,1.0621495,0.852738,1.122864,0.6596539,1.3789744,1.5045662,0.8757349,1.2115914,0.7713935,1.3912154,0.7332312,1.3964245,1.0507746,1.342443,1.4003509,1.1638105,0.5992534,1.4016899,1.3443882,0.62023324,1.1336011,0.8449824,1.3344615,0.861836,1.4981182,1.413781,0.63969153,0.54732096,1.0006126,0.6430314,1.3587133,0.8184865,1.3284903,0.8905017,1.3598019,0.9677469,0.74642825,0.83345926,1.2493696,0.8045107,1.4549832,1.2940043,1.4269361,1.4732554,1.3412148,0.63142,0.8360636,0.49514592,0.7134172,0.49747795,1.5569968,1.5317863,1.4349785,0.69554836,1.1287105,1.3089404,0.9025525,1.2011443,1.1822834,1.348526,0.8443422,1.4140817,1.2579386,0.5320412,0.7016242,1.1174245,0.8905987,0.8576032,0.8133718,0.9882342,0.48849678,1.2539135,0.7127568,1.4960582,0.4472102,0.52004516,0.87032723,1.6640162,0.7102059,1.5630636,1.1659479,0.7904878,1.3277117,0.9814601,1.3087192,1.4743319,0.7657832,0.5826619,0.6826875,0.0,1.5001149,1.502812,1.2505779,0.9774476,1.3857865,1.3563454,0.523022,0.9895703,0.97489893,1.1645302,1.5680789,0.68473434
tape,1.1489089,0.86640817,0.3414533,0.74181545,1.5254462,0.45669246,0.8424431,0.42560732,0.7973645,1.4681504,1.544915,0.5560807,1.5094994,1.5644337,0.939073,1.5246056,1.1553584,0.87459457,0.33573925,0.7268908,1.1252414,0.47710234,1.3615806,0.70031804,0.77250075,0.54856455,0.9300618,0.9394736,1.4024588,1.268471,0.85427165,0.4224546,1.4439371,0.7444295,1.2658443,1.0475394,1.5315266,0.9924994,0.32589656,1.4515512,0.4694072,1.2970791,1.1000727,1.0380245,1.3002188,0.8849787,1.4335504,0.79500675,0.36834478,1.27108,0.875529,1.22329,0.88078564,1.1777555,0.43525052,1.0228314,0.89191496,0.59548604,0.7854954,1.4100862,0.6990725,0.8745882,1.2531109,0.63228893,1.3587958,0.55077016,1.3912177,0.5798575,0.68647724,1.3586837,1.4676383,0.87603694,1.5237019,0.5865135,1.2383353,0.52236485,1.1907582,0.4604683,1.0174148,1.4012647,1.1656436,0.84933996,1.1364412,0.5410937,0.69440997,0.7719357,0.50506246,0.48107868,1.394047,1.2099396,1.6322585,1.5497187,1.415316,0.4446745,0.47863632,0.506894,1.3138256,0.9993175,0.6675938,1.1943188,0.5120595,0.8517813,0.5416188,1.1885028,0.43892002,0.8077806,1.5052966,1.3074052,0.99433553,1.0277686,1.146651,1.3115101,0.95285964,1.5654676,0.8607243,1.5519494,0.49878466,1.5073918,1.1741372,1.2026516,0.26719844,1.1949881,0.29239273,1.0635935,1.1461447,0.55839705,0.9585543,0.6212845,0.44954312,1.3771842,1.5201662,1.2894292,1.5001149,0.0,0.68442416,0.9829129,1.1108999,0.64571077,0.37056732,1.1997657,1.2287867,1.1747127,0.9392779,0.48282897,1.4464748
toe,1.1692815,0.55218923,0.5399129,0.88777876,1.0518,0.8351344,1.0009713,0.7406455,1.1074413,1.4948219,1.4614522,0.6665261,1.385848,1.3600335,1.0597187,1.4653976,1.2753181,1.128494,0.6112617,1.1840823,1.3482038,0.59537446,1.3201292,1.1470152,0.9778734,0.75839067,1.2305378,0.64813995,1.291721,1.272378,1.1278694,0.9294755,1.3651686,1.1946516,1.236087,1.1631349,1.3491389,0.919958,0.548242,1.5545237,0.7689053,1.31848,1.180731,0.98596925,1.2270706,1.1117175,1.1022819,0.26984197,0.42428255,1.1186816,0.7278781,1.038417,0.13980246,1.2578292,0.81361425,1.1251903,0.48816407,0.77537787,1.101314,1.374259,0.3945334,0.61773425,1.2141048,0.92256397,0.87307286,0.7586342,0.6654111,0.5047733,0.81561923,1.3955755,1.3928549,1.0848991,1.1539905,0.8040751,1.2806861,0.93243706,1.1619254,0.7818093,1.0943315,1.2124789,1.3341703,0.41941434,1.1285549,0.23731202,0.9184901,0.42292315,0.45555556,0.61131144,1.4250381,1.1468164,1.2857018,1.125968,1.35571,0.6021514,0.52276903,0.6345686,1.0869552,1.0879649,0.6849571,1.2398701,0.85853434,0.8402991,0.9051053,1.4000918,0.88887864,0.6438321,1.4570305,1.1925,0.9843829,0.999186,1.1747916,1.194844,1.1367704,1.2413803,0.8230444,1.0738212,0.7111702,1.4223709,1.4360371,1.233751,0.41148424,1.2020701,0.60089767,0.7855575,1.2816818,0.8488057,1.2197014,0.7650795,0.5132679,1.1713889,1.1930804,1.1588945,1.502812,0.68442416,0.0,0.5914414,0.9054189,0.94385344,0.8910709,1.4126773,1.2341955,1.2045285,1.1226994,0.2809233,1.4092152
tooth,0.96600187,1.0129563,0.95210403,0.8922363,0.8642916,1.1403067,1.1119511,1.0769321,1.1133704,1.1789907,1.2668065,0.7517848,1.1978147,1.0195014,0.9869528,1.1663777,1.1337135,1.1019081,0.90916485,1.130869,1.148601,0.85069263,0.97824335,1.2400064,1.0740217,0.9391546,1.2197993,0.50662524,1.0697652,1.2088498,1.1066145,0.97188705,1.125097,1.3065239,0.85086197,1.1242323,1.1561049,0.9100611,0.79762197,1.298676,1.0443013,1.1861644,1.185092,1.0921733,1.1145916,0.93692124,1.1102185,0.5337613,0.8146292,1.1344571,0.75204915,0.9518708,0.47453338,1.1640153,1.0971181,1.2012119,0.74480355,0.73064756,1.0236853,1.0157282,0.5554436,0.7468392,1.19881,0.80893266,0.8498057,0.8863661,0.72061604,0.8544917,0.77126575,0.9923478,1.1637572,1.0883213,0.9412748,0.835165,1.2273114,1.1261187,1.0891849,1.1174159,1.0244663,0.95054704,1.0009183,0.54111934,1.0690839,0.6370628,1.0033396,0.5265941,0.68984294,0.9247757,1.1860976,1.1233261,1.0701766,0.8954236,1.0645107,0.7652148,0.71355534,0.89145553,1.1294338,1.0570911,0.8292102,1.3109343,0.91049945,0.8628313,1.1580483,1.1664774,1.1928782,0.5196582,1.1768874,1.1460773,0.89601547,1.0496653,1.1350046,1.0182979,0.9848777,1.0997119,0.9475858,0.8353324,0.8457138,1.2644513,1.1851481,1.0827894,0.76543176,1.1543665,0.90995026,0.90882605,1.0380954,0.82122993,1.0416477,1.0934205,0.91445,1.0801841,1.1050835,1.0857749,1.2505779,0.9829129,0.5914414,0.0,0.55063146,1.1166528,1.1729717,1.1506418,1.2219205,1.1500775,1.2674782,0.5773699,1.2953501
toothbrush,1.0127797,0.95452964,1.1927319,0.9967914,0.7639792,1.0831299,0.9954675,1.2371585,1.1927019,0.94868475,1.1424477,1.1341588,1.0784719,0.78596747,1.0831202,1.0633125,0.78985584,0.92208976,1.0699381,1.0525866,0.9931664,1.2637384,0.7355336,0.8502702,1.0717078,1.1205201,1.1497283,0.6617743,1.1982285,1.1064425,1.1475198,0.9510651,1.0863786,1.1174157,0.90823853,1.0823925,1.1005164,0.9995201,0.9805973,1.02736,1.0742607,1.0614921,1.1780562,0.9875792,1.0435238,0.9881813,1.0062968,0.908514,1.1251495,1.1286886,1.1174245,0.9886339,0.7356629,1.1036297,1.0526245,1.097154,0.99598736,0.80328953,0.93425965,0.76120305,1.0027852,0.7781929,1.0200571,0.56751585,0.9472735,1.0024651,0.53841746,1.0876029,0.9796812,0.7425761,1.0993775,0.8500866,0.8955786,0.8550068,0.96975106,1.0840605,1.071459,1.2299209,0.9426679,0.67740554,0.8051703,0.98223567,1.0730889,1.0065777,1.1005285,0.7966836,1.1481355,1.1825075,1.0735368,1.073314,0.8973453,0.9939978,0.8700085,0.941044,0.8290829,1.0601648,1.0430328,1.2349758,1.1585557,1.1153798,1.1617186,1.1265925,1.1995697,0.8467156,1.2018827,0.95918465,1.0168529,1.1760755,0.8471318,1.0901089,1.0552995,1.0026238,0.56784225,0.97332084,0.88816136,0.85294974,0.96083575,1.092838,0.9080922,0.7870512,1.0844144,1.1163828,1.1313732,0.82620835,0.9793701,0.73712564,0.7863854,1.1292597,1.1898093,0.9534919,0.99672437,0.81487167,0.9774476,1.1108999,0.9054189,0.55063146,0.0,1.1615754,0.92584395,0.93070483,1.1214039,1.1433802,0.9434466,0.9861654,1.1470784
towel,1.0472366,0.7976115,0.830563,0.83930326,1.3858731,0.89762694,1.1303693,0.75117224,0.67117745,1.3201879,1.1984743,0.7544874,1.2330714,1.3013505,0.7477046,1.0495722,1.0530946,0.86976635,0.66347826,0.96986777,0.9338789,0.7410584,1.1160237,0.6754956,0.78161335,0.5845746,0.7014295,1.0939339,1.1948582,0.77772474,0.933479,0.9573007,1.143808,0.77892584,1.1949292,0.96805227,1.2584836,0.8557339,0.7454034,1.1213765,0.5532619,1.2876337,0.80700094,0.82002264,1.0457177,0.8138069,1.3278284,1.0427549,0.9067415,1.1377684,1.0760474,1.3866432,1.0912632,1.2363528,0.7076021,0.68717074,0.7598065,0.7368587,0.83355725,1.2614244,1.0042546,0.55402374,1.3146102,0.91445607,1.3671525,0.7684492,1.3057547,0.69643104,0.90309143,1.2483535,1.242475,0.8509642,1.2996508,0.70152897,0.9361904,0.7202352,1.1096442,0.8247671,0.9786982,1.0134339,1.0870554,1.1478909,1.0913093,1.0468662,0.14695644,0.94330394,0.91226596,1.0202723,1.085201,1.1331555,1.3209255,1.2532296,1.2143158,0.77827626,0.80957127,0.74126446,1.0738777,0.48591632,0.7688503,0.96109366,0.8000578,1.0776168,0.72041804,0.86125064,0.5399064,1.1409533,1.2403456,1.2558233,1.0578462,0.93173534,1.1282542,1.0017555,0.93504584,1.4166424,0.6245138,1.2533133,0.67246914,1.3546197,1.1326034,1.002215,0.5674012,1.1375326,0.7017213,0.70716023,1.1339207,0.7363843,1.0051782,0.87324107,0.7770017,1.1557925,1.3639708,1.2632582,1.3857865,0.64571077,0.94385344,1.1166528,1.1615754,0.0,0.6462887,1.1222577,1.0921794,1.0344288,0.78610754,0.8834109,1.1995167
toy,1.1839024,0.8438169,0.4652797,0.87192047,1.46263,0.3900798,0.79135907,0.514641,0.7298099,1.3697702,1.354348,0.8344685,1.3350244,1.3344748,1.0380245,1.3054023,0.7337866,0.64709455,0.46011436,0.8876829,0.88789535,0.74989766,1.2433193,0.43411,0.76706123,0.6880292,0.8950842,1.1014681,1.4443339,1.1095517,0.93875426,0.5102545,1.4269419,0.72129554,1.31055,1.082155,1.35533,1.0927747,0.4571514,1.1252227,0.58188,1.1636302,0.97394276,0.71924925,1.284933,0.9447314,1.3265619,1.0034105,0.6571504,1.2189295,1.1906662,1.1881238,1.0947957,1.1989347,0.45380545,0.9466433,1.0418692,0.8842513,0.64210945,1.3616652,0.94371516,0.9886088,0.9878352,0.49515414,1.3753803,0.5960419,1.3679359,0.60046667,0.8472944,1.1815373,1.4203539,0.7142686,1.4775958,0.80805904,1.1169689,0.70188427,1.2037622,0.5522276,0.9138507,1.217025,1.0980531,1.0782357,1.1990081,0.81116784,0.80905914,0.95630944,0.8000381,0.6597074,1.3836081,1.1828654,1.4343737,1.5931139,1.2507002,0.6948784,0.6934718,0.66499406,1.2397078,1.0669692,0.86426425,1.0309259,0.8123951,1.0650568,0.5612672,0.96790844,0.5245657,1.1265819,1.480768,1.2342924,0.9447443,1.0554938,1.0599035,1.2674892,0.61295813,1.4943042,0.8723226,1.5071852,0.7581176,1.4177213,1.2318679,0.722644,0.52513444,1.2614079,0.5010147,1.0289338,1.1802266,0.8172029,0.9122454,0.609295,0.54772234,1.3056453,1.4675386,0.990574,1.3563454,0.37056732,0.8910709,1.1729717,0.92584395,0.6462887,0.0,1.0601397,1.0466372,1.150548,0.78241086,0.7550893,1.306018
