,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
lamp,1.0721133,0.8859186,0.6561787,0.85873926,1.4424992,0.70789576,0.9528451,0.7311996,0.7088504,1.1300434,1.3957413,0.59041846,1.2613807,1.5116907,0.9743722,1.4098759,1.1692493,0.97249496,0.51014376,0.7512504,1.0708681,0.8165225,1.2571483,0.733422,0.77505696,0.4600724,0.7343897,1.1584592,1.2257688,0.93814874,0.9142223,0.68533784,1.0484049,0.78273964,1.1204019,1.1197467,1.3776978,1.1675308,0.5638783,1.1807745,0.45756072,1.3241005,1.1567506,1.1538317,0.7308593,0.7587827,1.362552,0.9952625,0.6761485,1.1657254,0.791601,1.3256172,1.049883,1.2090476,0.6871862,0.8309929,0.9190916,0.5290402,1.0439868,1.2169839,0.96266687,1.0829086,1.2623048,0.9229024,1.3397341,0.81468683,1.3672837,0.8964827,0.7513443,1.1624522,1.3100402,0.8550807,1.4695065,0.59111416,0.6713873,0.0,1.224549,0.7048316,0.8382629,1.489358,1.109519,1.1663009,1.2197746,0.8107347,0.6476556,0.81821406,0.7453052,0.8500544,1.1245849,1.2867144,1.5109141,1.4148139,1.3264873,0.54979825,0.6342871,0.78040934,1.3043704,0.821276,0.9442791,0.90092754,0.7138799,0.9535396,0.8070994,1.1012597,0.60227835,0.9216051,1.1018722,1.194396,1.1090829,1.1268874,1.1093951,1.3090019,1.0328121,1.4458168,0.96472424,1.3898433,0.49211353,1.1588614,0.8775434,1.1522421,0.6205989,1.1674588,0.5498275,0.9837758,1.1368009,0.53658605,0.8928776,0.61583495,0.66648376,1.1458211,1.410944,1.3272357,1.3284903,0.52236485,0.93243706,1.1261187,1.0840605,0.7202352,0.70188427,1.123029,0.9353219,0.9173329,0.66000175,0.7787853,0.92472005
meat,1.0554895,1.0312167,1.1981215,1.1372703,0.8685446,1.1549517,1.063935,1.1654903,1.0876334,1.040515,0.97502226,1.308927,1.0216992,0.8364264,0.95900095,0.96407914,1.0228056,0.95063084,1.2820294,0.82798415,0.97686136,0.8841946,0.9311348,1.138615,1.0786777,1.2987438,1.1257409,0.9989246,1.1221101,1.1293293,0.5551001,1.1224768,1.0030028,0.98966783,1.0475005,0.57165587,1.0240933,0.5516141,1.34086,0.97243255,1.2078574,0.8363475,0.9288114,0.9005257,1.1175969,1.0720773,0.9173194,1.1559312,1.1597885,1.1111097,1.1350157,0.81905365,1.0982591,0.9979077,1.2014878,0.92447054,1.0703962,1.1378267,1.01047,0.8876071,1.1662643,1.1077986,1.1530874,0.9953082,0.93447506,0.9496664,0.857702,1.174151,1.0413139,1.0228437,1.058848,1.0922264,0.99988294,1.1119434,0.9278279,1.224549,0.0,1.1736178,0.93471515,0.7567751,0.79434234,1.1113373,0.46257573,1.2118561,1.1063585,1.1999094,1.2592142,1.1432698,0.8813442,0.98565286,0.9102604,0.9310231,0.8441887,1.304995,1.2564821,1.102405,1.0573307,1.120084,0.73757577,0.9465639,0.787396,1.0986125,0.85324836,0.9026731,1.1923517,1.160682,0.9604893,1.0755246,0.8782377,0.581096,0.579328,0.974934,1.0110139,0.90083784,1.0804914,0.86751294,1.2402445,1.0428443,0.92683786,1.0065455,1.3068522,1.1133596,1.2697221,1.0654206,0.6021542,1.0966656,0.99161214,1.1939414,1.242238,0.9515798,0.9713421,0.9412196,0.8905017,1.1907582,1.1619254,1.0891849,1.071459,1.1096442,1.2037622,0.6445834,0.9185309,0.96428126,1.1134466,1.308938,0.9764302
melon,1.1444852,0.9791408,0.20477343,0.92186403,1.3895243,0.5220574,0.9260302,0.06686783,0.84694576,1.4164109,1.3670502,0.6862198,1.3879948,1.4049857,0.95581275,1.3668667,1.2468805,1.0108042,0.39497,0.9089383,1.2100102,0.4961428,1.2618234,0.9465378,0.8960234,0.7479495,0.8862823,0.9169987,1.2500957,1.2825522,0.8293427,0.7892498,1.278053,1.0613388,1.3196831,1.0987735,1.4005775,1.0408072,0.34068644,1.3640275,0.6787417,1.2435682,1.1552905,1.1766404,1.2088451,1.1821517,1.2615588,0.8010567,0.4329567,1.1575861,0.9089359,1.1890478,0.96177155,1.0950055,0.41777116,0.95598674,0.97625375,0.8116429,0.95948243,1.3919315,0.75635856,1.0877861,1.1557133,0.80998814,1.2091899,0.66623664,1.3778129,0.70008945,0.72974277,1.3389411,1.3329849,0.97844136,1.4141593,0.8084054,1.2011199,0.7048316,1.1736178,0.0,1.0427533,1.3941609,1.2250276,0.8738221,1.1059936,0.49328595,0.85899425,0.9382398,0.68466735,0.22624886,1.3594892,1.2201746,1.4429824,1.3819302,1.2662417,0.5599668,0.55692106,0.33514667,1.2420748,1.0799053,0.71349627,1.0657923,0.63883376,0.82353365,0.4763354,1.2903333,0.7841291,1.0531096,1.3635877,1.187569,1.0401415,0.9781701,1.1327701,1.2464266,1.1484808,1.3608258,1.127862,1.3929693,0.6045902,1.3581942,1.2254704,1.0863255,0.5433856,1.1866612,0.26529628,1.1984329,1.1140311,0.8132652,1.1964345,0.44445312,0.3680178,1.3186998,1.369597,1.2180706,1.3598019,0.4604683,0.7818093,1.1174159,1.2299209,0.8247671,0.5522276,1.2139251,1.0436273,1.0631597,0.99257374,0.6116612,1.2828865
milk,0.96679693,0.9718983,1.0927767,1.067043,1.0018711,0.9575982,1.0088377,1.0895349,0.9653781,1.0076154,1.1006554,1.0777816,1.0980606,0.94311154,1.1070346,1.0833887,1.0389336,0.61790276,0.822516,0.8821699,0.6357448,1.1439052,0.9971475,0.8153368,0.95776665,0.80381095,1.0773152,1.0504997,1.1286103,0.961171,0.8968387,0.9888021,0.99053496,0.87066436,1.0912775,1.0093865,1.1014458,0.9579518,1.0678065,1.0088956,0.685755,0.93679756,0.9838846,0.9798818,0.86936975,0.9189046,1.0954962,1.0537508,1.0463642,1.1837847,1.0708699,1.0176399,1.0868964,1.0905039,1.0557472,0.8550503,1.0309478,1.0440654,1.0235196,1.0280755,1.2024308,1.06589,1.1050112,0.74161637,1.0756596,0.9922119,1.0356363,1.1227571,0.9644524,1.036525,1.1082083,0.5612108,1.2004222,1.0202825,0.8561114,0.8382629,0.93471515,1.0427533,0.0,1.0158118,0.99513155,1.1425139,0.95707184,1.1424704,0.8911138,1.0945253,1.1356959,1.0514932,1.0122108,1.0613456,1.079864,1.1827421,0.8473779,1.1032035,1.1344681,1.0842369,1.1103654,0.9255392,1.0479697,0.87401813,0.975689,1.1816595,0.88863546,0.9275024,0.9104904,1.0378946,0.97735184,1.08451,0.94984335,0.8677808,0.9037742,1.1138718,0.959688,1.1103747,0.9199339,1.0539585,1.0414134,1.000644,0.90501356,1.0402576,1.068213,1.0628437,1.0395222,0.8742737,0.9437677,1.007226,0.97253,0.91813105,1.1009095,1.0301193,1.1882946,0.98703134,0.9677469,1.0174148,1.0943315,1.0244663,0.9426679,0.9786982,0.9138507,0.8839785,0.98312104,0.9919496,0.87132597,1.1606534,1.0035545
mitten,0.97436345,1.0564157,1.4532087,1.1699792,0.64381814,1.1850215,0.84092623,1.4152459,1.2289803,0.8860714,0.73349,1.5002973,0.80545545,0.5142605,0.9694946,0.6375246,0.84728056,1.0472494,1.5207129,1.0783024,0.91608226,1.3588506,0.656942,0.9694512,1.1601335,1.4111042,1.2348099,0.9204817,0.85562235,0.91015065,1.024902,1.2254641,0.93113893,1.0607522,0.8850677,0.77232134,0.70552075,0.7116052,1.556057,0.8257196,1.3841593,0.8010504,0.7581025,0.6858311,1.1829164,1.1648318,0.7619505,1.1353457,1.3454138,0.88732785,1.2638555,0.8378139,1.0611672,0.9759918,1.2528746,0.8614349,0.99375874,1.4054455,0.90318584,0.7128235,1.3345232,0.67079437,0.9304495,0.84632134,0.85020876,1.0841409,0.58570343,1.103251,1.3659233,0.78181386,0.84397167,1.062234,0.69543964,1.3857608,1.0622921,1.489358,0.7567751,1.3941609,1.0158118,0.0,0.7912575,1.1301308,0.63057405,1.3625635,1.0353743,1.2151176,1.3983653,1.308383,0.899709,0.6949256,0.5902948,0.7043581,0.67054814,1.5579208,1.475116,1.2522682,0.7756278,0.99210715,1.2234647,0.9307167,1.3577596,1.2748175,1.1427649,0.6092065,1.3493768,1.1116024,0.9331586,0.9562071,0.7941005,0.842025,0.8372865,0.6919067,0.8541162,0.74258757,0.7843457,0.62360424,1.4459219,0.93348056,0.97397536,0.8231834,1.4295294,0.9526339,1.5548098,0.73079926,0.7273561,1.3093853,0.79421633,1.3535064,1.4020398,0.8104167,0.7498919,0.6958622,0.74642825,1.4012647,1.2124789,0.95054704,0.67740554,1.0134339,1.217025,0.84183353,1.0513198,1.0936261,1.1700296,1.4118334,1.0240003
motorcycle,1.0558059,1.1028194,1.2926669,1.0488595,0.8916039,1.1351604,1.0246384,1.2168175,1.0753814,0.85240245,0.91313165,1.2242725,0.8854524,0.8211497,0.8970946,0.8963306,0.83474416,0.95824677,1.2023377,0.94990873,0.9450913,1.2736576,0.7401491,1.041339,1.0297812,1.2498014,0.86397433,1.0190358,0.9764474,0.99734205,0.9502265,0.95492965,0.8699074,0.9267705,0.8360023,0.96136194,0.9571607,1.0007439,1.248337,0.8401492,1.201954,0.87962854,0.9931365,1.023481,0.97742987,0.9982863,0.9414311,1.2507752,1.3220845,1.0287309,1.1497763,0.92276263,1.2500525,0.9160305,1.1176049,0.94143414,1.2211218,1.0098295,0.9945309,0.7233765,1.1959492,1.0007595,0.9554888,0.9282726,0.9615603,1.1447777,0.937995,1.2004371,1.1203076,0.72986555,0.9094833,0.9517028,0.9363956,1.0027465,0.86270416,1.109519,0.79434234,1.2250276,0.99513155,0.7912575,0.0,1.1639864,0.90801305,1.310984,1.1029707,1.2194648,1.301851,1.2547911,0.86351156,0.91352385,0.9008656,0.955766,0.83231676,1.1829815,1.1758461,1.2887046,1.087558,1.1012521,1.1383642,0.932722,1.124037,1.0547739,1.1467986,0.8165414,1.1661416,1.1970022,0.8432089,0.9960935,0.9032806,1.0064263,0.9649911,0.9869793,0.8820916,0.9180021,0.96928656,0.8693707,1.1348113,0.9138661,0.798365,0.9111494,1.2735584,0.98905945,1.2661515,1.0091561,0.8120155,0.95546573,0.6862215,1.2573789,1.2908323,0.7410632,0.93435264,0.85080695,0.83345926,1.1656436,1.3341703,1.0009183,0.8051703,1.0870554,1.0980531,0.69249296,0.8756501,0.8492882,0.837742,1.2902043,0.9073019
mouth,1.0959736,1.0335604,0.7376719,0.9936184,0.9962428,1.0234987,1.0426183,0.85235983,1.2025064,1.253905,1.1883214,0.77532864,1.1959443,1.1418188,1.0122346,1.2486551,1.2235224,1.0801862,0.8357899,1.1896096,1.1978629,0.759442,1.1081065,1.2940665,1.0949752,0.97129244,1.2929505,0.70602596,1.1141514,1.2359372,1.1173984,0.93352276,1.1891402,1.2842984,1.0608419,1.1028335,1.0880682,1.0173634,0.7308892,1.3157641,1.0262417,1.0886937,1.1012493,1.0265974,1.194288,1.1061107,1.003203,0.31968117,0.6696954,1.0823745,0.76001644,0.7663673,0.44551015,1.10944,1.0082386,1.2473373,0.83352256,0.96166825,1.0354084,1.1546404,0.34485477,0.8837354,1.1362398,1.0020261,0.6804113,0.9405842,0.87710786,0.5907124,0.906965,1.170099,1.1336571,1.2153028,1.0298854,1.0118415,1.2552391,1.1663009,1.1113373,0.8738221,1.1425139,1.1301308,1.1639864,0.0,1.1362503,0.4288081,1.1174054,0.6367724,0.53125775,0.6900809,1.1822562,1.0777421,1.1285305,0.937867,1.1362971,0.7871033,0.75335383,0.7463201,1.0780958,1.1959801,0.8645266,1.2532192,0.9396272,0.77292943,1.0628161,1.279366,1.0705013,0.58946764,1.2148936,1.1152552,0.8494389,1.0561861,1.2292581,1.145367,1.1502522,1.0224737,1.0823045,0.9473063,0.89986396,1.1759264,1.2934248,1.2528852,0.67861533,1.1224247,0.75944585,1.0735487,1.1219721,1.0470067,1.1211879,0.9821227,0.7194787,0.98215526,1.0230016,1.1211913,1.2493696,0.84933996,0.41941434,0.54111934,0.98223567,1.1478909,1.0782357,1.2645466,1.2274718,1.1857886,1.2441765,0.46632743,1.2747993
muffin,1.1414853,1.0482717,1.1855705,1.0753281,0.8997634,1.02177,0.97406816,1.1293169,1.192083,1.0344647,0.9917716,1.465373,1.0686976,0.83665884,1.0385689,0.9823001,1.0760238,1.0403286,1.3386879,0.7477113,1.1466424,0.8346544,0.9366839,1.1588713,1.1093643,1.4396787,1.2971269,0.98166645,1.0933948,1.224999,0.46560305,1.104924,1.0502728,0.92534435,1.1148763,0.39043915,1.1174649,0.3202302,1.382603,1.0948011,1.1828558,0.7968656,0.93303174,0.97356695,1.2320154,1.2514335,1.004495,1.0462719,1.0476372,0.98097897,1.147671,0.8572656,1.0832278,1.023186,1.1379745,0.8309059,1.06755,1.176417,0.957871,0.8974527,1.2339009,1.1281981,1.0521574,0.9743728,0.9827905,0.8175666,0.8056062,1.218952,1.1379545,1.0613179,1.1041741,1.0562304,1.1018755,1.1552417,1.021306,1.2197746,0.46257573,1.1059936,0.95707184,0.63057405,0.90801305,1.1362503,0.0,1.133872,1.0826629,1.1465354,1.2241147,1.0271317,1.0534589,0.8386729,0.95468795,1.0681481,0.72053754,1.3461182,1.2537531,1.070289,0.9281737,1.2026396,0.649382,0.95925075,0.7534621,1.1941507,0.83740187,0.99971515,1.2352085,1.1201161,1.0842909,0.88668543,0.92643476,0.33549702,0.63811445,1.0055853,0.9583368,0.9802809,1.1168106,0.98001236,1.2448081,1.0032752,0.9328996,0.9728585,1.3321215,0.9069745,1.3314378,1.1031876,0.4549731,1.0563173,1.0062853,1.1527755,1.2265465,1.1356658,1.0394126,0.9378112,0.8045107,1.1364412,1.1285549,1.0690839,1.0730889,1.0913093,1.1990081,0.62831676,1.0004842,1.1392516,1.2204298,1.319515,1.0233519
nail,1.1883359,0.83381045,0.28312594,0.96296865,1.2224984,0.67871106,0.9103283,0.5021098,1.0657291,1.4271098,1.4533317,0.65534264,1.4301456,1.4080914,1.0538414,1.4826124,1.3657199,1.1649569,0.4797936,1.108881,1.4049432,0.5004331,1.3462023,1.2131673,0.9843312,0.8145971,1.1514902,0.6294861,1.2424444,1.4020424,1.0757164,0.8044977,1.3215032,1.2202624,1.2647083,1.1991677,1.4153211,1.029134,0.37419975,1.5344095,0.77811444,1.3187053,1.2237465,1.1369069,1.2291931,1.1782728,1.1667887,0.31597102,0.26182145,1.075617,0.6256124,1.0340043,0.3502605,1.1921328,0.6930128,1.1746805,0.7662389,0.7871402,1.1423635,1.367908,0.3563125,0.91335666,1.2063894,0.86135185,0.9682744,0.69610155,0.98938,0.54862326,0.77274084,1.3747458,1.3557918,1.107893,1.2927599,0.82516146,1.2920742,0.8107347,1.2118561,0.49328595,1.1424704,1.3625635,1.310984,0.4288081,1.133872,0.0,1.0057878,0.5109191,0.39480853,0.32135546,1.4501776,1.1465142,1.3683875,1.2388458,1.3620868,0.49262536,0.42827696,0.5114854,1.1254201,1.1943817,0.71988326,1.282927,0.7565985,0.6630215,0.77919424,1.4590378,0.899853,0.6745599,1.4337469,1.1884512,1.0547864,1.007754,1.187481,1.2157364,1.1830201,1.2749083,1.1171702,1.2088395,0.6871929,1.3706905,1.3584316,1.264178,0.42719936,1.164278,0.44796026,1.0979865,1.265162,0.8344557,1.2159526,0.56260574,0.3199005,1.2764642,1.254709,1.209981,1.4549832,0.5410937,0.23731202,0.6370628,1.0065777,1.0468662,0.81116784,1.396678,1.2576201,1.1571473,1.1763737,0.24419534,1.380024
napkin,1.0572823,0.79588354,0.86591774,0.77526283,1.3045976,1.0117658,1.1244591,0.83968186,0.72160816,1.2031056,1.200124,0.68234175,1.1983111,1.3198135,0.8016027,1.089683,1.134087,0.92477715,0.7047088,0.8504125,0.9417299,0.747262,1.1138334,0.73854,0.8706595,0.5326387,0.7438202,0.99997336,1.2100283,0.74665225,0.82474613,1.0491709,1.1586032,0.88542765,1.1806748,0.97129524,1.2523134,0.852987,0.7526885,1.1541917,0.5017929,1.3143599,0.9638563,0.9625925,0.98785675,0.7838044,1.3736174,0.99703944,0.8181592,1.1463752,0.95746654,1.4249072,0.9795582,1.269462,0.8341656,0.7077804,0.6721487,0.5924812,0.9279266,1.2616963,1.0187815,0.56694776,1.3522415,0.9613298,1.3770629,0.82268476,1.2260163,0.79804575,0.87108696,1.2399789,1.2790067,0.8588786,1.3365233,0.5986008,0.95415455,0.6476556,1.1063585,0.85899425,0.8911138,1.0353743,1.1029707,1.1174054,1.0826629,1.0057878,0.0,0.8688042,0.9191588,1.0210322,1.1060634,1.235451,1.3703475,1.2482927,1.1387069,0.7393997,0.77096653,0.70247555,1.1238583,0.36349714,0.77845925,1.0336376,0.67496204,1.0800303,0.7806721,0.9194981,0.6018447,1.056575,1.2115035,1.265559,1.107526,0.90321106,1.0941274,1.1146762,0.98959255,1.4033217,0.6931184,1.198828,0.65843797,1.3679677,0.93460584,1.0034008,0.6058854,1.0439762,0.698699,0.68281674,1.0409963,0.5990443,1.0438201,0.8880314,0.80291903,1.1639378,1.4015416,1.3031956,1.2940043,0.69440997,0.9184901,1.0033396,1.1005285,0.14695644,0.80905914,1.0625868,1.1104001,1.0497348,0.8601859,0.8915669,1.2014136
necklace,1.0720423,0.7126131,0.7766439,0.7266016,1.061019,0.98166186,1.0450705,0.92200977,1.0091455,1.3571739,1.4133673,0.595424,1.2923436,1.1997924,1.1270025,1.3345242,1.1224316,1.1111492,0.73136336,1.0616442,1.2546388,0.7435552,1.2668387,1.0421702,0.8943568,0.7123686,1.1895536,0.74073714,1.254133,1.127608,1.0866444,0.9028752,1.3194766,1.0831537,1.1056774,1.159696,1.3171616,0.98888063,0.6304411,1.4016037,0.79275185,1.287457,1.2047926,1.0212975,1.0851804,0.85378075,1.0629656,0.4995619,0.6475626,1.0777451,0.8236465,1.1774843,0.42227268,1.2613207,0.9430772,1.1490015,0.62746245,0.6160558,1.084177,1.3005836,0.5114976,0.8177382,1.2097306,0.92565954,1.003657,0.83420205,0.81617075,0.69016254,0.74097323,1.1611376,1.3263178,1.0191013,1.1536134,0.6994041,1.1019238,0.81821406,1.1999094,0.9382398,1.0945253,1.2151176,1.2194648,0.6367724,1.1465354,0.5109191,0.8688042,0.0,0.5580914,0.82396686,1.3371646,1.2191255,1.2137319,1.1110209,1.316435,0.6131067,0.55263907,0.82492685,1.0874873,0.98340476,0.7960094,1.2217436,0.8345018,1.0244524,0.94936204,1.1176927,0.9115742,0.6685124,1.3592236,1.1555955,1.1165292,1.0659603,1.1315858,1.1428236,0.90718985,1.1841052,0.9144802,1.0504004,0.69155216,1.4099523,1.2310115,1.0689462,0.5719824,1.1998012,0.7571809,0.8762734,1.1693904,0.6812462,1.1334528,0.83317715,0.7117246,1.2159175,1.1832838,1.1082262,1.4269361,0.7719357,0.42292315,0.5265941,0.7966836,0.94330394,0.95630944,1.239747,1.1535912,1.2693802,1.0140812,0.360245,1.299233
nose,1.043309,0.8981542,0.48112965,0.85974616,1.317488,0.7126841,0.9393299,0.65415144,0.9455948,1.4210453,1.4447377,0.5213793,1.3998505,1.4838095,0.98747456,1.4456042,1.3165512,1.1191549,0.5810785,1.0517443,1.2370484,0.5138397,1.336788,1.0957193,0.85538954,0.6494665,1.135974,0.8332998,1.0921718,1.2618825,1.0296303,0.71289724,1.2772323,1.079397,1.2033403,1.0612292,1.3911457,1.0027903,0.45656157,1.4154752,0.76809967,1.2363207,1.0802683,1.095152,1.1546044,0.9422148,1.2644473,0.49598122,0.46383095,1.0667186,0.62200433,1.0923227,0.5586715,1.1847764,0.79787475,1.1629434,0.7392904,0.70163214,0.9666158,1.4041581,0.4343394,0.8971916,1.1870966,0.9599416,1.0691484,0.8068056,1.1363481,0.5480244,0.6353884,1.340797,1.3408626,1.1090097,1.342762,0.68039745,1.2559365,0.7453052,1.2592142,0.68466735,1.1356959,1.3983653,1.301851,0.53125775,1.2241147,0.39480853,0.9191588,0.5580914,0.0,0.5967512,1.346226,1.1444031,1.4627137,1.3009691,1.4049469,0.48769897,0.5057857,0.6062714,1.1860268,1.0557078,0.69965065,1.2399952,0.7075118,0.8282402,0.8642631,1.2400167,0.67788404,0.410235,1.4200947,1.1201355,0.960239,1.1067604,1.2025392,1.2096914,1.1403005,1.4123772,0.9268234,1.3365282,0.5871336,1.354219,1.3345237,1.2650774,0.33877856,1.1862246,0.45802796,0.9797646,1.2770369,0.8007581,1.2322652,0.7302869,0.48420107,1.2275577,1.3491827,1.3073225,1.4732554,0.50506246,0.45555556,0.68984294,1.1481355,0.91226596,0.8000381,1.3786129,1.2434225,1.112618,1.0455954,0.20500195,1.3223493
orange,1.091946,0.96421164,0.26456755,0.8845843,1.2668002,0.56954724,0.86912745,0.24675298,1.0479603,1.4246697,1.375215,0.7836115,1.4154435,1.3346186,0.9456043,1.3879321,1.3071889,1.0301629,0.5004162,0.93147135,1.2780367,0.51754886,1.3232543,1.1086105,0.92623585,0.90316385,1.0768683,0.72312295,1.2074618,1.400882,0.8757872,0.75527745,1.3653907,1.0648705,1.3351396,1.0646913,1.3922858,0.9834634,0.43356192,1.4629874,0.76847637,1.1487243,1.0762255,1.0760559,1.3440052,1.233011,1.2305968,0.60762125,0.3120969,1.1538004,0.791909,0.9956869,0.75638735,1.110369,0.5614455,1.051021,0.9351529,0.911571,0.93717784,1.3269125,0.5847009,1.0972315,1.1322198,0.8331766,1.0300398,0.6829171,1.1991659,0.6327089,0.7612196,1.3251061,1.3345037,1.0684787,1.3667231,0.91809714,1.3233346,0.8500544,1.1432698,0.22624886,1.0514932,1.308383,1.2547911,0.6900809,1.0271317,0.32135546,1.0210322,0.82396686,0.5967512,0.0,1.4420165,1.1769428,1.381082,1.3600492,1.2240843,0.63861316,0.6030982,0.47785532,1.1749554,1.2204705,0.73431337,1.1664995,0.69711787,0.7723549,0.54394287,1.3371326,0.90321726,0.8300388,1.4611914,1.1484469,0.89378905,0.9844212,1.0610076,1.2383226,1.1556919,1.2924426,1.1947985,1.3439043,0.75055957,1.3670521,1.2989374,1.1333382,0.5920515,1.171361,0.40745682,1.2432568,1.0864366,0.89997077,1.1596088,0.51104856,0.41044903,1.3769892,1.3322923,1.1587496,1.3412148,0.48107868,0.61131144,0.9247757,1.1825075,1.0202723,0.6597074,1.2394779,1.1630492,1.1683807,1.1696538,0.5207472,1.3649457
oven,1.0323501,1.2239397,1.4957993,1.1489661,0.85464406,1.4021361,1.1239763,1.379207,0.9819092,0.46125317,0.5942157,1.1666669,0.65841424,0.7741201,1.1440569,0.6648504,0.928182,1.0570245,1.3550758,0.9524288,0.7063912,1.4145523,0.7410981,0.96266586,1.2758543,1.0201905,0.8107665,1.2226152,0.76750743,0.66043437,1.1332479,1.254477,0.5492113,0.9800182,0.7302159,0.9423074,0.5986836,1.1695579,1.4486798,0.50583845,1.1971946,0.8561975,1.0625675,1.1376638,0.56346345,0.7213037,0.8178302,1.3081945,1.5136559,0.9130041,1.0926665,0.96582085,1.3385186,0.68547934,1.3480773,1.0872208,1.1695412,1.2899404,1.2579035,0.6652479,1.3328736,1.0546751,0.9883985,1.2537044,0.9460712,1.3630854,1.0153654,1.3682585,1.2717283,0.6284248,0.57760954,1.0168104,0.6218056,1.2530143,0.7024954,1.1245849,0.8813442,1.3594892,1.0122108,0.899709,0.86351156,1.1822562,1.0534589,1.4501776,1.1060634,1.3371646,1.346226,1.4420165,0.0,0.9781093,0.6937205,0.5711504,0.7788009,1.3994257,1.4455812,1.3850319,0.86244106,0.9247851,1.3471408,0.9010325,1.2490473,1.0640991,1.2896535,0.81058073,1.0598599,1.1221113,0.15782022,0.93554,1.0978521,1.1020758,0.8814181,0.81958616,1.1164683,0.7140796,1.0573425,0.73641133,1.2742374,0.52083886,0.5318787,0.9967858,1.4004865,0.9009932,1.3947341,1.0098587,0.85884523,1.2499748,0.88641727,1.2832296,1.4395882,0.6432123,0.6872283,0.92442065,0.63142,1.394047,1.4250381,1.1860976,1.0735368,1.085201,1.3836081,0.783593,0.9762144,0.8003474,0.8850503,1.4002491,0.5440752
owl,0.92756844,1.1029317,1.1783366,1.2297962,0.85220915,0.9754888,0.9090427,1.2081655,1.215677,0.86516124,0.7801025,1.3301985,0.86474866,0.75415504,0.99879146,0.77358377,0.9614313,1.0743546,1.3403466,1.2449964,1.0521075,1.2210097,0.9668248,1.2026368,1.1027237,1.3630984,1.1113893,1.0979946,0.56655794,1.1342893,1.1381058,0.99038213,0.9156714,1.0349422,0.8782535,0.9711746,0.8694362,0.95292705,1.355418,0.92564434,1.3535013,0.75956637,0.8038141,0.8653938,1.1002102,1.2216765,0.78618157,1.0921022,1.1442697,0.44103718,1.0357728,0.78725207,1.1291202,0.7843811,1.1130826,0.9458273,1.1588821,1.2850547,0.94612,0.7971231,1.1479065,1.0023551,0.7768277,1.1268106,0.8722241,1.1993431,0.9034153,1.050518,1.2399817,0.91182196,0.6197637,1.1604825,0.7696104,1.2923508,1.185089,1.2867144,0.98565286,1.2201746,1.0613456,0.6949256,0.91352385,1.0777421,0.8386729,1.1465142,1.235451,1.2191255,1.1444031,1.1769428,0.9781093,0.0,0.7459518,0.8171336,0.7669932,1.2224956,1.2460034,1.2888346,0.77162063,1.1008649,1.1446224,1.004798,1.3328556,0.95683485,1.1768734,0.88661873,1.1631628,0.9952102,0.9195255,0.7666651,1.0488324,0.91965616,1.1052988,0.7491156,1.0207739,0.75777555,1.019123,0.9114111,1.3096492,0.8028897,1.1044002,1.1307194,1.2240639,0.61239135,1.3192925,1.0354655,1.0115856,1.2780792,1.0019773,1.2541635,1.1498326,0.96278733,0.6813833,0.92409384,0.8360636,1.2099396,1.1468164,1.1233261,1.073314,1.1331555,1.1828654,1.0848048,0.95801896,0.90015584,1.1274635,1.2386677,0.99045146
