,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,spoon,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
butterfly,1.1448127,0.87490535,1.3205429,0.96512955,0.92374396,0.8092602,1.0920122,1.1635183,1.2004998,0.81594753,1.1620287,1.0361375,1.2165346,1.0964619,1.1574724,0.9897803,1.0143738,1.0350451,0.82917804,0.99517727,0.0,0.99013925,1.0980482,1.156206,1.0159454,1.0903797,0.86758256,1.1076496,1.0852618,1.0759786,1.197434,1.1157836,0.8892906,1.1985147,0.9512508,0.2796284,0.7257252,1.0367265,1.1331024,0.9779711,0.98872775,1.0833774,0.98641235,1.1218122,1.1013093,1.1700735,0.8628876,0.87386215,0.94078034,1.0480728,0.88436407,0.9867331,1.0726697,1.0653096,1.3092266,0.9314872,0.24134946,1.1217582,0.899777,1.2982197,0.95066553,0.9008957,1.0463545,1.211314,1.1481824,1.2500429,1.0113609,1.1343318,0.8995183,0.8246933,0.7243892,0.9587178,1.0596023,0.99470717,1.0178226,1.0057293,1.1489989,1.1961546,1.2131598,0.925897,0.9038173,1.1706085,1.2136083,0.8886234,0.85584915,0.893451,1.0374871,0.8184627,0.82622457,1.034985,0.2841997,0.9008805,1.2196327,0.78665274,1.2920954,0.93498147,1.2385039,1.2139676,0.85413545,0.8544805,0.7977841,1.1884307,1.274323,0.9439317,1.0317783,0.9476785,1.0629176,1.0589266,0.96759766,1.3258548,1.0058382,0.84029627,1.1126586
can,1.4507357,0.9025672,1.2744049,1.0186943,0.88588434,0.86337805,0.8233759,1.3107499,1.3160751,0.7203212,1.2098868,1.3361489,1.1714492,1.2113856,1.0930214,0.23219132,0.5669767,0.6103269,0.97161853,0.12712282,0.99013925,0.0,1.2393842,1.1199793,1.4153197,0.5218959,0.85762024,1.0645145,0.65864074,1.0501223,1.3633394,1.2014143,0.5078834,1.1594543,0.2632147,1.0852634,0.93357396,0.78003025,0.77658314,1.1583263,0.9816169,1.2297101,1.4313078,0.9572966,1.1497517,1.2066132,0.8665822,0.733006,1.2342985,1.1045345,0.9378461,0.77224576,0.6650245,1.2719359,1.2188549,0.936742,0.93532574,1.2491059,0.6624894,1.3143198,0.72028893,0.84818095,1.1713014,1.271384,0.56177455,1.3522391,1.0920784,1.258788,1.1116543,0.70575,0.7804055,0.8170457,1.2144073,1.00936,0.48722106,1.241635,1.2764505,1.1611238,1.2058599,0.6202194,0.7720392,1.1500502,0.92058694,1.1694449,0.7076349,0.6559691,1.1286764,0.743246,0.6311061,0.9932688,1.0844799,1.1107955,1.3708873,0.67508924,1.2521572,0.8274127,0.6768304,1.1572057,0.76387686,0.5768389,0.86110157,1.1341646,1.3069475,0.71628183,0.81410354,0.9575806,0.5668359,1.023638,0.9519033,0.9074365,0.5376402,0.7931518,1.1740592
car,0.9741372,1.1218041,0.9629521,1.1185097,1.1569111,1.1902885,1.1595042,0.70506024,0.6438297,1.2310383,0.77286625,0.687598,0.86936444,0.35284877,0.9156043,1.3033178,1.2074047,1.0722345,1.1960691,1.1392112,1.0980482,1.2393842,0.0,1.1990113,0.70370287,1.2122289,1.2511998,1.0323526,1.1099833,1.0634955,0.731167,1.1959152,1.3098333,0.6254323,1.3033899,1.0911248,1.1677097,1.075367,1.120249,0.98333126,1.187198,0.77445203,0.9550673,1.2083316,0.1817503,1.1315676,1.0907749,1.3008432,0.9681028,0.3480093,1.2278731,1.3790402,1.1698076,0.93474776,1.0908281,1.3080299,1.126193,0.95722914,1.2325346,0.7866448,1.3488405,1.1491253,0.94931287,0.96929586,1.226584,1.0396128,0.81059706,0.99239665,1.0977721,1.3175743,1.2169312,1.3394554,1.0427283,1.1397551,1.2324113,1.0266439,0.6659489,0.8999567,0.8453589,1.3007209,1.3136988,0.92058927,1.2249275,1.0271817,1.1420254,1.207737,1.0826254,1.153866,1.2659245,0.9386879,1.1148853,0.98884773,0.7316355,1.1030487,0.901484,1.2505708,1.0556118,0.38360846,1.2733259,1.3660078,1.1618304,0.6776661,0.7001371,1.14175,1.3000517,1.3008612,1.212314,1.079616,0.9269121,0.6836482,1.2620045,1.246732,0.8283476
carrot,0.662605,1.1488373,0.7196303,1.0898424,1.0860763,1.0909469,0.96374094,0.96268547,1.1123253,1.2144214,1.0398095,1.0150194,1.0664564,1.1547272,0.930786,1.1961856,0.959925,1.0888875,0.8017862,1.227453,1.156206,1.1199793,1.1990113,0.0,0.94662035,1.0152105,1.1271086,0.98987216,1.051639,0.9490834,1.0484506,0.45049417,1.0263819,1.0986202,1.2082833,1.0569549,0.9243574,0.9950453,1.1632595,1.0290368,1.0696578,1.0908444,0.9161849,0.87280965,1.1673293,0.28242326,1.0422798,1.0467855,0.7635679,1.241981,1.1299572,0.91217434,1.0643942,1.0217079,0.60341656,1.1638418,1.1613511,0.96142554,1.1537709,0.86931664,0.7846354,1.0831214,0.97877556,0.88882744,0.9687911,0.78843546,1.0480232,0.86816674,0.996756,1.0902779,1.0267493,1.0911647,0.9248972,1.0596235,1.2014444,0.8768742,1.0200857,1.0483092,0.86183393,0.85151875,0.8078517,0.90436196,0.6773802,0.9569644,1.0317183,1.1025958,1.0108268,1.0716863,1.0918691,1.107171,1.1446793,0.9602281,1.0105001,1.1750284,0.7732054,0.8030488,0.968117,1.0787628,1.1396737,0.8564917,1.076544,1.0418478,0.9768798,1.1919117,1.040649,0.8590106,0.8559109,1.0396109,1.1013316,1.1730989,0.9342061,1.1366752,1.0308952
cat,0.50115895,1.3079195,0.747128,1.2143495,1.2156571,1.2626994,1.114672,0.5826881,0.65119994,1.2507366,0.728427,0.63654494,0.78479695,0.8696114,1.0096785,1.4365205,1.3364465,1.1934458,1.1071167,1.4260961,1.0159454,1.4153197,0.70370287,0.94662035,0.0,1.2681321,1.3063253,1.084131,1.228364,1.1387924,0.6293688,0.86379635,1.3626661,0.6450381,1.4582962,0.8813009,1.0598632,1.2000525,1.241367,0.9004891,1.2458078,0.54058564,0.6072452,1.1380117,0.7321571,0.8564256,1.1088272,1.3039343,1.0662072,0.7393111,1.1540082,1.1501228,1.2693757,0.8667671,0.9517154,1.1506761,1.0200053,0.5561538,1.3042276,0.63480186,1.319235,1.1729648,0.6066256,0.9971478,1.3069586,0.7551092,0.9124407,0.9799878,1.1337161,1.3007886,1.0810015,1.2295964,1.005607,1.2101704,1.3038421,0.6267505,0.78639424,0.8139461,0.9096979,1.259658,1.2451715,1.0277187,1.0623282,0.7571582,1.1619234,1.4267962,1.085485,1.1330009,1.2574613,1.0495209,1.0496505,0.7923423,0.71822643,1.1535761,0.88373095,1.2373123,1.0729939,0.7383257,1.2244573,1.3736677,1.2796057,0.8600195,0.798926,1.3339643,1.2116857,1.1743258,1.2585791,0.9244916,1.2345166,0.97064155,1.1972222,1.200981,0.6903146
chair,1.2995408,1.1691774,1.1303753,1.2448454,1.1171589,1.1427302,0.3865195,1.1573262,1.138644,1.0236676,0.9583892,1.2583728,1.0032678,1.0980626,0.93834376,0.69434893,0.56969965,0.7701266,0.8960905,0.6470386,1.0903797,0.5218959,1.2122289,1.0152105,1.2681321,0.0,0.9363933,1.0934689,0.5837507,1.0007579,1.1098872,1.0655994,0.88238513,0.94608265,0.6917676,1.1159657,0.9012971,0.58271366,0.6834775,1.0315117,1.20975,1.0873544,1.2392552,1.0539405,1.2007006,1.1241204,0.99059236,0.8900128,1.2702464,1.1067668,1.0519717,0.7973299,1.0538285,1.0633521,1.0446877,0.77800083,1.0409404,1.1235462,0.8656297,1.1091965,0.7355401,0.82863724,0.97552586,1.245558,0.66503894,1.2282164,1.098709,1.1747786,1.1338425,1.0541549,0.8095658,0.91817266,1.1664222,1.2193121,0.5450683,1.0677297,1.1646574,1.0440111,1.0152217,0.7787534,0.8308143,1.1449037,0.8592975,1.1678671,0.6854825,0.7657478,1.2439034,0.7113025,0.7473873,0.83772725,1.1327882,1.0856345,1.2025805,0.79696625,1.0610352,0.77592874,0.60649526,1.1146526,0.95815706,0.6433895,1.0977961,0.99326754,1.2340853,0.8963971,1.0142606,1.0596924,0.8138614,0.87719434,1.0895092,0.82056314,0.6259997,1.0257682,0.9041543
clock,1.3985279,0.8481654,1.2442633,0.87968457,0.43489504,0.6123364,1.1151482,1.2823412,1.369646,0.46548378,1.2900709,1.2986482,1.3381046,1.2301086,1.2854407,0.6451714,0.95841444,1.1067874,0.7834116,0.8354598,0.86758256,0.85762024,1.2511998,1.1271086,1.3063253,0.9363933,0.0,0.7571697,0.9578024,0.8378639,1.4226338,1.1559976,0.52136856,1.4750078,0.5527182,1.012393,1.1844475,1.0337048,0.83428526,1.1672851,0.9619339,1.2251921,1.2119563,0.66133106,1.1231848,1.2099354,0.8395361,0.41307652,1.2016598,1.2237769,0.4658873,0.8008357,0.7099961,1.1374443,1.1529995,0.9029415,0.9275812,1.2059817,0.5310626,1.3785561,0.73147404,0.8771896,1.1544068,1.1183462,0.92086476,1.2756373,1.170067,0.9533103,0.9215234,0.45514154,0.9729967,0.40208936,0.938028,1.0346651,0.7687483,1.0039937,1.3175538,1.2579529,1.3808929,0.77718997,0.7480252,1.175513,0.95439506,1.0429528,1.0121896,0.52684486,1.0916492,1.047165,0.6272091,1.3002023,0.8774106,1.1030079,1.3084757,0.89208126,1.2971296,0.93444026,1.0628632,1.3328946,0.37748563,0.71529734,0.72127587,1.2298601,1.3830485,0.7996867,0.52507114,0.5526015,1.0034488,1.1660961,1.1216404,1.3190856,1.1081146,0.4380594,1.2240151
coffee,0.9207543,0.9609717,1.0383165,0.8285843,0.67387855,1.050987,1.0219783,1.0046005,1.0460654,1.036685,1.0453562,0.99831736,1.0223652,1.1150937,1.0464084,1.1147052,1.007421,1.0244963,0.923733,1.0524799,1.1076496,1.0645145,1.0323526,0.98987216,1.084131,1.0934689,0.7571697,0.0,0.89440334,0.58568794,1.0842656,0.9088458,1.1780343,1.0748074,1.066502,1.1276557,1.1935979,0.9795672,1.0453265,0.9447862,0.8474726,1.1450043,0.9694552,1.0199397,1.0757556,0.9393077,1.0773876,1.0432092,0.8960538,1.0434381,1.0699662,1.0069069,0.9219619,1.0876878,0.987485,1.1825731,1.1194298,1.0310242,1.1073493,1.050113,1.1172601,1.0102915,0.9270598,0.80487365,1.0276455,0.9226066,0.8347952,0.9406107,0.8369217,1.0834236,1.1892607,1.0610497,0.74525714,0.84215724,1.0667145,0.9029899,1.0066979,1.1311685,1.060207,1.2686923,1.210038,0.8936984,0.99767387,1.0500028,1.0878363,0.9699531,0.8900357,0.9778521,0.81990516,1.0981995,1.1278454,1.052084,1.0537655,1.102034,0.924966,1.0700328,1.17229,1.0718677,1.0880708,1.1689699,1.0705,1.0861567,1.0383172,0.81541634,1.0798266,1.0858194,1.2271109,1.1198863,1.0595039,1.0472,1.1249411,1.1135116,0.9815649
comb,1.2905056,1.0798522,1.1081117,0.95904225,0.9095557,1.2016687,0.68975335,1.113341,1.0938176,1.1202084,1.106308,1.1529965,0.98060966,0.96672964,0.9682359,0.7450226,0.6126859,0.8303071,0.98295087,0.73530114,1.0852618,0.65864074,1.1099833,1.051639,1.228364,0.5837507,0.9578024,0.89440334,0.0,0.9199885,1.1581854,1.060548,0.97124153,1.0596882,0.78112686,1.126988,1.0901206,0.75962377,1.0304002,0.9286519,0.94270146,1.066117,1.2308427,1.1340053,1.1673098,1.1410785,1.0342814,0.96631444,1.0994395,1.0221797,1.1597979,0.9322421,1.0056067,1.0845425,1.1043394,0.99650335,1.0247357,1.0698873,0.97315353,1.1380835,0.91926885,0.7094102,0.9867209,1.1825216,0.5542983,1.1852577,1.0970969,1.1248717,1.0043892,1.0887977,0.842034,1.0307077,1.02701,0.9725011,0.92009777,1.044158,1.0461105,1.1930639,0.9806368,0.9950375,1.0492177,1.1623001,1.007044,1.0662119,0.83693296,0.8984438,1.0602701,0.78317225,0.86890924,1.0076275,1.1950655,0.9469305,1.1862271,0.94106936,1.0401937,0.8670095,0.76040107,0.9957842,1.1314796,0.83369577,1.0590425,1.0189803,1.1175575,0.70343256,1.1708964,1.1607989,0.88916063,1.0463755,0.88309604,0.8120388,0.956043,1.0791819,1.0277592
cookie,1.0111074,0.8592316,1.0520682,0.7047798,0.8103967,0.9982607,0.8491336,1.1214952,1.0422287,1.0761706,0.87837905,1.0224823,1.0488237,1.0517168,0.9966583,1.0785319,0.92039204,1.0692836,0.8756644,0.95032394,1.0759786,1.0501223,1.0634955,0.9490834,1.1387924,1.0007579,0.8378639,0.58568794,0.9199885,0.0,1.0906206,0.9229148,1.128343,1.1496804,1.0384737,1.106334,1.1727146,1.0456823,1.0118276,1.0605356,0.67146236,1.1587125,1.1942906,0.9983911,1.0588593,0.98245734,0.9589151,1.0864674,0.8123476,1.1607702,1.1373148,1.0301325,0.97436744,1.2148035,1.0463799,1.1207917,1.0935374,1.0538759,1.1222413,1.1291676,1.0846102,0.91243476,0.99591047,0.74708486,0.9051509,1.018384,1.0194992,1.0576442,0.73005474,0.9890381,1.1116288,1.0163577,0.9287044,0.67096823,1.0758203,0.99792683,1.146472,1.1311482,1.0372628,1.112133,1.0418264,0.86058056,0.8931297,0.9902325,1.1030568,0.79636997,0.7855825,0.99070156,0.8461678,1.2076768,1.0372891,1.0032613,1.1812751,1.1276827,1.0830996,1.0551021,1.1126798,1.1416441,1.0417489,1.0401629,0.988826,1.1322219,1.0097407,0.5555972,1.0729011,1.0940957,1.1480072,1.1557475,0.81281495,1.021994,1.1105489,1.1399688,1.071529
couch,0.62533057,1.252121,0.77933884,1.1648619,1.2906649,1.3868482,1.0028914,0.65872043,0.11787474,1.4026749,0.38163722,0.66913116,0.39946544,0.7872324,0.67532533,1.4493253,1.2308488,0.9748284,1.3486078,1.3223779,1.197434,1.3633394,0.731167,1.0484506,0.6293688,1.1098872,1.4226338,1.0842656,1.1581854,1.0906206,0.0,1.0406966,1.5012008,0.4309553,1.4968684,1.0974591,1.046827,1.0479873,0.9996722,0.7332346,1.1833477,0.66643095,0.7988397,1.3393255,0.83036226,0.9487677,1.3171121,1.4765148,1.0148807,0.7924139,1.3405309,1.3297381,1.3094379,0.92016464,0.9844651,1.1474638,1.1461449,0.7596731,1.3859621,0.5823452,1.3779023,1.101016,0.91761315,0.9223708,1.2188894,0.8182908,0.9115042,1.0305433,1.2062981,1.4742506,1.1093953,1.4602354,1.0035588,1.1326182,1.2073258,0.89057744,0.58133936,0.6794241,0.6697375,1.4250376,1.3408229,0.8848671,0.86836153,1.0958947,1.1287377,1.3794419,1.0330775,1.0761003,1.3498986,0.7809325,1.0944183,0.9540054,0.6572643,1.1529319,0.78377855,1.2312983,0.95615244,0.66541713,1.4354341,1.4540346,1.3008754,0.76645845,0.49450707,1.1543703,1.3832773,1.3921471,1.2742666,0.7955197,0.9943835,0.77073777,1.060924,1.4018029,0.7473195
cracker,0.5448613,1.207387,0.7140223,1.0999502,1.1245795,1.2493746,0.9370069,0.945613,1.1029347,1.25438,1.0247049,0.8917971,1.0131313,1.1442022,0.8140577,1.2815847,0.9910859,0.95785546,0.51471686,1.2684126,1.1157836,1.2014143,1.1959152,0.45049417,0.86379635,1.0655994,1.1559976,0.9088458,1.060548,0.9229148,1.0406966,0.0,1.164459,1.0720031,1.3143618,0.9870206,0.97086996,1.0920305,1.1496221,0.9379404,1.0403546,1.1391597,0.74314165,0.9882302,1.2166042,0.26723504,1.144244,1.1581137,0.7553464,1.2742038,1.2095606,0.85133183,1.0796806,1.000849,0.7249011,1.1302257,1.1226832,0.98963857,1.2697407,0.9647761,0.8773406,1.1704904,0.7554154,0.8886943,1.0765374,0.73234785,1.0432016,0.8824576,0.68358004,1.230242,0.91776615,1.1404063,0.92793727,1.0304137,1.2666575,0.87336457,1.0433099,1.0030811,0.734782,1.0034568,0.9387059,0.84446853,0.8392407,0.5685141,1.1803358,1.0133605,0.9936559,0.99452096,1.0594718,1.0182004,1.1078273,0.98622036,0.941589,1.1873294,0.8611952,0.8395654,1.0552919,1.083744,1.1587412,0.96032864,1.2127907,1.0508156,0.8759147,1.0668,1.1286936,0.9270319,0.93020135,0.9400542,1.0885724,1.1639895,1.0383003,1.2297431,1.1126735
crayon,1.4952719,0.75054216,1.3188529,1.0034204,0.7006803,0.4959793,1.0325559,1.4332407,1.4670062,0.3374666,1.427954,1.3732175,1.377885,1.2203145,1.2333502,0.33251047,0.77632374,0.9337362,0.8838286,0.48887104,0.8892906,0.5078834,1.3098333,1.0263819,1.3626661,0.88238513,0.52136856,1.1780343,0.97124153,1.128343,1.5012008,1.164459,0.0,1.4177122,0.26529568,1.0161225,1.0485371,1.0576882,0.72533405,1.2856241,1.0282649,1.2363137,1.4184984,0.70106506,1.1866627,1.1443956,0.6551236,0.24789315,1.2164599,1.1847491,0.49989378,0.7603048,0.44889444,1.3421624,1.258028,0.9086458,0.882529,1.1887385,0.3273086,1.473767,0.377729,0.8499824,1.208951,1.3229017,0.78848857,1.394755,1.2442468,1.160513,1.0571787,0.27797818,0.82119954,0.5582996,1.1455451,1.0713503,0.6059306,1.0913494,1.3744826,1.3272684,1.3204277,0.3746431,0.45283628,1.2180902,0.8681984,1.08646,0.8419856,0.5320796,1.2044495,0.9995573,0.6074128,1.2992086,0.9737355,1.0479679,1.4895427,0.7800045,1.3720464,0.65939355,0.81601673,1.2869581,0.31209385,0.31809998,0.61875093,1.3688245,1.4577706,0.8357283,0.4385348,0.5945914,0.54511625,1.1286641,1.0473735,1.1756473,0.8227047,0.30164135,1.3154185
crib,0.7281788,1.4175329,0.83241403,1.3450849,1.4237351,1.4302344,0.8336226,0.57782215,0.4077357,1.3668349,0.59662664,0.74264246,0.4778173,0.7129377,0.7794891,1.3392162,1.1762056,0.9919679,1.3615848,1.1510742,1.1985147,1.1594543,0.6254323,1.0986202,0.6450381,0.94608265,1.4750078,1.0748074,1.0596882,1.1496804,0.4309553,1.0720031,1.4177122,0.0,1.4074305,1.1938721,0.9935861,0.82085884,0.985193,0.70012426,1.3322966,0.65122956,0.87955093,1.3269012,0.7380805,0.99102193,1.2288705,1.4198596,1.1717277,0.57734185,1.356059,1.237502,1.2965007,0.90143967,0.9744855,1.0908388,1.2521478,0.7940054,1.3244497,0.59488213,1.3160857,1.1068933,0.8642511,1.0590411,1.1657641,0.81318814,0.8572021,1.0075694,1.2610829,1.5056009,1.111605,1.3956193,1.0536807,1.2636479,1.0874351,0.8652618,0.6146974,0.68940836,0.7203786,1.3297938,1.287069,0.94731957,1.0066754,1.0607171,1.060866,1.4275849,1.1184986,1.0028471,1.3886162,0.6608562,1.1674256,0.8925366,0.6277359,1.1719629,0.761426,1.2153707,0.97791654,0.5491858,1.4251486,1.3824624,1.3401557,0.713738,0.7185203,1.2749877,1.3759089,1.3914708,1.1342239,0.62748224,1.1597106,0.58696634,0.94043475,1.4201822,0.59908104
cup,1.5691049,0.7754464,1.403533,0.98888355,0.71577966,0.54240566,0.95208406,1.4189794,1.4793379,0.34822226,1.2581317,1.4728472,1.3441333,1.2705278,1.2777126,0.09901011,0.56981623,0.804091,0.87597305,0.2704308,0.9512508,0.2632147,1.3033899,1.2082833,1.4582962,0.6917676,0.5527182,1.066502,0.78112686,1.0384737,1.4968684,1.3143618,0.26529568,1.4074305,0.0,1.0606169,1.0361669,0.86918557,0.71432203,1.3201218,0.9872519,1.2881532,1.4501872,0.7907443,1.15923,1.3494412,0.7400048,0.43388283,1.3198863,1.1567903,0.54145926,0.7304512,0.56385326,1.2676182,1.3196073,0.82778436,0.91118795,1.2739036,0.31899583,1.4423695,0.66321117,0.7745051,1.1444905,1.2983246,0.5712969,1.4430275,1.1488743,1.1948769,1.0509876,0.36496788,0.8305441,0.49566436,1.1899701,1.0510341,0.36571318,1.2310406,1.4006734,1.2830918,1.406971,0.578086,0.73095465,1.2231548,0.946238,1.1711795,0.7862381,0.42011046,1.2005137,0.83637965,0.45959598,1.1651485,1.0272344,1.190492,1.4595109,0.70703936,1.3743979,0.8738761,0.72252667,1.3440276,0.40879565,0.5084783,0.60786355,1.2372875,1.4616274,0.68216825,0.45059508,0.6754979,0.7695708,1.1664629,1.038432,1.0795045,0.71628535,0.37527812,1.2165854
dog,0.9551245,0.93544775,1.258939,0.9685438,1.0089073,0.91948396,1.0865653,1.1179354,1.1533188,0.9412743,1.0660839,0.96142185,1.181107,1.1024925,1.0759,1.0734818,1.0050647,1.0150352,0.80946547,1.1084329,0.2796284,1.0852634,1.0911248,1.0569549,0.8813009,1.1159657,1.012393,1.1276557,1.126988,1.106334,1.0974591,0.9870206,1.0161225,1.1938721,1.0606169,0.0,0.7008889,1.0134938,1.131433,1.0334469,0.9631028,1.132884,0.83110857,1.2157623,1.0821351,1.0270436,0.93277615,0.99563324,0.87508786,1.0940909,0.98074687,0.9803941,1.131439,0.9372432,1.2830148,0.9374686,0.14874274,1.0655639,1.0061451,1.2048137,1.035605,0.98832846,0.98982227,1.1193585,1.1639878,1.1766663,0.9688158,1.0917622,0.87896156,0.93333405,0.7138654,1.0656574,1.116703,0.96176934,1.0858588,1.0313152,1.0648358,1.157249,1.12243,1.0533743,1.0102165,1.1291637,1.1819568,0.89698154,0.94429696,0.9438887,0.9548857,0.83180165,0.8524698,0.9511705,0.32951415,0.9018887,1.0936899,0.8268197,1.2570808,0.98558235,1.1934065,1.1966906,0.9725309,0.98485476,0.8419359,1.1484545,1.1883585,0.985131,1.0884303,1.0071491,1.1268444,1.0726948,0.9516679,1.3211166,1.0006891,0.9272829,1.0815382
doll,0.8291369,0.98795855,1.1514459,1.1351707,1.2124074,0.8845024,0.9363035,1.0714855,1.1726078,1.003196,0.98365563,1.1202142,1.042808,1.2354529,1.0179201,1.0087063,0.8957771,0.9951446,0.8907192,0.9462403,0.7257252,0.93357396,1.1677097,0.9243574,1.0598632,0.9012971,1.1844475,1.1935979,1.0901206,1.1727146,1.046827,0.97086996,1.0485371,0.9935861,1.0361669,0.7008889,0.0,0.96012706,1.0907731,1.1037978,1.1096939,1.0235097,0.88984936,1.1095932,1.1720438,0.9394729,0.8630171,1.0566207,0.78782105,1.0582706,1.1077156,0.78480244,1.1629632,0.8816513,0.9865511,0.8033525,0.77254236,1.0510077,1.0656778,0.9444231,0.9089547,1.0494885,1.0084997,1.0167341,1.1386728,0.9495162,0.9441294,1.1703532,1.0055035,1.0854917,0.6880352,1.0504037,1.160439,1.1138401,0.90458345,1.0690522,0.9867557,0.8892355,1.0740016,0.8693431,0.874393,0.975768,0.96571267,0.9889683,0.8475815,0.96566635,1.106449,0.733485,0.93921757,0.796329,0.71866196,0.9707664,0.91630495,0.89977443,0.9894872,0.8767115,1.085765,1.1192212,1.0318836,0.8398307,1.0505191,0.9738945,1.1689835,1.0856124,1.108321,1.0139325,0.9596507,0.8412624,0.9358069,1.1246805,0.68497145,1.0635604,0.98707396
door,1.1731477,1.1447831,1.1241663,1.0508823,1.0320282,1.1767367,0.8164818,0.93804955,1.0196495,1.0773273,1.0331442,1.09557,0.9768051,1.0816072,0.85446596,0.7705051,0.8246244,0.7639036,1.0521859,0.9046116,1.0367265,0.78003025,1.075367,0.9950453,1.2000525,0.58271366,1.0337048,0.9795672,0.75962377,1.0456823,1.0479873,1.0920305,1.0576882,0.82085884,0.86918557,1.0134938,0.96012706,0.0,0.9148214,0.99786526,1.0269004,1.119341,1.0980117,1.1816427,1.1112708,1.0828675,1.0095096,1.0409827,1.1192939,0.965661,1.1012613,0.9718269,1.0720628,0.9212139,1.0479876,0.9878026,1.0078552,1.1147368,0.90868634,1.0382181,0.99604934,0.6740613,1.0865707,1.1130751,0.65392774,1.1868744,0.9063605,1.0815314,1.0724101,1.1562146,0.90723103,1.0486429,1.1274124,1.0054528,0.7258748,1.08712,1.0623188,1.1052557,0.8780936,1.1005882,1.1635199,1.0131801,1.0154159,1.1542976,0.7663102,0.91739523,0.99972945,0.8695041,1.04715,0.64334595,1.0961639,1.0127058,0.9965305,0.97378063,1.0019326,0.9626159,0.88759005,1.0841708,1.1419985,1.0337415,1.0490551,0.95335895,1.119242,1.0990368,1.1424024,1.1914192,0.9935752,0.9105104,1.1118933,0.8443382,0.8015292,1.1000601,0.6998612
drawer,1.2148255,0.9671152,1.1092839,1.0809473,1.0089217,0.92223096,0.8268332,1.1387036,1.0915605,0.73736644,0.95850986,1.1712464,1.0495096,1.0846099,0.9547796,0.8036607,0.8535765,0.7717983,1.0367515,0.74838996,1.1331024,0.77658314,1.120249,1.1632595,1.241367,0.6834775,0.83428526,1.0453265,1.0304002,1.0118276,0.9996722,1.1496221,0.72533405,0.985193,0.71432203,1.131433,1.0907731,0.9148214,0.0,1.0972877,1.0349145,1.1411977,1.2192235,0.8759711,1.0287715,1.1643803,0.9734433,0.78788173,1.2726257,1.0900933,0.81666875,0.9850106,0.7638686,1.1903062,1.1266899,0.9580632,1.0967754,1.1220354,0.77080977,1.1339154,0.7810875,1.0791287,1.0773325,1.1103485,0.9571114,1.1730057,1.1243732,1.0348021,1.1289232,0.8217704,1.0417441,0.83627105,1.1162752,1.0288287,0.4448949,1.0922514,1.1748925,0.8475802,1.1004633,0.8805076,0.7864096,1.0196117,0.8420241,1.2528467,1.0248182,0.76080394,1.0909232,0.9208501,0.85104185,1.0557072,0.9468833,1.236532,1.1367286,0.99664325,1.1398964,0.93190897,0.7021555,1.1178074,0.6858617,0.8522813,0.91975963,1.1143744,1.1790824,0.8271456,0.70117307,0.83578676,1.0275993,0.8846268,1.1010659,0.9221154,0.7880621,0.8647803,1.0410773
dress,0.80185735,1.213978,0.96993774,1.1285074,1.1306272,1.2962303,0.97507596,0.9020791,0.6496814,1.2495029,0.91167885,0.80609477,0.4883088,0.9086812,0.8487021,1.2783047,1.1006807,1.0465447,1.2255108,1.2004317,0.9779711,1.1583263,0.98333126,1.0290368,0.9004891,1.0315117,1.1672851,0.9447862,0.9286519,1.0605356,0.7332346,0.9379404,1.2856241,0.70012426,1.3201218,1.0334469,1.1037978,0.99786526,1.0972877,0.0,1.1031932,0.7574369,0.9509785,1.2403412,1.0329258,0.918406,1.0926269,1.1914717,1.0490696,1.037351,1.2883503,0.98548365,1.0947227,1.0358467,1.0128999,1.0691993,1.0897143,0.7782875,1.2703819,0.86855525,1.1709788,1.0212322,0.99447113,0.92423266,1.1225064,0.77038646,0.90407604,1.0139742,1.1553098,1.291063,0.8018794,1.2449787,0.93171406,1.0805684,1.2021761,0.7690523,0.8799149,0.81214285,0.68835235,1.28454,1.2337782,0.93959254,0.8474141,1.0480481,0.9614062,1.2175866,1.0683535,0.8948872,1.253938,0.9592476,1.0456105,0.9043077,0.829648,1.0344374,0.90346116,1.0573448,1.1451406,0.9194836,1.2633135,1.244359,1.181041,0.9349558,0.9047059,1.1308315,1.3214768,1.2688398,1.1355758,0.4265229,1.1303862,0.9258368,1.0542816,1.2993743,0.8886031
