,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,spoon,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
shorts,0.7242069,1.321522,0.6084971,1.1513075,1.1882865,1.3677189,1.0436474,0.7280967,0.77891237,1.3630593,0.92664844,0.90735626,0.8133984,0.96286374,0.8890623,1.2891345,1.2402962,1.1189191,1.1316202,1.3273355,1.2920954,1.2521572,0.901484,0.7732054,0.88373095,1.0610352,1.2971296,0.924966,1.0401937,1.0830996,0.78377855,0.8611952,1.3720464,0.761426,1.3743979,1.2570808,0.9894872,1.0019326,1.1398964,0.90346116,1.1061572,0.8516754,0.7602026,1.0225298,0.91400415,0.7464563,1.370394,1.3552921,1.0416297,0.9687891,1.2220104,1.1011236,1.3186674,0.7718931,0.61166364,1.0318631,1.2621799,0.94560814,1.2948523,0.33669466,1.2639635,1.116634,0.9257292,0.83003896,1.035501,0.62505186,0.98948616,0.8059535,1.0995256,1.2940105,1.2478565,1.2383927,0.70332575,1.1006796,1.2372822,0.9713946,0.73476005,0.7876506,0.78105116,1.2079061,1.2265384,1.0191064,1.0334879,0.989686,1.2369243,1.4078416,0.97842085,1.1429402,1.3511574,0.83328843,1.2627864,0.95585185,0.62206316,1.136175,0.0,1.181787,1.033586,0.8193789,1.3354126,1.301522,1.248843,0.67800415,0.72294235,1.2735772,1.2001066,1.1426834,1.0858685,0.9720476,1.1700158,0.88949007,1.0551507,1.2685004,0.8473455
shovel,1.183727,0.8273585,1.0399115,0.96298444,0.9580419,0.98872787,0.75037825,1.2569678,1.25401,0.99123305,1.2330884,1.1216694,1.2143611,1.0163732,0.85956126,0.9264249,0.5253521,0.9059197,0.90856516,0.8749984,0.93498147,0.8274127,1.2505708,0.8030488,1.2373123,0.77592874,0.93444026,1.0700328,0.8670095,1.0551021,1.2312983,0.8395654,0.65939355,1.2153707,0.8738761,0.98558235,0.8767115,0.9626159,0.93190897,1.0573448,0.95260453,1.1024635,1.2430301,1.0860686,1.2270882,0.82153475,0.8704237,0.6731622,0.8930064,1.1491628,1.1353446,0.90030664,0.91830856,1.2674551,1.1321572,1.0717026,0.91860574,1.026519,0.96416026,1.2600392,0.09233469,0.97068423,1.0417256,1.1616416,0.89973223,1.1324413,1.1000097,1.1679437,0.99978733,1.0262483,0.7256287,1.1138797,1.1338625,0.94569993,0.9599243,0.9445009,1.1672387,1.2497336,0.9556247,0.7064425,0.711914,1.0156986,0.8117939,1.0976636,0.75286305,0.70906,1.0504057,0.8048828,0.7563653,1.0568827,1.015529,0.9734047,1.337876,0.9319528,1.181787,0.0,0.7050108,1.2096466,0.91437256,0.34572476,0.9304863,1.2531426,1.0743296,0.82764494,1.1489036,1.0875974,0.6483085,1.0352762,0.8965872,0.94018924,0.8530886,1.0547537,1.1867851
sink,1.22903,1.1766506,0.8159269,1.2085445,1.1106728,1.1879582,0.7898597,0.80572563,0.96790326,0.93845046,0.8695587,1.1163037,0.9867202,1.004604,0.9282951,0.8185471,0.40317667,0.8553865,1.0460354,0.7685453,1.2385039,0.6768304,1.0556118,0.968117,1.0729939,0.60649526,1.0628632,1.17229,0.76040107,1.1126798,0.95615244,1.0552919,0.81601673,0.97791654,0.72252667,1.1934065,1.085765,0.88759005,0.7021555,1.1451406,1.1933473,1.0862691,1.169714,1.0965428,1.0220749,1.0663601,0.98465604,0.8071072,1.2693925,1.0050412,1.078793,0.9854608,1.0049992,1.1059543,1.0287845,1.016519,1.1357473,1.174918,0.9568586,0.9803275,0.67148316,0.97027993,0.98780656,1.2676895,0.80202323,1.1195767,1.0027372,1.2163317,1.2475727,1.0772743,0.9137777,1.0803295,1.1728537,1.2016691,0.6394129,1.1724991,1.0850725,1.1016917,0.85716414,0.8459874,0.91924083,1.0402625,0.89118075,1.1726352,0.80239207,0.6995597,1.2176074,0.83010644,0.832554,0.9651312,1.2610581,0.96887875,1.0580225,0.8305556,1.033586,0.7050108,0.0,0.9747122,0.99191046,0.6368748,1.1333234,0.901535,0.781239,0.8999418,1.0608785,1.1679659,0.80374795,1.0514975,1.0921401,0.5662384,0.7495457,0.99555665,0.9447963
slide,0.9185363,1.2485743,0.7773051,1.181762,1.2597744,1.3039131,1.0324978,0.65142447,0.5945089,1.3465997,0.76961577,0.61150515,0.8133193,0.47314447,0.84075534,1.2814407,1.2089276,1.0326465,1.2845452,1.0861909,1.2139676,1.1572057,0.38360846,1.0787628,0.7383257,1.1146526,1.3328946,1.0718677,0.9957842,1.1416441,0.66541713,1.083744,1.2869581,0.5491858,1.3440276,1.1966906,1.1192212,1.0841708,1.1178074,0.9194836,1.2114974,0.72800875,0.9264786,1.2143371,0.60498434,1.01723,1.1383528,1.3104887,1.0153447,0.58741975,1.243924,1.3718784,1.2090511,0.8649136,0.9531655,1.14797,1.2315334,0.8494558,1.2485819,0.72242343,1.2847466,1.1676586,0.89639,1.1136826,1.1484823,0.9677202,0.9594049,0.95406055,1.2183328,1.3779835,1.2171686,1.3230808,1.0285392,1.1572145,1.2801515,1.0160483,0.351613,0.8821224,0.7684569,1.2138712,1.2347844,1.0208933,1.1401001,0.9823469,1.0865694,1.3197672,1.0646256,1.1694016,1.3501002,0.8193251,1.2308178,0.8944219,0.7176754,1.1915355,0.8193789,1.2096466,0.9747122,0.0,1.3673286,1.301012,1.2939878,0.76240724,0.6573429,1.1766899,1.3135331,1.3096255,1.0165274,0.9544203,0.915956,0.6737843,1.144088,1.2976639,0.8234508
slipper,1.3156319,0.8370433,1.3228188,1.0516249,0.72475797,0.42927086,1.1321793,1.356811,1.4496069,0.19835413,1.2607423,1.3517405,1.3253648,1.267045,1.3154502,0.5104879,0.9691022,1.0288087,0.80706227,0.7368514,0.85413545,0.76387686,1.2733259,1.1396737,1.2244573,0.95815706,0.37748563,1.0880708,1.1314796,1.0417489,1.4354341,1.1587412,0.31209385,1.4251486,0.40879565,0.9725309,1.0318836,1.1419985,0.6858617,1.2633135,1.1101724,1.1620421,1.223691,0.5563026,1.1093905,1.1819705,0.79693377,0.3345027,1.260527,1.2543849,0.30962354,0.648009,0.5916795,1.1886637,1.1805096,0.72478616,0.9260564,1.1741872,0.37014604,1.3501222,0.63945484,1.0347333,1.0924478,1.1872619,0.95309967,1.2284534,1.2174258,1.0239133,1.0055559,0.3129093,0.8621443,0.354968,1.0922884,1.1516469,0.51545286,1.0166188,1.4251297,1.1174774,1.4232258,0.6280824,0.6530492,1.1676749,0.8025283,1.0397568,1.0303521,0.5898982,1.2730725,1.0059018,0.61254156,1.3639264,0.79565835,1.150583,1.3551571,0.7599564,1.3354126,0.91437256,0.99191046,1.3673286,0.0,0.652774,0.7160554,1.2949847,1.5154411,0.9041505,0.27982116,0.3855291,0.99465054,1.0329881,1.1924793,1.2933742,0.99342144,0.23519874,1.2584767
spoon,1.3709147,0.83179295,1.1429352,1.0430537,0.85471594,0.7484479,0.77641654,1.348085,1.4542456,0.709018,1.3746066,1.3884509,1.3872185,1.1898764,1.1704297,0.6402305,0.47431743,1.034244,0.7480993,0.64146185,0.8544805,0.5768389,1.3660078,0.8564917,1.3736677,0.6433895,0.71529734,1.1689699,0.83369577,1.0401629,1.4540346,0.96032864,0.31809998,1.3824624,0.5084783,0.98485476,0.8398307,1.0337415,0.8522813,1.244359,1.0291885,1.2357109,1.3508086,0.8071139,1.2996709,0.9727293,0.7280161,0.3360815,1.0487714,1.2028896,0.7899015,0.68840116,0.8181951,1.3000962,1.0804083,0.9148379,0.87179315,1.1867089,0.6385519,1.4084736,0.18649209,0.83646894,1.1171944,1.265672,0.8587658,1.2740669,1.1686661,1.2108314,0.9632786,0.64368093,0.6875707,0.75022715,1.0978241,1.0790386,0.77384365,1.1402354,1.3429987,1.360803,1.2256846,0.29448342,0.2910486,1.1798937,0.8748139,1.0256433,0.7004401,0.51122713,1.1826761,0.9154124,0.5922333,1.1713265,1.0004611,1.0090187,1.4723988,0.8144867,1.301522,0.34572476,0.6368748,1.301012,0.652774,0.0,0.8296747,1.3326218,1.2912811,0.79380405,0.78058755,0.7771299,0.4397937,1.1810588,0.98444545,1.1095091,0.76636773,0.6508586,1.2318622
strawberry,1.3530982,0.5435983,1.3186569,0.76060045,0.7436062,0.48606282,1.1261305,1.3296323,1.3099896,0.61948025,1.2454674,1.2332778,1.3296146,1.0202967,1.22019,0.6518415,0.92528355,1.064743,0.8758103,0.81570524,0.7977841,0.86110157,1.1618304,1.076544,1.2796057,1.0977961,0.72127587,1.0705,1.0590425,0.988826,1.3008754,1.2127907,0.61875093,1.3401557,0.60786355,0.8419359,1.0505191,1.0490551,0.91975963,1.181041,0.7311487,1.1935241,1.2446696,0.9869176,1.0821002,1.235588,0.7885983,0.74764526,1.0359901,1.0740248,0.75576144,1.031487,0.8075735,1.1152139,1.2956204,0.9810993,0.77908677,1.129849,0.6838478,1.2895261,0.8859101,0.8586054,1.1306581,1.0261439,0.8921709,1.3480108,1.0368782,1.0865674,0.8514053,0.4417585,1.0296404,0.7850052,1.2015898,0.79935014,0.90304935,1.1395509,1.2561305,1.2012373,1.2493051,0.8613338,0.93915844,1.0819434,1.1319797,1.0369585,0.92620766,0.7115727,0.88703966,1.0354648,0.70760745,1.1290538,0.86733866,1.1494032,1.2776136,0.87687886,1.248843,0.9304863,1.1333234,1.2939878,0.7160554,0.8296747,0.0,1.1637878,1.2895107,0.78741556,0.78039074,0.8385246,0.9968432,1.2914479,0.90498406,1.2296948,0.9986499,0.59006613,1.1715684
sweater,0.8758333,1.2587965,0.8293654,1.2218332,1.1584724,1.2384752,1.1212262,0.71671087,0.7568865,1.2274861,0.7460697,0.91188985,0.8094239,0.8924414,0.9707112,1.1606207,1.0827074,1.0117251,1.0980016,1.1588527,1.1884307,1.1341646,0.6776661,1.0418478,0.8600195,0.99326754,1.2298601,1.0861567,1.0189803,1.1322219,0.76645845,1.0508156,1.3688245,0.713738,1.2372875,1.1484545,0.9738945,0.95335895,1.1143744,0.9349558,1.2402962,0.8352896,0.9008867,1.2273924,0.6370879,1.0537604,1.1981401,1.309498,1.156346,0.7192333,1.1942987,1.1605233,1.2375736,0.69243276,0.9220313,1.0581613,1.1759846,1.0576025,1.270663,0.53894186,1.3385727,1.1521366,0.92667264,0.9023207,1.0382104,0.8354156,0.8125447,0.9728639,1.1700643,1.314617,1.1795871,1.173794,1.0259931,1.2391376,1.072997,1.1210313,0.7142235,0.6588345,0.8145161,1.2742256,1.322551,0.9340206,1.1465431,0.93940985,1.0610868,1.2096667,1.1557578,1.0864992,1.262844,0.7069589,1.1550702,1.0317183,0.3895166,1.0877823,0.67800415,1.2531426,0.901535,0.76240724,1.2949847,1.3326218,1.1637878,0.0,0.6842971,1.2522439,1.2467991,1.2593384,1.1516231,0.89500505,1.1499836,0.7991245,1.0160884,1.2371616,0.8319772
table,0.69563544,1.0788982,0.4837997,0.95293117,1.1534631,1.4345114,1.1356248,0.5237856,0.48753613,1.4535253,0.7075294,0.6995176,0.7979535,0.7307622,0.6874257,1.4143085,1.1124098,1.035951,1.2652773,1.2872076,1.274323,1.3069475,0.7001371,0.9768798,0.798926,1.2340853,1.3830485,1.0383172,1.1175575,1.0097407,0.49450707,0.8759147,1.4577706,0.7185203,1.4616274,1.1883585,1.1689835,1.119242,1.1790824,0.9047059,0.9785689,0.8448913,0.8225616,1.2429259,0.7869955,0.8206272,1.2658138,1.4127152,0.78320336,0.8125934,1.4050231,1.3255646,1.2649494,0.9079688,0.8589841,1.3035394,1.2228851,0.89938873,1.4419153,0.64761543,1.2444258,1.1165688,0.92670804,0.8772898,1.1593504,0.776923,0.95879763,1.0666653,1.1062148,1.4438028,1.1895345,1.4755313,0.9755683,0.9521961,1.3658019,0.97506833,0.66917396,0.87635875,0.57399637,1.3049691,1.2997327,0.8188728,1.1734724,0.9775108,1.1433197,1.2199713,0.84565187,1.1889757,1.3234124,0.78084886,1.188417,0.8992611,0.6670754,1.1871347,0.72294235,1.0743296,0.781239,0.6573429,1.5154411,1.2912811,1.2895107,0.6842971,0.0,1.1445789,1.3951629,1.4251444,1.0270066,1.0645936,0.72455937,0.6416323,1.1381234,1.436268,0.89124
tape,1.2786716,0.60469997,1.2514815,0.65901345,0.7377013,0.85472834,0.77481776,1.3076453,1.167427,0.90741813,1.0122501,1.1735991,1.1662297,0.96355325,1.0508648,0.80042636,0.6204661,0.85737133,0.78000957,0.62021446,0.9439317,0.71628183,1.14175,1.1919117,1.3339643,0.8963971,0.7996867,0.81541634,0.70343256,0.5555972,1.1543703,1.0668,0.8357283,1.2749877,0.68216825,0.985131,1.0856124,1.0990368,0.8271456,1.1308315,0.61226165,1.2606514,1.3584824,1.0687941,1.1355252,1.1855657,0.9682858,0.93982136,0.9427572,1.1435177,1.0432639,0.95702344,0.81325233,1.3404307,1.2930073,1.0169915,0.8476616,1.1928569,0.9687263,1.3543564,0.87489724,0.8842741,1.1631371,0.85002005,0.84535974,1.2758925,1.1394548,1.148275,0.6963384,0.8422692,0.87080383,1.0451325,1.138005,0.6377374,0.9278233,1.1799253,1.2397034,1.2751527,1.1663244,0.9210674,0.9425468,0.9493408,0.98623115,0.9785112,1.0159662,0.59234536,0.8677627,0.91705954,0.6460501,1.2817609,0.9556017,1.0778327,1.426097,0.85159695,1.2735772,0.82764494,0.8999418,1.1766899,0.9041505,0.79380405,0.78741556,1.2522439,1.1445789,0.0,1.0149289,1.0537113,0.923803,1.2117883,0.7052128,1.0317463,0.9744959,0.97317505,1.3277059
toe,1.1934681,0.9279801,1.162063,1.067487,0.8201602,0.48441106,1.170964,1.2660959,1.4179966,0.35972106,1.27718,1.3615663,1.3276696,1.2992929,1.3057802,0.53903484,1.1267948,1.0821605,0.89862394,0.7951999,1.0317783,0.81410354,1.3000517,1.040649,1.2116857,1.0142606,0.52507114,1.0798266,1.1708964,1.0729011,1.3832773,1.1286936,0.4385348,1.3759089,0.45059508,1.0884303,1.108321,1.1424024,0.70117307,1.3214768,1.0697423,1.1638467,1.1007583,0.29782957,1.1674261,1.0844758,0.8557749,0.5408307,1.262874,1.2614399,0.25113946,0.7015289,0.6392387,1.0456344,0.8564669,0.73757815,1.055777,1.1197486,0.36693096,1.202922,0.8421167,1.0971212,1.154837,1.1000025,0.9413854,1.0584863,1.1933167,0.8908416,0.9860724,0.31760597,1.1206003,0.24918711,0.94779295,1.1156787,0.5740646,1.0832086,1.3085266,1.0003239,1.3827392,0.5875269,0.5740489,1.1171733,0.91172594,1.05759,1.127429,0.7852724,1.1586864,1.1648418,0.7604862,1.2340016,0.94609725,1.1979514,1.1888661,0.90352654,1.2001066,1.1489036,1.0608785,1.3135331,0.27982116,0.78058755,0.78039074,1.2467991,1.3951629,1.0149289,0.0,0.250072,0.94759977,1.0819145,1.229263,1.3498092,0.9813542,0.314439,1.1952589
tooth,1.1016883,0.97250336,1.0973049,1.0943189,0.83723307,0.57297075,1.1671743,1.2737002,1.4377658,0.5294497,1.2810034,1.2900984,1.3029262,1.2703087,1.3085988,0.76853603,1.1407989,1.1588309,0.7947078,0.9659653,0.9476785,0.9575806,1.3008612,0.8590106,1.1743258,1.0596924,0.5526015,1.0858194,1.1607989,1.0940957,1.3921471,0.9270319,0.5945914,1.3914708,0.6754979,1.0071491,1.0139325,1.1914192,0.83578676,1.2688398,1.0832762,1.124471,1.0051451,0.30768263,1.2209148,0.94152474,0.9106771,0.57472926,1.1653546,1.299,0.36766446,0.68007493,0.7360781,1.0117949,0.7236742,0.76884675,0.99450827,1.0825474,0.5531892,1.2067481,0.8277927,1.1115618,1.0723243,1.0875256,1.0036975,1.0142576,1.2240664,0.52768,0.9687473,0.40629733,1.0151451,0.29582316,0.87779886,1.1427584,0.7497739,0.9662354,1.3072722,1.0187151,1.3690537,0.56626135,0.53453434,1.1324809,0.91631615,0.9341218,1.1255324,0.85137224,1.1692922,1.1582152,0.8517405,1.2401515,0.90622956,1.2623838,1.2150502,0.98127127,1.1426834,1.0875974,1.1679659,1.3096255,0.3855291,0.7771299,0.8385246,1.2593384,1.4251444,1.0537113,0.250072,0.0,0.926206,1.0932945,1.2542057,1.416194,1.082041,0.42065758,1.2204143
toothbrush,1.2769794,0.9550513,0.8576924,1.0120454,0.97421676,0.98688275,0.86562264,1.2263795,1.2324362,1.0463448,1.3534243,1.1434244,1.1854202,1.1240295,0.8787804,0.7230077,0.82688934,0.8881793,0.984673,0.6028304,1.0629176,0.5668359,1.212314,0.8559109,1.2585791,0.8138614,1.0034488,1.2271109,0.88916063,1.1480072,1.2742666,0.93020135,0.54511625,1.1342239,0.7695708,1.1268444,0.9596507,0.9935752,1.0275993,1.1355758,0.95832676,1.1751096,1.267693,0.83785826,1.193275,0.9226757,0.8945908,0.74408495,0.9641341,1.0867095,1.0127231,0.7706063,0.76054215,1.1844132,0.79779303,1.0155118,1.0305591,1.0989939,0.9023896,1.2083611,0.53705627,0.9170353,1.1465585,1.1032057,0.8357971,1.0610952,1.1965822,1.0560836,0.99590737,0.8685735,0.813622,0.9665509,1.0602529,0.98083967,1.0267802,1.1270088,1.0976593,1.259413,0.9094791,0.2867592,0.4673261,1.0751667,0.9884794,1.0167603,0.88802916,0.8289474,1.0009241,1.0054221,0.97008467,0.94666487,1.1523341,0.92994326,1.240915,0.9384096,1.0858685,0.6483085,0.80374795,1.0165274,0.99465054,0.4397937,0.9968432,1.1516231,1.0270066,0.923803,0.94759977,0.926206,0.0,1.0683451,0.90146744,0.9435124,0.77012104,0.9284804,1.239352
towel,0.7994554,1.3330595,0.9800998,1.3499081,1.3013916,1.1982484,0.87265474,0.96176153,0.7835045,1.0783712,0.8362905,0.929235,0.44390368,1.0660193,0.7731672,1.1052607,1.1181767,0.96031123,1.216376,1.057609,1.0589266,1.023638,1.079616,1.0396109,0.9244916,0.87719434,1.1660961,1.1198863,1.0463755,1.1557475,0.7955197,0.9400542,1.1286641,0.62748224,1.1664629,1.0726948,0.8412624,0.9105104,0.8846268,0.4265229,1.324135,0.77166337,0.9523296,1.1003331,1.0601436,0.9091232,1.0093495,1.1479019,1.2239404,1.0798758,1.1102184,0.8917382,1.0374824,1.0112169,0.9771713,0.8079045,1.1732153,0.83262694,1.1321423,0.864843,1.0433817,1.1083966,1.0428107,1.004462,1.0845684,0.7404627,0.982483,0.9954948,1.2683704,1.2854583,0.68099195,1.1022434,1.0298088,1.2784286,0.85062605,0.75084484,0.98605096,0.62653995,0.6811471,1.1165104,1.0501133,0.90019834,0.69814074,1.1082146,0.93561774,1.14386,1.2180405,0.7817423,1.2522557,0.85943854,0.9948053,0.942232,0.724192,1.0771296,0.9720476,1.0352762,1.0514975,0.9544203,1.0329881,1.1810588,1.2914479,0.89500505,1.0645936,1.2117883,1.0819145,1.0932945,1.0683451,0.0,1.2583185,0.89354086,0.81413835,1.2051117,0.91459125
toy,1.0866601,0.42509437,1.1074331,0.42981672,0.9239505,0.9348014,1.0153862,1.1715212,0.99205166,1.1570773,1.0273557,0.85839665,1.1309285,0.7997831,0.8600241,1.019865,0.90444076,0.8425171,1.1152774,0.78343636,0.96759766,0.9519033,0.9269121,1.1013316,1.2345166,1.0895092,1.1216404,1.0595039,0.88309604,0.81281495,0.9943835,1.0885724,1.0473735,1.1597106,1.038432,0.9516679,0.9358069,1.1118933,1.1010659,1.1303862,0.52178276,1.1639528,1.1759949,1.1539153,1.0157019,1.0739201,0.85069036,1.1283625,0.3652029,1.0421038,1.2196474,1.2438576,0.8846757,1.1703206,1.1821873,1.1307106,0.90074056,1.094024,1.1472931,1.2405968,1.0201201,0.842198,1.1453029,0.9115111,0.9782921,1.2037749,1.0997739,1.1902275,0.81879985,1.0674669,0.9434983,1.2298095,1.1467211,0.5035313,1.2380013,1.181705,0.95334655,1.1499815,1.0062326,1.0388285,1.0510261,0.85014343,1.1672606,1.1010994,0.92845523,0.9985505,0.5968461,1.0442597,0.98438,1.0775352,0.8625521,0.9530856,1.190818,1.0084336,1.1700158,0.8965872,1.0921401,0.915956,1.1924793,0.98444545,0.90498406,1.1499836,0.72455937,0.7052128,1.229263,1.2542057,0.90146744,1.2583185,0.0,0.9336523,0.9878215,1.1946669,1.2235378
tray,1.0331877,1.1701485,0.85400623,1.1206912,1.1765445,1.3281317,0.8645438,0.7206147,0.70776767,1.226243,0.81230426,0.8541204,0.74992466,0.6805235,0.68746483,1.0317308,0.7786645,0.8302692,1.345889,0.88780034,1.3258548,0.9074365,0.6836482,1.1730989,0.97064155,0.82056314,1.3190856,1.0472,0.8120388,1.021994,0.77073777,1.1639895,1.1756473,0.58696634,1.0795045,1.3211166,1.1246805,0.8443382,0.9221154,0.9258368,1.1099968,0.8753793,1.140516,1.2562134,0.7518828,1.0522705,1.0947019,1.1918386,1.0982205,0.6416329,1.3567842,1.1606586,1.0226287,1.0563875,1.0500536,1.1195393,1.2955966,1.0082216,1.2525582,0.818702,1.0379095,0.96536314,0.9999692,1.0674721,0.81305724,0.94963074,0.9236026,1.1230576,1.310432,1.3666286,1.0279661,1.3134645,1.112706,1.0849942,0.9385825,1.0501668,0.84567344,0.9159076,0.647715,1.2205855,1.3087621,0.96335316,0.95643765,1.2674131,0.9896309,1.0115812,1.0759283,0.81229997,1.1461741,0.83053935,1.3167546,0.89714754,0.86508787,0.9895388,0.88949007,0.94018924,0.5662384,0.6737843,1.2933742,1.1095091,1.2296948,0.7991245,0.6416323,1.0317463,1.3498092,1.416194,0.9435124,0.89354086,0.9336523,0.0,0.88500935,1.3371714,0.87207717
vacuum,1.1496873,1.1043657,1.0702397,1.1771075,1.2061899,1.0369848,0.8701074,1.1434382,1.1173575,0.90936667,0.989328,1.1172758,1.0234014,1.2498748,0.8763858,0.69100845,0.77401185,0.7011365,1.1030148,0.5889786,1.0058382,0.5376402,1.2620045,0.9342061,1.1972222,0.6259997,1.1081146,1.1249411,0.956043,1.1105489,1.060924,1.0383003,0.8227047,0.94043475,0.71628535,1.0006891,0.68497145,0.8015292,0.7880621,1.0542816,1.1167567,1.1220957,1.1588633,1.129981,1.152459,1.0006366,0.90734684,0.93334836,1.1434224,1.0977179,1.0700798,0.97929424,0.89815474,1.0860022,1.0837548,0.94173175,0.97861683,1.0981755,0.948842,1.0175056,0.8117533,0.9052018,1.1045498,1.1768663,0.85112166,1.140681,0.9462017,1.2050271,1.1960764,1.026056,0.86713344,1.030326,1.2724983,1.1047733,0.5424672,1.1312606,1.1196059,0.8555769,1.0070035,0.77750456,0.83930826,1.0444661,0.9060079,1.2094579,0.7591075,0.9108144,1.1272864,0.6878017,0.74836946,0.87104416,0.97697794,0.8607583,1.0613637,0.79410416,1.0551507,0.8530886,0.7495457,1.144088,0.99342144,0.76636773,0.9986499,1.0160884,1.1381234,0.9744959,0.9813542,1.082041,0.77012104,0.81413835,0.9878215,0.88500935,0.0,1.013792,1.0084276
watch,1.4072125,0.86152655,1.2893354,1.0021166,0.6659433,0.43866968,1.2173934,1.3038238,1.4052063,0.28685474,1.3072902,1.3422295,1.3649662,1.2415776,1.3753859,0.46573627,0.9950329,1.1212593,0.8529768,0.7900683,0.84029627,0.7931518,1.246732,1.1366752,1.200981,1.0257682,0.4380594,1.1135116,1.0791819,1.1399688,1.4018029,1.2297431,0.30164135,1.4201822,0.37527812,0.9272829,1.0635604,1.1000601,0.8647803,1.2993743,1.0361161,1.1290098,1.1750379,0.6690507,1.125437,1.271165,0.8537168,0.3773523,1.2990952,1.1648209,0.21718383,0.78689104,0.7232236,1.0768727,1.1936405,0.74052846,0.8468557,1.1129102,0.25420254,1.3192868,0.7864505,0.9120437,1.1207354,1.2414174,0.9777817,1.3194199,1.1674442,1.010125,0.991391,0.1968751,0.96203834,0.35453498,1.0420111,1.1126195,0.68653774,1.0792693,1.3260618,1.212931,1.4067897,0.60308826,0.69537586,1.3143427,1.0676749,1.0088732,1.0360578,0.6636313,1.1902344,1.124633,0.641081,1.2469494,0.90342855,1.1019714,1.3294992,0.7757391,1.2685004,1.0547537,0.99555665,1.2976639,0.23519874,0.6508586,0.59006613,1.2371616,1.436268,0.97317505,0.314439,0.42065758,0.9284804,1.2051117,1.1946669,1.3371714,1.013792,0.0,1.2057859
window,0.8973161,1.2771838,0.8744895,1.2254131,1.213227,1.2253606,0.99137414,0.559519,0.76768196,1.1703285,0.7574841,0.90246546,0.8293286,0.95585257,1.0352206,1.2018675,1.0807555,1.1436013,1.2111074,1.2308664,1.1126586,1.1740592,0.8283476,1.0308952,0.6903146,0.9041543,1.2240151,0.9815649,1.0277592,1.071529,0.7473195,1.1126735,1.3154185,0.59908104,1.2165854,1.0815382,0.98707396,0.6998612,1.0410773,0.8886031,1.2378608,0.78725123,0.85530853,1.1808832,0.89933497,1.0526055,1.0220879,1.2036169,1.1541499,0.7846521,1.1206474,1.2181108,1.3110744,0.75981027,0.94863385,1.0225528,1.1345587,0.83467007,1.1682527,0.6878925,1.2378063,0.8324671,0.89320743,1.0408769,1.1049284,0.8614291,0.736192,0.9636308,1.1380299,1.296906,1.2234309,1.145948,0.95591986,1.213303,0.98558867,1.0210263,0.92074096,0.8704736,1.0008868,1.2698326,1.2409496,1.013576,1.0193914,1.021756,0.8006189,1.2975267,1.0545778,1.0342718,1.2144122,0.7749386,1.0998558,0.8511362,0.7527978,1.1106472,0.8473455,1.1867851,0.9447963,0.8234508,1.2584767,1.2318622,1.1715684,0.8319772,0.89124,1.3277059,1.1952589,1.2204143,1.239352,0.91459125,1.2235378,0.87207717,1.0084276,1.2057859,0.0
