,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jeans,knife,ladder,lamp,leg,melon,milk,mitten,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
shorts,1.0889387,1.1151642,0.55652106,1.2420075,1.2496374,1.1758912,1.182522,0.8775048,0.74207115,1.1258281,0.86869824,0.7796942,1.1938492,0.6287431,0.8310968,1.2212968,1.3781672,1.3111136,1.0410501,1.2017131,1.1091186,1.3067489,1.0589132,1.0899297,0.8049711,0.8568269,1.4314895,0.86740696,0.62826014,0.87592673,0.75460196,1.3900454,0.9909144,1.3724145,0.68669385,1.0628133,0.8695487,1.0199057,0.653304,1.0065995,1.2546824,0.7741834,0.9342593,1.192413,1.3414166,1.2305667,1.3184836,1.0485847,1.3010392,0.7777684,1.3066592,0.8144666,0.7888695,1.2872748,1.2509003,0.53137624,0.3631661,1.218938,0.9225863,1.2746798,0.99171454,1.1595474,1.0335673,0.71535,1.2272598,1.1530318,1.3030568,1.0043648,1.2123759,1.0010887,0.7498507,0.4517944,0.2832551,1.1135788,1.3533759,1.3381,1.29589,0.96170825,0.83164525,1.3093144,1.3370526,0.9308034,1.2462869,0.8824645,0.79550254,1.1621662,0.49240816,1.0988681,0.0,1.0769794,0.9642143,1.3185599,0.85130334,0.75282156,1.2809352,1.0201327,1.325639,1.1506865,0.5407143,0.7419081,1.3014269,1.0205663,0.95691633,0.9924497,1.2065332,1.3895327,1.0447835,1.1638141,1.1142553,1.1159503
shovel,1.0051566,1.0629424,1.1687824,1.1531931,0.9822699,0.9150347,0.952781,0.8859825,1.1482568,1.0629832,1.0815448,0.9774529,0.9583226,1.149475,1.0377103,0.93493885,1.1012173,0.69199646,1.0013804,0.70225835,0.9671286,1.1094111,1.2295513,0.92602617,1.1167138,0.95858485,1.1389902,1.1389313,1.1543276,1.0993658,1.1077389,1.0897001,1.0859629,1.0508568,1.0869422,1.0860984,1.0578585,0.89317244,0.99963915,1.0437125,1.112436,1.0675241,1.0014423,0.9217818,1.0770125,0.41235077,0.99563086,0.96628064,1.0914102,1.0679693,1.1179583,1.106098,0.9338685,1.1394889,1.0993093,1.1045009,1.1375452,0.49350333,0.9929402,0.92729765,0.7840463,0.8670398,0.9508972,1.0534413,1.195344,0.53624874,1.074676,1.0430516,0.9367896,1.0293378,1.0718497,1.2190771,1.1516722,0.8718709,0.9605592,0.9042916,0.94847715,0.968038,1.0723057,1.0378239,0.6279102,1.0054849,1.0472931,1.0175107,1.1450541,0.8140675,1.1520858,1.0157951,1.0769794,0.0,0.8275217,1.1381086,1.0965341,0.93259484,0.44041216,0.9205806,1.1400188,0.97775567,1.1780119,0.91841984,1.096698,1.0749916,1.0941714,0.8775574,0.77589357,1.2070041,1.0531129,1.0503986,1.111804,0.9661172
sink,1.1122208,1.2661107,1.0210029,1.2165393,0.9030255,1.175539,0.7538035,0.39143324,0.620118,1.3041744,0.7027205,0.9569474,1.2480099,0.7056128,0.5266961,1.0388652,1.2564037,0.9096681,0.713176,0.9119866,0.6046067,1.2431346,0.9691978,1.2616261,0.8617658,0.8106158,1.2420433,0.7689838,1.0456746,1.1330208,0.7123438,1.4218851,0.63050073,1.1945922,0.78218085,1.3217732,0.69834733,0.54521465,0.87285435,1.1020938,1.2104477,1.1202385,1.3331187,1.2412522,1.2510118,0.9350446,1.1674699,0.94860905,1.3653617,0.9844655,1.3222214,1.0105244,1.0878761,1.350966,1.247806,0.930261,0.9179685,0.9191861,0.82541096,0.9305233,1.0758164,1.0224838,0.95425844,0.86195946,1.4063272,0.76514786,1.3551725,1.1389205,1.1634133,0.9355324,0.8204875,0.8891905,0.9975587,0.9728515,1.3123562,1.3777273,1.2321403,0.9260755,0.9130001,1.0707482,1.0412539,1.01716,1.3150363,0.7167923,0.9984244,1.0500988,0.98208743,0.9812228,0.9642143,0.8275217,0.0,1.3979781,0.6820544,0.84918463,0.9487368,0.900963,1.2334521,0.97304386,0.96367174,0.63197494,1.1541327,1.3800848,1.070962,0.82821864,1.0492599,1.3516326,0.8150883,0.9450831,1.365541,0.8570075
slipper,1.1292185,0.7864,1.3499053,0.5249722,0.8358806,0.7481537,1.1433411,1.4264107,1.4863987,0.4225644,1.3975489,1.2852712,0.6797509,1.4719157,1.3143296,0.91420513,0.4858421,0.67399514,1.3673604,0.85254395,1.043345,0.4526292,0.94043946,0.6386642,1.13217,1.3351734,0.51369125,1.3973118,1.3008446,1.04467,1.4833643,0.17380017,1.4308103,0.50706965,1.4278051,0.78455067,1.4409683,1.3144636,1.3721437,0.868765,0.61242473,1.1008141,0.6744383,0.49005032,0.6852804,1.0302935,0.8783895,1.1553329,0.26541424,1.2610506,0.5092021,1.2587733,1.1894238,0.38320732,0.7018021,1.4254141,1.4162301,1.0036474,1.3191556,0.97144794,0.9920244,0.7427324,1.1751189,1.4198717,0.1874798,1.1273606,0.48271132,0.99174947,0.7708315,1.0607095,1.2392074,1.4302822,1.4108284,1.0123312,0.31227028,0.31510198,0.42606235,1.0134305,1.3138103,0.9982117,0.55378413,1.031166,0.5651546,1.3761644,1.3347007,0.9571854,1.4487162,0.8767666,1.3185599,1.1381086,1.3979781,0.0,1.3396842,1.1809456,0.94296765,1.2671815,0.32288897,1.0681046,1.4826667,1.547298,0.64683986,0.5173208,0.8805505,1.2957653,0.7397558,0.37003857,1.2961371,1.1546216,0.3154075,1.102293
snow,0.96555585,1.1290514,0.7727842,1.2097287,1.157716,1.1345655,0.9778436,0.6614991,0.6007292,1.2676387,0.85331047,0.9693693,1.122243,0.71675986,0.4747998,1.0806172,1.3494806,1.1574042,0.89870405,1.0114639,0.91099685,1.3223996,0.89835227,1.2681174,0.9150184,0.9408698,1.1999077,0.7020491,0.85577434,0.91481483,0.7577093,1.3436534,0.842667,1.3262239,0.76171696,1.2691683,0.70467067,0.88062423,0.883733,1.1171987,1.1698855,0.9420562,1.2560024,1.2391435,1.1737795,1.1153845,1.0817207,0.9920738,1.307421,1.0125926,1.246101,0.92495084,1.0501674,1.3406404,1.184981,0.8568969,0.812504,1.1270696,0.9050382,1.100626,1.2191229,1.222122,0.9826925,0.94046605,1.2787447,1.0244918,1.3007394,1.0941213,1.1687415,1.0234834,0.91966635,0.70994115,0.8644767,1.0835403,1.2979527,1.3467703,1.217034,1.0717828,0.85073113,1.0512893,1.2318347,1.0659602,1.2151734,0.78513265,0.7944658,1.0182832,0.79512393,1.0903643,0.85130334,1.0965341,0.6820544,1.3396842,0.0,1.1243849,1.1626198,1.0176795,1.2532929,1.0645524,0.7670057,0.6551956,1.1817408,1.3037548,0.9909902,0.99203205,1.3221009,1.2429773,0.85537815,1.0606222,1.3279464,0.97489965
sock,1.1496885,1.1064272,0.9435114,1.2141538,1.127328,1.0408041,1.0238478,0.9578839,1.0589848,0.99791867,0.8376863,0.8561045,1.0198289,0.8734474,0.9518953,1.0831894,1.0648857,1.0748535,0.96146655,1.0339055,0.9047726,0.9662203,1.1514463,0.8695775,0.94824713,0.8656274,1.3058426,1.0960048,0.95467865,0.916815,0.9151884,1.1148088,0.9824985,1.0515633,0.899569,0.9164244,0.95854646,0.9653187,0.99864703,0.85147583,1.2147197,1.0594485,0.8855684,1.0856361,1.269121,1.0279948,1.129342,1.0231181,1.1838982,0.6402637,1.1143917,1.0889204,0.7762668,1.1528797,1.111502,0.95710164,0.793081,1.0003057,0.89038914,1.1730101,0.8987904,1.0255042,1.0295918,0.65007776,1.1485758,0.84301984,1.0161759,1.0188429,1.103667,0.9674724,0.8756235,0.9135897,0.69155335,0.87458444,1.1650759,1.1476645,1.1743599,0.8405234,1.1016107,1.2168812,1.1663277,0.7395861,1.1881255,0.9689372,1.0563958,1.0234989,0.99842614,0.859054,0.75282156,0.93259484,0.84918463,1.1809456,1.1243849,0.0,1.046021,0.92559123,1.2266214,1.1168619,0.9560324,1.0452837,1.0314837,0.87232184,1.0083144,0.67857796,0.7064037,1.2148165,1.0774128,1.0702369,1.0210527,1.0350256
spoon,0.9638509,1.0989128,1.4030482,0.8888831,0.8312463,0.94320935,0.91634643,1.0434898,1.1836008,1.0687077,1.2621835,1.1387609,0.80063164,1.2464042,1.1183424,0.6935329,0.76591057,0.49777073,1.0839094,0.61803395,1.0756097,0.8397944,1.0443034,1.0560434,1.2306371,1.0902069,0.7824399,1.2052014,1.2804148,1.2478193,1.2940269,0.8300773,1.1648157,0.7231581,1.419069,1.0258235,1.1469656,0.82942843,1.1595311,1.1472039,0.9068114,1.1936363,1.1297188,1.008603,0.7878612,0.043976188,1.0101452,1.0340506,0.8661432,1.2849872,0.9367246,1.3191483,1.1555208,0.9620676,0.8835882,1.2639793,1.4162009,0.12317932,1.2199947,0.6250122,0.8894708,0.8855344,0.9986701,1.324612,1.025099,0.28455943,0.8489652,1.165268,0.9268284,1.0663258,1.1291347,1.3686233,1.4197719,0.86562693,0.73593587,0.67866635,0.8761552,1.0723001,1.2535522,0.9366811,0.46157837,1.2221446,1.0238299,1.1049389,1.277609,0.70948505,1.3342558,1.059872,1.2809352,0.44041216,0.9487368,0.94296765,1.1626198,1.046021,0.0,0.82926583,0.8157755,0.97741944,1.3678467,1.1206744,0.7866842,1.0989137,1.175898,0.9763475,0.66589123,0.9207249,1.03342,0.9553032,0.9032491,0.8779813
sprinkler,1.002319,0.9112151,1.0278891,1.0078981,0.8520707,0.9676116,1.096441,1.06259,0.9980226,1.275458,0.9697122,1.0134238,1.0031688,0.96189326,1.017504,1.0572289,1.162873,1.1014042,0.9305793,1.05167,1.0099311,1.2440732,0.9403882,1.0464756,1.1753662,1.0116585,0.9614633,0.993421,0.977641,0.98450994,1.0454377,1.2375627,1.0261604,1.140819,1.0533704,1.0997676,1.0169005,0.9471459,0.92112696,0.94795436,1.0046065,0.9008911,1.0763847,1.1895964,1.0852566,0.8117688,0.96667725,0.49044693,1.1852307,0.9408262,1.0666006,0.9788201,0.90719336,1.1398342,1.0195662,0.9945982,1.0002805,0.9238081,1.07906,0.87318987,1.1356463,1.1071807,0.95464146,0.92699695,1.1883771,0.9423503,1.1512642,0.9605999,1.0066828,1.004964,1.0965015,0.9692334,0.98116267,1.1187356,1.2162818,1.1633499,1.1374545,1.1578683,1.0362827,1.0552518,1.0933347,0.8795724,1.123445,1.0081004,0.9915852,0.9224697,0.97968584,0.99534714,1.0201327,0.9205806,0.900963,1.2671815,1.0176795,0.92559123,0.82926583,0.0,1.1595204,0.9435282,0.9266293,0.96197,0.9238695,1.1183518,1.0492239,0.9085954,1.194631,1.0326064,0.83684736,0.99609524,1.1814256,1.127663
strawberry,1.0866263,0.94180304,1.3488946,0.6275182,0.7119646,0.8511122,1.101948,1.2424242,1.3359145,0.64483786,1.3282194,1.4006807,0.68804383,1.3737234,1.214282,0.9132005,0.3922876,0.62734735,1.2874694,0.84240276,1.2056935,0.345585,0.8840442,0.8394669,0.9822287,1.2314668,0.5161359,1.2408158,1.2353643,1.2228949,1.3828694,0.3125528,1.287837,0.4147895,1.3895371,0.86747324,1.2172508,1.1380558,1.3168352,1.0997813,0.7046329,1.2149395,0.9678182,0.6758714,0.63831425,0.9409541,0.95278305,1.1264834,0.33231056,1.3991165,0.69519424,1.3150455,1.2945637,0.5404363,0.73241353,1.3440564,1.4086065,0.8631765,1.2484589,0.8069621,0.97003216,0.73713315,1.1740496,1.4520744,0.38557923,1.0443151,0.52779436,1.141045,0.8443796,1.0609455,1.1974585,1.3903382,1.4334562,1.0927856,0.36145115,0.41702783,0.4920991,0.948276,1.2527066,0.9171911,0.48682803,1.213906,0.6875515,1.1983253,1.2422209,1.0354248,1.3504684,1.101683,1.325639,1.1400188,1.2334521,0.32288897,1.2532929,1.2266214,0.8157755,1.1595204,0.0,1.0064412,1.3830221,1.4184328,0.72489434,0.78816354,1.0921032,1.3805909,0.74452186,0.53642553,1.2381201,1.0689416,0.5527004,0.864087
stroller,0.80770695,1.0498911,1.0737432,1.1400056,0.9875341,1.0207664,0.83771676,1.0537102,1.1136158,1.1626563,0.869894,1.0353227,1.2100686,1.0855079,1.0804447,0.908447,0.926901,0.9448746,0.85960656,1.0062144,0.8551356,1.09562,1.0057962,1.0699998,1.1132493,0.9630535,0.99431217,0.9149694,1.0962241,0.9578517,1.0317618,1.091145,0.7760369,0.93416274,1.0940717,0.93735796,1.0011022,0.884601,1.0022308,1.1636659,1.1205688,1.0436007,1.20175,1.0317287,0.86430717,0.98774105,0.8566681,0.7532995,1.1530886,1.0109655,1.0315192,1.0220424,1.0380038,1.0678005,0.96631104,1.1494632,1.1403188,0.9747768,0.92224467,1.051425,0.9025576,0.96771634,0.81957024,1.0425622,1.1849594,1.0125719,1.1343561,0.9947681,1.0771917,0.91426605,1.1118219,1.1125587,1.123966,0.9905993,1.1175392,1.1261827,1.0801558,1.0458914,0.92719555,0.6830988,1.0104681,0.8310889,0.98875,0.9697643,1.0261506,1.0269485,1.0957972,0.82765687,1.1506865,0.97775567,0.97304386,1.0681046,1.0645524,1.1168619,0.97741944,0.9435282,1.0064412,0.0,1.0610807,1.0182675,0.9819061,1.2021357,1.1134444,0.99491554,1.058107,0.9404702,0.9026397,0.8475853,1.087177,0.99476653
sweater,0.9587238,1.1583521,0.3828215,1.3808489,1.2700424,1.1998279,1.1554558,0.8794169,0.6490167,1.3117145,0.69183266,0.77403855,1.2586105,0.5464331,0.792989,1.3161993,1.4165541,1.5046656,0.9554501,1.3438331,1.0859005,1.416825,1.0359803,1.21763,0.9254256,0.80452526,1.3273985,0.6806073,0.32484096,0.8534747,0.6192275,1.5521173,0.7871237,1.4599452,0.5675223,1.0451342,0.67721593,1.0502971,0.5494477,1.0837979,1.3139237,0.62686014,1.1622627,1.3203026,1.307941,1.2888384,1.2249508,0.9491303,1.4251574,0.7742346,1.4076757,0.58673614,0.8827837,1.3557496,1.271063,0.27761447,0.360748,1.3546546,0.74056566,1.2666036,1.2347986,1.3537619,1.0191578,0.655751,1.3476391,1.273938,1.4157379,0.9129453,1.2958981,0.9351747,0.7606039,0.17830306,0.3239643,1.269703,1.5068341,1.5059719,1.4740148,1.0725985,0.7101103,1.1372535,1.5167137,0.8987375,1.1937155,0.73821163,0.69932246,1.2696005,0.24398816,1.1694765,0.5407143,1.1780119,0.96367174,1.4826667,0.7670057,0.9560324,1.3678467,0.9266293,1.3830221,1.0610807,0.0,0.59684056,1.3792794,1.2647911,1.0590917,1.0458021,1.4658012,1.4184883,0.88937175,1.0143869,1.4029315,1.1742413
table,1.046083,1.2096872,0.71095157,1.3333001,1.1990546,1.2501558,0.83631563,0.65375704,0.3547393,1.4305749,0.41583496,0.8468642,1.3626499,0.548165,0.6946888,1.0156552,1.3454468,1.2483741,0.6551749,1.1599365,0.8063521,1.4062233,0.99864084,1.3924963,0.91665334,0.53402436,1.3973017,0.54792404,0.72641146,0.84155345,0.40306997,1.5650834,0.47834843,1.3310112,0.5985545,1.2749662,0.6416717,0.8219249,0.7378448,1.2235023,1.2930528,0.8979885,1.4246213,1.4173656,1.3146381,1.0627295,1.2170675,0.930263,1.5809575,0.8713938,1.3659687,0.8417609,1.0538253,1.5329621,1.3231547,0.63099986,0.6122273,1.1286833,0.6624479,1.1148164,1.237388,1.2374961,0.89603573,0.6917397,1.5076199,0.9259934,1.5625141,1.1089443,1.2836318,0.83541054,0.8430697,0.6089009,0.67279214,1.1312315,1.5579908,1.6140971,1.477681,1.0594078,0.649511,1.1100785,1.2333432,1.0056765,1.3467219,0.612729,0.7523994,1.1530676,0.6242864,0.97399163,0.7419081,0.91841984,0.63197494,1.547298,0.6551956,1.0452837,1.1206744,0.96197,1.4184328,1.0182675,0.59684056,0.0,1.298249,1.5075245,1.0045098,0.85025054,1.3800828,1.3510773,0.6368608,0.76664686,1.5290781,1.044317
tape,1.0860063,0.7277474,1.4135058,0.36791998,0.7000412,0.7812732,0.96267295,1.2965175,1.2486249,0.9891035,1.3256896,1.3244749,0.92793983,1.2970476,1.0920895,0.87091714,0.5685615,0.557248,1.1116966,0.80688596,0.882734,0.7833843,0.8538307,1.03392,1.2095894,1.2664096,0.48869312,1.2599413,1.290446,1.1408968,1.3345808,0.6597053,1.2669214,0.48633355,1.3894856,0.7580867,1.3210273,1.1557643,1.2918127,1.077637,0.45168632,1.2188572,1.0756718,0.93737316,0.6889731,0.7950051,0.722967,1.0907599,0.8266758,1.1992137,0.4911028,1.3443182,1.2346804,0.6058702,0.71409893,1.3237627,1.3969463,0.83552283,1.3240541,0.8866104,1.0957029,0.78906333,0.97641414,1.2490044,0.79058325,0.9357028,0.7123203,1.1020029,0.620615,1.1947998,1.1484672,1.3448801,1.3823775,1.1291684,0.78080106,0.7861719,0.7446251,1.2839469,1.1321833,0.9862875,0.66622186,0.98376215,0.8679293,1.3273892,1.2627532,0.76342094,1.3817936,0.9140142,1.3014269,1.096698,1.1541327,0.64683986,1.1817408,1.0314837,0.7866842,0.9238695,0.72489434,0.9819061,1.3792794,1.298249,0.0,0.9595956,1.0412664,1.0398202,0.94513667,0.39664507,1.0087988,1.0812321,0.71053714,1.0627611
toe,1.167519,0.6714952,0.9937843,0.72508097,0.8482367,0.8401715,1.3700218,1.3826433,1.4383209,0.37080365,1.4021146,1.1241212,0.69971764,1.364018,1.3080242,1.2049892,0.92268264,1.073101,1.3992343,1.0261966,1.2647092,0.755478,1.2212867,0.4340737,1.0394084,1.3106312,0.983352,1.4008082,1.0164407,1.0460352,1.4434614,0.57521844,1.5296854,0.95323604,1.1419594,0.8251966,1.3707963,1.3910205,1.257796,0.40203726,0.8491548,0.7656476,0.061350703,0.6291927,1.0572854,1.1290194,1.0375601,1.120621,0.43983316,0.8508069,0.7333316,0.917098,0.44517732,0.57010996,0.99055606,1.2264278,1.0654947,1.1078848,1.2147098,1.1199453,0.75739133,0.8473326,1.1885698,1.078049,0.31156313,1.1243037,0.5228592,0.603734,0.82325476,1.1393206,1.1195577,1.2140555,1.0309385,0.93884814,0.69170475,0.58587444,0.6114594,0.8918236,1.2652826,1.1820035,0.9743992,1.0225476,0.74403733,1.3673723,1.2066988,1.0364369,1.2147088,1.0890899,1.0205663,1.0749916,1.3800848,0.5173208,1.3037548,0.87232184,1.0989137,1.1183518,0.78816354,1.2021357,1.2647911,1.5075245,0.9595956,0.0,0.8274788,1.1884189,0.7527547,0.86506194,1.3393296,1.3956327,0.43611288,1.1927869
tooth,1.0153285,0.9566783,0.9754754,0.9567107,1.0593965,1.047604,0.9062948,1.0956113,0.9647371,0.8604387,1.0288353,0.77911955,0.9742997,1.0561723,1.1166267,0.86376524,1.1025114,1.1940541,0.7579391,1.1350596,0.95648974,1.0295696,1.1204096,0.88647103,1.1925755,1.1313756,1.1580822,1.0560122,1.0270853,0.8383994,0.9923735,0.85625744,1.110243,1.1067827,0.96534705,1.0659914,1.1536405,1.0645969,1.131065,0.82961154,0.9843829,0.9090228,0.8229562,1.0003422,1.1239885,1.1486044,1.0046269,1.0721989,0.98461926,0.8152416,0.81960064,0.9270026,0.8583236,1.1266578,1.173631,1.0945851,1.037513,1.1370707,0.9902896,1.1390462,0.99242944,1.1195971,1.038492,0.936886,0.8490633,1.1730077,0.87034583,0.9424272,1.0471107,0.9797878,1.0776303,1.0195892,1.0391281,0.8733876,1.0714387,0.98452586,1.0873586,1.1001047,0.89597285,1.1867828,1.1575035,1.0690408,1.0308824,1.0744708,0.9477787,0.8234251,1.0500048,0.8560507,0.95691633,1.0941714,1.070962,0.8805505,0.9909902,1.0083144,1.175898,1.0492239,1.0921032,1.1134444,1.0590917,1.0045098,1.0412664,0.8274788,0.0,0.4980741,1.1558175,0.84536576,0.68479735,0.9592616,0.8498112,1.1407763
toothbrush,0.8781537,1.0385815,1.0601045,1.1260406,1.1657227,1.0186473,0.7242919,0.88803005,0.93467796,1.248773,0.8242627,0.7499073,1.1545746,0.9669112,0.96922016,0.6561479,1.203924,1.1231934,0.56093913,1.0597696,0.7962288,1.2615424,1.0740839,1.0475636,1.224005,1.0195777,1.2485261,1.0074397,1.0609838,0.7253148,0.90596366,1.0635048,0.89463776,1.2050028,0.9294575,1.0915351,1.0096213,0.8103361,1.0084685,1.0460249,1.1108047,1.1400571,1.1130947,1.1592535,1.0920194,0.911364,0.8216844,1.0005014,1.362606,0.61872804,0.81111723,1.0460694,0.78814465,1.4051154,1.1365681,0.9975479,1.1094409,0.8764883,0.970819,1.0594754,0.96819407,1.2010489,0.9284718,0.6746874,1.3428888,0.8690721,1.0809606,1.1300418,1.137707,1.101175,1.078272,1.0523138,1.0156037,0.7382914,1.2644033,1.1921254,1.2964709,1.1434869,0.88895243,1.0922787,1.2028564,0.96243167,1.2623259,1.0470966,0.88978165,0.5695878,1.0775243,0.6295953,0.9924497,0.8775574,0.82821864,1.2957653,0.99203205,0.67857796,0.9763475,0.9085954,1.3805909,0.99491554,1.0458021,0.85025054,1.0398202,1.1884189,0.4980741,0.0,1.0106593,0.9298337,0.57530916,0.8138388,1.1891396,1.0395684
towel,1.0681417,1.0881113,1.3631146,0.8767181,0.8664756,0.9181997,0.92989695,1.0160437,1.3979667,0.6858001,1.2838466,1.015911,0.80403847,1.2402569,1.2202299,0.7998787,0.5937357,0.6428788,1.1104953,0.5505302,1.1307536,0.5296444,1.2038795,0.792523,1.0456201,1.0769141,0.9099841,1.3157464,1.3588264,1.15228,1.3159783,0.6242348,1.1959367,0.61061513,1.3801436,0.8063835,1.1433809,0.96635765,1.1349906,0.957501,0.9101176,1.3266277,0.8164641,0.7297487,0.83307964,0.766474,0.9776759,1.1613953,0.7563578,1.189702,0.84909874,1.4168276,1.0701823,0.7779156,0.77478045,1.3558512,1.3423113,0.5999998,1.132592,0.8404101,0.6398996,0.67155486,1.0244737,1.2235712,0.78764147,0.4492216,0.6285745,1.1292125,0.8150977,1.0834858,1.055846,1.4581381,1.2921638,0.49210387,0.559137,0.56766593,0.6924647,0.6336814,1.3487614,0.96382326,0.5945417,1.153594,0.93844676,1.1412171,1.3187873,1.0061859,1.3665581,1.0379168,1.2065332,0.77589357,1.0492599,0.7397558,1.3221009,0.7064037,0.66589123,1.194631,0.74452186,1.058107,1.4658012,1.3800828,0.94513667,0.7527547,1.1558175,1.0106593,0.0,0.9481551,1.3454714,0.9913244,0.7701299,0.7433089
toy,1.0132537,0.58641964,1.4417807,0.3433398,0.82971954,0.6219853,0.9634398,1.4870622,1.3429539,0.91747224,1.3269315,1.2550097,0.8554082,1.3864213,1.2660084,0.718114,0.58609027,0.69574165,1.0286919,0.7978678,0.990668,0.7208697,0.7151959,0.9114756,1.3375955,1.3987997,0.44842458,1.2988133,1.2976817,1.0039829,1.3574975,0.32797623,1.3531349,0.6056972,1.460165,0.7304283,1.4807231,1.2700608,1.3271091,1.088267,0.38805097,1.2273498,0.99085975,0.81098056,0.48890936,0.9572422,0.57724375,1.1320279,0.702701,1.1168146,0.23813337,1.3372216,1.2183856,0.6298903,0.64913154,1.3724803,1.5014163,0.9919296,1.4256134,0.95069796,1.1878438,0.8261337,1.0724156,1.2259938,0.52491736,1.0534296,0.63044596,1.1868265,0.67626095,1.2374531,1.2735817,1.3931539,1.4523845,1.093224,0.6262668,0.6515679,0.6471571,1.3125768,1.1646998,0.90229744,0.63257885,1.0475241,0.68208396,1.4994872,1.2280431,0.7258508,1.4073342,0.7381642,1.3895327,1.2070041,1.3516326,0.37003857,1.2429773,1.2148165,0.9207249,1.0326064,0.53642553,0.9404702,1.4184883,1.3510773,0.39664507,0.86506194,0.84536576,0.9298337,0.9481551,0.0,0.8032736,1.0254287,0.6369407,1.1977535
tray,0.91378844,0.97052515,1.0845048,1.1082792,1.1711651,0.9751567,0.68424815,0.96886146,0.6695099,1.3174624,0.7685635,0.74487317,1.2089643,0.8157735,0.8879499,0.7717323,1.228885,1.1175352,0.37412226,1.085288,0.78517073,1.3153709,0.84845,1.2749547,1.1481261,1.0161248,1.1811635,0.8439218,0.965635,0.9243034,0.7586195,1.2222011,0.76762277,1.2432468,0.8574913,1.1482054,1.0451787,0.8870119,0.9373545,1.1636302,1.0250968,1.0180773,1.2851222,1.3411937,0.9938454,0.98484993,0.8434306,0.9497553,1.3962471,0.6831647,0.9576398,0.93385386,0.96306944,1.3605287,1.1974272,0.93286437,1.0417362,1.0576252,1.1034888,1.0729337,1.2581661,1.2311676,0.85536504,0.6617956,1.3273382,0.9903212,1.1635417,1.1424239,1.1526623,1.0261351,0.9854548,0.9082135,1.0013602,1.0533444,1.3626223,1.4034555,1.2916517,1.3318541,0.70950323,1.0391996,1.1473823,1.0000111,1.2501569,1.0552626,0.8474591,0.85556805,0.9095665,0.7001444,1.0447835,1.0531129,0.8150883,1.2961371,0.85537815,1.0774128,1.03342,0.83684736,1.2381201,0.9026397,0.88937175,0.6368608,1.0087988,1.3393296,0.68479735,0.57530916,1.3454714,0.8032736,0.0,0.8746339,1.2862908,1.1943713
vacuum,0.86490154,1.2721655,1.1247358,1.1872057,1.049266,1.1929729,0.69309974,0.9345517,0.8613474,1.2156837,0.69345415,0.8906497,1.1866417,0.9283671,1.1505841,0.7255554,0.8867593,1.0710368,0.8369877,1.1831764,0.90354025,0.9100401,0.9642262,1.2069455,1.0550613,0.6336181,0.95034915,0.7127948,1.1431477,0.9514302,0.67499983,1.0605063,0.62940156,0.87719923,1.0436008,0.99028546,0.7325233,0.80763173,0.94943583,1.1203274,1.1897271,1.1823385,1.3988459,1.1680648,0.83499557,0.96879053,0.9365914,0.89494383,1.1341797,1.110037,1.0924705,1.0984373,1.2960414,1.0977414,0.97408384,0.9988201,1.1070043,0.9057205,0.7048802,0.70479375,1.0222018,1.1339715,0.9168386,1.0175513,1.2856494,0.9965837,1.1300817,1.1583097,1.2384206,0.8252986,1.0240809,1.0817914,1.1408697,0.9383323,1.0551339,1.0466045,1.2601254,0.9941178,0.9331062,0.7655649,1.0970794,1.0180796,1.0382452,0.6978197,0.9336363,0.89619875,1.0070931,0.87122625,1.1638141,1.0503986,0.9450831,1.1546216,1.0606222,1.0702369,0.9553032,0.99609524,1.0689416,0.8475853,1.0143869,0.76664686,1.0812321,1.3956327,0.9592616,0.8138388,0.9913244,1.0254287,0.8746339,0.0,1.1855819,0.72532797
