,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glasses,glove,grass,gum,hair,hand,hat,horse,jeans,knife,ladder,lamp,leg,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
horse,0.8179037,1.0619845,1.1331446,0.8644285,1.3230047,1.328394,1.1144019,1.299287,0.9051729,0.691471,1.3400204,0.82951695,0.8120159,0.9065168,0.6998344,0.78413475,1.1635882,1.3226217,1.2696955,0.990112,1.117291,1.1021347,1.3380105,1.2573608,0.99581,1.2439773,1.2636008,0.91772586,0.93550664,0.80426824,1.0353419,1.3485453,1.0110041,1.2946773,1.0765964,0.78746974,1.1430175,1.050519,1.2480505,0.8111028,1.1985793,0.99954027,0.93360233,1.2039324,0.86363375,0.8879623,1.2767172,1.1184074,0.88705087,0.71628934,1.3202071,1.2116941,0.92938006,1.2149483,0.7824679,1.0122449,1.1419905,0.0,0.5942322,0.88898116,0.912068,1.3483354,1.2526426,0.85325277,0.8179388,1.0683918,1.2924399,1.2435733,1.4146957,1.1935158,0.79078597,1.097268,0.68982023,0.9935171,0.79310364,1.2541857,1.2936022,1.0575743,1.4272494,1.1910566,1.248289,0.011698604,1.071281,1.0251653,1.0753858,0.77237725,1.1638534,1.2671467,0.75296354,1.1437135,1.1264625,1.0233729,1.0786346,0.76445174,1.3877612,0.8527253,0.76089746,1.3815215,1.1496681,1.2273765,0.9334279,0.7570532,0.648587,1.2161477,1.2675047,0.84540176,0.8752042,1.2119793,1.2612824,0.8038548,1.2403017,1.3400859,0.8370074
jeans,0.7410029,0.9571569,1.0526047,0.9298879,1.1291965,1.2715542,1.0421765,1.2971544,0.89608604,0.91802835,1.2392697,0.9395773,0.8724416,0.9199604,0.65357894,0.9313902,1.155716,1.2899067,1.2982943,1.076014,1.0425013,1.015887,1.2407916,1.1779813,0.9724786,1.1037036,1.2832382,0.9072214,1.0203699,0.93438375,0.8753656,1.2360727,1.1327718,1.3572289,1.1392484,0.8045965,1.0121295,1.1056271,1.3342749,0.75288004,1.285651,0.88525045,1.0405114,1.1235493,1.0076904,0.72673506,1.0832114,1.1708269,0.9651627,0.79532874,1.3125464,0.7756122,0.95975745,1.0425601,1.0411156,1.0412672,0.9243178,0.5942322,0.0,0.7660708,0.8951166,1.403971,1.0713663,0.7589521,0.83044624,1.0995767,1.2933298,0.9902319,1.3096466,1.1317296,0.9321746,1.1120477,0.7294526,0.8620242,0.9317914,1.150439,1.2279532,0.8105404,1.3269364,1.1465769,1.2672725,0.6280044,1.0615308,1.0093229,1.1335189,1.0127387,1.1262424,1.1910329,0.8391279,0.9584958,1.0187966,1.0908437,1.0481739,0.7481997,1.1810603,0.9259473,0.34530103,1.2855699,1.1047207,1.1713098,0.947639,0.8192085,0.88954103,1.1984584,1.2493546,0.8080617,0.95116174,0.877179,1.0953486,0.9875553,1.18849,1.2855495,0.9693016
knife,0.9412471,1.1974845,1.0884554,0.8233311,1.148032,1.2563403,0.9603301,1.1282042,0.8740732,0.89260346,1.2451876,0.8551537,0.9949636,0.9487433,0.81042224,0.7565071,1.0443537,1.2975068,1.2045646,0.927042,1.1298333,1.0576397,1.196629,1.1186005,0.96906644,1.0723801,1.2069125,0.9469252,0.79265887,0.94005007,0.8757803,1.1447332,1.0010996,1.2804667,1.1893388,0.8359985,1.2662628,0.9365663,1.249613,0.9585096,1.2280757,0.77594006,1.0746149,1.0914475,0.9117189,0.8293003,1.1775976,1.1770933,0.7625721,0.7844703,1.2886877,1.1469104,0.9225991,0.97528404,1.0623604,0.8797302,1.2603468,0.88898116,0.7660708,0.0,0.82278574,1.2724645,1.1046884,1.0209559,0.776652,1.0713096,1.3234209,1.0553528,1.2841716,1.1105757,0.8363277,1.1905481,0.92774504,1.018749,0.7839897,0.95952576,1.0518223,0.98421156,1.3195735,1.1050384,1.2035288,0.8842976,1.2060045,0.96568346,1.0263729,0.9401882,1.057424,0.8124696,1.0019482,1.0671359,1.0370926,0.8045547,0.93943393,0.68734705,1.2918825,0.9246897,0.87996054,1.101197,1.0128213,1.14204,0.8302522,0.93419707,0.749001,1.2161981,1.238248,0.8633424,0.5630259,1.0275708,1.100762,0.870276,0.9378355,1.2247012,0.9225516
ladder,0.9605175,1.22209,1.1539893,0.8489655,1.3960538,1.2542677,1.0751983,0.9946568,0.7188928,0.57610124,1.3384426,0.68264514,0.926487,0.93515646,0.81686133,0.74547935,1.0419208,1.3861673,1.0856693,0.7627489,1.1369224,0.8037958,1.1143292,1.0843452,1.0582305,0.6280667,1.2977517,0.70882046,0.90349627,0.6680762,0.967631,1.3483362,0.450634,1.3383398,1.0570085,0.9934546,1.1715064,0.73788977,1.1160765,0.8648993,1.2602005,0.9706423,1.0109035,1.2605822,0.5586225,1.0400013,1.2769239,1.2925713,1.0131259,0.95334625,1.3772987,1.2641097,1.0486286,1.2519355,0.9836519,1.0765573,1.3011205,0.912068,0.8951166,0.82278574,0.0,1.2821821,1.1584867,1.0604013,0.73230064,1.12852,1.3869138,1.2352692,1.3713503,1.1268852,0.7090155,1.31088,0.79186773,0.9134307,0.87342983,1.2222133,1.2325107,0.87523115,1.3518659,1.2111118,1.2509912,0.8854383,1.1437738,0.86766547,1.075331,0.49375534,1.1815248,1.2190297,0.9257023,1.1385326,1.1250663,0.9085765,0.8536449,0.21339965,1.4287558,0.9470441,0.896217,1.2954746,1.1263853,1.2274895,0.55232066,0.66631854,0.5023785,1.2603837,1.4099057,0.94499534,0.96440136,1.2226882,0.9612696,0.77101356,0.9236264,1.384983,0.6857641
lamp,1.3363953,0.9802284,0.98845005,1.2014936,0.6255607,0.49045873,1.0296257,0.6560426,1.2557037,1.3072596,0.53786486,1.3897765,1.3197792,1.2394154,1.4967047,1.3120879,0.77179915,0.49139416,0.77988034,1.2335436,0.97831124,0.99594855,0.5175618,0.80444574,1.0455799,0.66627145,0.52431244,1.3160914,1.0887805,1.3362805,1.2057213,0.43629527,1.0175343,0.3228799,0.91170806,1.4103299,0.73040783,0.7739116,0.57153565,1.3021735,0.62372124,1.0601808,1.1661583,0.9986572,1.2877539,1.2872456,0.7490018,0.7488712,1.2197832,1.3984897,0.54634804,0.74950665,1.1925586,0.9235493,1.2018956,1.2654446,0.6429392,1.3483354,1.403971,1.2724645,1.2821821,0.0,0.74759257,1.2063371,1.3617554,0.9733607,0.5409093,0.87860894,0.45073968,0.7738416,1.2775791,0.62925905,1.424015,1.2887853,1.2221026,0.610814,0.49787515,1.2318811,0.32112062,0.67015857,0.64743423,1.3488381,0.95413053,1.1775949,0.8764524,1.1651924,0.7892305,0.48651302,1.3314195,0.95278555,0.98323613,0.9504269,0.98346907,1.3928251,0.5009174,1.196262,1.3369241,0.4222263,0.67140627,0.7868278,1.1747775,1.3998477,1.366677,0.61051697,0.7629252,1.2422653,1.0845616,0.8199035,0.7731273,1.372468,0.5164339,0.59213626,1.051009
leg,1.1189427,0.9200849,0.93115824,1.0780433,0.6844673,0.51793176,0.9322536,0.9517686,1.3322189,1.3350075,0.5773061,1.2168045,1.1925801,1.2674353,1.3157444,1.33832,1.0093117,0.5815827,1.0078548,1.3327664,0.91196316,1.1263288,0.5345398,0.8142762,0.9790369,0.7801667,0.5709579,1.0914855,1.1302356,1.2175795,1.1029011,0.5563551,1.2450774,0.61751235,1.0344851,1.1609622,0.91284657,1.0545222,0.8907003,1.1191756,0.7205336,0.9203677,1.1750048,0.8541981,1.1972432,1.2526261,0.76056576,0.8160551,1.2603936,1.3294377,0.5971568,0.70553255,1.0845017,0.9774321,1.1875067,1.1825988,0.78440964,1.2526426,1.0713663,1.1046884,1.1584867,0.74759257,0.0,1.1787086,1.3401929,0.9821888,0.6740237,0.9511164,0.4451607,0.7019808,1.3114288,0.9107209,1.195587,1.1122451,1.3627238,0.7819357,0.6272012,0.96149534,0.73071206,0.937245,0.8823326,1.2567062,0.8015362,1.1346081,0.98793185,1.256599,0.9858709,0.76581085,1.2441194,1.0285891,0.85120213,1.2159107,1.18831,1.2290908,0.5023745,1.2243899,1.0904887,0.70490557,0.89274824,0.82880414,1.1077275,1.1603367,1.3486109,0.82663107,0.7540451,1.1832082,1.1426786,0.8915941,0.8897539,1.3125439,0.7467813,0.6671523,1.2294189
mitten,0.8869561,1.1243887,1.0722896,1.0250044,1.030534,1.2718657,1.0976998,1.0685705,0.83071136,0.8071815,1.31351,1.0151403,0.8272675,0.8142788,0.68504614,0.872902,1.0481417,1.2631913,1.213673,0.9428358,1.0247855,0.9326492,1.2663796,1.1307051,1.0307254,1.1903741,1.3349507,0.75984734,1.0392783,1.0348867,0.9135122,1.316693,0.9286402,1.2586488,1.1626284,0.92460674,0.9461774,0.9578893,1.1631944,0.8336399,1.285619,0.9930033,1.0091648,1.1711526,0.965707,0.7743593,0.9561098,1.1268557,0.95400023,0.92462105,1.332351,0.99503934,0.97559124,1.0206472,1.0235794,1.0126345,1.0469805,0.85325277,0.7589521,1.0209559,1.0604013,1.2063371,1.1787086,0.0,0.9166138,1.130331,1.2705507,0.7920413,1.3073719,1.1996964,0.91457725,0.88946176,0.8189117,1.0808798,0.825689,1.2842951,1.3072107,1.0001984,1.1188643,0.98718643,1.0378668,0.86186475,1.0194051,0.8454162,0.93273616,0.9516089,1.1743208,1.1856805,0.87219787,0.9206827,1.0656134,1.0212435,0.973917,0.89835733,1.196269,0.78414124,0.8649479,1.1416261,0.79873514,1.0526388,0.9318056,0.8283844,0.96284056,1.0546367,1.2196558,0.67340815,0.8904792,0.80377316,1.0353036,0.88778466,1.2737174,1.2882283,1.0301905
motorcycle,1.0055081,1.113056,1.1652081,1.0148121,1.2923641,1.3032169,1.2059186,1.2137045,0.8493022,0.81840235,1.3475653,0.88191515,0.8689899,0.7799469,0.8008153,0.365296,1.0863079,1.3057778,1.0487411,0.6769561,1.1279544,1.0516652,1.3834181,0.7476096,1.0467057,1.172646,1.3103236,0.81532776,0.87542236,0.87322813,0.826797,1.3687468,0.8616455,1.4120225,0.91421515,0.8069004,0.89641386,1.0359282,1.2057016,0.8246511,1.2072321,0.97219485,0.98903346,1.2464125,0.55869794,0.8493681,1.1745174,1.2533867,0.92069495,0.38082469,1.3998086,1.1865752,0.94985616,1.111836,0.9517368,0.981787,1.0986552,0.8179388,0.83044624,0.776652,0.73230064,1.3617554,1.3401929,0.9166138,0.0,1.096469,1.3114057,1.1834966,1.4568082,1.1921217,0.81676245,1.1547091,0.84135795,0.9664575,0.7826573,1.2347536,1.3139954,0.98168457,1.4039202,1.1627635,1.1299708,0.830554,1.1925262,0.9586317,1.0066462,0.9171735,1.1383533,1.1164603,0.88872427,1.0254973,1.2076533,0.75018007,0.94920695,0.7387073,1.3625748,0.904557,0.8665646,1.3065753,1.1364677,1.1809052,0.70702696,0.80654764,0.66260093,1.2390379,1.3881061,0.9195214,0.91583663,1.2310828,0.8395201,0.5944147,1.2386782,1.3902688,0.8563323
mouth,1.1096863,0.82430845,0.9105142,0.9870993,0.8625705,0.93359584,0.9459507,0.9795073,1.1755524,1.2085137,0.962767,1.2067956,1.0669519,1.1297053,1.2157456,1.1031697,1.0205712,0.8856707,1.0822992,1.1356577,0.8360363,1.12929,1.0576056,1.0854454,1.0652558,1.11837,0.9692528,1.1827229,1.0270902,1.1806519,1.0631652,0.84858954,1.1480836,0.9204849,1.0787834,1.1757005,1.0294509,1.0992785,1.0505383,0.9624195,0.98061055,1.065535,0.9174558,0.6865868,1.0346156,1.10711,1.0016314,0.7211045,0.89934087,1.1568515,0.799322,1.0169855,0.9326051,0.78520525,0.90129095,0.88676715,0.88408464,1.0683918,1.0995767,1.0713096,1.12852,0.9733607,0.9821888,1.130331,1.096469,0.0,0.80639684,1.1082866,0.81990373,1.0621877,1.1313815,1.029097,1.0855082,1.023914,1.1063944,0.84192,0.8938451,1.0819306,1.0141249,0.96942985,0.9010817,1.0839273,0.9695446,1.0282179,1.0110072,1.1765748,0.95680875,0.9432948,1.050685,0.96417564,1.012939,1.1507638,1.1863493,1.1526167,0.8920204,1.178854,1.1285145,0.9973079,0.89321256,0.89280313,1.193022,1.1576374,1.1716818,0.8896657,0.64415586,1.1243366,1.0203847,1.1089985,1.0116283,1.0380988,1.1022937,0.71918774,1.1813468
nail,1.2768009,0.84464324,0.79667133,1.1943622,0.5689809,0.3341282,0.9425064,0.87723595,1.4390883,1.4582019,0.5779924,1.3823023,1.3013746,1.3369132,1.4615327,1.4109547,0.90015894,0.15871108,0.93686044,1.3724897,0.7920633,1.2139857,0.7228229,0.75471634,1.0629406,1.0066729,0.4898414,1.2544129,1.1366402,1.3283491,1.1028113,0.24833536,1.3503227,0.2752403,1.0470169,1.2521269,0.709733,1.1861258,0.8394182,1.2351315,0.3124385,1.0338871,1.0602933,0.81454635,1.1969141,1.320285,0.62989783,0.7363236,1.2315993,1.2801783,0.30087918,0.7119209,1.150074,0.707943,1.1116749,1.1580333,0.51664007,1.2924399,1.2933298,1.3234209,1.3869138,0.5409093,0.6740237,1.2705507,1.3114057,0.80639684,0.0,1.0643795,0.33833945,0.79623663,1.3133843,0.7344195,1.3628378,1.2392808,1.3000195,0.5979554,0.5154656,1.0737702,0.6375779,0.9603924,0.64480364,1.3049781,0.833333,1.2639437,1.0198221,1.3411452,0.8237722,0.7200285,1.2901752,1.0404807,1.0716558,1.2149017,1.2943769,1.4025875,0.29226446,1.2363112,1.2606492,0.59486836,0.94093335,0.60351646,1.276652,1.3564355,1.4499354,0.59930456,0.5171137,1.281052,1.0267174,1.0058067,0.7636627,1.3087742,0.9451515,0.3844602,1.3090919
napkin,0.8116241,0.94202703,0.9712517,0.98309416,0.96834517,1.0132812,0.8287617,0.8958494,0.86527085,1.0306513,0.843045,0.993987,1.0277431,0.7422795,0.7700983,1.107116,0.9648981,1.066365,0.7929375,1.0732601,1.1084588,0.76713103,0.89041203,1.0854168,0.9358807,0.97681916,1.0272462,1.0839376,1.1116434,1.1258248,1.0641994,0.93847936,1.0665461,0.9800201,0.8890063,0.8645351,1.0960587,1.0761393,0.90006983,1.1596918,1.0595418,0.99543434,1.1959201,0.9311977,1.2437135,0.5862683,0.90358096,0.89498353,0.9264545,1.1963944,1.0469849,0.7687688,0.92264706,0.9600988,1.2555804,1.0307214,1.0788645,1.2435733,0.9902319,1.0553528,1.2352692,0.87860894,0.9511164,0.7920413,1.1834966,1.1082866,1.0643795,0.0,0.87338984,0.9915227,1.2474806,0.99703485,1.2134833,0.97157884,0.9473629,0.88003176,0.8588738,1.0032436,0.4564041,0.8698341,0.84370655,1.2462538,0.9875509,0.9852448,1.1797066,1.2321239,0.8616641,0.96761036,1.1414409,1.0029396,0.8625025,0.8903636,0.7255329,1.241387,0.8338216,0.81318974,0.97177255,0.884292,0.7591562,0.9702946,1.2684467,1.2475302,1.311661,1.0122194,0.85021555,0.7562431,0.9660483,0.09310198,1.081123,1.2706628,0.9427823,0.96523464,1.1797745
necklace,1.281782,0.79818964,0.8115542,1.1199613,0.61199343,0.34833527,0.76853377,0.8912618,1.5067617,1.5716496,0.3363248,1.4060049,1.2023184,1.2936475,1.5378575,1.5144012,0.97405857,0.38556933,0.8956602,1.455639,0.6950847,1.1733198,0.45817912,0.8685396,0.9152521,0.76318413,0.30860043,1.3631287,1.0074649,1.3830404,1.1101797,0.3107772,1.3728144,0.3973298,1.0426576,1.2034913,0.84762657,1.1396989,0.7292069,1.2925668,0.5450356,0.9962071,1.0928257,0.6045518,1.2907066,1.309972,0.6909007,0.76227176,1.1598506,1.4902754,0.15563023,0.6676645,1.1674471,0.8949715,1.1130883,1.095748,0.6355003,1.4146957,1.3096466,1.2841716,1.3713503,0.45073968,0.4451607,1.3073719,1.4568082,0.81990373,0.33833945,0.87338984,0.0,0.67972744,1.4452701,0.89160204,1.3729392,1.1631964,1.4754272,0.4851746,0.33004332,0.9785742,0.51993716,0.85894537,0.69476116,1.4133644,0.7297675,1.2415557,1.0569563,1.4049811,0.6531567,0.6282829,1.2068524,1.1201514,0.80954295,1.0430645,1.2576947,1.4190187,0.31921554,1.2745322,1.2243321,0.43549526,0.8639822,0.75942886,1.2527121,1.3935565,1.5922654,0.76033974,0.39817083,1.3583201,1.1841356,0.87004465,0.9365637,1.4607086,0.75995946,0.29375213,1.3383039
orange,1.1103103,1.1212335,0.80507654,1.1383162,0.8281127,0.45618963,0.6634885,0.89966387,1.1295762,1.2578626,0.5904423,1.2322998,1.3009468,1.2077619,1.2684286,1.2419164,0.9155647,0.6997194,0.84215474,1.1462054,1.0094016,1.0722296,0.638399,0.7925751,0.75618637,0.8995371,0.52088165,1.1648608,1.121239,1.2094276,0.9529195,0.68481505,1.1059828,0.6210099,0.79515594,1.1541896,1.0596997,0.9805337,0.92468655,1.1331522,0.55841756,0.81746715,1.2367631,1.0656648,1.0919514,1.2268122,0.88322103,1.0634215,1.347437,1.2520605,0.7370081,0.7899835,1.1198671,1.0093496,1.237125,1.2201978,0.8890758,1.1935158,1.1317296,1.1105757,1.1268852,0.7738416,0.7019808,1.1996964,1.1921217,1.0621877,0.79623663,0.9915227,0.67972744,0.0,1.1351198,0.9881542,1.2116171,1.153101,1.2861899,0.8909128,0.68165636,0.8025224,0.7494101,0.9539018,0.86723244,1.2017851,0.8951401,1.1656698,0.9875489,1.1104839,1.0522015,0.8456522,1.2308509,0.95546937,0.9939336,1.161479,0.9272833,1.1387109,0.7392802,1.0420742,1.1199907,0.7799774,0.98528814,1.0203478,1.1134733,1.1824085,1.1713513,0.8315976,1.0646578,1.1774893,1.0454772,0.92219055,0.96575415,1.1950545,0.73395026,0.9446126,0.97420186
oven,0.9399064,1.2227938,1.2189674,0.92697877,1.3350371,1.3640476,1.2174674,0.90892506,0.66715324,0.6189966,1.3760183,0.69406354,0.8819145,0.89725786,0.69947207,0.6571708,1.1012256,1.3226559,1.0960146,0.6856911,1.1255362,0.85912377,1.1644657,1.2077656,0.9862882,1.0091202,1.2577444,0.78746355,0.7774675,0.6905868,1.027628,1.4414364,0.7189143,1.2882246,1.1091453,0.9688781,1.2520397,0.8486226,1.1677828,0.8477063,1.1927228,1.0360636,0.9237499,1.3023012,0.82742345,0.96089005,1.3401349,1.1768105,0.779959,0.8120012,1.350786,1.3226967,0.99453354,1.202707,0.9312531,0.9644162,1.2501805,0.79078597,0.9321746,0.8363277,0.7090155,1.2775791,1.3114288,0.91457725,0.81676245,1.1313815,1.3133843,1.2474806,1.4452701,1.1351198,0.0,1.2007018,0.833307,0.9510022,0.82229704,1.3036339,1.3727634,1.0099015,1.3833443,1.0859476,1.2448899,0.77895045,1.2094547,0.75020814,0.8531434,0.44325304,1.285789,1.262393,0.7858666,1.0182569,1.1559551,1.0272487,0.823088,0.71234006,1.4175382,0.87635624,0.96207654,1.3702309,1.2223372,1.1766675,0.8888094,0.7668057,0.5260761,1.1970673,1.4098383,0.784933,0.9287323,1.2754401,1.2083442,0.7288797,1.022969,1.3708448,0.6734362
owl,1.1955734,0.9652644,0.9015,1.12818,0.47632664,0.8024771,1.1536727,0.7945858,1.2002766,1.2383871,0.88986194,1.3192883,1.2097386,1.1570512,1.2528332,1.2536867,0.8710062,0.66840005,1.0006787,1.142814,1.0524606,1.0947082,0.8497461,0.85885936,1.059547,1.0465381,0.8869593,1.0874068,1.17554,1.3257552,1.1057755,0.7684404,1.0890971,0.7483989,0.8773463,1.1543655,0.58994824,1.049988,0.78952396,1.046242,0.9060776,1.2171257,1.2009035,1.0825284,1.2583921,1.0756074,0.57285887,0.8515263,1.2659771,0.8941371,0.8854687,0.7630348,1.083413,0.66103035,1.1287853,1.1825613,0.68273115,1.097268,1.1120477,1.1905481,1.31088,0.62925905,0.9107209,0.88946176,1.1547091,1.029097,0.7344195,0.99703485,0.89160204,0.9881542,1.2007018,0.0,1.1313375,1.1759254,1.0759869,0.9730155,0.89422417,1.200559,0.6890862,0.5612284,0.7736331,1.1018195,1.0711669,1.0910293,0.8648544,1.2030492,0.87864697,0.787806,1.2445619,0.8300139,1.0034393,1.1017658,1.1721799,1.2890295,0.64594585,1.0905485,1.0563155,0.6430042,0.8320782,0.6052725,1.1209942,1.1032113,1.2171526,0.6114256,0.938904,1.0691698,1.1232837,0.9486101,0.6903495,1.2115699,0.95699924,0.8836732,1.1364831
pajamas,0.8590821,1.0057169,1.2683486,0.87909245,1.3065596,1.4173728,1.249424,1.289212,0.9076824,0.58887875,1.3172594,0.65105134,0.43487763,0.88396794,0.59371376,0.8731333,1.2189038,1.3925619,1.2586293,0.9748508,1.1324142,1.0520065,1.2557802,1.2298008,0.94768834,1.0711362,1.2632369,0.6016132,0.9934494,0.5940914,1.0481743,1.4945614,0.89686656,1.3968742,1.1188891,0.77962416,1.0433289,1.012324,1.2341192,0.4600227,1.2819011,1.0875807,0.77391493,1.1922886,0.95875114,0.85880077,1.2692026,1.220594,0.9394815,0.7600195,1.3453267,1.3586856,0.9278828,1.3409733,0.68166494,0.96360505,1.2423432,0.68982023,0.7294526,0.92774504,0.79186773,1.424015,1.195587,0.8189117,0.84135795,1.0855082,1.3628378,1.2134833,1.3729392,1.2116171,0.833307,1.1313375,0.0,0.5775935,0.92415255,1.3904904,1.4305017,1.0405766,1.3724893,1.1310571,1.3534043,0.6780714,1.0831923,0.8626466,1.076978,0.78116715,1.1906947,1.3491144,0.428384,1.1447313,0.9801827,0.9576909,1.1007473,0.6905607,1.4983907,0.84951186,0.76092035,1.40618,1.2524408,1.2648265,0.8923678,0.31943703,0.5786508,1.3026555,1.2530992,0.88376707,1.0397897,1.1877382,1.2964375,0.8379905,1.2114526,1.281952,0.78161097
pants,0.68000984,0.75270057,1.0931051,0.90803665,1.1644465,1.319747,1.0756942,1.2821977,1.003763,0.7756455,1.0800121,0.60664284,0.5233784,0.8312066,0.63126075,1.0186954,1.3154559,1.3196641,1.1468034,1.0555142,1.0372272,0.99618036,1.0042499,1.2272309,0.94183356,0.96218395,1.1709548,0.8633853,1.0380015,0.66499245,1.1334747,1.3746393,1.0361468,1.2715248,0.9987854,0.64533764,1.0809085,1.017476,1.1331458,0.8456738,1.1913266,1.0820473,0.7890077,0.8266865,1.1432834,0.6244685,1.213423,1.155385,0.788163,0.79377484,1.1234722,1.2282603,0.9090575,1.2422845,0.8545988,0.7839877,1.2549262,0.9935171,0.8620242,1.018749,0.9134307,1.2887853,1.1122451,1.0808798,0.9664575,1.023914,1.2392808,0.97157884,1.1631964,1.153101,0.9510022,1.1759254,0.5775935,0.0,1.0431627,1.2423162,1.2984208,1.0239098,1.1198456,1.0157516,1.4552003,0.9846382,0.85513055,0.87693334,1.1031849,0.9051354,0.9279919,1.325174,0.62370247,1.1772609,0.66136706,0.8422085,1.0489919,1.0452805,1.3836517,0.94281757,0.70363265,1.2488313,1.2713096,1.2316589,1.0904686,0.7087471,0.9088084,1.3439736,0.92960215,1.0334419,1.1644452,0.9760676,1.415005,1.0892673,1.035529,1.0555716,0.8412886
paper,0.9166417,1.1559756,1.1051016,0.9504836,1.2215118,1.3608162,1.111806,1.0733597,0.61194515,0.6271009,1.3239242,0.78397524,0.923306,0.86744183,0.6483091,0.65003216,0.6098817,1.2865105,0.9137382,0.59469384,1.2329292,0.8566603,1.4080548,1.0682219,1.1042459,1.2587843,1.3470674,0.999512,1.0065057,0.8070337,1.0067061,1.279241,0.8258638,1.2586265,1.0074365,0.9646365,1.2400603,0.9720096,1.1131617,0.9102675,1.1862946,1.1312228,0.96814305,1.2348317,0.7831845,0.9054408,1.1336172,1.1227285,0.86915994,0.81651115,1.447396,1.3216522,0.85882723,0.8844607,0.96180135,0.97800946,1.2784786,0.79310364,0.9317914,0.7839897,0.87342983,1.2221026,1.3627238,0.825689,0.7826573,1.1063944,1.3000195,0.9473629,1.4754272,1.2861899,0.82229704,1.0759869,0.92415255,1.0431627,0.0,1.15712,1.3127149,1.1280868,1.218145,1.0235677,0.95885235,0.7940726,1.1472582,0.93798167,1.0384257,0.8591496,1.1591003,1.1368103,0.9526982,0.8785963,1.2242403,1.0134268,0.69570994,0.7823374,1.2986764,0.76568323,1.0130746,1.3121867,1.0398893,1.142068,0.82245904,0.9864018,0.52380925,1.1029532,1.2864666,0.8247175,0.7339885,1.0348033,1.02819,0.52975017,1.2828935,1.4308528,0.74020606
pen,1.2409385,0.83782727,0.78566474,1.2116971,0.7747549,0.61306053,0.7048022,0.8477856,1.3774712,1.4677526,0.6496998,1.3609307,1.2998389,1.1884986,1.4084398,1.3034534,0.68609065,0.58186865,0.89270175,1.1885047,0.7547565,1.224223,0.90265065,0.80913985,1.1583517,0.9694653,0.75753343,1.3066316,0.9232864,1.354086,1.0711992,0.30731654,1.2833335,0.6946087,1.0164043,1.2001499,0.8963337,1.0731634,0.842889,1.2112658,0.7677045,0.8541157,1.1112342,0.7451578,1.1751157,1.184072,0.79849005,0.8191997,0.99482536,1.3053542,0.50148684,0.68192625,1.1299554,0.6552578,1.1342428,0.9920657,0.76987827,1.2541857,1.150439,0.95952576,1.2222133,0.610814,0.7819357,1.2842951,1.2347536,0.84192,0.5979554,0.88003176,0.4851746,0.8909128,1.3036339,0.9730155,1.3904904,1.2423162,1.15712,0.0,0.19356501,0.97990596,0.68652475,0.9070053,0.8121768,1.2538002,1.0056063,1.239038,1.0793703,1.3163033,0.7613162,0.40310645,1.3107865,1.0615124,1.0117886,1.0583303,1.1851772,1.2706382,0.48296404,1.2722147,1.1281499,0.56632686,0.74527305,0.79376185,1.1407598,1.3675863,1.4362284,0.79936457,0.6499216,1.2336136,0.9024199,0.83578223,0.7733505,1.2085495,0.94310963,0.49882472,1.366068
pencil,1.2598612,0.8653149,0.72248083,1.1613505,0.6897399,0.44821787,0.6799636,0.80327606,1.4454458,1.5263727,0.48289573,1.4008384,1.374432,1.2601004,1.5075598,1.3972876,0.7394205,0.48492002,0.8724355,1.3111423,0.8154974,1.224933,0.6894343,0.71032387,1.0600884,0.8343531,0.5791302,1.3339825,0.98546445,1.3810513,1.0706966,0.217363,1.3183457,0.5497753,0.9829814,1.2522585,0.86103064,1.0727552,0.78797066,1.259549,0.67051446,0.84891266,1.2093141,0.7977921,1.1892693,1.2853919,0.67087525,0.770803,1.2025504,1.4160099,0.46489263,0.6014083,1.1703373,0.8033466,1.1983199,1.1556865,0.706625,1.2936022,1.2279532,1.0518223,1.2325107,0.49787515,0.6272012,1.3072107,1.3139954,0.8938451,0.5154656,0.8588738,0.33004332,0.68165636,1.3727634,0.89422417,1.4305017,1.2984208,1.3127149,0.19356501,0.0,0.9757563,0.54676396,0.8863899,0.7085122,1.2906752,0.92126966,1.2863172,1.0289167,1.3275145,0.76855916,0.45433044,1.3576977,1.0454804,0.97913826,1.0736748,1.2092817,1.3133082,0.3501867,1.2896144,1.2127615,0.4778865,0.73658067,0.7549174,1.2129806,1.4079125,1.5158769,0.6916178,0.6450386,1.2957969,1.0397826,0.78661495,0.73769766,1.3465006,0.7838602,0.5051852,1.3584132
