,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
couch,0.62150615,1.046567,1.4120271,0.6829144,1.3592305,1.2190282,1.2445492,0.92187357,0.8783109,0.44217217,1.1558633,0.32218957,0.7926851,1.1900399,0.60621214,0.8109733,0.98729765,1.28369,1.0884601,0.7889048,1.3745188,0.85896134,1.0322759,1.0174,1.0595897,1.1428692,0.75208575,0.3767647,0.9798758,1.3257996,0.6012425,0.9378717,1.2709941,1.3303696,0.0,1.2670588,1.3585284,0.50621766,1.23111,1.1260031,1.0299101,0.58378506,1.0685672,0.65847945,0.46851093,0.7585671,1.1061417,1.306988,1.1394888,0.9506388,1.2392973,0.933184,1.2363851,1.2138934,0.93047184,1.1958787,1.2444866,0.8722391,1.2187357,1.1072222,0.8446225,1.4560329,0.896858,1.2582774,1.0381478,1.281132,0.7433735,0.6140748,1.217309,0.5945059,1.0771259,0.48676443,1.2348677,0.8375809,1.3232818,1.1576613,0.9291878,1.1292127,1.2109959,1.3842862,0.93425626,1.1535391,1.1296768,1.2120503,0.50885314,0.68038094,0.51608264,0.91289926,1.0760292,1.2607319,1.2459466,1.2928443,0.76237166,1.0289441,1.0383669,1.1240687,1.1616518,0.71992815,0.94796026,0.48402882,1.2428864,1.1853805,1.1462815,1.0198283,1.1507068,0.6586988,1.1283336,0.69837886,1.125098,0.8624884,0.721179,0.9057317,1.2989975,0.8859779,0.8606796,1.4019812,1.1000593,1.3491845,0.9716105,0.65755403,1.1396537,0.6272151,1.2802255,1.2769569,1.2820213,1.3059621,0.94168955,1.3155813,0.95121855,0.899359,0.77382684,0.9552428,0.77412987,1.2729814,0.65881974
cracker,0.83387274,1.0281198,0.945097,0.99348056,1.1212938,1.0873166,0.33494818,1.1121371,1.0269688,1.2041581,1.323648,1.1582489,1.0438634,1.2103345,1.0463275,1.1212678,1.0617981,1.179193,1.0648979,1.1232718,0.43301207,1.0654118,1.2630082,1.2799978,1.3261857,0.99063915,1.1939285,1.3425751,0.47390884,1.2325145,1.1501812,0.9048093,0.6713817,0.5457407,1.2670588,0.0,1.1502327,1.2527303,1.2375126,0.8422343,0.7490009,1.0936692,1.0505402,1.1389925,1.0695997,1.1406262,1.0379089,1.0977826,1.101021,1.0605422,0.96369946,1.1511985,0.607737,0.8228003,1.1043221,1.0180424,0.8050607,0.96958786,1.2707262,1.1033564,1.1693515,0.74759513,1.0804477,0.4645921,0.8494247,1.2284244,1.0240753,1.1235504,0.97697395,1.1500955,0.88604474,1.1637087,1.2745924,0.85874724,0.70087785,0.90022945,0.8190952,1.0399349,0.76535416,1.129709,1.1026696,1.0883584,0.99818534,0.7786237,1.067301,1.1399258,1.1081474,0.9398898,0.8625927,1.1342607,1.1325344,0.8944563,1.260015,0.4386527,0.96148455,1.0502151,0.86705464,1.2413503,1.2308452,1.1977948,0.9993109,0.85903704,0.5342562,0.99859124,0.95814,1.1366706,1.0491943,1.1631674,0.8863311,1.1675717,1.0838144,1.1632891,1.226788,1.1989992,0.82750976,0.92558676,0.98237616,0.94366324,1.0686865,1.1459157,0.9587786,1.1301618,0.906924,1.0531026,0.896547,0.7094379,1.0794841,1.0319673,1.0972555,0.96308565,1.0342782,1.1082853,1.2861854,1.2629802,1.201158
crayon,1.5730034,0.8584877,0.39946276,1.4950838,0.56734526,0.5349423,1.0589943,0.6407427,1.4549719,1.5257618,0.22987223,1.266573,1.5254085,0.45024848,1.3681943,1.3425906,0.72233677,0.22457653,1.0120043,1.3069966,0.83106655,1.3052284,0.79175895,0.34860384,0.57640797,0.4430536,1.1991358,0.9953131,1.3770282,0.3386988,1.3078057,1.3650768,1.0012023,0.8884881,1.3585284,1.1502327,0.0,1.2862029,0.37160903,0.9525857,1.2501252,1.4792957,1.0543386,1.1887493,1.3095765,1.09125,0.77341706,0.3431697,0.8482247,1.3094566,0.67735916,1.2136958,0.9523842,0.8292303,0.9383209,0.665936,1.0688431,1.4960059,0.32136625,0.7143587,1.1008136,0.6573959,1.3237247,1.0680355,1.2435589,0.30908024,1.3738365,1.3855481,0.86954975,1.2807037,0.9242035,1.4171914,0.35729802,1.1738507,0.94712174,1.0266812,1.3776677,0.6589744,1.008708,0.24827045,0.5830426,0.729636,1.0198401,0.85735667,1.3439624,1.5140313,1.4959066,1.1526695,1.1678712,0.10654545,0.13576663,0.55168444,0.6222717,1.235029,0.95577955,1.211384,1.0348318,0.9182144,0.81732726,1.340729,0.81386197,0.98674476,1.1388583,1.1805812,1.088889,1.4703281,0.95759857,0.999751,1.1190022,1.0228575,1.2749777,1.3631904,0.17001492,1.213404,1.2406636,0.6396792,1.1100411,0.6080494,0.8224953,1.4847006,1.0763952,1.5165416,0.8125068,0.4686023,0.43484282,0.89382565,0.6161626,0.78370154,1.3422074,1.2394037,1.2098567,1.0992426,0.7264,0.31124473,1.354161
crib,0.885487,1.2997755,1.3177522,0.9650545,1.2201718,1.224435,1.2624991,0.5574708,0.77338743,0.5151392,1.1451327,0.5158824,0.9583659,1.0003988,0.8524595,0.7168099,0.8309686,1.0986055,0.7239822,0.6078656,1.3141618,0.883375,0.79392195,0.959419,0.8675389,1.2569377,0.97156644,0.43752104,1.2067837,1.1230836,0.42752743,0.7907349,1.1396817,1.1834476,0.50621766,1.2527303,1.2862029,0.0,0.93789953,1.0843737,0.85319996,0.9022112,0.89791894,0.5691264,0.5795278,1.0306169,1.3030386,1.3271394,1.2754556,1.0767585,1.3648198,0.6864629,1.1183804,0.9789646,1.2447616,1.2741997,1.0928966,0.783236,1.3040118,1.1654005,0.90005195,1.2831879,1.0269207,1.2519811,1.1616223,1.1796186,0.8630579,0.96741897,0.9638395,1.0115004,1.044932,0.43709898,1.0096605,1.0859673,1.1681298,0.8666069,1.1289492,1.1129875,1.1062455,1.3656982,0.8181526,1.2674009,1.2838726,1.3317119,0.6299648,0.8770688,0.89547306,0.82669866,1.1194892,1.2590703,1.2523907,1.3079377,0.82634073,1.0893991,0.8902481,0.8304247,1.0601702,0.7985387,0.8051442,0.5651984,1.1165117,1.1141757,1.1235496,1.0136654,1.1125704,0.9782229,1.1445107,1.0683944,0.9787655,0.95158356,0.5880908,0.82654727,1.313501,0.90555334,0.99871075,1.2037452,1.0700027,1.2479768,1.036899,0.99773335,1.0084617,0.66181326,1.0589368,1.3975089,1.3751792,1.2905056,0.8571818,1.0060595,0.7383063,0.96393645,0.95550036,0.7305623,0.6792785,1.2965572,0.68855375
cup,1.6018045,1.0395247,0.5080683,1.5472147,0.5052911,0.48270547,1.1891836,0.41410983,1.3539579,1.4652126,0.4437437,1.1773338,1.5760297,0.3782848,1.3680387,1.2138609,0.8256687,0.17087543,0.65432614,1.2208222,0.8518677,1.301781,0.44420367,0.37089705,0.53778946,0.73385894,1.2577388,0.7766712,1.4462256,0.3500564,1.0598708,1.3581741,0.9181724,0.876137,1.23111,1.2375126,0.37160903,0.93789953,0.0,0.9795423,0.9379806,1.4999145,0.9877273,1.0030556,1.1966015,1.2211258,1.0941739,0.4787984,1.1143758,1.4057448,0.97790897,1.0944088,0.95629394,0.7007534,1.1504729,0.90165657,1.1281695,1.2315423,0.6456049,0.7180917,1.064883,0.71752304,1.4001296,1.0903872,1.379293,0.3822204,1.4196765,1.3840077,0.4847871,1.4405142,0.9493836,1.3183584,0.34524238,1.2586114,0.7758125,0.70996773,1.4328146,0.8075011,0.8608668,0.49322695,0.4427452,0.8704958,1.230236,0.93106997,1.2017592,1.5208805,1.5371499,1.0634118,1.12059,0.54197603,0.5561012,0.69061613,0.6146196,1.2439457,0.8185186,0.97601026,0.9569178,0.82008755,0.6380935,1.1320657,0.7111007,1.008021,1.1875119,1.219188,1.1923568,1.5024195,0.97797954,1.0536997,0.8130683,1.0177286,0.89319885,1.1614116,0.4343418,1.2595469,1.0366634,0.5296599,1.13309,0.70160836,0.88852364,1.5178208,1.2370297,1.4141095,0.58490586,0.79626226,0.7896786,1.0788127,0.5123021,0.7215719,1.252094,1.2078718,1.2390609,0.98467,0.580318,0.5310122,1.2124567
deer,1.0766355,0.84320855,0.9024278,1.2119606,1.0653081,1.0222349,0.91490936,0.9640146,1.2311382,1.2570261,0.9270775,1.0775099,1.2059058,0.79666686,1.1683731,1.1171776,1.096909,0.9974041,1.1253709,1.202157,0.8236652,1.0849406,1.171484,1.0763292,0.9151417,0.7998631,1.101567,1.0078444,0.92517096,0.97652555,1.1216493,1.058188,1.0170126,0.81738997,1.1260031,0.8422343,0.9525857,1.0843737,0.9795423,0.0,0.9285672,1.0394485,0.8998238,1.0435287,0.9890862,1.2195432,1.0024035,1.0265824,1.0907699,1.1828787,0.97100383,1.0685693,0.89624923,0.816163,1.0366478,0.9553998,0.9707509,0.89000446,0.99011695,0.84620136,1.1374636,1.0237741,1.1653178,0.84363437,1.0222827,0.96363574,1.0866778,1.1510428,0.8994224,1.0884379,0.82473814,1.0583951,0.84025955,0.7765973,1.0034816,1.048131,1.0046057,0.9122146,1.0635219,1.0257379,0.9323427,0.95633245,1.0050049,1.087264,0.9861907,1.2252092,1.1493063,1.0469633,1.0487511,0.866601,0.91308147,0.96327615,0.89302087,0.8162962,0.7913039,1.2206569,0.8355446,0.9809094,0.99923587,1.0910481,1.0098509,0.7427281,0.99584395,1.0029465,0.935538,1.2233715,0.90124965,1.1119367,0.7729229,1.1228046,1.0594572,1.177214,0.920025,1.1945288,1.0218147,0.76157236,0.7943808,0.9878634,0.65563226,1.2253597,1.0970248,1.244165,1.0329717,1.0304092,0.9364555,0.9073155,0.97568697,1.1095597,1.2963067,0.9812082,0.8836539,0.9646602,0.9583478,1.0289971,1.0606036
dish,1.0037614,1.1994524,1.0712733,1.1539395,0.9903974,1.0906987,0.85589945,0.87106633,0.91001153,1.0362133,1.2414126,0.8979484,1.0574605,1.0388554,1.0396978,0.89177734,0.951508,1.0533774,0.5823964,0.7620872,0.72326934,1.0050062,0.96163124,1.1119772,1.0557424,1.2577777,1.1386137,1.0370814,0.8163015,1.0663795,0.8367295,0.99762595,0.85965025,0.8838395,1.0299101,0.7490009,1.2501252,0.85319996,0.9379806,0.9285672,0.0,1.0545048,0.8328812,0.9406003,0.8664185,1.1708026,1.3017211,1.1716233,1.1506104,1.1079907,1.3033855,0.9863608,0.9214585,0.8197193,1.2118573,1.2532922,0.8525478,0.8736024,1.30808,1.0174903,1.1349219,0.9263044,1.1385083,0.74554086,1.1307667,1.1348941,1.0715373,1.1219678,0.7391584,1.2573233,0.99736327,0.9868378,1.0923455,1.0023186,0.81544363,0.85307145,0.95207745,1.1039433,0.7260018,1.2562091,0.9666033,1.1672878,1.172199,1.0873445,0.87386143,1.1293812,1.1863995,0.864139,0.8807577,1.3024552,1.2599568,1.0736432,1.1245315,0.7164247,0.8905726,0.69030225,0.92814726,0.81096673,0.8544477,0.98208725,0.9629336,0.84617513,0.8207329,1.0663108,1.0415834,1.1807072,0.95889395,1.1233001,0.62857324,1.1433331,0.8323896,1.0908732,1.2126594,1.1598396,0.778247,0.90384257,0.94198,1.1354148,1.0904955,1.1823494,1.1066319,0.9623488,0.8137154,1.302459,1.243412,1.1169145,0.96279925,0.91136044,0.8270482,0.95932275,0.97558784,1.1157162,1.0422742,1.2123563,1.0761932
dog,0.3287351,1.0670644,1.3759501,0.5249191,1.2431575,1.3373685,1.1305063,1.3222526,0.78612626,0.54459006,1.3181221,0.733986,0.55467594,1.3264276,0.59702647,0.8958756,1.3495436,1.440026,1.3513796,1.0090013,1.2382188,0.74925995,1.305113,1.354175,1.1579018,1.2497137,0.4336928,0.9288571,0.711105,1.4287789,0.9244022,0.7317249,1.1145638,1.2478275,0.58378506,1.0936692,1.4792957,0.9022112,1.4999145,1.0394485,1.0545048,0.0,0.8571491,0.94596905,0.91147745,0.75622094,1.0386639,1.3447952,1.0027474,0.7260343,1.1014056,0.9765302,1.2843757,1.267632,0.9642353,1.1624187,1.0730225,0.79988444,1.1722133,1.0081474,0.7783506,1.4335741,0.5965113,1.062242,0.82288426,1.2415903,0.67747384,0.5153812,1.3771555,0.50686365,1.0944911,0.6499266,1.4756099,0.79648435,1.1955942,1.2189738,0.7254613,1.278363,1.2057006,1.3420935,1.2670805,1.2035288,0.9325206,1.1341525,0.73011404,0.44479227,0.37551677,1.1647296,1.0326295,1.3968596,1.4158124,1.3869789,1.0488532,1.0116917,1.1831393,1.2216674,1.217426,0.88934386,1.1954474,0.7273381,1.1040643,1.0503963,0.9275454,0.9300242,1.0346826,0.4918908,1.1251086,0.85904306,1.0823269,0.9039128,1.0384064,0.8569385,1.3508036,0.7620055,0.9743763,1.3775322,0.97914094,1.302148,0.83619916,0.48148197,1.0508244,0.735035,1.4361157,1.2026207,1.295637,1.1253844,1.2231356,1.320834,0.9971318,0.9185003,0.5467427,1.0271876,1.0893258,1.2545047,0.78607273
doll,0.9810322,0.97956795,1.0016062,1.1154885,0.86503386,1.0195237,1.0256705,0.9455873,0.8440652,0.9907304,1.0339215,1.1473005,0.8637295,0.97128624,1.1354742,0.9666502,0.98940593,0.94358796,0.89872515,0.8708799,0.94078267,1.0823663,0.9469736,1.1104366,0.8543819,1.1105413,1.1635547,1.0118513,1.0943459,0.96556014,1.087849,1.1547893,0.91567564,0.9132409,1.0685672,1.0505402,1.0543386,0.89791894,0.9877273,0.8998238,0.8328812,0.8571491,0.0,1.0949796,1.2485805,1.0909437,1.1480632,1.1111331,1.1675416,0.98179024,1.0858027,0.8764647,1.0980664,0.777246,1.0345669,1.0178443,0.69971347,1.0073631,1.0603758,0.67661166,1.1798987,0.9510571,0.88055575,1.0042703,0.97164315,0.82080305,1.1721448,1.0941095,0.901104,1.1116866,1.1436862,0.98449916,1.0485923,0.8721488,0.94236803,0.94545704,0.92230695,1.052584,0.972758,1.0884415,1.0080329,1.0284574,0.9638106,1.034186,1.1882005,0.9219399,1.0250931,1.1680434,0.92546237,1.1312181,1.1575844,1.0603564,1.0152769,0.9818751,0.89079654,0.95055526,1.0274442,0.8408345,1.0676274,1.290101,0.97345203,0.7740267,1.0085467,0.8026762,0.9863288,1.0927691,0.8850068,1.0947336,0.88917315,1.3254889,1.115499,0.9501524,0.98231804,1.1156727,0.88903564,0.94632477,0.9658375,1.0206656,0.7990352,1.0410178,0.98656505,1.0618367,0.8723436,1.020427,1.1345985,1.0000106,1.0208986,0.5676408,0.93547785,1.0830579,0.93393934,1.0112562,1.0231912,1.0074884,1.2368592
door,0.95292574,1.2254497,1.2613276,0.9667844,1.1746304,1.0877104,1.2099591,0.784161,1.0081762,0.7746063,1.0936092,0.6465051,1.1020912,1.0256219,0.95719635,0.94999063,1.0610712,1.0605447,1.0503848,1.0017334,1.2379197,0.79390204,0.87391007,0.8130217,1.0054307,1.1833786,0.8760166,0.56775975,1.075896,1.0445025,0.23888612,1.0028397,1.1152694,1.1567838,0.65847945,1.1389925,1.1887493,0.5691264,1.0030556,1.0435287,0.9406003,0.94596905,1.0949796,0.0,0.7446542,1.0133812,1.1568726,1.2299834,1.1006514,0.9817208,1.2142723,0.85938334,1.0379301,1.041884,1.0950676,1.1908522,1.1712276,0.8684509,1.1247491,1.2052144,0.951061,1.3326364,0.95373213,1.2777982,1.1144744,1.1298275,0.7608416,0.9207385,1.0659791,1.0191985,0.9984912,0.6290804,0.8485784,1.0364679,1.1709177,1.0240088,1.187582,1.0441287,1.0650446,1.2540114,0.903082,1.0422482,1.1412265,1.2147255,0.60617614,1.0023919,0.9269979,0.953372,1.0584781,1.1974496,1.164292,1.2097656,0.8461505,1.1189636,0.89619386,1.0950611,1.0776008,0.88374627,0.9087886,0.3692088,1.115596,1.0458047,1.2008017,1.1101608,1.0297927,0.95126855,1.1741929,0.8416512,1.0402396,0.75468653,0.76298916,0.99683195,1.2134106,0.96528095,1.0277066,1.1967444,0.99625385,1.1831744,0.93270564,0.9621067,1.0840912,0.89715403,1.1369219,1.1938198,1.2002668,1.2476506,0.9772146,1.1872476,1.0785826,0.82183236,0.95148206,0.8675795,0.46694136,1.1754935,0.541188
drawer,0.81018853,0.97939,1.3514086,0.77559376,1.4033294,1.2209923,1.0593486,0.9937035,0.7043319,0.68786895,1.1870289,0.36982524,0.8809222,1.1957705,0.78862417,0.7631805,0.85522985,1.2903913,0.7884915,0.6037442,1.2544441,0.952929,0.8734045,1.0597064,1.1533412,1.0833826,0.9562752,0.6772367,0.9351958,1.2919526,0.60287225,0.72507656,1.2756631,1.2089996,0.46851093,1.0695997,1.3095765,0.5795278,1.1966015,0.9890862,0.8664185,0.91147745,1.2485805,0.7446542,0.0,0.89566565,1.145811,1.2935766,1.1075691,1.0543582,1.2338105,0.94706863,1.042247,1.2234781,0.98352295,1.0631939,1.133169,0.7827488,1.2863948,1.2850811,0.95156324,1.2440934,1.066247,1.0364301,1.0191287,1.4283695,0.8320013,0.8869568,1.0498018,0.8065553,0.8217228,0.70800155,1.2185302,0.8308229,1.2430412,1.0998662,0.9189093,1.0313755,1.1829181,1.3553534,1.0144562,1.1822591,1.1417375,1.1715052,0.4460795,0.93639344,0.73959917,0.77952826,1.0958819,1.181103,1.144757,1.2086334,0.9622535,0.8706261,1.1134738,0.8943566,0.98495865,0.881544,0.79795194,0.47154438,1.3118529,1.1322726,1.092453,1.0739449,1.0034661,0.9134832,1.094347,0.9015389,0.9460349,0.8232104,0.42430097,0.8708421,1.2960368,1.0041788,0.85360014,1.2231641,1.0153447,1.3088787,1.1090736,0.9265425,1.1525367,0.66721827,1.1961026,1.3398709,1.1928079,1.148015,1.037621,1.2759558,0.79732656,0.9913185,0.8494514,0.96910065,0.9690411,1.3002677,0.7564585
dress,0.8319257,0.883742,1.2707262,0.83493996,1.1648854,1.1603609,1.1700824,1.0905092,0.96026576,0.7489709,0.9451129,0.90108323,0.6343529,1.1514971,0.7344535,0.9223139,1.0395217,1.1210072,1.1959279,0.97562575,1.2301857,1.0163441,0.995998,0.86175007,1.0587188,1.0607044,0.81333876,0.9350937,0.98701876,1.0753589,1.0017536,0.955639,1.1241035,1.2179667,0.7585671,1.1406262,1.09125,1.0306169,1.2211258,1.2195432,1.1708026,0.75622094,1.0909437,1.0133812,0.89566565,0.0,0.9299709,1.0921274,1.0106014,0.8400456,1.0312115,1.0273099,1.1409521,1.1791058,0.9521772,1.0328281,1.2151995,0.97001326,0.97026676,1.0764551,0.8502276,1.2273352,0.8248611,1.1486272,1.0365555,1.0300406,0.9509464,0.5934996,1.2814909,0.7170216,1.1079006,0.9106168,1.0963434,0.85857904,1.3675556,1.1694922,0.88365066,0.92893493,1.1898112,1.0360906,0.97479653,0.93483305,1.0639427,1.1011426,0.82052124,0.5978451,0.668399,1.03468,1.060525,1.070955,1.0844463,1.0885619,0.83442026,1.0649196,1.1585562,1.1039206,1.0745211,0.7890996,1.0691788,0.90290546,1.1175784,1.1281325,1.1161264,0.77882576,1.236645,0.66704625,1.0116192,0.7221491,1.2601074,0.88062286,1.1182057,1.0743574,1.0152389,0.8752147,1.0772648,1.3172495,1.1353846,1.1496513,0.9969842,0.6755732,1.000145,0.90276146,1.3498074,0.993336,0.9582649,1.1627796,0.92535096,1.2634735,0.95672387,0.9638512,0.78014815,1.0797889,1.0259912,1.035315,0.92904174
ear,1.1555662,0.5144439,0.8954296,1.0724057,1.05044,0.9644205,1.0412147,1.212785,1.2530293,1.2473783,0.74928856,1.1984137,1.0272871,1.0969689,1.1633658,1.264188,1.150173,0.9956916,1.3625562,1.3014929,0.9340295,1.2095505,1.2407975,0.86051893,1.1791459,0.65827227,1.0356449,1.1102046,1.0318698,0.9911066,1.1758473,1.1493578,1.03682,1.085383,1.1061417,1.0379089,0.77341706,1.3030386,1.0941739,1.0024035,1.3017211,1.0386639,1.1480632,1.1568726,1.145811,0.9299709,0.0,0.82652396,0.5613209,0.85528946,0.34838402,1.2606529,1.1457225,1.2263707,0.62565434,0.6567682,1.1292545,1.2791754,0.47923744,0.81548345,1.1071765,0.94437146,0.873682,0.9427869,0.70391726,0.8222871,1.2134949,1.0401871,1.1252124,0.7577404,1.05471,1.2171919,1.0164388,0.9959391,1.1056548,1.1902984,1.0723362,0.81319946,1.091551,0.63941085,1.0444658,0.43597293,0.41633165,0.94424605,1.0346593,1.0947214,0.9779876,1.253721,1.0041093,0.76003736,0.77137756,0.7573199,0.9750436,1.1272869,1.1847501,1.301284,1.061452,1.1482985,1.0786151,1.1145767,1.0466185,0.9014505,1.1048133,1.0618008,1.17216,0.9268484,1.0322355,0.67007816,1.38685,0.98466295,1.3279412,1.2084686,0.71888876,1.2674412,1.0982872,1.09746,1.032375,0.76585114,0.8934334,0.93895495,1.0753609,1.2900538,1.1599458,0.34135163,0.4818207,0.8510965,1.0628815,1.209487,1.2578479,1.1119374,0.89018327,1.1426771,1.0909307,0.6063919,1.2060095
egg,1.419609,0.79133993,0.37223828,1.4445574,0.3336897,0.35855865,1.0768102,0.8968795,1.4094524,1.3878179,0.49708945,1.3389189,1.3812683,0.55801916,1.1853564,1.3306825,1.0012059,0.40398115,0.99996257,1.3461869,0.6950711,1.2628658,0.86371994,0.62919116,0.7470546,0.5423005,1.131469,1.1455686,1.1842089,0.34787953,1.2968167,1.3401653,0.85137695,0.9159756,1.306988,1.0977826,0.3431697,1.3271394,0.4787984,1.0265824,1.1716233,1.3447952,1.1111331,1.2299834,1.2935766,1.0921274,0.82652396,0.0,0.7739587,1.1324005,0.73685807,1.2594234,1.0631274,0.8897365,0.9366563,0.76664865,1.0924284,1.2971594,0.45885164,0.7820271,1.0647836,0.66861385,1.2043273,0.85043144,1.2466154,0.4014609,1.3851259,1.3156006,0.8761325,1.2320192,1.1731179,1.3818297,0.539726,1.0619799,0.8087319,1.085511,1.3162,0.81407523,0.9051979,0.1757577,0.7518188,0.8485403,0.91507745,0.55195385,1.340097,1.3958123,1.3854649,1.1750416,1.0090548,0.48407644,0.45767206,0.59653026,0.7387501,1.1537074,1.084734,1.062665,1.0044005,1.1567512,0.9880682,1.3573166,0.63586277,1.1859326,1.1149987,1.1393193,1.2372892,1.3228314,1.0862337,1.0770123,1.1907225,1.0703865,1.2629085,1.2644002,0.35549396,1.1885855,1.1715695,0.7283448,1.1497357,0.6568417,0.91737807,1.3367271,1.1916803,1.4265411,0.75716054,0.56786084,0.5926618,1.0087125,0.7656688,0.8274593,1.2714292,1.1585785,1.219706,1.1248119,1.0138608,0.54432595,1.2497594
eye,1.0857893,0.76590836,0.8650735,1.0642505,0.86711663,0.92539954,1.1260285,1.2583619,1.1510777,1.0671564,0.8983536,1.1222112,1.0175122,1.0856891,1.0666822,1.1794283,1.1626291,1.0413756,1.2341282,1.1951491,1.0027041,1.0192585,1.1584392,0.99164075,1.0908437,0.723578,0.9181025,1.2204626,1.0515735,0.9212375,1.0680441,1.1590861,1.0935025,1.131458,1.1394888,1.101021,0.8482247,1.2754556,1.1143758,1.0907699,1.1506104,1.0027474,1.1675416,1.1006514,1.1075691,1.0106014,0.5613209,0.7739587,0.0,0.8359301,0.6195588,1.2392051,1.2027097,1.2259854,0.78140813,0.9090759,1.0630852,1.1856308,0.5725503,1.0117167,1.0642397,0.8955813,0.8732405,0.9825795,0.86547834,0.9593357,1.0490401,1.0313482,1.159705,0.94364625,1.103327,1.0585178,0.99824226,0.93192965,1.1098692,1.2109747,1.0817652,0.8637313,0.9952975,0.62166226,1.2210736,0.79074883,0.43399155,0.79258597,1.0706246,1.0293552,1.0371389,1.1428182,0.85828316,0.7994677,0.82645047,0.8796242,1.0406876,1.141369,1.1690729,1.1434051,0.9729799,1.2040559,1.044372,1.1037575,0.9654868,1.1270174,1.1925529,1.0131587,1.0994862,0.9582065,1.1022694,0.8935046,1.3219976,0.9854509,1.229848,1.0814409,0.8366914,0.9809037,1.1202432,1.06245,1.0310186,0.80456614,0.9426998,0.9542317,1.1546797,1.1742033,1.0824298,0.6529545,0.6797769,0.9672093,1.2031193,1.1690567,1.146477,1.0547171,0.87412524,1.1341705,1.1813616,0.7074189,0.97653174
face,0.7555605,1.1021748,1.1963154,0.6654674,1.1627862,1.2047865,1.0884912,1.3455389,0.8503909,0.75997114,1.2307724,1.0397818,0.58269686,1.2823042,0.9086522,0.96906906,1.2026627,1.291158,1.2672334,1.0170088,1.226401,0.81827694,1.2459066,1.2507641,1.1691115,1.1693245,0.82174766,1.1816269,0.8918848,1.1501315,0.9651673,0.83154315,1.1394,1.21933,0.9506388,1.0605422,1.3094566,1.0767585,1.4057448,1.1828787,1.1079907,0.7260343,0.98179024,0.9817208,1.0543582,0.8400456,0.85528946,1.1324005,0.8359301,0.0,0.8759755,0.93279266,1.182475,1.2285473,0.88763845,1.1021721,1.0803211,0.8819732,0.9173574,1.226721,0.9879174,1.2162148,0.2076087,1.0012987,0.774137,1.1515923,0.86928403,0.7427661,1.2885883,0.74506307,1.1912707,0.862761,1.2707391,0.90369827,1.182188,1.12226,1.0012398,1.1033473,1.1401944,1.0859507,1.3940904,0.9797715,0.5627382,0.95204043,0.9720387,0.56470823,0.6984011,1.1031183,0.98237747,1.2756733,1.2526376,1.1334746,1.2183104,1.0786688,1.1298676,1.0949026,1.1609738,1.1683444,1.2875118,0.8947269,1.1667272,1.1238765,1.0967613,0.7029121,1.0417892,0.46573228,1.171454,0.92382735,1.2532533,1.0470341,1.1144094,0.91438913,1.2420738,0.9199399,1.1697079,1.3550588,0.9880679,1.1253896,1.0300018,0.49298245,0.9370874,0.85084504,1.2599132,0.9067542,1.0953307,1.0826986,1.3691969,1.2007779,0.9412916,0.8549143,0.9419464,0.9659514,1.1785938,1.1755686,0.8295288
