,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
slipper,1.5162511,0.75941867,0.3802724,1.5214493,0.53076345,0.5709471,1.0571884,0.6856746,1.497195,1.5290143,0.20974582,1.2726583,1.427676,0.48240292,1.4090613,1.3817672,0.85638005,0.256162,1.0426822,1.3606267,0.75411016,1.342947,0.8485192,0.37782454,0.57057774,0.48485827,1.1747154,0.966013,1.3082073,0.31394982,1.3245157,1.4035175,0.9605519,0.86448205,1.2989975,1.226788,0.17001492,1.313501,0.4343418,0.920025,1.2126594,1.3508036,0.98231804,1.2134106,1.2960368,1.0152389,0.71888876,0.35549396,0.8366914,1.2420738,0.7029678,1.2954215,1.0071751,0.7881038,0.7981421,0.70221984,1.0285197,1.4116542,0.25375605,0.6220194,1.1247774,0.7208071,1.2562788,1.0338408,1.2555549,0.2210629,1.478509,1.3722978,0.87102234,1.2402046,1.1412135,1.4345168,0.46264648,1.0352951,0.9152627,1.1060761,1.252035,0.67948234,0.970266,0.24089319,0.63648295,0.6901314,0.9276796,0.85467577,1.2678742,1.4493362,1.4316077,1.2567068,1.1298506,0.3109604,0.351987,0.572973,0.6312203,1.2275729,0.9567567,1.2018855,1.0268667,0.88834774,0.8232759,1.3271996,0.7528146,0.9652597,1.0816222,1.1339395,1.2715435,1.4014952,0.7031198,0.9326644,1.1904511,1.1123838,1.3489809,1.3440442,0.0,1.2437195,1.3130826,0.77316177,1.1540208,0.69564456,0.6580304,1.3930979,1.2207184,1.5233753,0.8529527,0.44749236,0.4408406,1.0516403,0.68949395,0.7923172,1.3627071,1.2558643,1.0716897,1.1691176,0.8086597,0.30191338,1.4054544
snow,0.8040713,1.3165575,1.236516,0.79016596,1.1189686,1.2151986,1.2487384,1.0779494,0.7083683,0.52239007,1.1666853,0.8889062,0.772357,1.0941541,0.64525306,0.67006373,0.9458297,1.2602528,1.0138747,0.74223626,1.3213174,0.70521384,1.1043963,1.190854,0.9459558,1.2104329,0.5645729,1.0591643,1.0312443,1.1337485,0.98860157,0.82473624,1.122246,1.2153336,0.8859779,1.1989992,1.213404,0.90555334,1.2595469,1.1945288,1.1598396,0.7620055,1.1156727,0.96528095,1.0041788,0.8752147,1.2674412,1.1885855,0.9809037,0.9199399,1.2647882,0.7053451,1.1862336,1.1120442,1.1213803,1.26933,1.0125151,0.82504237,1.1756985,1.3361378,0.5102319,1.1743451,0.9049488,1.2852535,1.0714546,1.2232002,0.6278657,0.82947516,1.2549819,0.9039635,1.177117,0.75330365,1.0840622,1.107336,1.1469235,1.1965381,0.9528785,1.1752113,1.1237911,1.2262361,1.2023232,1.3273554,1.1806417,1.1079173,1.0462508,0.6502533,0.78556156,0.8246176,0.99404603,1.1754427,1.135001,1.2608508,1.0333242,1.1812834,1.0794615,0.83256656,1.0022966,1.0992858,1.0563439,0.88751316,0.929124,1.1845808,1.131677,0.93050396,0.9004921,0.7728894,1.1354301,1.1718044,1.1240361,0.75291705,0.97750294,0.73497593,1.2437195,0.0,1.1542213,1.1994339,0.98064953,1.1921488,1.1823398,0.75116384,0.74267185,0.5170585,1.126245,1.2984601,1.2645802,1.2006817,1.1437432,1.0498914,0.70306855,0.95049137,1.0817865,0.81522024,1.1425002,1.2436221,0.6388735
sock,0.9206841,0.841223,1.2178156,0.813105,1.0736132,0.9966546,0.94300514,1.0952739,0.88830876,0.94576204,1.3183566,0.84250396,0.9346297,1.2413024,0.8685357,0.99409,1.0252644,1.1702346,0.9538066,0.9400154,0.95801145,1.0433201,0.8748057,1.2309434,1.3040738,1.1604928,1.2523389,0.9693187,0.84538996,1.3166741,1.020189,0.974162,0.9721619,0.95337695,0.8606796,0.82750976,1.2406636,0.99871075,1.0366634,1.0218147,0.778247,0.9743763,0.88903564,1.0277066,0.85360014,1.0772648,1.0982872,1.1715695,1.1202432,1.1697079,0.9398475,1.0415987,0.9615802,1.120245,0.97052103,0.9226798,1.0115261,0.87448436,1.3640294,0.86846936,1.2157992,0.90536857,1.1708934,0.86129606,0.763395,1.3099744,0.95035684,0.89756674,0.83583367,1.0084971,0.7120886,0.9949952,1.2392089,0.90175873,0.9394805,0.7821875,0.7096279,1.003031,0.9801621,1.1844925,0.9559854,0.90518075,0.95790875,0.96996385,0.94780856,1.0173382,0.9356644,0.8392864,0.92305684,1.2019016,1.1806312,1.067985,1.0903007,0.802777,1.1088953,0.97376263,0.96241045,0.8857533,0.99919784,1.042254,1.1054778,1.0117352,0.9829239,0.9812055,0.85170066,1.0549159,0.9803745,0.9553621,0.67515266,1.0536077,0.7802012,0.99641246,1.3130826,1.1542213,0.0,0.8643849,0.98528033,0.9922428,1.2205509,1.0019192,1.0998476,0.9574978,0.9287509,1.0421869,1.09514,0.8004763,0.95093167,1.0274394,0.9994186,1.0779505,0.994639,1.1083341,1.0855414,1.110565,1.054464
spoon,1.3633022,1.0014268,0.72405696,1.3123713,0.76962686,0.69786775,0.85418713,0.88509345,1.123727,1.3736697,0.79042053,1.3493037,1.3846836,0.6760279,1.1906365,1.0882069,0.9737075,0.67622954,0.62657845,1.1836299,0.8014475,1.1101465,0.6855855,0.95737135,0.88823885,0.9381915,1.3571702,1.1640513,1.111893,0.7498807,1.2410302,1.1354326,0.91084325,0.85750103,1.4019812,0.92558676,0.6396792,1.2037452,0.5296599,0.76157236,0.90384257,1.3775322,0.94632477,1.1967444,1.2231641,1.3172495,1.09746,0.7283448,1.06245,1.3550588,0.9795908,1.1461014,0.7771034,0.8030586,1.096717,0.63243306,0.8880123,1.1688619,0.9404232,0.7798426,1.1581796,0.6341281,1.3505188,0.9034267,1.0784444,0.8151376,1.1512425,1.3154578,0.65308076,1.3539984,0.49029964,1.2942677,0.7180188,1.1155455,0.7270759,0.79913855,1.0594409,0.9279307,0.9077729,0.81625485,0.8347227,0.9997119,1.1384803,1.0262375,1.3005633,1.4173601,1.4034394,1.0392423,1.0654736,0.66110086,0.6523136,0.8620562,0.90888345,0.93004227,0.88986254,0.86374724,0.90578544,1.1114846,0.98533034,1.3210667,0.9333139,0.9399272,0.9044832,1.1365792,0.62817335,1.4138865,0.88838947,1.2791289,0.43762934,1.082715,0.8314113,0.9597288,0.77316177,1.1994339,0.8643849,0.0,0.8421553,0.81473255,1.050569,1.4590144,0.9888207,1.3295244,0.6792056,0.962271,0.88579494,0.39754403,0.832652,0.7337113,1.1009442,1.1066958,1.1698719,1.1020085,0.98730683,0.8518476,1.2548615
sprinkler,0.8879139,1.085548,1.1812397,0.9428194,1.1106173,1.0776187,1.023991,1.1171106,0.8500314,1.0365148,1.212027,0.9715911,1.0234023,1.1043861,1.0658196,0.93356586,1.0747079,1.1529298,0.91885555,0.8912133,1.1937225,0.8348714,1.0288692,1.1904969,1.0535948,1.1517752,0.9436087,1.0584964,1.0372382,1.1305809,1.0496808,0.86446756,1.1750301,1.1875598,1.1000593,0.98237616,1.1100411,1.0700027,1.13309,0.7943808,0.94198,0.97914094,0.9658375,0.99625385,1.0153447,1.1353846,1.032375,1.1497357,1.0310186,0.9880679,1.1244699,0.9605277,0.9869482,1.0174171,0.99665886,1.141985,0.833526,0.93882495,1.1562026,1.1477381,1.096612,1.0636222,1.0240625,1.1363773,1.006133,1.2280176,0.6965805,1.0287113,0.93890077,1.0683857,0.82298654,0.98344314,1.0393908,0.9982445,1.1595044,1.053689,0.87257576,1.0505147,1.0509775,1.1898099,1.1919528,1.0691404,1.0756682,1.0764534,1.0800822,1.0321183,1.0398257,1.0156803,1.0173978,1.0954276,1.0448465,1.196066,1.2502018,1.0215443,0.9677681,0.87113357,1.0742269,1.0987022,0.9695558,1.0457431,1.1566687,0.80662477,1.0523787,1.0355299,0.49096662,1.0502567,0.93807113,1.1077338,0.7868353,1.0196563,0.94290954,0.7876008,1.1540208,0.98064953,0.98528033,0.8421553,0.0,0.96935296,1.0231591,1.0347177,0.7565004,0.91998553,0.9432846,1.179561,1.1700015,0.8379582,1.1677041,0.8815414,0.86502403,0.92699945,1.018308,1.0082159,0.9922097,1.0735649,0.9624098
strawberry,1.4347696,0.8496274,0.6440444,1.2656586,0.67921185,0.5939803,1.0603379,0.9252848,1.2497547,1.4265687,0.80929494,1.2947526,1.2082379,0.8826302,1.3218441,1.2624998,0.9790646,0.72645724,1.0470331,1.2723932,0.87720996,1.248287,0.87379533,0.78427386,0.93557435,0.72041935,1.1487641,1.1258532,1.2682018,0.8017528,1.1570959,1.1532332,0.9456731,0.8295808,1.3491845,0.94366324,0.6080494,1.2479768,0.70160836,0.9878634,1.1354148,1.302148,1.0206656,1.1831744,1.3088787,1.1496513,0.76585114,0.6568417,0.80456614,1.1253896,0.5837243,1.1922729,1.0018089,0.76566553,0.941031,0.7683038,1.037934,1.2473782,0.77634573,0.78805554,1.1727831,0.647333,1.0840068,0.9579216,0.9133102,0.732375,1.2597655,1.216582,0.7871934,1.1750978,0.94445425,1.3489475,0.7696779,0.98903507,0.819557,0.9083773,1.0137252,0.6114441,0.9683043,0.53107834,0.90191317,0.6904918,0.8042041,0.76885223,1.2665879,1.2535135,1.3015106,1.1022512,1.1184301,0.696519,0.73833793,0.758317,0.99710345,1.1856927,0.89928025,1.173637,1.0970813,1.1515834,0.96208364,1.3197756,0.85363704,0.8018607,1.177662,1.0129491,1.03359,1.2682841,0.9599722,0.9071856,0.9927505,1.0471979,1.1015666,1.2529095,0.69564456,1.1921488,0.9922428,0.81473255,0.96935296,0.0,1.0355312,1.2504128,1.0716394,1.366558,0.874534,0.54870033,0.5501481,0.831363,0.9416615,0.8912057,1.2440879,1.1187396,1.0509344,1.0977945,0.9925122,0.7009685,1.2519394
stroller,1.0180974,0.863715,0.8625381,1.1905655,0.9214584,0.9698672,1.087116,0.895516,1.2961891,1.2202026,0.7570363,1.0169606,1.1768656,0.79784894,1.317555,1.2064891,1.068381,0.7984945,1.2778946,1.2192185,0.94560385,0.9680628,1.0629519,0.7930534,0.76296175,0.7171806,1.023039,0.8088312,0.9581344,0.8317009,0.98127824,1.1314447,1.0736713,0.9546162,0.9716105,1.0686865,0.8224953,1.036899,0.88852364,0.65563226,1.0904955,0.83619916,0.7990352,0.93270564,1.1090736,0.9969842,0.8934334,0.91737807,0.9426998,1.0300018,0.9500866,1.1146889,1.0877377,0.81181186,1.0524167,1.0214131,0.93456644,1.0231739,0.7677092,0.8029226,1.1405877,1.0360882,0.9588921,1.0478241,1.090919,0.73272735,1.0623155,1.1184292,1.092478,1.0262978,1.1103518,1.0099887,0.86106694,0.769441,1.1816843,1.0836194,1.145715,0.95356905,1.1236136,0.8746093,0.8829244,1.0066633,0.94577646,1.010119,0.89055467,1.0789287,1.0534207,1.2140305,1.1112218,0.82383126,0.8946834,0.8885519,0.8632844,0.99397135,0.852569,1.3406178,1.0055201,0.78360385,0.96427083,1.0065794,1.0102564,0.875806,1.1043072,0.95536643,1.1772625,1.0849019,0.9292775,1.0287739,1.0462646,1.1020073,1.3300637,1.2321097,0.6580304,1.1823398,1.2205509,1.050569,1.0231591,1.0355312,0.0,1.0652535,1.1246178,1.2002697,1.1282243,0.86673915,0.8297888,1.116646,0.94255495,0.9679017,1.3177526,1.0421969,0.72307336,1.0195491,0.7180958,0.8733295,1.148036
sweater,0.5869374,1.0274963,1.4028194,0.3706709,1.3776581,1.3214833,1.1346241,1.4510839,0.7277586,0.5267379,1.3565404,0.88293993,0.37273884,1.4204268,0.67613506,0.918121,1.2702732,1.4631356,1.3493414,0.98206615,1.3566648,0.79138935,1.2127396,1.3318524,1.2808633,1.214497,0.66975474,1.0091431,0.8591334,1.4205786,0.9144879,0.7952142,1.2089003,1.2707669,0.65755403,1.1459157,1.4847006,0.99773335,1.5178208,1.2253597,1.1823494,0.48148197,1.0410178,0.9621067,0.9265425,0.6755732,0.93895495,1.3367271,0.9542317,0.49298245,0.9533171,0.9688819,1.2659427,1.3753542,0.87850326,1.0676763,1.2223233,0.82443607,1.1905355,1.1350245,0.85477203,1.3639983,0.5009716,1.0255734,0.7013134,1.3338401,0.72166795,0.3575244,1.3426697,0.33329487,1.0831417,0.7282025,1.4487858,0.84774435,1.286697,1.1717608,0.8531902,1.2159362,1.2236936,1.301183,1.3111786,0.9679866,0.7904941,1.0134268,0.821653,0.2456665,0.300403,1.0616021,1.0486481,1.3931895,1.3837504,1.2986093,1.1242127,1.0261062,1.2552922,1.1405421,1.1881225,1.0358658,1.3154441,0.7328503,1.2566838,1.2339107,1.0575413,0.76148987,1.0244477,0.07715666,1.1604456,0.6106051,1.2018762,0.8539917,1.0388564,0.841689,1.3930979,0.75116384,1.0019192,1.4590144,1.0347177,1.2504128,1.0652535,0.0,0.9638465,0.63988304,1.432653,1.0575931,1.2404374,1.0490429,1.2804798,1.3692927,0.8961065,0.93009853,0.8450094,0.9766615,1.1720906,1.2362585,0.7482473
swing,0.8292882,1.2262647,1.1671416,0.87948513,1.0981089,1.1801049,0.99369985,1.1340623,0.6951283,0.81571054,1.2337759,1.1161602,0.86183715,1.2362964,1.0009223,0.65941775,0.8799259,1.1784058,0.93037766,0.6628643,1.2168068,0.7474273,1.1317676,1.2362368,1.0668162,1.257083,1.0485716,1.1509086,1.0034361,1.19316,1.096989,0.7351395,1.0234902,1.1538439,1.1396537,0.9587786,1.0763952,1.0084617,1.2370297,1.0970248,1.1066319,1.0508244,0.98656505,1.0840912,1.1525367,1.000145,1.0753609,1.1916803,1.1546797,0.9370874,1.1442662,0.6693976,0.975866,1.0465484,1.1532508,1.1622386,0.7587628,0.85566586,1.2275343,1.3714482,1.032178,0.96720517,0.9323058,1.1890937,0.9869806,1.2384001,0.60478026,0.99162567,1.1405851,1.0564485,1.024392,0.8790631,1.167388,1.2737167,1.1249073,1.0103626,0.9641184,1.2087309,1.1000338,1.209166,1.2846761,1.2088846,1.1601596,1.145322,1.1235018,0.8502816,0.97222114,0.92805666,1.0189338,1.0622307,1.0392741,1.1008289,1.3769418,1.0523807,0.9806971,0.7595345,1.1037341,1.146716,1.1937237,1.0874602,1.116313,0.9165594,0.96106464,0.8712168,0.60438716,0.9728973,1.069564,1.2842188,0.950573,0.97088814,1.1193608,0.733686,1.2207184,0.74267185,1.0998476,0.9888207,0.7565004,1.0716394,1.1246178,0.9638465,0.0,0.57818943,1.0465082,1.1978241,1.186418,0.8233328,1.2446432,0.7598169,0.6001875,0.93583834,1.1520345,0.887822,1.0797135,1.1951797,0.9425876
table,0.556731,1.2762213,1.5082098,0.5493026,1.333722,1.4046508,1.1693267,1.221484,0.3541988,0.39729494,1.4924841,0.57184637,0.5629429,1.4012892,0.8027358,0.4277869,0.8195291,1.4547665,0.7612085,0.2866031,1.4632876,0.6347121,0.95429486,1.4132698,1.1830416,1.3695209,0.85298264,0.83033234,0.93935627,1.4595591,0.7912141,0.5962806,1.2277623,1.3191059,0.6272151,1.1301618,1.5165416,0.66181326,1.4141095,1.244165,0.9623488,0.735035,1.0618367,0.89715403,0.66721827,0.90276146,1.2900538,1.4265411,1.1742033,0.85084504,1.3885602,0.5672176,1.1683646,1.2639236,1.1189411,1.3194846,0.952556,0.5498831,1.5067466,1.5583587,0.796273,1.2132053,0.8465767,1.2199142,0.9511247,1.582783,0.4420482,0.74139845,1.1239841,0.8367754,1.0879854,0.5413041,1.4662343,1.136555,1.2855275,1.0659273,0.87324184,1.3783748,1.192908,1.5046307,1.425769,1.4553156,1.2176914,1.1891567,0.80234754,0.57100344,0.62870663,0.7135103,1.0357373,1.4286454,1.3950408,1.3667533,1.4371952,1.0825133,1.1705363,0.5097512,1.0512542,1.0367829,1.112942,0.71390134,1.2582769,1.182247,1.0646362,0.817486,0.7724302,0.68095416,1.0783597,1.1900972,0.9270051,0.98776704,0.7188593,0.5542169,1.5233753,0.5170585,0.9574978,1.3295244,0.91998553,1.366558,1.2002697,0.63988304,0.57818943,0.0,1.1249456,1.5012002,1.5005149,1.1004325,1.395828,0.91971654,0.29539728,0.8998157,1.0424066,0.76854134,1.1330425,1.4996523,0.678365
tape,1.2790008,1.1078787,0.6387845,1.3803641,0.5963895,0.6808059,0.83818674,0.8149819,1.0587412,1.257513,0.87044764,1.203228,1.295067,0.77007544,1.1964558,1.0047004,0.79216886,0.7269279,0.5355596,0.9247846,0.7825714,1.1668327,0.7669931,0.9429542,0.7662872,0.9847361,1.3150463,1.0817232,1.1500288,0.696861,1.1487998,1.2288377,0.81692994,0.75165856,1.2802255,0.906924,0.8125068,1.0589368,0.58490586,1.0329717,0.8137154,1.4361157,0.8723436,1.1369219,1.1961026,1.3498074,1.1599458,0.75716054,1.0824298,1.2599132,1.2046558,0.9762067,0.80980146,0.7854724,1.0863107,1.0910718,0.54089844,1.1578476,1.0609235,0.89846426,1.147886,0.5584841,1.3199407,0.9435381,1.2762847,0.8289344,1.197709,1.327045,0.5927103,1.3575883,1.1042033,1.2762958,0.8007965,1.2287974,0.59723246,0.8250737,1.0615919,1.0759094,0.72269577,0.8648341,0.9367134,1.0422034,1.1774806,0.754539,1.3262824,1.3872622,1.4026964,0.96997386,0.88798714,0.97743505,0.96771514,0.7522063,1.1567565,1.0028136,0.93553317,0.5231457,0.81334,1.086741,0.7639276,1.3050077,0.7893895,0.8739625,0.8993818,1.1743947,0.83475494,1.422028,0.8124768,1.273998,0.8134501,1.2072172,0.9184087,0.8545222,0.8529527,1.126245,0.9287509,0.6792056,0.9432846,0.874534,1.1282243,1.432653,1.0465082,1.1249456,0.0,1.1330928,1.0941014,1.0196089,0.94890237,0.37307906,0.8456405,1.1432887,1.3569388,1.0071379,1.0590925,0.871888,1.2346154
toe,1.372386,0.5322859,0.6547089,1.160927,0.7828715,0.7397046,1.0541407,1.0452911,1.4008787,1.3978808,0.56488365,1.3032925,1.2197332,0.8400774,1.2925873,1.421778,1.0998819,0.6664359,1.3468426,1.4726088,0.80112493,1.3114142,1.0422148,0.635487,1.0789272,0.52853966,1.146499,1.1133314,1.1453862,0.7045897,1.2900757,1.2800586,0.9540562,0.92155397,1.2769569,1.0531026,0.4686023,1.3975089,0.79626226,1.0304092,1.302459,1.2026207,1.020427,1.1938198,1.3398709,0.993336,0.34135163,0.56786084,0.6529545,0.9067542,0.11992884,1.3511924,1.1070001,1.0988125,0.75824976,0.5447792,1.2605112,1.4359481,0.32709956,0.61092913,1.1648328,0.8416469,0.9412387,0.84421337,0.6572831,0.51592714,1.4092904,1.1738279,1.0666816,0.99850285,1.0403559,1.3605399,0.72442865,0.94415563,1.0515099,1.0985817,1.2203121,0.5486171,1.0877444,0.30650878,0.8314874,0.40197623,0.43551576,0.7941158,1.2608407,1.2070216,1.1915014,1.2998703,1.1499159,0.51157904,0.5118996,0.62516856,0.76272094,1.1681374,1.1370829,1.4208411,1.1034633,1.1291716,1.0725216,1.3155124,0.90988433,0.9483004,1.1357971,0.99010295,1.286195,1.1114752,0.9820771,0.7315521,1.3263571,1.0261772,1.3854951,1.3824074,0.44749236,1.2984601,1.0421869,0.962271,1.179561,0.54870033,0.86673915,1.0575931,1.1978241,1.5012002,1.1330928,0.0,0.27906865,0.8329623,0.8682271,1.1311104,1.4250376,1.2006477,0.9831556,1.2269863,0.9533464,0.36341107,1.3212291
tooth,1.4034655,0.546315,0.64067024,1.3211195,0.8584801,0.73003745,0.91337115,0.9635707,1.4209788,1.4512242,0.50089884,1.2669406,1.3083396,0.7888902,1.2904708,1.3582487,1.0467185,0.65951216,1.2590152,1.4142859,0.7362981,1.3432862,1.0457884,0.5729599,0.99528116,0.54168963,1.122459,1.1393673,1.1055114,0.68081516,1.2669568,1.2959447,0.98037976,0.8316073,1.2820213,0.896547,0.43484282,1.3751792,0.7896786,0.9364555,1.243412,1.295637,1.1345985,1.2002668,1.1928079,0.9582649,0.4818207,0.5926618,0.6797769,1.0953307,0.4040748,1.3191109,0.932773,1.0062947,0.85820335,0.5840033,1.2121168,1.3938291,0.37363482,0.75397587,1.1142638,0.7425148,1.0886873,0.8635844,0.91550803,0.59846807,1.42572,1.2262825,1.0522981,1.092791,0.9692972,1.4023137,0.71789354,0.89578086,1.0667081,1.094697,1.2589134,0.3577947,1.1023569,0.36561525,0.82329994,0.5401892,0.67853886,0.8335438,1.1696885,1.3175211,1.233413,1.2509592,1.1190213,0.46233904,0.49870044,0.5793179,0.74076897,1.0269555,1.0850434,1.3694379,0.9562678,1.1142404,0.9538795,1.2514147,0.9508036,0.9479196,1.047704,1.0028119,1.3177973,1.2252169,1.0582764,0.8090383,1.3020756,0.9393827,1.3323214,1.4176358,0.4408406,1.2645802,1.09514,0.88579494,1.1700015,0.5501481,0.8297888,1.2404374,1.186418,1.5005149,1.0941014,0.27906865,0.0,0.8431499,0.84514844,1.1568663,1.4037755,1.1866924,0.9138069,1.1784769,1.0117899,0.49244148,1.3135543
toothbrush,1.0473399,0.80195254,1.0166732,0.8281282,1.1365426,0.9738997,0.69053745,1.3031349,0.9128181,1.199651,1.0900173,1.3199371,0.9763496,1.1667649,1.1206353,1.0616205,1.0678519,1.0724853,0.98732346,1.093956,0.96331257,1.0044477,0.91762775,1.2436117,1.2853854,0.9804741,1.2716453,1.3185449,0.8685862,1.1862136,1.2559121,0.8760942,1.0046982,0.9451696,1.3059621,0.7094379,0.89382565,1.2905056,1.0788127,0.9073155,1.1169145,1.1253844,1.0000106,1.2476506,1.148015,1.1627796,0.8510965,1.0087125,0.9672093,1.0826986,0.71390164,1.1005709,0.80725944,1.1097758,0.9068876,0.42668068,0.93534255,1.0434955,1.064337,0.9116835,1.1836321,0.70151263,1.0601753,0.74784297,0.6000283,1.1739217,0.94016296,1.0908079,0.9952774,1.0534536,0.41797322,1.2051632,1.1630036,0.99702185,0.91306764,0.91445154,0.73801434,0.98578775,1.1304361,0.98039705,1.1673052,0.9451946,0.8179976,1.0297132,1.2445716,1.0817785,1.0724416,1.0267887,1.1142209,0.7766628,0.82197785,0.9805266,1.2299868,0.79365516,1.1423173,1.0268054,1.0769594,1.2723967,1.2509389,1.2827001,1.272638,0.9050764,0.7587534,0.93353915,0.5372794,1.016309,0.9484816,1.1102282,0.6500346,1.1496915,0.9676209,0.87851304,1.0516403,1.2006817,0.8004763,0.39754403,0.8379582,0.831363,1.116646,1.0490429,0.8233328,1.1004325,1.0196089,0.8329623,0.8431499,0.0,1.153346,0.9351542,0.98220426,1.1103489,1.0499235,1.0313675,1.1952875,0.9909542,1.177124
towel,1.2325445,1.0556822,0.8260138,1.3284185,0.83915985,0.86878574,1.0139544,0.4715659,1.402556,1.1728171,0.64341813,0.90269184,1.3294692,0.58503425,0.77429664,1.2310798,0.7989101,0.59234333,0.94906944,1.2282488,0.8235248,1.2392198,0.8596525,0.49397153,0.74514586,0.81206155,1.0597317,0.69793606,1.120092,0.6540788,1.0069244,1.2495694,0.9224541,0.94094706,0.94168955,1.0794841,0.6161626,0.8571818,0.5123021,0.97568697,0.96279925,1.2231356,1.0208986,0.9772146,1.037621,0.92535096,1.0628815,0.7656688,1.2031193,1.3691969,1.0431002,1.205164,0.9376628,0.72094715,1.0977881,0.9392826,1.1827927,1.2610615,0.81993794,0.5318989,1.012868,1.040702,1.3655978,1.0151538,1.2929597,0.5389198,1.3476667,1.1173282,0.92359537,1.1404326,0.99614614,1.1371125,0.53074867,1.0330082,0.95493174,0.8497695,1.1269445,0.80067897,0.9838464,0.83162755,0.03446412,0.8576479,1.2657013,1.1323464,0.924293,1.2324909,1.2376229,0.85028005,1.2028216,0.6583314,0.61542994,0.94662094,0.31598675,0.8735305,0.85616565,1.21927,0.94994396,0.6343065,0.7801444,1.104295,0.81500494,1.0308893,0.9653703,1.2070583,1.2879087,1.2783043,0.9647677,0.8178476,0.97376716,0.9240187,0.97188246,1.2915361,0.68949395,1.1437432,0.95093167,0.832652,1.1677041,0.9416615,0.94255495,1.2804798,1.2446432,1.395828,0.94890237,0.8682271,0.84514844,1.153346,0.0,1.0340904,1.2990029,1.1593758,1.0820146,1.1112962,0.6480061,0.74291575,1.179701
toy,1.1753778,1.1485698,0.68971527,1.3261458,0.5634763,0.7071291,0.9463193,0.82365775,0.89179343,1.1796235,0.9171645,1.2123257,1.1083719,0.8597153,1.2978442,0.89583224,0.5694704,0.7369162,0.5302757,0.65909016,0.94543445,1.1111385,0.72410166,1.0083681,0.721009,1.0163536,1.3451576,1.0642387,1.2424667,0.7808529,1.1765494,1.1510798,0.8999596,0.86808044,1.3155813,1.0319673,0.78370154,1.0060595,0.7215719,1.1095597,0.91136044,1.320834,0.5676408,1.1872476,1.2759558,1.2634735,1.209487,0.8274593,1.1690567,1.2007779,1.213686,0.8515871,0.9221792,0.73697966,1.0530841,1.1082808,0.35191107,1.0980122,1.0842253,0.92670226,1.1919595,0.49875396,1.2350563,1.042459,1.1962543,0.8321953,1.1029245,1.3528721,0.73574036,1.3654575,1.1755779,1.1692481,0.8881987,1.2247785,0.7436374,0.86814624,0.9034622,1.1356227,0.863042,0.92494494,1.0293982,1.1451274,1.1891512,0.7999968,1.3970076,1.2771909,1.3334639,0.9217043,0.93845314,0.9331687,0.9595253,0.80979764,1.257504,1.1202984,0.93159944,0.49499166,0.96027654,0.9920324,0.87099165,1.4315307,0.86969084,0.86475813,0.98748165,1.0318767,0.711004,1.4018089,0.6656375,1.3959024,0.85083205,1.334199,1.0149336,0.73939854,0.7923172,1.0498914,1.0274394,0.7337113,0.8815414,0.8912057,0.9679017,1.3692927,0.7598169,0.91971654,0.37307906,1.1311104,1.1568663,0.9351542,1.0340904,0.0,0.60499465,1.1700774,1.3014785,0.97873116,1.042106,0.9079233,1.3331435
