,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
comb,0.9850595,1.113232,1.3251449,0.8092822,1.3333462,1.3340361,0.8565797,0.80642533,0.64779043,0.8574618,0.8000078,1.1738999,0.71410275,0.79991317,1.1312094,0.80978835,0.8669994,0.8652804,1.2716405,1.1499896,0.9143743,0.90765715,1.2073628,1.1122433,1.1058421,1.0920124,1.1162441,0.95050645,0.83712673,0.8449499,1.1745968,1.0388467,0.9963307,0.9674667,0.0,0.9136748,0.8808453,0.9784194,1.1847576,0.868561,1.219148,1.0680752,0.936669,0.9289711,1.1690376,0.9496955,0.8630878,1.1098417,1.1995753,0.802191,1.0278599,0.9951064,1.1258667,1.240786,1.2047508,1.1014322,0.99103624,1.1534688,0.5278941,0.73818845,1.2131655,0.9504768,0.97422695,1.024664,1.0702081,0.87771475,1.3017308,1.0088164,1.0632589,0.8984232,0.90874046,1.169142,0.82831365,0.5925908,0.9677633,1.1341251,0.9134513,0.97558373,0.8632674,1.013523,1.1350057,1.003847,1.1159114,1.2524201,0.914062,1.1588002,1.2297498,1.1962659,0.9047111,1.0758123,0.7776216,0.9156605,0.6512289,1.125391,1.1440932,0.98864406,1.1342052,1.0985992,0.88775766,1.0450255,0.9485268,1.1644152,1.2917576,0.8602309,1.2079413,1.2261152,0.9029061,1.1145694,0.85664386,0.8467186,0.9002224,0.85285926,0.8881571,1.1395682,0.9253239,0.78991383,0.8858831,1.1551903,0.7688201,1.2057687,0.91689074,1.1055007,1.0072494,1.1390617,1.1046238,0.9299161,0.7653998,1.1259903,1.2004296,1.116921,0.61337143,0.957389,1.1981547,0.8355896,1.0501996,1.0611693,1.188158,0.88320136
cookie,0.98971885,1.0165157,0.9139515,1.0742668,0.77049154,0.80536246,0.8615658,0.89050436,0.99237895,0.94188714,1.0982558,1.1479248,1.0705061,0.95993364,1.0322711,1.0696899,0.9501108,1.0215197,1.1095812,0.83379465,0.96853346,0.788498,1.2012935,0.88658834,1.0062099,1.081704,1.20006,0.7404468,1.1163557,1.1498823,0.9182758,0.935997,1.1096568,0.9892311,0.9136748,0.0,1.1168566,0.97935,1.1269487,1.0358533,1.0258332,1.0094523,0.70110047,1.0911574,0.97711766,1.0430744,0.99551,1.0450269,0.7847855,1.1059308,0.9896096,1.0506891,1.1112453,1.1329453,1.1262631,1.0170096,1.1892146,0.9588477,0.88812983,0.84432214,1.2118337,1.0402488,0.74204,1.0976403,0.99340385,1.0971956,1.1814685,0.91096556,0.979631,0.99856573,1.1976477,0.9943931,1.1709101,1.0619185,1.087362,1.0060172,0.76824075,1.0712488,0.98113894,1.035664,1.0374255,0.9298634,0.8465549,1.1504258,1.0922625,1.1640524,1.0013144,0.76023024,1.059284,0.8309808,1.10207,1.1445723,1.0014694,1.2102805,1.1877639,1.0171762,1.0194583,1.2244114,0.9876651,1.1292398,0.7890837,0.9636057,0.84789395,1.181195,1.0161439,1.177984,1.0964689,1.0014046,1.0980763,0.9458691,1.1597583,0.9528445,1.1550326,1.1750937,1.0397987,0.9856404,1.0133356,1.0990977,0.9915673,0.9854137,0.9398736,1.1991678,0.86632544,0.93562245,1.0188786,1.1758592,1.0253981,0.7504424,1.1348102,1.2074028,0.93862396,1.1117923,0.71008027,1.0221869,1.0745938,1.1257503,1.1851501,1.1565183
couch,1.0495104,1.2155534,1.5210508,0.7290923,1.4066857,1.3754302,1.0836201,0.8194957,0.51544565,0.8812698,0.22482371,1.323628,0.26173866,0.6690481,1.2837253,0.33161825,0.6679015,0.8460912,1.3878574,1.2854173,0.67067903,1.0269623,1.0872192,1.1293858,1.3760302,1.0640277,1.1060412,1.2249193,0.9033639,0.3566556,1.4554105,0.6488901,0.8528391,0.79946697,0.8808453,1.1168566,0.0,1.1924218,1.4953492,0.43578434,1.3980677,1.003368,0.9671986,0.61863923,0.9807993,0.56577927,0.9876743,0.89872503,1.3360907,0.754174,1.0929544,0.74781275,1.2827569,1.439837,1.3363115,1.1005387,1.3232713,1.3112462,0.86981493,1.043107,1.4172716,1.1250178,1.232998,0.78524405,1.3075321,0.94051415,1.3650283,1.0182664,1.2055831,0.78671646,0.61476934,1.274621,0.55779743,1.0104699,0.89779156,1.3252137,0.97088546,1.0607235,0.7479417,1.1201975,1.0314834,1.132035,1.2697961,1.3813012,0.9871579,1.41149,1.3123419,1.4595633,0.75909424,1.2384592,0.63251674,0.54787433,0.73130465,1.3952488,1.3221633,0.9423732,1.2664798,0.73128265,0.74143815,0.93859,1.2582779,1.135813,1.3786417,0.72394097,1.3160424,1.1961938,0.55315095,1.1325128,0.51210797,1.1249132,0.6858339,0.9642086,0.7155077,1.0991378,0.55916965,0.7422184,0.5361638,1.4060152,0.9338547,1.3480515,1.0441884,1.2719938,1.081524,1.3369079,0.75111455,0.5813403,0.4887815,1.4540752,1.3501267,1.2528493,0.9790103,1.0608267,1.2032602,0.7856338,1.0036137,0.8013707,1.2975304,0.5678956
cracker,0.8043199,1.0804418,0.77350044,1.0174828,0.8174281,0.9906626,0.7950632,1.0001818,1.1725737,1.2054853,1.2009505,0.931332,1.134429,0.92428434,1.0971538,1.1268327,1.0536728,0.7921357,0.80948627,0.93637764,0.9367944,0.87197506,1.0506527,0.9671567,0.9434237,0.9938158,1.0112767,0.7417362,1.2231314,1.1546102,1.1007653,1.1200087,1.2212192,0.9897939,0.9784194,0.97935,1.1924218,0.0,0.7956258,1.1280072,0.86573434,0.96527696,1.0698416,1.1273832,0.96463466,1.1493392,0.9788826,0.94181985,1.0113978,1.2124617,1.0775132,1.172507,0.9444654,0.8187531,1.01716,0.9424317,0.95284677,0.79788643,1.1049001,1.0722047,0.959028,0.92091554,0.6570726,1.1630521,0.822907,0.8891711,0.95125943,1.0718478,1.1358522,1.1559837,1.2650106,1.006403,1.2263098,0.9297675,1.037652,1.143149,0.8111433,1.0244111,0.8560977,1.038563,1.0042683,1.0791005,0.99097246,0.89532644,0.9077191,0.95517796,1.0147189,0.6632482,1.0820421,0.8456547,1.0426521,1.226196,0.8985277,0.9184707,0.9058993,0.9697783,0.8127785,1.0770004,0.9002553,1.1293368,0.9048811,1.0330131,0.79378176,1.1166306,0.9808353,1.0041286,1.0975952,0.8787813,1.0822989,1.0136484,1.2120405,0.952438,1.07015,0.94333696,1.0861346,1.0893444,1.153531,0.91227436,1.0138184,0.98182046,1.025961,1.0186732,1.0747381,0.88561857,1.0491706,1.1991837,1.0278695,0.93672425,0.95992875,0.9200275,0.943614,0.99758416,0.7632782,0.8636332,0.88383,1.1200426,0.8647933,1.2309833
crayon,1.0489198,0.85460746,0.46682405,1.3820817,0.68038034,0.6715202,1.1305835,1.185957,1.477196,1.2507114,1.589624,0.24438858,1.4657438,1.4998765,0.8164505,1.5609823,1.4237573,1.1806413,0.27038264,0.64208835,1.3056986,1.2507842,0.66041577,0.8781274,0.72040224,0.7748126,0.7261517,0.8754544,1.0189444,1.3653364,0.4770409,1.2904007,1.2265041,1.2987671,1.1847576,1.1269487,1.4953492,0.7956258,0.0,1.4750156,0.29142183,1.1155959,1.2309337,1.5228368,1.2330377,1.2689961,0.81589925,1.1803716,0.8961911,1.2078128,0.886644,1.3441494,0.7660828,0.18739253,0.60048246,1.1123035,0.32594168,0.8869389,1.2052855,1.255528,0.27681506,0.995188,0.8612935,1.3042631,0.867681,1.2848256,0.5151475,1.0805606,0.9219107,1.1369243,1.3961139,0.7258505,1.4399933,1.000117,0.9504364,0.5959657,1.2502306,0.89291203,1.4786966,0.8119883,1.038489,0.9963781,0.9854968,0.3057319,0.8998626,0.39239478,0.6673832,0.5829244,1.1446673,0.89388865,1.534301,1.4209781,1.3565654,0.1418513,0.19694448,1.1860635,0.8271092,0.8531492,1.3648186,1.083026,0.83667564,0.96977973,0.65631247,1.2915828,0.6467673,0.5000018,1.3553766,0.9302027,1.465806,0.8503421,1.4265425,1.1856055,1.3710363,0.8185572,1.350079,1.2417523,1.4634795,0.32196724,1.2331493,0.476004,1.1522584,0.41767287,0.98782253,0.7546714,1.2573733,1.4330785,1.4978224,0.5335574,0.59107244,0.42421436,1.029657,0.78621864,0.93588823,1.303891,0.93004984,0.9427922,0.2940446,1.3310128
crib,1.0595053,1.3412967,1.4825182,0.8525802,1.3482741,1.3112383,1.1031506,0.39297533,0.55624473,1.0572897,0.28893584,1.3579754,0.36145622,0.7769088,1.1801547,0.6393891,0.7115723,0.7762699,1.3108312,1.1786642,0.58584774,0.9600704,0.9270097,0.90128636,1.2668533,0.87145305,0.89707667,1.1317942,1.000124,0.35859406,1.2506484,0.49790168,0.992377,0.7796714,0.868561,1.0358533,0.43578434,1.1280072,1.4750156,0.0,1.3527792,1.061763,0.93681425,0.8407132,0.91513705,0.4434229,1.0154246,0.9829349,1.3380178,0.79823637,1.2365098,0.83702594,1.368058,1.53315,1.1268632,1.1199182,1.3190138,1.23672,0.80227107,0.9288496,1.4676396,1.2566161,1.1911303,0.8697069,1.1683478,1.0053699,1.3334931,0.93504035,1.1443665,0.7640452,0.8286748,1.2180821,0.8556206,1.0301298,0.48957503,1.0777514,0.9369646,1.0050968,0.8860006,0.94337374,1.008702,1.2343953,1.2315748,1.4602772,1.0518445,1.4738867,1.3583796,1.4248999,0.655327,1.1251222,0.6984004,0.88302994,0.7524558,1.4376686,1.3968964,0.9381322,1.3263075,1.0166715,0.88442594,0.77702737,1.1715426,1.1187888,1.3202636,0.920077,1.2295451,1.3369389,0.3851589,1.0431823,0.6838805,1.0165143,0.85177946,1.0608956,1.0168793,0.95947844,0.37607682,0.7930118,0.35814947,1.5134501,1.0247079,1.3610327,1.1191709,1.2384094,1.2406149,1.278826,0.60397613,0.82260287,0.5053235,1.3777459,1.4727328,1.4241941,0.9129424,1.0616566,0.9623311,0.68800044,0.961083,0.5921794,1.4070859,0.47486544
cup,1.2833749,0.951677,0.45776415,1.3807484,0.56300735,0.5982819,1.2363482,1.0408691,1.2898512,1.1954156,1.511742,0.29631644,1.3872715,1.5519361,0.84749645,1.5546918,1.4044309,1.3097322,0.10240042,0.42562354,1.2300086,1.1770068,0.6287072,0.6074245,0.8593936,0.5571823,0.7464414,0.9932041,0.99972904,1.2172136,0.3833629,1.0974795,1.1840733,1.2012701,1.219148,1.0258332,1.3980677,0.86573434,0.29142183,1.3527792,0.0,1.1944411,1.023865,1.5276046,1.2569784,1.0797763,0.9483332,1.2008184,0.8319551,1.204435,1.0432198,1.2623197,0.8667891,0.4060099,0.46372402,1.1533535,0.46961707,1.1008341,1.2033674,1.0276847,0.3486452,1.0426921,1.045201,1.2687309,0.98105705,1.3549523,0.5261594,1.142957,1.0012996,1.2378381,1.3372309,0.5134836,1.4668515,1.1651902,0.96777785,0.47863537,1.2515749,0.88111204,1.4582428,0.8996278,1.1074977,1.0868423,1.0015152,0.25991708,0.87149173,0.5410805,0.63089913,0.68039393,0.98135686,0.994546,1.5694331,1.4362614,1.3840277,0.33902663,0.30747664,1.169345,0.99396247,0.81187963,1.3803922,1.0089282,0.764699,1.0398184,0.5266202,1.3720671,0.55355906,0.59322184,1.1592609,1.0383418,1.4646847,1.1684258,1.3628305,1.2654138,1.4176956,0.8732549,1.2826235,1.102458,1.3914924,0.41914374,1.2202861,0.40228713,1.1557841,0.44254118,0.9295194,0.9282257,1.1591463,1.3823655,1.4565061,0.34860373,0.64833766,0.521429,1.246146,0.7685782,0.90747446,1.4151852,0.9893945,0.9319951,0.29472733,1.2273052
deer,0.62288386,1.0871769,1.0444956,1.1310575,1.0407999,1.0848063,0.9994617,1.0904161,1.115503,0.98087937,1.0244187,1.1627564,1.1123673,1.0146109,0.9089678,0.9962083,1.0529021,0.8456781,1.1645656,1.0970435,1.0139415,0.9403652,1.1986225,1.1548252,0.7403319,1.23774,1.0751241,1.0913998,1.2244875,1.1256996,1.0391839,1.0702348,1.0885695,0.91794693,1.0680752,1.0094523,1.003368,0.96527696,1.1155959,1.061763,1.1944411,0.0,0.9062611,0.6550178,0.70649344,1.1825225,1.0644376,0.89167535,0.93870366,1.1537553,0.9883003,1.0390767,1.1379515,0.98682153,1.0727228,1.0596147,1.0530616,0.56995445,1.021701,1.0730981,1.168649,1.0341638,0.9131921,1.048015,0.95092404,1.0821717,1.1493125,0.9223859,0.60074204,1.1448998,1.1869686,1.0696758,1.1255555,1.1123792,1.0327474,1.0987707,1.0759251,1.038634,0.8797539,1.0718042,0.83012027,1.0156431,0.9913962,1.1738034,1.1150218,1.1805418,1.1546264,1.0084325,1.1214435,0.8813553,1.0708373,1.1081157,0.9449066,1.1051929,1.1350347,0.8424915,1.0272769,1.088292,0.8433137,0.94644874,0.9905426,0.4778552,0.9886245,0.9604245,1.00776,0.91539264,1.1849165,0.608749,0.9243986,0.99825865,1.1406099,1.0374999,1.114003,1.0219425,1.064148,1.0955057,1.1206537,1.1203047,1.1078893,1.0707538,1.048104,1.0589261,1.0586574,0.94602025,1.0060332,1.1194369,1.0426611,1.0363846,1.160574,1.1244576,1.1649244,1.1213722,0.9574624,0.9483472,0.97850245,1.1860585,1.1631631,1.1600459
dish,0.98594594,1.0881906,1.0215156,1.0823994,0.91310376,1.0007977,0.9646669,0.8150066,0.8647405,1.0220692,0.9212684,1.2040168,0.9941419,0.9006763,1.1212741,0.9350319,0.93652064,0.93518126,1.1499772,0.6684524,0.83667916,0.86430955,1.2433995,0.77074414,1.0872238,1.0729197,1.1841005,0.98736954,1.1468254,1.0730276,0.9291166,0.93554085,1.1568413,1.0451952,0.936669,0.70110047,0.9671986,1.0698416,1.2309337,0.93681425,1.023865,0.9062611,0.0,1.0391072,0.9213966,1.049378,1.0280256,0.9862884,0.9674689,1.0574734,0.9536241,1.007016,1.1685145,1.1582441,1.1055374,0.964021,1.2456768,0.9365086,1.0025299,0.7088341,1.240102,0.99508613,0.7999073,1.0505408,0.9719013,1.0125059,1.2223607,0.8817373,0.96361816,1.017814,1.1175267,0.90713143,1.0696656,1.1360091,1.1171234,1.0779777,0.95625114,1.0351568,0.90100837,1.1512558,0.9903712,0.97195834,0.97721326,1.1966053,1.1370376,1.2323372,1.0920894,1.0407599,0.9863213,1.0008947,0.9890864,1.0250627,0.92569363,1.2730474,1.2391182,0.9516454,1.0869983,1.2487004,1.0160398,0.974313,0.49635738,0.9541626,0.92368793,0.96417755,1.0435134,1.0982249,1.0695511,1.0156423,1.0167998,1.0077924,1.09181,0.84916633,1.0576236,1.1872704,0.95733386,0.9867442,0.98593104,1.0947984,0.98149127,1.0667217,0.85608834,1.2659576,0.9679489,1.0256969,0.90993786,1.1035943,0.87225056,0.7037585,1.1880289,1.190644,1.0201358,1.1611753,0.7844869,0.84027165,1.0680791,1.0921302,1.1981418,1.1027876
dog,0.61183083,1.2038022,1.4139831,0.78058565,1.3193966,1.2830455,0.8753693,1.116752,0.84045434,0.51079303,0.54578173,1.3478572,0.7607931,0.5830022,1.064344,0.42620146,0.7561049,0.8271034,1.4729975,1.4563909,0.93673086,0.88597476,1.3062016,1.3762772,1.0404232,1.4218578,1.2779057,1.118332,0.7205683,0.94266796,1.4114552,1.0540961,0.7957617,0.7854778,0.9289711,1.0911574,0.61863923,1.1273832,1.5228368,0.8407132,1.5276046,0.6550178,1.0391072,0.0,0.729106,1.0162754,1.2461766,0.7675702,1.1827321,0.70478934,1.067314,0.7781662,1.2198424,1.3554265,1.3008527,1.0208325,1.3485303,0.82540417,0.80366033,1.0173471,1.3856957,0.9929195,1.1716747,0.80802137,1.1738114,0.8426013,1.2879361,0.99417883,0.75967085,0.9447027,0.6496558,1.3799219,0.5995736,0.9535096,1.2163024,1.3885846,0.847872,1.1687131,0.5599859,1.2476622,1.0038387,1.0981649,1.0845222,1.3645015,1.150151,1.3637382,1.2244499,1.3035384,1.1289,1.1059734,0.53319806,0.6305096,0.7581124,1.4159825,1.3362963,0.82879776,1.1640658,1.0332595,0.63771117,1.0140892,1.3122326,0.6328827,1.3536663,0.8107724,1.2725211,1.1315702,0.94907767,0.7487155,0.6073535,1.0457256,0.69211113,0.99410796,0.69474566,1.167694,0.8611667,1.0631166,0.8005891,1.4282496,0.83759904,1.2806122,0.9936906,1.326168,1.1476661,1.1989625,1.0348116,0.6561923,0.6640087,1.4975809,1.2931803,1.2913623,0.97872156,1.2345681,1.1399125,0.88504833,1.0879701,1.1797922,1.3295308,0.8687031
doll,0.717429,1.0866464,1.0618014,1.0751275,1.0484953,1.0492054,1.0079287,1.0124314,1.1994953,0.9829757,0.8940524,1.1886828,1.1509589,0.8324233,0.9902007,0.9779815,1.0828092,0.649361,1.1685946,1.1306968,0.7958998,0.98810756,1.1594518,1.0940534,0.8224799,1.2312503,1.1049507,1.1051427,1.2357395,1.142956,1.1138448,1.0051886,1.0071301,1.0062358,1.1690376,0.97711766,0.9807993,0.96463466,1.2330377,0.91513705,1.2569784,0.70649344,0.9213966,0.729106,0.0,1.1581148,1.1824436,0.4651718,0.99337465,1.0896602,1.1001129,0.7675435,1.1358851,1.1007779,1.0849679,0.9261902,1.2260935,0.5805614,1.1982709,1.1207187,1.2095796,0.976965,0.97159034,0.77854705,1.0405145,1.0185844,0.9324922,0.9035076,0.8010838,1.1234815,1.0276079,1.0808084,1.0802243,1.2511165,1.0632528,1.1833177,1.0625584,1.0019464,0.71290874,1.1564347,0.77232057,1.0202472,0.99364007,1.2101297,1.1988174,1.2020949,1.115962,1.0672219,1.1504625,0.86682194,0.8939986,1.0171038,0.8850397,1.278492,1.2771693,0.7389431,1.0169073,1.1835412,0.9576417,0.99099284,1.0788131,0.6485993,1.0114535,1.0201821,1.0593798,1.0233252,1.1752187,0.7187637,0.9148176,1.0272205,1.0137527,1.0096086,1.0507759,1.086849,0.95492214,1.2296661,0.949563,1.186662,1.0775061,1.1535373,0.9629488,1.217887,1.106443,0.9582124,0.7703151,0.97496426,0.85537356,1.097416,1.1604468,1.2123457,1.2579494,1.1881505,0.6328537,0.8158441,1.0238901,1.1139382,1.2038321,1.1387045
door,1.2117705,1.2007351,1.2910894,0.9311442,1.2866718,1.2608719,1.2069846,0.7943067,0.6060001,0.96734893,0.6340076,1.1230332,0.48899662,1.0705842,1.1140156,0.8513282,0.8998744,1.0860802,1.135882,1.1736808,0.84320736,0.94698316,0.73584753,0.92779994,1.236018,0.5961164,0.92348766,1.0613953,0.74512994,0.3984549,1.0726389,0.15471697,0.98887277,0.867417,0.9496955,1.0430744,0.56577927,1.1493392,1.2689961,0.4434229,1.0797763,1.1825225,1.049378,1.0162754,1.1581148,0.0,0.7299489,1.0288895,1.2987723,0.87349117,1.1450577,0.9364255,1.1878381,1.3181341,1.06072,1.1695272,1.1279864,1.3486824,0.9368211,0.909274,1.1963454,1.2988747,1.3260597,0.9379946,1.1948398,1.0577464,1.1959362,1.0482551,1.1509018,0.8012851,0.85040617,1.0718645,0.91773826,0.9788897,0.5804124,0.8895809,1.121802,1.0250382,1.1238967,0.77377653,1.1456465,1.142308,1.1370829,1.2176175,0.84334874,1.1553586,1.168321,1.2833395,0.48831975,1.1410156,0.97666156,0.89377654,0.9393592,1.1937271,1.1577922,1.0654693,1.198618,0.79470605,0.9928309,0.86869305,1.246404,1.1568916,1.1762407,0.96103287,1.1267034,1.2352189,0.2561254,1.1359608,0.77226216,1.1509099,0.8927791,1.1625118,0.9572019,0.90715945,0.65044457,0.65358895,0.69742846,1.2927532,1.0494764,1.1449162,1.1981478,1.0617818,1.154036,1.231321,0.8552973,0.88996744,0.862265,1.2704409,1.2236228,1.1692256,0.94049376,0.8818042,1.2940092,1.0143946,0.8930287,0.576596,1.1987188,0.43173754
drawer,1.1201845,0.9389265,1.093642,1.0355422,1.1652867,1.0968326,1.1715236,0.9583039,0.8781168,1.0954516,1.1509849,0.88290864,0.81163496,1.247801,1.0557554,1.17194,1.1314136,1.0533065,1.052887,0.8978541,0.8718266,1.0957363,0.8715244,0.9866465,1.0430671,0.64525676,0.88726866,0.9018987,1.0090995,0.7588028,0.9443745,0.82553214,1.2083946,0.9528094,0.8630878,0.99551,0.9876743,0.9788826,0.81589925,1.0154246,0.9483332,1.0644376,1.0280256,1.2461766,1.1824436,0.7299489,0.0,1.1033745,1.180396,1.2322876,0.9269744,1.0901229,0.9011283,0.9655345,1.1514807,1.1169382,0.7433878,1.1371131,1.085433,0.90148044,0.88450855,1.0875245,0.9370814,1.0875022,1.0364424,0.9472954,0.994822,1.0523304,1.1539978,0.8316474,1.2160661,0.93526036,1.1199725,0.7358762,0.7771832,0.8718995,1.1869876,1.0537691,1.1447558,0.72734636,1.0618353,0.9732399,0.9343196,1.0445797,0.8158686,0.7969734,0.96032465,1.1402863,0.73877966,1.1510972,1.2314891,1.0928406,0.97000206,0.6992339,0.8536293,1.1315923,1.0322427,0.76597774,1.0141314,1.1157744,0.89687365,1.0744503,1.1476481,0.8789071,0.83635306,0.845543,0.8271181,1.0798001,1.0013032,0.8816283,1.1860867,0.9084609,1.0597645,0.83993506,1.0966356,0.70904166,1.0910326,0.82332367,1.1206892,0.89839137,1.079604,0.771811,0.86617756,1.0947309,1.0112503,1.1940086,1.1426361,0.9468406,0.91662836,0.86731005,0.7431635,0.8455924,1.2280507,0.9508989,0.7480196,0.78323185,1.0108824,1.0131732
dress,0.8691305,1.0356886,1.1344572,0.9904647,1.1909525,1.1731328,0.9960969,1.1510057,1.0721235,0.9490046,0.9151012,1.1341354,0.99013984,0.8124608,1.1369702,0.8497962,1.0783758,0.9011582,1.1661484,1.2186254,0.91468966,1.0288565,1.0013287,1.180528,0.9911358,1.1366119,1.0745008,1.0321082,1.0220429,0.9842177,1.181409,1.0173966,0.8984597,0.9900791,1.1098417,1.0450269,0.89872503,0.94181985,1.1803716,0.9829349,1.2008184,0.89167535,0.9862884,0.7675702,0.4651718,1.0288895,1.1033745,0.0,1.1800622,0.9581045,1.0709579,0.9324944,1.0276786,1.0647414,1.1637766,0.89981955,1.1562811,0.8902898,1.1588392,1.1190152,1.1275291,0.92160696,1.0620844,0.9023102,1.1106379,0.8769675,1.0067979,1.0047001,1.0405247,0.9748263,0.76183146,1.1238347,0.858554,1.0561136,0.9969205,1.2171915,0.992586,1.107957,0.748584,1.1184059,0.9151599,0.98385,1.1367571,1.1545713,0.9254838,1.0461501,1.1408019,1.0670387,1.0895975,1.0164716,0.70867276,0.8334601,1.0143512,1.1892133,1.1581659,0.87418044,0.9392331,1.0098348,0.89937216,1.065425,1.1526961,0.8875324,1.1696714,0.8415348,1.1775043,0.96874446,1.0446541,0.9098245,0.78700674,1.0325875,0.8660005,0.8825694,0.81421125,1.0605587,1.00462,1.158286,0.9766575,1.0903296,1.0685492,1.1528796,0.92158437,1.20293,0.9888497,1.0051088,0.93177605,0.78788507,0.9428827,1.1975145,1.0683769,1.0729334,1.0407506,0.96571183,0.9801193,0.925734,0.90306956,1.086399,1.1057189,1.0630102
egg,1.0471703,0.81792104,0.46787047,1.1816483,0.35869217,0.44225836,0.83844596,1.1010635,1.2256749,1.0521809,1.2992295,1.0138758,1.3342354,1.1492432,0.7677578,1.2810879,1.1395886,1.1082276,0.8622359,0.8063879,1.1510365,0.93258625,1.1875039,0.8669828,0.84946364,1.1536338,1.1566832,0.9984304,1.2537227,1.3940245,0.7754648,1.1476358,1.1338707,1.1526735,1.1995753,0.7847855,1.3360907,1.0113978,0.8961911,1.3380178,0.8319551,0.93870366,0.9674689,1.1827321,0.99337465,1.2987723,1.180396,1.1800622,0.0,1.1912005,0.9044132,1.0599333,0.85774964,0.86424017,0.79529095,0.9889626,0.9629908,0.86309004,1.1073555,1.0091176,0.9485637,0.89441323,0.7957054,1.1090206,0.7179619,1.1613948,0.87999475,0.9973586,0.88452375,1.2665277,1.2584869,0.91317546,1.303728,1.1793145,1.2373972,0.8100207,0.9111436,0.9187397,1.0640619,1.0525252,0.95694447,0.95285594,0.6246902,0.7745484,1.1282651,0.97198236,0.71440405,0.52357364,1.2143447,0.73433197,1.3245773,1.26932,1.1443871,0.9573626,0.9977333,1.0335634,0.7983182,1.159072,1.1832159,1.0121127,0.89929175,0.93389577,0.56784177,1.2562245,0.81393665,1.0355982,1.3676825,0.9670749,1.2912083,1.0181859,1.1770217,1.0872288,1.2580408,1.0864228,1.2003121,1.1669344,1.261432,0.89329296,1.0357308,0.7078209,0.9465894,0.93672097,0.96153796,0.70816684,1.1250547,1.2424749,1.2451212,0.64440066,0.7744361,0.9514281,1.2000779,1.0816016,0.7263038,1.2279882,1.1972253,1.2813666,0.9685727,1.3045021
elephant,1.0435168,1.1344403,1.3153518,0.8088002,1.2549672,1.1881808,0.9168539,0.9788421,0.76711255,0.7230941,0.59645325,1.0837971,0.7202174,0.69204164,1.1417354,0.58267903,0.82867527,1.0292623,1.2342538,1.2537884,1.0055414,0.99983305,1.038212,1.1891513,1.2188836,1.1365097,1.1643043,1.0532925,0.56606895,0.8853345,1.1751368,1.0387344,0.6727028,1.0771024,0.802191,1.1059308,0.754174,1.2124617,1.2078128,0.79823637,1.204435,1.1537553,1.0574734,0.70478934,1.0896602,0.87349117,1.2322876,0.9581045,1.1912005,0.0,1.0076127,1.0176699,1.139998,1.2580581,1.1694243,0.9519018,1.0514107,1.2329139,0.6601366,1.0165178,1.1794951,1.016166,1.280158,1.0367968,1.1577287,0.97857404,1.1859431,1.0419369,1.0850164,0.87304497,0.45562768,1.2651404,0.5121113,0.8294226,1.0286238,1.1297598,0.9501603,1.0842892,0.85205173,1.09537,1.1249262,1.134138,1.2260786,1.1679212,0.9860522,1.1301662,1.1886356,1.156952,0.9682252,1.1967026,0.5350623,0.6305009,0.9264138,1.1292732,1.070293,1.0626671,1.2056613,1.0049064,0.94231236,0.98223734,1.2140241,1.1733124,1.2669226,0.86142194,1.3331702,1.224211,0.8550244,1.1456673,0.7496686,0.93686557,0.6851578,0.9376986,0.7387743,1.103376,0.80660486,1.0682395,0.83569443,1.2072426,0.7956875,1.1333547,0.9384132,1.1044676,1.0975398,1.1499,1.1186562,0.66674364,0.7231805,1.254986,1.1841131,1.1065055,0.84538716,0.96601146,1.2012544,1.0180556,1.1063162,0.98999774,1.1155243,0.7141122
