,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
knife,0.8962073,1.0471227,1.2897017,0.7240931,1.3142014,1.3258333,1.1298733,1.0118212,0.6902207,0.8135439,0.927914,0.49948305,0.9079179,1.1822268,0.77763236,0.8415699,1.0558224,1.2652149,1.1104618,0.9995765,1.2400516,1.1599357,1.1301311,1.2183902,1.095616,0.87897223,0.87848955,0.7228273,0.88555884,1.1787153,0.8932408,0.8930028,0.52420795,1.2170882,0.8798742,0.78066766,1.1099284,0.94225895,1.2471812,1.2536116,1.1136894,1.2318643,0.989904,0.7626456,0.9131844,1.1202551,1.1900371,0.8195673,1.0065794,1.0109268,0.861776,1.0942657,1.2845013,1.10606,0.76779604,1.2443181,0.77328694,1.1213689,1.1115545,1.0592164,0.99731106,1.322867,0.7659765,1.2515309,1.171505,0.7036488,0.8190477,1.0893034,0.7057601,0.0,0.86688346,1.1851519,0.986374,0.92329764,1.016906,0.78219676,0.98835194,1.0888911,1.0806289,1.242892,1.1981014,1.1132618,1.193646,1.0834017,0.6118741,1.1505678,0.8469027,0.75274867,0.89430636,0.88440424,0.95111716,1.217938,0.9376608,1.2973261,1.0996857,1.152549,1.0384206,1.2911495,1.1025383,0.6467004,1.0023885,0.7868177,1.2393129,0.8174184,0.60334045,0.9185593,0.8640944,0.7977062,0.9040102,0.8250083,0.6474398,0.71139205,1.1671786,1.0369596,0.9584674,1.1409234,0.875945,0.8996631,1.2497838,1.1319554,0.85870296,0.8263028,0.8065723,1.2284874,1.1828793,1.0463468,0.422745,1.1447866,1.337887,0.8712981,0.7592766,0.99322706,1.0583307,1.2005472,0.8872619,1.0567781
ladder,1.0779314,1.1980366,1.2839866,0.84419644,1.2990589,1.2677119,1.2784458,0.79718465,0.7310395,0.5236944,1.1913372,0.44842267,1.123825,1.0969846,0.88872635,0.95015734,0.94654673,1.1551437,1.1755769,0.7449948,1.2248704,0.71178883,0.9901339,1.0860772,0.7760661,0.72071004,1.1984955,1.0062653,0.22979188,1.0966449,0.3794192,0.6045079,0.880607,1.2367903,0.5799194,0.94882685,1.2358291,0.29685485,1.1730516,1.2030691,1.1404237,1.0484409,0.42985797,0.5208373,0.95326924,1.2490183,1.3062587,1.0728267,0.93520904,1.2975069,0.9890559,1.261897,1.0110023,1.13795,1.0855855,1.2567163,0.9115452,1.2638788,1.2639219,1.2280763,0.9683089,1.1366739,1.1294638,1.2991223,1.0986611,0.96169215,0.9619642,0.9276999,1.0110898,0.86688346,0.0,0.89903617,1.2500541,1.2010882,0.8267249,1.1389974,0.8019904,1.1987846,1.042203,1.3033216,1.0936377,1.2743497,1.2647501,1.3510964,0.5838469,0.9718505,0.9388418,1.0122985,0.87154216,1.1641078,1.1418006,1.1477275,1.0894756,1.1255128,1.0375711,0.77557766,1.265165,1.1820412,1.1098092,0.98717463,1.0754205,0.420453,1.1085507,0.8973723,0.8716271,0.9389529,1.1657174,1.0313942,1.0016106,0.4592989,0.7864281,0.6145868,1.314331,1.2010913,1.1710018,1.1585602,1.149725,0.9036933,1.1915214,0.73067874,0.96028894,0.6957096,0.6402277,1.228518,1.3711851,1.2127407,0.9281155,1.0782024,1.1174103,0.91015893,1.038723,0.9442296,0.55648834,1.3047962,0.47358996,1.0103734
lamp,1.4381583,0.9678691,0.66312957,1.4664885,0.5382608,0.50807273,0.7479222,0.8873851,1.3302139,1.400306,0.98264277,1.3749402,1.6157197,0.6184333,1.4810367,1.0487814,1.1239784,0.37692463,0.779963,1.2356929,0.5961224,0.4925245,0.7693994,0.5589192,0.5723391,0.93564564,1.3357984,1.0422312,1.0003104,0.253695,1.1191292,1.1941711,0.96211886,1.0905689,1.3899008,1.0306928,0.52735,1.1665624,0.4260441,0.76520634,1.2056538,1.1362267,0.7806879,1.0254642,1.408864,0.9804065,1.0717891,0.9451287,1.275953,1.1540271,1.2544048,0.7922261,0.33943236,0.93088543,0.5091279,1.0392393,1.2418764,0.65898275,1.171231,1.1596022,1.2533156,0.87463194,1.40832,0.67692035,1.0633769,1.0554278,1.36241,0.73585576,1.5882341,1.1851519,0.89903617,0.0,0.86136985,1.4041693,0.81961155,1.6031932,1.0817103,1.0920053,1.1151701,0.69793403,0.6213998,0.9404479,0.98147696,1.1861053,1.3033254,1.047227,1.5536194,1.5217439,1.228129,0.45453846,0.5345799,0.61261535,1.1470962,1.0658717,0.6081124,0.6101699,0.62425625,0.89958906,1.0465165,1.4961329,0.70958996,1.0386968,1.0019884,1.3180532,1.1779075,1.3740417,1.4550629,1.5699475,0.80199784,1.2301432,1.1256502,1.3655183,0.7479771,0.5400233,1.3778965,0.79452944,0.58240736,0.5284219,0.8415985,1.0603304,1.3455625,1.2111968,1.3985069,0.6871012,0.99035156,0.8766327,1.4561434,0.551687,0.9345826,1.3158543,0.99303985,1.2285068,0.6740069,0.6206943,0.75395507,1.3260612
leg,1.1468173,0.79282,0.9106624,1.0202937,0.7304311,0.83785605,0.83163834,1.0644861,1.1302984,1.2789059,0.9115182,1.2311031,1.2258581,0.83344126,1.1647149,1.0031071,1.1495142,0.8771265,0.8540702,1.2103914,0.8188448,1.0074536,0.9637277,0.9285027,0.98088974,1.1641403,1.1215897,1.0657429,1.2367883,0.8026471,1.2126862,1.2236812,0.9860717,0.892874,1.2503717,1.000274,0.7615104,1.3048315,0.8429222,0.89428276,1.0330204,1.126036,1.1580124,1.1941818,1.2484521,0.8617891,0.82369745,1.0212713,1.1883122,0.77192307,1.175576,0.9248222,0.97888017,0.7685672,0.7666268,1.0471532,1.1901393,0.95774335,0.6033965,0.95963544,1.1991031,1.0376279,1.0258456,0.88812554,1.1291533,1.0135454,1.2013918,0.99139565,1.1616983,0.986374,1.2500541,0.86136985,0.0,0.9448814,0.82993543,0.99746233,1.2106524,0.95849764,1.0537914,0.86859703,0.7521275,0.97994524,0.9153244,0.8825709,1.1899414,1.1151193,1.2272685,1.1426477,1.1728848,0.7187409,0.74519104,0.7609372,0.95343333,1.039059,0.82721335,1.0141528,0.79043436,1.0555882,0.8260172,1.2590951,0.8576844,1.2300819,1.1370682,1.2506845,1.1462872,1.2526636,1.0629458,1.1375555,0.8537984,1.2101454,1.0784408,1.21224,0.6973978,0.56926435,0.83689016,0.90469444,0.7268319,0.9443989,0.96346563,1.1922977,1.2631657,1.1425818,1.2598708,0.81215644,0.76137644,0.9446614,1.043889,0.7449153,0.97922504,1.1298261,1.0867717,1.1612153,1.0907754,0.8266587,1.1584679,1.1973906
melon,0.69600296,1.0736258,0.99829096,0.71685314,0.9676307,1.1623293,0.876049,1.142615,0.7621011,0.8667676,1.1426591,0.926648,0.5191318,1.2219249,0.69993895,0.8490486,0.9648742,1.3790538,1.0392654,1.0167423,1.1392546,1.3989484,1.122345,1.2706552,1.3946656,1.2633097,0.74554515,0.9871809,1.1626836,1.326895,1.01975,0.9999168,0.93432516,0.76124364,0.97836304,1.0412004,1.3172328,1.035764,1.3044338,1.2378936,1.00584,0.98035127,1.2427833,1.184585,0.8776114,0.9400059,0.63831437,0.99440426,0.9326716,0.87033534,0.88403237,1.1424241,1.3475664,1.060611,1.28988,0.8791382,0.7832953,1.2787026,0.81664115,0.8330846,0.93005025,1.1714096,0.6416836,1.2290854,1.1248991,0.93823767,0.8318428,1.0978062,0.7182689,0.92329764,1.2010882,1.4041693,0.9448814,0.0,1.1861641,0.50999326,1.1127113,0.95424855,0.77605367,1.2219877,1.1792547,1.0306042,0.9882698,0.6799521,0.9545971,1.0411992,0.7525326,0.79683536,0.83962923,1.3475795,1.333633,1.2671156,0.726074,1.1769068,1.3193053,1.2138367,1.0379857,1.2283412,0.86347735,0.7573272,1.2887719,1.0719802,1.0751681,0.90822166,0.8725275,0.86043346,0.7462833,0.71762335,0.9926276,0.9422516,0.8455931,0.79293203,1.1590159,0.999513,0.7408548,0.81870854,1.1550857,1.358541,1.1176254,1.033751,0.8639087,0.98032796,0.84198475,1.0771427,1.010564,1.162166,0.7000993,1.2142212,1.0202193,0.79197836,0.9035397,1.0156418,1.3588755,1.2761967,1.1595356,0.9251655
milk,1.2117705,1.0601567,1.121926,1.0191823,1.1179547,1.0181315,1.1571083,0.8396137,0.8226009,1.0529413,1.040345,0.8738501,1.1996316,1.0631824,1.0925028,0.9014989,1.0676465,0.9220089,0.8304924,0.8256261,1.1032337,0.88887817,0.5492437,1.1308081,0.46644443,1.0007035,1.1998568,0.9824628,0.673473,0.8607516,0.7902799,0.8378242,0.9013312,1.0296248,0.9790004,0.96067077,1.0901198,0.7946564,0.7454835,1.0360334,1.1105949,1.1185122,0.6904227,0.78015363,1.1314359,1.0292141,1.1910611,0.9993319,1.074765,1.1899147,1.0872964,1.2362913,1.0062509,0.98103714,0.9274523,1.2946275,0.96222657,1.177113,0.9038145,1.2156919,1.0887979,1.1080835,1.1564406,1.1444037,1.0718423,0.9854471,1.0154338,0.7936473,1.1992404,1.016906,0.8267249,0.81961155,0.82993543,1.1861641,0.0,1.1206732,1.0862792,1.1150784,1.0870513,1.1360523,0.7744973,1.0951546,1.0994278,1.2505996,0.8760756,1.1359415,1.1680356,1.1762127,1.0030642,1.0421884,1.1042398,0.90200907,1.0475764,1.0100524,0.83931804,0.8768482,0.98789597,1.0551735,0.9550991,1.1166755,0.8347207,0.6520601,1.171839,1.0507718,1.1346394,1.0833277,1.1791513,1.1657423,0.9810139,1.041369,0.74132127,0.973411,1.2021972,0.89959615,1.0495291,0.9806666,0.8720183,0.8912418,0.97801036,0.8699871,1.1081291,0.94494754,0.8860461,0.854614,1.2043185,1.1725528,1.0468712,0.7105627,1.0033973,0.9546105,0.96333843,1.1498427,0.65317225,1.1442047,0.8602385,1.1331236
mitten,0.59447837,1.0430256,1.3639119,0.4792089,1.3668405,1.3380867,1.2853345,1.1054006,0.7643121,0.7468426,1.1858672,0.746939,0.43283403,1.2089634,0.547563,0.96640474,1.0036538,1.5242317,1.1924787,0.93395853,1.4054627,1.4530019,1.1526468,1.3231485,1.3930987,1.2124878,0.74291396,0.94686925,1.0021069,1.5564233,0.9973508,0.80974257,0.89236796,0.91114545,0.7951257,0.9161746,1.5401418,0.87573415,1.4951377,1.2837579,0.7427871,0.8870962,1.2063048,1.0977464,0.7175758,1.021586,0.8959454,0.99559724,0.8729274,0.91418946,0.79299235,1.3249937,1.4491166,0.84448755,1.3564427,0.9556842,0.71747565,1.4784698,0.41230953,0.9173378,0.89138705,1.2328632,0.48915637,1.3557677,1.0405632,0.8662715,0.66627604,1.1328827,0.48741513,0.78219676,1.1389974,1.6031932,0.99746233,0.50999326,1.1206732,0.0,1.04913,1.0601343,0.91475606,1.4204789,1.257317,1.1298109,1.1290922,0.8862313,0.81171566,0.92136806,0.4669941,0.59124863,0.8636245,1.490706,1.5105824,1.2804434,0.89178383,1.0244627,1.3688936,1.279032,1.3687398,1.1788464,0.904652,0.52792764,1.217948,0.97123873,1.0383543,0.7276325,0.73657036,0.7321564,0.4159968,0.48099887,0.8558438,0.80432343,0.83324146,0.6312366,1.2206528,1.2316085,0.32855928,1.1798248,1.1543378,1.430052,1.2707711,0.98876953,0.77803814,0.8369871,0.69643116,1.1733305,1.1168708,1.2980307,0.4974019,1.2863989,1.0196725,0.7192972,0.94744074,1.0224179,1.2534847,1.4294575,1.1945593,0.7343907
motorcycle,0.98587734,1.2243799,0.95738035,1.023496,1.1107,1.1000987,0.9102196,0.8542435,0.8378276,0.70971894,1.0132893,0.76602274,0.9982077,1.2003148,0.86862046,0.9429078,0.9579288,0.9983484,1.0390873,0.8499957,1.0534517,1.0055207,0.94782746,1.1473091,0.89496183,0.58991414,1.0418379,0.9574302,0.7504599,1.0993099,0.7126926,0.80382323,1.124487,1.1264582,0.7039138,1.1736596,1.1293612,0.75779086,1.0846529,1.1662316,1.026896,0.9902054,0.82749736,0.8504061,0.89974606,1.1954901,1.1144055,1.0264068,0.89496624,1.238629,0.9356195,0.92350894,0.8933954,1.1919805,1.1721976,1.059083,0.9003532,1.0423969,1.1195321,1.039125,0.9490604,0.9823525,1.1263978,1.1029596,1.1245499,1.2102927,0.8507862,1.0128901,0.92285734,0.98835194,0.8019904,1.0817103,1.2106524,1.1127113,1.0862792,1.04913,0.0,1.1485213,1.0521903,1.064106,1.0305712,1.2932018,1.1724902,1.0707206,0.768315,0.9129379,0.92208517,0.91272193,0.91696787,1.1415819,1.1346302,1.1581264,0.977739,1.095087,0.8685303,1.0167246,0.98334694,1.1715189,1.0679286,0.88725924,0.8330024,0.7769599,1.1257852,0.95015866,1.0192876,0.9284502,1.0686618,0.96046144,1.1217762,0.80863285,0.8281402,0.8199074,1.1108162,1.2103844,1.1559861,0.98541206,1.1867644,1.0441055,1.0066161,0.93141085,0.9032105,0.9553962,0.81786704,1.1677018,1.1892713,1.1115543,0.98874754,1.0348839,1.017087,0.93706,1.0698402,0.777789,0.8817094,1.0485674,0.7932061,1.0112523
mouth,1.1808002,0.8738589,0.98496133,1.0147142,0.99362993,1.0973555,1.0227098,1.2623034,1.1945276,1.1988672,0.8105729,1.2003491,0.8989161,1.079427,1.196877,1.1296175,1.1228788,1.0803776,1.0824492,1.2028968,0.9229363,1.2021012,1.2120571,1.049883,1.2107823,1.1724601,0.86447334,1.0764432,1.3129189,1.0840226,1.1817627,1.1390326,0.948359,0.94766265,1.1719958,0.955738,0.9288931,1.2492318,1.0602417,1.0184528,1.1326629,1.0806485,1.1448623,1.0727581,1.0648288,0.48017973,0.88030386,1.0590484,0.75798345,0.52053416,0.89442664,0.839471,1.1252241,0.9074682,0.9321425,1.1067411,1.0355647,0.6887572,1.124198,0.80899286,0.72192276,1.0136335,0.74066556,0.9343193,1.017592,0.92283404,1.1483756,1.1659111,1.0380266,1.0888911,1.1987846,1.0920053,0.95849764,0.95424855,1.1150784,1.0601343,1.1485213,0.0,1.0693222,0.82219696,1.0773957,0.58349323,0.30222797,0.83605283,1.134087,1.1080208,0.98331136,0.97666854,1.0820084,0.9785202,0.94779694,1.12956,1.060713,0.98415524,1.1718576,1.1026809,1.0270414,1.0397687,1.0285723,1.2168158,1.1977372,1.1753613,1.0554702,0.99545157,1.1721609,0.93500066,0.95037055,0.97919315,1.0079789,1.1309284,1.1992097,1.1925199,0.87729216,1.0415095,0.9179652,0.9475328,1.153605,1.0583658,0.91375345,1.2324469,0.9023442,1.1243674,1.1859151,1.0487906,0.51451963,0.31284207,0.96127236,1.123883,1.1908644,1.1577989,1.1395935,1.1058062,1.2670512,0.8812968,1.1332253,1.0191809
muffin,0.7883729,1.017557,0.96792907,1.0260127,0.8287275,0.94431025,0.98419863,0.9753598,1.0741394,1.0582883,1.2336757,1.1554122,0.9095198,0.92169565,1.0298855,1.0015846,0.93310094,1.1101167,1.0642859,0.9875571,1.0047287,1.078047,1.0881646,0.8777074,1.2089297,1.0298065,0.91210437,1.1525991,1.1442996,1.1161032,1.0228353,1.0383191,1.129628,0.76787984,1.0414733,1.1154889,1.1550971,1.0495872,1.145981,0.92985904,0.87774694,0.8558092,1.0285741,1.0736485,1.0621506,0.93627733,0.82563627,1.1719438,0.8055988,1.0452782,1.0227625,1.1829281,0.9744073,1.0720396,1.1390576,0.7371229,0.9411015,1.1662414,0.92853373,0.95498747,0.8191387,0.87503153,0.9733373,0.9877708,0.85083455,1.0683246,1.0615938,0.97353595,1.0699257,1.0806289,1.042203,1.1151701,1.0537914,0.77605367,1.0870513,0.91475606,1.0521903,1.0693222,0.0,1.1031657,1.1116052,1.1276156,1.039664,0.7505565,1.0583198,1.0130352,1.0612283,1.1500607,0.91958344,1.1362729,1.1404089,1.0582826,1.0029343,0.90902513,1.1494197,0.93530566,1.0979232,0.9270444,0.89417684,1.0143888,0.9938474,1.1445887,0.73234105,1.10222,1.0128608,1.0867698,1.0548582,1.0838931,0.91069436,1.0532678,1.0915234,1.0841572,1.084105,0.99105704,1.0271947,0.8705364,0.9444361,1.2157761,0.9683223,0.9647987,1.1123302,1.0234474,1.0307249,1.0031778,1.0378072,1.1662499,1.0105978,1.1178757,0.885246,0.9980121,1.0143737,1.0019498,1.153779,1.1004046,1.1155465,0.92625767
nail,1.3885719,0.76932895,0.33453304,1.3428301,0.4989025,0.50688183,0.58499515,1.218353,1.425283,1.4077965,0.7444458,1.451278,1.3468847,0.85762054,1.4105735,1.2425518,1.1909783,0.25343376,0.8036188,1.3428265,0.2411471,0.90639865,1.0360931,0.810835,0.95709234,1.0449513,0.9684461,1.0265,1.4401978,0.55304205,1.3035038,1.3165433,1.1750453,1.0466183,1.3562465,1.1600288,0.2804684,1.4739769,0.37956464,0.7633921,1.2013175,1.2071091,1.2004408,1.2704992,1.2106907,0.8118601,0.9231008,0.9877412,1.0360441,0.769079,1.0229505,0.43262553,0.64215946,1.0041264,0.852433,1.0800439,1.2999799,0.30233192,1.181463,0.9777461,0.9989455,0.7232294,1.2267759,0.3520441,1.1012,1.2210019,1.2939185,1.1457101,1.2893976,1.242892,1.3033216,0.69793403,0.86859703,1.2219877,1.1360523,1.4204789,1.064106,0.82219696,1.1031657,0.0,0.88731337,0.749146,0.59115183,0.7632895,1.3977461,1.0784262,1.3033073,1.2400393,1.2849706,0.4849748,0.46124566,0.8011742,1.2085989,1.0373074,0.7163597,1.0855554,0.5894683,0.9531891,1.0860467,1.4105897,0.9417518,1.3454766,1.0609906,1.2311091,1.3811657,1.1835043,1.1827337,1.2580568,1.2013752,1.2944945,1.4084542,1.4201663,0.43576545,0.88078165,1.2023523,0.8789896,0.9432045,0.8040844,0.7398136,1.238896,1.1248477,1.3107829,1.4163463,0.8658975,0.42064464,0.54734606,1.37182,0.8019697,0.99591756,1.3552256,1.1705577,1.1309513,1.1246454,0.19604039,1.1707329,1.2367129
napkin,1.3109603,0.8412449,0.9232508,1.3934109,0.9073605,0.82391053,0.8270935,0.96709764,1.2131486,1.3746333,0.76426256,1.1742737,1.311545,0.8074201,1.1505787,0.94201195,1.1892513,0.7396376,0.9970941,1.0978642,0.81912184,0.82687646,0.83274966,0.93272775,0.4793545,0.9799751,1.1385982,1.0675614,0.9341434,0.601723,1.1702425,1.2260551,0.9743065,0.9386852,1.207413,1.0511848,0.6930124,1.2169976,0.770432,0.67799646,1.1603028,1.0777607,0.7706983,0.85835147,1.1411631,0.9087508,1.1080905,1.0716386,1.3805956,1.0308496,1.1003515,0.8244871,0.7848929,0.7960664,0.6224857,1.123857,1.3883042,0.8197443,0.9088206,1.1115731,1.3365556,1.0132234,1.3206224,0.8175999,1.0529237,1.0267701,0.8459704,0.96520674,1.1102246,1.1981014,1.0936377,0.6213998,0.7521275,1.1792547,0.7744973,1.257317,1.0305712,1.0773957,1.1116052,0.88731337,0.0,0.7558903,1.0290647,1.090649,1.2343948,1.134054,1.138655,1.1323858,1.1870553,0.6983335,0.6995655,0.47759867,1.0089746,0.9543237,0.45472246,0.8984115,0.79981863,0.8606337,0.88498,1.1697215,0.8246732,1.0441486,1.1396593,1.1735692,1.2335854,1.20052,1.1297404,1.1331701,0.9925853,1.2324522,1.0634748,1.4326711,0.7712891,0.84904975,0.8958312,0.8715376,0.7857839,0.6825253,0.77839416,1.1375124,1.2333658,1.2564237,1.4712366,0.997231,0.91345763,0.94943833,1.3532403,0.05351603,1.1311175,1.3851793,1.119811,0.8630996,0.7890362,0.77868223,1.0659415,1.212198
necklace,1.2645226,0.53014094,1.0284971,1.086777,1.0158739,0.9725948,0.9492877,1.3702457,1.3491002,1.4143243,0.57945573,1.2768878,0.96564007,0.9389489,1.2390912,1.1629462,1.2859873,0.97044396,1.1632568,1.3602247,0.83717763,1.0817258,1.2278852,0.9461734,0.9836882,1.2254165,0.78825134,0.97878593,1.3074012,0.91564584,1.4421353,1.3148208,0.9744072,1.0528829,1.3183461,0.8564042,0.7117878,1.4381564,1.0167475,0.68698764,1.2209129,1.1335012,1.1312734,1.0234901,0.9438546,0.37865722,1.0202365,1.0015082,1.0398334,0.44162,1.0267465,0.7025802,1.0912693,0.7664319,0.7272968,1.162637,1.2358382,0.5458597,1.0932586,1.0390598,0.91813326,1.028122,0.81142795,0.67192686,1.0184311,0.74029803,0.94528556,1.2666217,0.94070905,1.1132618,1.2743497,0.9404479,0.97994524,1.0306042,1.0951546,1.1298109,1.2932018,0.58349323,1.1276156,0.749146,0.7558903,0.0,0.4660883,0.82705903,1.2926478,1.2692508,0.92756444,0.87776244,1.2602699,0.8029317,0.7508235,0.7875083,1.0672082,0.92294633,0.8937335,1.1251853,1.0244845,0.89461344,1.0578779,1.1434417,1.1603327,1.2554488,1.0899652,0.93862784,1.1358504,0.7861684,0.99095684,0.886788,1.0576901,1.3102825,1.3151914,1.4202486,0.6906511,1.0695629,0.83261424,1.0627023,1.0076277,0.8220797,0.7536204,1.3344548,0.768389,1.2283686,1.4816551,1.0737427,0.38721716,0.5440457,1.1194582,0.79712397,1.3013582,1.3910605,1.0871245,0.95222247,1.1366148,0.67746603,1.253061,1.1654916
nose,1.31607,0.70226043,0.85261554,1.0761513,0.8654907,0.98899305,0.9727237,1.3738486,1.3206129,1.3098078,0.73367083,1.3284674,1.0020084,0.99284637,1.299686,1.2481256,1.2340959,0.9242412,1.0789132,1.3119032,0.72110397,1.1556723,1.2470204,1.0550996,1.1615025,1.2091987,0.9168668,1.019871,1.4103645,0.9477252,1.2673217,1.2379072,1.0067197,1.0225683,1.2332705,1.042616,0.8222265,1.3461981,0.9278836,0.8968118,1.1517425,1.081739,1.125904,1.0524452,1.0910714,0.34843504,0.8685108,0.98685247,0.71246505,0.42899215,0.9828082,0.6922426,1.0667707,0.87536764,0.8994968,1.1309507,1.0696596,0.46721578,1.0680578,0.9657025,0.6237333,0.8941011,0.7620935,0.6880369,1.0766261,0.94174415,1.1836063,1.1540874,1.1056318,1.193646,1.2647501,0.98147696,0.9153244,0.9882698,1.0994278,1.1290922,1.1724902,0.30222797,1.039664,0.59115183,1.0290647,0.4660883,0.0,0.7930498,1.232582,1.1261872,1.0553533,1.030746,1.209114,0.8923592,0.89356667,0.994106,1.1264138,0.9684694,1.0557926,1.1100165,0.99112415,1.0235764,1.0073384,1.3598721,1.1611316,1.2520951,1.1283723,1.0257353,1.306931,0.9676395,1.0707847,1.0364034,1.1062745,1.2070465,1.3455698,1.3112353,0.7203513,1.0332677,0.98219895,0.99292016,1.1504768,1.0013795,0.8255889,1.2783265,0.90319,1.1787778,1.3343956,1.0159155,0.28328383,0.5421637,1.1267712,1.0501986,1.2242044,1.2602824,1.1407337,1.1637293,1.2697182,0.63636476,1.1718985,1.1049516
orange,1.0013574,0.9396302,0.7265532,1.099642,0.70115864,0.8125749,0.6926615,1.2481675,1.1067307,1.2691145,0.88228244,1.2675862,0.92340577,1.0216457,1.1918662,1.0869052,1.2234434,1.0298167,0.9183419,1.2636724,0.81910837,1.2316445,1.1304239,0.99443746,1.283164,1.1642342,0.35955542,1.0723191,1.4072464,1.0635883,1.3206558,1.1825998,1.0618321,0.5750467,1.2426586,1.0529894,0.8026278,1.3493097,0.9594718,0.9082198,1.0777175,1.1298201,1.3398974,1.2811664,1.0881804,0.8571303,0.47385448,1.028207,1.0368316,0.6970805,0.94980025,0.753824,1.1370636,1.0854855,1.0549861,0.8778203,1.0039594,0.85800874,1.0157465,0.7148844,1.0454332,0.8757646,0.8984279,0.89600784,1.0701159,1.0625236,1.1568371,1.0749004,0.99854034,1.0834017,1.3510964,1.1861053,0.8825709,0.6799521,1.2505996,0.8862313,1.0707206,0.83605283,0.7505565,0.7632895,1.090649,0.82705903,0.7930498,0.0,1.1953497,1.1079192,1.0715829,1.0118389,1.1853423,0.97059786,0.9108893,1.0725749,0.7683718,1.0450455,1.127557,1.2408454,0.81245387,1.0283247,0.838117,1.1161269,1.134686,1.3427433,0.9770947,1.1180162,1.0521958,1.0958652,0.97330236,0.9876425,0.94615704,1.1950022,1.1304667,1.1394916,0.80528796,0.9119448,0.9596276,0.780512,0.9486347,1.1107352,0.7235048,1.2065681,1.0771191,1.1592591,1.237582,0.91795874,0.67372704,0.8629449,0.8791993,1.1420939,0.9276761,1.0146902,1.0682629,1.028619,1.3839304,0.80532795,1.3266287,1.0562797
oven,0.871673,1.1802155,1.3770216,0.6057556,1.4332893,1.4433732,1.3197687,0.84650695,0.40758646,0.4992038,1.1100165,0.32759738,0.8194883,1.310616,0.68960017,0.91942304,0.99003357,1.3912868,1.0867636,0.69453526,1.3738348,1.1371342,0.9542797,1.319479,0.90157145,0.8229967,1.0449017,0.8946482,0.5114365,1.3115476,0.45867026,0.5127986,0.8419328,1.1644273,0.47441298,1.0625769,1.4540466,0.5190136,1.3344703,1.3699474,1.0051713,1.1251453,0.6864024,0.4949193,0.74066573,1.2242537,1.2488189,1.0343957,0.8845055,1.1777365,0.8772782,1.2947739,1.3482289,1.149153,1.1826274,1.2555001,0.77052844,1.3947117,1.1004777,1.1791644,0.91909903,1.2540271,0.8581837,1.4266518,1.1276145,1.0004189,0.73633075,1.0921805,0.68062365,0.6118741,0.5838469,1.3033254,1.1899414,0.9545971,0.8760756,0.81171566,0.768315,1.134087,1.0583198,1.3977461,1.2343948,1.2926478,1.232582,1.1953497,0.0,1.0276679,0.7023848,0.6713152,0.7772734,1.3438554,1.3502008,1.322299,1.0513839,1.1030513,1.1893777,1.1340286,1.2381021,1.278995,1.0592049,0.71976995,1.0290308,0.3278417,1.1688786,0.7443241,0.8544527,0.78261006,0.9592682,0.7043703,1.0665361,0.5612325,0.48391116,0.5402137,1.4013278,1.2344363,1.009101,1.1772019,1.2153045,1.1980153,1.3295094,0.838434,0.7948287,0.68262935,0.4529944,1.1943636,1.3416274,1.2280135,0.66668445,1.2337532,1.2051531,0.7292136,0.9918245,0.92867494,0.9305228,1.4312441,0.73576,0.9707812
