,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
stroller,0.900065,1.2047977,1.1062899,0.943565,1.0864446,1.0911524,1.166132,0.5687013,0.88295156,0.7571532,1.2957687,0.9470921,0.8081512,1.13528,0.8959606,0.8081959,0.5442808,1.0423303,0.9928101,0.50937206,1.1913387,0.9026416,0.7637331,1.0683135,0.90963733,0.8137953,1.1513304,1.2596738,0.59857464,1.0944526,0.7648287,0.7935437,1.14955,1.0139165,0.8003914,0.9404725,1.2058405,0.4396091,1.0528694,1.1445519,0.99135983,0.8222351,0.8764164,0.9798334,1.0393426,1.2402394,1.0012962,1.2261378,1.0382328,1.2694753,1.1109581,1.3068609,1.0203907,1.1553428,1.1979146,0.8862927,0.76263857,1.33428,1.0391253,0.7476506,1.0745739,1.0119338,1.0517426,1.2703676,1.0335196,1.024835,1.0266129,0.68563646,1.1497588,1.1319554,0.73067874,1.0603304,1.1922977,1.033751,0.8699871,0.98876953,0.93141085,1.2324469,0.9647987,1.238896,1.1375124,1.3344548,1.2783265,1.2065681,0.838434,0.9843141,1.0618714,1.136647,0.74792254,1.2378404,1.2347894,1.1233003,0.95177776,1.0613991,1.1969626,0.93575144,1.1516035,1.0798991,0.99750376,0.8609428,0.9018351,0.87132066,0.96502954,1.022903,0.84245235,1.1283398,0.95563555,1.145793,0.8528415,0.8650163,0.88966745,0.5654271,1.2531655,1.092869,1.0826784,1.1371123,1.0451927,1.1459881,1.1558118,0.0,1.1539731,0.86911637,0.5840298,0.9445169,1.3294364,1.2960318,0.8987726,1.1488771,0.41577268,0.49474907,1.2076855,0.9543669,0.6741066,1.2661636,0.96351296,0.8889483
sweater,0.95958674,0.9584416,1.2642941,0.60525334,1.3528363,1.3285029,1.2724956,1.2898605,0.7903786,0.63663065,0.9631808,0.6750461,0.6561476,1.3363043,0.6746175,1.1846048,1.18364,1.3165392,1.3716288,1.1383156,1.2305706,1.1948898,1.3530884,1.254478,1.2228298,1.1318763,1.0427938,0.6397432,0.9672799,1.3608328,0.9078312,0.88569677,0.9524079,1.2529163,0.7405487,0.996036,1.3618934,0.921294,1.3776416,1.2113222,1.0418104,1.0770895,1.056769,1.0662984,0.22611272,0.8564072,1.1590556,0.8600022,0.60998285,0.8635672,0.92354155,1.0964843,1.2785275,0.9911393,1.2909328,1.3035223,0.8083232,1.1107641,1.1088625,1.3212208,0.5795115,1.1533742,0.7152457,1.1186683,1.173619,0.9789266,0.350155,1.2920511,0.37009788,0.85870296,0.96028894,1.3455625,1.2631657,0.8639087,1.1081291,0.77803814,0.9032105,0.9023442,1.1123302,1.1248477,1.2333658,0.768389,0.90319,1.0771191,0.7948287,1.0314553,0.3638481,0.29870868,0.9572899,1.3566569,1.2978919,1.1119983,1.1172618,1.0995991,1.1669192,1.1995974,1.347929,1.2393079,1.0838946,0.7558505,1.3210251,0.7863465,1.2121593,0.43691522,1.0621501,0.079606056,0.92771965,0.375835,1.2845614,0.7069193,0.9762872,0.81594515,1.2847303,1.2807716,0.9050812,1.3103825,1.3729582,1.1073283,1.1251127,1.1539731,0.0,0.8134919,0.7810328,1.3749574,0.918871,0.9730414,0.9158296,1.2473527,1.4211116,1.0299559,0.96117646,1.0425848,1.1298387,1.1904287,0.9143445,0.9603623
swing,0.7740594,1.25893,1.297963,0.65430164,1.3028232,1.2048686,1.2862437,1.090379,0.7222421,0.4775964,1.1913083,0.6384062,0.7802365,1.1907963,0.60016984,1.142052,0.9713067,1.3109245,1.1726232,0.90416384,1.335145,0.876803,1.0896441,1.1961168,1.1131678,1.1290343,1.0893362,0.8623837,0.68614495,1.2374861,0.6994016,0.7831509,0.9810831,1.1603647,0.528739,0.9127371,1.3509305,0.6343404,1.3119199,1.3185848,0.9394403,1.0244348,0.8753555,0.95500845,0.81467503,1.2198985,1.2304968,0.8469676,0.9122999,1.2325408,0.9768874,1.2836071,1.1897036,1.1338482,1.2497803,1.1851875,0.8061255,1.3473376,1.0799575,1.2556986,0.93939626,1.1442126,0.9228075,1.3517566,1.0966616,0.81905437,0.8012004,1.1335588,0.69080967,0.8263028,0.6957096,1.2111968,1.1425818,0.98032796,0.94494754,0.8369871,0.9553962,1.1243674,1.0234474,1.3107829,1.2564237,1.2283686,1.1787778,1.1592591,0.68262935,0.95791185,0.7129831,0.78639734,0.8716042,1.2483085,1.281429,1.259498,1.0026034,1.1387556,1.22621,0.7869309,1.3865783,1.1822236,0.9441002,0.8497386,1.2714232,0.65819216,1.1191504,0.73782754,0.76807,0.7503963,0.9974534,0.77769864,1.1241865,0.5648911,0.88009244,0.5526191,1.386404,1.1894641,1.0224245,1.1866698,1.1302181,1.0830191,1.2700548,0.86911637,0.8134919,0.0,0.5940944,1.23756,1.3254849,1.2286152,0.79696757,1.2151921,1.1260114,0.81008756,0.7358406,1.0874088,0.7677233,1.3937733,0.7547121,0.9212811
table,0.63192135,1.4145762,1.3118043,0.52494866,1.3834366,1.4058561,1.4274988,0.7312397,0.41103625,0.25411522,1.3407755,0.43306708,0.6165346,1.3532444,0.49792075,0.98366606,0.5736826,1.3921967,1.0261847,0.47605497,1.3612094,1.2034496,0.92577964,1.3565642,1.2251292,1.015445,1.163517,0.95827407,0.56739885,1.4477314,0.42670476,0.41030455,1.0365143,1.0855505,0.41730344,0.9241656,1.535624,0.3568545,1.2826188,1.5416821,0.85520124,0.8772342,0.8859689,0.82673264,0.76194155,1.391983,1.1494153,1.010857,0.8186426,1.3383906,0.99029297,1.4171549,1.3225496,1.3058348,1.4642513,1.0865028,0.61195874,1.480834,0.9724572,1.0000137,0.9043764,1.2165669,0.8553926,1.5383658,1.1181831,0.9933173,0.7703615,0.981502,0.7393109,0.8065723,0.6402277,1.3985069,1.2598708,0.84198475,0.8860461,0.69643116,0.81786704,1.1859151,1.0307249,1.4163463,1.4712366,1.4816551,1.3343956,1.237582,0.4529944,0.8779986,0.66560495,0.76999664,0.46011692,1.4841343,1.4314673,1.4886256,0.9807335,1.184135,1.42915,1.0816467,1.2652111,1.3296206,1.0167238,0.6372476,1.1755975,0.57837397,1.092643,0.75889325,0.69398934,0.7501944,0.8218031,0.7802645,0.94730985,0.5233854,0.57735085,0.21394873,1.5278099,1.2491479,1.0091054,1.1939697,1.2591636,1.3255558,1.403131,0.5840298,0.7810328,0.5940944,0.0,1.116496,1.4986349,1.3227024,0.61841744,1.4545512,0.8107796,0.36345553,0.9582305,1.0735028,0.890514,1.5701784,0.80771923,0.8443345
tape,1.2705574,0.9362145,0.8090185,1.3022933,0.5452952,0.57442904,0.87129414,0.71833277,1.0828481,1.333296,1.1887751,1.3665004,1.2818471,0.881738,1.3584881,0.9428855,0.95696586,0.6825284,0.31680256,0.93930566,0.89037704,0.87154984,0.50395215,0.7621285,0.85206145,1.0822798,1.1533675,1.3143506,1.1586533,0.6553879,1.1293104,1.0723497,1.0943136,0.6302532,1.3358773,1.0447595,0.7790074,1.2162476,0.4195792,0.9261692,1.1157854,0.97691435,1.1226106,1.1432147,1.3420049,1.0873537,0.72607505,1.0891075,1.1918749,1.0420508,1.3085558,1.033599,0.78326094,0.916706,0.90035623,0.8652296,1.1418906,0.9221141,0.9089086,0.74523556,1.243896,0.8587954,1.2133932,0.7512424,1.0369251,0.9899299,1.34625,0.5728617,1.3843638,1.2284874,1.228518,0.6871012,0.81215644,1.0771427,0.854614,1.1733305,1.1677018,1.0487906,1.0031778,0.8658975,0.997231,1.0737427,1.0159155,0.91795874,1.1943636,1.0209752,1.3782771,1.386187,1.1642559,0.8097171,0.8260834,0.8943946,0.9929667,1.0101013,1.0525156,0.97817683,0.61355853,0.95351994,0.9109496,1.1415,0.60433555,1.2796018,0.9769741,1.3285939,1.0258467,1.3675289,0.9610783,1.3555007,0.7995514,1.3271133,1.0348326,1.1656315,0.6602491,0.5734953,0.98316485,0.920793,0.6341907,0.97128713,1.0163716,0.9445169,1.3749574,1.23756,1.116496,0.0,1.0073578,1.0112989,1.1981038,0.985592,0.52083325,0.8931137,1.1236079,1.0752608,1.0772885,0.78727067,1.2002003,1.1704226
toe,1.3634171,0.40866762,0.7756406,1.0405176,0.76404536,0.871844,0.8182644,1.4547837,1.4638222,1.4638311,0.49831295,1.4068311,1.1221961,1.0063492,1.4118642,1.242542,1.3436719,0.78868854,1.0510433,1.4318216,0.585419,1.1468037,1.2635494,0.9651797,1.1046242,1.1907893,0.79552436,1.11779,1.4723754,0.88490397,1.4198825,1.3049587,1.1047716,1.0327593,1.3202193,1.1348093,0.6321184,1.5393525,0.8381442,0.6583878,1.2544775,1.1753857,1.2359487,1.1508468,1.0972391,0.33569312,0.7574655,1.124793,0.8780174,0.15085793,1.0129557,0.52384394,0.993638,0.708985,0.8700707,1.146112,1.2370999,0.44551826,0.9871845,0.96473104,0.7955606,0.9158412,0.66950077,0.5246691,1.0916594,1.0982141,1.1526725,1.1768987,1.0246139,1.1828793,1.3711851,0.99035156,0.76137644,1.010564,1.2043185,1.1168708,1.1892713,0.51451963,1.0378072,0.42064464,0.91345763,0.38721716,0.28328383,0.67372704,1.3416274,1.2680306,1.0698932,0.9261507,1.3235238,0.78716195,0.73508185,0.8079705,1.140095,0.9283517,0.8382322,1.2188472,0.8649741,0.9644746,1.0916717,1.314358,1.0664215,1.4107026,1.1338546,1.098948,1.4065471,0.99843204,1.0527596,0.9389714,1.0735137,1.2884905,1.4488039,1.4893173,0.4707601,1.0360229,0.82066786,0.93251985,1.0408072,0.9757568,0.67713296,1.3294364,0.918871,1.3254849,1.4986349,1.0073578,0.0,0.46279395,1.2193153,0.94355434,1.2319325,1.4216051,1.2627959,0.98407817,1.3023146,0.4376024,1.3258475,1.1573393
tooth,1.308457,0.7609951,0.80972046,1.2098969,0.86330235,0.9186535,0.8153425,1.251263,1.2874494,1.3118496,0.5649202,1.2367187,1.1708695,0.9836328,1.3065178,1.2182355,1.2316083,0.78832096,1.0174528,1.3023194,0.71212304,1.0670741,1.2103245,0.8613712,1.0856819,1.1489172,0.88020796,1.019959,1.3493215,0.8503462,1.2804637,1.2107866,0.96124256,0.9767728,1.2468143,0.97185224,0.57553,1.3854411,0.77889264,0.77461475,1.2127908,1.22999,1.1530128,1.0800774,1.1141057,0.66617584,1.0005426,1.0199782,0.9548038,0.54245746,0.9594028,0.55014867,0.9330212,0.9236739,0.7790845,1.1303765,1.2524467,0.4687943,1.2546948,0.88015234,0.9061686,0.96534127,0.9698502,0.7229482,1.0170162,1.0771642,1.1813974,1.2184013,1.1014498,1.0463468,1.2127407,0.8766327,0.9446614,1.162166,1.1725528,1.2980307,1.1115543,0.31284207,1.1662499,0.54734606,0.94943833,0.5440457,0.5421637,0.8629449,1.2280135,1.1651274,1.112299,1.0321292,1.1984048,0.7185591,0.6085477,0.98145336,1.0460953,0.99141824,0.86661375,1.1090522,0.807562,0.938202,1.0964901,1.2842844,1.0942225,1.2717354,1.0586563,1.0837313,1.2798886,1.0281024,1.0336884,1.0960041,1.0533031,1.2158953,1.2573202,1.341404,0.6541116,0.99499583,1.0318716,0.90628135,1.0748491,0.8817147,0.71654683,1.2960318,0.9730414,1.2286152,1.3227024,1.0112989,0.46279395,0.0,1.1263673,0.95700747,1.2246021,1.3206997,1.1427431,1.0177706,1.1804496,0.57964957,1.1768839,1.1400439
toothbrush,0.7196324,1.1765063,1.2935994,0.54953164,1.385628,1.3295354,1.2120174,0.9855319,0.6851854,0.7704159,1.1456642,0.62074757,0.53770876,1.2292202,0.7150551,0.76512194,0.808715,1.4488299,1.1830056,0.7958637,1.3707309,1.3830364,1.0868922,1.3217773,1.3110235,1.0119458,0.67678773,0.9576696,0.93217385,1.4015591,0.90290827,0.80830675,0.6533004,1.0284103,0.87991565,0.7268659,1.2284738,0.7651945,1.4159248,1.430847,1.0478917,1.0977218,1.1407189,0.93284965,0.87589777,1.1305251,1.0333414,0.976085,0.94775945,0.94771975,0.75660557,1.2127755,1.4467833,1.1757798,1.045802,1.0594385,0.628216,1.3227417,0.9820531,0.61102337,0.969624,1.2116716,0.54013634,1.4632671,1.1584045,0.6540442,0.8933722,1.1141467,0.69980717,0.422745,0.9281155,1.4561434,1.043889,0.7000993,1.0468712,0.4974019,0.98874754,0.96127236,1.0105978,1.37182,1.3532403,1.1194582,1.1267712,0.8791993,0.66668445,1.1352051,0.6704705,0.7925413,0.72556263,1.1269403,1.1983985,1.4553405,0.7941781,1.2781957,1.4576405,1.216071,1.2432258,1.3313159,1.042799,0.64120287,1.2637182,0.8673723,1.1553091,0.8394003,0.48229444,0.89298904,0.6568676,0.7468854,0.7430214,0.8499323,0.7212307,0.4682629,1.2806454,1.2026998,0.778436,1.1693944,1.016134,1.2156409,1.2834423,0.8987726,0.9158296,0.79696757,0.61841744,1.1981038,1.2193153,1.1263673,0.0,1.3523012,0.9928783,0.55549586,0.9016576,1.0893648,1.1340723,1.3705673,1.0334474,0.83194524
towel,1.3182819,0.8843986,0.87588036,1.3840629,0.8907182,0.7392014,0.822021,0.95629275,1.2133874,1.3592266,0.7784169,1.161152,1.3501835,0.80274004,1.1352605,0.95682347,1.1818931,0.6241125,0.97617215,1.1264802,0.7670486,0.8220712,0.8035711,0.9270158,0.44505954,0.9845744,1.2043571,1.0330253,0.93038344,0.4953596,1.1367102,1.2380307,0.9408694,0.9978702,1.213106,1.0625491,0.61992705,1.2183598,0.68159616,0.7318984,1.1704831,1.1376517,0.7706788,0.8917348,1.2044117,0.94340295,1.1870152,1.0434963,1.3582401,1.0953861,1.130709,0.81423485,0.7499718,0.82750046,0.58344424,1.1669633,1.3997753,0.78936243,0.91684467,1.1587087,1.3213768,0.9857446,1.3628244,0.76495636,1.0926803,1.0159382,0.86925244,0.9897705,1.1466304,1.1447866,1.0782024,0.551687,0.7449153,1.2142212,0.7105627,1.2863989,1.0348839,1.123883,1.1178757,0.8019697,0.05351603,0.79712397,1.0501986,1.1420939,1.2337532,1.133117,1.1934485,1.1911268,1.1663873,0.601735,0.63463706,0.486463,1.0510167,1.0222335,0.41097522,0.8922323,0.7770147,0.92304265,0.8882907,1.2036868,0.8073268,1.0126481,1.1722335,1.1655945,1.2354228,1.2238791,1.1445283,1.1916423,0.99801314,1.2144494,1.0417656,1.4118183,0.7557958,0.80458426,0.94033253,0.90643525,0.7460779,0.6483134,0.81085825,1.1488771,1.2473527,1.2151921,1.4545512,0.985592,0.94355434,0.95700747,1.3523012,0.0,1.1289164,1.3771775,1.0958551,0.94419837,0.7519696,0.72382194,1.0297953,1.2309366
toy,0.89387894,1.159335,0.7999577,1.1924801,0.66251034,0.6186105,0.8843572,0.5019028,1.0984054,1.1008307,1.3855274,1.3752574,0.96657014,0.94963026,1.1555004,0.7949033,0.5048551,0.7581986,0.6624896,0.6151433,0.97615695,0.89473057,0.62303567,0.8663423,1.0253866,0.91256857,1.1001469,1.4566439,1.0241889,0.8989976,1.0844893,1.0278071,1.3280687,0.7138159,1.1599371,0.90817577,0.8780345,0.8456785,0.757024,1.0410178,0.89463145,0.6498591,1.1717066,1.2593946,1.277765,1.2856958,0.75909364,1.2490132,1.157157,1.2413268,1.2554795,1.2295783,0.8141004,1.096062,1.1448562,0.50561404,0.97807986,1.165231,0.832422,0.46131462,1.2238158,0.7462042,1.2028608,0.9292383,0.9688093,1.0587687,1.3194337,0.6460764,1.4050405,1.337887,1.1174103,0.9345826,0.97922504,1.0202193,1.0033973,1.0196725,1.017087,1.1908644,0.885246,0.99591756,1.1311175,1.3013582,1.2242044,0.9276761,1.2051531,0.8516988,1.3319468,1.4105024,0.8999747,0.9717579,0.979897,1.048288,0.9181179,0.98069966,1.2226585,0.94189084,0.9076656,0.9634685,0.9374428,0.9880107,0.76253057,1.2764893,0.76289743,1.3107638,0.80053186,1.3872607,0.9048462,1.3881913,0.72004926,1.2424734,1.0795286,0.8012622,0.90082663,0.8315216,1.0673333,0.9836539,0.75465775,1.1344666,1.0856239,0.41577268,1.4211116,1.1260114,0.8107796,0.52083325,1.2319325,1.2246021,0.9928783,1.1289164,0.0,0.53575546,1.2731804,1.0045975,0.81768876,1.0256811,1.2260466,0.9380968
tray,0.68588614,1.3512093,1.1707864,0.7641168,1.1681387,1.2063199,1.2604344,0.59467804,0.52367365,0.58808047,1.2916108,0.7763132,0.5546094,1.3116496,0.66942984,0.87349695,0.5129274,1.2958865,0.77972305,0.4727397,1.317711,1.276059,0.7006115,1.2801778,1.2003503,1.0645789,1.0053897,1.1133169,0.8419813,1.2879231,0.7057933,0.71534145,1.0533661,0.9139638,0.7933372,0.8950806,1.3551697,0.49761796,1.1388028,1.4138192,0.96210134,0.85627586,1.0808649,1.0461178,0.9545706,1.298053,0.8603678,1.0533398,0.96093696,1.2668351,1.0835932,1.3634208,1.2662778,1.2380157,1.2940866,0.924066,0.51711154,1.4489112,1.0108598,0.72119164,1.0559896,1.1542215,0.8535731,1.4497664,1.1117889,0.9562928,0.9307424,0.7078622,0.9312278,0.8712981,0.91015893,1.3158543,1.1298261,0.79197836,0.9546105,0.7192972,0.93706,1.1577989,0.9980121,1.3552256,1.3851793,1.3910605,1.2602824,1.0146902,0.7292136,0.9263496,0.8545931,0.9461212,0.58424175,1.3271178,1.3408259,1.3915598,0.79164684,1.2224162,1.4692597,1.1443142,1.0847561,1.270257,0.96206474,0.6473601,1.1151289,0.8819709,1.0325997,0.9392568,0.74127233,0.9739354,0.75544226,0.9488302,0.850989,0.804868,0.6525954,0.403908,1.3300627,1.0455973,0.9810487,1.0663538,1.0631737,1.3783566,1.2398773,0.49474907,1.0299559,0.81008756,0.36345553,0.8931137,1.4216051,1.3206997,0.55549586,1.3771775,0.53575546,0.0,1.0243609,1.0670801,1.0357968,1.4622092,0.97890544,0.7999731
tree,0.6939331,1.2621572,1.0960752,0.97161484,1.1324316,1.1245849,1.0305822,1.091522,0.832531,0.86517614,1.014957,0.8469665,0.9193015,0.92948294,0.76876473,1.0417271,1.0565184,1.1781665,1.0282389,1.1011018,1.172388,1.0227113,1.057776,0.99893546,1.0708257,1.0873252,0.9143265,0.5636829,1.0791857,1.0654826,1.0642521,1.091685,0.6816306,1.1002241,0.9878862,0.8629078,1.0959169,1.0165561,1.098471,1.1325055,0.833312,1.0476075,1.1044503,1.0956391,0.9442613,1.1781716,1.1004883,0.3990271,1.1158596,1.2399133,0.87814397,1.0235257,1.0577403,1.1715665,0.914845,0.9617846,0.8982784,1.070445,1.1121529,1.1904914,1.1202648,1.1118611,1.0379591,1.2076126,0.91972536,0.91774035,0.92325646,1.101781,0.8856509,0.7592766,1.038723,0.99303985,1.0867717,0.9035397,0.96333843,0.94744074,1.0698402,1.1395935,1.0143737,1.1705577,1.119811,1.0871245,1.1407337,1.0682629,0.9918245,0.86730635,0.9674534,0.95512295,0.97015446,1.010125,1.0479847,1.135434,0.9740568,1.1035202,1.0780661,0.77237165,1.0033716,0.94271934,0.9750078,0.8864183,1.114517,0.89457583,0.9502058,0.92520326,0.8831608,0.979629,0.9742433,0.97353613,1.1350409,0.9153808,0.9345491,0.94093907,1.2120608,0.94926465,1.1072137,0.953112,0.9669075,0.87336,1.1226057,1.2076855,0.96117646,0.7358406,0.9582305,1.1236079,1.2627959,1.1427431,0.9016576,1.0958551,1.2731804,1.0243609,0.0,1.048324,1.1171817,1.1525329,0.81741524,0.8718856
truck,0.8423348,0.89036477,1.2141323,1.108527,1.1723218,1.1549227,0.95982677,0.94594395,1.0069335,0.9855889,0.7712631,0.9328269,0.9231308,1.0447698,1.0188526,0.92632514,0.9857754,1.1351379,1.0541015,0.8517314,1.1799322,1.0172735,1.0149448,0.9724497,0.9350011,0.68222225,0.88376456,1.2431881,0.8508027,1.1331862,0.99649334,0.9455891,1.1676005,1.0035542,0.87176114,1.0226359,1.0599343,0.9938071,1.1496495,0.81711864,0.931842,0.872297,1.0280857,0.8747714,0.9369056,1.127443,0.9864544,1.251738,1.0432068,0.9701521,0.97447973,0.9376084,1.1286585,1.1162506,1.1079206,0.82531106,1.1483628,0.965271,1.1238066,0.9461679,1.0705081,0.9899511,1.0433471,0.96111435,0.8067403,1.1841472,0.844453,0.98846674,0.85674703,0.99322706,0.9442296,1.2285068,1.1612153,1.0156418,1.1498427,1.0224179,0.777789,1.1058062,1.0019498,1.1309513,0.8630996,0.95222247,1.1637293,1.028619,0.92867494,1.0916959,0.968493,0.8634672,0.97506344,1.127742,1.0033203,1.0017632,0.95194757,0.85620165,0.91083217,1.0765525,0.9931151,0.82627803,1.1105676,0.687879,0.83410466,1.0859109,0.86038965,1.0216289,1.0372621,1.0366964,0.95385736,0.88761485,1.038742,0.96889955,0.9932618,1.1059432,0.89558685,1.1875145,0.9594265,1.0526615,1.0120181,0.9855816,0.96922386,0.9543669,1.0425848,1.0874088,1.0735028,1.0752608,0.98407817,1.0177706,1.0893648,0.94419837,1.0045975,1.0670801,1.048324,0.0,1.0294265,0.9807346,1.1316403,0.8704014
vacuum,1.2408289,1.0462326,1.1231303,1.1977171,1.1440423,0.9164904,1.0835464,0.71370316,1.0552546,0.93234485,1.1181958,0.9000793,1.349117,1.0013285,1.1084824,0.88806593,0.9754164,0.8091297,1.0611964,0.80755836,1.0995457,0.3887139,0.773851,0.9769448,0.44855666,0.6834451,1.2980491,1.0877525,0.46177292,0.8281456,0.7679639,0.73213536,1.1157272,1.1545104,0.8501144,0.86454475,0.9541232,0.62103117,0.93917257,1.0052179,1.1714289,1.0041214,0.5399314,0.74771875,1.1197708,1.1602707,1.3547527,1.100348,1.2106414,1.3107312,1.1303376,1.1830564,0.72046924,1.0290878,0.8992695,1.1537821,1.0198795,1.1194888,1.0816343,1.1626096,1.1624632,1.0147852,1.31406,0.9902864,1.1088384,0.91257864,0.97499454,0.8169924,1.2524757,1.0583307,0.55648834,0.6740069,1.0907754,1.3588755,0.65317225,1.2534847,0.8817094,1.2670512,1.153779,1.1246454,0.7890362,1.1366148,1.2697182,1.3839304,0.9305228,1.030706,1.2338588,1.2063522,1.1237642,0.9300051,0.9714893,0.78060895,1.0893816,1.0733366,0.79839,0.6261463,1.1372213,1.0464096,1.0859342,1.069848,0.8411746,0.63521576,1.1193508,0.9845314,0.82311726,1.1698359,1.197851,1.2712054,0.8699534,0.88800156,0.94552815,0.8610239,1.1343217,1.0741588,1.2044315,1.1346058,0.8403195,0.718298,0.9576567,0.6741066,1.1298387,0.7677233,0.890514,1.0772885,1.3023146,1.1804496,1.1340723,0.7519696,0.81768876,1.0357968,1.1171817,1.0294265,0.0,1.0645483,0.7018905,1.1038047
watch,1.4404705,0.6349092,0.4993534,1.4229848,0.54495496,0.50824624,0.52966785,1.1606236,1.5161159,1.5383794,0.6543191,1.4729335,1.4148102,0.750803,1.4771693,1.191555,1.2429919,0.2762171,0.80500126,1.4005781,0.33575642,0.8304646,1.0038702,0.66124606,0.80650836,0.8927993,0.9555231,1.0713563,1.4132245,0.49291456,1.4303597,1.3107929,1.111572,1.0839945,1.4282479,1.1475476,0.25282562,1.5428331,0.4406234,0.6512345,1.2288867,1.2428515,1.2148148,1.1972476,1.2374406,0.8278859,0.9785609,1.0113113,1.152277,0.72993106,1.0435184,0.41121602,0.5912022,0.92054087,0.6809969,1.0318639,1.3805944,0.24933356,1.1335067,0.9570439,1.0723622,0.6651801,1.217145,0.25998843,1.1004974,1.190205,1.3069043,1.0772991,1.3000613,1.2005472,1.3047962,0.6206943,0.8266587,1.2761967,1.1442047,1.4294575,1.0485674,0.8812968,1.1004046,0.19604039,0.77868223,0.67746603,0.63636476,0.80532795,1.4312441,1.1468866,1.359334,1.2519612,1.4030254,0.37937844,0.4086209,0.6459559,1.1651688,1.0309596,0.5626502,1.0831808,0.5421963,0.9143029,1.1136417,1.3688093,0.7883109,1.4037364,1.1076353,1.2779229,1.3590173,1.2790153,1.1412238,1.2804444,1.1941155,1.384923,1.4292307,1.5535486,0.32794988,0.86244166,1.16797,0.9330369,0.82976675,0.6932796,0.69991034,1.2661636,1.1904287,1.3937733,1.5701784,0.78727067,0.4376024,0.57964957,1.3705673,0.72382194,1.0256811,1.4622092,1.1525329,0.9807346,1.0645483,0.0,1.2151909,1.2337909
window,1.0426468,1.196294,1.1173506,0.92553705,1.185617,1.1734157,1.2089031,0.9626529,0.80008125,0.6022649,1.1467927,0.62026054,1.0580301,1.085948,0.82304513,0.8799532,1.0018572,1.0597855,1.1539721,0.9780901,1.1039045,0.6930765,0.98335475,1.056629,0.792982,0.67342025,1.2338269,0.7552769,0.5965463,0.98963195,0.5435566,0.8388791,0.85832363,1.2564142,0.7355852,0.9909597,1.2058811,0.5751806,1.0997932,1.2718081,1.0952897,1.0859718,0.45796722,0.7339401,0.953461,1.1310129,1.2746363,0.84382343,0.94394064,1.2928138,0.94540113,1.0743616,0.88438845,1.0974939,1.0139856,1.2618706,0.819052,1.1825008,1.2574254,1.3184917,0.95178753,1.1258774,1.1007041,1.2381623,1.1001543,1.0787717,0.9458762,0.98989546,1.0635828,0.8872619,0.47358996,0.75395507,1.1584679,1.1595356,0.8602385,1.1945593,0.7932061,1.1332253,1.1155465,1.1707329,1.0659415,1.253061,1.1718985,1.3266287,0.73576,0.8938578,0.95885855,1.009884,0.8929658,1.1431197,1.1745993,1.1446654,1.1089299,1.1502861,0.92106175,0.66389966,1.1106201,1.1710558,1.0272211,1.0578191,1.0144243,0.46197188,1.1204567,0.9454466,1.043407,0.89374715,1.221961,1.0821781,1.1325557,0.6235476,0.80364513,0.7855165,1.3234496,1.0101849,1.2924303,1.0409719,1.2046548,0.9540926,1.0999063,0.96351296,0.9143445,0.7547121,0.80771923,1.2002003,1.3258475,1.1768839,1.0334474,1.0297953,1.2260466,0.97890544,0.81741524,1.1316403,0.7018905,1.2151909,0.0,1.0798619
