,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,0.99003667,1.2052689,1.2712787,0.8855749,1.2770662,1.129934,1.0268027,0.7894181,0.63356954,0.79341704,1.1906778,0.83584845,0.7855736,0.94816524,0.8005096,0.9660344,0.87875503,0.9907401,0.9965031,0.82379806,1.3150873,1.1697888,0.8709114,0.95983744,0.84954655,1.1053895,1.0261943,1.0976322,0.8453583,1.1618509,0.95485914,1.0503987,0.7645387,0.98742807,1.130872,0.8267958,1.1512324,1.3205663,0.81459254,0.945764,1.0572134,0.9446705,0.94799024,0.9901598,1.1152819,1.0085994,1.2460425,1.1637896,1.0619992,0.8596902,1.1240367,0.87961257,1.249264,1.020743,1.253398,1.1699775,0.9453422,1.0439068,1.0203056,0.71671337,1.3055644,0.9815,0.8652151,0.95269406,0.9365606,0.98186505,1.2281541,1.0531894,1.1040832,0.9517931,0.0,0.8678085,1.1269035,0.97943753,1.1038029,1.0767881,1.055676,0.83132845,0.8687848,0.9916474,1.2353106,1.272672,1.1394393,1.2786721,1.0474994,1.2170781,0.893288,0.9853899,0.8242657,0.88724506,0.76227266,0.93974483,1.2336571,1.2482529,1.0091305,1.1507872,1.1770644,1.225134,1.0179619,1.0392306,1.0402439,1.0293342,0.9690123,1.1907847,1.2331386,0.8189205,0.965154,0.9632153,1.049104,0.91529346,0.92020845,0.8120892,1.0536081,0.9146378,0.99546206,0.76632905,0.81049037,1.2945957,0.9953718,1.0113201,0.8872267,1.1476898,0.91621095,0.7540941,1.1806333,0.82050073,0.9212574,0.64073527,1.0627395,1.3084847,1.1973113,0.7929249,1.1180376,0.8804108,0.85791755,1.0621907,0.8971498,1.0907483,1.3036766,0.9488035
jeans,0.97735876,1.0727006,1.4465222,0.3394758,1.453969,1.2343274,1.053757,0.91616166,0.4922291,0.39483356,1.081802,0.42762232,0.31412822,0.91455317,0.26691186,1.1882612,0.8847597,1.466553,1.4758879,0.97037464,1.3779322,1.3316798,1.3354589,1.1401821,1.2298856,1.3796235,0.85817957,0.79824144,0.6522653,1.520803,1.1178629,0.7769245,0.8631289,0.99600667,1.2315078,0.5284529,1.1450185,1.5021925,0.79479825,1.4160324,1.2872062,1.033663,1.0733068,1.023693,1.0494454,0.5557219,1.4290662,1.020896,1.1295699,0.5806207,1.0667195,0.8604734,1.1004198,1.1746584,1.2577174,1.4442766,0.92678326,1.3885502,1.1539342,0.7478571,1.2755771,0.7706393,0.96287405,0.9071102,0.8077653,0.6961355,1.2737234,1.2134726,1.0797076,0.52647614,0.8678085,0.0,1.0662249,1.0818384,1.5840492,0.87827826,0.90375423,0.43445075,0.8597355,1.0133947,1.1973381,1.4413371,1.157645,1.2011077,1.052869,1.3755493,0.98801965,0.89417577,0.12312436,0.19744575,0.58762383,0.98290884,1.4341513,1.4851829,1.1339636,1.0796831,1.1044242,1.4006048,1.2986937,1.2928718,1.2204331,1.1127136,0.6884651,1.4005593,1.2220895,0.83525705,0.6618847,1.0999886,0.6686462,0.9612557,0.46983236,0.66393876,0.33656442,0.9276154,0.81822634,1.0847661,0.60556984,1.4135143,0.915802,1.0055705,0.6192226,1.2650874,1.2413534,0.9968803,1.1649538,0.6318132,0.47227043,0.5969844,1.4125463,1.2682483,1.059666,0.7524633,1.0510743,1.2309607,0.9550185,1.0828888,1.0260148,1.4164022,1.463973,0.91139036
knife,1.0812862,0.91831684,1.1391441,0.9914617,1.1546772,0.92532444,0.8711017,1.0888035,1.0442154,1.2508188,0.8930892,1.0218822,1.1684147,1.1879632,1.1349179,1.2298204,1.1316643,1.0595876,0.91746914,1.025434,0.8606714,0.5853239,0.9373451,1.038541,0.80583936,1.0830756,0.9646165,0.994168,0.9869384,0.7650215,1.0645547,1.1206517,1.0476556,0.4278791,1.0953823,1.1918455,0.87185204,0.8072751,1.1419604,1.0193162,1.1018705,1.2269326,1.2458916,0.9528168,0.73886013,1.0385201,1.0212331,0.783566,1.0378811,1.1802286,0.7794086,1.2671945,0.7415433,1.0854427,0.8751042,1.1135682,0.9030909,0.3076192,1.1669562,1.1554557,0.8637363,0.88547516,0.94732875,1.2221887,1.125307,0.822727,1.0462364,1.1875912,0.80756676,1.2368892,1.1269035,1.0662249,0.0,0.8433879,0.83093596,0.8678976,0.85023034,1.0112352,1.1994517,1.0066018,0.9548729,1.0276878,0.62118506,0.7496712,0.98611045,0.9841473,0.8810967,1.1825327,1.2210218,1.1522946,1.1187484,1.299804,0.74779403,0.7080713,1.0716228,0.9159677,0.8320247,1.0319037,0.9616699,0.8712665,1.19948,1.0914842,0.84956694,0.8861313,0.929273,0.91537416,1.0789161,1.177984,0.7910836,0.9264895,1.1770005,1.096698,0.84984696,0.7991975,0.86500645,0.7063445,1.2081258,0.934486,0.9577968,0.8901531,0.7420644,1.0284942,0.5135105,0.88640225,1.0139832,1.0344801,1.2062962,1.1868483,1.0708375,0.84277624,0.86678016,0.67477584,0.68517953,1.2998772,1.008783,1.0586191,1.1546102,0.6577305,0.97377527,1.0826117
ladder,1.1647863,1.2333115,1.2544234,0.95212746,1.2166495,1.1500102,1.1432121,0.7679392,0.7981819,0.7026632,1.2161105,0.7143454,1.0065413,1.1233809,0.8862493,0.8062153,0.8661766,0.9778685,1.0876093,0.77228266,1.2195094,0.585135,0.8127769,1.0144699,0.64482486,0.87575215,1.1707224,1.145034,0.54462606,0.8288713,0.6567434,0.96579003,0.9624547,0.68827283,1.0914245,0.80365014,1.2159171,1.01465,0.39204538,1.0654896,1.0273309,1.1134946,1.0154463,0.59990555,0.7786168,1.00411,1.0624332,1.2494245,1.2610867,1.1263571,1.1585348,1.0767591,1.3064529,0.9824773,1.2303354,1.0047721,0.9552046,0.7131832,1.2353082,0.80181235,1.2440542,1.2026601,1.0398983,1.1089017,1.1800427,1.2154481,1.235587,1.112471,0.7988732,0.97513735,0.97943753,1.0818384,0.8433879,0.0,0.7380067,1.0169715,1.1311419,1.2154021,1.017393,1.1146808,1.1864258,1.1944472,0.83974266,1.2085879,1.2577873,1.0755688,0.78764296,1.0667464,1.0435818,1.0541968,0.9637043,1.1089721,1.011093,0.95369077,1.0578128,1.1904111,1.0342273,1.0498691,0.76715565,1.1482996,1.1182599,1.1229594,1.0046201,0.8853051,1.1781049,0.623838,1.0827649,1.0640316,0.9863218,1.0456784,1.0952728,1.0791061,1.1813495,0.62597966,0.9247083,0.8719431,0.7216693,1.1753572,0.9897808,0.95314205,0.8930207,1.0845504,0.9453471,0.89204156,1.1963947,0.671372,1.0812477,0.7263473,1.1530294,1.2840784,1.2313153,0.84025025,0.7947911,0.88946307,0.8234328,0.8418306,0.92747855,0.5150113,1.1439602,0.6370461
lamp,1.1668656,1.134573,0.67149574,1.4245155,0.5832486,0.67827976,1.1323535,1.1571617,1.305114,1.3412018,0.8808828,1.3653406,1.5195172,1.2032436,1.3549668,0.9501627,1.2157687,0.434915,0.5093241,1.0671908,0.85788065,0.50434005,0.5424637,0.97614986,0.56851137,0.654897,1.2177474,1.0493798,1.0471293,0.27482438,0.72977734,1.0290343,1.147361,0.9542841,0.9597651,1.2901429,1.1216729,0.51638883,1.0564082,0.48487645,0.89511305,1.1168947,1.0640652,0.7695354,0.99451554,1.3923795,0.5376711,1.1974918,1.0726367,1.3863115,1.1372123,1.2339238,1.0927273,1.0253285,0.81000215,0.41337729,0.86540294,0.47379994,1.1006331,1.1865488,0.8547509,1.1487131,1.2518266,1.231172,1.348296,1.4046738,0.84743106,0.96824276,0.92395186,1.266575,1.1038029,1.5840492,0.83093596,0.7380067,0.0,1.1267316,1.1606671,1.5629709,1.2011666,1.1531489,0.9767207,0.61196995,0.51653636,0.7883595,1.1176182,0.8136649,0.9471653,1.1093433,1.5524611,1.541169,1.3933309,1.2184552,0.46091843,0.4494654,1.0484085,1.0857946,0.67845446,0.6245956,0.61572355,0.8403079,0.9578862,1.0193157,1.064739,0.6207705,0.9327131,0.9115551,1.3001536,1.1274998,1.1730882,1.1059703,1.36958,1.2698241,1.4382293,0.93472815,0.90538436,0.74551004,1.2693388,0.57882637,0.8761062,1.2466693,1.0668759,0.7392645,0.54882365,0.811825,0.9608078,1.2332481,1.3889804,1.3185496,0.6342051,0.9027066,1.1365159,1.2198675,0.57434493,0.9522937,1.1913917,0.8935723,1.07067,0.3140359,0.5287081,0.81958294
leg,1.0693264,1.0324051,1.1068618,0.77273256,1.1159846,1.0002058,0.90889925,1.0115117,1.0313224,1.00942,1.198944,0.94518226,1.0069416,1.0982,0.9713793,1.038503,1.0925125,1.168865,1.1211523,0.96437806,1.0478834,1.1262958,1.1158402,1.0738009,0.99982595,1.0850282,1.0096289,1.1668485,0.9531338,1.1969548,0.9797618,1.0841045,1.0459114,0.9249195,1.0854897,0.9651877,0.9878778,1.1645672,0.97576815,1.1585957,1.01001,1.0514832,1.0629284,0.96889883,0.9871055,0.944926,1.1043491,0.8001302,0.90694416,1.06683,1.1005787,1.0318713,0.7991863,0.92814183,1.1039642,1.1346014,0.6724226,0.9788336,1.1228415,0.9394234,1.1093979,0.94316167,0.9620555,0.99500954,0.95225465,0.6439173,1.1365038,1.058409,0.8328975,1.0489442,1.0767881,0.87827826,0.8678976,1.0169715,1.1267316,0.0,1.0273919,0.9325025,1.0679393,0.9593292,1.0348117,1.1155894,1.1172938,0.9924008,0.9521164,1.101323,0.9530559,1.1142108,0.8984858,0.9065771,1.0677128,0.9635424,1.070055,1.0282829,1.0112119,0.98195827,0.93810797,1.0957569,0.9965122,1.1601936,1.0528536,0.9470088,0.9972963,0.95809907,0.8634987,0.9390931,1.0103687,1.0037142,1.0906874,1.1297376,0.98063284,0.82390773,0.83789295,0.98635757,1.177941,0.992256,0.95562446,1.1640517,1.1182296,0.9060855,0.8083166,1.1503276,0.9304757,0.93397427,0.9937817,0.9226271,1.0003865,0.9728274,1.2016245,0.8870623,0.9949655,0.88454413,1.117222,1.0353557,0.9650252,1.0080678,1.076397,1.088709,1.1903899,1.0858413
melon,1.0882876,0.97138476,0.78967845,1.0063186,0.9283832,0.9098909,0.6868657,1.0358943,1.0470437,1.112982,0.90766174,0.9569472,0.9979752,1.1005435,1.0267466,0.9745176,1.1841158,1.193033,1.0551894,1.1665418,0.9205829,1.0000889,1.1113008,1.0736699,1.0925444,1.2000611,0.85458195,0.7950107,1.1472493,1.0775042,1.1531365,1.0999682,1.0839509,0.99381745,1.0130839,1.0767049,0.88002354,1.020927,1.1466705,1.112023,1.0605745,1.179548,1.1908332,1.0584238,1.021461,1.0033053,0.97589946,1.0563865,0.8218528,0.9491123,0.90516007,1.1100539,0.937004,1.0819546,0.96744686,1.1079551,1.0677186,1.0279506,1.0551937,1.0352547,0.9827922,0.985191,0.8344967,1.0867198,0.9370095,0.8453008,1.0817497,1.2308362,0.9077152,1.0796633,1.055676,0.90375423,0.85023034,1.1311419,1.1606671,1.0273919,0.0,0.84104604,1.1103032,0.9714408,0.7227067,1.1063509,1.0522066,0.9035973,0.8768837,0.9172471,1.0600389,1.0054299,1.0343823,0.98950344,1.1181859,1.0446985,1.1117104,1.1056728,1.1799452,0.25265563,1.021621,1.0680428,0.963447,0.968758,1.2436619,0.8359032,1.0746641,1.1681798,0.7616384,0.9737795,0.8659443,1.0776931,0.80614597,0.93736,1.0282093,1.021413,0.8010862,1.023667,0.7941729,1.0254147,1.0423813,1.1176884,0.88886464,0.8228457,0.9480565,0.90696067,0.976524,1.0577846,0.8701949,1.2240762,1.0249616,1.1322495,1.1204172,1.0043927,0.91591406,0.8999189,1.0512644,1.1248614,0.9958012,0.90529907,1.1194881,1.1364299,1.1099085,1.0899382
mitten,0.8320944,1.077908,1.3561621,0.6402861,1.3745824,1.2432995,0.7532227,0.70046866,0.71708083,0.73957455,1.1259285,0.7406012,0.47746706,0.81704974,0.52634156,1.0770123,0.9455028,1.4205922,1.3259217,0.98303455,1.1628227,1.4195733,1.3070185,0.9642263,1.3418617,1.2842302,0.6434463,0.94101304,0.92859906,1.5068427,1.2425814,1.0806799,0.8187156,0.90850216,1.1694419,0.801818,0.81917405,1.4566426,0.9437061,1.421694,1.2312601,0.88335377,0.9463521,1.247259,1.1582452,0.7250733,1.3809345,0.8747963,0.91316676,0.61942315,1.0907435,0.9478392,1.0560805,1.1104386,1.1394227,1.4968059,0.93799603,1.2574216,0.87993723,0.8106185,1.3013253,0.31007206,0.5350635,0.9787897,0.59052485,0.6469647,1.2324567,1.147687,1.1470506,0.8890373,0.83132845,0.43445075,1.0112352,1.2154021,1.5629709,0.9325025,0.84104604,0.0,0.81917495,1.0435743,0.97807384,1.4304751,1.1529107,1.3107947,1.0271469,1.2850561,1.079334,0.6884422,0.46428645,0.52173275,0.72880137,0.9109175,1.5009103,1.5086473,0.92217004,0.8997483,1.1497312,1.4322721,1.2123818,1.0956558,1.1193705,0.9929085,0.6607428,1.34176,1.0724658,1.119237,0.63179636,0.9759892,0.79265267,0.78850746,0.79580677,0.5768485,0.6258136,1.0029268,1.0908515,1.1320537,0.7586183,1.3936518,1.1060748,0.85916495,0.7039807,1.3011736,1.1062126,0.8480285,1.0319697,0.7226344,0.790209,0.8026489,1.234556,1.2298207,0.9694502,0.641912,1.1239302,0.9574903,0.92155206,1.1621412,1.0200869,1.44539,1.4517949,1.125814
motorcycle,0.7941704,1.1611419,1.1869571,0.9353124,1.1655784,1.1233926,0.96556085,0.84637105,0.8357073,0.8533046,1.1410958,0.90703654,0.8783208,0.8227773,0.9038042,0.80916286,0.7082905,1.1199658,1.1352291,0.8575409,1.2118999,1.2743716,1.1473982,0.8086209,1.1446006,0.80720925,1.0019906,1.0290787,0.93338144,1.2084464,1.0335168,1.0293558,0.85987586,1.0964171,1.0512768,0.94150203,1.1279376,1.2423251,0.87924665,1.1468639,1.0298522,0.79489136,0.8208229,1.1142496,1.0982078,0.9462357,1.0981461,1.0828282,1.0375482,0.82962114,1.1748531,1.0040231,1.229094,0.94060445,1.0890195,1.1013975,1.0896242,1.2153366,0.82012415,0.8249727,1.2620568,0.97768235,0.9252585,1.0376624,0.90450996,1.0109378,1.2115436,0.8516039,1.1366769,0.93451285,0.8687848,0.8597355,1.1994517,1.017393,1.2011666,1.0679393,1.1103032,0.81917495,0.0,1.0430012,1.13266,1.2163103,1.291143,1.3026638,1.1663558,1.1485714,0.9821409,0.9463608,0.84134066,0.82172734,0.6809177,0.85577565,1.1476805,1.2191706,0.9901981,1.0935189,1.2120873,1.2134062,1.0385273,1.0059007,0.8620419,0.9977944,0.9339641,1.0718952,1.1226366,1.0780923,0.9515954,0.773886,1.0306758,0.8655472,0.97441185,0.77111185,1.003183,1.087091,1.1194191,0.9244343,0.8004384,1.2144202,1.0651451,1.0189077,1.040625,1.1551366,1.1484216,0.94416624,1.1541678,0.8094967,0.95513856,0.7449131,1.111734,1.2906859,1.1733665,0.9257234,1.2699555,0.79143274,0.7782168,0.87762475,0.73114204,1.181255,1.2256291,0.90137565
mouth,1.2180301,0.758456,0.9635477,0.9732333,1.0160803,1.096041,0.944308,1.10172,1.1104122,1.128511,1.0457625,1.1457131,0.99989843,1.0981097,1.1404872,1.1426544,1.1230093,1.1397917,1.0963707,1.116019,0.82548976,1.1347669,1.2043219,1.1995492,1.1882827,1.1544106,1.0408927,1.1263443,1.2342304,1.1869652,1.0921787,1.0982723,1.079205,0.8386246,1.1695476,1.1200898,0.7164098,1.0424393,1.1885916,1.1642201,1.0720301,1.1769925,1.1126485,1.1116972,1.0579911,1.0267022,1.1565512,0.8387374,0.9022469,0.98984647,0.49348426,0.75597644,0.5427275,1.1019866,1.0525975,1.1461487,1.0042267,0.9546645,1.1525439,0.97792584,0.69916195,1.1161633,0.97459996,0.70162874,0.95733464,0.6600181,0.8074811,1.0833681,1.0534966,1.0758767,0.9916474,1.0133947,1.0066018,1.1146808,1.1531489,0.9593292,0.9714408,1.0435743,1.0430012,0.0,1.0086178,0.9062579,1.2344234,0.6575702,0.37557447,1.0784463,1.1153833,1.0353776,1.0297971,1.0343517,1.019793,1.0904272,1.0436506,0.983703,1.1189402,1.0159547,1.1921523,0.9861455,1.1005142,1.1528792,1.0960369,0.98344857,1.1230862,1.0727341,0.8557798,1.1155604,1.0391902,1.0702292,0.94822514,1.1000112,0.9115554,1.0392114,0.86392003,1.0404664,1.1208818,1.1761996,1.1270378,1.0407199,1.0851467,0.7789135,1.0729433,1.0828792,0.9551283,1.0059457,0.80678785,1.1505747,0.9328208,1.1362666,1.0878719,0.6079581,0.43553722,0.8686636,1.2205286,1.1510669,1.1590909,1.0823824,1.1216313,1.2083087,1.0032487,1.1774733
muffin,0.9004644,0.9240765,0.7449129,1.267457,0.7924447,0.94489217,0.7535596,1.125173,1.3359455,1.3859239,0.8924433,1.3175293,1.2516387,0.9138383,1.2818637,1.0361356,1.2088287,0.9811683,0.90046656,1.1859859,0.583506,1.0246288,1.0625463,0.8280355,1.2142265,0.99592394,0.74263656,0.9346771,1.4059864,0.9593586,1.1777916,1.171732,1.1443113,1.0626068,0.81002784,1.294428,0.6556808,0.8055037,1.2706283,0.9886525,0.99392384,0.99951106,0.9588646,1.1487765,1.0523688,1.1546805,0.84500635,0.8583612,0.7388345,1.1405536,0.890258,1.089766,0.8795754,0.91389555,0.68154556,0.9326357,1.1163929,0.96807384,0.760644,1.1636591,0.76001847,0.929874,0.91553885,1.0861429,1.1200163,0.9623933,0.9530739,0.91566044,0.8880266,1.3328631,1.2353106,1.1973381,0.9548729,1.1864258,0.9767207,1.0348117,0.7227067,0.97807384,1.13266,1.0086178,0.0,0.8899068,0.9811687,0.8658606,0.8613479,0.6907578,1.1759481,0.86783886,1.2996552,1.305345,1.2526317,0.9833989,0.9576941,0.92442644,1.0407455,0.60330606,0.97623837,0.8354871,1.0322741,0.76796424,0.9484792,0.61268497,1.1706239,0.98545533,0.67566484,1.2404172,1.0591707,0.80789906,0.94204694,0.9581715,1.2711167,1.2767028,1.0210832,1.176733,1.0926937,1.1447785,1.2657622,0.86308193,1.0450408,0.8883776,1.2255443,0.89876246,0.98642725,0.9017923,0.8730812,1.3097126,1.2896848,1.3921211,0.863465,0.8558181,0.89882475,1.1205646,1.025758,1.01993,1.0226954,0.9521642,1.1606618,1.0822586,0.8538054,1.1615508
nail,1.3224616,0.6859422,0.3337791,1.3456295,0.24391538,0.67473936,1.0603391,1.2726066,1.4266756,1.4331937,0.742814,1.4829473,1.4130604,1.2569077,1.4406158,1.0531589,1.216101,0.31434727,0.49357033,1.2908804,0.5640035,0.8016188,0.65820885,1.2444599,0.9616623,0.8344991,1.0293603,1.0661124,1.3720968,0.614902,1.128792,1.1159823,1.2842728,1.1103755,0.9650852,1.3976774,0.91378224,0.23709846,1.4665359,0.36161137,1.0329512,1.2600803,1.1302457,1.201765,1.0753925,1.3125141,0.6275035,0.9585422,0.8140596,1.2878009,0.79105735,1.1054753,0.61620045,1.071046,0.6369535,0.32628167,1.1013558,0.86624634,1.1929471,1.3194106,0.3629722,1.1499714,1.1718252,1.0535477,1.2187539,1.1651988,0.47189975,1.0658298,1.1173269,1.223291,1.272672,1.4413371,1.0276878,1.1944472,0.61196995,1.1155894,1.1063509,1.4304751,1.2163103,0.9062579,0.8899068,0.0,0.840178,0.4635852,0.7943443,0.6103271,1.2822702,1.0569117,1.4210157,1.4420847,1.3841635,1.1719964,0.30828416,0.30083358,1.1244662,0.98430085,0.7885524,0.23394918,1.0815554,0.78428376,1.0763519,1.0270782,1.1882064,0.6968078,0.8895737,1.3690748,1.225827,1.2415116,1.2546232,1.1399263,1.2273915,1.3074113,1.1902815,1.1623675,1.1089866,1.104795,1.3749669,0.16774511,1.0460438,0.99249446,1.1983982,0.777052,0.8706251,1.2677308,0.7100349,1.431769,1.2505372,1.499095,0.5472144,0.31169063,0.64553654,1.2313234,0.9189577,1.0252142,1.2686121,1.1130948,1.1376346,0.80911684,0.15347636,1.2667851
napkin,1.1675621,1.0457131,0.9348234,1.3193066,0.8980107,0.7752371,1.1216514,1.1251347,1.1568563,1.2494694,0.7613336,1.161782,1.190274,1.2821513,0.9501931,1.0295137,1.2158589,0.66190815,0.6611308,1.0199099,0.8955704,0.40936673,0.55798244,1.0731518,0.5505995,0.75098205,1.0373274,1.016203,0.87924564,0.44836354,0.8332052,0.93053377,1.0897613,0.83710766,1.0448685,1.1373312,1.1148801,0.67268,1.0893053,0.74476993,1.0064603,1.1212196,1.1674557,0.79958445,0.87168515,1.2090536,0.6541136,1.112949,1.1502085,1.1658431,1.0791968,1.3947973,1.0496572,0.95917344,0.86399335,0.80747557,0.7879836,0.582175,1.1273892,1.3379807,0.9494118,0.77296084,1.0997093,1.3484573,1.2674605,1.3397603,0.9325209,1.0506415,0.87290466,1.1326612,1.1394393,1.157645,0.62118506,0.83974266,0.51653636,1.1172938,1.0522066,1.1529107,1.291143,1.2344234,0.9811687,0.840178,0.0,0.80991405,1.1778468,0.843782,0.89975166,1.1353788,1.2559258,1.2349954,1.3209795,1.316998,0.77063954,0.7869886,1.0749471,1.0651921,0.43395877,0.8385974,0.87431914,0.8037101,1.0203389,1.0452099,0.87105095,0.66277075,1.0126318,0.9160319,1.0888543,1.1972783,0.86275434,1.1372309,1.2315338,1.176936,1.0560516,1.0749995,0.8326478,0.78647006,1.2875487,0.6689094,0.9412708,1.1345656,0.6695728,0.81562555,0.8074595,1.0343865,0.9333253,0.9638676,1.2486098,1.2716506,0.72772086,0.9362079,1.0780959,1.2009195,0.041342616,1.0899166,1.2343345,0.97932744,1.0431112,0.42340183,0.71831965,0.98703194
necklace,1.2993797,0.3944273,0.6636029,1.1389672,0.6612431,0.7688057,1.0765805,1.3758209,1.4407713,1.4290996,0.46970016,1.396608,1.2248123,1.3270088,1.3742815,1.3164575,1.3576354,0.7996463,0.8394926,1.3243458,0.613686,0.69646204,0.99558127,1.3074561,1.045529,1.1083355,1.048372,0.9441205,1.3499072,0.746952,1.2519094,1.0683391,1.2613593,0.8303477,0.94171405,1.3776507,0.81413966,0.47736865,1.5115793,0.7655547,1.1331422,1.3838601,1.2326688,1.1992633,0.87671894,1.1907829,0.73662895,0.81149393,0.91265845,1.2296216,0.44015497,1.04914,0.33824873,1.1211823,0.75717723,0.77643645,1.0995861,0.7269429,1.2371498,1.3827095,0.24126196,1.067323,1.2329829,0.95087695,1.1933515,0.83453876,0.48372477,1.1602784,0.89120215,1.1562448,1.2786721,1.2011077,0.7496712,1.2085879,0.7883595,0.9924008,0.9035973,1.3107947,1.3026638,0.6575702,0.8658606,0.4635852,0.80991405,0.0,0.51765597,0.67535996,1.2373059,1.1319029,1.2937033,1.2334024,1.3511833,1.2718282,0.56635517,0.5338159,1.1714468,0.90018404,0.8351426,0.63917744,1.1686969,0.9027835,1.1776624,1.0569094,0.97685975,0.9432325,0.8693349,1.2571583,1.1633323,1.301404,0.94390255,1.1198142,1.0056274,1.2624493,0.7733168,1.1590236,0.9647711,1.1557635,1.4677771,0.4615655,0.9689878,0.88180494,1.0397059,0.6391205,0.84263396,1.1354804,0.76188254,1.35838,1.0564877,1.5619718,0.8425445,0.24819547,0.5597005,1.153039,0.8675515,1.338495,1.4168562,1.1012212,1.2780118,0.8988468,0.44057357,1.3080516
nose,1.2330183,0.5851879,0.9056325,0.96743745,0.95358753,1.0893543,1.0143205,1.2220871,1.2223992,1.219511,1.0275122,1.2112269,1.0249888,1.1220421,1.1799155,1.2899859,1.2133934,1.1319757,1.0675682,1.2014539,0.79015654,1.1464843,1.2416174,1.104634,1.2336968,1.2223041,1.0180168,1.0531002,1.3402998,1.092326,1.1761768,1.1038809,1.0929658,0.90022993,1.1417499,1.2031306,0.62275666,1.0243038,1.2634317,1.1670468,1.0602503,1.1838238,0.99618244,1.14943,1.0977937,1.1330734,1.0622572,0.7288543,0.83591056,0.97595286,0.32767618,0.7167027,0.42756826,1.115275,1.0050144,1.1450682,1.0593902,0.93754846,1.1276959,1.1439993,0.41661,1.085848,1.0604463,0.6211176,1.0079424,0.5670702,0.5809507,1.1036961,1.036781,1.1547482,1.0474994,1.052869,0.98611045,1.2577873,1.1176182,0.9521164,0.8768837,1.0271469,1.1663558,0.37557447,0.8613479,0.7943443,1.1778468,0.51765597,0.0,1.0507703,1.2181028,0.9855985,1.1028446,1.1282216,1.1117605,1.090706,1.0015637,0.9502322,1.106633,0.955055,1.155281,0.898749,1.1607374,1.1061205,1.1068004,0.95118725,1.0627695,1.1408851,0.7458838,1.1644044,0.99071866,1.0829813,0.86539465,1.1381596,0.9858018,1.1159623,0.8147086,1.1016744,1.0644174,1.195568,1.2188959,0.9498273,1.0140958,0.8249973,1.0784549,1.0988215,0.88158715,0.9997898,0.8049789,1.20453,1.0044583,1.2834245,1.0072448,0.4590491,0.5414619,0.93885684,1.1753725,1.2211848,1.2628092,1.1496854,1.2228987,1.210767,0.96106493,1.2297515
orange,1.0405952,0.72801363,0.46929926,1.4419866,0.48339105,0.7256691,0.8696532,1.2368386,1.3993539,1.4517257,0.6798299,1.4364176,1.4157732,1.1742518,1.4892327,1.0367192,1.1495198,0.71185297,0.570798,1.1711575,0.4578926,0.75439644,0.7983138,1.0127825,1.0058931,0.8640132,0.953619,1.1702483,1.3472068,0.5884712,1.1189853,1.1488101,1.0466832,1.1590503,0.38483107,1.3921071,0.8632745,0.5089827,1.391451,0.7037928,0.9593664,1.0899706,0.9542442,1.1679859,0.85881346,1.309808,0.75952935,0.99376476,0.632317,1.2523543,0.90635276,1.1626577,0.8270105,1.0097017,0.8324841,0.72959846,1.201956,0.98148906,0.83026266,1.2895405,0.6955705,1.0669844,1.0828322,1.1169608,1.1430038,1.2137682,0.6582756,0.90328294,0.8408153,1.2890244,1.2170781,1.3755493,0.9841473,1.0755688,0.8136649,1.101323,0.9172471,1.2850561,1.1485714,1.0784463,0.6907578,0.6103271,0.843782,0.67535996,1.0507703,0.0,1.2366416,1.0820453,1.4323277,1.423487,1.3148122,1.0709624,0.7658285,0.7181659,1.0316037,0.8244488,0.9163531,0.7784136,1.1009674,0.47692722,0.9173425,0.57248217,1.2224426,0.81298095,0.8554119,1.3597238,1.2432659,1.0435547,1.2768526,0.90345764,1.2915416,1.2656441,1.2114091,1.2003989,1.1850616,1.1228422,1.321764,0.52082086,1.1448042,0.83991313,1.2449104,0.7185307,1.0972912,1.1332029,0.56179,1.3633975,1.2952969,1.462458,0.5370549,0.66151047,0.9801586,1.2998475,0.93960816,0.9337691,1.051209,1.1062224,1.0029069,0.91131043,0.5528276,1.2930167
