,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
strawberry,1.1634343,0.8090342,0.5858604,1.1934005,0.63561916,0.75613225,0.88202727,1.2345734,1.2771517,1.3206277,0.91886586,1.3066902,1.2336314,1.1473551,1.2655364,1.0880651,1.2438954,0.94485295,0.73763025,1.1289365,0.56675404,0.9464692,0.8798386,1.1805297,1.0132048,0.99920774,1.0073887,1.1875726,1.2674072,0.8524572,1.1598899,1.1194224,1.0702677,1.1338768,0.84539956,1.2261658,0.8345444,0.78189456,1.3636086,0.98406315,0.95519,1.1687284,1.0718081,1.2056274,0.96913964,1.1565852,0.8340905,0.88809085,0.6209152,1.0173907,0.80159783,1.067153,0.64400816,1.0320029,0.89016545,0.98063403,1.0897385,1.0427954,1.0445178,1.1827093,0.760684,0.8694408,1.0016869,1.0211271,0.92007273,0.9558266,0.76519233,1.0036898,0.9800792,1.2007021,1.1806333,1.1649538,1.0139832,1.1963947,0.9608078,0.9937817,0.8701949,1.0319697,1.1541678,0.80678785,0.8730812,0.7100349,0.9333253,0.76188254,0.8049789,0.56179,1.2293255,1.0497701,1.2168884,1.2541914,1.2869499,1.0886333,0.9640901,0.9355496,0.9467635,0.81011707,0.8096137,0.9578232,1.1115435,0.8246896,1.0236082,0.827075,1.1320001,0.8234794,0.6731803,1.2624228,1.0817957,1.1564859,1.1785319,1.0759267,1.1329677,1.1435964,0.9617554,1.2038131,1.151479,1.1583765,1.2571158,0.75649387,1.1022968,0.779292,1.0907979,1.0248712,0.88363016,1.0057507,0.0,1.2758888,1.1416593,1.3817035,0.76432,0.5929801,0.6650932,1.149656,0.9882277,1.0710905,1.2311513,1.1329373,1.1820606,1.0559288,0.7997167,1.269512
stroller,1.063113,1.1962445,1.4838462,0.68827266,1.4635061,1.3088452,1.2202271,0.76735616,0.6483774,0.53863883,1.202801,0.6235337,0.58655727,0.9716331,0.54507744,0.99601823,0.88105977,1.271831,1.3368052,0.707289,1.3600309,1.0204829,1.1013451,1.0049374,0.90987825,0.9963129,1.1076869,1.040503,0.3071109,1.2181475,0.8061687,0.6662835,0.81006134,0.91316044,1.2508917,0.54923445,1.1818395,1.4805279,0.52175826,1.3309352,1.1010661,0.94940764,0.91631186,0.7751144,0.98003024,0.64493096,1.2324798,1.066463,1.2860029,0.83860636,1.2122649,0.9284957,1.2861236,0.9674428,1.4017372,1.3086017,0.8106707,1.1000054,1.1755813,0.7898854,1.3475978,0.84026015,1.0467018,0.95124,1.0285926,1.0034587,1.1605045,1.0395138,1.04621,0.6349823,0.82050073,0.6318132,1.0344801,0.671372,1.2332481,0.9226271,1.2240762,0.7226344,0.8094967,1.1505747,1.3097126,1.431769,0.9638676,1.35838,1.20453,1.3633975,0.7634264,0.98372257,0.5815173,0.59287274,0.80233896,1.0568243,1.3930538,1.4056864,0.950454,1.2900542,1.0154258,1.3124442,1.0241293,1.2758819,1.0311602,1.2287787,0.5257047,1.1432884,1.1869597,0.6898957,0.91460204,1.0645909,0.7546774,1.050114,0.70925057,0.71011686,0.7881694,0.7603372,0.9899969,0.9351657,0.68075407,1.3806946,1.0966871,1.0767465,0.74538934,1.21199,1.1069022,0.89426243,1.2758888,0.0,0.67547643,0.581069,1.314341,1.3529236,1.2487706,0.9316275,0.88809055,0.96085835,0.9063023,0.98611844,0.85567886,0.9072115,1.3966787,0.82288027
sweater,1.0657376,1.0412929,1.3098626,0.4419191,1.3091286,1.1867349,1.2120883,0.9760293,0.6580187,0.49319565,1.1304556,0.6059307,0.4143498,0.94304097,0.5727489,1.1773357,1.0233622,1.3507122,1.4559247,1.0624683,1.242113,1.2132685,1.3360538,1.160156,1.1867211,1.3583236,0.99870735,0.7806629,0.7342929,1.3929298,1.1264842,0.35471147,0.9693558,1.0604551,1.1814619,0.61020833,1.0936788,1.4348052,0.8731372,1.3197708,1.1551371,1.0497302,1.0697806,1.0346187,1.1146206,0.35556173,1.3768775,1.1134405,1.1065006,0.7156143,1.0571789,0.6509607,1.0610349,1.1485242,1.3029664,1.2854944,1.1117136,1.3545847,1.2258413,0.7922462,1.162501,1.0175717,1.144199,0.66654736,0.81995535,0.8523061,1.0666554,1.1530495,1.1564457,0.09765667,0.9212574,0.47227043,1.2062962,1.0812477,1.3889804,1.0003865,1.0249616,0.790209,0.95513856,0.9328208,1.2896848,1.2505372,1.2486098,1.0564877,1.0044583,1.2952969,0.96782154,0.8560503,0.30722767,0.33226085,0.75499886,0.9796331,1.3274906,1.3876371,1.0684035,1.1574585,1.170817,1.265466,1.1847479,1.4337547,1.152983,1.2549877,0.7943177,1.3839824,1.1587266,0.78722835,0.88472474,1.1301607,0.67369276,1.16293,0.020586133,0.88532686,0.53136027,0.83239686,0.7452097,1.1906195,0.7761812,1.3709168,0.86073816,1.0121094,1.0095594,1.2283812,1.2384694,1.1047003,1.1416593,0.67547643,0.0,0.67595255,1.3894048,1.1265161,1.014216,1.0276545,1.146793,1.2826192,1.0877978,1.0589916,1.0931276,1.305398,1.3131518,0.87857205
table,0.9552193,1.345384,1.505297,0.5684562,1.4914278,1.2107295,1.1631978,0.5864233,0.20460051,0.26194108,1.3239977,0.21213794,0.5326124,0.877036,0.47730732,0.8352225,0.5632476,1.3328977,1.3276825,0.5468642,1.5597953,1.3221288,1.0662625,0.9665394,0.85288924,1.1587709,1.017188,0.93533367,0.39199972,1.4032053,0.6998663,0.90061027,0.58997774,1.0305438,1.2263448,0.3864528,1.3403124,1.5783151,0.30018902,1.21781,1.1274067,0.9067614,0.96828073,0.6671943,0.8478842,0.7259513,1.4326674,1.2741086,1.2002054,0.73702025,1.299365,0.8587023,1.4771689,1.0645946,1.381774,1.3083879,1.0469748,1.2694049,1.1321336,0.5229,1.572542,1.1525729,0.9002511,0.9476314,0.885631,1.0229621,1.4772516,1.1386667,1.1739732,0.6594751,0.64073527,0.5969844,1.1868483,0.7263473,1.3185496,0.9728274,1.1322495,0.8026489,0.7449131,1.1362666,1.3921211,1.499095,1.2716506,1.5619718,1.2834245,1.462458,0.52859277,0.9805201,0.49359637,0.50439215,0.4418363,0.8783945,1.3855599,1.4254425,1.084645,1.2569312,1.2698662,1.3890584,1.0327781,1.2561483,1.128935,1.1691474,0.9468676,1.17324,1.3237709,0.48887265,0.8894563,0.93942535,1.025833,0.98657095,0.6999196,0.76039255,1.0126876,0.75590575,0.812898,0.7195091,0.34728354,1.5613165,0.87439066,1.126557,0.9160696,1.236588,1.2251838,0.9788861,1.3817035,0.581069,0.67595255,0.0,1.3939258,1.5736172,1.3335214,0.79604334,1.2053659,0.84888375,0.52399516,0.9873571,0.7910844,1.2137797,1.5453887,0.6230013
tape,1.0892048,0.9102456,0.4943536,1.5182265,0.42806053,0.74630916,0.9085692,1.1312306,1.3163869,1.4604046,0.8328774,1.4432318,1.4437727,1.1362625,1.3955287,0.89851165,1.1335158,0.50278014,0.21317136,1.1874663,0.6196647,0.84360766,0.5450498,1.0171419,0.853662,0.6072892,1.1048607,1.2060616,1.2956648,0.45297533,1.0955452,1.1991438,0.8513237,1.1343719,0.6987053,1.3876836,0.9181763,0.49487394,1.3853725,0.52058357,0.95936733,1.0348365,0.9932551,1.2239451,1.026738,1.4153326,0.69084066,1.0181154,0.76035494,1.2171009,1.0047538,1.1940637,0.973097,0.9680905,0.7735491,0.6265514,1.0330734,0.8299898,0.84803295,1.3290119,0.7595476,0.9267056,0.98068506,1.1758014,1.1675467,1.3520997,0.6846261,0.8862886,1.025628,1.3327928,1.0627395,1.4125463,1.0708375,1.1530294,0.6342051,1.2016245,1.1204172,1.234556,1.111734,1.0878719,0.863465,0.5472144,0.72772086,0.8425445,1.0072448,0.5370549,1.2088499,1.0216547,1.4453928,1.4562063,1.3702922,1.0844722,0.66838604,0.66929173,0.9541698,1.0354077,0.82225335,0.6723653,0.9956539,0.4615507,0.8691717,0.87258023,1.1197517,0.6054944,0.9421026,1.363763,1.1334243,1.081468,1.3118036,0.8030813,1.3758328,1.1173216,1.3371305,1.222368,1.2191646,0.86522686,1.2292997,0.40542662,1.1093057,1.0944068,1.169841,0.8153584,0.8578427,1.0044154,0.76432,1.314341,1.3894048,1.3939258,0.0,0.7994517,1.0118138,1.209294,0.8269692,0.7387467,1.0921285,1.1434162,1.0391625,0.7772725,0.4587854,1.2502964
toe,1.3457148,0.4046495,0.53463066,1.1380866,0.5251283,0.8384892,0.9838851,1.3366177,1.4702739,1.4523721,0.75745595,1.4713018,1.3216369,1.3351147,1.4309477,1.2626188,1.3304641,0.79447585,0.780329,1.3085648,0.49019992,0.82236165,0.9641227,1.3387712,1.100268,1.0589031,1.0197624,1.1521372,1.4015057,0.8769469,1.2297266,1.0988505,1.2521322,0.90831006,1.0358206,1.3694633,0.7109149,0.527337,1.5341645,0.84960324,1.0938118,1.3222747,1.1462345,1.2569038,0.9327569,1.1510831,0.7620052,0.5949269,0.7257595,1.1994512,0.45491385,0.9707375,0.12992156,1.0741436,0.7783445,0.82188916,1.067528,0.8111098,1.2329258,1.3445113,0.226053,0.981508,1.1347005,0.8606658,1.0639348,0.65116453,0.3964013,1.1102499,1.0259414,1.2173724,1.3084847,1.2682483,0.84277624,1.2840784,0.9027066,0.8870623,1.0043927,1.2298207,1.2906859,0.6079581,0.8558181,0.31169063,0.9362079,0.24819547,0.4590491,0.66151047,1.3048104,1.0652179,1.309095,1.283981,1.383806,1.2289331,0.6515169,0.57718563,1.0782852,0.8938627,0.83515775,0.56604457,1.1955477,0.933238,1.1299462,1.0214448,1.0530038,0.83115137,0.742995,1.3827909,1.1680124,1.3026466,1.1093988,1.2186397,1.1019762,1.2285128,0.8651599,1.198097,1.1831326,1.2716302,1.4867061,0.44666857,1.1475855,0.75484186,1.0763744,0.9509237,0.861521,1.1720057,0.5929801,1.3529236,1.1265161,1.5736172,0.7994517,0.0,0.43855643,1.1251048,1.0169442,1.2184067,1.3771753,1.2273002,1.2530359,0.9849866,0.4558187,1.4236897
tooth,1.1701992,0.58680904,0.8237405,0.978023,0.877838,1.0104527,0.8863164,1.1749349,1.2152808,1.226989,0.88433397,1.2343332,1.024186,1.1381892,1.1848768,1.1932281,1.2137514,1.0086925,0.981877,1.2926742,0.62264144,1.0739461,1.130068,1.2934674,1.288318,1.1775725,0.9054152,1.0449135,1.3325188,1.0966085,1.3289413,1.1681185,1.200739,0.92216873,1.1745135,1.2287418,0.6697517,0.72848713,1.3518784,1.0526866,1.0983379,1.1849529,1.1706972,1.3324956,1.0440749,0.97710884,0.9301782,0.76505935,0.870036,0.99743056,0.4363731,1.0357841,0.41550058,1.0302335,0.7179868,1.0003089,1.1352396,0.9656704,1.1235056,1.1635926,0.4447214,0.96503633,0.93066406,0.9399261,0.926384,0.690776,0.73542196,1.1384772,1.0142518,1.1331879,1.1973113,1.059666,0.86678016,1.2313153,1.1365159,0.9949655,0.91591406,0.9694502,1.1733665,0.43553722,0.89882475,0.64553654,1.0780959,0.5597005,0.5414619,0.9801586,1.3184956,1.0370892,1.0855331,1.1015531,1.1764815,1.1451883,0.8412157,0.78983665,1.0756624,0.83460915,0.91780674,0.73875546,1.1947672,1.0093164,1.1451869,1.0818698,1.0094944,1.0028985,0.80977196,1.2994803,1.0491028,1.1625777,0.9256778,1.015984,0.995371,1.1536398,0.7961497,1.0389891,1.0790651,1.2288961,1.2474396,0.74635905,1.0745469,0.7550674,1.0832357,1.0578679,0.9227182,1.0623226,0.6650932,1.2487706,1.014216,1.3335214,1.0118138,0.43855643,0.0,0.84350324,1.1073221,1.2271724,1.1907483,1.1729457,1.2104115,1.1893537,0.72915864,1.2679665
toothbrush,1.0670121,1.1209567,1.2738228,0.71013445,1.2858202,1.2096324,0.5616278,0.68673277,0.7890872,0.9020193,1.2158884,0.8313502,0.8045981,1.0339028,0.8781308,1.0316232,0.87823355,1.1175408,1.1843865,0.9446684,1.2124271,1.1035644,1.1175172,0.9988222,1.1726468,1.2341582,0.8170107,1.1905906,0.9815753,1.2232146,1.1046438,1.1913636,0.9238004,0.6034253,1.26704,0.9804284,0.89688885,1.0969324,0.8715765,1.1690007,1.2454869,1.1541233,1.0422841,1.0996237,1.0555756,0.9386415,1.3877888,0.93334943,1.0110502,0.88592243,0.9409468,1.0251762,0.9338807,1.1417854,1.1135988,1.2573779,0.9916798,0.7694539,1.0435779,0.7883445,1.1604557,0.96715945,0.45371854,1.0413857,0.7626299,0.5991745,1.2790878,1.2383895,0.88800645,1.0832698,0.7929249,0.7524633,0.67477584,0.84025025,1.2198675,0.88454413,0.8999189,0.641912,0.9257234,0.8686636,1.1205646,1.2313234,1.2009195,1.153039,0.93885684,1.2998475,1.1030589,1.0293615,0.80700153,0.82400256,0.75897187,1.0301402,1.0788251,0.984763,0.94874376,0.987726,1.3508587,1.2060406,1.1099751,1.0895215,1.2481722,1.0313016,0.9713695,1.3034765,1.0856338,0.9974236,0.9027565,1.0257676,0.91374606,0.53046036,1.0316266,0.739038,0.8731554,0.7165317,1.063132,0.95789564,0.7031427,1.2519516,1.0925962,0.77841216,0.7844646,1.2141289,0.8176422,0.8324891,1.149656,0.9316275,1.0276545,0.79604334,1.209294,1.1251048,0.84350324,0.0,1.2025121,0.7979859,0.7568197,1.1143023,0.94894654,1.0857552,1.2699964,1.0835751
towel,1.1743506,1.0825658,1.016318,1.2304642,0.9788022,0.81582963,1.1804895,1.1352322,1.0824742,1.1164367,0.80093575,1.0683346,1.080131,1.2481862,0.79042834,1.0408535,1.2195551,0.7115091,0.7702024,1.0076305,1.0006025,0.42464614,0.62284803,1.0914563,0.5665514,0.81145114,1.0669644,0.95642686,0.8171113,0.5115279,0.7812861,0.8596866,1.0771555,0.82371867,1.0932151,1.0348468,1.1623487,0.7651653,0.9944215,0.80806255,1.0408125,1.134238,1.1668158,0.7249931,0.88863254,1.1418053,0.72595197,1.1490854,1.2244601,1.099341,1.0939738,1.3395417,1.12117,0.96521,0.9196191,0.8545887,0.76895493,0.65567535,1.1756732,1.2793645,1.0087056,0.79044825,1.1631829,1.2957833,1.2696351,1.3440535,0.9842387,1.08834,0.85226697,1.0217868,1.1180376,1.0510743,0.68517953,0.7947911,0.57434493,1.117222,1.0512644,1.1239302,1.2699555,1.2205286,1.025758,0.9189577,0.041342616,0.8675515,1.1753725,0.93960816,0.8542918,1.0768723,1.1259929,1.126337,1.2934351,1.3046926,0.836033,0.86939263,1.0974677,1.1259204,0.45918965,0.8843521,0.87284863,0.89239633,1.0629908,1.0958946,0.8761407,0.7326124,1.0423627,0.8335243,1.0280976,1.2068561,0.7846422,1.1837336,1.133716,1.1555449,1.005166,1.034223,0.7759279,0.8169769,1.2306956,0.75378764,0.90790415,1.1530552,0.64707017,0.8453634,0.85339856,1.0188888,0.9882277,0.88809055,1.146793,1.2053659,0.8269692,1.0169442,1.1073221,1.2025121,0.0,1.1465663,1.2412163,0.92941797,1.0559969,0.450736,0.79302967,0.8986531
toy,0.9467777,1.2446635,0.8819875,1.2989627,0.8327237,1.072504,0.6232984,0.54777527,1.1321565,1.11126,1.2085911,1.1294922,1.128606,1.0361078,1.1763889,0.5555398,0.6593176,0.72376585,0.80824244,0.7744214,0.99722934,1.1065876,0.7727545,0.8139346,1.0145969,0.62565714,1.0090662,1.3977621,1.0630726,0.9749962,0.8917762,1.1734114,0.9649607,1.1362412,0.9075931,1.1373618,0.96319276,0.9020152,0.78033525,0.8297707,1.0030332,0.9044497,0.53294396,1.0717897,1.1234801,1.2607456,1.0346085,1.0653635,0.9547897,0.99468195,1.3044844,1.0969297,1.2610592,0.7511644,1.1656336,0.82822526,0.9707933,1.0847695,0.6813172,0.9794909,1.2519583,1.0638838,0.46802008,1.131417,0.8328656,1.1876055,1.0662898,0.9171382,1.0480995,1.1804807,0.8804108,1.2309607,1.2998772,0.88946307,0.9522937,1.0353557,1.1248614,0.9574903,0.79143274,1.1510669,1.01993,1.0252142,1.0899166,1.338495,1.2211848,0.9337691,1.1435703,0.9530631,1.1533787,1.1156731,0.9548479,0.87157094,1.0425067,0.9900504,0.8622848,1.0573542,1.2666043,0.94901395,0.968328,0.80116713,0.89145505,0.8828105,1.1443866,0.9414303,1.0817875,1.2478139,1.127312,0.84109485,1.2970707,0.61301804,1.3102143,0.82693815,1.4188821,1.083801,1.3041744,1.0772223,0.74268913,0.9670387,1.2696247,1.0167661,1.0909724,0.9875097,1.217663,1.0871363,1.0710905,0.96085835,1.2826192,0.84888375,0.7387467,1.2184067,1.2271724,0.7979859,1.1465663,0.0,0.60878354,1.0259143,0.5717311,0.929682,0.9919857,1.189772
tray,0.815377,1.2554307,1.1907216,0.8806219,1.2175378,1.1709322,0.898268,0.603123,0.7255285,0.813004,1.2361635,0.6953924,0.8252146,0.8987849,0.912654,0.63193154,0.37335587,1.1516424,1.0388831,0.57626796,1.1384254,1.2375789,1.0014346,0.8318379,1.060527,0.9732353,1.0540094,1.2189811,0.91864365,1.200264,0.9407464,1.161136,0.8271855,0.97390723,0.91974,0.9025246,1.0851257,1.1850057,0.6209779,1.0760152,1.0153432,0.9408785,0.7124702,0.96488017,0.77264667,1.036734,1.2283853,1.0935385,1.0196776,0.9623589,1.2030394,0.9954314,1.3010798,1.0120409,1.1267493,1.1040145,1.1360922,1.0584116,0.8588079,0.7667618,1.3609357,1.1580304,0.66642594,1.0726547,0.93074805,0.98046476,1.3526807,1.0722675,1.0133748,1.0545923,0.85791755,0.9550185,1.008783,0.8234328,1.1913917,0.9650252,0.9958012,0.92155206,0.7782168,1.1590909,1.0226954,1.2686121,1.2343345,1.4168562,1.2628092,1.051209,0.88684046,0.98614246,0.9024593,0.86912596,0.57284236,0.89191157,1.1113943,1.0900178,1.005943,0.99322146,1.264357,1.182289,1.0375905,0.71579754,1.0766923,0.93921673,1.1076218,0.9993276,1.15907,0.9695229,1.0263196,0.85856366,1.146386,0.85969377,1.1033602,0.88440794,1.2294451,0.9234836,1.1360571,0.78118765,0.72061193,1.2502065,1.0831019,0.9665443,1.0447428,1.1137173,1.1256385,0.9328781,1.2311513,0.9063023,1.0877978,0.52399516,1.0921285,1.3771753,1.1907483,0.7568197,1.2412163,0.60878354,0.0,0.9166603,0.7455041,1.1967562,1.2597737,0.9433341
tree,0.99971443,1.1474183,1.0493623,1.0318688,1.0903958,1.0364208,1.0981888,0.9991914,1.01938,0.94505143,1.0459638,0.95476377,1.0441145,0.88386214,0.95922536,0.82567286,0.943612,1.0353899,1.1195483,0.9674048,1.1517467,0.94826365,1.0543697,0.9450638,0.944946,0.72308415,1.0187988,0.9494573,0.94820505,0.9038651,0.9261779,0.98624176,1.1674331,0.9671991,1.1030432,0.97269756,1.1289449,1.047631,0.86363304,1.060131,0.9135116,1.0512704,0.96809953,0.850394,1.0243443,1.0652345,0.8834012,1.1318331,1.2030462,1.014379,1.1728134,1.0962878,1.2170093,0.81126916,0.97083724,0.9688453,0.9775591,0.98663586,1.0045438,0.9698182,1.1558003,1.1514078,1.0957897,1.1015654,1.0987842,1.1593196,1.160674,0.9864716,0.80692947,0.99068815,1.0621907,1.0828888,1.0586191,0.8418306,0.8935723,1.0080678,0.90529907,1.1621412,0.87762475,1.0823824,0.9521642,1.1130948,0.97932744,1.1012212,1.1496854,1.1062224,0.8992569,1.0457901,1.0619754,1.064654,1.0015512,1.0831301,1.0004736,1.0116363,1.1220393,0.8436346,0.9984143,1.0266145,0.6142708,1.0614307,1.0032585,0.9414512,1.14231,0.9238103,0.96271247,0.8109242,1.0677359,0.90844005,1.0338851,1.024652,1.058301,1.0325787,1.0754806,0.93722445,0.91588527,0.98279524,0.91772044,1.1136826,0.92292476,1.1946084,1.1371412,0.8630246,1.0116819,0.99817604,1.1329373,0.98611844,1.0589916,0.9873571,1.1434162,1.2273002,1.1729457,1.1143023,0.92941797,1.0259143,0.9166603,0.0,0.9743142,0.89104134,1.0795223,0.58521247
truck,0.90935624,1.1542296,1.1104238,1.1171161,1.0975578,1.0817814,0.9773248,0.8919734,0.9647569,0.9827604,1.076429,0.98557425,0.9873605,0.98565996,1.0075804,0.79012287,0.602747,0.9363369,1.0595388,0.74892735,1.1613991,1.0630622,0.9443286,0.84994483,0.9605912,0.77133,0.99337924,1.1343434,0.91408366,1.0758805,0.82445896,1.0814087,0.9605164,1.1263689,0.94881,0.978808,1.1649992,1.0852648,0.837299,0.99330044,0.9552473,0.84287405,0.68391913,0.93648905,1.0462115,1.0753021,1.015741,1.0358993,1.1256163,0.9701891,1.1783414,1.0193776,1.2397789,0.7188374,1.1292304,0.9898661,0.9526685,1.118222,0.8305725,0.983661,1.2687594,1.1204786,0.91089886,1.0386758,1.0282327,1.1254836,1.1025455,0.9433966,1.0599289,1.0471536,0.8971498,1.0260148,1.1546102,0.92747855,1.07067,1.076397,1.1194881,1.0200869,0.73114204,1.1216313,1.1606618,1.1376346,1.0431112,1.2780118,1.2228987,1.0029069,0.9065272,1.0908797,1.0141299,0.97521174,0.71892726,0.8453814,1.0769908,1.0833721,0.9208258,1.1464217,1.1265925,1.0997003,1.0192931,0.9715672,0.93049204,0.86894476,1.0808445,1.0055509,1.1566675,0.9915297,1.1349001,0.8249643,1.1192901,0.9195145,1.1184844,0.87602735,1.1681241,1.0157989,1.1481057,0.9578802,0.9118383,1.0952859,1.1747111,1.0430243,0.9274043,1.0017129,1.188464,1.0590322,1.1820606,0.85567886,1.0931276,0.7910844,1.0391625,1.2530359,1.2104115,0.94894654,1.0559969,0.5717311,0.7455041,0.9743142,0.0,1.015753,1.1176195,1.0229813
vacuum,1.24132,1.1164037,0.9167756,1.3481729,0.83154917,0.906711,1.0957909,1.0452608,1.2524685,1.2519588,0.93069774,1.1983244,1.4460626,1.3096254,1.2468723,0.9169531,1.1920192,0.5337568,0.6462913,0.9604235,0.91990525,0.19279599,0.50089747,1.0391904,0.40218848,0.6098696,1.182679,1.1167953,0.74838954,0.40158898,0.66288126,0.8652863,1.1806524,0.79464185,1.085653,1.1705146,1.1669471,0.60755026,0.90955174,0.6755971,0.96227646,1.1565781,1.0593963,0.6577947,0.9072673,1.2222438,0.64198947,1.1179298,1.3131037,1.3276875,1.1323196,1.2946509,1.111121,0.91922235,1.0619379,0.62936646,0.756084,0.48321712,1.1982011,1.2237113,0.92411673,1.0790747,1.2398612,1.2616577,1.3048538,1.3650458,0.83513325,1.0317737,0.8306606,1.146179,1.0907483,1.4164022,0.6577305,0.5150113,0.3140359,1.088709,1.1364299,1.44539,1.181255,1.2083087,1.0822586,0.80911684,0.42340183,0.8988468,1.210767,0.91131043,0.78112197,1.2431703,1.4545491,1.3668478,1.3921893,1.298537,0.6384442,0.6044146,1.0228157,1.1214801,0.71835864,0.70505893,0.64324296,1.0212252,1.0209225,1.1213444,0.8512254,0.60791165,1.0114834,0.7405209,1.20843,1.2152944,0.971624,1.0424387,1.3173907,1.1560818,1.263459,0.7819555,0.91475034,0.81993055,1.1423355,0.6697419,1.0330552,1.2552886,0.8858569,0.8336414,0.60904694,0.967547,1.0559288,0.9072115,1.305398,1.2137797,0.7772725,0.9849866,1.1893537,1.0857552,0.450736,0.929682,1.1967562,0.89104134,1.015753,0.0,0.6743458,0.8851998
watch,1.2386352,0.6774826,0.35919118,1.4433706,0.27032351,0.6555406,1.0386503,1.2462025,1.4937191,1.5012106,0.5209731,1.4983547,1.4740934,1.2633443,1.4889545,1.005579,1.2227416,0.24469423,0.41015375,1.257189,0.5864429,0.6543964,0.5541462,1.2664728,0.8715574,0.72935545,1.0559394,1.0287594,1.3309708,0.5064788,1.120823,1.1172489,1.2764742,1.0905596,0.8477978,1.4262625,0.95741177,0.143013,1.4930296,0.28857315,1.04507,1.2310151,1.1826763,1.186973,0.94242066,1.3164036,0.5340301,0.99337995,0.9689179,1.34183,0.8357531,1.2024249,0.7238797,1.0460407,0.5532297,0.27684766,1.1002269,0.8221586,1.0969542,1.4103255,0.39222026,1.0967762,1.1626866,1.1653092,1.2618695,1.2833114,0.4965316,1.0190532,1.0263511,1.2580568,1.3036766,1.463973,0.97377527,1.1439602,0.5287081,1.1903899,1.1099085,1.4517949,1.2256291,1.0032487,0.8538054,0.15347636,0.71831965,0.44057357,0.96106493,0.5528276,1.1971864,1.0924504,1.4859302,1.4609377,1.4527833,1.2174575,0.26435632,0.269965,1.0978878,0.9814975,0.7241689,0.3590877,1.0293883,0.6988801,1.0284834,1.0555416,1.0936341,0.603196,0.9581926,1.348892,1.2758455,1.2778168,1.2170247,1.0048424,1.2924485,1.2783726,1.2012737,1.170316,1.1035436,1.0501759,1.4250646,0.078403234,1.0740318,1.0847055,1.1883448,0.59911746,0.86384046,1.2181536,0.7997167,1.3966787,1.3131518,1.5453887,0.4587854,0.4558187,0.72915864,1.2699964,0.79302967,0.9919857,1.2597737,1.0795223,1.1176195,0.6743458,0.0,1.2564619
window,1.0712861,1.2237054,1.3007436,0.75600564,1.2970514,0.9773057,1.3092487,0.88949853,0.59949446,0.5208872,1.1050533,0.6106594,0.87252384,0.91222525,0.69979286,0.9550313,0.9828152,1.143654,1.1725801,0.92727923,1.4136921,1.0043294,1.018322,0.999055,0.78343844,0.96101356,1.0185481,0.7173182,0.57923114,0.8610964,0.6540978,0.87333626,0.9452474,1.0299225,1.1579196,0.61792344,1.2775329,1.2917521,0.51324403,1.0407999,1.0565274,1.076525,1.133013,0.49042082,1.00717,0.86099195,1.0189638,1.2637007,1.2620773,0.95444417,1.2184923,0.9185647,1.3987719,1.0092937,1.062219,1.0344018,1.0025132,1.071906,1.2126304,0.5928424,1.3295145,1.1763439,1.1711063,0.9921567,1.1825982,1.1805702,1.31749,1.0689379,1.0465946,0.8227512,0.9488035,0.91139036,1.0826117,0.6370461,0.81958294,1.0858413,1.0899382,1.125814,0.90137565,1.1774733,1.1615508,1.2667851,0.98703194,1.3080516,1.2297515,1.2930167,0.57347256,1.0273252,0.8292037,0.8954313,0.8879576,1.0471914,1.1466575,1.2082984,1.1836452,1.1210239,0.9266863,1.203802,0.6173456,1.1853482,1.0771531,1.1461776,1.0340387,1.0205345,1.115366,0.41026372,1.0640247,1.0416014,0.97248775,1.1606297,0.8794341,1.0468194,1.0611521,0.72700393,0.60486776,0.7365168,0.61825323,1.3206663,0.6929858,1.2500112,1.0510015,0.9642623,0.9988283,0.8874798,1.269512,0.82288027,0.87857205,0.6230013,1.2502964,1.4236897,1.2679665,1.0835751,0.8986531,1.189772,0.9433341,0.58521247,1.0229813,0.8851998,1.2564619,0.0
