,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
orange,1.3716195,0.89628005,0.39949787,1.2796968,0.33657563,0.4404691,0.8662283,1.1058443,1.4201524,1.4789855,0.8219903,1.4782913,1.3777316,0.91462064,1.4383467,0.8753785,1.1523483,0.6776967,0.77490836,1.1320422,0.8214118,1.0195152,0.8780662,0.81494015,1.0214381,0.8543832,1.1556857,1.3175784,0.6667683,1.2148911,1.0257646,1.24851,0.85780895,1.3727647,1.2098923,0.61459655,1.3628526,0.6107098,1.0072441,1.026412,0.9663201,1.1397759,1.194371,0.25138086,1.2702538,0.95216507,1.1449074,0.79206586,1.1388891,0.54035383,0.7643583,1.0596827,1.0434889,0.8665355,1.1117128,0.68999016,1.203728,0.644793,1.1182413,1.1277384,0.6759927,0.8722504,1.2868459,1.3420789,0.9228225,1.4640654,1.0248467,1.0175656,0.825191,0.9745749,1.2439561,0.7865497,0.9765719,0.6304159,0.54960763,0.9357425,0.6660209,0.94206756,0.0,1.2050624,0.89183116,1.4410162,1.367943,1.3161393,0.80389476,0.7799961,0.8464103,0.97313344,0.86136615,0.84589034,1.0271034,0.84134626,0.84896857,0.4730754,1.3549792,0.87741536,1.272059,0.8646232,1.2577901,1.2390507,1.325814,1.0355357,1.206182,0.9472742,1.152175,1.1644334,0.6229579,1.2105489,0.8340022,1.2140313,1.0856336,0.65171266,1.0118943,1.0851803,1.3365237,1.2354766,1.4383252,0.7401582,0.644054,0.95687395,1.3249291,1.0463908,0.7561233,1.1619779,0.98766494,1.0969151,0.6571547,1.1583138
oven,1.0662076,1.1543986,1.1838202,1.0578315,1.2471155,1.2083176,1.2564917,0.73884046,0.65952104,0.77054846,1.0758764,0.6690798,1.075912,0.98379505,0.97139364,0.93987226,0.8621121,1.1055803,1.0772187,0.62498164,1.0425682,0.72791916,0.8966624,1.1208891,0.51574194,0.98896897,0.9983016,0.54414696,1.0265625,0.558251,0.95433974,0.8676336,1.0322471,0.61805105,1.109114,1.2197418,0.6645317,1.143039,0.9884036,1.1554507,1.1273766,0.4422527,0.40804768,1.292857,1.0888553,1.1598817,1.0163171,1.3197155,0.9735059,1.2099038,1.0853026,1.1019827,1.1595701,1.2464821,1.077574,1.2678492,1.1382694,1.2906651,1.0511476,1.1381823,1.248082,1.0386219,0.73565173,1.0806644,0.91331613,1.065577,0.81688786,0.7684439,0.83253425,1.0097312,1.1538877,1.0615836,1.1350577,1.1775656,1.3113062,0.8213018,1.2436026,1.0852934,1.2050624,0.0,0.90844077,1.0822009,1.0371013,0.80740166,1.0603521,1.0848347,1.0480126,0.9842852,1.0788289,0.77436256,0.9943777,1.0267109,1.1189568,1.2821149,0.8943472,1.0070065,0.3280139,1.1308142,1.0338119,1.0073177,1.0745975,1.0302798,1.1023575,1.0476677,0.5760864,1.0413237,1.2960387,0.9335707,1.130264,1.0522733,1.0784155,1.1061827,1.046058,0.9043675,1.0502849,0.85345924,0.6750855,1.1666242,1.3165674,1.2371196,1.0166181,0.75428385,1.1739734,0.9496463,0.9954945,0.6271294,1.2920403,0.768896
owl,0.9009945,1.0777236,0.9744346,1.1549124,0.9488003,1.0072662,1.0225232,0.99343675,1.1278805,1.1051786,1.1342005,1.1536561,1.1109469,0.85024726,1.1470813,0.95390606,0.67760736,0.9991448,0.9820937,0.87269235,1.0389084,0.99708974,1.0153993,0.8067748,1.049151,0.963536,1.1426251,1.1026523,0.9411274,1.085237,1.1067641,1.061122,0.9340563,1.1125611,1.13086,1.0924734,1.0027691,0.982374,0.8315528,0.8749498,0.7161733,1.0288627,0.97569484,0.9309956,1.1067536,1.1387401,1.0927268,1.1561837,0.8556336,0.9363384,0.9124392,0.9537614,1.202665,0.6486087,1.0652615,1.0821329,0.9824746,0.84519297,1.1163162,1.0887352,1.1261126,0.711982,1.0460495,1.179565,0.84284496,1.2107853,1.0541261,1.0382164,0.87634754,1.1159495,0.8850984,0.9119148,1.1606736,0.852791,1.0952387,0.9728979,1.1519688,1.1170973,0.89183116,0.90844077,0.0,1.1311145,1.221154,0.7925284,1.0513452,1.1201524,0.9465188,1.0812526,0.9805739,0.99242276,0.8733186,0.877675,0.8318637,1.0929213,1.0513269,0.9695343,1.1072079,0.73635423,1.1570168,0.95962584,1.1886822,0.795365,1.2785057,1.1023773,0.93326384,1.0001667,1.0428048,1.1365238,1.1954437,1.0363588,0.97057366,0.9080446,1.0790068,1.0039338,1.1506761,1.0552144,0.98439956,0.9141449,1.1339658,1.037171,1.0952784,0.94040406,0.6877661,0.9254809,0.9230388,1.0909877,1.15081,1.0160519
pajamas,0.4988743,1.0826101,1.2104685,0.40116322,1.4305453,1.4817307,1.0650256,1.2164705,0.5671005,0.38041598,1.1651255,0.49396318,0.34435093,1.2012477,0.24385726,1.3043513,0.864117,1.4601066,1.359632,1.0479647,1.2023737,1.2411022,1.2917206,1.3657299,1.2730108,1.3870598,0.77249753,0.9485369,1.4891154,0.8339218,0.9160594,0.71925426,1.093555,0.66241133,0.9777586,1.5092716,0.68689096,1.4783863,0.99135715,1.106866,1.0046111,1.0372359,1.0121691,1.3511457,0.48617542,0.9983702,0.7011988,1.0832714,0.94580173,1.4991947,1.4392235,0.9412079,1.1024368,1.261862,0.6975525,1.4689434,0.8164574,1.2723646,0.74924207,0.70382804,1.3621576,1.2482446,0.871809,0.32144016,1.1704937,0.09869099,1.2756763,1.3701671,1.4637871,0.8503308,0.7270349,1.2870419,0.9313309,1.3674293,1.3382821,1.2307374,1.3970002,1.063939,1.4410162,1.0822009,1.1311145,0.0,0.27042198,0.63830745,1.3763818,1.4137588,1.2912664,1.0352371,1.0708644,1.2899138,1.1786125,1.2294754,1.2811931,1.3655226,0.69614756,1.4274946,0.9423625,1.2922267,0.5397902,0.8201088,0.32124263,1.0858862,0.56211436,1.1307052,1.0897729,0.68301713,1.4793844,0.7575885,1.2092087,0.7657261,1.0392628,1.48702,1.0790381,1.1653367,0.30882043,0.89291894,0.47684932,1.296753,1.2377762,0.93441504,0.6684115,1.0225601,1.281101,0.72698313,1.1083367,1.2514721,1.3926961,0.83079696
pants,0.65473485,0.8590123,1.1777655,0.4043485,1.4148159,1.4479501,1.0713574,1.2943776,0.680574,0.5622886,1.1309081,0.5864138,0.5760197,1.040996,0.4041965,1.3168409,1.0702163,1.420124,1.3851864,1.0875125,1.0505735,1.2162608,1.3190447,1.3453557,1.1843827,1.3399509,0.79290557,0.88959223,1.4871707,0.8265649,0.85589445,0.8758663,1.1682183,0.6479077,0.7937081,1.3964275,0.8627042,1.4708204,1.1057295,1.059108,1.0844185,0.9801217,0.9602808,1.2851901,0.58297455,0.97554755,0.7896229,0.96691376,1.0677217,1.3775704,1.4561249,0.91025215,1.0125229,1.2529069,0.909993,1.3419697,0.7675695,1.355023,0.7975986,0.7416919,1.2253025,1.1835241,0.96082413,0.24350125,1.3143872,0.12604922,1.2154288,1.2750233,1.4841024,0.88839537,0.8268161,1.2707262,0.9468379,1.2701563,1.2473263,1.1633139,1.1793662,1.0004964,1.367943,1.0371013,1.221154,0.27042198,0.0,0.84693444,1.3047842,1.2627233,1.200965,0.9627346,0.91788226,1.1511878,1.3008146,1.3354813,1.1649483,1.1841558,0.64325637,1.3699301,0.8937047,1.170567,0.6288758,1.0626218,0.3128339,1.0899118,0.23731685,1.0435582,1.1234639,0.7690166,1.334582,0.8098377,1.0260227,0.741006,0.97066045,1.4490588,1.1120772,1.0601215,0.29648376,1.0151943,0.6803224,1.3867108,1.0538418,0.9073775,0.7843056,1.0522975,1.4409058,0.9522642,1.0940607,1.173368,1.3123895,0.945436
paper,0.53847,1.349815,1.0832332,0.80717945,1.3621032,1.4025328,1.0855956,0.99008983,0.5502167,0.5190937,1.2289169,0.5146115,0.5459776,1.1525085,0.55868757,1.0933487,0.14322245,1.3696523,1.2598742,0.5699346,1.1237737,1.2202046,1.1131887,1.1855273,1.1597854,1.0940009,0.99727434,0.9424767,1.3669994,0.9155772,0.9845353,0.74944353,0.9644687,0.74605966,1.1159729,1.431032,0.6240952,1.4021119,0.8960223,1.2024462,0.8445606,0.9692671,0.77257717,1.2202938,0.91041046,1.0980995,0.79258657,1.2881331,0.5866246,1.3377793,1.2768384,1.0776293,1.1815437,1.051402,0.72460115,1.4474297,1.0597192,1.1030055,0.88881075,0.86855024,1.435562,1.0131195,0.7646531,0.8311001,0.9872999,0.7008219,1.0656126,1.2260578,1.3138931,0.7482668,0.79482555,1.2183623,1.0294574,1.1746112,1.4477746,1.2321016,1.4770223,1.1808316,1.3161393,0.80740166,0.7925284,0.63830745,0.84693444,0.0,1.3410782,1.3330746,1.3942702,0.971584,1.1617432,1.369003,1.0990367,0.97446537,1.2289349,1.3704665,0.8143468,1.3320012,0.91766346,1.0627968,0.78653246,0.6716626,0.81269944,1.1158886,1.0262344,1.2147098,0.90880483,0.7237116,1.5228338,0.87978816,1.1846894,0.98479545,1.0907944,1.3505955,1.0044256,1.2146124,0.756314,0.78208995,0.35340095,1.2464192,1.4233401,0.9696488,0.6378591,1.0596492,1.0442021,0.57744944,0.8161283,1.226035,1.4332972,0.8747922
pen,1.4078127,0.7347139,1.1062973,1.3019378,0.5387018,0.62991047,1.0076426,0.88219553,1.3467373,1.4333279,0.6119798,1.3674176,1.4270527,1.0007651,1.4126649,0.76030827,1.2177342,0.40090638,0.74455166,1.220301,1.0475501,0.87099695,0.91727674,0.77182555,0.88173693,0.7684616,0.9219489,1.2337936,0.53915054,1.2909998,1.1886903,1.1905792,1.1092341,1.3116691,1.0681055,0.22322977,1.4344933,0.58670586,1.1944705,1.0644482,1.274344,1.2234256,0.99828875,0.8911849,1.0248806,1.0054303,1.2741983,0.8605189,1.1507611,0.47078854,0.5334616,1.1014118,0.49777192,0.9683959,1.2810962,0.40319622,1.1869475,0.8017543,1.2581108,1.2586718,0.5601237,1.0873545,1.143717,1.2728561,1.1624546,1.3749034,0.42358136,0.8499118,0.6035074,1.2484039,1.415087,0.8137098,1.0583102,0.91900325,0.42470896,0.8534776,0.48215014,1.0281161,0.80389476,1.0603521,1.0513452,1.3763818,1.3047842,1.3410782,0.0,0.15464127,0.8485888,0.96764505,1.1268889,0.60527104,0.97782075,0.9320365,1.0216695,0.8662969,1.1254183,0.6187614,1.1804495,0.96386826,1.2930472,1.2273489,1.3063264,1.0556675,1.0980855,0.98448676,1.0084335,1.2169496,0.3069085,1.0314887,0.6629992,1.254897,1.0259204,0.26438475,0.9507197,0.9967894,1.3409631,1.2055278,1.4521778,0.8973745,0.7416466,0.9424752,1.1985527,1.0450532,1.0360682,1.3167641,1.0115637,0.92258745,0.36498368,1.1592042
pencil,1.4588783,0.70643467,1.1038635,1.2486902,0.59390277,0.6383908,0.9807235,0.8619132,1.3924114,1.4482975,0.61140335,1.3327034,1.4761863,0.9718212,1.4450209,0.76407933,1.1917567,0.41893977,0.7685741,1.1935532,0.9399527,0.8250765,0.91663784,0.7642014,0.8688262,0.7599503,0.9702757,1.1966696,0.5836291,1.2947407,1.0821644,1.1759915,1.1458094,1.3285084,0.9854593,0.13997173,1.406115,0.5870593,1.2333778,1.1310301,1.2837694,1.1951761,0.9134023,0.8504445,1.1006131,0.95840293,1.3199472,0.71756816,1.1632332,0.435032,0.5939694,1.0952652,0.44881797,1.0005318,1.3118697,0.34953582,1.187558,0.7876263,1.2722479,1.160023,0.5434936,1.098696,1.156079,1.2950972,1.224762,1.3658624,0.48154402,0.7917675,0.6885165,1.3389969,1.4462681,0.8878825,1.0228708,0.8435449,0.4256963,0.8209866,0.35315323,0.99583775,0.7799961,1.0848347,1.1201524,1.4137588,1.2627233,1.3330746,0.15464127,0.0,0.8982674,0.94211876,1.0579515,0.6443651,1.0520962,0.9531755,1.0497425,0.7842008,1.2058041,0.64356244,1.1711357,0.887853,1.3322537,1.3202455,1.3258057,1.109127,1.005723,0.87253094,1.1168168,1.2512379,0.2867242,1.0501056,0.5260306,1.2319052,1.0140843,0.41933703,0.92556995,1.057083,1.3712101,1.2193015,1.4676032,0.9385586,0.6180726,0.9078996,1.2458901,1.0385015,1.1185806,1.3560048,0.99667794,0.89852726,0.32359147,1.194339
penguin,1.2406765,0.8071935,1.0381513,1.2991024,0.770688,0.52025473,1.0356485,0.91385794,1.2661153,1.3642828,0.8178936,1.3420705,1.333142,0.56550217,1.349098,0.7916415,1.2516321,0.67022365,0.8689964,1.1036794,1.0031356,0.79216754,0.8242326,0.74951345,0.7213319,0.90882987,1.0436304,1.0043577,0.67717624,1.0649388,1.1896572,1.2022885,1.0777919,1.2875991,1.0998921,0.756897,1.243468,0.76604843,1.1314523,0.5871636,0.996176,1.0008699,1.1429007,0.9871365,1.0660017,1.1139114,1.3029622,1.1049229,1.1308302,0.839576,0.75151145,0.8539784,1.0150987,0.7789943,1.1628679,0.79913145,0.9388258,0.88931334,1.2391566,1.2816921,0.7149702,0.8394283,1.0386981,1.218793,0.89255047,1.2729962,0.8895022,0.7656921,0.71300304,1.1738657,1.0323299,0.68420804,1.1892978,0.9421493,0.866821,0.7125902,0.83408916,1.0924366,0.8464103,1.0480126,0.9465188,1.2912664,1.200965,1.3942702,0.8485888,0.8982674,0.0,1.1259612,1.0137916,0.8586244,0.8464292,1.0736427,0.670253,0.8628144,0.9381761,0.7157494,1.0371857,1.0059282,1.177594,1.041783,1.2369652,0.6444472,1.1587504,1.0598191,1.0196313,1.1203196,0.63914824,1.1623896,1.0397995,0.85411,0.94645643,0.7403571,0.82001114,0.755746,1.2261305,1.1199967,1.3615332,0.8554877,0.9561892,1.2363989,1.2162479,0.78137916,0.73269606,1.2910705,1.1110846,0.6726984,0.86671484,1.132796
pickle,0.90839744,1.098168,0.84933805,0.98279834,1.0586219,1.0949569,0.6747553,1.0500404,1.0287706,1.0250177,1.056006,0.97413355,1.0016651,0.98229975,0.9938909,1.0049986,1.0054234,1.1441255,1.0559531,1.0731306,0.8590932,0.8403698,1.0633558,1.135935,1.1199162,1.0995399,1.1566478,1.1260458,1.1758529,1.089324,0.9597203,0.9652335,0.8506577,0.9946666,1.1238267,0.9772724,1.0008379,1.0771439,1.0197654,1.1418135,1.0217894,1.1115396,1.044183,0.88655007,1.1466467,1.0173773,1.0251895,1.0312933,1.0354171,0.9786512,1.1688004,1.1413372,0.95995504,0.938481,0.99641335,1.0764035,0.8701484,0.96981233,1.0352632,0.9564985,1.2351876,1.0612829,0.87269366,1.0993701,1.030106,0.9790642,0.864071,1.1027967,1.1277757,0.73640054,0.9018515,1.2117648,0.96400315,0.88999647,1.179634,1.0580672,1.1066463,1.0639803,0.97313344,0.9842852,1.0812526,1.0352371,0.9627346,0.971584,0.96764505,0.94211876,1.1259612,0.0,0.9628378,1.125371,0.9891143,0.99357396,1.1378713,1.0760573,1.1159548,1.1043147,1.1036761,1.0580785,0.9609125,0.7854687,1.1044194,1.1095061,1.0078483,1.1199974,0.9851068,1.0023472,1.1402305,1.1264038,0.6824776,0.9296122,0.93948656,0.9160065,0.98126364,1.1260557,1.0678949,1.090516,1.0057714,1.0313358,1.0693957,0.73887414,0.5716686,1.0264249,0.9726081,0.8707222,0.9818949,1.1023939,1.1534412,1.162453
pig,0.92555535,0.8725883,0.8726393,0.82571197,1.1057447,1.1153611,0.85022366,1.0597641,1.0689867,1.0302616,1.1547215,1.060428,1.09418,0.6904888,0.9877359,1.0951655,1.1356674,1.1842071,1.0048007,1.0139787,0.78234917,1.0248111,1.0450618,1.0137687,1.0909002,0.9549429,1.2511613,0.882621,1.2115517,0.97992873,0.95722127,1.0906104,0.99885523,0.9302807,0.97415125,1.0938427,1.0423423,1.0470148,1.0021646,0.80117315,0.71496934,0.9771752,1.0484028,0.9160355,1.2486942,0.99861324,1.0086486,0.8378882,1.0636995,0.8768886,1.1415282,1.0348754,1.0871439,0.8317262,1.2288595,1.0820314,0.7812753,1.0630275,0.9962318,0.85268664,1.0642184,0.64025736,1.13572,1.0072331,1.074605,0.97030574,1.1832435,1.0129095,1.1669098,1.0715638,0.8751805,1.030127,1.0211041,0.8040442,1.0446501,0.90246916,0.9790839,0.9746537,0.86136615,1.0788289,0.9805739,1.0708644,0.91788226,1.1617432,1.1268889,1.0579515,1.0137916,0.9628378,0.0,0.8343619,1.0929008,1.0749336,0.7114043,0.8419533,1.1288995,0.94868726,1.109126,0.76681554,1.0533844,1.1061845,1.0361949,0.9901323,0.9209844,1.03824,0.97588444,1.1279323,1.023923,1.1501664,0.99558854,0.95964295,0.90152484,1.0751175,1.0965604,0.94048923,1.0196846,1.1013696,1.1420673,0.97419095,0.815559,0.91971534,1.1003344,0.9085668,0.9693075,1.1484253,0.8434436,1.0396825,1.1354496,1.1512942
pillow,1.3877137,0.66015226,1.1357447,1.1415198,0.8794992,0.82888067,1.1136978,0.88826317,1.1070068,1.1352886,0.7758138,1.1731611,1.2890804,1.008858,1.0180662,0.8186593,1.2858729,0.70259076,0.9099252,1.0707211,0.8868802,0.8311295,0.85152406,0.96652204,0.6274364,0.7654054,0.8650514,0.7081311,0.7314168,0.94103706,1.1357962,1.180671,1.2178787,0.84842503,0.9746931,0.7286166,1.190322,0.8420346,1.1792245,1.035361,1.2033862,0.73276234,0.81157154,1.0624071,1.0452161,1.1744168,1.2636839,0.9909193,1.200454,0.6492119,0.6890465,1.0475286,0.9221635,1.0912212,1.2880003,0.80986595,0.9387159,0.9635829,1.2284764,1.2054473,0.79041994,1.0222517,1.2080548,1.1950904,1.1178346,1.1975036,0.8087496,0.6708182,0.6090687,1.2594733,1.239183,0.7770996,1.1943102,0.94239956,0.81317925,0.39468914,0.6790572,1.0815775,0.84589034,0.77436256,0.99242276,1.2899138,1.1511878,1.369003,0.60527104,0.6443651,0.8586244,1.125371,0.8343619,0.0,0.9596728,0.992821,0.999245,0.930264,1.0492917,0.66471267,0.7369698,1.0185615,1.2214245,1.4284173,1.234724,1.0481484,0.9690704,0.8681172,0.7853288,1.2701173,0.71871555,0.8766717,0.79286146,1.1009531,0.94418603,0.72269696,1.0797448,0.74505925,1.2481114,1.0965673,1.3631012,1.1163244,0.8305446,1.1460724,1.4158953,0.56638783,1.1777029,1.3591576,1.072358,0.6722512,0.81770504,0.9106428
plant,1.1358875,1.079158,1.0087079,1.2746999,0.9351096,0.87390697,1.0437024,0.79543316,1.1216031,1.0575172,1.0221909,1.1460505,1.2371861,0.91534513,1.2173489,0.8287337,0.99605584,0.82240975,0.88978,1.0375892,1.1731226,0.6843578,0.91143394,0.72682065,0.9009848,0.7910161,1.1216578,0.8806721,0.74497867,0.95131373,1.1419748,1.0178342,1.1157825,1.0520371,1.1245849,0.9542509,0.8878814,0.9413998,0.9891764,0.91091985,0.96641326,0.9174625,1.0639265,1.1094551,1.0904206,1.1306825,1.1017408,1.207572,0.97882533,0.92671347,0.60080665,0.97040266,1.0574813,0.85276884,1.1280601,0.9446726,1.1967866,1.0239506,1.077553,1.2347386,1.0173972,0.9501827,0.9195601,1.2112358,0.89929175,1.2563546,0.9766624,0.7253497,0.56121683,1.0633465,1.1677495,0.7445488,1.1142968,0.9897275,1.1059986,0.9173916,1.0612892,1.0986265,1.0271034,0.9943777,0.8733186,1.1786125,1.3008146,1.0990367,0.97782075,1.0520962,0.8464292,0.9891143,1.0929008,0.9596728,0.0,1.0171664,0.8765117,1.0604122,1.1149212,0.8309908,0.907678,0.9464167,1.144186,0.91954446,1.1950028,0.89979774,1.3111963,1.1147152,0.97507274,1.0017678,1.033073,1.0539887,1.0386578,1.1790212,0.81653273,0.8101862,1.0159903,0.9504063,1.1755797,0.8820559,1.0824635,0.99661577,1.194955,1.2244102,1.1716235,0.892603,0.8593997,1.1714272,0.9702327,0.691813,1.0359775,0.6790631
plate,1.1375438,1.1512878,0.8693243,1.2772505,0.8022021,0.8564397,0.85533154,0.8355472,0.86949515,1.198491,0.9094091,1.1160477,1.035407,1.1076441,1.2002909,0.86179763,0.87216556,0.8971792,0.3643602,0.8941369,1.0154577,1.0578165,0.48353308,1.0347317,0.91948223,0.9396375,1.1680892,1.1042846,0.67272365,1.1835643,0.7009561,1.1884096,0.73969364,1.1790088,1.2168937,0.9640202,1.1358464,0.4904065,0.3914789,1.1747894,1.0235852,1.1225979,0.9767226,0.75870323,1.2268084,1.1244406,1.2372859,1.1983536,0.95860535,0.9041393,0.93186027,1.1389678,1.0639825,0.9117023,0.88385063,1.0409659,1.1080954,0.7214598,1.2728715,1.1117069,1.0979595,1.0147306,1.0401582,1.321846,0.43416238,1.2791438,0.9759748,1.0621715,0.8956723,0.990409,0.9974992,1.0181767,1.1474671,0.9629414,1.0281887,0.99758214,1.043107,1.1292574,0.84134626,1.0267109,0.877675,1.2294754,1.3354813,0.97446537,0.9320365,0.9531755,1.0736427,0.99357396,1.0749336,0.992821,1.0171664,0.0,1.163732,1.0430198,1.090341,0.8610693,1.1367005,1.1021615,1.2572875,0.86555755,1.3890734,0.9941497,1.3670652,1.0351982,0.58882916,1.0584275,0.9607845,1.2077955,0.9752184,1.142575,0.98201203,0.81925344,0.98487794,0.9769335,1.346057,0.94143903,0.9528902,0.43645853,1.1922569,1.1153276,1.0356929,1.0463903,0.66016155,0.60237676,0.9898098,1.1332282,1.0053397,1.1196069
pony,0.9131348,0.8987909,0.90358675,1.2713683,0.8400794,0.81051743,1.021857,1.0946121,1.3721113,1.2926152,1.0273095,1.3226093,1.2992907,0.5643169,1.2920752,0.9248877,1.0944891,0.8326936,1.0313796,1.0988475,0.907072,0.94094545,1.0945472,0.6943525,1.0121095,0.83188367,1.033096,1.0776912,0.8736161,1.010816,1.1868098,1.255728,1.0168207,1.2178031,0.92003596,0.9092058,1.1838562,0.9776578,1.051581,0.21319044,0.60265046,1.0192128,1.1998625,0.90690786,1.1401522,1.0793337,1.182016,1.0320164,0.9776588,0.8098802,0.7485546,0.99159086,0.9401336,0.6165543,1.2258955,0.8712685,1.0394794,1.0096406,1.1288474,1.2074145,0.82282853,0.19366908,1.1498339,1.1680276,0.9909382,1.2780367,1.1172236,0.8338233,0.86280113,1.1408759,0.97846586,0.716711,1.1271752,0.7760875,0.90840393,0.92949,0.93912643,1.0153278,0.84896857,1.1189568,0.8318637,1.2811931,1.1649483,1.2289349,1.0216695,1.0497425,0.670253,1.1378713,0.7114043,0.999245,0.8765117,1.163732,0.0,0.7817354,1.0744358,0.8327528,1.1296015,0.6421411,1.1611689,1.0940775,1.1699446,0.86711645,1.1367103,1.0612533,1.2182556,1.2139635,0.8561008,1.1423212,1.0917672,1.0353006,0.9504696,0.8965381,1.1086268,0.82622355,1.1643281,1.1013124,1.274877,1.0234282,0.9477559,1.1052603,1.2180662,0.9542473,0.7000857,1.2343105,0.8500214,0.8574683,0.9763887,1.1624707
pumpkin,1.3225982,0.7886857,0.6326994,1.1207409,0.6390159,0.65786886,0.97067225,1.164399,1.3333969,1.4449582,1.0636098,1.4207026,1.2408925,0.9176696,1.3689306,0.9724418,1.3182014,0.7748691,0.77692527,1.1825724,0.8070073,1.0757937,0.8494655,0.7509005,0.99393684,0.8506193,1.2176428,1.2357327,0.8465978,1.2165332,0.99333805,1.2539904,1.1134496,1.3106053,0.8498173,0.68398935,1.379103,0.6817655,1.1344142,0.9426633,1.0115588,1.2112074,1.2992175,0.48763132,1.2408699,0.8312227,1.0769479,0.5871303,1.1679665,0.68872416,0.83430266,1.0391008,0.86209685,0.9476609,1.1219372,0.60023504,1.0497859,0.81328756,1.0140047,0.9644416,0.5969659,0.9088219,1.3438501,1.1784109,1.103712,1.3133743,1.0571523,0.9527411,0.9205421,1.0642065,1.2110779,0.8495815,0.8666043,0.6429671,0.55500364,0.92592263,0.59202635,0.79589283,0.4730754,1.2821149,1.0929213,1.3655226,1.1841558,1.3704665,0.8662969,0.7842008,0.8628144,1.0760573,0.8419533,0.930264,1.0604122,1.0430198,0.7817354,0.0,1.1632274,0.81812644,1.257623,0.74309564,1.1034318,1.3310593,1.1277462,1.0785787,0.9698285,0.83469,1.2181951,1.2468066,0.6016125,1.1553018,0.8373562,1.1564165,1.039543,0.8065221,0.93943083,0.9810651,1.1670344,1.2565124,1.4637345,0.83931434,0.49931848,0.88971746,1.2817641,1.079654,0.97335654,1.2237409,0.976988,1.0328171,0.60244405,1.302619
purse,0.86357296,0.95715386,1.2422872,0.9081943,1.2776704,1.2185178,1.1070602,0.9473443,0.7264723,0.875691,1.0581939,0.7921669,0.6061873,0.9367062,0.7185024,1.0259827,0.902877,1.170079,1.2050362,0.8169446,1.0895365,1.0749786,1.0515984,1.1325243,1.0603087,1.0556636,0.965124,0.82047683,1.1026914,0.958002,1.073606,0.9419597,1.1344974,0.8582532,0.8934738,1.2454268,0.9778818,1.2845601,0.96699834,0.9890771,1.1097422,0.9901073,0.91025007,1.358258,0.80160135,1.0980529,1.0361701,1.1947948,0.9770668,1.251877,1.1115128,0.8366082,1.0756038,1.0841913,0.90795773,1.1482642,0.77312875,1.0954037,1.0343535,0.9864126,1.0582781,1.0915146,0.8953168,0.6767862,1.0230702,0.6608527,0.9719681,0.99083453,1.0932547,0.9161812,0.86903405,0.98201436,1.1609516,1.2192775,1.2530375,0.86814004,1.1245575,1.1214741,1.3549792,0.8943472,1.0513269,0.69614756,0.64325637,0.8143468,1.1254183,1.2058041,0.9381761,1.1159548,1.1288995,1.0492917,1.1149212,1.090341,1.0744358,1.1632274,0.0,0.96862686,1.0139124,1.1624951,0.80279416,0.8543742,0.79246575,0.81292766,0.7305353,1.1274511,0.89320207,0.9668015,1.1029469,0.97943294,1.1624566,0.78037095,1.1030463,1.1727403,0.8692452,0.7108253,0.76666504,1.0035961,0.81785154,1.2340587,1.2623587,1.098404,0.8824456,0.7833138,1.1270759,0.9347133,1.0637636,0.97175777,1.1669158,1.0635118
