,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
jar,1.4628654,0.8610105,0.7218125,1.3619671,0.82831705,0.9278523,1.0309045,1.0825347,1.3441566,1.1713631,1.3607882,0.7995337,1.1836393,1.3862673,1.1521988,1.4669813,0.9753182,1.0743885,0.3204906,0.75195885,1.0881122,1.1279203,0.5463538,0.5327533,0.7700795,0.4177304,0.8076752,0.9246539,1.3331702,0.91060776,0.4260974,0.9182228,1.1938177,0.9902899,1.0596886,1.017207,1.2326522,1.1165836,0.635703,1.2001798,0.39110935,1.2972031,1.0526261,0.84028167,1.1430157,1.2633619,0.92910916,0.7966039,1.2786416,0.7638082,1.1475147,1.0069758,0.9140883,0.5755582,1.0064477,0.8879174,1.2133298,1.189233,0.69459593,1.1186733,1.0838579,0.9510302,1.1696315,1.3529024,0.79310596,0.9819373,1.1136302,1.2316968,0.0,1.3801305,1.2128301,0.9936409,0.53114873,1.0198125,1.1088367,1.3487954,0.97569466,1.0498949,1.0851827,0.6737549,0.7131866,0.8732086,1.092839,0.7161123,0.84680164,1.3416954,1.3826069,1.2223661,1.2178427,1.0298753,0.72326285,0.69211346,0.9633503,1.0559105,0.8751192,1.1639947,0.6935458,0.70654106,1.0060457,0.8213252,1.2476676,0.5660392,0.8869587,1.2131449,1.2615788,1.1988577,1.2755561,1.1058635,1.114362,1.1331873,0.9955182,1.2689267,0.6594485,1.2840767,0.508509,0.9916914,1.1910472,0.95287365,1.0695946,0.93326086,1.0519843,1.2678356,1.3422686,0.7146032,0.9096667,0.69029945,1.26082,0.72031546,0.8599459,1.1472417,0.9878437,0.9213709,1.0454893,0.9298455,0.64389807,1.0225192,1.2549651
jeans,0.5223727,1.0138782,1.4598043,0.4140669,1.1654084,1.0291827,1.1274413,1.0333837,0.5666995,0.66868865,0.41606164,1.1559846,0.8522706,0.2903785,0.901556,0.25661677,1.211782,1.0989614,1.5538547,1.3667599,0.98105574,1.0577852,1.3484192,1.4656913,1.282585,1.3803816,1.38567,1.2753704,0.67478275,0.97184277,1.5528252,1.1150783,0.47463143,0.76130086,0.94084406,1.2570412,0.55350506,1.1672455,1.4581418,0.8657558,1.6025224,0.8870554,1.1248785,1.1214733,0.8384131,0.42813897,1.0540848,1.4400201,0.41341984,1.4128543,0.8555656,1.1318988,1.2877138,1.4915776,0.87285596,1.3033782,1.104512,0.81059766,1.3645153,0.7456217,0.938809,1.3624182,0.8412504,0.68321276,1.3500978,1.2369624,0.82945764,0.44128752,1.3801305,0.0,0.7181087,1.0193174,1.6017473,1.2355444,0.96567327,0.58573794,1.0616493,1.0574479,0.91308147,1.4313672,1.3109932,1.1505072,1.081549,1.4067441,1.0361198,0.763765,0.16516817,0.16227901,0.83593524,1.1883632,1.3843275,1.4356605,1.1671774,1.2614532,1.0608861,0.67791003,1.4010496,1.4270632,1.3159081,1.2647388,0.6338099,1.3780802,0.97467124,0.75061405,0.40144706,0.8050801,0.4509703,0.85291743,0.61999655,0.7893187,1.144083,0.70139945,1.3778955,0.7640258,1.418833,0.8129443,0.9952483,1.2139368,1.042355,1.187131,0.8807479,0.38204467,0.59953123,1.5066793,1.1474651,1.5058162,0.8125241,1.287492,1.4040966,1.0978053,1.0081087,1.3307332,0.83153033,0.94087136,1.4047948,0.9565463,0.4960624
knife,0.79413205,1.2529469,1.3897799,0.6563703,1.2994385,1.18601,1.0361012,0.9382755,0.6357409,1.0213023,0.80144536,1.0312283,0.63438946,0.7980723,1.0151347,0.8057974,1.1493214,0.92721885,1.3874738,1.2457885,0.82035303,0.96479493,0.970538,1.2956661,1.2535574,1.136758,1.1749065,1.0960779,0.86524767,1.0332594,1.31079,1.0992928,0.81265116,0.9237557,0.49721515,1.0918568,0.90607953,0.957661,1.0914954,0.814382,1.4064455,1.090414,1.1863394,1.0052338,0.7151172,0.79942936,1.1078582,1.1932229,0.7472233,1.3544755,0.94526976,1.0366299,1.2199858,1.3567668,0.96709824,0.89423436,1.2064631,0.76464695,1.1525655,1.0646726,0.9162146,1.1106936,0.9422769,0.73327273,1.3585858,1.271555,0.54758215,0.9439231,1.2128301,0.7181087,0.0,0.8777875,1.2543608,0.81273484,0.94649243,0.86355853,0.93988824,0.97326636,0.9336618,1.3539271,1.1889803,1.1107111,1.047618,1.3235302,0.81180096,0.90859914,0.7356059,0.77552956,0.7644964,1.1364709,0.92557293,1.022144,1.1279378,1.1759303,1.2394469,0.8574355,1.2008802,1.2298918,1.3324554,1.1835138,0.7427607,1.2525368,0.85775673,0.9871564,0.88154685,0.45471776,0.8639425,0.95986456,0.63337505,0.70297015,0.7919583,0.84023255,1.2820988,0.7732223,1.3970953,1.0880156,1.005336,0.7513252,0.9869462,1.1877397,1.1063606,0.8933967,0.7253087,1.3823867,1.1470547,1.1080151,0.30979085,1.2212741,1.3206338,0.8508401,0.9899269,1.0438457,0.9572872,0.5774236,1.246958,0.9076053,0.923507
ladder,0.9909906,1.0096569,1.4035671,0.9145659,1.2192414,1.059781,1.1933986,0.6917547,0.6494771,1.0849818,0.6337109,1.3174247,0.52751476,1.1201929,1.0322527,0.9465378,0.77583504,0.89125955,1.1523894,1.1176171,0.58718705,1.1978686,0.72047186,0.9994118,1.0611619,0.7814036,0.7108625,1.1961267,1.060843,0.44667554,1.1554047,0.59633756,0.847006,0.67341006,0.9784541,1.1366451,0.6686634,1.1718102,1.2943182,0.4059189,1.2246244,1.0122095,0.8808424,0.5550302,0.6176274,0.99730885,1.2058018,1.3041854,1.0304192,1.310555,0.9924756,1.2879801,1.3185405,1.177866,1.044313,1.200071,1.0923337,0.82417446,1.3532062,1.0822405,1.0136106,1.1521847,1.0160729,1.1361144,1.184166,0.95257443,0.87442446,0.9394361,0.9936409,1.0193174,0.8777875,0.0,1.0104336,0.9995393,1.187262,1.147614,0.81938446,1.2640109,1.0111417,1.3884652,1.064611,1.346637,1.2542716,1.3661172,0.7214146,1.0695724,0.984667,0.96598434,0.9000723,1.118712,1.2354679,1.2970598,1.2442806,1.1099823,1.1074878,0.9640498,0.7677442,1.2856709,1.080262,1.275024,0.8771649,1.0665426,0.5060496,0.92617714,0.9511122,0.8771058,0.95207226,1.108487,0.8669957,0.766497,0.84092873,0.6753013,1.3980402,1.0393143,0.964254,1.0731115,1.0240624,1.1925478,0.89896894,1.2621691,0.5395193,0.92681134,0.7072721,1.2753038,1.3476079,1.2481976,0.90585864,1.0312078,0.9562346,0.7539991,0.7626501,0.93856984,0.6792983,0.5630785,1.3368449,0.51781356,1.0952122
lamp,1.5461975,0.8751183,0.58664936,1.4370608,0.8203758,0.95231616,0.99734694,1.2092649,1.3966972,1.242109,1.4829848,0.6558982,1.1797954,1.5666555,1.1961321,1.5572059,0.9549353,1.0722669,0.40441728,0.7720765,1.2356391,1.086766,0.51662844,0.67566264,0.65801823,0.4961294,0.8029091,0.91028863,1.2775482,1.0181897,0.2608801,0.8783819,1.4132576,1.19599,1.1147735,0.9539237,1.2611917,0.9320106,0.4936368,1.2712998,0.39968187,1.296933,1.0975299,0.7541203,1.1102332,1.4178383,0.9928948,0.5165305,1.3751934,0.64530015,1.2276316,0.9144649,0.6446839,0.33779967,1.0293448,0.6047416,1.1427124,1.2502873,0.5164568,1.1919937,0.95489156,0.9421196,1.2451739,1.3794415,0.7694034,0.89143664,1.2205197,1.4113564,0.53114873,1.6017473,1.2543608,1.0104336,0.0,0.789279,1.1666384,1.449384,1.1235442,1.0730792,1.1348871,0.57334304,0.44900787,0.8204314,1.0380657,0.65425026,0.91612905,1.4127129,1.5938381,1.433678,1.2502563,1.0557055,0.46314907,0.48133522,0.88107985,0.90204525,0.65238583,1.3172624,0.5590544,0.5434048,0.9440142,0.7713196,1.4397327,0.6757834,0.9128021,1.2225021,1.4338994,1.291808,1.4016415,1.1045892,1.3626163,1.0896868,0.8576869,1.4356717,0.5368761,1.1144974,0.5470873,1.0677228,1.0535668,0.824455,1.0271839,0.8609989,1.2069538,1.4603007,1.4510787,0.5930148,0.83969736,0.44247448,1.283817,0.49729878,0.95371455,1.158535,0.90166646,0.8704165,1.129783,1.0884687,0.50416267,0.82993436,1.3205802
leg,1.2750853,0.95384777,0.8488545,1.2384868,1.0802053,1.0419492,0.9382719,1.2082305,1.1963902,1.1649224,1.3645467,0.7582573,0.98777217,1.1543912,1.0862682,1.2725886,1.0445727,1.0004716,0.9679573,0.8762686,1.118528,0.9021305,0.74379486,0.7760445,0.9081421,0.815021,0.80331933,0.8500563,1.2275337,1.0539544,0.72420156,1.2117655,1.2660828,1.1693108,0.8030803,0.9710844,1.2613366,0.9153141,0.5622175,1.2151468,0.8399636,1.1872033,1.182344,1.1143883,1.0052593,1.1426641,0.83886015,0.64377576,1.2055697,0.8089475,1.2789946,0.7412056,0.69275665,1.0389069,0.88984036,0.5332867,1.0566727,1.2834464,0.85468304,0.90277153,1.0610011,0.81282985,1.232997,1.0216808,1.103818,1.0114137,1.0960495,1.3207457,1.0198125,1.2355444,0.81273484,0.9995393,0.789279,0.0,0.8856274,0.952536,1.173909,0.92610955,1.0268024,0.86018884,0.70884335,0.81261003,0.97063005,0.87833023,0.9541702,1.258229,1.2274799,1.1706116,1.0131793,0.99777365,0.64211416,0.6769861,0.7237935,0.9276587,0.70694286,1.1749709,0.8878939,0.70323384,0.93708575,0.95669544,1.2670813,1.0894077,1.0945957,1.1302809,1.2233424,1.0762143,1.2419225,0.8927905,1.191515,1.1335459,0.8429071,1.2632172,0.75377136,1.0170015,1.0437725,0.8589893,0.94924086,0.46743584,0.99978465,0.8784162,1.137531,1.3193524,1.325963,0.86506087,0.6400822,0.5336901,0.73913294,0.7371365,1.0921416,1.174924,1.1491101,0.93659794,1.1259389,1.0639175,0.85102475,1.1214153,1.1149644
melon,0.9700148,1.2189136,0.6835423,1.0888197,0.8747898,0.9312751,0.5078063,1.010622,1.1186427,1.0913948,1.0745887,0.8363364,1.0395753,0.8792524,0.9666675,1.0749629,1.1330057,1.0370781,1.0849794,0.85661626,1.0433356,0.81542104,1.2014536,0.9196127,1.0614991,1.095646,0.89666885,0.85953474,1.0086544,1.1559951,1.0244199,1.0912801,1.1046267,0.953664,0.9523636,0.88594854,1.0803794,0.6478242,0.8808374,1.061335,0.98505765,0.94815904,0.9908993,1.1306987,0.9142456,0.95340633,0.94571775,0.90605706,1.1532879,0.99987316,0.9973651,0.93940324,0.92706823,1.0342573,1.0741214,0.8430872,0.803904,0.96923065,1.0192676,0.95169586,1.1229074,0.71113443,0.9607606,0.87335366,0.99758315,1.1909469,1.0160389,1.1375644,1.1088367,0.96567327,0.94649243,1.187262,1.1666384,0.8856274,0.0,0.8384907,0.98340446,1.0081091,1.0762408,0.9496795,1.0559915,0.88300264,1.017532,0.7167239,1.0962543,1.0044975,1.0049839,0.995462,1.0117688,0.89926815,1.0382946,1.0197532,0.7516304,1.0565289,0.99051124,0.78279936,1.08111,0.85286826,1.0681977,0.9824336,0.9888466,1.0854447,1.1571771,0.9962002,1.1232293,1.03548,1.1098651,1.1004126,1.0121605,1.1361375,1.1110951,0.9215184,0.9012662,1.046762,1.2359257,1.0620549,0.9327581,0.85216963,1.1377388,1.1231817,1.1097057,1.1030473,1.0307637,0.90365046,0.8575203,0.974714,1.0114077,1.1104198,0.8021263,1.0146847,1.1315482,0.87304306,1.1295176,1.1197733,1.0383805,1.1547331,1.1137531
mitten,0.5178111,0.84605217,1.2634046,0.7423874,1.040062,0.93379885,0.7999011,0.9745439,0.8974288,0.9170047,0.92221063,1.209032,0.96649987,0.5320195,0.8277741,0.62058455,1.2621897,1.1007828,1.4027357,1.1226857,0.99277747,0.7372705,1.2733972,1.1061507,1.1659092,1.2515068,1.3051711,0.9031344,0.87278926,1.004038,1.3913331,1.1480387,0.83874303,1.0706406,0.8506253,0.9496928,0.9160135,0.88790804,1.3472946,1.0574545,1.3608558,0.77342725,1.0066338,1.1896973,0.9727762,0.74833643,0.9607126,1.2528514,0.80024254,1.301424,1.0828553,0.7890644,1.134162,1.4793432,0.38583428,1.2256584,0.82946587,1.0017172,1.3690718,0.2777123,1.1060836,0.9539664,1.0034883,0.46015763,1.12408,1.1205356,0.9721864,0.96543217,1.3487954,0.58573794,0.86355853,1.147614,1.449384,0.952536,0.8384907,0.0,1.1335764,1.0324368,0.87088317,1.3326972,1.0486846,1.08086,0.9443124,1.2754991,1.183272,0.6953327,0.56391746,0.73187584,0.872589,0.99951965,1.3911116,1.417699,0.898013,0.8337285,1.0325065,0.860475,1.2431402,1.2889855,1.0667723,1.1299078,0.7791692,1.2470094,1.1719161,0.6207627,0.81458825,1.0044669,0.94791126,0.4963928,0.89577746,1.172437,1.0252943,0.9950177,1.2413054,1.0375632,1.2742208,0.3556707,0.89312553,1.0628756,0.8161733,1.0082902,0.9442634,0.9124137,0.91703343,1.2498629,0.78108287,1.3314265,0.6646876,0.98124814,1.1545153,1.0001988,1.1625681,1.2682242,0.9660505,0.9844375,1.3425429,1.270899,0.8949776
motorcycle,0.88363606,1.0191958,1.1181781,0.94514287,0.9127248,0.8656693,0.94355035,0.8020075,0.90769744,1.0056342,0.90972733,1.2549167,1.033974,1.1283569,0.79222643,1.0294002,0.8701045,0.9367028,0.9796419,1.0135213,0.8974074,1.277532,1.1351368,0.9555151,0.88014466,1.155368,0.5341532,1.1425134,0.9917109,0.9188536,1.1824738,1.0393351,0.9387609,0.92673814,1.1782894,1.0821556,1.0072284,1.1530669,1.2140694,0.8258934,1.0331867,0.93776345,0.7937269,1.0983049,1.1893618,1.0717326,1.1537987,1.2416034,1.0007162,1.1518482,0.88056874,1.3277874,1.0710101,1.0339841,1.2138519,1.1716862,0.7802199,0.6903146,1.2612128,1.1880523,1.0685109,0.9010347,0.99312574,1.1437021,1.0241334,0.8431468,0.7782344,1.0053475,0.97569466,1.0616493,0.93988824,0.81938446,1.1235442,1.173909,0.98340446,1.1335764,0.0,1.1421928,1.1188657,1.1598374,1.2873757,1.3344412,1.1957959,1.1153404,1.0599687,0.89244246,1.035603,1.1104516,0.9824075,0.9400327,1.1972221,1.2019472,1.1819129,1.0618861,1.2527094,0.98327744,1.0021085,1.1604152,0.862637,1.0600872,0.67573655,0.97099394,1.0517855,0.8238884,1.0798734,0.46430552,0.97665846,1.1008193,0.7125378,0.9310068,1.0076474,0.6282526,1.2604797,1.1071129,0.96112865,1.2394917,1.1044266,1.0595601,0.7441152,1.1406504,0.680019,0.9890011,0.7797531,1.0349138,1.3769217,1.2849259,0.9655551,1.230191,0.5402474,0.7964,0.9525985,0.52273685,0.94027203,0.6818408,1.1658907,0.9081671,1.0486486
mouth,1.1633366,1.1294284,0.86472714,1.171211,1.036958,1.0487862,0.9738703,1.2028064,1.2605159,1.034167,1.2233536,0.85360885,1.202746,0.9102285,1.2868475,1.1697979,1.0902946,1.1176424,1.0913539,1.0728759,1.203514,0.948243,1.1049619,1.1235056,1.11825,1.115046,1.066664,0.9447391,1.1460803,1.2809567,1.0026103,1.183913,1.036284,1.1975931,0.83094156,0.90692955,1.1787498,0.8823869,0.7954402,1.2710388,1.0451041,1.1380202,1.1082672,1.204461,1.0805886,1.0308608,0.6086103,0.9335876,1.0744107,0.8804764,0.8447404,0.50910354,0.9101315,1.1309623,0.99918586,0.698256,1.1580147,1.1566917,0.68550843,1.0740614,1.0594783,0.9511638,0.7332835,0.732643,0.9140995,1.0750041,1.0682967,1.0566865,1.0498949,1.0574479,0.97326636,1.2640109,1.0730792,0.92610955,1.0081091,1.0324368,1.1421928,0.0,1.0481381,0.7871976,1.0280857,0.41683424,0.37236822,0.8633267,1.1662368,1.0454025,1.0703435,1.0489552,1.0899203,0.96954644,0.9116278,0.7929538,0.79612046,0.8862418,1.043474,0.8944599,1.1026019,1.017282,1.0805206,1.000633,1.1798224,1.0562333,1.2214388,1.2135264,0.9983722,1.0925783,1.0193911,0.9134428,1.109782,1.1994803,1.2227818,1.161946,0.7906444,1.0756897,1.203481,1.0578755,1.0081767,0.801232,1.2495917,0.5608565,1.2250605,1.0453475,1.2664001,1.0365272,0.58235204,0.74892205,0.98255193,1.1028985,1.1265252,1.2208533,1.1027397,1.0630485,1.1150994,1.1923187,0.75527215,1.2086511,0.97123253
muffin,0.8045827,1.078999,1.1501112,0.9038395,1.2103245,1.2213901,1.0076528,1.0313038,0.9172201,0.9974691,0.97721624,1.0673218,1.0039222,0.82296586,1.0019075,0.86060476,1.1792511,1.1216582,1.201619,1.1499884,1.0737927,0.61096644,0.9542632,1.1739359,1.0735047,1.1317506,1.1125807,1.00135,0.6020502,1.1058675,1.1297607,1.1168482,1.0036899,1.0957025,0.90241957,0.8642991,1.0060754,0.8029538,1.1394309,1.0351611,1.2419001,0.6924257,0.9271415,1.066694,0.97524583,0.7500324,1.0179367,1.1244568,0.9269347,1.0264606,1.0732998,1.0903155,1.0915794,1.1067818,0.93069756,0.99721795,0.9578168,1.0498954,1.0855138,0.95027584,0.81747556,1.1846739,1.025684,0.98587215,1.0664603,0.9151638,1.0362742,1.0433019,1.0851827,0.91308147,0.9336618,1.0111417,1.1348871,1.0268024,1.0762408,0.87088317,1.1188657,1.0481381,0.0,1.1559222,1.0702342,1.0233523,0.99499047,1.0558228,1.0326519,0.9538125,0.90264,0.9311706,1.0066054,0.98421717,1.0809324,1.1066821,0.95450574,1.0211034,1.0278125,0.8408345,1.0667481,1.136615,0.9874711,0.8651022,1.0534446,1.0599679,0.9444351,0.86385417,0.87018555,1.0378078,1.016584,1.0197237,1.1970868,0.8837328,1.0073895,1.0302724,1.1052815,0.90775937,1.1220281,0.97677505,0.80838925,1.0067062,1.0820581,1.0995724,1.083905,1.0122421,0.97889656,1.1869798,1.071745,1.0462071,0.8639474,1.0525793,1.2418631,1.0137488,1.0225317,1.0901604,0.95848906,1.0843328,1.1189814,1.0493348,1.0731758
nail,1.4734738,1.0618341,0.23222756,1.3935006,0.62101436,0.867085,0.9470898,1.351691,1.5477576,1.03835,1.5378014,0.49840808,1.4523469,1.3525094,1.1354789,1.5139781,1.014287,1.0789485,0.3293743,0.78645575,1.434466,0.9251451,0.97403014,0.75206506,0.8880762,0.8100419,0.86611694,0.6793848,1.3270383,1.368887,0.41198206,1.1904368,1.4034983,1.3067735,1.1600962,0.8975646,1.4084222,0.8483187,0.2315017,1.5329893,0.31036997,1.3024155,1.1676342,1.1988032,1.3204964,1.3151388,0.653179,0.32985884,1.3586018,0.36815178,1.1130314,0.6029335,0.49738473,0.39929014,1.1814334,0.6215025,1.1614481,1.3785354,0.27159315,1.2271028,1.0794433,0.73539746,1.0724884,1.1833292,0.57186687,1.1043957,1.2658857,1.3126572,0.6737549,1.4313672,1.3539271,1.3884652,0.57334304,0.86018884,0.9496795,1.3326972,1.1598374,0.7871976,1.1559222,0.0,0.80838776,0.46423054,0.69001096,0.25459468,1.2138072,1.2497405,1.5117757,1.3433661,1.3262587,0.9937691,0.41870666,0.29514372,0.69258416,1.0135304,0.73657495,1.2511739,0.937806,0.433174,1.0276932,0.53155035,1.453126,0.71579677,1.3940449,1.3848852,1.3501778,1.2856312,1.3118684,1.1824015,1.3202741,1.3308618,1.2541707,1.3677974,0.18568408,1.1287827,0.81715584,1.1833165,1.0302339,0.73518455,1.2295307,0.5988055,1.393954,1.3377041,1.5608059,0.54377735,0.44992775,0.32444167,1.4022701,0.8834399,0.82870126,1.2990402,1.08663,0.96025497,1.2921288,1.4061472,0.21262711,1.2420204,1.2256635
napkin,1.3237579,0.8079375,0.8047811,1.32164,1.0445012,1.0519469,0.97197276,1.1179302,1.2250618,1.2169418,1.3429306,0.67422664,1.0309211,1.142216,1.267734,1.1896936,0.9864611,1.0146132,0.6905671,0.73477536,1.0925088,0.9769925,0.5644934,0.66636324,0.7982006,0.4572819,0.9086159,0.9523799,1.2780293,0.7934135,0.49703133,0.97081476,1.3414202,1.1437857,1.0235438,0.9374282,1.0833437,0.90805674,0.6142135,1.2506173,0.59878266,1.2892503,1.1465516,0.8206477,0.94094974,1.1795129,0.91269684,0.69428396,1.1556675,0.8692014,1.3206873,0.91308063,0.7536339,0.7498928,0.8015023,0.5615721,1.1181015,1.4444,0.6669176,0.7831553,0.8956981,0.97440016,1.3086843,1.2908304,0.937035,0.9857972,1.3517306,1.3140532,0.7131866,1.3109932,1.1889803,1.064611,0.44900787,0.70884335,1.0559915,1.0486846,1.2873757,1.0280857,1.0702342,0.80838776,0.0,0.752823,1.0630039,0.82103145,0.9306037,1.3382773,1.2781703,1.2264878,1.0126776,1.1057898,0.6105394,0.66198283,0.85493106,1.0259917,0.45700604,1.2730274,0.7351567,0.60751504,1.0138897,1.048129,1.36969,0.80908275,0.8911855,1.0980809,1.230417,1.4171597,1.3171301,0.926672,1.386708,1.1650488,0.69762033,1.4022524,0.5963911,1.0389131,0.71928954,0.6989068,1.1303811,0.81346124,1.0966355,0.8621274,1.0421411,1.3637133,1.3862634,0.7251954,0.76920635,0.55096847,1.1749496,0.032054782,1.1152288,1.2057501,1.1227303,1.0072839,1.011596,1.1832783,0.7054359,1.0770662,1.1515464
necklace,1.4125429,1.0996433,0.62224525,1.2859251,1.0206082,1.1391098,0.95374036,1.3891234,1.4835067,1.0828439,1.4424129,0.49253076,1.3290136,0.94924426,1.4008998,1.3692367,1.1358984,1.2185599,0.82621694,0.92605305,1.3814372,0.87433016,0.95916927,0.954302,1.0507569,0.8305712,1.013109,0.871138,1.2509668,1.2559757,0.6320669,1.2751532,1.2460258,1.3424151,0.90564144,0.95290196,1.2256824,0.8319224,0.43293148,1.5188215,0.741918,1.3225073,1.1666425,1.2085536,1.1066016,1.0390948,0.33669287,0.6434062,1.1826379,0.64414155,1.0063698,0.32140386,0.68975633,0.9220817,1.0021685,0.38924086,1.3020002,1.494748,0.28873837,0.9609013,1.0080408,0.9730606,0.84581447,0.8215399,0.6583777,1.1670194,1.2788043,1.1657406,0.8732086,1.1505072,1.1107111,1.346637,0.8204314,0.81261003,0.88300264,1.08086,1.3344412,0.41683424,1.0233523,0.46423054,0.752823,0.0,0.38561535,0.5684712,1.2102127,1.285826,1.2224101,1.0382075,1.2508156,1.1385467,0.6168579,0.516985,0.5507337,0.9742863,0.7023534,0.99212897,1.0056757,0.7185585,1.1647413,0.7906166,1.3412609,0.88159835,1.298931,1.2630193,1.0523994,1.3237809,1.1133833,0.9232604,1.3676836,1.2792952,1.2344781,1.3672588,0.35981882,1.1261778,1.132784,0.9787569,1.0479659,0.6058016,1.3324516,0.61120427,1.3156639,1.1615902,1.5632254,0.9077732,0.24335253,0.4313233,1.1647688,0.88474184,1.1795812,1.4794304,1.2307925,1.0884258,1.1543322,1.3106406,0.37296903,1.2877762,1.1093544
nose,1.145906,1.1921,0.83925605,1.1164631,0.96907645,1.0105976,0.9718427,1.2649685,1.2867496,1.0169052,1.2734158,0.93735456,1.1657556,0.9417018,1.2618492,1.1705602,1.2521727,1.1840649,1.0348676,1.1162511,1.2720392,0.8690874,1.1258541,1.1272786,1.1817025,1.152585,1.0950925,0.85403377,1.1101568,1.3447506,0.9526407,1.1487445,1.05948,1.3157641,0.921847,0.8779765,1.1752709,0.8679787,0.8634459,1.2889843,1.0122468,1.1272104,1.0130883,1.1520473,1.141709,0.9846751,0.588979,0.8079344,1.1278653,0.7904489,0.7168884,0.40307498,0.9243418,1.0779969,0.9260448,0.7309089,1.1927413,1.1975335,0.58375335,1.0571941,1.031547,0.98640287,0.5441021,0.569857,0.73923886,1.121435,1.1329496,1.0584164,1.092839,1.081549,1.047618,1.2542716,1.0380657,0.97063005,1.017532,0.9443124,1.1957959,0.37236822,0.99499047,0.69001096,1.0630039,0.38561535,0.0,0.8281568,1.2591362,1.0402311,1.0796385,1.0754147,1.167259,1.0495279,0.92038023,0.7794141,0.77688354,0.8656209,1.0012943,0.9045234,1.120536,0.9954334,1.0820785,0.7730918,1.2376314,1.0316162,1.2067213,1.1478583,0.99870104,1.1808963,0.9817074,0.91873556,1.2265558,1.1799951,1.1835198,1.2138093,0.78195834,1.136741,1.1910942,1.0707452,0.9225845,0.8023174,1.2101487,0.69126457,1.285049,1.0343304,1.305173,1.0216575,0.46627665,0.812549,0.9707003,1.1216539,1.148759,1.2519771,1.1024667,1.0528055,1.1325155,1.2646664,0.7350842,1.2017064,1.0196087
orange,1.4556687,1.0952533,0.20850813,1.4496086,0.66808146,0.8759016,0.7700368,1.2762668,1.5157317,1.1252756,1.514683,0.50929147,1.401546,1.303505,1.178019,1.4985309,0.97689927,1.0592507,0.45695293,0.71993077,1.3354576,0.9026873,0.97026443,0.6979078,0.85622466,0.8159641,0.8063722,0.53691745,1.2659684,1.2901628,0.47820818,1.173222,1.4154875,1.186626,1.1310425,0.7135714,1.3806169,0.75613,0.34162027,1.481628,0.41018426,1.2416707,1.1593908,1.1934859,1.2576731,1.3067334,0.69401765,0.3817948,1.3705686,0.49115753,1.1335213,0.78256774,0.46029723,0.5230947,1.2129432,0.6398421,1.0434132,1.3120904,0.46526945,1.2129782,1.0858599,0.6821608,1.0996256,1.2431631,0.56807375,1.0352001,1.301235,1.3197882,0.7161123,1.4067441,1.3235302,1.3661172,0.65425026,0.87833023,0.7167239,1.2754991,1.1153404,0.8633267,1.0558228,0.25459468,0.82103145,0.5684712,0.8281568,0.0,1.1048611,1.3101723,1.5291148,1.3223151,1.2464294,0.83952475,0.56290656,0.45917016,0.6187141,1.0592331,0.7704338,1.161164,0.945746,0.43298173,1.0229274,0.56269413,1.3764614,0.73753077,1.3372567,1.3425318,1.3264077,1.2829583,1.3450902,1.2226017,1.3133948,1.3344917,1.1871829,1.3053657,0.32054746,1.1512436,0.8544394,1.1986257,1.0379333,0.7644644,1.2518283,0.73463583,1.3310156,1.3404415,1.486191,0.52644175,0.5651306,0.44438553,1.384758,0.89727265,0.7560071,1.2319134,1.1062547,0.92551816,1.221639,1.3634536,0.4145308,1.2375987,1.2976787
