,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
stroller,0.93297523,0.93061113,1.3572786,0.93184185,1.1443459,0.990282,1.048679,0.6771993,0.7064407,1.0416021,0.66284275,1.2947109,0.75697684,0.9204989,0.90637904,0.7971442,0.7934426,0.9482991,1.1767153,0.9948339,0.6706119,1.1619275,1.0353705,0.9652749,1.0901303,0.9397738,0.74678767,1.212108,1.0257626,0.30658215,1.2473321,0.76464295,0.82378966,0.73322064,1.0788211,1.1372586,0.67985,1.2317632,1.3998861,0.53925407,1.1971027,0.9084321,0.7416439,0.81419134,0.82760525,0.94738436,1.1782036,1.34742,0.9378994,1.2471282,1.0161532,1.2937057,1.3058674,1.226652,0.96447784,1.2961398,0.9974315,0.93235946,1.3649694,0.8052554,1.143578,1.0964009,1.0358696,1.1078697,1.0480556,0.9291653,0.879211,0.8998048,1.0519843,0.8807479,1.1063606,0.5395193,1.2069538,1.137531,1.1097057,0.9442634,0.680019,1.2250605,1.083905,1.393954,1.0421411,1.3156639,1.285049,1.3310156,0.90945303,0.9980638,0.8261015,0.86955196,0.8871926,1.0370923,1.3791945,1.4241014,1.2055168,1.1048527,1.0160552,0.89542156,1.0006135,1.2716782,0.9322325,1.2742763,0.60752016,1.0418772,0.76212716,0.7570964,0.92847216,0.86802286,0.9354261,0.88341004,0.84289306,0.9551608,0.90628767,0.66763705,1.3522797,1.1530828,0.9511861,0.8564205,1.1167663,1.2460961,0.7453562,1.1926774,0.0,0.8831985,0.75595987,1.1924124,1.305406,1.3793766,1.0378621,0.9636189,0.73266965,0.7423471,1.0174043,0.88725406,0.655474,0.6612538,1.3138247,0.9183575,0.92857987
sweater,0.65871054,1.1364889,1.4074558,0.5699817,1.2028687,1.1062986,1.1679149,1.0477858,0.7305157,0.60499,0.5160666,1.2976233,0.9338963,0.40280497,0.8971424,0.52249336,1.1557572,1.0511825,1.3976634,1.4075925,0.9403167,1.1506126,1.3314297,1.4556277,1.2461966,1.3964796,1.2901393,1.2991995,0.73396707,1.0347605,1.4452779,1.0291194,0.27941978,0.81897616,1.0974101,1.201133,0.6630792,1.187321,1.4628726,0.8159672,1.5008805,0.89684135,0.992292,1.0640547,0.9792283,0.47320616,1.0377338,1.3718776,0.49272752,1.3792164,0.50163597,1.1645244,1.2872778,1.3471392,1.0688574,1.3919017,1.074724,0.76045,1.3283068,1.1066189,0.9570839,1.2965953,0.5521503,0.8063642,1.2230617,1.1409734,0.8969967,0.027800381,1.2678356,0.38204467,0.8933967,0.92681134,1.4603007,1.3193524,1.1030473,0.9124137,0.9890011,1.0453475,1.0122421,1.3377041,1.3637133,1.1615902,1.0343304,1.3404415,1.0768954,0.7668208,0.4086982,0.36410534,0.8960178,1.1723536,1.4211155,1.4121366,1.2184716,1.2266376,1.2498842,0.6421831,1.2856603,1.4669194,1.1794008,1.2658889,0.7783942,1.2682316,0.96320873,0.9093569,0.14395034,0.8711597,0.086196065,1.1476257,0.6282916,0.82344294,1.2686203,0.7449515,1.4232161,0.85725474,1.2588116,1.1190746,0.9941942,1.2943358,1.0706768,1.1844201,0.8831985,0.0,0.6305695,1.4322053,1.2275969,1.5160618,1.0206642,1.3596591,1.276866,1.0130135,0.927716,1.1994913,0.94514084,0.97249323,1.3781576,0.8545353,0.68326336
table,0.46393442,1.1977451,1.5306623,0.515756,1.1942279,1.0552574,1.1498586,0.6136165,0.2740537,0.9205719,0.24425769,1.4674753,0.5398642,0.7168093,0.7341611,0.4556408,1.0135561,0.71701753,1.4271219,1.1735301,0.5207412,1.0744786,1.2739897,1.2515479,1.2861563,1.2751762,1.2428544,1.3153708,0.67610735,0.7624305,1.5684146,0.8088492,0.58230597,0.48211324,1.0245118,1.1718608,0.5017569,1.1923628,1.6092871,0.37198156,1.4999301,0.7384033,0.9282422,0.8694296,0.6589142,0.79319793,1.3839465,1.5103387,0.58350587,1.4551251,0.83931637,1.4804726,1.4560263,1.3458565,1.1522516,1.5397972,0.9061801,0.39517426,1.6109021,1.1666133,0.9896666,1.1433632,0.92028666,0.9199744,1.4431754,1.117961,0.7198253,0.6369343,1.3422686,0.59953123,0.7253087,0.7072721,1.4510787,1.325963,1.0307637,0.91703343,0.7797531,1.2664001,0.97889656,1.5608059,1.3862634,1.5632254,1.305173,1.486191,0.7928475,0.667539,0.5734409,0.7057768,0.5535585,1.0501343,1.4727243,1.5210583,1.4008118,1.1358619,1.397688,0.88669384,1.3045146,1.4014432,1.043798,1.3228908,0.5770407,1.2750818,0.64399886,0.7609639,0.75532144,0.59048814,0.6555708,1.171138,0.5115929,0.5617695,0.76481605,0.4387623,1.6397396,0.5754268,1.1154227,1.183389,0.9840251,1.3693753,0.8873132,1.3876648,0.75595987,0.6305695,0.0,1.3769689,1.570611,1.6225569,0.7063707,1.346031,1.0153464,0.5020269,0.8187175,1.0958686,0.93979394,0.66200113,1.6151247,0.6799248,0.73992646
tape,1.4512817,0.67289126,0.46987164,1.4317806,0.46961236,0.6793839,0.91445595,1.0122665,1.3924009,1.1596246,1.4953889,0.71656764,1.2763443,1.4620687,1.0916797,1.4759046,0.7934623,0.9732624,0.5200432,0.40734434,1.1527598,1.0515902,0.89219546,0.47075546,0.6625578,0.71977735,0.86017436,0.8084746,1.3756601,1.1064258,0.4290492,1.097316,1.4810076,1.1464142,1.0463191,0.60632205,1.4298575,0.97486395,0.5988958,1.3466012,0.34111416,1.1991124,1.0114146,1.117913,1.2759767,1.4501843,0.953236,0.54950154,1.4339008,0.56117624,1.2301943,1.007154,0.66343135,0.5982966,1.0980855,0.83972234,0.8941891,1.237304,0.6972317,1.0855768,1.0955782,0.6526717,1.2643948,1.3600277,0.629098,0.88962245,1.171613,1.3913391,0.7146032,1.5066793,1.3823867,1.2753038,0.5930148,0.86506087,0.90365046,1.2498629,1.0349138,1.0365272,1.1869798,0.54377735,0.7251954,0.9077732,1.0216575,0.52644175,1.0166819,1.227682,1.5438118,1.469017,1.1656954,0.6500695,0.71285695,0.65319,0.8495379,0.9223413,0.9156429,1.3394415,0.85796064,0.40886408,0.7746637,0.60350776,1.1799273,0.68158215,1.2870424,1.2360886,1.455862,1.1937326,1.4446045,0.9836321,1.283523,1.3317066,0.88142294,1.3121626,0.56616914,1.2245321,0.6812822,0.9846635,1.0781893,0.94826525,0.8960761,0.89062476,1.1924124,1.4322053,1.3769689,0.0,0.8575114,0.6306604,1.3206522,0.74891037,0.5952759,1.0337706,1.1049138,0.92329466,1.2048463,1.2254565,0.6390268,1.2542403,1.237989
toe,1.3532182,1.0197121,0.5751219,1.2888093,0.8849296,0.9741412,0.90891504,1.4449296,1.4923534,1.0666639,1.4759259,0.6180178,1.3319311,1.0222799,1.3387039,1.3680375,1.1940585,1.2141619,0.8493817,0.91271436,1.3872335,0.78144366,0.9962672,0.8435708,1.0295589,0.85847855,1.0176733,0.72974205,1.3239658,1.2231822,0.6705816,1.2689276,1.2781048,1.2754835,0.9636691,0.9306516,1.2612964,0.85808754,0.49497622,1.5514495,0.71955615,1.2829025,1.2084825,1.2046871,1.1053671,1.1143036,0.37732816,0.52788216,1.2491074,0.66963506,1.0787516,0.14771128,0.66819745,1.0018262,0.74359626,0.54531395,1.239145,1.4967804,0.48540503,0.74594367,1.1426506,0.8919921,0.9085321,0.6351187,0.715093,1.1754518,1.3168173,1.2474868,0.9096667,1.1474651,1.1470547,1.3476079,0.83969736,0.6400822,0.8575203,0.78108287,1.3769217,0.58235204,1.071745,0.44992775,0.76920635,0.24335253,0.46627665,0.5651306,1.1841373,1.26611,1.2679293,1.0417916,1.2239931,1.08705,0.7308281,0.6410993,0.47180462,0.8054701,0.6032318,1.0703858,1.0490593,0.7668011,1.0791199,0.77580976,1.3565745,0.92658496,1.3387687,1.1765496,1.1832848,1.3851607,1.2011898,0.78266025,1.3216841,1.3975906,1.2384968,1.4642482,0.4153607,1.1544783,1.0448854,0.73262763,0.92021275,0.57478154,1.2270697,0.50407875,1.305406,1.2275969,1.570611,0.8575114,0.0,0.49154955,1.1466509,0.8685112,1.1636691,1.4263374,1.24225,1.1901388,1.1636337,1.3368133,0.49431652,1.3342013,1.1547621
tooth,1.5670681,0.957667,0.4393636,1.4766213,0.9380215,1.0816741,1.0334268,1.2950964,1.4842471,1.2174366,1.599923,0.3579707,1.2659237,1.4012302,1.2515581,1.5606129,0.9487994,1.0086718,0.49847603,0.7203675,1.3106217,0.952785,0.6436477,0.71841073,0.84686387,0.59131014,0.7838016,0.74746716,1.3554693,1.2254353,0.36408395,1.1603276,1.5179105,1.3442326,0.8690613,0.90206504,1.4053212,0.8315293,0.13957393,1.4630414,0.4071151,1.4016964,1.2411234,1.0638293,1.1204185,1.365725,0.71096873,0.34662277,1.4023426,0.44960743,1.2870479,0.5816679,0.53086686,0.5638615,1.0760614,0.30186307,1.2280451,1.4771789,0.26550126,1.0861918,0.9883143,0.7931232,1.2396768,1.2021441,0.741861,1.0610802,1.2752464,1.4758819,0.69029945,1.5058162,1.1080151,1.2481976,0.44247448,0.5336901,0.974714,1.3314265,1.2849259,0.74892205,1.0462071,0.32444167,0.55096847,0.4313233,0.812549,0.44438553,0.98379785,1.3913796,1.526419,1.4013406,1.2280781,1.0428044,0.23344862,0.21507132,0.70602703,0.9659951,0.595801,1.3030548,0.7889855,0.34701765,1.061775,0.74684644,1.5048565,0.77185047,1.1928577,1.3810227,1.4144086,1.3048432,1.4390763,1.0029378,1.4655181,1.2191589,0.97308236,1.4504483,0.2198031,1.1033862,0.86787605,1.0012944,1.0997084,0.54800594,1.253561,0.6382004,1.3793766,1.5160618,1.6225569,0.6306604,0.49154955,0.0,1.1074367,0.6420267,1.0309874,1.3063824,1.1283774,0.87000394,1.2079492,1.3026919,0.30028462,1.1350143,1.2873807
toothbrush,0.74212384,1.0981371,1.3780403,0.69246393,1.2758567,1.1463108,1.0114385,0.71812975,0.6361774,1.1323137,0.83266324,1.2281988,0.62995636,0.7688831,0.8126165,0.7549962,1.1528832,0.8070404,1.3595209,1.1214201,0.7460222,0.8562168,0.96258956,1.1019399,1.2725827,1.1500785,1.1533576,1.0011367,0.91172516,0.9906622,1.3173249,1.1358813,0.88570774,1.0793269,0.6188569,1.0592324,0.9729718,1.0008225,1.1700294,0.7288978,1.4049726,1.0023777,1.0634995,1.103088,0.89023954,0.91586363,1.1131343,1.2133287,0.8136301,1.3569247,1.0332484,0.9950193,1.2282714,1.385117,0.8393569,1.0444127,1.0212727,0.7170285,1.281109,0.91326153,0.92076737,0.90629464,1.0449181,0.61066616,1.3223903,1.1628159,0.70116025,1.0509523,1.26082,0.8125241,0.30979085,0.90585864,1.283817,0.73913294,1.0114077,0.6646876,0.9655551,0.98255193,0.8639474,1.4022701,1.1749496,1.1647688,0.9707003,1.384758,0.9498875,0.8194097,0.68935484,0.94518995,0.64369917,1.0427614,1.0439441,1.0895568,1.149822,1.0526938,1.2971148,0.93739325,1.181847,1.1618161,1.1924809,1.1159545,0.8128636,1.2755244,0.876843,0.9312764,0.93228304,0.558104,0.9431925,0.88031685,0.8398903,0.7594211,0.6792393,0.7753576,1.3977771,0.9183317,1.2915337,0.9184114,1.0524551,0.772801,0.8551501,1.1665623,1.0378621,1.0206642,0.7063707,1.3206522,1.1466509,1.1074367,0.0,1.1469419,1.1290836,0.6965068,1.0195786,0.9368714,1.0612738,0.6792158,1.377567,0.9832141,0.8727827
towel,1.2274308,0.74908483,0.8697511,1.2942048,1.0436544,1.0206041,0.9800474,1.0558147,1.1895361,1.2083395,1.304329,0.7760709,1.0036503,1.1332046,1.1835699,1.0888358,0.9577675,0.99570835,0.69430345,0.7514218,1.0624259,1.005651,0.5614265,0.65909207,0.7908714,0.4909423,0.8915823,0.9377927,1.2487493,0.7565027,0.56763875,0.928998,1.3191128,1.1512905,1.0559171,0.9430223,1.0430117,0.9676296,0.7111974,1.193564,0.628762,1.2121358,1.0836831,0.8111656,0.98836374,1.1750582,0.98812777,0.76168585,1.1295214,0.9017558,1.3380265,0.99677414,0.7938975,0.7591674,0.7504682,0.67902756,1.0354993,1.3903372,0.7762916,0.71754766,0.906307,0.96478134,1.3432796,1.3169391,0.96357363,0.9408724,1.3245207,1.3069022,0.72031546,1.287492,1.2212741,1.0312078,0.49729878,0.7371365,1.1104198,0.98124814,1.230191,1.1028985,1.0525793,0.8834399,0.032054782,0.88474184,1.1216539,0.89727265,0.9433697,1.2622131,1.2187111,1.2481525,0.9900281,1.0672523,0.68163955,0.73969537,0.9295732,1.0063213,0.46941525,1.2961926,0.7205864,0.6543404,0.95814234,1.0692569,1.3265383,0.82781756,0.86915183,1.0418011,1.2130554,1.402307,1.3289957,0.89508486,1.3580024,1.1753026,0.6807227,1.3616772,0.69319516,1.0769775,0.6948798,0.63862616,1.1454699,0.8731934,1.0208842,0.9144447,0.9636189,1.3596591,1.346031,0.74891037,0.8685112,0.6420267,1.1469419,0.0,1.0617365,1.1405852,1.1058688,0.99603826,0.9771951,1.153939,0.7907601,1.0775263,1.1209092
toy,1.1205003,0.9047553,0.6845342,1.2342387,0.5986264,0.6907875,0.8072512,0.6765048,1.2305851,1.1799221,1.1399988,1.1039283,1.1542599,1.3532238,0.829026,1.2530066,0.7368828,0.69717366,0.71374035,0.6929108,0.8759099,1.1527015,1.1009775,0.66470426,0.809096,0.99592304,0.6060314,0.84316736,1.2717476,0.9049004,0.8995194,0.987949,1.2657409,1.0940381,1.242264,0.76524544,1.2170856,1.0160505,0.91959965,0.8837861,0.73058724,0.9199544,0.5880028,1.1437379,1.3027349,1.3948683,1.0945253,0.90519166,1.3574102,0.89115465,1.0899292,1.1731751,0.8935637,0.7840008,1.1822165,1.1807593,0.5124596,0.85782087,1.0788051,1.1208993,1.1686301,0.48548055,1.137967,1.2372109,0.6820534,0.7557589,0.9798816,1.2306781,0.8599459,1.4040966,1.3206338,0.9562346,0.95371455,1.0921416,0.8021263,1.1545153,0.5402474,1.1265252,1.2418631,0.82870126,1.1152288,1.1795812,1.148759,0.7560071,1.1736465,0.98424417,1.3361334,1.4381039,1.0105778,0.705793,1.0736147,0.9880936,1.0653806,0.9152645,1.2044804,1.2040412,0.8967999,0.8406721,0.6871816,0.85370463,0.9338434,0.8093372,1.2683735,1.0522801,1.3683684,0.8236123,1.3453815,1.0652157,1.0906874,1.2667476,1.0834986,0.6889873,0.96657515,1.2819115,0.8221593,1.1537505,1.1601627,1.0536542,0.79743785,1.0337013,0.73266965,1.276866,1.0153464,0.5952759,1.1636691,1.0309874,1.1290836,1.0617365,0.0,0.666903,1.0100213,0.6662694,1.0651073,0.92731637,0.9448687,1.1750023,1.174288
tray,0.7616356,1.0706891,1.1798718,0.90338427,1.0072881,0.91988915,0.9336082,0.33724463,0.62087053,1.207283,0.7158854,1.3780439,0.57017577,1.0236399,0.8199584,0.843975,0.79469323,0.56924945,1.1602597,0.832203,0.41505325,0.86599517,1.1013087,0.87812614,1.1940612,1.1158973,0.9495667,0.9784533,0.95161325,0.7903614,1.3274856,0.8351631,0.91605484,0.8050081,0.9953686,0.8906089,0.88046086,0.8582494,1.3558412,0.46432078,1.1674322,0.8024785,0.7570264,0.93746495,0.8230563,1.1085037,1.374607,1.1919663,1.0104839,1.3159192,0.9660554,1.3222089,1.2994388,1.1192731,1.0933783,1.3601104,0.77867055,0.51342416,1.4575133,1.135334,1.155324,0.7329518,1.0662096,1.0079031,1.2333677,0.97731656,0.84975296,1.0008796,1.1472417,1.0978053,0.8508401,0.7539991,1.158535,1.174924,1.0146847,1.0001988,0.7964,1.2208533,1.0137488,1.2990402,1.2057501,1.4794304,1.2519771,1.2319134,0.8746069,0.80587506,0.9913133,1.1987495,0.62853646,0.8400424,1.2752056,1.2485186,1.2639203,0.986663,1.3493211,1.017349,1.0916187,1.1303619,0.95082515,1.1169747,0.7330966,1.0043012,0.90043426,0.9458681,1.0700314,0.7627846,1.0244623,1.1083423,0.8474915,0.9211251,0.71753746,0.6811265,1.4183395,1.0302476,1.010777,1.1382996,0.9373834,1.1396369,0.6976835,1.229719,0.7423471,1.0130135,0.5020269,1.0337706,1.4263374,1.3063824,0.6965068,1.1405852,0.666903,0.0,0.933105,0.8775133,0.9741525,0.8285762,1.4212694,0.9507328,1.075144
tree,0.92846036,1.1093874,1.0794798,0.9371859,0.9447436,0.9398234,1.0659072,1.0116513,0.87774837,0.88523066,0.82188934,1.1176255,0.9768488,1.1153364,0.8885279,0.91395247,0.9399204,0.9078721,0.9997351,1.235212,0.9607751,1.1291991,0.974985,1.1981165,0.93623525,1.1380512,1.0506508,1.0711269,1.0060376,1.0482892,1.0293521,0.8351379,0.94941574,1.0419302,1.0502305,1.0491817,0.9404121,1.1114897,1.132877,0.8515567,1.1202085,0.97849905,0.94925433,0.822054,1.0078201,1.175715,1.2554361,1.0550187,1.0212857,1.117501,0.8952374,1.2097123,1.0532093,0.8935308,1.0800065,1.1996168,0.9714057,0.79611635,1.1203078,1.2528641,0.9513745,1.1550622,0.94155,1.105435,1.0608642,0.9103003,0.8619758,0.9088112,0.9878437,1.0081087,0.9899269,0.7626501,0.90166646,1.1491101,1.1315482,1.1625681,0.9525985,1.1027397,1.0225317,1.08663,1.1227303,1.2307925,1.1024667,1.1062547,0.9499723,0.99596506,1.0415918,1.0730917,0.9099408,1.0148957,1.0190781,1.074882,1.1666262,1.1147217,1.1738309,1.0851192,0.80818963,1.127774,1.0616043,1.1402258,0.99200255,1.0570936,0.8642406,1.0534625,0.99638325,0.87655425,0.93293166,1.1468377,0.87940955,0.8794893,1.0300618,0.84256124,1.1893921,0.84656966,0.9925624,1.1621385,0.9900585,1.3126948,0.98113644,1.0892265,1.0174043,0.927716,0.8187175,1.1049138,1.24225,1.1283774,1.0195786,1.1058688,1.0100213,0.933105,0.0,1.0716925,0.9903513,0.90878594,1.1692593,0.38275528,0.98440593
tricycle,1.2355199,1.0201182,0.8759764,1.1983272,1.0349592,1.0366228,0.89161813,0.7769064,1.1234665,1.0682971,1.1667092,0.9941757,1.0087824,1.3166578,0.82804894,1.2525685,0.9306699,0.9186469,0.84091973,0.816838,0.9053477,1.0675278,0.90805346,0.801273,0.9817326,0.96642226,0.44850945,0.9545438,1.0185409,1.0673887,0.9233956,1.0095019,1.1299945,1.0949553,1.1566955,0.95874846,1.1558526,0.89103794,0.91469365,0.8992997,0.85201454,1.1133425,0.8728907,1.0118854,1.1600554,1.1563196,1.0144922,0.8099011,1.1466517,0.90318686,1.0070434,1.1221485,0.95353836,0.84996766,1.1461433,0.81818736,0.9134049,0.89486164,0.99879205,1.2017442,0.9232807,0.6084741,1.0833085,1.1820961,1.008771,0.8342351,1.1402627,1.1811746,0.9213709,1.3307332,1.0438457,0.93856984,0.8704165,0.93659794,0.87304306,1.2682242,0.52273685,1.0630485,1.0901604,0.96025497,1.0072839,1.0884258,1.0528055,0.92551816,0.95436376,1.088133,1.1580583,1.223216,1.0753512,0.96060413,0.9288105,0.9304908,1.0112786,1.0952991,1.0819495,1.0466654,0.8036251,0.85946476,0.90860903,0.9665618,1.1232176,0.93093705,1.0162257,1.0817012,1.2141025,1.0027947,1.0411739,1.1094387,1.1730987,0.9403849,0.98987687,0.94088966,0.99326724,1.1518896,0.9108765,1.1811066,1.0593218,0.7645579,0.9808756,1.0684265,0.88725406,1.1994913,1.0958686,0.92329466,1.1901388,0.87000394,0.9368714,0.99603826,0.6662694,0.8775133,1.0716925,0.0,1.13551,1.1269373,0.9848808,0.93281966,1.0775329
truck,0.9309261,1.0706396,1.2580786,0.9513597,1.052722,0.9421592,1.1198493,0.92952406,0.76282173,1.0979314,0.86533976,0.99593675,0.8449439,0.88824016,1.1191795,0.88242495,0.8509375,1.0317689,1.1908088,0.97069204,0.8424716,1.1214414,1.0545423,1.008421,1.0357513,0.91105354,0.83484674,1.1539528,0.9852,0.60415924,1.1941441,0.7965123,0.9243655,0.8346802,0.9866893,1.1019306,0.72434604,1.1526353,1.2383308,0.8614914,1.1383923,0.95698637,0.9290956,0.78372777,0.72428787,0.7957207,1.0502495,1.1716049,1.0768002,1.1967674,1.0922134,1.1390786,1.1426319,1.1873937,1.0382121,1.0785106,1.0693005,0.9572157,1.1556454,0.85687673,1.0398031,1.2011594,1.070693,0.9618827,1.1510557,0.930295,1.0213476,0.98522764,1.0454893,0.83153033,0.9572872,0.6792983,1.129783,1.1259389,1.1295176,0.9660505,0.94027203,1.1150994,0.95848906,1.2921288,1.011596,1.1543322,1.1325155,1.221639,0.70856434,0.9774393,0.8661952,0.8818246,0.9602417,1.0370933,1.1058618,1.2047292,1.0677714,1.1154116,0.8097013,0.8246691,0.9906057,1.1401784,1.061018,1.1923479,0.75507224,1.0055043,0.734736,0.8241108,0.9272787,1.0249321,1.0365788,1.0095828,0.993062,1.0227369,0.805239,0.93352884,1.1940088,1.068973,0.9879256,0.9680594,1.0023539,1.1063905,0.910164,1.1016703,0.655474,0.94514084,0.93979394,1.2048463,1.1636337,1.2079492,1.0612738,0.9771951,1.0651073,0.9741525,0.9903513,1.13551,0.0,0.88352394,1.1608021,0.90701973,1.0998667
vacuum,0.9222094,1.0325054,1.4444042,0.7965513,1.1192861,0.9672446,1.1293597,0.8202851,0.64775807,1.0711458,0.7181045,1.2880738,0.6806907,1.1020166,0.93269926,0.9633644,0.8902629,1.0493788,1.1337686,1.154394,0.7687423,1.2291073,0.7217393,1.0634764,1.0438135,0.80908823,1.0528345,1.0912292,1.0659733,0.5962461,1.1944644,0.7116725,0.84375286,0.68979883,0.7747174,1.1575618,0.73416007,1.2819421,1.2577968,0.6225612,1.2082479,1.0153264,1.006955,0.7098332,0.7493646,1.0515785,1.2713643,1.432687,0.9805148,1.3594477,1.026585,1.2788948,1.3803384,1.228728,0.8882927,1.2642903,1.1434935,0.8045713,1.2891827,1.0019214,1.042597,1.2714119,1.0394415,1.063171,1.0707526,1.0913241,0.3446592,0.98529565,0.9298455,0.94087136,0.5774236,0.5630785,1.0884687,1.0639175,1.1197733,0.9844375,0.6818408,1.1923187,1.0843328,1.4061472,1.1832783,1.3106406,1.2646664,1.3634536,0.872056,0.9549533,0.97658354,0.91854715,0.96313053,1.0590032,1.1691718,1.2558231,1.2936109,1.020463,1.2783979,1.0168482,0.96550584,1.3392373,1.0993742,1.2014774,0.5612126,1.0765514,0.612062,0.84815717,1.0004493,0.3850307,1.0462903,0.9124776,0.49887788,0.7528635,0.7943306,0.6821236,1.3820796,1.0254267,1.0065818,0.9808723,1.1461656,1.1446062,0.6878071,1.2580297,0.6612538,0.97249323,0.66200113,1.2254565,1.3368133,1.3026919,0.6792158,1.153939,0.92731637,0.8285762,0.90878594,1.1269373,0.88352394,0.0,1.2908449,0.82553285,1.1030389
watch,1.5111853,0.91344327,0.38371265,1.4148077,0.8425473,1.1021873,1.0256755,1.3822143,1.5781578,1.1029694,1.5935507,0.35247445,1.4458677,1.3617845,1.248618,1.540453,0.981397,1.0955951,0.36414737,0.76120836,1.4249557,1.0566101,0.8814552,0.7607266,0.744196,0.7105691,0.8622669,0.845977,1.3519106,1.2489429,0.3946873,1.223536,1.4355768,1.3098689,1.080723,0.99660975,1.4004731,0.93477654,0.17791206,1.5828317,0.3301276,1.3565657,1.1766047,1.1960697,1.2726203,1.297848,0.5662171,0.49134588,1.363033,0.3768978,1.179993,0.5873641,0.49919266,0.3908292,1.1496269,0.40970194,1.1846018,1.498221,0.12976688,1.034137,1.0446161,0.8715435,1.1086471,1.1755841,0.52623045,1.0669897,1.2621217,1.3515177,0.64389807,1.4047948,1.246958,1.3368449,0.50416267,0.85102475,1.0383805,1.3425429,1.1658907,0.75527215,1.1189814,0.21262711,0.7054359,0.37296903,0.7350842,0.4145308,1.100413,1.3455763,1.496769,1.3028232,1.3522093,1.0515231,0.32217568,0.24529403,0.70072114,0.9287473,0.6029252,1.2336273,0.83263767,0.46459556,1.0175321,0.5748182,1.3409305,0.59726536,1.3500019,1.2670181,1.3427289,1.2443027,1.3611662,0.98378325,1.3649049,1.3240335,1.161452,1.4906137,0.108493984,1.1658721,0.7777055,1.0751743,1.1228684,0.64307475,1.2457294,0.6829015,1.3138247,1.3781576,1.6151247,0.6390268,0.49431652,0.30028462,1.377567,0.7907601,0.9448687,1.4212694,1.1692593,0.9848808,1.1608021,1.2908449,0.0,1.2730144,1.2886653
window,0.9848678,1.1754044,1.2632272,0.8286451,1.1624827,1.0818471,1.2358024,0.9967863,0.67890096,0.94654727,0.61325186,1.1050549,0.8361015,1.1093181,0.9699929,0.8642305,0.93095565,0.9817018,1.11504,1.2206717,0.8831131,1.1922673,0.8060673,1.201865,1.0844302,0.94850236,0.8817446,1.2645036,0.8650975,0.8729848,0.985655,0.5933893,0.8033632,0.83497983,1.0974892,1.1907423,0.72087336,1.1934049,1.236392,0.669059,1.1849854,1.0727452,1.0609899,0.4771371,0.83937687,1.0054953,1.2896175,1.1062754,0.919956,1.1654437,0.8942402,1.2762103,1.1983008,0.9882629,1.141965,1.1656456,1.1860182,0.6574811,1.2060764,1.3028858,0.75094557,1.249432,0.9512532,1.1478283,1.244139,1.0300881,0.94885707,0.8424882,1.0225192,0.9565463,0.9076053,0.51781356,0.82993436,1.1214153,1.1547331,1.270899,0.9081671,1.2086511,1.0493348,1.2420204,1.0770662,1.2877762,1.2017064,1.2375987,0.70041233,1.0428846,0.9320281,0.91816455,0.91197765,1.1653339,1.1089244,1.2005152,1.2712772,1.1561776,1.0446591,1.0293531,0.8212297,1.1234541,1.1532278,1.283565,1.0176804,1.1685467,0.4911152,1.0738839,0.9121794,0.9472428,0.7842414,1.2768079,0.85278434,0.5804234,0.8805872,0.73157007,1.3032053,0.73704946,0.9654229,1.2032449,0.98137313,1.3022501,1.0496686,1.1767435,0.9183575,0.8545353,0.6799248,1.2542403,1.3342013,1.1350143,0.9832141,1.0775263,1.1750023,0.9507328,0.38275528,0.93281966,0.90701973,0.82553285,1.2730144,0.0,0.93085736
