,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
owl,0.30861437,1.0314653,0.83000267,1.0964622,1.2393674,0.88524723,1.2162838,0.90982,0.8912464,1.4122059,1.0309132,0.53901225,0.50184375,0.8239684,1.2207613,0.94904953,1.2940487,1.2695417,1.1225173,0.39703393,1.4188727,1.4182656,0.8886646,1.4564722,1.2819802,1.1218386,1.0206357,1.4329886,1.3029572,1.2167337,0.8721352,1.0086137,0.9330344,1.0281779,1.0031296,0.92207474,1.4144058,1.0158614,1.2872827,0.63247085,0.7985143,1.2545906,1.165068,0.82563365,0.71733725,0.8942057,0.8601694,1.2068142,0.8752649,1.1693984,1.0311382,1.2030683,1.1269536,1.406101,0.7436971,1.062412,1.324853,1.0005558,1.0179921,1.0701733,0.92112255,0.7852881,0.9571224,1.1635981,0.83500123,0.99384254,0.91337395,0.8748597,1.0113876,1.3548306,1.3383524,0.8676845,0.5096557,1.1027083,0.7872461,1.18232,1.0077885,0.98654926,0.6131708,1.1637969,1.421337,1.3368728,1.033813,0.91785324,1.2149792,0.0,0.7881856,0.9464905,0.7692249,1.4098184,1.3304218,0.9612343,1.0637143,0.9253416,1.3067851,0.94136673,1.1097236,1.3231761,0.82623583,0.6149679,1.0436454,1.2545946,1.2675238,0.43390006,0.6619876,0.9853657,0.9467378,0.9055919,1.0486242,1.0958405,1.0409662,1.1690763,0.9778416,1.3847718,1.079456,1.2057985,1.0578408,1.1315823,1.1906625,0.9095573,1.056353,1.0780009,0.8661535,0.8856982,1.0946112,1.1542959,1.004545,0.9646582,1.386811,1.0132564,1.1232872,1.1459138,1.066246,1.157965,1.093548,1.3496007,1.2367043
pajamas,0.8287777,1.4047065,0.46379983,1.4469051,1.3952854,1.0197095,1.0925553,0.49633056,0.33872652,1.3920695,0.47507745,0.39787436,1.2654018,0.23353398,1.0857872,0.9285288,1.437303,1.3455399,1.0656308,0.6419648,1.3409239,1.4406906,1.2710545,1.435682,1.3057163,1.2793069,0.7481501,1.0508201,1.4849281,1.0241748,0.6500887,0.80582374,0.70181924,1.2135174,0.5307326,1.1865009,1.5545102,0.61210793,1.4230937,1.1653328,1.1209967,0.9836832,1.0796484,0.6024922,1.2216454,1.3256581,0.7869992,1.1886382,0.75891435,1.1724054,1.4097369,1.4016908,1.1114925,1.3507942,1.2657695,0.7566494,1.4539185,0.7745569,0.9426201,1.1714951,0.7817511,0.9013517,0.7485744,1.389282,1.2374574,0.70581234,0.32931554,0.17031252,0.9010955,1.1299076,1.475763,0.5067066,0.48305112,1.2443631,0.5474022,1.3000723,0.7556332,0.95516664,0.5698265,1.3782103,1.3924153,1.3691385,0.978769,1.3635492,1.038375,0.7881856,0.0,0.30084383,0.6072363,1.4383254,1.3639069,1.2894679,1.0135235,1.3061851,1.1450809,0.995289,1.2058722,1.5515885,1.2255754,0.86528003,0.6794517,1.4408901,0.95215744,0.6531704,1.1915883,0.64369166,0.7946081,0.29276842,0.96740454,0.49325204,0.9929892,0.89871514,0.67671734,1.4445239,0.87201947,1.3470352,0.8241029,1.1726441,1.229756,1.0881149,1.3254714,0.95133543,0.3803227,0.51871943,1.3405415,1.2366164,1.391253,0.7655012,1.2557874,1.2231078,0.99261713,1.1162744,1.2016646,1.3301314,0.8935367,1.3778341,1.036503
pants,1.0531518,1.3575407,0.54321146,1.3933755,1.222804,1.0337117,1.2192893,0.70697975,0.61705995,1.1651205,0.60746026,0.57205623,1.3311777,0.4635561,1.1670061,1.1838349,1.4397953,1.3738605,1.0938556,0.87797034,1.1272595,1.3434255,1.3693271,1.30565,1.326347,1.1809075,0.69949806,0.9738541,1.4330416,1.0734985,0.444457,0.9639659,0.75587547,1.2272893,0.6265709,1.1619325,1.3944709,0.8699496,1.4326415,1.2253857,1.2487231,0.9976422,1.0352993,0.6069865,1.2775836,1.2544336,0.947339,1.0328941,0.8588422,0.94047606,1.3026328,1.4409916,0.8708278,1.2904773,1.2878609,0.8379451,1.2786493,0.64899737,0.9245302,1.2416849,0.8373878,0.974619,0.6911599,1.224817,1.2807349,0.96292037,0.36023605,0.13446403,0.9419168,1.1038882,1.4605918,0.47176868,0.5639504,1.1465825,0.5424957,1.3505809,0.6347437,0.9734113,0.57993096,1.2466822,1.2637854,1.100052,0.9430085,1.3692195,0.96887153,0.9464905,0.30084383,0.0,0.8378916,1.3232844,1.1868172,1.0565097,0.82829475,1.2326094,0.984398,0.95943546,1.250114,1.4175414,1.2523626,0.8171259,0.6073271,1.417237,0.93919337,0.81444037,1.3183186,0.5216365,0.9476143,0.24931937,0.7971155,0.1869781,1.0435508,0.94022167,0.8813616,1.2008175,0.9028988,1.3181345,0.6282251,1.1134311,1.1259712,1.2049159,1.2838717,0.98716474,0.24960911,0.7677156,1.3705082,0.9828332,1.1605526,0.87859064,1.1833832,1.4238498,1.1077038,1.1616795,1.2165337,1.2859507,1.007229,1.1638223,1.1332277
paper,0.69950354,1.254633,0.7101583,1.3599826,1.3743222,0.96977025,1.0160537,0.59858096,0.587646,1.4186933,0.62791735,0.5497967,1.0602762,0.6835079,1.0296842,0.34666198,1.2902524,1.1905264,0.7181399,0.64114714,1.3691123,1.3113647,0.969575,1.2664108,1.1890267,1.1826817,1.0017737,1.109711,1.3596826,1.0725911,0.967097,0.8544074,0.84689975,1.1038303,0.7872955,1.1266503,1.4153587,0.65661037,1.2766614,0.98013365,0.8914788,1.0173779,0.99300015,0.8534316,1.039011,1.2804682,0.84617555,1.2461531,0.8180196,1.2130998,1.3073838,1.2694268,1.2082978,1.2833819,1.0615268,0.8640448,1.4340173,0.9208962,1.0950569,0.956612,0.8872279,0.83258986,0.79636735,1.3556812,0.99919343,0.72920895,0.6865861,0.7400231,0.78855824,1.0862473,1.3378028,0.81336343,0.6779259,1.1783384,0.69762075,1.1268625,0.8980485,0.9971854,0.82139933,1.4137366,1.3971148,1.4240477,1.1026928,1.1940958,0.94028115,0.7692249,0.6072363,0.8378916,0.0,1.3364937,1.2305404,1.2354896,0.99617255,1.1880153,1.3948159,0.7496277,1.1096913,1.3985721,1.0877094,0.98683953,0.846562,1.2832276,0.97690505,0.65263295,0.9626172,0.8461038,0.6646501,0.7434066,0.96796435,0.9267985,0.87408155,0.878064,0.74920547,1.444158,0.9644607,1.2804372,0.9457822,1.1166989,1.0645635,0.9745664,1.1088918,0.84431195,0.77671516,0.52241063,1.1761625,1.346116,1.3724506,0.65622693,1.3135759,0.97172874,0.8714231,1.1023808,1.1095071,1.2113856,0.90762836,1.4361365,1.0077986
pen,1.3679023,0.87482977,1.2868917,0.53302044,0.44194275,1.1599677,1.1003289,1.4281621,1.4344844,0.2564047,1.3271531,1.4547341,1.1366491,1.3579469,0.88155687,1.0490012,0.46455145,0.82828295,1.1518435,1.367186,0.42722565,0.6060961,0.9443119,0.55224043,0.77515805,0.57644373,0.9901224,0.9577511,0.60159737,1.168142,1.1739625,1.3114502,1.1125548,1.031204,1.3809994,0.9428139,0.11984813,1.3881115,0.47962987,1.169268,1.1028064,1.1639813,0.90416026,1.3073294,1.0674927,0.9053353,1.1489905,0.7741103,1.2838802,0.6948743,0.43663925,0.4081639,0.92189777,0.28780293,1.1000162,1.1562483,0.2265079,1.2081387,0.94597685,0.987633,1.2608787,1.2282145,1.1715297,0.6053008,1.052608,1.3187621,1.2691419,1.359697,0.9487618,0.9514322,0.51861554,1.3195417,1.4165115,0.855613,1.4422572,0.7810806,1.2529774,1.1112131,1.3241318,0.40370607,0.4142207,0.43795073,1.0845401,0.92222047,1.0840093,1.4098184,1.4383254,1.3232844,1.3364937,0.0,0.20192218,0.99040663,1.11025,0.9620957,0.57678616,1.0502224,0.98807174,0.35832232,1.0149554,1.2209902,1.2600517,0.61787784,1.0965496,1.3313628,1.1472638,1.2950032,1.1951945,1.3812332,1.1131747,1.1257973,0.8553662,1.0371585,1.3332961,0.2604407,0.950143,0.32863355,1.1545843,0.9431481,0.81507045,1.2920314,0.9118648,1.2755104,1.3573121,1.5031104,0.960539,0.64284986,0.66151583,1.1759422,0.54039,1.0294057,1.1187385,0.8623022,1.0511011,0.73551524,1.0754733,0.29262555,0.99605197
pencil,1.3128144,0.92339677,1.1258667,0.7924795,0.6343413,1.0881461,1.1099308,1.3275131,1.4021995,0.40855384,1.19341,1.366523,1.1476482,1.3021462,0.92145765,1.0643408,0.8243352,0.9282391,1.088489,1.2508448,0.5735916,0.77898556,0.9623985,0.70443606,0.91067874,0.74075747,1.0791147,0.9871239,0.74981993,1.2159168,1.1675248,1.3046896,0.9799851,0.98542327,1.3331444,0.8277351,0.23518103,1.309648,0.8261144,1.1750269,1.1316916,1.1705298,0.78439254,1.2710036,1.0891658,0.8930905,1.2044306,0.7834462,1.2811408,0.6052778,0.59730685,0.76930857,0.88119227,0.34810102,1.0864954,1.2206991,0.50076675,1.0366296,0.99517304,0.9235827,1.2321362,1.1975464,0.9276639,0.79673886,1.0710211,1.1997644,1.2420901,1.2412572,0.62856144,0.90003544,0.64927816,1.1511402,1.3342738,0.89634395,1.2185469,0.78134716,1.1106851,1.0104963,1.2312976,0.68750584,0.63595104,0.54634374,1.0318079,0.9904757,1.0695964,1.3304218,1.3639069,1.1868172,1.2305404,0.20192218,0.0,0.88242674,1.0039995,0.90198576,0.72799444,1.0134441,1.0343214,0.5563149,1.0560042,1.189044,1.0952455,0.81680906,1.1238459,1.2663393,1.1857815,1.2096925,0.93514776,1.3325318,0.9450894,0.9861416,0.7067895,1.0751972,1.3634441,0.45344502,0.99594176,0.65287983,0.9683668,1.0269172,0.5817159,1.1843824,0.92628115,1.1692729,1.3203657,1.4552871,0.9669612,0.6619785,0.64557135,0.8759144,0.69632936,1.1088138,1.0746312,0.83918464,1.1315153,0.8929787,0.88990027,0.55113053,1.1207339
penguin,1.1331029,0.7251811,1.083806,0.8944056,0.9444794,1.0403116,1.0549365,1.3739556,1.4561183,0.9361763,1.3077312,1.1720133,0.81158316,1.273006,1.1534302,1.1924541,0.94774544,0.9652496,0.9875394,1.1367803,0.8153944,0.8719234,0.93262726,0.88651794,0.98888874,0.9198705,1.2208409,1.1016183,0.9234377,1.0297388,1.036024,1.2686574,1.1564288,0.9594598,1.359787,0.78951114,0.84801245,1.3303955,1.0066352,0.85741025,0.89576936,1.0208611,1.0331522,1.1557095,0.7745649,0.72436786,1.2827654,0.81882906,1.193469,0.64573884,0.94015104,1.0495584,0.7265729,0.94484985,0.97162414,1.1061165,0.9348136,0.74251187,1.1462135,0.9071422,1.1464219,1.1024028,0.8628704,0.8420943,0.826959,1.2339906,1.2192671,1.1889858,1.0098087,1.002732,0.8705935,1.0714123,1.147305,0.9934219,0.9565302,0.8851889,0.9559051,1.0016325,1.1817871,0.8731613,0.8136922,0.77122605,0.87380695,0.71710116,1.1026713,0.9612343,1.2894679,1.0565097,1.2354896,0.99040663,0.88242674,0.0,0.9889187,0.74922085,0.9846326,1.1562699,1.0137749,0.96318334,0.85677147,1.0292696,0.9494113,0.9904276,1.1883225,1.1550114,0.9745118,1.0910153,1.0867977,1.1822075,0.84068257,0.96013695,0.9827318,1.3203777,1.2962047,0.8106699,1.1947113,1.04077,0.75775945,0.9388609,0.83498275,0.8873867,0.83699596,0.9969078,1.1770973,1.4295305,0.7932199,0.62290806,0.72231495,1.091913,0.8350837,0.97348803,1.198783,0.9144878,0.90527725,0.98490906,1.047161,0.8935778,1.1876752
pickle,1.0690719,1.074573,1.0504252,0.99317205,0.88419217,0.43667567,1.0163478,1.0919926,1.059464,0.94859093,0.8968471,0.86886674,1.1320953,0.8962333,0.9330482,1.0241374,1.1444317,1.0919591,0.9839587,0.98172593,1.0667652,0.9853191,1.185748,1.1236461,1.0211573,0.9384905,1.0938357,0.9658991,1.2549684,1.0388763,1.0547094,1.1688323,1.0059594,1.0331091,0.91621816,0.8381903,1.0085272,1.0583695,1.2494309,1.123532,1.143156,1.008022,1.0102774,0.7897518,1.1258923,1.0085958,1.1705785,1.0139368,1.0106331,1.0113609,0.85504884,1.2330317,0.9405525,0.98372775,0.6342945,1.0423833,1.0982206,0.8229387,1.0707228,0.83028835,1.0142719,0.9191869,0.9394281,1.1159045,1.2140486,1.0159228,1.0856694,0.85177207,1.0074285,1.1248581,1.3086374,0.7704687,0.8556167,0.3874153,0.6849023,1.1954961,0.73532355,0.9857442,0.8155518,1.167367,1.0839276,1.0842614,1.0523186,1.1337171,1.0716448,1.0637143,1.0135235,0.82829475,0.99617255,1.11025,1.0039995,0.9889187,0.0,1.1433899,0.91065216,0.85596025,0.95758736,0.9526707,1.1513286,0.75960106,0.873808,1.1148062,1.1201314,0.93975747,1.1814291,0.90115505,1.0395226,1.0359948,0.7275721,0.93639874,1.0974824,1.070249,0.89714515,0.9244822,1.1507561,1.1398125,0.8065736,1.0369718,0.9295837,1.1643238,1.0900092,0.9659049,1.0031075,1.0107405,1.1394421,1.0304917,0.7784264,0.9846017,1.0159138,1.0488753,1.0008153,0.9882272,1.0008645,0.9980219,1.1467046,1.0091356,1.2079686
pig,0.87645835,0.801564,1.1839025,1.0001684,0.9746707,1.0212953,0.97944444,1.2634364,1.3146193,0.9159416,1.2557908,1.2253617,0.7258552,1.2853428,1.0125635,0.98380214,1.0207186,0.87998223,1.0097219,1.1203352,1.0030466,0.9678908,0.59129167,1.0037959,0.81914073,1.0683136,1.18378,1.0698609,0.8362402,1.0890039,1.1504582,1.05162,1.1227431,0.803952,1.2439098,0.966934,0.8918352,1.1951768,0.98895454,0.4202112,0.80792403,1.1245729,0.98773456,1.156259,0.77389514,0.8417175,1.0624074,0.99173886,1.1521795,1.0127398,0.8537501,0.9756901,1.0678396,0.968812,0.7017071,1.2747033,0.973612,0.94338006,1.1389687,0.927664,1.1709402,1.0893039,1.0765011,0.8525022,0.43128586,1.1787502,1.2440213,1.2479249,1.097848,1.014644,0.936701,1.2027379,1.2077407,0.96339154,1.1832066,0.8902821,1.0010062,1.1043639,1.1848286,1.0451078,0.9666703,0.96886736,1.0748805,0.81199473,1.0177182,0.9253416,1.3061851,1.2326094,1.1880153,0.9620957,0.90198576,0.74922085,1.1433899,0.0,1.0067118,0.96894747,0.9884533,0.86221623,0.43144882,1.0098847,0.99497384,0.8402158,1.1557292,1.219815,0.71658087,1.1718122,1.0035764,1.2759622,0.891916,1.1988144,1.1591022,1.1418926,1.1638107,0.9134942,1.1831605,1.0081904,1.01674,1.0742431,0.98546755,0.97309947,0.87474597,0.95436573,1.2241143,1.2296944,0.8348066,1.0019069,0.8521154,1.1724557,0.9962462,0.8366882,0.9719008,0.89638597,0.9222946,0.879142,1.1306689,0.99573326,1.1070985
pillow,1.3524624,1.0574543,1.1465786,0.87236303,0.5224921,1.1724849,0.8811931,1.216971,1.1419251,0.5015552,1.121537,1.2548383,1.1473055,0.9180118,0.91229945,1.2591574,0.726517,0.8511686,1.0536668,1.2692487,0.5153102,0.5656355,1.0937634,0.49969178,0.8348129,0.9549686,0.8924313,0.54564166,0.6680361,0.82483613,0.9761023,1.1441882,1.2643743,1.2296474,0.85110635,1.0127009,0.68812466,1.1398525,0.77170545,1.1404421,1.1880326,0.8333808,0.90354824,1.1871479,1.1347376,1.0427436,1.2411712,0.937407,1.2398822,0.8951928,0.6521977,0.7213865,0.9370033,0.45894438,1.1712241,0.974773,0.6427425,1.002911,0.89979655,1.2165278,1.1777874,1.1467927,1.2071838,0.81204146,1.0981815,1.3413734,1.0859582,1.0111583,1.2241297,0.8413739,0.6202117,0.96014416,1.120846,0.886372,1.2544878,0.9550047,1.1427894,1.1872165,1.1009383,0.7702683,0.31778073,0.6939458,1.1285686,1.0826759,0.8445419,1.3067851,1.1450809,0.984398,1.3948159,0.57678616,0.72799444,0.9846326,0.91065216,1.0067118,0.0,1.2043917,0.9203862,0.5371206,1.0317134,1.0129939,1.1438637,0.4423719,0.75139594,1.227742,1.1942792,1.0917205,1.5442826,1.1095693,1.2013047,0.94770056,1.0350895,0.80676454,1.2598485,0.66679245,0.9138895,0.7523991,1.0843163,0.9020265,1.0496517,1.2550821,1.073921,1.0288159,1.0934048,1.3352761,1.1242225,0.8259053,0.8081517,1.3668869,0.34223688,1.2470632,0.88982284,0.91560364,0.93216693,0.746925,1.2260568,0.6240458,0.8683442
pizza,0.8950181,1.0950866,1.0429999,1.087107,1.0751427,0.70607805,1.1002194,0.9513214,1.0031663,0.97601265,0.9111675,0.89192694,0.95104694,1.0144386,1.0693829,0.7486426,1.1889158,1.1189387,0.97206753,0.9926148,1.0578595,1.1472243,1.049009,1.151623,1.063835,0.88639027,1.001818,1.1015915,1.2042289,1.1515907,1.1031322,1.0629303,1.0001274,0.95022655,1.0407549,0.9598248,1.0613027,0.97392744,1.1329516,0.9575136,0.9672501,1.095922,0.93518627,1.0000308,1.0208637,1.0879419,0.9657383,0.8366959,0.9335011,0.9837725,0.9985155,1.1950676,0.9348773,1.091416,0.7128478,0.9811829,0.97008604,1.0690589,0.97466826,0.9210578,0.97947294,0.9925691,0.8818769,0.9913342,1.059602,0.9341457,1.0026705,0.95265347,1.0079271,1.1540996,1.2576377,1.0151135,0.9937751,0.7862405,0.8893415,1.2186279,0.9600804,0.9058872,0.99886245,1.0625377,1.1930016,0.965896,0.88940454,1.1286153,1.0547508,0.94136673,0.995289,0.95943546,0.7496277,1.0502224,1.0134441,1.1562699,0.85596025,0.96894747,1.2043917,0.0,1.0946802,1.0366943,1.0194777,0.9909557,0.9843916,1.1915026,1.0754778,1.0138001,0.9534198,0.96612513,0.8992228,0.9855849,0.923818,0.95629776,1.0479786,1.058963,0.84721076,1.0077065,1.0124426,1.0352842,1.0572543,0.9851829,0.9124839,1.1203991,1.1195514,1.0118598,1.0164733,0.9241512,1.022916,1.0312096,0.87383896,0.9322122,1.1671512,0.9645612,1.0245312,1.0675119,1.0516635,1.0969129,1.1186008,1.0374005,1.1463201
plant,0.87898934,0.9333741,1.101826,0.9525925,1.0428172,1.0003555,0.8966,1.0634525,1.0215054,1.0286201,1.1187006,1.2007446,0.8097719,1.1584312,0.85911405,0.9999551,0.9025083,0.9285062,0.9443712,1.1219151,0.92939323,0.9190806,0.71496165,0.8429399,0.77003235,1.1777277,1.1283629,0.7872702,0.763301,0.78687876,1.1122282,1.0227288,1.185263,1.1341795,0.96273434,0.849545,1.0111443,0.88592124,0.9610384,0.9161207,0.8952552,0.80777586,0.9777415,1.1805229,0.9672902,1.0472757,1.0544791,1.1346353,1.1103128,1.1388421,0.98952425,0.76113176,1.1654276,0.8544941,0.86523986,0.99501485,1.050429,1.1664139,0.98186725,1.1238784,1.0588831,1.1039608,1.1746607,1.0311922,0.9181001,1.0569863,1.1902434,1.2759569,1.1382213,0.69747907,0.62493825,1.1618063,1.2203842,0.8699598,1.2464552,0.8380149,1.1496694,1.058609,1.2154735,1.1138997,0.83021635,1.0251174,1.0880901,1.0497301,0.88399047,1.1097236,1.2058722,1.250114,1.1096913,0.98807174,1.0343214,1.0137749,0.95758736,0.9884533,0.9203862,1.0946802,0.0,1.0128515,0.94318473,1.2053031,1.1052568,0.7804202,0.76839364,1.1557096,0.7868196,1.1021787,1.1940901,1.198959,1.1201153,1.2213354,1.1318794,1.0532688,0.9986243,1.1230797,1.0037329,1.0629851,1.1518424,0.9166223,0.9515945,0.8792178,0.83162814,0.9465487,1.1913565,0.98463947,1.0500274,1.1629468,1.0547509,1.1360683,0.8636746,0.9957306,1.001101,0.7034678,0.72911525,0.8376552,0.93984723,1.0848093,0.5812547
plate,1.316098,0.68468577,1.4759953,0.48260522,0.30668396,1.0013294,0.8014443,1.406533,1.5140773,0.4037937,1.4101347,1.3778341,0.98579603,1.4112599,0.83634835,1.0101497,0.4610181,0.40489304,1.0644265,1.3767655,0.5324591,0.33430767,0.9264161,0.5426514,0.64330626,0.6448855,1.1768401,0.90321463,0.48680985,1.1325834,1.3154513,1.2149897,1.3105962,0.8521524,1.3879211,0.9140172,0.3014369,1.4315176,0.46164262,1.0654017,0.9746978,1.1848351,0.92341113,1.317422,0.9857215,0.6678599,1.249352,0.8288728,1.3330411,0.8913373,0.34000945,0.54080576,1.0408963,0.46355814,0.8269706,1.1637816,0.39941704,1.1948907,1.0108248,0.77995795,1.3265754,1.0914894,1.288429,0.5992745,0.99919,1.3216686,1.428426,1.4601036,1.1929977,1.0268974,0.6215896,1.3832431,1.4922073,0.6719,1.4131153,0.8483021,1.2218618,1.1304817,1.3934288,0.5644092,0.45185268,0.60665715,1.1612533,0.68902475,1.093547,1.3231761,1.5515885,1.4175414,1.3985721,0.35832232,0.5563149,0.96318334,0.9526707,0.86221623,0.5371206,1.0366943,1.0128515,0.0,0.9235518,1.1250921,1.3299683,0.47036862,1.1584522,1.377847,1.0842439,1.3727498,1.3060435,1.4946506,1.0739518,1.2715168,1.1275138,0.8647766,1.1964208,0.33240592,1.0709474,0.5148273,1.1976613,0.8623065,0.77081007,1.1847589,0.8149449,1.1485804,1.4453502,1.4583097,0.64327246,0.81021416,0.5242481,1.2985963,0.55470294,0.80214304,0.8237623,0.92347085,0.9312707,0.60902834,1.3149894,0.46591556,0.9755097
pony,0.7399453,0.8265176,1.2778802,0.91827023,0.97840244,1.0658654,1.0669656,1.2438734,1.22871,0.99230564,1.3330646,1.1688858,0.6325457,1.2161505,0.990535,0.93224025,0.9137278,0.9466146,1.0578142,1.0391126,1.0492672,1.0105032,0.5072731,1.0299481,0.8329314,0.9708479,1.1422263,1.1764619,0.8579106,1.0677557,1.1809889,1.0859207,1.2171284,0.9399316,1.1934779,1.0918764,0.95879084,1.2057253,0.92556167,0.20791197,0.766623,1.1829102,1.1930852,1.1118494,0.7091492,0.89458835,0.86989945,1.1034688,1.0784329,1.0992821,0.8757138,0.88755536,1.1469107,1.0703672,0.7767718,1.2402625,0.99195486,1.1036289,1.0586096,1.0043677,1.1004378,1.0909203,1.1994209,0.900358,0.17225778,1.1626456,1.1889337,1.2638233,1.224034,1.123437,0.9137686,1.2434431,1.1454226,0.97365516,1.2195041,0.9064237,1.0443748,1.0245208,1.1115086,0.97919554,0.9375921,1.0486923,1.1036971,0.8437326,1.1095253,0.82623583,1.2255754,1.2523626,1.0877094,1.0149554,1.0560042,0.85677147,1.1513286,0.43144882,1.0317134,1.0194777,0.94318473,0.9235518,0.0,1.0227743,1.219764,0.8729504,1.1647801,1.1109488,0.59815156,1.1554486,1.0720472,1.2410548,1.0389295,1.2943026,1.1536102,1.1834716,1.1545905,1.0173954,1.1066293,0.89617914,1.1760465,1.1972253,1.0564501,1.0234966,0.8156049,1.0341022,1.1915641,1.1791956,0.9201741,1.059305,0.9496931,1.2162266,0.9965277,0.82376957,1.0646678,0.9981005,0.935188,0.83262783,1.1455224,1.034648,1.0616735
pumpkin,0.86722314,1.0218651,0.86068183,1.014669,0.99257916,0.769493,1.151132,0.94285154,0.9241136,1.1592607,0.93122864,0.76949847,1.0571642,0.67858684,1.0924958,1.1785474,1.3171017,1.168276,1.1905732,0.6192968,1.2823958,1.259125,1.113078,1.3571188,1.2725999,1.086535,0.8219164,1.2280041,1.3076401,1.262239,0.8111297,1.0453224,0.82253164,0.98252726,0.92957836,0.93336177,1.2265732,1.1528594,1.2917538,1.0493828,1.1996641,1.2723771,1.1022977,0.859563,0.9993464,0.9251856,0.8346168,0.9681431,0.91806066,0.9899194,0.9424541,1.2946998,0.8936485,1.1822473,0.9016383,1.0415587,1.1175003,0.87879145,0.8790694,1.1432568,0.96653366,0.82684183,1.0070008,1.0820812,1.0886543,1.011715,0.8533343,0.7374552,1.0563182,1.3458066,1.3742261,0.8426932,0.57371205,0.8318125,0.72188103,1.2519716,0.88545847,1.0329392,0.5304823,1.0214585,1.24326,1.1121308,0.91615826,0.9779869,1.2075181,0.6149679,0.86528003,0.8171259,0.98683953,1.2209902,1.189044,1.0292696,0.75960106,1.0098847,1.0129939,0.9909557,1.2053031,1.1250921,1.0227743,0.0,0.91138786,1.1453552,1.2583735,0.58179307,1.1526109,0.9823386,1.092655,0.9022474,0.9081261,0.9258598,1.0588564,1.008998,0.8627025,1.0468688,0.9477272,1.1017193,0.87302077,0.94945556,1.1632733,1.1882269,1.111829,1.2201153,0.8677059,1.0080346,1.0927691,0.9519933,0.89729863,1.1470582,1.1710141,1.2245864,1.0700316,1.1034724,1.1896474,1.2106296,1.2528906,1.0845788,1.1972911
purse,1.0093486,1.2791214,0.81078315,1.3736898,1.3391522,0.81874776,0.77245,0.7245077,0.7917228,1.2022418,0.6637406,0.8012787,1.2174222,0.6542321,0.9402312,1.056722,1.293937,0.9945274,0.8854412,0.8483595,1.274533,1.1382982,1.1948948,1.2187481,1.1156715,1.2572824,0.9592765,0.8941656,1.1891826,1.0155256,0.8793992,0.9368078,0.64975005,1.0626588,0.80341786,1.1428276,1.2869685,0.8644856,1.2932743,1.143384,1.1708899,0.9886112,0.9669624,0.8958941,1.1056105,1.2851646,1.045018,1.1029115,1.0961466,1.1276006,1.3229654,1.3219259,1.1720512,1.2009037,1.0461098,0.78609246,1.3262641,0.35364223,1.1359658,0.997734,1.0839894,0.96747446,0.7757311,1.2410038,1.1971424,0.69227386,0.65997314,0.52332187,0.7671076,0.97700006,1.2718407,0.7415335,0.77439994,1.0449911,0.5421564,1.0353259,0.49125051,1.0594845,0.91505116,1.3884115,1.2470161,1.2472689,1.1037343,1.2952597,0.83952576,1.0436454,0.6794517,0.6073271,0.846562,1.2600517,1.0952455,0.9494113,0.873808,0.99497384,1.1438637,0.9843916,1.1052568,1.3299683,1.219764,0.91138786,0.0,1.1785882,1.0261862,0.9158021,1.1942793,0.87465143,0.5937435,0.7904124,0.44369173,0.6310851,0.9314776,0.8014252,0.84592974,1.0270382,1.0724111,1.3464706,0.48453724,1.0267192,0.94860494,0.9238621,1.2000543,0.8407118,0.7926172,0.7575064,1.0644648,1.207586,1.1721356,0.7334211,1.1295822,1.0948699,0.87513506,1.0193714,1.0111098,1.2088583,0.7199442,1.1295878,1.1501976
