,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
oven,1.0165787,1.0055286,1.3407483,1.0688627,0.95391047,1.2972322,1.1966745,1.1197441,0.7783693,0.685669,1.0748646,0.9178658,1.0758812,0.648504,1.0791626,1.1188389,0.9529984,0.98063457,1.1077223,1.1176497,1.1469781,0.85950685,1.0112375,0.47922868,0.8742805,1.0923843,0.6615745,0.6229236,1.1048887,0.88200235,0.50123453,1.1253752,0.6472147,0.6905836,0.8398622,1.1997035,0.8171929,1.0523454,1.234285,0.6132291,1.0474489,0.86362827,1.1436617,0.42887312,0.68862545,0.89835626,1.0832804,1.1623985,0.97182125,1.197248,1.0716786,1.199791,1.3422284,1.0026445,0.99941117,1.0472229,1.2363633,1.084877,0.9620026,1.2375268,1.0086905,1.2482467,1.0184549,0.9713947,1.1936877,0.8763464,1.004602,0.88269633,1.1734194,0.89382666,0.75387335,0.43932062,0.980142,1.1350918,1.1398549,0.9965147,0.81879854,1.1882188,1.1987475,1.2925667,0.70425093,1.2261537,1.1551323,1.2100241,0.0,0.9265189,0.9794684,0.75643265,1.1573342,1.2028439,1.2246196,1.2181954,1.0882846,0.9513382,0.83974624,1.0574213,0.8961243,1.2042527,0.98279834,1.1501356,0.87226975,0.8227456,0.48199403,0.9796275,0.8933073,0.9722215,0.97954935,0.8930518,1.0725962,0.8318107,0.9536928,0.61804056,1.010911,1.2711265,1.0880023,1.2692991,0.96780515,1.1113735,1.0091134,0.9401823,1.2100148,0.79561615,0.9101643,0.7665947,1.187929,1.3116038,1.2408233,1.038549,0.7259793,1.2544863,1.0486451,0.76107454,1.2415731,0.5975631,0.9876288
owl,0.9412088,1.096535,1.211764,1.0301857,0.884491,1.1696783,1.137917,1.1821463,0.8242746,0.8266523,1.0307649,0.8957459,1.1291817,0.9575732,0.72111094,1.0661424,0.76567864,0.9112063,1.0297867,1.2341276,1.2225882,1.0278693,0.78346276,0.86357963,1.0420458,0.96697646,1.0910956,0.9725628,1.1888082,0.7943225,0.9457376,1.1193671,0.94755256,0.9795736,0.9729785,1.0818148,0.87873393,0.99651456,1.3624415,0.95984554,1.1393397,0.86980194,1.0726117,0.8385261,0.94765,0.3055687,1.1460114,1.2795651,0.831835,1.1689647,0.97539586,1.2628857,1.2207242,1.0845051,1.092767,1.1351207,1.0791677,0.94034404,1.1271478,1.2230893,0.99352396,1.1380527,0.9000113,1.029002,1.2085898,0.74537396,1.0774341,0.62234586,1.1874477,0.77925175,1.0704527,0.931677,1.0607688,0.88968486,1.0676169,0.8974053,0.9599691,1.0567765,0.9799464,1.2666894,0.88475275,1.1478033,1.1842928,1.1929502,0.9265189,0.0,0.59153503,0.7424619,0.97260445,0.97577024,1.2475046,1.2782438,1.155074,1.1044431,0.9682471,1.1019287,1.0794295,1.1793318,1.1275344,1.1169612,0.84957564,1.0362122,0.9213443,0.9959943,0.915989,0.7054204,1.0595876,0.66656184,0.97939146,0.8618206,0.8906882,0.9076823,0.9832407,1.3059181,0.9325874,1.2808404,0.9782365,1.1767648,1.2349578,1.0893649,1.1746451,0.80055445,0.6632397,0.86690694,1.2399548,1.2810001,1.2373875,1.1503782,0.87362397,1.1394048,0.9826751,1.0477087,1.246219,0.8677993,0.89604
pajamas,0.7253151,1.1862268,1.4714165,1.2604467,0.46594578,1.4030247,1.3105516,1.1259047,0.7632649,0.6096209,0.9827528,0.3569765,1.2253652,0.6512804,0.40056014,0.9423037,0.30637455,0.6949365,0.9520142,1.4931798,1.5556723,0.98830014,0.8750757,0.7894267,1.3829691,1.1951802,1.403486,1.2472337,1.2451864,0.71578723,0.94381285,1.4673119,0.7494017,0.94618964,0.9721282,1.1567981,0.4823802,1.0940995,1.545222,0.8100023,1.4994707,0.7142508,0.94873506,0.9240702,1.0358198,0.53551674,1.3205459,1.3586472,0.7775146,1.1978246,0.8828417,1.2907324,1.3441821,1.374023,0.96382654,1.372304,1.124004,0.9473917,1.0988328,1.4384702,0.9136975,1.2700222,0.79333425,0.803404,1.3636556,0.73263365,0.81440103,0.26384968,1.3135563,0.35095108,1.0779909,0.8035327,1.4676487,0.7604586,0.90376645,0.6753338,0.84654135,1.1397808,1.1560227,1.3621074,0.86362517,1.4198978,1.1173555,1.2622755,0.9794684,0.59153503,0.0,0.44162327,0.7236893,1.1002508,1.4215089,1.3898871,1.1662955,1.0133175,0.90751696,1.04483,1.3559092,1.5077707,1.1522391,1.4137151,1.066998,1.2474294,1.1743995,0.8470855,1.1808063,0.6631496,0.8185823,0.33625865,0.8799661,0.49959666,0.7995392,1.0331575,0.5435048,1.4641325,0.64820766,1.4170271,1.1010655,1.4008754,1.3732629,1.3092611,1.1914531,0.7533548,0.3864622,0.5588998,1.5904658,1.4637206,1.3047519,0.84020483,0.8537093,1.1505735,0.9870299,1.2098876,1.4347105,0.68524927,0.89349586
pants,0.8257328,1.0917556,1.4192548,1.1627477,0.544582,1.4279442,1.3967133,1.0655314,0.8633389,0.7319497,1.0897837,0.5982897,0.9832495,0.63792384,0.6963804,0.9277235,0.47633076,0.979516,1.1961933,1.3817165,1.4510895,1.1977514,0.9279413,0.65640175,1.2821934,1.2882779,1.1080126,1.2404402,1.1084828,0.54267067,0.8337641,1.3391896,0.7774992,0.9574219,1.048799,1.2141765,0.5064849,0.97299373,1.4053433,0.9330324,1.4252577,0.5914436,1.074659,0.79198134,0.7946281,0.798605,1.0686078,1.1986291,0.9014378,0.9713356,0.88825494,1.0188562,1.2544765,1.399978,0.7444657,1.2159019,1.2651916,1.014622,1.0988325,1.2539142,0.73858744,1.2892374,0.8353128,0.7364652,1.2103057,0.7943082,0.9733318,0.3845322,1.1665696,0.27881998,0.8894215,0.8153153,1.3896749,0.9325325,1.0033928,0.6531124,0.911567,1.0522578,1.1709527,1.2711217,0.7260848,1.2208372,0.94482404,1.2471102,0.75643265,0.7424619,0.44162327,0.0,1.0359939,1.1788976,1.3149425,1.2653724,1.0751377,0.9721317,0.58156204,0.9510799,1.2872052,1.5629191,1.1450313,1.3532175,1.1596086,1.1788993,1.0965917,1.0400101,1.1388059,0.78940827,0.9692179,0.41411877,0.97064483,0.38619268,0.8708992,0.982256,0.89254653,1.2386492,1.0008624,1.4454746,0.8313077,1.2662294,1.2106366,1.1246766,1.1020277,0.9022005,0.48086023,0.7465106,1.4820287,1.2482249,1.1242782,1.0356869,0.76204103,1.3623054,1.2229388,1.1082848,1.30086,0.835888,0.93449134
paper,0.458552,1.1959467,1.3032786,1.218095,0.7659268,1.11177,1.032548,1.1032217,0.83120567,0.66719407,0.6994335,0.4864387,1.2309599,0.8276515,0.37752217,0.8768369,0.6421746,0.6517016,0.20559764,1.382937,1.3757181,0.4923259,0.87443984,1.0596538,1.3956573,0.96337557,1.4893152,1.2658979,1.2849395,1.0441034,1.1963158,1.3520247,0.8067669,0.9536923,0.9787707,0.8407711,0.73195064,1.0899863,1.3804028,0.82357365,1.3641518,0.78005886,0.77379036,0.99303204,1.1869206,0.8779299,1.3338797,1.390699,0.8687452,1.235248,0.8935876,1.3337998,1.1816453,1.2471919,1.1330976,1.310502,0.7491256,0.8192177,1.0652362,1.3950598,1.3201274,1.0135309,0.8746363,0.9684306,1.3584691,0.76400316,0.7235151,0.82256955,1.3134725,0.95637304,1.24663,0.9306724,1.3082805,0.8599137,0.91872364,1.022838,0.94301444,1.1130894,0.8420759,1.3052418,1.2960539,1.3763559,1.1573838,1.1275835,1.1573342,0.97260445,0.7236893,1.0359939,0.0,0.79571044,1.2998765,1.2901263,0.991058,1.1011853,1.3329062,0.9906148,1.299425,1.0979733,0.885857,1.232122,1.0288149,1.2122269,1.110569,0.9538326,1.0746598,0.7877948,0.8415137,0.88589716,0.90320283,0.9547505,0.96410704,1.141494,0.59151447,1.4342234,0.7166863,1.1795305,1.2909997,1.2581452,1.307759,1.2583053,1.0900421,0.8617755,0.7988039,0.5355119,1.3878977,1.4281545,1.3581829,0.84808636,1.2777638,0.7711318,0.578796,1.2912333,1.3611462,0.8495423,0.8207253
pastry,0.9066229,1.0416447,0.96510607,1.0336708,1.1533072,0.8075686,0.86232024,1.0381273,1.118024,1.0931879,0.77285236,1.0421557,1.127847,1.1928816,0.80121064,0.9802541,1.1032718,0.9778476,0.8793318,1.0875974,1.1325614,0.9457654,1.0602521,1.1220574,1.1744852,0.9457948,1.2917578,1.1453565,1.1055448,1.1386968,1.2686825,0.986415,1.0575035,1.0892477,1.0481769,0.28524464,1.0928322,0.79416597,1.1364121,1.0920814,1.1185192,0.9844707,0.69994295,1.1415825,1.237824,1.0205353,1.1367701,1.0612124,1.0799148,1.0346056,0.8788552,1.1122657,1.0522585,1.1323366,1.0991645,1.1579455,0.66573054,0.9525624,0.8421203,1.0693402,1.1902115,0.76966655,0.931322,1.1365167,1.0125353,0.95677745,0.98984414,1.0565845,0.96847165,1.1767316,1.2108938,1.1723835,1.1144621,0.95305103,1.0030091,1.023441,1.0327,1.0292953,0.2016666,1.0819598,1.2896967,1.1226802,1.0101707,0.9159798,1.2028439,0.97577024,1.1002508,1.1788976,0.79571044,0.0,1.152541,1.1554074,1.0180298,1.1117958,1.3202732,0.9482475,1.1398474,0.9164071,0.93903667,0.94373095,1.0915074,1.1284862,1.1981653,1.0498906,1.0257009,0.8705229,1.1031303,1.1240585,1.0552844,1.0746922,1.1062701,1.2349973,1.0432237,1.0935664,0.9934666,0.915407,1.1824938,1.1232243,0.9936311,1.0138838,0.8421799,1.0603724,1.0666668,1.0143169,1.0646584,1.0832347,1.035845,1.0881717,1.2844496,0.74626446,0.857191,1.237573,1.0267261,1.1576003,1.0399659
pen,1.347619,1.003481,0.5617917,1.0546948,1.3780899,0.9560313,1.016942,0.99682856,1.3189498,1.4073842,1.1708813,1.4630051,0.4907934,1.2391225,1.4731593,1.1327407,1.4485726,1.1231341,1.0347879,0.33818543,0.2933104,1.1371275,1.2398361,1.2181119,0.67091393,0.97177744,0.5841378,0.78152764,0.8269032,0.9962303,1.0923611,0.42749476,1.3275446,1.2852005,0.86161816,1.2038091,1.4451413,0.9952507,0.13512862,1.3173821,0.3774314,1.3393021,1.2770165,1.237576,0.94139165,1.260653,0.5996457,0.64754176,1.0260483,0.71445477,1.2558792,0.6346295,0.5268841,0.6143174,1.1579353,0.18874961,1.1975867,1.1127193,1.1599264,0.2799031,1.1200378,1.010671,1.2889338,1.2534426,0.61642677,1.1691577,1.1989396,1.3938801,0.7663729,1.2895825,0.5428827,1.2816623,0.44742793,1.2895415,1.2397245,1.4503608,1.3170618,0.91861475,1.2666651,0.23284578,0.9914629,0.22787935,0.9854331,1.0721884,1.2246196,1.2475046,1.4215089,1.3149425,1.2998765,1.152541,0.0,0.037150383,0.9241476,1.1081544,0.8655281,1.1271878,0.62567353,0.64717305,1.0800543,0.9641697,1.0019944,0.79443866,0.95767564,0.924724,1.0376341,1.3347328,1.0348321,1.3619826,1.3484458,1.3648759,1.2010015,0.9411878,1.2903268,0.37239295,1.1403722,0.59888387,0.9827289,0.3995409,0.71077096,0.9348422,0.8833014,1.3670471,1.3995625,1.4899845,0.34302616,0.41150522,0.4562192,0.9717185,1.0037876,1.2202581,1.2832997,0.6059081,0.33316106,1.2333112,1.2176433
pencil,1.3177726,1.0389012,0.5854203,1.0277445,1.3295801,0.9911991,1.0576383,0.9711893,1.3088144,1.3871311,1.1677375,1.4178995,0.48816997,1.1776042,1.437286,1.1297036,1.411741,1.1287587,1.0405138,0.38618994,0.3475629,1.1425973,1.2465085,1.1975607,0.7031057,1.0049809,0.610305,0.7937156,0.795169,1.0088558,1.0960531,0.5120239,1.3022757,1.2922333,0.86989534,1.1990584,1.3930134,0.95913637,0.15889442,1.3051391,0.44152093,1.332067,1.2629745,1.2306497,0.917819,1.300834,0.6249401,0.6253098,1.0685407,0.70050436,1.2379787,0.59635997,0.51201874,0.69182396,1.1206152,0.18120241,1.2133633,1.0866851,1.1779159,0.30439782,1.118416,1.0143132,1.2711183,1.207494,0.65086794,1.1968493,1.1738822,1.3604503,0.76372206,1.24187,0.53481746,1.2701256,0.5282148,1.2712551,1.2265279,1.4121952,1.318166,0.9086772,1.2724817,0.25506568,0.96840006,0.27573454,0.9426735,1.0591062,1.2181954,1.2782438,1.3898871,1.2653724,1.2901263,1.1554074,0.037150383,0.0,0.9433913,1.0838505,0.8404972,1.09228,0.70246685,0.6883303,1.0777979,1.0089561,1.0547993,0.8331231,1.0044719,0.9357731,1.0721403,1.3147354,1.0267498,1.325416,1.3665307,1.324341,1.162816,0.9482571,1.2764585,0.40054435,1.1441443,0.6182748,0.99148613,0.42081416,0.70497835,0.92688066,0.856117,1.3871425,1.3659691,1.4667952,0.38013494,0.42168832,0.43748927,0.94445205,0.9818603,1.2542582,1.3121635,0.6591731,0.36823255,1.221415,1.2076358
penguin,0.7407508,1.008329,0.9714305,1.1182373,1.1533611,1.0156634,0.98286647,1.0333613,1.1337409,1.2608418,0.86430347,1.1611638,0.86876416,1.2413509,1.1648993,0.53621584,1.12006,1.0799308,0.97572213,0.8292991,0.89844906,1.0403991,1.1749895,1.1394728,0.891127,0.89168006,0.897511,1.078343,0.9877781,0.9111417,0.98331636,0.8621615,1.110628,1.0490206,1.1278437,0.9644457,1.1559355,1.1171,0.86759853,1.0970837,0.86230123,0.8059227,0.8734485,1.1802543,1.0903611,1.1691697,1.1006995,0.925526,0.905264,1.1207972,1.1586442,1.0895396,0.6424748,0.8109827,1.0396944,1.0626993,0.88602895,0.70879555,1.092857,0.9718671,0.96993655,1.0469395,1.1657195,1.2282598,0.87324727,0.86105216,1.0230782,1.099204,1.028518,1.1214144,1.0964595,1.1210011,0.9113549,1.0552698,1.0581315,1.0458153,1.1332439,1.0862588,1.002248,0.92340314,1.1219703,0.8955901,1.15882,1.120908,1.0882846,1.155074,1.1662955,1.0751377,0.991058,1.0180298,0.9241476,0.9433913,0.0,1.0454564,1.0436833,1.129605,0.80651593,0.89546835,0.7416002,1.0356121,1.0604533,0.9260444,1.006329,0.98525673,0.82698476,1.0734705,1.0182362,1.1732394,1.0317982,1.1593411,1.0641398,1.0811249,1.0747846,0.8840089,1.0462799,0.9671352,1.0046632,0.8576887,0.9928353,1.113781,1.0180659,1.0677209,1.1661137,1.1963799,0.9112005,0.99543,1.0362141,1.0409622,1.120658,0.94313824,1.056624,0.8492682,0.91265494,1.119402,0.7866287
pickle,0.934887,1.0171932,0.97451115,0.650634,0.9801776,0.9349045,0.9628488,0.3348956,0.8318969,1.0178318,1.0908875,1.148828,1.1762401,1.0352484,0.95075077,1.0844545,1.003763,1.0774066,1.1362329,1.1793004,1.1660644,1.0887858,0.8484768,0.93031776,1.1372999,1.1239076,1.0951564,1.1450351,0.47311068,1.0836908,1.1640353,1.2252301,1.105027,1.0405239,0.9828128,1.023713,1.176602,0.93567204,0.97311103,1.0963231,1.2558637,1.129175,1.0851995,1.0705148,1.1065766,1.0636547,1.0363681,1.0349827,0.95773065,1.0289952,1.1440339,0.897806,1.0387663,1.1878877,0.86194956,1.146761,0.85908866,0.9331353,0.83283365,1.1282573,0.8865539,0.6263384,1.1166216,0.73275363,1.2322885,1.0527247,0.739195,1.1627771,0.9733688,0.9896767,0.86466205,1.0132225,1.2056705,1.0232565,0.38264084,0.6969499,0.941045,0.8937327,1.0563102,1.1828924,0.92887384,1.2243378,0.9378673,0.6635933,0.9513382,1.1044431,1.0133175,0.9721317,1.1011853,1.1117958,1.1081544,1.0838505,1.0454564,0.0,1.0722266,0.8283545,1.1349821,1.1287079,1.1035874,0.92941433,1.0904323,1.2040555,1.1921887,0.9726462,1.0015534,1.1444827,0.7656164,1.0296793,0.7407182,0.97094256,0.6647265,1.0249677,1.0194585,1.1506472,1.0115441,1.0073867,0.9809124,1.1283236,0.7883124,0.91680855,0.8539649,1.1197737,1.0963948,1.038132,1.123876,1.0897564,0.92896086,0.65269244,0.9498893,0.89567435,0.90743756,1.2653964,1.2203914,1.0587798,0.90886855
pillow,1.1902517,0.7471364,1.0884831,1.0227377,0.80780226,1.2239239,1.1922865,1.1618794,1.0038561,1.1269616,1.1768495,1.009998,0.7711216,0.7054763,1.178429,1.1163784,0.7361069,1.2528776,1.2426574,0.9408073,0.8789029,1.2159451,0.98861164,0.93405795,0.71033514,1.1638833,0.573522,0.91264594,0.9941856,0.76915467,0.60323954,0.94150335,1.1001889,1.0772113,0.9203915,1.3897297,0.8331137,0.99630576,0.91660047,1.1090251,0.8836665,0.97852093,1.0814931,0.90111136,0.79480094,0.95901775,0.8332627,0.8688932,1.0196337,0.94605905,1.1734356,0.7376416,0.9990109,0.91115046,0.6372436,0.7856686,1.4407574,1.1341742,1.3016429,0.8892689,0.44573927,1.3082426,1.1601607,0.89115286,0.86565673,1.0844215,1.18718,0.8802302,1.0182503,0.5878904,0.83770376,1.0742329,0.8574738,1.0057024,1.2354589,0.74061084,1.1911824,1.0683768,1.3498422,0.9225304,0.32418013,0.7830256,0.965623,1.1232485,0.83974624,0.9682471,0.90751696,0.58156204,1.3329062,1.3202732,0.8655281,0.8404972,1.0436833,1.0722266,0.0,1.0467553,0.91706103,1.1601043,1.098661,1.0391854,0.89806646,0.789379,0.7882502,0.99170244,1.0852363,1.2238525,1.1141474,0.8914012,1.1449019,0.68249136,1.0373535,0.78387964,1.126252,0.8019084,1.1117789,1.151156,0.43985802,0.8714241,0.9153279,0.91482884,1.1460109,1.0679686,1.0003409,1.2012038,0.89704233,0.737,0.97094667,1.1302527,0.36270952,1.4248242,1.4338771,0.8631805,0.9597605,1.0759087,1.0852871
pizza,0.92498845,0.8654039,0.8950424,0.50636894,0.88651204,0.79574853,0.83609986,0.77629817,1.0289898,0.95036054,1.043439,1.0115378,1.0462031,0.933701,0.8697168,1.1308664,0.8934281,1.1149627,1.0841079,1.1531072,1.1048274,1.1497365,0.6998101,0.9997553,1.178054,1.1522607,1.1683611,1.21295,0.82203436,1.0431334,1.1996613,1.1822481,1.0506425,1.0300343,1.0424569,0.90149283,1.0197455,0.7516835,1.1009048,1.0798138,1.143498,1.0563722,1.1133738,1.0487707,1.0810106,1.0500246,0.9914583,1.0725788,1.0772493,0.9870373,1.025064,0.9060315,1.0202576,1.1699489,0.8109689,1.0695214,0.9946497,1.0047877,1.073909,1.111187,0.9811961,0.93129694,1.0219738,0.7171345,1.1685677,1.0631624,0.98421603,1.0996708,1.0500985,0.9962625,1.0411439,1.0225624,1.0910145,0.8895912,0.80908406,0.8204433,1.1252506,0.91701394,0.88323766,1.1088735,0.9609107,1.0787059,0.95817673,0.7661239,1.0574213,1.1019287,1.04483,0.9510799,0.9906148,0.9482475,1.1271878,1.09228,1.129605,0.8283545,1.0467553,0.0,1.1971779,1.111843,1.0501825,0.8776196,1.1662844,1.1666294,1.185544,1.039189,1.1629077,1.0638945,1.0396029,1.0191792,0.83273745,0.9278251,0.8089262,1.0674572,1.1351975,1.0327153,0.88700813,0.9624158,0.919216,1.0277265,1.0631982,0.9422458,1.0168518,1.1795081,1.0432342,0.9572307,1.077218,1.0320878,1.022599,0.93778795,0.9362486,1.0331255,0.9490417,1.2491641,1.1084261,1.0206256,1.1055064
plant,1.2583197,0.8814911,0.70573336,1.0651487,1.3776457,0.86718965,0.8420682,1.1029356,1.1231122,1.3018901,1.1773006,1.3334103,0.85914963,1.2785934,1.4703611,1.0274376,1.4080546,1.1889191,1.114785,0.36762118,0.48822665,1.0475063,1.2744137,1.0007509,0.5339458,0.784042,0.46187925,0.6791113,1.0754536,1.0569495,0.7320782,0.42598164,1.145595,1.120681,1.0362242,1.1919119,1.261284,1.1328022,0.59784997,0.8857069,0.356475,1.1824958,1.0794705,0.94920146,1.0163764,1.1334996,0.79209375,0.74724257,0.96700954,1.0868298,1.2178829,0.9729395,0.84616333,0.30775076,1.1272787,0.730451,1.1405795,1.0230123,1.0461797,0.63624656,1.0711613,1.197386,1.1934371,1.3313763,0.54989374,1.054284,1.3363663,1.242813,0.8195059,1.3548795,0.9679173,0.95754004,0.40980923,1.1689538,1.2106143,1.3473039,1.17412,1.0951374,1.1774861,0.6669766,0.95828134,0.5807267,1.1774734,1.1781168,0.8961243,1.0794295,1.3559092,1.2872052,1.299425,1.1398474,0.62567353,0.70246685,0.80651593,1.1349821,0.91706103,1.1971779,0.0,0.73081374,0.99998945,0.6873299,0.78818756,0.70704484,0.6198906,0.9358132,0.73931444,1.2041422,1.1884191,1.3299295,1.1886742,1.3169049,1.2822088,0.97800905,1.2107615,0.65283376,1.2457085,0.7696363,0.95584863,0.7159863,0.9696638,0.8762401,1.0606592,0.97219193,1.3283541,1.398472,0.55678666,0.75244385,0.9597475,1.247968,0.9406395,1.0743207,1.1893266,0.39089626,0.5586076,1.0026965,1.0958949
plate,1.2099628,0.9486639,0.4977063,0.88809484,1.5174563,0.55187166,0.6685427,0.9690576,1.0927466,1.3191968,1.1137662,1.4216856,0.9209189,1.3733251,1.2852845,1.0296453,1.4614072,1.1502485,0.84173787,0.52812815,0.34712744,0.899044,1.1480231,1.403078,0.55145276,0.6971849,0.785452,0.6284803,0.92957115,1.3386537,0.9950218,0.57454014,1.3125314,1.0251378,1.0559325,0.8555633,1.435072,0.9864211,0.5601102,1.1830556,0.4468209,1.3452938,0.8579143,1.278911,1.049329,1.2353883,0.9992165,0.58401376,1.1561542,1.0378746,1.2579954,0.9901782,0.6024179,0.5837872,1.1920624,0.7235666,0.66423607,1.14797,0.88155496,0.6999554,0.99910897,0.6168652,1.3210485,1.3057375,0.6192495,1.2762839,1.0146879,1.4976242,0.8019117,1.4545631,1.1166377,1.3713632,0.6464266,1.1457715,1.0050234,1.2027364,1.0376456,1.1207373,0.8769981,0.6987359,1.1734973,0.71742725,1.1505868,0.7677115,1.2042527,1.1793318,1.5077707,1.5629191,1.0979733,0.9164071,0.64717305,0.6883303,0.89546835,1.1287079,1.1601043,1.111843,0.73081374,0.0,0.92997444,0.6737388,0.76355016,0.7152345,0.95746696,1.1372473,0.9171256,1.2975104,1.0859749,1.5727808,1.0477703,1.4551787,1.1766384,0.7380487,1.164909,0.6053405,1.1027281,0.5231198,1.1130615,0.7777555,0.6953615,0.8838472,0.8484292,1.0496409,1.5057814,1.2606745,0.29054224,0.678086,0.87579346,0.99056405,1.164309,0.5347072,0.6376329,0.86943644,0.58021456,1.2949636,1.2055553
pony,0.665034,0.9491358,1.1068735,1.1453859,1.1218687,0.99531,0.97091913,1.1590708,1.0957224,1.1316016,0.7030691,1.0492135,1.100647,1.0793272,1.0305202,0.6395086,1.0425153,1.0525867,0.8615641,1.0439429,1.0632261,0.939305,1.1358663,1.1023364,1.0400991,0.7603842,1.0746174,1.0631942,1.0596918,1.1417197,0.93960655,0.99330914,1.0792291,1.0039011,1.1102687,0.9249835,1.0521727,1.064622,1.0632532,1.0198034,1.0562207,0.6482863,0.6673115,1.0865036,1.0947548,1.0708473,1.1203612,0.95070267,0.98272276,1.1365333,1.0443759,1.1316304,0.8009906,0.98545825,1.041336,1.1134635,0.8652942,0.7199358,1.082326,1.0983074,1.1013426,1.0548587,1.0713611,1.1356122,0.98908925,0.7897007,0.9608791,1.0981116,1.1160076,1.2167687,1.1173341,1.0418894,1.0411645,1.0149736,1.1164117,1.0956655,1.0186642,1.0550907,0.97127396,1.1218975,1.0946761,1.0876169,1.0675764,1.0179772,0.98279834,1.1275344,1.1522391,1.1450313,0.885857,0.93903667,1.0800543,1.0777979,0.7416002,1.1035874,1.098661,1.0501825,0.99998945,0.92997444,0.0,1.0103744,0.91756517,0.8608172,1.0400666,1.0932535,0.6940082,1.0161613,0.89203185,1.195486,1.100161,1.0612769,1.1231203,1.0593921,1.0539993,1.0265563,1.067065,1.0494944,1.0385048,1.0580214,1.0343812,1.0716215,1.1389378,0.91240066,1.1598927,1.0732149,1.0405742,1.1196384,1.1476994,1.062876,1.1078863,0.8766901,0.94449174,1.0579431,1.0825919,1.1354071,0.7214563
pumpkin,1.2997173,0.73767596,0.43058515,0.6364814,1.2561167,0.2611996,0.35048175,0.83370984,1.2163152,1.379889,1.1221448,1.4260153,1.0824838,1.3838632,1.3047855,1.0566665,1.3998706,1.2947742,1.1799082,0.6863487,0.7240313,1.1321718,0.8858052,1.2967187,0.70868707,0.8201792,0.8699881,0.9228589,0.71105003,1.2961662,1.0923227,0.6963343,1.3171444,1.163548,1.1322827,0.91160154,1.3651352,1.0837315,0.8151578,1.2063355,0.6813302,1.3174452,0.9404228,1.1781669,1.1794021,1.1910175,0.9227297,0.58237857,1.1599094,1.013688,1.1311518,0.8234918,0.88943636,0.6462736,0.9200552,1.0083593,0.89513874,1.1298252,0.8902638,0.84300345,0.8031101,0.80781937,1.1559894,1.0385553,0.61199033,1.2550848,1.1319565,1.3373485,0.67686427,1.3057722,1.2913005,1.2985668,0.7311246,0.9776629,0.90492624,0.97282827,1.1812541,0.97629637,0.82209265,0.86244106,1.1026624,0.88049877,1.017646,0.39866912,1.1501356,1.1169612,1.4137151,1.3532175,1.232122,0.94373095,0.9641697,1.0089561,1.0356121,0.92941433,1.0391854,0.8776196,0.6873299,0.6737388,1.0103744,0.0,0.8526455,0.8123257,0.96598375,1.1056465,0.8192756,1.2323049,1.1373683,1.3056116,0.92686784,1.2621201,1.1639283,1.1847137,1.2618054,0.7207077,1.2025018,0.57742256,0.867566,0.9125137,0.80019975,0.714508,0.8620595,1.1701156,1.308041,1.3797084,0.67040586,0.6546468,0.95892096,1.2307837,1.089965,0.7052076,1.021138,0.9836112,0.75952625,1.2828026,1.1536342
