,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,fork,frog,game,glass,glasses,glove,grass,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,stick,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
comb,0.97956514,1.0764682,1.1038932,1.0196679,0.9949339,1.0607452,1.0416722,1.0863181,0.7577745,0.97029525,1.0554509,0.8625816,1.0927485,1.0277802,1.0985122,0.97615093,1.1338192,1.1032836,0.8646137,1.0879594,0.929342,1.1279806,0.91995144,1.123654,0.96696025,0.9837176,1.0439469,1.1414219,0.8943188,0.9281314,0.0,1.0126411,0.9555805,0.8799844,1.1484323,1.0068929,1.1670756,0.9277139,0.98578006,1.0113391,1.1464071,1.1089106,1.0938038,1.1860514,1.1593072,1.0014001,0.92962873,1.0256523,1.1127911,1.2081171,1.037256,0.8506761,0.9534902,0.9747535,1.201515,0.7775186,0.9562472,1.0068089,0.9235752,0.922593,1.1008884,0.9832848,1.1073053,1.1145535,1.126958,1.1127889,1.1725082,1.091738,0.9907707,1.022455,0.9597248,0.8915917,0.94698936,0.8958702,1.2391295,0.8991552,1.0437179,1.1021894,0.97746533,1.1491375,0.9490917,1.1163292,0.98291457,0.9809418,0.78486955,0.8639542,0.9750833,1.1241355,1.08839,0.8970436,0.77786005,1.1958194,0.83402526,1.1099073,1.1535671,1.1667856,0.9755249,1.1324439,0.888155,0.94450295,0.79926443,1.1080122,1.1388086,0.68978226,1.1014576,0.99182343,1.0134009,0.9795599,0.94099176,1.1350819,0.89724046
couch,0.6710117,0.82681185,1.35941,0.8064979,1.2558682,1.3982241,1.092717,1.1747826,0.7333732,0.051470518,1.4019287,0.68805754,0.7189127,0.48481482,1.3427714,1.2514528,1.3821023,1.3494524,0.9962646,1.1533157,1.2263954,1.2876923,1.2684808,1.0718324,1.0240561,0.8161585,0.9386928,1.3850073,0.7541981,0.84697974,1.0126411,0.0,1.5148424,0.71419114,1.4415267,0.8464353,1.0504056,0.7433324,1.167412,0.9297613,1.3363478,1.1779557,1.1307496,1.3619506,1.198103,1.286946,0.8598809,1.0128822,1.057,1.1207707,0.8971285,1.1628971,0.5385771,0.8977553,1.227181,0.75346094,0.8393816,0.6445075,1.2883853,1.16266,1.4036489,0.95498586,0.91707814,1.3146929,1.3381368,1.1760964,1.3589395,1.2923582,0.87868774,0.7105566,0.4175737,0.87087506,1.426801,1.3860414,1.0115905,0.6579294,1.3486552,1.3770337,1.1243192,1.133632,0.7403748,1.1264153,1.0592709,0.64761716,1.1883917,0.5535489,1.2276908,0.55288774,1.3886975,0.90911627,0.6543554,1.4517039,0.9026387,1.3345263,1.218596,1.3245299,1.0732954,1.2708287,0.79254013,0.44427854,0.6133374,1.41204,1.1953884,1.162592,1.1835189,1.215797,0.9329025,0.93095464,1.0282439,1.3661617,0.6825243
crayon,1.2740893,1.1210701,0.4280982,1.3461344,0.88214743,0.5019665,0.7087769,0.9673441,1.5383654,1.5802765,0.35557175,1.4709029,1.5178523,1.561914,0.41490722,0.6755402,0.28814828,0.40790904,1.2448456,0.7439325,0.9240812,0.5256982,0.79095453,1.1917788,0.8601425,1.3991034,1.1107937,0.51614416,1.3687655,1.1907867,0.9555805,1.5148424,0.0,1.5310229,0.32746005,1.333396,1.1672461,1.3407391,1.0862125,1.1421463,0.552159,0.6585289,0.6592301,0.5044256,0.66762966,0.5948149,1.2499169,1.2176763,0.69032073,1.0325739,1.1941955,0.9363363,1.3138286,1.2287942,0.43159413,1.3252957,1.3089634,1.5138705,0.6829227,0.99815685,0.3828286,1.1671423,1.2848673,0.37874734,0.5923257,0.6731368,0.6669946,0.70816934,1.3190835,1.5399538,1.5113833,1.2898146,0.10840702,0.23721826,0.8114789,1.3122841,0.55495363,0.5755145,0.9249492,0.7238292,1.4818058,1.1114349,1.0812085,1.3856801,0.92279965,1.5292453,0.99429023,1.3375537,0.47278184,1.3473593,1.453154,0.34598613,1.1634817,0.7343303,0.8315524,0.41660523,0.9253068,0.6585723,1.4709603,1.422905,1.5714389,0.38278794,0.55705225,0.92843115,0.9456498,0.96566886,1.3450295,0.9123514,1.1978946,0.35100937,1.4225726
crib,0.90052205,1.0833144,1.409034,0.7059133,1.0759556,1.3671842,1.2514968,0.6987956,0.5155002,0.5902755,1.5444267,0.55059147,0.69442636,0.54888713,1.4238555,1.0005789,1.4066916,1.2540765,0.3284725,1.3234825,0.8522107,1.3608143,0.91754514,0.80372983,1.2742218,0.8034338,0.8734135,1.4660957,0.5443487,1.0621575,0.8799844,0.71419114,1.5310229,0.0,1.3695074,0.7334815,0.94797134,0.7458942,0.74374604,0.9900928,1.4785973,1.4575746,1.3455511,1.3441322,1.457796,1.2348996,0.8058088,0.95723546,1.38505,1.044796,0.9533184,1.060953,1.0320108,1.0855644,1.4724396,0.62295616,0.8080088,0.8191232,1.2480905,0.8370007,1.3981127,0.8491625,0.8811023,1.4844149,1.3408364,1.4206886,1.2607994,1.2390549,0.7591783,0.6652489,0.70108783,0.6967379,1.4750922,1.4438753,1.1946877,0.7891743,1.2713913,1.3123932,1.1308062,1.2841468,0.59003997,0.67943746,0.8575572,0.7396264,0.8981079,0.72738457,0.9717666,0.93620116,1.3600898,0.7139656,0.4990188,1.4740334,0.8781671,1.2253683,1.2961842,1.3921716,1.0336978,1.2481096,0.56522954,0.8462764,0.37349212,1.379566,1.5252897,0.9481615,1.015568,0.8068767,0.6909132,1.1626617,0.61092424,1.4909354,0.81849384
cup,1.2927616,1.2724227,0.42554522,1.3417082,0.7780677,0.42652607,0.91169065,0.84121996,1.4088869,1.4944685,0.48589087,1.4367921,1.4913566,1.5377252,0.59205276,0.6948112,0.09272277,0.3033359,1.1435924,0.956162,0.75968623,0.5721708,0.71103394,1.0688634,1.241427,1.3206315,1.0504699,0.3986957,1.272779,1.2333045,1.1484323,1.4415267,0.32746005,1.3695074,0.0,1.2488749,1.0879511,1.2754666,1.1164011,1.2080519,0.46155977,0.8366831,0.8365011,0.40031517,0.7538965,0.76126015,1.1692616,1.1855055,0.7531948,1.0424601,1.1915911,1.1156759,1.3014784,1.340274,0.31275195,1.4170945,1.3776263,1.5145146,0.8730238,1.0129436,0.26666284,1.156079,1.3426002,0.3025403,0.6814928,0.8243557,0.5497439,0.69225943,1.1772214,1.461367,1.539901,1.2114291,0.37229532,0.66749126,0.85334754,1.2729493,0.5940795,0.5568603,0.9564818,0.7409558,1.4422503,0.91479886,1.0024209,1.2582777,1.1232241,1.5003848,0.8771093,1.3550339,0.4908151,1.2745128,1.421372,0.21644068,1.1885753,0.7314023,0.93987316,0.29833364,1.0856096,0.63570607,1.4484748,1.3087959,1.4812355,0.24810416,0.66380596,1.198777,0.8663811,0.90829885,1.3014832,0.9044526,1.191983,0.37169313,1.2782847
dog,0.55965316,1.0644486,1.2217445,0.6668688,0.90718824,1.1650586,1.1984639,0.9754233,0.86185366,0.8224304,1.3176718,0.9232686,0.8262582,0.78822434,1.3035963,1.0875671,1.2573183,1.2384297,0.86427,1.048033,1.2207565,1.2047913,1.1799572,1.0181862,1.2324247,0.12893331,1.1104925,1.2343991,0.8768585,1.136851,1.0068929,0.8464353,1.333396,0.7334815,1.2488749,0.0,0.37334943,1.0529584,1.1102376,1.0299625,1.1543564,1.2731748,1.2825875,1.2071285,1.3901395,1.0076355,0.87717,0.94786704,1.2538807,0.998469,0.95493853,1.0102276,0.917542,1.0393883,1.2810584,0.8955049,0.9473144,0.93271387,1.2028574,0.9832135,1.3048595,0.7521381,0.7918228,1.2847247,1.2871099,1.2628113,1.0342269,1.1329415,1.0236306,0.8531053,0.9062778,0.848964,1.3274091,1.1582243,1.2101104,0.8886325,1.1566896,1.2145,0.74895936,1.057212,0.8318893,0.94109994,1.1918114,0.78353333,0.91386795,0.88907135,1.0094507,0.99486226,1.284196,0.9491091,0.7861749,1.2827282,1.0776908,1.1851,1.1826904,1.1898236,1.0182213,1.1549183,0.7924925,0.8332766,0.6492319,1.2418236,1.3080575,0.9616225,0.98446894,0.7952508,0.7991112,1.2382971,0.9463244,1.3435953,0.97835106
doll,0.6790289,1.0965092,1.0665812,0.82923657,0.7650769,1.0030503,1.2407806,0.6798151,1.1701796,1.0941945,1.1981958,1.1029382,0.83710456,1.0224407,1.2363371,1.0082494,1.0943116,1.2553312,0.9293337,0.9282123,1.0815128,1.1018319,1.0965679,1.0526412,1.0886562,0.41638237,0.9947686,1.0385652,1.0880207,1.1692402,1.1670756,1.0504056,1.1672461,0.94797134,1.0879511,0.37334943,0.0,1.1604825,1.0454354,1.0688624,0.9417053,1.0172048,1.261532,0.9088912,1.3221222,0.8724123,1.0628747,1.0765684,1.1645981,0.67587805,1.024357,0.9214583,1.0239416,0.8930571,1.1004921,1.0920309,1.1276199,0.9570873,0.9626838,0.87852764,1.1641254,0.8661333,0.70228,1.1689547,0.98433346,1.1797276,0.8804218,1.0118536,0.9838317,0.80237067,1.1130712,1.0606138,1.2259202,0.9886594,0.9930746,1.1284108,0.9559562,1.1077839,0.64499635,1.001382,0.94633615,0.922458,1.103063,0.96318173,0.83192205,1.1206328,0.993654,1.0295703,1.0514615,1.2440814,1.1054013,1.0478543,1.2477337,0.9809124,0.8342165,1.04022,0.80324036,1.0695875,0.8958174,1.064461,0.9785324,1.0998044,1.0505719,0.8690267,0.79954016,0.6712912,0.87024415,1.2686653,0.92691976,1.1975676,1.1338311
door,0.8569755,0.9572902,1.3186483,0.98551905,1.2763206,1.2503985,1.1549897,1.2032173,0.508958,0.71108425,1.19381,0.5164099,1.0110682,0.8408106,1.2528399,1.2902503,1.2463856,1.2639515,0.879062,1.1324595,0.67309177,1.2128131,0.5893856,0.8166146,1.034941,0.975676,0.571081,1.198493,0.7711989,0.6320902,0.9277139,0.7433324,1.3407391,0.7458942,1.2754666,1.0529584,1.1604825,0.0,0.52033365,1.0633376,1.332058,1.2307084,1.0905718,1.2161398,1.0323958,1.3107686,0.9423639,0.98833025,1.1604326,1.1801002,0.9614516,1.2690204,0.8897261,0.9850643,1.3289149,0.7897735,0.892562,0.893631,0.97376025,0.70640194,1.0700788,1.0690202,1.0524815,1.3208761,1.0782446,1.2304178,1.2005588,1.2544297,0.31438255,0.8955325,0.8286959,1.0637673,1.3021085,1.2734284,1.0488715,0.91075677,1.0998256,1.2892363,1.108019,1.2844537,0.8375587,0.78049546,0.28165954,1.0477239,1.1878767,0.91032046,1.2381055,0.80038583,1.1228864,0.5437144,0.7584046,1.319471,0.74601793,1.2708706,1.2143381,1.2655039,1.1167626,1.256377,0.8747206,0.8444545,0.73026246,1.3668685,1.2960684,1.1465046,1.148978,1.283675,0.81837034,0.90388566,0.5777774,1.2518014,0.2818848
drawer,1.003209,0.9948171,1.1486226,1.0573736,1.1397642,1.11702,0.9657708,0.9553664,0.6485218,1.1274365,1.1080451,0.52788997,1.0618694,1.0016742,1.1104667,0.9706874,1.1881208,0.946562,0.5614449,0.89097214,0.55801296,1.1082234,0.44781566,0.72636753,0.91683227,1.0893198,0.5660706,1.1473534,1.0146265,0.8526285,0.98578006,1.167412,1.0862125,0.74374604,1.1164011,1.1102376,1.0454354,0.52033365,0.0,1.0914327,1.2258911,1.1739028,1.0352895,1.1915646,1.0675668,1.1353498,1.000507,1.0645869,1.2329518,1.0163714,1.0166599,1.0323322,1.2159858,1.0491176,1.3216338,0.89274836,1.1069815,1.1299971,0.84024227,0.552395,0.9539875,1.0899527,1.0060785,1.2785261,0.92151177,1.2741369,1.057334,1.114838,0.4368608,1.0705779,1.1388489,1.0516127,1.1182629,1.1089951,0.921525,1.102757,1.033417,1.0412505,1.0177015,1.2000732,0.9071537,0.5856949,0.32354885,1.1556004,1.0875726,1.1628689,1.0051699,1.0205044,1.0881647,0.49122572,0.88465667,1.1099777,0.90731955,0.9559554,1.0001779,1.2816969,0.9401029,1.1635183,0.9462833,1.1806886,0.86766845,1.0716366,1.2533928,0.9981029,0.9432763,1.0668937,0.6537141,1.0235246,0.6087663,1.2236966,0.78152704
dress,0.9395553,0.8608227,1.165354,0.97353697,1.1318617,1.2325165,0.9629735,0.98554635,1.0699182,0.9556633,1.1242964,0.9759071,0.68383086,0.8836373,1.0527195,0.99644613,1.1801767,1.1500157,1.0165436,1.0564481,1.123848,1.0504726,1.1547675,0.93203706,0.8688606,1.0307919,1.0554599,1.1547968,0.9771398,0.9201307,1.0113391,0.9297613,1.1421463,0.9900928,1.2080519,1.0299625,1.0688624,1.0633376,1.0914327,0.0,1.188292,1.0300785,1.0242901,1.107678,1.0232618,1.0141308,0.88497734,0.9585764,1.0156069,1.0036749,0.88775855,0.8861501,0.956035,0.9554331,1.1093683,0.9393202,0.9319813,0.87863356,1.1503475,1.0269145,1.2277637,1.1028233,0.92011964,1.1409258,1.0569289,0.9166167,1.2171017,1.0455027,1.0780814,0.93197083,0.8863816,0.98578715,1.1108212,1.1506113,1.0849162,0.9868014,1.0457891,1.1002792,1.0270457,1.0752378,0.88673306,1.0742699,1.1201388,1.0455741,0.9995586,0.7869876,1.084129,0.93517625,1.1124822,1.0746572,0.9844809,1.2221987,0.9363829,1.044214,1.0156499,1.1050817,1.0076647,1.0573816,1.0061917,0.98040277,0.96410847,1.1666279,1.025941,1.0135148,0.9807307,1.0775558,1.0259172,0.95823705,1.1250558,1.0917368,1.0673441
egg,1.2369511,1.043447,0.375852,1.2399151,0.55632824,0.32707053,0.8246743,0.9861105,1.3367221,1.3749523,0.62334275,1.4220865,1.345292,1.4147748,0.6806638,0.9780579,0.5108076,0.66891766,1.2960784,0.83435655,0.97628546,0.7470209,0.9914508,1.1448832,1.0951586,1.1679053,1.2247783,0.38474607,1.3392177,1.1824045,1.1464071,1.3363478,0.552159,1.4785973,0.46155977,1.1543564,0.9417053,1.332058,1.2258911,1.188292,0.0,0.6947763,0.8291638,0.6107663,0.7655112,0.85440993,1.1989181,1.1032568,0.6523843,1.0586923,1.1939399,1.0377679,1.1094015,1.1346028,0.5167403,1.3773909,1.2154512,1.2993281,0.83006907,1.1698161,0.50891054,1.1055143,1.2628615,0.3731143,0.7897107,0.72247887,0.6118353,0.64555943,1.2718438,1.2944412,1.4292803,1.2460883,0.6393753,0.6295136,0.8904453,1.2471306,0.7981591,0.56627107,0.93801284,0.6914716,1.3992518,1.1399653,1.2170455,1.1697555,1.1437558,1.3588109,0.9267656,1.1981568,0.73413604,1.1978819,1.3894069,0.50072545,1.1857815,0.65213156,0.8663849,0.558928,1.0009681,0.6545979,1.4122758,1.1980214,1.4811344,0.46174693,0.54730415,1.1514122,0.9526119,0.9766447,1.2326226,0.9870704,1.3182161,0.52145135,1.2602818
finger,1.2097248,0.8343231,0.69660324,1.1801546,1.0258247,0.8608087,0.9435344,1.1008774,1.3085003,1.2416517,0.6460939,1.3699099,1.2253833,1.3905709,0.83280975,1.076734,0.776963,0.9451679,1.2987592,0.8640635,1.1548495,0.90692234,1.0328679,1.2349392,0.547524,1.2380507,1.1534519,0.80879277,1.270928,1.0095103,1.1089106,1.1779557,0.6585289,1.4575746,0.8366831,1.2731748,1.0172048,1.2307084,1.1739028,1.0300785,0.6947763,0.0,0.8606336,0.8015085,0.71743083,1.0424623,1.198686,0.99970645,0.6082635,0.928983,1.0338689,1.012451,0.93739295,0.4515928,0.6946729,1.2955562,1.1991851,0.9824436,0.7241188,1.1856644,0.7864936,1.107658,1.0162765,0.57665116,0.8081897,0.47331703,0.928409,0.9155003,1.2161895,1.07966,1.1582553,1.1967278,0.6973521,0.5989145,1.0177892,1.1445591,0.87732005,0.912987,1.098036,0.9108107,1.3413984,1.2177808,1.1559166,1.1433924,1.0655063,1.2205039,1.0705382,0.9901436,0.6637515,1.3307054,1.331748,0.6900426,1.1391084,0.834129,0.6603172,0.7633578,0.64543134,0.87080556,1.3609126,1.1892256,1.4223751,0.8712329,0.18275487,0.92121506,1.0336373,1.1506107,1.2902184,1.0011162,1.2266057,0.5426526,1.2406673
fish,1.1133457,0.8785732,0.7367225,1.2693968,1.1344707,0.8098575,0.61837554,1.1034738,1.2877426,1.1823827,0.55207443,1.2085462,1.1772087,1.1919856,0.5168398,0.95110255,0.7664203,0.6771616,1.1694438,0.8437677,0.97698134,0.62104905,0.8833901,1.0496693,0.8198657,1.2516469,1.0578651,0.7080616,1.2031543,1.0051786,1.0938038,1.1307496,0.6592301,1.3455511,0.8365011,1.2825875,1.261532,1.0905718,1.0352895,1.0242901,0.8291638,0.8606336,0.0,0.82156515,0.44077468,0.82238823,1.0083891,1.1019691,0.8617807,1.0339104,0.9369207,0.9928351,1.0105387,1.1524062,0.7931974,1.2314365,1.1500067,1.2522191,1.0623088,1.219424,0.6158973,1.154155,1.164985,0.8286991,0.7472019,0.81965685,1.0334755,0.9497136,1.1114488,1.2604282,1.2400771,1.1447724,0.6876501,0.8808096,0.6864342,1.0988135,0.85756516,0.599486,1.0533386,0.82326263,1.2885395,1.0923193,0.9942429,1.1442075,1.2043977,1.1875474,1.0371016,1.070148,0.94539,1.0860407,1.3035657,0.7498087,0.9300808,0.95396125,0.913378,0.9252904,1.1608634,0.9105306,1.2139788,1.1688536,1.3070016,0.7205681,0.8179367,1.2666662,1.0836964,1.169653,1.188699,0.64618444,1.3056493,0.80850714,1.0115975
flower,1.2402278,1.1921171,0.53413427,1.2537487,0.8126706,0.56131494,1.0749367,0.7291945,1.5251164,1.4406682,0.586341,1.398849,1.2876551,1.4552448,0.71012443,0.74990356,0.4054978,0.7320158,1.1952566,1.0948298,0.8371253,0.61350805,0.8319861,1.0889889,1.1473947,1.2489115,1.0606958,0.47556764,1.1664449,1.1745148,1.1860514,1.3619506,0.5044256,1.3441322,0.40031517,1.2071285,0.9088912,1.2161398,1.1915646,1.107678,0.6107663,0.8015085,0.82156515,0.0,0.7441349,0.6992971,1.1381546,1.1236371,0.7653601,0.9518941,1.1423357,1.1295781,1.1339184,1.2238895,0.46504402,1.4422166,1.2853253,1.4113896,0.8213516,0.9403611,0.49069673,1.2289673,1.2376655,0.54759866,0.707988,0.8589419,0.6242641,0.8264682,1.1197482,1.3031757,1.4636517,1.2196615,0.5585359,0.69171107,0.7587439,1.2245963,0.23958457,0.7566265,0.9152511,0.78272194,1.3218048,0.9685482,0.93676156,1.2707752,1.0286431,1.4408879,1.0314656,1.2739775,0.4442609,1.3958786,1.4582634,0.4847061,1.2185284,0.8645112,0.89876354,0.43300086,1.0663338,0.5865337,1.3289241,1.2124418,1.4306692,0.64487284,0.67231655,1.181584,0.95285827,0.91880554,1.3147336,0.956709,1.131585,0.53010666,1.1719483
fork,1.2060089,0.8349877,0.7142682,1.2439122,1.2222252,0.79175866,0.7223892,1.0884676,1.3130312,1.2506199,0.3372321,1.2810941,1.3291768,1.2736484,0.4944625,1.1018616,0.68238354,0.7356118,1.3780445,0.8876148,0.9466824,0.6211339,0.8703914,1.0006957,0.79646134,1.3531688,0.9571626,0.5403969,1.2854908,0.86326253,1.1593072,1.198103,0.66762966,1.457796,0.7538965,1.3901395,1.3221222,1.0323958,1.0675668,1.0232618,0.7655112,0.71743083,0.44077468,0.7441349,0.0,0.9600351,1.1647311,1.0614183,0.6085772,1.031341,1.0814501,1.1682732,0.9614256,1.1367464,0.59755856,1.1735334,1.1418496,1.2005527,0.9518277,1.1261251,0.5486603,1.3464844,1.244074,0.61933166,0.622926,0.58170986,0.89966166,0.8863702,1.1072375,1.3218194,1.1971976,1.2506735,0.6555347,0.8449081,0.6953239,1.1707282,0.8587785,0.6344631,1.0971552,0.85946584,1.3145045,1.1095806,0.9235079,1.2016549,1.3101895,1.2736859,1.1149051,1.0197104,0.6749836,1.1402186,1.3729556,0.58978707,0.89309746,0.9217085,0.85657233,0.6981262,1.0790217,0.8859438,1.2638329,1.2549336,1.4703642,0.7765974,0.5927626,1.3458312,1.0571942,1.3015156,1.3281693,0.5430136,1.221102,0.5743247,1.0194715
frog,1.0283495,1.115734,0.777915,1.138872,0.6452591,0.6267693,0.9411249,0.90724814,1.4399548,1.3384714,0.7819376,1.2514739,1.1494423,1.1776514,0.6941196,0.54657257,0.8279043,0.8292584,1.0151033,0.94740176,1.0405147,0.62933016,1.0893292,0.9706797,1.1192181,1.1113102,1.1548883,0.736932,1.1962765,1.303514,1.0014001,1.286946,0.5948149,1.2348996,0.76126015,1.0076355,0.8724123,1.3107686,1.1353498,1.0141308,0.85440993,1.0424623,0.82238823,0.6992971,0.9600351,0.0,1.1331003,1.1159513,0.96424824,0.99919116,1.1629293,0.631132,1.1827166,1.2195885,0.7744925,1.100004,1.2694983,1.357057,0.99302024,1.0125772,0.78182364,1.0889996,1.0909065,0.926788,0.88796,1.0377516,0.6904571,0.72462785,1.2547095,1.3209736,1.3295758,0.95609546,0.66333985,0.7799659,0.87875986,1.2343898,0.66407734,0.6390587,0.77809906,0.6182951,1.2499695,0.9709672,1.1509366,1.2513726,0.55305135,1.3008895,0.8263111,1.3265854,0.8643032,1.3199695,1.1909045,0.76694095,1.127426,0.84616125,0.96455467,0.7881863,1.0718454,0.6804432,1.1154598,1.3019335,1.1555722,0.6835438,1.0219716,0.8014303,1.0025424,0.54293716,1.0781374,1.0319035,1.0772362,0.91848075,1.3129466
game,0.98477083,0.96975285,1.2037984,0.9291314,1.0171455,1.1734663,1.0907751,1.0922405,0.83851415,0.8352183,1.2607427,0.81708443,0.8700386,0.950103,1.2199558,0.9727122,1.1783687,1.1176096,0.8544761,1.1589645,1.1416472,1.1586492,1.0932162,0.9479604,1.1697086,0.89245063,1.1157451,1.252353,0.8988753,1.0983449,0.92962873,0.8598809,1.2499169,0.8058088,1.1692616,0.87717,1.0628747,0.9423639,1.000507,0.88497734,1.1989181,1.198686,1.0083891,1.1381546,1.1647311,1.1331003,0.0,0.9192621,1.1877544,1.1195326,0.33168185,1.0521883,0.9568376,1.0154881,1.2364408,0.9601164,1.0167105,1.0614892,1.107699,1.0710766,1.1720431,0.9710626,0.9825727,1.2284708,1.2829056,1.1981928,1.1185639,1.191685,0.88010585,1.0149424,0.95972973,0.80069315,1.2072966,1.2074552,1.2145305,0.8434673,1.1082304,1.1891003,1.1104919,1.1712713,0.9913505,0.95873106,1.0264461,0.9033608,1.0473099,0.685388,1.000429,1.0064663,1.1925352,0.9006646,0.83280843,1.2442124,0.91243637,1.1424446,1.130007,1.2387433,1.1058718,1.1593698,0.923101,0.85723126,0.74315226,1.1499311,1.2574106,1.0299622,1.067524,0.9654814,0.868359,1.131877,1.0606028,1.255976,0.8511044
glass,1.0810009,1.023683,1.1784863,0.6738236,1.086829,1.1829273,1.1990167,1.1098428,0.8605732,0.984161,1.1608591,0.98010206,0.9676871,0.99567825,1.2006551,1.0448188,1.1622171,1.2227471,0.9746945,1.1730492,1.1094916,1.1170295,1.131149,0.8827812,1.1057178,0.91280794,1.1415927,1.1194117,0.972838,0.94126564,1.0256523,1.0128822,1.2176763,0.95723546,1.1855055,0.94786704,1.0765684,0.98833025,1.0645869,0.9585764,1.1032568,0.99970645,1.1019691,1.1236371,1.0614183,1.1159513,0.9192621,0.0,0.9392344,1.0374051,0.96839076,0.99920386,0.95928884,0.8061419,1.1844239,0.9500937,0.8429714,0.76950574,0.9445274,0.9890268,1.1393776,0.9591354,0.91125286,1.1209905,1.2636254,1.0125324,1.072188,1.1007671,1.0860454,0.9028605,0.74957037,0.86477566,1.1989375,1.0976803,1.235678,0.82074636,1.088751,1.2487991,1.0876158,1.1549717,1.0090972,1.0256059,1.0220922,0.9612718,0.93439245,0.84475857,0.95206785,0.9996321,1.1246812,0.8765111,0.86658204,1.1636708,0.88743246,1.219471,1.113553,1.0952199,0.9913358,1.1288458,0.9414454,0.95904475,0.885302,1.2557534,1.1171782,0.92218584,1.1539006,1.0593536,0.88591874,1.0734876,0.9110259,1.0625141,0.8831264
glasses,1.1164124,0.95140827,0.6659721,1.1505156,1.141825,0.92042327,0.8932066,1.094008,1.335033,1.1453245,0.49906284,1.3401889,1.246987,1.2720128,0.74179274,1.141393,0.6964798,0.77318954,1.325745,0.9822972,1.120706,0.8871762,1.0168092,1.1630585,0.8804751,1.2672098,1.1805302,0.68674886,1.2212272,0.99620897,1.1127911,1.057,0.69032073,1.38505,0.7531948,1.2538807,1.1645981,1.1604326,1.2329518,1.0156069,0.6523843,0.6082635,0.8617807,0.7653601,0.6085772,0.96424824,1.1877544,0.9392344,0.0,1.0184561,1.1499393,1.1198342,0.65776503,0.9644128,0.3915739,1.186669,1.099394,1.1271422,0.89957154,1.1866801,0.81308544,1.288043,1.0985597,0.394953,0.86234754,0.25255883,0.97319555,0.8287392,1.2017422,1.278635,1.2162405,1.2675072,0.68742,0.7909064,0.9495906,1.103723,0.9138905,0.82208055,1.0148313,0.68687063,1.2991035,1.1635278,1.1200883,1.1027215,1.1498752,1.2223437,1.1891398,0.9698772,0.7389526,1.261558,1.3506336,0.60454863,1.0491961,0.90454155,0.9824297,0.56118447,1.0310957,0.8546305,1.2970064,1.097322,1.3943354,0.7762164,0.35683632,1.2198324,1.1787122,1.1861935,1.3027194,0.9180226,1.2715462,0.28253877,1.172131
glove,0.96718484,1.0472965,1.1525021,0.9529601,1.0231766,1.1006182,1.112911,0.84617496,1.1935792,1.1349115,0.9627275,1.1633586,0.77878237,0.9323109,0.94111407,1.0800698,0.99269307,1.1048825,1.1753285,0.898296,0.9835628,1.050583,0.9975575,1.0246291,0.88963604,0.9374826,1.0004505,0.9585386,1.1347718,0.97232467,1.2081171,1.1207707,1.0325739,1.044796,1.0424601,0.998469,0.67587805,1.1801002,1.0163714,1.0036749,1.0586923,0.928983,1.0339104,0.9518941,1.031341,0.99919116,1.1195326,1.0374051,1.0184561,0.0,1.0559869,0.95483816,1.1047691,0.8781097,0.94967633,1.1130195,1.0003365,0.7786188,0.9346802,1.0115099,1.1188303,0.80845886,0.22605282,1.0612016,0.76595604,0.9917552,1.0116149,1.0455815,1.0443764,0.77613556,0.9955005,1.1665238,1.0153923,0.9779814,0.6672648,1.1873124,0.9813031,1.0656614,0.8565887,0.97325194,0.931806,0.97448677,1.0635855,0.9686814,0.94527817,1.0775207,0.94684905,1.0080259,0.91564745,1.1653969,1.1754525,0.9336417,1.2182927,0.84745455,0.45012343,0.980613,0.94877106,1.144184,0.9869841,1.1254269,1.2498239,1.0358155,0.94153416,0.8793048,0.76704514,1.0087552,1.0761416,1.0689412,1.0256958,0.9785492,1.1585177
