,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,fork,frog,game,glass,glasses,glove,grass,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,stick,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
slide,0.8066616,1.0648856,1.4193188,0.78214717,1.0881288,1.323249,1.1295478,1.081922,0.4366933,0.55329657,1.4597483,0.5574942,0.82733107,0.6644138,1.3649869,1.0765834,1.4363589,1.2397124,0.75154316,1.1280583,1.0490171,1.2983412,1.066348,0.82703656,1.2129066,0.77412903,0.9920646,1.4171083,0.78990424,1.0394946,0.77786005,0.6543554,1.453154,0.4990188,1.421372,0.7861749,1.1054013,0.7584046,0.88465667,0.9844809,1.3894069,1.331748,1.3035657,1.4582634,1.3729556,1.1909045,0.83280843,0.86658204,1.3506336,1.1754525,0.9439477,1.0435281,0.9279673,0.9701767,1.4860559,0.34867775,0.8826005,0.8444482,1.1201115,0.8842512,1.348124,0.80569077,0.9221659,1.4501358,1.403079,1.3622015,1.2673184,1.2210667,0.91646636,0.7649511,0.66402316,0.7249273,1.404681,1.3025334,1.2566255,0.7607287,1.3483057,1.340107,1.0752835,1.2595019,0.80695117,0.9162111,0.9595853,0.7998967,0.8831975,0.6947875,0.94264865,0.88574725,1.4106134,0.55546665,0.0,1.4499952,0.7796123,1.263983,1.2447989,1.3750825,0.953936,1.2849572,0.6405185,0.7961822,0.4596836,1.3754704,1.4225566,0.8695992,1.1184033,0.9597019,0.7173362,1.0876577,0.63847995,1.4942892,0.65276766
slipper,1.2599331,1.1617999,0.4548372,1.3292242,0.87521106,0.5469201,0.8589851,0.9310299,1.4752471,1.5021994,0.27487457,1.4556456,1.530934,1.5605314,0.4885736,0.85726124,0.22427654,0.39060277,1.2987509,0.91895616,0.90498453,0.54650664,0.77627397,0.97150904,1.1253872,1.3275802,1.0437082,0.39593327,1.3155276,1.1956576,1.1958194,1.4517039,0.34598613,1.4740334,0.21644068,1.2827282,1.0478543,1.319471,1.1099777,1.2221987,0.50072545,0.6900426,0.7498087,0.4847061,0.58978707,0.76694095,1.2442124,1.1636708,0.60454863,0.9336417,1.24192,1.1517104,1.2590537,1.2760645,0.27875793,1.4134166,1.33827,1.445781,0.77882993,1.0774741,0.3354094,1.2668154,1.2985787,0.26177752,0.6274268,0.66505444,0.5051581,0.78936505,1.2670424,1.4547747,1.5373881,1.3633341,0.40005577,0.66060174,0.82530105,1.2598356,0.6666285,0.5732769,0.8806468,0.7384434,1.5031593,0.878037,1.0397085,1.3173752,1.0871122,1.527718,0.7084669,1.332602,0.45024103,1.2942233,1.4499952,0.0,1.0678418,0.7037765,0.8029968,0.32767045,1.0101355,0.71907234,1.4393271,1.3363209,1.5734302,0.34897947,0.47028184,1.2190468,0.9370201,0.9035298,1.4130301,0.8012742,1.1231239,0.28736472,1.3005046
snow,1.0642054,0.99131453,1.1842477,1.0034707,1.1816697,1.1548576,0.96369207,1.0791205,0.71824324,0.84291553,0.9426895,0.8056176,1.10623,0.90930873,1.0017791,1.1429102,1.182889,1.050241,0.95678,1.0921617,0.97115,1.070473,0.8890399,0.87456685,1.1083899,1.0545224,0.9355031,1.1257459,0.8407223,0.9891413,0.83402526,0.9026387,1.1634817,0.8781671,1.1885753,1.0776908,1.2477337,0.74601793,0.90731955,0.9363829,1.1857815,1.1391084,0.9300808,1.2185284,0.89309746,1.127426,0.91243637,0.88743246,1.0491961,1.2182927,0.93449795,1.2141961,1.0211437,1.1240988,1.1614152,0.7839326,0.8086213,0.8580062,0.9916621,0.8808594,0.999524,1.1090261,1.1558919,1.1220543,1.0320606,1.0941732,1.1306016,1.2730933,1.0304351,0.99647963,0.8823935,1.0260394,1.1054102,1.2262838,1.0753672,0.92402416,1.1083827,1.0789924,1.0392408,1.1459389,0.9988372,0.99913746,0.85700786,1.0243491,1.1325394,0.9471787,0.99790525,1.0070724,1.0992732,0.74320954,0.7796123,1.0678418,0.0,1.1461806,1.2307352,1.1879733,0.8898573,1.1375991,1.0261536,0.9113846,0.8811035,1.1747669,1.1288068,1.1729608,1.1520164,1.1506169,1.0504842,0.8886222,0.87682366,1.1165074,0.78663254
soap,1.1996869,0.94137675,0.7507668,1.2251018,0.7762466,0.75669515,0.6759357,0.9221784,1.1966532,1.3409051,0.8271514,1.1466088,1.0850102,1.2140418,0.8312732,0.9287282,0.86264,0.749234,1.064699,0.5991663,0.866544,0.9152285,1.01199,1.0618715,0.8890191,1.1875308,1.107217,0.7723902,1.244828,1.2527326,1.1099073,1.3345263,0.7343303,1.2253683,0.7314023,1.1851,0.9809124,1.2708706,0.9559554,1.044214,0.65213156,0.834129,0.95396125,0.8645112,0.9217085,0.84616125,1.1424446,1.219471,0.90454155,0.84745455,1.1234553,0.81469953,1.2342061,1.0695288,0.8198196,1.229464,1.206908,1.2069211,0.83809566,1.0454514,0.8934543,0.95006335,0.98591167,0.8208364,0.87113214,0.9302902,0.8034849,0.7703042,1.132849,1.1825732,1.3138132,1.2238009,0.84877694,0.85543823,0.88795996,1.2276652,0.906544,0.566038,0.93081486,0.6011175,1.1018932,0.9505944,1.0591635,1.2203736,0.96636665,1.2419189,0.71295494,1.1785854,0.7630992,1.1472216,1.263983,0.7037765,1.1461806,0.0,0.7309784,0.87930644,0.9840183,0.8488544,1.2026953,1.1798551,1.3112866,0.45792848,0.8196909,0.9448823,0.96700853,0.8509679,1.0102116,0.976426,1.0941478,0.8633937,1.3855487
sock,1.0597568,0.7757304,0.9766805,1.0450364,1.0009336,0.9476416,1.0119733,1.039488,1.2199163,1.2466127,0.79148567,1.2042758,0.8990517,1.0964148,0.8792481,1.0405744,0.94505465,1.070765,1.2749717,0.8656818,1.045183,0.95583737,0.9735807,1.1590049,0.68043053,1.0820599,0.9595086,0.8840733,1.1778419,0.97405213,1.1535671,1.218596,0.8315524,1.2961842,0.93987316,1.1826904,0.8342165,1.2143381,1.0001779,1.0156499,0.8663849,0.6603172,0.913378,0.89876354,0.85657233,0.96455467,1.130007,1.113553,0.9824297,0.45012343,0.97269917,0.94578743,1.2196014,0.84264636,0.90585613,1.1685379,1.0496408,0.9123808,0.8673922,1.0027691,0.92153627,0.92566884,0.7616454,0.9392197,0.57105285,0.9090643,0.90247947,1.0632526,1.1698657,0.8375883,1.1326661,1.1558602,0.89302063,0.8291311,0.6803046,1.2601453,0.96162516,0.9095426,0.9526626,0.98085254,1.1590068,1.1096069,1.0444119,1.0290494,1.0133163,1.1384133,0.98272985,1.0117836,0.8278425,1.201766,1.2447989,0.8029968,1.2307352,0.7309784,0.0,0.9493836,0.90983945,1.0324122,1.1827523,1.1954991,1.314069,0.9020168,0.71994615,0.9105539,0.6714338,1.112782,1.141692,0.9535961,1.132072,0.8605822,1.2854733
spoon,1.2032329,1.201626,0.43955982,1.2401967,0.95128983,0.670923,0.9259606,0.9050579,1.455204,1.4031956,0.4338587,1.4530193,1.4200784,1.4505482,0.62999535,0.9024042,0.24431145,0.5720544,1.3344663,1.0349454,0.9991853,0.60571235,0.89404535,1.1288612,1.1023874,1.2141435,1.1429225,0.49557698,1.230562,1.0899196,1.1667856,1.3245299,0.41660523,1.3921716,0.29833364,1.1898236,1.04022,1.2655039,1.2816969,1.1050817,0.558928,0.7633578,0.9252904,0.43300086,0.6981262,0.7881863,1.2387433,1.0952199,0.56118447,0.980613,1.2144452,1.1696358,1.0707504,1.2423074,0.30848837,1.3517933,1.2147574,1.3355328,0.8667242,1.0791768,0.55991316,1.2225217,1.2095889,0.26153082,0.7131948,0.57673407,0.6729634,0.7622366,1.2319725,1.3657914,1.3788109,1.3147042,0.45059943,0.6727955,0.8981482,1.2353041,0.67264754,0.79524016,0.9223045,0.7334715,1.440917,1.0848361,1.123303,1.2418461,1.0984215,1.4112152,1.0678914,1.1971092,0.4087898,1.4024438,1.3750825,0.32767045,1.1879733,0.87930644,0.9493836,0.0,1.0413576,0.6391251,1.3586717,1.1827793,1.4730599,0.5754576,0.5064428,1.2194781,1.0140891,1.0476017,1.3724082,0.9026172,1.1700277,0.2719823,1.2707963
stick,1.0224499,1.0268674,1.084049,0.9802161,1.0576748,1.0768586,1.0738603,0.7013329,1.0465755,1.0901039,1.0142504,1.0255926,1.0236411,1.1569029,1.0207664,0.95557076,1.0471513,1.042449,0.92133516,0.87999535,1.1619508,1.050635,1.0422298,1.1807619,0.7764403,1.0375789,1.043573,1.0846761,1.1192085,1.0890085,0.9755249,1.0732954,0.9253068,1.0336978,1.0856096,1.0182213,0.80324036,1.1167626,0.9401029,1.0076647,1.0009681,0.64543134,1.1608634,1.0663338,1.0790217,1.0718454,1.1058718,0.9913358,1.0310957,0.94877106,1.0389879,0.96440494,1.1604741,0.587666,1.1531053,0.90852654,1.0775343,0.86120784,0.7529284,0.8773211,1.0683633,1.0079894,0.939052,1.0402485,0.9988884,0.9429927,1.0174893,1.027225,1.1593614,0.8807834,0.98315394,1.0100265,0.9482777,0.7312889,1.0785362,1.1198183,1.0296334,1.1325773,0.95275694,1.1208414,1.1029589,1.1092815,1.0704376,1.07633,0.9036127,1.1318437,1.0648313,1.0090902,0.941311,1.1160057,0.953936,1.0101355,0.8898573,0.9840183,0.90983945,1.0413576,0.0,1.1223531,1.0361724,1.1478585,1.0038091,1.0954733,0.7742223,0.77778196,0.99776644,0.9440252,0.9982757,1.206992,0.92933327,0.9887806,1.1984452
strawberry,1.1575798,1.0659311,0.48813993,1.1538633,0.70447785,0.5331733,0.95240974,0.9721284,1.3258016,1.313097,0.7824178,1.2508614,1.243597,1.2776024,0.74992025,0.7851797,0.69476986,0.7559363,1.0710604,1.01916,0.99116004,0.72562546,1.0252022,1.0777347,1.0359176,1.208093,1.1498828,0.6510082,1.1354405,1.1856564,1.1324439,1.2708287,0.6585723,1.2481096,0.63570607,1.1549183,1.0695875,1.256377,1.1635183,1.0573816,0.6545979,0.87080556,0.9105306,0.5865337,0.8859438,0.6804432,1.1593698,1.1288458,0.8546305,1.144184,1.142958,0.9793263,1.0788867,1.1629963,0.6748667,1.2163429,1.1088356,1.2455578,0.98550767,1.0864182,0.7393786,1.1640003,1.2090846,0.6697192,0.8963947,0.86888385,0.7555003,0.80130744,1.1971364,1.3034856,1.2573426,1.0588104,0.6963515,0.8211347,1.0031972,1.1477365,0.65460414,0.7431453,0.9743848,0.6727046,1.2273647,1.063926,1.1323586,1.2037461,1.0244704,1.2723522,0.96613616,1.1984651,0.79600513,1.2735339,1.2849572,0.71907234,1.1375991,0.8488544,1.0324122,0.6391251,1.1223531,0.0,1.2275722,1.1478555,1.2361312,0.66467655,0.7842669,1.115659,1.0277613,0.8919498,1.1728276,1.007739,1.1500475,0.75269943,1.2300774
stroller,0.9033432,1.0212001,1.3468523,0.73209834,1.0362413,1.3179849,1.0617719,0.9636172,0.6417552,0.73608404,1.4741126,0.7021117,0.7302071,0.67026377,1.3297427,1.0823889,1.4433671,1.2707537,0.69834167,1.1291878,0.9596413,1.3260518,1.1500317,0.78610563,1.0188667,0.6972638,1.0016736,1.4273095,0.81284153,0.9293868,0.888155,0.79254013,1.4709603,0.56522954,1.4484748,0.7924925,0.8958174,0.8747206,0.9462833,1.0061917,1.4122758,1.3609126,1.2139788,1.3289241,1.2638329,1.1154598,0.923101,0.9414454,1.2970064,0.9869841,0.9616402,0.85176325,0.9029868,0.8423821,1.3832512,0.6682029,0.8462778,0.7845777,1.2571936,1.0282409,1.4535217,0.81091756,0.8244901,1.4385642,1.3462821,1.2982135,1.261974,1.0492731,0.77743995,0.68014395,0.6890049,0.759157,1.4078217,1.3615353,1.1694429,0.7881973,1.2577221,1.2220901,1.128706,1.1891159,0.51159185,0.96373856,1.0174105,0.8177999,0.8288013,0.7047038,0.9292699,0.8377609,1.3751856,0.77701783,0.6405185,1.4393271,1.0261536,1.2026953,1.1827523,1.3586717,1.0361724,1.2275722,0.0,0.86120975,0.5587898,1.3560631,1.4131166,0.8259687,1.1579785,0.8287564,0.6641183,1.1035132,0.69844484,1.4404762,0.74901307
sweater,0.8327488,0.93139553,1.2567607,0.86465573,1.1128224,1.2687439,1.1217738,1.1616287,0.76306653,0.4478202,1.3224554,0.8101378,0.7742487,0.705509,1.3274288,1.2752235,1.2799575,1.2865918,1.0416805,1.2037249,1.2325932,1.2520645,1.2609673,1.1233088,1.0640337,0.7843605,1.0090824,1.2889266,0.6777754,0.8980303,0.94450295,0.44427854,1.422905,0.8462764,1.3087959,0.8332766,1.064461,0.8444545,1.1806886,0.98040277,1.1980214,1.1892256,1.1688536,1.2124418,1.2549336,1.3019335,0.85723126,0.95904475,1.097322,1.1254269,0.9203047,1.1815449,0.6492414,0.9716864,1.2191489,0.96259224,0.6940781,0.7171736,1.1023904,1.1316218,1.3438433,0.87818813,0.96989256,1.2180314,1.2796277,1.1462111,1.2233233,1.2399061,0.8837031,0.72146165,0.60835767,0.93665206,1.3595831,1.3216212,1.1535614,0.7378838,1.2157559,1.293071,1.067268,1.1104887,0.79645187,1.1585115,1.07283,0.74841356,1.1770753,0.59327316,1.0938175,0.6771893,1.1784252,0.90960824,0.7961822,1.3363209,0.9113846,1.1798551,1.1954991,1.1827793,1.1478585,1.1478555,0.86120975,0.0,0.71950436,1.3455615,1.2032858,1.1330396,1.1497815,1.1892825,0.9196771,1.0083697,1.0622343,1.2418021,0.71532476
table,0.8068124,0.98156416,1.4631459,0.59967834,1.0689721,1.3849746,1.2188004,1.0882263,0.504767,0.5423846,1.6131356,0.3541609,0.71712387,0.57397115,1.492204,0.8002013,1.5086895,1.3214548,0.49853367,1.2879932,1.1377004,1.3670381,1.1192801,0.96206445,1.2249612,0.6603186,0.9631183,1.5176727,0.69845355,0.9922294,0.79926443,0.6133374,1.5714389,0.37349212,1.4812355,0.6492319,0.9785324,0.73026246,0.86766845,0.96410847,1.4811344,1.4223751,1.3070016,1.4306692,1.4703642,1.1555722,0.74315226,0.885302,1.3943354,1.2498239,0.87019104,0.93433243,0.9000101,0.8834045,1.5492511,0.61023104,0.8772371,0.79934984,1.2576838,0.93901724,1.465332,0.84023,0.95369774,1.5287225,1.5279187,1.4052265,1.3326483,1.2230449,0.77919275,0.6812453,0.6345962,0.3942765,1.5277214,1.3906509,1.3147898,0.6766879,1.3418536,1.3241622,1.0847257,1.267732,0.72895217,0.89839983,0.9340695,0.8244608,0.8004743,0.6596793,1.046374,0.89949,1.4616576,0.5933456,0.4596836,1.5734302,0.8811035,1.3112866,1.314069,1.4730599,1.0038091,1.2361312,0.5587898,0.71950436,0.0,1.4793831,1.5272391,0.8194953,1.213495,0.8109241,0.53213114,1.1623887,0.7591087,1.5516362,0.70468503
tape,1.2829727,1.1455197,0.4318838,1.359749,0.6984603,0.4571001,0.6378886,0.9539692,1.3642207,1.4572172,0.5541496,1.3408889,1.3982313,1.4488392,0.4819641,0.73426497,0.3805741,0.33556116,1.0903659,0.7536254,0.78862596,0.6279716,0.8465847,1.0177429,1.107507,1.3300877,1.0810193,0.52707344,1.3530338,1.2912691,1.1080122,1.41204,0.38278794,1.379566,0.24810416,1.2418236,1.0998044,1.3668685,1.0716366,1.1666279,0.46174693,0.8712329,0.7205681,0.64487284,0.7765974,0.6835438,1.1499311,1.2557534,0.7762164,1.0358155,1.1701453,0.8968433,1.2753979,1.3074396,0.43946922,1.3282412,1.3299212,1.4727893,0.88101536,1.1175228,0.47342587,1.12576,1.2640345,0.4764384,0.7449596,0.82163954,0.6086733,0.6608219,1.2305577,1.4446604,1.5032086,1.2276951,0.42705315,0.70887905,0.8559235,1.298121,0.74724483,0.33394337,0.95261025,0.6150432,1.3367312,0.92492855,1.1159297,1.2835063,1.0334405,1.4139959,0.73391247,1.3226974,0.7565887,1.2131337,1.3754704,0.34897947,1.1747669,0.45792848,0.9020168,0.5754576,1.0954733,0.66467655,1.3560631,1.3455615,1.4793831,0.0,0.7337168,1.1121802,0.89232814,0.82066095,1.1916356,0.90428853,1.2615902,0.5709156,1.4104891
toe,1.2245436,0.88373005,0.5536437,1.2178497,1.0787716,0.8199034,0.8685849,1.066436,1.391037,1.2718284,0.4314587,1.4431671,1.2824581,1.41518,0.69948745,1.1148475,0.5830638,0.7650409,1.3804014,0.91914934,1.1350218,0.8256837,1.0272293,1.2647505,0.6482679,1.3018104,1.2089188,0.6273643,1.3287129,0.9854158,1.1388086,1.1953884,0.55705225,1.5252897,0.66380596,1.3080575,1.0505719,1.2960684,1.2533928,1.025941,0.54730415,0.18275487,0.8179367,0.67231655,0.5927626,1.0219716,1.2574106,1.1171782,0.35683632,0.94153416,1.1291026,1.1136028,0.87307465,0.71623594,0.4366045,1.3359349,1.18816,1.0760487,0.82070065,1.2516997,0.69901544,1.2492049,1.0947843,0.2899574,0.75376856,0.2580129,0.89556754,0.83340514,1.2977822,1.1756235,1.2423048,1.2912378,0.59960675,0.6106177,0.9655987,1.1866746,0.8393477,0.8467477,1.0538763,0.7848046,1.3982482,1.2351134,1.2012895,1.1772809,1.1610044,1.2763126,1.1143984,0.9949313,0.6126236,1.3745006,1.4225566,0.47028184,1.1288068,0.8196909,0.71994615,0.5064428,0.7742223,0.7842669,1.4131166,1.2032858,1.5272391,0.7337168,0.0,1.1282713,1.0820804,1.2281704,1.4012097,0.86765665,1.3487685,0.2930746,1.2835114
toothbrush,1.0086032,1.088356,1.188196,0.8309391,0.7749034,1.0322002,1.163298,1.0243337,0.9279794,1.1449249,1.2974582,0.9578386,0.88343024,1.0170151,1.1759766,0.7831742,1.17786,1.1774887,0.8118324,0.9495145,1.1416546,1.2077502,1.1482353,1.1444112,0.8826407,0.94768876,1.1829004,1.2395277,1.1153117,1.1503891,0.68978226,1.162592,0.92843115,0.9481615,1.198777,0.9616225,0.8690267,1.1465046,0.9981029,1.0135148,1.1514122,0.92121506,1.2666662,1.181584,1.3458312,0.8014303,1.0299622,0.92218584,1.2198324,0.8793048,1.0002155,0.4799713,1.1452867,0.5530248,1.2899519,0.82390237,1.0250337,0.85190594,0.83860135,1.0005101,1.2435573,0.6860553,0.777832,1.2319453,1.2255324,1.0991445,1.0560893,0.9386049,1.0743906,0.8656868,0.877105,0.8049787,0.886107,0.68757015,1.2200001,1.0421623,1.0425287,1.1477773,1.0340884,1.1897347,0.93839484,0.98701406,1.1626848,0.9954908,0.2372284,0.8976872,0.8191102,1.0819657,1.1025045,1.0210915,0.8695992,1.2190468,1.1729608,0.9448823,0.9105539,1.2194781,0.77778196,1.115659,0.8259687,1.1330396,0.8194953,1.1121802,1.1282713,0.0,1.0495017,0.65879893,0.7695949,1.3269871,0.8611936,1.1833344,1.172228
