,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
necklace,0.6800708,0.8478714,0.92003644,1.0522652,1.2201368,1.1350964,1.1264257,0.92796236,0.98379326,1.2467933,1.2814409,0.6652391,1.187618,1.1393912,1.0257368,1.2424369,1.0998683,0.95957017,1.1942914,1.2803904,0.74689245,0.97916174,1.141583,0.986832,1.120625,1.0847659,0.87001675,0.94056606,0.94466835,0.77738273,1.1463132,1.0321335,0.81248295,1.0745357,1.193565,0.8123112,0.6227253,1.3139457,0.9526034,0.85712326,1.2624288,0.8017032,0.987806,1.1932935,1.1118205,1.1172874,0.96326977,0.7965827,0.9665572,0.9978938,0.96135634,0.60226953,0.7807893,0.8791176,0.529627,0.7497978,0.8295463,1.2384197,0.5766774,1.223255,0.5628827,0.92103016,0.89648956,1.0558641,1.0507599,1.1434827,1.043352,0.702863,0.8341497,1.3053813,1.0235264,1.1640766,1.0952213,0.80205035,1.1965287,0.80216336,1.1943586,1.2447565,1.0565597,1.1497039,1.1502755,1.1959665,1.0681176,0.640548,0.9615406,0.0,0.9837939,1.1007432,0.93968177,1.1646926,0.99466217,1.1281258,1.0119675,0.6843405,0.7250955,0.7983016,0.8954415,1.0807217,1.1810637,0.732031,1.1228923,0.89805967,0.8601998,1.0058688,1.0306706,1.0140208,0.89918274,1.1055021,0.9479065,1.1434423,1.2715433,0.95722395,0.94734657,1.1493675,0.9189083,0.8884052,1.1529983,1.2877014,1.3043346,1.1844997,0.580506,0.8544762,0.8438585,1.1831487,0.94230044,0.6247381,1.0337732,1.0112258,1.1386044,1.1988539,1.3327185,1.0015275,0.5746923,0.77174675,1.009488,1.0200248,1.1267443,1.3143563,1.1555037,0.58433795,1.2641939,0.8076276
orange,0.9110812,0.8186374,0.28746003,1.0431985,1.2607096,0.73409337,0.6154132,0.6459813,0.95650494,1.4561335,1.4605651,0.9176277,1.4713737,1.3048887,1.0781809,1.4283525,1.0899101,0.7772265,0.7765358,1.2717695,0.46746963,0.97859395,1.0858603,1.0744011,1.118075,1.0856428,0.65430015,1.2701763,1.2753335,0.7251159,1.3701813,1.127826,0.88572997,0.51450104,1.4032865,0.84006727,0.6939305,1.441652,0.72969294,1.0000899,1.0762517,0.94028366,0.9143332,1.4026196,1.2248105,1.3199975,0.6414891,0.2991048,1.1312343,0.6515016,0.9944867,0.6642876,0.7582523,0.77157235,0.8090695,0.844602,0.8412345,1.1738119,1.2355472,1.0584203,0.8507728,0.87233204,1.0637579,0.8713369,1.043159,0.99482876,1.1480014,0.79459757,1.1059464,1.4297276,1.3932747,0.967537,1.3628459,0.8614218,1.3687161,0.7524576,0.82172906,0.8707061,1.0915531,1.2233655,1.183878,1.2073404,0.8017623,0.6705979,1.1336455,0.9837939,0.0,1.1166415,0.88786095,1.3763771,1.2748044,1.2030253,0.74124455,0.8810532,0.8804471,0.7407137,0.9551803,1.233209,0.9593203,0.7527683,0.77954185,0.9824697,0.68924075,0.6933549,1.2344385,0.9645262,0.9032352,1.26908,1.0848291,1.1230705,0.7844055,1.1221278,0.9548098,1.3894136,1.0328084,1.2589568,0.87950754,1.269403,1.1823903,1.3042605,0.7486018,0.79759777,1.0736165,0.75703657,0.76838094,1.1170995,0.95083773,0.59743685,1.1530415,1.2436485,1.2905457,0.5391379,0.6353022,0.9238369,1.0697597,1.0341163,0.9312556,1.1713362,1.2635221,0.8656301,1.2794484,1.2005153
oven,0.96391964,1.0804965,1.1231129,1.0850451,1.068197,1.1074117,1.0301037,1.1116959,0.7422153,0.8822686,0.99826103,0.83784384,0.719699,1.2556175,1.0820212,1.0270039,0.8490778,0.9158828,0.95251983,0.82902277,1.2583606,0.78306866,0.63744056,1.1374905,0.5748404,0.5477028,1.1868457,1.0100781,0.68062156,0.7972263,0.8911976,1.0136566,1.082361,1.0301416,1.0144176,1.270801,0.89719856,0.72332,0.9053655,1.0731088,1.0716023,1.033179,1.1553776,0.6079449,0.3864047,1.0808134,1.1182017,1.1364859,1.0254247,0.8094841,1.0631016,1.1433926,0.99257225,0.9446164,1.0775338,0.788378,1.0747843,1.0227326,1.1423006,1.0330237,1.0650548,1.083286,0.9657165,1.088775,1.1130446,1.2324421,1.1499258,0.9829826,1.0746496,0.95676434,0.89974046,1.015671,0.95753527,0.66236943,0.6846025,0.81213987,1.2268077,1.1275141,1.0479236,1.2654926,1.0992625,1.0187856,1.1789743,0.9949903,0.8493326,1.1007432,1.1166415,0.0,1.0817353,1.1773657,1.0293704,1.0696888,1.1087886,0.815796,0.836644,1.0997503,1.0291752,1.0587984,1.1446133,0.9436212,0.98580724,1.0573263,1.224988,1.2083899,0.86422515,0.63747245,1.1687932,0.6986887,1.0704087,1.0008539,1.0691652,1.1466846,0.9386396,1.0798775,0.9830254,1.0504283,1.1042181,0.9576589,0.99321306,0.8958848,0.9154915,0.8966274,0.9980418,1.094073,0.851838,0.9647044,0.98297596,1.0869946,0.89062905,0.9652806,1.031605,0.8592352,1.0855567,1.1593103,1.0503699,0.83421504,0.9867941,1.095798,0.7303859,0.91327393,0.7607742,1.0853388
owl,0.85324025,1.056908,0.9599847,1.0857416,1.1792479,0.93422157,0.97635704,0.9738278,1.0261122,1.1907523,1.1730678,1.0518193,1.1902483,1.1788964,0.7979299,1.1936059,0.95909804,1.018775,1.0540965,1.092194,0.9995859,1.0222106,1.0917419,0.6246033,1.1091669,1.0105283,0.93755984,1.0057036,1.0797155,0.8673553,1.084407,0.9641355,1.0694325,0.91671306,1.1436849,0.90262556,0.94413275,1.176772,1.0711416,0.8280769,1.0787534,0.6644582,0.7409379,1.112478,1.1849563,1.0004039,0.8754219,0.93062377,1.1146619,0.8804639,0.835475,1.0808573,0.82795537,0.91028357,1.0248716,1.0338297,0.6144923,1.0156211,0.9037897,1.1777757,0.9795961,1.0146618,0.9771128,0.9447118,0.98058933,1.1674672,1.2215563,0.9288486,0.87706554,1.150294,1.0721856,1.0870302,1.0494642,1.0530903,1.110622,0.99587154,1.0861653,1.1296501,1.0116203,1.0957856,1.0258175,1.030726,0.9790841,0.9632171,1.1422848,0.93968177,0.88786095,1.0817353,0.0,1.1229726,0.8706486,1.1060448,1.0211937,1.0970367,1.1222352,0.90824246,0.8732744,1.1349223,1.1402712,0.77458245,1.0160248,0.83427286,0.9425931,1.0331695,1.0175053,0.9390181,0.996725,1.0869826,0.7968755,1.0331986,0.9942188,0.9364946,0.9669308,1.0973948,0.94162935,0.99808896,1.0828627,1.1790792,1.2420862,1.1575571,0.9937063,0.93746233,0.99210984,0.9988208,1.0174611,1.0297812,1.0187032,0.9286522,1.1288579,1.0108243,1.1612338,0.8346216,1.0233911,0.9452298,1.1739508,1.0554183,0.93868357,1.1818753,1.0906373,1.0049801,1.0982091,0.97256595
pajamas,1.3912802,0.80936694,1.29524,0.83060956,0.5381115,1.0915282,1.2327558,1.3566147,1.2859912,0.54115057,0.27680898,1.2847419,0.62714577,0.26329118,1.1076189,0.1957612,1.0832378,1.4374037,1.2823007,0.8251998,1.0907779,1.1851457,1.134443,1.0540272,1.1298212,1.2254877,1.150064,0.8091066,0.7996544,1.4544911,0.628125,0.97218263,1.0369726,1.2398009,0.375019,0.9588076,1.477443,0.7409645,1.4072003,1.2442584,0.96750444,1.3056086,1.0077544,0.7451576,1.1283971,0.28135467,1.2196385,1.3179352,0.8526962,1.3104,1.0877234,1.0557252,1.4569457,1.3799314,1.1249121,1.4489474,1.3629031,0.85680497,0.9615381,0.79592085,1.1989439,1.0052377,0.99192554,1.1440487,0.91069937,0.7785748,0.6178255,1.3029091,1.1383564,0.6807858,0.4829508,1.0154523,0.32291996,1.456521,0.9888835,1.4152417,0.93763113,0.97110635,1.0816718,0.70082355,0.7836356,0.8869519,1.004894,1.3552221,0.83617795,1.1646926,1.3763771,1.1773657,1.1229726,0.0,0.49083012,0.8055538,1.0011117,1.3530138,1.2887115,1.1661191,1.2117594,0.62800866,0.82833797,1.4089383,1.2965862,1.2521777,0.96588606,1.1273353,0.7794971,1.2733696,1.0670345,0.97120756,1.0784627,0.9658012,1.0690863,0.7760112,1.3159392,0.2943809,0.9945786,0.528237,1.2318311,0.7485573,0.8770431,0.6800183,1.3911444,1.3410277,0.79638374,1.1215866,1.442646,1.0194132,1.2284445,1.1367214,1.0042309,0.76043576,0.6560256,1.440601,1.192006,0.9986136,0.99468994,0.88773525,1.2273048,0.8010762,1.0516154,1.2718091,0.7995339,1.0497165
pants,1.2443105,0.9407402,1.1961076,0.83429337,0.8274566,1.2335074,1.3034513,1.2582428,1.3427331,0.61975193,0.6027286,1.0863371,0.6045135,0.7562331,1.1961898,0.61780155,1.25458,1.3946891,1.3699627,1.0424522,0.9995094,0.98986363,1.0795485,1.087498,1.064389,1.197354,0.94181675,0.707126,0.55289364,1.2152954,0.60360456,0.9192978,1.0643724,1.27415,0.5480863,0.9289658,1.2144213,0.9997637,1.3649114,1.2671566,1.0178269,1.1834055,1.1131387,0.5914505,1.0998151,0.35257494,1.2007362,1.1223142,0.89153993,1.0931449,1.0570755,0.93571365,1.2832853,1.3359919,0.8402679,1.2486718,1.3376881,0.93279344,0.9813074,1.0566739,0.9793856,1.0918067,0.8105455,1.1599394,0.7675455,1.0197252,0.85165006,1.1019033,1.1319239,0.79889363,0.40165114,1.0389165,0.25140905,1.2636826,0.91628844,1.1639024,1.1023566,1.1244987,1.1495568,0.9819528,0.84418046,0.85526204,1.0568362,1.1554227,0.8390121,0.99466217,1.2748044,1.0293704,0.8706486,0.49083012,0.0,1.0112,1.1726556,1.2497449,1.3031454,0.9735683,1.2570224,0.89338505,0.99584115,1.1711828,1.3428731,1.2591311,0.91579205,1.213236,0.7882105,1.1285355,1.1087916,0.8677966,1.1278454,1.0681028,1.2168671,0.7402508,1.3402157,0.38652903,1.0187709,0.21985984,1.3197322,0.83840305,1.0167143,0.7601576,1.161808,1.2032436,0.5451771,1.2276328,1.3725725,0.7311259,1.2052866,1.1209913,1.0846256,0.8299501,0.827299,1.3713949,1.0312479,0.9560331,1.1145177,0.9135157,1.3231394,1.0123223,1.0209343,0.9943377,0.78813946,1.0502408
paper,1.0228354,1.246892,1.2092719,0.95326996,0.6560277,0.97864807,1.120094,1.2806995,1.2146602,0.8723233,0.6096947,1.2992051,0.95025474,0.63306177,0.89017946,0.7281322,0.35570294,1.2992069,1.1518769,0.31291258,1.2049096,1.2612686,1.161874,0.9318418,1.1146929,0.9909943,1.1696229,1.0341347,1.2390953,1.3872479,0.92563874,1.0011593,1.0893364,1.0745566,0.6916647,1.0090016,1.3642807,0.62389296,1.3221488,0.84691244,0.77043676,0.91313684,1.0001069,1.0273693,0.9468775,0.85525537,1.2393719,1.3772128,0.94467115,1.1646161,1.0127828,1.3050177,1.3002534,1.2761095,1.2825472,1.4027183,0.9333557,0.8412389,0.5272523,0.88953996,1.2766811,1.3638276,1.0740583,0.93407106,0.93993855,0.9275293,0.8341982,1.2771852,0.74923265,0.85159034,0.89891046,1.056607,0.850281,1.3558725,0.91401434,1.3686577,0.92911935,0.9844232,0.95515615,0.8989676,0.96840954,0.98309964,0.95599353,1.2797804,1.3236158,1.1281258,1.2030253,1.0696888,1.1060448,0.8055538,1.0112,0.0,0.9435917,1.3377801,1.2961973,1.3709778,0.8676292,1.116598,0.94780654,1.3113108,1.0541424,0.8939664,1.1774268,1.0266907,1.0307683,1.1125308,1.138599,1.0478877,0.9140948,0.77872175,0.977438,1.0347481,1.0121844,0.8103975,1.0285127,1.154263,1.1220282,0.94157195,0.8730031,0.87419057,1.3594782,1.3043298,1.2300932,1.0167619,1.3272629,1.2658709,1.1280359,1.1522702,0.8348835,0.9103687,0.42696667,1.2448258,1.3171313,1.0541606,0.96599704,1.2563391,0.80843425,0.53676194,1.1405147,1.3492129,0.8515223,0.5800085
pastry,1.0472112,1.0591112,0.95902574,1.050888,1.0864624,0.7388818,0.9241681,0.9121824,0.95409995,1.1452236,1.060417,1.1530005,1.1410563,0.8060037,0.90791583,0.97716767,0.9193034,1.0287008,0.9059677,0.8952398,0.87730193,1.1850114,1.02669,0.86260426,1.0097425,1.0219525,1.116352,1.1286128,1.1699529,1.1127143,1.1292737,1.0949169,1.1076198,0.537461,1.1138207,0.7869766,1.2091897,1.032961,0.9964546,0.9218435,0.8996928,1.0606543,0.96490103,1.1924063,1.0924565,1.0893526,0.92991626,0.99183327,1.0104452,1.0722615,1.0001484,1.1288409,1.1032928,1.0501071,1.2540023,1.2449232,0.84046364,1.0666368,1.0205901,1.0273768,1.2243502,0.98625684,1.1468654,0.9307816,1.145524,0.89573294,1.0872211,1.1265095,1.0286596,1.2268349,1.1301922,0.97262347,1.0947511,1.2465205,1.1058135,1.2341348,0.7364634,0.68454343,1.0771687,0.7641473,1.096028,1.0916505,0.599634,1.1846399,0.8684549,1.0119675,0.74124455,1.1087886,1.0211937,1.0011117,1.1726556,0.9435917,0.0,1.2775315,1.2761029,1.1303196,0.9961363,0.8642428,0.90898407,1.1783344,0.9341559,0.96036893,1.1281621,0.3587321,0.7707734,0.9353092,1.0844121,1.0598656,0.9284894,0.94962996,0.80152786,1.0755045,1.0435401,1.0966693,0.81406915,1.2193687,0.79345816,1.0526888,0.98478556,1.2128621,1.183771,1.0516783,0.99634314,0.82217604,1.1420364,1.2151482,1.0751064,0.82111174,1.1775073,1.1435701,0.9954583,0.83493423,1.162917,1.1115489,1.1782758,0.8053544,0.8257525,0.85424316,1.1338701,1.2102926,1.1404535,1.0298063
pen,0.70636,0.78272325,0.7999793,1.1579046,1.1732478,1.16331,0.9073216,0.7412156,0.6995115,1.3069054,1.4139125,0.46660197,1.147009,1.4249971,1.1477616,1.3514374,1.0870601,0.5514303,0.8414916,1.4288623,0.90609545,0.57628816,1.0329471,1.1252598,1.0312142,0.89757127,0.7661446,1.0834574,0.94357085,0.48782283,1.2605358,1.0444455,0.6768793,1.1129299,1.3643615,1.2204176,0.23477972,1.3632927,0.59723234,1.171828,1.2163844,1.1123873,1.0783825,1.2051626,0.9868297,1.3178041,0.9312726,0.69711417,1.0085343,0.7570934,1.0923088,0.59552217,0.5270218,0.5712354,0.47800088,0.17703605,0.95526606,1.2880554,1.2573166,1.1607755,0.5739128,0.7904917,0.9286028,1.0272518,1.0879748,1.2116604,1.0078238,0.4831103,1.2347888,1.182955,1.124916,1.1806556,1.2636472,0.1628263,1.2189718,0.459099,1.2685965,1.0898046,1.108834,1.3728632,1.056903,1.1937454,1.3131499,0.3929174,0.86584723,0.6843405,0.8810532,0.815796,1.0970367,1.3530138,1.2497449,1.3377801,1.2775315,0.0,0.08544588,0.71750486,1.1092315,1.1323178,1.1598958,0.53002226,0.78561544,1.1597185,0.9168248,1.2510282,1.2962492,1.0094593,0.87650275,1.1156852,1.1029313,1.1561162,1.1721482,1.1027235,0.6191744,1.2838364,1.226304,1.0842836,0.92638767,1.2254876,1.208623,1.0996884,0.30392087,0.5739684,0.9985242,1.0809166,0.3655063,0.7965903,0.756497,1.0002643,0.98225456,1.0003436,1.3337307,0.8288065,0.48972392,0.8558192,0.71616745,0.9094299,1.1065644,1.3939707,0.941949,0.41494274,1.199102,1.2305589
pencil,0.7126473,0.77446735,0.7789657,1.1942399,1.1029414,1.1205227,0.8638591,0.77893144,0.7023776,1.3064137,1.3432299,0.49618727,1.1724291,1.3923645,1.1176686,1.2820119,1.0661069,0.54050875,0.81941164,1.3762531,0.93879455,0.573156,1.0320951,1.1461835,1.029944,0.92154014,0.84419405,1.0662857,1.0246668,0.548483,1.2151717,1.0485917,0.6718274,1.0670501,1.3179301,1.2761388,0.29501164,1.297473,0.60776144,1.1088814,1.2351712,1.0562651,1.0328295,1.2430273,0.99656105,1.2761973,0.89337814,0.7091312,1.0137734,0.7383862,1.0806212,0.6255754,0.5656667,0.5716832,0.57262814,0.2605009,0.9330059,1.244752,1.2393608,1.1734738,0.58063155,0.72546256,0.9437165,1.1034503,1.1129911,1.2359525,1.014111,0.522526,1.1900291,1.1573458,1.0768628,1.2182598,1.2493337,0.2449215,1.1962807,0.5004186,1.2791798,1.1567745,1.1316938,1.365099,1.0229621,1.2635949,1.3098524,0.4309144,0.9196952,0.7250955,0.8804471,0.836644,1.1222352,1.2887115,1.3031454,1.2961973,1.2761029,0.08544588,0.0,0.79315275,0.99660915,1.1425852,1.1881683,0.5746155,0.77968335,1.0867383,0.9139354,1.260041,1.2817984,1.0195942,0.92744035,1.1426016,1.082936,1.1518062,1.1547673,1.1607909,0.59254587,1.2464283,1.2203997,1.1836941,0.9291766,1.2084521,1.2260846,1.0474279,0.35247207,0.6351123,1.0643883,1.090424,0.39778924,0.85131484,0.68120104,1.0114586,0.95899945,0.99467474,1.3188164,0.82121503,0.50633585,0.84687054,0.7662527,0.9095754,1.048051,1.3841887,0.9442639,0.49832147,1.197366,1.2160112
pickle,0.90116084,0.79453015,0.7444672,0.82654554,1.2035842,1.1600909,1.1308889,0.62050056,0.9109801,1.2197535,1.3341647,0.78536475,1.1818745,1.1581486,1.2080972,1.3148344,1.2216316,0.96226406,0.8603714,1.378022,0.6021967,0.95762193,1.1283996,1.0296679,1.1444381,1.2359957,0.57599586,1.0274485,0.9357499,0.8375349,1.1796707,1.0751172,0.83227617,0.95262814,1.1982003,0.79894024,0.63941,1.3803502,0.8657321,1.2693765,0.9736897,1.0812731,0.96944845,1.1226698,1.0997148,1.1916696,0.77109575,0.50861734,1.0970527,0.966153,1.0158116,0.54706913,0.74824375,0.8558101,0.5122771,0.71586585,0.99519557,1.1274074,1.2188301,1.040913,0.69422734,0.83873457,0.91304725,0.7353072,0.9733939,0.9665814,0.9660882,0.8137812,1.2319363,1.2841161,1.1552432,0.9455551,1.2119044,0.71556026,1.2236896,0.8018584,1.0033149,0.9407921,1.1366642,1.063895,1.181437,1.1498185,1.0747961,0.7558708,0.9192599,0.7983016,0.7407137,1.0997503,0.90824246,1.1661191,0.9735683,1.3709778,1.1303196,0.71750486,0.79315275,0.0,1.22797,0.95666313,0.83399516,0.6557012,0.8190961,1.2439849,0.60648215,1.0579926,1.0951706,0.97802806,0.45170414,1.0805261,1.1408153,1.0835949,0.9415239,0.9103814,1.0732847,1.1580381,1.0127103,0.7327163,1.0414654,1.1869974,1.0987711,1.2205886,0.6793746,0.8848579,0.79385686,0.8804492,0.7930439,0.78578895,1.1305602,0.818315,1.2378664,1.1042856,1.2994065,0.89942855,0.6218153,0.8996697,0.8680806,1.0518931,1.168798,1.1337152,1.264226,0.61834276,1.1758064,1.32391
pig,0.63937926,1.0722268,0.9609149,1.1748668,1.1501842,0.85668725,0.8734731,1.041753,0.955527,1.2330024,1.1713796,1.1311677,1.2472253,1.2185515,0.7647793,1.1904798,0.8555108,0.957259,0.9967708,1.009726,1.1679245,1.0746337,1.0661131,0.9581109,1.0647916,0.9175652,1.1366546,1.1024334,1.2328233,0.9755207,1.2326975,1.0055672,1.1610748,0.9010382,1.1430918,1.128006,1.0862546,1.0657468,1.0394764,0.24352837,1.1184537,0.23237997,0.75002766,1.2212406,1.1031629,1.1689864,0.8463037,1.06441,1.152611,0.93271196,0.9898732,1.1800691,0.91495425,0.88547176,1.228664,1.0910499,0.564618,0.9800898,0.65764606,1.1347433,1.06439,0.957022,1.0843207,1.1150318,1.0685763,1.1885104,1.2001334,1.0977706,0.14411324,1.1905038,1.2090594,1.0697906,1.2822069,1.1316891,1.0815431,1.0937369,1.0278609,1.1503065,0.9373533,1.0338734,1.0746697,1.1179843,1.0093327,1.0799251,1.2134391,0.8954415,0.9551803,1.0291752,0.8732744,1.2117594,1.2570224,0.8676292,0.9961363,1.1092315,0.99660915,1.22797,0.0,1.1979251,1.0723712,0.9671845,1.0085791,0.17720592,1.1451236,0.9006602,1.0646452,1.0123321,1.1661747,1.0671985,0.81469685,1.0948708,0.99130386,1.16387,0.93641627,1.2420975,0.89382863,1.3483734,0.9772722,1.1420374,1.2200286,1.1095825,1.0857936,0.98360443,1.2160411,1.0512111,1.0329112,1.1952138,0.88065016,0.9724862,1.0282241,1.0200422,1.1535654,0.87278,1.0877779,1.0082321,1.193796,1.0701475,0.8474592,1.1477164,1.1456653,1.1800594,1.1564238,0.53701866
pillow,1.0611502,0.8450891,1.232786,0.89518684,0.9901676,1.0012664,1.0339414,1.0735493,0.78829074,0.8496493,0.56422323,1.0537494,0.6165009,0.6575459,1.0689856,0.48377156,1.085814,1.1366723,1.0571848,0.9863127,1.11948,0.9669837,0.8569713,0.99172306,0.864963,1.105342,1.0879933,0.9056276,0.68260217,1.0524238,0.85693604,1.0517956,1.0322852,1.1078055,0.65729207,0.9375384,1.1528212,0.7811258,1.1082034,1.1574221,1.1567008,1.1351988,0.9993403,0.8708008,0.86694306,0.86991554,0.95814073,1.100906,1.0160598,1.2138352,1.0730746,1.1191367,1.1129012,1.145171,1.0995692,1.1311833,1.1062295,1.0441107,1.0296311,1.0227405,1.1385497,0.7181296,1.0712769,1.0000273,1.1082395,0.91999674,1.0715891,1.1420113,1.1366354,0.89660245,0.8656964,0.95251304,0.8669031,1.1225146,0.87924397,1.0613979,1.0915788,0.9385142,1.0368807,0.7062643,0.95446223,1.0486261,1.0160687,1.208223,0.42112678,1.0807217,1.233209,1.0587984,1.1349223,0.62800866,0.89338505,1.116598,0.8642428,1.1323178,1.1425852,0.95666313,1.1979251,0.0,0.9704154,1.1785126,1.1674286,1.1642846,1.0958334,0.9955991,0.6590481,1.0074528,1.0774355,0.76987183,1.0380961,0.9635182,1.1074034,0.8249991,1.1348567,0.8761525,0.95394754,0.7426957,1.0669389,0.8763126,0.93755096,0.9576284,1.137145,1.0883138,0.80181056,1.1198062,1.1538033,0.99888724,1.1156983,1.0380199,1.0781412,1.0459602,1.033215,1.0817134,1.1736943,1.0114672,0.9752319,0.60393417,0.9813103,1.0774295,0.95382285,1.045375,1.0219896,1.0911008
pizza,1.1086123,0.9489777,0.88973576,0.8592299,0.7423386,1.0086856,1.1165625,1.0514208,1.1397009,0.91866744,0.9214135,1.3041207,1.010996,0.76807886,1.0286114,0.8882922,1.0731795,1.2898424,1.0015937,1.0049351,0.7891428,1.2462417,1.213263,1.0483277,1.2138758,1.2344682,0.86899304,1.0174911,1.1778145,1.3233445,1.0730109,1.0335435,0.96904933,0.9458076,0.92260903,0.7904551,1.2479978,1.0438393,1.2480778,1.1397808,0.75740165,1.0996573,1.0963001,0.97764254,1.0892557,0.9414048,0.9980305,1.0646917,0.9786095,1.1651788,1.0742012,1.007293,1.2240759,1.1427101,1.0717051,1.2031341,1.1287762,0.92065793,1.0137696,0.79489994,1.2305492,1.0933254,0.96360004,0.9365982,1.0179361,0.6578789,0.70196277,1.2358251,1.0413756,0.9134244,1.0754389,0.9996899,0.8697767,1.1925124,1.0524487,1.3244315,0.48248947,0.7947417,1.0334389,0.6799451,1.0545893,0.96911865,0.85688424,1.231416,1.0701529,1.1810637,0.9593203,1.1446133,1.1402712,0.82833797,0.99584115,0.94780654,0.90898407,1.1598958,1.1881683,0.83399516,1.0723712,0.9704154,0.0,1.2306563,0.90550196,1.1035746,0.8715568,0.95787007,0.9795409,1.2167233,0.83937085,1.0724398,1.0857003,1.0091875,0.8777768,0.6832453,1.1263645,0.8614334,0.89909387,0.9741618,0.94832706,0.86288774,0.81658274,1.0503083,1.2510529,1.2242565,0.9203404,0.9147805,1.1546454,1.1317908,1.1133974,0.8224081,1.1739943,1.0180902,0.899473,1.2223561,1.1035498,1.0929505,0.88550043,1.1410061,1.1554244,0.74985677,1.1655736,1.2728722,0.98659617,0.9813665
plant,0.6472223,0.9487899,0.7016953,1.2140838,1.4201059,1.0488677,0.874678,0.71547043,0.7418132,1.4121964,1.4596436,0.45021164,1.3151112,1.4704492,1.0182596,1.4421543,1.0986421,0.51727295,0.9521971,1.4163787,0.9020774,0.7680359,1.050689,0.9437273,1.037753,0.9207342,0.8663662,1.0415673,1.0140926,0.38086772,1.2347991,0.998645,0.845521,1.0262467,1.3940654,1.171654,0.2834314,1.3829057,0.6332239,0.97178715,1.2382519,0.82937175,0.832918,1.2561693,1.1289502,1.2637819,0.7847888,0.582889,1.168225,0.6143688,0.97298026,0.7767022,0.41328883,0.2963339,0.5927225,0.58317244,0.6989112,1.2026445,1.1874034,1.3901329,0.5999732,0.8205991,0.9010829,1.052347,0.98458964,1.2224957,1.4021047,0.40997708,1.0742702,1.3694837,1.1592495,1.1622053,1.3858161,0.5222726,1.2075897,0.46165168,1.2659447,1.2649616,1.0966712,1.4696769,1.1799167,1.2345339,1.2435541,0.37059796,0.9918735,0.732031,0.7527683,0.9436212,0.77458245,1.4089383,1.1711828,1.3113108,1.1783344,0.53002226,0.5746155,0.6557012,0.9671845,1.1785126,1.2306563,0.0,0.7954678,0.9560238,0.7867718,1.193543,1.2894711,0.91853034,0.91420865,1.1773294,0.939478,1.0257802,1.188063,1.144964,0.84364194,1.4345522,1.1605964,1.0797591,1.1887828,1.2860029,1.3976828,1.1851338,0.3068117,0.4843539,1.0519818,1.1368288,0.7156168,0.90662485,0.9088173,0.77687794,0.9882199,1.0802417,1.4354141,0.697433,0.5338577,0.76408744,0.95792454,0.9367374,0.9057702,1.4299034,1.0940107,0.36016053,1.1543679,1.1477752
plate,0.9008358,1.1711687,0.8827812,1.159666,1.1735437,1.0774808,0.9765778,0.7109638,0.60725313,1.2717456,1.3303647,0.8800668,1.2071081,1.2277498,0.8759893,1.302379,0.93020576,0.67005473,0.17749429,1.0791396,1.0440235,1.0524794,0.9862642,0.99466324,1.0123913,0.94844145,1.0772396,1.2457544,1.2266978,0.7294656,1.2180701,1.0146381,0.99543464,0.7116435,1.3470316,1.172104,0.7904006,1.07765,0.6052361,1.0775605,0.41188252,1.009271,1.0719196,1.2324926,0.92407286,1.2804959,0.97757673,0.8911793,1.1920362,0.9710185,1.044388,1.1491946,0.7406479,0.6852776,1.1058837,0.59734166,0.8970869,1.015574,1.2055228,1.0274034,1.0150857,1.0486733,1.1591518,0.9793635,1.1671059,0.99890035,1.2220409,0.86547136,1.1495222,1.2627968,1.3187549,0.93732107,1.3513864,0.71484005,1.1104234,0.8895042,0.7635224,0.9624955,1.0775398,1.2045307,1.1393183,1.1590192,1.0156786,0.87882763,1.1383785,1.1228923,0.77954185,0.98580724,1.0160248,1.2965862,1.3428731,1.0541424,0.9341559,0.78561544,0.77968335,0.8190961,1.0085791,1.1674286,0.90550196,0.7954678,0.0,1.0600126,0.9676538,1.0166925,1.2219962,0.9214336,0.7829403,1.096576,0.9292637,1.0249165,0.51907885,1.1535404,0.85742193,1.3293422,1.0198666,1.3489755,0.7345584,1.1702716,0.7891613,1.1783984,0.8626292,0.7839935,1.3162044,0.37532902,0.333987,1.1475892,0.9687872,0.9378887,1.0697231,1.0486678,0.87086725,0.70353615,1.0502115,1.12966,1.0067445,1.0521716,0.9445311,0.5882558,1.0819705,0.9185888,1.1028465,1.1833563
