,alligator,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,cloud,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,finger,fish,flower,foot,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,nose,pajamas,pants,paper,pen,pencil,pillow,plant,plate,purse,radio,refrigerator,rooster,scissors,shirt,sink,slide,slipper,sock,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
gum,1.1390475,1.1138737,0.7673162,1.0763148,1.1169913,1.150022,0.91036355,1.0845095,1.1047117,1.2238452,0.5043993,1.2476033,0.9909386,1.2198063,1.1806171,0.96272665,0.81649077,1.1674297,0.6280312,1.0606853,1.2795489,1.2834638,1.2332647,1.2991962,1.020816,1.1816142,1.0217214,1.2982874,0.6140504,1.0688555,1.3049405,1.0389513,1.3046224,1.1290243,1.1594018,1.1562712,1.0927162,0.54258794,1.1464533,1.1828274,0.6835187,1.2790923,0.7421254,0.745734,0.8415201,0.0,1.0335468,0.8793044,0.64430326,1.2412331,1.1946833,1.0338006,1.1052067,1.1997535,0.65490633,1.1465093,0.45559555,0.8016608,0.6880437,1.0378616,0.7849977,1.0411499,1.1398417,1.0633864,1.1133556,0.97701484,1.2531182,1.082416,1.1738117,1.0598907,1.2035589,0.80770206,0.9685932,0.86519665,0.9530653,1.1235994,0.9238294,0.998126,0.31503648,0.8657356,1.2326674,1.0001706,0.6941774,0.6785659,0.64062154,0.8672361,1.3264005,0.9923227,0.87439966,0.92036915,1.2556814
hair,0.9599364,1.1280342,0.95467913,1.069675,1.1195955,1.176946,1.0203567,0.59003085,1.1684229,1.0060138,0.95353055,1.0082276,0.8575578,1.2550818,1.1903958,1.2822442,1.0403972,1.0570129,1.087257,1.0717901,1.0736959,1.0742614,0.86774623,1.1522126,1.2168313,0.8875935,1.0927244,0.8823713,0.961099,1.1926532,1.0589674,1.2002585,0.9321622,1.1339972,0.8459672,0.9690552,1.1236297,1.161693,1.1927431,1.1950617,0.9381803,1.0467856,0.85529506,0.8741739,1.215987,1.0335468,0.0,0.7356253,0.8155455,1.0865978,0.9195493,1.0374557,1.1069632,1.2515903,0.7560372,1.0064292,1.0606018,1.0734835,1.0933398,1.2031075,0.8805097,0.8117549,0.90200424,1.2098148,1.2055812,1.3132606,1.1250455,1.1514909,1.1536958,1.2306972,0.9558175,0.88847786,1.1695995,0.49662936,1.0600054,0.8344564,1.1443921,1.2085704,1.0665257,0.52946585,0.9521914,1.2760279,1.0172783,0.98992723,0.8995062,1.1706595,1.0920911,0.8815489,1.2351115,1.1583048,0.9494454
hamburger,0.99971175,1.0084256,0.9550223,1.1829818,1.2697691,1.2196468,0.77415884,0.67884314,1.2626855,0.7524653,0.66175056,1.1067817,0.8008901,1.1754756,1.2727972,1.3878691,1.1777215,0.82120025,0.97047824,1.1782153,1.0200119,1.1544852,0.988582,1.0397546,1.1925205,0.7538923,1.1025219,0.8881068,0.89366424,1.3815287,0.88127697,1.2680216,1.0776552,1.11869,0.7361711,0.80170226,1.0900817,1.1428388,1.3362808,1.3461393,1.0707644,1.2328035,0.46274728,1.1501763,1.2342876,0.8793044,0.7356253,0.0,0.8224391,1.3344917,1.072886,0.8197247,1.0424631,1.3634742,0.7054023,1.0905225,1.2335714,0.92784566,1.2443256,1.3623235,0.63126165,0.69710445,0.7393696,1.3450434,1.3569947,1.3936851,1.3147604,1.3615353,1.140076,1.2051101,0.88497305,0.9232394,1.0521083,0.57154536,0.79207236,0.6338254,1.3476496,1.259444,1.1212533,0.73361206,0.71519065,1.3217695,1.2060344,1.1613152,0.7471729,1.1656655,1.3061645,0.6499294,1.0491714,1.2992678,1.0531725
hand,0.97597253,1.2969258,0.60098124,1.1105435,1.2549127,1.237886,0.8235364,0.6290309,1.243676,1.0640066,0.6687538,1.2007551,0.8848711,1.2842095,1.1637952,1.3264906,1.272906,0.9892983,0.96614337,1.1209252,1.1799798,1.1699275,1.1634084,1.2234255,1.1460227,0.9904906,1.1675214,1.0691454,0.6613701,1.3069943,1.0922705,1.2517711,1.1702678,1.1028354,0.8810909,0.9604474,1.1274226,0.6236174,1.3889184,1.3468227,0.9213069,1.1594775,0.57125133,1.0032536,1.1194818,0.64430326,0.8155455,0.8224391,0.0,1.338465,1.080074,0.8710361,1.0328134,1.3597361,0.47299588,1.0301344,0.974193,0.8521849,0.997749,1.2897649,0.5885567,0.77444494,0.7532452,1.2659371,1.2864785,1.2913759,1.346345,1.4108478,1.1439421,1.217421,1.0202358,0.79805005,0.7338547,0.5933355,0.8279896,0.86055773,1.3564837,1.2649022,0.9368165,0.60150325,0.9969606,1.3295403,0.73924696,1.188491,0.5261119,1.0466629,1.3768396,0.70978576,0.95959705,1.2288089,0.96529484
hat,1.0752865,0.9925535,1.250724,0.48594087,0.3065591,0.85922635,1.3954988,1.3111185,0.8339267,1.2884829,1.1622009,0.80193436,1.1847432,0.56044185,0.8884604,0.49756658,0.68140435,1.2957453,1.1931293,0.86841476,1.1768134,0.87731856,0.85457575,1.2540121,0.7097695,1.2749188,0.85332185,1.306314,1.2874541,0.60231054,1.3026989,0.48419183,0.73304904,0.86602795,1.4013813,1.2152041,0.7489047,1.0692372,0.42217952,0.4770956,1.012688,0.5373953,1.335866,0.8189559,0.95328385,1.2412331,1.0865978,1.3344917,1.338465,0.0,0.9538902,1.3794119,1.2473557,0.71573526,1.2563858,0.94767934,0.8340117,1.2391862,0.97518015,0.61716664,1.3179425,1.2938217,1.2644297,0.62122536,0.60276103,0.7946681,0.6025637,0.49251842,0.96783155,1.0207086,1.2623851,1.0416569,1.1277548,1.3352745,1.389658,1.3754256,0.55312514,0.94496435,1.1081067,1.3405607,1.3401649,0.6386194,0.9795571,0.7905086,1.4442658,1.0330424,0.38070428,1.3044187,1.1898391,0.74220276,0.9767475
horse,0.298581,1.2794051,1.03426,0.9546344,0.8170099,1.1002347,1.0629265,0.9364534,1.111156,1.0512924,1.1127353,0.32789397,0.98242766,0.831859,1.0640186,1.1877873,1.2148635,1.0192994,1.1367038,0.9727994,0.98211837,0.6695974,0.8786092,1.1230116,0.88422734,1.0376457,0.75075114,1.0301794,1.2888284,1.2540958,1.0651133,1.1859549,0.5345694,1.0416313,1.120423,1.0014617,1.0689156,1.0254902,0.705096,1.1159978,1.1966381,0.51981395,1.1031698,1.1729885,1.0781915,1.1946833,0.9195493,1.072886,1.080074,0.9538902,0.0,1.0879117,1.1778228,1.2303565,1.0823413,0.6281693,1.1889808,1.1598066,1.2830129,1.1032585,1.0012048,1.108288,0.9203347,1.1273112,1.0686116,1.197714,1.1279371,1.1636616,1.0412751,1.1741645,1.0206481,1.0771067,1.1350992,0.9926658,1.1032012,1.0540233,1.2452627,1.2322812,1.0635401,1.0217005,1.0631409,1.1160893,1.174202,1.2118788,1.1698514,1.1792147,0.91619277,0.9751367,1.1784742,1.2664233,0.72442234
hose,1.0438455,0.9462408,0.9046248,1.1814864,1.288215,1.2020941,0.59362787,0.98810506,1.0537131,0.8738369,0.8414117,1.1374254,0.92625105,1.2218834,1.1433307,1.2527093,1.2271965,1.0066627,0.9228781,1.0411675,0.9453534,1.0890605,1.054842,0.698714,1.2764833,0.9473127,1.1404961,0.7861269,0.8609009,1.2078577,0.8634124,1.3110342,1.1363121,1.0252211,0.67416847,1.0109049,1.1572737,1.0608063,1.2203312,1.1979576,1.0818379,1.1830924,0.8904629,1.1424102,0.9433249,1.0338006,1.0374557,0.8197247,0.8710361,1.3794119,1.0879117,0.0,0.6571111,1.0545673,0.8877053,1.1466392,1.2979782,0.7084298,1.1078746,1.2887591,0.8323375,0.80182576,0.9068799,1.1422393,1.1401743,1.0674605,1.0935771,1.3118033,1.1441841,1.0338978,0.82736766,1.075183,0.7976033,0.78037554,0.60718715,0.4009601,1.2726903,0.93459016,1.1246349,0.7664782,0.88513654,1.2181859,1.1047677,1.1524979,0.7183283,0.8243022,1.3836441,0.9982788,0.4960041,1.2088014,1.1216943
ladder,1.0786505,0.9302149,1.0299261,1.2518919,1.3165373,0.9442939,0.92831326,1.094904,0.9983535,0.8061763,1.1903583,1.1543185,1.0781244,1.0934895,0.9184006,1.1269206,1.1169332,0.78682846,0.98858875,0.92169523,0.8017703,1.0438169,1.0622405,0.54983056,1.113016,0.98735523,1.1847094,0.829934,0.9333966,1.0373945,0.7024076,1.1824642,1.1658301,0.96348846,0.66960377,0.84921455,1.097019,1.0228882,1.2567514,1.1174455,1.0298495,1.1932658,1.0307418,1.0777469,1.0111706,1.1052067,1.1069632,1.0424631,1.0328134,1.2473557,1.1778228,0.6571111,0.0,0.9895722,1.0763974,1.0556474,1.1786879,0.8587303,0.98141164,1.1258675,1.097095,0.91818815,1.0299625,0.97479016,0.98374265,0.9498233,0.95397425,1.1154842,0.9216999,0.729958,0.8736184,0.98283076,0.8420696,1.0497942,0.835516,0.7672046,1.1096224,0.8890725,1.1031326,1.0270399,0.82013035,1.1116585,1.020393,1.13571,0.79263407,0.92430425,1.1437322,1.0267965,0.7238778,1.067899,1.111159
lamp,1.2663659,0.59778285,1.1619307,0.93490267,0.80246097,0.93901646,1.2257545,1.4386792,0.5340041,1.2125791,1.2407008,1.0245049,1.2412887,0.87510616,0.8583774,0.4540558,0.8974241,1.2286092,0.93317014,0.7924518,0.8713954,1.0405475,0.98215663,0.7711814,0.88498497,1.3175144,0.9514815,1.0034041,1.1050172,0.4127009,1.2675438,0.52712154,1.0165699,0.896317,1.2346542,1.2850657,0.7807436,1.0809336,0.61798966,0.38407552,0.9690834,1.0199802,1.3323514,0.8748122,0.6750109,1.1997535,1.2515903,1.3634742,1.3597361,0.71573526,1.2303565,1.0545673,0.9895722,0.0,1.3320415,1.1626333,0.7827476,1.2148857,0.7485266,0.40019774,1.3339691,1.2627215,1.1979923,0.7689793,0.8306817,0.6360529,0.44303697,0.72388196,1.032366,0.7431319,1.0279628,1.239611,0.9829847,1.3924243,1.1499145,1.2026398,0.5783654,0.52911514,0.97800153,1.3733268,1.2723097,0.6393368,0.8267387,0.8866946,1.3152058,0.919363,0.7748486,1.4366372,0.92568016,0.4265139,1.1661814
mitten,0.9733313,1.0797429,0.73840714,1.095881,1.1936717,1.2682257,0.9590797,0.86320066,1.31139,0.9395809,0.7563226,1.1168311,0.9147125,1.2819767,1.196276,1.3021088,1.1506367,1.0802977,0.7697996,1.029142,1.1658281,1.1879674,0.9684798,1.2348179,1.1886235,0.92453015,1.1578069,1.1382567,0.591825,1.3133003,1.0743355,1.2849185,0.9973237,1.0253772,0.88740534,1.0212005,1.0987086,0.8097508,1.3182938,1.2923772,0.961338,1.22037,0.6435067,1.0277593,1.213124,0.65490633,0.7560372,0.7054023,0.47299588,1.2563858,1.0823413,0.8877053,1.0763974,1.3320415,0.0,1.0585499,1.0059837,0.8374615,1.1245807,1.2543157,0.7328797,0.6496786,0.8765446,1.3370329,1.3325608,1.2971518,1.2674315,1.3636956,1.2082089,1.2874658,0.8843636,0.6576215,0.8525747,0.73349243,0.88804007,0.6495343,1.2633466,1.3600607,0.8948496,0.7183279,0.9003919,1.3471342,0.8526584,1.0784267,0.5812522,1.0601693,1.2721145,0.9165028,1.068709,1.2104896,1.1146861
motorcycle,0.6808743,1.2451344,1.0745773,0.9326937,0.893463,1.0405711,1.1069636,0.92223454,1.0807816,1.006193,1.1718949,0.68694127,1.0185411,0.7462175,1.0593041,1.1999863,1.2297347,0.8528632,1.0504175,1.0302743,0.97323817,0.35357696,0.91269696,1.1087177,0.9238378,0.9830429,0.8454099,1.0399803,1.2144833,1.2356308,0.9214084,1.1590906,0.868958,0.8695979,1.0949457,0.8149362,1.0240756,1.0803993,0.9915677,1.0858026,1.2175725,0.61505854,1.0341247,1.1965766,1.1679494,1.1465093,1.0064292,1.0905225,1.0301344,0.94767934,0.6281693,1.1466392,1.0556474,1.1626333,1.0585499,0.0,1.2321348,1.1909992,1.3081005,1.0948424,0.98596954,1.0702964,1.0148733,1.1625403,1.0799478,1.2381017,1.0593206,1.1288258,0.98361546,1.0951529,1.0560474,0.9997318,1.1008885,1.0045481,1.0902126,1.1249925,1.2811027,1.2604549,1.0635021,1.058391,0.9752175,1.1075535,1.1952482,1.2773235,1.180181,1.2632301,0.79165214,0.8704134,1.088051,1.2682525,0.64202607
nail,1.2799473,0.9215844,0.91687536,0.8466444,0.79496723,1.0464454,1.1719301,1.2665539,0.863618,1.4416246,0.853556,1.1847937,1.1357033,1.167379,1.0374304,0.603666,0.509545,1.3599199,0.82109797,0.9632433,1.264988,1.323379,1.1438714,1.2892828,0.9598154,1.3659024,0.9922941,1.381073,0.71138805,0.57896465,1.471542,0.68366057,1.2193335,1.2325547,1.3176862,1.3274119,0.8176011,0.5966954,0.8635369,0.8543272,0.3747611,1.1727464,1.1773937,0.45954823,0.71812505,0.45559555,1.0606018,1.2335714,0.974193,0.8340117,1.1889808,1.2979782,1.1786879,0.7827476,1.0059837,1.2321348,0.0,0.98709065,0.387334,0.5734113,1.1670951,1.188722,1.3103973,0.83878744,0.9147074,0.7181594,0.9739529,0.67315984,1.1557281,0.9868403,1.2899746,0.9454136,1.1269081,1.1368884,1.2190208,1.3653684,0.45137346,0.7403346,0.4327222,1.0346146,1.4741168,0.7569488,0.4679134,0.3570689,0.9422352,0.816774,1.0221908,1.3013787,1.1043426,0.50443596,1.2397215
napkin,1.1516312,0.983389,0.9791821,1.0754077,1.2184198,1.1233376,0.7336028,0.8990721,1.1535702,0.88257146,0.90732366,1.2527272,0.72203976,1.1692235,0.94998574,1.123099,0.8830382,0.9893178,0.8849009,1.0661386,1.133559,1.2149191,0.99338377,1.019272,1.135413,1.0097845,1.0612037,1.0539666,0.7126236,1.2162081,0.9268543,1.2155315,1.1538535,1.1195204,0.910925,0.96272624,1.1755977,0.88887,1.2607661,1.3513142,0.9213333,1.3069983,0.84849644,0.99945796,0.9913523,0.8016608,1.0734835,0.92784566,0.8521849,1.2391862,1.1598066,0.7084298,0.8587303,1.2148857,0.8374615,1.1909992,0.98709065,0.0,0.9305919,1.2276158,0.9563541,0.85771215,0.86391413,0.98124915,0.9837108,0.7669523,1.2670875,1.0832984,1.1202583,0.98457533,1.0261556,0.9893807,0.9535948,0.94148576,0.6242286,0.69358575,0.90840095,1.0309699,0.9894438,0.8767518,0.88735473,1.0897487,1.0790081,0.93466043,0.5360701,0.26921493,1.3380703,0.98533934,0.92007035,1.0597204,1.2121258
necklace,1.2970757,0.9772779,0.8773081,0.99197423,1.0095682,0.9621074,1.1067681,1.2739574,0.58197665,1.3626997,1.0724938,1.3016751,1.1796019,1.2206233,0.92096853,0.6350367,0.52335227,1.2890496,0.844363,0.9195916,1.1935179,1.3714544,1.2356722,1.0298746,1.0770677,1.2902222,1.0854174,1.1969748,0.6813642,0.44324368,1.3280728,0.71278304,1.3244152,1.1850573,1.2261457,1.3202729,1.0364034,0.59630966,0.85819626,0.87452954,0.39985216,1.2503521,1.2120348,0.44031143,0.51975584,0.6880437,1.0933398,1.2443256,0.997749,0.97518015,1.2830129,1.1078746,0.98141164,0.7485266,1.1245807,1.3081005,0.387334,0.9305919,0.0,0.7053602,1.2653781,1.1181142,1.306248,0.6946248,0.7656176,0.577491,0.91242,0.5558235,1.0891956,0.83383536,1.2234483,1.0005581,1.0784385,1.1810801,1.108063,1.2810652,0.49693096,0.4347881,0.7835072,1.0644113,1.3855691,0.8251042,0.50291324,0.39858007,0.8432859,0.7090384,1.1515942,1.3391223,0.9334631,0.36063588,1.28746
nose,1.201826,0.8333311,1.1534908,0.6477625,0.5546084,0.97354215,1.4103858,1.3875965,0.50609684,1.3346711,1.1824784,1.0020831,1.2359562,0.92145115,0.89619726,0.37653744,0.71053493,1.2548835,1.059258,0.87748396,1.0990176,1.1064099,1.0673189,1.1369983,0.7371948,1.3316276,0.7920157,1.299574,1.1287153,0.38949478,1.420589,0.4415295,1.05735,1.035046,1.3306403,1.28441,0.7278802,0.9360741,0.5290303,0.49611288,0.7658317,0.9034617,1.3274635,0.7883298,0.70720184,1.0378616,1.2031075,1.3623235,1.2897649,0.61716664,1.1032585,1.2887591,1.1258675,0.40019774,1.2543157,1.0948424,0.5734113,1.2276158,0.7053602,0.0,1.3141899,1.2697198,1.2530655,0.7453588,0.7795373,0.69232774,0.6385862,0.59541684,1.0931983,0.8836335,1.1827583,1.1646454,1.1418935,1.3911345,1.3872762,1.307905,0.51568747,0.6288743,0.8178756,1.3554256,1.3824558,0.5622465,0.8325834,0.7197311,1.3528941,1.0185072,0.83988667,1.3676682,1.1842296,0.40658653,1.0142833
pajamas,0.95545435,1.1769843,0.6005058,1.1336054,1.2326239,1.2397406,0.87309813,0.56134206,1.2336435,1.0091432,0.5642864,1.0908952,0.75542533,1.1657554,1.1900012,1.3856025,1.3054843,0.8892265,1.0472182,1.3100672,1.1668482,1.0200604,1.0101159,1.2866151,1.1820178,0.71686715,1.0935004,1.0844169,1.003937,1.3361225,0.93757063,1.2834775,1.0047325,1.0002562,0.92965263,0.8435294,1.1302382,1.0417666,1.3603694,1.2498437,1.1350391,1.0469499,0.459386,1.2299962,1.2372959,0.7849977,0.8805097,0.63126165,0.5885567,1.3179425,1.0012048,0.8323375,1.097095,1.3339691,0.7328797,0.98596954,1.1670951,0.9563541,1.2653781,1.3141899,0.0,0.8816608,0.66465676,1.2361465,1.272018,1.371631,1.30306,1.3909203,1.1291115,1.248656,1.0597038,1.0072129,0.899305,0.37624383,0.9618057,0.8424323,1.3996239,1.3459212,1.0011681,0.67709434,0.9107031,1.349235,1.1310804,1.2243744,0.85445666,1.168737,1.2899213,0.5648371,1.03513,1.3253105,0.8567695
pants,0.93544936,1.0318984,0.9773466,1.1634878,1.2790267,1.1290342,0.86257464,0.6996039,1.2238234,0.8450815,0.88188696,1.1254452,0.73720276,1.2873323,1.2403833,1.3761351,1.2836852,0.90379083,1.0725187,1.1988558,0.9896463,1.0996115,0.9611945,0.96554375,1.1670902,0.775972,1.2327949,0.86219525,0.8421108,1.2686999,0.8570843,1.3080146,0.98153996,1.012936,0.6307521,0.8802084,1.1034911,1.0471363,1.4037719,1.2811196,1.0996013,1.2419876,0.8517099,1.1317034,1.1750989,1.0411499,0.8117549,0.69710445,0.77444494,1.2938217,1.108288,0.80182576,0.91818815,1.2627215,0.6496786,1.0702964,1.188722,0.85771215,1.1181142,1.2697198,0.8816608,0.0,0.867429,1.3659205,1.357099,1.2959329,1.1939243,1.3360193,1.0499675,1.1479332,0.7604009,0.94319487,0.9621787,0.70014143,0.8104845,0.555127,1.3862941,1.1500688,1.0623542,0.57397926,0.7819531,1.3922695,1.0848211,1.2414399,0.7289069,1.1105249,1.2726452,0.8339849,1.0847687,1.2175314,0.9617541
paper,0.8366454,1.1067777,0.8745487,1.103384,1.1550204,1.1859086,0.67356116,0.49725372,1.1858618,0.79521656,0.9420712,1.0654185,0.8886587,1.1175939,0.66370165,1.3810412,1.3649775,0.6983137,1.180459,1.1614368,0.7922006,0.97969747,1.0423267,0.9160507,1.2000201,0.80328834,1.0007572,0.75595766,1.1176287,1.3603628,0.85824823,1.2777739,1.0868425,1.1660744,0.74362075,0.8956644,1.0891209,1.0939293,1.2932874,1.3001616,1.2227951,0.99107295,0.7799698,1.2955773,1.2196612,1.1398417,0.90200424,0.7393696,0.7532452,1.2644297,0.9203347,0.9068799,1.0299625,1.1979923,0.8765446,1.0148733,1.3103973,0.86391413,1.306248,1.2530655,0.66465676,0.867429,0.0,1.0987462,1.1273615,1.2539876,1.370933,1.3489695,1.0819273,1.1075716,0.7999275,1.1657755,0.8300441,0.73720217,0.7662941,0.76684546,1.3707815,1.2431753,1.1784167,0.76442087,0.7270303,1.2534469,1.2828062,1.3650824,0.83673143,1.1174021,1.2302804,0.5895824,1.1706463,1.2902722,0.787905
pen,1.1823581,0.982047,1.0856322,0.7009874,0.6535968,0.8230709,1.2248629,1.310775,0.7044173,1.2110932,1.2274364,1.069194,1.3410124,0.79890364,0.608562,0.5611445,0.6903006,1.1710796,1.1147922,0.8662561,1.1896465,1.0411628,1.1235051,1.1119803,0.92043275,1.2679225,0.9139488,1.2144054,1.1203797,0.6098561,1.203688,0.6129019,1.1504805,1.0918381,1.2926044,1.2254821,0.9454085,0.80597144,0.61120915,0.6741913,0.8648487,0.88466436,1.3153293,0.8536817,0.6544808,1.0633864,1.2098148,1.3450434,1.2659371,0.62122536,1.1273112,1.1422393,0.97479016,0.7689793,1.3370329,1.1625403,0.83878744,0.98124915,0.6946248,0.7453588,1.2361465,1.3659205,1.0987462,0.0,0.10501218,0.5045109,0.7990411,0.4616778,0.9512331,0.86437714,1.3257132,1.1018547,0.9089036,1.3006021,1.1438034,1.2637638,0.61736906,0.6005616,1.0358919,1.3472948,1.2685335,0.60285795,0.91398,0.75164723,1.1062723,0.7884196,0.75835663,1.2972356,0.96463114,0.7212708,1.0664004
pencil,1.1312187,1.0350524,1.0599318,0.6668331,0.6487309,0.82513094,1.1828793,1.2915727,0.72600126,1.1957536,1.2634099,1.021801,1.2957059,0.7313967,0.60751605,0.6093094,0.7177805,1.1140537,1.1344595,0.929696,1.157828,0.96747696,1.1285982,1.0899183,0.88282984,1.2234291,0.8773518,1.1606243,1.2038848,0.69083345,1.1594331,0.66393566,1.1309781,1.0750718,1.2672467,1.1536319,0.98050004,0.80350196,0.6004137,0.73915476,0.949958,0.8109765,1.3376788,0.9318027,0.6940924,1.1133556,1.2055812,1.3569947,1.2864785,0.60276103,1.0686116,1.1401743,0.98374265,0.8306817,1.3325608,1.0799478,0.9147074,0.9837108,0.7656176,0.7795373,1.272018,1.357099,1.1273615,0.10501218,0.0,0.575107,0.85424685,0.46302426,0.9435161,0.83313465,1.2754421,1.1677009,0.97122914,1.3288594,1.1185378,1.2394311,0.63958085,0.67832947,1.0655739,1.34413,1.2319412,0.5892505,0.9422635,0.79873836,1.1785685,0.794062,0.7317129,1.2591548,1.012059,0.76511484,0.9943127
pillow,1.2738633,0.5947528,1.029982,0.89310825,0.8532519,0.89399797,1.1423714,1.3133163,0.7059742,1.1704304,1.1380231,1.1527804,1.2332866,0.9407923,0.63318574,0.555712,0.5397859,1.2284259,0.87188697,0.88366735,1.1425987,1.0986171,1.0578197,0.95801723,0.9679207,1.3201821,0.96042514,1.1516452,0.9113023,0.58076984,1.2395933,0.6665144,1.1133983,1.0061461,1.3008885,1.3618977,0.92358357,0.8239159,0.7375309,0.7471235,0.62263465,1.1049557,1.3076277,0.8202095,0.5688018,0.97701484,1.3132606,1.3936851,1.2913759,0.7946681,1.197714,1.0674605,0.9498233,0.6360529,1.2971518,1.2381017,0.7181594,0.7669523,0.577491,0.69232774,1.371631,1.2959329,1.2539876,0.5045109,0.575107,0.0,0.7129575,0.46960962,1.0403298,0.79002845,1.274584,0.99952084,1.0249696,1.3940113,1.0994002,1.2849792,0.43680632,0.5030271,0.980477,1.2979239,1.2670848,0.5929143,0.74502206,0.6349871,1.0460441,0.46786976,0.86700326,1.4428389,0.8770895,0.59273237,1.1988934
plant,1.1482818,0.7098601,1.1967838,0.92243403,0.83425045,0.79085445,1.365522,1.3978875,0.72165227,1.1436874,1.1811414,0.952564,1.2546675,0.8399942,0.90706426,0.50683004,0.86772704,1.3287225,1.0062287,0.9527345,1.0447947,0.9016789,0.9061194,0.95759326,0.8291477,1.1856468,0.98394465,1.1337403,1.1078517,0.46224606,1.1486456,0.5867638,0.8299719,0.7076956,1.2441607,1.2939934,0.8527519,1.1985748,0.6468744,0.20861465,0.98333037,0.9523691,1.296006,0.86501944,0.9524082,1.2531182,1.1250455,1.3147604,1.346345,0.6025637,1.1279371,1.0935771,0.95397425,0.44303697,1.2674315,1.0593206,0.9739529,1.2670875,0.91242,0.6385862,1.30306,1.1939243,1.370933,0.7990411,0.85424685,0.7129575,0.0,0.6764863,0.8827953,0.92784894,1.1335275,0.9991365,0.99967426,1.3135562,1.2802012,1.2042428,0.6589785,0.768786,1.1194994,1.3228725,1.1856605,0.6941401,0.87293345,0.92073035,1.3140547,0.99219364,0.6400851,1.4031348,0.89104104,0.6578553,1.0767397
plate,1.25937,0.88023466,1.2265246,0.62566507,0.6552104,0.7801505,1.3377362,1.3615223,0.5584788,1.1671747,1.2178605,1.0996853,1.3018383,0.7893635,0.6253662,0.39080757,0.2511238,1.2261466,1.0943044,0.9782672,1.2383475,1.0258552,1.0709584,1.1380075,0.90927124,1.2501426,0.8820604,1.2599416,1.0943934,0.3767326,1.2224157,0.35530245,1.0845782,1.1282779,1.3765049,1.2566905,0.9775362,0.9423005,0.5620757,0.5436873,0.68009484,0.98149467,1.3542874,0.69816196,0.754678,1.082416,1.1514909,1.3615353,1.4108478,0.49251842,1.1636616,1.3118033,1.1154842,0.72388196,1.3636956,1.1288258,0.67315984,1.0832984,0.5558235,0.59541684,1.3909203,1.3360193,1.3489695,0.4616778,0.46302426,0.46960962,0.6764863,0.0,0.9908279,0.8859527,1.2989588,1.0415499,1.2079477,1.3577423,1.3534424,1.3936226,0.27857232,0.5967387,1.0570773,1.3876541,1.2230821,0.533177,0.9271079,0.44121695,1.2678676,0.8226211,0.68505406,1.3506024,1.1190085,0.44758725,1.0743856
purse,0.9855412,1.0338439,1.1889637,1.0548555,1.0908648,0.04159403,1.0958139,1.0809447,1.1105176,0.8507298,1.1316227,0.9887092,1.0442406,0.8369286,0.85590607,1.0325612,1.0685512,0.76329005,1.1257954,0.99264127,0.85175323,0.87846744,0.98907745,0.8943304,0.9452279,0.92478096,1.0861228,0.98488384,1.18472,1.0455192,0.66083455,1.0302417,0.9633815,0.82890344,1.0109254,0.7933469,1.0086857,1.1938918,1.0345019,0.9389486,1.2762811,0.96845174,1.0785254,1.1029072,1.1669455,1.1738117,1.1536958,1.140076,1.1439421,0.96783155,1.0412751,1.1441841,0.9216999,1.032366,1.2082089,0.98361546,1.1557281,1.1202583,1.0891956,1.0931983,1.1291115,1.0499675,1.0819273,0.9512331,0.9435161,1.0403298,0.8827953,0.9908279,0.0,0.89398843,0.96241784,1.0014353,0.8332647,1.1550307,1.0990744,1.1212052,1.0474379,1.1225935,1.065327,1.1769767,0.8267511,0.9720672,1.101144,1.131797,1.1205726,1.1000278,0.72380203,0.89307576,0.9216602,1.1513213,1.0323739
radio,1.1667701,0.9511246,1.1363842,1.1398704,1.0544233,0.8531761,0.98362243,1.2626569,0.7255616,0.9635766,1.2170875,1.1325152,1.0307426,1.0114646,0.8217655,0.8500325,0.8977319,0.8976779,1.043092,0.8538126,0.7677962,1.0883828,1.0658106,0.6819689,0.88015056,1.1028721,1.131497,0.8097282,1.0871915,0.8769762,0.9020936,0.91455305,1.1655693,1.1001943,0.80341756,0.934908,1.0424696,1.0887953,1.0154085,0.9611418,1.0482056,1.0082119,1.2310938,0.97447234,0.81735563,1.0598907,1.2306972,1.2051101,1.217421,1.0207086,1.1741645,1.0338978,0.729958,0.7431319,1.2874658,1.0951529,0.9868403,0.98457533,0.83383536,0.8836335,1.248656,1.1479332,1.1075716,0.86437714,0.83313465,0.79002845,0.92784894,0.8859527,0.89398843,0.0,0.919671,1.1381326,1.0315956,1.2891573,0.82782006,1.1410747,0.7929549,0.71225077,0.975338,1.2702012,0.9894819,0.6821036,1.0613741,0.94868284,1.1009765,0.8536665,0.9225624,1.0087924,0.8773714,0.7796689,1.0290108
