,alligator,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pumpkin,1.3867841,0.54991823,0.7864945,0.6289323,0.55331165,0.81250656,1.1482531,1.4090793,0.86841416,0.9931351,1.1724169,1.4387939,1.2447855,1.0541975,0.7543929,0.99435866,1.2132285,0.66874003,1.2175602,0.7333256,0.77835524,0.7697668,0.7675575,1.2470868,0.9174932,0.73610765,1.2397217,1.3381789,1.2498738,1.2925527,0.57624274,1.4181594,0.7494526,1.0761142,1.2553649,1.1947107,1.2585516,1.247778,0.94433254,0.615311,0.65061736,1.0969605,0.5041294,1.2241349,0.86270225,1.0477067,1.1082544,1.224019,1.1145585,0.572335,0.7720809,0.8050947,1.0015182,1.2542922,0.98956305,0.54771054,0.99393225,1.2360307,1.2519236,1.1744928,1.0857614,0.9429389,0.84290624,1.1101902,1.0856519,1.0492274,1.0488484,1.2226089,0.9463804,1.1148092,0.55262834,0.955775,0.56457555,0.82097983,0.16310465,1.1679583,1.2068801,1.194575,1.0768778,1.3194691,0.60785073,0.90875244,0.69922936,0.7143501,1.0626997,1.0296962,0.0,0.8745352,0.8685579,1.2909212,1.1589721,1.1112939,1.1224881,1.2439728,1.1871871,0.50742996,1.0247818,0.7292954,1.2606907,0.8485377,1.2840307,0.4370948,0.88222045,1.1082101,0.95665854,0.7455935,1.1433915,1.23272,1.4110343,0.645815,0.37085235,0.7379134,1.2025958,0.8770349,1.181057,1.3356087,1.2467394,1.1638324,0.6926303,1.250366
purse,1.30755,0.8554004,0.8797353,0.97155213,0.7728005,0.5489361,1.0917373,1.2617985,0.85595,0.9912354,1.2476125,1.0795212,0.908557,0.67649823,0.66835964,0.8697157,0.81588745,0.93923444,0.9024987,0.46940958,1.0336018,0.6760172,0.8234782,1.2900399,0.68389505,0.8080337,1.3122423,1.1885095,1.0294095,1.2315707,0.7415509,1.1816381,0.62943053,0.93614155,1.2363799,1.0179157,1.0811919,0.980376,0.873527,0.9328188,0.85373545,1.3423259,1.1392647,1.2435627,0.82900834,0.78707576,0.89391834,1.1052246,0.8965392,0.99384445,0.83847165,0.9381048,1.3959818,1.1862438,1.1899192,0.81697154,0.909276,0.96727216,1.3403535,0.9207597,1.1401188,0.8644394,0.7575029,1.2239445,0.9147888,1.1549816,1.0111184,1.2101724,1.1390369,1.2035387,0.919438,0.7047209,0.92705643,0.80518264,0.89934194,1.0001999,1.2101502,1.1518482,1.1278732,1.1949497,0.7282747,0.9000673,0.9330371,0.58171827,0.8535626,0.933896,0.8745352,0.0,0.7239907,1.0825139,1.1573544,1.2559531,1.2876198,1.0367382,1.3078163,0.5404806,0.94036543,0.6398587,1.1962183,0.782549,0.99828684,0.6131023,0.80877405,0.9549321,0.8667687,1.0674015,1.0345086,1.2575862,1.2740302,0.80451477,1.0110602,1.1182657,1.1553062,0.6659558,0.81559384,1.2040901,1.0895462,0.82740027,0.8943932,1.2064308
radio,1.4173329,0.7888298,0.9905351,0.9902419,0.78013694,0.6164057,1.1160034,1.2864356,0.5996156,0.9504254,1.4450793,1.2849483,1.1619877,0.5778975,0.44922912,0.7902641,0.85649145,0.9240121,0.92897314,0.5481932,1.0664775,0.52243507,0.5059626,1.3401535,0.9885254,0.6999084,1.245249,1.2260734,1.0792606,1.2549713,0.5512567,1.2271138,0.50726926,0.81933105,1.2905971,1.1959257,0.9380406,1.0129685,1.1817776,0.7278322,0.86702013,1.2234781,1.0254371,1.1485496,0.7334501,0.7607886,0.8380609,1.2670021,0.97679555,0.8796577,1.1274999,0.9237845,1.2744855,1.2728364,1.2942581,0.6462803,0.9369205,1.1848037,1.3588555,1.0346437,1.3056822,0.63547426,0.5424863,1.214708,1.0139092,1.3326133,1.0524933,1.1513103,1.1285657,1.286751,0.7324071,0.8259536,0.8796171,0.76325685,0.95300084,0.76440257,1.304882,1.3602575,1.2861919,1.2529317,0.66117275,0.7601274,0.8104404,0.6369624,0.7851622,0.8477815,0.8685579,0.7239907,0.0,0.8349092,1.2094476,1.287344,1.257973,1.1325803,1.3573296,0.7239834,1.1088302,0.8341866,1.0835751,0.454094,1.2527874,0.6798599,1.1514382,0.92614204,0.7593988,1.0966101,1.1356252,1.3602145,1.247746,0.6068897,1.0342609,1.1017073,1.243954,0.7091186,1.1182796,1.2458179,0.99608624,0.73757994,0.6056099,0.92282426
refrigerator,1.1270156,1.2323467,1.1949114,1.1075333,1.2685119,0.95720255,0.9264884,0.9756918,1.0344307,0.79434544,1.1637,1.101415,1.0180252,0.857556,1.0248716,0.9741441,0.6869007,1.2901802,0.60210955,0.9083698,1.1781604,0.7338503,1.0721635,1.135544,0.9636787,1.0937182,0.64662415,0.8444794,1.0394795,0.8409135,1.2333856,0.971164,0.9919324,0.6854255,1.1439404,1.0653516,0.3557861,0.8671464,1.103912,1.169479,1.2065998,0.94258124,1.2401952,0.8356017,1.0242641,0.89320064,0.9132501,1.2156372,0.92214364,1.1861546,1.1060678,1.2696891,0.99241835,1.1222959,1.0598673,1.167419,1.0393451,1.012596,0.8849494,0.77156484,0.9782882,0.9456839,0.80331016,1.0982075,0.88645375,1.1174564,0.79560643,0.89853394,1.1205189,1.1634675,1.2542188,0.9121583,1.2167307,1.0922832,1.2908957,0.3490088,1.1951214,1.1407114,0.9664471,1.0552177,1.2230504,1.0487064,1.2186129,1.1105423,0.74735403,0.9493139,1.2909212,1.0825139,0.8349092,0.0,0.94522184,1.1141467,0.9629691,0.9902005,0.88222057,1.1620531,1.0281487,1.0817839,0.7630205,0.9537165,1.0203681,1.2414291,0.9591513,0.9760945,0.97340894,1.1918238,0.9401812,0.8578395,0.9351219,1.1531563,1.2033563,1.286026,1.0108918,1.1537808,1.1155086,0.99478215,0.8148748,0.46706033,1.2010508,0.5428256
rooster,0.6396247,1.060545,1.0217996,1.0476815,1.3411582,1.2244372,0.92099965,0.72013795,1.3445741,0.8749044,0.8955475,0.8349942,0.95476544,1.0900651,1.3331566,1.1440576,0.8862479,1.1369991,1.0534574,1.2713611,1.095332,1.3360738,1.1736135,0.75916576,0.9354227,1.2686698,0.9277564,0.7374167,1.0447046,0.7167898,1.4313345,0.674756,1.2572775,0.9834062,0.78159165,0.6700119,0.96326005,0.90283734,1.0247531,1.2751291,1.1877227,0.91962415,1.2293454,0.89742714,1.2445601,1.0444058,1.1756353,0.80498457,0.88165015,1.3754362,1.0515455,1.1509043,0.88629055,0.7385155,0.91198945,1.3585737,0.96913546,0.93527347,0.8350392,0.82753515,0.8289167,1.3515526,1.2646732,0.8005769,1.0425792,0.7983874,1.0587025,0.7040875,1.0225887,0.7352384,1.2964745,1.0864155,1.322577,1.2159072,1.1183292,1.024414,0.8615805,0.8621608,0.87642884,0.83215374,1.3775814,1.1794708,1.3269534,1.231647,1.0344708,1.0882039,1.1589721,1.1573544,1.2094476,0.94522184,0.0,0.8556902,0.7496137,0.9021463,0.84208906,1.3230231,0.96792537,1.1288399,0.8476263,1.3473445,0.80740774,1.4255023,0.98460233,1.0629587,1.273607,0.86461055,0.77444726,0.81955963,0.759555,1.304481,1.1883857,1.0725477,0.9104915,1.2073004,0.9584528,0.66780186,0.9068587,0.94637424,1.3475124,0.9366149
sandwich,0.66983575,1.259666,0.9199899,1.045918,1.1087501,1.2532942,0.72141963,0.6551821,1.2217255,0.8076212,0.7276594,0.7351805,1.0196828,1.189071,1.3679763,1.2391357,1.0985358,1.1017184,1.1285818,1.3342187,0.9720361,1.3193674,1.1169449,0.5802808,1.0098922,1.3060634,0.74010813,0.8310316,1.1517419,0.8074193,1.2651074,0.68084335,1.3224064,1.1219485,0.7147889,1.0382318,0.99478346,1.0289329,0.8837357,1.220805,1.0370369,0.9897475,0.99835396,0.75156534,1.0828227,1.2475663,1.0911213,0.8735611,1.0613737,1.1781181,0.96377045,1.1216308,0.83339465,0.80592775,0.9691182,1.2441245,0.9485301,0.9552536,0.8147589,1.1004647,0.69248533,1.0983952,1.3148171,0.74512196,1.0295784,0.8616222,1.0639021,0.8430222,1.1414268,0.8281342,1.2499685,1.1303221,1.2056192,1.1364418,1.1339247,1.0784298,0.7006086,0.7234111,0.7426816,0.8304232,1.243914,1.1994915,1.0368615,1.0744219,1.1703604,1.2089928,1.1112939,1.2559531,1.287344,1.1141467,0.8556902,0.0,0.69152355,0.97337747,0.77692693,1.1899472,1.0457114,1.1409461,0.8215315,1.1823041,0.9596584,1.2395686,1.0203171,1.1951189,1.1249329,0.88411146,0.9231998,0.825622,0.822419,1.2890806,1.0779902,1.087788,0.9274462,1.2450154,1.1576186,0.91863006,1.0327187,1.1880592,1.2182021,0.9415797
scarf,0.71958107,1.2392958,1.1316779,1.2466663,1.2641821,1.3206619,0.8566445,0.8011845,1.2561501,0.76440626,0.61558616,0.92956,1.0159105,1.3232685,1.3484685,1.3827248,1.0877591,1.234069,1.0197126,1.3266699,0.9521528,1.2964971,1.1859827,0.6334166,0.9810691,1.3215415,0.7321912,0.83705026,1.1352901,0.8049437,1.3271935,0.8257191,1.4298472,1.1800532,0.7539329,0.87621844,0.76456064,0.9488376,0.9292433,1.2847862,1.0902896,0.8215989,1.0059264,0.8488779,1.1481652,1.231634,1.2393115,0.8403063,1.157646,1.1075054,0.8539096,1.0853772,0.760732,0.9125899,0.82448274,1.2203916,1.0731224,0.8639469,0.6698666,1.1534864,0.50001925,1.2862971,1.2813535,0.81505936,0.9820691,0.677032,1.0447441,0.582304,0.9780169,0.75835186,1.2819333,1.2561306,1.0330927,1.3147694,1.1382141,1.0157198,0.72715396,0.5860502,0.57683563,0.8821926,1.2823768,1.2510406,1.2114314,1.312285,1.0789728,1.3707402,1.1224881,1.2876198,1.257973,0.9629691,0.7496137,0.69152355,0.0,0.95955306,0.47593158,1.2725604,0.804367,1.2344127,0.9711588,1.3179162,1.0000671,1.3118057,0.86265326,1.2740982,1.2971479,0.9062856,0.61523825,0.5829047,0.93751127,1.4482217,0.97519916,1.0495741,0.8022705,1.35095,1.1548159,0.9470789,0.96776855,0.9200402,1.2211185,0.92500454
scissors,0.7019388,1.1489432,1.1066697,1.2149825,1.2304196,1.2011155,0.8658807,0.7337174,1.1962519,1.0062163,0.8752381,0.715837,0.66232765,0.9201731,1.2385954,1.0920136,0.9204197,1.0801452,0.96084607,1.2622182,1.133472,1.2625622,1.2795386,0.9058551,0.98994815,1.1374547,0.7976407,0.7313956,0.9636402,0.8102765,1.1629812,0.72726166,1.311335,0.97694975,0.90699565,0.89678395,1.0323989,0.87349063,0.99689806,1.198507,1.3312197,0.9353952,1.1403561,0.93201935,1.2571772,1.1397052,1.0626477,0.7902596,1.1702869,1.2037838,1.1189115,0.9603949,1.0544242,0.73060226,0.8302214,1.3322722,1.0994097,0.8493311,0.8376785,1.0328395,0.8629304,1.2113417,1.2180364,0.76896,0.81995934,0.92942,0.98048055,0.8767035,1.0195286,0.89494646,1.1857251,1.1872202,1.2698362,1.2862875,1.2686919,0.993483,0.84825623,0.77947515,0.8949791,0.7756189,1.192464,1.0569936,1.1357621,1.2029665,1.2069153,1.0626764,1.2439728,1.0367382,1.1325803,0.9902005,0.9021463,0.97337747,0.95955306,0.0,0.9179936,1.2414856,0.95644635,1.1947051,1.0162114,1.2761252,0.6983529,1.2828438,1.0544314,1.0080545,1.154107,1.0956209,0.78762513,0.80346096,0.7698599,1.1735094,1.2401474,1.1207747,0.5530453,1.1544366,0.64984787,0.745337,0.9929649,1.0309428,1.192999,1.008259
shirt,0.7265198,1.313383,1.226927,1.2837833,1.3858353,1.4301461,0.901842,0.6851697,1.3009948,0.852752,0.32377094,0.85626686,0.9362539,1.3388438,1.4119146,1.4150178,1.1451942,1.3425391,1.0929539,1.4167731,1.0435385,1.3689512,1.2090414,0.75033,1.0529132,1.3639477,0.6641959,0.75011915,1.1195265,0.6343598,1.4395025,0.79008484,1.517281,1.195949,0.8534753,1.0114043,0.7876313,1.0174783,0.73017585,1.3973082,1.2489829,0.62541705,0.929774,0.5840389,1.2027657,1.2588787,1.3383772,0.9508125,1.1642562,1.0704372,0.84407854,1.1346872,0.6290394,0.88933444,0.6304645,1.2733095,1.0966675,0.88288796,0.27121246,1.1465472,0.32777858,1.4496135,1.4119688,0.8963467,1.0555656,0.66744864,1.1569602,0.6626381,0.8161926,0.8288264,1.303064,1.3376677,1.0267345,1.392317,1.2220474,0.8666367,0.72032285,0.43408328,0.39763987,0.7672053,1.3439257,1.282459,1.2498329,1.4843308,1.1471789,1.4015682,1.1871871,1.3078163,1.3573296,0.88222057,0.84208906,0.77692693,0.47593158,0.9179936,0.0,1.3964531,0.70187086,1.311799,0.9573712,1.4256926,0.9816543,1.4005702,0.92297167,1.2805092,1.4301534,0.8911962,0.729114,0.13183582,0.80335987,1.4941473,0.96466184,0.98996323,0.77224827,1.44832,1.1305821,0.859642,0.9186976,1.119959,1.2943327,0.83861464
shoe,1.4670011,0.74328524,0.74035776,0.7353596,0.63441414,0.766273,1.0968529,1.4460573,0.64415485,0.9487296,1.2819651,1.4197447,1.3034319,0.93393433,0.5879768,0.94483954,1.0723941,0.88163614,1.049227,0.50785184,0.82325655,0.47650224,0.7554998,1.2440083,0.9034409,0.7057561,1.2959809,1.396869,1.1574677,1.3851305,0.48913658,1.4061828,0.64039564,0.9952486,1.2538754,1.1488217,1.1304339,1.0850044,0.9421299,0.7247313,0.5255699,1.306752,0.67305875,1.2998843,0.6827487,0.9889821,1.0781848,1.2612817,1.0542133,0.6211602,0.6864647,0.7345614,1.1958919,1.3222756,1.0849073,0.47672486,0.96632016,1.0785427,1.4341611,1.1477388,1.1931162,0.860608,0.63043046,1.2484059,1.0294759,1.1225938,1.0095447,1.2749501,1.0081125,1.2171956,0.57612115,0.7807898,0.54177046,0.5605233,0.5639347,1.1374032,1.2878908,1.2001978,1.1884955,1.4072647,0.5459924,0.771668,0.67429614,0.60169375,0.9742208,0.9992264,0.50742996,0.5404806,0.7239834,1.1620531,1.3230231,1.1899472,1.2725604,1.2414856,1.3964531,0.0,1.104586,0.6576193,1.193882,0.64012027,1.3211803,0.13479602,0.67669445,1.0662985,0.9108655,1.052677,1.1645842,1.4418349,1.4873302,0.6066259,0.47459197,0.79014623,1.2768412,0.71319866,1.1662768,1.4107502,1.2195024,0.9647763,0.5963428,1.2196317
shorts,0.9811032,1.1074091,1.1079167,1.2132971,1.1213353,1.1219219,1.009972,0.9593628,1.2033832,0.86427504,0.7676371,0.9040936,0.8654817,1.0675584,1.2462204,1.1877204,1.014216,1.227602,0.9986983,1.0874311,0.95706606,1.1340111,1.1785778,1.0293194,0.9821015,1.191557,0.94223005,0.9499742,1.0440792,0.9100411,1.190983,0.9864121,1.252202,1.1259178,1.0482857,0.96354604,0.9311753,0.8922443,0.79649353,1.2677399,1.1633962,1.0053288,1.0032398,0.8949635,1.1335646,1.0366155,1.1789513,1.0427464,1.1779785,1.0693293,0.77530825,1.0435303,1.0267276,0.9956675,0.8083769,1.1852337,0.91833085,0.8667897,0.8142323,1.0703422,0.5190338,1.2189406,1.2457782,0.9623201,1.0867891,0.8341173,1.0225903,0.92534393,0.79795027,1.0305911,1.2061166,1.0736915,1.0152651,1.1451783,1.0455955,0.96668565,0.9839402,0.71122605,0.5144335,0.9440153,1.1714009,1.1092749,1.186976,1.0488306,1.0700517,1.1869149,1.0247818,0.94036543,1.1088302,1.0281487,0.96792537,1.0457114,0.804367,0.95644635,0.70187086,1.104586,0.0,1.1110837,1.0781995,1.2532569,0.94969505,1.1618922,0.7614851,1.0993767,1.2493598,0.8451685,0.95192176,0.6852642,1.042274,1.3025205,0.93510944,0.92653114,0.89672923,1.0944878,0.9991569,1.0290053,0.96146274,1.1034434,1.2106082,1.0572212
shovel,1.3639042,0.87564296,0.9864559,0.8696016,0.68856514,0.6284774,1.0953863,1.3690207,0.99618506,1.0665432,1.2654445,1.2797495,1.1788985,0.80371964,0.77323985,0.83101666,0.8294668,0.9380528,1.0009446,0.58841425,0.8069232,0.78595245,0.8579971,1.2076842,0.68627983,0.7250679,1.2813008,1.1516238,1.1428363,1.2869695,0.79508746,1.2355645,0.57113695,0.9356163,1.1537341,1.0000104,1.1097397,1.0042936,0.871084,0.8783201,0.7612065,1.2720668,1.0587494,1.1220206,0.99729514,0.8027061,0.78847086,1.1046622,0.68323857,0.89369076,0.84834844,0.8147054,1.2579308,1.2532125,1.100726,0.8104919,0.88358927,1.0265638,1.2836025,0.8885608,1.2161889,0.7610018,0.7978129,1.1409502,0.98529154,1.1450503,1.0180753,1.2241701,1.2011468,1.0350317,0.9373438,0.8109055,0.87812793,0.92429477,0.78825307,1.0582614,1.1550303,1.2827601,1.1901312,1.2623156,0.5425174,0.7132746,0.99184906,0.76573277,0.85803586,0.8758899,0.7292954,0.6398587,0.8341866,1.0817839,1.1288399,1.1409461,1.2344127,1.1947051,1.311799,0.6576193,1.1110837,0.0,1.2107992,0.90734816,1.1939418,0.6698592,0.8621642,0.8746263,0.70271915,0.8711703,1.1772928,1.2399868,1.2793931,0.75813174,0.9011837,1.0043534,1.1208661,0.7981175,1.1047709,1.1857322,1.1692451,0.8616224,0.9308377,1.1733786
shower,0.83765423,1.2323537,1.0657282,1.0955596,1.2628175,1.2159276,1.0243742,0.711456,1.1025803,0.99568415,0.9515808,0.82974356,1.0844811,1.1307087,1.1782012,1.1210455,1.025805,1.1823078,0.92121655,1.2264428,1.0253803,1.1372468,1.0778575,0.91797245,1.0895998,1.0737798,0.6521086,0.83473074,0.9414227,0.8185675,1.2122517,0.6953395,1.1745399,1.027891,0.9289146,1.0274531,0.6354569,0.76374745,0.99973756,1.1958009,1.1075623,0.94340074,1.1107975,0.7443044,1.1449552,1.0151217,1.0317937,1.0698748,0.9868029,1.1718992,1.2372807,1.1564204,0.8733567,0.8590638,1.0512067,1.2400291,1.1169237,1.0330945,0.8580554,0.97690433,1.0190715,1.0640818,1.0144507,1.0843154,1.073795,1.1703818,0.9516365,0.85359854,1.0831386,0.9846204,1.1653028,1.0843663,1.1297625,1.0882835,1.2249134,0.8725498,1.046161,0.9137952,0.9799803,0.9081229,1.1857784,1.1339451,1.1238892,1.174239,0.91002566,1.0650512,1.2606907,1.1962183,1.0835751,0.7630205,0.8476263,0.8215315,0.9711588,1.0162114,0.9573712,1.193882,1.0781995,1.2107992,0.0,1.1153214,0.93066925,1.2480993,1.130832,1.0128497,1.0705158,1.1691209,0.9469251,0.9749978,0.78489757,1.1596508,1.1463928,1.0691153,1.0088187,1.1882821,1.0258211,0.89453804,0.8663953,0.8110802,1.1297517,0.5893827
sink,1.5008527,0.677889,0.8822751,0.7664377,0.70324016,0.61157924,1.046763,1.3687758,0.21809518,1.0327345,1.4952991,1.3226515,1.1206644,0.73092747,0.28448075,0.6655351,1.0887786,0.8108716,0.9374389,0.51780856,1.0500549,0.39694214,0.42310625,1.3637166,1.0449497,0.7514856,1.2506194,1.3337111,1.0998253,1.391709,0.3212903,1.3187426,0.3793522,0.785236,1.3667462,1.3253909,1.0040377,1.1229055,1.2512445,0.46968615,0.7937522,1.2620323,0.89510643,1.1852537,0.41705918,0.7887755,0.7746464,1.3286078,0.9687432,0.7329482,1.109041,0.95425403,1.3124145,1.4008472,1.3808439,0.4886846,1.0415703,1.2080334,1.4309797,1.0928017,1.420756,0.46617514,0.34163666,1.2546949,1.0316626,1.3928258,0.99850655,1.2693409,1.127762,1.4457533,0.45248103,0.7514763,0.7268189,0.6540708,0.87363565,0.99388796,1.3584561,1.4616884,1.4431211,1.3048749,0.58181655,0.70528823,0.5255969,0.47077572,0.8210107,0.72299397,0.8485377,0.782549,0.454094,0.9537165,1.3473445,1.1823041,1.3179162,1.2761252,1.4256926,0.64012027,1.2532569,0.90734816,1.1153214,0.0,1.2070745,0.50464976,1.1909283,0.9551133,0.61113036,1.1836352,1.2863768,1.4520724,1.340702,0.49548233,0.9806318,1.05877,1.2844961,0.61179936,1.1349984,1.3928365,1.0606965,0.9000181,0.34371763,0.94575554
slide,0.5761664,1.1578904,1.0986822,1.1154267,1.1204356,1.1697389,0.8382948,0.6978549,1.2380947,0.897552,0.9351576,0.6969906,0.45933282,1.0074141,1.2579689,1.0891625,0.9963455,1.0950067,0.8541025,1.2183132,1.1015056,1.2593726,1.2049698,0.9190572,0.91420877,1.269142,0.86124504,0.65851474,1.011068,0.77520454,1.2209084,0.719169,1.2690417,0.90598065,0.932474,0.8489508,1.0613323,0.86557364,1.0762184,1.2570281,1.248134,0.996084,1.255898,0.90249276,1.2225785,1.0038074,1.0533834,0.7716563,1.0480801,1.2952706,1.1635785,1.1751809,1.0364364,0.8254888,0.92661625,1.3694961,1.1988286,0.7905178,0.8898454,0.9214278,0.9042738,1.1494652,1.2794158,0.7908492,1.0221932,0.956559,0.85888124,0.8302326,1.0137587,0.90731865,1.2793367,1.1073164,1.308009,1.2323705,1.2638977,1.1194421,0.94317347,0.9100907,0.9376575,0.88726044,1.30423,1.0948895,1.1590055,1.0739431,1.0279218,1.066159,1.2840307,0.99828684,1.2527874,1.0203681,0.80740774,0.9596584,1.0000671,0.6983529,0.9816543,1.3211803,0.94969505,1.1939418,0.93066925,1.2070745,0.0,1.3274035,1.0947393,1.0285261,1.1340251,1.1138432,0.8196572,0.8699119,0.78065264,1.249684,1.2838099,1.146271,0.65860224,1.1488397,0.44729888,0.7139951,0.84059256,0.9218437,1.286175,1.0039636
slipper,1.5337918,0.63763607,0.82102513,0.76096964,0.53594184,0.67234033,1.1613451,1.5511314,0.46500897,1.0268534,1.3087032,1.5126946,1.3084817,0.93536663,0.42233706,0.8890708,1.171388,0.7593398,1.0807445,0.4950056,0.858354,0.4231463,0.62572974,1.297377,0.9309473,0.6343515,1.3142128,1.4769223,1.1775967,1.4769144,0.28608167,1.50882,0.53922224,1.0476662,1.2937617,1.2559385,1.2096177,1.1867121,1.0172834,0.53664625,0.4894657,1.2612877,0.5437212,1.3365009,0.58379686,0.96554613,1.0105323,1.2853799,1.0602537,0.40696698,0.7885085,0.7002338,1.1806355,1.4051611,1.1490922,0.32410026,1.0144591,1.1508543,1.4435647,1.2609628,1.3024433,0.762627,0.53983426,1.2748384,1.0700905,1.2001147,1.0301116,1.2939868,0.96459746,1.2807212,0.38402486,0.82050663,0.40481234,0.56212693,0.4923911,1.1739728,1.2815219,1.3188003,1.2732546,1.4285412,0.44946504,0.733671,0.4922005,0.56239796,0.99428874,0.96335375,0.4370948,0.6131023,0.6798599,1.2414291,1.4255023,1.2395686,1.3118057,1.2828438,1.4005702,0.13479602,1.1618922,0.6698592,1.2480993,0.50464976,1.3274035,0.0,0.81587905,1.0519753,0.8262031,1.1210585,1.1953906,1.4720547,1.5460881,0.5405084,0.45510864,0.7327252,1.2951156,0.6562532,1.15997,1.4892453,1.2560937,1.0299704,0.34468025,1.2556384
sock,1.071553,1.0791001,0.8988792,0.9832235,0.97404283,1.1138091,1.0523136,1.0836154,1.1942647,0.8667119,0.8861787,0.94080114,1.138239,1.0087442,1.1281707,1.133956,0.9301146,1.0699636,0.94512826,0.9347318,0.8774227,0.87106144,1.2503216,1.0330007,0.9840023,1.1061751,1.0434029,1.0906591,0.9873688,1.0541434,1.1182476,1.1281358,1.0892146,0.92932796,1.0672135,0.8084219,0.98353684,1.0643946,0.881161,1.0971869,0.9784939,1.2005951,0.92992693,1.2253412,1.0606948,1.1036704,1.1091971,1.0190506,1.0852364,1.128429,0.3221469,0.84220266,1.0955273,0.9774023,0.7196023,1.0530803,0.9147731,0.9757328,1.121737,1.0142461,0.8093484,1.1709657,1.1074152,1.0102141,0.9968503,0.6001528,0.8669424,1.1362146,1.0021181,0.9179074,1.1687211,0.7001874,0.9155308,0.9805273,0.84648377,1.0753891,1.0109804,0.6524775,0.82295024,0.99150705,1.0575582,1.007241,1.1332334,0.81125855,1.0841751,1.1187913,0.88222045,0.80877405,1.1514382,0.9591513,0.98460233,1.0203171,0.86265326,1.0544314,0.92297167,0.67669445,0.7614851,0.8621642,1.130832,1.1909283,1.0947393,0.81587905,0.0,1.1526155,1.1286634,0.9068326,1.0291938,0.9629649,1.1918672,1.1432006,0.5754536,0.85435647,0.9406499,0.83808064,1.1491342,1.0652982,1.1524286,0.9908428,1.186673,1.2305912
soup,1.1159631,0.8355158,0.9969675,0.85681564,0.7981578,0.8570729,1.1463307,1.2014008,1.0040917,1.303179,1.2488513,1.063921,1.0283631,0.88053215,0.88656336,0.3618576,0.8546324,0.7579105,1.0274189,0.9149269,1.05548,1.0151813,1.088465,1.1985034,1.0499256,0.8140249,1.2110404,1.026155,0.90598834,1.1766675,1.0008425,1.1376784,0.70869565,0.89926326,1.1332654,0.9937984,1.1431752,1.0445768,1.0917953,0.801852,1.0286952,1.0810928,1.1847482,1.0963696,1.1157345,0.8188679,0.6131201,1.0609219,0.7376902,1.0816827,1.189232,1.0673846,1.1579127,1.0184048,1.0938085,1.074923,0.9268041,1.0396429,1.1834892,0.62637365,1.3352778,0.71013963,0.9261372,0.9536029,1.0562968,1.1773837,1.0141213,1.2891028,1.0490382,1.0768362,1.0024225,0.8799206,1.0649424,0.9362023,1.014206,1.0127646,1.1467408,1.227615,1.2626575,1.0538096,0.9436736,0.9010581,0.9998938,0.97004753,0.9742738,0.4190606,1.1082101,0.9549321,0.92614204,0.9760945,1.0629587,1.1951189,1.2740982,1.0080545,1.2805092,1.0662985,1.0993767,0.8746263,1.0128497,0.9551133,1.0285261,1.0519753,1.1526155,0.0,0.5463637,1.0670855,1.2724743,1.213107,0.86564285,0.7823673,1.1925086,1.0064087,1.1569867,0.8828694,1.0353228,1.0156828,1.0327634,1.0135682,0.99352413,1.14986
spoon,1.3699934,0.91147584,0.9302783,0.84620667,0.5919353,0.58068025,1.1694438,1.3819939,0.83498865,1.2974865,1.4498372,1.1791902,1.1465002,0.7228483,0.8011836,0.26101565,0.9056293,0.75231194,0.7443967,0.7559614,0.94027066,0.81566095,0.77610475,1.3436619,0.88229746,0.6883594,1.2730374,1.1650426,0.9341588,1.3937404,0.7604711,1.2527211,0.46241432,0.7676264,1.29504,1.1031497,1.0730376,1.0957528,1.2319541,0.71198416,0.8067125,1.2774441,1.225138,1.1290281,0.780036,0.86467457,0.10788548,1.1827112,0.63317287,1.038838,1.1505977,0.9436693,1.4039638,1.3161956,1.2275689,0.9793257,0.9788946,1.0225804,1.4115329,0.8299347,1.4844142,0.13700223,0.5348167,1.083514,0.9952277,1.277221,0.8242979,1.3209791,1.1638108,1.2624784,0.96225405,0.62713253,0.97018856,0.90055126,0.93160653,1.0041416,1.2443272,1.4031751,1.4860396,1.1806316,0.62236756,0.6188876,0.834227,0.7113608,0.94591296,0.2677691,0.95665854,0.8667687,0.7593988,0.97340894,1.273607,1.1249329,1.2971479,1.154107,1.4301534,0.9108655,1.2493598,0.70271915,1.0705158,0.61113036,1.1340251,0.8262031,1.1286634,0.5463637,0.0,1.1628526,1.3384119,1.412694,0.9671965,0.58069265,1.156154,1.0046593,1.1684117,0.55722773,1.0813773,1.2562674,1.1452886,0.8420628,0.9456876,1.074864
