,alligator,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
couch,0.5737273,1.3690147,1.1657609,1.2509317,1.3466518,1.303386,0.74969876,0.14198041,1.3048096,0.6314099,0.65558785,0.55429816,0.885139,1.1249676,1.3976063,1.3131094,1.0117598,1.1462204,1.1366701,1.5152802,1.1730042,1.4353349,1.32496,0.65378803,0.94899356,1.3079298,0.60783976,0.56246513,1.0095693,0.0,1.46882,0.5403209,1.4666297,1.1419961,0.68218935,0.8838257,0.9529084,0.9039471,0.8582244,1.3730654,1.3531873,0.57404983,1.142167,0.774058,1.2746916,1.1577845,1.2842411,0.81390077,1.0993515,1.1872468,1.0387946,1.3386775,0.6273167,0.53630394,0.9365167,1.3138953,1.1653577,1.0243027,0.44512206,1.0359817,0.61861086,1.4097457,1.4525281,0.90642476,0.9738334,0.9659461,1.1680366,0.6281689,1.0629628,0.80546,1.3539958,1.2821733,1.3993956,1.3198953,1.3680484,0.76635647,0.7707126,0.7023955,0.58607614,0.7652779,1.4266137,1.335568,1.2306707,1.1597462,1.0908179,1.294827,1.2925527,1.2315707,1.2549713,0.8409135,0.7167898,0.8074193,0.8049437,0.8102765,0.6343598,1.3851305,0.9100411,1.2869695,0.8185675,1.391709,0.77520454,1.4769144,1.0541434,1.1766675,1.3937404,1.152732,0.6346511,0.51993036,0.57742214,1.394413,1.2676895,1.2655864,0.93315053,1.3578196,0.9133923,0.6178756,0.9211334,1.0067087,1.322996,0.81132054
crayon,1.544268,0.5100173,0.8824593,0.8236129,0.5319094,0.662797,1.1799792,1.4700314,0.26975644,1.1907207,1.3984268,1.4161998,1.1405185,0.7476815,0.20376992,0.86216974,1.1772959,0.7068571,1.0328786,0.47418028,0.98476946,0.38792193,0.44933116,1.3716979,1.0674249,0.6301873,1.32888,1.4451103,1.1350374,1.46882,0.0,1.526199,0.47695905,1.0671914,1.3612906,1.3839476,1.2306627,1.2455238,1.1362344,0.4008959,0.7251042,1.2502401,0.6491194,1.2578886,0.5602107,0.8986672,0.89328176,1.3284667,1.1005411,0.50916815,1.0093374,0.6690185,1.2599825,1.3747163,1.2799549,0.3471294,1.0098364,1.261254,1.4144039,1.2536812,1.3651233,0.5869893,0.47129023,1.272264,1.114434,1.3709013,0.96433663,1.3056935,1.024969,1.4020717,0.2047615,0.83007693,0.5116757,0.6249684,0.61834395,1.1754531,1.3181025,1.3977035,1.3827531,1.3362412,0.32957673,0.5393754,0.44592583,0.5273926,0.9941672,0.93278635,0.57624274,0.7415509,0.5512567,1.2333856,1.4313345,1.2651074,1.3271935,1.1629812,1.4395025,0.48913658,1.190983,0.79508746,1.2122517,0.3212903,1.2209084,0.28608167,1.1182476,1.0008425,0.7604711,1.1422462,1.2383022,1.4576368,1.4766574,0.4880919,0.69356287,0.7949372,1.1805143,0.567822,1.0208765,1.4676968,1.188824,1.0604458,0.18370885,1.170713
crib,0.5508785,1.3971889,1.1657428,1.2596327,1.4134817,1.268697,0.5784669,0.32167435,1.3152266,0.7328968,0.71587914,0.40539014,0.8529633,1.1547235,1.4693968,1.2227533,0.92475873,1.2133465,1.0445057,1.5022942,1.0858142,1.4579763,1.3117812,0.7673857,0.70833385,1.2512463,0.70556444,0.5953797,0.8174119,0.5403209,1.526199,0.0,1.4601052,1.0389354,0.8039593,0.90743685,0.9159798,0.5227509,0.94972116,1.4191145,1.327731,0.85914755,1.2914097,0.69485134,1.3196546,1.1985288,1.1049209,0.870013,1.0058854,1.3182584,1.2369509,1.3384056,0.8742281,0.52536714,1.0224022,1.4263061,1.165945,0.6840995,0.680368,0.90263736,0.7949515,1.3003421,1.4183192,0.842458,1.0452151,0.94661725,1.0991077,0.69718933,1.0872052,0.81413734,1.4247403,1.1855297,1.413424,1.2839017,1.4598317,0.9519409,0.78392553,0.71773803,0.79339504,0.63339937,1.4377086,1.2654871,1.2289042,1.2694516,1.2124809,1.1844912,1.4181594,1.1816381,1.2271138,0.971164,0.674756,0.68084335,0.8257191,0.72726166,0.79008484,1.4061828,0.9864121,1.2355645,0.6953395,1.3187426,0.719169,1.50882,1.1281358,1.1376784,1.2527211,1.0751462,0.7748835,0.7245569,0.46552885,1.3972983,1.4153826,1.2456933,0.8277845,1.2378521,0.90614647,0.575954,0.9006169,0.99805754,1.340313,0.8205037
cup,1.5535394,0.58108604,0.78030753,0.6353593,0.62419784,0.43089497,1.1619178,1.515635,0.5716864,1.2241459,1.5462875,1.4048529,1.1447027,0.653332,0.30439556,0.42970163,0.87357765,0.7278608,1.0176643,0.28865182,1.0472004,0.44750112,0.5166772,1.4416035,0.94529617,0.5907,1.3816228,1.3464841,1.0665994,1.4666297,0.47695905,1.4601052,0.0,0.7411627,1.3610744,1.2148837,1.1304104,1.2562141,1.2062746,0.4824742,0.73006576,1.3010371,1.0385088,1.1659722,0.72576314,0.6584742,0.63341284,1.2729273,0.522687,0.80667,1.1000262,0.85408926,1.3965509,1.4116629,1.3686323,0.5872829,0.95435834,1.2937641,1.5132363,0.76028717,1.5415077,0.46851242,0.3563696,1.2568545,0.9754199,1.3797176,1.0367217,1.3833861,1.1516359,1.372697,0.5776545,0.62109655,0.80436313,0.73303944,0.752621,1.0123129,1.3813679,1.5422255,1.5402181,1.308969,0.5023041,0.7762873,0.74046016,0.5484855,0.76406175,0.5236365,0.7494526,0.62943053,0.50726926,0.9919324,1.2572775,1.3224064,1.4298472,1.311335,1.517281,0.64039564,1.252202,0.57113695,1.1745399,0.3793522,1.2690417,0.53922224,1.0892146,0.70869565,0.46241432,1.0480933,1.3432906,1.5067713,1.3150418,0.3726886,0.9930117,1.0397816,1.4058845,0.51197284,1.1240531,1.327605,1.125209,0.89528316,0.57567585,1.1087765
dish,1.1870927,1.0202959,0.84093297,0.82186615,1.001817,0.83497214,0.9345852,1.0995216,0.9726671,0.96031946,1.3145559,1.0263885,0.932364,0.72904074,0.94376814,0.5720672,0.78748065,0.9685027,0.82476586,0.84638643,1.0889983,0.79217017,0.88420135,1.1838021,1.0142305,0.9357282,1.0147496,1.0185711,0.97053564,1.1419961,1.0671914,1.0389354,0.7411627,0.0,1.2025148,1.0285503,0.9294503,1.0436198,1.1409478,0.9281414,1.0704099,1.1526616,1.2400213,0.9821195,1.0436633,0.9046211,0.8056923,1.1658938,0.8747154,1.2035564,1.1718974,1.0848777,1.255797,1.1017234,1.1569687,1.0840875,1.0684983,1.0819805,1.1829083,0.76743126,1.1927805,0.8174996,0.7622105,0.9955704,0.82577026,1.0599822,0.81935394,1.1499565,1.1580343,1.1479758,1.0994803,0.72322905,1.2363632,0.98762864,1.0791626,0.9509038,1.1590147,1.221682,1.2269228,1.1269808,1.1190677,0.9787208,1.1015297,0.77684206,0.9248774,0.5597191,1.0761142,0.93614155,0.81933105,0.6854255,0.9834062,1.1219485,1.1800532,0.97694975,1.195949,0.9952486,1.1259178,0.9356163,1.027891,0.785236,0.90598065,1.0476662,0.92932796,0.89926326,0.7676264,1.1175112,1.1889256,1.1328858,1.0446054,0.7212324,1.1884642,1.2101609,1.1261289,0.8608831,0.98045105,1.0871412,0.9276791,0.8315646,1.1271683,0.9743083
dog,0.32096612,1.321171,1.0522696,1.1670713,1.208132,1.2141854,0.91407055,0.6497165,1.2166374,1.043545,0.7331064,0.7553078,0.9947133,1.228751,1.3387035,1.2678046,1.0715777,1.0849278,1.2117058,1.4074084,1.1153436,1.4250513,1.2830961,0.15305424,1.2169805,1.1917675,0.83619237,0.9208004,0.9728606,0.68218935,1.3612906,0.8039593,1.3610744,1.2025148,0.0,0.4721408,1.1459804,1.0554503,0.8551909,1.2423866,1.0333313,0.8084847,1.0976617,0.9174781,1.1865612,1.0936188,1.2301431,0.29565716,1.0205452,1.1347862,0.9514702,1.1382195,0.7691361,0.6727823,0.97210294,1.1825554,0.94912136,1.021187,0.77729255,1.1567355,0.8397965,1.2799468,1.3591933,0.7824156,0.9572608,0.6942492,1.1367021,0.8016635,1.056018,0.54837537,1.2580373,1.2824707,1.2697623,1.0305606,1.2864056,1.0474417,0.43480134,0.76204515,0.8220787,0.8804543,1.2290326,1.1873758,1.2072436,1.2742723,1.051628,1.2441535,1.2553649,1.2363799,1.2905971,1.1439404,0.78159165,0.7147889,0.7539329,0.90699565,0.8534753,1.2538754,1.0482857,1.1537341,0.9289146,1.3667462,0.932474,1.2937617,1.0672135,1.1332654,1.29504,1.0614611,0.87482643,0.8043915,0.8237673,1.2553413,1.2170981,1.1529967,0.98574024,1.3221629,0.89051217,0.5674794,1.0056632,1.111269,1.2120569,1.0412881
doll,0.44715637,1.1771295,0.9945466,1.110831,1.0891993,1.1316171,1.0815097,0.9146949,1.3157867,1.1218754,0.98254216,0.87365687,0.8976694,0.9692186,1.2902424,1.0807105,0.88187647,1.0337024,1.0076454,1.2179766,1.1058038,1.3469659,1.2131695,0.63763726,1.0265999,1.0746286,1.0955689,0.93860817,0.87937224,0.8838257,1.3839476,0.90743685,1.2148837,1.0285503,0.4721408,0.0,1.1303252,0.94606346,0.9896009,1.2063872,1.0205138,0.9950521,1.2630163,1.1147667,1.197304,0.9623504,1.0409118,0.2733401,0.9360964,1.3041707,0.7945249,0.97252405,1.0400611,0.7534659,0.7938653,1.283603,0.92010075,0.9002542,1.0158077,0.95731926,0.9959182,1.1997817,1.2105272,0.8461534,0.9192531,0.5058949,1.024912,0.93860817,1.1113236,0.43883353,1.3316963,1.014168,1.2818401,1.0409449,1.1847752,1.0598826,0.8109163,0.816486,1.0176343,0.90515757,1.2071261,1.0866668,1.3145213,1.1301655,1.0080861,1.0391142,1.1947107,1.0179157,1.1959257,1.0653516,0.6700119,1.0382318,0.87621844,0.89678395,1.0114043,1.1488217,0.96354604,1.0000104,1.0274531,1.3253909,0.8489508,1.2559385,0.8084219,0.9937984,1.1031497,0.97490066,0.9356551,0.94363326,0.9516388,1.1983362,1.1621417,1.1394676,0.8504453,1.1482718,0.69097495,0.62310416,1.0814475,0.9774599,1.3463142,1.1447048
door,1.1102571,1.3033465,1.223595,1.2151207,1.2947555,0.9962375,0.8522757,1.0156357,1.0584123,0.7443344,1.0294528,1.0892241,1.0428156,1.166947,1.1172705,1.1854479,0.9302125,1.3767389,0.51118624,0.89254403,1.0343295,0.74565583,1.0342267,1.1084418,0.86945665,1.1204501,0.48049283,0.7464701,1.1075546,0.9529084,1.2306627,0.9159798,1.1304104,0.9294503,1.1459804,1.1303252,0.0,0.76651627,0.99482274,1.3048565,1.1263914,1.050463,1.2190543,0.84529245,0.87702554,0.90984184,1.0339173,1.2295854,1.0737787,1.1791416,1.142375,1.2830932,1.0376165,1.1293205,1.0330582,1.2171487,0.96890754,0.806162,0.89945334,0.9501234,0.805296,1.0292287,0.7922815,1.0455617,1.026288,1.0388466,0.7888888,0.86552954,1.1007538,1.1056778,1.2673671,1.0715119,1.1066817,1.206292,1.281991,0.5914259,1.1129009,0.98150146,0.8065033,1.0359883,1.2547741,1.1075659,1.1620729,1.1930578,0.5961605,1.1588345,1.2585516,1.0811919,0.9380406,0.3557861,0.96326005,0.99478346,0.76456064,1.0323989,0.7876313,1.1304339,0.9311753,1.1097397,0.6354569,1.0040377,1.0613323,1.2096177,0.98353684,1.1431752,1.0730376,1.0332077,0.929096,0.82853615,0.9133761,1.2969998,1.1235335,1.2269686,0.96468353,1.2132407,1.2096324,1.0401897,0.73672473,0.5121558,1.1954384,0.29270232
drawer,0.9147137,1.248187,1.1242442,1.2813101,1.2239665,1.0005792,0.9331172,0.88983166,1.1842233,0.66912365,0.9854789,0.9291011,0.8565278,1.0321858,1.2701608,1.0994003,0.7719718,1.2550359,0.9222022,1.132534,0.9777463,1.15099,1.2113558,1.0597506,0.6536679,1.0352118,0.8817197,0.6624559,0.9882399,0.9039471,1.2455238,0.5227509,1.2562141,1.0436198,1.0554503,0.94606346,0.76651627,0.0,1.0593866,1.3552611,1.1439903,1.0107905,1.183855,0.952526,1.0829104,1.0583184,1.0284531,0.96263605,1.0409714,1.169908,1.0918016,1.0421023,1.0475686,0.93809766,0.940507,1.2605726,1.1274501,0.62697965,0.9481933,0.9054612,0.9309098,1.0898261,1.1305523,1.0287685,0.91980237,1.0088077,1.0259591,0.83644587,1.021983,0.8751693,1.2558126,1.0835017,1.0934551,1.1100857,1.2226689,0.76315594,0.9824663,0.9430189,0.90978634,0.9258704,1.2096058,1.0205185,1.1709417,1.1868806,1.0513469,1.089911,1.247778,0.980376,1.0129685,0.8671464,0.90283734,1.0289329,0.9488376,0.87349063,1.0174783,1.0850044,0.8922443,1.0042936,0.76374745,1.1229055,0.86557364,1.1867121,1.0643946,1.0445768,1.0957528,1.0409051,0.88575274,1.003696,0.82477516,1.260044,1.1259305,1.0904177,0.8013714,1.1959585,0.8947418,0.75950336,0.96225995,0.89939386,1.2277234,0.9340809
dress,0.9909603,1.1159089,1.1613522,1.0704826,1.0477202,1.173725,0.92197084,0.83211887,1.1034147,1.0296237,0.5777129,0.8927239,1.0684981,1.210514,1.1199148,1.215058,1.1585647,1.123036,1.0913696,1.1276116,1.00453,1.1395047,1.1908365,0.8189281,1.041037,1.0559497,0.83796877,0.9887563,1.0590104,0.8582244,1.1362344,0.94972116,1.2062746,1.1409478,0.8551909,0.9896009,0.99482274,1.0593866,0.0,1.1346741,0.9638279,1.0524627,0.98312426,0.8998595,1.1557221,1.0952828,1.2306019,1.034078,1.1163965,1.0476748,0.8078929,1.1608788,0.9768329,0.982426,0.9522572,1.0215137,0.8969362,0.89775264,0.6847718,1.1699898,0.6437614,1.242404,1.1800907,1.0893931,1.0897431,0.9009951,1.0960662,0.97524786,1.0053836,1.0033416,1.0876379,1.1887846,0.9550682,1.0229331,1.0395064,1.0647072,0.92356914,0.6979702,0.5006716,1.0601193,0.9816407,1.1408653,1.0882196,1.148257,1.0729554,1.233579,0.94433254,0.873527,1.1817776,1.103912,1.0247531,0.8837357,0.9292433,0.99689806,0.73017585,0.9421299,0.79649353,0.871084,0.99973756,1.2512445,1.0762184,1.0172834,0.881161,1.0917953,1.2319541,0.97470313,0.902857,0.657467,0.9841252,1.1262056,0.9633607,1.023494,1.0898024,1.122365,1.0665803,1.0475044,1.0857303,1.0277872,1.0981541,1.0019326
egg,1.3497591,0.36625993,0.84859085,0.6223453,0.48757607,0.8070812,1.2319677,1.3699598,0.49832308,1.3328674,1.3745612,1.3126137,1.2253437,0.84163266,0.35189033,0.6301778,1.160147,0.28833437,1.1880387,0.6961857,1.1142355,0.6481899,0.5975237,1.2654502,1.1467823,0.70124704,1.3409529,1.4008951,1.014776,1.3730654,0.4008959,1.4191145,0.4824742,0.9281414,1.2423866,1.2063872,1.3048565,1.3552611,1.1346741,0.0,0.7758482,1.1463983,0.7415519,1.277178,0.8358021,0.9026791,0.8683759,1.2171276,1.027266,0.6191199,1.0824529,0.889576,1.1794941,1.1924084,1.2705845,0.45552057,0.9832608,1.4120457,1.3860788,1.1127504,1.4552857,0.69519293,0.5464584,1.1324558,1.0640712,1.202926,1.0683305,1.3048812,1.058328,1.2568091,0.33881688,0.70928735,0.6738317,0.67128986,0.57922256,1.1498389,1.2417259,1.390892,1.4256233,1.2674505,0.5476507,0.84561884,0.5466474,0.58693224,1.0361372,0.6552028,0.615311,0.9328188,0.7278322,1.169479,1.2751291,1.220805,1.2847862,1.198507,1.3973082,0.7247313,1.2677399,0.8783201,1.1958009,0.46968615,1.2570281,0.53664625,1.0971869,0.801852,0.71198416,1.0392368,1.3032951,1.4126948,1.284243,0.354662,0.80371124,0.9249453,1.3219632,0.5277084,1.1289884,1.3280036,1.2006112,1.1273624,0.35213983,1.2276157
eye,1.3163879,0.7606666,0.87506735,0.7920011,0.6752082,0.8888127,1.2063922,1.4056495,0.8219397,1.2508287,1.1651305,1.3336132,1.2988384,1.09791,0.802394,0.9589273,1.1736736,0.96685284,1.0588869,0.74994767,0.70171064,0.8561958,0.7601174,1.0205665,1.0891044,0.724937,1.2676396,1.3625989,1.0589521,1.3531873,0.7251042,1.327731,0.73006576,1.0704099,1.0333313,1.0205138,1.1263914,1.1439903,0.9638279,0.7758482,0.0,1.1482043,0.6914418,1.2228756,0.7016903,0.9040056,0.9245164,1.0353053,0.8649253,0.62594646,0.80329764,0.79787976,1.0441122,1.2947614,1.0487632,0.58344305,0.9887044,1.0082307,1.2675714,1.1962688,1.261976,0.76046145,0.73520005,1.2645625,1.0834072,1.086442,1.0571114,1.218188,0.9072207,1.1707265,0.752626,0.9603842,0.52496684,0.65349567,0.58215046,1.1963739,1.1641754,1.1871159,1.281164,1.3125958,0.6349539,0.9481358,0.8631669,0.8188239,0.92238724,1.0049931,0.65061736,0.85373545,0.86702013,1.2065998,1.1877227,1.0370369,1.0902896,1.3312197,1.2489829,0.5255699,1.1633962,0.7612065,1.1075623,0.7937522,1.248134,0.4894657,0.9784939,1.0286952,0.8067125,0.9153754,1.2073728,1.298663,1.3867235,0.7264661,0.67294073,0.7001655,1.2061404,0.89422536,1.1392813,1.3924716,1.2098275,0.9821383,0.7401751,1.1484251
face,0.80799925,1.0776713,1.135445,1.1012818,1.2430066,1.3136288,1.0781863,0.69919837,1.1418381,1.0215807,0.7469695,0.9573293,0.9895537,1.1899594,1.2083201,1.2279049,1.1133415,1.0663177,1.2254941,1.401712,1.0965991,1.3344895,1.1332929,0.79480565,1.210695,1.150532,0.8023099,0.9432511,1.0233717,0.57404983,1.2502401,0.85914755,1.3010371,1.1526616,0.8084847,0.9950521,1.050463,1.0107905,1.0524627,1.1463983,1.1482043,0.0,0.89173466,0.7804453,1.2106245,1.1067283,1.1876727,0.9292222,1.0128155,0.78311276,1.174748,1.1282843,0.2619381,0.8338388,0.9038599,1.002203,1.1457988,1.1189077,0.35431927,1.1038082,0.89411926,1.2591895,1.2737923,0.9392624,0.9708114,1.0192096,1.1685828,0.7588464,0.7811023,0.9246332,1.0602902,1.3643303,1.0839523,1.1466388,1.1136558,0.84065044,0.82266325,0.9402321,0.8691902,0.8801771,1.1859355,1.1381534,1.0998787,1.3738871,1.1210628,1.1962576,1.0969605,1.3423259,1.2234781,0.94258124,0.91962415,0.9897475,0.8215989,0.9353952,0.62541705,1.306752,1.0053288,1.2720668,0.94340074,1.2620323,0.996084,1.2612877,1.2005951,1.0810928,1.2774441,1.0746843,0.86208993,0.72101474,0.8853278,1.2319181,1.0430768,0.92797023,0.87524015,1.3779993,0.97079325,0.87578833,0.9424769,1.1166584,1.0981045,0.9003952
finger,1.1831219,0.69668704,0.9542515,0.7569711,0.8885542,1.1579006,1.182292,1.2175839,0.80931896,0.97478086,0.8393424,1.3357494,1.1841986,1.2211251,0.8926276,1.2244539,1.3045946,0.9823306,1.2882633,0.9908065,0.8180589,0.9175936,0.9161883,1.0553575,1.1879965,1.0646731,1.0541661,1.3045537,1.1825205,1.142167,0.6491194,1.2914097,1.0385088,1.2400213,1.0976617,1.2630163,1.2190543,1.183855,0.98312426,0.7415519,0.6914418,0.89173466,0.0,1.1433192,0.93221855,1.2161702,1.3123033,1.2242646,1.2311221,0.34368432,0.7552822,0.79112864,0.62590075,1.1352696,0.74795306,0.4282534,1.0410231,1.2040412,1.0298458,1.3324687,0.988323,1.1237853,1.0292583,1.1373378,1.1172647,1.0087823,1.1187316,1.0620561,0.6405102,1.0685562,0.50589216,1.188126,0.37388206,0.86286664,0.48793828,1.1313076,1.0871849,0.925822,0.98577666,1.1638942,0.7480308,1.0272188,0.80594945,1.0015999,1.2034594,1.2563463,0.5041294,1.1392647,1.0254371,1.2401952,1.2293454,0.99835396,1.0059264,1.1403561,0.929774,0.67305875,1.0032398,1.0587494,1.1107975,0.89510643,1.255898,0.5437212,0.92992693,1.1847482,1.225138,0.85181046,1.01789,1.0865738,1.35847,0.9988419,0.25240636,0.42932296,1.012974,1.1042203,1.1907462,1.2446655,1.2271028,1.2768314,0.55842257,1.1984729
firetruck,0.7861149,1.2330143,1.1224055,1.1329633,1.225456,1.1984187,0.8627594,0.7199766,1.1645257,0.92255265,0.87533146,0.9231884,0.947488,1.2079456,1.2330912,1.1141142,1.0554224,1.2487843,1.0663555,1.2066469,1.1292424,1.2313455,0.94191253,0.82141495,0.93477887,1.2126851,0.656893,0.80557597,1.1527731,0.774058,1.2578886,0.69485134,1.1659722,0.9821195,0.9174781,1.1147667,0.84529245,0.952526,0.8998595,1.277178,1.2228756,0.7804453,1.1433192,0.0,1.2092712,1.1097071,1.0770023,1.0625561,0.92614263,1.1827133,1.1709127,1.1724603,0.86198854,0.95068985,0.98188186,1.3233769,1.0918957,1.0119748,0.603907,0.9794286,0.63970983,1.1404084,1.2082254,0.85849214,1.0676006,1.000132,1.1039776,0.6413026,1.0517939,1.055596,1.1902285,1.2581348,1.2843324,1.2788894,1.2819898,0.81695396,0.8560453,0.8970932,0.6843112,0.92377776,1.1689686,1.1321049,1.168071,1.3172898,1.0811418,1.1168107,1.2241349,1.2435627,1.1485496,0.8356017,0.89742714,0.75156534,0.8488779,0.93201935,0.5840389,1.2998843,0.8949635,1.1220206,0.7443044,1.1852537,0.90249276,1.3365009,1.2253412,1.0963696,1.1290281,0.9979926,0.79382324,0.60502994,0.7765856,1.278539,1.2226012,1.1287551,0.9853396,1.319112,1.0207722,0.88347393,0.94038117,0.9249921,1.1815996,0.71987855
fish,1.3618838,0.882768,0.8892595,0.94215953,0.8199879,0.66555,0.99645764,1.3212177,0.3911122,1.0057802,1.2690318,1.213054,1.0949947,0.928698,0.63377064,0.9483986,1.1282426,0.96385187,0.8367648,0.6249776,0.8032207,0.5331691,0.62552935,1.1658592,1.0742584,0.83864504,1.1254168,1.2555313,1.0905833,1.2746916,0.5602107,1.3196546,0.72576314,1.0436633,1.1865612,1.197304,0.87702554,1.0829104,1.1557221,0.8358021,0.7016903,1.2106245,0.93221855,1.2092712,0.0,0.9015352,0.88551235,1.1218889,1.0696933,0.8573787,0.9199079,0.94522965,1.2342085,1.339112,1.2394714,0.7061465,0.9049963,0.98971534,1.3047895,1.1622478,1.1830357,0.6725275,0.53386396,1.1581339,1.0512604,1.1399711,1.0337219,1.210381,1.0595021,1.2511785,0.67057633,0.8171997,0.7458924,0.6912912,0.82517266,1.0308031,1.1291025,1.2630888,1.2144085,1.1844448,0.83566415,0.81933165,0.5318054,0.6384957,0.83464384,0.98513824,0.86270225,0.82900834,0.7334501,1.0242641,1.2445601,1.0828227,1.1481652,1.2571772,1.2027657,0.6827487,1.1335646,0.99729514,1.1449552,0.41705918,1.2225785,0.58379686,1.0606948,1.1157345,0.780036,1.0635285,1.2194831,1.2705224,1.3246331,0.78581786,0.9009139,0.9665894,1.2030982,0.74847555,1.1694402,1.3503747,1.0450705,1.0373541,0.64512795,0.8446432
flower,1.1957215,0.83812606,1.0631245,0.9694306,0.92487997,0.6083956,1.1442186,1.2195718,0.8933797,1.1451464,1.358083,1.1330557,1.0854785,0.8045575,0.70047575,0.7881936,0.91715866,1.044632,0.8369644,0.7004262,1.0557069,0.8429756,0.7806432,1.1485273,1.0065192,0.886582,1.1849209,1.0445445,1.0046113,1.1577845,0.8986672,1.1985288,0.6584742,0.9046211,1.0936188,0.9623504,0.90984184,1.0583184,1.0952828,0.9026791,0.9040056,1.1067283,1.2161702,1.1097071,0.9015352,0.0,0.8724085,1.0658389,0.7924371,1.082817,1.0540447,1.0963796,1.1939185,1.1999503,1.1683497,0.93282235,0.94654375,1.0270354,1.1655985,0.9115356,1.320421,0.8407159,0.7451484,1.1803904,1.0370296,1.1718745,1.0132959,1.1742772,1.057824,1.1340778,0.9674615,0.93158144,1.0367315,0.93125683,1.0138332,0.95080066,1.078067,1.2750155,1.2978055,1.1780176,0.87161076,1.009221,0.9357945,0.8323798,0.24891359,0.8403917,1.0477067,0.78707576,0.7607886,0.89320064,1.0444058,1.2475663,1.231634,1.1397052,1.2588787,0.9889821,1.0366155,0.8027061,1.0151217,0.7887755,1.0038074,0.96554613,1.1036704,0.8188679,0.86467457,1.0359913,1.153264,1.1592424,1.1132929,0.8882925,1.1942259,1.1456983,1.2869554,0.8876023,1.025231,1.1504216,0.6178032,0.7668674,0.93385774,0.89495385
fork,1.2686832,0.968454,1.031662,1.0013301,0.71568376,0.61553466,1.1224725,1.240118,0.95011795,1.2837553,1.3729234,0.9932781,1.0625837,0.6749873,0.9130274,0.40724158,0.8565343,0.83201593,0.741728,0.8735615,0.98046863,0.9223628,0.8576913,1.2822908,0.8597225,0.7439404,1.2013054,1.0802938,0.7870888,1.2842411,0.89328176,1.1049209,0.63341284,0.8056923,1.2301431,1.0409118,1.0339173,1.0284531,1.2306019,0.8683759,0.9245164,1.1876727,1.3123033,1.0770023,0.88551235,0.8724085,0.0,1.1053157,0.63563675,1.119137,1.1923057,0.95353764,1.3439846,1.1899519,1.1818596,1.1010141,0.9883227,0.9630898,1.2960958,0.7786533,1.4461639,0.16190886,0.66755897,1.0632911,1.0137264,1.2530923,0.87759894,1.2827084,1.1289312,1.2303066,1.0831904,0.6579966,1.0878862,0.95249265,1.06514,0.9586445,1.1915759,1.3185507,1.4457555,1.0332617,0.73354805,0.64749885,0.99053264,0.80419874,0.9773445,0.37486506,1.1082544,0.89391834,0.8380609,0.9132501,1.1756353,1.0911213,1.2393115,1.0626477,1.3383772,1.0781848,1.1789513,0.78847086,1.0317937,0.7746464,1.0533834,1.0105323,1.1091971,0.6131201,0.10788548,1.1738714,1.2997661,1.3115468,0.8714299,0.76166093,1.2692769,1.0056492,1.0451534,0.5728892,1.0215117,1.1679593,1.1069361,0.8507528,1.0622661,1.0249838
frog,0.29108346,1.1990714,0.9706146,1.1842754,1.0752082,1.1428883,1.0179971,0.7932509,1.274758,1.1277195,0.82820725,0.7419972,0.79599965,1.0616728,1.3231827,1.1961266,0.97834307,0.9740425,1.1653478,1.2982031,1.0452708,1.4337288,1.2581769,0.39947534,1.0933465,1.1148058,0.99789315,0.8974065,0.93232906,0.81390077,1.3284667,0.870013,1.2729273,1.1658938,0.29565716,0.2733401,1.2295854,0.96263605,1.034078,1.2171276,1.0353053,0.9292222,1.2242646,1.0625561,1.1218889,1.0658389,1.1053157,0.0,0.9652671,1.237743,0.8761704,0.9319123,0.9869022,0.6555265,0.8205846,1.3100489,1.0803652,0.92237777,0.92446995,1.0608724,0.9468868,1.2170086,1.3335402,0.7656884,0.9064912,0.56461734,1.1143596,0.8856569,1.1077155,0.4144175,1.3082962,1.1608313,1.3107911,1.1130879,1.2076381,1.1030477,0.5627688,0.74720585,0.96292734,0.73790956,1.2005357,1.1646407,1.220885,1.1474652,1.0888855,1.1762049,1.224019,1.1052246,1.2670021,1.2156372,0.80498457,0.8735611,0.8403063,0.7902596,0.9508125,1.2612817,1.0427464,1.1046622,1.0698748,1.3286078,0.7716563,1.2853799,1.0190506,1.0609219,1.1827112,0.9595196,0.9050496,0.88563955,0.89657897,1.1665491,1.229609,1.1474167,0.7633532,1.2109333,0.6355277,0.58608,1.0749236,1.1799514,1.2935426,1.137407
