,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
strawberry,1.2974113,0.824234,0.6192405,1.0527393,1.2572155,0.8584566,0.6639694,0.89192295,1.0937384,1.420598,1.3591475,0.32814872,1.303903,1.2387426,1.030802,1.437409,1.234674,1.1373795,0.55820584,0.99974227,1.3437648,0.893758,0.96752405,0.91891533,1.1104584,0.8481842,0.7906569,0.27540255,1.2969378,1.0469673,1.1130016,0.66522205,0.85192823,1.1052468,0.74919426,1.1846657,1.0520749,1.2432464,1.1671543,0.4210416,1.4377766,0.56738096,1.0914016,1.2466251,1.2983555,1.0463431,1.2105312,1.2482352,1.2353307,0.5632361,0.49732685,1.1394426,0.60914147,1.0607009,0.48794746,0.52486455,0.5852343,0.7326695,1.031604,0.80834943,1.0969938,1.0428628,1.1519902,0.5963274,0.79221475,0.85418624,0.8578895,1.104634,1.1313959,0.43840075,1.2132227,1.2624645,1.3025932,1.0828273,1.3703218,0.89644885,1.069485,0.62011313,1.2272367,1.1208804,1.1309718,1.0152906,0.77713263,1.0591072,0.33370084,0.9156445,0.6033558,0.49719697,0.59749675,1.2892408,1.0472968,1.3346335,0.9924508,1.414573,0.6240755,0.7127036,0.83331686,1.0925833,1.0903919,1.2183064,0.7285487,0.970022,1.1703662,0.90459734,1.2498735,0.47228932,0.40769207,1.245753,1.0891113,1.3474908,0.98297906,1.1187145,1.2933861,1.0567148,1.1229206,0.9428313,1.1905956,1.276602,1.2839206,0.673701,1.2004493,0.396226,1.0257455,1.2357132,0.8287529,0.77649224,0.0,1.3085394,1.2333086,1.3895876,0.73247117,0.5011553,0.72500265,1.10631,0.997213,1.0228634,1.3488734,1.1351566,1.1332238,1.1549414,0.39824617,1.302884,1.2103736
stroller,0.99765,1.181463,1.2875104,1.0965518,0.8590876,1.0363834,1.2178054,1.2108585,0.8666591,0.83098316,0.65826863,1.3211213,0.8992726,0.75461227,1.0103693,0.6344995,0.70890325,0.876119,1.2142657,1.122879,0.6694335,1.2478796,0.9088351,0.99839145,0.95156306,1.0643824,1.086064,1.3480253,0.95316845,0.8729245,1.055963,1.1415374,1.0707799,0.8482955,1.2271986,1.0555772,1.0601679,0.7695432,1.1392913,1.3148909,0.5097226,1.2291622,1.0457046,0.99903107,0.8818448,0.88806427,0.91705567,0.9267459,0.79038244,1.1875081,1.3342495,1.0100636,1.2673064,0.8810498,1.3385189,1.3750784,1.1822896,1.2399849,1.1359556,1.2330434,0.88799906,0.986605,0.8419435,1.1907696,1.2698673,1.2123789,1.0376283,1.0572841,1.0532438,1.2166578,1.003817,0.8093938,0.5627115,0.8110515,0.6888695,1.2501583,0.94358355,1.2308927,0.8884204,1.1151323,0.9985649,1.1157186,1.1155478,1.0950874,1.3012521,1.1414138,1.0339698,1.2707897,1.3191491,0.9369629,0.91487455,0.66964823,1.0054833,0.7127091,1.2838949,1.2369188,1.1982152,1.0571114,0.9511037,0.9914359,1.1266545,1.1526788,1.0525053,1.1155515,0.7764172,1.2193493,1.2612877,0.90730965,1.0880914,0.8904244,0.98776025,0.8659536,0.7222233,1.082487,0.96047205,1.1934042,0.91473067,1.0203463,0.6416191,1.2742325,0.9284881,1.2985995,1.090854,1.0240916,1.256105,1.1716533,1.3085394,0.0,0.67598844,0.6485082,1.153151,1.3448918,1.1754892,1.0267073,1.0057406,0.7491158,0.74863833,0.86703753,0.8768585,0.8887616,1.3146334,0.7807863,0.9330803
sweater,0.8849254,1.1727045,1.1653216,1.0526257,0.5732226,1.228111,1.3565016,1.2052734,1.3243048,0.58463115,0.40814543,1.372924,0.48920536,0.41522658,1.2341247,0.6326275,0.9321949,1.1141716,1.3061829,1.287243,0.8931927,1.1932216,1.1059519,1.3346493,1.1432235,1.3507924,1.2786396,1.3036675,0.7547258,0.98861015,1.0191803,1.3771324,1.2523456,0.3704213,1.1814241,1.1527772,1.1707733,0.34279913,1.0239487,1.4201319,0.745677,1.4656584,1.1738282,0.8603761,1.1003065,1.0426362,0.76266676,1.1273024,0.37058556,1.1212325,1.3189356,1.0381904,1.2692459,0.8929867,1.2349343,1.3811193,1.3288168,1.2106624,1.0631505,1.4025109,0.8861233,1.0421995,0.9151038,0.98080814,1.1746128,1.3145832,0.7006518,0.918254,0.816113,1.2552552,1.1358314,0.85173035,0.24533653,1.0372814,0.4123866,1.1543576,1.140772,1.4112035,0.8551334,1.0926926,0.94255126,1.094852,0.98113483,0.9485664,1.2408224,1.2677597,1.1375732,1.3475226,1.2141675,0.7206178,0.8863442,0.2778728,0.5756681,0.7207995,1.4348638,1.4196295,1.1883923,1.2245585,1.0112537,0.8986376,1.3054272,1.1696709,1.2290196,1.0453396,1.0484042,1.4234227,1.2853129,0.81060654,1.1590571,0.789522,0.94773793,1.2673147,0.1893853,1.2685626,0.55251205,1.2694738,0.8958403,0.9505052,0.52380025,1.4577932,0.895345,1.3987722,1.1883099,0.9153283,1.3548174,1.1554,1.2333086,0.67598844,0.0,0.47616744,1.4317068,1.2085427,1.1366866,1.1452575,1.1226003,1.2971693,0.85761476,0.79330814,0.9726171,1.2525109,1.3311732,0.65745544,1.0285866
table,0.7472346,1.27664,1.3852711,1.0547729,0.55569834,1.2428063,1.4168884,1.319998,1.1242647,0.3924172,0.28854775,1.4704766,0.356449,0.5937706,1.1700178,0.42756528,0.6176225,0.6289615,1.3563608,1.1991651,0.3915577,1.3433068,0.9785268,1.1385163,1.208477,1.2141943,1.242301,1.5136833,0.8137941,0.84119564,1.0056205,1.4288402,1.2295656,0.6942673,1.1975849,1.0458472,1.2740108,0.35187334,1.0694203,1.515202,0.36516255,1.4656657,1.178911,0.8125691,1.0819926,0.9709145,0.6080276,0.8893133,0.60137916,1.2948275,1.495229,1.0050964,1.3902676,0.84700865,1.4414005,1.4653707,1.3883648,1.3594389,1.1375246,1.3919511,0.76976395,1.0033612,0.7969446,1.2227086,1.2862759,1.2511377,0.9305067,0.98401034,0.88843143,1.4337835,1.0739261,0.71964705,0.5595927,0.7552563,0.5561512,1.1869702,0.9533009,1.4016478,0.8543196,1.1257437,0.911127,0.98246694,1.1858763,1.0226294,1.4451528,1.2718878,1.324115,1.4323037,1.4171107,0.57362723,1.0747207,0.4606325,0.74422777,0.31277132,1.4270885,1.3547208,1.3522717,1.157112,0.92847955,0.86298287,1.3496722,1.1358967,1.1604669,1.1169,0.97022307,1.4506059,1.4151866,0.58459955,1.1300929,0.90165246,1.0996407,1.2149434,0.46862668,1.238899,0.7045003,1.2302214,0.8591197,0.74192727,0.36820507,1.5300314,0.80655587,1.507285,1.2397845,0.8980527,1.4471331,1.2967458,1.3895876,0.6485082,0.47616744,0.0,1.4484081,1.4133524,1.2393537,1.1121368,1.1760689,1.0444667,0.483276,0.85955286,0.8386901,1.1590704,1.5086405,0.542644,0.9262584
tape,1.3335285,0.7377876,0.67645645,0.97316283,1.5104011,0.5176221,0.5088541,0.8075003,0.51653314,1.3928132,1.4240255,0.62220156,1.4429386,1.4269047,0.9404251,1.3679947,1.1917349,0.960834,0.6176541,0.42458105,1.2053344,0.8089941,1.0104375,0.63090456,0.89808244,0.69448876,0.7580089,0.6482233,1.3406264,1.0154482,1.055407,0.43646002,0.7731328,1.2747532,0.7550752,1.0949621,0.76047355,1.4468651,1.0478784,0.52408004,1.2793764,0.23737657,0.9179532,1.2696475,1.0083976,0.98093134,1.3677812,0.96284866,1.4614164,0.9901374,0.47344875,1.1269286,0.6756786,1.1352675,0.82233304,0.6352365,0.6474837,0.9224489,0.88508004,0.6034571,1.1887791,1.1652843,1.1495861,0.97271216,0.8975175,0.7474691,1.2007364,1.1191127,1.3520827,0.49972522,0.959589,1.2796601,1.3639544,0.9589665,1.467101,1.0469877,1.0395688,0.5328015,1.1847129,0.86455834,1.0590155,1.0408856,1.1169055,1.0598314,0.63269603,0.7471975,0.812209,0.6112189,0.63393414,1.315037,1.1007186,1.5420294,1.4015653,1.3716028,0.6756383,0.65519685,0.8350613,0.8542052,0.96502,1.0441757,0.6716988,0.676867,0.94095194,0.9861194,0.7670497,0.5324303,0.6232916,1.2795687,1.0495056,1.2630584,1.2141815,0.8142709,1.5370905,0.7720779,1.4947841,0.8137217,1.1880373,1.0181077,1.3738086,0.40270513,1.1121482,0.48046672,0.86236984,1.0282887,0.61317474,0.7784753,0.73247117,1.153151,1.4317068,1.4484081,0.0,0.85152215,1.0083601,1.1126587,0.87004125,0.6055333,1.0738208,1.1484901,1.1232644,0.88147086,0.6458223,1.4151566,1.2070206
toe,1.211662,0.3600331,0.77079546,1.1374345,1.0227035,1.056111,0.80764073,0.9390951,1.1361194,1.3232559,1.3247738,0.5447049,1.2790704,1.2002031,1.018266,1.3919396,1.2993177,1.2332826,0.7064666,1.1276735,1.4453247,0.8932961,1.0717475,0.9867177,1.0194364,0.89018846,0.9049435,0.35245186,1.1513655,1.0829815,1.1806576,0.82062364,0.85733867,1.1261803,0.66817653,0.9443572,0.98005116,1.249021,1.1565322,0.51245975,1.4915684,0.7064389,1.0354484,1.2770072,1.1207902,1.0563291,1.3037173,1.1871877,1.2264805,0.48936248,0.620013,1.1517406,0.6217341,1.083409,0.17800033,0.72099197,0.8651189,0.37557793,1.0481107,0.9425379,1.195732,1.0288004,1.2492744,0.56633294,0.67779106,0.8526076,0.8294628,1.2207887,0.6883309,0.63374084,1.1126028,1.3305521,1.2250543,1.2236156,1.1924236,0.74095416,1.1443881,0.6711638,1.240473,1.1872392,1.1118752,1.0291187,0.5827592,1.0810564,0.38690943,0.8850299,0.49551356,0.6010239,0.7691152,1.346235,1.0609978,1.2346808,0.9889291,1.4255526,0.6119698,0.67800283,0.70666367,1.0094359,1.155244,1.2197676,0.8983934,1.1437759,1.0861676,0.7463566,1.2152689,0.65841585,0.5505346,1.3245008,1.1019112,1.2164414,0.89841753,1.0389171,1.2246445,0.7888181,1.0614371,0.9260645,1.2071629,1.3035264,1.2417074,0.52757,1.2050648,0.60256946,0.70883447,1.2555962,0.8342824,0.81337863,0.5011553,1.3448918,1.2085427,1.4133524,0.85152215,0.0,0.49242496,0.96163327,0.9570801,1.1355901,1.4526107,1.107015,1.226109,1.0916247,0.38530654,1.3468008,1.1223013
tooth,0.9964462,0.73285544,0.9141838,1.0543249,0.90793663,1.1484971,0.984059,0.84051394,1.1119586,1.059894,1.1342673,0.7182792,1.1295774,0.9291553,1.0599929,1.1946478,1.1588905,1.2803459,0.8328081,1.1258048,1.300154,0.9519489,0.94552785,1.0858313,1.127769,1.062592,0.95704305,0.6686286,0.9958804,1.1583493,1.0990878,1.0085045,1.0358745,1.0785878,0.8824867,0.8797629,1.0928633,1.1139634,1.0867255,0.6253847,1.2527475,0.88644,1.0682852,1.0290356,1.163919,1.1703663,1.1880667,1.1576649,1.0817862,0.7211181,0.79670775,1.121142,0.8425089,1.1848247,0.49220133,0.8590399,0.9897905,0.5849122,0.74202025,0.9901851,1.1841475,0.98257065,1.105536,0.8351978,0.676142,0.82868266,1.0491552,1.1246741,0.72726583,0.8447062,1.1694423,1.0199174,1.0150459,1.2742097,0.97278416,0.576943,1.1600741,0.8733005,0.98515487,1.1962394,1.0325499,1.0768347,0.70238096,1.0247281,0.58913124,0.899369,0.7156751,0.83958316,0.98563695,1.1891901,1.0607381,1.0216088,0.922092,1.2421591,0.70166004,0.76058394,0.73991203,1.1382582,1.1590284,1.1199093,1.0067394,1.1519197,1.1555315,0.9751814,1.1529629,0.8777499,0.7229276,1.2330856,1.1315073,0.9823131,0.74160147,0.79565316,1.079441,0.9193028,1.00158,0.8638192,1.1781621,1.1223422,1.0997268,0.6882714,1.0811486,0.91674083,0.7745751,1.1567458,0.72725564,0.89624447,0.72500265,1.1754892,1.1366866,1.2393537,1.0083601,0.49242496,0.0,0.55571437,1.0103505,1.2105889,1.3004012,1.0272609,1.2140942,1.1027449,0.57799685,1.2455161,1.0276111
toothbrush,0.97643226,1.0155991,1.0513531,0.8103987,0.74876297,1.1159433,1.0914673,0.7082226,0.9761565,1.0350626,1.138152,1.1180669,1.1339679,0.89695275,1.0444998,1.0613867,1.0137819,1.0167906,1.0576475,1.0014904,1.0591737,0.8450972,0.77307713,1.0273745,1.1010519,1.0658281,1.1141182,1.0073016,1.0324745,1.1342342,0.91435856,1.0766393,1.0216666,1.2179921,1.1174546,0.7668075,1.0205472,1.1557045,0.8360616,0.87918186,1.0839375,1.059748,1.0658076,0.74685454,0.8615575,1.061396,1.0865865,1.0508256,1.0870351,1.0207058,1.1137098,1.0877149,1.2405214,1.1060373,0.8664676,1.12153,1.025696,0.8560221,0.5176778,1.0830661,1.1325408,1.0111887,1.068304,1.030058,0.7720764,0.6361787,1.1243323,0.83592916,0.5720015,1.0909712,1.1528338,0.84340173,1.0812196,1.0407802,0.910318,0.506542,1.0135375,1.0739335,0.79465944,0.9421176,0.93220353,0.9718073,0.89390004,0.8825405,1.0697725,0.97412485,0.96087927,1.1799835,1.124409,1.1369643,1.1770257,1.0127398,1.0792156,0.973733,0.7407915,0.73138237,0.803551,1.1574812,1.0728356,0.97101253,1.0174142,1.0278172,1.1428165,1.0193722,0.960855,1.2187983,1.1507056,1.0943252,1.128122,0.8233241,0.6944865,0.5711666,1.0999807,0.95575523,1.0423279,0.7079907,1.1050498,0.941702,1.0411254,0.9909387,1.1264845,1.1755627,0.81342906,0.9524888,0.5657848,1.0319395,1.10631,1.0267073,1.1452575,1.1121368,1.1126587,0.96163327,0.55571437,0.0,1.0297308,0.9753809,0.9548812,1.0879209,1.0645899,0.84928143,0.9867634,1.1272292,1.0607857
towel,1.0617524,0.7951113,1.1605904,1.2157732,1.2081565,1.0414987,0.85242933,1.1061566,0.76867473,1.030846,1.0259372,0.8176213,1.0569826,0.8947156,1.017264,0.8466066,1.089531,1.0272539,0.8248377,0.901428,1.1524162,1.0797315,1.1431996,0.6343455,0.6437519,0.56827056,0.78364885,0.9449783,1.0703807,0.46619767,1.1186901,0.75890553,0.7245913,1.0720203,0.9779935,0.94828176,0.8648885,1.1172235,1.1489418,0.86317503,0.99851817,0.75321364,0.95700824,1.1862795,0.9333305,1.1484895,1.0230147,0.8551986,0.96839374,1.0944651,0.949857,1.0606109,0.92618304,1.1994202,0.9558078,0.7834584,0.9096097,0.60652584,1.0326893,0.9436179,1.0818541,1.117549,1.118347,1.1119885,0.5050655,1.1018565,1.2405404,1.2264863,1.2357901,0.8396856,1.0951767,1.2144921,1.0569347,1.151974,1.0475955,0.9482367,0.8023185,0.7230051,1.2106898,1.0874687,0.7886442,1.0489135,1.1124288,1.2183733,1.0421181,0.094744086,0.85474265,0.86403453,1.0546364,1.1078938,0.7919543,1.0113851,0.87358457,1.2593362,0.70990205,0.7735307,1.113164,1.0868945,0.45502222,1.3092898,0.9189873,1.0748267,1.0245126,1.0677111,0.6309222,0.80149853,0.9932296,0.9046599,1.133507,1.1545231,0.8441603,0.9788101,1.1038476,0.7947463,0.9554633,0.75631034,1.1230431,0.9542142,1.2530212,0.66937673,0.98190075,0.77086556,0.41914856,1.247434,0.95837766,1.1082759,0.997213,1.0057406,1.1226003,1.1760689,0.87004125,0.9570801,1.0103505,1.0297308,0.0,1.0338422,1.2527463,1.0584741,1.1359688,0.7545403,0.95301574,1.1227968,1.1485711
toy,1.1673659,0.95189357,0.8324065,0.94890064,1.253233,0.51639676,0.74790394,0.8245552,0.612904,1.3675289,1.1683574,1.052574,1.3240534,1.3486832,0.8651529,1.0282996,0.7386895,0.57073545,0.8851895,0.9536307,0.7112644,0.9664555,0.8321998,0.82300353,0.89067477,0.95473605,0.99509066,0.9762103,1.358413,1.0444435,1.016611,0.7202674,0.93091065,1.2925142,1.1648756,1.0498096,0.8818038,1.2500937,1.0720834,0.8474607,0.9071579,0.7404902,0.81699723,1.1723466,0.72374314,0.5956649,1.3541272,0.9896981,1.3883507,1.1344281,0.8926175,0.9417244,1.0394504,0.79768384,1.1402794,1.0177399,0.7932849,1.2275623,1.136539,0.69834477,0.9940098,0.98477143,1.1810861,1.1579814,1.0645413,0.7343434,1.1467438,0.9973478,1.2031758,0.8193746,0.8019202,0.9864312,1.2378747,0.50508004,1.3452756,1.3015637,1.027148,0.9279991,1.2134807,0.9262642,0.9226841,0.9034449,1.1534396,1.2219697,1.024526,1.0379094,1.005436,0.9749414,0.9026597,1.292164,1.1406252,1.3923624,1.4876862,0.86970276,0.9880122,0.927796,1.0124815,0.65953434,1.0313901,1.0826905,0.8021292,0.92866176,0.7513115,0.9521992,0.75170577,0.9469622,0.9569865,1.2288511,0.84167147,1.2093009,1.2730217,0.67770994,1.3991864,0.8685397,1.4709799,1.0412328,1.1733797,1.2745359,0.93582726,0.84216124,1.2205937,0.86784804,1.0708332,1.1836797,1.0081161,0.94533587,1.0228634,0.7491158,1.2971693,1.0444667,0.6055333,1.1355901,1.2105889,0.9753809,1.0338422,0.0,0.74301124,1.173305,0.97406745,0.7929188,1.080981,1.296658,0.90832937
tray,0.9277886,1.2651736,1.0951262,0.7987186,0.8244989,0.96559405,1.2389717,0.98363984,0.9770007,0.82833767,0.6589037,1.4743649,0.8496145,0.88866997,0.94737756,0.6236115,0.64275086,0.47969985,1.2758114,0.760855,0.37153614,1.0492593,0.96540153,1.0765927,1.0976737,1.2263356,1.3237133,1.453778,1.1421283,1.2059529,0.7367078,1.2647073,1.2372053,1.0379943,1.2410941,1.0287136,1.2157364,0.78204775,0.8106341,1.3969209,0.5707857,1.1716927,1.1107183,0.76359093,1.0033977,0.8634516,0.9776482,0.9741091,0.94588625,1.2813324,1.2918532,0.9893764,1.3626311,0.836359,1.483452,1.3418972,1.2168019,1.4401759,1.0061735,1.1592107,0.82300055,1.0344616,0.88903785,1.2587183,1.3688598,0.89911073,1.0586194,0.7042161,0.9626304,1.3677402,0.9847496,0.7798798,0.8366902,0.543067,0.819492,1.2607006,1.1475323,1.3688998,0.7264627,0.74792475,0.9726509,1.0061433,1.1588138,0.958857,1.4113948,1.3116505,1.4207401,1.3809506,1.1417301,0.8380207,1.104353,0.8568505,1.1947181,0.28790367,1.3720613,1.2977139,1.1343821,1.0154078,1.0824101,0.6408126,1.211371,0.6640073,1.0529261,1.0491726,0.915043,1.392072,1.381557,0.9344215,1.0268818,0.7937952,1.2192807,0.9847382,0.85709494,1.0808676,1.0360163,1.1754731,0.8506069,0.76230955,0.6462056,1.3887067,0.9664392,1.3542461,1.2726357,0.66258174,1.1512847,1.1412301,1.3488734,0.74863833,0.85761476,0.483276,1.0738208,1.4526107,1.3004012,0.9548812,1.2527463,0.74301124,0.0,1.0453919,0.8913718,1.172332,1.5104228,0.800281,0.92193615
tree,0.9785781,1.1635948,1.1948402,1.0741296,0.94222695,1.1531328,1.1263263,1.1964602,1.0970584,0.77382517,0.84664476,1.0373824,0.8323401,0.83458006,1.0565822,0.8746884,0.98132384,1.0363212,1.0072945,1.1429927,1.0155116,1.2224681,1.0846536,1.0325844,1.0084784,1.0538613,0.8602517,1.0518879,0.7540848,0.9933098,1.068608,1.0415871,1.0355107,0.73341763,1.00979,1.0951862,1.1108407,0.9011182,1.1441512,1.0567082,0.9169926,1.1176512,1.1041844,1.041151,1.0992484,1.0712432,0.8683039,1.0697762,0.7612932,1.0559886,1.1511573,1.0629607,1.100729,1.0263737,1.0741657,1.0407087,1.002839,1.0891055,0.95476055,1.0739672,0.9750994,1.0494933,0.7339393,1.0403208,1.1201186,1.2042575,0.9564183,1.1412036,1.0439985,1.0507456,1.091919,1.0171036,0.7256437,1.1294565,0.8110168,1.0485355,0.96204805,1.0797235,1.0226055,1.1653194,1.1211681,1.1311314,1.0047542,1.1483918,1.0281036,1.0704979,1.0105969,1.1080881,1.2124419,0.938205,0.870767,0.7484398,0.7691312,0.9832805,1.021936,1.0142523,1.1790168,1.1036036,1.0305569,1.0394047,1.0087924,1.107477,1.1274791,1.126648,1.0884571,1.0443108,1.0618354,0.94202155,1.1220572,0.9505332,0.9573393,1.0636114,0.7616452,1.0937392,0.8503916,1.1687179,0.88990414,0.9219096,0.87961423,1.0932404,0.81148416,1.1466794,1.0276668,1.0263954,1.0796798,1.1240174,1.1351566,0.86703753,0.79330814,0.85955286,1.1484901,1.107015,1.0272609,1.0879209,1.0584741,1.173305,1.0453919,0.0,0.7289883,1.042291,1.0272882,0.8568126,1.0516002
truck,1.0214765,1.3275563,1.2033077,0.883323,0.9671322,1.167417,1.1866915,1.051256,1.0080925,0.81843835,0.987135,1.0601077,0.8943937,0.9685706,1.0419593,0.9830279,0.84141713,0.9281115,1.0686946,1.0962276,0.8286835,1.158622,0.8581878,0.94984883,1.1378245,1.0066345,0.8111228,1.1186203,0.7964672,0.9909377,0.9740671,1.0779873,0.9918615,0.76251256,1.0209899,1.0400112,1.2260714,1.0031767,1.0696555,1.0970182,0.7482587,1.1253366,1.0773821,1.0582943,1.0425392,0.94787747,0.7488295,0.91929924,0.89868706,1.0436919,1.2408586,1.028554,1.2222098,0.9293278,1.2030299,1.0593525,0.9604366,1.1875604,1.0432007,1.0415585,0.9948148,1.07067,0.5278257,1.0109321,1.1754029,1.1041979,0.99023473,1.064368,1.0566852,1.1507511,1.1055876,0.91531575,0.9721637,1.0060371,0.98260033,1.1135236,0.8303582,1.0970939,1.0129862,1.1518239,1.1668302,1.0089211,1.042736,1.164922,1.1363218,1.1249061,1.1579121,1.2030604,1.2112194,0.85416126,1.0679617,0.9125097,0.91558206,0.9238943,1.0352,1.0413947,1.106353,1.1118181,1.0925359,0.89298207,0.9555623,1.0169002,1.1104136,1.192765,1.106307,0.986548,1.0797157,0.7951623,1.0720835,0.94338185,1.0266066,1.0286967,0.90309674,1.1697488,0.8764523,1.1264731,0.7367395,0.8715854,0.92038333,1.1713083,0.92515004,1.168179,1.1057664,1.0657705,1.1105474,0.8681774,1.1332238,0.8768585,0.9726171,0.8386901,1.1232644,1.226109,1.2140942,1.0645899,1.1359688,0.97406745,0.8913718,0.7289883,0.0,0.996384,1.1038743,0.77370477,1.0696918
vacuum,1.1943846,0.9489262,1.175231,1.1782134,1.1241956,0.9704211,0.89601403,1.0589615,0.6232056,1.0792675,1.2107677,0.88247484,1.047814,1.2479409,0.9650147,1.1269139,0.9717893,0.9282826,0.8754314,0.9540378,0.9911069,1.1617899,0.9125415,0.6552112,0.84355533,0.5983951,0.61701465,1.0244169,1.2436428,0.5071608,1.1544758,0.6700054,0.58667135,1.1942333,1.0644501,0.8159678,0.92291015,1.2327029,1.1837292,0.8130195,0.8190774,0.83530664,0.85630834,1.1658905,0.98459333,1.045641,0.7875029,0.61427915,1.187357,1.1519554,1.1248943,0.99221873,1.0049554,1.1247281,1.0566195,0.95208746,0.8287225,0.9302808,0.8424289,0.8818284,1.0347446,0.99673176,0.93640935,1.162619,0.96674573,1.1187358,1.2259648,1.1985419,1.1898791,0.9200819,0.9499708,1.0714473,1.1691983,1.0565231,1.1970431,0.8105309,0.4014371,0.7405537,1.2350411,1.0743349,1.0927502,0.9228832,1.1316324,1.2862545,1.1128684,0.73886454,0.7466481,0.9668542,1.1561718,0.95524424,1.1274176,1.2666487,1.1141722,1.262157,0.6576358,0.63479424,1.2461685,0.9444014,0.9055308,1.2593013,0.7691258,1.1147532,0.87952507,1.1429698,0.8140191,0.860055,1.0622215,0.7263134,0.96819186,1.1531236,0.9244726,0.64143944,1.3026394,0.76764005,1.2066233,0.7121839,0.98645586,0.88281476,1.0847905,0.7827088,1.1751301,0.9299318,0.7629292,1.2087804,0.74557066,1.1878755,1.1549414,0.8887616,1.2525109,1.1590704,0.88147086,1.0916247,1.1027449,0.84928143,0.7545403,0.7929188,1.172332,1.042291,0.996384,0.0,0.93370545,0.88235885,1.0342729
watch,1.3348444,0.6727543,0.7633522,1.0672562,1.2646371,0.9857295,0.74446386,0.8961105,1.0085063,1.3802954,1.4902605,0.2836535,1.3391619,1.2353302,1.0517251,1.5324281,1.2724966,1.2270844,0.5299094,0.9907986,1.4737221,0.91500497,1.117592,0.8650352,1.098048,0.7655834,0.5740434,0.28271937,1.1474497,0.9780546,1.197809,0.58690417,0.8182179,1.1333334,0.6987401,1.0186988,0.97461015,1.4109373,1.2557551,0.3299886,1.4959414,0.5388185,1.0958201,1.3585145,1.2529902,1.0992894,1.2104572,1.0495048,1.2411985,0.4573995,0.51701367,1.1600058,0.49317008,1.1309395,0.34593326,0.5516541,0.7014634,0.60441506,0.79656863,0.73801976,1.214623,1.0199594,1.101137,0.47487056,0.7140045,0.8583081,0.88954,1.281943,1.049784,0.37669313,1.1760465,1.3836148,1.3109736,1.2819698,1.3599013,0.62235266,0.9597928,0.54765046,1.2987005,1.2608542,1.2841637,0.99164677,0.74434954,1.1533777,0.2543831,0.81256014,0.38570845,0.41099805,0.75274897,1.2975262,1.1062198,1.3713495,0.96917206,1.5531863,0.40612173,0.5083202,0.75364065,1.0939385,1.0933415,1.268359,0.7548032,1.0732781,1.148087,1.0491054,1.2182693,0.36665976,0.37210464,1.2341692,1.1889375,1.2433033,0.8692695,0.9435095,1.375155,0.8457801,1.1838257,0.7960507,1.1779764,1.1686383,1.4479456,0.36883152,1.1872927,0.4916044,0.8600438,1.3173372,0.55235124,0.7888345,0.39824617,1.3146334,1.3311732,1.5086405,0.6458223,0.38530654,0.57799685,0.9867634,0.95301574,1.080981,1.5104228,1.0272882,1.1038743,0.93370545,0.0,1.3672047,1.2045609
