,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
doll,0.78121346,0.88580525,0.9814805,1.076741,0.9444221,0.8771218,0.9311301,0.94266087,0.9052587,1.1143961,1.0011702,1.3029704,1.1392733,0.84027827,0.9636494,0.5730999,1.2000561,1.0923764,0.7584866,1.0603681,1.017073,0.8084229,1.2389364,1.0673149,1.0674305,0.8988668,1.0929228,0.9711719,1.1016289,1.0784756,1.1917173,0.9668139,1.0177958,1.2027574,0.8708379,1.24101,0.6871764,0.7321596,0.0,1.196099,1.189676,1.0655278,1.0020549,0.9587556,1.1258264,1.1353437,1.0145328,1.1498985,1.1445506,0.57371897,1.0645027,1.0591019,1.0449554,0.9331469,0.85623085,1.0584502,0.83190787,0.9818964,1.0305281,0.9087093,1.0999109,1.154312,1.1257538,1.234367,1.0072037,1.0156169,1.0274261,1.0335819,1.1276431,1.2073821,1.1484804,0.9043427,0.9287293,1.0533949,0.9050466,0.88503337,1.1803555,0.69424003,1.1517484,1.2383497,1.1641568,1.0944604,1.0969415,1.0276738,0.9568598,0.9053762,1.187805,1.0571127,0.98805106,1.1820645,0.6845825,1.0626336,0.9512183,1.0477248,1.072815,0.96960807,1.2172588,1.0307218,1.2335775,0.9705233,1.2262478,1.0963651,1.0480862,0.8413235,1.1345252,1.0523627,0.96018904,0.84112203,0.86189735,1.0473429,1.1261108,1.1840551,0.9464048,1.1152568,0.68506706,0.8909684,1.0717902,1.1698349,1.2593759,0.97906125
door,1.0807953,1.0540614,1.3262334,1.0320364,0.9889402,1.2051191,1.0972002,1.1627179,0.8418492,0.80818915,0.8883382,0.871011,0.5117707,1.0540531,0.94567347,1.1441549,0.9947946,1.1487556,0.88056135,1.2911177,0.86636126,1.1131508,0.40322322,0.7104364,1.2900784,0.82483953,0.46242058,1.0947722,0.37360322,1.0491866,0.9997047,0.9099259,1.1011088,1.0803216,0.8048191,0.99905974,1.116249,1.0672338,1.196099,0.0,0.55159825,1.0565152,1.3651263,1.0522746,1.1004287,1.0303916,1.0311792,1.1512407,1.1339498,1.1923828,0.8077994,1.0599799,1.0082314,1.224624,1.0680912,1.1222045,1.0994103,1.1112474,0.7780763,0.99679714,0.74274915,0.93301666,0.5290275,0.7585492,1.2228081,0.90364563,1.1817131,1.270524,1.2068912,0.85241395,1.0776157,1.1742663,1.2583971,0.84985095,1.0615346,1.0162433,0.7251597,1.1175625,1.1800253,0.9627642,0.94640714,1.325144,0.8513799,0.92158896,1.2277491,1.1875387,1.1392606,0.7913192,0.8599542,0.38143086,1.1059546,1.1088759,1.0418205,0.98183465,0.8477963,1.2534713,0.6928983,0.8717742,0.96360254,0.9369659,1.068844,0.8092473,1.2161227,1.0321325,0.89503,1.2695113,0.90966636,1.0413578,0.91297394,1.2014399,1.1462636,0.92945004,1.0571303,0.90728235,1.2350837,1.1925157,0.68717957,0.3986913,0.9425697,0.8282816
drawer,1.1580924,1.0473331,1.2062569,0.90396816,1.0135896,1.1444769,1.1295215,1.117892,0.65203726,0.94799745,0.9694741,0.84064156,0.6875029,1.0786508,1.0216542,1.0323228,0.9720211,0.8371676,0.73415077,1.1690203,0.72641796,1.0363538,0.5628162,0.8584883,1.0849293,1.1851285,0.7101157,1.0211524,0.8164442,1.0229602,0.8083387,1.0012019,1.1064056,0.9784257,0.7286755,0.9821741,1.1143347,1.1293772,1.189676,0.55159825,0.0,1.2246602,1.2336584,1.0921874,1.043058,0.90553594,1.1615609,1.0808228,0.9241457,1.173552,0.99646306,1.0722492,1.0124675,0.97272825,1.1136851,1.1512821,1.1303499,1.0319268,1.0437416,1.1446878,0.98682326,0.91689795,0.5695822,0.84412813,1.1248949,0.9440306,1.015181,1.1597501,1.1676003,0.94360113,1.0719757,1.1341628,1.1976764,0.94952685,1.0708355,1.0766318,0.9460463,1.1220081,1.0925034,0.88847566,0.8360332,1.0799114,0.88516444,1.0443898,1.1399503,1.015258,1.0015819,0.76917535,0.7193199,0.536312,1.1212493,1.1414533,1.012709,1.1063261,0.81346476,0.9902352,0.4645977,1.0152975,0.90974355,1.0039265,0.76957273,1.0152371,1.0362203,1.1599767,0.851911,1.1573286,0.92051923,1.1324234,0.94902456,0.9917248,1.1053362,0.85699743,1.070194,0.9903522,1.0601112,0.9514096,0.83367324,0.65574205,0.9570777,1.0829864
ear,1.1316721,0.61645734,0.77121127,1.2360313,1.3579832,0.84337395,0.8182355,0.8431369,1.2414469,1.3490756,1.4386246,0.6445211,1.3337041,1.5016112,1.4409326,1.2485381,0.5740163,1.1126804,1.4430157,0.76664925,1.0509346,0.81356585,0.90208745,0.9296558,0.609607,0.9948798,1.2065462,0.7364776,0.8610914,1.1594076,0.74937,1.4031675,1.2082223,0.46125883,1.4190164,0.66577566,0.95917785,1.1835375,1.0655278,1.0565152,1.2246602,0.0,0.8011762,1.2331342,0.628344,0.8161286,0.6348171,0.59557074,0.85298944,0.9957017,1.0646347,0.8031859,0.9905496,0.87199175,1.2610992,1.2255548,1.0615085,0.8711108,0.8215963,1.3669816,1.3096619,0.85699856,0.8860072,0.64693874,1.1410209,1.1862543,0.7489628,0.8165351,0.58696806,0.7309878,0.8087778,0.88024384,0.7692619,1.254659,1.3364054,1.3554876,1.2136185,1.299662,0.77478105,0.56275,0.6643765,0.85682464,0.9991688,0.6867825,1.2115991,1.0193881,0.9255597,1.0088798,1.0419241,1.2054065,0.9617366,1.2249923,1.1589568,1.3551102,1.0641768,1.1377786,1.3055656,1.2623543,0.58282,1.077127,0.8625735,0.99395335,0.88358784,0.8699068,0.8857244,0.6423231,1.0773273,1.3155614,1.4754779,0.6815697,0.48075593,0.75129575,1.1304051,0.77498275,0.8581368,1.4743421,0.853293,1.1085567,0.5741748,1.2564306
egg,1.2966765,0.92004967,0.18302482,1.0593628,1.2496184,0.64414525,0.6752001,0.9285006,1.1869749,1.2521456,1.359322,1.0782093,1.4721324,1.2220129,1.3264825,1.205255,0.9878791,0.70728296,1.3497941,0.3054961,1.0823517,1.160125,1.2418832,1.2718426,0.4346558,1.2829571,1.4839936,0.98878574,1.2266014,0.82187814,0.9862091,1.3427733,0.80768406,0.97138375,1.2781627,1.0077611,0.9898478,1.270008,1.0020549,1.3651263,1.2336584,0.8011762,0.0,1.0662863,0.82712066,0.9166177,0.9449264,0.80552506,0.83151585,1.0871352,1.0577846,0.83265316,1.0302281,0.883765,1.0531502,1.0658181,1.0130683,0.9468379,1.0885824,1.2849362,1.3807681,0.9687778,1.2176465,1.024253,0.6766439,1.1425838,0.7569989,0.30257738,0.7809609,1.1671678,0.84134656,0.7260416,0.37622356,1.272727,1.0754039,1.2230737,1.2955388,1.1410376,0.38188887,0.9773534,1.084314,0.60996836,1.2713879,0.9979493,0.53639287,0.42575127,0.8119081,1.1820147,1.0751505,1.3312901,1.0101573,1.0640465,1.0827564,1.2284175,1.0235287,0.8703573,1.199917,1.3552313,1.0423586,1.152033,1.0552756,1.2148182,0.68967664,1.0533209,1.1452297,0.27120113,1.2264289,1.261599,1.1906297,0.8046942,0.7331877,0.9364745,1.0752422,1.1635997,0.9638354,1.0016948,1.152776,1.4554695,1.0014997,1.1493549
face,0.89633256,1.0377941,1.1461891,0.9974424,0.7316369,1.1063197,1.1039025,1.1403844,1.0981301,0.8010179,0.5937557,1.2326957,0.94450504,0.775518,0.7324195,1.0145096,1.2409627,1.1926318,0.9421039,1.1365774,1.2332311,1.1653768,1.1610284,1.1814704,1.0593249,0.96747625,0.9942888,1.1896186,1.1460142,1.0110075,1.136126,0.5119277,1.0205816,1.2819688,0.97257626,1.1565946,1.0804935,0.89177865,0.9587556,1.0522746,1.0921874,1.2331342,1.0662863,0.0,1.0415004,1.1098392,1.2316065,1.0408952,1.2527997,1.0625898,1.0232892,0.82204163,1.1165416,1.2207974,0.2382766,0.8859885,0.87365913,0.83410007,1.1077167,0.8342359,0.74501425,1.2596332,1.2229159,1.2212774,0.9962841,0.99699754,1.0399874,1.1277725,1.0106299,1.2794853,0.95476943,0.7386379,1.1913145,0.90288126,0.9529455,0.86311585,0.72187465,0.8702513,1.1223218,1.3442938,1.3048089,1.0321984,1.1638545,1.2207317,1.0151314,1.0670475,0.8561023,1.2042385,1.0324059,0.9510066,1.097747,0.88340193,1.083305,0.6224855,0.9443265,1.1196524,1.079082,0.85834044,1.2433703,1.0055068,1.1817647,1.1810766,1.2274585,1.1349508,1.1001493,1.2106004,1.0651627,0.7045403,0.85973513,1.2219657,0.98009986,1.2610052,1.0212657,1.2680486,1.1666018,0.9028754,1.2018033,1.0814404,1.2147771,0.81169075
finger,1.1881218,0.6283389,0.87782824,1.2433311,0.9924426,1.0462377,1.0287622,0.99264103,1.2512085,1.2576474,1.2280625,0.5645275,1.1344123,1.2614502,1.2624152,1.2602353,0.7379726,1.1558204,1.3179519,0.9421319,1.0562029,1.0096679,1.0168297,1.1640751,0.45800447,1.1846457,1.1210482,0.91482013,1.0384756,1.0561591,0.6575851,1.2065862,1.3001822,0.5443191,1.3803995,0.79578924,1.0547357,1.1464388,1.1258264,1.1004287,1.043058,0.628344,0.82712066,1.0415004,0.0,0.760248,0.9845106,0.4739238,0.86047196,1.1280869,1.2285515,0.65150666,0.8366134,0.92586386,1.0600353,1.2347869,0.5889381,0.8545422,1.0624261,1.3055288,1.0321814,0.92800844,0.95472103,0.77906317,1.126975,0.9597808,0.69662064,1.0126783,0.6039115,0.8130796,0.5107294,0.64161867,1.0122492,1.1934817,1.2474635,1.061946,1.0179789,1.2673022,0.94042784,0.5695072,0.694937,0.745786,0.97606444,0.97748727,1.2276733,1.0937772,0.75054955,1.0737451,1.0660996,1.2721617,1.0594983,1.2440027,1.229585,1.2140319,0.8229029,1.1583842,1.0994973,1.2711337,0.58827347,1.1239277,0.61678886,0.88332886,0.93641114,1.2116125,0.77430916,0.7171185,1.2577161,1.2026994,1.3457284,0.8594942,0.26884162,0.6782726,1.2000976,0.89901257,1.1362088,1.3995965,0.9277737,1.1868733,0.62840706,1.2202672
fish,1.0807858,1.0465606,0.8987694,1.0993493,1.27483,1.0264678,1.0154274,0.82316965,1.0940657,1.2207538,1.2987478,0.5703412,1.2792323,1.3698,1.320214,1.09708,0.5742036,0.95726776,1.2372795,0.8096184,1.008584,0.8623673,0.8821428,0.9401248,0.8366993,1.0911863,1.2375641,0.6001487,0.99191064,1.0682707,0.63636816,1.2728679,1.238426,0.49827468,1.373177,0.5979763,0.9573626,1.244964,1.1353437,1.0303916,0.90553594,0.8161286,0.9166177,1.1098392,0.760248,0.0,0.8168131,0.8089491,0.7616986,0.85923433,1.1608346,0.85781384,1.2432992,0.8462261,1.1396972,1.1798007,1.3070397,0.78107804,1.1217617,1.3434899,1.2358477,1.099945,0.9701762,0.53531724,1.097782,1.262646,0.77209854,0.81482923,0.72726965,0.8839028,0.89750457,1.0241961,0.92655265,1.210619,1.2960757,1.3320343,1.1685865,1.210934,0.69535995,0.653909,0.6496748,0.7631024,0.89664465,0.8483702,1.1584572,0.986678,0.746032,1.1130949,0.89578956,1.1624973,0.97704655,1.1934547,1.192462,1.2223672,1.0388631,1.1687018,1.0155783,1.3403249,0.5980482,0.9523887,0.49076486,1.208616,0.8968766,1.2090319,0.5952418,0.84873277,1.2382481,1.3251455,1.3238555,0.57444507,0.79772526,0.70176494,1.2821662,0.9535277,0.88425833,1.3319411,0.7560552,1.2603803,0.5311049,1.1194329
flower,1.1099262,0.9255573,0.82367295,1.1462158,1.3139172,0.77773035,0.8305629,0.9247312,1.1128261,1.2786663,1.3689935,0.743468,1.3100009,1.3130251,1.3178383,0.9867413,0.5932846,1.0140584,1.1987256,0.85551614,1.0265081,0.88660634,0.93417,0.75060505,1.0140857,0.9477248,1.2167932,0.7114577,0.9057684,1.2298298,0.8770297,1.3469156,1.0995245,0.5704783,1.19365,0.64515865,0.9725001,1.1625755,1.0145328,1.0311792,1.1615609,0.6348171,0.9449264,1.2316065,0.9845106,0.8168131,0.0,0.83672476,0.88590044,0.8997028,0.98218846,0.9852899,1.1418707,0.81141883,1.1772147,1.1298891,1.2169666,0.8796146,0.9515734,1.2178912,1.3983188,0.9771422,0.90549934,0.6765355,1.1145365,1.2175767,1.0067002,0.8755822,0.77116674,0.88598967,1.1169082,1.1859314,0.74305236,1.0726374,1.112339,1.3668277,1.3268592,1.0937413,0.90187436,0.6309136,0.66121113,1.0226197,0.92672396,0.10008538,1.0422751,0.98175585,1.1521677,0.90953773,0.8783453,1.1483837,0.9429764,1.1387401,0.9922215,1.2598851,1.2625334,1.118833,1.2796094,1.2335017,0.72281766,0.957661,0.8685423,1.1735284,0.92824304,0.8015119,0.837379,0.85899603,1.0224587,1.2891903,1.306164,0.6326633,0.9110533,0.9193067,1.0258394,0.9076664,0.7005216,1.3159246,0.91925436,1.1271708,0.6662663,1.0759606
foot,1.1444529,0.84590435,0.91346717,1.1877974,1.1965703,0.99600434,0.9659092,0.85382694,1.2172427,1.3645877,1.3141907,0.6062266,1.2270874,1.3391213,1.347761,1.206092,0.49479675,1.09116,1.3350556,0.91672003,1.0316957,0.92173,0.97589266,0.9918579,0.62066114,1.1652474,1.2139977,0.7270509,1.1193744,1.126762,0.68592924,1.2564586,1.2698257,0.46203566,1.3254373,0.55562496,0.9976767,1.1901088,1.1498985,1.1512407,1.0808228,0.59557074,0.80552506,1.0408952,0.4739238,0.8089491,0.83672476,0.0,0.90424395,0.9689959,1.2660428,0.45089,1.0076418,0.9698865,0.9718537,1.2362981,0.9966242,0.63520664,1.0865206,1.3293346,1.1595759,1.0262198,0.938393,0.75439465,1.1711237,1.1729031,0.5959805,0.99466133,0.3277055,0.8468631,0.45792735,0.55884653,0.99238026,1.201473,1.230099,1.234694,1.0816128,1.2802674,0.89883894,0.5568181,0.76837605,0.85038066,1.0442778,0.9425185,1.2724953,1.1801417,0.75418854,1.096853,1.0545373,1.315775,1.0072579,1.2419285,1.2029498,1.2297988,0.8655753,1.1826718,1.2074503,1.338246,0.5349166,1.0567106,0.574252,1.1363837,0.9688069,1.1426799,0.9817495,0.7903534,1.2642163,1.2721405,1.4045626,0.6902699,0.32835722,0.617823,1.2329556,0.9405338,0.90641934,1.3502402,0.90798235,1.2581376,0.45934367,1.2815491
fork,1.2504317,1.0223526,0.797585,1.0667791,1.2511432,1.0632318,1.1075124,0.8015867,0.91967344,1.1986037,1.4198308,0.92746955,1.2078637,1.3173752,1.3863595,1.1160339,0.9275689,0.7228962,1.2755281,0.8432385,0.91912574,0.791257,0.9828296,1.0250365,0.8185446,1.2866781,1.3621031,0.8545131,1.0230395,0.8040791,0.84634393,1.4431741,0.8885543,0.699262,1.2944939,0.98140675,1.0259305,1.3529884,1.1445506,1.1339498,0.9241457,0.85298944,0.83151585,1.2527997,0.86047196,0.7616986,0.88590044,0.90424395,0.0,0.8980008,0.952754,1.001216,1.0500063,0.92543095,1.2719232,1.1041508,1.0914981,1.1222644,0.8409921,1.3639876,1.3265842,0.36521006,0.76816785,0.88139397,0.9368001,1.1963314,0.7510451,0.8393284,0.9880704,1.0679587,0.9194571,1.1117308,0.8556866,1.1228681,1.2121661,1.3067985,1.2353735,1.2695695,0.8431235,0.510345,0.5357603,0.72852564,1.0575998,0.79333556,0.75299937,0.9135189,0.95290744,1.0406921,0.9811982,1.135012,1.0191824,1.1089052,0.8707571,1.3043078,1.0587863,0.60363495,0.8396743,1.3038316,0.9280802,1.0174737,0.79966897,1.1051282,0.091008484,1.0346295,0.7620268,0.7410719,0.8767154,1.3064706,1.1904216,0.83856654,0.985252,0.73380333,1.0512905,1.0890938,1.0520444,1.0421569,0.903581,1.00733,0.88873833,1.2303175
frog,0.5100268,1.0574046,1.0129639,1.1389524,1.2047912,0.9057095,1.0217988,0.6216074,1.0103884,1.1971669,1.1511167,1.1559733,1.3019245,1.0866971,1.0975157,0.69023633,0.99995416,1.2056286,0.950332,1.0272206,1.121144,0.3307805,1.2561984,0.9836339,1.0568768,0.9801453,1.2485536,0.6834221,1.0956306,1.1831255,0.96680963,1.0902356,1.0967128,0.8917688,1.1794627,1.048452,0.40032005,0.92550755,0.57371897,1.1923828,1.173552,0.9957017,1.0871352,1.0625898,1.1280869,0.85923433,0.8997028,0.9689959,0.8980008,0.0,1.1400487,0.9164661,1.2426667,0.8253597,1.0149152,1.1251874,1.1683302,0.8322139,1.1578509,1.1213382,1.1983495,1.1420735,1.1228508,1.0418205,1.0351179,1.2149928,0.8051429,1.0115935,0.90625554,1.1332146,1.0717117,1.0124203,0.8706043,1.1113081,1.0646611,1.1496959,1.2134669,0.86212933,1.0150026,1.0247806,0.9802976,0.94549,1.0254031,0.9126827,1.1188418,1.0891532,1.0719888,1.186034,0.94968736,1.2879491,0.4040482,1.1325462,0.9414965,1.1026005,1.1677047,1.0517116,1.2435038,1.1214432,1.0429535,0.9455848,0.99414617,1.250015,0.90101093,0.9463328,0.96786076,1.0484269,1.0217961,1.0957695,1.089433,0.7736539,1.1085136,1.0446285,1.0814494,1.1059209,0.6646624,1.0965692,1.0148647,1.2464862,1.0091968,1.0769442
glass,1.1242039,1.0493913,1.0650795,0.9355027,1.0407184,0.89464295,0.91286266,1.195758,0.9995384,0.8550499,0.9978676,1.1649938,0.83277583,0.9843473,0.9780784,1.0812515,1.1406956,0.9508888,0.9872459,1.1458083,0.81091297,1.088222,0.77208334,0.8405364,1.2108847,0.9418202,0.7792356,1.209399,0.75649077,0.72003794,1.2924695,1.0202118,0.9509587,1.2266778,0.85542816,1.1296806,1.1034919,1.0877092,1.0645027,0.8077994,0.99646306,1.0646347,1.0577846,1.0232892,1.2285515,1.1608346,0.98218846,1.2660428,0.952754,1.1400487,0.0,1.2285371,0.930334,1.0192074,1.0081613,1.0625756,0.9958298,1.179049,0.5018934,0.93364346,0.97819287,0.7822757,1.0478566,0.99317473,0.9711229,0.88127726,1.1575243,1.0916998,1.2767439,0.9892113,1.1697841,1.129904,1.064086,0.8974341,1.0721065,0.98202926,0.9893637,1.0568045,1.1971983,1.0544393,1.0971086,1.1472821,0.98174524,0.9292357,0.9172853,0.980666,1.2306461,0.75536585,0.9131807,0.62279564,1.0731617,1.0572947,0.8562615,0.9569083,1.0207093,1.017194,0.90246654,0.8628893,1.0583373,1.1084187,1.1941957,0.85786223,0.8989716,0.72127354,1.1198715,1.0470853,0.7849271,1.0084412,0.93499273,1.0730389,1.2367916,1.1704247,0.87943745,0.96612245,1.0343771,0.93710256,1.0258214,0.71327645,1.2145126,0.8787067
glasses,1.0776558,0.8376533,0.9417543,1.213284,1.1941677,1.0480922,0.9929744,0.92189115,1.2038603,1.2622377,1.1888535,0.74139965,1.2346528,1.2834468,1.2417955,1.1949369,0.6883118,1.1547959,1.2625086,0.9863463,1.1100512,0.97330904,0.97356474,1.0390933,0.7982393,1.0614548,1.2029512,0.7774333,1.0028509,0.99401027,0.78669834,1.1172502,1.2209237,0.67979324,1.3546276,0.72677386,0.9658356,1.1197308,1.0591019,1.0599799,1.0722492,0.8031859,0.83265316,0.82204163,0.65150666,0.85781384,0.9852899,0.45089,1.001216,0.9164661,1.2285371,0.0,1.0794808,1.0864831,0.7150037,1.200993,0.98559266,0.4686215,1.0925808,1.2456472,1.1276354,1.1379173,0.9844838,0.79407084,1.139105,1.082993,0.5809379,1.0576577,0.39768112,0.9412458,0.26680303,0.42736435,1.0151465,1.1690902,1.2031988,1.2252864,1.0346961,1.2048066,0.9851988,0.7587614,0.87022513,0.88605237,1.0472888,1.0171068,1.2535067,1.2319453,0.87692183,1.0446078,0.9338856,1.2659556,0.9608075,1.209536,1.2257698,1.0848687,0.731925,1.2613484,1.2122247,1.302043,0.6431619,1.0711039,0.8719918,1.1314967,1.0358084,1.1960557,0.94595164,0.8856087,1.2895415,1.1701986,1.3280839,0.7938851,0.4028567,0.8640342,1.2250004,1.0073414,1.0516902,1.3108134,0.9012486,1.2219993,0.605896,1.1683836
glove,1.0250678,0.96051764,1.0988914,0.65435326,0.78750646,1.0690907,0.9766405,1.1501209,0.98999816,0.9805976,0.93202347,1.0954657,0.8161345,0.80148846,0.9137876,1.210392,1.2525783,0.9809626,1.1247718,1.1056448,0.90661323,1.2003622,1.0654151,1.2778146,0.80172986,1.1104331,0.7708278,1.3166754,1.0666035,0.8301386,1.0167254,0.94209254,0.9501501,1.2502528,0.9468678,1.3122057,1.1204629,0.8549609,1.0449554,1.0082314,1.0124675,0.9905496,1.0302281,1.1165416,0.8366134,1.2432992,1.1418707,1.0076418,1.0500063,1.2426667,0.930334,1.0794808,0.0,1.1229231,1.0565329,1.0678668,0.5693996,1.1650391,0.70109415,0.90896773,0.7462442,0.9504919,1.001717,1.3338416,0.97825694,0.30126852,0.9792835,1.0682067,1.2086432,0.9356725,0.8060936,0.9135014,1.2521405,1.0076052,0.90427697,0.52432853,0.74229664,1.1726713,1.1076727,1.1367799,1.2074283,0.96723247,0.78561205,1.1351936,1.0554938,0.93089604,0.9770834,0.7097868,1.2330979,0.9262638,1.1186187,1.0598887,0.9344238,0.9094738,0.80513924,0.9600344,0.7911421,1.012753,1.1763278,1.1763334,1.1330507,0.37454784,1.0104483,1.0760899,1.1482491,0.94952816,0.97889185,0.8189852,1.0322877,1.3191624,0.9660201,0.90516996,0.93224555,0.8879243,1.3174903,0.9170044,0.9400316,0.91983044,1.2552571,1.1432271
gum,1.1312068,0.9076409,0.7819449,0.94693303,1.2025023,0.66145724,0.86913407,0.90825564,0.92305964,1.1884487,1.2963114,0.9386741,1.3330709,1.1273264,1.2308931,0.8518903,0.73232603,0.83722425,0.979267,0.76613367,0.7701503,0.7937311,1.029483,0.900131,0.9829563,1.0769489,1.241763,0.71869564,1.1751841,0.9512894,0.95231193,1.3059994,1.0847998,0.6900963,1.1038198,0.76754534,0.9898142,1.1990975,0.9331469,1.224624,0.97272825,0.87199175,0.883765,1.2207974,0.92586386,0.8462261,0.81141883,0.9698865,0.92543095,0.8253597,1.0192074,1.0864831,1.1229231,0.0,1.293092,1.0859375,1.1115239,0.95197624,1.1529304,1.2394348,1.4036033,0.9614962,0.9950247,0.8721546,0.9443215,1.1161951,1.0488931,0.81810004,0.8945504,0.7554225,1.203557,1.1705028,0.6797581,1.2577513,1.1899353,1.1662948,1.4000245,1.0487186,0.880468,0.73890185,0.76673865,0.8541901,0.9685236,0.8494961,1.0773833,0.9007078,1.0282338,0.91925514,0.8799579,1.0856113,0.9759131,1.087974,0.9965996,1.3058257,1.2586508,0.9075358,1.0779611,1.225816,0.8277253,1.1155996,0.6580434,1.1907649,0.89660203,0.8877181,0.9867774,0.7940936,0.9494214,1.2467211,1.224186,0.45651007,0.9972852,0.7926966,1.048464,0.75019217,0.51404685,1.0354583,1.0418577,1.173747,0.945038,1.1562662
hair,0.8817009,1.0879508,1.1728187,0.94573,0.73860085,1.1012309,1.0685852,1.1220431,1.1453373,0.8834047,0.6212578,1.2406654,0.89276135,0.7629739,0.7597287,0.9994996,1.2932522,1.2295675,0.9517385,1.1748803,1.2575544,1.1791375,1.1881647,1.2377298,1.0789155,0.98466957,0.9729342,1.2089863,1.1563745,0.95084155,1.1286945,0.533755,1.0243556,1.3455784,0.99356055,1.2258772,1.0037317,0.86926156,0.85623085,1.0680912,1.1136851,1.2610992,1.0531502,0.2382766,1.0600353,1.1396972,1.1772147,0.9718537,1.2719232,1.0149152,1.0081613,0.7150037,1.0565329,1.293092,0.0,0.9189386,0.8403349,0.7447697,1.0785699,0.8030385,0.6908692,1.2602758,1.2131274,1.2477354,0.9997214,0.9445866,0.9935607,1.1397768,1.00973,1.30459,0.8595964,0.67698133,1.2447262,0.8720812,0.92923313,0.815957,0.6891835,0.85802484,1.145628,1.3623774,1.3659952,1.0677485,1.1212442,1.1646941,1.0226148,1.0789559,0.8732155,1.2026035,1.0673051,0.99595386,1.0298542,0.9231443,1.1159503,0.6320148,0.8060894,1.1689012,1.114155,0.9093046,1.2572999,0.96816444,1.2038832,1.1461265,1.2540044,1.169494,1.1536156,1.2129847,1.1216053,0.65381587,0.84136194,1.2798628,0.97238374,1.2722185,1.0602373,1.2933067,1.2206957,0.9237459,1.1489863,1.1244845,1.2028153,0.8365673
hamburger,0.9290587,1.175633,1.1404178,0.9106945,0.8180164,1.2321529,1.2270327,1.0671668,0.96730065,0.6875488,0.7279263,1.1704365,0.9298885,0.6799184,0.6912513,0.9124227,1.261151,1.0644519,0.8785751,1.0943464,1.1747388,1.1897771,1.1376172,1.082959,1.2002201,0.88397694,1.0642425,1.2569382,1.0915624,0.98739123,1.159643,0.7867649,0.72915757,1.2515517,0.83959055,1.1974442,1.1505092,0.92998976,1.0584502,1.1222045,1.1512821,1.2255548,1.0658181,0.8859885,1.2347869,1.1798007,1.1298891,1.2362981,1.1041508,1.1251874,1.0625756,1.200993,1.0678668,1.0859375,0.9189386,0.0,1.0680661,1.187512,1.1860117,0.7463523,0.87070537,1.0091176,1.2306535,1.2356672,0.99204427,1.11566,1.175423,1.0684915,1.1678998,1.1005294,1.2186018,1.1009778,1.1347582,0.9142674,0.8264336,0.85220945,0.9449195,0.806482,1.0778621,1.2123717,1.1895204,1.0776029,1.0178595,1.1301699,0.81195843,1.0591034,1.0905567,1.0202957,1.1478696,0.970416,1.1545856,0.012370884,1.010538,0.83539057,1.1023011,0.86189306,1.0515704,0.7488211,1.2482291,0.93322724,1.1584411,0.98492575,1.0927725,1.0176752,1.1157609,1.1732553,1.0000327,0.82276726,0.78213215,1.2795068,1.2860645,1.2176663,0.8843333,1.0746434,1.2103871,0.76951784,1.2010521,1.0558918,1.2134963,0.82909524
hand,1.0256376,0.70765126,1.0935367,0.8775981,0.5197016,1.0936921,1.0354096,1.2069952,0.9899392,0.98684585,0.85107124,1.2011926,0.8531532,0.7050749,0.8647326,0.9382334,1.3516233,1.1154803,0.9368326,1.1775005,1.0140091,1.186594,1.1871244,1.2708664,0.83024246,1.0496674,0.96831614,1.2954048,1.1014799,0.8286512,1.1471261,0.85068,0.9610099,1.2973952,0.93539345,1.3299,1.073425,0.82805187,0.83190787,1.0994103,1.1303499,1.0615085,1.0130683,0.87365913,0.5889381,1.3070397,1.2169666,0.9966242,1.0914981,1.1683302,0.9958298,0.98559266,0.5693996,1.1115239,0.8403349,1.0680661,0.0,1.1871371,0.9826471,0.87112755,0.80004203,0.9344028,1.1627485,1.3435795,0.977129,0.559896,1.010905,1.1483637,1.1831278,1.1693482,0.779087,0.720911,1.2131271,0.87687653,0.91326684,0.52445215,0.9225523,0.8617775,1.212892,1.1523798,1.212449,0.9917969,1.069385,1.1879827,0.95566934,0.9840088,1.1002265,1.083018,1.2527981,1.0178875,1.0685657,1.0587403,0.9438748,0.8837501,0.7966125,0.9683275,0.99022454,0.93440205,1.275768,1.0070843,1.2041097,0.7377112,1.0256165,1.0959929,1.1849527,1.0295689,0.99503964,0.67590505,0.8352069,1.3540404,0.776425,0.9903503,0.8391377,1.1491444,1.237905,0.8182535,1.1625096,1.0057292,1.2712111,1.0110118
