,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
oven,1.1825259,1.2657982,1.4104769,1.2692881,0.76037073,1.2646501,1.2329047,1.2920989,1.0317931,0.5716945,0.60062426,1.2024384,0.3732729,0.9224253,1.1832494,0.7910273,0.7326089,1.0173852,1.272287,1.2085284,0.65935004,1.2797827,1.0163825,1.1776766,0.89169854,0.92484325,0.84929764,0.89241695,0.72138935,0.9768727,1.222827,0.6420396,0.8552141,0.9790075,0.71632516,1.1316441,0.6268062,1.1496577,1.3255975,0.48315454,1.1210208,0.78314215,0.9261759,1.2686214,0.5084465,0.419968,0.9273517,1.3058004,0.7923088,1.102151,1.0308183,1.3200908,1.1995833,1.3079075,1.2760555,1.0539701,1.286097,0.9639188,1.241956,1.3444059,1.0392717,1.2586973,0.9563764,1.0977864,1.0823941,1.263236,1.1551754,0.9261087,1.0501167,0.62116534,1.0195159,0.5264152,1.2170638,1.1658002,0.91035277,1.045607,0.7216219,1.1281507,1.211137,1.2733111,1.2036821,1.2443013,1.2159259,1.2059723,0.0,1.0936067,0.95673424,0.8481796,0.88017225,1.0055432,1.2142135,1.193916,1.244512,1.0277466,1.2150884,1.0014875,1.0539447,1.3736672,0.7486391,0.8008338,0.3927356,0.7752836,1.048897,1.0400119,1.0916259,0.77483034,1.0910659,0.9179532,1.093721,0.49218702,0.47800678,0.690202,1.3584685,1.2377043,1.1379969,1.0339509,1.2075517,0.98140866,1.2133459,0.5967045,0.7900357,0.5587654,1.286001,1.3455322,1.3748167,1.1862712,1.2197818,1.25909,0.85970616,0.8137979,1.1395177,0.8240119,0.77974075,1.3620493,0.6466384
owl,0.92215425,1.1795616,1.0884385,0.8761613,1.1426042,0.96163905,0.99910706,1.162483,0.89436245,0.927482,0.92819333,1.0856807,1.1052537,0.9209156,0.9866707,0.72027564,1.0157194,1.2059734,1.1359919,1.1486219,1.1597674,1.2063171,1.1925796,0.9795524,1.1126397,0.98885846,1.0061309,0.6119759,1.0692931,1.0489143,1.1304295,0.95668477,0.8784538,1.117381,0.88747686,1.0256991,1.0526302,0.7910944,1.1820605,0.99932843,1.1473328,1.1036205,0.69451284,0.9205416,1.0237442,1.0229433,0.85206157,1.1372063,0.66859156,1.1983156,0.9681856,1.175756,1.1229222,0.98324287,1.0506756,0.98120177,1.0446877,0.9608482,1.075487,0.93839663,0.51487345,1.1997555,0.976569,1.1741886,1.1183485,1.0902792,1.0195721,0.8138677,1.0920715,0.8522946,1.0735763,1.0070007,1.0839541,0.8405185,0.997416,0.7464351,1.0364302,1.029512,1.0043715,1.069894,1.0621462,1.0737683,1.0494547,1.2094392,1.0936067,0.0,0.8559975,0.8427529,1.1136248,0.8012085,1.1056073,1.1007512,1.0383731,1.0216968,1.0190326,0.9361714,1.205241,1.0927652,0.9771923,1.1909739,1.0102196,0.8547647,0.93007505,0.7152585,1.1530529,0.8483571,1.0569763,0.97013617,1.1329454,0.992168,1.221583,1.0085825,1.182941,1.1387024,1.0679189,1.047111,1.1691345,1.0555716,1.2420117,1.0538714,0.88168174,1.0674099,1.2396996,1.1866529,1.0452634,1.1565735,1.0248955,1.1187184,1.0626773,0.8395513,0.9588354,0.9051054,1.0954839,1.1031752,0.89062774
pajamas,1.0338595,0.9392831,1.380013,1.1144297,0.71362644,1.0514594,1.098406,1.3331511,1.1044768,0.65725255,0.43319535,1.3021219,0.7998859,0.3657254,1.2038699,0.25877583,0.78100586,0.98309785,1.3768536,1.4887947,0.8701072,1.3231509,1.2046956,1.0518813,1.2714884,1.0426152,0.96452206,0.97636306,0.97142684,1.0058728,1.2777848,0.78699064,0.71118903,1.2288201,1.0292138,1.0633018,0.50982165,0.650849,1.4612007,0.63519007,1.2167442,0.9058221,0.86856407,0.7683516,0.9950051,0.9697936,0.38174736,1.2485825,0.7300147,1.2750282,0.9341908,1.2308748,1.2683902,1.2727977,0.99471635,1.3101177,1.1825602,0.9653187,1.2271681,1.0685792,1.0415715,1.0526536,1.0111281,1.1478527,0.8403728,1.2650826,1.0288498,0.49639988,1.1549985,0.4919858,1.3873184,0.85084033,1.4345746,1.0257235,1.0102537,0.6303588,0.9826474,1.0382575,1.0905327,1.3785219,0.9685737,0.9562758,1.2920296,1.2197118,0.95673424,0.8559975,0.0,0.56168544,0.7991481,0.72363263,1.4231179,1.3944443,1.2813385,0.738896,1.2992015,1.1060438,1.249275,1.360189,0.7909664,1.3243997,0.962339,0.8889251,1.1488616,0.62617356,1.1668904,0.44998407,1.1769614,0.6922513,1.3439568,0.94437826,1.0204529,0.5658591,1.4867513,1.3479519,1.0058516,1.0025579,1.3740652,0.9840497,1.2707218,0.8306794,0.4713534,0.6561613,1.4078059,1.2661796,1.3287404,0.85007775,0.91359484,1.0904198,0.73493946,0.90402013,1.2345887,0.86173993,1.114331,1.3873739,0.80877185
pants,1.1726587,0.86592567,1.2333136,1.1309955,0.7324918,1.188787,1.194482,1.2506952,1.2010623,0.75341,0.60841775,1.1726654,0.7391629,0.81262237,1.208698,0.613825,0.7826766,1.2643917,1.3128833,1.3421552,1.1150376,1.2568583,1.2461346,1.0971353,1.2060372,1.1641002,0.8465633,0.8582476,0.91625625,1.0868003,1.2961407,0.8368484,0.5991545,1.2252617,0.85291934,1.0250348,0.6216942,0.9630394,1.294935,0.8948166,1.3007603,0.99010557,0.9070418,1.1655756,0.79919857,0.8956708,0.43764102,1.2788655,0.5413956,1.0193857,1.0548838,1.0652344,1.2518158,1.2755973,0.99797124,1.1308314,1.307963,1.0126853,1.0805867,1.106558,1.0291191,1.2895415,0.7974939,1.2055202,0.8636044,1.1650509,1.0923647,0.64653254,1.221419,0.3937949,1.0949454,0.8287791,1.2879106,1.149583,1.0587353,0.9187392,0.9298628,0.98968005,1.1247488,1.1979628,1.0903301,0.97028726,1.0961769,1.2823336,0.8481796,0.8427529,0.56168544,0.0,1.0161046,0.9015697,1.2720838,1.2562385,1.2442075,0.99033463,1.0982344,1.104707,1.3212295,1.2010683,0.8152059,1.2466896,0.8480118,0.7733762,1.0834963,0.8361212,1.2081876,0.42484605,1.1050776,0.44730854,1.1468441,0.789691,0.94595915,0.772662,1.3116634,1.301321,0.9691344,1.1047989,1.2971487,1.0842174,1.2147138,0.7183881,0.5685384,0.7823397,1.413067,1.0013343,1.1313494,1.0816549,0.97463834,1.3656933,1.0343606,0.74554974,1.1147468,0.9829249,1.0584843,1.1661363,0.8604151
paper,0.8257788,1.1678361,1.4061536,1.118487,0.86596584,0.95315635,0.98058563,1.2409917,1.1074021,0.6265231,0.6741318,1.3164456,0.95076835,0.4718814,1.079591,0.7435143,0.75209373,0.2906958,1.2823665,1.3997145,0.39634705,1.2266268,1.1466414,0.8904562,1.1894543,0.8483825,0.9738871,1.1293107,1.1978208,0.9499595,1.2131009,0.9100233,0.8712238,1.1162683,1.0564414,1.061169,0.6886266,0.8607908,1.3013889,0.5712439,1.1486127,0.77149177,0.9093751,0.82398313,1.1643889,1.0646652,0.8490286,1.1548088,0.9647169,1.215248,0.7798725,1.2717998,1.2362363,1.2252622,1.1589017,1.2093304,0.8773677,1.0805725,1.2131692,1.387569,1.0117425,0.8231317,0.96166134,1.0669934,0.93402517,1.274894,0.7154652,0.7198337,1.1568437,0.90231806,1.2726897,1.0029321,1.3350552,1.0778735,0.9455751,0.9426195,1.0604651,0.9993256,1.1244115,1.2591668,1.2823617,1.119783,1.1732624,1.0745049,0.88017225,1.1136248,0.7991481,1.0161046,0.0,0.82083774,1.2890154,1.238318,1.2585237,1.1533761,1.2832079,1.1737446,1.0291286,1.3944722,1.0516975,1.2286743,1.030495,0.9220085,1.0606852,0.8325329,0.8604284,0.7963364,1.0063082,1.158827,1.3938601,1.024374,0.9791501,0.5523476,1.339263,1.1309775,1.2525456,0.9908259,1.1356761,1.0120175,0.98497784,0.80244493,0.7704359,0.40589666,1.2436577,1.2753171,1.3048215,0.98771375,1.2368329,0.79548454,0.31052148,1.0233386,1.1510826,0.9416518,1.1601902,1.3541453,0.8712003
pastry,0.7898691,1.0997467,1.2925295,1.0694271,0.81535316,0.96089923,1.0569513,1.1109478,1.200581,0.9365087,0.70799804,1.2647756,0.92993987,0.53814137,1.1584858,0.5366384,0.8414725,1.0245334,1.3058611,1.3990897,0.96800447,1.1054136,1.3146688,1.1153024,1.3211951,1.0433886,0.8490089,1.0194798,1.2173953,0.9765469,1.3228854,0.85939443,0.7104245,1.1458366,0.9412724,0.86061054,0.7146885,0.4600531,1.3399656,0.8999014,1.2443264,0.9047983,0.62938917,0.83014894,1.0714915,1.0591527,0.809367,1.2739897,0.95518416,1.1707711,0.9357135,1.1476339,1.2237506,1.1766878,1.2142966,1.2854,1.0422391,0.987462,1.1316534,0.8429558,0.961914,1.0573299,0.987037,1.0571538,0.8658841,1.201566,0.98197705,0.58808655,1.1592017,0.8540715,1.351017,0.96755576,1.431353,0.99354345,1.0071454,0.42295957,0.96284443,0.94838476,0.8907006,1.2827492,1.2528102,1.0857064,1.1845607,1.1165836,1.0055432,0.8012085,0.72363263,0.9015697,0.82083774,0.0,1.3562818,1.3401723,1.0981106,1.0154108,1.1223464,1.0442892,1.2253578,1.2778109,1.003737,1.2536527,1.067025,0.8924869,0.9734014,0.29794168,1.1326735,0.81268,1.1182507,0.9717437,1.2328055,0.9965214,1.1090643,0.90623236,1.3289293,1.2346268,1.1853707,0.9705979,1.3274995,0.99189734,1.1727265,0.8355778,0.6979604,0.72259116,1.3219633,1.1655824,1.1542441,0.9995308,1.2633734,1.095863,0.8311564,0.9251924,1.1943271,1.0359889,1.2370615,1.2588996,1.0015353
pen,0.87777877,0.9226097,0.5948712,1.0444306,1.3146989,1.1007414,1.0423499,0.53215384,0.6408997,1.3234794,1.4258387,0.31519365,1.178707,1.499295,0.8342891,1.4166433,1.2989918,0.9128534,0.40645278,0.2762965,1.2526214,0.9293996,0.782778,0.9112108,0.67538625,0.9842564,1.1366761,0.9912635,0.87918925,1.2389829,0.6049422,1.3735168,1.3247633,0.94602185,1.1145803,1.1967788,1.4387287,1.3664372,0.12059116,1.3351563,0.74017453,1.4374881,1.3048389,1.1778678,1.1207472,1.1250765,1.4172161,0.88285387,1.2136185,0.7637384,1.1770718,0.6190484,0.4479351,0.5714232,0.8452653,0.493343,0.79330766,1.1656042,0.6983097,0.792356,0.9730551,1.1010735,1.1626036,1.2100582,1.2450272,0.4840535,1.0472839,1.3670987,0.98720896,1.3224856,0.24515378,1.240861,0.32982242,1.1075585,1.1313688,1.4452896,1.2280917,1.0318626,1.267418,0.32070243,0.6124972,0.90263253,0.7631986,1.0949147,1.2142135,1.1056073,1.4231179,1.2720838,1.2890154,1.3562818,0.0,0.041472554,0.88502574,0.88331604,0.75118005,0.9305425,0.83730483,0.6503501,1.1783279,0.56607985,1.2069917,1.1626415,0.98460037,1.259119,0.96483463,1.4075751,0.8782517,1.1118321,0.63897127,1.1611505,0.89262736,1.3563268,0.25277472,0.41066247,0.8077991,1.2024516,0.57223666,1.2152474,0.7973733,1.3948457,1.402239,1.4932843,0.50948316,0.6318603,0.5905807,1.0611447,0.6764273,0.9019585,1.3344578,1.2402166,0.6285727,1.2229893,0.8980146,0.29816294,1.2222788
pencil,0.88737285,0.95798606,0.6527806,1.0242596,1.242478,1.0873272,1.0392243,0.5912933,0.6845952,1.2674013,1.3715491,0.3369009,1.1784945,1.4373232,0.8681135,1.3683448,1.2684237,0.906284,0.4090811,0.32511765,1.2429543,0.9662084,0.8022616,0.9280702,0.6839654,0.96229684,1.1174504,0.9818296,0.8884067,1.2382126,0.65163064,1.3442785,1.334208,0.9585765,1.138438,1.1981536,1.3902944,1.3201828,0.15278745,1.3051178,0.728021,1.3818011,1.2861207,1.1561706,1.127324,1.1306958,1.3889163,0.9024858,1.2033108,0.82416,1.1632959,0.6434604,0.5085255,0.6008356,0.8384125,0.53701556,0.8188456,1.1282157,0.7230723,0.833132,0.99507684,1.0843933,1.167521,1.2062377,1.1859162,0.5120051,1.060777,1.3426542,0.9886764,1.2943108,0.27674693,1.2456026,0.36399525,1.0969644,1.1509066,1.4002043,1.2256134,1.0484458,1.2599256,0.32338732,0.66145265,0.9039665,0.78293383,1.0948868,1.193916,1.1007512,1.3944443,1.2562385,1.238318,1.3401723,0.041472554,0.0,0.9374268,0.8899002,0.80957717,0.94596785,0.83883196,0.7111863,1.1492817,0.60318065,1.1903988,1.1497384,1.020879,1.2502894,0.94988096,1.3727483,0.87874633,1.134791,0.6454841,1.1413085,0.87155217,1.2941885,0.2846837,0.37473476,0.8066836,1.1967846,0.6026877,1.1776913,0.8294177,1.3640481,1.3678988,1.4245703,0.53873324,0.6648869,0.66003394,1.0187924,0.7128338,0.87904745,1.2919356,1.2510192,0.67574954,1.2220569,0.88176394,0.33418018,1.2191937
pickle,1.0809295,0.9258856,0.5918968,0.76593906,1.1335223,0.938334,0.9852197,0.56840926,1.0049878,1.2923918,1.3489008,0.96860975,1.2704425,1.275589,0.9208144,1.2630925,1.1029382,1.1819849,0.89763325,0.6829567,1.1711912,0.2597788,0.97032046,1.0853128,1.0179613,1.161483,1.0379685,1.2083989,1.2397245,0.6934421,0.9165061,1.242368,1.2232878,0.6545839,1.123514,0.77458864,1.336782,0.9291646,0.8579355,1.3648975,0.8737917,0.9181876,1.0937465,1.0351685,1.2807484,1.1293813,1.2760729,0.5941633,1.2886658,0.9135058,1.1434076,0.85863566,0.7980667,0.99908525,0.8117225,0.85534567,0.96162915,1.0941572,1.0239623,0.7607657,0.94967204,0.8463228,1.1885659,0.5418349,1.0871811,0.95757157,1.1162267,1.3445896,0.8369374,1.4184623,0.8412559,1.2682183,0.9460495,0.6664088,1.0332382,0.9011645,1.1231445,0.98709893,0.52198255,0.89991343,0.7844327,1.0232278,0.85779905,0.49787158,1.244512,1.0383731,1.2813385,1.2442075,1.2585237,1.0981106,0.88502574,0.9374268,0.0,1.0201595,0.50116223,1.1341923,0.6812537,0.56170285,1.1889424,0.96931505,1.2251596,1.2135124,0.9883707,0.9977473,0.93337554,1.4208567,1.0000424,1.1554512,0.8518747,1.1478561,1.2114209,1.3211535,0.70980144,0.93526655,0.8340864,0.8432615,0.82203364,0.92051476,0.9052703,1.3084207,1.3917964,1.309139,0.63554776,0.8233967,0.7124035,0.99655014,0.8977333,0.97578835,1.1964946,1.2894061,0.93036115,1.1671021,1.1878593,0.87045306,1.3246181
pillow,0.8410872,0.9447103,1.0422176,1.0169486,1.0063308,1.0362151,1.053246,1.015187,0.8385146,1.0429797,0.74193,0.88259244,0.862624,0.92469734,1.0182883,0.64267886,1.155457,1.014618,1.0365577,0.9353242,1.0309378,1.0240637,0.8705216,0.9735704,0.8280479,1.0401186,1.0918137,1.0552958,0.6389701,1.115138,0.98172826,1.0720191,1.0687807,1.0436776,1.2377667,0.922815,0.77223146,0.9349522,0.9449822,0.96201205,0.9540639,1.1908214,1.0959064,0.9063655,0.95231843,0.9252668,1.0159692,1.1410654,0.96134216,0.9244565,1.1154064,1.049807,0.834754,0.96325755,0.77458346,0.9208136,0.96370053,1.193512,1.0635409,0.7467619,1.055404,1.1217618,1.194178,1.0340632,1.1516232,0.93153816,1.0405314,0.94478834,0.9956216,0.9116231,0.968049,0.95107365,0.92367446,1.1158164,1.03044,0.81260383,1.0366449,1.1368296,1.0575047,1.0788459,0.48294407,1.019965,1.121519,1.1158162,1.0277466,1.0216968,0.738896,0.99033463,1.1533761,1.0154108,0.88331604,0.8899002,1.0201595,0.0,1.0292419,0.829862,1.0088791,1.025216,0.76196593,0.8622117,0.94878227,0.9365638,1.0807644,0.9409747,1.1011105,1.0058887,0.99693656,0.7867135,0.9496014,1.0765406,0.8156247,1.1048454,0.9887014,0.9457045,0.6291111,1.0335947,1.0089463,1.1434447,1.0811936,1.1621153,0.97118104,1.1562996,1.0669452,1.0565586,0.9920825,1.0832802,0.49834985,1.0902288,1.1585674,1.0351423,0.9530255,1.0662627,0.99941254,1.0187747,1.078535
pizza,1.0938485,0.84973687,0.63620305,0.95669425,1.1646733,1.2130282,1.2555035,0.64685124,1.0006226,1.3859674,1.3685225,0.7336347,1.1699051,1.3440154,0.89943254,1.3572738,1.0550593,1.202207,0.9116005,0.62418246,1.2546446,0.5106045,1.0624578,1.0768995,1.0227689,1.2961724,0.88943535,1.0406253,1.1276232,0.7566404,0.96026355,1.1718106,1.1078476,0.8062539,0.9389552,0.81818426,1.3064566,1.1072543,0.6779357,1.4156225,1.054765,0.9938392,1.1410482,1.1897706,1.0506219,1.0327208,1.1607999,0.913397,1.1802633,0.7769204,1.118038,0.5887737,0.648582,0.89947736,0.9180097,0.7476498,1.0122453,1.1236889,0.7061921,0.7692642,0.99344754,0.9756804,0.95062435,0.7932396,0.92362034,0.8046378,1.1636512,1.3128694,1.056791,1.247097,0.7044922,1.1512982,0.86025083,0.8257543,1.1291422,1.0968988,1.1594818,0.90082437,0.77732944,0.6850796,0.9048641,0.8623805,0.9200249,0.8541373,1.2150884,1.0190326,1.2992015,1.0982344,1.2832079,1.1223464,0.75118005,0.80957717,0.50116223,1.0292419,0.0,0.87188166,0.80311847,0.63963825,1.23917,0.9457197,1.1313801,1.2580023,0.9716565,1.1132729,1.0777522,1.2510368,1.1340085,0.8858559,0.8398365,1.0727733,1.1424185,1.4390433,0.63075876,0.8726505,0.9068531,0.8332308,0.8911016,1.2152426,0.9270168,1.3253013,1.2949276,1.3120053,0.8207823,0.5778972,0.58181936,1.1020077,0.9676844,1.2195038,1.2647979,1.0728328,0.8153625,1.177511,1.2231886,0.6403634,1.1950053
plant,1.0195795,1.0781679,0.9719483,1.0116134,1.2214482,0.9449399,0.94633484,1.0627112,0.90709364,1.2879132,1.2241464,0.89772373,1.036828,1.1515114,0.86665416,1.1951573,1.1981199,0.98912513,0.90037763,0.9607436,1.0833881,1.1124622,0.7945445,0.9441468,0.8328974,0.9695302,1.0630637,0.9782058,0.8884551,1.0461432,0.92464715,0.933046,1.0826771,1.0176833,0.9513466,0.8767036,1.1837629,1.1223906,0.9342465,1.1186695,0.8697971,1.1066484,1.0286283,0.9660569,0.7144629,0.91743195,0.98495924,1.070375,1.1708435,0.90567434,1.0935631,1.0900682,0.82836556,0.42305374,1.0359346,1.0220134,0.97722566,1.0425687,1.0418385,0.9850784,0.99630517,1.0607383,0.93593925,1.116745,1.1090525,1.0372972,1.0570621,1.110507,0.8781924,1.1388327,0.99723023,0.8412264,0.8283584,0.9820536,0.9420768,1.045006,0.94670653,1.0764713,1.0072256,1.0531634,0.9974041,1.012345,1.0132378,1.1014352,1.0014875,0.9361714,1.1060438,1.104707,1.1737446,1.0442892,0.9305425,0.94596785,1.1341923,0.829862,0.87188166,0.0,1.0322642,0.97408456,1.0001452,0.9137863,0.8907654,1.1730714,0.8100753,1.069867,0.99796826,1.177268,0.92261565,0.9795685,0.8605279,0.9919086,1.0639051,1.309021,0.9447156,0.9187581,0.9984412,1.0155495,0.9762254,1.0577875,0.934733,1.1352776,1.1235613,1.1859787,1.0673925,1.0920643,1.0794969,1.0723064,0.975275,1.0417516,1.179792,0.6100866,0.8413433,0.97584534,0.83296275,1.0383824,0.7909484
plate,1.0362734,1.094203,0.86109614,0.8861708,1.2989976,0.9975689,0.9649209,0.82500553,0.7217167,1.080631,1.2878432,0.97777677,1.2498785,1.2287425,0.7694928,1.2631376,0.9791713,0.8248234,0.79476774,0.5624894,0.891415,0.668344,0.71546286,1.0003052,0.7958847,0.9984228,1.1370456,1.300315,1.1536094,0.6284196,0.77276325,1.19749,1.3526787,0.3676738,1.1660287,0.8594038,1.3323338,1.0836987,0.8882093,1.0071642,0.5885761,0.6800418,1.2115755,0.99490297,1.217806,0.95944893,1.3067551,0.6356152,1.3379678,1.0445194,1.1623398,1.1231985,0.8992367,0.87091833,0.9722763,0.8739897,0.93321645,0.9647326,1.1467735,1.1377369,1.0951052,0.71651584,1.2822906,0.7250007,1.2252386,1.0852144,1.1246394,1.3349179,0.6428098,1.4548566,0.85193217,1.173408,0.81514597,0.99748063,1.0053065,1.1872152,1.0509666,1.0598903,0.8348904,0.9680628,0.7919989,1.0881306,1.0487384,0.73913765,1.0539447,1.205241,1.249275,1.3212295,1.0291286,1.2253578,0.83730483,0.83883196,0.6812537,1.0088791,0.80311847,1.0322642,0.0,0.8378897,1.1366605,0.7724155,1.1243834,1.2352296,1.0210226,1.239656,0.61960334,1.3840008,0.7504841,1.3747809,0.8186111,1.215817,0.94586104,1.1133658,0.69758916,0.8326538,0.9896476,0.58517855,0.5277392,0.79459834,0.9078578,1.2671108,1.410737,1.0969505,0.55275965,1.10945,0.9716577,0.9686925,0.9040405,0.8024714,0.8509541,1.2409613,0.9998828,1.0287923,0.9292999,0.9996873,1.216645
pumpkin,1.1277744,0.59425867,0.026279807,0.85200375,1.2865869,0.9239345,0.9152971,0.6006394,0.8753305,1.462652,1.4814972,0.5728873,1.4004862,1.4887471,0.85195166,1.4699512,1.26549,1.2366214,0.4766264,0.36844307,1.4557805,0.50983465,0.74661887,1.0560304,0.80461013,1.1211593,1.2231706,1.0996587,0.9915857,1.0902481,0.63970876,1.3426582,1.2024119,0.86397976,1.2560029,0.9319296,1.4295044,1.2050062,0.49885452,1.4555352,0.71329474,1.2651407,1.2063394,1.0469749,1.2425337,1.341929,1.1914788,0.51367426,1.1976943,0.8324422,1.1594596,0.53007776,0.82660186,0.55450785,0.88496107,0.9044885,0.91946214,1.0865623,0.6902571,0.6578688,0.9852549,0.9661392,1.0617088,0.82786286,1.1150156,0.5136334,1.0909793,1.3701217,0.8573966,1.4067824,0.7673993,1.3937168,0.5775615,0.9396683,1.1452823,1.2289958,1.1565694,1.0016425,0.78846014,0.4548694,0.7556237,0.81413764,0.6760001,0.6575443,1.3736672,1.0927652,1.360189,1.2010683,1.3944722,1.2778109,0.6503501,0.7111863,0.56170285,1.025216,0.63963825,0.97408456,0.8378897,0.0,1.1837001,0.7949859,1.2838334,1.2625042,1.0684412,1.2104623,1.0865942,1.3810167,1.0246618,1.0227371,0.6507611,1.248983,1.362514,1.3794608,0.4743874,0.62811756,0.90643966,1.0956165,0.7894585,1.1301278,0.7665699,1.3907008,1.4061826,1.485523,0.48491055,0.45723224,0.584697,1.1014977,0.79305375,0.835316,1.4131309,1.173828,0.8511453,1.1909696,1.0252348,0.4098102,1.3210415
purse,1.1615677,1.0380374,1.2121855,1.0621258,0.92909473,1.065305,1.1011641,1.2162852,0.7902177,0.96007574,0.8382817,1.1686773,0.74291694,0.791591,1.130592,0.8111335,1.0664783,0.9892634,1.0799057,1.214573,0.7962648,1.2279136,0.7821673,1.0573473,0.8868402,0.809293,0.9133923,1.0969378,0.6615044,1.0857524,1.1230173,0.89492625,0.88302153,1.0988048,0.999228,0.944558,0.85370505,1.0012709,1.2071757,0.69812787,0.97509855,1.0222572,0.93238086,0.9225576,0.8232585,0.85013545,0.8350152,1.2373543,0.8861235,1.0847403,1.0625242,1.2469534,1.2332927,1.1360399,1.006428,1.0447636,1.1909077,1.0393584,1.0962594,0.9204346,1.1356949,0.9857605,1.0530075,1.095729,1.0112512,1.0205181,1.0609541,0.85504854,0.93705916,0.7785625,1.1710795,0.71715784,1.2115152,1.1357841,0.9032576,0.8387382,0.80527407,1.1600244,1.0889663,1.260256,0.83534,0.990008,1.1438981,1.1230017,0.7486391,0.9771923,0.7909664,0.8152059,1.0516975,1.003737,1.1783279,1.1492817,1.1889424,0.76196593,1.23917,1.0001452,1.1366605,1.1837001,0.0,0.8959218,0.86150336,0.82593834,1.1001283,0.97450966,1.052673,0.8984736,0.8578172,0.767499,0.90223426,0.9439293,0.8383664,0.94963896,1.260973,1.1950638,0.9247814,1.119193,1.1947048,0.88443637,1.1341839,0.7155727,0.8037552,0.91546005,1.2456157,1.2231266,1.237636,0.8881912,0.8281965,0.89090717,0.87284875,0.963359,1.0033157,0.8288144,0.6942686,1.1799222,1.0247122
radio,1.0156622,0.94169676,0.791507,1.0125183,1.3465247,1.0297271,1.059497,0.8140796,0.5886019,1.3356441,1.3377633,0.56980205,1.0245247,1.403977,0.9106504,1.3448594,1.2486445,0.8405687,0.586252,0.54104346,0.8785669,1.0071132,0.5920845,0.9531693,0.490502,0.84042776,1.2577521,1.1361597,0.689402,1.2386858,0.54726034,1.1779854,1.2175618,0.84260404,1.1358926,1.0001928,1.3256738,1.3377612,0.56528646,1.0466398,0.6964773,1.3221622,1.218744,1.1302664,0.864853,0.9019459,1.2673842,0.9131949,1.2331033,0.6911054,1.1346608,0.945536,0.75763977,0.7417187,0.9448045,0.7263331,0.9059163,1.1865394,0.8866429,0.9776135,1.1103317,1.0683345,1.1747823,1.1220535,1.321569,0.7533009,1.0075594,1.2965178,0.77897644,1.3136436,0.6891793,1.0126997,0.5130697,1.1867381,0.9977487,1.4184732,0.9590076,1.1570052,1.1457609,0.7739074,0.73995733,1.1018825,0.79620755,1.055342,0.8008338,1.1909739,1.3243997,1.2466896,1.2286743,1.2536527,0.56607985,0.60318065,0.96931505,0.8622117,0.9457197,0.9137863,0.7724155,0.7949859,0.8959218,0.0,0.9706883,1.1169829,0.9802274,1.2668573,0.9101047,1.3793693,0.7681278,1.0850859,0.7794397,0.9811524,0.8406007,1.3405248,0.59478587,0.64409864,0.8647307,1.1753254,0.6225018,1.1041957,0.8861242,1.27126,1.3599372,1.3389138,0.6085104,0.9327685,0.8838259,1.2368364,0.72199,0.80963385,1.1758561,1.139183,0.7628254,0.9118305,0.692536,0.6482887,1.0477765
