,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,can,carrot,cat,chair,clock,closet,coffee,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,knife,ladder,lamp,milk,nail,napkin,necklace,orange,oven,pajamas,paper,pen,pencil,pickle,pillow,plant,plate,pony,potato,pumpkin,purse,refrigerator,scissors,shirt,shoe,shovel,shower,sink,slipper,sock,soup,spoon,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
sink,1.018866,1.0825357,0.9561876,0.96351755,0.97830427,0.7787427,1.0543668,0.99928796,0.7753829,1.2259586,1.1563176,0.9476717,0.8718034,0.6662245,0.9707539,0.944906,0.49883968,0.6284635,1.0324686,1.1452184,0.7940822,0.99201,0.6425528,0.5870089,1.028224,1.0812492,0.96422064,0.88626105,0.6896006,1.0367901,1.1787324,1.2244743,0.7739951,0.89349276,1.0714539,1.0158073,0.9380496,1.136367,0.98852324,1.1776809,1.0147116,1.0355263,1.1606538,1.2886088,1.1442691,1.0069087,0.9955548,1.1498468,0.7143849,0.9467107,0.9032906,0.9678444,0.97682834,1.1647931,1.0425936,1.1275477,1.0514053,0.59861517,1.2513096,0.86592996,0.9826489,0.937659,1.0541213,1.0545181,0.854533,0.9981106,1.0324848,1.0631734,1.0580511,0.90667224,0.85744286,1.0754769,1.2062128,1.0393989,0.8104407,1.0731544,0.0,1.0765418,1.2161779,0.98642504,0.9884822,1.1547884,1.0495198,0.8536482,1.2514296,1.2040172,0.9791676,0.943483,1.0018754,0.9224606,0.9013039,1.1551853,0.9444499
slipper,0.7901844,0.89093244,0.7431659,0.44325048,1.4263877,1.4480584,1.4378831,0.6938969,1.3119004,1.2960682,1.3929598,1.3710948,0.60537344,0.62384355,1.4399834,0.35463393,1.0255853,0.6392181,0.70257604,1.1220522,1.4499736,0.96496034,1.0822518,0.8422698,1.4349381,0.7115483,0.30281377,1.5584365,1.0261735,0.7328857,0.93945026,1.343452,1.5059577,1.1415685,1.2336674,1.0717492,1.3060426,1.0987657,0.4587301,0.99396574,0.577251,0.82493,0.6315677,1.221122,1.0430322,0.6741736,0.7533095,1.2849053,0.9933027,0.3964519,1.4799435,0.8748683,1.2411509,0.59097314,1.1975908,0.31056678,1.0944734,1.4506993,1.2742442,0.9632928,0.5001888,0.4493004,0.68745416,0.6569377,1.1523061,1.0455368,0.7367376,0.4460858,1.0285242,1.3084558,1.5653723,0.26795578,1.4001648,0.9207298,0.48368478,1.4749608,1.0765418,0.0,1.1119874,0.72936857,0.5969171,1.3257966,1.5097322,0.9069688,0.5686437,0.55521464,0.51225454,0.8574339,1.1327674,1.2713586,1.2734056,0.20500064,1.4121833
sock,1.2288334,1.1521468,1.2493963,1.293282,0.9100376,0.9190355,0.893466,1.1646625,1.0758208,0.6566526,0.73083544,0.9660425,1.2583556,1.2929462,0.8700781,1.2980831,1.1993556,1.2566524,1.1673739,0.86607456,1.0446267,1.0933229,1.1206044,1.2013617,0.9089971,1.1921884,1.2343327,0.91908115,1.232101,1.046891,0.73744,0.77201027,0.97116464,1.0491616,0.8335615,1.1079477,0.9996437,1.0913999,1.036222,1.1239455,1.1763668,1.1312097,1.1587099,0.77495396,0.70573497,1.2974818,1.0655115,0.57159925,1.2125236,1.185087,0.95704955,1.0915082,0.9234643,1.2096499,0.947062,1.011753,1.0390744,0.9708177,0.65762293,0.9960479,1.2344077,1.1318771,1.1328633,1.0843548,1.1702479,1.0073735,1.0534247,1.2152104,1.032519,0.9183508,0.9393422,1.1945728,0.69838685,0.91423047,1.3336172,0.8823139,1.2161779,1.1119874,0.0,1.1547167,1.1135337,0.8821799,0.89956695,1.2322149,0.7379495,0.89361537,1.256079,1.1352838,1.1295098,0.9421831,0.9842808,1.1215422,0.98914003
soup,0.8686706,0.9003179,0.3249482,0.8172819,1.1612114,1.212203,1.3550441,0.25205773,1.1996746,1.4098707,1.2996708,1.0177699,0.56202,0.65592,1.1419773,0.7903327,0.97506297,0.81864274,1.1984968,0.8773555,1.1596348,0.9428946,0.95503706,0.66471595,1.2776523,1.1237829,0.59841204,1.2868669,0.8203664,1.2276874,1.0963551,1.2018998,1.1399505,1.1759281,1.2271209,1.0404588,1.1932254,0.96526015,0.66853917,1.1210788,0.838451,1.0487813,0.83618593,1.2452104,1.2771189,0.8805989,1.2469739,1.1141229,0.90124476,0.7407474,1.2285411,0.696119,1.0155324,0.76530033,1.1978371,0.9385004,1.0085335,1.1113137,1.2100209,1.2397577,0.6744846,0.6610124,0.7612333,0.8986979,0.89590704,0.94740486,1.2189354,0.7032584,1.0479159,1.0812604,1.215534,0.9984105,1.3083057,0.8704516,0.6791772,1.2239672,0.98642504,0.72936857,1.1547167,0.0,0.88724726,1.2346693,1.2155454,0.73234034,1.0582078,1.1454169,0.7619055,1.0722485,0.9414867,1.146266,1.1101874,0.7122199,1.0726761
spoon,0.6649152,0.97315866,0.8684354,0.6662564,1.2234442,1.2970486,1.4120004,0.9646138,1.2944839,1.3706048,1.3402917,1.0704685,0.61905265,0.69577324,1.2177511,0.7126149,0.8507906,0.7681813,1.0111612,1.1194286,1.2747638,0.8550436,1.0401684,0.9533675,1.4683611,0.8518293,0.33037925,1.4523855,0.90835357,0.97069937,0.87781,1.2523174,1.3704636,1.0454363,1.3503723,0.8685321,1.1201056,1.1850157,0.5558634,0.9033152,0.5802415,0.6991177,0.7894599,1.1731516,1.0673561,0.60147536,0.9928719,1.2495608,0.77365285,0.18180561,1.316678,0.7859742,1.1507633,0.83329594,1.1503259,0.6445761,0.8456858,1.3271005,1.3127825,1.0818493,0.74347305,0.5274797,0.68472373,1.0161424,1.0963062,0.7671152,0.963126,0.7781694,0.8593393,1.1193728,1.3902389,0.5247428,1.429971,1.0095673,0.5221012,1.312945,0.9884822,0.5969171,1.1135337,0.88724726,0.0,1.3906991,1.2947662,0.9208907,0.84003925,0.710523,0.52228683,0.9434358,0.7997341,1.2498592,0.85291517,0.5356409,1.3954725
sweater,1.3202579,1.1848997,1.2549366,1.2799883,0.89866006,0.8305098,0.6157077,1.1972858,0.8269824,0.5296035,0.6718675,1.0170822,1.2704642,1.4276731,0.8990006,1.3022772,1.1926652,1.2611808,1.0256224,0.99015963,0.91255033,1.2228131,1.0237873,1.1962687,0.6334723,1.0878069,1.3833429,0.7357136,1.2182817,0.9557301,1.0678293,0.8435855,0.8343776,0.92380005,0.63648725,1.1951582,0.9848715,1.0243708,1.3583393,1.040015,1.2695458,1.2297219,1.1951534,0.67836785,0.91732675,1.2657737,0.91352534,0.7807835,1.1960752,1.3590536,0.7757514,1.3187015,0.93094385,1.1448114,0.994444,1.189611,1.1931121,0.8978435,0.42289013,1.0057846,1.1467688,1.2571642,1.3091226,1.093423,1.0797228,1.2457931,0.9359355,1.2500831,1.1484275,0.8851937,0.7492318,1.259075,0.32210577,1.0524393,1.3422891,0.74280596,1.1547884,1.3257966,0.8821799,1.2346693,1.3906991,0.0,0.7935549,1.2229604,1.1250963,1.117247,1.284503,1.1382173,1.2462603,0.96317565,0.9776472,1.2518005,0.87361157
table,1.2764263,1.0463367,1.2845824,1.4117033,0.5346737,0.6484836,0.4986303,1.1507397,0.7743504,0.7321656,0.5985903,0.78447753,1.2317852,1.3221247,0.5840327,1.4253598,1.2496836,1.4712286,1.2059902,0.8715788,0.72071064,1.0730789,1.1773913,1.2810487,0.64820963,1.1777079,1.4760958,0.493289,1.0164173,1.2654098,1.0675113,0.7508047,0.71529484,0.89410573,0.89904773,1.0842862,0.8690892,0.8755613,1.3923295,0.9755901,1.4311576,1.2940425,1.2089465,0.77544,0.9104979,1.3965143,1.2765921,0.84529173,1.1698034,1.4104512,0.66089994,1.2891812,0.8124987,1.1052703,0.5565908,1.4037386,1.0416276,0.74111813,0.73986894,0.9802956,1.2529758,1.356369,1.3127425,1.353969,1.0773104,1.0175949,1.270776,1.3112667,1.0581884,1.0321585,0.5452567,1.4020144,0.6873729,1.1931682,1.4931021,0.61954355,1.0495198,1.5097322,0.89956695,1.2155454,1.2947662,0.7935549,0.0,1.2149744,1.2308178,1.2028198,1.4150543,1.0969969,0.9797506,0.6750276,0.78432715,1.4289095,0.74085104
tape,0.6316347,0.6964885,0.657035,0.8063108,0.9903494,1.1642548,1.3345275,0.8382616,1.2442744,1.3590318,1.2540785,1.068148,0.8753889,0.33365834,1.0586615,0.79909444,0.82243407,0.730881,0.9315861,1.1041812,1.1647011,0.7804392,1.0598902,0.63826483,1.2600077,0.95691484,0.7663444,1.2209148,0.60965055,1.0885808,1.2117963,1.1482775,1.2488558,1.112732,1.2316551,0.7202295,1.0463021,1.085473,0.8460735,0.9969022,0.93587774,0.9270607,0.794273,1.3803563,1.2225567,0.78696585,1.0786586,1.1955051,0.8362824,0.88178813,1.2077597,0.6963408,1.094603,0.86945325,1.0746797,1.0665126,0.7772851,1.2258455,1.3164904,1.0830135,0.77199614,0.85720426,0.8026382,0.88215524,0.9287157,0.5925174,1.0920132,0.8830188,0.7905685,1.037937,1.283339,0.95542836,1.3951272,0.9585887,0.8076401,1.315876,0.8536482,0.9069688,1.2322149,0.73234034,0.9208907,1.2229604,1.2149744,0.0,1.0285276,1.1008172,0.7443873,0.8731023,0.7238821,0.83019495,1.0853088,0.9299121,1.2559562
toe,0.96179265,1.0429229,1.0935624,0.8755789,1.20101,1.2849165,1.1932173,1.0999638,1.1115446,0.9747105,1.1682024,1.2322913,1.0926096,1.0372962,1.1529247,0.8728249,1.046061,0.873953,0.7707455,1.0999544,1.2442515,1.1697124,1.2022567,1.0940338,1.1578555,0.72417736,0.85746396,1.2211528,1.2129915,0.7402026,0.6499897,1.0051819,1.2899628,1.0287412,0.95818377,1.0568643,1.141553,1.1092496,0.81585485,0.99828094,0.8862766,0.82265973,0.9824359,0.8783602,0.56488514,0.9281643,0.75615406,1.0944597,1.1561532,0.8921749,1.2718657,1.0537384,1.1158147,0.99760723,1.0429353,0.65205634,1.0282798,1.2772591,1.043964,0.8566347,1.0308259,0.97883403,0.84087014,0.81744635,1.2020547,1.0486777,0.72891706,0.87818706,0.94452214,1.1605959,1.2996571,0.55820507,1.1460464,0.7471085,0.87734216,1.1812516,1.2514296,0.5686437,0.7379495,1.0582078,0.84003925,1.1250963,1.2308178,1.0285276,0.0,0.48949677,0.9018067,1.0423415,1.1370391,1.0830332,1.0709242,0.6646881,1.281249
tooth,1.0199724,0.9987786,1.1100777,0.88322335,1.1733017,1.2762173,1.1773905,1.1550103,1.1718849,0.951876,1.1203704,1.2291104,1.009095,1.0410134,1.138887,0.8631759,1.01803,0.9337474,0.6779158,1.1610612,1.2774148,1.2034066,1.1811118,1.2196637,1.2033964,0.85024154,0.72837067,1.2423068,1.1509758,0.62472606,0.92796725,1.1667206,1.2933085,0.99686676,0.95240897,1.0909321,1.2103531,1.1240876,0.8855781,0.96388185,0.90821874,0.80815434,1.0038877,0.8858194,0.69951344,0.9821323,0.6860653,1.0579076,1.0837811,0.7758446,1.2248884,1.0243982,1.0706667,0.89945954,1.0674303,0.51993704,1.0684272,1.3356073,1.0880402,0.918694,0.88456416,0.84069884,0.9978927,0.79173464,1.1351734,1.0287224,0.62520194,0.8983974,0.9994721,1.2626357,1.2531347,0.44203246,1.0602919,0.994838,0.8859018,1.1665173,1.2040172,0.55521464,0.89361537,1.1454169,0.710523,1.117247,1.2028198,1.1008172,0.48949677,0.0,0.8223584,1.1042676,1.1308408,1.0970367,1.1000385,0.5350851,1.1810774
toothbrush,0.5750942,0.87301064,0.5921473,0.5338375,1.3337228,1.4297985,1.4940325,0.71297276,1.3899667,1.4145474,1.4652284,1.12203,0.37085497,0.6378558,1.2759361,0.5986531,0.7953608,0.71957415,0.84537303,1.1500069,1.3106062,0.86387557,1.0244563,0.84533286,1.4427719,0.927207,0.29124892,1.5180751,0.7211236,1.0313756,1.0770739,1.3137879,1.3294401,1.2588301,1.279566,0.938447,1.1966851,1.1533024,0.56555206,0.9820089,0.7616967,0.74659526,0.5576676,1.3055648,1.168885,0.5097246,1.0362942,1.2893903,0.5380452,0.41421682,1.3239672,0.7306247,1.1797107,0.5934011,1.3391695,0.7045299,0.9100298,1.3435787,1.2369133,1.187019,0.63176364,0.4832163,0.7322204,0.87178135,1.0308857,1.0360203,1.0317017,0.7039646,0.86171824,1.1375483,1.3582518,0.45339286,1.403575,1.0280824,0.4257965,1.3642522,0.9791676,0.51225454,1.256079,0.7619055,0.52228683,1.284503,1.4150543,0.7443873,0.9018067,0.8223584,0.0,1.0134861,0.7883603,1.3075464,1.0606828,0.5216434,1.2973273
towel,0.9600102,1.1043497,1.0148652,0.66620326,1.0222412,0.96584916,1.0931118,1.1160446,0.83652806,0.9791231,0.7946105,0.93589634,1.1783925,0.8008962,1.0986786,0.756885,0.99633765,0.94850683,0.8980763,1.1676404,1.1166577,0.71121645,0.93086576,0.91313285,1.1481338,0.654445,0.99531937,1.1049321,0.9835226,0.8355448,1.0335878,0.94099706,1.160919,1.0206931,1.080365,1.0245265,0.7864661,0.98575187,0.9560017,0.7480688,0.885712,0.8755035,1.0304185,1.2680088,0.9945129,0.9211269,0.84363866,1.2001445,1.0451233,1.0063437,1.1066062,1.033846,1.1356504,1.1856143,0.5089601,0.8933744,1.1067058,1.156243,1.2073007,0.73548317,0.98839754,0.9900616,1.0621628,0.8803849,0.90906876,0.92336327,0.8834955,0.9324614,1.1422288,0.86329037,1.177607,0.9345496,1.2150673,0.80451816,0.9335866,1.2363392,0.943483,0.8574339,1.1352838,1.0722485,0.9434358,1.1382173,1.0969969,0.8731023,1.0423415,1.1042676,1.0134861,0.0,0.8617107,0.9521344,1.0788138,1.1295053,1.119683
toy,0.63383496,0.69995826,0.8500544,0.9855833,0.8082054,1.2554517,1.4341956,1.0588528,1.2329392,1.2494643,1.1228034,0.5151857,0.8203521,0.82320267,0.8196523,1.0805317,0.8532077,0.9956553,1.0516729,1.1555265,1.1214787,0.64831215,1.0478504,0.918052,1.4289927,1.0158119,0.9600434,1.2000258,0.5476521,1.162192,1.1623911,0.77211696,1.1829891,1.0996815,1.265246,0.724991,0.7718643,0.8887822,1.0907676,0.59128684,0.97260946,0.89613616,0.8288356,1.197372,0.99742633,0.7654326,1.1670365,1.1957388,0.7010332,0.9404953,1.0726845,0.89675075,0.9753974,1.036854,1.1929836,1.0824825,0.7226599,1.2340864,1.1184697,1.1328553,1.1530745,1.0858101,0.99538046,1.1297526,1.0046362,0.7038591,1.1765435,1.1917976,0.7502544,0.91658753,0.993683,0.95478594,1.3514805,0.9641988,0.9552871,1.2346087,1.0018754,1.1327674,1.1295098,0.9414867,0.7997341,1.2462603,0.9797506,0.7238821,1.1370391,1.1308408,0.7883603,0.8617107,0.0,0.92938256,0.9302729,1.0617092,1.118197
tray,1.2028823,0.9894325,1.1437094,1.3324225,0.2694168,0.7125427,0.773734,1.1495149,0.78967375,0.84075457,0.79305565,0.9243719,1.3252906,1.0379384,0.62274814,1.310773,1.0976685,1.1723999,0.8931209,1.0769478,0.78212374,1.154655,0.9761639,0.91510314,0.83024216,1.1552255,1.276994,0.43722522,0.9699634,1.103959,1.2210965,0.851245,0.85271096,0.78179383,0.9200305,1.0213699,0.86732775,0.9267659,1.2339997,0.99465835,1.3457309,1.1844015,1.2992294,1.0420157,0.7780961,1.3510714,1.1223365,1.019899,1.1150717,1.3191618,0.7348067,1.2231057,1.027642,1.2182827,0.7576673,1.2925806,1.0389237,0.9421678,0.9246065,0.90047044,1.11178,1.1654851,1.3668077,1.139786,1.0040083,0.9500114,1.131242,1.322692,1.0914825,1.0496415,0.78117007,1.3365314,0.963642,1.0380967,1.4012477,0.87524587,0.9224606,1.2713586,0.9421831,1.146266,1.2498592,0.96317565,0.6750276,0.83019495,1.0830332,1.0970367,1.3075464,0.9521344,0.92938256,0.0,0.69736147,1.3654077,0.83718383
vacuum,1.170678,1.1246874,1.080431,1.2254976,0.6659287,0.92385083,0.9263935,1.149725,0.9550212,0.9699515,0.9862083,0.799759,1.0774859,1.1624423,0.7674496,1.277035,0.8432776,1.0387446,1.0843208,0.9759925,0.836413,1.0426334,0.8631195,1.0122421,1.0013855,0.9620186,1.1129532,0.7307615,1.0302123,1.066046,1.0560539,1.0058677,0.7823055,0.8485886,1.0612249,1.1163256,0.8146354,1.1314331,1.1351496,1.0552694,1.1223593,1.1029553,1.2168331,0.9589463,0.8981574,1.1498364,1.065046,1.0670843,0.8697317,1.0493152,0.7234509,1.1319033,0.9159443,1.2013265,0.87896603,1.1551821,1.0983515,0.9148362,0.9872944,1.0911064,1.2063478,1.0908309,1.1887736,1.2400846,1.0125471,1.0047796,1.058527,1.2718837,1.1304314,0.8683749,0.75205535,1.1398236,0.9760489,0.9666211,0.96387935,0.8413422,0.9013039,1.2734056,0.9842808,1.1101874,0.85291517,0.9776472,0.78432715,1.0853088,1.0709242,1.1000385,1.0606828,1.0788138,0.9302729,0.69736147,0.0,1.2767363,0.9412909
watch,0.697691,0.81283545,0.7645678,0.57394505,1.3966682,1.5105246,1.4316807,0.7052592,1.405345,1.282532,1.4061472,1.3105934,0.50686914,0.7110596,1.3669312,0.54223835,1.0461683,0.67199135,0.81694955,1.0650233,1.4340935,1.0051457,1.0875163,0.923596,1.4023799,0.9152976,0.36911952,1.5470182,0.941254,0.8218807,0.9372842,1.3494002,1.4598225,1.2249597,1.2314956,0.9950301,1.3763369,1.1691027,0.6325737,1.026736,0.48387164,0.7872745,0.62340856,1.0592616,1.0413955,0.5937509,0.8309145,1.1742079,0.9639356,0.41039747,1.4473007,0.8440841,1.1875098,0.57225347,1.3652447,0.3521757,0.96341777,1.3998063,1.1864362,1.1445271,0.6128874,0.60472244,0.5980228,0.7258062,1.202189,0.9478651,0.797462,0.5330303,0.901486,1.288906,1.4721657,0.35271204,1.2840437,0.98544437,0.47657067,1.3907524,1.1551853,0.20500064,1.1215422,0.7122199,0.5356409,1.2518005,1.4289095,0.9299121,0.6646881,0.5350851,0.5216434,1.1295053,1.0617092,1.3654077,1.2767363,0.0,1.3768193
window,1.4062283,1.0956386,1.1466765,1.3815669,0.8195069,0.5339621,0.6334142,1.0307229,0.63164634,0.88849795,0.8882463,0.8219458,1.2134583,1.3112693,0.9050383,1.3766849,1.0763103,1.220859,1.1365662,0.8447473,0.43944812,1.2246702,0.8376683,1.0802616,0.5948621,1.2651756,1.3574855,0.51891816,1.1855503,1.0829637,1.0586789,0.94776976,0.47552085,0.8512424,0.7718162,1.3061624,0.9811843,0.8793722,1.2357112,1.0727863,1.1856694,1.3705462,1.3587534,0.73785657,0.9798665,1.3789136,1.07583,0.8501687,1.1803002,1.3772187,0.6321651,0.99157816,0.9594885,1.1719631,0.8736963,1.2689556,1.2646765,0.5528262,0.84070444,0.9527508,1.1191969,1.2500436,1.3755087,0.9655101,0.5176307,1.2238121,1.0653176,1.3074389,1.3007696,0.90465057,0.6124727,1.4098215,0.74716246,1.0651113,1.2640822,0.52913177,0.9444499,1.4121833,0.98914003,1.0726761,1.3954725,0.87361157,0.74085104,1.2559562,1.281249,1.1810774,1.2973273,1.119683,1.118197,0.83718383,0.9412909,1.3768193,0.0
