,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
comb,0.85502195,0.8247113,1.1608661,0.8690319,1.2228122,1.1790453,0.86183536,0.8599927,1.0700816,1.1506107,0.94096875,0.96694976,0.8729529,1.0095772,1.0185558,1.1357425,0.96188426,1.1040225,1.0764796,1.0523633,0.8697976,0.9761263,1.1197306,1.0008962,0.9583155,0.9622773,1.0989968,0.9439104,1.0669389,0.7469247,0.8860295,1.047708,1.0757747,0.0,1.0739124,1.1486679,0.7329172,0.9086884,0.97885084,1.0888573,1.067278,0.9868047,1.0652872,1.068378,0.8973913,1.1419972,1.0857488,1.215127,0.9096732,1.0211444,0.94291306,1.1756824,0.8802028,0.92897874,0.85069263,1.0518262,0.99288744,0.8050809,1.0651003,1.1608328,1.0520343,0.8922696,1.07637,1.0898436,1.0954505,1.0077069,1.0397696,1.0751247,0.78045106,1.0464412,0.76962984,1.1336119,1.0359927,0.8880451,0.79675657,1.0392703,0.96789896,1.1592278,0.9338913,0.80583704,1.0757217,1.0994757,1.0211966,1.008268,1.0743372,1.0331452,0.977887,0.9702318,0.9493708,0.7840519,0.80795306,0.9795253,0.8690675,1.0749917,0.97356343,1.0421761,1.0172541,1.0098071,1.0678625,1.0793794,0.94448,0.90299225,1.2087425,0.9779516,1.0251662,1.0059305,0.9367257,0.94139737,1.1526643,1.0243158,1.1312101,0.9323786,1.040199,0.99670327,0.75870323,0.98550624,0.8470514,0.9772533,0.66323483,1.1564218,1.1839936,1.1443619,0.93339723,1.103267,1.1231105,1.0757207,0.8803719,0.8317488,0.9706772,1.2220464,0.9960246,1.1261646,1.0539643,0.9751129,1.0182936,1.1378713,0.84619594
cookie,1.0748084,1.0637482,1.0280966,1.0651735,0.8813211,0.9816059,0.90604454,1.0194381,1.0775156,0.9691886,1.0800554,1.1130519,1.0116158,0.9971415,1.0353723,1.0832422,1.1429702,1.1632335,1.0719421,1.0436251,0.7997354,1.1758631,1.1936162,0.8763986,1.1934175,1.0867077,0.94485146,0.87367845,1.2190008,0.9870091,0.91685563,1.1115963,1.054222,1.0739124,0.0,1.0112127,0.90239567,1.0873939,1.053173,1.1114167,0.8070197,0.8665245,0.95172644,1.1311104,0.934473,0.9682814,0.85911584,0.7936411,0.98681563,1.1171064,1.0233288,0.84501064,0.9473975,1.0781144,0.9316886,1.010175,0.90388775,1.1132303,1.0089366,0.9112166,0.9497094,1.09402,0.96374786,1.0590329,1.0790306,1.1020973,1.0539676,1.0656333,1.1876187,1.1160891,1.0034302,0.8472206,1.0514479,1.0708697,1.0779414,1.1326302,0.89263904,0.9428708,1.1316402,1.0604059,0.83675337,0.9527153,1.2157204,0.79967815,1.005372,1.0069015,1.0509421,1.1541233,1.201494,0.87251353,1.0529127,1.0397985,1.1442171,1.2003639,1.0448254,0.66456896,1.254799,1.1241096,0.7391427,1.1083553,1.0776477,0.7323262,0.98483574,1.1552018,1.021528,1.1180038,1.0577668,1.1094061,1.0372665,1.2034638,1.1188278,1.0694778,1.0098417,1.0052367,1.0204016,0.8501935,1.0411905,1.1364403,1.1200861,1.0421568,0.9886828,0.9487711,1.1317466,0.9945679,0.9300444,0.9032775,1.0739278,1.224822,1.1679957,0.8225733,0.99002707,1.0785617,1.1410048,1.1533145,1.1168063,1.0643017,1.0329877
couch,0.83493245,0.9293169,1.3756225,0.65453786,1.0686349,1.4405257,1.3279523,1.1990033,0.6147345,0.23031276,1.3051167,0.6417096,0.65487933,1.2162483,0.33143926,0.843281,1.170434,1.4040639,1.2913412,0.7819407,1.2966176,1.2362953,1.217853,1.1867523,1.1407999,1.1994607,1.0430632,0.8684771,0.46596068,1.0020678,1.0038478,0.6842846,0.627582,1.1486679,1.0112127,0.0,0.9731939,1.4958096,0.6817025,1.1779938,1.0811334,0.824239,1.0272474,0.76486474,0.8779729,0.5873873,1.310237,0.7573377,1.0669001,0.8562168,1.4227018,1.3558383,0.97318316,1.3129344,1.3304253,0.88697714,1.2525834,0.96533346,1.3662566,0.6915216,1.2803097,0.8763026,1.3384066,0.86172426,0.9403353,0.865844,0.88473815,0.6301625,1.3822198,0.8095839,1.1881407,1.2657893,1.0033653,0.7370641,0.98335046,0.8925,1.2713445,1.3278179,1.1621227,1.1941407,1.2828506,1.3349783,0.92715514,1.208892,0.6261599,0.5801426,0.8074493,1.4719791,1.3958031,1.1190457,0.9296453,0.57124335,1.177453,0.95271116,1.3398634,1.1748549,0.97560406,1.25557,1.1940806,0.732378,0.90871376,1.0105382,0.7211109,1.3459133,0.6195233,1.117516,0.88344246,1.1160207,0.722114,1.0720326,0.82151544,1.4269814,0.8979161,1.356853,1.1372943,1.133144,1.3662243,1.0290356,1.1055739,1.30188,0.87426317,0.62536967,1.1557858,0.4115137,1.2574173,1.3268939,1.3705611,0.9897013,1.30702,1.1924595,0.8456498,0.94130915,0.7898269,1.1493475,1.418882,0.6064486,0.86984825
cracker,0.89511657,1.1071905,1.1356928,0.8450008,1.171378,1.271481,1.0873775,0.94961035,0.9798489,1.0172415,1.1258025,0.94630325,0.64888805,1.1817331,0.98863316,1.0856593,1.1247917,1.1476573,1.2742226,1.0468465,0.951329,1.145934,1.1882519,1.1168238,1.0105469,0.9107057,1.0865158,0.935763,0.9808385,0.8357095,1.0435438,0.9874988,1.0359147,0.7329172,0.90239567,0.9731939,0.0,1.0731289,0.9903148,1.2662467,1.0632826,1.0501583,1.1356931,0.99691844,0.9677767,1.024057,1.0761504,0.9209671,0.8943818,0.8773906,1.1992784,1.1394913,0.7634878,1.0949744,1.0797608,0.75942445,0.8343396,1.024685,1.1293652,0.85238975,1.0825688,0.9545305,1.1189687,1.0334136,1.1094007,0.99627686,1.0731024,0.82620084,1.0228765,0.9371117,1.1376421,1.0987825,1.0509675,0.9558419,0.9187873,0.97882426,1.024615,1.0511254,1.2044451,0.90362203,0.90592444,1.1351676,1.0156953,0.9380555,0.91774344,0.78873944,1.0008011,1.1187309,1.1704555,0.83342266,0.8199239,1.0503757,1.143657,1.0193266,1.1757478,1.0054163,1.1462045,1.156455,0.9469528,0.88944364,0.8204838,0.7728394,0.9348975,1.1488969,0.8381063,1.159535,0.86561877,1.0925353,0.999913,1.1382675,1.075792,1.049498,0.94071215,1.1052561,1.0977744,1.0304599,1.0255221,1.1019247,0.670309,1.1625836,1.0874584,0.925748,1.1292543,0.9071849,1.2910069,1.0160987,1.1386149,1.0660474,1.0635206,1.1436543,0.96584386,1.0376799,0.95139194,1.0294677,1.0280483,0.9916316,0.7763869
crayon,1.4560039,1.0950886,0.34221208,1.3630464,0.88248456,0.6362899,0.7472587,0.85402787,1.4298009,1.554027,0.25375795,1.3347921,1.4261359,0.90234584,1.4721215,1.3509058,0.6702437,0.48414558,0.8466925,1.3707883,0.5571381,0.7467591,0.9080628,0.9714343,0.68851215,0.704538,0.8699491,1.0792452,1.3923519,0.89394146,1.1706878,1.3310771,1.4224913,0.9086884,1.0873939,1.4958096,1.0731289,0.0,1.325344,0.9537965,1.2065289,1.2018728,1.0117095,1.2653172,1.0174594,1.5069699,0.39741993,1.2701412,0.55150104,1.3109603,0.56705713,0.57801956,0.5925199,0.21406364,0.7722218,1.2153037,0.4361313,1.2531514,0.6382545,1.3250458,0.6632488,1.059421,0.4961173,1.3186316,1.2032973,1.2727172,1.4492292,1.4354067,0.23917443,1.2148731,0.94532895,0.8221407,1.2273455,1.4375943,1.1492342,1.3709891,0.81022245,0.31926382,0.6554877,0.5772469,0.45470834,0.3537166,1.0151162,0.8523862,1.4384134,1.328063,1.3336481,0.09955698,0.23614132,0.75923604,1.0434482,0.950616,0.9188742,1.186144,0.53200644,0.7752618,1.1821688,0.6981858,0.5746309,1.3536437,1.2409918,0.86530167,1.3108113,0.7270275,1.4673198,1.1978192,0.9053459,0.82118815,1.4357207,0.84757555,1.3791713,0.23410058,1.2471825,0.53023183,1.0436796,1.1376789,0.19873333,1.1083014,0.80008423,0.4425056,1.0004649,1.4076579,0.93206286,1.5676578,0.802027,0.31791484,0.48136812,0.9635943,0.40686375,0.9595656,1.364666,1.2643034,1.4008436,0.83786595,0.18775356,1.4479817,1.2348435
crib,0.81388885,0.9493171,1.4329859,0.80049545,1.3223747,1.4283495,1.098928,0.9762682,0.7337726,0.55133647,1.1915119,0.07352018,0.8851826,1.0398984,0.7053642,0.77724254,0.94375587,1.343857,1.1704626,0.66367877,1.2575586,0.91930395,0.98847246,1.0129399,0.9421851,1.1210294,1.2604574,1.1013333,0.5164063,1.050073,1.0129685,0.7711621,0.7585232,0.97885084,1.053173,0.6817025,0.9903148,1.325344,0.0,1.0625621,0.8395915,0.971978,1.0901707,0.8044398,0.80865264,0.833228,1.4070525,1.0002234,1.2223109,0.83520913,1.1497447,1.316757,1.0871598,1.1997087,1.0236894,0.94961524,1.2679183,0.96645904,1.2895148,0.9739239,1.3353539,1.0827061,1.3109541,1.00176,0.91910917,0.8884592,0.89572895,0.87823534,1.1425319,0.7572998,1.1269565,1.2586567,0.9466134,0.8401443,0.6646676,0.81288856,1.2623876,1.4661458,1.1966497,1.2317078,1.3187661,1.3969924,0.7528155,1.243745,0.87469816,0.8055811,0.85852945,1.3237181,1.2558405,1.061954,0.8307004,1.0033976,1.1884391,0.99746126,1.2050843,1.2900817,0.77353954,1.0023295,1.3047283,0.73361844,0.8000008,1.0563937,0.98413694,1.1035061,0.88749427,1.0466634,0.9746484,0.84270495,0.77181816,0.86833966,0.802454,1.3919307,1.0038763,1.1688592,1.041583,1.1175795,1.2211509,0.8381771,0.982005,1.355936,1.0535314,0.9105698,0.905042,0.70840245,1.1240011,1.4265002,1.1571643,0.90571904,1.258564,1.1207277,0.6080675,0.9517965,0.59746075,0.8133222,1.4044676,0.78831553,0.94440544
cup,1.1771629,0.9495586,0.82315725,1.1970079,0.7931516,0.6316151,0.9142627,0.7733904,1.1730366,1.186896,0.9132347,1.0956528,1.3161619,0.8924475,1.2167053,1.0785472,0.7936528,0.4897787,0.41228878,0.86193705,1.0221668,0.9975107,0.32957387,0.90289843,0.66257095,0.91346556,1.1099716,1.2409366,0.9364892,1.1471086,0.99178207,1.0970244,0.747275,1.0888573,1.1114167,1.1779938,1.2662467,0.9537965,1.0625621,0.0,0.7276733,1.0001425,0.86098874,1.0976695,1.146246,1.1546189,0.9712067,1.1966987,1.2176489,0.94710886,0.9008832,0.7948569,1.2436274,0.9358257,0.990938,0.97416705,1.0791693,0.9455456,0.77674484,1.2442241,0.89401114,1.1597524,0.8085619,1.1141813,1.0479878,1.0322299,0.6785155,1.2842245,1.0048876,1.0833094,0.88973767,0.96699226,0.724466,1.0459474,1.1284306,0.9586747,0.8881719,0.9659763,0.8108328,1.1512971,1.0605041,0.9145545,0.87749857,0.9644115,1.2828956,1.3323957,1.0129318,0.90579784,0.9463882,1.2082686,0.9865012,1.0430487,0.89861196,0.98726076,0.74319834,1.0385139,0.6473956,0.72759885,1.1373156,0.98782885,1.1581688,1.2203583,1.1857505,0.79762375,1.2575631,0.88481927,1.178571,0.9574501,1.130204,0.75827676,1.0313814,0.9098592,1.2480758,0.71713054,0.95305914,0.85942876,0.9581671,1.0023801,1.0582792,0.8825253,0.9231793,1.2714415,1.0119262,1.015779,0.5627285,0.9895606,0.9654131,1.0259904,0.8279185,0.71214724,0.86586237,1.1396668,1.1007333,1.0427787,0.9220758,1.1433885,1.2745328
dish,1.0500909,0.99027306,1.1458588,1.0674894,1.0266991,0.87544453,0.8393834,0.9247459,0.91527677,1.0871675,1.148815,0.8526558,1.1920733,1.1016662,1.1017973,1.0179092,0.9612655,1.1028379,0.60221404,0.89771116,1.0339464,1.0059221,0.78881454,1.0299407,0.9041347,1.1053846,0.8977836,1.1192691,0.82050645,0.9936032,0.8074467,0.99915713,0.84349763,1.067278,0.8070197,1.0811334,1.0632826,1.2065289,0.8395915,0.7276733,0.0,0.9425718,1.014955,1.0050812,0.89604366,1.0053297,1.093621,1.100166,1.1636496,0.976196,1.0015053,1.0666194,1.1611674,1.07758,1.043345,0.9428097,1.190991,1.0215197,1.060062,1.1196916,1.149443,1.0421262,1.1387391,1.059185,0.99961436,1.0081804,0.696007,1.1436529,1.0581005,1.0136771,0.7806932,1.0766617,0.95686054,0.98980874,0.95473474,0.9039431,0.9484029,1.1237148,0.96861184,1.1106405,1.1041238,1.0695195,0.90098655,1.1034006,1.1683371,1.153329,1.060196,1.1958356,1.131081,1.0029525,0.9941908,1.1068947,1.1209315,1.1642737,0.8261846,1.0326136,0.7984195,0.9888878,0.9726946,0.9259888,1.0524043,0.97118306,1.0375918,0.94959456,1.1230206,0.9791817,1.2064395,0.940974,1.032223,0.74599236,0.9995883,1.1609524,1.0292833,0.90925664,1.0013102,0.7472365,1.0233656,0.94333744,1.0838022,1.1250525,0.9959081,1.1311136,1.007226,0.9528098,0.69279367,1.1853571,1.1242578,0.9793226,1.1593595,0.9462696,0.614843,1.0987005,0.86464465,1.0198977,1.2490383,1.013243,1.1500509
dog,0.97500736,0.9665994,1.1150392,1.0498286,1.0662172,1.0300391,1.0411698,0.93398535,1.1120285,0.8521286,1.1559768,0.93264663,0.97317016,0.9255585,0.9272755,0.97244364,1.065068,1.1124145,1.0451238,1.0448492,1.0137188,1.0165087,1.0613067,0.78344226,1.0859406,1.078979,0.9857963,0.27849305,0.97584766,1.080612,1.0528448,0.9988103,0.9772299,0.9868047,0.8665245,0.824239,1.0501583,1.2018728,0.971978,1.0001425,0.9425718,0.0,0.7083817,1.0239223,1.055034,0.73779726,1.1212035,0.90630245,1.2001116,1.0171113,0.98149383,0.9315096,1.11115,1.2078204,0.8539032,1.0176685,1.1229076,1.0354294,1.0652015,0.92905116,1.1019104,1.1084754,1.0449389,0.8565859,0.91144395,1.0143623,1.0288923,1.0264721,1.2190166,0.96621394,1.0624729,0.99411637,0.9660189,1.0385414,1.0341904,0.90093166,1.0490711,1.1705186,1.0649302,1.1658804,0.97756094,1.1257526,0.9933133,0.8040757,1.0729892,1.0436889,1.0389663,1.185118,1.1598438,1.0601478,0.78151727,1.0295975,1.021965,0.9849092,1.1521707,0.9217622,0.9350159,1.0481892,1.1159601,0.96567726,0.8869503,1.0940912,0.96334577,1.0462838,1.0099773,0.9605311,1.1014647,1.0100846,0.98810893,1.075536,0.98587304,1.127729,1.0846986,0.9781124,1.0645629,1.037669,1.2179077,1.0310408,1.0415643,1.1317463,1.0128775,0.99660844,1.0208747,0.99026644,1.0499601,1.1382164,1.0855945,1.0515157,1.1447926,0.8453758,0.9748902,0.996509,1.0265288,1.0331908,1.1883914,0.9765399,1.0920843
doll,1.0783703,0.92901874,0.9624411,0.98837996,0.8914733,0.95278084,0.9744536,1.0017502,1.1849527,0.998622,1.14739,1.1650038,0.9727582,0.6278711,0.98790914,1.1174031,1.0513666,0.9581089,0.9856248,1.0935642,0.9741644,1.037223,1.0399661,0.4271896,1.2430198,1.1684871,0.90829337,0.8984329,1.1625607,1.0588034,1.0130167,1.0998627,1.1158211,1.0652872,0.95172644,1.0272474,1.1356931,1.0117095,1.0901707,0.86098874,1.014955,0.7083817,0.0,1.1868033,1.1029525,0.8243533,0.8997271,0.9433504,1.0078156,1.0769048,0.9003718,0.7496083,1.1386565,1.0887462,0.6975765,1.0733852,1.0734164,0.8485292,0.8598696,1.0001794,0.93598104,0.9460947,0.74481004,0.76692116,1.0336863,0.9442345,0.9393003,1.1692833,1.0895176,1.1687126,1.0071746,0.88617074,1.058543,0.9319874,1.0695852,1.0135669,1.1001418,1.0045329,0.92246985,1.0328746,0.98973984,0.92195475,1.1357181,0.8970594,1.1423532,1.2011583,0.90474546,1.0733945,0.9805459,1.0855566,0.9124556,0.95130163,0.9109081,1.0576216,1.0712407,0.6786699,0.8739047,0.9883462,1.0498152,1.1950176,0.96147186,1.0410413,1.0765204,0.7795726,1.1322997,0.90065277,1.174311,1.026868,1.0380706,1.2207353,1.0595425,0.92275304,1.270661,0.9742277,1.0168056,1.0982968,1.0391036,1.0833322,1.0876492,1.0359772,0.9561963,1.0959859,1.029931,1.1707563,0.9530961,0.8787164,1.131213,0.9053696,1.0924374,0.59498143,1.1201456,1.1478026,1.2262089,1.1034024,0.9745865,1.1797421,1.2287982
door,0.9517424,1.0750867,1.2333703,0.9572232,1.2102737,1.2164963,1.2628558,1.0970716,0.72607106,0.86376727,1.1039777,0.79033697,1.0277089,1.1868846,0.9522676,0.8778079,1.1627854,1.0493844,1.1779308,0.8577574,1.3444117,0.8738671,0.974061,1.1233892,0.80913043,0.9007237,1.0666655,0.9823732,0.5251626,1.1873856,0.8815992,0.11534119,0.91695493,1.068378,1.1311104,0.76486474,0.99691844,1.2653172,0.8044398,1.0976695,1.0050812,1.0239223,1.1868033,0.0,0.96743876,0.9143995,1.341054,0.96780586,1.2709986,0.7543106,1.2830858,1.2146525,1.256437,1.1713036,1.2358246,1.0670542,1.2346101,1.139207,1.2567172,0.91371584,1.138859,1.1111774,1.2000806,0.9425636,0.91853976,0.8873593,1.0004792,0.90393835,1.133908,0.6801655,0.91314465,1.1887305,0.9268185,1.0552096,0.82128716,0.8404726,1.1203007,1.2523428,1.2206177,1.2036028,1.1860226,1.2614495,0.48593485,1.0498939,0.92261654,0.87610066,0.97598064,1.1993258,1.1723272,1.1981981,1.1613677,1.0634038,1.0933712,0.94748396,1.2528389,1.23137,0.9138653,1.069805,1.2602158,0.32693172,1.0425949,1.2629751,0.9507306,1.1213206,0.88388896,1.0328282,0.9659249,0.9808883,0.506696,0.7778119,0.92613393,1.3037751,0.95218694,1.1729809,0.9590591,1.0563567,1.2759662,0.78416646,1.0634118,1.1243246,0.86446345,0.9375346,0.81097895,0.91082954,1.188708,1.3198936,1.0776807,0.9762045,1.0035319,1.1749445,1.0389749,0.839869,0.72227424,0.71244276,1.2416934,0.63518834,0.8740972
drawer,0.79782546,0.94435775,1.2402765,0.87231755,1.2070289,1.1846191,1.0861589,1.0654067,0.7731983,0.8844966,1.0146657,0.8195678,1.0625286,1.0540473,0.9092701,1.034105,0.72750837,1.2236614,1.0687305,0.7585689,1.1235352,0.932006,1.0984571,1.0835426,0.95205534,1.0839413,1.0156182,1.0660719,0.96502316,0.9124206,1.0575128,1.0368603,0.95438886,0.8973913,0.934473,0.8779729,0.9677767,1.0174594,0.80865264,1.146246,0.89604366,1.055034,1.1029525,0.96743876,0.0,1.016795,1.1595345,1.012922,0.86515146,0.9257321,1.0407101,1.1634088,0.88155556,0.9880787,0.96133053,0.88109016,1.0831152,1.0117228,1.0077986,1.0243645,1.0890596,0.9024345,1.2637763,1.0059834,1.0010455,1.0809822,0.9962706,1.059532,0.91426075,0.9890111,1.0586605,1.1277256,0.9717932,0.99320436,0.83489585,1.0288243,1.1445378,1.1296251,1.0349818,0.90901184,1.1103351,1.2085148,0.8748002,1.0456835,1.0921223,1.0148568,0.742201,1.0256634,0.94716126,0.9478774,0.940459,0.89802086,0.991488,1.0785176,0.9610696,1.0699763,1.0440445,1.0059112,1.0385671,0.8486434,0.92644453,0.764431,1.0246578,1.0429851,1.1009917,0.9340862,1.0921841,0.9814467,0.9173619,0.77148426,1.0713643,1.0654203,1.0564022,0.9125724,1.0295246,1.0036069,0.9469891,1.0522834,1.1103927,1.215322,1.0429386,1.1029146,1.075556,0.80726206,1.101085,1.1016201,0.9678634,0.89015204,1.1427306,1.1083575,0.75346255,1.0962013,0.90858424,0.9508177,1.195674,1.0676275,1.0881338
dress,0.70438176,0.8824462,1.3802403,0.55131316,1.1728632,1.3536581,1.2619045,1.216326,0.56323284,0.44528043,1.4242275,0.88578105,0.49265754,1.1012625,0.5595328,0.7668496,1.2811264,1.3758988,1.2779329,0.7894546,1.320153,1.2065071,1.2395449,1.0345335,1.3638761,1.3306777,1.0860008,0.84793943,0.8253436,1.0688624,0.9441471,0.82032084,0.7856941,1.1419972,0.9682814,0.5873873,1.024057,1.5069699,0.833228,1.1546189,1.0053297,0.73779726,0.8243533,0.9143995,1.016795,0.0,1.4172709,0.7280367,1.2217937,0.84725726,1.3932595,1.2564893,1.1623063,1.4460158,1.2190294,0.9561505,1.3044972,0.95364684,1.2002995,0.67316127,1.2222732,0.9125731,1.3376012,0.7394372,0.91576976,0.6784695,0.7238904,0.6315901,1.4513116,0.84603715,1.180944,1.2827156,0.94882745,0.7182955,1.0365444,0.884344,1.2245734,1.3818076,1.2566223,1.2415438,1.3056147,1.3906779,1.1148162,1.115627,0.52498084,0.6917419,0.685953,1.4834149,1.3793743,1.2057996,1.1101761,1.1223886,1.0393475,0.94593114,1.4313457,1.1482879,1.0141122,1.2921392,1.278839,0.87908804,0.8177738,1.1110977,0.70669526,1.2671981,0.5335674,0.97722375,0.9454663,1.1703275,0.5335861,1.1812623,0.7190192,1.4672203,0.97373354,1.3588352,0.9548081,1.0353204,1.4718267,1.1001009,1.257387,1.3398042,0.83310676,0.5946686,1.1814427,0.5932764,1.2787516,1.3660316,1.4044044,0.9882965,1.3197517,1.0476009,0.86799324,0.82554126,0.84927523,1.2137339,1.4254347,0.68192583,0.8654455
egg,1.489222,1.0089947,0.39352465,1.377636,0.41497445,0.46124947,0.6800369,0.86344635,1.3992866,1.4405811,0.584491,1.4280455,1.3051941,0.8306074,1.2964098,1.4001797,0.782389,0.6372709,0.7053025,1.4303832,0.32841432,1.1015835,0.9724073,0.91670525,0.86888385,0.8393579,0.6191735,1.0122287,1.4069337,0.8354075,1.1126988,1.3438175,1.3540602,1.0857488,0.85911584,1.310237,1.0761504,0.39741993,1.4070525,0.9712067,1.093621,1.1212035,0.8997271,1.341054,1.1595345,1.4172709,0.0,1.1511579,0.5272323,1.2957528,0.6706048,0.56452596,0.6542379,0.44988048,0.849901,1.1464763,0.57178056,1.2168016,0.7258615,1.2311426,0.56742865,0.9916391,0.52308536,1.3238571,1.3633537,1.3321813,1.3519006,1.3966584,0.6386877,1.3679173,0.92600965,0.65655816,1.175368,1.3292019,1.336652,1.3819526,0.78039885,0.29053974,0.59254473,0.68130505,0.390692,0.18639845,1.1777803,0.7828244,1.4021645,1.2807562,1.3610187,0.45936215,0.6318578,0.70553076,1.0289366,0.71605206,0.9611879,1.2258464,0.5137118,0.5137031,1.2124112,0.8169495,0.3451485,1.4415387,1.2364225,0.7020473,1.2281396,0.9113149,1.4525478,1.2543691,0.9631529,1.0844303,1.4434897,1.0323966,1.4023899,0.39138627,1.0370798,0.5854088,1.1711789,0.9879637,0.39573997,1.2170146,0.9353988,0.462865,0.9828264,1.3217589,1.1047374,1.4323126,0.64756876,0.296691,0.7785487,1.2478315,0.664025,0.88798606,1.3484896,1.3328307,1.4748123,1.1629694,0.3699851,1.4117968,1.2956988
face,0.9095746,1.0742044,1.1471872,0.7797387,0.97359765,1.2295805,1.2450972,1.2656088,0.9397442,0.73906815,1.2435097,1.0390247,0.78834224,1.0562096,0.8757142,0.92878586,1.2541054,1.3036697,1.2728919,0.9325204,1.155417,1.1899462,1.2948018,1.0355861,1.3497822,1.1625724,0.94193393,0.8928066,1.0687398,1.1238697,1.0046417,0.8901259,0.9600588,1.215127,0.7936411,0.7573377,0.9209671,1.2701412,1.0002234,1.1966987,1.100166,0.90630245,0.9433504,0.96780586,1.012922,0.7280367,1.1511579,0.0,0.9359183,0.966031,1.2621869,1.1272523,0.9340527,1.2663361,1.1805257,0.84325707,0.8734296,1.047651,1.120114,0.095026016,1.1493218,0.87759453,0.93751574,0.72312057,0.9814699,1.0727551,0.97891665,0.84680945,1.3320938,1.0412704,1.2176038,1.0101236,0.9644992,0.85981035,1.0946461,1.0359999,1.1334438,1.0357945,1.3244,1.0656923,1.1222008,1.1079336,1.2576604,1.0987791,0.79527056,0.86317015,0.9308001,1.2965666,1.2459308,1.1026117,1.11334,1.1054842,1.1197191,1.1045833,1.3254628,0.9043263,1.2243463,1.2266872,0.99926454,1.0309587,0.9267987,0.86651564,0.32957685,1.2736645,0.7318541,1.0365496,1.105105,1.206425,0.7728014,1.2805735,0.92832345,1.2230086,0.98595935,1.2617952,1.0986207,1.0749406,1.2546937,1.1076233,1.2392135,1.1247377,1.0105982,0.67636377,1.1173488,0.8438529,1.2088519,0.9643193,1.2271589,1.10186,1.3390117,1.0249903,1.1071748,0.91512674,0.9612761,1.1745434,1.1805849,0.8421831,0.9919967
finger,1.3521289,0.8227916,0.82635295,0.9704358,0.8175411,0.9930544,0.83515346,1.1689091,1.1113243,1.2284745,0.8231342,1.2376387,0.9111477,1.1404588,1.0859029,1.3199406,1.0114393,1.0951817,1.1099496,1.2905983,0.63256747,1.1975437,1.2807035,1.2613571,1.0524497,1.1333847,0.56429577,1.0446906,1.2680581,0.46981633,1.2523363,1.2246882,1.2633644,0.9096732,0.98681563,1.0669001,0.8943818,0.55150104,1.2223109,1.2176489,1.1636496,1.2001116,1.0078156,1.2709986,0.86515146,1.2217937,0.5272323,0.9359183,0.0,1.1467383,0.93726707,1.0761833,0.2504896,0.6350942,1.0449823,0.958944,0.4782797,0.943221,0.8244087,0.94649494,0.7556548,0.35390854,0.9200839,1.1177514,1.279114,1.203047,1.1982158,1.059871,0.63699186,1.2338667,1.184029,0.99821126,1.21648,0.96111745,1.1875013,1.3673226,1.0194751,0.5447414,0.85100746,0.36355048,0.72883594,0.5693034,1.2394341,1.1021711,1.1231863,0.9279951,1.1841439,0.73343617,0.71235746,0.46180856,0.95493674,0.7248311,0.92568535,1.2963902,0.8379574,0.7400759,1.3630478,1.2018421,0.6201396,1.3292879,1.1242746,0.39771402,1.1040132,1.0659546,1.1276357,1.2374704,0.762743,1.1681981,1.2833503,1.1288682,1.2550682,0.61700535,1.100142,0.9540008,1.0036004,1.0572338,0.5005892,1.2341875,0.72912985,0.7703034,1.1365647,1.0847287,1.2150285,1.2228649,1.0692997,0.32364792,0.9857831,0.98761106,0.9699722,1.2244622,1.246563,1.2837553,1.3116552,1.2533548,0.5498805,1.2750566,1.1739624
