,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
pants,0.8325519,0.897095,1.3825428,0.7351408,1.218822,1.5047204,1.2535584,1.1751862,0.6998759,0.5888972,1.221865,0.76249546,0.47327542,1.1978157,0.47859144,1.0013866,1.251334,1.3997581,1.4028984,0.92778283,1.141932,1.2467412,1.3015839,1.2381368,1.0734547,1.1939583,1.0727334,0.91312313,0.8006803,0.8401135,1.0824299,0.8463526,0.9055263,1.0331452,1.0069015,0.5801426,0.78873944,1.328063,0.8055811,1.3323957,1.153329,1.0436889,1.2011583,0.87610066,1.0148568,0.6917419,1.2807562,0.86317015,0.9279951,0.90237045,1.3683014,1.4303784,0.78289783,1.2240028,1.2684454,0.92891514,1.0691866,0.84663624,1.3313673,0.76720446,1.2256701,0.82137895,1.277004,0.9254008,1.0197238,0.7881017,1.0269651,0.22565085,1.2110034,0.88297594,1.2928374,1.2193153,1.06356,0.716353,1.0750091,0.89705527,1.1841896,1.3013469,1.2450787,0.96769017,1.2261465,1.3237214,0.86481714,1.2926053,0.3520118,0.0,0.8802439,1.3371433,1.3181616,0.89078534,0.87899655,0.8586195,1.2290064,1.0192795,1.3755658,1.2038908,1.0651699,1.2748058,1.1196339,0.78709894,0.86052805,0.89351654,0.8740776,1.2859297,0.34669715,1.0150782,0.32944906,1.157881,0.84905076,1.1176244,0.98341626,1.2585244,0.85139704,1.3762898,0.94154835,1.0998021,1.2283065,1.0290118,0.90958595,1.3186486,0.99024856,0.47456765,1.0977248,0.70600104,1.2791545,1.1990545,1.2963717,1.0466772,1.1634759,1.3351985,0.92048323,0.9568497,0.8810808,1.201174,1.2315584,0.8406192,0.72614825
paper,0.61249465,1.0238491,1.3429325,0.5025079,1.1618304,1.2548665,1.201496,1.1504362,0.7294754,0.6073209,1.3044227,0.9616895,0.701636,1.0126956,0.65632284,0.8826728,0.9031991,1.2360191,1.1214762,0.5009526,1.2639759,1.0802039,1.0836961,0.95852494,1.232021,1.2650917,1.2045761,1.142302,0.903107,1.0839945,0.8203172,0.9457148,0.76816094,0.977887,1.0509421,0.8074493,1.0008011,1.3336481,0.85852945,1.0129318,1.060196,1.0389663,0.90474546,0.97598064,0.742201,0.685953,1.3610187,0.9308001,1.1841439,0.7792229,1.2491586,1.1435585,1.1546005,1.3104613,1.0375258,0.8838145,1.2789458,0.88846403,1.0968976,0.9043662,1.1568785,0.90267956,1.2601404,0.82895714,0.863806,0.8482172,0.7228945,0.8410329,1.1958011,0.9403477,1.0462601,1.2458649,0.8449208,0.8135169,0.86333275,0.91961586,1.0594136,1.362198,1.0825889,1.1445419,1.3801398,1.3842545,1.1054478,1.1505406,0.8249776,0.8802439,0.0,1.3178192,1.1912144,1.1730636,1.0169973,1.0637331,1.0350959,1.0137254,1.2237494,1.1926762,0.96551955,1.1323519,1.2913511,0.8683796,0.75114787,1.0935277,0.8656814,1.1194794,0.81126654,0.8962763,1.0976769,1.006868,0.76387775,1.1594326,0.8155157,1.4118904,0.9710172,1.2245128,0.9551067,0.9048495,1.2744861,1.0470722,1.1309271,1.3364105,1.047922,0.8426459,1.0836258,0.5240433,1.1918988,1.3731728,1.2102804,0.83751464,1.2314302,0.9226078,0.7349838,0.9078095,0.88955176,1.1112617,1.3949497,0.8485342,0.9445746
pen,1.4335296,1.1077284,0.35965765,1.3999317,0.8955577,0.6112633,0.7848393,0.8400951,1.344692,1.5276926,0.2144686,1.3003892,1.450738,0.8926723,1.436861,1.3271173,0.58640146,0.45381713,0.78037196,1.3858925,0.6374071,0.71973497,0.85513836,0.9923425,0.6029719,0.6083406,0.9762057,1.0668547,1.3216507,0.9868376,1.1425298,1.2973146,1.3573115,0.9702318,1.1541233,1.4719791,1.1187309,0.09955698,1.3237181,0.90579784,1.1958356,1.185118,1.0733945,1.1993258,1.0256634,1.4834149,0.45936215,1.2965666,0.73343617,1.2779145,0.6077415,0.57615066,0.7380003,0.23117954,0.83645564,1.2249343,0.5603844,1.2329609,0.7159005,1.3475628,0.6551538,1.1256914,0.5378385,1.2786694,1.2012343,1.2840989,1.3769398,1.4301138,0.22284245,1.1855545,0.91048765,0.80730975,1.1799111,1.46393,1.1790667,1.2529635,0.84217215,0.39033604,0.5980577,0.6786657,0.5131103,0.47288066,0.87921345,0.7919925,1.4206089,1.3371433,1.3178192,0.0,0.12613845,0.8680429,1.0856477,0.9127639,0.9243115,1.1140461,0.5092335,0.89463204,1.0980842,0.59558994,0.7006203,1.2689434,1.293272,1.0132526,1.2686083,0.762813,1.4809842,1.1560032,0.9099979,0.83322316,1.3994716,0.7024409,1.3697726,0.27213717,1.1812667,0.52784586,1.0558313,1.1717807,0.25626194,1.0503834,0.8866696,0.4620207,0.96211004,1.4025495,0.8792842,1.5196426,0.78101707,0.44397986,0.38197362,1.0164047,0.35253227,0.95194006,1.3449361,1.2136359,1.3283666,0.7965123,0.2287252,1.3701588,1.2003145
pencil,1.3169441,0.9934485,0.6089606,1.1607609,0.931134,0.70625925,0.77155364,0.96130717,1.2168381,1.4296324,0.43708938,1.2492194,1.3734491,0.9557589,1.3467947,1.3108534,0.6971688,0.65789014,0.80434734,1.3170221,0.8074391,0.64026093,0.96583694,1.0453324,0.7961335,0.8082063,0.8831631,1.128412,1.2751052,0.9200196,1.1128719,1.2519418,1.2991365,0.9493708,1.201494,1.3958031,1.1704555,0.23614132,1.2558405,0.9463882,1.131081,1.1598438,0.9805459,1.1723272,0.94716126,1.3793743,0.6318578,1.2459308,0.71235746,1.2368202,0.7013253,0.7377504,0.8097391,0.43406928,0.89888126,1.1372769,0.7131186,1.071428,0.71238273,1.2780833,0.67023087,0.8777592,0.76923484,1.1183053,1.1082251,1.2491149,1.1861227,1.3674686,0.20797157,1.1881076,0.8982823,0.8839281,1.1597528,1.3076476,1.0894443,1.1379143,0.9401849,0.586692,0.63808894,0.6863885,0.74232984,0.65961397,0.9282154,0.8907078,1.3583541,1.3181616,1.1912144,0.12613845,0.0,0.886948,1.116181,0.9373932,0.7901076,1.1916957,0.6345599,0.9201829,1.0348825,0.70302033,0.84313107,1.242527,1.2790136,0.98032045,1.2010534,0.70481676,1.4167893,1.0760677,0.99841356,0.7292514,1.3379133,0.7289486,1.3308743,0.4694168,1.2097535,0.68046457,0.9564991,1.1288519,0.38706648,1.0466329,0.9410485,0.65934026,1.0719361,1.3465612,0.9179594,1.4288563,0.8522797,0.56803215,0.48558104,0.68906784,0.5900947,0.9865014,1.2511935,1.2251146,1.2289714,0.7677462,0.43188393,1.327357,1.2081934
pickle,1.1344541,0.8916538,0.9968873,1.0944512,1.0040185,1.0615171,0.32755995,0.92659396,1.1861359,1.262037,0.83569264,1.0608808,0.96072084,1.0757552,1.0404716,1.3436104,0.9480485,1.0762042,1.0351206,1.1870111,0.4961409,1.1547709,1.1771833,1.1054895,0.88857913,1.0183307,0.7209512,0.9954809,1.2070072,0.2261318,1.1799791,1.1591604,1.2257541,0.7840519,0.87251353,1.1190457,0.83342266,0.75923604,1.061954,1.2082686,1.0029525,1.0601478,1.0855566,1.1981981,0.9478774,1.2057996,0.70553076,1.1026117,0.46180856,1.1688671,0.7979849,1.0454164,0.4577719,0.70069504,0.7921181,0.9306343,0.82267743,0.87056226,1.0387096,1.0968093,0.99237376,0.6926251,1.0603044,1.2450583,1.2449698,1.0793159,1.1924946,1.090758,0.6684674,1.1518791,1.0879229,0.9379101,1.0467159,0.95713794,1.0770117,1.1474373,0.93069637,0.9402223,0.7791872,0.6317707,0.7932007,0.8357377,1.0269705,1.0661569,1.1788384,0.89078534,1.1730636,0.8680429,0.886948,0.0,0.83842736,0.7645714,1.0685419,1.2268275,0.81182754,0.8427601,1.1777823,1.1449652,0.8382856,1.1262364,0.9543821,0.66676784,1.1712625,1.0786203,1.1393259,1.1428046,0.71309507,1.0436769,1.3041198,1.0690799,1.2859744,0.7795089,1.044904,0.7880367,0.9962484,0.9308514,0.6390065,1.1751603,0.6436613,1.0584131,1.2078547,1.1556408,1.1525403,1.1927905,0.96525705,0.7206165,0.9359448,1.1062448,0.85706,1.1926467,0.9754198,1.2198911,1.2405354,1.1707168,0.81949043,1.2911277,1.1741484
pig,0.8699972,1.0479531,1.1755788,1.0859616,1.0876192,1.1183767,0.9613409,0.8508935,1.0818095,1.0291802,1.0449814,0.78882957,0.91484547,0.97086585,0.9207361,1.1699672,0.92740744,1.0727904,1.015809,1.0520934,0.89734334,1.0845363,0.9784291,0.8811142,0.88638026,0.94378275,1.098002,0.7072443,0.9428421,0.867368,1.1381983,1.1650392,0.97513056,0.80795306,1.0529127,0.9296453,0.8199239,1.0434482,0.8307004,0.9865012,0.9941908,0.78151727,0.9124556,1.1613677,0.940459,1.1101761,1.0289366,1.11334,0.95493674,1.0304626,0.7902244,1.0579679,0.8686354,0.9630168,0.65868455,0.9318786,1.0658226,0.87720466,1.0131679,1.0848165,1.0768815,0.97440046,1.080854,1.0324116,1.0958027,1.01636,1.0364084,0.9436308,0.92952365,0.97770107,1.055105,1.0432446,1.0115533,0.9612702,0.9336995,1.0635641,1.0686107,1.1487188,0.90573376,0.9069669,0.98936003,1.1183356,0.90336096,0.97723496,1.0565075,0.87899655,1.0169973,1.0856477,1.116181,0.83842736,0.0,0.7893895,1.1222973,0.9969157,0.9072678,1.0807234,0.9429819,1.0244775,1.0962034,0.99805117,0.6376454,0.9307411,1.088164,0.94545454,1.0420897,1.0246698,0.9253891,1.0215263,1.1975129,1.0484157,1.1289265,0.9794589,0.9968779,0.9457986,1.1300447,1.0407858,0.9166244,0.9719133,0.76977986,1.1990522,1.2204947,1.0219098,0.99603194,0.9726166,1.0281972,1.0732371,0.95570874,1.0026298,1.0688423,1.008376,0.79461133,1.1048656,1.0591145,1.0463992,1.0853728,1.1376427,1.0399055
pillow,1.2031652,0.88989896,0.99619937,1.097636,0.7358882,1.0600877,0.93022734,0.9066363,0.96081907,0.8208152,0.79920924,0.98177713,0.9615129,1.0451101,0.57066005,1.2766235,0.78542006,1.0037738,0.98783535,1.1852347,0.84242064,1.1398635,0.9371555,1.0380578,0.70602036,0.86602235,0.83543164,0.9771715,0.9048779,0.799092,1.1250017,1.061795,1.0349219,0.9795253,1.0397985,0.57124335,1.0503757,0.950616,1.0033976,1.0430487,1.1068947,1.0295975,0.95130163,1.0634038,0.89802086,1.1223886,0.71605206,1.1054842,0.7248311,1.0730481,0.8908472,1.0452074,0.7678267,0.7500428,0.9636624,1.0142865,1.0246961,0.890074,1.1004411,1.1289351,1.0313787,0.8582114,1.0116861,1.1455272,1.2159735,1.0534545,1.1366659,1.0444986,0.8645246,1.2586188,0.99045783,0.9515627,1.079784,0.9587437,1.1290971,1.1758721,1.1809205,0.93060565,0.5431681,0.8037982,0.98392844,0.8369203,0.87439597,0.99873537,1.0616908,0.8586195,1.0637331,0.9127639,0.9373932,0.7645714,0.7893895,0.0,1.0816644,1.0600283,0.7439017,0.861084,0.979167,0.85961634,0.93394303,1.0772846,1.0862055,0.87091637,1.1263083,1.1613032,1.0900275,1.2049791,0.81703067,1.1105179,1.2481568,0.8277969,1.2611759,0.8638746,0.8617716,0.87886155,1.05529,1.1238933,0.8008085,1.0558642,0.8995043,0.9269699,1.0047033,1.0854368,1.0505675,1.0706376,0.9312587,0.9146378,0.8716281,1.0505601,0.80204916,1.0786034,1.0088665,1.2837791,1.2377008,1.1209242,0.94738305,1.198528,1.0606371
pizza,0.95851326,0.6255125,0.9610794,0.85326993,0.96300715,0.81173414,0.9022406,0.9982986,1.0615027,1.1744034,1.1302817,1.1809514,1.155096,0.8997691,1.1977942,1.017873,1.0149505,0.9119731,0.86414474,1.1677015,0.94918406,0.8981582,0.95117253,0.95108896,1.1078141,1.103099,0.82383215,1.1193552,1.107609,0.89221346,1.1433696,1.0982724,1.1229908,0.8690675,1.1442171,1.177453,1.143657,0.9188742,1.1884391,0.89861196,1.1209315,1.021965,0.9109081,1.0933712,0.991488,1.0393475,0.9611879,1.1197191,0.92568535,1.083076,0.9074543,0.95749557,1.1550782,1.1445348,0.9087669,0.99610674,1.104695,0.8132969,0.7553731,1.1590779,0.6849257,0.71487653,1.0573888,1.0556833,1.0921625,1.0794194,0.9968918,1.0662298,0.9378568,1.0134588,1.06811,0.8565045,1.1387386,0.93445176,0.99355835,0.99598527,1.0988934,0.9580337,0.8248277,0.9545506,1.1304213,0.9688095,1.0996611,0.8886127,1.0967997,1.2290064,1.0350959,0.9243115,0.7901076,1.0685419,1.1222973,1.0816644,0.0,0.9140787,0.93356824,0.8935061,0.94328433,1.0359906,1.1057708,1.0916532,1.0715443,1.1049447,1.0645069,0.7544267,1.13434,0.8947084,1.1599461,0.9473989,1.0800759,0.9662143,1.0417103,0.92812765,1.0612258,0.99969786,0.8050653,1.0739223,1.0778339,1.1028644,1.1213659,0.8986662,1.0964063,1.0788617,1.094461,1.0556588,0.9572017,0.8893895,1.0059223,0.80285573,1.0141128,0.98855364,1.0977187,1.0207574,1.0368536,0.96157473,0.9629278,1.0585359,1.1212976
plant,0.84702075,1.085346,0.9984499,1.0946896,1.1208544,1.0200942,1.121555,0.86740935,1.0109228,0.9261887,1.0928456,0.8713881,1.0522157,0.87720656,0.9421939,0.7402987,0.9614111,0.95319897,1.0758913,0.90010005,1.2737209,0.8995028,0.82808334,0.97936666,0.92865086,0.8679101,1.2165487,1.05186,0.8342097,1.1999452,0.9891976,1.0165285,0.96887475,1.0749917,1.2003639,0.95271116,1.0193266,1.186144,0.99746126,0.98726076,1.1642737,0.9849092,1.0576216,0.94748396,1.0785176,0.94593114,1.2258464,1.1045833,1.2963902,0.9706907,0.9829841,1.0302398,1.2349813,1.1383942,0.9464811,1.0208681,1.2192948,1.0627764,0.99950594,1.0833582,1.1349647,1.2578918,1.0668945,1.0190117,0.81485516,0.76494414,1.1225163,0.8517614,1.2252672,0.5848572,1.0635828,0.8042935,0.97158927,1.0295162,0.9588936,0.92582893,1.1437417,1.1947732,1.0919708,1.2201343,1.1439449,1.1809187,0.90129614,0.95902276,0.78951365,1.0192795,1.0137254,1.1140461,1.1916957,1.2268275,0.9969157,1.0600283,0.9140787,0.0,1.0991819,1.1987112,0.819934,0.98085827,1.2529912,0.8479183,0.8851905,1.2615502,1.0540736,0.99932766,0.8996539,0.914429,1.0777307,0.9382854,0.9065612,0.9340801,0.7433684,1.1545314,0.9239916,0.994475,1.0311083,1.1606388,1.2386672,0.89876956,1.071884,1.0679468,0.93141407,0.82824767,0.8799249,0.9339655,1.1138101,1.2727206,1.0074425,1.1404198,0.95805115,1.0101198,0.9927537,0.37507874,0.82925284,0.92325336,1.1577606,0.6856492,0.8128893
plate,1.3801193,1.1378436,0.6270146,1.4189745,0.80608624,0.5530726,0.6100751,0.66233325,1.1994033,1.4255047,0.47886133,1.1934128,1.4752374,0.87870514,1.2590425,1.2196555,0.3876739,0.62233347,0.30217516,1.2458947,0.5481285,0.99589527,0.67175335,0.92574835,0.63286275,0.6347263,0.9225943,1.1527679,1.2702149,0.9200996,1.063334,1.2838135,1.0907344,0.97356343,1.0448254,1.3398634,1.1757478,0.53200644,1.2050843,0.74319834,0.8261846,1.1521707,1.0712407,1.2528389,0.9610696,1.4313457,0.5137118,1.3254628,0.8379574,1.2434869,0.4479692,0.7397047,0.8840582,0.38166368,0.677752,1.1300665,0.8453636,1.197583,0.71563226,1.4170063,0.75554574,1.096215,0.75862527,1.3254333,1.2201926,1.2180828,1.1583589,1.4301267,0.5077301,1.2869451,0.89301115,0.8187865,1.1220392,1.3760751,1.1115701,1.264261,0.84542805,0.7000246,0.4522531,0.85947484,0.7792753,0.54807013,0.9873029,0.8472851,1.4563715,1.3755658,1.2237494,0.5092335,0.6345599,0.81182754,0.9072678,0.7439017,0.93356824,1.0991819,0.0,0.8576404,1.0836453,0.63585216,0.71449715,1.2704355,1.2288913,0.8672905,1.3180492,0.719575,1.4852966,1.1197132,1.0751518,1.0067985,1.4313054,0.70467025,1.2363372,0.5615061,0.8885524,0.5397363,1.0964516,0.7123145,0.36971188,1.1341839,0.96589464,0.7057371,1.1170238,1.4612151,1.0241294,1.2629364,0.3624102,0.75113034,0.5804137,1.1070572,0.5955167,0.9576608,0.7709788,1.2737741,1.3107052,1.0714219,0.6536949,1.3833551,1.228012
pumpkin,1.2206155,0.96335626,0.76634467,1.1314554,0.59574425,0.7774597,0.83472544,0.9789009,1.2679783,1.253934,0.9430275,1.3340578,1.1119962,0.87476414,1.2068853,1.1849041,1.062559,0.9439281,0.89373744,1.2591137,0.6720027,1.1520319,1.0772153,0.80413544,1.1551076,0.9597319,0.5528543,0.88673985,1.3181994,0.92510074,1.0446931,1.1922021,1.2791696,1.0421761,0.66456896,1.1748549,1.0054163,0.7752618,1.2900817,1.0385139,1.0326136,0.9217622,0.6786699,1.23137,1.0699763,1.1482879,0.5137031,0.9043263,0.7400759,1.1453415,0.7871645,0.6926308,0.93021107,0.8571359,0.7818429,1.0365044,0.78984594,1.069716,0.89447707,1.0238793,0.8027889,0.9101061,0.7080022,1.0436021,1.1738901,1.1762294,1.2109545,1.2149038,0.9319866,1.2545633,0.9801361,0.6998313,1.1427834,1.1109726,1.1950289,1.258892,0.8894213,0.7074366,0.84498703,0.937012,0.7485168,0.5144874,1.259659,0.8608996,1.2251087,1.2038908,1.1926762,0.89463204,0.9201829,0.8427601,1.0807234,0.861084,0.8935061,1.1987112,0.8576404,0.0,1.1591375,0.9980226,0.64653873,1.3151358,1.0792716,0.7814951,1.0731746,0.94144285,1.2281365,1.1481607,1.0959423,1.0801252,1.2245893,1.1543888,1.1573783,0.7799243,1.0387012,0.8897414,1.0533676,0.924877,0.78792024,1.1621826,1.0954512,0.8094617,1.0543077,1.1932997,1.0937436,1.3335793,0.87367105,0.62765163,1.0021068,1.092418,1.0077989,0.7344435,1.2201906,1.1868155,1.2779102,1.208714,0.80426556,1.2593955,1.1993295
purse,0.875805,0.83962566,1.1959639,1.1047149,1.1153808,0.97825325,1.0260662,0.63235784,1.1400234,0.9766411,1.1463035,0.7603522,1.1779826,0.9068675,0.9382229,1.0883725,0.84960383,0.8508416,0.8324101,0.76034534,1.183892,0.82873523,0.54162014,0.9059348,0.6830995,1.0026457,1.1200764,1.1724831,0.70882374,1.1509413,1.0467049,0.9059857,0.84469724,1.0172541,1.254799,0.97560406,1.1462045,1.1821688,0.77353954,0.6473956,0.7984195,0.9350159,0.8739047,0.9138653,1.0440445,1.0141122,1.2124112,1.2243463,1.3630478,0.92017746,1.0562843,1.0499871,1.3179286,1.1683643,0.99870807,0.82012725,1.271458,0.75265175,0.8680947,1.2035203,1.0126318,1.1642518,0.9947966,1.0423878,1.0143635,0.7499235,0.8421138,1.0759362,1.070377,0.96811646,0.97214884,0.9851581,0.8095735,0.86908317,0.94398206,0.61343,1.1216378,1.2941942,0.8509668,1.1843548,1.2601217,1.2108405,0.5631166,0.9759911,1.0951786,1.0651699,0.96551955,1.0980842,1.0348825,1.1777823,0.9429819,0.979167,0.94328433,0.819934,1.0836453,1.1591375,0.0,0.6577315,1.3578097,0.7874982,0.99798435,1.3460151,1.1197282,0.7417385,1.123894,0.6720655,1.0493352,0.81131995,1.0931439,0.79640937,1.0866158,1.0131633,1.2118577,0.8290001,0.87657464,1.1005955,1.2052525,0.84809476,1.0013107,1.163506,0.90460145,1.1147702,0.8663032,1.014251,0.913857,1.2500651,1.1011376,0.9328734,0.8872099,0.90026677,0.74240446,1.1343273,0.9466758,0.8131675,1.1364989,1.1031579,1.1213969
radio,1.1721377,1.0573058,0.7548344,1.3555689,0.95992255,0.80563575,0.93324053,0.59878016,1.2266707,1.2229192,0.5892612,0.9941887,1.4297758,0.86479473,1.2100809,1.162513,0.5051396,0.49875402,0.74880624,1.0741504,0.8967651,0.7629783,0.55207455,0.8706628,0.55570674,0.5322727,1.2385597,1.1209085,1.1563785,1.2043152,1.0837171,1.1224647,1.0786105,1.0098071,1.1241096,1.25557,1.156455,0.6981858,1.0023295,0.72759885,0.9888878,1.0481892,0.9883462,1.069805,1.0059112,1.2921392,0.8169495,1.2266872,1.2018421,1.0805069,0.79192907,0.69518876,1.1071998,0.69148934,0.8364192,1.1459877,0.95869946,1.0714569,0.77286464,1.2717946,0.8237608,1.3436627,0.71152776,1.1601709,1.0309938,1.1025513,1.0681129,1.3176477,0.80850583,1.2251117,0.8947267,0.8565341,0.8401955,1.2535088,1.0331924,0.9545742,1.0277905,0.8899446,0.76873094,1.0958315,0.83899164,0.8417641,0.75970244,0.7719209,1.3379261,1.2748058,1.1323519,0.59558994,0.70302033,1.1449652,1.0244775,0.85961634,1.0359906,0.98085827,0.63585216,0.9980226,0.6577315,0.0,1.0304112,1.0322145,1.1677148,1.195358,1.2349598,0.7194917,1.3487347,0.9096093,1.1208901,0.90315443,1.2395121,0.6162579,1.2231827,0.6014093,1.12206,0.575221,0.9569137,1.0671943,0.79086804,0.94916606,1.0321097,0.8489157,0.9735949,1.3471928,0.83406854,1.3355283,0.73726356,0.9330958,0.6506784,1.073438,0.5877093,0.799536,0.99779034,1.1967887,1.1607798,0.74487364,0.70922697,1.2599288,1.1626967
raisin,1.3557074,1.0901059,0.52295196,1.2019013,0.6861023,0.6719335,0.92526066,1.0352238,1.2302338,1.2659909,0.72375035,1.3237605,1.1494641,1.0632677,1.2054211,1.252647,1.0274848,0.8919902,0.897027,1.3348491,0.52516377,1.1639642,1.2033361,1.0119567,1.089345,0.99008816,0.6288269,0.92101246,1.3041306,0.956594,0.98246807,1.2625701,1.2523065,1.0678625,0.7391427,1.1940806,0.9469528,0.5746309,1.3047283,1.1373156,0.9726946,1.1159601,1.0498152,1.2602158,1.0385671,1.278839,0.3451485,0.99926454,0.6201396,1.274108,0.88016754,0.77218527,0.6892592,0.6666894,1.0109134,1.0914075,0.51314414,1.3455386,0.94435704,1.0212424,0.8483367,1.036791,0.6875851,1.1603407,1.257716,1.2081664,1.2617693,1.23048,0.8332193,1.2737348,0.91108465,0.8691585,1.221015,1.3412526,1.247135,1.3674306,0.607929,0.2742064,0.8978333,0.7414199,0.3932417,0.36214375,1.2719035,0.9075674,1.1582917,1.1196339,1.2913511,0.7006203,0.84313107,0.8382856,1.0962034,0.93394303,1.1057708,1.2529912,0.71449715,0.64653873,1.3578097,1.0304112,0.0,1.3441725,1.1873555,0.50655425,1.0486231,1.0898739,1.1712738,1.273462,0.95038664,1.2059833,1.2596807,1.1190159,1.2794852,0.64110506,0.9518215,0.8119761,1.2019658,0.8490889,0.5905361,1.1695797,0.9833815,0.51392704,0.9499392,1.1163895,1.1065722,1.2655299,0.8766676,0.4539796,0.8810363,1.2410352,0.9209943,1.0468353,1.3050435,1.2064402,1.2561945,1.180825,0.58882105,1.210888,1.0500842
refrigerator,0.8462275,1.0990944,1.3221145,0.9297203,1.2638388,1.2904978,1.1819469,0.97564393,0.70248365,0.79793596,1.1917515,0.716879,0.977386,1.151988,0.9156159,0.9350834,1.0085673,1.0078146,1.1671212,0.71666044,1.3227291,0.91746664,0.8393183,1.0975252,0.7093458,0.8682642,1.2172997,1.044343,0.56170046,1.0992569,1.0465578,0.49450338,0.81074214,1.0793794,1.1083553,0.732378,0.88944364,1.3536437,0.73361844,0.98782885,0.9259888,0.96567726,1.1950176,0.32693172,0.8486434,0.87908804,1.4415387,1.0309587,1.3292879,0.67320937,1.2919874,1.2066573,1.1939808,1.2552794,1.1516724,0.9424403,1.3131168,1.0870398,1.1628426,0.9534792,1.2051289,1.1374397,1.2789567,0.96686584,0.98103166,0.85097635,0.9253797,0.86911803,1.216235,0.70463675,1.0842996,1.135708,0.79974216,1.0331893,0.7553462,0.76612943,1.1344367,1.3912691,1.2635608,1.2827065,1.3001249,1.3894014,0.34519297,1.0607848,0.8985416,0.78709894,0.8683796,1.2689434,1.242527,1.1262364,0.99805117,1.0772846,1.0916532,0.8479183,1.2704355,1.3151358,0.7874982,1.0322145,1.3441725,0.0,0.87741137,1.2707577,0.94224423,1.053811,0.8743844,1.0190456,0.8960651,0.98487675,0.5833892,0.6493603,0.95033765,1.3876867,1.0527574,1.1424749,1.0271384,1.0261476,1.3545628,0.8629181,0.9901279,1.2701249,0.9111712,0.9242181,0.9292435,0.75234884,1.1927032,1.4220992,1.1467005,0.97952485,1.0214462,1.0942358,0.8074764,0.89538765,0.6835296,0.7669431,1.3502592,0.6938397,0.9163602
rooster,0.36450875,1.112658,1.192695,0.7923779,1.1306115,1.1932033,1.065772,0.9768205,1.0252914,0.849668,1.2316312,0.79862404,0.7462361,0.767491,0.88497794,1.0235302,1.0592752,1.1952162,1.2637546,0.8338299,1.0921321,1.0465022,1.0936002,0.8365593,1.1500529,1.1214055,1.104173,0.86014557,0.95204145,0.94333774,1.0091008,0.9771507,0.9497174,0.94448,1.0776477,0.90871376,0.8204838,1.2409918,0.8000008,1.1581688,1.0524043,0.8869503,0.96147186,1.0425949,0.92644453,0.8177738,1.2364225,0.9267987,1.1242746,0.9812458,0.8589818,0.9861768,0.93810725,1.2198237,0.59417504,0.84248966,1.1918049,0.9822775,1.0901203,0.83370525,1.1901805,0.99000496,1.0911314,0.95833534,1.0035799,0.913157,1.0203651,0.89652264,1.1741383,0.9454902,1.1600472,1.016055,1.0007099,0.9487849,0.84866536,1.0240037,1.1747805,1.2654942,1.1911913,1.2249367,1.0948793,1.222556,1.0453824,1.1059031,0.94186866,0.86052805,0.75114787,1.293272,1.2790136,0.9543821,0.6376454,1.0862055,1.0715443,0.8851905,1.2288913,1.0792716,0.99798435,1.1677148,1.1873555,0.87741137,0.0,1.0921521,0.9256562,0.96699715,0.8946437,1.0267558,1.0043514,1.0146646,0.8947771,1.1526179,1.0007595,1.2706648,1.0175403,1.1268095,1.0479075,1.1299533,1.2360522,1.0470475,0.924112,1.2640084,1.1047442,0.911174,1.0577375,0.7795931,1.2114282,1.2679418,1.1656532,0.90445,1.1789939,0.9119846,0.7636682,0.94065374,0.9070389,1.0214041,1.2818952,0.94685787,0.97618043
