,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pencil,1.4811039,0.58650744,0.4556769,1.2017329,0.79736817,1.2202218,0.91512877,0.8561808,1.3332767,1.4502116,0.30171537,1.417415,1.4173295,1.1198261,1.3596566,0.8921027,0.60901785,1.158064,1.3746918,0.43586284,0.7879467,1.1439179,0.52433497,1.0510818,0.33714986,1.0899947,1.1179054,1.0015757,1.0564888,1.3949714,1.3964148,0.8926207,1.4795709,0.7348009,0.11696923,1.4726346,0.88826984,1.2827578,1.2945545,1.263448,1.220074,1.0562522,1.2240704,0.620165,1.1789074,0.41247827,0.43801945,0.9258688,0.5227841,0.45581973,0.6875867,0.8390113,0.5215121,0.8980352,0.8804065,1.2951493,0.7765246,1.0651163,0.4491108,1.2331674,0.9496181,1.3436494,1.2272174,1.3149359,0.5015899,0.71932805,0.75679755,0.7090803,1.3362224,1.4624904,0.53289485,1.2115871,0.34327424,1.0066609,0.514012,0.8591798,0.5128639,1.1238241,1.4019539,1.3151302,1.320399,0.19147003,0.0,0.40261698,0.6345453,1.0957283,0.71216226,0.49012154,1.318488,0.848643,1.3949597,1.2877336,1.3020864,0.8028493,1.3621852,0.8653971,1.0304816,0.58951986,1.3079555,0.8680657,1.4086971,0.38834566,1.1861645,0.5596795,1.1360806,1.3605106,0.50962245,1.1179404,0.58528435,1.3254223,1.3578441,1.503937,0.94723004,0.41719365,1.0733793,0.8460028,0.6051637,1.1904006,1.4640939,1.20692,1.1582253,0.7039306,0.2505697,1.3287319
pickle,1.370368,0.7618506,0.5606086,1.2747822,0.8006234,1.1280568,0.9058747,0.92576844,1.2264136,1.3612741,0.3830703,1.322938,1.3761331,1.0308998,1.201876,0.89043933,0.68780833,1.0609957,1.2826533,0.5037479,0.7917042,1.0921581,0.5863308,0.91973776,0.40598,0.96561027,1.1191697,0.93574375,1.01905,1.3076329,1.273743,0.743184,1.353627,0.81854194,0.33689404,1.378381,0.9021508,1.1207235,1.341754,1.190806,1.1683506,1.0802357,1.1519006,0.7224332,1.1641248,0.7648699,0.37399566,0.89444286,0.72320765,0.82128376,0.67453486,1.0194376,0.7870419,1.0120918,0.9807405,1.2478001,0.84184194,1.3076324,0.62925667,1.1770859,0.9545325,1.2526445,1.1605006,1.2584069,0.72728145,0.76156926,0.75942886,0.66674525,1.2627032,1.4452207,0.6616621,1.1094065,0.5433598,0.9673964,0.7765063,1.108042,0.5858613,1.0747092,1.3654308,1.2611651,1.2419364,0.5527607,0.40261698,0.0,0.6976498,1.0413313,0.65836203,0.5224309,1.2938263,0.7531315,1.3092725,1.213046,1.178218,1.0493491,1.2866485,0.9489775,1.0381798,0.6882838,1.2363199,0.8053049,1.2203132,0.5927657,1.0767317,0.5116616,1.2800553,1.2577202,0.78144026,1.062761,0.6445976,1.1742525,1.3021879,1.4187874,0.99633765,0.7560818,1.2742207,1.1069034,0.613534,1.1557374,1.3915894,1.1225342,1.0476704,0.797729,0.42830938,1.2524221
pillow,1.2025844,0.7955869,0.6777103,1.2086644,0.7256578,0.99974203,1.0520687,0.7908013,1.1900088,1.1772552,0.64739436,1.1473241,1.1891558,0.53487515,1.3589704,0.90337706,0.7809949,1.1556073,1.2134672,0.7069845,0.7925111,1.0532047,0.616663,1.0480492,0.63998294,0.96679074,1.0033746,0.9331387,1.0961758,1.2662199,1.2434027,0.9327389,1.0092068,0.88703513,0.5811227,1.3459077,0.8866478,1.2690037,0.95755285,1.0377271,1.0914384,1.0856019,1.1786867,0.79002655,1.2063041,0.6837282,0.6111314,0.9608567,0.66979176,1.0033551,0.685078,0.86018264,0.84194636,0.67509425,1.1006553,1.2675679,0.9320858,1.0989319,0.5615777,1.1533475,1.0488257,0.9380187,1.0756197,0.99855524,0.905736,0.8500978,0.801498,0.78827536,1.1703079,1.1804041,0.68170166,1.0391707,0.7454641,0.62369627,0.6349495,1.0509437,0.7320192,0.9993193,1.1231322,1.0390718,1.2261558,0.7654314,0.6345453,0.6976498,0.0,0.7961586,0.7370483,0.79545206,0.90260994,0.75669944,1.3094099,1.2432595,1.2901324,1.0792652,1.1970956,0.89353496,0.8199758,0.80961436,1.2639018,0.8597826,1.3807933,0.66106516,1.2109945,0.67411643,0.9366119,1.2932911,0.9091624,1.0239861,0.7603859,1.271867,1.198263,1.429691,0.94465154,0.67558366,1.1928098,1.1580796,0.45656157,1.1474136,1.3523912,1.2535193,1.1373391,0.69318986,0.6519529,1.2721508
plant,0.9698541,0.95697397,0.8432097,1.3410481,0.8628763,0.86804175,0.9094116,0.4742123,1.2464837,1.0954185,0.89869183,1.0184803,1.0558776,0.97620755,1.1662067,0.6359811,0.69199187,1.0173563,0.8607499,1.1131855,0.82019067,0.61400485,0.8753343,0.89124256,1.0424579,1.2279547,0.93628824,1.0424439,0.90873426,1.0666256,1.1623806,1.0707699,1.0791662,0.93773097,1.0025821,1.0708311,0.8776254,1.1160258,1.0854968,0.94874966,1.0110514,1.0018548,1.202986,1.189282,1.169615,1.3218547,0.9099886,0.47505116,1.2034291,0.9290659,0.67573637,1.3494492,1.1302652,1.1353546,0.9501188,1.1788193,1.0763083,1.3029251,0.78088546,1.1812187,1.0316602,0.78117776,0.92916197,1.2790891,0.80494773,0.7501359,0.61465794,0.7108271,1.0265039,1.1403346,0.9031694,1.1856724,1.1356921,0.8601306,1.1394814,1.2665648,0.93505317,0.91998655,1.1760318,1.3028398,1.0839481,0.9381937,1.0957283,1.0413313,0.7961586,0.0,0.99642384,0.79129577,0.62282765,0.6795179,0.9809274,1.1732596,1.0622643,0.8696112,1.3113587,0.73510045,1.152224,0.73245335,1.0152209,0.8063319,1.1760789,0.8053053,1.083307,0.8937047,0.9781331,1.1574848,1.0959468,0.7932996,0.76696354,1.102207,1.1558355,1.2199216,0.6201575,1.1908455,1.2989081,1.0244604,0.6657165,0.72298187,1.0940715,0.91390073,0.993977,0.6958313,0.94625276,1.06069
plate,1.3556459,0.70393074,0.65778816,1.3713002,0.5942797,0.7271355,0.99924594,0.78649414,0.9795718,1.3104634,0.74225354,1.2798568,1.2892343,0.9719457,1.2087101,0.69550514,0.8286809,0.45274574,1.1362275,0.6527811,0.92674935,0.7474079,0.73627234,1.034601,0.6233912,1.0827975,1.083712,0.73509836,0.8237964,1.2501861,0.94789773,0.752702,1.3333106,0.88024336,0.63406026,1.2614554,0.6464097,0.7660713,1.3492272,1.1342669,1.2416192,1.0292543,1.2908128,0.7029669,1.3208069,0.9842551,0.738106,1.04588,0.9563065,0.7545909,0.7588189,1.2345533,0.96629304,1.0460106,0.918424,1.4210919,0.8029425,1.2335542,0.6508816,1.2967224,0.7358488,1.234015,0.9065763,1.2936838,0.6776514,1.0044289,0.7320624,0.7644175,1.1358469,1.0314885,0.74603677,0.9255673,0.8607062,0.80660087,0.9517654,1.1521282,0.6771084,1.0632391,1.3156277,1.2820365,1.1458647,0.66111165,0.71216226,0.65836203,0.7370483,0.99642384,0.0,0.7955882,1.1309065,0.84843564,1.3217576,0.93578726,1.3131806,0.8032426,1.425688,0.6418257,1.0946466,0.82816553,1.3296556,0.7057315,1.2947061,0.62031895,1.1482455,0.84467685,1.1702343,0.931709,0.60991776,0.85665375,0.7796049,1.2893039,1.3085284,1.2375388,0.54813766,1.0093448,1.172806,1.0061322,0.75362676,0.922282,1.0350413,1.160859,1.0549147,0.88465077,0.80262333,1.3328087
pumpkin,1.4014401,0.63975686,0.34564328,1.3990066,0.6154517,1.0993216,0.7594453,0.64846015,1.4335105,1.4327972,0.32659024,1.3933189,1.484096,1.2186046,1.2803597,0.88868684,0.4516595,1.0557272,1.2458215,0.49060273,1.0055773,0.88117117,0.59123933,0.905097,0.32535148,1.1478071,1.2062128,1.007177,0.89988124,1.2021557,1.3433025,0.85917383,1.3649668,0.7232795,0.36988032,1.4222741,0.79267144,1.1501538,1.4051197,1.113649,1.1526427,1.171058,1.233911,0.65496725,1.1472383,0.8686931,0.48523176,0.7567198,0.7746281,0.78424186,0.6108959,1.1609621,0.6948687,1.0516243,0.85363686,1.2579056,0.7438503,1.3930511,0.34525764,1.2309022,1.0277318,1.1982992,1.1448953,1.4542807,0.76880586,0.81300986,0.69119203,0.66937494,1.359396,1.4355559,0.4368254,1.1439137,0.4237194,1.0757796,0.9410478,1.111427,0.35667634,1.1951114,1.4758273,1.4196877,1.2861079,0.6087595,0.49012154,0.5224309,0.79545206,0.79129577,0.7955882,0.0,1.1952151,0.744107,1.299153,1.2487781,1.1754068,0.9715605,1.410747,0.86417884,1.1651332,0.45448107,1.1897665,0.9890673,1.2320782,0.4592269,1.1417019,0.63155407,1.3448424,1.2467594,0.7751324,1.1029882,0.41305673,1.1475315,1.3051404,1.4389569,0.6795788,0.67223006,1.32395,1.1412182,0.62605965,0.8960863,1.4441924,1.0817785,1.1815332,0.71216905,0.3056391,1.2718441
purse,0.7985305,1.1810267,1.2799951,1.0773034,1.1099151,0.88878924,1.0206481,0.68908036,1.0634186,0.86665344,1.2224209,0.7798271,0.9086705,0.812937,1.0264288,0.8064847,0.91272867,1.0846598,0.7256071,1.3413172,0.9822931,0.76027775,0.9341343,0.9017856,1.3492453,1.0943344,0.7130415,0.9178504,0.92753077,0.9155091,1.0475446,1.1814299,0.9249272,1.1115415,1.2615206,0.8326834,0.9746912,0.85551745,0.94784474,0.86337924,0.88046,0.9300019,0.9479288,1.4251349,1.1558439,1.3971701,1.1919324,0.8753812,1.1844883,1.067337,1.0678109,1.188401,1.1837392,0.9926994,1.1460373,1.0628335,1.2038269,1.1911819,1.0901955,1.0328152,1.1121719,0.35044402,0.8627583,0.9106893,0.94544744,0.9145841,0.8810487,1.0017964,0.8602791,0.9468931,1.1606398,0.96268857,1.406216,0.7944149,0.9545462,1.2061076,1.3018086,0.7446659,0.85990584,0.9046756,0.9906475,1.0894687,1.318488,1.2938263,0.90260994,0.62282765,1.1309065,1.1952151,0.0,0.88314354,0.8912732,1.1453553,1.0247253,0.787195,0.9133819,0.72753197,0.816313,0.9529068,0.9986452,0.95430773,1.0487429,1.0284736,1.0794373,1.091636,0.8352761,1.11358,1.2295793,0.8537326,1.1704427,0.97572803,1.0019642,1.0369949,0.97047496,1.3128465,1.1792898,1.0143627,0.8085649,0.8866949,0.9509271,0.97072214,0.9189953,0.69054073,1.2457504,0.9709906
radio,1.2951751,0.8826299,0.8257854,1.2955725,0.89823556,0.9783654,0.95658034,0.4797812,1.1724725,1.2340688,0.6244729,1.1404108,1.3134924,1.0677781,1.0467272,0.5245025,0.60765123,1.0523869,0.8307347,0.958248,0.71001196,0.7481501,0.5901852,0.72538745,0.8365666,1.1719928,1.058569,1.0006857,0.9892061,1.1134192,1.2834755,1.0495306,1.2382941,0.9338976,0.7826395,1.2037594,0.8238929,1.0733838,1.1941795,1.0434463,0.92951703,0.78373,1.150471,1.087817,1.2022597,1.1293225,0.8755643,0.71846217,0.96088785,0.8782329,0.7401124,1.2445977,1.0148586,1.0856878,1.0353588,1.2015791,1.0326327,1.3650643,0.76465887,1.1376336,1.0599854,1.0365863,0.91671956,1.3310598,0.7494478,0.58602136,0.67388123,0.6874308,0.9744825,1.332789,0.83487236,1.1653335,1.0123721,0.98396236,1.0115098,1.2531232,0.86369824,0.80860907,1.2797804,1.2506682,1.1684594,0.8050488,0.848643,0.7531315,0.75669944,0.6795179,0.84843564,0.744107,0.88314354,0.0,0.96532106,1.230713,1.1139226,1.0264497,1.3359296,0.7424997,1.0745007,0.6413542,1.1341357,0.55539054,1.234718,0.7061095,1.1483585,0.7689247,1.1661415,1.266811,1.0948669,0.856555,0.78159773,1.1051093,1.3051898,1.3593378,0.6536578,1.0563037,1.3595456,1.0317978,0.5594371,0.9373912,1.3321226,1.0629976,0.89787126,0.5679261,0.822564,1.202867
refrigerator,0.6907642,1.2957914,1.4430363,0.81717503,1.2711856,1.1282737,1.1512089,1.0544155,0.55504256,0.65716827,1.3293338,0.5260376,0.90174824,1.1053985,0.6314938,1.051996,1.1257572,1.135227,0.71359926,1.5200224,0.70975333,0.99038696,0.994368,0.9724256,1.4759338,0.8651686,0.71170515,1.195996,1.0663714,0.42916775,0.9831889,1.256326,0.6362593,1.3546251,1.4194262,0.5983692,1.1749915,0.84473157,0.78081477,1.0312847,0.31714046,0.511174,0.7966206,1.4932829,0.92830807,1.3998604,1.2675245,1.0293334,1.3423437,1.242223,1.2960527,1.058485,1.3008467,1.2709018,1.2025143,0.81100816,1.3228562,1.0848167,1.4220399,0.831064,1.1101232,0.83816123,0.9580214,0.854354,1.1918945,0.7166826,1.1417733,1.1222588,0.8276918,1.0122771,1.2441257,1.1273493,1.4261599,1.2183902,1.258918,1.1713412,1.4442712,0.34018552,0.85896194,0.8080095,0.892957,1.3147106,1.3949597,1.3092725,1.3094099,0.9809274,1.3217576,1.299153,0.8912732,0.96532106,0.0,1.0787088,0.8587161,1.1711313,0.7572271,1.2380009,0.97449476,1.1965917,0.59884185,0.74116814,0.66363764,1.454397,0.8040781,1.179652,1.0612198,1.0172911,1.4539138,1.0796524,1.3444902,0.8014667,0.87274283,0.6522795,1.1778865,1.4394737,1.0689589,0.9535321,1.2002153,1.0690972,0.7958158,0.8886403,0.96768594,0.92176783,1.4494514,0.6073584
sauce,0.89878476,1.0335419,1.1558913,0.91462886,1.0060201,0.7432996,0.87690604,1.2355024,0.81692404,0.9908196,1.3390807,1.102441,0.7524479,1.0970106,0.97246367,1.0685712,1.2349346,0.41020745,0.9198325,1.0456911,1.2462761,0.8473139,1.3791149,1.1205429,1.1376309,1.058511,1.1678753,0.926734,1.1174433,0.95138615,0.25576216,0.97498006,1.0419085,0.99188554,1.3201029,0.9141421,0.8068236,0.78747225,0.93712103,0.9664307,1.2393893,1.0321454,1.0425023,0.7431952,1.0275937,1.0771179,1.2745801,1.1305561,1.1554922,0.9631004,1.1975404,0.9934475,1.2096695,0.87366724,0.8868925,1.0109029,0.94729143,0.66158736,1.3591614,1.019922,0.9726229,1.1506647,0.72227544,1.040894,1.1847918,1.3369684,1.2422857,1.1681587,0.71385,0.4590022,1.2310517,0.7263124,1.1355878,0.88452554,1.242697,0.8834729,1.1030097,1.271578,0.9866027,1.0568007,0.734359,1.2499946,1.2877336,1.213046,1.2432595,1.1732596,0.93578726,1.2487781,1.1453553,1.230713,1.0787088,0.0,0.99288404,1.0600302,1.0709858,1.1448356,1.267808,1.2137398,1.0726849,1.0898614,1.0064584,1.3041546,1.0057267,1.1716162,0.9364409,0.056262493,0.66615856,0.9881178,1.1035885,1.0503646,0.9769106,0.6771748,0.9393224,1.1183003,0.48887855,0.8777172,1.3335059,0.9601962,0.64835006,1.050053,1.0035573,1.4316361,1.3080577,1.1176496
scarf,0.8569901,1.1560787,1.2183298,0.92025316,1.1456509,1.0518427,1.1255692,1.248651,0.94236386,0.8716692,1.2330637,0.8645502,0.88271,1.1424706,0.8409616,1.191602,1.2313037,1.1634147,0.96966976,1.2411436,1.09071,1.1321361,1.2571212,0.96261364,1.2541435,0.97356594,1.0472355,1.2156384,1.0600506,0.8102093,1.0002049,1.0901188,0.7234421,1.169961,1.2857828,0.9041763,1.2451047,1.0510585,0.91637325,0.91615146,0.8703973,1.0899763,0.7959365,1.157756,0.24361837,1.1342965,1.1966517,1.0862828,1.1708097,1.2461783,1.2070816,0.9922678,1.0546384,1.181049,1.1356057,0.20002425,1.1433613,0.9644883,1.1923193,0.8050571,1.1875094,0.9743861,1.1360999,0.8858751,1.2168207,1.1067297,1.1952995,1.1348815,1.0022619,0.98257816,1.1057665,1.0797328,1.136596,1.232439,1.162617,0.9092201,1.1906224,1.1039448,0.81959784,0.8484614,0.9273453,1.2837398,1.3020864,1.178218,1.2901324,1.0622643,1.3131806,1.1754068,1.0247253,1.1139226,0.8587161,0.99288404,0.0,1.1579561,0.73376733,1.2182366,1.0213251,1.2138374,0.8002104,1.2214218,0.81931525,1.3086312,0.8374758,1.1291664,1.0155244,0.98973125,1.28972,1.0547321,1.192303,0.84142613,0.620551,0.7968347,1.2138592,1.1190505,0.97970223,1.0727924,1.2847414,1.0248384,0.9473024,0.89956766,0.97897696,1.1848321,1.2459233,0.7763721
scissors,1.0268718,0.8659891,0.99244773,1.0406382,1.0639495,0.93263006,0.83051145,0.7339701,1.0887839,1.0344561,0.9781285,1.1048887,1.1323439,1.0608009,1.015127,0.78202903,0.9915842,0.9490338,0.94705576,1.0179179,0.88734823,1.0063369,1.0569651,1.076065,1.0389715,1.1015186,0.8989484,0.8894537,0.7524955,1.1449413,1.0712892,0.9581119,1.2772627,0.90820885,0.7815434,0.9297217,1.0836328,1.0084715,1.1139019,1.0234424,1.0360688,0.97408336,1.1451151,1.0855143,1.2068293,1.1477486,1.0530833,0.85630417,1.0902671,0.53143823,0.75316626,1.1978332,1.0443379,1.099997,0.99708855,1.198994,1.0587027,1.1009806,0.879501,1.1158929,0.6969863,1.0200497,0.9880792,1.2255764,0.54749507,0.8867705,0.6717689,1.0176142,1.1200695,1.069124,1.0440416,1.013709,1.056001,0.9747462,0.89016527,1.1292346,1.0072544,1.0897245,1.1414843,1.2180023,1.0983218,0.50953245,0.8028493,1.0493491,1.0792652,0.8696112,0.8032426,0.9715605,0.787195,1.0264497,1.1711313,1.0600302,1.1579561,0.0,1.2143586,0.64865583,1.1760244,0.75531536,1.0904908,1.0088183,1.1006237,0.73181,1.0962933,1.0191969,0.987794,1.0670005,0.6321708,0.9026033,0.9838171,1.0651711,1.1987935,1.1458554,0.7785834,1.1181095,1.0573597,0.7319059,0.9298948,0.7965136,0.98385143,0.9940974,1.0475951,0.77333426,0.966901,1.1463253
shirt,0.558646,1.3716477,1.4481344,0.5681708,1.3887641,1.2243958,1.2069283,1.4190336,0.7171056,0.5926068,1.4097474,0.6887182,0.5924777,0.82956433,0.72553074,1.3281882,1.3553406,1.2817528,0.9996447,1.3862572,1.1848005,1.309546,1.2773864,1.0948042,1.3934789,0.67717695,0.9567128,1.1613595,1.1276377,0.7344459,0.9426208,1.1755196,0.61150223,1.3000607,1.4095074,0.724795,1.2957895,1.0499841,0.5967989,0.99617654,0.8009876,1.1226436,0.47928584,1.3355284,0.75876546,1.0900296,1.2114376,1.2792267,1.1357083,1.3362129,1.3419534,0.75677806,1.1281374,0.93089163,1.2147193,0.5505756,1.2346015,0.78927827,1.4233049,0.6776174,1.1320863,0.65253323,1.147171,0.34620464,1.3694621,1.2111894,1.3914621,1.2984992,0.8898452,0.8366916,1.2783155,0.9848457,1.286506,1.1566231,0.9460328,0.9886088,1.4409916,0.91405874,0.4035566,0.361367,0.84752166,1.4087602,1.3621852,1.2866485,1.1970956,1.3113587,1.425688,1.410747,0.9133819,1.3359296,0.7572271,1.0709858,0.73376733,1.2143586,0.0,1.3233898,0.5261111,1.4155707,0.76661325,1.2085748,0.7090019,1.4896611,0.7028923,1.2650912,0.8886591,1.0515664,1.3940427,1.0955967,1.3927755,0.8249876,0.43591738,0.58454674,1.4664447,1.1993583,0.8956036,1.1738172,1.3180015,1.2695662,0.8152715,0.9227817,1.0127621,1.2465158,1.3682781,0.61501426
shoe,1.1990135,0.7890912,0.8821147,1.2661631,0.8713956,0.8113323,0.901861,0.6191716,1.2365729,1.2928358,0.8081515,0.99249685,1.2454429,1.0568954,1.198688,0.5977036,0.74591064,0.89566535,1.024375,0.9000299,0.8651998,0.7637529,0.7996265,0.8325006,0.9354459,1.1613126,1.0776447,0.7666791,0.90421,1.2314351,1.2120669,0.9499864,1.3198559,0.83444095,0.84355694,1.244708,0.8225056,1.0525923,1.2062509,1.1029409,1.1776906,1.0171224,1.1913794,1.0053165,1.2417694,1.0608912,0.96978515,0.86431783,0.77810585,0.7162465,0.83546793,1.2560993,0.9541206,0.8684913,1.0191066,1.2908244,0.9789446,1.2293249,0.68228674,1.0637735,0.9407613,1.0252631,0.9576991,1.2947568,0.5799446,0.8401047,0.70061696,0.80279267,1.1039946,1.1140282,0.9623038,1.143461,1.0006593,0.85785496,0.9312539,1.0986063,0.86915445,0.93559575,1.2740213,1.2760811,1.2701476,0.67934656,0.8653971,0.9489775,0.89353496,0.73510045,0.6418257,0.86417884,0.72753197,0.7424997,1.2380009,1.1448356,1.2182366,0.64865583,1.3233898,0.0,0.9756209,0.64043283,1.2352082,0.8547098,1.2577074,0.30571645,1.1554532,0.9663747,0.7389507,1.1579064,0.8112385,0.7235266,0.91608065,1.1533798,1.2873293,1.3703327,0.62841886,0.8670225,1.2346143,0.96194816,0.6321147,0.88598996,1.2836496,1.0899477,0.9487557,0.5951444,0.7812366,1.2940199
shorts,0.93769115,1.0389216,1.1333133,0.99265677,1.1566486,1.1307317,1.1634825,1.1389046,1.0242398,1.0469966,1.0524393,0.8810947,0.9766431,0.81019723,1.046907,1.1336757,1.0097436,1.2339028,1.1682132,1.03559,0.992863,1.1320221,0.7838635,1.0325943,1.0244892,0.9081358,0.90039957,1.0236189,1.1409204,1.0389198,1.2127228,1.0555124,0.9351611,1.0445437,1.0506396,1.1532297,0.95431894,1.0471383,0.93152624,1.0911665,0.85026455,1.0838962,0.6727813,1.0870484,1.0271171,0.8829886,0.95932,1.1225966,0.7524681,1.2417424,1.160739,0.7480331,0.9438828,0.8189104,1.1356318,0.951483,0.965805,1.0634865,0.99505705,0.8368297,1.0766213,0.6040038,1.0739406,0.59365594,1.0684196,0.97490275,1.1400539,1.0568959,1.1172091,1.1142968,1.040918,1.0434611,1.0638634,1.0024859,0.683577,1.0043631,1.0704345,0.72467875,0.7695384,0.57996017,1.1560901,1.0866747,1.0304816,1.0381798,0.8199758,1.152224,1.0946466,1.1651332,0.816313,1.0745007,0.97449476,1.267808,1.0213251,1.1760244,0.5261111,0.9756209,0.0,1.0925535,0.9488456,0.9966468,1.0689529,1.0373515,1.0398642,1.045501,0.83896434,1.2758545,1.210061,0.99404144,1.1269902,1.0561606,0.8896278,1.0952526,1.2390951,0.90053177,1.1316359,1.1438618,0.79658115,1.2894784,1.2108365,1.1018374,1.0030509,0.7953255,0.9896005,0.97495383
shovel,1.3189946,0.54633945,0.63195646,1.3066456,0.80774915,1.0416702,0.75334287,0.5364923,1.359478,1.468022,0.46989948,1.3050796,1.4603231,1.2193314,1.3528223,0.8484308,0.48795646,1.0350108,1.2320814,0.73488086,0.8154777,0.813759,0.4930982,0.84727985,0.6404959,1.1362174,1.0719365,0.97466314,0.9224385,1.2029312,1.3405722,0.9818542,1.4340761,0.7916037,0.5229467,1.4212999,0.8144688,1.1722683,1.3357607,1.1408402,1.0709348,1.0397357,1.2664373,0.8942775,1.2604918,0.98473996,0.6774739,0.66513306,0.74844795,0.65152603,0.6218293,1.2238486,0.7605077,0.8276668,0.9906649,1.2647338,0.8953654,1.3778985,0.44494104,1.2154555,1.0180328,1.1013339,1.0628994,1.4541044,0.6200125,0.62788576,0.6340686,0.7387885,1.2659229,1.3396385,0.7182008,1.1098005,0.70369565,0.96884125,0.8309752,1.1691978,0.63375294,0.9480565,1.4707057,1.3654034,1.3227844,0.5117515,0.58951986,0.6882838,0.80961436,0.73245335,0.82816553,0.45448107,0.9529068,0.6413542,1.1965917,1.2137398,1.2138374,0.75531536,1.4155707,0.64043283,1.0925535,0.0,1.1909418,0.82686305,1.3353009,0.3804885,1.1908793,0.71119183,1.264373,1.2210301,0.72309244,0.904353,0.57209826,1.1806768,1.3685497,1.4324845,0.6477828,0.75966275,1.3490704,0.9666949,0.4647683,0.92574495,1.446748,1.0731387,1.092388,0.37972373,0.37144303,1.2655042
shower,0.7147444,1.169137,1.3298233,0.85268956,1.2654936,1.1478074,1.1447148,1.2281346,0.75074136,0.7455528,1.251154,0.6732458,0.84451675,1.0085685,0.7459998,1.2306715,1.2037698,1.1851838,0.9553671,1.3492391,0.97695917,1.1212059,1.1910102,1.0562001,1.318986,0.9069117,0.85812867,1.1778187,1.0228035,0.6067062,0.9904168,1.1170183,0.6820068,1.2101078,1.2989386,0.7544201,1.2214167,1.061821,0.7566805,1.0067065,0.5519589,0.8710809,0.89476573,1.2703146,0.82332516,1.1930021,1.1520212,1.0785462,1.1956496,1.2710825,1.1871161,0.89575016,1.1863515,1.1982449,1.1649524,0.7754191,1.2188203,0.9802096,1.3307046,0.7643513,1.166358,0.87186754,1.089395,0.8047011,1.2684855,1.0259848,1.1539288,1.1535307,0.9305829,0.9723978,1.1924744,1.1281005,1.1830962,1.1878773,1.2008041,1.0631995,1.2831717,0.78920156,0.8073629,0.8451899,0.9923209,1.3087609,1.3079555,1.2363199,1.2639018,1.0152209,1.3296556,1.1897665,0.9986452,1.1341357,0.59884185,1.0726849,0.8002104,1.0904908,0.76661325,1.2352082,0.9488456,1.1909418,0.0,1.068477,0.74465096,1.3207916,0.8354111,1.1006317,1.0507122,1.0374724,1.3407695,1.0380615,1.2336764,0.7719266,0.7382585,0.756183,1.1874598,1.2372746,1.0277764,1.0985081,1.2138234,1.0808451,0.85357684,0.90341866,1.0161005,1.1592772,1.2861565,0.6037549
sink,1.1042092,0.81768984,1.0796888,1.195549,0.9241543,0.87682456,1.0585896,0.6334447,0.74385035,1.1898005,0.80269766,0.99307597,1.2820126,1.1033083,0.929291,0.6030149,0.6779974,0.8362342,0.93920213,1.1065655,0.5086952,0.67872006,0.5469507,0.9273485,1.0065237,1.0609955,0.6963587,1.0486498,1.0319036,1.0314921,1.1136945,1.0497819,1.1552322,1.0276406,0.9070493,1.0873002,0.6762887,0.9354295,1.105566,1.2116611,0.75341094,0.6378226,1.0379899,1.1636509,1.3236861,1.2319798,0.96286386,0.8479677,1.0755548,0.7620791,1.0354189,1.1299863,1.2329568,1.1597495,1.2763064,1.2997265,1.1504207,1.2842408,0.98035467,1.1860029,0.93614864,0.9922927,0.8578141,1.2103701,0.6763835,0.4605533,0.6774965,0.74195075,0.934794,1.1896051,0.9708781,1.182287,1.1553189,0.9228225,1.0075941,1.2780211,1.0232222,0.56166524,1.2690932,1.1670796,1.1226032,0.798251,0.8680657,0.8053049,0.8597826,0.8063319,0.7057315,0.9890673,0.95430773,0.55539054,0.74116814,1.0898614,1.2214218,1.0088183,1.2085748,0.8547098,0.9966468,0.82686305,1.068477,0.0,1.11618,0.9017628,1.0438586,0.81736565,1.0671345,1.1298566,1.0105623,0.9197711,1.051215,1.2228942,1.2203823,1.085803,0.75014484,1.225426,1.2609822,0.9818048,0.70095766,1.1448704,1.140211,1.115362,0.9570377,0.6564013,1.0283483,1.0256188
