,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
shower,1.0038964,1.1458988,1.2497413,0.91131026,1.2056003,1.2015512,0.95810276,0.9849482,0.62294346,1.0115979,0.72198695,1.1070079,0.7560958,1.0341344,1.1478596,0.9045572,1.0460988,1.0605106,1.2166766,1.1299533,0.8749562,1.0779983,1.0192189,1.2200645,0.94599134,1.1185045,1.2070137,0.88825274,0.93528616,1.0617015,0.90012,1.0177839,0.8664025,1.0686531,1.2058492,0.7004727,1.1909585,1.0249438,1.1127405,0.46100998,0.8020317,0.9199965,1.1947262,1.1274321,1.1417185,0.92349577,1.0816537,1.182905,1.1367314,0.88703454,1.1715302,1.277656,0.7996731,1.2167257,0.95522046,1.0295793,1.0268521,1.2049317,0.8611458,1.0250467,1.1350387,1.0939507,0.81668967,1.0381818,1.0240428,1.0144731,1.0302222,1.0783976,1.0784241,1.2160861,0.9665924,1.1763235,1.1587616,0.89451337,1.1072533,0.99361056,0.99996793,0.92099863,1.0960752,1.1086584,1.103021,1.0652232,1.0858879,1.1188076,1.0557008,0.66605884,1.1694666,1.2035992,1.0944854,1.1286262,0.7332022,1.0445455,1.1503928,1.0860176,1.1193736,1.0210111,0.91018176,1.1065174,1.0510963,0.9684581,0.0,0.84708697,0.7299882,1.2488154,1.0070077,1.1158857,1.0185382,0.6755593,1.2169628,1.1095867,1.1023661,0.94244957,0.7884219,0.8321985,1.1773539,1.1270328,1.1462666,1.0217617,1.0459616,1.142972,0.9546417,0.57551116,1.1601121,1.0192684,0.9120074,1.2280866,0.36979264
sink,1.1510442,1.1068769,1.0030259,0.9826433,0.9952056,0.99764663,1.065198,1.0260699,0.6347034,0.9559671,0.78897214,0.62424207,0.81103337,1.1458846,0.9981051,0.96544325,1.1279274,0.9242061,0.8275794,0.6125417,0.82900554,1.3440619,0.9581812,0.8485892,0.752089,0.7474865,1.1393926,0.7849447,0.8081809,0.6519387,0.9896274,1.2086334,0.9157691,1.3104789,0.8448741,0.92552286,0.7566376,1.1448255,1.0882691,0.7398665,0.7258091,1.1327063,1.0029906,0.9887384,0.8765233,1.0286585,1.1590538,0.88712925,1.0670308,1.0313137,0.7245667,1.0992966,1.1098609,1.0022273,1.0577263,1.1422433,1.1750271,0.84591705,0.9238936,1.1205614,0.9773212,0.8470638,0.95439386,0.6475587,1.1883681,1.2308621,0.95110846,1.0969522,1.327708,0.89399433,0.95330477,0.69313514,1.0632968,0.49906868,1.2772813,1.1886919,1.0570996,0.9841199,1.0311832,1.0474652,0.97197515,1.1082041,1.1093434,0.74194324,1.2976048,1.083605,0.6583745,1.0900084,1.0475876,0.7797229,0.6890109,1.2144511,0.91408676,1.1533482,1.1393871,1.1175194,1.1634052,1.1826744,1.0703797,1.1088362,0.84708697,0.0,1.1080772,0.8969147,0.7684261,1.1295447,0.97481734,1.0669007,1.0142524,1.1427219,1.13537,1.2431542,1.2683942,0.87968075,0.9451078,1.1485913,0.8240733,1.0612563,0.8956378,1.1141678,0.9539156,1.1181245,1.0689585,0.96339995,0.97850496,0.8396844,0.85052603
slide,1.0619227,1.3163369,1.3762014,0.89972985,1.2570554,1.2291287,0.7670977,0.9274806,0.6489749,0.78228724,0.4629537,1.3289902,0.5713088,0.87281674,1.2668033,0.6016296,0.573192,0.99207133,1.3764049,1.2655791,0.682883,1.1273001,1.0653919,1.2126318,1.1273996,1.1582332,1.045923,1.0359885,0.84413725,1.2715764,0.6580161,1.1881794,0.6783669,1.1109,1.3112941,0.4224031,1.2878661,0.9508771,1.1268319,0.7214947,0.853829,0.81872225,1.3575,1.3086357,1.2814391,1.1140101,1.197296,1.3165195,1.1970301,0.7996607,1.3430703,1.2713282,0.3425337,1.2778668,0.8612594,0.9700631,0.9654952,1.3489248,0.77475935,0.71102846,1.094301,1.1662061,0.80893517,1.3680788,0.9487211,0.77666163,1.0983746,0.83214915,1.1135436,1.2863991,0.87877405,1.3659098,1.2367319,1.1987208,1.0454537,0.702584,0.9512208,0.76213735,1.0769985,1.0995402,1.2307792,1.0957149,1.1281011,1.2118853,0.98949796,0.6925416,1.3570653,1.2768885,0.7623459,1.3727869,0.95886934,1.1980919,1.2905827,1.0167931,0.96286416,0.6478037,0.8020074,1.0179998,1.0405916,0.8445411,0.7299882,1.1080772,0.0,1.4215447,0.95533776,1.0856234,1.0745192,0.6225586,1.1943758,1.220091,0.9202202,0.77348423,0.34133315,0.6401113,1.2137003,1.256238,1.264458,0.7949023,1.1229979,0.7820872,1.000552,0.4659506,1.0460128,1.2026055,0.8953524,1.4407446,0.81207967
slipper,1.1138755,0.42631078,0.5620941,1.285691,0.630216,0.7257827,1.1453037,0.9568567,1.2761412,1.1239414,1.499299,0.5376709,1.3929675,1.4102542,0.6233548,1.3459964,1.2517573,1.2403898,0.35448587,0.68198633,1.4507834,1.1925033,0.85551,0.67395127,0.83104646,0.7574611,0.85931975,1.0468534,1.0592153,0.57835996,1.2874866,1.0788183,1.3491449,1.2119213,0.5063989,1.5227288,0.63570297,1.2533531,1.0065362,1.42202,1.3766646,1.1286612,0.6555292,0.5760528,0.5331375,0.9245682,0.6545336,0.6271354,0.7842744,1.2282037,0.42639935,0.37323397,1.3674251,0.72703797,1.1501044,1.3003411,1.1273222,0.36188185,1.0452753,1.2687051,0.9421085,0.84581435,1.1256098,0.5101917,1.3678457,1.1408648,0.84246844,1.06153,1.2408469,0.56953746,1.1317321,0.42718697,0.708104,0.9846615,1.2197815,1.3247042,1.1892539,1.4519241,0.8208405,0.8745877,0.70463055,1.1404215,1.018694,0.64114404,1.315963,1.3113129,0.47261053,0.5659733,1.2313395,0.5467507,1.3900867,1.0689006,0.8762454,1.1861603,1.1193635,1.1948192,1.3087037,0.5384883,0.994297,1.0164016,1.2488154,0.8969147,1.4215447,0.0,1.1211684,0.62023056,0.5969476,1.2931925,0.74911916,0.97903425,0.9224764,1.2548494,1.3800212,1.3944954,0.61972654,0.4109838,0.87676847,1.1833241,0.61589795,1.0283144,1.2298906,1.4643301,0.9774248,0.7955551,1.0524626,0.30054247,1.2611179
snow,1.026404,1.07178,0.9817696,1.0249175,0.92724514,0.9363164,0.9450881,1.128591,0.79655415,0.5829754,0.84630096,0.7496425,0.96939325,1.0583652,0.9523271,0.832672,1.0613538,1.13339,1.0323514,0.95760167,0.98798805,1.2399735,0.91006553,1.1262194,0.86356556,0.9868331,1.0781533,0.31404483,0.93811786,0.9379693,0.9146505,1.2386307,0.9704594,1.2354513,0.9641309,0.8696672,1.0515976,0.88812387,1.1337736,0.87659264,1.047393,0.88372964,1.0877156,1.0868133,0.8625148,0.94997567,1.1113626,0.96586263,0.9887854,1.0734112,0.8848703,1.1318209,0.8638208,1.1162279,0.9107965,1.0247865,1.1617408,0.9591547,0.80154216,1.021453,1.0088223,0.98162234,0.8828977,0.9364525,1.1626534,1.1230847,0.9492037,1.119523,1.2439674,0.945233,1.0542753,0.86766917,1.1553307,1.0049874,1.2403004,0.9760905,0.90947586,1.0014884,1.1293249,1.1289871,0.8957297,0.9607444,1.0979891,0.8689487,1.1940513,0.9418968,0.9122491,1.0477035,1.1146019,1.1363761,0.8489821,1.212591,0.9278405,1.0157875,1.0137919,1.202572,0.84121776,1.2409012,0.9464973,1.1784192,1.0070077,0.7684261,0.95533776,1.1211684,0.0,1.0698419,1.0778257,1.0803536,1.1485479,1.0424373,1.1196973,0.9839473,0.974724,0.9329024,1.1676869,1.1520562,0.8832978,1.1056523,1.0354357,1.1952115,1.104976,0.9400841,1.0584509,1.0870938,1.057852,1.0063884,0.9382325
sock,1.0392157,0.62040406,1.0951574,0.8246591,1.1534503,1.069307,0.80552876,1.1720641,1.1044368,0.8064219,1.2022383,1.0638145,1.0544446,0.991191,1.0851208,0.8693168,0.9188124,1.1337153,1.0242524,1.125335,1.1557777,1.0239469,0.94062406,1.1136032,1.0969181,1.1809427,0.81975293,1.0821917,1.1061932,1.194657,1.0063397,1.1340708,1.0106008,1.0538293,1.0509397,1.2333035,1.064974,0.96046674,0.93528813,1.1775882,1.1649,0.9486633,0.9593768,0.7685799,1.0712812,1.1973171,0.5634298,0.8875163,0.986299,1.0379796,1.1194786,0.3508445,0.9942802,0.94623446,1.0721265,1.0521744,0.7298592,1.045477,0.97229177,0.9227726,0.73060244,1.0751942,1.1741009,1.2084159,1.0793939,0.53655994,1.0148244,1.2540112,1.0619526,1.0799303,0.7664148,0.9519046,0.9182044,1.1402122,0.9371894,0.7348951,0.7770453,1.1435963,0.94492835,0.9162476,0.9437561,1.0067896,1.0125375,0.7673556,1.0465047,1.2842989,1.0595623,1.0710118,1.0043019,1.0642112,1.1789448,1.0945436,1.1157149,1.014125,0.8092386,1.0373714,0.93712014,0.54459107,0.7556534,1.0051911,1.1158857,1.1295447,1.0856234,0.62023056,1.0698419,0.0,0.7273659,1.1056107,0.8337598,0.97499716,1.2127914,0.9604657,1.1412362,1.209522,1.0854383,0.65154827,0.9768982,0.80175745,0.5561442,1.1678398,1.1618134,1.2560529,1.1544726,1.1424922,1.1834635,0.9414465,1.1285741
spoon,1.0940362,0.861085,1.102967,1.1272047,1.1240567,1.0127058,1.0176404,1.0182906,0.9784294,1.1515073,1.1849039,0.9480572,1.0235041,1.2394087,0.8601556,1.1268309,1.0683664,1.109457,0.9587508,0.89587903,1.1070604,1.1058898,0.7901114,1.0029595,0.9611318,0.97071505,0.88596237,1.058773,0.85195744,1.0140264,1.0889479,1.0434647,1.0921153,1.1050981,0.8338716,1.1326089,0.9695435,1.0340188,1.064856,1.1576318,1.0432981,1.1723367,0.9710175,1.0066766,0.94320863,0.97839,0.8930602,0.70098275,0.825155,0.95613307,0.9951745,0.6461918,1.1316608,1.1846896,1.0888952,1.2001171,1.0995998,1.0186722,0.8115386,1.1533923,1.0408859,0.63536525,0.91055197,0.9221567,1.1861801,0.9531556,0.78594536,1.0047795,1.1404167,1.1092876,0.93577695,0.8835343,0.87296796,0.91531354,1.1023761,1.2438583,1.1224355,1.2137396,0.76908493,0.7920346,0.93298036,0.9641936,0.9230239,0.8474784,1.1606718,1.0541452,0.90067595,1.0653023,1.0305094,0.8721456,1.178721,1.0310981,0.86222005,1.1848111,1.0030825,0.8391825,1.2249672,0.7404357,1.0832912,0.6997503,1.0185382,0.97481734,1.0745192,0.5969476,1.0778257,0.7273659,0.0,0.923616,0.9566443,0.9436907,1.0506858,1.2180291,1.0568811,1.007876,0.9120257,0.89041,1.0434783,0.9592119,0.7950363,1.0660255,0.9164024,1.1009158,0.89955485,1.0453064,0.77815974,0.9670524,1.0516188
sprinkler,1.1458215,1.214326,1.3526533,0.90901476,1.2038763,1.1484729,1.0302968,0.937261,0.8062497,1.0540813,0.84074366,1.2245089,0.7422802,1.0911953,1.1691644,0.9974265,0.9214437,1.0296761,1.2011687,1.2435212,0.8796264,1.1258076,0.7639748,1.1127774,0.9045932,1.067471,1.1152598,1.0982043,0.8156946,1.0972667,0.9734239,1.0780275,0.8328669,1.083855,1.19817,0.7224817,1.1747468,1.0842018,1.0662569,0.6491736,0.8447103,0.9810672,1.2814147,1.3784702,1.2564812,0.80997026,1.1982565,1.1552056,1.2393253,0.7781706,1.3120427,1.1529533,0.7719326,1.3259487,1.0209072,1.1712722,1.0974667,1.3040972,0.61863154,1.0131787,1.1876897,0.92869,0.5804206,1.06544,1.0332156,0.89871854,0.76207954,0.751651,1.08616,1.3297274,0.9234538,1.3141996,1.1907203,0.9916969,1.0711229,0.9953484,1.0445886,0.98646927,0.84553176,0.883868,1.1893305,1.1072884,1.0069939,1.2243031,1.0742046,0.70500195,1.3022215,1.1803024,0.85877043,1.0682538,0.80482745,1.0728086,1.0406373,1.2366292,1.1868147,0.68368554,0.9119252,0.95179385,1.0716472,0.5537316,0.6755593,1.0669007,0.6225586,1.2931925,1.0803536,1.1056107,0.923616,0.0,1.0839125,1.1214722,0.78077143,0.9636185,0.40558255,0.75797427,1.195176,1.2558858,1.2184376,0.82175326,1.1541841,0.8889129,0.98654693,0.4074579,0.848197,0.94747335,0.50624245,1.3361236,0.6762062
stick,0.98638046,0.66063964,0.75549734,1.0385405,0.8901072,0.88483053,1.0171163,1.111621,1.2178978,1.0575616,1.3204381,0.8959331,1.2331461,1.128829,0.9784553,1.207264,1.0410576,1.1100316,0.69265765,0.9568587,1.2192578,1.087871,0.6971507,0.8849733,1.0336397,0.9917136,0.52632207,1.1861122,1.1052734,0.916281,1.2141466,1.2030342,1.1884683,1.1229047,0.57152194,1.3162684,0.88449603,1.1999589,0.95817995,1.1925702,1.1964698,1.0540575,0.7182578,0.61799663,0.85130775,1.1196773,0.7665557,0.694834,1.0510442,1.2239623,0.757541,0.8241763,1.2067673,0.7694072,1.086983,1.0957615,0.9197459,0.8267716,0.9671196,0.99409884,0.9049563,0.8391236,1.0639594,0.9437547,1.1701493,1.0915526,0.72659755,1.1531873,1.1096606,0.694687,1.1450162,0.7897929,0.756314,1.1089677,1.06496,0.98166513,1.0770547,1.2512804,0.67012656,0.6671523,0.8288259,1.0607958,1.0583664,0.9854739,1.1275465,1.2607098,0.9192514,0.80496365,1.1325312,0.9324715,1.1797334,1.1943983,0.94290406,1.018383,0.9456303,0.9715541,1.0323863,0.9612964,0.82086337,0.84207183,1.2169628,1.0142524,1.1943758,0.74911916,1.1485479,0.8337598,0.9566443,1.0839125,0.0,1.0093035,1.0972201,1.0395261,1.1577,1.263802,0.9811542,0.74647284,0.6131809,0.6560944,1.0336347,1.0216675,1.193294,1.2823623,1.0670764,1.1423202,0.9644997,0.6306338,1.1781576
strawberry,0.962095,0.87738603,0.7401933,1.1798224,0.9014132,0.77312815,1.0501605,1.0211664,1.1732581,1.206138,1.1983751,1.0409198,1.2437,0.88661546,0.74728155,1.1849681,1.1508937,0.82893676,1.0170889,0.90202975,1.0350965,0.95841473,1.0643895,0.8703423,1.0242397,1.0336239,0.5919962,1.0802774,1.1682527,1.016078,1.1181054,0.8821095,1.1700488,0.97592956,0.9353855,1.1885576,0.8359924,1.0953233,0.886798,1.1544954,1.1397134,1.147441,0.6765721,0.9917421,0.89811367,0.7549224,0.98190427,1.0674273,0.6619365,1.0882652,1.0651674,1.001294,1.2044468,0.83024234,1.1946663,0.95745915,1.0760279,1.0775094,1.2299204,1.2072054,1.1219431,1.1001846,1.1482565,1.0413166,1.1345332,1.0933667,1.0344906,1.0276941,0.98917466,0.9291726,0.9783846,0.9752311,0.6488575,1.0668758,1.0195125,1.1508938,1.1152577,0.9274921,1.0998688,0.9887689,1.0349215,0.32781827,0.72859216,0.97665554,1.0794842,0.9269532,0.83820367,0.8967486,1.074984,1.0228356,1.0706391,0.87957025,0.72069395,1.136363,1.0154318,1.1187193,1.175481,1.0459718,1.1641515,1.1639074,1.1095867,1.1427219,1.220091,0.97903425,1.0424373,0.97499716,0.9436907,1.1214722,1.0093035,0.0,1.0527822,1.158777,1.1940967,1.1823574,0.8443599,0.95852256,0.9663062,1.1467769,0.9538031,0.9621214,0.9246605,1.0845993,0.99923474,0.9989859,1.1426313,1.0089576,1.0796034
stroller,1.2123482,1.0638055,0.9672216,1.2409546,0.8266698,0.89336026,1.0420682,0.543242,1.1556969,1.1125276,1.0637394,0.9758854,1.0504158,1.1448686,0.79100347,1.1466421,0.80256426,0.99129033,0.7126751,1.0191324,1.041595,1.2003553,0.9946562,0.59858155,0.80014455,0.6210453,1.0288455,1.1159,0.78228307,0.8498856,1.0475076,1.0635443,1.0151793,1.1826639,0.85858333,0.9495128,0.7799348,1.2441813,0.92707705,1.097392,1.1083587,1.0193567,1.0825071,1.2822295,0.9481045,0.74076974,1.2354844,1.2194083,1.0266736,1.0322024,1.024026,0.9368619,0.9565253,1.0575686,1.1566862,1.3330479,1.272064,0.8600409,0.9329749,1.0244068,1.1699802,1.037445,0.80617654,0.7108264,1.2221522,1.2040344,0.94172585,0.114715695,1.1904131,1.0382242,1.1617417,1.0886728,0.9682461,1.0467039,1.1124105,1.1566093,1.2064377,1.1330309,0.83622473,0.915004,1.010958,1.1877803,0.964402,1.0022068,1.2335353,0.9035803,0.98275405,0.8255899,0.84301746,0.75336266,1.0881518,1.0796747,0.795431,1.2384402,1.1345617,0.6834478,1.1245295,0.8996231,1.1346931,0.8039445,1.1023661,1.13537,0.9202202,0.9224764,1.1196973,1.2127914,1.0506858,0.78077143,1.0972201,1.0527822,0.0,1.032939,0.7839869,0.9390715,0.6951351,1.0700517,1.3102808,1.1224635,1.0625696,0.3413223,1.1647285,0.9873042,0.41360438,0.60207504,0.50017333,0.9647024,1.0382224
sweater,0.8576167,0.9591116,1.2657058,0.7640803,1.2737584,1.2970909,1.0107107,1.2189281,0.9059611,0.8438227,0.782735,1.2429334,0.7498292,0.6879096,1.2996993,0.6735693,0.7532712,1.0772929,1.3423932,1.3238131,0.8702992,1.0742992,1.1214716,1.2225977,1.0886526,1.1176735,1.2432313,1.0501498,0.8946665,1.3141196,0.9397112,1.1424617,0.742435,1.0583936,1.4222555,0.8185934,1.2739997,0.7587124,0.85804224,0.7855867,0.84264004,0.515227,1.1746393,1.0093983,1.2970202,1.2329667,0.9757058,1.1941644,1.2580898,0.92356575,1.2213782,1.0661575,0.77810895,1.2595415,0.6098562,0.9881479,0.8352565,1.0862622,0.8739704,0.46906483,0.72589725,1.2379456,1.0884295,1.3593762,0.99765867,0.80272514,1.1531212,0.96510166,1.0535767,1.2160182,0.929597,1.2454939,1.2700348,1.1116648,1.0148729,0.49370152,0.7588847,0.8824266,1.2572892,1.3046383,0.93839943,1.1218528,1.0849961,1.1141876,0.9630197,0.9414729,1.3961475,1.2074986,0.80510485,1.341907,0.791952,1.1423725,1.1507397,0.9368534,0.6818727,1.0973122,0.36652303,0.93317604,0.5351412,1.077245,0.94244957,1.2431542,0.77348423,1.2548494,0.9839473,0.9604657,1.2180291,0.9636185,1.0395261,1.158777,1.032939,0.0,0.7875562,0.8226089,1.368957,1.0615939,0.95152307,1.0035039,1.1010044,1.1066873,1.0916467,0.88095254,1.0162692,1.2430639,1.0102067,1.1788669,0.93692285
swing,1.0586916,1.2058377,1.2856946,0.92122024,1.1565534,1.1368397,0.8864927,0.8722799,0.88476443,0.8497795,0.71443903,1.2884793,0.8111836,0.9738338,1.2421117,0.8554152,0.6801283,1.080874,1.3420199,1.3509175,0.87003183,1.1119058,0.7810981,1.2164112,1.0545129,1.1314877,1.1683502,1.0408226,0.8581597,1.1539407,0.72935086,1.1476094,0.8730503,1.0861697,1.2505875,0.5219141,1.3229867,0.96309334,1.1354442,0.7841239,1.0156871,0.8156843,1.3366967,1.3307558,1.2676449,1.0056374,1.1771699,1.2264712,1.276583,0.85945237,1.3290821,1.2818395,0.37047386,1.3309708,0.89812875,1.0806122,0.9921268,1.2978926,0.55879223,0.86464167,1.2100871,1.098714,0.546773,1.2747116,1.0010207,0.8902813,0.85939586,0.76602757,1.1011964,1.3015679,1.08475,1.3433878,1.2604754,1.2467384,1.0288836,0.80518895,1.0358566,0.87584096,0.88954574,0.9441016,1.1233883,1.1598294,1.1090468,1.3527551,0.9965073,0.72476965,1.3621984,1.151747,0.8280259,1.2820326,0.96200377,1.1453515,1.1677916,1.0644304,1.0827159,0.58839685,0.80856997,0.99743634,1.0502652,0.5867577,0.7884219,1.2683942,0.34133315,1.3800212,0.974724,1.1412362,1.0568811,0.40558255,1.1577,1.1940967,0.7839869,0.7875562,0.0,0.7082658,1.2489848,1.2015598,1.2582784,0.77590704,1.2848397,0.80554724,1.0804425,0.39398146,0.81880605,1.1006114,0.5739785,1.3370929,0.8583417
table,1.023417,1.3232535,1.4773033,0.8166845,1.393636,1.3461088,1.0179126,0.9549955,0.59950775,0.96787447,0.42170393,1.2775884,0.34730613,0.8372445,1.3330731,0.6704504,0.8349259,0.7544985,1.4072156,1.1534423,0.5444219,1.1871493,1.011625,1.1166438,0.923119,1.0331185,1.2882545,0.9961764,0.23374766,1.2773151,0.7409898,1.1543018,0.45531046,1.1292808,1.4216743,0.4669435,1.1454839,0.8977812,0.98686576,0.6460806,0.5849856,0.8029903,1.4061728,1.3220662,1.4301463,1.0512594,1.2357578,1.2654061,1.3603358,0.77367634,1.3665102,1.2259666,0.71659166,1.3603699,0.8590981,1.0957148,1.0204972,1.3262827,0.85580343,0.75616246,1.0087487,1.068371,0.7707037,1.1940664,0.92356586,0.8833232,1.0302498,0.82503885,1.1530347,1.3937049,0.85174346,1.3740869,1.366396,0.83612305,1.1382637,0.8539368,0.92683554,0.7173308,1.1516962,1.1469101,1.202663,1.126015,1.0946512,1.0977535,1.0546187,0.82090193,1.3806012,1.3798664,0.6961576,1.1561272,0.5719417,1.13702,1.1071078,1.0494099,0.93231034,0.86637723,0.784075,1.020348,0.92294586,0.90354544,0.8321985,0.87968075,0.6401113,1.3944954,0.9329024,1.209522,1.007876,0.75797427,1.263802,1.1823574,0.9390715,0.8226089,0.7082658,0.0,1.2290777,1.3355129,1.1684995,0.99657345,1.1358912,0.9809933,0.7968473,0.69570994,0.8409599,1.0638078,0.71517944,1.4131007,0.71813995
tape,1.2441734,0.85100067,0.5095993,1.3660325,0.4601289,0.48318845,1.0102637,0.5707196,1.2456354,1.1984544,1.2353798,0.7774823,1.2836592,1.3090627,0.60263854,1.2794514,1.1278646,0.8766412,0.5031276,0.6149576,1.1206306,1.106994,0.997885,0.48152602,0.8746737,0.75028586,0.8357689,1.1310434,1.0943277,0.7069608,1.0683962,0.93070096,1.260544,1.1315355,0.55532193,1.231148,0.5274087,1.429539,1.016069,1.3812469,1.2294087,1.3234204,0.7350734,1.0447731,0.70495844,0.81753916,1.1256778,0.9977266,0.7048595,1.1291789,0.7990424,0.83026147,1.2384479,0.56992936,1.3248965,1.1110958,1.2852299,0.7139785,1.2359456,1.3157058,1.211705,0.9174477,1.0384338,0.5562741,1.2610855,1.1934118,0.975635,0.8332074,1.1152405,0.6399249,1.0865283,0.7664997,0.5889778,1.015026,1.0910503,1.4160054,1.2825103,1.1544178,0.7708841,0.78371453,0.94651353,1.0099772,0.88342535,0.7921295,1.251533,1.1294775,0.47592288,0.59150684,1.0794842,0.5259521,1.3679565,0.9534316,0.85637414,1.176221,1.1582994,0.8713944,1.4137648,0.95219785,1.3351824,0.90564007,1.1773539,0.9451078,1.2137003,0.61972654,1.1676869,1.0854383,0.9120257,1.195176,0.9811542,0.8443599,0.6951351,1.368957,1.2489848,1.2290777,0.0,0.91225535,1.2203209,1.1718,0.76458347,0.612651,0.98594916,1.2679011,0.9447771,0.5707191,1.0628288,0.7603365,1.2406569
toe,0.791734,0.34019446,0.6557051,0.9504262,0.83105946,0.9000243,1.0140314,1.1175623,1.2380812,1.1168064,1.4243103,0.8740032,1.3762335,1.1432133,0.87389934,1.3598721,1.2046176,1.1554372,0.7499071,1.0221212,1.3654903,1.0172504,1.0208007,1.0799317,1.1035138,1.0826203,0.820182,1.1085285,1.1924465,0.9007724,1.2436893,1.0571976,1.2923322,1.0780333,0.8041972,1.4245503,1.0402929,1.1442442,1.0109189,1.2546294,1.3443992,1.0332747,0.66598576,0.20455766,0.76143086,1.0091293,0.2820505,0.71768564,0.88783395,1.2148209,0.71099216,0.62782896,1.1194744,0.7504055,0.9262523,1.0819304,0.53146917,0.69418335,1.1290779,1.1339724,1.0465237,1.023268,1.1989427,0.9010541,1.147085,1.0118775,0.9982914,1.1455402,1.0705061,0.6667324,1.2184863,0.74598086,0.83886373,1.1465487,1.0354346,1.1092385,1.0825326,1.2077807,0.91730905,0.9111067,0.77791166,1.048321,0.953136,1.040564,1.1094555,1.1997254,0.87304395,0.68192816,1.2799804,0.9367182,1.2635635,1.04356,1.034299,1.0694127,1.1073784,1.1340034,1.1173841,0.6797643,0.97689015,1.1014645,1.1270328,1.1485913,1.256238,0.4109838,1.1520562,0.65154827,0.89041,1.2558858,0.74647284,0.95852256,1.0700517,1.0615939,1.2015598,1.3355129,0.91225535,0.0,0.78108746,0.9298141,0.9482767,1.0982527,1.2313534,1.3007233,1.1030504,0.93351704,1.1873701,0.5440661,1.170059
tooth,0.8228988,0.7556007,0.8022058,0.8823129,1.006245,0.98448336,1.1444147,1.3581178,1.069886,1.0729951,1.1294296,0.87676936,1.159703,0.901929,1.1579719,1.113752,1.1670887,1.0362711,0.93905437,0.92760396,1.1367556,1.1207538,0.98640525,1.1127924,1.1043215,1.0647662,0.9062189,0.9845008,1.0893153,1.0151569,1.1391832,1.1837524,1.0319688,1.1309721,0.9140763,1.2397372,1.0125449,0.8746252,0.92304015,1.0577407,1.0308067,1.0214324,0.71357477,0.5196546,0.9373686,1.1658012,0.7142669,0.6690763,1.0880426,1.1545507,0.637429,0.9607268,1.2163023,0.80437076,0.7523506,0.9533256,0.84650815,0.7789477,1.0305679,0.97687525,0.79817873,0.8658878,1.1943526,1.07717,1.078927,1.1363336,1.0030357,1.2527691,1.1354636,0.652912,1.0447488,0.6906762,0.9636845,0.92877364,1.0406424,0.95376146,0.93736774,0.993306,1.0778121,1.1456696,0.73523617,0.93768334,0.9898885,0.9554318,1.101922,1.1853818,0.9957689,0.95577925,1.1258708,1.1333044,0.86736465,1.1778498,0.83274794,0.9854789,0.9360086,1.251888,0.9358009,1.1464124,0.8533428,1.1878604,1.1462666,0.8240733,1.264458,0.87676847,0.8832978,0.9768982,1.0434783,1.2184376,0.6131809,0.9663062,1.3102808,0.95152307,1.2582784,1.1684995,1.2203209,0.78108746,0.0,0.93463326,1.1160842,1.2835119,1.1261386,1.2059504,1.0827918,1.2972001,1.1497546,0.6281456,1.0514653
toothbrush,0.9034583,1.0585943,1.1726164,0.74817556,1.1820686,1.1602328,0.7094918,1.1049646,0.94994706,0.86727434,0.96363735,1.2160356,0.9938596,0.8519412,1.2818598,0.96875685,0.6565883,0.92251354,1.1292679,1.2234137,0.9115249,0.9814532,1.0292292,1.2792523,1.3515255,1.1879342,0.6726957,1.1781347,1.2028265,1.2121527,0.8853948,1.1973515,1.0210912,1.0025178,0.9193222,0.946438,1.1997051,1.060741,1.1017745,0.93264097,1.0147032,1.1131418,1.1191044,0.91259533,1.1869166,1.2873533,0.8930489,0.8751594,1.1960382,0.7832583,1.2030661,0.9920511,0.7335406,0.8291455,0.9881874,0.92516744,0.51794684,1.3026114,1.0064176,0.8333733,1.057483,0.8023442,1.1169862,1.3445079,0.9203167,0.7038488,1.021266,1.101876,0.96880925,1.0883017,0.9743025,1.3104398,1.091662,1.2033,0.8681186,0.6888077,1.011773,0.852346,0.50738066,0.48878896,1.1679646,1.025069,1.1044545,1.3206418,0.8916383,1.0969048,1.1888595,1.2136788,0.8570037,1.2242606,1.0611255,1.187821,1.2156003,0.9826086,0.942442,0.3799461,0.9330931,0.9300185,1.0358279,0.63051987,1.0217617,1.0612563,0.7949023,1.1833241,1.1056523,0.80175745,0.9592119,0.82175326,0.6560944,1.1467769,1.1224635,1.0035039,0.77590704,0.99657345,1.1718,0.9298141,0.93463326,0.0,1.1665943,0.8885463,1.087381,0.97595495,1.1650957,1.2632746,0.986843,1.2079469,1.0756133
