,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,broom,bucket,can,car,cat,chair,clock,closet,comb,couch,crayon,crib,cup,dog,doll,door,drawer,dress,eye,face,finger,fish,flower,frog,glasses,glove,grass,gum,hair,hand,hat,hose,knife,ladder,lamp,leg,melon,milk,mitten,mop,mouth,nail,napkin,necklace,oven,pajamas,paper,pen,pencil,pillow,plant,plate,purse,radio,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tree,vacuum,watch,window
doll,0.8574936,0.96575433,1.2770307,0.7156693,0.7360444,0.9798225,0.8013413,1.1406116,1.1944588,0.8465712,1.2514546,1.1677971,0.8451543,1.1819475,1.0095552,0.85580564,0.7369338,0.70097345,0.9273469,1.0732255,0.84058446,0.8825624,0.8402102,1.127027,1.0379267,0.84064054,1.1946363,1.1972774,1.1660185,0.803172,1.2066824,0.8758526,1.1250838,0.0,1.0712973,0.9586309,1.232769,1.1137265,1.2345513,1.119266,0.8844926,0.45881766,0.93161243,0.77394986,0.9043894,1.2002143,0.7820059,1.2771198,1.1968653,0.8498839,1.2274473,1.1437593,0.9246227,0.6489059,0.9398923,1.0886499,0.9096174,0.93122566,1.1146911,1.1404746,1.0211836,1.0493776,0.8922792,1.0707457,1.2349737,1.1068095,0.8558632,0.7838817,0.6985347,0.86844087,0.6435191,1.0664783,0.83972704,1.1409885,1.1533973,1.2746103,0.9615119,1.1201265,1.2499936,0.9246777,1.2398026,0.7298008,0.86481106,0.99842167,0.7768102,1.0812624,0.9635246,1.1864551,0.7647698,1.06235,0.9682896,1.0593551,1.0953373,0.67255485,1.1395762,1.2022873,0.92500573,1.1766102
door,1.1145006,1.2288938,0.9124962,1.2396013,1.1491886,1.1203852,1.1211845,0.6003146,0.87530845,1.0652555,0.8673369,1.0581887,1.1789904,0.82806945,1.009541,0.9461731,1.1253622,1.1409487,0.7085257,0.9123593,0.95817286,0.66930103,1.1629404,0.9804959,0.80048037,1.1326975,0.6334932,1.0637226,0.7547353,1.2224457,0.89617217,1.112623,0.87283635,1.0712973,0.0,0.6695714,0.9679,1.0099584,1.0697153,1.0051882,1.2450423,1.1383088,1.1004184,1.1550205,1.097304,1.0389519,1.1577753,1.0483856,1.0903639,1.1723387,1.1352246,1.0591682,0.944365,0.82694757,1.0386438,1.1193795,0.76673615,1.0402485,0.7918487,1.1210372,1.1479815,0.94946337,0.95114535,0.72138524,1.0705496,0.83814037,1.0674454,1.1399658,1.0363694,1.0908401,1.1824859,0.92229,1.0382112,0.29837334,1.1309037,1.0473614,1.1077521,0.9574227,1.1016924,0.9461756,0.9347186,1.0229756,1.0265441,1.009456,1.0007511,0.85143316,1.0048876,0.878485,1.2308583,1.2176375,1.0893916,1.1253148,0.8475807,1.2278363,0.915192,0.98896646,1.1996856,0.5676561
drawer,1.0548235,1.1778369,0.9699695,1.18663,1.094866,0.88331217,0.95469457,0.7083714,0.8364113,0.9838985,0.9970033,1.0669231,1.1386207,0.9130842,1.0486406,0.6569618,1.0549405,0.8933591,0.5026037,1.040833,1.049652,0.79183936,1.1633334,1.0919155,0.9163235,1.1334674,0.79873043,1.0457306,0.9094516,1.1524619,0.85723317,1.0914954,0.9990813,0.9586309,0.6695714,0.0,1.0661421,1.1641164,1.0683069,1.0265441,1.2329113,1.095348,1.0373319,1.1595492,1.0838921,1.0827476,1.0566748,1.0725745,1.0490389,1.1151686,1.1566238,1.0405927,1.0767535,0.87062865,1.0843041,1.0519488,0.7922646,1.0814195,1.0018661,1.1417739,1.2431046,0.9483821,0.89227676,0.63883924,1.132819,0.84398043,1.0899284,0.90247685,0.99661726,1.1792691,1.0005176,0.89035827,0.9846694,0.61643434,1.0334325,1.0702116,0.92428786,1.0102142,1.1408427,0.7403537,1.105631,0.98293006,1.0077844,0.92669785,1.0027368,0.9363284,1.0650743,0.713212,1.1537331,1.2273674,1.1312528,1.0256598,0.8743285,0.83756775,1.106101,1.081611,1.2404318,0.80652404
dress,1.291939,1.1703115,0.68691045,1.3491026,1.260569,0.91842717,1.2472463,0.95763427,0.68378294,1.3382862,0.74601567,0.42878103,1.1652626,0.57943106,0.976864,1.0793263,1.3591653,1.2693448,0.9995584,0.9819427,1.2639885,1.1590465,1.3062153,0.7881371,0.84198785,1.3545955,0.75130355,0.76788354,0.7921868,1.4256973,0.77215827,1.3557231,0.71713936,1.232769,0.9679,1.0661421,0.0,1.1425555,0.86128414,0.93289477,1.319902,1.2720072,0.97367334,1.2882342,0.7840008,0.8760552,1.2996159,0.7356025,0.7673195,1.369812,0.9499073,0.996347,1.1651354,1.3757787,1.317492,1.0636132,1.1200302,0.88600373,1.0930995,0.98651046,1.2933869,0.91912645,0.8291429,0.8035097,0.21954596,0.93518704,1.2841078,1.1437352,1.082648,1.0638719,1.3365012,0.5141739,1.3333895,0.7549263,0.9777546,0.44745958,0.9748897,0.62852675,0.9378282,1.1769044,0.85509616,1.2581469,0.800545,0.9609341,1.1351206,0.62194055,0.95689595,0.7256216,1.2363349,1.1458411,1.2902076,1.1140554,0.6475307,1.119978,0.9331096,0.9546504,1.2455336,0.9236208
eye,0.96471125,0.9098959,0.98708224,1.000672,1.0192457,1.1345748,1.1048671,1.1074271,1.152695,1.0033358,1.1510938,0.9862813,1.0859836,1.0944192,1.009281,1.071041,1.0518817,1.0388945,1.1021422,1.0420036,1.0118296,1.0516193,0.9891501,0.9050344,1.1717353,0.960532,1.1391581,1.0166245,1.1565156,0.84396434,1.1986123,0.95073736,1.0682124,1.1137265,1.0099584,1.1641164,1.1425555,0.0,0.8783177,0.8892817,0.97103834,1.0755101,0.9774952,0.8913137,1.0634093,1.0739968,0.78086364,0.88220346,0.8880291,0.8791852,1.087792,1.0302243,1.0425934,0.96829855,0.9370832,0.9962803,1.0620798,1.0671077,0.9917694,0.67989075,0.7649482,0.8915087,0.9865896,1.1460798,1.0869703,1.0162023,0.719973,1.0539285,1.1168396,1.0633413,0.8640865,1.0923553,1.0487753,1.141731,1.1137701,1.0001872,0.93382496,0.9654792,1.0651958,1.1115328,1.1220607,0.914463,1.1480845,1.112012,1.1732379,1.0270929,1.0128835,1.2067174,1.0476396,0.6719391,0.94650173,0.9107286,1.0681508,1.1452475,1.0590513,1.1228048,0.75335336,1.0420069
face,1.243538,0.96229595,0.8448063,1.1361697,1.1926833,0.8995083,1.202862,1.0595902,0.728835,1.1907928,0.920135,0.7714183,1.1042217,0.8695156,1.1142223,0.9968759,1.2396572,1.1643288,1.0230085,1.188361,1.2365068,1.2768945,1.1365855,0.82438374,1.1388958,1.1772338,0.81736726,0.9159544,0.91710013,1.2406896,0.8418847,1.2104028,0.71441406,1.2345513,1.0697153,1.0683069,0.86128414,0.8783177,0.0,0.77401876,1.1367431,1.2081575,0.95140064,1.2320458,1.1907312,0.86999506,1.0507586,0.30879235,0.7867139,0.8847102,0.8350687,0.9393755,1.1613836,1.3207196,1.1904454,0.9532436,1.1414729,1.260982,1.1001998,0.70299846,0.9461708,1.1016366,1.1019901,0.9637922,0.719681,0.9456055,1.2018435,1.1910145,1.28094,1.1536329,1.1783079,0.8934931,1.2343166,0.9671691,0.91082186,0.65465665,1.0061888,1.0139388,0.8524664,1.2363087,0.9594756,1.2270633,1.2803538,0.9743072,1.1633148,1.0309476,1.1638501,0.8035593,1.2143996,0.9290763,1.1701007,1.0378293,0.9195615,1.0184608,0.93437886,0.9543021,1.1902957,1.003398
finger,1.1597778,1.0740343,0.5473606,1.2231153,1.2682686,0.92351365,1.1990083,0.9042405,0.9008954,1.1836839,0.92891216,0.79791,1.0433519,0.91832715,0.9796336,0.8146463,1.2919658,1.0969702,1.0591493,1.2361864,1.122494,1.1700428,1.232234,1.0133436,1.0556929,1.2658455,0.952557,0.8991673,0.9374756,1.0691034,0.9971133,1.2478821,0.8372743,1.119266,1.0051882,1.0265441,0.93289477,0.8892817,0.77401876,0.0,1.17494,1.255394,0.91015095,1.1005529,1.0240734,1.1046798,0.98981464,0.7961947,0.2367872,1.1417437,1.009081,0.9380304,1.2803903,1.3188891,1.2279373,0.9616592,1.0817094,1.0116527,1.1712763,0.7104698,1.048729,0.57759887,0.8548248,0.78358877,0.82296705,0.75021285,0.93731487,1.002237,1.1773951,1.1455086,1.1407855,0.9930671,1.3043916,0.98360276,1.041599,0.7523633,0.960969,0.8341675,0.9987801,1.204998,1.0982558,1.0723053,1.124088,1.0767066,1.145708,0.943345,1.1350031,0.8667949,1.2393162,0.6964546,1.2043014,0.84533495,0.8660574,0.9910193,1.1302716,1.0210263,1.0714527,1.1919596
fish,0.735346,0.5116726,1.2799337,0.61921006,0.7298372,1.2702826,0.686842,1.2341157,1.3798697,0.424478,1.4034679,1.3040789,0.71118075,1.3981681,1.221343,1.2046916,0.5846913,0.90992725,1.2711242,0.8860314,0.6137675,0.81405103,0.39309525,1.0671992,1.291363,0.5584351,1.3434277,1.278233,1.3649769,0.2441122,1.3578639,0.38383555,1.2826598,0.8844926,1.2450423,1.2329113,1.319902,0.97103834,1.1367431,1.17494,0.0,0.6030054,0.8247861,0.57578593,1.0230201,1.0833391,0.8390837,1.2261832,1.2564241,0.6533138,1.2791353,1.1463808,0.81635773,0.81947356,0.4491396,1.1650276,1.0892982,1.1017259,0.89897466,1.1077604,0.559396,1.12673,1.174249,1.2610993,1.3596935,1.357979,0.6314684,0.9613411,0.86384857,0.4778306,0.67569995,1.3317647,0.6423678,1.3362653,1.3042336,1.3495135,1.2496322,1.1488853,1.2717283,0.9862047,1.2610509,0.89602023,1.0989134,1.2626601,1.0081046,1.247375,0.9011565,1.4781724,0.69287354,0.70273185,0.42595053,1.0278963,1.2659217,1.0021296,1.1330508,1.2766609,0.46761346,1.2062657
flower,0.78504115,0.71713847,1.3604172,0.466536,0.6636492,1.0614163,0.58174974,1.2878125,1.3640319,0.70110685,1.471751,1.2735761,0.9069929,1.3288376,1.1067858,0.98457134,0.5495004,0.75276715,1.1551657,1.0137464,0.7198895,0.8797658,0.5070336,1.1534172,1.1977066,0.5228821,1.2880336,1.292295,1.3802736,0.5463831,1.3019354,0.5616883,1.1874006,0.45881766,1.1383088,1.095348,1.2720072,1.0755101,1.2081575,1.255394,0.6030054,0.0,0.79343534,0.5572077,1.0023394,1.2366025,0.71384835,1.1863604,1.3092927,0.671242,1.3208783,1.2574952,0.83543384,0.5312818,0.65919787,1.0790441,0.96904737,1.0522648,1.0587494,1.1679673,0.8031573,1.1653802,0.9860262,1.1550496,1.3146667,1.2094471,0.7321722,0.88040584,0.7894478,0.6466092,0.5674618,1.0967042,0.6673089,1.2072248,1.270473,1.3449925,1.0636616,1.2606156,1.3246388,1.0117209,1.2819469,0.76881486,1.0138656,1.1990254,0.92008936,1.2080609,0.9427917,1.3270233,0.5977009,0.92459536,0.78808284,1.2272327,1.1449773,0.7780097,1.0030057,1.2769746,0.6834336,1.0636055
frog,1.0522804,0.90364075,0.9692068,0.9235731,1.0350859,0.7911419,0.92058617,1.1815287,1.143693,0.89260525,1.2093847,0.94858783,0.9130786,1.0189277,1.1069509,0.96610016,1.0650992,0.9950488,1.1388526,1.0885444,0.8682374,0.93061423,0.9537791,0.9956512,1.0808152,0.98493475,1.1699603,1.0479431,1.0344551,0.82192904,1.1315875,0.9846575,0.8752316,0.93161243,1.1004184,1.0373319,0.97367334,0.9774952,0.95140064,0.91015095,0.8247861,0.79343534,0.0,0.92016345,0.84481645,1.1024276,0.81331885,0.9378481,0.9010478,0.8575483,1.2415212,1.2044246,1.0675621,1.1142182,0.8424184,1.0826854,1.058673,0.94641566,1.0851668,0.9411247,0.8954279,0.84978044,0.8087649,1.0157686,1.0231673,1.1157174,0.78293324,0.8876244,1.0183401,0.8135407,0.84548783,0.9197451,1.128354,1.104723,1.2459077,0.9614618,1.1198108,0.8315394,1.2463511,1.266059,1.2149137,0.92243767,0.94428897,1.1179342,1.0596285,1.0320678,0.9498497,1.1352825,1.0627408,0.74455035,0.9569336,1.1756716,0.81740946,0.79485154,1.1594878,1.1996603,0.82424104,1.1824875
glasses,0.5728766,0.63597006,1.2071677,0.6768777,0.76558936,1.3378654,0.7071558,1.180882,1.3927073,0.59277606,1.370629,1.185447,1.0291729,1.3724144,1.1465703,1.1845993,0.55138123,0.8929583,1.2891003,1.099965,0.7330317,0.7206382,0.43950045,0.9398097,1.0637741,0.45707446,1.3494003,1.3545994,1.2805811,0.39823973,1.4226089,0.4352008,1.0930493,0.77394986,1.1550205,1.1595492,1.2882342,0.8913137,1.2320458,1.1005529,0.57578593,0.5572077,0.92016345,0.0,0.88004357,1.3197646,0.7612031,1.108693,1.1526992,0.53158844,1.404258,1.2413791,0.8652665,0.5738707,0.48212343,1.2427099,1.0664682,0.98930395,1.1618812,1.1067326,0.5288713,0.95290685,1.0218046,1.2024004,1.2899723,1.3040994,0.49443382,0.9243699,0.68269557,0.72097373,0.6865666,1.1619337,0.4938954,1.2328336,1.3844106,1.31335,1.1772653,1.0533702,1.370498,0.86486685,1.3099265,0.793687,0.830817,1.3268967,0.8347446,1.2375593,0.98953515,1.4472849,0.7564391,0.59522426,0.5753107,1.1840287,1.1251539,1.0653107,1.2308973,1.2766303,0.33770013,1.0846426
glove,0.9862508,1.131861,0.8682009,1.0258355,0.9970342,1.1927823,1.1586285,1.2238501,1.1298687,0.95278984,1.1098582,0.8137939,0.93589854,0.9005953,1.0950122,0.99535096,1.0184474,1.015162,1.0326953,1.0177486,1.05141,0.95099074,1.0393596,0.98528785,0.9100884,1.0607127,1.200993,1.0681258,0.9972871,0.98848873,1.1065333,1.127443,0.89661634,0.9043894,1.097304,1.0838921,0.7840008,1.0634093,1.1907312,1.0240734,1.0230201,1.0023394,0.84481645,0.88004357,0.0,1.0946469,0.8643755,1.1237656,0.8552862,0.9551812,1.2498677,1.2177672,1.039481,1.0422499,0.9479373,1.0670797,0.9674739,0.4934224,1.1970149,0.9989489,1.0173795,0.66558737,0.6430422,1.132731,0.7867439,1.006611,0.9508204,0.99913013,0.7881876,0.8826265,1.0000081,0.75566226,1.0511734,1.1276823,1.2398001,0.8377406,0.8008225,0.60350984,1.2837586,1.107179,1.0959234,0.7296113,0.38134778,1.0917767,0.8970462,0.7537159,0.8596991,1.114092,1.0588651,0.78133506,1.0187327,1.1082671,0.8166209,1.0992354,1.1079637,1.2062619,0.8116639,1.1554658
grass,1.2035125,1.0850503,0.9902971,1.0976896,1.0846783,0.83163214,1.2183665,0.8191595,0.73048496,1.2503638,0.68768656,0.9477502,0.73054576,0.7123076,1.096331,1.0890098,1.3260074,1.0817353,1.038645,1.0248517,1.2866018,1.276265,1.2273321,0.8222693,0.94114065,1.240387,0.7119318,0.62364775,0.8772524,1.3077755,0.6175166,1.2879919,0.99372125,1.2002143,1.0389519,1.0827476,0.8760552,1.0739968,0.86999506,1.1046798,1.0833391,1.2366025,1.1024276,1.3197646,1.0946469,0.0,1.2448103,0.87216955,1.0203099,1.199572,0.6895764,0.88432753,1.0764246,1.3202436,1.2478821,0.7096566,1.1355648,1.0595747,0.95171547,1.0475073,1.1357518,1.2258857,1.228605,1.0481582,0.85113853,1.004412,1.3021994,1.1776515,1.2919526,1.0921507,1.146811,1.0379335,1.2457451,0.9615305,0.7808026,0.82084763,1.0765576,1.1471362,0.7687224,1.1358738,0.46270633,1.3236072,1.0517645,1.0420048,1.1270074,1.0844051,1.0075433,0.6629971,1.1892781,1.240292,1.109125,0.8924199,1.0251005,1.0226195,0.64723337,0.96044683,1.319214,0.8339632
gum,0.7482879,0.8674794,1.1837258,0.7003168,0.8214298,0.98611087,0.7835495,1.3486557,1.3437761,0.80376506,1.4406338,1.0825509,1.0238392,1.2128302,1.0148008,0.8112432,0.72988933,0.7160447,0.9755168,1.0947609,0.789991,1.0250455,0.79685473,1.2147969,1.3038814,0.7880038,1.3721397,1.104531,1.3089061,0.5984173,1.4142921,0.7831713,1.0389519,0.7820059,1.1577753,1.0566748,1.2996159,0.78086364,1.0507586,0.98981464,0.8390837,0.71384835,0.81331885,0.7612031,0.8643755,1.2448103,0.0,1.1051307,1.0020158,0.68618184,1.3121557,1.0728735,1.1655695,0.9210192,0.8368724,1.0212829,0.8993893,0.9568606,1.1314708,0.79953593,0.73015225,0.8804073,0.9616389,1.1273478,1.2188506,1.0208633,0.7341981,0.8597344,0.9314187,0.98607796,0.59778374,0.9763033,0.8713633,1.3322706,1.20762,1.1453902,0.7815509,1.035588,1.3027102,1.0672579,1.3304598,0.40714687,0.97958726,1.0681806,1.0613598,1.2381326,1.1480446,1.2568865,0.82924044,0.61656284,0.84237754,0.976946,1.1252644,0.7182339,1.2317588,1.2807432,0.7002409,1.3571277
hair,1.2801574,1.0261456,0.7635142,1.2077665,1.2141796,0.8811137,1.2516404,0.99351484,0.72701,1.2471724,0.88969225,0.70583737,1.1502618,0.85074687,1.0722251,1.0508804,1.2918167,1.252503,1.0067089,1.243347,1.3107004,1.2702135,1.1851989,0.6999743,1.0284369,1.2073028,0.79181284,0.84689623,0.905717,1.3116385,0.81792617,1.2458377,0.5889666,1.2771198,1.0483856,1.0725745,0.7356025,0.88220346,0.30879235,0.7961947,1.2261832,1.1863604,0.9378481,1.108693,1.1237656,0.87216955,1.1051307,0.0,0.760958,0.9386252,0.8614371,0.99682164,1.1990063,1.2903957,1.2209791,0.9772544,1.1363088,1.1511279,1.1694874,0.80810404,0.9699733,1.1032549,1.0901215,0.8781876,0.6744094,0.966434,1.1415315,1.2199491,1.3495522,1.1569443,1.2712073,0.78314704,1.2350476,0.863833,0.9554702,0.5152204,1.0016637,0.9336456,0.87801635,1.2239032,0.8753928,1.2866457,1.1689816,1.0373291,1.13933,0.9856294,1.1156176,0.73912704,1.2575555,0.95493245,1.2256353,1.102848,0.8957361,1.0925742,0.8576408,0.9460801,1.1517038,0.87542444
hand,1.1492428,1.1221374,0.42054164,1.2711596,1.309403,0.8767555,1.2847838,0.9998431,0.9074146,1.2731724,0.98311555,0.6162997,1.0393696,0.9144156,0.97021294,0.8312611,1.3383055,1.1001878,1.0602467,1.2379913,1.2440844,1.2789023,1.2899809,1.0124058,1.1456622,1.3271722,0.9627096,0.8116839,0.99918693,1.152414,0.95580256,1.319128,0.80690247,1.1968653,1.0903639,1.0490389,0.7673195,0.8880291,0.7867139,0.2367872,1.2564241,1.3092927,0.9010478,1.1526992,0.8552862,1.0203099,1.0020158,0.760958,0.0,1.1788561,1.0153645,0.982228,1.3330874,1.3689148,1.2543855,0.93472224,1.1245942,0.9505511,1.2056797,0.6552247,1.0710448,0.47514188,0.7455633,0.863886,0.61899614,0.6511736,1.0383059,1.0624763,1.217745,1.174502,1.1666423,0.9704468,1.3604403,1.0001994,1.02192,0.58059525,0.8787526,0.8162812,0.98328036,1.2179115,1.1320212,1.0829161,1.0644909,1.0159477,1.2205409,0.86882454,1.1432136,0.815713,1.2858949,0.6006857,1.1966702,0.816259,0.80920684,0.98303235,1.0885197,1.0603313,1.0439746,1.1862339
hat,0.66538084,0.6320677,1.28517,0.5616627,0.6641419,1.1904414,0.8491287,1.1758126,1.2900093,0.6698161,1.3263011,1.2062519,1.044298,1.2991743,1.0027987,1.0656174,0.6247369,0.8215448,1.1533529,1.2811453,0.7508688,0.8717837,0.54483813,1.003312,1.213875,0.55934006,1.2626078,1.2266638,1.2278391,0.54456705,1.3029892,0.5220423,1.0686179,0.8498839,1.1723387,1.1151686,1.369812,0.8791852,0.8847102,1.1417437,0.6533138,0.671242,0.8575483,0.53158844,0.9551812,1.199572,0.68618184,0.9386252,1.1788561,0.0,1.3021555,1.2055653,1.0101798,0.7449627,0.5725111,0.98640364,1.0362363,1.0860204,1.2849045,1.0185436,0.5299641,1.0472201,1.0632737,1.1919177,1.3103448,1.2428269,0.6856563,1.0287204,0.800726,0.91405153,0.59973305,1.2238625,0.65860474,1.3180356,1.291176,1.2119331,1.0527476,1.1015211,1.3198415,1.0513861,1.2440293,0.63436866,1.1074411,1.238528,0.93163323,1.2371659,1.0452086,1.2827379,0.8331996,0.684182,0.66506815,1.1533093,1.0869086,0.946789,1.1074238,1.3271512,0.5376698,1.1299939
hose,1.2793001,1.2254655,0.8986923,1.1825836,1.2014859,0.8150851,1.182129,0.92797196,0.7277248,1.3191267,0.55410296,0.973791,0.9487103,0.85607934,0.9831186,1.1106213,1.3156575,1.2468219,1.081418,0.92219573,1.351824,1.389006,1.3166485,0.98310584,0.93672824,1.2323955,0.77204174,0.7774183,0.9130186,1.3745267,0.6547094,1.3779817,0.9560269,1.2274473,1.1352246,1.1566238,0.9499073,1.087792,0.8350687,1.009081,1.2791353,1.3208783,1.2415212,1.404258,1.2498677,0.6895764,1.3121557,0.8614371,1.0153645,1.3021555,0.0,0.604237,0.9521484,1.2610623,1.3672268,0.7859194,1.1769202,1.1844738,0.84635454,1.0185041,1.2223735,1.3024805,1.1585649,0.9575126,0.85596776,0.93878835,1.3495944,1.1231253,1.3886979,1.2606415,1.3505151,1.0457901,1.1855149,1.0272068,0.222197,0.92740995,0.9953059,1.1583622,0.12387669,1.0911757,0.6177342,1.3584343,1.2526163,0.6306101,0.9638464,1.0357231,1.0239203,0.7384572,1.1495844,1.3229022,1.3140627,0.82610893,1.1707481,1.0734372,0.807597,0.23181152,1.3985921,1.0025613
knife,1.1316047,1.1286528,0.99578357,1.1481763,1.1593733,0.9034036,1.1627111,0.98291,0.94384164,1.1392422,0.8266033,0.9785248,0.98554987,0.9405888,0.9365672,1.0564677,1.1498389,1.1848173,1.0326335,0.96265006,1.212995,1.2586627,1.2810442,0.9752542,1.0607755,1.1133926,0.90348387,0.90425986,1.0596021,1.1689515,1.0496533,1.276609,0.9935335,1.1437593,1.0591682,1.0405927,0.996347,1.0302243,0.9393755,0.9380304,1.1463808,1.2574952,1.2044246,1.2413791,1.2177672,0.88432753,1.0728735,0.99682164,0.982228,1.2055653,0.604237,0.0,1.0447122,1.1907289,1.227317,0.79317826,1.0287204,1.0469241,0.9892202,0.9223429,1.151452,1.1869234,1.082497,0.99918,0.9371818,0.93673885,1.188536,1.0698286,1.2511663,1.1460431,1.2120705,1.101632,1.1887245,1.0477744,0.40792894,0.9003213,0.93625,1.1143448,0.5349816,1.0372504,0.8623749,1.1695595,1.1406221,0.6736612,0.9777682,1.1177744,1.0673777,0.9308174,1.2307534,1.1695809,1.1718638,0.43671197,1.144799,1.1176641,1.0016284,0.6361926,1.2466357,1.082682
ladder,0.7829169,1.0140913,1.1798081,0.91493726,0.8749502,1.1624553,0.80186844,1.0124718,1.2128787,0.95589644,1.1255841,1.2991855,0.8432517,1.2186887,1.1476678,1.1928409,0.7962573,1.0506139,1.1155968,0.6272289,0.81480145,0.7522141,0.8552622,1.1178584,0.7959949,0.9338981,1.1360514,1.2426829,1.1425918,0.82398045,0.9030726,0.8200457,1.205864,0.9246227,0.944365,1.0767535,1.1651354,1.0425934,1.1613836,1.2803903,0.81635773,0.83543384,1.0675621,0.8652665,1.039481,1.0764246,1.1655695,1.1990063,1.3330874,1.0101798,0.9521484,1.0447122,0.0,0.7513496,0.8824185,1.1427659,1.0189987,1.0118667,0.71239305,1.1768916,1.0080417,1.091416,1.0512372,1.2341397,1.3186822,1.2212005,0.84700906,0.88529575,0.8565905,0.73965913,1.0353386,1.1367329,0.8304052,1.0296786,1.0051028,1.3419244,1.1465166,1.1478515,1.008595,0.8267511,0.94734526,1.0073062,0.9482257,1.0374918,0.87778306,1.1581001,0.55356,1.2922411,0.8862763,0.9942156,0.8989741,0.99671185,1.1114181,1.1505573,0.9376442,0.91327745,0.85154957,0.8617734
lamp,0.7025963,0.91273963,1.3226416,0.6911204,0.6063441,1.2666737,0.72032684,1.0633557,1.2784506,0.7913604,1.3027666,1.3939276,0.9829818,1.3573202,1.0042663,0.99651873,0.54294324,0.6955141,0.97923267,0.9834911,0.7359145,0.62728477,0.6308408,1.1890697,0.9047302,0.56952417,1.1809878,1.3543558,1.1886927,0.74814093,1.2770141,0.5269239,1.2471855,0.6489059,0.82694757,0.87062865,1.3757787,0.96829855,1.3207196,1.3188891,0.81947356,0.5312818,1.1142182,0.5738707,1.0422499,1.3202436,0.9210192,1.2903957,1.3689148,0.7449627,1.2610623,1.1907289,0.7513496,0.0,0.7081884,1.2249587,0.8383883,0.97472936,1.0068005,1.1955261,0.8768661,1.1093252,0.994253,1.1792136,1.4693947,1.0033575,0.8616156,0.9921017,0.689211,0.82777786,0.6526376,1.2091268,0.5564669,0.96427715,1.18405,1.480574,1.1164025,1.2748969,1.2036341,0.66717184,1.1885321,0.8017191,0.91772866,0.9925658,0.69911766,1.1806538,1.0124067,1.2101697,0.68917084,0.978428,0.80915403,1.1931404,1.1864722,0.99225855,0.99873865,1.0628972,0.7555535,0.7680283
leg,0.69150615,0.65625334,1.2723477,0.6128648,0.7400882,1.3397329,0.6395501,1.2152584,1.4263145,0.2949779,1.4432768,1.2281876,1.0442873,1.4069737,1.168674,1.2472851,0.49069476,0.82572955,1.2410606,1.0213053,0.56186223,0.5333694,0.4396106,1.0663652,1.2150991,0.36586714,1.3308744,1.3321214,1.299402,0.387581,1.3768153,0.3438462,1.2107685,0.9398923,1.0386438,1.0843041,1.317492,0.9370832,1.1904454,1.2279373,0.4491396,0.65919787,0.8424184,0.48212343,0.9479373,1.2478821,0.8368724,1.2209791,1.2543855,0.5725111,1.3672268,1.227317,0.8824185,0.7081884,0.0,1.1788884,0.9869954,1.0915612,1.0260911,1.1149083,0.5949969,1.0720276,1.1846448,1.1821227,1.3735148,1.3342355,0.61840016,1.0067743,0.8269766,0.69856906,0.6118008,1.2899647,0.44585252,1.2188375,1.3351438,1.3864894,1.1603568,1.0810788,1.3313264,0.9366323,1.3217337,0.7529005,1.0199871,1.2686653,0.9176432,1.158535,0.9710107,1.4574568,0.737203,0.72327816,0.43905365,1.1925414,1.1991832,1.0108153,1.2089999,1.2809546,0.44859588,1.0859299
melon,1.0796467,1.0250369,0.9893284,0.7083657,0.9762058,0.8547976,1.0692762,1.0987638,0.9527392,1.147308,0.974633,0.9849122,0.94640493,0.94145304,0.973749,1.0564563,1.211604,0.9501074,1.0636551,1.086276,1.2402421,1.3384225,1.1917982,1.0093215,1.0849111,1.0813254,0.99305195,0.76297843,1.0365099,1.2192767,0.83410084,1.2597888,1.032629,1.0886499,1.1193795,1.0519488,1.0636132,0.9962803,0.9532436,0.9616592,1.1650276,1.0790441,1.0826854,1.2427099,1.0670797,0.7096566,1.0212829,0.9772544,0.93472224,0.98640364,0.7859194,0.79317826,1.1427659,1.2249587,1.1788884,0.0,1.0667305,1.0086341,1.0452672,0.91199327,1.1151435,1.1101865,1.0862592,1.0017512,0.9284076,0.95642155,1.2146693,1.1299826,1.2480749,1.1289128,1.0339164,1.0952933,1.221184,1.0825081,0.8537275,0.8603569,0.858671,1.0444971,0.891181,1.2101121,0.7968757,1.1514635,1.1311908,1.0547928,1.1400878,0.990743,0.93386346,0.88961804,1.1086142,1.1511183,1.1153283,0.8960079,1.0566287,0.9862297,0.7860794,1.0533276,1.2337232,1.050117
