,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
jar,1.0888624,1.1722075,1.0367645,0.8221396,1.1270732,1.0646756,0.7602153,1.0319209,0.7526606,1.0344158,1.0699176,1.2531195,1.016356,0.84693706,0.9922214,1.0900711,0.96819144,0.9213197,0.64114416,0.6874885,0.7127211,0.8155416,0.9249277,0.31087875,1.0276082,0.41137916,1.0460491,1.2865833,1.1660466,1.0488106,0.806138,0.9457951,1.0162553,1.0474408,1.1098742,1.0825484,0.76462406,1.1886995,0.77855825,0.8879485,1.1410074,0.76479155,1.0097811,0.9741876,0.9733433,0.9784975,1.0306969,1.237686,1.0201969,1.1560708,1.0753088,1.2645333,0.95916986,1.1830525,1.0191795,1.2487481,1.1189573,1.0456947,0.5211595,1.3430333,1.0085264,0.9369377,1.0956541,1.0017644,1.0629838,1.0734257,0.9825455,0.9749308,1.0955039,0.0,1.1773492,0.95919585,0.8300346,0.97620976,0.886797,0.89910716,0.510435,0.7082883,1.019591,1.1708194,0.94383246,1.3003597,0.9497889,1.1809747,1.2503592,1.173245,0.8124354,1.1261518,1.1373302,1.1551646,0.93223774,1.1550188,1.0997444,1.0675154,0.97945863,1.1562705,1.1173706,0.8066813,0.9297974,0.7747108,1.0881951,1.1779526,1.1681601,1.0813979,0.92920923,0.74043286,1.05205,0.94240004,0.99561137,0.9414171,1.001831,1.1905379,1.0543891,1.1782222,1.1329436,0.93884104,1.012959,1.1107894,1.2753034,1.097156,1.0103523,0.82073313,1.0194335,1.1842084,1.0073669,1.1012598,0.8245332,0.8527942,1.3415886,1.1943436,1.0493882,0.95918596,0.8639721,0.7427584,0.96895516,0.9928875,1.3055438,1.0005878
jeans,0.70252913,1.298115,1.3840876,1.1231556,0.47537547,1.3913534,1.1197221,1.162314,1.1012161,0.90664256,0.4829631,1.2545766,0.41165996,0.71095794,1.2415437,0.5012834,0.8288341,0.92328703,1.3691536,1.4395642,0.9147986,1.3039459,1.1512247,1.137751,1.058161,1.088419,1.0252523,1.074231,0.5848887,0.5068717,1.0361239,1.4400618,0.60350275,1.3013989,0.70754015,0.41834033,1.129414,1.3415723,0.8902157,1.4144802,1.019856,1.0980893,0.8018164,1.0826837,0.8935535,1.0027392,0.7668286,1.0377282,1.4936213,1.059136,0.9560755,0.95914996,0.82141477,0.9747899,1.1471529,0.8589713,1.4333146,1.2229631,0.9944397,1.2412337,0.5518627,1.148253,0.8009633,1.326064,0.6710744,1.2429081,1.1396036,1.2850027,0.29959303,1.1773492,0.0,1.2223709,0.6939463,1.4571608,0.97926706,1.217973,1.0808288,0.6207713,0.72907937,1.1730114,1.0686101,1.2997555,1.1932322,1.0123097,1.3157145,1.4174894,0.7193451,0.87052757,0.28855115,0.12212074,0.8091356,1.2673755,1.3193564,1.3082771,1.359697,0.78533953,1.0695128,1.3124075,1.2454765,1.3044682,1.1509392,1.2726457,0.9625018,0.95708245,1.3412697,0.7639432,1.1140839,0.85578394,1.3115422,0.871079,1.221311,0.30030572,0.68197644,0.4263997,1.3237461,0.7324108,1.0923193,0.4608413,1.0186114,1.451407,0.5225079,1.094901,1.4747276,1.3876171,0.6356933,0.37693208,0.7423526,1.5019594,1.0556835,1.1773932,1.2968891,1.1629165,1.3007139,1.0396613,0.79696393,1.1961678,1.2585216,0.78772926
knife,1.1947689,0.8008184,0.899877,1.0207748,1.064185,1.0777192,0.8981167,0.67514807,0.8642777,1.1316028,1.4105008,0.6404865,1.2676789,1.361001,1.0035944,1.4208083,0.95605755,0.92545193,0.68471277,0.82284343,1.1444254,1.0096102,0.7180892,0.92143244,1.152949,0.9475042,0.81478995,0.721713,1.3824403,0.9624129,1.1642116,0.8694041,1.2635907,0.68812335,1.1740638,1.4303459,1.1544954,0.35707676,1.092801,0.6517541,1.0310906,1.0978725,1.388124,1.1492665,1.0275811,0.6886395,1.2366863,0.87289083,0.7841567,1.1817088,1.3283288,0.84287566,1.2313496,0.960855,1.0839807,0.86715937,0.386312,1.029026,1.2597106,0.7552273,1.0234827,0.8423049,1.2761079,1.0022619,1.1444921,0.8266009,1.1235127,0.73873127,1.4087,0.95919585,1.2223709,0.0,1.119396,0.6457125,1.1533221,1.025887,1.0832666,1.2112074,1.2410903,0.75159883,0.98900926,0.7929322,0.6601897,0.8014948,0.8741296,0.75085974,1.2310427,1.2551149,1.4129157,1.2419249,1.0729249,0.7908584,0.4588734,0.4430352,0.80711657,1.1602983,0.8037339,0.964785,0.9539385,0.9130818,1.0285467,0.8864887,1.0919119,1.0920069,0.8552586,1.2225143,1.1389768,1.2846346,0.9621826,1.1701828,0.38295197,1.3925829,1.2324791,1.2226614,0.4065386,1.3759987,0.681924,1.1436926,0.7808286,0.675886,1.0090413,1.1385524,0.27261466,0.7747694,1.1122683,1.4216989,1.2985744,0.74718285,0.8516084,0.5752544,0.5190084,0.7305924,0.9093015,1.0003266,1.1238658,0.5696609,0.66550624,1.1806537
ladder,0.7193478,1.3964682,1.4717337,1.0528045,0.8374418,1.3891737,1.0946138,1.3658,0.90125513,0.70575655,0.42821813,1.494515,0.3722657,0.7000876,1.1787208,0.66462034,0.9010563,0.922734,1.2254502,1.2018394,0.6926705,1.1230792,1.0542239,0.84324193,1.075865,0.8486349,1.2138698,1.4168687,0.68115735,0.46711266,0.84732085,1.3211808,0.57021445,1.2232941,0.85959256,0.52277845,0.88627553,1.4621931,0.42490816,1.3702586,0.9896929,0.85221875,0.6705937,0.92512774,0.66516703,0.75231093,1.0417734,1.2461443,1.4993911,1.0545272,0.9438529,1.2114224,0.64732313,1.234959,1.0615821,1.0970502,1.4203486,1.2854749,0.65389687,1.4814775,0.8545718,1.2602901,0.7940345,1.2468206,0.8379563,1.3016278,1.050016,1.1646543,0.6791709,0.8300346,0.6939463,1.119396,0.0,1.2722154,0.9456801,1.2026495,0.83311135,0.6557753,0.62554204,1.2895092,1.0397753,1.4612648,1.0666122,1.1768395,1.4048439,1.4813211,0.40243804,0.9685116,0.6424397,0.6918081,0.7649051,1.3910415,1.3042612,1.2535062,1.4275398,1.1381292,1.3007691,1.1237137,1.1400943,1.0588483,1.1642827,1.4175668,1.258617,0.9786889,1.3277907,0.4777645,1.0329784,0.8150348,1.1512872,0.81141245,1.1455994,0.7669554,0.7182424,0.858295,1.3485622,0.43295574,0.92310643,0.77042556,1.2966206,1.3927593,0.66258943,0.8660729,1.391537,1.3862767,0.6194875,0.68359625,0.5157201,1.4478118,1.3852638,1.3345835,1.2300076,1.0816147,1.184298,0.6692829,0.7461356,0.8985145,1.4579644,0.7116629
lamp,1.3369213,0.48670518,0.76448953,1.1159006,1.3995583,0.7215368,0.7974823,1.0065742,0.91332954,0.8776063,1.3846173,0.50612015,1.4015942,1.3912265,0.9093699,1.3742671,1.2282256,1.1304593,0.43860173,0.68393505,1.1945169,1.0353202,0.88747615,0.7646719,1.1387492,0.8039959,0.81227845,1.011955,1.2808666,0.9566355,1.2446349,0.68910307,1.2404869,0.52282125,1.294411,1.433425,1.2136616,0.5192168,1.0858235,0.29031146,1.0552241,1.0745641,1.2911303,1.2689486,0.76566905,0.86496377,1.2067196,0.990626,0.55638087,0.97824264,1.2621154,1.0842884,1.1870482,1.2091976,0.96027774,1.1472198,0.557589,1.062403,1.2372226,0.7203002,1.2372539,1.0383145,1.2518499,1.0392892,1.4336662,0.8490487,1.0683985,0.47129768,1.4769452,0.97620976,1.4571608,0.6457125,1.2722154,0.0,1.2271936,0.98881894,0.93395984,1.4270849,1.3726935,0.7207277,1.2160426,0.6037172,0.62405044,0.93126273,0.49401605,0.5390042,1.1838468,1.184371,1.5188634,1.4393032,1.1996273,0.8303788,0.58276904,0.640527,0.7504084,1.1677278,0.75405914,1.0741612,0.690774,1.0136248,1.0150449,0.85924697,1.0395285,0.95261365,0.575255,1.2272816,1.0702325,1.3049679,0.6041027,1.3193969,0.9912939,1.4396348,1.3740764,1.302054,0.61923134,1.206347,0.4822845,1.2946031,0.8813513,0.34458482,1.3119793,1.1919919,0.506106,0.47626704,1.202848,1.4367596,1.3701704,0.63956785,0.94544077,0.5938393,0.64333415,0.58819234,0.9566051,1.284829,1.0786754,0.685362,0.6847022,0.8980599
meat,1.0295904,1.173343,1.0265095,0.7467358,0.975567,1.0083044,1.0582913,0.93264055,1.0897541,1.2026966,1.1306347,1.0827445,1.0534512,1.0085298,1.0172873,0.93222725,1.0971051,1.1307114,1.0522487,1.1461198,1.1264249,0.8774167,1.199204,0.9032108,0.9916226,0.7820758,1.03726,0.8973761,1.0630392,1.0784068,1.0071836,1.0123832,1.031047,1.1379721,1.0706011,1.0607295,0.94240385,1.1794527,1.0754513,1.1791393,0.86408246,1.07504,0.99824655,0.8262267,1.1058935,1.0829748,0.964015,0.9868821,1.1088777,1.0252212,0.98193836,0.7851528,1.1329334,0.87503034,0.8186819,0.91723406,1.1542437,1.0009094,0.9201059,1.0700836,0.7474571,0.95995724,0.9369195,0.9763718,0.7754168,1.0072398,0.9096265,1.1677254,1.0107851,0.886797,0.97926706,1.1533221,0.9456801,1.2271936,0.0,0.98663884,1.0637784,0.75683725,1.1025401,0.9786281,0.75962114,1.0681211,0.9637332,0.88805825,1.1463825,1.1555569,1.0569696,0.9807908,0.9900549,0.9419812,1.1015835,0.8892792,1.1979151,1.1794207,1.0325892,0.8172673,0.80864465,0.96550846,0.95356697,1.0289422,0.9219945,0.8237523,0.97055894,0.91199124,1.1570034,1.0604635,0.8490865,0.7522215,0.97623503,0.86209095,1.1419989,1.0557702,0.78924006,0.90831524,1.0269016,1.1182034,1.2407004,1.093566,0.8975821,1.2020955,0.93623143,1.0321602,1.1249474,1.1546814,1.0181533,1.043734,1.161446,1.1530254,0.8732147,1.0737274,1.185005,0.95140237,1.0390409,1.1061362,1.0112721,1.0082407,1.0670947,1.0754671
melon,1.1328046,1.1427755,0.1676532,0.6305388,1.095191,0.75497395,0.5330988,0.5350394,1.1633738,1.1850435,1.2297072,1.1456325,1.2172943,1.0072441,0.9203306,1.1379638,0.89622957,1.0568777,1.0829575,0.81004465,1.0536563,0.67637676,0.92051935,1.0420568,0.8994293,1.1264317,1.0269977,1.0189486,1.2000473,1.3327272,0.81888187,0.95989716,1.2373058,0.9347508,1.1083819,1.21544,0.8225015,1.1064471,1.1920207,1.0958526,1.0543497,0.93551636,1.0643276,1.0116501,1.2410381,1.1044943,1.0359677,1.1154484,0.3714404,1.0717566,1.0264986,0.9862436,1.1107821,1.0343403,1.0037636,1.1083298,1.0619082,0.87384665,0.97726846,1.1713656,1.0551623,0.97958314,1.1079134,0.8992199,1.0066173,1.051203,0.9874808,1.0813514,1.182445,0.89910716,1.217973,1.025887,1.2026495,0.98881894,0.98663884,0.0,0.89558506,0.98959863,1.1578614,1.0953667,0.8266425,1.1241719,1.038728,1.0890875,1.0961342,0.80354095,1.1188433,1.0197223,1.1499059,1.2027706,1.0407518,0.92816174,1.070666,1.0537124,0.213323,0.9648794,1.1735333,0.78017294,0.9609502,0.76472557,1.0451174,0.70971024,0.92063284,1.1772249,1.0564961,1.1070654,1.0107248,0.9537554,1.0059538,0.9826435,0.9110136,1.1612616,1.082572,1.0287715,1.113693,1.1736122,1.1139171,1.1373118,1.1558161,1.0493788,1.0630956,0.907639,0.96316963,1.1161596,1.247884,1.1420965,1.0450176,0.9262406,1.0784672,1.1727661,1.033193,1.0740253,0.93908316,0.855092,1.0229375,1.200253,1.1365036,1.1179332
milk,0.9420996,1.1408162,1.0858027,0.9695814,1.0036663,1.1451116,0.86748976,1.2068932,0.94627255,0.7869489,0.9311282,1.2460803,0.98089176,0.515971,1.0230186,0.99578494,1.0901301,0.8353465,0.74784046,0.6739752,0.6629082,0.8683378,0.9152738,0.41026032,0.986059,0.7495637,1.1627396,1.4136304,1.0212132,1.0154077,0.6733042,1.0869873,0.9735322,1.0916245,1.102575,0.9740633,0.74236614,1.2666403,0.8045872,0.9040701,1.1784791,0.8210044,0.89957464,1.1265018,0.90922636,1.0853801,0.97864336,1.2879715,1.0752698,1.0424495,1.0076215,1.3584406,0.9163469,1.337795,1.1004815,1.3047109,1.1883315,1.1120967,0.72551703,1.3633763,1.1125227,1.1519392,0.96882033,1.0917462,1.0744941,1.1862783,0.9882536,1.0180334,0.932879,0.510435,1.0808288,1.0832666,0.83311135,0.93395984,1.0637784,0.89558506,0.0,0.82150435,0.9322976,1.2545745,1.146814,1.3381429,1.0038263,1.2659974,1.261875,1.2097081,0.71805537,1.0457629,0.9821386,1.0779649,0.72096753,1.2735653,1.1248825,1.1185762,1.0588223,1.1287702,1.3002508,0.7637815,0.90746045,0.67043406,1.120923,1.3047383,1.110511,1.1177069,1.0073586,0.66983414,1.1289226,0.968012,1.0727016,1.0480657,1.0899644,0.9738628,1.0859526,1.1150283,1.2490015,0.8188508,0.87219644,0.98449486,1.4211531,1.027355,1.013803,0.58429486,1.1744027,1.2056725,0.9112233,0.89156157,0.66741824,1.1237812,1.3945413,1.2094699,1.0565118,0.99414563,0.9590636,0.7083788,0.9249769,1.1059492,1.3373141,0.83852917
mitten,0.77705646,1.4138764,1.2462094,0.85916644,0.6789621,1.242369,0.92752796,1.1430554,1.0252086,1.013029,0.7226705,1.4716471,0.6401921,0.6339798,1.1509246,0.69045603,0.92108554,0.81961894,1.0492914,1.2173324,0.75776446,1.011172,1.2040462,0.86075544,0.99034095,0.8572447,1.1436102,1.122938,0.85204655,0.8103024,0.79680246,1.2521608,0.81607366,1.2169356,0.79784656,0.67734385,0.85175246,1.4839824,0.8316604,1.3028553,0.95043725,0.9465221,0.81872964,0.8720376,1.0375272,1.0603551,0.8880223,1.0786009,1.34128,1.1070185,0.8693073,0.9470819,0.9308531,1.0051587,1.1422164,0.94164175,1.4579452,1.1535733,0.78924096,1.4012716,0.626969,0.95097214,0.8063497,1.1424757,0.5842966,1.0927569,0.99735117,1.3798124,0.6785285,0.7082883,0.6207713,1.2112074,0.6557753,1.4270849,0.75683725,0.98959863,0.82150435,0.0,0.8269526,1.227924,0.9122614,1.3975728,1.2060995,1.0083568,1.4028563,1.4121099,0.75622004,0.8978733,0.6144905,0.66128665,0.72554696,1.3023912,1.4342533,1.3927538,1.1962802,0.92889297,1.1183501,1.042672,1.2503207,1.0278084,1.1033732,1.2134533,0.99880195,1.0900309,1.3502021,0.70175594,0.97283053,0.789973,1.2435336,0.7642311,1.1768317,0.73415506,0.6775424,0.77021396,1.3813751,0.78130597,1.2081221,0.81928,1.1153815,1.4042827,0.57561564,0.88674283,1.4654632,1.3956739,0.8404393,0.71507394,0.72572476,1.3962382,1.12725,1.3557225,1.3683048,1.2328985,1.0285361,0.8066166,0.9371924,1.1693876,1.3325862,0.9583846
motorcycle,0.78057873,1.253205,1.2934766,1.1582564,0.8736199,1.2363433,1.1388069,1.1845744,0.9765426,0.93660563,0.5849917,1.313559,0.6435952,0.73621404,1.0574261,0.74977136,0.7870012,0.8867041,1.2494454,1.2330265,0.810431,1.2078936,1.0953662,1.0588131,0.9535747,1.098191,0.8572716,1.222924,0.6563149,0.7808412,0.9661398,1.2974899,0.86777425,1.3089015,0.6763011,0.6421162,1.0342451,1.3415675,0.6467818,1.3128668,1.0498186,0.9444765,0.6886368,0.6598606,1.0047588,1.0604541,0.9425605,1.2025669,1.3964,0.91185784,0.82507837,1.2342888,0.66790694,0.93843234,1.0122496,1.0336108,1.3333147,0.9506945,0.6719797,1.2593837,0.8897226,0.96433437,0.84737486,0.95495456,0.89659697,1.1440653,0.93535954,1.2078435,0.64428914,1.019591,0.72907937,1.2410903,0.62554204,1.3726935,1.1025401,1.1578614,0.9322976,0.8269526,0.0,1.2397728,0.978683,1.2973244,1.3125145,1.2717808,1.2971613,1.3006195,0.81437445,0.9295771,0.62097394,0.7346357,0.8501995,1.2417636,1.3072277,1.2888688,1.3099065,1.0339929,1.2261009,1.0865753,1.1646526,1.1055317,0.9889111,1.3530986,1.1599197,1.0115657,1.1580118,0.77147233,0.931673,0.8241321,1.314816,0.7077413,0.9725938,0.67919755,0.8170589,0.7628656,1.313832,0.712152,1.1598023,0.80259705,1.1862062,1.2934237,0.8042935,0.96296626,1.3812528,1.250585,0.38557446,0.7003842,0.67348534,1.2968785,1.2468896,1.2876494,1.2663407,1.2446579,0.83558017,0.8534269,0.6712359,1.1426705,1.3018901,0.91544306
mouth,1.3006191,0.64433897,0.9125055,0.98719835,1.1326828,0.9092632,1.0478555,0.88163394,0.9853746,1.1527919,1.3805442,0.571796,1.26208,1.3228583,1.0455377,1.2606206,1.064994,1.1814477,0.8017277,0.96292764,1.3011435,1.1024837,1.1134611,1.062302,1.1481978,0.9269995,0.7082813,0.65095454,1.1748219,0.9991525,1.2584503,0.9489872,1.1354665,0.8232002,1.0950748,1.3167093,1.2059194,0.58247715,1.211521,0.737532,0.9207112,1.0847061,1.2727237,1.2116587,0.9850136,0.9277879,1.073509,0.5959045,0.88736236,1.0689148,1.1733601,0.657824,1.0977,0.91108507,0.85642016,0.71500707,0.7401694,1.1472006,1.282491,0.44666028,1.043392,0.86400855,1.1102504,1.1069365,1.0056801,0.8765763,1.1290021,0.79086447,1.2937726,1.1708194,1.1730114,0.75159883,1.2895092,0.7207277,0.9786281,1.0953667,1.2545745,1.227924,1.2397728,0.0,0.9556672,0.5346756,0.9526563,0.5982857,0.5047742,0.7132061,1.2661873,1.1647542,1.2501948,1.2023509,1.2708025,0.6153886,0.8420183,0.8664062,0.90436935,0.99712825,0.62374717,1.1260898,0.914547,1.1218956,1.0296524,0.86247516,0.73508286,0.99644274,0.87981564,1.3150514,1.0560707,1.218717,0.8781637,1.2103992,0.9761261,1.2353268,1.0333123,1.2251444,0.625156,1.318182,0.907601,1.212165,0.5474076,0.7023784,1.1196343,1.2425328,0.6923168,0.66249454,1.1828545,1.3258772,1.4426935,0.9103715,0.6267372,0.5621239,0.9326971,0.94907,1.1887238,1.3394427,0.9498921,0.9309007,0.5542313,1.05524
muffin,1.1427205,1.2071661,0.7948068,0.63295865,1.0585018,1.0302002,0.939136,0.7023537,0.9927635,1.289558,1.2014029,1.1783754,1.1123235,1.0217828,1.0348154,1.042104,0.9644493,1.2156413,1.1496445,0.93758255,1.2429285,0.5784453,1.1517067,1.0701993,1.0320414,0.9792286,0.90897954,0.81555945,0.9349618,1.1608223,0.82461417,0.904408,1.1092601,1.0522336,0.8744804,1.1898509,0.7343303,1.1366403,1.1448357,1.1790237,0.91917866,1.111884,1.0188061,0.8747663,1.1418253,1.005637,1.0730197,1.0249768,0.7842084,1.0935149,1.0458279,0.86178386,0.89212805,0.85506755,0.89721936,0.8699953,0.98457265,0.95823294,0.80715466,1.1113251,0.9483138,0.85982025,1.0109582,0.7291978,0.87366056,1.0410392,1.059852,1.2171341,1.1158187,0.94383246,1.0686101,0.98900926,1.0397753,1.2160426,0.75962114,0.8266425,1.146814,0.9122614,0.978683,0.9556672,0.0,1.05515,1.1453257,0.99394286,1.0692655,0.91780066,1.0922822,1.0108488,1.034317,1.0189508,1.1845503,0.63650185,1.2521881,1.2351725,0.760803,0.9335878,1.0366119,0.6857227,1.1507746,0.74723566,1.0062709,0.7032907,0.91737473,1.1116598,1.2298975,1.060047,0.9357017,0.93115205,0.993493,0.8413485,1.037715,1.0979829,1.0206606,0.94556224,0.98860973,1.1774055,1.2337062,1.2088807,0.9408881,1.1805583,0.9825027,0.90971726,0.8899224,1.1601868,1.1272824,1.1180123,1.1128565,0.96903884,0.9446931,1.1029543,1.256561,1.169863,1.1408994,0.92357147,0.9878363,1.1402266,1.1160983,1.119426
nail,1.4258456,0.3112054,0.7392803,1.1986156,1.2870677,0.5722722,1.0503122,0.85209495,1.1114999,1.1867319,1.3884532,0.3923837,1.3932409,1.3750176,1.0504006,1.4074845,1.0874699,1.2713649,0.533246,0.89012104,1.3900046,1.1061869,1.1087658,1.1683527,1.2204747,1.0680974,0.7919899,0.47464585,1.2358432,1.2053654,1.3696394,0.7658552,1.2951338,0.797483,1.1372111,1.3432615,1.3209578,0.23226607,1.3771104,0.4026035,1.0008373,1.1626382,1.3174722,1.1541752,1.1424774,1.0446061,1.2156693,0.57187474,0.6180974,1.0302482,1.1002207,0.6776348,1.2564998,0.9413469,0.84493065,0.79090226,0.540637,1.1109717,1.3698518,0.22872877,1.2555224,0.7340261,1.1318462,0.8119265,1.2751591,0.7136534,1.1755248,0.8108103,1.3521476,1.3003597,1.2997555,0.7929322,1.4612648,0.6037172,1.0681211,1.1241719,1.3381429,1.3975728,1.2973244,0.5346756,1.05515,0.0,1.0264438,0.78569424,0.2622242,0.24474072,1.427187,1.0445281,1.4193728,1.2635391,1.4117906,0.7591891,0.60436124,0.6660601,0.83236724,0.9297239,0.67003906,1.191422,0.9607644,1.1859031,1.0079272,0.6037317,0.8460302,1.0898192,0.71804774,1.4280853,1.142162,1.2685269,0.84228206,1.2142222,0.9808949,1.3080318,1.2827094,1.1999896,0.5123733,1.3440528,0.9800245,1.1933973,0.47629207,0.30542517,1.3047938,1.2625418,0.5926018,0.18464237,1.2759435,1.3773972,1.4520888,0.6478124,0.4953137,0.329264,0.74757564,0.9855316,0.94895643,1.379535,1.2042662,0.8585409,0.29935318,1.2222108
napkin,1.1279664,0.90477407,0.95386,1.0334145,1.1678458,0.98444164,1.1015482,0.9011953,0.84552133,1.0563167,1.24894,0.7262359,1.2055671,1.2220674,0.8766285,0.9952147,1.1444117,1.0598235,0.7850748,1.0485252,1.1454141,0.97385824,0.7814778,0.80044854,1.0885726,0.7852814,1.0157149,1.0269067,1.2649626,0.93774134,1.1046283,0.73496306,1.1207314,0.7204249,1.2697425,1.2752433,1.0926266,0.7584467,1.0329285,0.7368945,1.0143844,1.1108029,1.1832778,1.0179454,0.81047165,0.75843835,1.0476136,1.0621537,0.8849965,0.9914657,1.3139694,1.0396392,1.2329367,1.0189629,1.0878932,1.0444081,0.70403814,0.9351063,1.2577984,0.9925136,0.8783334,1.0224124,1.3608112,1.1026902,1.2338198,0.9171505,0.8926356,0.63203466,1.2501857,0.9497889,1.1932322,0.6601897,1.0666122,0.62405044,0.9637332,1.038728,1.0038263,1.2060995,1.3125145,0.9526563,1.1453257,1.0264438,0.0,0.78816175,0.980676,0.95668954,1.0646067,1.0610267,1.2813869,1.2025427,1.1004996,0.7497824,0.7085318,0.7143718,0.9002163,1.2252991,0.62958384,0.993288,0.81200033,1.054896,0.8694825,0.87328535,1.1114002,0.71397024,0.77872765,1.210773,0.94554114,1.0563993,0.73553544,1.0894998,0.8410274,1.3266842,1.0924618,1.1097267,0.70494246,1.2078296,0.787722,1.2140927,0.9393979,0.76377356,1.0002238,1.2184528,0.66060627,0.90754116,1.0564674,1.3486731,1.3167324,0.7647897,0.955594,0.8332541,0.72463506,0.11583519,0.8567969,1.1856395,1.1120213,0.5986424,0.8426485,1.1031562
necklace,1.2439562,0.9385452,0.9717066,0.87899977,0.9930501,0.9903971,1.0656762,0.7948574,1.130783,1.1653687,1.32905,0.7472817,1.1725453,1.250407,1.083065,1.2054757,1.1085609,1.1408627,0.9663067,1.1716036,1.3023515,1.0452336,0.9859161,1.090514,1.1468225,0.95345354,1.0108572,0.51053494,1.2687504,0.9984508,1.2045655,0.87623024,1.003866,0.9932969,1.109983,1.2216387,1.1943969,0.7593994,1.2736828,0.92290306,0.821246,1.1440868,1.3005037,1.0524939,0.9783513,0.8937084,1.0506893,0.4480914,0.9557096,1.1891894,1.0031208,0.43535447,1.186965,0.8955756,1.1793994,0.50577116,0.8118117,1.1471263,1.3225859,0.56741506,0.7894958,0.8973951,1.0295473,1.0030392,0.764756,0.6725103,1.0940608,0.9068511,1.0523396,1.1809747,1.0123097,0.8014948,1.1768395,0.93126273,0.88805825,1.0890875,1.2659974,1.0083568,1.2717808,0.5982857,0.99394286,0.78569424,0.78816175,0.0,0.8133776,0.9327091,1.2718018,1.0822487,1.112842,0.9647823,1.1978575,0.77339137,0.8060968,0.79262745,0.9382504,1.047845,0.74077064,1.1742852,1.1293566,1.1671671,1.0042305,0.6706044,1.0416551,0.96768194,1.033009,1.2946457,1.0064538,1.1329215,0.8372328,0.9656906,0.9423757,1.018158,0.90850747,1.0526143,0.69133854,1.311088,1.0437397,1.1961772,0.5239669,0.93647516,0.9798249,1.2696588,0.7564306,0.96287274,1.1131018,1.1203203,1.4181087,0.9217896,0.4179544,0.85455096,0.8388498,0.9261084,1.115678,1.3376185,1.1825627,0.87208116,0.46157438,1.1453174
nose,1.3494028,0.2769096,0.7946,1.1800318,1.3251334,0.6517527,1.0215056,0.9800814,1.0880501,1.0444099,1.3197312,0.42189652,1.3312595,1.3330891,1.0367333,1.332008,1.1376221,1.2947408,0.63507473,0.9187829,1.3508521,1.1091993,1.1302055,1.1503992,1.1375052,1.0158569,0.86959493,0.7084531,1.1377032,1.0864961,1.3233073,0.72159827,1.2224939,0.59583116,1.1578197,1.3070089,1.2685926,0.43195122,1.3045695,0.5278113,0.85425305,1.1334462,1.2669299,1.238654,0.9977772,1.0377642,1.2243271,0.6607475,0.68626356,1.0193043,1.0795134,0.8013836,1.1598859,0.9805824,0.9813846,0.79379976,0.6959111,1.1039582,1.2867057,0.3656708,1.2694409,0.93236625,1.0815494,0.94270444,1.2928908,0.80761886,1.1250067,0.6899328,1.3256109,1.2503592,1.3157145,0.8741296,1.4048439,0.49401605,1.1463825,1.0961342,1.261875,1.4028563,1.2971613,0.5047742,1.0692655,0.2622242,0.980676,0.8133776,0.0,0.49464488,1.3085781,1.025705,1.3941573,1.2635251,1.3877757,0.7820722,0.6763387,0.73641425,0.84883225,0.94015414,0.7615477,1.213752,0.9341117,1.2070147,0.989827,0.71456367,0.8581228,0.9803983,0.6977106,1.3544824,1.0508616,1.2742971,0.71399814,1.2656238,1.0870668,1.3038738,1.1865147,1.2244406,0.6083324,1.2234244,0.86014724,1.2328994,0.46998864,0.40055573,1.2667631,1.2719562,0.7083037,0.36012888,1.2225012,1.3544848,1.4246846,0.7448401,0.62382275,0.5289573,0.7992657,0.94734776,1.0987027,1.4015872,1.1594342,0.8877381,0.4309306,1.1204967
