,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
ladder,1.0472403,0.98260593,1.1907164,1.0471138,1.2257853,1.102406,1.0941657,0.63020504,0.8405794,0.914149,1.0713735,0.8333578,1.0565839,1.0727714,1.1067659,0.9235454,0.75959504,0.91087204,0.8998893,0.56718874,1.1733778,0.7862093,0.7610111,1.1437408,0.822328,0.9587324,1.2452621,1.0893902,0.526989,0.9640037,0.77038217,0.9576935,1.0802064,0.9914475,0.9372446,1.0419363,0.9564176,1.1189636,1.0767946,0.50721556,0.82680714,1.0343094,0.97002256,1.0785455,0.6600157,0.70880866,1.2353805,1.2653303,1.0266534,1.1457016,1.1934739,1.1660964,0.8946514,1.2488852,0.93217826,1.1318705,0.9058855,1.0234538,1.0760841,1.0249002,1.0118495,1.1172664,1.1280648,1.0924755,1.0661417,1.046562,0.7334149,1.1424516,0.9716326,0.0,0.7486984,0.966772,1.0593908,1.108251,0.8528602,1.1197847,0.92354244,1.0511498,1.1024038,0.852441,1.1792202,1.1382263,1.050639,0.6566058,1.1406245,1.1211302,1.1114675,0.97636455,1.1147995,1.1350231,1.1075575,1.1421582,1.0195987,0.887895,1.0349509,0.8572307,1.005729,1.0350964,1.1672184,1.1306552,0.8257326,0.842541,1.242053,0.5660085,1.0633533,1.165229,0.8001605,1.1396427,1.0242708,1.1445701,0.92647874,1.0123384,1.0319542,0.8808386,0.83556825,1.0908322,1.133955,1.1613309,0.9589256,1.0745873,0.9395163,0.96273184,1.0645969,0.84804,1.107867,0.9448693,0.9473878,1.1700965,1.0978448,1.087887,0.7980721,0.99765384,0.9053791,0.9740724,1.1374846,0.63119394,1.1152979,0.7985624
lamp,0.7539606,0.58485085,0.549729,1.4636582,0.90714514,0.64319664,0.9880424,1.1764469,1.1997708,1.5095257,0.4634999,1.270451,1.5444154,0.38615543,1.5472811,0.8179164,1.0638473,0.2879554,0.55324996,1.1564033,1.0669043,0.62391436,0.782246,0.8969288,0.36487556,0.59963095,1.1586894,1.2860323,1.047853,1.2261835,0.44886255,1.1433178,0.9959631,1.289928,0.9348556,0.9278939,1.3892121,1.2676108,0.35650223,1.2844596,0.22676861,0.95558655,1.246455,1.1789265,0.9641898,0.8698068,1.3530627,0.8870221,1.2995415,1.2817179,0.93606174,0.7130836,0.67361987,1.1748383,1.0663668,0.8570362,1.211405,0.35436153,1.0530362,0.9160784,1.1396672,1.2699575,1.4734694,0.8143529,0.9071188,1.1086019,1.0091516,1.5232347,1.1012805,0.7486984,0.0,0.42563236,1.3334236,0.8704479,0.8449514,1.5819795,1.2251902,1.3502789,0.42289633,0.50546896,0.95134974,0.7478018,0.8753212,0.96683794,0.9835271,1.5746169,1.3836399,1.3182325,0.30858546,0.3524692,0.95697117,0.8895484,1.099114,0.64104265,1.1670449,0.632646,0.97185975,1.000765,0.9618399,1.1422207,1.2627201,0.3977219,1.0287826,0.99213064,1.1281931,1.140511,0.90368074,1.2804707,1.0186499,1.4630555,0.9557881,1.2898088,0.5661915,1.1202644,0.5709949,1.4281616,0.37894207,1.4302685,0.44302487,1.3401372,0.76057494,1.2247834,0.8140236,1.1545743,1.4190537,1.4444602,0.5864533,0.82673955,1.2651591,1.1867172,0.7306108,0.79865503,1.3205681,1.2790744,1.0551052,0.7356026,0.5719955,0.9045239
leg,0.9465009,0.5104353,0.548173,1.3048851,0.94826794,0.7828254,1.0292741,1.2183489,1.3325449,1.4614222,0.42940778,1.264358,1.4414165,0.5723211,1.4369575,0.9364136,1.1785767,0.31728983,0.77335185,1.2575264,1.0061772,0.6252929,0.96434844,0.79166615,0.31222045,0.7768596,1.0317838,1.2836235,1.0650084,1.2999417,0.7317735,1.216667,1.0468447,1.2883313,1.0498247,0.88250965,1.3475542,1.1236784,0.30431056,1.35226,0.39719486,1.0275247,1.276135,1.1187726,1.0147547,1.0450194,1.0871928,0.83260286,1.2638648,1.2476566,0.7023378,0.81740093,0.87838435,0.9049466,1.0157051,0.9707758,1.2250984,0.35481656,1.061427,1.118456,1.1214797,1.1073543,1.2744068,0.738407,0.9514447,1.0782038,1.0937463,1.2849832,0.8713434,0.966772,0.42563236,0.0,1.3087497,0.847738,1.0045238,1.4312315,1.177767,1.1939642,0.41266066,0.44952404,0.7260438,0.68573177,1.0197369,0.9308535,0.9690866,1.4113239,1.1175321,1.3724136,0.3944292,0.46333468,0.81423557,0.8528297,1.1865183,0.83225197,1.1793047,0.8595912,1.0672057,1.04156,0.9923389,1.1316454,1.2476984,0.6064041,1.0310991,1.1280048,1.2408099,1.0993779,1.1502666,1.1736399,1.108137,1.2917848,0.85307723,1.0714275,0.39364177,1.1566126,0.899929,1.334725,0.36701643,1.3945551,0.44637138,1.1751415,0.77348614,1.3892399,0.90375274,1.0962372,1.3444775,1.4395874,0.8175512,0.61387455,1.0624335,1.0361626,0.75619787,0.8401492,1.3531005,1.1934781,1.0378642,0.8284575,0.3626448,1.0888852
meat,1.0744869,1.1811566,1.2087018,0.8545215,0.98926914,1.2162204,0.97035706,0.90510464,0.8802374,0.8694708,1.2736539,0.9529225,0.75860953,1.2636989,0.82793856,1.0589794,0.9203411,1.3170612,1.0776292,0.927313,0.64401305,1.1664332,1.1285913,1.241092,1.3471885,1.1864763,0.97219884,0.9215902,1.0738374,0.5869665,1.1658139,1.018818,0.9619907,0.90270996,0.68533987,1.1216247,0.95935607,0.7236568,1.3620287,0.92322093,1.32342,0.9368895,0.8795828,1.0013245,1.0048504,1.0908622,1.0150603,1.1466385,0.9820695,0.96951663,1.1534445,1.1714635,1.0416734,1.0013093,0.90493095,1.1589694,0.9719223,1.3613436,1.0891454,0.9912776,0.9289847,0.96613306,0.8201911,1.1938233,1.1034791,1.0041716,0.8751552,0.92319685,0.96526027,1.0593908,1.3334236,1.3087497,0.0,1.1226665,0.85280234,0.74435425,1.0801849,0.922899,1.2435772,1.1808373,1.1136451,1.215971,0.89905244,0.9648585,1.1792426,0.8541918,0.995892,0.7840584,1.3416648,1.3323929,1.0996639,1.1344216,1.0582666,1.1180322,0.26766288,1.1554942,0.3122821,1.0726056,1.0188137,0.9197435,0.9476468,1.2915096,0.8908795,0.9559419,1.0670824,1.0696082,0.78974867,0.9615047,1.037779,0.877411,1.2370206,0.99161893,1.2929955,0.94248265,1.0716908,0.9227627,1.347618,0.9085854,1.1805073,0.89876044,1.0773953,0.89557457,1.0031983,1.1096127,0.9621752,0.85521996,1.1414539,1.1823381,0.883509,1.008245,1.0308448,1.2121972,0.38345653,0.95871454,1.1191922,1.178415,1.3465937,0.958897
melon,0.9742206,0.8784869,0.58565784,1.2603667,0.8726323,0.6507005,0.62119275,1.0433722,1.2720077,1.3019049,0.6785533,1.2313038,1.1667134,0.83872885,1.1805187,0.8898483,0.99751675,0.7780658,0.6249344,1.195339,0.9586548,1.0975816,1.0146765,0.90284455,0.782954,0.818328,0.5233816,1.2311975,1.2873993,1.0086889,1.0455457,1.2057502,0.8987981,1.0355861,0.9172544,0.51494616,1.2441539,0.90461624,0.59909785,1.2824079,0.7885027,1.0350637,1.255691,1.1936557,1.2563064,1.025837,1.1180277,0.7212163,1.2393405,1.167581,0.80910456,0.7322004,0.8712297,0.85455453,1.047359,0.84164536,1.1946595,0.82470334,1.0379573,1.0122579,0.7649245,1.1415404,1.1424084,0.97048277,0.99181986,1.1727709,1.0711704,1.229862,0.94537896,1.108251,0.8704479,0.847738,1.1226665,0.0,0.9284653,1.1311449,1.1758431,1.1825584,0.7341212,0.89274585,0.9233365,0.9018039,0.69066775,1.2127539,0.9668993,1.161324,1.177038,1.1421174,0.6805067,0.7228099,0.9313525,0.40934843,1.0602207,0.9568941,1.1101197,0.9669269,1.0094343,1.0464439,1.004285,1.1313807,1.2360071,0.8918089,0.81712776,1.2478839,1.143565,1.0579202,0.9895933,1.0946274,1.0355119,1.2542747,1.0985559,1.1928263,0.95593166,1.2262255,0.94746375,1.1660843,0.7367153,1.1070392,0.7607106,1.1671574,1.0596011,1.2330625,0.7335829,1.2693596,1.2242789,1.2133932,0.5657141,0.8602717,1.0195776,0.976864,0.95588505,0.7896305,1.1274747,1.1018816,1.0487208,1.2179294,0.7773539,1.186514
milk,1.0712119,0.9439123,0.91470015,1.1916189,0.88658804,0.8630457,0.75714266,0.9742142,1.0316963,1.220727,0.957797,1.2237473,1.0487705,0.9786588,1.2245029,1.0413349,0.9026929,0.8358257,0.6881434,0.9319382,0.8874834,1.0421948,0.6081397,1.104216,0.9578996,0.9610054,0.9724083,1.1728152,1.104136,0.78770953,0.7853279,1.1604247,0.70828253,1.0710273,0.66131353,0.83920616,1.2179687,1.0163891,1.0527321,1.0924395,0.75816596,0.843895,1.0469519,1.0840782,1.080361,1.0511578,1.3021028,0.95128536,1.1329162,1.0908926,1.1835272,0.9332849,0.82960975,1.2405179,0.9491618,0.8756409,0.9477098,1.0759238,1.1229624,1.097599,0.90427566,1.1487181,1.1689212,1.0892274,0.95051825,1.1310163,0.6449456,1.3234726,1.1123184,0.8528602,0.8449514,1.0045238,0.85280234,0.9284653,0.0,1.0957952,0.99061304,1.1223297,1.0565403,1.0469799,1.1241374,1.0869683,0.5838573,1.0619227,1.003052,1.2389733,1.3044119,0.99822783,1.0654694,1.077005,1.1002498,0.826825,0.94146,0.9894073,0.8953166,0.7999853,0.80677366,0.98332787,1.0564808,1.0701435,1.1074921,0.9724127,1.0377345,0.99082094,1.2016778,1.1540331,0.5184738,1.1745245,1.0139849,1.2465729,1.1032212,1.2184035,1.0843852,1.0328431,0.92463017,1.2202029,1.0890367,1.1671526,0.8558397,1.0918247,0.9742971,1.0041621,0.8007932,1.0051486,1.2268274,1.1223993,0.64905685,1.169401,1.1699983,1.1784096,1.0084072,0.8685223,0.88983506,0.968629,1.1474364,1.0803585,1.1461178,1.0653803
mitten,1.1766671,1.1973147,1.3784997,0.50944805,0.851248,1.1480358,0.9790751,0.85195005,0.7599861,0.5892911,1.4365375,0.7566588,0.42886412,1.4294924,0.4534372,1.1491277,1.017861,1.4894085,1.3106163,0.86969924,0.8963417,1.199996,1.0668097,1.2570717,1.440204,1.4407218,0.8706219,0.7887254,0.94293886,0.8201128,1.3319967,0.8715274,1.0756911,0.69249624,1.0844096,0.99104255,0.7622516,0.7271162,1.5100564,0.7919888,1.4959421,1.255762,0.8437016,0.81146413,1.0066035,1.1674721,0.77569366,1.1612211,0.72629786,0.8509662,1.016723,1.2300217,1.2575924,0.9362894,1.0295067,1.258024,0.6902789,1.543827,0.7102929,1.0733434,0.76291096,0.8488108,0.44979346,1.1536417,1.3515265,0.7689116,0.8844306,0.58551276,0.8374491,1.1197847,1.5819795,1.4312315,0.74435425,1.1311449,1.0957952,0.0,0.9628473,0.7398552,1.4129577,1.2066333,1.0437983,1.2662511,1.1027793,1.0744573,1.2074699,0.4100746,0.73679376,0.76561236,1.5441341,1.4975648,1.1896939,1.0748671,1.0820996,1.2062459,0.95558536,1.318902,1.1095657,1.2729294,1.0602752,0.7555765,0.7376564,1.5566351,0.8634917,1.0436096,0.9552625,1.1300491,0.9934627,0.64569616,0.9272461,0.63568723,1.0132736,0.7642383,1.4050635,0.8782795,1.2056173,0.55874175,1.5264258,0.6755947,1.3833117,0.48668623,1.1971931,0.7049696,1.1840917,0.90513605,0.7675772,0.68885267,1.2709908,1.1485884,0.70040774,0.57737976,0.9632645,1.1570994,0.79550254,0.93849385,1.0759598,1.1201482,1.3971423,1.0404569
motorcycle,1.1417214,1.2878264,1.2355193,0.979627,1.144972,1.1622566,1.10549,0.80596656,0.85254264,0.7948232,1.1748819,0.83812225,0.9339939,1.1417509,0.92573625,1.0643454,0.9568024,1.158768,1.1252582,0.76063764,1.284724,0.9725812,0.9147959,1.0591595,1.0724888,0.9316703,1.0970103,0.96839774,0.6688202,0.9676878,1.0085057,0.9586465,1.0630932,0.9421888,1.0918627,1.1146173,0.8000108,1.1485349,1.2571611,0.66812605,1.172245,1.0497787,0.91161,0.86125076,0.8650404,0.9543761,0.9275265,1.1613164,0.89096576,0.9110033,1.2342836,1.2011706,1.0528201,1.1491241,1.0141025,0.9821442,0.87301147,1.1865479,0.9948447,1.1073496,1.1120173,1.0203756,1.0565971,1.1085238,1.0240476,1.0571842,0.9293025,0.85849464,1.0957949,0.92354244,1.2251902,1.177767,1.0801849,1.1758431,0.99061304,0.9628473,0.0,0.9215201,1.3134403,1.1739146,1.1979806,1.180078,1.2016051,0.79363525,0.9756633,0.9290522,0.8707896,0.9494063,1.2741538,1.2695247,1.0804555,1.1733376,1.0044619,1.0872138,1.0108783,0.9813474,1.0982436,1.0040064,1.1544026,1.0966004,0.7308184,0.95895576,1.232113,0.8061322,0.98038393,1.0019407,1.1188527,1.0682013,0.7570024,0.90130264,0.892999,0.884095,1.0796502,0.9242062,1.0455606,0.8915492,1.2115134,0.98243743,1.2992455,1.0509168,1.0500159,0.7898251,1.1170843,0.37894392,0.93305016,0.8749417,1.1450882,1.2492526,1.0672234,1.0110611,1.1295302,0.87249005,0.9594696,0.19795388,0.85103685,0.6724396,1.1458169,0.9653635
muffin,0.881938,1.2962663,1.2320626,0.70834833,0.98114103,1.223334,1.0989032,0.9453384,0.84724593,0.72022116,1.2891719,0.870094,0.68203515,1.2530888,0.74896413,1.1715132,0.9679227,1.3193514,1.2435606,0.9088696,0.88811445,1.1476552,1.1442198,1.0489767,1.3262486,1.108389,1.0790766,0.69570297,0.9610054,0.9027802,1.182882,0.89069235,1.0845389,0.8595655,1.0422515,1.1326624,0.79405606,0.9535986,1.3640629,0.75915444,1.3455324,0.9764491,0.6878774,0.77508545,0.9940807,1.0776653,0.906357,1.0592449,0.9399133,0.75126064,1.2034161,1.1169559,1.174911,1.1024667,1.0167576,0.97025335,0.97742426,1.2956295,1.0489748,1.073579,1.1028886,0.7828984,0.8603297,1.0855504,1.0602074,0.9617702,1.0585692,0.8419614,1.0368737,1.0511498,1.3502789,1.1939642,0.922899,1.1825584,1.1223297,0.7398552,0.9215201,0.0,1.2726098,1.3476322,1.1346633,1.0767628,1.1756905,0.9813223,0.81115,0.8138472,0.9618282,0.82263786,1.3330581,1.3327458,1.0274452,1.2072238,0.8572149,1.2045122,0.931939,1.1695834,1.0473455,0.9459922,1.0658766,1.069459,0.8717387,1.1911275,1.026756,0.9618216,0.9456786,0.92629534,1.1285814,0.8388077,1.0169313,0.8024105,1.1358144,0.9287237,1.3063294,0.9352333,1.1337024,0.7435096,1.3232872,0.7620886,1.3056054,0.9824356,1.2350017,0.88581836,1.1595435,0.9543654,0.77997917,0.7254783,1.293289,1.2177612,0.8764483,0.961544,1.2894255,1.0765598,0.82959646,0.85805035,1.0538176,1.0342252,1.2609727,1.0268103
nail,1.0545483,0.62302923,0.3026654,1.3479027,0.64373446,0.68283916,1.0313883,1.3653109,1.3401977,1.4305997,0.3065921,1.3848239,1.4337626,0.6169269,1.4203963,0.9883926,1.1923519,0.2680078,0.65669864,1.3750163,0.9978332,0.9427193,1.0969464,0.83127356,0.5529901,0.77038115,1.0306299,1.2184532,1.3427397,1.25087,0.7626821,1.1660815,1.0688982,1.1849773,1.0508485,1.0024161,1.3434644,1.1863823,0.21538925,1.4580292,0.3540088,1.0882413,1.2587227,1.06426,1.1815718,1.1422992,1.2133074,0.63714176,1.2006484,1.0695486,0.65159655,0.8364519,0.8451579,0.8141111,1.106697,0.98798525,1.2418615,0.19952714,1.1260685,0.9243497,0.9999198,1.0573783,1.2589293,0.64778554,0.99615216,1.2006841,1.1808827,1.3633142,1.1556259,1.1024038,0.42289633,0.41266066,1.2435772,0.7341212,1.0565403,1.4129577,1.3134403,1.2726098,0.0,0.68866557,0.7596264,0.5981309,0.86949086,1.2075406,0.9224053,1.428661,1.2786334,1.3117559,0.23380256,0.3765173,0.80515337,0.9126927,1.1393964,0.88913405,1.1254153,0.87682986,0.98200315,1.0566024,0.8125813,1.0239213,1.4189129,0.60018235,0.79306984,1.2597244,1.0783023,1.0690297,1.0837444,1.1463399,1.1518726,1.3431857,1.0225601,1.2693284,0.6201231,1.2153275,0.8021592,1.3103582,0.25349873,1.2473048,0.27307355,1.2538443,0.8741852,1.3495936,0.78871864,1.3114371,1.2573102,1.3629097,0.74425644,0.5050596,1.1915542,1.1797056,0.9807147,0.7748444,1.2954773,1.2717655,1.0789603,1.1405857,0.30380923,1.1025852
napkin,0.943977,0.6559484,0.7369957,1.3460162,1.0575904,0.8671584,1.0356861,0.9964164,1.246958,1.2526724,0.5768372,1.0039319,1.3607186,0.60908973,1.1165496,0.7354107,1.0401118,0.47716355,0.78972286,1.0903054,1.0920875,0.5921337,0.8119186,0.90012,0.3294499,0.8006426,1.0915242,1.2377117,0.78828865,1.2003329,0.85981333,1.0517902,1.0483341,1.2811322,1.1056167,0.95973504,1.1739248,1.1101758,0.51679057,1.2045326,0.4548334,1.072688,1.2453752,1.1178261,0.98706067,0.8812628,1.0212739,1.0103943,1.1732175,1.4213493,0.8474344,0.792659,0.84315264,0.88337463,0.9294604,1.0593673,1.2469455,0.5950352,0.71432924,1.1128216,1.1459606,1.2828851,1.3270113,0.8026148,1.0094244,0.9320868,1.0679724,1.1374784,0.75860775,0.852441,0.50546896,0.44952404,1.1808373,0.89274585,1.0469799,1.2066333,1.1739146,1.3476322,0.68866557,0.0,0.88978606,0.8805198,1.0903372,0.7323165,1.128704,1.1842585,0.95501226,1.347979,0.5263431,0.5475942,0.99905014,0.88812757,1.1297829,0.44192892,1.2016189,0.8138081,1.050442,1.0746261,1.0383599,1.1262102,0.91894853,0.6650021,1.1142708,1.0765362,1.2336488,1.1151073,1.1018223,1.092066,1.1249145,1.2376318,0.72011125,0.88775635,0.42023063,1.1658642,0.8339511,1.2384384,0.49692547,1.3519578,0.6528966,0.9511455,0.74277616,1.402212,0.99771166,0.9730358,1.3665353,1.4373605,0.8111992,0.8082706,1.0183625,1.0800139,0.15080339,0.97362226,1.3457661,1.2487496,0.9871676,0.76321006,0.62226844,1.0358458
necklace,1.1086318,0.5095118,0.86690664,0.99619883,1.0717388,1.0155312,1.1319379,1.2660704,1.2130779,1.270045,0.8033673,1.2066052,1.1871346,0.9643023,1.1856134,0.9487263,1.2139457,0.95315886,1.0935593,1.2787321,0.86714345,1.0037588,1.1516062,0.7744789,0.7889986,1.1006397,0.96535265,1.2482085,1.1883938,1.1848869,1.0219527,1.126743,1.0754768,1.268568,1.1246257,0.9868834,1.2263138,0.891906,0.7518865,1.3423069,0.959139,1.1293576,1.2763795,1.1300472,1.108518,0.9904778,0.7675745,0.77539617,1.1225404,0.97240984,0.3097365,0.99127215,1.1888456,0.4458446,0.95039964,1.1618446,1.1481664,0.65128124,0.98488325,0.9681252,0.97707707,0.79788315,0.6941416,0.63257194,1.1017679,0.90080595,1.0678567,0.99788,0.8052794,1.1792202,0.95134974,0.7260438,1.1136451,0.9233365,1.1241374,1.0437983,1.1979806,1.1346633,0.7596264,0.88978606,0.0,0.616081,1.078302,1.1110232,1.1008284,1.0807737,0.776783,1.2432375,0.79944146,0.7504368,0.65266883,0.98644865,1.0528667,1.0467746,1.174139,1.1393892,1.1732246,1.1630079,0.7755121,0.65676314,1.2069215,1.0091641,0.6771369,1.224911,1.2215095,0.9350491,1.2035389,0.9213189,1.0733372,0.87960505,0.8811263,0.86929274,0.6606064,1.1787691,1.0306131,1.2970021,0.7227689,1.1353997,0.9275986,0.904173,0.8536143,1.1315622,1.0493828,1.1505703,0.98966247,1.3054795,1.0550979,0.374143,1.0026625,0.9626629,0.99903196,1.162747,1.2952156,1.1996596,1.1742268,1.082962,0.4836132,1.131438
nose,1.0294887,0.62292933,0.6427617,1.2290623,0.8434018,0.8005838,1.051162,1.3026962,1.3382517,1.3147948,0.8162242,1.3020711,1.4073949,0.7436985,1.2864794,1.014592,1.3410976,0.77679193,0.9160283,1.3727081,0.9276391,0.96352977,1.1564007,0.7950915,0.7452831,0.8678888,1.0047874,1.0093855,1.1869442,1.1428798,0.90701854,1.1880984,0.93618095,1.2427723,1.0126268,1.0666821,1.2213488,1.144465,0.6982004,1.3840488,0.75415814,1.0423874,1.0575328,0.92789006,1.1318728,1.147385,1.0719116,0.637411,1.1582706,1.077181,0.5336032,0.9045235,0.96763843,0.67074883,1.1682825,1.012687,1.1729331,0.47484714,0.7853626,1.0300266,1.0861968,0.857743,1.0355712,0.4999348,0.98841673,0.8873314,1.1403651,1.2484173,1.0823274,1.1382263,0.7478018,0.68573177,1.215971,0.9018039,1.0869683,1.2662511,1.180078,1.0767628,0.5981309,0.8805198,0.616081,0.0,0.9485691,1.1719737,0.97612655,1.2734448,1.0952141,1.3727317,0.7165375,0.7731982,0.55662465,0.9559312,1.0918715,0.8230665,1.2002363,0.9085068,1.1167371,1.0031414,0.6579529,0.75917304,1.2303486,0.7113488,0.6742183,1.2085433,1.1148494,0.918854,1.1112483,1.0832567,1.2352576,1.175508,0.75304264,1.1063665,0.528378,1.1989784,1.0927927,1.3461393,0.53174716,1.1354402,0.7132528,1.1289086,0.70772326,1.1900709,0.9061498,1.0879898,1.1714475,1.4139531,0.8913727,0.46643615,1.1638373,1.2768726,1.0141879,1.0203177,1.3967018,1.2241447,1.1336529,1.1033573,0.45169222,1.1124692
orange,1.1247495,0.92840165,0.49263412,1.3464136,0.5747863,0.43170595,0.5750107,1.1509858,1.2714263,1.3724518,0.89523524,1.4018391,1.2399949,0.96427,1.3532803,0.97826815,1.0431243,0.83606017,0.534181,1.1251506,0.8623421,1.1903603,0.7553278,0.9933667,0.9925642,0.89944243,0.48932767,1.297116,1.3606058,0.87328947,0.88376343,1.2872828,0.5161917,1.100061,0.65911144,0.7214658,1.3731205,0.96666443,0.8538238,1.3338606,0.76156056,0.7948824,1.1912109,1.0890402,1.307395,0.980106,1.3539672,0.3997259,1.1967882,1.0913115,0.99804765,0.7526252,0.8660644,1.0516264,1.0286559,0.7471127,1.1273129,1.0178106,1.0627769,1.0218463,0.6433562,1.2465651,1.2068999,1.039655,0.8064926,1.277956,0.9002914,1.402796,1.1043876,1.050639,0.8753212,1.0197369,0.89905244,0.69066775,0.5838573,1.1027793,1.2016051,1.1756905,0.86949086,1.0903372,1.078302,0.9485691,0.0,1.3116524,0.8382323,1.3834033,1.366655,1.1263638,0.9125036,0.9324293,1.0894641,0.5520446,0.9564074,1.1247065,0.95690554,1.0158343,0.8363429,0.8805591,0.7521031,0.9057188,1.334436,0.98439145,0.75345755,1.3048804,1.2229311,1.1053022,0.2732048,1.2348003,0.9743869,1.3716295,1.0882912,1.3423527,1.0687377,1.2406558,1.0864706,1.2087553,0.9230449,1.2505542,0.72715163,1.1501192,0.97767,1.1340933,0.48419034,1.203832,1.2886565,1.2458642,0.48340517,0.9937525,1.2215228,1.1754514,1.0885868,0.6380022,0.949205,1.1197246,1.1596823,1.3163837,0.99450296,1.2877817
oven,1.1123443,1.1684943,1.3169049,0.9281089,1.3330169,1.2886662,1.3076376,0.7541109,0.650748,0.66335267,1.0483668,0.56704956,1.0394669,1.1079571,0.8395057,0.9718652,1.0594815,1.0140042,1.0750864,0.7300632,1.141752,0.59575206,0.8730717,1.2151219,0.7255256,1.0858216,1.2136323,0.9142556,0.42124808,1.133588,1.0219953,0.66512984,1.1901697,1.0520207,1.1824334,1.2526228,0.6695583,1.188808,1.1870778,0.5324562,0.9555736,1.1850142,0.9432001,1.1508384,0.42644036,0.8381228,0.84107375,1.3810651,0.8882677,1.1136051,1.2150928,1.2720888,1.1340886,1.1872095,0.83201295,1.389571,0.8535262,1.1380225,1.025619,0.9845476,1.3763704,0.9996601,1.116149,1.1200373,1.1747735,0.9042871,0.8341478,0.73626554,0.86792195,0.6566058,0.96683794,0.9308535,0.9648585,1.2127539,1.0619227,1.0744573,0.79363525,0.9813223,1.2075406,0.7323165,1.1110232,1.1719737,1.3116524,0.0,1.2287484,0.88770306,0.6900915,1.0408801,1.1844351,1.2082912,1.1604307,1.2615284,1.1509471,0.9191922,0.97293705,0.9906049,0.9933649,1.1684854,1.2736118,1.2412324,0.7429623,0.94259685,1.2724732,0.26448524,0.94363725,1.2156868,1.1500584,0.9848352,1.1244806,0.81251764,0.92844975,0.6486417,0.8860558,0.6920641,0.76860255,0.9130729,1.1109912,0.9763546,1.1523471,1.0315366,0.9056111,0.9772831,1.2508769,0.6396233,0.9402659,0.881792,1.226435,1.2124553,1.1077106,1.1417203,0.7930647,1.3074763,0.897156,1.0210164,0.87030995,0.4491896,1.0920409,0.60151947
owl,0.8465185,1.1089935,0.76212335,1.2477801,0.8760214,0.8489026,0.8514691,1.1727477,1.2206873,1.2263627,0.9507518,1.2900714,1.1330473,0.88369834,1.2711612,0.9075593,0.91528255,0.9249937,1.0021623,1.068965,1.1342905,1.1379391,1.0161082,0.6276161,1.0141441,0.7995043,0.8867227,1.0973539,1.2173104,0.9689606,0.9333692,1.1569891,0.85630876,1.0859343,1.0129299,0.88764566,1.2388458,0.96539944,0.8701317,1.1804217,0.9782094,0.65106213,1.023238,0.8163214,1.2172806,0.9539849,1.1532189,0.7009238,1.2202301,0.8584009,1.016891,0.7696707,0.9665381,0.9694103,1.0726311,0.45475006,1.2428448,0.93775904,1.0866398,1.0304524,0.8485422,1.0668583,1.2058988,0.95240945,0.70967215,1.2298359,1.1447295,1.234103,1.1421728,1.1406245,0.9835271,0.9690866,1.1792426,0.9668993,1.003052,1.2074699,0.9756633,0.81115,0.9224053,1.128704,1.1008284,0.97612655,0.8382323,1.2287484,0.0,1.316848,1.161536,1.0045159,0.9201053,0.9308045,0.963006,0.83750355,0.7120296,1.1721485,1.0792509,1.005621,1.1084303,0.7146002,0.8189948,1.0392728,1.1960943,0.9017416,1.013209,1.2311106,1.0776552,0.6249976,0.9982189,1.2053823,0.98609054,1.2291303,0.987986,1.2251949,1.0487583,1.1806465,1.1820991,1.1718311,0.88266295,1.1381065,1.0069581,1.1918688,1.2021497,1.2148,0.7730158,1.0202502,1.154806,1.0685527,0.9301649,0.924651,1.0065637,1.1925339,1.1907177,0.6173398,1.0775045,0.9206988,1.0132905,1.1513561,0.9424221,1.2428813
