,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
lamp,0.52738637,0.812716,1.3948936,0.8424709,0.5940973,0.9042952,1.0115371,1.2796947,1.2402778,1.3597444,0.4464615,1.1806967,1.5198174,0.89354676,1.3708887,1.1677396,0.23464656,0.651339,1.2047514,0.984452,0.3717537,0.80444384,0.41475606,0.75188196,0.9596874,1.1496825,1.1319027,0.33381385,1.2191525,1.193429,0.43484378,0.94650835,1.1767402,1.3766916,1.2132108,0.4760753,1.3125894,0.38031638,1.2599394,1.2209811,1.2776533,0.9658274,1.0358653,1.3067867,1.1458622,0.65808004,0.80464554,1.1005988,0.9222174,1.1696076,0.6976485,0.8477024,0.3643031,0.8308285,1.2913241,0.54266745,1.0979214,1.0832217,1.3402989,0.9449734,1.4862657,0.69985354,0.88082767,0.54141104,1.4527109,0.43603206,1.4845114,0.9219445,1.1277547,0.0,1.291495,1.2929475,1.1562169,1.5465213,1.2371427,0.9981678,1.2826669,0.5640155,1.018025,0.71483433,0.7113221,0.70135784,1.13167,1.1817843,1.5032598,1.387634,1.2245705,0.53166956,0.5497232,0.8590416,1.2882508,0.6609882,1.0183917,0.83051515,0.8740798,1.004544,0.8124469,1.1396877,1.2900679,0.45559442,0.59407246,1.2128756,1.0161372,0.87432605,1.1611539,1.2825298,0.55811614,1.4478552,1.2125621,1.4233148,0.4211595,1.1989291,0.37042046,1.2516594,0.6089971,1.0990137,0.47183347,1.0659741,1.1682965,0.71357954,0.49993944,1.3943095,1.4198016,1.1627676,1.3726926,0.48614466,0.8730321,0.70635813,0.7204268,0.88556176,0.9156568,1.2949713,1.2135537,0.66877145,0.58211315,1.0724208
meat,0.979102,1.1454961,0.86466765,1.0706432,1.1479281,1.0507448,0.9863929,0.9582972,0.9855986,0.9356891,1.1866928,0.9609163,0.7899705,1.003502,0.72681296,1.0122926,1.3251703,1.0702044,0.9968791,0.92071223,1.2486701,1.0739548,1.2714074,1.1060903,1.0954685,0.8223493,1.0303525,1.1020845,0.99112976,1.0312257,1.1115011,0.98449194,0.82370394,0.8879382,0.7914492,1.253573,0.99551904,1.289695,0.7937262,0.94559634,0.96841866,1.0595689,0.99049777,0.89515096,1.0544567,1.2067256,1.1800032,1.0713444,1.1854889,1.1388912,0.89474404,0.9284398,1.2346642,0.9539411,0.9320703,1.214303,0.95990884,0.9197557,0.8888232,1.1081798,0.83962864,1.1999862,1.002302,1.1007733,0.8873551,1.2257218,0.8590131,1.0133437,1.0293584,1.291495,0.0,0.91438216,0.97981274,0.7215643,0.9520475,1.1198217,0.59334546,1.2474296,0.85888517,1.1539738,1.2523983,1.2518727,0.9862196,0.4627149,0.7609126,0.92630297,0.88549,1.208281,1.2312989,1.0480599,0.84346706,0.9453499,0.91586465,0.9856457,0.9328585,1.0236747,1.1729491,0.8945331,0.88957715,1.2693765,1.2099669,0.99820435,0.79043925,1.0631284,0.7791047,0.9209701,1.1898351,0.898841,1.006326,0.97809964,1.3551402,0.95213234,1.2074335,0.9795413,1.2535435,0.96265507,1.3307388,1.0350473,0.8169271,1.1102425,1.1936078,0.9287612,0.92939174,1.041951,0.88529396,1.300015,1.2236854,1.093416,1.2101147,0.9683768,1.1821976,0.9107073,0.9476935,1.2130512,1.288029,0.9324147
melon,1.1562444,1.0958177,0.7615476,0.9038599,0.9233737,0.7613748,0.8379112,0.94982624,1.0306683,1.0240383,1.2064342,0.8690328,0.8279745,1.1094036,0.89434963,0.90691626,1.2684209,1.0625474,0.80389386,0.9089697,1.1513822,0.95998245,1.0622599,1.105635,1.0284209,1.1035256,0.8907887,1.2262838,0.97139233,0.9694484,1.0612962,0.9380575,0.96136296,0.8964476,0.90296125,1.157698,0.93923694,1.183606,0.9280092,1.0846307,1.0517368,1.0640466,0.81470793,0.9101061,0.9801931,1.1571493,1.1798501,1.0855448,1.0526607,1.1100113,1.0944012,0.886835,1.166492,0.9718436,0.8459237,1.2814864,0.8054381,0.7888862,1.0043305,1.084045,0.7770658,1.1663289,1.1322623,1.0452925,0.8495289,1.2290035,0.93462867,0.81810105,0.9005426,1.2929475,0.91438216,0.0,0.7660629,0.719977,1.0108749,1.1098392,1.0313902,1.2524322,0.8217586,1.1358306,1.2377014,1.1494759,0.8761193,1.0833993,0.8300288,1.0294161,0.76938057,1.1264284,1.1217655,0.7078505,1.0487024,0.9780982,0.92270774,1.1110349,0.91108304,1.1122601,1.1186378,0.90994453,0.6415225,1.1008215,1.2893628,0.99704707,1.131105,1.155905,0.84478426,0.83491236,1.124942,0.9226289,0.9793632,0.9162455,1.204961,1.0300112,1.059188,1.0042099,1.2407414,1.05118,1.153319,0.8207567,0.9161861,0.9410599,1.1796697,1.0017097,0.9820278,0.86429644,0.93850124,0.95083606,1.1025555,1.2037424,1.0722637,0.9781503,0.92958724,0.95124894,0.9061896,1.0877284,1.1954156,1.0401284
milk,1.1366671,1.1292685,0.8442838,1.0245922,1.0844498,1.1437423,0.7326822,0.92133385,1.013794,0.8285536,1.1992725,0.8742074,0.8481407,1.1505183,0.8913041,0.7322765,1.1633394,1.0189914,0.57322526,1.0754093,1.1115994,0.6894317,1.0539174,1.0944855,1.0559845,1.0660852,0.83410555,1.2787899,0.9486203,0.9173256,1.0266908,0.9993744,1.0677309,0.8906661,0.9788275,1.2400484,0.8074206,0.93121433,0.89946127,0.96548903,0.78193223,0.94026303,0.83378243,1.0394418,1.1468356,1.1854882,1.1535691,1.0669659,1.1351857,0.9457985,1.1711459,0.9566912,1.1694015,1.129418,0.9102108,1.3572854,0.9915338,0.9860692,1.0543252,1.1820611,0.7717459,1.2425146,1.0581753,1.0662849,0.9313903,0.9866613,1.0505043,0.93635035,0.8526876,1.1562169,0.97981274,0.7660629,0.0,0.7991383,1.0304656,1.1218238,1.0100117,1.2763995,0.8039412,1.2290647,1.2307748,1.2545977,0.8521732,0.992184,0.86943954,1.0966718,0.73495555,1.0967239,1.1247597,1.133782,0.86830235,1.0285077,0.9252731,0.997096,0.99111253,1.0341381,1.1720724,0.8969391,0.6566384,0.9844043,1.3771919,0.82333934,1.1407298,1.0475266,0.97462404,0.9641903,1.2165041,1.0401655,1.0512668,1.1056024,1.2705489,0.94677544,1.0503262,1.0209543,1.3186235,0.92992437,1.1754508,1.0228657,0.8939829,1.0996821,1.1044438,0.8509418,1.0130906,0.84232223,0.8861666,1.0368187,1.1934174,1.0545075,1.0547682,0.9300289,0.8929499,0.8844932,0.8552704,1.0124323,1.2850233,0.93191075
mitten,1.3166282,1.1574726,0.5546819,0.97868,1.181119,1.2006824,1.0317067,0.6839777,0.8660159,0.66257054,1.48978,0.78223616,0.4013698,1.1428949,0.5369606,1.031198,1.5626762,1.287282,0.9120015,1.0133897,1.331453,0.94567275,1.3979957,1.2446324,0.97755903,0.7635284,0.765927,1.5537791,0.8885303,0.80158067,1.2295971,1.0928152,0.92833173,0.6731147,0.68273485,1.5385633,0.6798155,1.3758141,0.8760455,0.802498,0.6019452,0.9513752,1.0367097,0.8320588,1.0253199,1.2572916,1.312139,1.0490316,1.1350355,1.078585,1.1206417,0.97563636,1.4995745,0.99349177,0.6684485,1.5292218,0.42088556,0.70719695,0.8064757,1.1194901,0.41661525,1.3164232,1.2225686,1.2620665,0.6504107,1.4669247,0.5439662,1.1869913,0.8869766,1.5465213,0.7215643,0.719977,0.7991383,0.0,0.7749339,1.1519942,0.78259337,1.4238143,0.5576313,1.332674,1.2638538,1.3794383,0.7768545,0.95921695,0.36414945,0.71138865,0.804066,1.5033877,1.4661707,1.1914704,0.80944884,1.0973299,1.1319242,1.0634642,1.174897,1.1297103,1.158131,0.7713444,0.5999815,1.502821,1.4500817,0.82786477,1.0514858,1.2214425,0.9685298,0.7058487,1.4239031,0.6718462,0.8023956,0.7903489,1.5139154,0.82140446,1.4049218,0.83531964,1.412084,0.9108403,1.4652197,0.6173619,0.8949027,1.2778633,1.3220983,0.71081984,0.65079665,0.83609784,0.7653484,1.4195738,1.182443,1.1494269,1.2560207,0.7082677,1.0634638,0.9082188,0.9392428,1.1887069,1.443331,0.8387123
motorcycle,1.070927,1.258184,0.84488624,1.1111192,1.3235056,1.0663111,0.9131806,0.9047053,0.76359636,0.84471846,1.2184275,0.77277154,0.7734021,1.0620481,0.75971526,1.0083905,1.2134652,1.2482879,0.9827163,1.2141657,1.2078333,1.168781,1.1995064,0.6749027,1.1446123,0.62352055,0.754683,1.2259105,0.7167654,0.84620315,1.2458851,1.0384451,1.1514261,0.6719917,0.88035375,1.2724817,0.7951554,1.2616985,1.1047087,0.78843325,0.7821306,0.81286407,1.0355351,1.0460129,1.0897108,1.3137053,1.1761905,0.9918423,1.2506636,0.7545855,1.0420136,1.0317125,1.3113034,1.0660694,0.80500174,1.1880968,0.9582512,1.108045,0.86782336,0.99331224,0.87323743,1.127228,1.0539476,1.0394185,0.9387259,1.2585342,0.64537233,1.1848809,0.9029734,1.2371427,0.9520475,1.0108749,1.0304656,0.7749339,0.0,1.0878348,0.95205075,1.2480834,1.0297382,1.2003537,1.1005031,1.2392186,0.921934,0.80956113,0.78576195,0.73588854,0.9340678,1.2181569,1.2548344,1.128274,0.8850858,1.0870353,1.0821805,0.96796024,1.2054121,0.94768965,1.2716229,1.0809169,0.83270574,1.0181895,1.132371,0.8617096,1.0579785,1.0745401,1.1286942,0.9226155,1.0389272,0.83505577,0.85880417,0.77990943,1.2573789,0.8890929,1.1454965,0.994343,1.1613755,0.68247616,1.1313604,0.9080614,1.1011132,1.3592335,1.2312492,0.7022224,0.85694134,0.8429335,0.978066,1.2092046,1.2111442,1.2123021,1.2442551,1.0757799,0.9661457,1.0700086,0.7900425,0.88647276,1.2689631,0.84629685
mouth,1.1383687,0.77412784,1.1338872,0.90279305,0.8522434,0.90734667,1.1815431,1.2314186,0.9479116,1.2378993,0.9559573,1.2733886,1.1473194,0.95385504,1.2995684,1.1423293,0.9503435,1.043129,1.1928933,0.8669293,1.0873483,1.103511,1.04954,1.0002831,0.84222555,1.1881407,1.2737504,0.90670264,1.0377927,1.0573066,1.0430756,1.0174152,0.7876974,1.2461402,1.0148803,0.8676504,1.2172664,0.97018796,1.0813496,1.0534812,1.0177245,1.2144616,1.1190839,0.98758876,0.74492455,0.77076584,0.759385,0.5809133,0.77409554,0.9924027,1.0744271,1.1176369,1.0059061,0.9914455,1.0963384,0.730644,1.0500555,0.90698725,0.90224993,0.72520465,1.0631182,0.69638497,1.0096068,1.0878127,1.0548131,0.89025676,1.1613902,1.1161447,1.1226208,0.9981678,1.1198217,1.1098392,1.1218238,1.1519942,1.0878348,0.0,0.9807668,0.698564,1.1933146,0.8219675,0.63824487,0.6825417,1.2334428,1.0791417,1.071345,1.0771765,1.2037632,0.99188197,0.98165184,0.9278226,1.0109737,1.1131778,1.0821565,1.1119132,1.1042606,1.0010138,0.7598223,1.0132364,1.2330297,0.98848754,0.71592486,1.2086463,1.0829903,0.99393946,1.0688896,1.0515956,0.96371967,1.0924127,0.9049658,1.0394542,0.85782236,1.1572586,1.1126313,1.1389219,0.6886276,1.1850835,0.89406955,1.0489016,1.0860739,0.9965076,0.98723626,1.1161066,1.143976,1.0775638,1.1657894,0.88696593,0.7040396,0.8777838,0.98984843,1.1352417,0.9890662,1.1218064,1.0428139,1.1471779,0.76092434,1.1944466
muffin,1.1244444,0.9646177,0.9684464,0.86287177,1.0059147,1.0289506,1.0228654,1.0434271,0.96475524,1.0658231,1.1516409,1.0278618,0.79459685,1.0069959,0.92957103,1.078224,1.2762816,1.1662525,1.1042686,0.651503,1.3671378,1.1570323,1.2449565,1.1107,0.99493116,0.820068,1.0243748,1.1154819,0.986826,0.9780424,1.1452541,1.0111662,0.58179724,0.99351627,0.6622224,1.224761,1.0555259,1.254107,1.0063514,0.8483993,0.8259313,1.0745728,1.0956315,0.9317963,0.9350108,0.94686145,1.0377038,1.034082,0.93814284,1.043581,1.0673064,1.0487841,1.250567,1.0429573,0.8118606,1.0438352,0.94121766,0.85369897,0.8276901,0.8119235,0.8185235,0.9791237,1.0837973,1.1296155,0.8862043,1.1679102,0.90566444,1.0981729,1.0778115,1.2826669,0.59334546,1.0313902,1.0100117,0.78259337,0.95205075,0.9807668,0.0,1.0455767,0.9705701,0.9927187,0.9674108,0.9638204,1.1126251,0.86689574,0.78553426,0.9026411,1.0027567,1.1957636,1.219768,1.069263,0.7486532,0.997393,1.0331345,0.93371785,1.0749037,0.98711616,0.9002595,0.8207576,1.0033066,1.2354212,1.040585,1.0740812,0.9395902,0.96281993,0.98649037,0.93444943,1.1657448,0.9925306,0.88726866,0.89634186,1.196403,1.0030146,1.2842541,1.064752,0.9957182,1.1063993,1.1732595,1.0456308,0.92337745,1.1654629,1.298663,0.95845073,1.0020384,1.0714767,1.0229691,1.1813793,0.97282124,0.7865438,1.2470542,1.0907236,1.1671517,0.99701005,0.9717957,1.239071,1.0960827,0.9886144
nail,0.90076315,0.52682555,1.3432778,0.75964177,0.48298413,0.8568714,1.3448997,1.371691,1.1130435,1.4488993,0.45393384,1.5248703,1.322484,0.9841226,1.4683702,1.2763269,0.42010796,0.8431982,1.4800935,0.71391463,0.85651755,1.1301295,0.70831794,0.9828111,0.6206469,1.2842875,1.4449536,0.4618035,1.255403,1.3253667,0.92667955,0.95919055,0.8314492,1.4180903,1.1379188,0.3249457,1.4842587,0.6622444,1.2817167,1.3355753,1.3063401,1.2724586,1.30602,1.0373529,0.60374844,0.42893058,0.557742,1.001305,0.41489452,1.2141681,0.9778771,1.1278446,0.5851881,1.0243998,1.1296347,0.14264226,1.1315227,0.7696637,1.0619584,0.69459856,1.1947107,0.32738245,0.97443885,0.9573332,1.1719496,0.55324113,1.3305589,1.0551848,1.3577226,0.5640155,1.2474296,1.2524322,1.2763995,1.4238143,1.2480834,0.698564,1.0455767,0.0,1.2727286,0.3912834,0.315368,0.2878648,1.4396155,1.2140882,1.213304,1.2175046,1.3681247,0.57282776,0.5596472,0.8459283,1.2351003,0.77955127,1.1295614,1.1923313,1.0985783,1.1179508,0.5224179,1.0696068,1.5183481,0.8260569,0.3010739,1.4334412,1.0587876,1.0263427,1.1932986,1.2117772,0.6132434,1.218984,0.9797623,1.1948869,0.26762974,1.3590517,0.8768083,1.1938127,0.19436252,1.2338271,0.4033115,1.0770372,1.3212211,0.787889,0.77211225,1.4174478,1.3174413,1.2055311,1.3571973,0.60145074,0.3602026,0.3308348,0.7701481,1.1506819,1.0165194,1.3298965,1.2706878,1.0467904,0.22030199,1.3686628
napkin,0.8963666,1.1330242,0.84592354,1.0030495,1.0179365,1.0647933,0.73140574,1.0642233,1.0948812,0.9615403,1.1503854,0.83737785,0.92687523,0.96171385,0.6982984,0.93511117,1.1081474,1.0500715,0.9021481,0.8050868,0.889634,0.7732843,0.90874016,1.0132062,1.0695697,0.9754352,0.7561544,1.2177497,1.1223738,0.79708904,0.8383466,0.9383909,0.9918291,0.905654,0.78288156,1.1099789,0.9352474,0.9568128,1.0853127,0.94568944,0.847319,1.0045116,0.85592896,1.0078592,1.1693994,1.0565369,1.104932,1.214279,1.1345066,1.1571153,0.76486564,0.93281925,1.0292729,0.761798,1.0237365,1.2439619,0.36340988,0.8400274,1.1682365,1.0726056,0.9758903,1.0937662,1.0529315,0.9589501,1.0321406,1.1319425,0.9635616,0.87260365,0.89991057,1.018025,0.85888517,0.8217586,0.8039412,0.5576313,1.0297382,1.1933146,0.9705701,1.2727286,0.0,1.1163839,1.211566,1.2745074,0.84485,1.0789049,0.8382137,1.0105158,0.8395703,1.0022895,1.0254525,0.9896117,1.0776498,0.5831095,0.97394747,0.8733361,1.0227675,1.03726,1.0247076,0.9498705,0.6041035,1.0267127,1.3245016,1.0617013,1.0306752,1.0134572,1.0467085,0.9666631,1.0320122,1.1657923,0.7911564,1.048142,1.1605035,1.1490504,0.91324496,1.1191864,1.1200655,1.049694,1.1514316,0.684432,0.99240506,0.9769796,1.0453563,0.9750328,1.1302246,1.0528141,1.0727416,0.9896943,1.1007133,1.0333467,1.0227594,0.15210092,1.0142025,1.0792896,1.0774661,0.9091588,1.1976756,1.0486575
necklace,0.7403622,0.7208841,1.1052912,0.9019825,0.5154686,0.88125634,1.1655483,1.4370016,1.1403607,1.4962683,0.7065165,1.3536228,1.2061443,0.92474455,1.3965402,1.2828529,0.6159978,1.1113242,1.4790077,0.70307183,0.7226971,1.1420748,0.580655,1.0218141,0.6072441,1.2394147,1.2213694,0.6158897,1.3072631,1.2247684,1.0163692,0.93262863,0.71010613,1.4119009,0.9959489,0.46789074,1.4947563,0.80035573,1.3227975,1.3984597,1.3223972,1.1287491,1.0880171,0.84456265,0.44523168,0.60406756,0.58627355,1.1709579,0.35703945,1.2013768,0.951688,1.0771657,0.5533754,1.0433649,1.1570133,0.3551563,0.95247644,0.771225,0.97455573,0.9323075,1.0109574,0.4900918,0.995793,0.72987163,0.97744745,0.7557876,1.1627684,0.9977862,1.2227218,0.71483433,1.1539738,1.1358306,1.2290647,1.332674,1.2003537,0.8219675,0.9927187,0.3912834,1.1163839,0.0,0.58030766,0.5494698,1.3449516,1.2259825,0.96548253,1.072233,1.3281894,0.59483075,0.54235125,0.8925881,1.2397175,0.8171389,1.2131228,1.2078525,1.2395861,1.1751808,0.5709144,1.152384,1.4381179,0.8240721,0.52217615,1.4207013,1.0297261,1.0784615,1.1850606,1.1486839,0.6510525,1.1483691,0.7330215,1.0971429,0.4581787,1.4740181,0.92341876,1.2393274,0.3088228,1.3476737,0.66777307,0.9119181,1.4250712,0.79221725,0.7932904,1.4358288,1.3281046,1.0605148,1.5085363,0.76360804,0.3594824,0.42050385,0.7000056,0.956439,1.1145068,1.4489751,1.2027979,0.83760095,0.21169913,1.290798
nose,0.92589384,0.5779512,1.3367236,0.8703525,0.69495845,0.88458395,1.3305767,1.3246136,1.029116,1.3194271,0.6915602,1.3480763,1.2874124,0.978378,1.370309,1.338111,0.6305768,0.9206598,1.4646662,0.7166517,0.9334104,1.2153014,0.9048991,0.973475,0.5926155,1.0061811,1.3074105,0.67312336,1.1681489,1.2256126,0.9188742,0.8330138,0.7364329,1.2950554,1.1142619,0.66310036,1.343154,0.85574514,1.2313501,1.0190741,1.1915379,1.1360705,1.2908182,1.1088017,0.60467607,0.52040654,0.4354248,0.9402615,0.5222256,1.1414585,0.9193422,1.1381234,0.7825044,1.0159379,0.9919924,0.3377586,1.0524225,0.85076344,0.92554045,0.8149497,1.0670781,0.5935543,1.0030713,0.9282068,1.2073469,0.7735326,1.2505419,1.186095,1.2318556,0.7113221,1.2523983,1.2377014,1.2307748,1.2638538,1.1005031,0.63824487,0.9674108,0.315368,1.211566,0.58030766,0.0,0.46775764,1.2997385,1.2442838,1.1614884,1.2067748,1.3691177,0.8310247,0.8479981,0.87265027,1.1580462,0.9326851,1.1404979,1.0211005,1.1239393,1.033469,0.55493534,0.95665145,1.403551,0.9256487,0.3859226,1.2752851,1.0845753,0.9608318,1.1562558,1.2672275,0.815862,1.1899652,0.8849173,1.1670872,0.57715416,1.2514309,0.9119765,1.2395446,0.36345357,1.1129383,0.56767863,1.0672635,1.2269266,0.9686297,0.9321152,1.3327694,1.2580127,1.1473248,1.3321973,0.8334743,0.4638039,0.60665387,1.0010368,1.1417731,1.1449829,1.3050054,1.1827642,1.0690745,0.4329213,1.2399231
orange,1.0196599,0.2178278,1.3194288,0.58027804,0.5227808,0.6341272,1.3368793,1.4463089,0.9546874,1.4982139,0.7476897,1.5388367,1.3167746,0.9238061,1.5155289,1.3079076,0.6129343,0.8776632,1.4744209,0.5082637,0.95705175,1.2118793,0.880513,1.0396843,0.6389998,1.3583384,1.4831057,0.54999286,1.2099624,1.1968583,0.98592424,1.0102671,0.7015094,1.4271805,1.0375844,0.59172773,1.5122286,0.8479084,1.2633007,1.2753761,1.1061803,1.2902119,1.287924,1.0692602,0.70383304,0.1626836,0.5753411,0.88708615,0.514184,1.1647469,1.0463109,1.0905966,0.7536378,0.9308214,1.1760557,0.41098094,1.0831182,0.8303635,1.0703464,0.42497468,1.2199839,0.4523486,0.93093777,1.0072589,1.2844789,0.57105505,1.344793,1.114654,1.3793312,0.70135784,1.2518727,1.1494759,1.2545977,1.3794383,1.2392186,0.6825417,0.9638204,0.2878648,1.2745074,0.5494698,0.46775764,0.0,1.491528,1.2444323,1.2706746,1.2122667,1.4164579,0.7431804,0.7324108,0.66199005,1.0963774,0.9120318,0.93139136,1.1783653,1.0526826,1.036026,0.22545862,0.7011564,1.4295197,0.8385967,0.31238604,1.4159043,1.0638912,0.95928985,1.108452,1.2128453,0.7139813,1.2394938,0.98861015,1.1598494,0.4070118,1.3568244,1.0907032,1.2516633,0.41463184,1.3025135,0.5331379,1.1434057,1.2142469,0.8407888,0.85256505,1.3221216,1.317042,1.2610378,1.3561988,0.56217027,0.44526494,0.5598918,0.9362917,1.1781507,0.9404709,1.2603378,1.2140278,1.1595694,0.4332412,1.3894281
oven,1.0867488,1.3681493,0.74584466,1.4114778,1.3424196,1.3715423,0.6875249,0.63953394,1.1077808,0.65960985,1.1824257,0.42506528,0.96781904,1.1472533,0.7696333,0.83305216,1.1810422,1.0762918,0.63936406,1.2442594,0.9351703,0.9057832,0.8948523,0.9204986,1.1457016,0.8303213,0.4202788,1.3027056,0.722599,0.7399411,0.9706867,0.98181593,1.2555295,0.63027203,0.95679367,1.3735535,0.5887426,1.0581527,0.82851243,0.89916074,1.1070285,0.5408728,0.43169314,1.0297837,1.1611006,1.4547213,1.272297,1.1563399,1.3149626,1.0063531,1.0721071,1.0695703,1.1619941,1.2577373,0.79695976,1.3982028,0.9871315,1.2867824,0.9430347,1.340343,0.8867614,1.4501004,1.1859632,0.86334324,0.8145453,1.1566489,0.7198645,1.0279638,0.65595925,1.13167,0.9862196,0.8761193,0.8521732,0.7768545,0.921934,1.2334428,1.1126251,1.4396155,0.84485,1.3449516,1.2997385,1.491528,0.0,0.9694952,0.8752401,0.7745088,0.71376264,1.2546352,1.268192,1.3482795,1.1165533,1.1391547,0.9624368,1.0286803,1.0165492,1.1881443,1.4193989,1.0151601,0.6226142,0.9571328,1.4189403,0.21963787,1.1189212,1.2062986,1.0050987,0.89790857,1.2863564,0.8665392,0.97669715,0.9400722,1.3183573,0.66728866,0.74696076,0.801502,1.3697569,0.8451374,1.3411901,0.8130697,0.8821976,1.1666217,1.1096905,0.8498898,0.72313255,0.7702881,0.8037484,1.2817996,1.3550212,1.4127928,1.1679949,0.8360611,1.2054396,0.8871108,0.90213513,0.7108111,1.3674088,0.61250865
owl,1.0216813,1.1630069,0.93331605,1.129615,1.2258917,1.0978789,0.96891814,0.94135505,0.9100695,0.844729,1.0854312,0.947173,0.91444683,1.0827403,0.80281425,0.9927632,1.2450099,1.0995483,0.97974867,1.201111,1.2275903,1.1301091,1.2447159,0.7439594,1.1757057,0.7610598,1.0097996,1.1054606,0.8313036,1.0010346,1.0634831,0.93995047,1.1447964,0.83911777,0.9776459,1.2098606,0.8923006,1.2606375,0.9762832,0.87836623,0.9062168,1.0240824,0.97748274,0.96975875,1.1311337,1.2432853,1.1244384,0.92985284,1.2245874,0.89642185,0.98992866,1.016113,1.1750355,1.0937353,1.0215104,1.175549,1.1420026,1.1157299,0.8687392,1.0788764,0.9478648,1.1683758,0.9874558,1.1313639,0.9374619,1.2059331,0.86895657,1.0737535,0.97718513,1.1817843,0.4627149,1.0833993,0.992184,0.95921695,0.80956113,1.0791417,0.86689574,1.2140882,1.0789049,1.2259825,1.2442838,1.2444323,0.9694952,0.0,0.9039211,0.9264134,0.9535408,1.1379812,1.1702715,1.1119646,0.8509341,0.9824963,0.93980163,0.9423521,1.0364418,0.9723463,1.2417182,1.0113996,0.91199446,1.1075104,1.2091348,0.96313626,0.73709553,1.0006583,0.9692076,0.9291427,1.150291,0.89236045,1.1236701,0.94012326,1.3062835,0.8885598,1.1087128,0.9160143,1.2504467,0.86576915,1.2646233,1.1258637,0.9597315,1.2086624,1.1401185,0.75191617,0.8814137,1.0806433,0.9576276,1.2193217,1.2480483,1.135282,1.1918316,1.0862464,1.0384543,0.97492826,0.7597993,1.1529555,1.260051,0.85498184
pajamas,1.176798,1.1491663,0.5394638,1.1149795,1.1318512,1.2537241,1.0227418,0.8291053,0.9333813,0.67743146,1.2692325,0.78669757,0.32758868,1.2697449,0.52017176,1.0419842,1.4358898,1.3944736,1.0077997,1.0585334,1.3097324,1.1483223,1.184595,1.155194,0.86927044,0.7556431,0.7071458,1.463445,0.83502555,0.91273564,1.382839,1.0522457,0.96071637,0.6478262,0.7502141,1.3756323,0.8087219,1.3894804,1.0476202,1.0083102,0.7977531,0.8642975,1.0173881,0.6269823,0.8285583,1.2364864,1.1810727,1.1076648,0.9319237,1.0627681,1.1874913,1.095094,1.4336733,1.3347749,0.87968886,1.2617493,0.614398,0.9404067,0.74977756,1.2496005,0.42859626,1.16977,1.210827,1.1959519,0.37802953,1.4958462,0.42321074,1.2130919,0.96428305,1.5032598,0.7609126,0.8300288,0.86943954,0.36414945,0.78576195,1.071345,0.78553426,1.213304,0.8382137,0.96548253,1.1614884,1.2706746,0.8752401,0.9039211,0.0,0.49994344,0.90794605,1.3629384,1.3579265,1.2787592,0.96333504,1.0171236,1.2357774,1.1680272,1.3152208,1.2503576,1.1058787,0.9196085,0.77387846,1.4154897,1.350414,0.88064516,0.98232067,1.2512019,1.0640134,0.74132216,1.3732623,0.5211233,0.75973076,0.62452394,1.3804749,0.92744493,1.3312018,0.76583916,1.1674129,0.94618434,1.3365784,0.5908555,1.1270725,1.3583695,1.342371,0.8225411,0.63381803,0.9223803,0.9430351,1.4358236,0.99561566,0.8977617,1.2873956,0.8707434,1.2809637,1.0539004,0.91098654,1.1343899,1.1516486,0.80715644
