,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
spoon,0.8475443,0.8905307,1.2081566,0.82291985,0.73269284,0.67285496,1.0001436,1.2319385,1.1844512,1.4091232,0.86105967,1.2937016,1.3009866,0.84341645,1.3645594,0.93403554,0.6845403,0.42714977,1.0918338,0.7993875,0.7442651,0.72588503,0.7781545,1.0647521,0.9475965,1.4169545,1.3685799,0.672234,1.4241314,1.206631,0.6984703,1.0836627,0.9755868,1.5402181,1.1841568,0.43150914,1.3065772,0.628578,0.5692456,1.2875718,1.1536534,1.2667544,0.9683063,1.1834383,1.0771042,0.8202232,0.9169904,1.1291685,0.95828366,1.121321,0.8884755,0.792397,0.32608676,0.7432169,1.2450283,0.8025436,1.0696651,0.8325118,1.3535777,0.88620263,1.2507787,0.79172885,0.92371356,0.85820913,1.390254,0.6549994,1.5433171,0.21282125,1.121756,0.71357954,1.1102425,0.9410599,1.0996821,1.2778633,1.3592335,0.9965076,1.1654629,0.787889,0.9769796,0.79221725,0.9686297,0.8407888,1.1666217,1.2086624,1.3583695,1.4647632,1.1183244,0.50778735,0.4574886,0.56365085,1.0864377,0.94934237,0.66968286,0.97769874,0.42014182,1.0147485,0.91606456,1.1144196,1.2062662,0.89465445,0.7927002,1.2148211,1.0595903,0.87847495,0.6673056,1.2250298,0.6015044,1.4641049,1.1948607,1.4247845,0.4830758,1.3963675,0.8735931,1.2260369,0.82499707,1.2892355,0.8398068,1.2060609,0.6969764,0.0,0.73744714,1.2861135,1.4631125,1.0615157,1.0637276,0.60166025,0.9883534,0.8824488,0.38171542,0.908376,0.77819014,0.8264973,1.1959401,0.96751744,0.70307523,1.3215394
sprinkler,0.6015918,0.95185757,1.1611099,0.9916541,0.7742759,1.0225971,1.0997462,1.1653327,1.0711299,1.259713,0.63181347,1.2104336,1.3544624,0.83869255,1.3282424,1.1239984,0.50626314,0.8599003,1.0820729,1.0430697,0.2696067,0.90004045,0.6237364,1.0730644,0.9944897,1.1652988,1.2020148,0.60016555,1.181706,1.1844769,0.6906755,1.0309955,1.1155028,1.3087181,1.0485204,0.5418821,1.227485,0.649029,1.0890019,1.1628067,1.2418631,1.0015987,0.9699871,1.1561202,1.0369686,0.8197845,0.9341428,1.0341883,0.9394995,1.1793482,0.69512314,0.9170753,0.560009,0.82309663,1.2881848,0.7865098,1.1298153,1.0197992,1.2452924,1.0610846,1.2817328,0.95177233,0.92774457,0.8069608,1.2302412,0.6471256,1.2956114,0.9156225,1.0847014,0.49993944,1.1936078,1.1796697,1.1044438,1.3220983,1.2312492,0.98723626,1.298663,0.77211225,1.0453563,0.7932904,0.9321152,0.85256505,1.1096905,1.1401185,1.342371,1.1914023,1.1103718,0.6898552,0.5854572,0.9684572,1.1432486,0.94098645,1.1063535,1.1037393,0.9416395,1.0180535,0.907878,1.1171389,1.2505816,0.84561324,0.7669009,1.2022207,0.97925955,0.9656224,1.0839171,1.1711493,0.7061928,1.2588816,1.1823058,1.2715614,0.5741906,1.1238959,0.6449826,1.105071,0.85458905,1.1578292,0.7581363,1.0265876,1.0555947,0.73744714,0.0,1.2599851,1.2468053,0.9697847,1.2140872,0.7902422,0.9117584,0.85530114,0.5133836,0.95119566,0.89264804,1.1554039,1.1719443,0.8006361,0.80409753,1.1775134
stroller,1.3529733,1.2477427,0.9906162,1.0730186,1.3542136,1.1373408,0.82603365,0.6476046,0.63793224,0.4658968,1.276655,0.7602321,0.69597507,1.1078742,0.6934202,0.81264246,1.3770337,1.1403862,0.627015,1.3732228,1.2901177,0.95186067,1.3474874,1.0263579,1.287634,0.8341571,0.74832296,1.412361,0.804883,0.7615706,1.1973854,1.1602515,1.1272736,0.67808414,1.0683405,1.4106096,0.41122717,1.2575067,0.83540094,0.7265896,0.4182045,0.9229588,0.990448,1.0623513,1.2058777,1.3453125,1.272777,0.90861356,1.380378,0.6724406,1.2219298,0.99395347,1.4228737,1.0277529,0.84927136,1.4517192,1.0460823,1.0993106,0.9735547,1.0717638,0.9751449,1.2997788,1.0498984,1.2018981,0.9100039,1.2522417,0.8147351,1.1534522,0.73202294,1.3943095,0.9287612,1.0017097,0.8509418,0.71081984,0.7022224,1.1161066,0.95845073,1.4174478,0.9750328,1.4358288,1.3327694,1.3221216,0.8498898,0.75191617,0.8225411,0.85833865,0.8842758,1.3454071,1.3620436,1.1945888,0.6324979,1.3101888,1.0070611,0.9564717,1.0842196,0.83046126,1.3032701,0.9827089,0.5589323,1.235053,1.3460941,0.8058443,1.0190136,0.9680431,0.98653585,0.98325896,1.2215561,0.8825128,1.079727,0.91408026,1.416771,0.7358599,1.2875972,0.7819476,1.4196875,0.7639243,1.3442109,1.1216024,0.87475973,1.2861135,1.2599851,0.0,0.76623213,0.90265334,0.6292971,1.2815655,1.405032,1.305027,1.1720648,1.0074166,0.71388793,0.69687843,0.787163,1.0075293,1.4558806,0.9427631
sweater,1.2824036,1.214743,0.5955983,1.2853804,1.3741169,1.2940962,1.1015671,0.57591206,0.9700947,0.49377126,1.266075,0.63857347,0.5953034,1.2526553,0.59979004,1.0071454,1.4014144,1.2918057,0.8941025,1.1964847,1.2797781,1.2175628,1.3184401,1.1414018,1.055388,0.6922375,0.6677424,1.388624,0.66891944,0.73219246,1.263523,1.0832076,1.1858025,0.42238128,0.99591833,1.5413766,0.6733616,1.3992658,0.9375913,0.8074753,0.94190454,0.8265457,1.0819123,0.6139995,1.0222652,1.30512,1.2788799,0.89226,1.1748776,1.0150208,1.263258,1.2106972,1.476655,1.3720589,0.71420276,1.3522161,1.0498655,1.2359324,0.6247935,1.143074,0.64720035,1.3711046,1.1976948,1.2543644,0.4350785,1.4226625,0.33134675,1.3778865,0.9045259,1.4198016,0.92939174,0.9820278,1.0130906,0.65079665,0.85694134,1.143976,1.0020384,1.3174413,1.1302246,1.3281046,1.2580127,1.317042,0.72313255,0.8814137,0.63381803,0.38769245,0.8182781,1.4912897,1.4742323,1.3470647,0.9675465,1.2717173,1.1540749,1.1127784,1.154376,1.1436553,1.2237877,0.9503039,0.80225325,1.3653204,1.322197,0.6301422,0.9453089,1.2557862,1.030772,0.7735596,1.4949815,0.1390115,0.95248085,0.46350205,1.4625916,0.5546355,1.1840479,0.5210917,1.3630797,0.74805284,1.2722461,0.8563483,0.9680826,1.4631125,1.2468053,0.76623213,0.0,0.92127085,0.62646073,1.5082365,1.204868,1.293364,1.3768964,1.1928043,1.3163655,0.8091553,0.98446774,1.1107032,1.3713641,0.6259054
swing,1.0472708,1.2333041,0.8487784,1.1121272,1.1202337,1.2024684,0.82381433,0.8885664,0.9870562,0.884182,1.1625909,0.7941286,0.91792727,1.0745322,0.9407075,0.99232894,1.1811289,1.2292731,0.91217303,1.1858535,0.9612004,0.9323523,1.0291048,1.0663724,1.0324872,0.98845387,0.7673168,1.1946781,0.8989972,0.8980698,1.1401831,1.0418854,1.0614427,0.791131,0.9545342,1.1103969,0.8660883,1.0419545,0.917539,0.92236996,1.010525,0.8325784,0.82810533,1.0780206,1.0392373,1.3176302,1.1517861,1.0372808,1.0750388,0.95724016,1.1884291,0.89421546,1.030142,1.1497526,0.75805116,1.2273041,1.0470134,1.0169158,0.9345104,1.2147509,0.8478923,1.169072,1.1385894,1.0009072,0.90247655,1.1662099,0.84349406,1.012266,0.85449624,1.1627676,1.041951,0.86429644,0.84232223,0.83609784,0.8429335,1.0775638,1.0714767,1.2055311,1.0528141,1.0605148,1.1473248,1.2610378,0.7702881,1.0806433,0.9223803,0.9048188,0.9294658,1.0766821,1.0020502,1.2098378,0.95777655,1.1946087,1.1033955,0.975606,1.1770145,1.0576063,1.2713537,1.064865,0.8820959,1.0345759,1.2190608,0.7710359,1.1796772,1.112519,1.0421913,0.84923476,1.1426759,0.9869024,0.87388927,0.94165915,1.1716901,0.9208034,1.1123779,1.0114583,1.1969352,0.92899466,1.226026,0.88869226,1.0398785,1.0615157,0.9697847,0.90265334,0.92127085,0.0,0.9136848,1.2120095,1.0893669,1.140195,0.81523144,1.0564455,0.9897754,1.0102392,0.9510012,0.564506,1.1536131,0.8794887
table,1.3347259,1.3024145,0.8774699,1.1685743,1.394664,1.1565142,0.9856283,0.42889524,0.8162358,0.40466177,1.2528402,0.7242075,0.6495453,1.1802043,0.6148368,0.4912547,1.4066054,0.81420803,0.4360932,1.2167794,1.3132783,0.9252235,1.4713864,1.2349225,1.2602262,0.9156667,0.89708984,1.333744,0.94970965,1.0459737,1.0915926,1.1595546,1.1705081,0.67729986,1.1439558,1.3558749,0.46529204,1.2379214,0.5179558,0.81036246,0.8675564,1.0330735,0.9979915,0.9227494,1.1653266,1.3609924,1.2964412,0.979546,1.3582807,0.8354348,1.3062584,0.96917087,1.3548989,1.1241091,0.7130567,1.4021277,1.3045673,1.0580193,0.91836536,1.130699,0.85046303,1.4169629,1.2036518,1.3056707,0.82393014,1.2921406,0.8418137,0.89584196,0.75445795,1.3726926,0.88529396,0.93850124,0.8861666,0.7653484,0.978066,1.1657894,1.0229691,1.3571973,1.0727416,1.5085363,1.3321973,1.3561988,0.8037484,0.9576276,0.9430351,0.98029435,0.5100369,1.322807,1.3233055,1.1830806,0.8201124,1.4070128,0.8129287,1.0637641,0.6375582,1.0759605,1.3882213,1.0295184,0.8303856,1.3641241,1.3763314,0.66746557,0.95669615,1.1854804,0.6862047,0.91748697,1.357081,0.71637154,1.2721648,0.92127866,1.4193848,0.59555537,1.1844039,0.6924846,1.5015051,0.6696916,1.3683847,1.2637907,0.5248393,1.0637276,1.2140872,0.6292971,0.62646073,0.9136848,0.0,1.3254788,1.4382815,1.3865299,1.1509931,1.2780039,0.943388,0.13699222,0.92999053,1.2783796,1.4770061,0.8115006
tape,0.849115,0.7396099,1.3524888,0.5676179,0.5712359,0.60594445,0.8955827,1.3287562,1.1776285,1.491029,0.6687212,1.3104179,1.4164321,0.89014715,1.4186621,1.0417734,0.46875525,0.6033923,1.0977691,0.7330426,0.81968296,0.6599533,0.5862042,0.74890816,1.0485562,1.4423826,1.311528,0.55653226,1.2941306,1.1681725,0.6543134,0.94465053,0.937667,1.4625889,1.026831,0.43004388,1.3872483,0.42848217,1.1578102,1.310816,1.2233106,1.314961,0.9609546,1.244287,1.1040332,0.6355481,0.8233297,1.0501546,0.8839239,0.99315894,0.91768396,0.86642194,0.56898165,0.76720494,1.1339943,0.65139896,0.9453417,0.7006126,1.4392092,0.67822266,1.4245408,0.587683,0.8374291,0.8211301,1.4003183,0.48932254,1.5278823,0.73865366,1.2252592,0.48614466,1.300015,0.95083606,1.0368187,1.4195738,1.2092046,0.88696593,1.1813793,0.60145074,0.9896943,0.76360804,0.8334743,0.56217027,1.2817996,1.2193217,1.4358236,1.4090457,1.2055416,0.50936383,0.54155296,0.5458485,1.2050928,0.6987364,0.8465826,1.081519,0.8655246,0.97201604,0.7778089,1.0795102,1.2195843,0.5367993,0.6100824,1.3213677,1.0523269,0.92822236,1.0699155,1.1678237,0.43018287,1.4969622,1.08739,1.2631662,0.45302856,1.348912,0.6411025,1.3237395,0.6137471,1.2373158,0.4514889,1.045575,1.1182086,0.60166025,0.7902422,1.2815655,1.5082365,1.2120095,1.3254788,0.0,0.8504186,0.7361243,0.7561736,0.9151187,0.60189164,1.2314949,1.062517,1.0097013,0.61114955,1.3815861
toe,0.9247673,0.5403296,1.0650547,0.9385824,0.5417012,0.8985355,1.3409953,1.3758401,1.1162434,1.4722059,0.73066455,1.4452753,1.2699943,0.9566838,1.4950118,1.3424603,0.7575565,1.1514059,1.4802681,0.5811696,0.91787755,1.2254606,0.75861126,1.0721009,0.48372227,1.2683936,1.3072641,0.81755763,1.1239127,1.1195508,1.1019001,0.83529395,0.63877165,1.3564203,0.9602294,0.6490818,1.4874363,0.91855145,1.3439257,1.2963765,1.1924459,1.2072693,1.229743,0.8871621,0.42398775,0.46539402,0.5289071,0.9655522,0.115470886,1.2151308,1.0327089,1.1707202,0.7753385,1.0625069,1.0518739,0.41623116,0.8157284,0.79610234,0.87368554,0.8058602,0.8165697,0.5631507,1.0759828,1.028217,0.9772285,0.8546974,1.0960503,1.2074589,1.3126295,0.8730321,1.2236854,1.1025555,1.1934174,1.182443,1.2111442,0.7040396,0.97282124,0.3602026,1.1007133,0.3594824,0.4638039,0.44526494,1.3550212,1.2480483,0.99561566,0.95739716,1.2876997,0.83013564,0.765514,0.9014393,1.213523,0.8506232,1.2024605,1.2421353,1.2901456,1.1533933,0.37575823,0.9836618,1.4569012,0.92812705,0.5915412,1.3958898,1.1154253,1.0624768,1.236433,1.1028714,0.86399925,1.0498565,0.5212687,0.98869944,0.5744217,1.3017559,1.0398425,1.1824474,0.28511012,1.2776812,0.6519032,0.7883665,1.361412,0.9883534,0.9117584,1.405032,1.204868,1.0893669,1.4382815,0.8504186,0.0,0.46053386,0.90227497,1.0012485,1.18335,1.3989292,1.2017301,0.9910359,0.36220694,1.3067777
tooth,0.8993529,0.6486125,1.1948621,0.7608514,0.5523692,0.9048028,1.2232747,1.273258,1.1430993,1.3643142,0.70720834,1.4287698,1.0975779,1.0684764,1.3043932,1.2416117,0.6384999,1.0219542,1.3965242,0.683514,0.8804885,1.060424,0.78191006,0.9951901,0.6766966,1.2336833,1.3083744,0.6800349,1.2487297,1.2239889,0.99225944,0.96002334,0.7606347,1.3679985,0.9833981,0.503053,1.3807771,0.7824929,1.3147447,1.2799939,1.0614808,1.1948364,1.2562196,1.006933,0.7144699,0.5478269,0.70563483,1.1106842,0.45446146,1.1799092,1.0063082,1.011174,0.660636,1.0549872,1.0568103,0.4498644,0.9068583,0.71086466,1.0559973,0.82937896,0.9752813,0.47141403,1.0202696,1.0243591,1.0461985,0.7030476,1.2475471,1.0037942,1.325953,0.70635813,1.093416,1.2037424,1.0545075,1.1494269,1.2123021,0.8777838,0.7865438,0.3308348,1.0333467,0.42050385,0.60665387,0.5598918,1.4127928,1.135282,0.8977617,1.1371047,1.2206879,0.6368494,0.59427816,0.9125224,1.153301,0.6556318,1.2008963,1.0692035,1.2133199,1.113764,0.57920784,1.0233063,1.3460118,0.8893914,0.6180538,1.3974599,1.0493418,0.9863739,1.2173407,1.1326581,0.7295569,1.2066412,0.8729642,1.1925839,0.49734294,1.3075633,0.9648468,1.1416777,0.38904297,1.2076488,0.6284774,0.99730146,1.3134067,0.8824488,0.85530114,1.305027,1.293364,1.140195,1.3865299,0.7361243,0.46053386,0.0,0.74184394,0.9874309,1.0251567,1.3332055,1.1964432,0.9930262,0.41389346,1.2740169
toothbrush,0.7825688,1.0262349,1.1627406,0.89753854,0.74083984,0.86699814,1.0058247,1.2194382,1.0338647,1.3112128,0.81767994,1.3052795,1.3011405,0.7741429,1.3386728,0.90035725,0.6393008,0.86965954,1.0738459,1.0449251,0.5404893,0.83209467,0.7101495,1.0773681,0.94696134,1.314105,1.2828236,0.7441615,1.3493447,1.1009041,0.8791389,1.1023703,1.030109,1.4491372,1.157083,0.29367352,1.2468892,0.63103116,0.9109655,1.2368331,1.1074066,1.1758326,0.96565306,1.1567175,1.0281821,0.95843756,0.9329128,1.0802293,0.8649468,1.0250686,0.8483213,0.84858745,0.3970983,0.7707938,1.1860607,0.79786086,1.0175822,0.8667609,1.2463262,1.021105,1.2025402,0.7369306,0.9298697,0.91916066,1.2806766,0.70000637,1.3815992,0.46544063,1.1062493,0.7204268,1.2101147,1.0722637,1.0547682,1.2560207,1.2442551,0.98984843,1.2470542,0.7701481,1.0227594,0.7000056,1.0010368,0.9362917,1.1679949,1.1918316,1.2873956,1.3264322,1.1152952,0.37625623,0.22635317,0.815841,1.1194334,0.96020097,1.0660235,1.0135112,0.93861866,1.0024948,1.0190834,1.2544781,1.2019715,0.8751446,0.7994789,1.2440902,1.0577521,0.8942113,1.0435002,1.1118504,0.56319803,1.3940983,1.1324533,1.3097038,0.50581986,1.3466958,0.92350245,1.1566615,0.8042674,1.2007585,0.80791384,1.0345031,1.0857409,0.38171542,0.5133836,1.1720648,1.3768964,0.81523144,1.1509931,0.7561736,0.90227497,0.74184394,0.0,0.8935064,0.7020293,1.0107787,1.1228461,0.7065747,0.6789111,1.2760873
towel,0.8286108,1.0718583,0.89312977,1.033711,0.9711369,1.0791433,0.72373974,1.2565612,1.1522627,1.1120237,1.0234861,0.94752705,1.0604084,0.91825384,0.87054247,1.0374464,0.8727511,1.0754178,1.0473287,0.93539697,0.78085613,0.7762643,0.67889607,0.9427443,1.0065942,1.0550958,0.81911874,1.0838683,1.1377096,0.6791376,0.91010725,0.96184856,1.0089146,1.0618418,0.852427,0.9272568,1.073786,0.80837333,1.1759499,1.0317894,0.89438486,0.97749776,0.8343323,1.014349,1.1470846,1.0104308,1.0273659,1.2176381,1.0637221,1.0751355,0.74536437,0.8970878,0.89112985,0.7655218,1.1277486,1.1076853,0.30968106,0.86502343,1.2254087,1.1040426,1.1060684,0.9726962,0.97292304,0.85242796,1.0784037,0.9558859,0.97213835,0.9006285,0.9599399,0.88556176,0.9683768,0.9781503,0.9300289,0.7082677,1.0757799,1.1352417,1.0907236,1.1506819,0.15210092,0.956439,1.1417731,1.1781507,0.8360611,1.0862464,0.8707434,0.9490083,1.0568815,0.8753987,0.899517,0.9868689,1.158366,0.5752742,1.0107578,0.87461233,1.1257558,1.0025856,0.96167797,1.029257,0.7021404,0.87875414,1.1656965,1.1072879,1.03731,0.93185747,1.1494213,0.99023956,0.876745,1.2087942,0.76434386,1.0621561,0.9503703,1.2631996,0.922688,1.1772282,0.95201284,1.1129662,1.0014642,0.605614,1.1618768,0.908376,0.95119566,1.0074166,1.1928043,1.0564455,1.2780039,0.9151187,1.0012485,0.9874309,0.8935064,0.0,0.92974585,1.2520235,1.0577828,0.71699095,0.9826019,1.093051
toy,1.0657563,1.021049,1.1979696,0.58926797,0.86552453,0.7365177,0.89870137,1.0513437,0.85435224,1.0804418,0.95627445,1.2224901,1.090742,0.8250633,1.1847341,0.79791534,0.8514936,0.8898188,0.71406466,1.2410569,1.0180027,0.70201313,0.98323745,0.93424714,1.2276899,1.3330026,1.243537,0.9486759,1.2454709,0.9879782,0.97786653,1.2058853,1.0392375,1.2917485,1.1359513,0.72492677,0.90626144,0.77291876,0.9376766,1.0425708,0.6013882,1.2526058,0.9984415,1.2239356,1.2589164,1.0196154,1.0913548,0.9615302,1.1836638,0.6233447,0.92866397,0.67791307,0.93941444,0.47193485,1.1189926,1.0710212,0.93530655,0.68780994,1.3479271,0.8381332,1.2728829,0.7983315,0.7927954,1.0465775,1.3513167,0.7733598,1.4378242,0.7618195,0.94264543,0.9156568,1.1821976,0.92958724,0.8929499,1.0634638,0.9661457,0.9890662,1.1671517,1.0165194,1.0142025,1.1145068,1.1449829,0.9404709,1.2054396,1.0384543,1.2809637,1.4289793,1.0472119,0.7614388,0.77822745,0.6979946,0.7878889,1.0408226,0.9125739,0.961149,0.9650711,0.7398584,1.0715529,1.1517794,0.8813651,0.7935962,0.9320275,1.2269149,1.1142186,0.809385,0.9911414,1.1442766,0.6514212,1.3707882,1.216032,1.2896556,0.8365806,1.1543304,1.0874541,1.1791292,1.0231024,1.0602707,0.8961366,1.1534605,1.0381945,0.77819014,0.89264804,0.71388793,1.3163655,0.9897754,0.943388,0.60189164,1.18335,1.0251567,0.7020293,0.92974585,0.0,0.9407602,0.7548105,0.9468316,0.95273614,1.2708298
tray,1.3089225,1.2299079,0.9618394,1.1312761,1.3470442,1.0267608,0.98646784,0.59461594,0.82130843,0.5941749,1.230906,0.87682676,0.77365947,1.1372306,0.793796,0.43498647,1.3354406,0.6180064,0.45449638,1.0993345,1.2298847,0.9283094,1.4090955,1.2159907,1.2344477,1.0260904,1.0450481,1.2255859,1.0276728,1.0750077,0.9980784,1.1463927,1.1340235,0.89684033,1.1824869,1.2268206,0.6265353,1.1779374,0.4381503,0.8651824,0.8485459,1.0892003,0.9989341,0.9978118,1.1708047,1.2636433,1.2021356,0.9681904,1.3218857,0.8683068,1.2694043,0.98529273,1.1712462,1.0838373,0.9109178,1.3580093,1.348939,1.0992424,0.99801743,1.0344664,0.9354913,1.3428413,1.1495655,1.2715008,0.9853828,1.2001017,1.0202025,0.68156946,0.8631307,1.2949713,0.9107073,0.95124894,0.8844932,0.9082188,1.0700086,1.1218064,0.99701005,1.3298965,1.0792896,1.4489751,1.3050054,1.2603378,0.8871108,0.97492826,1.0539004,1.1053718,0.5572858,1.1858411,1.1720574,1.0623198,0.8032143,1.3649117,0.63143134,1.0194595,0.41330957,1.0201813,1.2998596,1.0142034,0.887331,1.3070898,1.3288962,0.77903557,0.98340213,1.0799987,0.5802425,0.9992839,1.2679801,0.89921045,1.2826924,1.0368952,1.3000195,0.749437,1.1625732,0.8145065,1.4455521,0.81798583,1.3237545,1.3436216,0.35853994,0.8264973,1.1554039,0.69687843,0.8091553,1.0102392,0.13699222,1.2314949,1.3989292,1.3332055,1.0107787,1.2520235,0.9407602,0.0,0.96253526,1.2953489,1.40692,0.88691294
truck,1.1088763,1.2714438,0.9504928,1.1228951,1.2208855,0.95027417,0.8841246,0.98097384,0.95236474,0.89389855,1.1344872,0.8752391,0.91686314,0.9896556,0.91556865,0.85059917,1.2025925,1.1632221,0.7606094,1.1909964,1.1826091,1.0641732,1.1360304,0.8579164,1.1984556,0.9534093,0.8571842,1.259197,0.8573302,0.8454772,1.2241392,1.1456048,1.0232896,0.90738225,0.79902273,1.1552411,0.78765213,1.1757327,1.0141435,0.94145256,0.9288868,0.9609342,0.91070974,0.9988143,1.1670682,1.3077805,1.2036858,1.0158441,1.1468513,0.41505623,1.1148074,1.0519531,1.2461137,1.0074743,0.99007684,1.210425,1.051876,1.0485626,1.0152881,1.1778723,0.9484099,1.1875007,0.91727763,1.1275619,0.9263203,1.2089057,0.9258287,0.9864231,0.75129807,1.2135537,0.9476935,0.9061896,0.8552704,0.9392428,0.7900425,1.0428139,0.9717957,1.2706878,1.0774661,1.2027979,1.1827642,1.2140278,0.90213513,0.7597993,0.91098654,0.9650298,0.9558636,1.0884228,1.1439095,0.98642087,0.9590258,1.1597164,1.0137683,0.9623593,1.1089401,0.9193692,1.279253,1.1336423,0.8605851,0.9619626,1.2018015,0.9179739,0.9693873,0.94790626,0.9502987,0.8794335,1.0193932,0.970491,1.0610582,0.92110634,1.2468337,0.9165276,1.0749065,0.89508075,1.2310116,0.99585974,1.128799,1.0304037,0.96154654,1.1959401,1.1719443,0.787163,0.98446774,0.9510012,0.92999053,1.062517,1.2017301,1.1964432,1.1228461,1.0577828,0.7548105,0.96253526,0.0,1.0145143,1.2363176,0.8426999
vacuum,0.70114386,1.1616113,1.0960667,1.2564082,1.0352261,1.1703911,0.635744,1.1437826,1.2020749,1.0355703,0.8689883,0.78288305,1.3013028,0.9965593,1.1129128,1.1355188,0.6770193,1.1477783,1.0466883,1.1831745,0.5317519,0.9366488,0.4885885,0.8187415,1.0102434,0.9994502,0.58510756,0.931294,0.90700495,0.7610418,1.0570438,1.0765146,1.1600507,0.90157527,1.0161695,0.83390844,0.9975331,0.7260257,1.1745738,1.0267323,1.0872946,0.5983468,0.80985457,1.1912745,1.0995727,1.14424,1.0674938,1.1449952,1.0488547,0.99821985,0.8854555,0.9021169,0.70776296,1.0571531,1.084687,0.9766472,0.9232798,1.3075556,1.1520594,1.1803657,1.2346202,0.9577306,1.0782677,0.6402391,1.1050262,0.78395087,0.9794285,1.0064204,0.8810541,0.66877145,1.2130512,1.0877284,1.0124323,1.1887069,0.88647276,1.1471779,1.239071,1.0467904,0.9091588,0.83760095,1.0690745,1.1595694,0.7108111,1.1529555,1.1343899,0.92031354,1.1817964,0.8046922,0.7594826,1.1448017,1.2242804,0.83715874,1.1726476,0.80669755,1.2254968,1.0575391,1.1090882,1.183847,0.8816397,0.5976422,1.0050684,0.8216256,1.2255123,0.9884782,1.2187116,1.0310178,0.791376,1.1921778,0.85958266,1.0978944,0.777451,1.0298257,0.74992,1.1014082,0.87011003,0.92550844,0.8773699,0.7379744,1.2682041,0.96751744,0.8006361,1.0075293,1.1107032,0.564506,1.2783796,1.0097013,0.9910359,0.9930262,0.7065747,0.71699095,0.9468316,1.2953489,1.0145143,0.0,0.88591135,0.9119127
watch,0.78068197,0.6592903,1.1380363,0.88207483,0.5464202,0.8464585,1.2320414,1.4835584,1.2159573,1.5237969,0.51875913,1.4747849,1.331408,0.93993384,1.4682915,1.2676425,0.4339236,0.9162907,1.4701058,0.766715,0.80716574,1.0836304,0.54379886,0.9686592,0.68338746,1.3101532,1.3575201,0.50319666,1.3485544,1.2437315,0.97626066,0.9322685,0.83437765,1.4817138,1.1060777,0.3236121,1.516835,0.61885864,1.2891681,1.3863876,1.3315027,1.270247,1.1733583,0.9603925,0.5846808,0.5409718,0.47853273,1.0984175,0.3785407,1.1762768,0.8911333,1.084781,0.46347708,0.9555423,1.2094007,0.18663436,1.0006452,0.83088285,1.0391127,0.8308853,1.1339679,0.32040602,0.93823314,0.7938125,1.0696151,0.5887852,1.321937,0.942731,1.2808244,0.58211315,1.288029,1.1954156,1.2850233,1.443331,1.2689631,0.76092434,1.0960827,0.22030199,1.1976756,0.21169913,0.4329213,0.4332412,1.3674088,1.260051,1.1516486,1.2226834,1.3866675,0.49991035,0.47065508,0.8293215,1.3080649,0.75611836,1.1415501,1.1644111,1.136543,1.1251498,0.5692923,1.1923494,1.4074677,0.69792855,0.33198678,1.4513814,1.0658547,1.0153929,1.1793232,1.1725372,0.5597384,1.2526771,0.8114326,1.1811931,0.28496832,1.505375,0.87052846,1.2458113,0.16147864,1.2953081,0.4965818,0.95401937,1.3844237,0.70307523,0.80409753,1.4558806,1.3713641,1.1536131,1.4770061,0.61114955,0.36220694,0.41389346,0.6789111,0.9826019,0.95273614,1.40692,1.2363176,0.88591135,0.0,1.3868194
