,alligator,ankle,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,broom,bucket,can,car,cat,chair,clock,corn,couch,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,elephant,finger,fish,flower,frog,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,nose,orange,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,strawberry,stroller,swing,table,tape,toe,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
horse,1.0896785,0.7830504,0.8473993,1.225765,0.8769084,0.80783147,1.1227636,1.079573,1.4825892,0.73595905,0.97483534,1.2699677,1.3453214,1.168849,1.1113636,0.6312763,1.1704894,1.2110633,0.8445356,0.9280851,0.84254605,1.0610765,0.665354,1.164587,0.8860843,1.041864,1.3199602,0.69756263,1.3679795,0.7945923,0.7376547,1.1380082,0.5344174,0.70897746,1.2031214,1.2789557,1.1415852,0.6325307,1.1561781,0.9417108,0.8680598,0.73519385,0.7981988,0.84141624,0.4973306,1.1207433,0.8774057,1.0287706,1.2986844,0.8023811,0.93847895,0.0,1.2380388,1.2078588,0.7189676,0.92850655,0.64820683,1.2945805,1.1937225,0.78225577,0.8041102,0.76954836,0.8139182,0.8073633,1.2500086,1.193686,1.3025379,0.71509326,0.7926901,0.6269269,1.0190538,1.1462337,1.1075855,1.200469,0.6860954,0.89092934,1.1373383,1.4045401,0.52589387,1.094002,1.2114594,1.1010046,1.0536822,0.93328303,0.9811392,1.4177943,0.8838607,1.2768146,1.280319,0.7085503,1.1866235,0.92290306,0.96020186,1.0536089,1.411507,1.1753753,0.8519211,1.3576539,0.8775146,1.0172627,1.3989365,1.1136416,1.236521,0.74640065,0.93185335,0.76464087,1.1069007
hose,0.726673,1.3122785,1.3326961,0.76613855,1.2004881,1.331399,1.2894439,1.014423,0.6634165,1.3905132,1.0097013,0.9008332,0.7411254,0.6233761,1.2447009,1.3823173,0.9363848,1.0308111,1.0674889,1.3180215,1.3335245,1.0239562,0.9339308,1.1198853,1.2349709,1.0056342,0.7523829,1.335533,0.9410878,1.319326,0.87521565,0.8989169,0.9063308,1.2784523,0.93376344,1.0223099,1.055489,1.0533025,0.5947786,1.3304762,1.1375382,1.1721232,1.2015706,1.236298,1.4296224,0.48936242,1.3413668,0.7848011,0.89607185,1.3455846,1.1270676,1.2380388,0.0,0.86190355,1.2421572,1.2237313,1.3199917,0.83702415,0.8528081,1.3060336,1.368315,1.2477996,1.3132095,1.0321981,0.844035,0.89561725,0.91817963,1.2047682,1.2744553,1.0279249,1.1942745,0.924904,0.80822265,0.9397709,0.9098692,1.2681068,1.1097574,0.67456853,1.1159983,1.0873358,0.9052011,1.0966531,0.9301205,0.8145788,1.2310214,0.71533823,1.365574,0.92148834,0.6974211,1.1958758,0.48768026,1.2782576,1.011675,0.51495457,0.5058405,1.0932504,1.3426324,0.73478585,1.2727684,1.2192423,0.5942234,0.7849906,0.80768126,1.2840266,0.9309031,1.387141,1.0688041
jeans,0.89528036,0.96735686,1.3210831,0.8961106,1.1497384,1.2293155,1.1484665,0.96686107,0.7423328,1.1163863,1.0526937,0.8549249,0.6770996,0.9460906,1.1891987,1.2317212,1.21171,1.1169844,1.1302134,1.3213323,1.0808057,1.0940535,1.0960412,1.1131319,1.1120371,1.0492895,0.9183204,1.1198417,0.96018714,1.1795635,0.9471046,1.0970864,1.1701616,1.1433357,0.81304795,1.1229119,0.6049824,1.1896628,0.78361547,0.9425082,1.0707836,1.2984471,1.2200911,1.0238566,1.0432347,0.7798553,1.2455391,0.8804595,0.73798054,0.90157557,1.2019558,1.2078588,0.86190355,0.0,1.2243043,1.1600672,1.1589719,0.5920852,0.8827188,1.0798463,1.0698773,1.1860645,1.286789,0.9449815,0.60188884,0.41367728,0.9363853,1.2655609,1.1593074,1.1868013,0.9315218,1.0718423,1.0963191,1.1895204,1.0084997,1.2670617,0.99010336,0.82598996,1.3426609,1.1297834,0.41698885,0.93033403,0.4046136,1.0814244,1.1906328,0.88949084,1.007403,0.62161046,1.028287,1.2353244,0.9075222,1.2930042,1.0674629,0.95282525,0.82676387,1.120301,0.9267842,0.7584965,1.1207802,1.210825,0.83566713,0.86899847,0.9649856,1.1836734,1.1111566,1.0636642,1.0148255
knife,1.0517936,0.857705,0.87323236,1.2641089,0.9222268,0.63034797,0.9715883,1.0920204,1.3398106,0.52472496,0.8363379,1.1776519,1.2037753,1.2027414,0.61157453,0.559929,1.1301254,0.91260016,0.5539253,0.7218832,0.74189836,1.1367182,1.067807,1.1338922,0.6530056,0.956087,1.1199371,0.38409448,1.3239788,0.573112,1.2642956,1.0209491,1.1480625,0.37815112,1.0382236,1.116157,1.1012468,1.016066,1.3128159,0.64784443,0.783866,0.8791113,0.8399713,0.61562175,0.6693423,1.2804594,0.7902021,1.2720401,1.2386546,0.6407322,0.8686189,0.7189676,1.2421572,1.2243043,0.0,0.8526108,0.5422934,1.3084862,1.3203232,0.68082714,0.60501915,0.6704806,0.8383542,1.0728303,1.3497663,1.2558359,1.2172796,0.38812375,0.38339078,1.0288641,0.5824633,1.1399783,1.216436,1.1044565,1.1576501,0.97778594,1.0082611,1.3230666,0.75275856,0.8327615,1.2724931,1.042971,1.252506,1.0533487,0.44775462,1.4289219,0.6374695,1.2645322,1.2291213,0.6601692,1.1547993,0.94596016,1.1839169,1.3922055,1.4411836,1.0566576,0.7869499,1.3599291,0.70226365,1.0419236,1.4343386,1.2635865,1.3876964,0.87040496,0.83744204,0.5078577,1.0586022
ladder,1.1402569,0.9847671,1.0212152,1.1939873,1.0629755,1.0265434,0.69338894,0.88634527,0.99450964,0.8410814,0.46516657,1.2467399,1.1133523,0.8956201,0.8011081,0.8279894,1.2596767,0.7036456,0.6501595,0.91523,0.58938634,0.95291,1.141263,0.34960347,0.996434,1.1661723,0.8981788,0.91760314,0.5627735,0.9922995,1.1247343,1.2558,1.1274663,0.82482463,0.75035304,0.8492644,1.1118408,1.0784917,1.2301611,0.98199105,1.062813,0.7790969,0.98167276,0.9627591,0.9444336,1.1188891,1.0571097,1.2080594,1.2857858,0.9883307,0.8735573,0.92850655,1.2237313,1.1600672,0.8526108,0.0,0.8485057,1.2084973,0.89554054,1.025331,0.9057641,1.0215988,1.0541973,1.1868916,1.2124937,1.1244437,1.0371593,0.7907753,0.793578,1.1098621,1.0510387,1.179208,0.9419816,1.2619185,1.0296402,1.0275352,0.95381397,0.9914739,0.81237847,0.86557746,1.1571425,1.0611724,1.075527,0.9464644,0.7924172,0.9379636,0.9817874,1.1802183,1.2877555,0.98779255,1.0212173,1.0286094,0.705037,0.9970654,0.9508905,1.1580713,1.04616,1.2046531,1.0111924,0.84122455,1.2335881,0.9012665,0.9502059,0.45863736,0.6423335,0.92557675,0.65515435
lamp,1.1256055,0.9628402,0.816936,1.2554923,0.9758753,0.6557687,0.9250568,1.1812423,1.3963218,0.14237517,0.86098176,1.3371971,1.394073,1.257862,0.87856585,0.1764335,1.1375191,1.1489842,0.8740051,0.6965703,0.73362595,1.1656177,1.0716956,1.1116445,0.8172257,0.96044916,1.2425109,0.20019329,1.274699,0.2620414,1.177803,1.233083,1.1075468,0.55727047,1.0202214,1.1769601,1.1351596,1.0045309,1.2252316,0.43929428,0.9701466,0.79571295,0.9708059,0.43430156,0.46738768,1.181627,0.7652098,1.2665648,1.302872,0.46656454,0.93027544,0.64820683,1.3199917,1.1589719,0.5422934,0.8485057,0.0,1.3704342,1.2504659,0.2591058,0.7291686,0.3317172,0.8021134,1.0452353,1.4253893,1.1997503,1.3082482,0.40657198,0.6339066,1.0027242,0.6014805,1.165087,1.2164326,1.1621267,1.0656393,0.80438435,1.0820422,1.295936,0.6901902,1.1118227,1.1850858,1.1925211,1.2065047,1.1838737,0.8194343,1.424705,0.7024163,1.3846412,1.348386,0.7761707,1.2824504,0.9140007,1.1517315,1.2764317,1.3862803,1.1674335,0.7271696,1.2978127,0.8511376,1.0123948,1.3792357,1.145408,1.2475833,0.87042224,1.0246422,0.24309665,1.1194175
mitten,0.85769266,1.0095673,1.3185934,0.79552466,1.0739893,1.2283603,1.1262627,1.0722532,0.54307455,1.3212488,1.1109438,0.60992634,0.5223598,1.0178022,1.0847979,1.4123559,1.1195514,1.0675994,1.2640823,1.3361428,1.1665927,1.0652745,1.0851496,1.0084517,1.1947912,0.92288613,0.82973444,1.4025916,0.8774666,1.357129,1.033915,0.87091064,1.1182832,1.3184403,0.9381924,0.883434,0.80944526,1.1380659,0.79959995,1.1582376,1.0288999,1.3140672,1.0812019,1.2640291,1.0535697,1.0154737,1.2277822,0.8235569,0.7330311,0.94409525,1.0946133,1.2945805,0.83702415,0.5920852,1.3084862,1.2084973,1.3704342,0.0,0.864242,1.2859675,1.0359148,1.3110806,1.2905488,1.0764824,0.4740932,0.6440322,0.7595904,1.3659173,1.2231884,1.1855879,1.0292944,0.95275426,1.0749367,1.0815427,1.0478874,1.2240607,0.890128,0.7247822,1.2888991,1.1359985,0.5678871,0.78306466,0.56728053,1.0856574,1.1524104,0.8629998,1.0079843,0.28570008,0.85475993,1.437546,0.8663847,1.2561234,1.028207,0.94873047,0.7576902,1.0479009,1.0750853,0.67231643,0.9610273,1.1767012,0.69366753,1.0172579,0.9102024,1.2206153,1.2058463,1.2723902,1.0302749
motorcycle,1.050114,1.1884414,1.2679687,0.89094645,1.1051117,1.2549605,0.88554704,0.9812134,0.7625773,1.2338622,0.94909227,1.0481331,0.8328523,0.6926867,1.1499202,1.2357047,1.1752121,0.85664356,1.1513917,1.2093005,0.9355126,0.6237512,1.1701168,0.63764614,1.1273726,1.1156596,0.8067372,1.3371727,0.73294,1.3387313,0.9442478,1.0675201,1.043861,1.2764453,0.86071867,0.9993128,0.9528159,1.0689964,1.0759406,1.2200832,1.1309516,1.2004958,1.1814411,1.2280203,1.2474959,0.9511004,1.1894885,1.0352999,1.0991728,1.1728023,1.196132,1.1937225,0.8528081,0.8827188,1.3203232,0.89554054,1.2504659,0.864242,0.0,1.249453,1.1869519,1.2500885,1.2524481,1.1230559,0.9588318,0.76629406,0.9878432,1.2607418,1.1943799,1.0440458,1.168623,1.0215632,0.9477212,1.1808603,0.91675544,1.2091409,0.7004552,0.79090446,1.175108,1.0057611,0.8462793,0.88065666,0.7509866,0.6766947,1.1273141,0.73935807,1.0821842,0.87339425,1.0514443,1.1527883,0.81746197,1.2133596,0.16948068,0.81840426,0.690426,1.1008772,1.2139288,0.9716548,1.2625885,0.71743834,0.83155596,0.97518325,0.21744859,1.0100006,0.70389676,1.1870452,0.9502135
nail,1.0930072,0.8571801,0.7563887,1.2908335,0.90675485,0.56460845,1.0328965,1.1776195,1.3220099,0.29384637,0.94577336,1.1549609,1.323477,1.3453426,1.0235808,0.44033957,1.1584692,1.2659391,1.1369007,0.8832231,0.9273957,1.2196013,1.0312586,1.2106371,0.8757378,0.79755783,1.3009768,0.17806089,1.2919579,0.44727814,1.2075727,1.1768525,1.1599151,0.69822234,1.0802352,1.221782,1.0420362,0.99893093,1.2073945,0.2653522,0.9152876,0.89925754,0.9391972,0.31098515,0.5585562,1.2023513,0.61760265,1.163074,1.0964283,0.5232417,1.0580524,0.78225577,1.3060336,1.0798463,0.68082714,1.025331,0.2591058,1.2859675,1.249453,0.0,0.7024841,0.25331408,0.74090064,0.8440057,1.2958851,1.0598587,1.2259914,0.5796088,0.65978456,1.0510873,0.7111148,1.088039,1.2641058,1.1765279,1.1062965,0.7746959,1.0992204,1.2378271,0.89377415,1.1848091,1.0626786,1.1763619,1.1198212,1.2349553,0.8954614,1.4139667,0.6368152,1.2898629,1.2876766,0.7635143,1.2890456,0.8559083,1.2224228,1.3417063,1.3847677,1.1173725,0.4682809,1.1931087,0.8601809,1.0563953,1.3457892,1.2341634,1.2682464,1.0733225,1.2226149,0.26189542,1.2383987
napkin,1.0411819,0.77544296,0.96674776,1.207631,0.8640733,0.65722644,0.90597105,1.0091531,1.0600919,0.656927,0.9341042,0.946055,1.0303525,1.3547772,0.818411,0.7250144,1.2590039,0.92189586,0.88047975,0.76275414,0.72557354,1.1812584,1.0412073,0.948736,0.79045427,0.931255,0.9950525,0.6413114,1.0865315,0.71327746,1.1760383,1.0259569,1.1180481,0.7196516,0.8364551,1.1031147,0.9243683,1.08703,1.176028,0.6684333,0.7017572,1.0023655,0.6985096,0.7136294,0.6061482,1.3644804,0.82193387,1.1778846,1.280801,0.6338717,0.9505381,0.8041102,1.368315,1.0698773,0.60501915,0.9057641,0.7291686,1.0359148,1.1869519,0.7024841,0.0,0.7585358,0.94311893,1.0886487,1.1390495,0.9160577,1.1135792,0.84000283,0.56271416,1.0156534,0.6446427,1.0751811,1.2522609,1.2776885,1.0350845,1.0160462,0.87555766,1.2152753,0.9713064,0.93567425,1.0153743,0.9668053,0.94420284,1.2573721,0.5982202,1.3207252,0.597196,1.0336262,1.3402854,0.88227713,1.3009208,1.0280347,1.117594,1.5013225,1.4104028,1.0122868,0.7515002,1.2658001,0.26553667,1.0569857,1.3793889,1.3680196,1.3542178,0.95382833,1.1181288,0.7447728,0.9689699
nose,1.072386,0.84136766,0.80229044,1.2211783,0.8762361,0.6473781,1.0499823,1.1716158,1.3375422,0.31286854,0.9887615,1.2087706,1.3758869,1.2322983,0.9709872,0.51426136,1.1679447,1.2418629,1.0492017,0.86890537,0.9209788,1.1169206,0.88802403,1.1970897,0.8370904,0.8718647,1.2941874,0.3438819,1.3243091,0.5542011,1.1658361,1.2136729,1.0468537,0.650952,1.1230522,1.2009256,1.068215,0.9610123,1.1146241,0.34678864,0.9003129,0.9510826,0.9602931,0.3566581,0.52951866,1.1470723,0.74154365,1.1042213,1.0864674,0.51774985,0.98908967,0.76954836,1.2477996,1.1860645,0.6704806,1.0215988,0.3317172,1.3110806,1.2500885,0.25331408,0.7585358,0.0,0.83246017,0.86435103,1.328212,1.1412674,1.2580302,0.55320066,0.7450186,0.96757627,0.6950193,1.128625,1.2826436,1.2096417,1.0727787,0.7806235,1.0641383,1.3054487,0.76816,1.1778963,1.186533,1.0992821,1.19097,1.221986,0.85402155,1.4045384,0.6041357,1.333689,1.2923427,0.8072634,1.2417929,0.88562477,1.1893257,1.2737682,1.373743,1.1555736,0.536682,1.2527528,0.8707601,1.0317626,1.3743304,1.2497654,1.2381647,0.9703024,1.1571656,0.32193565,1.1732987
orange,1.1194451,0.80221236,0.10389435,1.3045521,0.7681098,0.47517824,0.8356792,1.1810312,1.477399,0.8125826,1.2086446,1.1541052,1.3224313,1.3140953,0.98538494,0.74951476,0.69831955,1.2100117,1.0354377,0.78492135,1.0350769,1.0874008,1.0581914,1.2406522,0.88036287,0.82564837,1.3697679,0.731369,1.2899463,0.7816391,1.0951896,0.88520867,1.0092876,0.8456713,1.3314754,1.094475,1.1804647,0.9164773,1.2328873,0.938103,0.85661197,0.60250974,0.8639829,0.87293977,0.8083574,1.2890198,0.25622576,1.2173445,1.0928075,0.91886044,0.82795984,0.8139182,1.3132095,1.286789,0.8383542,1.0541973,0.8021134,1.2905488,1.2524481,0.74090064,0.94311893,0.83246017,0.0,0.9762688,1.3573005,1.3001895,1.216558,0.82963836,0.92273617,0.901162,1.0379032,0.7975828,0.9805627,0.6979383,1.0690917,0.23037064,1.1014652,1.329196,0.79322934,1.0613827,1.3267058,1.058729,1.3358309,1.1463935,1.0399737,1.3772953,0.89601773,1.2844608,1.0079118,0.68339527,1.3095123,0.14148903,1.1377194,1.3367803,1.4116039,0.8550147,0.8066274,1.177262,0.93768924,0.8630289,1.2409238,1.0649835,1.2335274,0.9408465,1.1790524,0.8025836,1.1865855
owl,0.99762446,0.78752685,0.9486057,1.0286266,1.0294993,0.9646887,1.2135457,1.0759816,1.2667391,1.0588998,1.0490315,1.0150774,1.2592885,1.2331171,1.2164512,1.1031039,1.060744,1.2534872,1.1801018,1.2358826,1.1632665,1.0938121,0.69900477,1.2117672,1.0010924,0.96991634,1.2743357,0.91709566,1.2562914,1.1108956,0.9687976,1.0481145,0.83896804,1.0230831,1.0646245,1.1699535,1.0294216,0.5676508,0.9350967,0.7994559,1.0869526,0.95067734,1.0134481,0.77930146,0.8762554,0.8940376,0.97073436,0.6524936,0.6636225,0.9443868,1.15128,0.8073633,1.0321981,0.9449815,1.0728303,1.1868916,1.0452353,1.0764824,1.1230559,0.8440057,1.0886487,0.86435103,0.9762688,0.0,0.99091136,0.9118577,1.0302728,1.1085179,1.0221668,0.8972545,1.1841675,0.8623836,1.0311213,1.011905,0.92862904,0.9591061,1.2012802,1.1369135,0.94799685,1.1494166,0.9546717,0.9770245,0.8435228,0.9333204,1.1064217,1.0610942,0.90840304,1.0743321,1.0020381,0.8738639,1.0786241,0.9921792,1.0549588,0.9977859,1.190336,1.0520813,0.6419611,1.0180384,1.2172215,1.2288566,1.2541928,1.0276791,1.1667551,1.0798768,1.096977,0.9696912,1.0830374
pajamas,1.074107,0.99573284,1.3301548,0.7499777,1.1665947,1.3578619,1.2239687,0.9150132,0.4917643,1.3271337,1.1365781,0.40390652,0.36061317,1.0316346,1.1186919,1.4325274,1.0559309,1.1076846,1.3010703,1.3538054,1.2276185,0.9934002,1.008553,1.014931,1.1809822,1.0308568,0.756519,1.3740122,0.83835065,1.363291,0.99623173,1.0213877,1.1317787,1.3167381,0.93169975,0.9291681,0.58444,1.1344391,0.86606586,1.1556277,0.9947539,1.221726,0.99877816,1.1924778,1.1235962,0.91134846,1.3200532,0.70374537,0.6777356,1.0880835,1.1543458,1.2500086,0.844035,0.60188884,1.3497663,1.2124937,1.4253893,0.4740932,0.9588318,1.2958851,1.1390495,1.328212,1.3573005,0.99091136,0.0,0.71862453,0.6241747,1.4053841,1.1952094,1.1825699,0.9760312,0.9386277,0.97284657,1.0122203,1.0195078,1.3096178,1.0268651,0.835252,1.2845272,1.0967276,0.5706289,0.960142,0.67700475,0.98223484,1.2504858,0.77117676,1.1573529,0.35206878,0.84139216,1.3022475,0.9236096,1.3021799,1.0713508,0.8814581,0.74856997,1.0444293,1.1134415,0.60320294,1.0166833,1.1541355,0.7557565,0.9456872,0.90177923,1.1929519,1.148258,1.3141642,0.9712888
pants,0.91377157,0.9587756,1.3194125,0.93752867,1.2203106,1.1096823,1.2105367,0.9532117,0.68871,1.1846113,1.0016689,0.7769564,0.6991067,1.0419447,1.299875,1.2553952,1.2238078,1.1212441,1.2026039,1.2687927,1.0854257,1.0841545,1.062203,1.0081754,1.1058543,1.0228405,0.91295373,1.1636357,0.91902506,1.234161,0.90158385,1.1660542,1.1003813,1.2375643,0.77150774,1.0844743,0.6435619,1.0933936,0.8989862,0.9206263,0.9593221,1.3484732,1.0902569,0.979089,1.1186569,0.81451327,1.2379549,0.87558424,0.9021621,0.93073344,1.2670773,1.193686,0.89561725,0.41367728,1.2558359,1.1244437,1.1997503,0.6440322,0.76629406,1.0598587,0.9160577,1.1412674,1.3001895,0.9118577,0.71862453,0.0,0.9620347,1.3930379,1.078858,1.1021801,1.018755,1.0374837,1.0882444,1.2104485,0.7938218,1.2883238,0.97270256,0.79457927,1.3833731,1.1130553,0.424331,0.8545395,0.30202776,1.0234138,1.1063828,0.8280623,0.91184676,0.7573713,1.0546846,1.098969,0.90437573,1.284247,0.96051663,0.9518666,0.8764802,1.1221919,0.85919774,0.919551,1.1025982,1.2343944,0.9277799,1.0137131,0.9173786,1.2505093,1.1074713,1.1282172,1.0137801
paper,0.98526686,1.1025696,1.16921,0.72397125,1.1061548,1.2414712,1.0159557,1.0195781,0.72818875,1.2927467,1.1679435,0.48241132,0.6895918,1.0737437,0.92310315,1.3170863,0.9365068,0.919438,1.0883045,1.2195958,1.2379907,1.0034431,1.0959538,0.94646865,1.1327331,1.0842403,0.97523147,1.3028123,0.70184195,1.2672039,1.0606737,0.95797426,1.2076272,1.2342511,0.93715537,0.84268796,0.7422596,1.1380076,0.90866244,1.1238391,1.0478729,1.1857171,1.0016824,1.1994723,1.2659279,1.0242568,1.1598166,0.83355063,0.7221583,1.2419686,1.0709338,1.3025379,0.91817963,0.9363853,1.2172796,1.0371593,1.3082482,0.7595904,0.9878432,1.2259914,1.1135792,1.2580302,1.216558,1.0302728,0.6241747,0.9620347,0.0,1.2396656,1.166626,1.239915,1.134425,0.95820785,1.0271949,0.86926204,1.0903819,1.1884359,0.9702452,0.82716835,1.1944472,0.9107728,0.8965533,0.9171759,1.0037783,1.0501059,1.1797696,0.745878,1.1331061,0.6783527,0.7660163,1.1092122,0.97541934,1.1265403,1.1181746,0.9581458,0.71720564,0.9559848,1.1056503,0.38324344,0.98969764,1.0870605,0.76239145,1.0225201,0.8910804,1.2278659,1.1215155,1.2591136,0.99796206
pen,1.0734906,0.9727293,0.81915474,1.2074133,0.93548304,0.8903582,0.79826546,1.0568047,1.3484704,0.4051106,0.87585807,1.3974746,1.3393623,1.0001589,0.63570696,0.4237092,1.1037747,0.90019864,0.64546967,0.82994866,0.89921224,1.0262287,1.068733,1.0649914,0.90325713,1.04503,1.2191064,0.4477489,1.1966805,0.57548815,1.2008308,1.1058482,1.0663445,0.5563973,1.1309699,1.0748707,1.2062101,1.0139818,1.2139304,0.7407027,1.0166247,0.74796474,0.99690926,0.69854414,0.6347816,1.1697323,0.87519056,1.2968326,1.2928687,0.831598,0.91069514,0.71509326,1.2047682,1.2655609,0.38812375,0.7907753,0.40657198,1.3659173,1.2607418,0.5796088,0.84000283,0.55320066,0.82963836,1.1085179,1.4053841,1.3930379,1.2396656,0.0,0.6790601,0.9251829,0.7273401,1.2078288,1.1105762,1.1253757,1.1167921,0.83303857,0.953135,1.2526937,0.6498488,0.90585005,1.2994984,1.1357949,1.3562214,1.036705,0.6962418,1.3443367,0.8475714,1.3863881,1.3224175,0.7447003,1.1245284,0.86133057,1.1287781,1.2097572,1.2628248,1.0371441,0.89434546,1.2738023,0.73876214,0.8488298,1.2270281,1.0845412,1.2170631,0.72113186,0.8675334,0.426108,1.0561197
pencil,1.1210757,0.95574874,0.9514368,1.1731086,0.9574646,0.6177502,0.95487326,1.0958259,1.1630315,0.58784187,0.60454285,0.9581603,1.1265206,1.2124423,0.659474,0.676324,1.1665859,1.0357608,0.90529317,0.7841375,0.6985503,1.0871819,1.0252272,0.9676837,0.74894017,0.8292887,0.99025404,0.45087492,1.1534946,0.6455833,1.2795722,1.1978232,1.1964352,0.54772055,0.9741948,1.0500163,1.0194272,1.0475869,1.2836156,0.58725166,0.76757634,0.963284,0.8075645,0.5596458,0.741287,1.2942581,0.7625453,1.1660396,1.0751554,0.6799685,1.0212164,0.7926901,1.2744553,1.1593074,0.38339078,0.793578,0.6339066,1.2231884,1.1943799,0.65978456,0.56271416,0.7450186,0.92273617,1.0221668,1.1952094,1.078858,1.166626,0.6790601,0.0,1.1206286,0.6235863,1.1391261,1.2255862,1.1448219,1.1494993,1.08366,0.96959555,1.1844251,0.95199317,0.9859869,1.1225699,1.0508777,1.095473,1.1799722,0.51504976,1.269119,0.619221,1.1461788,1.216291,0.82738125,1.1755531,1.0291418,1.1124687,1.3593087,1.3593948,1.1196903,0.72474384,1.2505316,0.81424,1.033503,1.3817236,1.3230429,1.2587752,0.9597283,1.0424967,0.59680235,1.0156864
penguin,0.9583509,0.8788618,0.90109247,1.1188717,0.9047648,1.0174329,1.0817522,1.0287781,1.277787,1.047998,1.1600367,1.2429322,1.2058377,0.8868402,1.1267419,0.9559782,1.0652019,1.1518576,1.0243286,1.0328269,1.1207726,0.99047714,0.6095368,1.1490186,0.9967662,1.0901469,1.2119324,1.0718936,1.2260727,1.0876215,0.5496401,0.9757314,0.2723571,0.9804625,1.1842116,1.1758095,1.1587651,0.6400858,1.0128341,1.1799538,1.0318198,0.92405957,0.94264174,1.1522492,0.8459843,0.9037286,1.0267872,0.9716663,1.2471144,1.0887511,0.9316081,0.6269269,1.0279249,1.1868013,1.0288641,1.1098621,1.0027242,1.1855879,1.0440458,1.0510873,1.0156534,0.96757627,0.901162,0.8972545,1.1825699,1.1021801,1.239915,0.9251829,1.1206286,0.0,1.1542163,1.1284947,0.99476844,1.0975845,0.6942358,0.8632971,1.0512792,1.24549,0.7414808,1.0719486,1.1833787,0.9915808,1.0619552,0.9513473,1.0392531,1.187204,1.0236025,1.1967235,1.129935,0.88922316,1.1127967,0.9126669,0.97023875,0.8994248,1.1682684,1.0548182,1.0430788,1.1890438,0.95647305,0.93232906,1.133548,1.08109,1.0623262,0.9399179,1.0032715,1.0195777,1.14922
pillow,1.094923,1.0110576,1.0525482,1.0890139,1.0063077,0.7548109,0.91247916,1.0579534,0.91798913,0.50639236,0.91225433,0.93714845,0.80514157,1.1490772,0.64616895,0.6822947,1.189956,0.9340697,0.9259373,0.79356575,0.73007834,1.1198993,1.1565061,1.0083587,0.7589345,1.0951438,0.81322336,0.5833943,1.0973583,0.59597546,1.2835467,1.1302159,1.2612755,0.640993,0.96663547,1.0188165,0.8704002,1.2065816,1.1280798,0.6839217,0.7075632,1.1085982,0.8821163,0.68397224,0.7459859,1.2458317,0.91547364,1.1348269,1.1405251,0.43614185,1.0130535,1.0190538,1.1942745,0.9315218,0.5824633,1.0510387,0.6014805,1.0292944,1.168623,0.7111148,0.6446427,0.6950193,1.0379032,1.1841675,0.9760312,1.018755,1.134425,0.7273401,0.6235863,1.1542163,0.0,1.0754812,1.2559223,1.1895323,1.2788949,1.0899327,0.66760176,1.0922751,1.0460995,0.8351732,0.95615506,0.97716725,1.0073217,1.2840269,0.6086888,1.1286044,0.6246545,0.98317933,1.2351756,1.0488783,1.14943,1.1088427,1.1847892,1.3945022,1.2276505,1.1455512,0.9235594,1.1594996,0.7169046,1.061339,1.2194501,1.2578491,1.2559549,1.0643892,1.1841365,0.5925049,1.0691297
pizza,1.0212333,0.99209166,0.7414273,1.0007977,0.98325646,0.93721604,1.1318091,1.0733407,0.98423344,1.1681056,1.1350511,0.92062426,0.9366604,1.1562912,1.0742382,1.1360027,0.82829154,1.0019133,1.160243,1.0662055,1.1502656,1.0453452,0.9674361,1.1344056,1.1161397,0.9969727,0.87431586,1.1510837,1.0403748,1.103754,1.0054373,0.8040093,1.0660738,1.1158478,1.0874938,1.03635,1.0939187,1.0046211,0.98998207,1.0947411,1.0031124,0.8557942,0.8029214,1.082713,1.0954942,1.051882,0.85462445,1.0667175,0.83489275,1.0911963,0.9876741,1.1462337,0.924904,1.0718423,1.1399783,1.179208,1.165087,0.95275426,1.0215632,1.088039,1.0751811,1.128625,0.7975828,0.8623836,0.9386277,1.0374837,0.95820785,1.2078288,1.1391261,1.1284947,1.0754812,0.0,0.83988917,0.788791,0.95003015,0.76613,1.108387,0.94686306,1.0580769,1.0655845,1.0799626,1.0307494,1.0854192,0.99439436,1.2140042,1.0598547,1.0989786,0.96133435,0.7957611,1.0040287,1.125998,0.7975036,1.0289445,1.0268072,1.0441964,0.93926066,1.0195438,0.97821903,1.066493,1.0565233,0.92396027,0.981268,1.0198388,1.114824,1.1078808,1.1827574,1.0120993
