,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
knife,0.84565675,1.2525747,0.86451495,1.2203974,1.1546175,0.95334625,0.9959075,0.85184705,1.0340751,0.8774613,0.85519665,1.0048845,1.0278295,1.0672936,0.90034044,0.92877173,1.1976584,1.0818317,0.87892145,0.91788983,0.8325977,0.9741376,0.9499631,1.0729038,1.1131182,0.87292516,1.1079692,0.9705157,1.2375071,0.94501424,0.9426355,0.7814945,1.1050975,0.93439543,1.0505279,1.1793641,0.99917525,1.0348713,1.1467243,1.0961077,0.86467487,1.2052361,1.1840177,1.0372899,0.7235573,0.9801558,1.1071031,1.1853836,1.0862797,1.2005076,1.117769,0.98598546,1.0322958,1.2226771,0.917365,0.857614,1.1161623,0.9039162,1.1461337,0.83995986,0.9615062,1.0751816,1.0998582,1.0008663,0.882774,1.24844,1.1524247,0.8677478,0.85130346,0.9698125,0.84209263,0.0,0.7038083,1.1716129,1.119386,0.96964467,0.9802887,1.0263222,0.9517054,1.0023853,1.0822518,0.83410513,1.221939,1.0200298,0.9852435,1.1857402,1.1447887,0.769939,1.2290001,1.0152938,0.8285418,0.92243713,0.83208656,0.7165561,1.1134598,1.2130415,0.86035174,1.2569429,1.0253958,1.2665712,1.1145016,1.200058,0.89939505,1.0594188,1.0794668,0.9023151,0.9739585,1.2435175,0.95875573,0.9647006,0.524303,1.0006087,0.9241303,0.8484998,0.1854313,1.0175971,0.78295946,0.6894709,1.0354759,1.015171,1.1460898,0.8180096,0.45238632,1.0164452,1.1674937,0.8454746,1.0463731,0.9889038,0.8880692,1.0673484,1.134326,1.0456309,0.5850446,1.0255834,1.1974101,0.7680642,1.1374128,1.0723609,0.80433303,0.99764955,1.0495721
ladder,1.0240122,1.3732822,0.86780864,1.2601905,1.3016307,1.258293,0.6856637,0.7768201,0.7174665,1.1582947,0.65098315,0.9624673,1.0908568,0.89224505,0.8440623,0.9219381,1.2213793,1.2314445,0.6578015,1.1647269,0.706916,0.9727633,1.0549388,1.0633007,1.0053948,1.1838323,0.95144,0.42519605,1.1830684,0.67326033,0.82803893,0.77904725,1.2061377,1.0618083,0.75465953,1.2854667,1.1938231,0.51291895,1.1920818,0.9149714,1.0555336,0.95455,0.98763525,0.6210703,0.6336905,0.81230414,1.1450832,1.3803625,1.0312501,1.2898084,1.0863367,1.2760947,1.3211836,1.0667386,0.8810278,0.906612,1.2816439,0.7576425,1.2881789,0.9363877,1.1576952,1.320358,1.0170568,0.9982927,1.0484824,1.3602694,1.0897827,0.888673,0.9884781,0.81808937,0.94331354,0.7038083,0.0,1.1397414,0.99268776,0.9448929,1.1460515,0.98187816,0.9529392,0.7686541,1.1803336,0.9198994,1.3917273,1.1056858,1.1693751,1.2494993,1.3822379,0.5723728,0.9646547,0.9544454,0.8713228,0.93065023,1.0905867,0.98061436,1.2993478,1.1141999,0.78012305,0.9866377,1.2373893,1.0444053,1.1533983,1.0529768,0.80712193,0.9825825,1.2590368,0.596038,1.0402257,1.1187476,1.1133671,0.93079084,0.92651796,0.9446315,0.9856768,0.875176,0.83268535,0.50324893,0.93399954,0.8639562,1.2322453,1.052071,1.2898458,1.0139484,1.0038476,1.0530367,1.3179771,0.56841934,0.9766787,0.9258167,0.78912526,1.0918415,1.3251457,1.2931745,0.72733337,1.073299,1.1269147,0.849938,1.0069283,0.8817689,0.6866325,1.2608222,0.703452
lamp,0.517548,0.38622665,1.4080772,0.90553963,0.748824,1.0173523,0.9699124,1.0669533,1.4154832,0.3827505,1.423089,1.5369703,1.0453544,1.5016205,1.2015805,0.6317779,0.2662391,0.5595353,1.1784579,0.9774723,0.6575118,0.91959256,0.6000896,0.28863776,0.72476697,0.74900764,1.2458565,1.129691,0.40017724,1.1612499,1.2411537,1.2848798,0.9612111,1.0455284,1.3627882,0.86825013,0.3383103,1.3882289,0.2233383,1.3307464,1.3122855,1.2369444,1.3093269,0.83853126,1.0424852,1.1829265,1.1062144,0.7963511,1.1162821,0.5845541,1.2646554,0.9310669,0.6629148,0.55954254,1.1905527,0.62801933,0.9468941,1.3028257,0.29610813,1.2544029,1.0768106,0.9280838,1.2115654,1.3243357,1.3762773,0.4511981,0.94602203,1.2874987,1.1768857,1.07267,1.4383886,1.1716129,1.1397414,0.0,1.2231866,1.3624446,0.902604,1.2097013,1.5308768,1.0706066,1.0751032,1.2336427,0.42467362,0.98837984,0.7899183,0.78624064,0.6413523,1.0302122,1.092056,1.5370985,1.326347,1.2226918,0.47412807,0.7427315,0.5048504,0.5351411,1.1678828,0.5480094,0.7380332,0.9034868,1.1387275,1.0287175,1.280607,0.6815553,0.6815743,0.6785579,1.3498672,0.84622276,1.0276314,1.3668836,1.1308762,1.3683159,1.1260512,1.3073478,1.2091743,0.95984364,1.0538468,1.325349,0.42580593,1.1037818,0.29186606,1.1162522,0.97916126,1.2111324,0.4838186,1.143385,1.3131014,1.1838717,1.4424129,0.7232686,0.68403554,0.63780975,1.200728,0.95077765,0.9771573,1.3950388,1.1451628,1.0725647,0.56785846,0.43255162,0.89983904
leg,0.9591752,1.2251064,0.9272913,1.0722779,1.209979,1.1386769,0.95915926,1.0619495,0.8997523,1.224817,0.8728871,0.85279834,0.82433957,0.8403983,0.9174777,1.0590885,1.238083,1.2585084,1.0366832,1.1132083,1.045998,1.1300613,1.0442848,1.2364168,1.0563715,1.1756489,0.5042781,0.973185,1.0574013,1.0511532,1.0565296,0.9780836,1.0406657,1.0781051,0.8586416,1.0240552,1.211314,0.949025,1.271678,0.44773757,1.0525078,0.41245222,0.9819257,1.0562158,1.0710646,1.028521,0.91212237,1.1592592,0.71134955,1.1056347,0.945642,1.1517844,1.0080767,1.074704,0.99962574,1.1053491,0.90197146,0.94618714,1.2116117,1.0512915,0.93467474,1.1783155,0.9121439,1.0592964,1.0381215,1.2403753,0.86029696,0.8290454,1.0371306,1.0142114,1.0492821,1.119386,0.99268776,1.2231866,0.0,1.0868342,1.1393402,0.95853484,0.99303806,1.0489752,1.0648961,1.0427144,1.194027,0.9972466,1.1337446,1.1223948,1.2284194,1.0992606,0.67425895,0.9517906,1.1013517,0.9655793,1.1850613,1.1527455,1.2228491,1.0379564,0.9414195,1.0488571,1.1897181,0.72887397,1.0183465,1.0952598,0.9608371,1.1003406,1.19006,1.109039,0.9339271,0.8625008,1.0749153,0.82333887,1.026555,0.98597556,0.9856649,1.0866442,1.0607183,0.9798467,1.1287965,0.918291,1.1613308,0.8564486,1.2036841,1.1289991,1.1335495,0.961151,1.2370466,0.96464884,1.0205712,0.957806,0.9653739,1.1157175,1.1789474,1.1402254,0.94020677,1.0217795,1.0595565,1.0119189,0.90372384,0.98400486,1.0922768,1.2305404,1.0332048
meat,1.3536263,1.3109515,0.7371229,1.1498399,1.1740116,1.135853,0.8239411,0.91442966,0.64503527,1.3555942,0.75640893,0.6164978,0.86949176,0.5556984,0.9982695,1.0565547,1.3167905,1.2210599,0.7887311,1.0962332,1.1469325,1.0213867,1.2530134,1.3134596,1.1720873,1.2788115,0.9600699,0.87277186,1.3151476,0.9324239,0.8489549,0.7656381,1.0466024,1.0018064,0.7549851,1.1562502,1.3387352,0.6511084,1.2987407,0.90210164,0.9202063,0.96472377,0.7391245,1.0856234,1.0518544,0.89693695,1.108465,1.2429672,0.88000625,1.3486195,0.944117,1.0966145,1.2633339,1.1907146,0.82314545,1.0681393,1.1661798,0.8915609,1.324595,0.78092676,0.94918317,0.9705702,1.0131143,0.7964126,0.7575537,1.2036456,1.0971739,0.93462485,0.8944205,1.0265568,0.8171638,0.96964467,0.9448929,1.3624446,1.0868342,0.0,1.1442308,0.94725066,0.30279005,0.9697248,1.0646988,0.9388719,1.2659439,0.76112014,1.2071457,1.2432238,1.2800784,0.95753384,0.9446962,0.5552043,0.8827514,0.7562238,1.2580405,1.1330603,1.3154979,1.1669215,0.84872866,1.1872675,1.0857899,1.1062248,1.1033907,1.0104948,0.764915,1.2742934,1.3003733,1.1183661,0.8495965,1.1323838,1.0922787,0.699284,1.0785505,0.87906593,0.87075496,0.8716777,0.9743582,0.93696195,0.91051555,0.9119221,1.3230759,0.9776503,1.267555,0.6977104,1.1854187,0.9323898,1.2777553,0.96584827,0.86602694,0.87135774,0.6956746,1.1591291,1.1748027,1.2555134,0.87365985,0.6285457,1.0612661,0.76320016,0.90024817,0.95386994,1.2055266,1.3126531,0.9307262
melon,0.85136807,0.7823031,1.2057916,0.70234346,0.6521644,0.4404841,0.9518047,1.225944,1.3451982,0.90379417,1.2986709,1.2714772,1.2432669,1.2799547,1.1486473,0.868549,0.83964604,0.6692883,1.0782477,0.42162406,1.0353246,0.8267674,0.91378665,0.8444015,0.8874393,0.82743144,1.2399054,1.1390324,0.88295746,1.2177507,1.0657586,0.9736473,0.65604657,0.6500607,1.3156034,0.9732384,0.84380096,1.243093,0.75924635,1.2111851,0.95581067,1.1147836,1.1241003,1.101969,1.0462062,1.2225573,1.1819859,0.67905116,1.0608339,1.0112997,1.2426808,1.0052702,0.97234344,0.8860908,1.0905873,0.8802708,0.95363736,1.1899178,1.0028422,0.9533076,1.0848683,0.8315581,1.2646089,0.9238958,1.1006982,0.7891246,0.93289495,1.0779562,1.1566973,0.82825434,1.2961037,0.9802887,1.1460515,0.902604,1.1393402,1.1442308,0.0,1.0211874,1.0803226,1.1027585,1.0609565,1.121631,0.96484315,0.8483531,0.9937125,1.0088135,0.6434091,1.1038295,1.1526723,1.2820095,1.2650065,1.1830976,0.9217564,0.89918065,0.8450546,0.74488807,1.0392253,0.84723675,0.91484404,0.93436277,0.7318299,0.8324406,1.0040127,0.776484,1.0268325,0.95910054,1.1816127,0.90511173,0.8721275,1.0439202,0.73066825,1.2804391,0.96569616,1.2867284,0.9105336,1.0422732,0.9528769,1.1786728,0.81792283,1.2049379,0.6781347,0.85110235,0.5745063,1.1668506,0.7888814,1.0176873,1.3098406,1.173921,1.2467757,0.65876627,1.0486475,1.0307378,1.0289258,0.89462405,0.8546258,0.9564419,1.1463166,1.1390563,0.89101905,0.9929227,1.1641469
milk,1.2225499,1.2212741,0.89050937,0.9842729,1.0996176,0.9888154,1.0654763,0.8999227,0.8198672,1.3331208,0.8700984,0.8816413,0.9762264,0.8390016,0.9818412,1.0891205,1.1285943,0.8895322,0.84979373,0.99399734,0.99518627,0.8143333,1.1956568,1.2729192,1.1586645,1.2263899,1.024722,0.98493433,1.149162,0.95610607,0.67239505,0.8213535,0.94637305,1.0644313,0.84582627,1.0975431,1.250643,0.8696518,1.0689007,0.92242944,0.7544837,0.9446529,0.9878145,1.0523267,0.9975522,1.0239257,0.9599064,1.0571191,1.0370963,1.1085985,0.89489335,1.2007918,1.2204412,1.083521,1.0565541,1.2079002,1.1188719,0.7809003,1.2782761,1.1730312,0.93127686,1.0014098,0.9664766,0.97834355,0.97819173,1.2867768,1.1787359,0.85410804,1.0444413,0.75442487,0.9996607,1.0263222,0.98187816,1.2097013,0.95853484,0.94725066,1.0211874,0.0,1.0066991,0.9673214,1.0482038,1.0548085,1.2289274,0.89413923,1.1173608,1.0637519,1.1589803,0.9621822,1.0661273,0.9684051,1.079743,0.8649684,1.2269206,1.1422505,1.2235167,1.2296007,0.99888426,1.0554324,0.9440376,1.1833217,0.9431576,1.1387737,0.83473766,1.0244054,1.244698,1.0684012,0.9326262,1.2043784,0.9400335,1.0336066,1.0817701,0.9411999,1.0434222,1.0531015,0.984064,0.9230851,0.84689903,0.869995,1.2986494,0.9596277,1.1948024,1.1253448,1.1302781,0.94954604,1.2030541,1.0501151,0.89001715,1.0331454,0.7246349,0.90398175,1.2809424,1.198772,0.9822775,1.1157167,1.0273702,0.5536551,0.92915803,0.95603883,1.1531916,1.2687447,0.9318224
mitten,1.3917592,1.3322119,0.65804315,1.0472845,1.078969,1.0979685,0.83971274,1.0793263,0.7150165,1.4071208,0.8026601,0.4896087,0.97390974,0.5123704,1.001166,1.2062287,1.4178267,1.2818503,0.8749361,1.0053418,1.2320316,1.040163,1.3164005,1.3973199,1.2661058,1.2220168,0.9410078,0.9178884,1.3835891,1.0191913,0.9116248,0.7443217,0.9953273,0.9194822,0.85038996,1.1046056,1.4110067,0.6876242,1.4297192,0.87714165,0.9228016,0.96435773,0.6020702,1.1349692,1.1017925,0.8105116,1.0043153,1.163963,1.0011787,1.3502187,0.9487077,0.99456745,1.3171533,1.2458835,0.70949435,1.1358339,1.1485665,0.90904534,1.4307517,0.5635662,1.0336773,0.92112386,0.9868735,0.7601429,0.5801315,1.1562626,1.1224587,0.8818934,0.84431237,1.0158452,0.7392289,0.9517054,0.9529392,1.5308768,0.99303806,0.30279005,1.0803226,1.0066991,0.0,0.9941353,1.0328395,0.89912146,1.2727408,0.8162943,1.1286615,1.2019119,1.2225246,1.0668933,0.94099414,0.33715957,0.81994885,0.82465327,1.3077104,1.1380475,1.3672122,1.1912628,0.76519215,1.3096058,1.1804581,1.1148686,0.94037277,0.88290966,0.76812994,1.3033623,1.2983259,1.2290841,0.7904955,1.1290556,1.0554398,0.5745815,0.94351745,0.776289,0.7838106,0.8041278,0.93488365,1.0516162,0.96466726,0.93886757,1.3243,1.0490522,1.3188251,0.51169574,1.0854667,0.9332696,1.2617253,0.9197304,0.81625134,0.8703735,0.7415185,1.2125123,1.1137905,1.2463818,0.80151474,0.5809074,1.0003709,0.7759487,0.9732567,0.9530176,1.2928417,1.3404899,1.0948377
motorcycle,1.079157,1.1666958,1.0587852,1.1172209,1.0978386,1.147619,0.7977208,0.92612183,0.7279741,1.0787821,0.7806721,0.9694387,0.83081794,0.86225176,0.9069811,0.99344546,1.0805306,1.0384209,0.7760914,1.2891246,1.0027077,0.8977003,0.97292495,0.96258813,0.5903907,1.1931689,0.8768193,0.6458676,1.0703725,0.8830883,0.9329232,1.0062833,1.1337513,1.061266,0.78563875,0.96105033,1.136466,0.6166477,1.0946403,1.0522794,0.8966741,1.0095823,0.91389906,0.9085372,0.9694533,0.7643432,1.0741422,1.2574348,0.98805577,1.1395245,1.0021528,1.3132062,1.0723081,1.006775,1.0765635,0.9131638,1.0892109,0.8826818,1.1276809,0.9533396,1.0358508,1.2077136,0.93884504,1.1132548,1.1629353,1.0878989,1.003218,0.9894014,0.90267783,1.034237,0.9405741,1.0023853,0.7686541,1.0706066,1.0489752,0.9697248,1.1027585,0.9673214,0.9941353,0.0,1.1793935,1.0014907,1.2323618,1.1211057,1.281523,1.215669,1.2839919,0.77026325,0.9331307,0.9534438,0.94596976,1.0024678,1.1776304,1.1855333,1.1866009,1.0064318,1.1247181,0.99861705,0.9526385,1.0267514,1.1504819,1.1613396,0.7979844,0.8637233,1.1876136,0.8624063,1.0734946,1.0029527,1.1153225,1.062638,1.0231584,0.9298336,0.8432462,0.9608794,1.0333257,0.81732994,0.8917371,1.0038958,1.0053468,0.89446414,1.1960764,1.0628034,1.0891474,0.83099675,1.1931894,0.44200176,1.0457351,1.0743197,0.84908605,1.1103936,1.2552664,1.2087022,1.0246156,1.1060295,0.8897537,0.8636186,0.893575,0.5058723,0.84251976,1.1500802,0.83759964
mouth,1.1151054,0.9596736,1.007114,1.1105685,1.0502831,0.94666183,1.2035677,1.1422952,1.1887277,0.9242474,1.163113,1.026689,1.1523533,1.1685606,1.1176071,1.1153078,1.0148752,1.0634707,1.1720934,0.8878772,1.1100514,1.0860592,1.0613955,1.0480151,1.1307306,0.83869725,1.1668894,1.2831664,1.0994445,1.0868505,1.112953,0.9923122,0.76956403,0.99115217,1.142337,0.77856565,0.9378205,1.202558,1.0691513,1.0890329,1.0078304,1.1415389,1.0761758,1.1696697,1.042764,1.0941137,0.58713704,0.8995338,1.144711,0.814485,0.8102599,0.5630522,0.98020065,1.0898046,0.944279,1.1668603,1.0194465,1.0461608,0.873897,0.976423,1.0207741,0.7821895,0.7757799,0.9434923,0.74064434,0.94999385,1.075505,1.038795,1.1357601,1.1067115,0.97024727,1.0822518,1.1803336,1.0751032,1.0648961,1.0646988,1.0609565,1.0482038,1.0328395,1.1793935,0.0,0.9737708,0.7106341,1.1024541,0.6088748,0.56300175,0.9398234,1.2131966,1.203993,0.9654918,0.9059991,1.075657,0.83447117,0.81855756,0.82684606,1.1584833,0.98351085,1.1240096,1.0404406,1.0669059,0.98163486,0.9740842,1.118756,1.111037,0.6457911,1.1939477,0.9902161,1.0340992,0.9045677,1.0242944,1.1038677,0.9734664,0.94867325,0.92197263,1.1007292,1.225445,1.0417104,1.1214745,0.89928645,1.1217569,0.9954785,0.985993,1.0172819,1.0551746,0.84619516,1.2217052,0.85920614,1.0091408,1.1390798,1.1543266,0.5200455,0.3843465,0.9757113,1.1340954,1.1239021,1.17923,1.1603858,1.1432095,1.2431499,0.7621792,1.1889393
muffin,1.1145445,1.189144,0.7442068,1.3655615,1.2221104,1.0374466,1.2196409,0.8769127,0.9191176,1.0292886,0.656176,0.8084506,1.0071648,0.92442054,0.78536385,1.2631282,1.2956102,1.2864902,1.1455745,0.7544937,1.098198,1.2190048,1.1848726,1.0659294,1.0904825,0.9210347,0.7383608,0.90971524,1.2837725,0.9985534,0.92533267,0.8986221,0.998494,1.2033491,0.80841565,0.9167055,1.2406621,1.0311078,1.3112061,0.9016357,0.895833,1.0435853,1.006257,0.9747723,1.0164645,0.7804218,0.8549336,1.1359109,1.0025586,1.1637199,0.8230421,0.89558417,0.92894,1.3423193,0.9469114,1.1944964,1.1652845,0.8836087,1.0395951,0.7848097,0.9238267,1.1722611,0.7764582,0.84234494,0.7601315,1.1299593,1.2418106,1.0201434,0.94399333,1.170834,0.62409604,0.83410513,0.9198994,1.2336427,1.0427144,0.9388719,1.121631,1.0548085,0.89912146,1.0014907,0.9737708,0.0,1.160127,1.1526421,0.9733285,0.9276168,0.918732,0.8395947,1.1483438,0.78350747,0.5930884,1.1020467,1.1654592,1.1222105,1.0438185,1.1342007,0.6331515,1.3238019,1.1788839,1.2266102,0.97807133,0.88802665,1.149613,1.2286725,0.8562371,1.071194,0.7760224,1.2760738,1.0356919,0.9153012,1.0475836,0.7381339,1.1766828,0.63386315,0.88812625,1.1011155,0.95482546,0.8607732,1.1853429,1.0390407,1.2174742,1.0907003,1.0376198,0.9779334,1.1916417,0.94374967,0.7796842,0.9711392,1.0300709,1.3623055,0.94683987,0.99005055,0.9419511,1.1259173,1.3564836,1.0634209,1.1807721,0.7920407,1.2873845,1.0556083,0.9042487
nail,0.94494456,0.16801703,1.3547511,0.8002902,0.61129594,0.94854075,1.2110162,1.3113571,1.4849842,0.5278504,1.4893959,1.4152867,1.0894653,1.4743743,1.3158357,0.8972397,0.32964802,0.6792711,1.4252712,0.8667232,1.0339338,1.099796,0.64599556,0.5469009,0.9182249,0.5196154,1.3456746,1.4241717,0.61646366,1.2786736,1.2929703,1.3210542,0.83177847,1.0630798,1.414993,0.65387326,0.275375,1.5461552,0.4456631,1.329235,1.2918782,1.3139721,1.168965,1.1678603,1.208921,1.2487614,0.8286109,0.52887505,1.192908,0.46473378,1.1050284,0.46505982,0.800366,0.6748034,1.1024091,1.0035112,0.95801014,1.3607734,0.19122875,1.1258911,1.0883147,0.5919476,1.0664289,1.1460984,1.0409732,0.29468167,1.0695039,1.3549455,1.1800562,1.2640921,1.2848887,1.221939,1.3917273,0.42467362,1.194027,1.2659439,0.96484315,1.2289274,1.2727408,1.2323618,0.7106341,1.160127,0.0,1.12012,0.5572231,0.62753713,0.35147667,1.3784382,1.1442069,1.2950011,1.2333322,1.2933788,0.3906666,0.63332057,0.41973662,0.7682526,1.1524073,0.85474646,0.82402384,1.004271,0.9287149,0.84497094,1.3976862,0.8838539,0.39876848,1.1100796,1.2768493,0.92272687,0.85056627,1.2661357,1.0828128,1.2734592,1.1207659,1.2332655,1.2112622,1.2898723,1.2266798,1.3136187,0.40282452,1.1715164,0.39349663,1.0282357,0.9170465,1.1890738,0.26750922,1.3377373,1.1892235,1.1020762,1.4547044,0.8988664,0.26761645,0.28186023,1.2066596,1.0464605,0.926816,1.4241068,1.2321957,1.1794014,0.9481245,0.26904953,1.2342061
napkin,0.93372893,1.1051139,1.0883472,0.8478653,0.9707179,0.9455537,0.83574575,1.0257001,1.0441333,1.0579098,1.061637,1.0168495,0.96119714,0.8706386,1.0827417,0.86894155,1.0243582,0.8811186,0.86046225,0.8398371,0.8063596,0.85195994,1.108741,1.0102125,1.0872433,1.1193234,1.0725702,0.9252362,0.9755025,1.2002751,1.0316207,0.9852266,0.78043014,0.8387294,1.0353727,0.9988617,1.1021751,1.0037165,0.91711426,1.0201013,1.0311741,0.93640685,0.94899046,1.0289406,1.0635906,1.1274984,1.1107153,0.957291,1.0829939,1.1009164,1.1459746,1.113203,0.9717377,0.8818587,1.0459975,0.8071578,0.95853347,1.0940866,1.110228,0.9766598,0.93506277,0.8383093,1.1612563,1.068463,1.0595694,1.0124319,0.9142591,0.93605834,1.1302195,0.79592055,1.234332,1.0200298,1.1056858,0.98837984,0.9972466,0.76112014,0.8483531,0.89413923,0.8162943,1.1211057,1.1024541,1.1526421,1.12012,0.0,1.0479517,1.0583062,1.1090251,1.0912232,0.97443414,1.0756631,1.2188793,0.89487994,1.0634198,1.0319542,1.1380051,0.7383152,1.0125817,0.8827658,0.93838,0.9091496,1.0223502,0.9902251,0.8104682,1.0616595,1.2004967,1.0419143,1.0644913,0.907302,1.0872036,1.0784755,0.9971081,1.1654934,0.94184124,1.1938785,0.9005756,0.8810428,0.8622261,1.0336401,1.0729223,1.037313,0.937401,0.83909315,0.9828121,1.0818483,1.0711346,0.9980227,1.1482357,1.0846643,0.9922459,0.7956541,1.1408169,1.1880499,1.0083199,0.24958432,0.9380058,0.9038688,0.8968069,1.1133268,0.90659344,1.1680577,1.0604279
necklace,0.88264096,0.7493429,1.091951,1.0510406,0.870498,1.0593338,1.1585392,1.2175997,1.476148,0.61264235,1.41659,1.1770065,1.2955022,1.3741903,1.1454049,0.98579377,0.7842229,0.9378674,1.3797686,0.80731153,0.9992531,1.0617673,0.85801405,0.70401967,1.1006368,0.62838304,1.3488708,1.3230236,0.85365564,1.3027251,1.2976432,1.1543317,0.81067854,1.0699366,1.4341282,0.754153,0.65320766,1.459264,0.84467536,1.2922978,1.2890837,1.3600094,1.114378,1.0707033,0.9936594,0.9876948,0.60336614,0.67716956,1.2176771,0.6341007,1.0387658,0.38916683,0.8525096,0.9552212,0.9681281,0.9809631,1.0632716,1.2706087,0.5706658,0.9059032,1.0539612,0.7834345,0.91748023,1.1555688,0.7285894,0.6471472,1.0885073,1.222755,1.1155977,1.1401603,1.1316817,0.9852435,1.1693751,0.7899183,1.1337446,1.2071457,0.9937125,1.1173608,1.1286615,1.281523,0.6088748,0.9733285,0.5572231,1.0479517,0.0,0.49419248,0.6556053,1.2540655,1.208338,1.0296121,0.99039227,1.1848515,0.53309333,0.5947698,0.6409397,0.8447027,0.8906149,0.9823871,1.0796134,1.0699478,0.8776094,0.71768105,1.1517866,0.9716958,0.65542895,1.0258607,1.1551074,0.9633476,0.94303244,1.1808555,0.94509137,0.9369308,1.035983,1.003288,1.0381882,1.1591201,1.1828256,1.2523751,0.6149802,1.1815313,0.73537356,0.93552876,0.7984208,1.244391,0.7041651,1.1676685,0.96579266,0.9633269,1.4194816,1.0621266,0.36553282,0.4943539,1.0072488,0.9772397,1.128137,1.3922454,1.2514756,1.2188394,1.0455298,0.4566809,1.1260595
nose,0.93984663,0.798326,1.1324277,0.9567158,0.8300093,0.9759831,1.2632171,1.1403259,1.3124962,0.6842765,1.2402536,1.2862357,1.1595098,1.3172467,1.2080747,1.2075334,0.8886705,0.9360354,1.4189744,0.8363676,1.0626912,1.1539279,0.9309399,0.87040925,1.0283234,0.84137857,1.0505804,1.2850496,0.8629751,1.1471336,1.2029794,1.2643064,0.7011099,1.1168067,1.1790195,0.7101718,0.8944647,1.4051412,0.8802724,1.1113759,1.1495734,1.1202906,1.1329945,1.0268269,1.0848829,1.1255256,0.4399976,0.6154681,1.0963389,0.434394,0.88288134,0.59750783,0.8332989,1.0067309,1.0652437,1.0446684,1.045882,1.0715533,0.6510812,1.0037454,1.0356259,0.8592523,0.7981541,1.1159276,0.85390425,0.7122326,1.053061,1.1534623,1.2301793,1.0621995,1.1693331,1.1857402,1.2494993,0.78624064,1.1223948,1.2432238,1.0088135,1.0637519,1.2019119,1.215669,0.56300175,0.9276168,0.62753713,1.0583062,0.49419248,0.0,0.74288917,1.1408714,1.1229856,1.1774093,1.0669894,1.2705722,0.8365128,0.9259821,0.7399024,0.8709158,0.991157,0.9574017,1.0769185,1.0022786,0.7607687,0.8226112,1.3204687,0.90952003,0.5223965,1.0382131,1.0719787,0.9353422,0.90631175,1.2013488,1.2534046,1.1400782,1.1592811,1.0611055,1.1634165,1.135963,1.1216776,1.2648191,0.76107883,1.1327603,0.81768775,1.1362755,0.960869,1.1194472,0.7128185,1.1923399,0.96685684,1.1020855,1.4336267,1.0470577,0.51842564,0.58779293,1.2035985,1.1221538,1.2047316,1.3578135,1.1416566,1.21158,1.0719986,0.64192593,1.0109829
orange,0.97253335,0.3372959,1.1698842,0.78600293,0.5588335,0.6753545,1.3200859,1.3205677,1.4513931,0.6901089,1.4203484,1.3282499,1.1285646,1.3924404,1.2579811,0.99351376,0.53421086,0.678982,1.4222054,0.5438392,1.117888,1.1376652,0.76450384,0.7263257,1.0413778,0.5017159,1.2974207,1.4151483,0.76392204,1.3120654,1.2096823,1.2474062,0.74687314,0.9738525,1.3946183,0.6380249,0.4796989,1.4910498,0.6019807,1.2876282,1.1016679,1.3139353,1.0236328,1.2677205,1.1692991,1.2206963,0.9331173,0.3428365,1.1798608,0.6635597,1.1112968,0.5279395,0.85050833,0.85506755,1.1319766,1.0998266,0.9528721,1.3090774,0.43693018,1.0235809,1.0715438,0.69021714,1.1008177,0.89565015,0.9886187,0.4272055,1.0575463,1.3401861,1.215797,1.1648278,1.1353315,1.1447887,1.3822379,0.6413523,1.2284194,1.2800784,0.6434091,1.1589803,1.2225246,1.2839919,0.9398234,0.918732,0.35147667,1.1090251,0.6556053,0.74288917,0.0,1.3447485,1.208082,1.2394204,1.0926487,1.3140895,0.5983137,0.73818016,0.5216398,0.84385806,1.063453,0.974948,0.8410342,1.0610266,0.58354187,0.57126343,1.3806796,0.9472758,0.5366236,1.16937,1.1219144,1.0058693,0.8784715,1.2166787,0.95791656,1.2046003,1.2077417,1.1198002,1.1075134,1.3423095,1.1783321,1.2287667,0.60771984,1.2222042,0.5240705,1.0168903,0.7682386,1.2186584,0.50037336,1.312,1.1985261,1.0644771,1.3740689,0.8466041,0.4711296,0.58387554,1.2204478,1.0849308,0.9001604,1.3140144,1.2053977,1.2155762,1.0935279,0.4598989,1.2835281
