,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
oven,1.0970557,1.3339591,0.8118368,1.2681303,1.313003,1.2297851,0.8735163,0.5671479,0.66402584,1.0660446,0.53255624,0.9706916,1.0778048,0.8800309,0.82216144,1.0900769,1.2165079,1.0602106,0.7498076,1.0839767,0.8486235,0.9281896,1.1353178,0.9875303,0.897383,1.2284938,0.8535506,0.5650577,1.2042336,0.48599613,0.7525977,0.94780415,1.2241873,1.152067,0.6184988,1.2084671,1.3115189,0.6830701,1.0584756,0.9143387,0.93094337,0.9184987,1.1634614,0.49057114,0.6847706,0.72391,1.1400056,1.4190345,0.9250812,1.2813557,0.95029175,1.337497,1.2706528,1.2618768,1.0674886,0.84639406,1.4287459,0.7449928,1.2346234,1.0726274,1.0634804,1.4888299,0.9224443,1.0245725,1.1289794,1.3801672,1.2379186,0.99579835,0.8855255,0.7905967,0.818519,0.769939,0.5723728,1.0302122,1.0992606,0.95753384,1.1038295,0.9621822,1.0668933,0.77026325,1.2131966,0.8395947,1.3784382,1.0912232,1.2540655,1.1408714,1.3447485,0.0,1.0393834,0.9873884,0.7454965,1.0087639,1.3280452,1.3257098,1.228425,1.1242151,0.86540693,1.0728306,1.1071329,1.1988716,1.1816199,1.1649802,0.94557273,0.9358717,1.2128868,0.33551657,0.90635294,1.2825227,1.132284,1.036972,1.1506611,0.8409765,1.1342716,0.76909924,0.81745434,0.4406507,0.7732203,0.88859445,1.2883289,0.91319424,1.2390752,1.1244773,1.1113751,1.0673326,1.2834554,0.7133329,0.8418663,0.93907076,0.8541669,0.9788137,1.3673723,1.358524,1.069249,1.1142789,1.3132181,0.82430375,0.9421703,0.8504009,0.7971675,1.2652353,0.52245647
owl,0.99002284,1.0985055,1.0493503,0.8937901,1.0556127,1.2879806,0.83931446,0.9333052,0.82592213,1.1834024,0.93827045,0.85045576,0.57419217,0.8039814,0.9310111,1.1727239,1.1280942,1.1961563,1.0712869,1.2481182,1.1436396,1.0982674,1.0411637,1.1841418,0.9021532,1.2655909,0.5156861,0.9515667,0.84768456,0.90043056,1.0369837,1.0333563,1.0852783,1.0792145,0.892966,1.1038823,1.1750717,0.89198846,1.1519529,0.68301964,1.1163282,0.5420782,0.9611444,0.920074,1.1532295,1.0586299,1.0510625,1.1703839,0.5891638,1.0446492,1.0706187,1.2436411,1.0569179,0.8720028,1.13334,0.9373773,0.8809711,0.91913784,1.0933616,1.1294624,0.8337562,1.137334,1.0273573,1.1683664,1.1272056,1.0711367,0.88570243,0.8445487,0.90228885,1.0620912,1.126914,1.2290001,0.9646547,1.092056,0.67425895,0.9446962,1.1526723,1.0661273,0.94099414,0.9331307,1.203993,1.1483438,1.1442069,0.97443414,1.208338,1.1229856,1.208082,1.0393834,0.0,0.93013424,1.2091349,1.0813184,1.2089014,1.2279063,1.2148495,0.93603176,1.0653961,0.82165647,1.1621593,0.7832151,1.1647649,1.1845721,0.95560336,0.98123556,1.2180439,1.006167,1.03133,0.69427615,1.13828,0.7775774,1.1421437,1.0839913,0.9948158,1.2051442,1.2139045,0.8723171,1.1666164,0.99642736,1.1499135,0.67352504,1.1295654,1.0603548,1.2476256,0.8173365,1.0945358,0.98071873,1.0658118,0.9357612,0.9432818,1.0244524,1.2546867,1.18017,1.012183,0.9853719,0.95832294,1.0131775,0.6645888,0.9620376,0.9266757,1.1946939,0.87031686
pajamas,1.4354128,1.3981559,0.48758167,1.2600121,1.2530348,1.2346854,1.0404185,0.879324,0.48904383,1.4007527,0.5966933,0.24406946,0.88352394,0.34577465,0.8719153,1.3019397,1.513371,1.4553733,0.9992989,1.125189,1.3314604,1.2482368,1.4031997,1.455242,1.2308028,1.2531208,0.8350438,0.8547797,1.4344707,0.86051595,0.9030582,0.86040926,1.1437083,1.1638337,0.6526983,1.149873,1.4441397,0.700221,1.5643641,0.8126482,1.0074981,0.95972264,0.65183014,1.0510633,1.1583894,0.5812517,0.93819904,1.2578015,0.87892836,1.3248614,0.74442345,0.9716431,1.3092612,1.3899474,0.7805393,1.3071952,1.2774816,0.8743714,1.3791137,0.6982032,0.98402554,1.1866957,0.7709701,0.7067522,0.627881,1.2931757,1.2453623,0.9755822,0.6546401,1.2281038,0.3458907,1.0152938,0.9544454,1.5370985,0.9517906,0.5552043,1.2820095,0.9684051,0.33715957,0.9534438,0.9654918,0.78350747,1.2950011,1.0756631,1.0296121,1.1774093,1.2394204,0.9873884,0.93013424,0.0,0.48472345,0.8376745,1.370144,1.23127,1.35696,1.2429723,0.72955203,1.4198601,1.2698581,1.2217501,1.0004408,0.87681353,0.9108521,1.3658038,1.2689459,1.2221093,0.5243211,1.2892187,1.092165,0.5844399,1.1208475,0.34824228,0.99293643,0.49353778,1.0937929,1.1005609,1.0562797,0.7173654,1.4459398,0.8713667,1.4519906,0.8088469,1.3233426,0.9843016,1.3679535,0.9687703,0.43556607,0.7260099,0.7202302,1.4201423,1.1250155,1.2064779,0.96999466,0.85249245,1.2006695,0.88421005,0.83012015,0.8770659,1.4418001,1.3122901,0.94991815
pants,1.2861679,1.3108313,0.60612583,1.3527567,1.305434,1.1654098,1.1887238,0.8163322,0.69615126,1.0713221,0.5016882,0.6446063,1.0614337,0.72306335,0.83945864,1.3040591,1.35269,1.3816131,1.118965,1.0515103,1.1852528,1.2628213,1.2388492,1.1851685,1.1309648,1.0676353,0.8562648,0.7691348,1.3643907,0.79433894,0.9179183,1.0136408,1.2148919,1.1918066,0.64088714,1.0820708,1.3070593,0.9471195,1.3914542,0.94531363,0.94994664,1.0521034,0.9920368,0.9522748,1.0175077,0.4087361,0.9641897,1.1947993,0.9973973,1.2263628,0.77429307,0.9115243,1.2056857,1.4433022,0.86583483,1.3053774,1.3580345,0.82681024,1.2222607,0.63757885,1.0060722,1.3002698,0.7315327,0.69058555,0.8065343,1.2790323,1.2993432,1.0459054,0.7458086,1.1646799,0.12971658,0.8285418,0.8713228,1.326347,1.1013517,0.8827514,1.2650065,1.079743,0.81994885,0.94596976,0.9059991,0.5930884,1.2333322,1.2188793,0.99039227,1.0669894,1.0926487,0.7454965,1.2091349,0.48472345,0.0,1.010881,1.2438822,1.219661,1.159103,1.2126676,0.8268635,1.3432504,1.3066165,1.23756,1.0165128,0.8540135,1.0484803,1.2632097,0.96055573,0.9949481,0.60326934,1.3800199,1.1577362,0.81017584,1.1411443,0.35883278,1.0157752,0.07064819,0.97234035,1.0748333,1.0822797,0.75124156,1.2084212,0.96356475,1.3581818,0.871765,1.1659999,1.0286952,1.3071332,0.8701917,0.4751686,0.6847762,0.9473165,1.3779507,0.9953251,1.135147,1.0732164,1.0780015,1.3812314,1.0846707,1.0455426,0.9338688,1.2622093,1.1057328,0.90296894
paper,1.1010077,1.2901983,0.7920618,1.0595659,1.1729873,1.0785689,0.94461787,0.86384934,0.7461674,1.2987812,0.8834298,0.7586461,0.9548527,0.74747485,0.81241786,0.54856145,1.2591221,1.1081594,0.5132707,1.1456721,0.9895106,0.9648483,1.2795281,1.2912967,1.1121633,1.2298712,1.0438273,0.91445804,1.116167,0.9521379,0.8655884,0.7688023,1.146481,0.99533653,0.87354845,1.1969233,1.2207133,0.6527977,1.2423364,0.89453185,0.9460543,0.9460949,0.85297817,1.0607467,0.93316674,1.0006803,1.0938679,1.220207,0.9752924,1.2372112,0.90028954,1.1843814,1.1036754,0.9606135,0.7842523,1.0286431,0.99454695,0.8560504,1.2919146,1.0708249,1.0089015,1.0203093,0.99776775,0.91355723,0.8512287,1.3234732,0.9632428,0.8656165,0.859449,1.0132542,0.89453006,0.92243713,0.93065023,1.2226918,0.9655793,0.7562238,1.1830976,0.8649684,0.82465327,1.0024678,1.075657,1.1020467,1.2933788,0.89487994,1.1848515,1.2705722,1.3140895,1.0087639,1.0813184,0.8376745,1.010881,0.0,1.0613252,0.85129267,1.256243,1.2433617,0.96443206,1.1111459,0.8588065,1.0658332,1.1117656,1.1260322,0.7596794,1.2252483,1.3037074,1.1669376,0.8255502,1.0763649,1.0247076,0.99631536,0.92446613,0.89027816,0.99665916,0.9808186,0.87752604,1.0318933,0.8014108,0.74370766,1.3432834,0.9114632,1.2522405,1.057853,1.1578106,0.8549911,1.2454069,1.0572534,0.8686663,0.9962892,0.3799489,1.1560214,1.2720131,1.2738258,0.78406024,0.95123917,0.90595746,0.68402445,0.82109004,0.9187379,1.1687739,1.3290126,0.98962384
pen,0.6669035,0.48904407,1.2763741,0.9345553,0.8006179,0.9819452,1.0322754,1.3268807,1.557302,0.3932612,1.5364043,1.4732518,1.1405147,1.5091708,1.2740543,0.6070941,0.4201923,0.68233913,1.2041185,0.90734166,0.741658,0.9529401,0.6269963,0.49588984,0.9210619,0.53841805,1.424418,1.3395495,0.6889536,1.3645755,1.34673,1.1255718,0.93109965,0.9243376,1.5389102,0.82260567,0.19924861,1.4648333,0.51435876,1.397985,1.2819537,1.3998454,1.242403,1.1431333,0.96003485,1.2419882,0.9218861,0.7405447,1.2203814,0.5782733,1.2859151,0.50551075,0.7703413,0.6587688,0.9260026,0.77222884,0.9275274,1.2871792,0.34790546,0.9432419,1.1648991,0.6133173,1.1997097,1.2918347,0.92426956,0.5050422,1.0133165,1.217964,1.1989228,1.1133761,1.3178802,0.83208656,1.0905867,0.47412807,1.1850613,1.2580405,0.9217564,1.2269206,1.3077104,1.1776304,0.83447117,1.1654592,0.3906666,1.0634198,0.53309333,0.8365128,0.5983137,1.3280452,1.2089014,1.370144,1.2438822,1.0613252,0.0,0.11132407,0.53828704,0.73498464,1.0230794,0.8262878,0.7970141,1.0176977,1.0521878,0.94074154,1.234448,0.76987076,0.60439664,0.9554604,1.3740901,0.90428436,0.9384708,1.2222049,0.8074429,1.3161004,0.96890557,1.2143909,0.90583533,1.2440364,1.0792783,1.272397,0.3703795,1.2720417,0.5280469,0.7924958,0.6185918,1.2151937,0.57133937,1.122079,1.3292453,1.1286008,1.3783357,0.88190675,0.46265876,0.41369867,0.7514653,0.96111494,0.9488087,1.3301928,1.2488194,1.2220384,0.7008196,0.27640104,1.2365113
pencil,0.76020396,0.73957556,1.1389272,0.96140784,0.84219533,0.9143137,1.0182221,1.2961382,1.4641768,0.61487556,1.4611318,1.3420907,1.1879007,1.4000746,1.2021279,0.61754614,0.68922716,0.7730882,1.0074633,0.88249147,0.7482122,0.95879525,0.80639195,0.72242314,1.0452242,0.5947425,1.4350469,1.2948284,0.87137145,1.3709425,1.2366652,0.96720123,0.8749033,0.81267524,1.4855921,0.9032281,0.39434445,1.299093,0.76477236,1.3394389,1.1769116,1.3674787,1.1202221,1.1727055,0.8901714,1.2359473,0.93057895,0.81168383,1.2316996,0.7700712,1.2221172,0.502983,0.8751905,0.7580347,0.8175732,0.81795144,0.9195128,1.1877756,0.62661,0.8917124,1.164649,0.60477555,1.183973,1.1984357,0.7282961,0.73645175,1.0056726,1.0911305,1.1811911,1.062608,1.2597611,0.7165561,0.98061436,0.7427315,1.1527455,1.1330603,0.89918065,1.1422505,1.1380475,1.1855333,0.81855756,1.1222105,0.63332057,1.0319542,0.5947698,0.9259821,0.73818016,1.3257098,1.2279063,1.23127,1.219661,0.85129267,0.11132407,0.0,0.69948,0.9280381,0.9435835,0.9777811,0.8016978,1.0501384,1.0061728,0.9349685,1.1231711,0.8761407,0.79001355,1.0266497,1.3082895,0.94068724,0.90066147,1.154986,0.65312743,1.2495123,0.98134375,1.1779808,0.79608554,1.2428224,0.97523296,1.162077,0.6139916,1.2700984,0.7157782,0.75676215,0.56385916,1.1549336,0.7351809,1.0892828,1.26662,1.1179819,1.1542039,0.95856833,0.59292763,0.5475797,0.5558829,0.975122,0.90134966,1.1551626,1.2211318,1.2162898,0.8115022,0.5102308,1.2595505
pickle,0.7315422,0.31880236,1.4491208,0.9219925,0.65180117,0.6862566,1.1087599,1.3478606,1.5126264,0.41280508,1.4785628,1.4546266,1.1518992,1.4657495,1.236978,0.8287686,0.40657628,0.58502024,1.3093679,0.84940255,0.9258208,0.99086386,0.6455548,0.32677668,0.83623946,0.21020436,1.3200753,1.3098979,0.7070799,1.2655256,1.2806054,1.1851693,0.9764854,0.78772855,1.447099,0.77491474,0.25547445,1.4337889,0.5104632,1.4002453,1.2419058,1.3631968,1.2960691,1.1078864,1.0366747,1.2099661,0.93336606,0.70346624,1.1825459,0.5888078,1.2392042,0.6583283,0.49034816,0.726148,1.1020293,0.8119411,0.7589302,1.2586787,0.41170394,1.1002464,1.0598592,0.63726217,1.2123423,1.222718,1.1902983,0.5822525,0.92583084,1.3150525,1.131432,1.1791723,1.2899029,1.1134598,1.2993478,0.5048504,1.2228491,1.3154979,0.8450546,1.2235167,1.3672122,1.1866009,0.82684606,1.0438185,0.41973662,1.1380051,0.6409397,0.7399024,0.5216398,1.228425,1.2148495,1.35696,1.159103,1.256243,0.53828704,0.69948,0.0,0.7457851,1.1334704,0.7615559,0.6788238,1.0142506,0.9651052,0.98956734,1.2937336,0.7915268,0.4076373,1.0389673,1.2800205,0.90227234,0.7910995,1.2633635,0.8789621,1.2826669,1.181481,1.1861112,1.1683918,1.2762758,1.2110333,1.3612616,0.4644512,1.2238411,0.3477875,1.0532442,0.69609904,1.0894374,0.34054857,1.2600945,1.2856164,1.1891437,1.4462957,0.9383463,0.4937985,0.44220108,1.1134633,1.0158305,0.9205951,1.3461686,1.2259874,1.0698912,1.0420561,0.4539883,1.1839938
pillow,0.56565386,0.6507828,1.2961886,0.7824276,0.8164974,1.0781727,0.66013026,1.2780725,1.198524,0.46429396,1.1832749,1.3204285,1.0715021,1.0787818,1.1159354,0.65889364,0.6182163,0.7832242,1.2289269,0.93459815,0.89378905,0.9464102,0.70675004,0.437733,0.6948159,0.9409686,1.0520189,0.7982148,0.56151456,1.2876046,1.2115501,1.2286704,1.0260648,0.9649986,1.1021035,0.91770816,0.6709463,1.2812152,0.63842285,1.1930149,1.3501176,1.0821409,1.0829117,1.0133556,1.0348222,1.144478,1.1375637,0.817512,1.0069246,0.78563,1.3630391,0.9651255,0.7283911,0.7489371,1.027713,0.7205612,0.9737445,1.3757894,0.6717776,0.73886263,1.1080015,1.000553,1.2441913,1.3243785,1.2933346,0.44908166,0.8288294,1.3503001,1.1774659,1.0584657,1.3128622,1.2130415,1.1141999,0.5351411,1.0379564,1.1669215,0.74488807,1.2296007,1.1912628,1.0064318,1.1584833,1.1342007,0.7682526,0.7383152,0.8447027,0.8709158,0.84385806,1.1242151,0.93603176,1.2429723,1.2126676,1.2433617,0.73498464,0.9280381,0.7457851,0.0,1.0011363,0.59061116,1.0329211,0.7601466,0.95690745,0.80591035,1.0729637,0.65006155,0.8470267,0.8712477,1.1463504,0.6884905,1.1052188,1.1207656,1.1288215,1.3140969,0.8715563,1.2202599,1.1124617,1.0331751,1.2605448,1.3543868,0.47034585,1.0712266,0.650992,0.7380419,0.94399714,1.2991382,0.77746415,0.8615026,1.251464,1.1755811,1.4834338,0.8174711,0.85354507,0.87587804,1.3455584,0.5341143,0.99613065,1.344408,1.0429264,1.1058118,0.6932447,0.7058346,1.0193558
pizza,1.1446168,1.2018955,0.63287884,1.232944,1.1605453,1.1567671,0.9673275,1.0740074,1.0337359,1.054627,0.8477243,0.90133417,1.0595355,0.9482288,0.9213471,1.0341882,1.2039162,1.2179673,1.0497894,0.8052881,1.0254371,1.129974,1.2118442,1.0910335,1.0338631,1.0323431,0.886325,0.94788253,1.2192835,1.0702792,1.0427854,0.78282857,0.95364094,1.057814,0.9360545,1.0349379,1.1650926,1.0443099,1.2023224,0.93434703,1.0765358,1.0002848,1.0542902,0.9241951,1.0002927,0.6800005,0.91913915,1.1050988,1.025526,1.133487,1.047354,0.8893008,1.1146526,1.1831609,0.7335494,0.9584098,1.2971165,0.89526314,1.144239,0.68081903,1.1389762,0.97997785,0.88448757,0.9925101,0.66902715,1.1747772,1.1722465,0.98698217,1.1817538,0.9536817,0.8586165,0.86035174,0.78012305,1.1678828,0.9414195,0.84872866,1.0392253,0.99888426,0.76519215,1.1247181,0.98351085,0.6331515,1.1524073,1.0125817,0.8906149,0.991157,1.063453,0.86540693,1.0653961,0.72955203,0.8268635,0.96443206,1.0230794,0.9435835,1.1334704,1.0011363,0.0,1.1587088,1.2578583,1.121345,0.92660576,0.7994864,1.0362551,1.1943775,1.0561038,0.9673011,0.9169179,1.1715673,1.1238083,0.8786529,1.0425518,0.75905263,1.1129093,0.7894157,0.9031285,0.9396297,1.0674279,0.96567565,1.1754019,1.1415801,1.1834154,0.9043534,0.9967605,1.031992,1.1728821,0.98020077,0.84752965,0.90127844,1.0761176,1.2081997,0.9755935,1.0562627,0.8006383,0.98967487,1.3364272,1.0798229,1.2254076,0.89097714,1.1231271,1.0374757,0.8876052
plant,0.7006346,0.6769203,1.3679559,0.7988044,0.880322,1.0510261,0.8738345,1.1913478,1.2881289,0.74776316,1.341214,1.3751497,1.0410073,1.326204,1.1541747,0.76601493,0.54891276,0.7280447,1.0697299,1.1159362,0.78437424,0.7523038,0.66072065,0.60512733,0.7027292,0.98593175,1.1285695,0.9696518,0.48115313,1.1744214,1.1776178,1.2977915,1.0084145,0.9331568,1.2224886,1.0352663,0.7103136,1.1431438,0.54017,1.1470853,1.2758852,1.0010717,1.0582722,0.88854045,1.0787553,1.1748804,1.167582,0.954011,1.0751921,0.86808074,1.2192476,1.1567305,0.84422404,0.3142181,1.123853,0.7729611,0.8373857,1.0549198,0.7801695,1.1439917,1.1477995,1.0701346,1.1358314,1.2444425,1.3233207,0.7338226,0.73261106,1.1596286,1.2159075,0.80037504,1.4447026,1.2569429,0.9866377,0.5480094,1.0488571,1.1872675,0.84723675,1.0554324,1.3096058,0.99861705,1.1240096,1.3238019,0.85474646,0.8827658,0.9823871,0.9574017,0.974948,1.0728306,0.82165647,1.4198601,1.3432504,1.1111459,0.8262878,0.9777811,0.7615559,0.59061116,1.1587088,0.0,0.98868984,0.68052113,1.0062827,1.0151656,1.0210893,0.68660593,0.9783704,0.7621287,1.335913,0.5898613,0.9969798,1.1493374,1.0847987,1.329335,0.99071836,1.3237836,1.167833,0.80145967,1.1784322,1.3418353,0.71819556,1.137095,0.6815705,1.0814705,1.0392388,1.0955362,0.7403193,0.9451364,1.2958825,1.0659786,1.2599738,0.66280335,0.9981056,1.021919,1.206383,0.9318388,0.842921,1.1706238,0.8224451,1.0359356,0.5688952,0.882054,0.90625703
plate,0.8694755,0.7080652,1.3503611,0.8242427,0.6876573,0.60969007,1.0028149,0.97648865,1.1704376,0.8362265,1.2690518,1.1844919,0.9796446,1.1376601,1.0375485,0.69778955,0.7064047,0.29546392,0.6854776,1.0724518,0.93585896,0.7296927,0.9248823,0.7615048,0.9648058,0.7189528,1.3035684,1.1852727,0.8362138,1.1971216,0.8573347,1.0219246,0.9629073,0.78564525,1.2680659,0.94051975,0.6753996,0.95039797,0.6430448,1.2534521,0.6866988,1.2355478,1.0489559,1.2005949,0.92290205,1.3312272,1.1705345,0.9138041,1.1669627,0.92057186,1.127754,1.0578724,0.71396035,0.70373464,1.1428845,0.8098832,0.73486984,1.0297047,0.77493316,1.2927029,0.9666967,0.6443867,1.2706696,1.14094,1.1870224,0.8336556,0.93502253,1.0487043,1.0630444,0.9479293,1.2790723,1.0253958,1.2373893,0.7380332,1.1897181,1.0857899,0.91484404,0.9440376,1.1804581,0.9526385,1.0404406,1.1788839,0.82402384,0.93838,1.0796134,1.0769185,0.8410342,1.1071329,1.1621593,1.2698581,1.3066165,0.8588065,0.7970141,0.8016978,0.6788238,1.0329211,1.2578583,0.98868984,0.0,1.0843138,1.1130332,1.2116071,1.0537254,0.917803,0.9484031,1.0975871,1.0885409,0.98452806,0.8322548,1.2652496,0.7350668,1.3157115,1.1342424,1.3550208,0.9678577,1.1825078,0.4837144,1.0705245,0.88765097,1.0501784,0.7796736,1.1608784,0.7487564,0.94534135,0.73058826,1.1912849,1.2535222,1.3213187,0.77492,0.8334496,1.0120775,0.8355892,0.8700355,0.99948126,0.65046203,0.6153876,1.0847551,1.0028317,1.0573033,0.8971338,1.2074949
pony,0.8010586,0.9390107,1.255914,0.8330611,0.9245945,1.0106125,0.9370792,1.2201842,1.152627,1.0420835,1.2333102,1.1615195,1.0115516,1.1388026,1.0665431,0.9343964,0.8756751,1.0513254,1.0446807,1.090082,0.9901729,0.94391805,0.78076816,0.94708854,0.8772427,1.0683804,0.8276043,0.98047876,0.8020948,1.156361,1.2186326,1.1603867,1.0138909,0.941429,1.1076597,0.99442875,0.94388497,1.0119954,0.9187264,0.8378301,1.0827677,0.6051488,0.8484885,1.0437995,1.1197563,1.0998169,1.1241109,0.8923508,0.86661494,0.9616698,1.087028,1.1227467,0.8246769,0.78195,1.0139256,0.91335267,0.68552923,1.0907674,0.9919102,1.0266877,1.1541464,1.0493177,1.1175702,1.1420084,1.2153679,0.87994474,0.18963623,1.0989832,1.1484993,0.99155164,1.2812889,1.2665712,1.0444053,0.9034868,0.72887397,1.1062248,0.93436277,1.1833217,1.1148686,1.0267514,1.0669059,1.2266102,1.004271,0.9091496,1.0699478,1.0022786,1.0610266,1.1988716,0.7832151,1.2217501,1.23756,1.0658332,1.0176977,1.0501384,1.0142506,0.7601466,1.121345,0.68052113,1.0843138,0.0,1.0072063,0.9862502,1.0048159,0.9361591,1.0903084,0.9817642,1.1484038,0.16243887,1.040665,1.0184962,1.0349406,1.2076609,0.88594365,1.2214414,1.1668904,0.9441408,1.1590804,1.1998782,0.8982692,0.9884869,0.8959624,1.0313965,1.0501112,1.0888401,0.9534085,0.95079756,1.2745647,1.0066646,1.108742,0.9193205,1.0255544,1.0417085,1.1702194,0.9461146,0.717063,1.2470012,1.0356792,1.0457107,0.77291477,1.064934,1.1202508
potato,1.1357368,0.8733218,0.993891,0.7298018,0.70869946,0.7860944,1.1104987,1.2594392,1.1367788,1.1025125,1.1248627,1.1066015,1.1937704,1.0687234,1.1546445,1.1583947,1.0555048,0.95778394,1.1684375,0.72788274,1.1335222,1.0940111,1.0631027,1.1357445,1.0719191,0.924559,1.0943815,1.1416048,1.0261513,1.1314332,1.0352131,1.1527832,0.84009284,0.9198814,1.0753624,0.80273783,1.0852685,1.1402137,1.0669038,0.9868585,0.9516139,1.0423176,0.8147346,1.1567165,0.9545002,1.0837626,0.9219786,0.4045334,1.1741985,0.92391473,0.9896067,0.8191472,1.067905,1.0348511,1.0138257,1.1484385,0.98645014,1.0146832,1.1004869,0.8446265,1.1575549,0.86673474,0.9273722,0.83769894,0.8869012,0.8454908,0.98722523,1.1444675,1.2540917,0.84714633,1.0397993,1.1145016,1.1533983,1.1387275,1.0183465,1.1033907,0.7318299,0.9431576,0.94037277,1.1504819,0.98163486,0.97807133,0.9287149,1.0223502,0.8776094,0.7607687,0.58354187,1.1816199,1.1647649,1.0004408,1.0165128,1.1117656,1.0521878,1.0061728,0.9651052,0.95690745,0.92660576,1.0062827,1.1130332,1.0072063,0.0,0.59376633,1.1264532,1.0540882,0.8598279,1.1755922,1.0343752,0.9540969,0.92595905,1.059001,1.0155585,1.0165895,1.0889326,1.0490445,1.0062888,1.1141781,1.1729615,1.1743362,1.0290339,1.2039664,0.9996292,1.0271738,0.8960568,1.0557736,0.8827915,1.0620124,1.0803636,1.0371786,1.164052,0.85511327,0.8474983,1.0409932,1.1935652,1.0521067,0.8909083,1.0816997,1.0851758,1.1426153,1.1105163,1.034366,1.1873224
pumpkin,1.0614076,0.8538776,0.91222024,0.9413444,0.8616481,1.0176117,1.037101,1.2873892,1.1704309,0.95052814,1.1516447,1.065305,1.2518113,1.1012722,1.1216146,1.020479,1.016461,1.0668414,1.2112197,0.68989277,1.1087464,1.1688904,1.0024779,0.95183766,1.0726696,0.90441716,1.0714269,1.0527201,1.029926,1.1781734,1.1268866,1.0983578,0.92442954,1.0311085,1.13216,0.84273934,1.0152864,1.109801,1.074737,1.082609,1.1986626,1.1003859,0.6225037,1.0528511,1.0127308,0.89897513,0.8857596,0.6876392,1.1380666,0.92200387,1.0128078,0.6757756,1.0973469,1.0217257,0.88180995,1.1122649,1.1051766,1.2692704,0.910251,0.6585258,1.1545421,1.008719,0.9083108,0.68743265,0.7671283,0.70733035,1.0049115,1.2405198,1.1247429,1.0961229,0.9649716,1.200058,1.0529768,1.0287175,1.0952598,1.0104948,0.8324406,1.1387737,0.88290966,1.1613396,0.9740842,0.88802665,0.84497094,0.9902251,0.71768105,0.8226112,0.57126343,1.1649802,1.1845721,0.87681353,0.8540135,1.1260322,0.94074154,0.9349685,0.98956734,0.80591035,0.7994864,1.0151656,1.2116071,0.9862502,0.59376633,0.0,1.1016495,1.057794,0.86102474,1.092963,1.038861,0.9981383,0.9904584,1.1024587,1.1075424,0.9131365,1.0005744,0.85565543,1.118472,1.0770944,1.2674682,1.2984734,0.8564269,1.2525251,0.9840324,0.84408903,1.0016885,1.2324377,0.89316285,0.92788494,0.96407133,0.876169,1.2428694,1.0545131,0.66076803,0.93907577,1.2205577,0.90439206,0.9922496,1.2561637,1.129019,1.0593712,1.0812382,0.8449334,1.1005269
purse,1.1261168,1.3062464,0.96188474,0.9417823,1.143701,1.1173269,0.54438114,0.99194205,0.77013636,1.2754104,0.8699868,0.7355386,1.000264,0.72788095,0.96421045,0.8872525,1.2025145,1.0132009,0.56258625,1.1569197,1.0375624,0.55361253,1.0583396,1.1573234,1.0596195,1.2460637,1.0704192,0.6919943,1.1034251,0.8778841,0.7381448,0.8063023,1.1970893,0.91503906,0.86193097,1.2125556,1.2657316,0.6096717,1.1143593,0.98268557,0.9017728,0.9357644,0.8668145,0.9842639,0.87278175,0.91282547,1.1465638,1.2742844,1.0153056,1.2674305,1.0556629,1.3559632,1.2158989,1.072063,0.94702023,1.0318668,1.0251921,0.9511161,1.353554,0.9908314,1.1136043,1.1205442,1.0835742,0.95102876,1.0733228,1.2424246,0.9621587,0.7476822,0.8491665,0.76440096,1.0426219,0.89939505,0.80712193,1.280607,0.9608371,0.764915,1.0040127,0.83473766,0.76812994,0.7979844,1.118756,1.149613,1.3976862,0.8104682,1.1517866,1.3204687,1.3806796,0.94557273,0.95560336,0.9108521,1.0484803,0.7596794,1.234448,1.1231711,1.2937336,1.0729637,1.0362551,1.0210893,1.0537254,1.0048159,1.1264532,1.1016495,0.0,1.0102913,1.3858279,1.0755109,0.9503496,0.99508613,1.1117575,0.8588264,0.8835792,0.93486726,0.70527536,1.0004462,0.8406242,0.8925237,0.9102062,0.91166794,1.1853298,0.9985974,1.2640798,0.9172953,1.01953,0.9136238,1.2694318,0.7293196,1.0053068,1.007354,0.70497894,0.8569733,1.3846614,1.3092988,0.957939,0.80252516,0.8451824,0.58626264,0.91711426,0.9587475,0.9209153,1.2931358,1.0369964
