,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
spoon,1.5435269,0.6024225,0.51193637,1.5151255,0.80889297,0.4429837,0.57720745,0.70133287,1.4440131,1.143599,1.5729158,0.47246033,1.4251785,1.4921507,0.8249432,1.6145079,1.335216,1.1154022,0.44453406,0.4358663,1.3268746,0.48348707,0.603091,1.0221548,0.54151136,0.95397806,1.1160008,1.4420545,1.0979266,0.9288383,0.6071209,1.3125192,1.3675007,1.1907841,1.0779516,0.6371053,1.5290594,1.1753898,0.27100587,1.5109316,0.45411354,0.6271903,1.1194111,1.4236109,1.1404694,1.1584036,1.0601642,0.72573847,0.74613017,1.3649029,1.3555827,0.78032285,1.2359959,0.7569835,0.6597982,1.1893327,0.13111818,0.6328125,1.2765921,1.3987508,0.3800351,1.1288338,0.7910129,1.2207352,1.1010418,1.1795152,0.8402271,0.68800724,1.1863645,1.5256944,0.84119576,1.5134634,0.14814532,1.0050582,0.40733314,0.46621084,0.80460286,0.6071215,1.2693799,1.3472946,1.1355348,0.8234935,1.4298167,0.56277704,0.65274304,0.5993923,0.89116395,0.71704876,1.0665495,1.2682495,1.2821583,1.463548,1.4707873,1.4022305,0.2219981,0.27123845,1.0500723,0.95525694,0.71265197,1.0071573,1.1264452,0.67232746,0.82388484,0.66415083,1.1671972,0.5394631,1.0353642,1.428894,1.1635929,0.74557877,0.7193203,1.3320637,0.6356478,1.5338337,1.0840011,1.2870171,0.31233168,1.297109,0.6049917,1.474421,0.5018976,1.4767914,0.582816,1.2676864,0.91345686,0.0,1.1967967,0.62990594,1.300349,1.4916646,1.563671,0.44473904,0.6501386,1.3007768,0.6006633,0.53895354,0.6796207,1.1584766,1.2140199,1.3398626,0.5537813,0.42860103,1.1422491
sprinkler,0.8704651,1.2264549,1.1727904,0.82482594,1.0577865,1.2319369,1.2633559,1.285978,0.7929557,1.0358589,0.8892988,1.347656,0.9115149,0.9018369,0.98587775,0.92353845,0.9339597,1.1145153,1.2486079,1.1848422,0.9534625,1.2268711,1.1455039,0.9946957,1.2294704,1.0436039,0.9009448,0.8832065,1.0547341,1.0041963,1.1278436,0.99180335,0.869053,0.7299198,1.0339279,1.1964765,0.8812324,1.083052,1.3365126,0.8632202,1.1940331,1.0290371,0.99158937,0.82908076,0.8736134,0.90500516,0.91213095,1.1535336,1.0076071,0.8831449,0.7753725,1.1337119,1.0066113,1.1741233,1.1778555,1.0564041,1.1345215,1.0489212,0.7153117,0.542735,1.1861961,0.915709,1.116413,0.8727748,0.7770828,0.84703773,1.0107771,1.1418736,0.7290009,0.88114536,1.0205611,0.92518014,1.1660029,1.1363214,1.1951362,1.315318,1.1263802,1.0738909,0.9955172,0.8656417,0.865172,1.1778992,1.0020955,1.2343459,1.2635162,1.1841959,1.0163815,1.0692055,0.90470666,0.84485364,1.0438632,0.9309424,0.8346664,0.9140634,1.2742412,1.2143363,1.0347733,0.9643909,1.3630917,0.9914101,0.9622649,1.0266443,1.1138829,1.0935249,0.9893621,1.1561275,1.01014,0.97942686,0.7865197,1.0268575,1.0768543,0.8761633,0.948442,0.8766974,1.0161544,1.0431819,1.2972317,0.861006,1.1393638,0.9993683,1.2381839,0.91639024,1.2029129,0.9103127,0.99046475,1.1967967,0.0,1.1733265,0.8698137,0.8987744,0.82387763,1.1333928,1.1757083,0.9503213,1.1260422,1.399967,0.9817727,0.8306489,1.0063508,0.9859372,1.1109467,1.2536709,1.0123442
strawberry,1.2753329,0.64129263,0.48425263,1.3236876,0.8329501,0.62157214,0.63554126,0.9458379,1.3142059,1.1868391,1.4682844,0.6236005,1.2855526,1.1933079,0.86921513,1.4084563,1.2713733,1.0336187,0.7889594,0.73987013,1.2410622,0.57765937,0.81863683,0.9584862,0.90203154,0.7670589,0.8390753,1.2718384,1.1768115,0.8930212,0.9319949,1.2407521,1.164592,1.2278132,1.0295043,0.6334913,1.3558326,1.0365518,0.52337843,1.4440242,0.7699675,0.8936698,1.0484061,1.3377578,1.1025639,1.202705,1.125286,0.6208464,0.7706697,1.319397,1.1528234,0.7151847,1.0537745,0.68319005,0.74419427,1.0388864,0.80171084,0.64816236,1.2002851,1.2862352,0.7074783,1.0034245,0.7014764,1.083836,0.92488045,0.98910403,0.91720426,0.8317987,1.2185562,1.3292282,1.1361525,1.2794162,0.76930255,1.0840502,0.811301,0.72996074,0.65011257,0.56339836,1.1990266,1.1286212,1.0892602,0.6214472,1.2360337,0.62263024,0.92447126,0.6465195,0.65953946,0.69036674,1.2764966,1.0883995,1.0415729,1.2456132,1.2115039,1.31552,0.66321754,0.66397953,0.7988086,1.170292,0.8016036,1.0170773,1.1064361,0.89023256,0.9422654,0.65244067,1.2621845,0.80832076,1.21067,1.3426306,1.1037995,0.8205151,0.6438716,1.1925858,0.8873854,1.3799329,1.0823299,1.080685,0.8280694,1.3388379,0.8276949,1.3429102,0.52642775,1.3262427,0.80858624,1.1595404,0.91744286,0.62990594,1.1733265,0.0,1.2541438,1.3497939,1.4226227,0.71898896,0.63086,0.99083304,0.7140024,0.827991,0.80516654,1.1604033,1.2011232,1.1606861,0.9695753,0.7175721,1.2839714
stroller,0.8193449,1.1834245,1.4011507,0.78135467,1.2843137,1.3995671,1.207016,1.0554811,0.70814764,1.050203,0.67499465,1.2526448,0.55494124,0.77899474,1.1054333,0.73158926,0.80141366,1.0020207,1.3071576,1.4022907,0.8036976,1.4070859,1.1868987,1.1233332,1.1146812,0.8847469,0.9938059,0.8055427,0.52889043,1.1442144,1.2619712,0.64022106,0.7435545,0.66445297,1.0679064,1.2219255,0.5943849,1.1196045,1.3833666,0.44833225,1.3226712,1.1054603,1.0468345,0.80701554,0.818004,0.7715293,0.8590028,1.185293,1.2545615,0.84832114,0.8313388,1.2266284,0.85611033,1.3172135,1.1807157,0.8798545,1.1792623,1.2769843,0.90211034,0.76075,1.224915,0.82903236,1.3437501,0.9140275,1.0441451,0.9830548,1.0604761,1.16892,0.8171008,0.722624,1.0802672,0.673102,1.2247097,0.6611959,1.3298103,1.305958,1.2875271,1.2825129,0.96972525,0.8033465,0.25345254,1.2976979,1.0191442,1.400414,1.1737972,1.2255551,1.1480472,1.3107668,0.7488955,1.0562258,0.8979696,0.5632205,0.8102434,0.804374,1.341637,1.325629,0.9593693,1.1807514,1.0332589,1.1301748,0.7859163,1.264094,1.1371621,1.3112116,0.44756722,1.0459453,0.80317354,0.99415874,0.8098451,1.1961215,1.319933,0.7813163,1.0267912,0.7560569,0.77066296,0.7736596,1.0727518,0.8419096,1.1205206,0.7802628,1.2455161,0.94140524,1.2177956,0.77890074,1.2032698,1.300349,0.8698137,1.2541438,0.0,0.6863156,0.71641064,1.4238806,1.2886611,0.90002584,1.2451873,1.2052732,1.0604137,0.9083496,1.0331671,0.7952689,1.0162205,1.2817422,1.0164893
sweater,0.7442839,1.2635193,1.3618071,0.4428426,1.2624245,1.4784274,1.332583,1.3674371,0.7096229,0.9434265,0.57926697,1.322968,0.6376438,0.5476544,1.1322134,0.5841784,0.81288546,1.0180478,1.4087129,1.4957731,1.0041392,1.4118874,1.380461,1.0702882,1.3535409,1.1788851,1.0611343,0.764552,0.860831,1.2055029,1.2370553,0.7554233,0.38435662,0.91359454,0.97315246,1.1753414,0.37798154,1.0826684,1.4461154,0.71384346,1.4430948,1.2649088,1.0873644,0.8044286,0.89680207,0.8905804,0.9961778,1.13497,1.2524595,0.6640005,0.62482387,1.0845935,0.9301856,1.1995312,1.362526,0.8714013,1.3947418,1.2269776,0.92611814,0.7487565,1.3375871,0.9193184,1.3364149,0.710669,1.0569613,0.78536487,0.97926986,1.2659439,0.84145486,0.16374922,1.2913764,0.33902383,1.435957,0.92266345,1.4147537,1.3852781,1.2390082,1.3919978,0.9106125,0.8353364,0.7737664,1.1736318,0.8571515,1.2896777,1.3990337,1.1304069,1.0284818,1.2743571,0.94160175,0.86626875,0.6799064,0.3598268,0.7765276,0.70813805,1.4137783,1.3992798,0.9971539,1.1514488,1.2314941,1.1452571,0.96943194,1.3540671,1.1801305,1.2871794,0.8577196,1.3669964,0.9246223,0.7603248,0.85604,1.1379137,1.3696074,0.5882506,1.2908595,0.15349352,0.9645285,0.49325377,1.3656008,0.68534315,1.3267959,0.62610257,1.279115,0.7362938,1.3077571,0.8759371,1.2636623,1.4916646,0.8987744,1.3497939,0.6863156,0.0,0.592015,1.4703156,1.1679779,0.9938482,1.2260976,1.3872674,1.3279161,1.0228256,0.8560589,0.8655546,1.2676426,1.2715882,0.9328174
table,0.6090274,1.497792,1.5480168,0.46813798,1.3089937,1.5962679,1.356034,1.1132678,0.5322647,1.018551,0.39751732,1.5134103,0.552872,0.63995135,1.1104007,0.47695476,0.5022253,0.6781211,1.502077,1.375882,0.5134487,1.4549631,1.3544405,0.95121557,1.4446644,1.0720291,0.734048,0.8027772,0.79896605,1.0447985,1.1396996,0.68222725,0.78529286,0.79419696,0.9351272,1.2919691,0.47955334,0.9030503,1.5531666,0.43431473,1.4703952,1.2616214,0.80768573,0.75669634,0.8978025,0.9224693,0.7968657,1.390557,1.375303,0.8028872,0.7972735,1.3764129,0.777619,1.3183737,1.1802627,1.0650693,1.3820422,1.3129737,0.70635605,0.56872857,1.5890042,1.121351,1.1551166,1.0386863,0.93162614,0.9175124,1.3355684,1.3199265,0.5964773,0.5586528,1.1717746,0.5992977,1.4376951,0.8358532,1.564498,1.4878353,1.1828988,1.4021795,0.67899525,0.9450397,0.8697392,1.3286607,0.71341366,1.5062243,1.3421829,1.4581401,1.3418019,1.3980923,0.71958,0.92132044,0.8404981,0.7457782,0.46524495,0.764083,1.5840869,1.5529494,0.7852893,1.1352949,1.3824537,0.94819975,0.94151944,1.051192,1.2413176,1.4416211,0.79319835,1.3702556,0.84878707,0.68735,0.8488351,1.1903238,1.3640906,0.801341,0.9781014,0.5471733,1.1086966,0.9410207,1.4619336,0.5555993,1.2841012,0.4409734,1.6272739,0.43042773,1.4533029,0.9552562,1.0577636,1.563671,0.82387763,1.4226227,0.71641064,0.592015,0.0,1.4134587,1.5399141,0.81481355,1.25712,1.4951395,1.1361196,0.4023534,0.78582424,0.65749544,1.3342907,1.555387,0.8695759
tape,1.5125037,0.7366935,0.3695547,1.4966877,0.56207365,0.34518552,0.6669135,0.6595678,1.4403491,1.2234023,1.4609703,0.6222092,1.4728543,1.3916162,0.99130833,1.5377074,1.139261,0.9821242,0.43131715,0.2961747,1.0462618,0.5848947,0.47157842,0.98358494,0.60069567,0.93335295,0.9942134,1.4853685,1.2269809,0.836746,0.52785516,1.3953098,1.338061,1.075699,1.1695707,0.6850198,1.4800978,1.2119496,0.37925154,1.4907955,0.30417573,0.8730815,1.0212554,1.3589702,1.1161026,1.2754229,1.1109899,0.90363157,0.5877914,1.3052418,1.2821332,0.92604846,1.1708639,0.80464756,0.715755,1.1840539,0.5628254,0.57994294,1.2101601,1.3147459,0.5598676,1.2292454,0.57779884,1.3527126,1.0878808,1.2610443,0.9630264,0.7271253,1.2829162,1.4892528,0.6959288,1.5311782,0.57855695,1.2039328,0.46232384,0.6112071,0.9063382,0.58784986,1.1396228,1.3470507,1.3399866,0.78243876,1.3479178,0.5334587,0.5702845,0.8714119,0.9542388,0.5530906,1.1104059,1.2087975,1.2774069,1.5741045,1.3333436,1.405879,0.4816295,0.5411163,1.0981476,0.7711038,0.8476807,0.97994435,1.2822397,0.595243,0.79612184,0.56915057,1.2765785,0.50045973,1.1400824,1.2802415,1.1062658,0.863496,0.6695878,1.3752836,0.61968726,1.4784479,1.1824096,1.4147134,0.5985935,1.284143,0.687997,1.3407946,0.67791545,1.3326243,0.62974596,1.2752602,0.82785213,0.44473904,1.1333928,0.71898896,1.4238806,1.4703156,1.4134587,0.0,0.7620921,1.1335927,0.78288746,0.57741946,0.52908653,1.0902888,1.0585625,1.1987606,0.76392555,0.5894047,1.1112255
toe,1.446519,0.42324144,0.4414842,1.1829088,0.6662286,0.45228404,0.85345244,1.135855,1.3949467,1.0444937,1.4187601,0.5785559,1.338659,1.2031995,1.1921498,1.4873807,1.4120784,1.2490041,0.6455079,0.79479235,1.459186,0.6512582,0.9268597,1.2123258,0.76345325,1.1696728,1.2863535,1.31259,1.2202606,1.1598382,0.9374055,1.3939183,1.0611694,1.2391565,1.0005187,0.6854477,1.2939916,1.1000417,0.563002,1.5208542,0.68963003,1.0690331,1.3106056,1.3123534,1.0658149,1.1760851,1.3122783,0.24898154,0.5602767,1.0482945,1.0267438,0.12992716,1.3040597,0.74455905,0.9515126,0.85570306,0.7815565,0.8782772,1.1772825,1.229012,0.43155754,0.8361586,0.7868169,0.7481687,1.042536,0.6402511,0.45431232,0.97490954,1.2287338,1.2821996,1.070807,1.1991867,0.8351701,1.2542752,0.58039266,0.6258824,0.78290963,0.80615354,1.3218077,1.0244927,1.168035,0.33238995,1.232097,0.27507967,0.87476766,0.2666406,0.24524212,0.5612167,1.3975143,1.1958106,1.0233103,1.0949972,1.3770157,1.1438458,0.46857405,0.43797636,1.200548,1.064162,0.85347056,1.2034919,1.2168149,1.1353848,0.9671242,0.60046077,1.422819,0.8953625,1.2848982,1.2889619,1.176233,0.84046686,0.8716115,1.1951815,1.1166768,1.2773178,0.92976534,0.9586811,0.78152597,1.3278499,0.8698268,1.4470978,0.16468263,1.3966562,0.5611902,1.0580152,1.1588726,0.6501386,1.1757083,0.63086,1.2886611,1.1679779,1.5399141,0.7620921,0.0,1.1392174,0.6668519,0.78427374,1.0444624,1.5099845,1.1223797,1.3073921,0.8475785,0.26238835,1.2322823
tooth,0.8674321,0.99649477,1.0927639,0.8930502,1.0880407,1.1454909,1.0271201,1.0005566,0.89950323,1.0674067,0.77318406,1.139218,0.9187706,0.7304819,1.0806336,0.8082143,1.0194601,0.82171154,1.2473276,1.1979058,0.75274193,1.1815189,1.101904,0.90908784,1.2120308,0.9689556,0.86014175,0.99736387,0.9938695,1.0210973,1.1818837,0.95866346,1.0285037,1.0103635,1.080815,1.0906171,0.9363646,1.074599,1.1829594,0.8364366,1.2007556,1.1281674,0.90436614,0.981529,0.71748626,0.99794906,0.9377196,1.0947878,1.1108692,0.94262654,1.0154806,0.9967807,0.8843023,1.0494262,0.9913164,0.6334586,1.2701185,1.0342515,0.87825304,0.98470616,1.3014549,0.7916329,0.9509753,1.1678331,0.9513365,0.8540184,1.1396672,1.1164635,0.9434994,0.9714577,1.0324379,0.8828758,1.248048,0.9493658,1.2476037,1.2149475,1.052365,1.0092632,0.9769174,0.61721504,1.0266668,1.0696932,0.81509745,1.2100738,1.152618,1.1217993,1.067895,1.1411595,1.0709026,1.0915484,0.6228904,0.9654771,0.8494824,0.8350618,1.2725813,1.2124853,0.9137286,1.032486,0.9807897,1.0136745,0.942675,1.0731717,1.0936127,1.1451846,0.9596842,1.1605119,1.1043515,0.96752006,1.108456,1.0625952,1.0080473,0.8774811,0.9640319,0.8888886,0.7845248,0.9317976,1.2935613,0.9988885,1.0866712,0.92027396,1.1385603,0.8579404,1.1984065,0.80693936,1.0246936,1.3007768,0.9503213,0.99083304,0.90002584,0.9938482,0.81481355,1.1335927,1.1392174,0.0,0.9456832,1.1717067,0.92150044,0.8426348,1.0331666,0.8919739,1.192704,1.2531116,0.9621915
toothbrush,1.2293307,0.73568374,0.7676467,1.1512432,1.0414562,0.72087073,0.79072213,0.9613819,1.2068503,1.0481145,1.2868304,0.7414664,1.307522,1.08474,1.0237743,1.2573118,1.2924907,1.0207938,0.76761764,0.80848646,1.173246,0.92603934,0.8615992,1.0233316,0.8378093,0.95243055,0.84957683,1.2281984,1.1988263,1.120743,0.9295498,1.2058668,1.2044728,1.2752688,0.8857301,0.93115675,1.2965438,1.0089906,0.469105,1.3611349,0.7914217,0.9157961,1.0097475,1.263984,1.0548632,1.0971256,1.0844772,0.6349808,0.9908023,1.1967382,1.1923165,0.5765823,1.1051503,0.7405408,0.7352679,0.8661118,0.6603274,0.7327174,1.1409249,1.1590506,0.7868526,0.81871754,0.59959537,1.0842166,1.0618703,0.6789294,0.9204227,1.0757465,1.0092322,1.2388992,1.1116941,1.1878752,0.6485654,1.0609246,0.771945,0.7488828,0.95607424,0.77118164,1.1856258,0.8801415,1.1942704,0.7115921,1.0815285,0.7183546,0.8682332,0.69943345,0.83766687,0.9890481,1.2730613,1.1120218,0.8156971,1.2070078,1.1506327,1.1439139,0.5037402,0.4123521,0.90377945,1.114036,0.8591136,1.2098837,1.0706841,1.0217494,1.1009841,0.987542,1.231858,0.9478873,1.1182128,1.1820688,1.3044844,0.86013186,0.9692007,0.94566023,0.6300231,1.1786261,0.95621634,1.0512898,0.8288769,1.217576,0.85054487,1.2588997,0.6687937,1.0982373,0.82664055,0.96740675,1.1065515,0.6006633,1.1260422,0.7140024,1.2451873,1.2260976,1.25712,0.78288746,0.6668519,0.9456832,0.0,0.77064514,0.7652106,1.0121708,1.2481012,1.2007835,0.71315247,0.6618604,1.1712937
towel,1.356816,0.6987477,0.715574,1.4348035,0.93460304,0.4767716,0.79552644,0.62021786,1.2044342,1.1438408,1.2849139,0.41590595,1.1424329,1.2336211,1.0259895,1.197808,1.2366827,1.0233201,0.39271212,0.5124968,1.0712013,0.6418109,0.5264667,1.1054525,0.33542705,0.9434197,1.1752979,1.2548864,0.82797545,0.9886548,0.6916199,1.1358806,1.3221967,1.1867001,0.98947,0.72877514,1.2933849,0.9374138,0.4975741,1.27169,0.41995788,0.95568967,1.1241004,1.3003232,1.2252761,0.9347043,0.97586644,0.78522044,0.9254138,1.2167405,1.4108185,0.89944065,1.1555454,0.7951679,0.7672404,1.006277,0.6260765,0.8679855,1.2811787,1.4852613,0.6368528,1.0511061,0.8293377,1.2738023,1.2648307,1.284009,0.88396585,0.904173,1.2822213,1.4292462,0.81873155,1.2960352,0.6520047,0.9231838,0.38112688,0.39960694,0.91102207,0.9027227,1.2033596,1.1326836,1.2182009,0.8886937,1.2197158,0.63486385,0.15064073,0.77051944,1.025765,0.872825,0.9689438,1.1145936,1.0886931,1.2160456,1.2078053,1.1951245,0.4672284,0.559398,1.1574825,0.91347325,0.32946926,1.0678643,1.0808679,0.82504094,0.9324869,0.83712447,0.9498535,0.60721594,0.9084024,1.1131203,1.3143156,0.9581354,0.88081205,1.206305,1.0191696,1.3845354,1.0004839,1.039526,0.5552907,1.296112,0.5188615,1.338386,0.626743,1.2511227,0.57253337,0.9634189,1.0370197,0.53895354,1.399967,0.827991,1.2052732,1.3872674,1.4951395,0.57741946,0.78427374,1.1717067,0.77064514,0.0,0.9601116,1.3248408,1.1332005,1.2146378,0.48471022,0.672587,0.97271794
toy,1.2682042,0.85398215,0.6665521,1.3897572,0.7700514,0.7443824,0.6373818,0.663586,1.459693,1.1936944,1.2764481,0.9780682,1.4209003,1.1948615,0.8365651,1.3537886,1.0890591,0.8272384,0.7499074,0.79730755,0.8314166,0.94579405,0.7652397,0.6952226,0.91249883,0.6577183,0.6579577,1.3969002,1.2138739,0.92524666,0.69450605,1.2752552,1.2914953,0.9743171,1.3421123,0.96194756,1.3660388,1.2955835,0.55810404,1.2569623,0.7212089,0.7515892,0.8639013,1.179529,0.6444349,1.2277634,1.1175133,1.0838786,0.8788642,1.3345959,1.1795657,1.1476731,0.8091458,0.97774196,0.5885067,1.0152638,0.7336112,0.3798154,1.0496042,1.2478193,0.76988286,0.95911974,0.66601825,1.3269056,1.0801375,1.2562331,1.091598,0.7072673,1.3019093,1.3181589,0.7917562,1.4502952,0.69584376,1.0045693,0.91851074,0.90449715,1.1171118,0.6648898,1.1166202,1.0107539,0.9901999,1.0510819,1.2341986,0.9174331,0.95697254,1.1471071,1.16941,0.8045523,1.1343342,1.1777953,1.0810292,1.5155987,1.2538891,1.3414012,0.7495351,0.77023166,0.8281112,0.68117535,1.0336752,1.0116966,1.0540415,0.9290902,0.78234017,0.76562357,1.0263386,0.57126963,1.1638899,1.3374486,0.89473677,0.92676705,0.8345579,1.1533412,0.3681295,1.288487,0.93299663,1.3992903,0.7024467,1.2686565,1.0724344,1.2502385,0.93978965,1.1932193,0.81381464,1.0999744,1.0236247,0.6796207,0.9817727,0.80516654,1.0604137,1.3279161,1.1361196,0.52908653,1.0444624,0.92150044,0.7652106,0.9601116,0.0,0.8322718,1.1813124,0.84798276,0.8524109,0.87853533,1.249511
tray,0.8880813,1.4199291,1.3613892,0.90292156,1.2142328,1.3654232,1.1317345,0.80165243,0.8105999,1.1394897,0.87091196,1.4302973,0.9537545,0.9747457,0.9040895,0.903999,0.6445414,0.7732943,1.2910842,0.93185335,0.4883836,1.1404711,0.99872404,0.8291031,1.2726423,0.9166951,0.60574937,1.0967249,1.0349973,0.65742403,1.1091548,0.8576578,1.0682616,0.81058574,1.0997974,1.23822,0.98690385,0.9281481,1.302601,0.7553377,1.194274,0.98505944,0.3745321,0.9452797,0.9576761,1.0714447,0.78406054,1.3642757,1.2449431,1.1373955,0.9902571,1.3458397,0.8582605,1.311796,0.84535193,1.1133772,1.0745822,1.0664763,0.7780621,0.6827815,1.4411294,1.1224973,0.87745315,1.2121135,0.67589384,0.9788157,1.3846186,1.1388562,0.74552333,0.9458733,0.8177051,1.1051488,1.0668026,0.9148778,1.4201404,1.3170239,0.94325966,1.0512587,0.61368674,1.0012399,0.9697889,1.3330555,0.8417343,1.4716239,1.1315947,1.4183931,1.408763,1.2772806,0.8011958,1.1202055,1.056266,1.1641347,0.6607006,1.0548309,1.3891332,1.3406097,0.7775997,0.99653983,1.3227103,0.72109133,0.915013,0.5172532,1.1419702,1.2778196,0.8675301,1.1417131,0.87709486,1.0261068,0.92494965,0.9070871,0.92994297,0.96016634,0.6753713,0.9381469,1.0350219,1.1763008,1.2315638,0.91122353,1.0755694,0.7565175,1.5276965,0.7921289,1.3219181,1.0484427,0.60433364,1.1584766,0.8306489,1.1604033,0.9083496,1.0228256,0.4023534,1.0902888,1.5099845,0.8426348,1.0121708,1.3248408,0.8322718,0.0,1.0678891,0.84720135,1.251501,1.4673555,1.0552027
tree,0.9238084,1.2165469,1.1132689,0.85453784,1.0187968,1.1002611,1.1654454,1.1542954,0.90229046,0.88206935,0.7684729,1.0601226,0.91309905,0.9533504,1.0879182,0.81168485,0.8270745,0.91583306,1.0540301,1.0718902,1.0094796,1.1741612,1.17738,1.008268,1.1667084,1.0759604,1.1218987,0.960568,1.0716454,1.0839077,0.92336076,0.90667605,0.96420014,1.0346286,0.878124,1.0673206,0.82458407,0.97093755,1.1501467,0.87632143,1.1087588,1.132128,1.1134131,0.96380883,1.0837615,1.0264583,1.0176513,1.1418889,1.0646461,0.84803736,0.87486523,1.1200148,0.91385174,0.96898663,1.1459162,1.1381774,1.1536276,1.1234574,0.92293656,0.87735903,1.0885745,1.234217,1.1049051,0.9787121,1.0901008,1.1338189,1.0931405,1.085757,0.9355639,0.8074311,1.0699148,0.8615705,1.1954777,1.1022222,1.0402232,1.0956386,1.1372083,1.2318908,0.8874365,1.1503668,1.0830017,1.0319935,0.9242616,1.0358894,1.1151317,1.1600646,1.0857772,1.0615838,0.8708472,0.85228246,1.0406874,0.9707833,0.8928665,0.90764517,1.1274611,1.165778,1.0193336,1.0792917,1.171922,1.0171192,1.0025955,1.0810593,1.086054,1.094668,1.0595993,1.1389519,1.0028249,0.69459236,0.9355478,1.216197,1.1414193,1.0060188,1.1617268,0.8442617,1.201995,1.1005802,1.1463714,0.7587005,1.0870472,0.78448784,1.2181101,0.7401966,1.123977,1.1428996,1.0657773,1.2140199,1.0063508,1.2011232,1.0331671,0.8560589,0.78582424,1.0585625,1.1223797,1.0331666,1.2481012,1.1332005,1.1813124,1.0678891,0.0,0.80390877,1.1277748,1.1296757,0.48019588
truck,0.8598827,1.2224317,1.2741373,0.8901798,1.1824479,1.3065132,1.2088301,1.0105495,0.83008575,1.0236183,0.7231287,1.2100085,0.85574406,0.8042301,1.0300938,0.7624086,0.6953844,0.57889944,1.2074537,1.2211809,0.63390446,1.3200886,1.08281,0.9466641,1.1555891,0.47899842,0.780474,0.954157,0.9477014,1.1319194,0.95354784,0.79942906,0.9667423,0.9453945,1.0097343,1.1630051,0.85197014,0.9517936,1.2305933,0.6669962,1.1932895,1.0898325,0.94031113,0.92010564,0.76089156,0.9276996,0.9041678,1.2022384,1.2485056,0.97748226,0.8942227,1.2493467,0.14929116,1.2238941,1.1199023,1.0476439,1.2598774,1.1025349,0.9557741,0.93976873,1.299675,1.1360692,1.1515446,1.0178901,1.1277133,1.1047446,1.1851118,1.0655239,0.9904657,0.81944895,1.0691153,0.91616976,1.2485555,0.9158308,1.2086372,1.1558944,1.2320104,1.248063,0.85969007,1.0207576,0.85281616,1.1496284,0.9160946,1.2519821,1.1719304,1.2437156,1.2243177,1.2267021,0.8751886,0.9803826,0.8977002,0.94665366,0.7832241,0.94140935,1.2511355,1.2704692,0.80108786,0.9791917,1.1445974,1.0177484,0.9175899,1.138258,1.0435427,1.2466977,0.9344038,1.112122,0.89913446,0.91363156,0.9037154,1.2702127,1.2219982,0.9783753,0.99951684,0.78758657,1.0983609,1.0274335,1.2689831,0.7831071,1.1127503,0.79057527,1.3401248,0.8054122,1.2143692,1.0600008,1.1328561,1.3398626,0.9859372,1.1606861,0.7952689,0.8655546,0.65749544,1.1987606,1.3073921,0.8919739,1.2007835,1.2146378,0.84798276,0.84720135,0.80390877,0.0,1.1082255,1.3007572,0.8021121
