,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,1.2841325,1.0648904,0.89782375,1.3213251,0.8041357,0.7534094,0.8810662,0.6035927,1.0929383,1.0657927,1.1343453,1.0614467,1.1920714,1.3036106,0.91490215,1.2846119,0.99547124,1.1513898,0.6866813,0.66368616,0.8780587,0.91385245,0.4953488,1.0642735,0.65071994,0.903606,1.0515902,1.1752601,0.97656935,0.87885046,0.9149986,0.9871959,1.221497,0.86039805,1.3061119,1.1563971,1.2641045,1.0534532,1.0294046,0.9945484,0.59376436,0.84413946,0.8044531,1.0515015,0.9445516,0.9124692,1.0236685,1.10913,0.8482198,1.1509869,1.2075588,1.1289161,1.0187992,1.2607814,0.7176156,1.115847,0.91701096,1.1033691,1.0415105,1.0511163,0.83581436,1.1056814,1.0161219,1.2091343,1.0120065,1.2123399,1.1070969,0.8105311,1.2223271,1.2641852,0.0,1.4412215,0.8380846,0.8883107,0.76592773,0.7904867,1.0444115,0.9194231,0.981283,1.0763539,1.0619591,1.1499108,1.0813502,1.0416946,0.7404715,1.1661515,1.1888655,0.91502917,0.8774976,1.1577382,1.2868774,1.3461173,1.220849,1.0734259,1.0002929,0.98612064,1.0869058,0.7328728,0.89560694,0.8707739,0.87416977,0.71614164,0.84593385,0.88877463,0.9753777,0.6845861,0.75647104,1.2118338,1.0605397,0.80073845,0.70964104,1.2553792,0.98078036,1.2758594,1.0296994,1.2467041,0.72173274,1.0378162,0.8836521,1.1448082,1.1044623,1.1736593,0.83972174,1.1315875,0.81228566,0.84119576,1.0205611,1.1361525,1.0802672,1.2913764,1.1717746,0.6959288,1.070807,1.0324379,1.1116941,0.81873155,0.7917562,0.8177051,1.0699148,1.0691153,0.86772084,1.0176384,0.9375844
jeans,0.6171515,1.1426173,1.4112762,0.32853842,1.257674,1.47519,1.3374345,1.4268215,0.5981126,0.86696464,0.44767523,1.2443774,0.48029512,0.48622912,1.1087962,0.35039365,0.7873814,0.91458786,1.4877403,1.5423883,0.99357533,1.4371821,1.4326212,1.1260675,1.4309078,1.1639075,1.071508,0.647797,0.8510385,1.2491994,1.3267292,0.76115113,0.6065465,0.9748533,0.7794199,1.1835139,0.32226253,1.0462221,1.4309819,0.70548946,1.5197394,1.2555484,1.1588805,0.83745694,0.96991205,0.9872861,0.85282564,1.1548628,1.2640216,0.53734595,0.7469076,1.0760043,0.9722909,1.0365524,1.4558296,0.79315627,1.410208,1.3140382,0.91849095,0.74296594,1.4069161,0.7735964,1.2468367,0.80181503,1.0859365,0.75092715,0.99640805,1.3139457,0.73577225,0.41368043,1.4412215,0.0,1.4566973,1.0239135,1.5014117,1.4501603,1.2225792,1.3836602,0.9723103,0.72315586,0.84357715,1.1598642,0.7997254,1.3272467,1.3367035,1.093122,1.035243,1.2695212,0.9870801,0.76765525,0.578847,0.18542576,0.66181463,0.69804645,1.4279122,1.416199,0.9682822,1.2567174,1.0302126,1.210891,1.0580157,1.4110078,1.2395029,1.2926748,0.67697537,1.3585398,0.9905656,0.56392837,0.93811023,1.1550913,1.3898851,0.5664027,1.2599585,0.4216342,0.8414392,0.41588855,1.3788619,0.71166253,1.2678132,0.48506856,1.2333629,0.57809645,1.4231887,0.6437175,1.2854505,1.5134634,0.92518014,1.2794162,0.673102,0.33902383,0.5992977,1.5311782,1.1991867,0.8828758,1.1878752,1.2960352,1.4502952,1.1051488,0.8615705,0.91616976,1.3407074,1.2742972,0.9886587
knife,1.4131615,0.7124778,0.74037457,1.375501,0.9405535,0.6786747,0.6495579,0.68731487,1.300368,1.1276668,1.4672204,0.61954707,1.3066975,1.5219963,0.8002257,1.5188525,1.2071095,1.0430356,0.6118852,0.6048482,1.1791362,0.5968538,0.6810498,1.0465491,0.6116189,0.9204006,1.1150978,1.3773942,1.0295138,0.91036856,0.7146236,1.2366956,1.3252432,1.1120512,1.0343711,0.7504686,1.4625881,1.126734,0.40036702,1.3571832,0.6192354,0.5655387,1.1198866,1.3504076,1.1425909,1.1019934,0.8914895,0.9163521,0.9185816,1.2944782,1.346724,0.89415944,1.169001,0.82729167,0.8085034,1.1289952,0.17827046,0.75388753,1.2350384,1.3002548,0.58852595,1.0835917,0.9244463,1.249109,1.0334846,1.1462111,0.97736293,0.7304471,1.0187588,1.4458416,0.8380846,1.4566973,0.0,0.9229905,0.56449974,0.62158704,0.77172804,0.61819345,1.1972725,1.2899848,1.1143892,0.91493225,1.3424141,0.80638075,0.692996,0.7511755,1.0492594,0.8674296,0.9154932,1.2974552,1.3297584,1.4182508,1.3359257,1.3516272,0.313645,0.3417461,1.0753273,0.932021,0.7602619,0.9346869,1.0985501,0.71812457,0.85158193,0.81612045,1.0483022,0.58815694,0.9228109,1.3397704,1.1463189,0.7497909,0.80034447,1.2904637,0.631968,1.4824855,1.0460585,1.2709851,0.357705,1.187775,0.5625101,1.3542335,0.6982518,1.3913836,0.6730728,1.1750376,0.9096102,0.14814532,1.1660029,0.76930255,1.2247097,1.435957,1.4376951,0.57855695,0.8351701,1.248048,0.6485654,0.6520047,0.69584376,1.0668026,1.1954777,1.2485555,0.546397,0.5634838,1.0442334
ladder,1.0119325,1.1099422,1.2688992,1.0538565,1.2767382,1.1792883,1.019711,0.7293058,0.79199374,1.1228961,0.78850543,1.0988065,0.638478,1.0460352,0.9202912,0.95107514,0.92230177,0.9324232,1.0743647,1.2000959,0.79775333,1.1804947,0.906252,1.0641648,0.8409516,0.92695576,0.98716724,0.99777544,0.37393892,1.1193787,1.1288438,0.601822,0.9674511,0.94195896,1.0901484,1.097411,0.8298871,0.9834786,1.1479809,0.52162683,1.0640409,0.8939191,1.0238429,0.9944272,0.9703647,0.5188602,0.8092102,1.1255746,1.2996216,1.0835792,1.1383189,1.1846193,0.89120615,1.3137336,0.94666106,1.0110604,0.9353423,1.1504419,1.0534848,1.037568,1.0828422,1.0136809,1.205438,1.0729861,1.1712914,1.0819871,1.1137488,1.0070957,0.96299034,0.953087,0.8883107,1.0239135,0.9229905,0.0,1.0110102,1.0094887,1.1201899,1.108162,1.0227166,0.9826109,0.71934956,1.2181875,1.0166224,1.2740471,0.95712525,1.0850111,1.190401,1.3046548,0.70922136,1.1711265,0.97175455,0.8988077,1.003304,0.8303501,1.127544,1.0966616,0.94055814,1.1479768,0.80284834,1.053599,0.7613374,1.1092662,1.0455302,1.244993,0.7344484,0.9743663,0.5984127,1.1279159,1.1319222,0.9981944,1.1684062,0.9031038,0.95721805,0.9005479,0.9715203,0.832358,0.82676214,0.8229573,0.9033906,0.97067374,1.1992047,1.0801532,1.1401346,0.94810885,1.1645408,1.0050582,1.1363214,1.0840502,0.6611959,0.92266345,0.8358532,1.2039328,1.2542752,0.9493658,1.0609246,0.9231838,1.0045693,0.9148778,1.1022222,0.9158308,0.7838961,1.1806426,0.7633105
lamp,1.4770381,0.67621315,0.48751223,1.4952378,0.8063688,0.34214926,0.72305,0.7462883,1.22154,1.1273295,1.3996294,0.30066872,1.2254733,1.4139272,1.0794162,1.5110722,1.2660172,1.1087476,0.29841667,0.44429785,1.2139006,0.6054115,0.5379195,1.1195018,0.21679282,0.95239073,1.2608157,1.2791436,0.8972472,1.0999422,0.51527894,1.1861053,1.2782218,1.2331305,1.0274563,0.59653187,1.3724775,0.9780014,0.39867127,1.3011609,0.3117453,0.9163054,1.2813989,1.3213675,1.2366564,0.9034369,1.0516967,0.6440932,0.73458505,1.2416809,1.2741922,0.7623606,1.1769235,0.8449613,0.72113174,1.2474773,0.572773,0.8181075,1.2816962,1.426482,0.3526014,1.2250135,0.9784455,1.09761,1.279999,1.2861555,0.75764865,0.8319111,1.2854421,1.4467643,0.76592773,1.5014117,0.56449974,1.0110102,0.0,0.26441306,0.9746977,0.8021628,1.3024415,1.4226727,1.1798496,0.68840003,1.3768787,0.41547453,0.4659289,0.6138286,0.7371699,0.73197407,1.0685244,1.1757737,1.3284174,1.3582926,1.3996272,1.276885,0.28942823,0.36123967,1.2168707,0.94627565,0.6012914,1.1688288,1.000911,0.85262835,0.8893312,0.71853673,1.270798,0.582014,0.9356071,1.2953002,1.2713689,0.99737704,0.8412163,1.4069401,1.0321336,1.4586115,1.246378,1.2687839,0.5169164,1.1575878,0.46696758,1.4385948,0.4919647,1.3802776,0.49379498,1.3115351,1.0765402,0.40733314,1.1951362,0.811301,1.3298103,1.4147537,1.564498,0.46232384,0.58039266,1.2476037,0.771945,0.38112688,0.91851074,1.4201404,1.0402232,1.2086372,0.35017478,0.45990014,0.8493976
leg,1.4468172,0.7264719,0.5577779,1.4115065,0.8871112,0.37228978,0.6998113,0.7086865,1.2876892,1.149165,1.3904711,0.32640278,1.2615697,1.3168906,1.0475281,1.439321,1.284929,1.0584972,0.3187014,0.49749863,1.1889049,0.59910274,0.6202654,1.0657529,0.2542401,0.8966549,1.1296128,1.2566187,0.9554091,1.0624461,0.6150094,1.1150941,1.2987909,1.2392881,0.9823738,0.6696788,1.3597795,0.9208747,0.43768466,1.3037667,0.3618436,0.8920125,1.1767963,1.3050638,1.1627421,0.94725484,1.090368,0.60681677,0.82463306,1.3216593,1.2398047,0.77133685,1.1018581,0.9007773,0.7312598,1.2023259,0.63754135,0.87093884,1.2634895,1.4238157,0.439929,1.1853496,0.9585262,1.1330217,1.2319652,1.2159553,0.84858906,0.8435353,1.3434141,1.408905,0.7904867,1.4501603,0.62158704,1.0094887,0.26441306,0.0,0.96500504,0.83908737,1.2568583,1.3313866,1.124632,0.7189239,1.2844079,0.468266,0.5844098,0.6457857,0.82516897,0.7853387,1.061828,1.1884303,1.248356,1.3404099,1.4032063,1.2580518,0.37035012,0.45559502,1.0663095,0.9907017,0.58371687,1.1460533,1.0110828,0.8752002,0.91689086,0.73876697,1.2481807,0.6804478,0.91801125,1.2755268,1.3003052,0.9293816,0.8206004,1.3966898,1.0581182,1.4089959,1.172151,1.2042389,0.57036763,1.186882,0.6295558,1.3954103,0.5377624,1.3488948,0.5709531,1.2867614,1.0126393,0.46621084,1.315318,0.72996074,1.305958,1.3852781,1.4878353,0.6112071,0.6258824,1.2149475,0.7488828,0.39960694,0.90449715,1.3170239,1.0956386,1.1558944,0.3944232,0.5275885,0.98220724
meat,1.1092057,0.83412564,0.8052412,1.1739374,0.8904997,0.8979205,0.9116862,0.98420227,1.143878,1.0486817,1.2883997,0.8500601,1.1493487,1.2430121,1.1151209,1.2626746,1.154281,1.090412,0.9415449,0.71567905,1.1649485,0.34771478,0.9557549,1.1102558,1.0560535,1.0268551,1.1014261,1.1362779,1.1626592,0.69005305,1.0754457,1.2377776,1.1139201,1.0799469,1.0471072,0.6550784,1.2578305,0.8763124,0.88328725,1.295681,0.9603836,1.0993086,0.85545677,1.1360643,1.1911174,1.1490037,1.054087,0.8963916,0.8337569,1.142891,1.1182735,0.80308914,1.1621914,0.7768048,1.0307976,0.9208295,0.8329396,0.9359177,1.1201702,1.1455941,1.0018563,1.0466379,0.87048495,1.0725673,0.5663314,0.94737196,1.0477802,1.0241019,0.92693543,1.2164711,1.0444115,1.2225792,0.77172804,1.1201899,0.9746977,0.96500504,0.0,0.80790627,0.96053064,1.0484431,1.2194631,0.754882,0.9859417,0.8309221,0.8820446,0.82628256,0.8633204,0.77547693,1.1023461,1.1660826,1.1445141,1.1597849,1.0818834,1.0920053,0.8749002,0.8552437,1.1365613,0.92390835,0.90721977,0.43070602,1.179694,0.5473556,0.99536455,0.79425097,1.2698386,1.0349832,1.1683602,1.1749953,1.0942448,0.655181,0.7263823,1.1129781,1.0796685,1.2601368,1.0710174,1.0366471,1.0399529,1.2506602,0.8465748,1.2526755,0.78054494,1.2295027,0.93371475,1.1342201,0.61794555,0.80460286,1.1263802,0.65011257,1.2875271,1.2390082,1.1828988,0.9063382,0.78290963,1.052365,0.95607424,0.91102207,1.1171118,0.94325966,1.1372083,1.2320104,1.0670598,0.9150065,1.148689
melon,1.2595359,0.67245626,0.5361204,1.4165863,0.74013305,0.6757804,0.43081194,0.8254453,1.3455324,1.1311419,1.4937494,0.8446708,1.3340064,1.3626821,0.7705797,1.4574854,1.188723,1.0927155,0.7456833,0.65674007,1.1638181,0.5885309,0.7482405,0.8404096,0.85922563,0.9308031,0.986154,1.3153648,1.1572983,0.73285055,0.97585,1.3281288,1.2137953,1.093601,1.1891898,0.7652895,1.4029047,1.1460478,0.6138173,1.4303589,0.7186662,0.6772119,1.0112401,1.2319145,1.0995314,1.180414,1.0863619,0.90725577,0.69575113,1.2822734,1.2184843,0.8918109,1.1778977,0.77559257,0.76078165,1.052317,0.7529978,0.5241773,1.1190623,1.2274984,0.787163,1.0617198,0.7943531,1.1558232,0.76842093,1.1178926,0.9691825,0.7386967,1.2048098,1.3829975,0.9194231,1.3836602,0.61819345,1.108162,0.8021628,0.83908737,0.80790627,0.0,1.1451466,1.1864715,1.1673775,0.8291036,1.2404587,0.85812235,0.91777056,0.8494688,0.88569355,0.5816831,1.2192395,1.130685,1.235408,1.3865073,1.2933805,1.2351401,0.7194304,0.70569944,1.0082499,0.99904543,0.95697814,0.9636925,1.0140412,0.76264536,0.8598343,0.51532084,1.2355564,0.8472173,1.1822336,1.298538,1.044372,0.75561565,0.48010612,1.2421305,0.796735,1.4272195,1.0796158,1.2629129,0.76770884,1.2296541,0.790812,1.3378159,0.70902663,1.3457831,0.7106301,1.1458534,0.7384651,0.6071215,1.0738909,0.56339836,1.2825129,1.3919978,1.4021795,0.58784986,0.80615354,1.0092632,0.77118164,0.9027227,0.6648898,1.0512587,1.2318908,1.248063,0.90167546,0.7961583,1.2595229
milk,0.8544427,1.2877954,1.266073,0.8643883,1.0538222,1.2722778,1.169873,1.0840513,0.8549448,1.0474389,0.78356,1.342502,0.98056084,0.92103183,1.0070947,0.8161261,0.8758478,0.8927839,1.1918538,1.0019467,0.7894133,1.0767672,1.0334307,0.9775534,1.2347806,1.1523862,0.9134623,0.9800368,1.0756024,0.55142283,1.0850607,0.9191449,0.93654907,0.7947297,0.94140744,1.2064663,0.9091724,0.98833936,1.2866138,0.8728879,1.1462948,1.1231683,0.768,0.8747158,0.9769711,1.0002023,1.032607,1.2600567,1.0969628,1.0115157,0.8319044,1.2470441,0.93311405,1.2211089,1.1679143,1.0593454,1.1326814,1.1594651,0.99158764,0.8268057,1.3916359,1.1732378,1.0347241,0.9551256,0.7079033,1.0300908,1.2214131,1.1303337,0.83264345,0.8409935,0.981283,0.9723103,1.1972725,1.0227166,1.3024415,1.2568583,0.96053064,1.1451466,0.0,1.0074027,1.0799637,1.2139857,0.85269225,1.2824878,1.0515838,1.2909054,1.2395145,1.083071,0.8270302,1.0726932,1.0298485,1.0366482,0.77923346,0.99164987,1.3675898,1.3686655,0.9528417,1.021422,1.286875,0.68327445,1.0134547,0.6576307,1.0753665,1.0872227,0.906674,1.1989731,0.9631325,0.8939322,0.94463474,1.0844798,1.0396973,0.9522793,0.97228366,0.85879076,1.0841079,1.0325155,1.2406166,0.9676388,1.2544328,0.7814968,1.4331703,0.82292444,1.2264848,0.9764119,0.54045194,1.2693799,0.9955172,1.1990266,0.96972525,0.9106125,0.67899525,1.1396228,1.3218077,0.9769174,1.1856258,1.2033596,1.1166202,0.61368674,0.8874365,0.85969007,1.1773611,1.3455592,0.86297774
mitten,0.73899925,0.9792184,1.2502645,0.76615286,1.1742231,1.2244467,1.2151265,1.1999677,0.92362183,0.8863559,0.8042816,1.2939487,0.9891158,0.5851406,1.0515671,0.6915958,1.1224248,1.0861332,1.3855028,1.4514561,1.0038445,1.3276336,1.1917919,1.0793577,1.2849897,1.0867805,0.94368184,0.8226284,1.060709,1.1012577,1.3016022,0.9921533,0.9161578,0.93665165,0.933838,1.3271118,0.90932554,1.0095565,1.3519261,0.9414819,1.3611512,1.1223295,0.9565086,0.848775,0.6813116,0.994444,1.0934641,1.031017,1.204351,0.8256243,0.94601333,0.88011444,0.93344,1.079382,1.1352141,0.27463496,1.2672955,1.0914438,0.85699165,0.84682345,1.2851033,0.24469888,0.9964451,0.9629291,0.9547004,0.5922681,0.94200826,1.2636415,0.8596627,0.8353132,1.0763539,0.72315586,1.2899848,0.9826109,1.4226727,1.3313866,1.0484431,1.1864715,1.0074027,0.0,0.9664572,1.1226994,0.6328655,1.2841882,1.0962974,1.0597472,1.0832057,1.298519,1.1356139,0.91426456,0.4671141,0.7449248,0.8479798,0.7451452,1.3554581,1.2805657,0.9885097,1.0368875,0.963165,0.9802789,0.9871003,1.2766358,1.22142,1.2963972,0.75981355,1.2172204,1.1476077,0.8463229,1.023186,0.9624762,1.1701012,0.617738,1.0463185,0.7405301,0.27274275,0.6927211,1.1570544,1.107373,1.3241304,0.89681745,1.0171449,0.89841104,1.1201663,0.2669701,1.1291451,1.3472946,0.8656417,1.1286212,0.8033465,0.8353364,0.9450397,1.3470507,1.0244927,0.61721504,0.8801415,1.1326836,1.0107539,1.0012399,1.1503668,1.0207576,1.2340115,1.1292841,1.108317
motorcycle,0.8752544,1.1507055,1.2671685,0.8495027,1.2445623,1.3083206,0.99139094,1.0437951,0.8415162,1.0339452,0.89500165,1.1442314,0.71806395,0.9618134,1.029936,0.9189121,0.96815014,1.0448982,1.1318194,1.2823304,0.9669457,1.2535845,1.188256,1.073743,1.028449,0.8271851,0.9881732,0.76823056,0.6587547,1.1568328,1.18642,0.65982723,0.77923346,0.7940937,1.0454715,1.1747999,0.77525306,0.9371965,1.2346536,0.6226635,1.2115538,1.0597006,1.0096635,0.807009,0.8515345,0.7838357,0.96848285,1.0940237,1.1921818,0.9338974,0.8290987,1.1756327,0.90994453,1.255965,1.0033867,1.0230725,1.1117574,1.1708843,0.9303483,0.78911257,0.9885455,0.8536594,1.3142256,0.805944,1.0620459,0.9587888,1.0030023,1.0416818,1.0145215,0.7554449,1.0619591,0.84357715,1.1143892,0.71934956,1.1798496,1.124632,1.2194631,1.1673775,1.0799637,0.9664572,0.0,1.2159269,1.1051538,1.232717,1.2723808,1.1602167,1.0400907,1.2163897,0.85967416,0.9546917,1.0470345,0.6712208,0.9056975,0.91533494,1.1801323,1.1738762,0.94343084,1.1681513,1.0983584,1.1452485,0.7230525,1.2506257,1.0527543,1.2026708,0.6990143,0.9988679,0.81298757,1.1424181,0.7965199,1.0920119,1.2268969,0.8811426,1.0777044,0.8329027,0.86598825,0.8175355,0.9735555,0.88482094,1.0499462,0.9680963,1.1040751,1.0320615,1.0899509,0.9649978,1.2119306,1.1355348,0.865172,1.0892602,0.25345254,0.7737664,0.8697392,1.3399866,1.168035,1.0266668,1.1942704,1.2182009,0.9901999,0.9697889,1.0830017,0.85281616,0.95451593,1.156758,1.0716014
mouth,1.2915998,0.6458596,0.5508915,1.1565127,0.84656715,0.6103746,0.9631868,1.0550812,1.3185501,1.0618776,1.2808918,0.6099365,1.2270358,1.1252453,1.2619472,1.3211842,1.1883043,1.0797554,0.7679204,0.8030448,1.2726963,0.7540047,0.954105,1.1463286,0.8935555,1.0273322,1.2001399,1.2747918,1.2237552,1.1044832,0.9615961,1.2786009,1.06112,1.2042488,0.8799066,0.64479566,1.2207475,0.976854,0.625106,1.3527375,0.78451914,1.1378689,1.2491853,1.2597253,1.1484437,1.2024882,1.1498371,0.3464893,0.7870885,1.0537698,1.0063754,0.3883567,1.1483796,0.7760966,1.0152369,0.96594524,0.9158963,0.9153302,1.1225517,1.1394359,0.5975654,1.0184126,0.72891355,0.83151424,0.9376759,0.8227861,0.63262546,0.992594,1.1351643,1.2236458,1.1499108,1.1598642,0.91493225,1.2181875,0.68840003,0.7189239,0.754882,0.8291036,1.2139857,1.1226994,1.2159269,0.0,1.120062,0.36691892,0.9738994,0.44641447,0.33820188,0.7412278,1.3036574,1.1284134,0.9856277,1.1326346,1.2364588,1.1022499,0.6113336,0.5824794,1.1792856,1.1320363,0.91130835,1.1179082,1.1975777,1.062915,0.98589116,0.78415406,1.3678818,0.9203917,1.2449021,1.1167345,1.2453071,0.8883121,0.97063446,1.1769422,1.081176,1.2091001,1.1084447,1.0296695,0.99824584,1.2195073,0.8755766,1.2898817,0.40039933,1.19048,0.8439733,1.19972,1.0901989,0.8234935,1.1778992,0.6214472,1.2976979,1.1736318,1.3286607,0.78243876,0.33238995,1.0696932,0.7115921,0.8886937,1.0510819,1.3330555,1.0319935,1.1496284,0.9526109,0.4280932,1.1294472
muffin,0.54745185,1.2937663,1.3241003,0.72272074,1.1399248,1.2789502,1.1866957,1.219096,0.82135385,0.69287056,0.6988967,1.3444965,0.9416188,0.75737333,1.1142241,0.48116165,0.97414863,1.0971777,1.3513536,1.2802677,1.0257511,1.2208258,1.3562458,0.9829824,1.3581614,1.2012106,0.9208969,0.71634835,1.1588024,0.996349,1.2464112,0.9836843,0.94692826,1.030531,0.8686136,1.2584904,0.86634433,0.7106055,1.356842,0.8587933,1.396644,1.1609217,0.7305193,0.77982605,0.9376616,1.0648452,1.1218629,1.1638513,1.1985139,0.7568767,0.8995611,1.091658,0.9050995,0.9794277,1.0477996,0.91055375,1.3810263,1.27501,0.855846,0.8535564,1.2769005,0.9175257,0.99838424,0.90911734,0.9402218,0.8383936,1.0984567,1.2171913,0.8912597,0.809031,1.0813502,0.7997254,1.3424141,1.0166224,1.3768787,1.2844079,0.9859417,1.2404587,0.85269225,0.6328655,1.1051538,1.120062,0.0,1.1870115,1.2206645,1.2031572,1.1803182,1.2788324,0.98416793,0.6977907,0.7084956,0.8983321,0.8593663,0.5056466,1.3527944,1.3262305,0.9283653,1.0649624,1.1793101,0.8888357,0.9902451,1.1371166,1.1874058,1.2932329,0.9822634,1.3391843,1.1020743,0.38819206,0.99688184,1.1127781,1.1391544,0.7083932,1.1378173,0.73294216,0.8730479,0.9232821,1.2400231,0.90727794,1.3373203,0.77343655,1.3128246,0.5925907,1.2431662,0.7878256,0.99941254,1.4298167,1.0020955,1.2360337,1.0191442,0.8571515,0.71341366,1.3479178,1.232097,0.81509745,1.0815285,1.2197158,1.2341986,0.8417343,0.9242616,0.9160946,1.3063798,1.2658979,0.8763514
nail,1.4220555,0.6325755,0.27393472,1.2876073,0.61213017,0.27603483,0.76332164,1.0073338,1.4821583,1.0274624,1.4120129,0.39707315,1.4263275,1.2015979,1.1964793,1.4399335,1.353899,1.1312488,0.3120041,0.47770786,1.4190131,0.5956743,0.8641892,1.0804485,0.6692109,1.1156423,1.2114072,1.2840211,1.3160856,1.1140254,0.6765051,1.3840134,1.1588662,1.2986279,0.98590684,0.6310725,1.3469999,1.0158935,0.32725495,1.5253377,0.4321103,1.0576817,1.2426425,1.313113,1.1167847,1.2437078,1.3603535,0.4193251,0.5548525,1.1639682,1.0746351,0.5036143,1.2628574,0.64211285,0.7697829,1.1313151,0.73710805,0.77431303,1.2034352,1.3167505,0.27385873,1.17914,0.6501543,0.93074673,1.1410615,1.0570866,0.6221503,0.9025333,1.3591906,1.3227422,1.0416946,1.3272467,0.80638075,1.2740471,0.41547453,0.468266,0.8309221,0.85812235,1.2824878,1.2841882,1.232717,0.36691892,1.1870115,0.0,0.83336854,0.5024796,0.47635353,0.5214027,1.3052552,1.080207,1.0814776,1.3119395,1.4092089,1.2046525,0.28864455,0.34232247,1.1910918,1.0252852,0.866742,1.172876,1.2350191,0.99764985,0.93534356,0.5525971,1.4541068,0.70848614,1.2906551,1.1806124,1.1328015,0.9882119,0.8826539,1.2890788,1.0563896,1.3188127,1.2095953,1.214763,0.72077453,1.3084347,0.84807074,1.4062322,0.26928115,1.2813478,0.5686687,1.3105372,1.1109014,0.56277704,1.2343459,0.62263024,1.400414,1.2896777,1.5062243,0.5334587,0.27507967,1.2100738,0.7183546,0.63486385,0.9174331,1.4716239,1.0358894,1.2519821,0.768281,0.33493233,1.1752723
napkin,1.3374571,0.7871531,0.80410427,1.4049404,0.91389483,0.5814292,0.92789316,0.6293442,1.0672656,1.2068636,1.2379289,0.5984838,1.0960386,1.2313635,0.9772443,1.2293565,1.0982474,0.97098774,0.60079473,0.5580864,0.87607104,0.6848117,0.50411606,1.1010168,0.39640987,0.9254269,1.1655312,1.2725416,0.7746463,0.9042898,0.75395024,1.1716188,1.3244567,1.018287,1.0384514,0.79705906,1.2808974,0.92962813,0.71173644,1.1933689,0.52346635,0.9526156,1.034102,1.245976,1.2274153,0.95661414,0.8837981,0.9096578,0.91466427,1.2444233,1.3839568,0.9244108,1.1130697,0.9535194,0.8267411,1.0218512,0.7024264,0.8832329,1.205769,1.3448203,0.80519426,0.9982215,0.8309588,1.3127594,1.1287616,1.194051,0.9665065,0.92970836,1.0946867,1.4225688,0.7404715,1.3367035,0.692996,0.95712525,0.4659289,0.5844098,0.8820446,0.91777056,1.0515838,1.0962974,1.2723808,0.9738994,1.2206645,0.83336854,0.0,0.8402746,1.0829936,0.92206943,0.92537856,1.2028779,1.1614592,1.2736871,0.99062824,1.264586,0.65509903,0.71883106,1.2087362,0.8507472,0.4227543,0.92610747,1.0882798,0.6793736,0.94099987,0.90952724,0.8661202,0.6242622,0.94569397,1.1677194,1.254153,0.8900593,0.85823584,1.2394322,0.9895194,1.3882,0.97909755,1.1220906,0.632668,1.2867823,0.49603617,1.2543557,0.77998674,1.2553401,0.5831213,0.9084115,0.9171966,0.65274304,1.2635162,0.92447126,1.1737972,1.3990337,1.3421829,0.5702845,0.87476766,1.152618,0.8682332,0.15064073,0.95697254,1.1315947,1.1151317,1.1719304,0.6064814,0.7727382,0.93819946
