,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
knife,1.0634687,0.88234407,1.0410409,1.0698894,1.052678,0.94824326,1.0593894,0.8899543,1.1641551,1.05744,1.3649616,0.8328315,1.1362851,1.2943466,0.83065784,1.3139372,0.958004,0.9400106,0.797622,0.85731804,0.9233475,0.9312944,0.6116648,0.8085097,0.77818954,0.7331039,0.8438996,0.87463194,1.3012002,0.8179132,0.9270456,0.87384456,1.1042972,1.0446723,1.2347703,1.0127391,0.9111201,1.3328353,1.1738926,0.63244915,1.1545478,0.7605315,1.0549637,1.2301772,1.1886148,1.055925,0.88063455,1.2359658,0.9302746,0.8693205,1.1999648,0.81123555,1.2103338,0.97051245,1.1169223,0.9834016,0.9341617,0.06555021,0.96697545,1.1331422,0.823681,1.0161107,1.1388037,1.0203851,1.1716441,1.1147878,1.1251745,0.91523194,1.0595841,0.9188109,0.88674456,1.2483867,0.9393682,1.3322785,0.0,0.81870824,0.71388817,0.81688976,1.1196558,1.3504238,1.1861917,1.1969833,1.1111014,0.9368093,0.66912186,0.85091865,1.0262132,1.023192,0.78146696,1.2391135,1.3165921,1.2066557,1.0191737,0.9153041,0.9734734,0.538177,0.5651334,0.9159692,1.0929322,0.92666256,1.0470705,0.98042494,0.76502043,0.8632223,1.0242772,0.94353354,1.0110772,0.8617644,0.99880016,1.0639957,0.962502,1.2617602,0.85953194,1.2540278,0.6595925,1.3066096,1.1338491,1.1108438,0.6266978,1.3273367,0.9371663,1.1737643,0.82017416,1.2875015,0.8393064,1.1061363,0.79859185,0.18779421,1.046632,0.845104,0.8648877,1.2386217,1.2639999,1.0850469,1.171329,0.82727766,1.1316994,0.9453599,0.8888301,0.70566785,0.8198925,0.98250276,1.0897114,1.0511549,1.0288799,0.8384141,0.6731052,0.78063965,0.98018146
ladder,1.1587682,1.1704264,1.0888479,1.2422599,0.98148584,1.1298144,1.1941618,0.66777253,1.0941683,1.2145554,1.0587176,0.98358256,0.81668746,1.3304087,0.86845183,1.2086992,0.6853352,0.9804205,0.8279797,0.97542197,0.8187015,1.1067044,0.6686799,0.69371724,1.0278497,0.73655826,0.7140266,1.207083,1.2462233,0.44376153,1.0704244,1.0078889,0.84985816,1.0188217,1.0887345,1.2235351,1.0513545,1.0673051,1.2256303,0.92053896,0.7490431,0.7722908,1.0796837,1.0400137,1.0081944,0.8088099,1.0053003,1.2453787,1.004996,1.0817225,1.2167597,0.8742643,1.0977359,1.2268429,0.9846734,1.1113976,0.5834026,0.7604887,0.9421298,1.1414495,0.91991657,1.1109027,0.8896861,1.1041385,1.1862383,1.123646,1.2624539,1.0027566,0.8238285,0.91542387,0.8657123,1.1332836,0.6435333,1.2926246,0.81870824,0.0,0.75477266,0.98731637,1.2234102,1.3170264,1.037091,1.2102224,1.2069774,1.0957494,0.93141747,1.1144574,1.1561161,1.1406333,0.7876574,1.227494,1.2213678,1.2540987,1.0858743,0.9434064,1.0981232,0.7706969,0.80548644,0.9643841,1.1834598,0.95033437,1.0994368,0.65164244,1.1181146,0.8799486,0.96733636,0.9870375,0.88849247,0.79641616,0.78392327,0.81464255,0.9742005,1.1600753,1.0958387,1.1412592,0.8895606,1.289785,1.1849167,1.1215683,0.72095656,1.0470674,1.1006597,0.88404197,1.0081439,1.0484157,1.0198559,1.1297406,1.0752915,0.80825967,0.9489538,1.1514789,1.0221874,0.9833274,1.2479924,0.9016001,1.1015787,1.0081556,1.1422863,1.1609526,1.1985086,0.903283,0.98797256,0.7998091,1.0770949,0.72553766,0.8961968,0.631809,0.7207822,1.0058546,0.67563516
lamp,1.054337,0.8366292,0.705996,1.3886778,0.878108,0.7242439,1.0702044,0.7118933,1.256964,1.0050604,1.4409363,0.29195988,1.2750194,1.5770828,0.8325203,1.4602147,1.1628977,1.0799774,0.2586699,0.8569763,1.1047778,1.0889928,0.3779428,0.54425,0.5777101,0.2849003,0.6108023,0.82399887,1.3036441,1.0028025,1.2808446,0.28143328,1.1612382,0.9854611,1.1128942,1.1033261,0.858232,1.3110917,1.5122828,0.3025949,1.281615,0.37269568,1.0824523,1.2266301,1.2167745,0.96777725,0.65273166,1.2835054,0.7447971,0.5100455,1.2555339,0.5070558,1.2332834,1.0293615,1.0948856,0.885624,0.6854209,0.5949116,0.8934891,1.3465768,0.39637053,1.0493002,1.1861055,1.0394483,1.199821,1.414463,1.3366714,0.4875571,1.2253575,0.9753066,1.1632591,1.4362134,0.6043252,1.4859328,0.71388817,0.75477266,0.0,0.9982532,1.2430003,1.5868739,1.3919389,1.2772827,1.2570484,0.486238,0.66090584,0.84566045,0.7969715,0.97864664,0.78824115,1.225522,1.4582694,1.3961391,1.2457747,1.1496049,1.0311484,0.32735813,0.3205818,0.9145357,0.8983956,0.51464903,1.1164926,0.80828774,1.1030865,1.0006063,0.8832786,0.47160125,1.0392853,0.3258959,0.9660267,0.80891776,0.9959538,1.4032905,0.64162296,1.2925645,0.9762441,1.3670033,1.3984754,1.3735843,0.93285966,1.206998,0.8825841,1.397213,0.35104185,1.0970398,0.41909605,1.2573576,1.0123357,0.55285704,1.2154074,1.2403622,0.50513977,1.3801055,1.3470414,1.2498035,1.4276485,0.5326836,1.3761016,0.7943361,0.9765509,0.97996145,0.78085315,0.8627609,1.4342642,0.9501221,1.2549223,0.77686274,0.38119602,0.46779102,0.8748247
meat,1.061331,1.1486166,0.92002994,1.1611677,0.9088884,1.0653645,0.97402096,0.7716107,1.143142,1.1527433,1.2137547,1.0847901,1.1289012,1.1288495,1.0190752,1.1366168,1.0016088,0.9799659,1.0333368,0.75755036,0.8512587,0.27978975,1.0727915,0.96383446,1.0943791,1.1158096,0.9423054,1.2477919,1.1789038,1.0088611,0.39869332,1.1219139,1.1448417,1.0124055,0.88769597,1.0939081,0.42316604,1.1919223,0.60536706,1.0570443,1.1480415,0.9031622,0.84912765,1.078799,1.1501431,1.1028781,1.1435864,1.2992256,1.0686412,0.964452,1.0568922,1.0386208,1.1577367,1.2044554,1.1957502,1.0243461,0.8925108,0.79545647,0.9915449,1.0195687,1.0961287,0.9786514,1.1204559,0.8986664,1.2286661,0.5952814,1.1705191,1.0928279,1.0149239,1.0358942,0.9511911,1.1924311,0.7815052,1.2919602,0.81688976,0.98731637,0.9982532,0.0,0.9492357,1.0891912,1.2385391,0.99028444,0.4564616,1.1133803,0.92947817,1.140446,1.1203985,0.9060327,1.0368887,1.0477892,1.2167313,1.3283463,1.0418689,0.7728151,0.62195194,0.95430875,0.985144,1.0018938,1.182522,1.0039675,0.76477593,0.9335635,0.4829042,1.0069333,0.7831483,0.91170806,0.98634285,1.013367,1.0701168,0.8708981,1.0389081,0.9303154,0.84543395,1.1856071,0.9902333,1.2965586,0.99980515,1.1836591,0.8164729,1.2397283,1.085082,1.180831,1.0407656,1.1903657,0.8573234,1.192178,0.6328386,0.9142885,1.0422418,1.0684413,0.9060636,1.2931001,1.2048132,1.1538593,1.0860988,0.9626466,0.7122488,1.1728996,1.0709325,1.0598224,1.0248554,0.9795345,0.9004879,0.96264327,1.0161724,0.90334535,1.1153774,1.1293256,1.0723802
melon,1.1045251,1.0407872,0.57439697,1.1583891,0.7648386,0.7288121,0.16316104,1.1868334,0.9246672,1.160882,1.1450859,1.277626,1.1475906,0.9515195,1.085004,1.1389918,1.067322,1.0516804,1.2241967,0.8367536,1.021456,0.8381322,1.301459,1.0334742,1.098454,1.2432823,1.1838592,0.987775,1.0828109,1.236203,1.0495104,1.134562,1.1373044,0.9428986,0.7545835,0.9959968,0.7183109,1.105474,0.9260729,1.2166579,1.1043131,1.1428863,0.70251036,1.0163428,1.0178169,1.0687188,1.113654,1.0321168,1.0249866,0.72343194,1.0700507,1.0719941,0.98212713,1.0066874,1.0929263,0.86055565,1.0710249,1.1840221,0.93899614,0.9209242,1.2321613,1.0936567,1.1191185,0.73451054,1.016877,0.6155867,0.9683811,1.1719317,0.97130466,1.01192,1.1003585,1.0503918,1.0869206,1.0618598,1.1196558,1.2234102,1.2430003,0.9492357,0.0,0.84696454,1.0656508,0.7020338,0.6211159,1.1312279,1.1839758,1.0845722,0.97291327,0.14778948,1.1337088,0.8468318,1.1199896,1.0800356,0.97373366,0.8773116,0.88142294,1.2034452,1.2247227,0.9679799,0.97035074,1.2218484,1.0586398,1.0570784,0.79458535,1.0606165,0.9078971,0.8445047,1.116361,1.203563,1.0958111,0.96968305,0.94826823,0.9738322,0.86491793,1.0582597,0.9619542,1.1070645,1.0262085,1.0517529,0.9841999,1.017079,0.9745882,0.9872039,1.2412674,1.1274716,0.88447374,1.1149353,0.838135,1.076963,0.98029596,0.9178873,0.97099704,1.0518808,1.1125107,1.1210266,1.0358852,0.8552058,0.8382415,1.064946,0.9972403,1.0653348,1.1566328,0.8932413,0.81796455,1.0784397,1.0847591,1.1247177,1.2909243,1.2483594,1.1603382
mitten,0.89002705,0.9397006,1.1644726,0.65860784,1.1010337,1.1181372,1.0084211,1.2534451,0.7817621,0.80328953,0.6948057,1.4336344,0.75749713,0.42163485,1.0722481,0.59422165,1.028615,1.0326345,1.4768417,1.2306722,1.067946,1.0563169,1.4017704,1.2935005,1.3122394,1.4544129,1.2902603,1.114211,0.50498825,1.0439537,0.9018023,1.4776089,0.8679892,1.0309612,0.9163402,0.81919533,1.1932883,0.73157084,0.6190164,1.4956695,0.7885223,1.365436,1.1462935,0.76638615,0.66900766,1.0084378,1.2440453,0.73851854,1.1932687,1.3053895,0.7357125,1.3094147,0.8314432,0.93194145,0.97040546,1.0240005,1.2744502,1.4700143,1.2133683,0.6563834,1.4410931,0.5537724,1.0042696,0.9204682,0.8194255,0.7592155,0.5856193,1.3030154,0.85902095,1.1874588,1.016704,0.54791945,1.3593465,0.5000385,1.3504238,1.3170264,1.5868739,1.0891912,0.84696454,0.0,0.73752606,0.5988051,0.8772668,1.3369979,1.099445,1.1557426,1.0431998,1.0827005,1.0887716,0.7625582,0.5911588,0.59883296,0.8880082,1.158683,0.9965942,1.474271,1.4735589,1.2459126,0.9735821,1.0716413,0.8595984,1.1630476,1.1982569,1.1831758,1.0993068,1.3792703,0.89690006,1.4283767,0.997808,1.1815645,1.0330546,0.55880094,1.3079811,0.64077497,1.006519,0.67525387,0.63751394,0.64950454,1.056925,0.801512,0.9482167,0.775602,1.4305959,0.8748771,1.34568,0.6612285,1.0726635,1.4147117,0.9249478,0.8135761,1.3496172,0.66806805,0.76469207,0.87094855,0.8505404,1.4321345,0.8430616,1.1107212,0.8761115,0.87421876,0.9660564,1.2006575,0.894102,1.1614271,0.8877607,1.3139644,1.3568835,1.3698947,1.0816201
motorcycle,0.93440706,1.2037692,1.4037097,0.72489977,1.1230552,1.3165345,1.1813467,1.2014055,0.8126198,0.8784448,0.5305548,1.2604454,0.6781057,0.7842386,1.1343837,0.6471055,0.6861292,0.973322,1.33285,1.245445,0.9146615,1.2875335,1.2703042,1.2773598,1.3770998,1.3232614,0.97473216,1.2247748,0.7568031,0.8510623,1.0082651,1.2972926,0.73942363,1.0860554,1.1096748,1.0129069,1.3745719,0.5999269,0.9424144,1.3926761,0.7293199,1.379892,1.1313425,0.79653645,0.991952,0.919016,1.1231285,0.7628157,1.2279832,1.4326518,0.782779,1.3152685,0.8405545,1.2293912,0.6589,1.3175213,1.1777196,1.2286683,1.1929446,0.77947545,1.3289981,1.1258936,0.7649219,1.2611585,0.8846997,0.9990572,1.0255029,1.3031652,0.72586584,1.064278,0.63397884,0.5836226,1.1639191,0.5831697,1.1861917,1.037091,1.3919389,1.2385391,1.0656508,0.73752606,0.0,1.0678598,1.2456374,1.2950745,1.304304,1.3027959,1.2625704,1.2257555,1.0438082,1.0296519,0.7268313,0.73077154,0.8249274,0.9386371,1.3771541,1.2713954,1.3479459,1.1648076,1.072939,1.2615721,1.2086349,1.086166,1.1972826,1.1111944,1.3290629,1.3605471,0.80358756,1.2026314,0.8756031,1.199061,1.0902278,0.8312368,1.3984323,0.8074001,0.93016446,0.68219364,0.5282731,0.87664557,1.0521137,0.69452125,0.9142486,0.5079944,1.3362179,0.71905446,1.4388225,0.97414166,1.174789,1.3204033,0.69101936,0.953813,1.4790678,0.33659232,0.7019291,0.6958709,0.61710644,1.3975202,0.94898283,1.3120668,1.2020622,0.9690728,1.2048913,1.0047807,0.77066404,0.92015755,0.3979705,1.0706745,1.0781714,1.2665367,0.9938646
mouth,1.12158,0.89086825,0.7650244,0.9860978,0.75190246,0.76334584,0.83144605,1.1917839,0.9069925,0.99578005,1.047633,1.2467571,1.0960728,0.83270097,1.1051428,0.99639237,1.1473267,1.0916743,1.1413078,1.0423615,1.1504644,0.91942424,1.2368044,1.0770088,1.0135856,1.179903,1.1747876,1.0018679,0.93762994,1.1003082,1.0240237,1.1442624,1.0312165,0.99258786,0.9416073,0.97939557,0.9070683,1.0174721,0.8527006,1.1384826,1.0372806,1.0761548,0.9949595,1.0028125,0.9052514,1.0429386,1.14468,0.9855666,0.96190435,0.8756764,0.9020035,1.0197293,0.92527056,0.84761864,1.184988,0.9730597,1.1637571,1.2766252,1.123877,0.95023656,1.1006131,0.77142525,1.1649935,0.6390099,0.8022525,0.80232346,0.8280041,0.9286554,0.94236577,1.1136345,1.1302831,0.8768077,1.1160145,0.8916265,1.1969833,1.2102224,1.2772827,0.99028444,0.7020338,0.5988051,1.0678598,0.0,0.7978656,1.017842,1.1263095,0.9532348,0.9036287,0.8247814,1.062966,0.81595826,0.93926007,0.92832875,1.0309165,1.0963597,0.8610382,1.2142868,1.2109663,1.1423333,0.994333,1.0715315,1.0159303,1.1800364,1.0523964,1.1269948,0.92338383,0.99889004,1.0400757,1.2288084,1.0896871,1.0467225,1.0450307,0.83946645,1.0122728,0.9118893,1.0253006,0.9642099,0.9227014,0.9823476,1.0861565,1.0102278,1.0852311,1.0826133,1.1235605,1.0416279,1.0105604,0.90960383,1.0000737,1.1673164,1.0290163,0.95270985,0.97316504,0.9922902,0.9961911,1.1685696,1.0359228,0.99676317,0.8680934,0.89931476,0.7939325,0.9277343,1.059895,0.9309722,1.0176129,1.1394067,1.0771469,1.1560489,1.1878028,1.0648924,1.0956423
muffin,1.0392816,1.048329,0.7777874,1.0684353,0.91550636,0.8534777,0.7144413,1.0366865,1.0621277,1.1391901,1.23712,1.2325097,1.1832914,0.94423014,1.0275055,1.1285764,1.1476744,1.0859637,1.2697864,0.83822507,1.0540309,0.39186144,1.2568378,1.1470354,1.0360299,1.3204353,1.2223163,0.93356603,1.0190595,1.2436116,0.7790066,1.1065469,1.2888509,0.8685863,0.72156394,0.9968727,0.39799023,1.2481918,0.60649425,1.1385411,1.1821157,1.150603,0.70107996,1.0663524,0.9763127,1.1086212,1.1176897,1.03133,0.9646892,0.8964856,1.0904131,0.9757716,1.084498,0.8568569,1.2373172,0.7959388,1.128448,1.1238492,0.9621947,0.95370245,1.1535017,0.96584284,1.1864032,0.7684989,1.0458192,0.50613064,0.83011615,1.108103,1.0810376,0.9649815,1.0841169,1.173719,1.0945935,1.1731513,1.1111014,1.2069774,1.2570484,0.4564616,0.6211159,0.8772668,1.2456374,0.7978656,0.0,1.0741864,1.1534704,0.9297873,0.8997596,0.6566948,1.2078052,0.77946424,1.1684883,1.1184589,1.0460039,0.8420727,0.44353855,1.17228,1.1368381,1.0492281,1.016607,1.1979455,0.71671057,1.1243497,0.5798487,0.98344797,0.7494949,0.97741365,1.1053126,1.2453628,1.1952846,0.99801177,0.94796073,0.97371626,0.75250477,1.1388476,1.010534,1.1802334,1.0180136,0.97081053,0.9979857,1.1207294,1.125139,1.1448712,1.1173121,1.2409897,0.945499,1.0462724,0.7501767,1.115172,1.0704001,0.9823404,0.8495401,1.1854722,1.1940252,1.1618987,1.1172742,0.933798,0.5710009,0.920498,0.82839346,1.1147559,1.1720643,1.041045,0.8905984,1.1633285,1.1214571,1.2370207,1.2920325,1.12326,1.1739844
nail,1.2157928,0.6471419,0.4811939,1.2038596,0.8407567,0.6528405,0.95620626,1.043476,1.3741181,0.9333787,1.3867517,0.342808,1.3897375,1.3371737,1.083459,1.3993866,1.2009599,1.2403152,0.30146682,0.98975486,1.3076879,1.012431,0.81087935,0.9352437,0.5578179,0.626995,0.8010895,0.5090512,1.2406982,1.2787497,1.2678823,0.37461013,1.2640676,1.0183505,1.2612616,1.2123129,0.8381223,1.3396213,1.3273621,0.29452485,1.4465513,0.59938717,1.0848652,1.2732394,1.0923579,1.1837865,0.9700562,1.0895003,0.56386554,0.38971782,1.1749951,0.59299725,1.0915086,0.58949596,1.1349555,0.8662043,0.9725169,0.8705019,1.0191001,1.3047848,0.2508372,1.0122769,1.1618718,0.87233955,0.9646609,1.2818013,0.99246764,0.25342262,1.1989672,1.0311007,1.2618006,1.333808,0.9770111,1.2744386,0.9368093,1.0957494,0.486238,1.1133803,1.1312279,1.3369979,1.2950745,1.017842,1.0741864,0.0,0.95400834,0.52437085,0.6417991,0.9110768,1.1795013,0.972373,1.2835042,1.1613543,1.3012133,1.201882,0.86945915,0.6206288,0.4884957,0.93595475,0.81962466,0.7603939,1.0519598,1.1409891,1.1027126,1.0411831,0.8634186,0.3154822,1.2572914,0.68118834,1.3024418,0.9416181,1.1133437,1.2092296,0.74767125,1.157145,1.1043946,1.1501306,1.2882302,1.1156325,1.1874925,1.2767537,1.1252651,1.2740188,0.22595811,1.0766875,0.5130091,1.101751,1.1543341,0.79826653,1.2584271,1.0793389,0.38976425,1.3345029,1.208222,1.1392404,1.3483359,0.586071,1.2435994,0.39136696,0.65203154,1.1081144,0.98755026,0.9036922,1.3973455,1.0941014,1.2452794,1.0638796,0.8266697,0.24846256,1.210849
napkin,1.10981,0.7517046,1.0789052,1.0683066,1.1842057,0.9799149,1.0928391,0.89840734,1.0401465,0.77722645,1.2212919,0.70113045,1.0115063,1.1212714,0.82219744,1.021235,1.1745086,1.0523745,0.752527,1.0208293,1.0483959,1.003441,0.5591153,0.7321235,0.69569975,0.50348574,0.91651696,0.82874453,1.0370445,0.8070142,1.0073926,0.8865332,0.85850835,1.0624901,1.0699949,0.81275725,1.014123,1.1493874,1.1999485,0.7411277,1.1175612,0.7650666,1.0939834,1.2270446,1.101336,0.8622159,0.7012869,1.0224533,0.9533348,0.99377817,1.0690672,0.7907405,1.2534529,0.99456024,1.039615,0.97499907,1.0272933,0.7220856,1.0384516,1.2663107,0.8206775,0.62431055,1.2667195,1.2097716,1.1224496,1.3071187,1.1296848,0.8523897,1.1142917,0.9392457,1.061586,0.85888445,1.0546064,1.0531971,0.66912186,0.93141747,0.66090584,0.92947817,1.1839758,1.099445,1.304304,1.1263095,1.1534704,0.95400834,0.0,0.7713418,0.8782384,1.0679672,0.574185,1.20545,1.0304145,0.84704,1.1396624,1.1520467,0.89310044,0.7692149,0.75393593,0.9660488,0.89676523,0.6057879,0.9552581,1.0241648,1.1095223,1.0534226,1.0096875,0.9439917,0.72725654,0.822476,0.86887985,1.0997276,1.1108634,1.246124,0.872277,1.0013089,1.1189286,1.1181566,1.1637993,0.8219336,0.98028046,1.1459532,0.88056165,1.3414004,0.77069765,1.2427454,0.839123,0.6785371,0.94415474,0.6756983,1.2869436,1.0773914,0.77039385,1.0873233,1.1722755,1.2548915,1.3751372,1.0173973,1.2579215,0.8804591,1.0116856,0.8537588,0.049182713,1.2416714,1.3559295,1.0713999,1.197574,0.8974717,0.6516017,0.81535876,0.85155284
necklace,1.2112645,0.46695006,0.76381636,0.976196,1.000846,0.8278477,0.9533311,1.0893404,1.3042941,0.86758596,1.3998713,0.73055327,1.317791,1.0122111,1.0359565,1.280351,1.2043734,1.2429961,0.8136872,1.0875791,1.3202479,1.0128833,0.8242793,1.0162796,0.47898442,0.75890565,1.0602965,0.47656918,1.1308308,1.2049724,1.2101631,0.71619487,1.1985775,1.067182,1.1837493,1.0371779,0.931514,1.3597975,1.1731282,0.6185951,1.4063076,0.89986455,1.0829806,1.2764237,0.93361294,1.136693,0.97726804,0.9382502,0.62775075,0.6973303,1.1178949,0.7503693,0.9615214,0.37519473,1.1732783,0.8904797,1.0831667,0.82602525,1.0453794,1.2587397,0.49704975,0.83996946,1.2374213,0.8894345,0.78061765,1.2056409,0.657864,0.5803059,1.1410613,0.9684565,1.0839742,1.1540074,1.174385,1.1342597,0.85091865,1.1144574,0.84566045,1.140446,1.0845722,1.1557426,1.3027959,0.9532348,0.9297873,0.52437085,0.7713418,0.0,0.49273705,0.94819784,1.0927005,0.98290664,1.1247234,0.9073516,1.2619226,1.1627885,0.7863754,0.7823993,0.6471302,1.0207827,0.8903655,0.9547807,0.9806481,1.1391604,1.123006,0.9958949,0.8486923,0.75677496,1.0557132,0.9215928,1.228634,1.1491905,1.1126102,1.2242953,0.8807056,1.0134858,0.99458414,0.9199435,1.1178316,0.9283069,1.0794231,1.2368947,1.1456077,1.2755859,0.5907253,1.2630053,0.82956827,0.832496,1.1070808,0.7471355,1.1317152,0.9126893,0.68284994,1.2231232,1.046835,1.1750852,1.3422508,0.871216,1.1585876,0.30655807,0.64736366,0.9362917,0.78582597,1.0808816,1.34842,1.1586262,1.2448162,1.164777,0.87457156,0.39374334,1.17587
nose,1.1289289,0.5370104,0.78226143,0.976036,1.0176469,0.8200881,0.9494238,1.2287943,1.2090371,0.80869955,1.2846859,0.7876723,1.2412843,0.9624622,0.8970264,1.1914986,1.2161288,1.1538677,0.96252984,1.1321923,1.2602849,1.0610628,0.8549074,1.0318167,0.587894,0.85941243,1.0570177,0.5611166,1.0479016,1.196105,1.2250017,0.81742126,1.2491912,0.79869795,1.0662793,0.92454803,0.9208356,1.1931322,1.2381327,0.7507349,1.2898475,0.9285739,1.0402817,1.232149,0.9469494,1.0828542,0.848606,1.0538912,0.8611863,0.6988991,1.056937,0.87265575,0.93037593,0.47014606,1.1290159,0.76884097,1.0786622,0.9892272,1.1192398,1.250653,0.6354766,0.7902907,1.165729,0.8185645,0.7559018,1.1800824,0.6783836,0.7699616,1.1159688,1.053749,1.1908493,1.1581544,1.1495221,1.095391,1.0262132,1.1561161,0.7969715,1.1203985,0.97291327,1.0431998,1.2625704,0.9036287,0.8997596,0.6417991,0.8782384,0.49273705,0.0,0.89466125,0.9985323,1.0122792,1.049954,0.9802339,1.1578572,1.2014954,0.8477683,0.8080654,0.71920645,1.1583543,0.88579327,0.79511845,1.0279585,1.1700276,1.149128,1.0460727,0.8088163,0.88255,1.1563103,0.95141023,1.1267164,1.019437,1.0041867,1.1878283,0.8418696,0.93485993,1.0101681,0.9671229,1.1424001,0.9685322,1.0794907,1.1217203,1.0181335,1.2343376,0.8223063,1.1964272,0.75570154,0.9454348,1.0796148,0.9461019,1.1533464,0.9459906,0.7985942,1.2007364,1.0419654,1.092426,1.3342786,0.8891363,1.1534698,0.4691291,0.6293938,0.9380725,0.8930491,1.21036,1.3312402,1.1370522,1.180881,1.1138473,1.0334078,0.6319656,1.0023578
orange,1.1609565,0.9613649,0.36291307,1.2735918,0.6481545,0.5894836,0.11890423,1.0604973,1.1673374,1.1526841,1.3826444,1.0371734,1.3604283,1.1832383,0.98984694,1.3741033,1.0856392,1.1399524,0.9738983,0.7873399,1.0674525,0.76430315,1.1422763,0.91551346,0.9528152,1.02848,1.0130045,0.84521055,1.2445481,1.2921507,1.1364334,0.8902823,1.2543331,0.9830686,0.8327541,1.1051803,0.53150535,1.2954254,1.1153883,0.9345382,1.3203229,0.9209638,0.64135575,1.1314001,1.0683985,1.1740762,1.1066926,1.1279655,0.832677,0.4686852,1.1420499,0.8373112,1.1229252,0.92194414,1.1532276,0.7369282,0.9860824,1.0268607,0.79337424,1.098973,0.99707216,1.0613056,1.2546537,0.7090008,1.1475216,0.7570244,1.0625075,0.95705485,1.065878,0.8760395,1.111084,1.2518585,0.9357685,1.2711629,1.023192,1.1406333,0.97864664,0.9060327,0.14778948,1.0827005,1.2257555,0.8247814,0.6566948,0.9110768,1.0679672,0.94819784,0.89466125,0.0,1.1248751,0.85046077,1.319442,1.2208642,1.1846845,0.9291781,0.7046609,0.9861037,0.96600085,0.83478993,1.0027164,1.1043085,1.089382,1.0516124,0.7704691,0.9541508,0.6995101,0.576972,1.1333349,0.97681826,1.2242457,0.8738315,0.88843334,1.1758215,0.676071,1.2192571,0.94684637,1.2823938,1.1743889,1.1171359,1.0507929,1.2247679,1.1504782,1.1858433,0.9599781,1.227367,0.64613634,1.1398232,0.85102355,0.8983736,1.0990855,1.0011396,0.7249664,1.2226237,1.2863789,1.2495716,1.2682354,0.56988245,0.98388475,0.8974234,0.96950376,1.0910312,1.0959551,0.77937025,1.0202103,1.0984309,1.1675739,1.0222998,1.1463073,0.99938875,1.2340031
oven,1.1834601,0.9897394,1.2589014,1.0297135,1.1904366,1.129945,1.2160624,0.85264903,0.7318584,1.0324926,0.9437792,0.98544747,0.7671083,1.0860629,1.106766,1.0383564,1.0665874,0.88837266,0.91066605,0.9646673,0.75455064,1.1497467,0.63211554,0.6553842,1.0665234,0.60239226,0.9861626,1.1939242,1.0737619,0.60218,1.0999836,1.1023706,0.69043344,1.0503666,0.9161965,0.99743456,1.1079887,0.8911147,1.2009716,1.0530523,0.72363555,0.6662134,1.1117911,1.0681794,1.0348049,0.5887843,0.61894,0.9920952,1.133755,1.1563276,0.99370897,1.0184271,1.0746793,1.194136,1.1190856,1.2674958,1.0370594,0.84065187,1.269108,1.0114083,1.1279435,0.8826703,1.1322718,1.2184336,1.0669259,1.1902946,1.1643028,1.1240252,0.9929145,1.0554111,1.0978137,0.8548175,0.817979,0.94356036,0.78146696,0.7876574,0.78824115,1.0368887,1.1337088,1.0887716,1.0438082,1.062966,1.2078052,1.1795013,0.574185,1.0927005,0.9985323,1.1248751,0.0,1.2494767,1.0081539,0.8522185,0.9482197,1.0599529,1.0751601,0.9177519,0.9801173,1.0748439,1.1118964,0.846941,1.1963725,0.9302237,1.1372241,1.1096675,1.0946456,1.1051085,0.81371856,0.81851816,0.34701544,1.1517596,1.149999,1.2377894,0.9913995,0.90346825,1.050327,1.0274715,1.0333762,0.8436768,0.9622078,0.87184936,0.7178449,1.1039145,1.0968182,1.0855612,0.90477103,0.8573404,0.9403528,0.8589141,1.1324518,1.0172876,1.0841918,0.8615868,1.0210108,1.1024671,1.0597041,1.1228838,1.1062628,1.1189464,1.1729963,0.8099908,0.6138143,1.1889782,1.0549164,1.0312264,1.0371362,0.78904516,0.546962,1.0778453,0.67407244
